wavelength,Back_DacNigm,Belly_DacNigm,Breast_DacNigm,Crissum_DacNigm,Crown_DacNigm,DorTail_DacNigm,Rump_DacNigm,Throat_DacNigm,WingTip_DacNigm
379.80,5.451,56.9918333334,57.1023333334,61.7286666666,42.5078333333,7.17166666667,69.0086666667,4.1205,7.204
380.16,5.442,56.97,57.0371666667,61.7258333333,42.5723333333,7.05,69.0116666667,4.12233333333,7.237
380.52,5.4765,56.8338333333,56.9606666666,61.6896666666,42.5758333334,7.08366666667,68.7118333334,4.10666666666,7.3295
380.88,5.60916666667,56.8753333333,56.9368333334,61.6796666667,42.8521666667,7.11166666667,68.6546666667,4.18033333333,7.48
381.24,5.53416666666,56.8156666667,56.873,61.5923333333,42.7588333333,7.08666666667,68.5083333333,4.091,7.40066666666
381.61,5.46066666667,56.565,56.6698333333,61.408,42.629,7.05166666667,68.2875,4.01733333333,7.17033333333
381.97,5.37066666667,56.4171666667,56.4871666666,61.2836666666,42.5048333333,7.00866666667,68.1061666667,3.987,7.14416666666
382.33,5.4295,56.3091666667,56.3846666667,61.105,42.5923333333,7.091,67.898,4.13966666666,7.2855
382.69,5.47633333333,56.1723333334,56.2873333334,60.9118333334,42.667,7.087,67.819,4.17983333333,7.31933333333
383.05,5.482,55.9615,55.9946666667,60.7338333333,42.6041666667,7.04,67.59,4.12266666666,7.31216666667
383.41,5.46266666667,55.8436666666,55.9211666666,60.6993333333,42.6146666667,6.98133333333,67.402,4.08916666667,7.25183333334
383.77,5.37483333333,55.7705,55.8453333333,60.6585,42.6175,7.037,67.1455,4.0705,7.17566666667
384.14,5.3705,55.506,55.6658333333,60.5916666666,42.5033333333,7.05566666667,66.889,4.03133333333,7.14366666667
384.50,5.42216666666,55.5121666667,55.567,60.601,42.5248333334,7.01933333333,66.8131666667,4.07916666667,7.1135
384.86,5.44166666667,55.4928333333,55.4635,60.5556666666,42.4625,7.09066666667,66.7363333333,4.159,7.10316666667
385.22,5.4125,55.3578333333,55.2298333334,60.4688333333,42.4433333333,7.106,66.4506666667,4.1175,7.06783333334
385.58,5.511,55.3431666666,55.1616666666,60.4445,42.5313333334,7.143,66.2845,4.1895,7.185
385.94,5.54666666667,55.1816666667,55.0348333334,60.3411666667,42.5173333333,7.174,66.1311666667,4.19966666666,7.11933333333
386.30,5.512,55.0721666666,54.8881666667,60.2826666667,42.4345,7.102,65.9341666667,4.157,7.08566666667
386.66,5.48066666666,54.9193333333,54.8006666667,60.233,42.4055,7.11333333333,65.6975,4.21016666666,7.08016666666
387.03,5.49883333333,54.821,54.7991666666,60.215,42.4398333334,7.05833333333,65.5306666667,4.245,7.08566666667
387.39,5.44833333334,54.7631666667,54.7426666666,60.1896666666,42.4398333334,7.07866666667,65.4113333334,4.30016666666,7.10016666667
387.75,5.45516666667,54.723,54.6065,60.1438333334,42.4311666667,7.05733333333,65.351,4.39616666667,7.1265
388.11,5.49683333334,54.6841666667,54.4808333334,60.0278333334,42.4883333333,7.093,65.1163333333,4.42633333334,7.10466666667
388.47,5.4945,54.5831666667,54.3845,59.9376666667,42.525,7.10933333333,64.9348333333,4.4345,7.11066666666
388.83,5.441,54.326,54.2618333333,59.7625,42.4508333333,6.99233333333,64.55,4.37516666667,7.04233333333
389.19,5.48233333333,54.2038333333,54.155,59.592,42.4436666667,7.03366666667,64.4028333334,4.43383333333,7.0915
389.55,5.414,54.1161666667,54.0186666667,59.5663333334,42.4313333333,6.91666666667,64.251,4.388,7.00116666667
389.91,5.38516666667,54.1333333334,53.9108333333,59.5515,42.5056666667,6.898,64.0586666667,4.35866666667,7.05866666666
390.27,5.3855,53.9523333334,53.7775,59.3978333333,42.4991666667,6.942,63.8206666666,4.33316666667,6.96783333334
390.63,5.29683333333,53.8191666666,53.5455,59.2285,42.368,6.79433333333,63.518,4.21483333334,6.876
391.00,5.30083333333,53.686,53.2863333334,59.0671666667,42.2478333333,6.88266666667,63.2438333333,4.2095,6.81583333334
391.36,5.3205,53.5486666667,52.9933333333,58.878,42.179,6.85333333333,62.948,4.17116666667,6.7445
391.72,5.41516666666,53.4655,52.9706666667,58.855,42.2628333333,6.89033333333,62.8811666667,4.14,6.77516666666
392.08,5.366,53.4206666667,52.8608333334,58.7891666667,42.2556666667,6.85666666667,62.7951666667,4.13516666667,6.72116666667
392.44,5.36,53.2366666666,52.6726666667,58.6045,42.1441666666,6.85466666667,62.6031666667,4.14816666667,6.70366666666
392.80,5.39983333333,53.0091666667,52.4003333333,58.3831666667,42.0951666667,6.934,62.4568333333,4.21,6.80116666667
393.16,5.33033333334,52.8481666667,52.1526666666,58.2296666667,42.0006666666,6.83066666667,62.1695,4.1605,6.743
393.52,5.3525,52.6331666666,51.95,58.0465,41.8808333333,6.931,61.8783333333,4.23266666667,6.7175
393.88,5.3565,52.401,51.7205,57.8705,41.7531666667,6.89466666667,61.613,4.2105,6.6165
394.24,5.35383333333,52.2421666667,51.4321666666,57.7055,41.6953333333,6.87866666667,61.4053333333,4.25283333333,6.68233333333
394.60,5.4725,52.1615,51.401,57.6683333333,41.7465,6.97566666667,61.3143333333,4.3155,6.74116666667
394.96,5.48733333334,52.0245,51.2406666667,57.4713333333,41.6913333333,6.92833333333,61.1001666667,4.345,6.71666666667
395.32,5.50616666666,51.7836666666,51.061,57.2203333333,41.5435,6.92033333333,60.8531666666,4.40433333333,6.785
395.68,5.505,51.588,50.8311666666,57.0168333333,41.4378333333,6.942,60.5676666666,4.49866666666,6.81033333334
396.04,5.5365,51.3156666667,50.635,56.7668333333,41.3465,6.905,60.2606666667,4.48416666667,6.83966666666
396.40,5.50583333333,51.1076666667,50.3866666667,56.5388333333,41.2358333334,6.90466666667,59.9366666666,4.44216666666,6.7925
396.76,5.45833333334,50.9428333333,50.163,56.3985,41.1295,6.832,59.6616666667,4.38666666667,6.712
397.12,5.56033333334,50.7948333333,50.0461666667,56.2553333333,41.1231666667,6.917,59.4768333333,4.41983333333,6.7765
397.48,5.57616666666,50.6686666666,49.8895,56.0801666667,41.0648333333,6.90266666667,59.2493333334,4.4135,6.89116666666
397.84,5.6265,50.4488333333,49.6353333333,55.836,40.921,6.92033333333,58.8946666667,4.45916666667,6.947
398.20,5.64,50.4313333333,49.6198333334,55.8383333333,40.9218333333,6.956,58.7198333333,4.39716666667,6.92783333334
398.56,5.55983333333,50.182,49.2975,55.6018333333,40.7721666667,6.883,58.4365,4.38933333333,6.855
398.92,5.57666666666,50.091,49.2576666667,55.5855,40.776,6.92466666667,58.318,4.40583333333,6.8995
399.28,5.647,50.038,49.1913333334,55.4768333334,40.804,7.00266666667,58.1666666667,4.446,6.8865
399.64,5.58933333334,49.766,48.9166666667,55.1698333333,40.6548333333,6.95833333333,57.8608333334,4.37466666667,6.83566666666
400.00,5.51566666667,49.6291666667,48.7463333333,55.0123333333,40.597,6.998,57.6483333333,4.37166666667,6.82066666666
400.36,5.5445,49.515,48.6243333334,54.8841666667,40.5683333333,6.938,57.434,4.38333333333,6.8535
400.72,5.63033333333,49.4295,48.5903333333,54.7476666666,40.5626666667,7.02533333333,57.353,4.4335,6.89483333333
401.08,5.5925,49.2646666667,48.4423333333,54.6111666667,40.4353333334,7.03566666667,57.1218333333,4.4955,6.8605
401.44,5.60983333333,49.1488333333,48.3743333333,54.5446666667,40.4368333334,7.106,56.9776666667,4.49833333333,6.847
401.80,5.62733333333,48.9746666667,48.218,54.2895,40.4081666666,7.171,56.8341666667,4.5155,6.91366666666
402.16,5.57516666666,48.6558333334,47.9486666667,54.039,40.2186666667,7.07166666667,56.5566666667,4.462,6.84083333334
402.52,5.59966666666,48.5231666667,47.8206666666,53.9001666666,40.1766666667,7.111,56.3613333334,4.43466666667,6.804
402.88,5.56333333333,48.3206666667,47.6581666667,53.762,40.0976666667,7.12033333333,56.1753333333,4.402,6.7995
403.24,5.50916666667,48.0993333334,47.5288333334,53.6066666667,39.9891666667,7.05933333333,55.9896666666,4.3245,6.79083333333
403.60,5.47783333333,47.9908333333,47.4151666666,53.518,39.869,7.02533333333,55.8038333333,4.26283333334,6.76933333334
403.95,5.46766666667,47.7726666666,47.225,53.4068333334,39.7336666666,7.011,55.544,4.2105,6.76416666666
404.31,5.475,47.5528333334,47.0656666667,53.2308333333,39.5966666667,7.12,55.3498333333,4.25133333333,6.76083333333
404.67,5.351,47.4101666666,46.8896666667,53.0883333333,39.4568333333,7.02533333333,55.0981666667,4.19166666667,6.65283333333
405.03,5.37783333333,47.3488333334,46.8471666666,52.988,39.4423333333,7.063,54.978,4.18833333334,6.6975
405.39,5.347,47.1685,46.6625,52.7801666667,39.3256666667,6.99033333333,54.8055,4.1505,6.67816666666
405.75,5.3045,47.0256666667,46.5476666667,52.6931666667,39.216,6.948,54.61,4.0975,6.595
406.11,5.387,46.9436666667,46.4396666667,52.6203333334,39.13,6.99333333333,54.4525,4.18433333334,6.67116666667
406.47,5.41116666667,46.8465,46.3288333333,52.5161666667,39.0386666667,7.00533333333,54.3005,4.25983333333,6.7725
406.83,5.41183333333,46.702,46.1751666667,52.3098333333,38.9086666666,6.91166666667,54.0556666667,4.26866666667,6.74816666666
407.19,5.47216666667,46.5648333333,45.9891666667,52.1725,38.8073333334,6.98466666667,53.8383333333,4.34683333334,6.8195
407.55,5.51416666666,46.419,45.904,52.0906666667,38.7463333334,7.08533333333,53.631,4.4025,6.84633333334
407.90,5.54883333333,46.2568333333,45.77,51.899,38.6311666667,7.07866666667,53.509,4.42816666666,6.86566666666
408.26,5.54033333333,46.0848333333,45.5761666666,51.7081666667,38.4883333333,7.03366666667,53.2753333333,4.3775,6.846
408.62,5.64116666667,46.0151666667,45.5096666667,51.6095,38.472,7.10266666667,53.1248333333,4.44333333333,6.92883333333
408.98,5.64516666667,45.7873333333,45.3285,51.4226666667,38.3166666667,7.07133333333,52.9405,4.43866666667,6.87766666667
409.34,5.69666666667,45.6646666666,45.1936666667,51.2961666667,38.1801666667,7.127,52.7381666667,4.43516666666,6.87833333334
409.70,5.75766666667,45.6251666667,45.1808333333,51.275,38.172,7.18066666667,52.6723333333,4.51033333333,6.98266666666
410.06,5.74666666666,45.4621666666,45.023,51.1088333333,38.0785,7.23366666667,52.4758333333,4.523,6.97166666666
410.42,5.73566666667,45.3528333333,44.926,50.9848333333,37.9978333333,7.28533333333,52.3495,4.51433333334,6.952
410.77,5.78933333333,45.2828333333,44.8676666666,50.952,37.952,7.37433333333,52.2765,4.5755,7.03983333334
411.13,5.70766666667,45.2036666667,44.7403333334,50.872,37.8911666667,7.31566666667,52.134,4.5035,6.94183333333
411.49,5.69716666666,45.0921666667,44.5923333333,50.6726666667,37.7761666666,7.31333333333,52.0386666667,4.49783333334,6.91
411.85,5.6995,45.0805,44.494,50.5933333334,37.7193333333,7.314,51.9241666667,4.5125,6.85816666666
412.21,5.714,45.0741666667,44.4488333333,50.5873333334,37.7393333333,7.27266666667,51.8941666667,4.52783333333,6.84816666666
412.57,5.6785,44.8871666667,44.2971666666,50.4291666666,37.5591666667,7.20066666667,51.725,4.47566666667,6.81033333334
412.92,5.66216666666,44.7175,44.1553333334,50.2286666666,37.4256666667,7.16033333333,51.5316666666,4.45633333334,6.85033333333
413.28,5.58366666666,44.4996666667,44.0291666666,49.9941666667,37.2566666666,7.092,51.325,4.4115,6.798
413.64,5.58466666667,44.2976666667,43.8703333334,49.7931666666,37.1376666667,7.103,51.1381666667,4.43366666667,6.77083333334
414.00,5.5705,44.2088333334,43.7841666666,49.6223333333,37.053,7.03866666667,51.0698333333,4.39516666667,6.75683333333
414.36,5.58016666667,44.0351666666,43.6248333333,49.4278333333,36.9018333333,6.99433333333,50.869,4.32283333333,6.777
414.72,5.46783333333,43.804,43.3746666667,49.199,36.7178333334,6.95466666667,50.619,4.22216666667,6.6765
415.07,5.4575,43.6913333333,43.2831666667,49.0915,36.5655,6.94833333333,50.53,4.212,6.669
415.43,5.5105,43.6018333334,43.2725,49.0598333333,36.5251666667,6.96233333333,50.4261666667,4.22583333334,6.75
415.79,5.497,43.4788333333,43.1981666666,48.9845,36.42,6.95766666667,50.3333333333,4.20516666667,6.76616666666
416.15,5.51566666667,43.3863333334,43.1645,48.869,36.3071666666,7.00233333333,50.2188333334,4.25033333333,6.81316666667
416.51,5.54066666667,43.33,43.0465,48.752,36.1996666667,7.03033333333,50.0855,4.26133333334,6.81783333334
416.86,5.5325,43.2753333333,42.9135,48.6856666667,36.0841666666,7.046,49.9235,4.24783333334,6.80616666666
417.22,5.53416666667,43.2718333333,42.8635,48.6931666667,36.0113333334,7.04833333333,49.9345,4.25583333333,6.83083333334
417.58,5.51516666666,43.2213333334,42.7631666667,48.6328333333,35.9168333333,6.98466666667,49.8963333334,4.21733333334,6.805
417.94,5.55083333333,43.156,42.7671666666,48.5746666667,35.8403333334,7.038,49.813,4.2675,6.836
418.29,5.563,43.1068333333,42.7258333333,48.5361666667,35.7723333334,7.06266666667,49.7343333333,4.30366666667,6.83933333334
418.65,5.58516666666,43.0631666667,42.6641666667,48.4525,35.6473333333,7.047,49.5905,4.29083333333,6.85783333333
419.01,5.62333333333,42.9528333334,42.6041666667,48.3391666667,35.595,7.05666666667,49.4976666667,4.31866666666,6.90766666666
419.37,5.5645,42.784,42.4083333334,48.1718333334,35.4248333333,7.04,49.368,4.3015,6.863
419.73,5.56933333333,42.7363333333,42.3481666667,48.1008333333,35.3786666667,7.05966666667,49.2953333333,4.32866666667,6.882
420.08,5.5775,42.6986666667,42.283,48.0575,35.3015,7.08533333333,49.2285,4.318,6.885
420.44,5.561,42.6231666667,42.2268333334,48.027,35.235,7.07266666667,49.1941666666,4.29383333333,6.88033333333
420.80,5.58083333333,42.5763333334,42.2381666667,47.9965,35.2118333334,7.10333333333,49.2288333333,4.33316666667,6.89783333333
421.16,5.59416666667,42.5211666667,42.1728333333,47.9035,35.1605,7.09866666667,49.1253333333,4.36366666666,6.91733333333
421.51,5.57366666666,42.4548333334,42.1333333333,47.8456666667,35.0766666667,7.11633333333,49.0201666667,4.35266666666,6.91533333333
421.87,5.52666666667,42.3556666666,41.9898333333,47.7275,34.984,7.07066666667,48.8753333333,4.31083333333,6.8825
422.23,5.5265,42.2611666666,41.9378333333,47.63,34.9033333333,7.06933333333,48.7936666666,4.32166666667,6.883
422.58,5.51633333333,42.2005,41.8741666666,47.5731666666,34.8828333333,7.06333333333,48.7718333334,4.34666666666,6.86033333333
422.94,5.514,42.1711666667,41.8388333333,47.5316666666,34.8058333334,7.07066666667,48.6973333334,4.34866666667,6.84266666667
423.30,5.544,42.1403333334,41.814,47.488,34.7656666666,7.053,48.616,4.35483333333,6.841
423.66,5.54433333334,42.0581666666,41.7615,47.378,34.676,7.03666666667,48.5366666667,4.3455,6.844
424.01,5.54366666667,41.8868333333,41.644,47.1953333333,34.5475,7.015,48.3656666667,4.34466666666,6.83433333333
424.37,5.542,41.8175,41.5995,47.0886666666,34.5143333334,7.035,48.2873333334,4.367,6.8465
424.73,5.53633333333,41.7395,41.5198333333,47.0265,34.4383333334,7.031,48.1741666667,4.35716666666,6.8425
425.08,5.56416666666,41.6531666666,41.4661666666,46.9823333333,34.3943333333,7.08633333333,48.1173333334,4.36516666667,6.84266666667
425.44,5.59083333334,41.5673333333,41.3988333333,46.91,34.3343333334,7.08533333333,48.0563333333,4.3965,6.87766666667
425.80,5.61766666667,41.5123333333,41.379,46.872,34.289,7.09433333333,48.0301666667,4.40333333334,6.9
426.16,5.6235,41.479,41.3158333333,46.8513333333,34.2615,7.073,48.009,4.38516666667,6.90083333334
426.51,5.67216666667,41.426,41.3241666667,46.8113333333,34.2146666667,7.09933333333,47.9801666667,4.3855,6.9375
426.87,5.7075,41.3855,41.2723333333,46.7631666667,34.1683333333,7.10833333333,47.9328333334,4.39783333333,6.94
427.23,5.71166666667,41.3603333333,41.2595,46.7161666666,34.1565,7.114,47.8806666667,4.38066666667,6.92433333334
427.58,5.69783333333,41.2556666667,41.1495,46.637,34.054,7.10233333333,47.7345,4.35766666667,6.90616666666
427.94,5.71816666667,41.263,41.1746666667,46.702,34.06,7.13066666667,47.7705,4.37783333333,6.94433333334
428.30,5.7605,41.2208333334,41.145,46.6735,33.9886666667,7.16066666667,47.7133333334,4.39333333333,6.95916666667
428.65,5.75066666667,41.1466666666,41.0753333333,46.5538333333,33.8941666667,7.13333333333,47.589,4.3685,6.9185
429.01,5.7235,41.1278333333,41.0766666667,46.4928333333,33.821,7.08633333333,47.5643333333,4.34683333333,6.8905
429.37,5.70616666667,41.0815,41.003,46.3996666666,33.7265,7.08366666667,47.452,4.3565,6.8525
429.72,5.68466666667,41.0838333334,40.9811666666,46.3643333333,33.6246666667,7.115,47.4338333334,4.377,6.85116666666
430.08,5.65983333333,40.9933333333,40.9045,46.2623333333,33.5028333333,7.13066666667,47.3341666666,4.376,6.83416666667
430.44,5.62333333333,40.9295,40.8118333334,46.1648333334,33.4181666667,7.10833333333,47.2426666667,4.36716666666,6.81
430.79,5.6165,40.9066666666,40.7976666667,46.1401666667,33.3681666666,7.11533333333,47.2243333333,4.37133333334,6.86
431.15,5.6395,40.9045,40.781,46.1196666667,33.3126666667,7.141,47.276,4.43316666667,6.92166666667
431.50,5.6685,40.913,40.8211666667,46.151,33.3046666667,7.17333333333,47.3201666666,4.46033333333,6.91883333333
431.86,5.6295,40.9068333333,40.7741666667,46.1216666667,33.2671666666,7.18666666667,47.3028333333,4.45633333334,6.91866666667
432.22,5.59683333334,40.8895,40.769,46.1211666666,33.214,7.165,47.2785,4.46183333333,6.888
432.57,5.65616666667,40.9205,40.8035,46.153,33.2321666667,7.227,47.3466666666,4.50333333334,6.97866666667
432.93,5.64816666667,40.916,40.7503333333,46.1501666667,33.2055,7.20166666667,47.3153333333,4.52033333333,6.99766666667
433.29,5.64416666666,40.8993333334,40.757,46.102,33.1941666667,7.21566666667,47.3458333334,4.52183333333,7.02066666667
433.64,5.62483333334,40.7916666667,40.6641666667,46.0,33.1135,7.19466666667,47.2576666666,4.492,6.97266666667
434.00,5.6275,40.78,40.6305,45.9908333333,33.1098333333,7.17066666667,47.2455,4.49983333333,6.96116666667
434.35,5.629,40.754,40.568,45.9718333333,33.0311666666,7.19,47.2293333333,4.51633333333,6.96633333333
434.71,5.61416666666,40.7113333333,40.4903333333,45.8698333333,32.9791666667,7.19466666667,47.1728333333,4.50883333333,6.9255
435.07,5.64233333333,40.6898333333,40.4646666667,45.8633333333,32.9328333333,7.22166666667,47.1443333334,4.53083333333,6.976
435.42,5.61966666666,40.6165,40.3775,45.784,32.8415,7.195,47.0955,4.53166666667,6.967
435.78,5.64866666666,40.597,40.3645,45.7688333333,32.8098333333,7.201,47.0931666667,4.53066666666,6.962
436.13,5.67716666667,40.5995,40.3623333334,45.7408333333,32.7821666667,7.22933333333,47.1065,4.5445,7.00816666666
436.49,5.64366666667,40.5711666667,40.3588333333,45.7558333333,32.7033333334,7.204,47.0926666667,4.56433333334,6.94766666667
436.84,5.68066666667,40.5116666667,40.347,45.71,32.619,7.249,47.0258333333,4.56183333334,6.97333333334
437.20,5.68333333333,40.442,40.3438333334,45.6933333333,32.5551666667,7.246,46.9738333334,4.55733333334,6.9465
437.56,5.67483333334,40.4661666666,40.4003333333,45.7465,32.5565,7.234,46.9748333333,4.54283333334,6.952
437.91,5.69033333333,40.4556666667,40.4658333333,45.7321666667,32.4921666667,7.25666666667,46.9481666666,4.53633333333,6.98116666667
438.27,5.7565,40.482,40.5665,45.8038333333,32.5435,7.29833333333,46.9556666667,4.59733333333,7.05233333333
438.62,5.79783333333,40.4851666667,40.6328333333,45.84,32.5416666667,7.338,46.9846666666,4.65216666667,7.08966666666
438.98,5.76266666667,40.4525,40.6321666667,45.8208333333,32.4711666666,7.30066666667,46.917,4.62866666666,7.0205
439.33,5.80533333333,40.465,40.6533333333,45.8341666666,32.4798333333,7.34366666667,46.8818333333,4.6555,7.07216666666
439.69,5.78233333333,40.3988333333,40.6151666666,45.7676666667,32.3918333334,7.29833333333,46.7971666667,4.63333333333,7.0545
440.04,5.796,40.3863333333,40.5685,45.7296666666,32.3563333334,7.30266666667,46.7565,4.64433333334,7.0395
440.40,5.74966666667,40.3761666667,40.5473333333,45.6721666666,32.2945,7.25933333333,46.7068333333,4.57733333333,7.02766666667
440.75,5.70866666666,40.3388333333,40.5055,45.6245,32.2545,7.23066666667,46.6795,4.5585,6.99216666666
441.11,5.72716666666,40.3636666667,40.4691666667,45.6556666666,32.2348333333,7.24533333333,46.6728333333,4.55066666667,6.97933333334
441.47,5.76766666666,40.3538333333,40.4511666666,45.628,32.1945,7.27933333333,46.6741666666,4.58733333333,6.98966666667
441.82,5.77216666667,40.391,40.4581666667,45.6195,32.1773333333,7.30933333333,46.703,4.62133333334,7.01633333333
442.18,5.74383333334,40.395,40.4381666667,45.5791666667,32.1316666667,7.32033333333,46.7256666666,4.60083333333,6.9915
442.53,5.72033333333,40.3518333333,40.394,45.5656666667,32.0505,7.31466666667,46.6326666666,4.5565,7.014
442.89,5.71183333333,40.3216666667,40.3263333334,45.5301666667,32.0328333333,7.30933333333,46.6103333333,4.54516666667,7.0085
443.24,5.70833333334,40.3686666667,40.3828333333,45.5748333333,32.0153333334,7.337,46.6205,4.5475,6.98783333334
443.60,5.72433333334,40.4253333333,40.4045,45.5573333333,31.998,7.37933333333,46.617,4.59183333333,6.97183333333
443.95,5.7005,40.396,40.4411666667,45.5906666667,31.9648333334,7.373,46.5931666667,4.58716666667,6.97983333333
444.31,5.751,40.4045,40.4506666666,45.625,31.9856666667,7.41666666667,46.5891666667,4.62016666667,6.995
444.66,5.7785,40.3996666667,40.4633333333,45.6738333334,31.9771666667,7.427,46.567,4.6445,7.001
445.02,5.77366666667,40.4466666667,40.5295,45.7411666667,31.9831666666,7.42166666667,46.5586666666,4.65183333333,7.04516666667
445.37,5.77166666667,40.48,40.5528333334,45.764,31.9673333333,7.40333333333,46.5685,4.63633333334,7.0635
445.72,5.77666666667,40.4031666667,40.4811666666,45.7416666667,31.9368333333,7.38333333333,46.5066666666,4.62616666667,7.0375
446.08,5.75266666667,40.3721666667,40.4543333334,45.7241666666,31.9018333333,7.347,46.428,4.60383333334,7.01816666666
446.43,5.74933333333,40.357,40.456,45.7328333334,31.8971666667,7.30566666667,46.4401666667,4.61383333334,6.98766666667
446.79,5.75833333333,40.3913333333,40.509,45.748,31.8806666667,7.329,46.4591666667,4.59816666666,6.983
447.14,5.7585,40.3716666667,40.4773333333,45.7441666667,31.8543333333,7.30133333333,46.4771666667,4.59283333334,6.97733333334
447.50,5.767,40.353,40.4828333334,45.7961666666,31.864,7.29933333333,46.4848333333,4.57266666667,6.99633333334
447.85,5.75416666667,40.3346666667,40.4381666666,45.7663333333,31.8251666666,7.28666666667,46.4673333333,4.54283333334,6.98533333333
448.21,5.76016666667,40.3236666666,40.4223333333,45.7335,31.8021666667,7.30366666667,46.4641666667,4.54933333333,6.99683333333
448.56,5.77033333333,40.3923333333,40.4918333334,45.768,31.8358333333,7.33933333333,46.5136666666,4.56833333333,7.029
448.92,5.75883333333,40.4121666667,40.501,45.7285,31.8251666666,7.32766666667,46.579,4.55683333333,7.037
449.27,5.77816666667,40.4043333334,40.5176666667,45.7623333333,31.8495,7.34433333333,46.5493333333,4.5865,7.04783333334
449.62,5.776,40.5081666666,40.6028333333,45.824,31.8975,7.35666666667,46.6171666667,4.5875,7.05916666666
449.98,5.80633333333,40.5438333333,40.6236666666,45.8345,31.8728333334,7.36233333333,46.6548333333,4.59266666667,7.087
450.33,5.81333333333,40.6458333333,40.671,45.9041666667,31.9003333333,7.37566666667,46.7575,4.553,7.10033333333
450.69,5.78733333334,40.6663333333,40.6783333333,45.9371666667,31.8923333333,7.346,46.7811666666,4.54816666667,7.11283333334
451.04,5.75916666667,40.6145,40.652,45.8773333334,31.8835,7.28866666667,46.7215,4.50266666667,7.08216666666
451.40,5.72183333333,40.6496666667,40.6633333333,45.8556666666,31.8728333333,7.27,46.7296666667,4.50066666666,7.06766666666
451.75,5.7215,40.6726666667,40.675,45.8631666667,31.8605,7.24933333333,46.7156666667,4.47883333334,7.06616666666
452.10,5.72716666667,40.7005,40.6888333334,45.8941666667,31.8496666667,7.22233333333,46.7383333333,4.4635,7.1035
452.46,5.735,40.6865,40.6683333333,45.8865,31.8126666667,7.215,46.7323333333,4.44933333333,7.078
452.81,5.77266666666,40.6631666666,40.641,45.8665,31.7893333334,7.21566666667,46.6875,4.46766666667,7.03966666667
453.17,5.754,40.6806666666,40.6346666666,45.8513333333,31.7726666667,7.20233333333,46.7113333333,4.45366666667,7.04033333334
453.52,5.70483333333,40.6713333333,40.6276666667,45.832,31.6911666667,7.18433333333,46.6738333334,4.45083333333,7.02083333334
453.87,5.70283333333,40.7301666667,40.7068333333,45.9608333333,31.7718333333,7.207,46.7906666666,4.4785,6.99933333334
454.23,5.70616666667,40.6721666666,40.6555,45.8716666667,31.7361666666,7.23,46.6856666667,4.53,7.02
454.58,5.72066666667,40.64,40.6635,45.869,31.7353333333,7.233,46.6965,4.574,7.03283333334
454.93,5.72316666666,40.7468333333,40.728,45.9326666667,31.7126666667,7.301,46.7585,4.61483333333,7.036
455.29,5.74183333333,40.7746666667,40.7483333334,45.996,31.7093333334,7.318,46.8168333334,4.61033333333,7.0665
455.64,5.79433333334,40.832,40.8045,46.0543333333,31.7616666667,7.36866666667,46.8505,4.67083333333,7.10366666666
456.00,5.76816666666,40.828,40.7888333333,46.0813333334,31.7518333333,7.33533333333,46.844,4.68783333333,7.0415
456.35,5.748,40.8086666666,40.7751666666,46.0623333333,31.7228333333,7.30733333333,46.8418333333,4.68516666667,7.02366666667
456.70,5.7285,40.7695,40.7816666666,46.1096666667,31.7035,7.34,46.8385,4.67566666667,7.0105
457.06,5.7715,40.8505,40.885,46.1996666667,31.7153333333,7.38466666667,46.8936666666,4.72266666666,7.08183333334
457.41,5.81833333333,40.8385,40.9035,46.207,31.7235,7.395,46.8978333334,4.71933333333,7.09833333333
457.76,5.82416666666,40.8986666667,40.9398333334,46.219,31.6865,7.39866666667,46.882,4.71383333333,7.159
458.12,5.79,40.9706666667,41.0198333334,46.3176666666,31.679,7.41533333333,46.9596666667,4.6965,7.13883333334
458.47,5.78633333333,41.0201666666,41.0393333333,46.3258333333,31.6636666667,7.43533333333,46.9188333333,4.661,7.12816666667
458.82,5.78466666667,41.022,41.0625,46.3601666667,31.6651666667,7.44333333333,46.9128333334,4.65383333333,7.16933333333
459.18,5.77516666667,41.0633333334,41.1061666667,46.4175,31.671,7.44033333333,46.9426666667,4.657,7.1515
459.53,5.72483333333,41.0576666667,41.1085,46.4126666666,31.6351666667,7.38533333333,46.9681666667,4.62483333334,7.11316666667
459.88,5.71916666667,41.1138333334,41.1783333333,46.4565,31.6625,7.39833333333,47.0108333333,4.63016666666,7.12783333333
460.24,5.7175,41.1613333333,41.2283333333,46.5223333333,31.6795,7.39733333333,47.0478333333,4.62466666667,7.15116666666
460.59,5.72183333333,41.2408333333,41.2781666667,46.5568333333,31.6955,7.40933333333,47.0895,4.6495,7.16966666666
460.94,5.6685,41.2475,41.2615,46.555,31.6976666667,7.38533333333,47.1173333333,4.61083333333,7.11883333334
461.29,5.66766666667,41.309,41.3186666667,46.6436666667,31.746,7.391,47.2071666666,4.61966666667,7.13616666666
461.65,5.636,41.2466666667,41.2635,46.584,31.7161666667,7.36033333333,47.1636666667,4.60316666667,7.08466666667
462.00,5.63233333333,41.2751666666,41.2796666667,46.5983333333,31.7285,7.328,47.1651666666,4.6005,7.0805
462.35,5.63183333333,41.3166666667,41.3158333333,46.6683333333,31.75,7.32933333333,47.2461666666,4.62533333333,7.08316666667
462.71,5.64766666666,41.3973333334,41.3661666667,46.6878333333,31.8035,7.314,47.301,4.653,7.057
