wavelength,Back_ChlCalm,Belly_ChlCalm,Breast_ChlCalm,Crissum_ChlCalm,Crown_ChlCalm,DorTail_ChlCalm,Patch10_ChlCalm,Patch11_ChlCalm,Patch12_ChlCalm,Patch13_ChlCalm,Rump_ChlCalm,Throat_ChlCalm,WingTip_ChlCalm
387.75,2.4144,19.0102666666,19.2578,6.01633333334,2.5226,3.37270238095,5.18186666667,3.22746666667,1.02741666667,1.96433333333,3.18846666667,14.4194,5.3622
388.11,2.37353333333,18.984,19.2636666667,6.00680000001,2.4824,3.33209047619,5.20533333333,3.1922,0.952749999998,1.9295,3.14613333333,14.4068666667,5.297
388.47,2.40153333334,19.0688,19.3717333334,6.0554,2.49466666667,3.32161666667,5.28313333333,3.226,0.935083333332,1.90458333333,3.16546666667,14.5056666667,5.32206666667
388.83,2.3036,19.0535333333,19.3553333333,5.99540000001,2.39626666667,3.2416452381,5.21726666667,3.1454,0.857583333333,1.81433333333,3.06933333333,14.4646,5.24773333333
389.19,2.29613333333,19.1332666667,19.3922666667,5.976,2.3702,3.23056904762,5.2142,3.123,0.846750000001,1.77958333333,3.05906666667,14.4916666667,5.24226666667
389.55,2.223,19.1021333333,19.3891333333,5.93293333334,2.30526666667,3.16784523809,5.15026666667,3.0632,0.796749999999,1.71916666667,2.99826666667,14.4592,5.16073333333
389.91,2.2074,19.1672,19.4531333333,5.94746666667,2.29506666667,3.14750238095,5.1594,3.05146666667,0.779833333333,1.70591666667,3.01626666667,14.4683333333,5.16333333333
390.27,2.15206666666,19.2394,19.5185333333,5.92240000001,2.23886666667,3.10378571429,5.1406,3.00306666667,0.704166666668,1.66633333333,2.9778,14.4759333333,5.12373333333
390.63,2.13586666667,19.3529333334,19.6130666667,5.95033333333,2.2322,3.11608571429,5.1634,3.00253333333,0.701416666666,1.69841666667,2.9736,14.5424666667,5.1284
391.00,2.0634,19.3283333333,19.5995333333,5.90986666667,2.16333333333,3.0604952381,5.12506666667,2.93573333333,0.644499999999,1.669,2.897,14.4729333333,5.0778
391.36,2.12233333333,19.4194666667,19.7008666667,5.96200000001,2.22433333333,3.11232857143,5.16153333334,2.98693333333,0.720916666667,1.76533333333,2.9776,14.5524,5.12653333333
391.72,2.18953333333,19.5044666667,19.8182,6.00866666667,2.279,3.1554452381,5.17286666667,3.05373333334,0.799999999999,1.84183333333,3.02893333333,14.66,5.17706666666
392.08,2.24733333334,19.5969333333,19.9148666667,6.0528,2.32533333333,3.21515952381,5.16626666667,3.10273333333,0.866249999999,1.90525,3.07933333333,14.7029333333,5.2308
392.44,2.21406666667,19.5394666666,19.8694666667,6.00946666666,2.273,3.18750714286,5.07573333333,3.06206666666,0.881833333333,1.90433333334,3.06606666667,14.6332,5.17686666667
392.80,2.2616,19.6016666667,19.9312,6.03919999999,2.29446666667,3.21186666667,5.073,3.07553333334,0.933833333333,1.96075,3.13446666667,14.6898666666,5.21473333334
393.16,2.2904,19.6537333333,20.0298666667,6.09320000001,2.32426666666,3.21907857143,5.0618,3.09086666667,0.984416666668,2.00933333333,3.19713333333,14.771,5.25113333334
393.52,2.25553333333,19.6836,20.0570666667,6.07866666667,2.2778,3.17836190476,4.99813333333,3.0474,0.956,1.98633333333,3.16926666667,14.7665333333,5.20866666667
393.88,2.2742,19.7154,20.1202666667,6.07933333333,2.29766666667,3.18384761905,4.95246666667,3.065,1.00133333334,1.99825,3.17806666667,14.8350666667,5.23273333333
394.24,2.27326666667,19.6888666666,20.1397333334,6.07173333334,2.28786666667,3.16935238095,4.89533333333,3.0476,1.02275,1.9945,3.19213333333,14.8524,5.22666666667
394.60,2.30786666667,19.7081333333,20.2029333333,6.06186666667,2.314,3.18359285714,4.84006666667,3.059,1.06866666667,2.00883333334,3.22086666667,14.8907333333,5.26106666667
394.96,2.34106666667,19.7675333333,20.2557333333,6.07359999999,2.3342,3.19779285714,4.80006666667,3.075,1.11416666667,2.024,3.27,14.9609333333,5.29953333333
395.32,2.3042,19.7173333333,20.2676,6.03073333333,2.28073333333,3.15375,4.70906666667,3.001,1.06508333334,1.97258333333,3.22073333333,14.9666666667,5.27366666667
395.68,2.22686666667,19.7220666667,20.2263333333,5.97593333333,2.1928,3.09927380952,4.61733333333,2.92686666667,1.01441666666,1.92675,3.165,14.9688,5.23673333334
396.04,2.23133333333,19.7949333334,20.2766666667,5.96726666666,2.1942,3.0783452381,4.568,2.90453333333,1.04575,1.92375,3.1774,15.0510666667,5.26033333333
396.40,2.22426666666,19.8741333333,20.3280666667,5.96086666667,2.17386666667,3.05536190476,4.50593333333,2.89266666667,1.03916666667,1.90841666666,3.15973333333,15.1177333333,5.28693333333
396.76,2.26006666667,19.9236,20.4020666667,6.00379999999,2.192,3.0715,4.44886666667,2.92126666667,1.06833333333,1.91341666667,3.16946666667,15.1796666667,5.31406666667
397.12,2.25146666667,19.938,20.4027333333,5.99020000001,2.1538,3.04286190476,4.375,2.88,1.05058333333,1.88416666667,3.15666666667,15.1870666667,5.304
397.48,2.29866666667,19.9721333333,20.4498,5.99153333333,2.14473333333,3.03942857143,4.33573333333,2.89526666667,1.08858333333,1.91558333334,3.18253333333,15.2597333333,5.341
397.84,2.33646666667,20.0498,20.5212,6.0532,2.1426,3.06600476191,4.3364,2.92306666667,1.12366666667,1.97808333333,3.22286666667,15.3452666667,5.38746666667
398.20,2.33813333333,20.0586666667,20.5506,6.03506666667,2.13826666667,3.05749285714,4.27493333333,2.91633333333,1.12558333333,1.96583333333,3.19546666667,15.3535333333,5.39253333333
398.56,2.2326,20.0118666667,20.5128,5.96273333334,2.04233333333,2.95500714286,4.1518,2.81406666667,1.03333333333,1.87075,3.11313333333,15.2873333333,5.30393333333
398.92,2.20233333333,19.9959333333,20.5206,5.92793333333,2.01666666667,2.94091904762,4.10013333333,2.79813333333,1.0005,1.87875,3.10046666667,15.3294,5.2936
399.28,2.23526666667,20.0564,20.5762666667,5.95353333334,2.03133333333,2.96124285714,4.09186666667,2.83246666667,1.02816666667,1.91666666666,3.1332,15.3654,5.31746666667
399.64,2.24973333333,20.0406,20.6084,5.93593333333,2.03486666667,2.95082619048,4.05446666667,2.82933333333,1.04758333333,1.91991666667,3.15233333333,15.3508,5.332
400.00,2.27393333333,20.0233333333,20.6327333333,5.96333333333,2.04886666667,2.9708452381,4.06493333333,2.87846666667,1.06133333333,1.95325,3.18326666667,15.3593333333,5.35486666666
400.36,2.3222,20.0331333333,20.6768,5.98666666667,2.0986,3.0078,4.1026,2.90666666667,1.09333333333,1.99225,3.2366,15.4006,5.39813333333
400.72,2.31326666667,20.0785333333,20.7036666667,5.99266666667,2.09653333333,2.99866904762,4.10093333334,2.903,1.07933333333,2.00283333333,3.24806666667,15.4286666667,5.42446666667
401.08,2.30126666667,20.0412,20.6864,5.96246666667,2.0738,2.9853547619,4.0562,2.8982,1.07683333333,1.98941666667,3.1966,15.4026666667,5.4004
401.44,2.251,20.0537333333,20.7212666667,5.94253333333,2.049,2.96291190476,4.0296,2.8866,1.02975,1.954,3.1776,15.3929333333,5.37766666667
401.80,2.26346666666,20.0954,20.7648666667,5.94599999999,2.08866666667,2.99713571428,4.0274,2.9194,1.03133333333,1.96541666667,3.20233333333,15.4102666666,5.4052
402.16,2.27973333333,20.1318,20.7529333333,5.958,2.089,2.99911190476,4.0332,2.90553333333,1.03008333333,1.98725,3.2328,15.4664,5.3868
402.52,2.3766,20.193,20.8084666667,6.01906666667,2.1594,3.07820714286,4.1228,2.97993333333,1.11525,2.05975,3.31173333333,15.54,5.45846666667
402.88,2.4416,20.2709333333,20.8908666667,6.07313333333,2.21433333333,3.13304761905,4.18726666667,3.00966666667,1.17608333333,2.08641666666,3.3726,15.6016666666,5.51773333333
403.24,2.5124,20.3586666667,20.9292,6.12853333334,2.26293333333,3.20492857143,4.269,3.06453333333,1.23616666667,2.13725,3.42893333333,15.6588666667,5.58326666667
403.60,2.543,20.3930666667,20.9584,6.18306666667,2.29893333333,3.23263333333,4.32446666667,3.0804,1.2365,2.15208333333,3.47393333333,15.6954,5.6082
403.95,2.6078,20.5012666667,21.0392,6.24406666666,2.35313333333,3.29572857143,4.4056,3.1246,1.29,2.20341666667,3.5468,15.7794,5.68873333333
404.31,2.65,20.5813333334,21.1069333333,6.31553333333,2.40726666667,3.35189285714,4.46273333333,3.18713333333,1.34783333334,2.25533333333,3.59226666667,15.8406,5.72173333333
404.67,2.63713333333,20.5632666667,21.0906666667,6.28900000001,2.4014,3.34206428572,4.47706666667,3.18426666667,1.35575,2.24033333334,3.5798,15.8263333333,5.69533333333
405.03,2.629,20.5577333333,21.0924666667,6.30239999999,2.41946666667,3.34138333334,4.50366666667,3.18373333333,1.36158333334,2.23033333333,3.59266666667,15.8236,5.70186666667
405.39,2.6882,20.6169333333,21.0995333333,6.36726666667,2.4692,3.3861,4.56573333333,3.22786666667,1.41541666667,2.26308333333,3.6374,15.889,5.76133333333
405.75,2.71553333333,20.6236666667,21.0992,6.39493333333,2.49453333333,3.40115952381,4.63406666667,3.2418,1.4545,2.27383333333,3.65413333333,15.9113333333,5.78533333333
406.11,2.79433333334,20.727,21.2067333333,6.50080000001,2.5912,3.49148095238,4.7524,3.348,1.52316666667,2.34508333333,3.72913333334,15.9785333333,5.898
406.47,2.8806,20.8139333334,21.2737333334,6.62059999999,2.6952,3.58379285714,4.86746666667,3.44806666667,1.60766666667,2.42108333333,3.81686666667,16.0708,6.00566666667
406.83,2.90066666667,20.8168,21.2878,6.63653333333,2.71146666667,3.5902,4.91093333333,3.49273333333,1.60758333333,2.44358333333,3.82453333333,16.0778,6.014
407.19,2.84933333333,20.8247333333,21.3062,6.62700000001,2.70886666666,3.55275476191,4.90766666667,3.4716,1.56875,2.41666666666,3.8046,16.0736,5.995
407.55,2.8574,20.86,21.3355333333,6.64520000001,2.7238,3.5594547619,4.9638,3.48813333333,1.58608333333,2.41166666667,3.78293333333,16.0792666667,6.0012
407.90,2.85173333333,20.8650666667,21.3389333333,6.63739999999,2.75986666667,3.56240952381,4.99373333333,3.4804,1.5935,2.40408333333,3.76126666667,16.0779333333,5.98946666667
408.26,2.89373333333,20.9009333333,21.3421333333,6.66359999999,2.80866666667,3.59098095238,5.08266666667,3.50453333333,1.60533333333,2.41441666667,3.79853333333,16.1129333333,6.01173333333
408.62,2.96713333333,20.9694,21.4022666667,6.74453333333,2.89286666667,3.66301904762,5.20526666667,3.57126666666,1.64733333333,2.49008333333,3.84606666667,16.1933333333,6.0758
408.98,3.0194,21.0469333333,21.4319333333,6.78386666666,2.94406666667,3.71343809524,5.31913333334,3.6236,1.676,2.54225,3.90853333333,16.2378,6.1144
409.34,3.0438,21.0444,21.4256666667,6.78826666667,2.9724,3.74516428572,5.39113333333,3.62633333333,1.68508333334,2.55758333333,3.9094,16.2134,6.1078
409.70,3.04713333333,21.0757333334,21.4461333333,6.79926666667,2.98793333333,3.75682619048,5.45206666667,3.62546666667,1.66125,2.56791666666,3.92553333333,16.2208666666,6.10753333333
410.06,3.03053333333,21.0408,21.4122666667,6.76520000001,2.97986666667,3.72916904762,5.51153333333,3.6222,1.65408333333,2.54891666667,3.91386666667,16.1897333334,6.086
410.42,2.99566666667,21.0508666667,21.3769333333,6.7364,2.94086666667,3.69260714286,5.55973333334,3.59486666667,1.61108333333,2.52225,3.86266666667,16.1462,6.02946666667
410.77,3.00913333333,21.0811333333,21.3624,6.78186666667,2.9676,3.71588095238,5.67633333333,3.61326666667,1.64425,2.53908333333,3.88233333333,16.1661333333,6.05226666667
411.13,3.09866666667,21.1196666667,21.3676666667,6.8484,3.04266666667,3.7697452381,5.8276,3.6746,1.701,2.59883333333,3.94046666667,16.2055333333,6.10993333333
411.49,3.1202,21.1538,21.3534666667,6.88526666667,3.0778,3.79773809524,5.92993333333,3.71493333333,1.69391666666,2.63041666666,3.9678,16.2350666667,6.13526666667
411.85,3.08286666667,21.1142,21.2815333333,6.85780000001,3.03926666667,3.74763809524,6.00973333333,3.70353333333,1.65058333333,2.60041666667,3.9468,16.1876,6.08633333333
412.21,3.04013333333,21.1155333333,21.2676666667,6.838,2.99926666667,3.71655714286,6.09533333333,3.67753333333,1.614,2.57708333334,3.91626666667,16.1676,6.07493333333
412.57,3.0476,21.129,21.2666,6.84746666666,3.0204,3.73637380953,6.2138,3.694,1.60875,2.56416666666,3.92326666667,16.1648,6.0702
412.92,3.10113333333,21.1586666667,21.2915333333,6.89553333334,3.0666,3.78617142857,6.35773333333,3.741,1.62483333334,2.611,3.94966666667,16.2062,6.12113333333
413.28,3.15346666667,21.1968,21.3215333333,6.941,3.1466,3.84846904762,6.5238,3.8192,1.68283333333,2.68058333333,4.0104,16.2476,6.18333333333
413.64,3.14833333334,21.1618666667,21.2596,6.92373333333,3.13966666667,3.83266190476,6.62813333333,3.81186666667,1.66983333333,2.65616666667,3.96826666667,16.212,6.14393333333
414.00,3.1282,21.1794666667,21.2428666667,6.94599999999,3.1476,3.83631666667,6.7268,3.79146666667,1.65408333334,2.64591666667,3.94133333333,16.2112,6.12766666667
414.36,3.09893333333,21.142,21.2064,6.91426666667,3.14626666667,3.81377857143,6.80806666667,3.75593333333,1.60775,2.62625,3.92373333333,16.1758666667,6.1136
414.72,3.12973333333,21.1756,21.2351333333,6.939,3.17846666667,3.82296904762,6.92326666667,3.78513333333,1.62116666666,2.656,3.9358,16.172,6.13606666667
415.07,3.09953333333,21.1358666667,21.1839333333,6.93966666666,3.17233333333,3.81702857143,7.00026666666,3.78213333333,1.60975,2.64483333333,3.91406666667,16.1412666667,6.11893333333
415.43,3.10253333333,21.1124,21.1546,6.93113333333,3.1742,3.8066,7.07833333333,3.77586666667,1.63558333333,2.64808333333,3.9098,16.1099333333,6.11673333333
415.79,3.15166666667,21.1104666667,21.1272666667,6.96073333334,3.21586666667,3.86404047619,7.15806666667,3.81586666667,1.68008333334,2.70583333334,3.9406,16.114,6.16233333334
416.15,3.2002,21.1027333333,21.1041333333,6.98666666666,3.25833333333,3.90810238095,7.20606666667,3.8632,1.72108333333,2.75666666667,3.964,16.1030666667,6.201
416.51,3.193,21.0553333333,21.0536666667,6.95306666667,3.23533333333,3.88676428571,7.21186666667,3.8434,1.72225,2.77075,3.96706666667,16.0644,6.2036
416.86,3.1706,21.0322,21.0060666667,6.92973333333,3.21766666667,3.88248095238,7.1982,3.83946666667,1.72758333333,2.76591666666,3.95926666667,16.0417333333,6.193
417.22,3.15093333333,20.9967333333,20.9658,6.92059999999,3.1976,3.86259285714,7.17673333333,3.81613333333,1.71116666667,2.74758333334,3.95393333333,16.0049333333,6.1798
417.58,3.11266666667,20.9393333333,20.8917333333,6.87239999999,3.1482,3.83403333333,7.11026666667,3.77506666667,1.68475,2.72541666667,3.93366666667,15.9418666667,6.15566666667
417.94,3.11773333333,20.8626666667,20.8242666667,6.84613333333,3.1412,3.84036190476,7.05413333333,3.76406666667,1.69375,2.73316666667,3.94566666667,15.901,6.15426666667
418.29,3.1258,20.8159333333,20.7772666666,6.8376,3.13246666667,3.83915,6.98713333333,3.7646,1.71733333333,2.74566666667,3.94953333333,15.8866,6.15853333333
418.65,3.1066,20.7443333333,20.7003333333,6.79519999999,3.10693333333,3.83275238095,6.8834,3.73426666666,1.70566666667,2.73008333334,3.94246666667,15.8468666667,6.14313333333
419.01,3.09013333333,20.7312666667,20.6824,6.75079999999,3.08113333333,3.81560952381,6.7772,3.7012,1.6985,2.71525,3.93246666667,15.8336666667,6.147
419.37,3.05733333333,20.648,20.6105333333,6.6892,3.04573333333,3.78672380953,6.64253333333,3.66746666667,1.67541666667,2.69708333333,3.92446666667,15.7836,6.12373333333
419.73,3.01173333333,20.5814,20.5603333333,6.62999999999,2.9866,3.74310952381,6.49753333333,3.60846666667,1.63591666667,2.65266666667,3.89493333333,15.7222666667,6.0726
420.08,2.97566666667,20.4938,20.4948666667,6.57339999999,2.946,3.70931428571,6.35813333333,3.56473333333,1.62191666667,2.61825,3.87346666666,15.672,6.03453333333
420.44,2.9516,20.4518666667,20.4551333333,6.5494,2.90926666667,3.70048333333,6.22913333333,3.543,1.60566666666,2.589,3.85546666667,15.6464666667,6.02546666667
420.80,2.92093333333,20.3777333333,20.3920666667,6.49740000001,2.86953333333,3.66645238095,6.0988,3.50246666667,1.58683333333,2.5575,3.82266666667,15.5884,5.99293333333
421.16,2.899,20.3147333333,20.3236,6.44953333333,2.8266,3.64263095238,5.95486666667,3.46973333333,1.57333333333,2.54108333333,3.8042,15.5321333333,5.97346666667
421.51,2.92086666667,20.295,20.325,6.45320000001,2.8378,3.67112142857,5.8578,3.48233333333,1.60233333333,2.56908333334,3.83646666667,15.5466666667,6.01146666667
421.87,2.8924,20.2480666667,20.2678,6.41146666667,2.7874,3.63630714286,5.71273333333,3.44966666667,1.58183333333,2.53691666667,3.80346666667,15.4999333333,5.9874
422.23,2.86966666667,20.1901333333,20.2142666667,6.37693333333,2.74546666667,3.62558333333,5.58226666667,3.40906666667,1.57558333333,2.5165,3.79186666667,15.4618,5.9712
422.58,2.85353333333,20.1166,20.1440666667,6.34213333333,2.71453333333,3.60636190476,5.4498,3.38273333334,1.56316666667,2.49958333333,3.77973333333,15.4215333333,5.9566
422.94,2.82626666667,20.0194,20.0586,6.30773333333,2.67046666667,3.58526904762,5.31733333333,3.35346666667,1.53825,2.481,3.76013333333,15.3571333333,5.92
423.30,2.81346666667,19.9742,20.0042,6.30013333334,2.64833333333,3.58536190476,5.21986666667,3.33846666667,1.5405,2.47691666667,3.75233333333,15.3236,5.9168
423.66,2.81093333333,19.9138,19.9441333333,6.2888,2.63853333333,3.58114285714,5.13266666667,3.336,1.53875,2.47375,3.7488,15.2984666667,5.91846666667
424.01,2.8196,19.8964,19.9124666667,6.29693333334,2.6422,3.59422142857,5.067,3.34446666666,1.54283333333,2.49008333333,3.76493333334,15.2879333333,5.94106666667
424.37,2.81826666667,19.8394666667,19.841,6.2868,2.6402,3.58751666667,5.0072,3.339,1.5525,2.49641666667,3.7702,15.2400666666,5.93926666666
424.73,2.82393333333,19.8042,19.8064,6.286,2.6374,3.58945238095,4.94373333333,3.3296,1.55333333333,2.49566666667,3.7796,15.2142666667,5.95073333333
425.08,2.80226666667,19.7354,19.7454666667,6.26379999999,2.61066666666,3.57181666667,4.87933333333,3.30546666667,1.54366666667,2.47891666666,3.757,15.1752666667,5.93086666667
425.44,2.7758,19.6521333333,19.6477333333,6.24006666666,2.58146666667,3.54167619048,4.8128,3.27706666667,1.518,2.44708333333,3.7226,15.1128666667,5.8972
425.80,2.80473333333,19.6060666667,19.6093333333,6.25766666667,2.60853333333,3.56211904762,4.8048,3.29946666667,1.541,2.4795,3.74573333333,15.1093333333,5.9168
426.16,2.82266666667,19.5744,19.5732,6.25786666667,2.63253333334,3.56777380952,4.78973333333,3.33093333333,1.54533333333,2.5025,3.7552,15.0991333333,5.93253333333
426.51,2.82666666667,19.5538,19.5516,6.26506666667,2.64126666667,3.58061190476,4.7822,3.3412,1.55733333333,2.52341666667,3.75813333333,15.0814666667,5.93326666667
426.87,2.8274,19.5072,19.4874,6.25533333334,2.64006666667,3.57653095238,4.77306666667,3.33566666667,1.56491666667,2.51458333333,3.75853333333,15.0472666666,5.9428
427.23,2.8542,19.4644,19.443,6.26553333333,2.6522,3.58642142857,4.77753333333,3.35546666667,1.5795,2.52733333333,3.77073333333,15.0431333333,5.95386666667
427.58,2.8638,19.4338666667,19.394,6.27633333334,2.65626666667,3.59805714286,4.788,3.36193333333,1.59483333333,2.55008333333,3.77906666667,15.0284666667,5.98366666667
427.94,2.86266666667,19.3726,19.3180666667,6.25986666666,2.64626666667,3.58565238095,4.78253333333,3.345,1.59866666667,2.54475,3.76506666666,14.9876666667,5.9726
428.30,2.84253333334,19.3108,19.2430666667,6.23686666666,2.6366,3.55961904762,4.77586666667,3.3224,1.57641666667,2.53183333333,3.7426,14.9493333333,5.95206666667
428.65,2.8498,19.2530666667,19.1652,6.23286666667,2.6446,3.5722547619,4.81386666667,3.34426666667,1.58716666667,2.55016666667,3.74966666667,14.9144666667,5.94633333333
429.01,2.8442,19.2,19.0893333333,6.21733333333,2.65686666667,3.56024285714,4.831,3.34046666667,1.56791666667,2.54208333333,3.75193333333,14.8699333333,5.93833333333
429.37,2.8338,19.144,19.0264666667,6.19033333333,2.64586666667,3.5351,4.843,3.3286,1.5535,2.52758333333,3.737,14.8218666667,5.91473333333
429.72,2.80153333333,19.0868,18.9354666667,6.13893333333,2.61386666666,3.51165952381,4.86293333333,3.29113333334,1.51841666667,2.50141666666,3.71593333333,14.7613333333,5.89013333333
430.08,2.7778,19.0135333333,18.8333333333,6.11073333333,2.60466666667,3.49415476191,4.90673333333,3.2714,1.508,2.47908333333,3.69766666667,14.6837333333,5.85613333333
430.44,2.772,18.9559333333,18.7458666667,6.09279999999,2.59933333333,3.48306428571,4.9598,3.25653333333,1.48566666667,2.4685,3.6852,14.6192,5.85113333333
430.79,2.79606666666,18.9473333333,18.7109333333,6.11819999999,2.63906666666,3.51762380952,5.0782,3.294,1.5125,2.50375,3.70746666667,14.6012,5.87706666667
431.15,2.79066666667,18.8934,18.6388666667,6.10139999999,2.63833333333,3.51325714286,5.16006666667,3.2778,1.49475,2.49433333333,3.68413333333,14.5275333333,5.86093333333
431.50,2.79033333333,18.8503333333,18.583,6.10219999999,2.6562,3.50862142857,5.25686666667,3.28546666667,1.47716666667,2.47866666667,3.67493333333,14.4657333333,5.84806666667
431.86,2.766,18.7602666667,18.4814666667,6.08073333333,2.64893333333,3.49217857143,5.3584,3.27246666667,1.43991666667,2.46725,3.64873333333,14.3717333333,5.8114
432.22,2.7762,18.7041333333,18.4080666667,6.08086666667,2.66186666667,3.50195,5.4788,3.27453333333,1.43733333333,2.47308333333,3.63966666667,14.3109333333,5.8182
432.57,2.7626,18.6682666667,18.346,6.07033333333,2.66006666667,3.48427142857,5.5916,3.2554,1.40741666667,2.463,3.60793333333,14.2590666667,5.80626666667
432.93,2.7744,18.6471333333,18.2915333333,6.08173333333,2.68633333333,3.49791904762,5.74406666666,3.26953333333,1.413,2.47791666667,3.60606666667,14.2346666667,5.8054
433.29,2.7746,18.6298666667,18.2272,6.08460000001,2.7054,3.50372857143,5.9128,3.27386666667,1.39541666667,2.48891666666,3.6024,14.1836666667,5.8108
433.64,2.7584,18.5940666667,18.1696666667,6.08540000001,2.71506666667,3.49182380952,6.07946666667,3.2802,1.37108333333,2.47925,3.57666666666,14.1098,5.80326666667
434.00,2.744,18.5528,18.0946666667,6.07973333333,2.7282,3.48137619047,6.24986666667,3.28813333333,1.33466666667,2.46958333334,3.5514,14.0524666667,5.7928
434.35,2.73126666667,18.5207333333,18.0189333333,6.0794,2.74606666667,3.4667952381,6.46626666667,3.29426666667,1.30241666667,2.4625,3.53393333333,13.9956666667,5.7776
434.71,2.71346666666,18.479,17.9296666667,6.05926666667,2.7598,3.43826190476,6.67166666667,3.30013333333,1.25858333333,2.45383333333,3.5,13.9149333333,5.7512
435.07,2.69933333333,18.4414666667,17.8483333334,6.05313333334,2.79126666667,3.42890952381,6.9338,3.32286666667,1.23316666667,2.46375,3.48166666667,13.8386,5.7428
435.42,2.68306666667,18.3816,17.7448,6.03673333333,2.823,3.412,7.21433333333,3.32726666667,1.21508333333,2.46933333333,3.45006666667,13.7501333333,5.71806666667
435.78,2.6858,18.3676,17.672,6.05193333334,2.87966666667,3.40354285714,7.543,3.35513333333,1.18583333333,2.48466666667,3.428,13.6978,5.7164
436.13,2.71786666667,18.3586666667,17.6003333333,6.08433333333,2.96786666667,3.42550952381,7.94253333333,3.42046666667,1.18141666667,2.51958333333,3.43573333333,13.6462,5.7204
436.49,2.74446666667,18.3274666667,17.5228666667,6.12893333333,3.0726,3.44422857143,8.35453333334,3.49646666667,1.18516666667,2.56625,3.44526666667,13.6005333333,5.72673333333
436.84,2.78393333333,18.3225333333,17.4400666666,6.19606666667,3.18653333333,3.46345952381,8.8192,3.57946666667,1.18233333333,2.63108333333,3.45606666667,13.5452,5.76613333333
437.20,2.84513333333,18.3246,17.3934666667,6.27993333333,3.3348,3.52091904762,9.31086666667,3.6954,1.22125,2.73191666667,3.491,13.5274,5.80793333333
437.56,2.8964,18.3107333333,17.3146666667,6.35420000001,3.4838,3.5545,9.80419999999,3.79593333333,1.2415,2.81166666667,3.51773333333,13.4934,5.8346
437.91,2.973,18.3126666667,17.2674,6.44973333333,3.64026666667,3.61089761905,10.3286666667,3.91533333333,1.27483333333,2.93016666666,3.57326666667,13.4585333333,5.8864
438.27,3.073,18.3328,17.2414,6.57559999999,3.82846666667,3.69366428571,10.8549333333,4.07053333333,1.34216666667,3.06425,3.638,13.4448,5.95406666667
438.62,3.14,18.3302666667,17.1976,6.67266666667,3.99306666667,3.7378952381,11.3613333333,4.17946666667,1.37358333333,3.16266666667,3.67533333334,13.43,5.98293333334
438.98,3.22073333333,18.3436,17.1600666667,6.76953333334,4.17226666667,3.79452142857,11.872,4.30566666667,1.41408333333,3.27458333333,3.72626666667,13.4338,6.02973333333
439.33,3.2914,18.3522,17.1182,6.86766666667,4.3372,3.85366190476,12.3481333333,4.43306666667,1.43866666667,3.37775,3.76826666667,13.4263333333,6.074
439.69,3.348,18.3502,17.0854666666,6.93820000001,4.4888,3.90367857143,12.8177333333,4.54573333333,1.45775,3.47283333333,3.8024,13.3989333333,6.1
440.04,3.38713333333,18.3298,17.037,7.00006666666,4.61646666667,3.9337547619,13.2266,4.64526666667,1.46425,3.56791666667,3.8244,13.3671333333,6.11513333334
440.40,3.43313333333,18.3207333333,16.9968,7.06193333334,4.7428,3.96563095238,13.6264666667,4.73473333333,1.4745,3.65566666667,3.84946666667,13.3276666667,6.142
440.75,3.46713333333,18.2920666667,16.9523333333,7.09506666667,4.86586666667,3.98547380953,14.0048,4.81413333333,1.47016666667,3.72608333333,3.86253333333,13.2706,6.1348
441.11,3.49546666667,18.2596,16.8926,7.13846666667,4.9768,3.99397142857,14.3689333333,4.88853333333,1.45658333334,3.78575,3.8702,13.2158,6.139
441.47,3.53393333333,18.2446,16.8478666667,7.17486666666,5.09986666667,4.01548095238,14.7504666667,4.96946666667,1.44866666667,3.867,3.8776,13.1849333333,6.156
441.82,3.5766,18.2279333333,16.8087333333,7.22953333334,5.23426666667,4.04417142857,15.1334666667,5.0588,1.46425,3.949,3.89266666667,13.1566666667,6.1754
442.18,3.57173333333,18.1588666667,16.7112666667,7.22713333334,5.32453333333,4.02364047619,15.4834,5.0946,1.42333333333,3.98941666667,3.8612,13.0859333333,6.1502
442.53,3.60946666667,18.0884,16.6141333333,7.25186666667,5.4352,4.03912857143,15.8111333334,5.15373333333,1.41408333333,4.06233333334,3.85666666667,13.0124666667,6.1576
442.89,3.61546666667,18.0218,16.525,7.27693333334,5.54313333334,4.03390952381,16.1374666667,5.20113333333,1.38191666667,4.127,3.84693333334,12.9323333333,6.1452
443.24,3.62193333333,17.9283333333,16.413,7.27440000001,5.63213333333,4.0135952381,16.4543333333,5.23706666667,1.35,4.17983333333,3.83553333334,12.8413333333,6.12846666667
443.60,3.664,17.8656666667,16.3261333333,7.31606666667,5.7544,4.03078809524,16.7887333333,5.31373333333,1.37366666667,4.27275,3.86426666667,12.7894666667,6.16126666667
443.95,3.68393333333,17.7933333333,16.2224666667,7.33133333333,5.8594,4.01825476191,17.1144,5.35766666666,1.36475,4.33533333333,3.85546666667,12.7054666667,6.16453333333
444.31,3.71413333334,17.7128,16.1071333333,7.34673333334,5.95226666667,4.02021666667,17.3712666667,5.40166666667,1.36741666667,4.4065,3.86046666667,12.6413333333,6.17826666667
444.66,3.74513333333,17.6452666667,16.0264666667,7.37026666667,6.0396,4.0442047619,17.6210666667,5.45253333333,1.39191666667,4.4915,3.8818,12.5992666667,6.2064
