wavelength,Back_SicLuaf,Belly_SicLuaf,Breast_SicLuaf,Crissum_SicLuaf,Crown_SicLuaf,DorTail_SicLuaf,Patch10_SicLuaf,Rump_SicLuaf,Throat_SicLuaf,WingTip_SicLuaf
360.57,7.36966666667,18.1129,15.257,15.9221619048,6.218,7.25993333333,9.947,10.2221733333,13.4686,7.4757
360.93,7.344,18.1345666667,15.2245333333,15.9350714286,6.1463,7.23266666667,9.89379999999,10.1911533333,13.4338,7.42403333333
361.29,7.383,18.1456,15.2678666667,15.9974809524,6.1573,7.23313333333,9.83643333335,10.2296333333,13.4343333333,7.44236666667
361.66,7.347,18.1328,15.2348666667,15.9721,6.07393333333,7.13293333333,9.76696666666,10.1608266667,13.3668666666,7.36383333333
362.02,7.24146666667,17.9568666667,15.0957,15.8687666667,5.97693333333,7.00033333334,9.65756666667,10.0548133334,13.2252,7.26516666667
362.39,7.22093333333,17.8907333333,15.0548333333,15.8461095238,5.92686666667,6.91926666667,9.59616666667,9.99829333332,13.1310666667,7.22973333333
362.75,7.26933333333,17.9075,15.0951333333,15.8964857143,5.97226666667,6.94173333333,9.62766666667,10.04952,13.1624,7.2495
363.11,7.55566666667,18.0807,15.3989,16.1768761905,6.22146666667,7.20333333333,9.91256666668,10.3230466667,13.3821333333,7.46856666667
363.48,7.58606666667,18.0838,15.388,16.1490333333,6.26383333333,7.18826666667,9.93326666666,10.3139,13.4507333333,7.47403333333
363.84,7.63026666667,18.1293666667,15.4565666667,16.1992238095,6.32583333333,7.18426666666,9.9537,10.3568866667,13.5383333333,7.4911
364.20,7.64266666667,18.1849,15.5379666667,16.2546714286,6.35703333333,7.18706666667,9.93076666667,10.3706866667,13.5563333333,7.5084
364.57,7.6724,18.1330666667,15.5636333333,16.2927952381,6.4181,7.19433333333,9.9516,10.3719333333,13.6070666667,7.52823333333
364.93,7.6648,18.1227666667,15.5671333333,16.3101619048,6.43703333333,7.1456,9.9363,10.39378,13.6106,7.54626666667
365.29,7.65353333333,18.0887666666,15.5436333333,16.2739952381,6.44473333333,7.10233333333,9.99716666666,10.3774133333,13.6292,7.53666666667
365.66,7.83873333333,18.2094,15.7771,16.4375476191,6.65253333333,7.237,10.1797,10.5745866667,13.8249333333,7.72333333333
366.02,7.97526666667,18.3080666667,16.0118,16.5894857143,6.7863,7.44073333333,10.3808333333,10.7171466666,14.0414,7.9121
366.38,8.06273333333,18.3115,16.1231,16.6657714286,6.88023333333,7.49093333333,10.4878,10.8207066667,14.2224666667,8.00796666667
366.75,7.976,18.1614666667,16.0030666667,16.6110809524,6.7997,7.36946666667,10.4147333333,10.7052133333,14.1805333333,7.8932
367.11,7.7526,17.9413666667,15.7785,16.4436142857,6.59936666666,7.11313333333,10.2030666667,10.4788533333,14.0214,7.7148
367.47,7.7322,17.8749666667,15.7782666667,16.3731190476,6.60786666667,7.12186666667,10.2211,10.4452733333,13.9401333333,7.70066666667
367.84,7.69846666667,17.7801666667,15.7686666667,16.3610857143,6.56096666667,7.12933333333,10.2136666667,10.4288533334,13.9164666667,7.64423333333
368.20,7.6728,17.6191,15.6211666667,16.2609523809,6.48533333334,7.0942,10.1867333333,10.3818466667,13.8872666667,7.60573333333
368.56,7.67893333333,17.5560333333,15.6222,16.2525142857,6.48353333333,7.11393333333,10.2448,10.3489733333,13.9196666667,7.57803333333
368.93,7.77513333333,17.5532,15.7864666667,16.3303809524,6.59333333333,7.20593333333,10.4034666667,10.44012,14.0183333333,7.65503333333
369.29,7.66466666667,17.3828666667,15.6392666667,16.1864333333,6.44903333333,7.10173333334,10.3033333333,10.2851066667,13.8626,7.53033333333
369.65,7.5374,17.2861,15.4554333333,16.1425380952,6.31963333333,6.98946666667,10.1573666667,10.09576,13.7212,7.38643333333
370.01,7.3382,17.1021666667,15.2085666667,15.9478285715,6.1557,6.74953333333,9.92386666667,9.89781999999,13.5047333333,7.1761
370.38,7.22726666667,17.0146666667,15.1904,15.8894380952,6.0723,6.748,9.88893333334,9.81962000001,13.3714,7.07476666667
370.74,7.28666666666,17.0244666667,15.3100333333,15.8746285714,6.10946666667,6.85286666667,9.92303333332,9.86533999999,13.3534,7.13373333333
371.10,7.3306,17.0076666667,15.3465,15.8385285714,6.12676666666,6.94226666667,9.98456666667,9.88391333333,13.3428666667,7.15536666667
371.46,7.26973333333,16.8901666667,15.2584333333,15.8105333333,6.02383333333,6.83693333333,9.8699,9.80429999999,13.3049333333,7.06863333333
371.83,7.26333333333,16.8706666667,15.1750333333,15.7491238095,5.9936,6.82806666667,9.84969999999,9.77194666666,13.2744666667,7.02476666667
372.19,7.30313333333,16.9035333333,15.2411666667,15.7911190476,6.0559,6.8528,9.90883333334,9.79574000001,13.2990666667,6.97873333333
372.55,7.28546666667,16.8341333333,15.2052,15.7131380952,6.00353333333,6.76226666667,9.78729999999,9.75035333334,13.2028666667,6.9171
372.92,7.21,16.6898333333,15.0552666667,15.5486285714,5.89266666667,6.66973333333,9.64136666667,9.57474,13.0952666667,6.82466666667
373.28,7.26486666667,16.6840666667,15.1741,15.6589047619,5.9653,6.77106666667,9.69873333333,9.64095333333,13.1671333333,6.9553
373.64,7.25946666667,16.4835333333,15.1641,15.5198428571,5.90923333333,6.76673333333,9.71789999999,9.63249333333,13.1396,6.94616666667
374.00,7.42586666667,16.5194,15.3279666667,15.6620047619,6.0227,6.87473333333,9.88116666666,9.72478666667,13.2720666667,7.07953333333
374.37,7.4192,16.3902333333,15.226,15.5615190476,5.9653,6.81666666666,9.83193333334,9.64420666667,13.227,7.02343333333
374.73,7.4012,16.2964666666,15.1457,15.5678380952,5.93566666667,6.79886666667,9.78939999999,9.6317,13.2012,7.0058
375.09,7.44133333333,16.2212666667,15.1616666667,15.5467285714,5.9547,6.77993333333,9.81073333334,9.60292000001,13.1846666667,6.9975
375.45,7.57306666667,16.3067,15.2841666667,15.6507190476,6.09596666667,6.94873333333,10.0094666667,9.73596666667,13.3178666667,7.1441
375.81,7.5854,16.2647333333,15.3037333333,15.6593857143,6.13683333333,6.9538,10.0505333333,9.73336,13.3037333333,7.20516666667
376.18,7.50886666666,16.1319,15.2578,15.6017761904,6.07543333333,6.92146666667,10.0039666667,9.65864,13.2462666667,7.23276666667
376.54,7.49553333333,16.0338,15.2213666667,15.5981571429,6.0353,6.95026666667,10.0624,9.62033999998,13.2597333333,7.22876666667
376.90,7.45073333333,15.8465333333,15.1396666667,15.5355952381,5.96843333333,6.91506666667,10.0491666667,9.58598,13.1869333333,7.13173333333
377.26,7.3496,15.6695333333,15.0305666667,15.3646952381,5.84433333334,6.76733333333,9.94056666666,9.48487999999,13.0435333333,6.9451
377.63,7.42686666667,15.7307333333,15.0576666667,15.420947619,5.91406666667,6.87326666667,10.0165333333,9.55410666665,13.0826,7.00683333333
377.99,7.37153333333,15.5795666667,15.0039,15.3274904762,5.88396666667,6.91233333333,9.98763333334,9.51350666667,13.0545333333,6.98446666667
378.35,7.35686666667,15.4934333333,14.9553666667,15.2902095238,5.85813333333,6.87713333333,9.977,9.44247333333,13.0326666667,6.9995
378.71,7.3502,15.4450666667,14.9059,15.2214238095,5.84626666666,6.8658,10.0196,9.40178666666,13.0365333333,6.9718
379.07,7.30786666667,15.3091333333,14.8620666667,15.1777,5.812,6.84626666667,10.0088,9.38833999999,13.0278666667,6.9651
379.44,7.26033333334,15.0990666667,14.7467,15.0556333333,5.70413333333,6.75533333333,9.91823333332,9.28823999999,12.9488666667,6.9192
379.80,7.32473333333,15.0339666667,14.8042,15.0252428571,5.75136666667,6.80446666667,9.99686666667,9.32703999999,13.0074666666,6.9785
380.16,7.54626666667,15.1458,14.9871666667,15.1664095238,5.93623333333,6.97126666667,10.2195666667,9.47414666666,13.1614,7.14283333333
380.52,7.66166666667,15.1772666667,15.0549,15.2009380952,6.01423333333,7.04486666667,10.3072333333,9.54395999999,13.1834666667,7.26316666667
380.88,7.74853333333,15.2525,15.1718,15.276747619,6.12586666667,7.1726,10.4077,9.62508,13.2829333333,7.39843333333
381.24,7.80026666667,15.1897666667,15.1197666667,15.2285333333,6.16633333333,7.23126666667,10.4603333333,9.60527333333,13.2958,7.4391
381.61,7.76786666667,15.0641,15.0806333333,15.1672142857,6.1614,7.1694,10.4161333333,9.54690666667,13.2222666667,7.3839
381.97,7.86593333333,15.1101666667,15.1225333333,15.2205,6.2297,7.24866666667,10.5008333333,9.61524666667,13.2608666667,7.44176666667
382.33,7.92833333333,15.1320333334,15.1769666667,15.2626619048,6.31376666667,7.32413333333,10.5646666667,9.695,13.308,7.50353333333
382.69,7.93933333333,15.0604333333,15.2431333333,15.3165904762,6.36313333333,7.34186666667,10.6107,9.72161333333,13.3487333333,7.5274
383.05,8.01566666667,15.0857,15.3101666667,15.3718380952,6.45163333334,7.4482,10.7025666667,9.79489333332,13.4079333333,7.61603333333
383.41,8.02366666667,15.0711666667,15.3365,15.3612095238,6.4894,7.4414,10.7473,9.80605333333,13.428,7.64563333333
383.77,7.9738,14.9565,15.2751,15.3229428572,6.4346,7.3868,10.6555,9.74222666666,13.3681333333,7.58876666667
384.14,7.77793333333,14.7237,15.0775666667,15.121647619,6.23483333333,7.19113333333,10.4663,9.54178666666,13.2126,7.36483333333
384.50,7.7378,14.5985666667,15.0148,15.0367571429,6.2257,7.14966666667,10.4297333333,9.51762666667,13.1702666667,7.294
384.86,7.72986666667,14.5061,14.939,14.9606285714,6.1869,7.1118,10.3821666667,9.44666666666,13.1157333334,7.2399
385.22,7.76366666667,14.5446666667,15.0377,15.0352095238,6.23193333333,7.15686666667,10.4106666667,9.51625333333,13.1636666667,7.28703333333
385.58,7.81833333333,14.5220333333,15.0903333333,15.0652857143,6.26643333333,7.19933333333,10.4622,9.55559333331,13.2351333333,7.36123333333
385.94,7.72886666667,14.4037333333,15.0282,14.9405190476,6.1885,7.06066666667,10.3510666667,9.46609999998,13.1486666667,7.27363333333
386.30,7.70253333333,14.3279666667,15.0271,14.8887380952,6.1356,7.016,10.3116333333,9.43574666666,13.155,7.23346666667
386.66,7.74253333333,14.2636666667,15.0083,14.8205761905,6.11323333333,7.02426666667,10.2839666667,9.42552000001,13.1338666667,7.25486666667
387.03,7.77813333333,14.2601333333,14.9955,14.8254190476,6.1201,7.04113333333,10.3011666667,9.42374666667,13.135,7.2563
387.39,7.76113333333,14.2085,14.9857333333,14.8091333333,6.1231,7.08553333333,10.2930666667,9.39984000001,13.1030666667,7.2537
387.75,7.7782,14.2697333333,15.0463666667,14.8666857143,6.17886666667,7.17106666667,10.3845,9.46413333333,13.1710666667,7.30133333333
388.11,7.76886666667,14.2195666667,15.0253333333,14.8506952381,6.1581,7.203,10.3739333333,9.46992000001,13.1452666667,7.33226666667
388.47,7.76866666667,14.2290666667,15.0293666667,14.8904476191,6.16323333333,7.25,10.3661666667,9.44667333334,13.1852,7.378
388.83,7.778,14.2184666667,15.0379666667,14.9376047619,6.16476666667,7.26773333333,10.3829,9.46369333332,13.2212,7.41673333333
389.19,7.8386,14.2224,15.0817666667,14.9595571429,6.19596666667,7.32573333333,10.4288333333,9.49745333333,13.2897333333,7.4807
389.55,7.875,14.2221333333,15.0813,14.9753523809,6.18973333333,7.337,10.4769666667,9.49050666665,13.311,7.4883
389.91,7.98886666667,14.2545,15.1526666667,15.0868190476,6.2779,7.4596,10.6170666667,9.56791333334,13.4012666667,7.61103333333
390.27,8.04153333333,14.2122666667,15.1519333333,15.0858095238,6.3401,7.50933333333,10.6515,9.57223999999,13.3772666667,7.678
390.63,8.036,14.1969666667,15.1259666667,15.1071809524,6.35703333333,7.556,10.6856333333,9.57068666665,13.3888666667,7.71293333333
391.00,8.00706666667,14.1306666667,15.0960333333,15.0306714286,6.34676666667,7.548,10.6645,9.52313333331,13.3468666667,7.7339
391.36,8.04813333333,14.062,15.0861333333,14.994252381,6.34833333333,7.51913333333,10.6689,9.53832666666,13.3602,7.69603333333
391.72,8.114,13.9735666667,15.0374666667,14.9529428571,6.34203333333,7.50406666667,10.6842,9.52210000001,13.3197333333,7.69726666667
392.08,8.20213333333,13.9355,15.0463,14.9643238095,6.41273333333,7.5474,10.7415,9.56216,13.3386666667,7.74613333333
392.44,8.25913333333,13.8660666667,15.0769,14.9376428571,6.4491,7.59086666667,10.8025,9.58542000001,13.3526666667,7.7895
392.80,8.2714,13.7488333333,15.0549,14.8502285714,6.44543333333,7.59853333333,10.7963,9.57742666668,13.3189333333,7.78703333333
393.16,8.23593333333,13.6535666667,14.9870666667,14.8071047619,6.44716666666,7.5748,10.8143,9.53518666667,13.3019333334,7.76286666667
393.52,8.2214,13.5286666667,14.9422333333,14.7040047619,6.45126666667,7.60173333333,10.7775,9.51628666667,13.2515333334,7.75646666667
393.88,8.28233333333,13.4667,14.9593666667,14.6797,6.4969,7.6762,10.8326666667,9.56578666666,13.2772,7.79666666667
394.24,8.2414,13.3314666667,14.9231666667,14.6129095238,6.4612,7.66806666667,10.7946333333,9.53241333334,13.2272,7.7437
394.60,8.21106666667,13.1610333333,14.8254,14.4756857143,6.41583333333,7.59,10.7219,9.47028666668,13.1381333333,7.6708
394.96,8.22013333333,13.0302,14.7814666667,14.4285095238,6.39793333333,7.5726,10.6999333333,9.43071999999,13.1221333334,7.65746666667
395.32,8.22293333333,12.9363,14.7198,14.3772904762,6.3717,7.59093333333,10.6909,9.38852666667,13.0546666667,7.6748
395.68,8.13053333333,12.7579666667,14.6142333333,14.2484476191,6.27956666667,7.5222,10.5913666667,9.29314666666,12.9862,7.60373333333
396.04,8.1048,12.6759666667,14.6242333333,14.1645619048,6.2764,7.51846666667,10.5770333333,9.27486,12.9628666667,7.60946666667
396.40,8.07553333333,12.5498666667,14.5468,14.0800095238,6.24803333333,7.4918,10.5365,9.23516666667,12.8966,7.57136666667
396.76,8.07926666667,12.5301333333,14.5317666667,14.0536571428,6.2776,7.5332,10.566,9.22907333333,12.8916666667,7.57356666667
397.12,8.11586666667,12.4258,14.4999333333,13.9921428571,6.28306666667,7.5738,10.5523,9.22216,12.8188,7.61753333333
397.48,8.10653333333,12.3170666667,14.4355666667,13.9353047619,6.2628,7.5576,10.5633,9.2068,12.7854666667,7.6344
397.84,7.98533333334,12.1260333333,14.2813333333,13.7643619048,6.15213333334,7.41406666667,10.4182666667,9.04721333334,12.6266666667,7.5071
398.20,7.95306666667,11.9891666667,14.1623,13.6809095238,6.1132,7.39033333333,10.3731333333,8.95796666667,12.5583333333,7.4983
398.56,7.9884,11.9791,14.1858333333,13.6625285714,6.14636666667,7.45286666667,10.4295,8.95571333333,12.5677333333,7.54206666667
398.92,7.9412,11.8572333333,14.0769,13.5211571429,6.082,7.40393333333,10.3774,8.88682,12.4666666667,7.4764
399.28,7.9176,11.7552666667,14.0459666667,13.4366333333,6.06236666667,7.3688,10.3712,8.85784000001,12.4422666666,7.47323333333
399.64,7.9332,11.6312666667,14.0342333333,13.3557857143,6.0956,7.38213333333,10.3838666667,8.84150666666,12.4058666667,7.49263333333
400.00,7.94513333334,11.5525,13.9860666667,13.3258047619,6.1053,7.3978,10.3784,8.82463333333,12.4054,7.49843333333
400.36,7.92453333333,11.4785,13.9256333333,13.2556523809,6.06056666667,7.3608,10.3713333333,8.78817333333,12.3647333333,7.5052
400.72,7.96126666667,11.358,13.9129666667,13.2096428571,6.0604,7.3778,10.4194,8.78540666667,12.3581333333,7.54526666667
401.08,7.93046666667,11.2557333333,13.8156333333,13.1087952381,6.0116,7.32906666667,10.3824666667,8.73977333333,12.3057333333,7.52896666667
401.44,7.9448,11.2183,13.8165,13.0702857143,6.0171,7.34986666667,10.3554666667,8.69119999999,12.2802666667,7.52306666667
401.80,7.967,11.15,13.7852333333,13.0362476191,6.00516666667,7.3986,10.3844,8.69384000001,12.2566,7.55983333333
402.16,8.05373333333,11.2046666667,13.8703666667,13.0363380952,6.06783333333,7.49333333333,10.4867333333,8.77450000001,12.2971333333,7.62746666667
402.52,8.05033333333,11.1133666667,13.8559,12.9858142857,6.06646666666,7.498,10.4820666667,8.76272000001,12.2498,7.63256666667
402.88,8.08453333334,11.0766666667,13.8624,12.972147619,6.07286666667,7.51846666667,10.492,8.77921333333,12.2512,7.661
403.24,8.11953333333,11.0716333333,13.8504,12.9624238095,6.10443333333,7.56466666667,10.5081666667,8.76688666666,12.2272666667,7.69443333333
403.60,8.14773333333,11.0802666667,13.8243333333,12.9812333333,6.10713333334,7.60313333333,10.4999666667,8.74266666667,12.2166,7.72733333333
403.95,8.1798,11.0643333333,13.8293333333,12.9829619047,6.11086666667,7.65073333333,10.5502,8.7476,12.2124666667,7.75556666667
404.31,8.19006666667,11.0072333333,13.8425666667,12.9483809524,6.12636666667,7.66506666667,10.5413333333,8.75011333333,12.1975333333,7.76213333333
404.67,8.19853333333,10.9962,13.8172666667,12.9324714286,6.14513333333,7.6598,10.5439666667,8.76431333334,12.1779333333,7.79283333333
405.03,8.22006666667,10.9544333333,13.8480333333,12.9221571428,6.16933333333,7.66753333333,10.5737666667,8.74778,12.1872,7.79226666667
405.39,8.20966666667,10.8769333333,13.8084666667,12.8590285714,6.15076666667,7.6146,10.5800333333,8.71306666667,12.1424,7.77876666667
405.75,8.20906666667,10.8279,13.7971,12.8157809524,6.13633333333,7.55893333333,10.5489,8.66178666667,12.1252,7.74623333333
406.11,8.18386666667,10.7346666667,13.7277333333,12.7718714286,6.10156666667,7.4778,10.482,8.59842000001,12.082,7.73143333333
406.47,8.1952,10.7062333333,13.7108666667,12.7634095238,6.12063333333,7.45613333333,10.4701666667,8.59057333333,12.1005333333,7.7476
406.83,8.19786666667,10.6880333333,13.7129666667,12.7665476191,6.12903333333,7.46026666667,10.4976,8.58747333334,12.1032,7.7719
407.19,8.23313333333,10.6791666667,13.7516666667,12.804947619,6.17613333333,7.51026666667,10.5530333333,8.63470666667,12.1320666667,7.81893333333
407.55,8.22153333333,10.6289,13.7236666667,12.7833142857,6.1495,7.47746666667,10.5670666667,8.63986666666,12.1048,7.8048
407.90,8.20586666667,10.578,13.693,12.7555571429,6.14126666667,7.44326666667,10.5439666667,8.61776666666,12.0757333333,7.8097
408.26,8.21173333333,10.5402666667,13.6799666667,12.7691857143,6.14116666667,7.4514,10.5742666667,8.60679999999,12.1012666667,7.81363333333
408.62,8.2002,10.5217,13.6682666667,12.7531761905,6.12966666667,7.4528,10.5617,8.57359333334,12.0735333333,7.7775
408.98,8.18973333333,10.4758666667,13.637,12.7134476191,6.10273333333,7.44526666667,10.5334666667,8.56408666667,12.0327333333,7.7633
409.34,8.2046,10.4977333333,13.6502333333,12.7501952381,6.114,7.4936,10.5446333333,8.58693333334,12.0744,7.7744
409.70,8.20673333333,10.5013,13.6562333333,12.7769714286,6.14703333333,7.54246666667,10.5718666667,8.62092666667,12.1026,7.82
410.06,8.18406666667,10.4887333333,13.6456333333,12.7578047619,6.13793333333,7.5496,10.5880333333,8.63268666666,12.1076666667,7.8236
410.42,8.1928,10.4777,13.6358,12.7385904762,6.116,7.54613333333,10.6214,8.62836666666,12.091,7.82236666667
410.77,8.25453333333,10.4983,13.6902666667,12.7975095238,6.17436666667,7.59533333333,10.6759,8.68936666666,12.144,7.87583333333
411.13,8.2284,10.4644333333,13.6916333333,12.7771904762,6.14693333333,7.56586666667,10.6566,8.66538666667,12.146,7.8535
411.49,8.27493333333,10.4859666667,13.7512,12.7759333333,6.201,7.5936,10.7071666667,8.70872666667,12.1962666667,7.90363333333
411.85,8.29093333333,10.4776666667,13.7461666667,12.7533,6.17993333333,7.58,10.7167666667,8.68544,12.1882666667,7.89926666667
412.21,8.34533333334,10.5081666667,13.7829666667,12.7604666667,6.20203333333,7.61686666667,10.7682333333,8.71344666667,12.179,7.92383333333
412.57,8.29893333334,10.4379,13.7632333333,12.6848523809,6.14366666667,7.56466666667,10.7243666667,8.64862666667,12.1396,7.88423333333
412.92,8.30306666666,10.4352666667,13.7578,12.667852381,6.16503333333,7.5562,10.7398333333,8.64473333333,12.1565333333,7.90013333333
413.28,8.24086666667,10.3489666667,13.6926,12.5876904762,6.10446666667,7.4942,10.6854666667,8.59026000001,12.0795333333,7.85113333333
413.64,8.22606666667,10.297,13.6296333333,12.5091190476,6.06596666667,7.45913333333,10.6503333333,8.54553333333,12.0471333333,7.83466666667
414.00,8.34426666667,10.3441666667,13.7218333333,12.5751142857,6.16256666667,7.5674,10.7550333333,8.60415333333,12.1107333333,7.91673333333
414.36,8.34106666666,10.2831666667,13.6973,12.5458761905,6.14316666667,7.6016,10.7462333333,8.59825333333,12.0959333333,7.9187
414.72,8.29086666667,10.1895333333,13.6095666667,12.4560714286,6.0948,7.5474,10.6999666667,8.53435333333,12.0236666667,7.85156666667
415.07,8.31293333333,10.1348,13.5703666667,12.4099428571,6.07586666667,7.5688,10.6988666667,8.53161333333,12.0046666667,7.83786666667
415.43,8.27073333333,10.0324,13.4835666667,12.326652381,6.02933333333,7.54446666667,10.6542,8.457,11.9233333333,7.8036
415.79,8.26486666667,9.9387,13.4514333333,12.2688904762,6.0309,7.54566666667,10.6528333333,8.45612666667,11.8983333333,7.7975
416.15,8.20766666667,9.82559999999,13.3502333333,12.1898285714,5.98186666667,7.51013333333,10.5769,8.37406666667,11.835,7.75623333333
416.51,8.2358,9.75979999999,13.3138333333,12.1768809524,6.00886666667,7.5388,10.5875333333,8.39637333333,11.8352,7.77453333333
416.86,8.225,9.67306666666,13.2705,12.1239761905,5.95966666667,7.538,10.5696,8.35328,11.7858,7.75543333333
417.22,8.2096,9.57193333333,13.2098,12.0335523809,5.93683333333,7.51753333333,10.5437,8.29176666667,11.7292666667,7.73573333333
417.58,8.20153333333,9.49830000001,13.1906666667,11.9855238095,5.90916666667,7.5128,10.5432,8.26295999999,11.6782,7.7355
417.94,8.14193333333,9.37700000001,13.0759,11.8620428571,5.83473333333,7.4596,10.4959,8.19909333333,11.5869333333,7.6766
418.29,8.1652,9.38003333334,13.0851666667,11.863052381,5.85963333333,7.48253333333,10.5263333333,8.21558666667,11.605,7.72696666667
418.65,8.19826666667,9.32533333333,13.0841333333,11.824647619,5.86843333333,7.50853333333,10.5394333333,8.20615999999,11.5996666667,7.76236666667
419.01,8.202,9.28136666667,13.0506,11.7731,5.89633333333,7.52866666667,10.5465,8.18385333333,11.5804,7.79883333333
419.37,8.22573333333,9.22996666666,13.0209666667,11.7402285714,5.9078,7.54826666667,10.555,8.19012000001,11.5696,7.8235
419.73,8.20326666667,9.15376666666,12.9423666667,11.6757857143,5.87286666666,7.542,10.5170333333,8.13745333333,11.5112666667,7.8321
420.08,8.18506666667,9.07200000001,12.8779,11.5959476191,5.85256666667,7.52726666667,10.4909,8.11281999999,11.4480666667,7.81546666667
420.44,8.1636,8.99953333333,12.8308333333,11.5279619048,5.8279,7.5076,10.4597666667,8.07403333333,11.4006,7.81043333333
420.80,8.14866666667,8.92963333333,12.7874666667,11.4629619048,5.8247,7.4978,10.4335333333,8.04884666666,11.3552666667,7.81213333333
421.16,8.18086666667,8.88313333333,12.7687,11.4433142857,5.8542,7.53686666667,10.4669666667,8.06816666667,11.3557333333,7.8514
421.51,8.20333333333,8.83840000001,12.7434,11.407352381,5.87776666667,7.5682,10.4804,8.07492666667,11.3502,7.87186666667
421.87,8.19086666667,8.76730000001,12.6887666667,11.3477095238,5.86823333333,7.56793333333,10.4616333333,8.05089333333,11.3005333333,7.8789
422.23,8.19533333333,8.69553333333,12.6416666667,11.2666095238,5.86506666667,7.57906666667,10.4512333333,8.02889999999,11.2463333333,7.88983333333
422.58,8.1784,8.6414,12.5980666667,11.2142190476,5.8551,7.58733333333,10.4356666667,8.01092666667,11.2012,7.89206666667
422.94,8.17553333333,8.56963333333,12.5452333333,11.1530952381,5.8322,7.5772,10.4116666667,7.99036666667,11.1428,7.87863333333
423.30,8.14386666667,8.49483333333,12.4901,11.0787571429,5.80926666667,7.57186666667,10.3933666667,7.94542666666,11.0774666667,7.86856666667
423.66,8.12713333333,8.43450000001,12.4380666667,11.0056523809,5.77593333333,7.55066666667,10.372,7.91011333333,11.0368,7.82916666667
424.01,8.1206,8.38409999999,12.4155,10.9679,5.7705,7.55666666667,10.3581666667,7.89723333333,11.0174666667,7.85153333333
424.37,8.12973333333,8.35206666666,12.3743666667,10.9170952381,5.76483333333,7.56886666667,10.3634333333,7.88621333333,10.9908,7.86523333333
424.73,8.14986666667,8.32853333333,12.348,10.8965333333,5.77323333333,7.601,10.3870666667,7.89206666667,10.9731333333,7.88433333333
425.08,8.12553333333,8.29130000001,12.3064666667,10.8529476191,5.73116666667,7.57653333333,10.3468333333,7.85722000001,10.9254,7.86486666667
425.44,8.09586666667,8.23546666666,12.2615333333,10.8041380952,5.69963333333,7.54393333333,10.3091,7.82058666666,10.8613333333,7.83383333333
425.80,8.11266666667,8.20743333333,12.2434,10.7806142857,5.70576666667,7.5448,10.2931333333,7.81358666666,10.8492666667,7.84503333333
426.16,8.09133333333,8.15433333334,12.1957666667,10.7463428571,5.68503333333,7.5342,10.2735333333,7.78541333333,10.8322666667,7.8152
426.51,8.08946666667,8.13273333333,12.1579333333,10.71,5.69253333333,7.54546666667,10.2623,7.77478666666,10.8086666667,7.81366666667
426.87,8.09406666667,8.10816666667,12.1529,10.6988571428,5.6942,7.56046666667,10.2816,7.77502,10.8120666667,7.82653333333
427.23,8.11033333333,8.09876666667,12.1564333333,10.6930619048,5.6942,7.58533333333,10.2774,7.78719333334,10.8232666667,7.83483333333
427.58,8.15826666667,8.12310000001,12.2124333333,10.7296952381,5.76676666667,7.64726666667,10.3389666667,7.85162000001,10.86,7.8986
427.94,8.22373333333,8.16499999999,12.2407666667,10.7486761905,5.81826666667,7.6938,10.4129,7.88744666667,10.8972,7.9344
428.30,8.23686666667,8.14569999999,12.2604,10.7562380952,5.83263333333,7.7008,10.4198333333,7.89342666667,10.8771333333,7.95663333333
428.65,8.24793333333,8.13143333333,12.2538,10.7501571429,5.82626666667,7.6914,10.4072666667,7.88396000001,10.8952666667,7.9576
429.01,8.26880000001,8.10299999999,12.2497,10.7426666667,5.85713333333,7.716,10.4302333333,7.88968000001,10.8981333333,7.96463333333
429.37,8.30193333334,8.12686666667,12.2721333333,10.7702333333,5.8846,7.75586666667,10.4825333333,7.91793333334,10.9402,8.00403333333
429.72,8.31913333333,8.14023333333,12.3308,10.8149380953,5.90533333333,7.78193333333,10.5339333333,7.95048666666,10.9826666667,8.0306
430.08,8.33086666667,8.12126666667,12.3413,10.8210666667,5.90343333333,7.7642,10.5321,7.94263999999,10.9668666667,8.0349
430.44,8.3402,8.09656666666,12.3381,10.8228619047,5.8965,7.76346666667,10.5508333333,7.94852666667,10.9794666666,8.0333
430.79,8.34306666667,8.08656666666,12.3414666667,10.8205333333,5.872,7.747,10.5316333333,7.92684666667,10.9778,8.036
431.15,8.3392,8.07590000001,12.3208666667,10.8064761905,5.86566666667,7.71213333333,10.5358333333,7.91737333334,10.9838,8.03113333333
431.50,8.32506666667,8.05916666667,12.3084666667,10.784052381,5.83716666667,7.69193333333,10.5182333333,7.90147999999,10.9542666667,8.02383333333
431.86,8.29013333333,8.01293333333,12.2704333333,10.7553714286,5.78606666667,7.66293333333,10.4877333333,7.86048,10.9254,7.98316666667
432.22,8.32940000001,8.0575,12.2905333333,10.7935380952,5.80496666667,7.69306666667,10.5363,7.90095333334,10.9869333333,8.01023333333
432.57,8.3614,8.08833333334,12.3325666667,10.8353333333,5.845,7.72546666667,10.5958666667,7.94232666666,11.0166,8.02386666667
432.93,8.37426666666,8.12863333334,12.3453,10.8590380952,5.84163333333,7.7342,10.6024333333,7.96156666666,11.0362666667,8.0409
433.29,8.37586666667,8.11863333333,12.3336,10.8572904762,5.84486666667,7.71533333333,10.5997333333,7.96695333333,11.0407333333,8.05853333333
