wavelength,Back_CypHirm,Belly_CypHirm,Breast_CypHirm,Crissum_CypHirm,Crown_CypHirm,DorTail_CypHirm,Patch10_CypHirm,Rump_CypHirm,Throat_CypHirm,WingTip_CypHirm
338.31,5.18306666667,12.1984666667,10.1874,9.36960000001,3.5414,4.7346,16.4888666667,25.6397333333,7.29913333333,5.4282
338.67,5.07406666667,12.0957333333,10.0628666667,9.2714,3.4072,4.57013333333,16.3994666667,25.7288,7.20946666667,5.2842
339.04,4.98966666667,12.1092666667,10.0193333333,9.2662,3.2838,4.40306666667,16.4546,25.7868,7.13066666667,5.1646
339.40,5.20233333334,12.3444666667,10.2458,9.44993333334,3.45593333333,4.60386666666,16.7302,26.0598,7.34593333334,5.33246666667
339.77,5.36246666667,12.5064666667,10.3604,9.61253333334,3.60266666667,4.77233333333,16.9074,26.3278666667,7.42966666667,5.48093333333
340.14,5.20106666667,12.529,10.3170666667,9.5478,3.42493333333,4.64513333333,16.8744666667,26.3726666667,7.37646666667,5.502
340.50,5.2266,12.5655333333,10.3415333333,9.653,3.40913333333,4.66273333333,17.0298,26.5312,7.43426666667,5.507
340.87,5.25286666667,12.6197333333,10.4630666666,9.68446666666,3.36326666667,4.7014,17.1258,26.6426666667,7.47726666667,5.52773333333
341.23,5.17846666666,12.582,10.4905333333,9.68499999999,3.27466666667,4.7032,17.2034,26.7749333333,7.42193333333,5.55366666667
341.60,5.212,12.7398666667,10.6052,9.81353333333,3.35566666667,4.75393333333,17.398,26.9004,7.48853333333,5.5614
341.96,5.1928,12.7068666667,10.7086666667,9.89346666666,3.3676,4.84133333333,17.3015333333,26.8397333333,7.48033333333,5.5868
342.33,5.25766666667,12.8496,10.7611333333,10.0522666667,3.42113333333,4.86326666667,17.3794666667,26.9607333333,7.5284,5.54793333333
342.70,5.36613333333,13.0894,10.9788,10.2366,3.59246666667,4.97673333333,17.6955333333,27.0370666667,7.65426666667,5.68286666667
343.06,5.4894,13.2915333333,11.1680666667,10.4170666667,3.72846666667,5.1108,17.8629333333,27.1630666667,7.7604,5.8152
343.43,5.45453333333,13.3527333333,11.2575333333,10.5327333333,3.74813333333,5.1206,17.9231333333,27.3213333333,7.80713333334,5.791
343.79,5.50513333333,13.4744666667,11.344,10.6118,3.8232,5.17253333333,18.1087333333,27.4000666667,7.91433333333,5.7958
344.16,5.79253333334,13.7314666667,11.6348,10.9426666667,4.081,5.46793333334,18.4326666667,27.7510666667,8.19286666666,5.93926666667
344.52,5.89786666666,13.8924666667,11.7703333333,11.0539333333,4.11713333333,5.58926666667,18.5500666667,27.8788666667,8.21333333334,5.92486666667
344.89,5.91106666666,14.0082,11.8232,11.1252666667,4.16913333333,5.67226666666,18.6296666667,27.991,8.22986666667,5.9342
345.25,5.89553333333,14.0494666667,11.8862,11.1092,4.11426666667,5.65873333333,18.6636666667,28.0693333333,8.29940000001,5.93786666667
345.62,5.97973333333,14.1955333333,11.9934,11.2062,4.14953333333,5.74426666667,18.7896666666,28.3158666667,8.43653333333,6.0378
345.99,5.96853333333,14.3746666667,12.0582,11.2972,4.16993333333,5.7166,19.0464,28.5690666667,8.52586666667,5.97893333333
346.35,5.95506666666,14.3966,12.0370666667,11.2684,4.13806666667,5.65586666667,19.0462666667,28.6495333333,8.49053333333,5.90606666667
346.72,5.88720000001,14.3321333333,11.9787333333,11.2141333333,4.0112,5.57946666667,18.9850666667,28.6711333333,8.41053333334,5.7722
347.08,5.90866666666,14.3524,11.9496,11.2354666667,4.03386666667,5.64286666667,19.0487333333,28.7784666667,8.49439999999,5.8166
347.45,5.82760000001,14.3072,11.8201333333,11.1273333333,3.8786,5.4978,19.0110666667,28.7194666667,8.40120000001,5.71
347.81,5.74506666667,14.2524666667,11.8064666667,11.0655333333,3.7056,5.34233333333,18.9697333333,28.7966666667,8.29319999999,5.55646666667
348.18,5.53666666667,14.1315333333,11.658,10.905,3.50393333333,5.10166666667,18.8108,28.6728,8.03226666666,5.3614
348.54,5.3804,14.0399333333,11.5542,10.7548,3.35366666667,4.8388,18.7404,28.6072666667,7.8996,5.23973333333
348.91,5.25206666667,14.0241333333,11.4624,10.7528,3.1362,4.61026666667,18.7674,28.749,7.69013333333,5.04433333333
349.27,5.27353333333,14.0642,11.4228,10.8348,3.1936,4.62733333333,18.7473333333,28.7744,7.6934,5.00433333333
349.64,5.1712,13.9039333333,11.3764666667,10.8254,3.1188,4.53726666667,18.6414,28.6362,7.572,4.88466666667
350.00,5.1902,13.9010666667,11.3950666667,10.8431333333,3.09206666667,4.5128,18.5987333333,28.6049333334,7.54466666667,4.94486666667
350.37,5.28193333334,14.0346666667,11.5753333333,11.0323333333,3.16653333333,4.67006666667,18.8382,28.8376,7.6872,5.09993333333
350.73,5.27466666667,14.1575333333,11.7074,11.171,3.2114,4.67526666667,18.9712666667,29.0684666667,7.74833333333,5.13653333333
351.10,5.22893333333,14.2604666667,11.7583333333,11.2153333333,3.18133333333,4.657,19.0102,29.1532666667,7.7392,5.096
351.46,5.31093333334,14.4386666667,11.8812,11.3130666667,3.2996,4.73386666667,19.1262,29.2994,7.79873333334,5.16366666667
351.83,5.42773333333,14.6318,12.0150666667,11.4309333333,3.426,4.82466666667,19.3231333333,29.5359333333,7.8516,5.3438
352.19,5.432,14.7612,12.0767333333,11.4742,3.43533333333,4.84133333333,19.4851333333,29.7091333333,7.8948,5.39686666666
352.55,5.57593333334,14.9418,12.2263333333,11.7,3.60506666667,5.00933333333,19.7314,29.9206,8.06420000001,5.61726666667
352.92,5.60340000001,15.0258,12.3228666667,11.7408,3.68666666667,5.0978,19.825,29.9355333333,8.18613333333,5.682
353.28,5.59493333333,15.1281333333,12.352,11.7798,3.67253333333,5.13673333333,19.9946666667,30.0361333333,8.19126666667,5.67346666667
353.65,5.56713333333,15.262,12.3285333333,11.8464666667,3.59526666667,5.10106666667,20.0578666666,30.1283333333,8.16506666666,5.61013333333
354.01,5.57779999999,15.3793333333,12.3793333333,11.92,3.63253333333,5.11113333333,20.1586,30.3064666667,8.20966666667,5.616
354.38,5.5952,15.5049333333,12.4862,12.0405333333,3.68366666667,5.07986666667,20.2919333333,30.4764,8.24713333333,5.61346666667
354.74,5.81586666667,15.7773333333,12.7222666667,12.2588666667,3.9498,5.3072,20.5618666667,30.7179333333,8.48159999999,5.85713333333
355.11,5.88160000001,15.9136,12.8583333333,12.3934666667,4.06186666667,5.3288,20.6857333333,30.8645333333,8.55226666667,5.89713333333
355.47,5.9174,16.0495333333,13.0012,12.5694666667,4.1232,5.4432,20.8392666667,31.0284666667,8.64053333333,6.008
355.83,5.90360000001,16.0573333333,13.0485333333,12.6968666667,4.10593333333,5.47266666667,20.8648666666,31.0705333333,8.71440000001,5.93193333333
356.20,5.94366666667,16.1456666667,13.1621333333,12.7637333333,4.1512,5.48413333333,20.8966666667,31.1608,8.76433333333,5.9288
356.56,5.90559999999,16.2345333334,13.2678,12.8347333334,4.11446666667,5.4928,20.9752666667,31.3526,8.7448,5.81453333333
356.93,6.05973333334,16.3898,13.4483333333,12.9501333333,4.20193333333,5.60306666667,21.1023333333,31.5370666667,8.88553333334,5.8868
357.29,6.26966666667,16.6308666667,13.7596,13.1595333333,4.3656,5.75266666667,21.3278666667,31.7678,9.11759999999,6.06566666667
357.66,6.31426666667,16.7042666667,13.8842666667,13.1198666667,4.36886666667,5.76586666667,21.4493333334,31.898,9.13240000001,6.12266666667
358.02,6.29093333333,16.7852666667,13.9358666667,13.0961333333,4.2744,5.729,21.5844,32.0407333333,9.12033333334,6.07873333333
358.38,6.21480000001,16.784,13.9022666667,13.069,4.158,5.66486666667,21.5742666667,32.0559333333,9.06659999999,6.01466666667
358.75,6.05253333333,16.6926666666,13.7512,12.9205333333,3.89773333333,5.47806666667,21.485,32.0646,8.87793333334,5.81586666667
359.11,5.93953333334,16.6572666667,13.7122,12.8485333333,3.74986666667,5.36546666667,21.6091333333,32.1742666667,8.80259999999,5.71793333333
359.48,5.94619999999,16.7232666666,13.7656666667,12.8709333333,3.68666666667,5.33633333333,21.712,32.3232,8.82706666666,5.7334
359.84,5.82680000001,16.7237333333,13.6949333333,12.7738666667,3.537,5.20746666667,21.7642,32.4501333333,8.71139999999,5.6802
360.20,5.76933333333,16.7364,13.6470666666,12.7446,3.4688,5.16473333333,21.8214666667,32.4866,8.68626666667,5.64006666667
360.57,5.75393333333,16.7721333333,13.6309333333,12.6974,3.40086666667,5.09273333333,21.7832,32.4153333333,8.64933333333,5.6218
360.93,5.67779999999,16.7962666667,13.6402,12.776,3.3454,4.99973333333,21.7843333333,32.4466666667,8.64346666667,5.589
361.29,5.5422,16.7886,13.585,12.7558666667,3.24113333333,4.91086666666,21.7649333333,32.5026,8.54786666667,5.47486666667
361.66,5.57593333333,16.8982666667,13.7106666667,12.8554,3.3072,4.9666,21.8691333333,32.6346,8.65806666667,5.52073333333
362.02,5.58153333333,16.9183333333,13.7552,12.9246,3.28906666667,4.982,21.9142666667,32.7109333334,8.6534,5.4774
362.39,5.59046666667,17.0225333333,13.7918666667,12.9688666667,3.29246666667,5.00486666667,22.0103333333,32.8111333333,8.68193333334,5.47526666667
362.75,5.67153333334,17.1288666667,13.8578,13.0813333333,3.35893333333,5.05233333333,22.1484,32.9098,8.73673333333,5.48953333333
363.11,5.71326666667,17.2508,13.9387333333,13.1767333333,3.3604,5.08706666667,22.1728,33.0281333333,8.7732,5.484
363.48,5.65893333333,17.2258,13.9154666667,13.1607333333,3.3024,5.03346666667,22.1131333333,32.9908666667,8.71906666667,5.4268
363.84,5.61313333333,17.2676,13.9064666667,13.2023333333,3.32833333333,4.9982,22.0914,32.9827333333,8.73813333334,5.36586666667
364.20,5.72106666666,17.4622,14.0701333333,13.3860666667,3.39973333333,5.08446666667,22.2353333333,33.1550666667,8.87526666666,5.48573333333
364.57,5.75840000001,17.6083333333,14.1836,13.5032,3.47993333333,5.1716,22.4010666667,33.3731333333,9.01786666666,5.55826666667
364.93,5.7158,17.6336,14.1951333333,13.4388666667,3.41826666667,5.13886666667,22.4679333333,33.4404666667,8.923,5.49353333333
365.29,5.71073333334,17.6278666667,14.181,13.4710666667,3.37033333333,5.0772,22.4932,33.4302,8.88046666666,5.43446666667
365.66,5.75619999999,17.7336666666,14.2346,13.6084,3.3822,5.1444,22.584,33.5983333333,8.9238,5.41926666667
366.02,5.77999999999,17.8380666667,14.332,13.7348666667,3.42233333333,5.1558,22.6600666667,33.695,8.98599999999,5.4928
366.38,5.72286666667,17.8320666667,14.3659333333,13.7519333333,3.32333333333,5.08746666667,22.6752666667,33.7496,8.91333333334,5.36213333333
366.75,5.64146666667,17.8448,14.4175333334,13.7806666667,3.227,5.02473333333,22.6478,33.8072,8.88326666667,5.32653333333
367.11,5.64933333334,17.9038666667,14.4952,13.8537333333,3.2526,5.01166666667,22.6592,33.8132666667,8.91346666666,5.37126666667
367.47,5.63906666666,18.0252,14.5744,13.9181333333,3.251,4.9694,22.8159333333,33.9219333333,8.9446,5.32093333333
367.84,5.68999999999,18.1941333333,14.8158666667,14.0193333333,3.2718,5.05586666667,22.9858666667,34.1156666667,9.04026666667,5.3612
368.20,5.67733333333,18.2127333333,14.9008666666,14.0394666667,3.28746666667,5.084,23.0889333333,34.2667333333,9.03853333334,5.32666666667
368.56,5.65153333333,18.2903333333,14.9696666667,14.1022666667,3.25453333333,5.03493333333,23.1865333333,34.3514,9.0466,5.27493333333
368.93,5.75913333333,18.4968,15.1318666667,14.2912,3.38526666667,5.16026666667,23.3474666667,34.5565333334,9.22013333333,5.35933333333
369.29,5.85913333333,18.6942,15.3291333333,14.4321333333,3.45586666667,5.24106666667,23.5028666667,34.7824,9.36606666667,5.49966666667
369.65,5.81780000001,18.7416,15.3824,14.4402,3.4182,5.17293333333,23.6076,34.8739333333,9.34820000001,5.51793333333
370.01,5.7132,18.7268666667,15.3084,14.3982,3.33186666667,5.10266666667,23.6280666667,34.8649333333,9.33120000001,5.41906666667
370.38,5.76613333333,18.837,15.4126,14.5359333333,3.45726666667,5.18413333334,23.7265333334,35.0094666667,9.4866,5.57813333333
370.74,5.93060000001,19.1048,15.6506,14.7486666667,3.6452,5.3658,23.9819333333,35.2753333333,9.74046666666,5.7504
371.10,5.91546666667,19.1707333333,15.6315333333,14.7903333333,3.59713333333,5.33846666667,24.1231333333,35.3456666667,9.77013333333,5.74926666667
371.46,5.92313333334,19.2439333333,15.6608666666,14.8344666667,3.5704,5.32653333333,24.1661333334,35.4887333334,9.74893333334,5.7322
371.83,5.89120000001,19.2648666667,15.6344666667,14.8404666667,3.4988,5.2692,24.1760666667,35.5153333333,9.71433333333,5.67493333333
372.19,5.73453333333,19.2447333333,15.542,14.8106,3.27746666667,5.052,24.1498666667,35.5793333333,9.55999999999,5.46386666667
372.55,5.8086,19.3244,15.6410666667,14.9054666666,3.2978,5.09986666667,24.1839333333,35.6974666667,9.60619999999,5.53586666667
372.92,5.8228,19.3961333333,15.7642666667,14.9477333333,3.29253333334,5.0914,24.3112666667,35.8930666667,9.63833333333,5.56146666667
373.28,5.70273333333,19.4186,15.7250666667,14.8936666667,3.2712,5.03166666667,24.2758666667,35.8958,9.60640000001,5.45873333333
373.64,5.72033333333,19.5249333333,15.7906,14.9576,3.28006666667,5.0034,24.3914666667,35.9794,9.64486666667,5.43326666667
374.00,5.88673333333,19.7446,16.0265333333,15.1559333333,3.42153333333,5.154,24.6316666667,36.2117333333,9.78999999999,5.5408
374.37,5.93273333333,19.8991333333,16.1609333333,15.2576,3.44366666667,5.15973333333,24.7923333333,36.4186,9.82773333333,5.57786666667
374.73,5.84226666667,19.8993333333,16.155,15.2438666667,3.3556,5.04433333333,24.7810666667,36.4037333333,9.7364,5.48066666667
375.09,5.91613333333,20.0877333333,16.3662,15.3663333333,3.49573333333,5.14113333333,24.9184666667,36.6422666667,9.84259999999,5.54946666667
375.45,5.86613333333,20.1916,16.4455333333,15.4371333333,3.48233333333,5.09106666667,24.9793333333,36.7342,9.871,5.51886666667
375.81,5.87013333333,20.2742,16.4948666667,15.4806,3.50086666667,5.0702,25.0724,36.8356666667,9.91846666665,5.50933333333
376.18,6.03199999999,20.4627333333,16.6934,15.6437333333,3.66726666667,5.23286666667,25.2350666666,36.9728,10.1035333333,5.64806666666
376.54,6.04506666666,20.6176,16.7918666667,15.7651333333,3.69046666667,5.23686666667,25.3401333333,37.0610666667,10.1606,5.62393333333
376.90,6.03813333334,20.7265333333,16.8030666667,15.8524,3.6776,5.24686666667,25.3804,37.1004,10.1586,5.60193333334
377.26,6.1618,20.8778,16.9805333333,16.047,3.73513333333,5.31706666667,25.5857333333,37.3166666667,10.2607333333,5.65826666667
377.63,6.18253333333,20.9691333333,17.0697333333,16.1298666667,3.76173333333,5.361,25.6427333333,37.4336,10.3334666667,5.69633333333
377.99,6.16839999999,21.0356,17.1019333333,16.1337333333,3.75673333333,5.32146666666,25.5970666667,37.4909333333,10.3337333333,5.704
378.35,6.17866666667,21.0930666667,17.1812,16.1464,3.7632,5.27613333333,25.6734,37.5252,10.368,5.6436
378.71,6.09826666667,21.1022666666,17.2000666667,16.1152666666,3.66686666667,5.1624,25.6706,37.5406666667,10.3110666667,5.55846666667
379.07,6.05126666666,21.0776666667,17.207,16.1047333333,3.57226666667,5.1108,25.6513333333,37.5376,10.2728,5.46533333333
379.44,6.14153333334,21.1628,17.3385333333,16.2202,3.60693333333,5.19913333333,25.8056,37.6321333333,10.383,5.50326666667
379.80,6.19520000001,21.2756,17.4682,16.3280666667,3.6328,5.24633333333,25.9048,37.7237333333,10.4568,5.54853333333
380.16,6.14546666666,21.3168,17.5156666667,16.3496,3.61806666667,5.20326666666,25.8959333333,37.6837333333,10.4847333333,5.5384
380.52,6.16193333333,21.3679333333,17.5702,16.3772666667,3.61026666666,5.22993333333,25.9990666667,37.8141333333,10.5341333333,5.56593333333
380.88,6.22526666667,21.4842,17.676,16.4972666667,3.68906666667,5.2496,26.1399333333,37.8960666667,10.6430666667,5.62673333333
381.24,6.13793333333,21.504,17.6262,16.4676,3.59746666667,5.168,26.1097333333,37.8848,10.6136,5.5766
381.61,6.12026666667,21.6044666667,17.6845333333,16.5416,3.5764,5.14806666667,26.1608,37.9929333333,10.6139333333,5.5626
381.97,6.10713333333,21.6817333333,17.7740666667,16.5919333333,3.54973333333,5.13433333333,26.2462,38.1130666666,10.6660666667,5.53833333333
382.33,6.05873333334,21.7126666667,17.8177333333,16.6674666667,3.51013333333,5.14146666667,26.2827333333,38.1264666667,10.6784,5.54853333333
382.69,6.18093333333,21.9331333333,17.9947333333,16.8868666667,3.65146666667,5.30506666666,26.5103333333,38.4075333333,10.8664666667,5.681
383.05,6.28626666667,22.1669333333,18.1852,17.0809333333,3.73746666667,5.3726,26.6678666667,38.5944666667,11.0353333333,5.786
383.41,6.27300000001,22.3048666667,18.2776,17.1600666667,3.7418,5.36753333333,26.7599333333,38.8052666667,11.0854,5.82746666667
383.77,6.24999999999,22.4113333333,18.3328666667,17.2118666667,3.72373333333,5.34926666667,26.8082,38.9418666667,11.117,5.82286666667
384.14,6.29353333333,22.5361333333,18.4445333333,17.3144,3.73846666667,5.40926666667,26.9435333334,39.1250666667,11.1785333333,5.86606666667
384.50,6.30806666667,22.6640666667,18.5384666667,17.3917333333,3.75513333333,5.39753333333,27.0221333333,39.2503333333,11.2351333333,5.84246666667
384.86,6.238,22.675,18.5880666667,17.3798666667,3.69053333333,5.35333333333,26.9694,39.2582,11.2092,5.75553333333
385.22,6.23333333333,22.7606666667,18.7112666667,17.4572,3.69,5.3384,27.0729333333,39.4126,11.2283333333,5.7216
385.58,6.2786,22.9008,18.8464,17.5602,3.75853333333,5.38766666667,27.1907333333,39.5322666667,11.2874,5.7602
385.94,6.23186666667,22.9805333333,18.8672,17.5993333333,3.70446666667,5.3048,27.2581333333,39.6223333333,11.2690666667,5.694
386.30,6.23893333333,23.157,18.9797333333,17.6522666667,3.70966666667,5.29926666667,27.3442,39.865,11.3094,5.68853333333
386.66,6.23040000001,23.1974,19.0096,17.6530666666,3.67746666667,5.28706666667,27.3549333333,39.8794,11.3088,5.678
387.03,6.16486666667,23.2161333333,19.009,17.6523333333,3.62893333333,5.27186666667,27.3716666667,39.894,11.2781333333,5.62733333333
387.39,6.12946666666,23.1856,18.9832666667,17.6079333333,3.5754,5.22546666667,27.3362,39.8000666667,11.2467333333,5.56013333333
387.75,6.22540000001,23.3668,19.1669333333,17.7716666667,3.66933333333,5.2876,27.5066,39.9292,11.3504666667,5.63733333333
388.11,6.22853333334,23.4590666667,19.2155333333,17.8144666667,3.6838,5.263,27.5602666667,40.0226,11.3763333333,5.6294
388.47,6.22166666666,23.5252,19.3020666667,17.8857333333,3.70266666667,5.2636,27.6308666667,40.0848666667,11.4041333333,5.643
388.83,6.22513333334,23.6568666667,19.3915333333,17.9478666667,3.67686666667,5.24686666667,27.7736666667,40.2844666667,11.451,5.63193333333
389.19,6.26953333333,23.7995333333,19.4883333334,18.0543333333,3.7064,5.28666666667,27.8743333333,40.3887333333,11.5177333333,5.68613333333
389.55,6.26740000001,23.8630666667,19.5465333333,18.0955333333,3.63573333334,5.24573333333,27.947,40.4820666667,11.5507333333,5.634
389.91,6.37200000001,24.0316666667,19.7341333333,18.2668,3.7466,5.3572,28.0968666667,40.6351333333,11.7114666666,5.74853333333
390.27,6.41786666666,24.1482,19.8424,18.3749333333,3.74646666667,5.35533333333,28.2115333333,40.6876666667,11.7862,5.7402
390.63,6.40566666666,24.2297333333,19.9232,18.4356,3.72413333333,5.30746666667,28.2610666667,40.7554,11.7983333333,5.71973333333
391.00,6.44046666667,24.3708,20.0684666667,18.5341333333,3.768,5.32513333333,28.3919333333,40.9026666667,11.8966666667,5.7586
391.36,6.52886666666,24.5686666667,20.2644666667,18.7104,3.85526666667,5.3946,28.5852666667,41.1504,12.0121333333,5.82926666667
391.72,6.50079999999,24.5941333333,20.308,18.7425333333,3.80946666667,5.37573333334,28.5830666667,41.2209333333,12.0214666667,5.81033333333
392.08,6.53453333333,24.7475333333,20.4353333333,18.8858,3.82966666667,5.3952,28.7008,41.3721333333,12.0804,5.811
392.44,6.56740000001,24.8906,20.5559333333,18.9988,3.8478,5.4114,28.8252,41.5475333333,12.1432,5.81366666667
392.80,6.55653333333,24.9744666667,20.6490666667,19.0876666667,3.84853333333,5.3904,28.8878,41.583,12.1961333333,5.8112
393.16,6.54199999999,25.0833333333,20.7683333333,19.1701333333,3.84866666667,5.36706666667,28.9956,41.7400666667,12.2609333333,5.79386666667
393.52,6.49533333333,25.1785333333,20.8384666667,19.2346,3.84706666667,5.34153333333,29.0353333333,41.8479333333,12.3130666667,5.77273333333
393.88,6.42700000001,25.2357333333,20.8931333333,19.2599333333,3.78226666667,5.27546666667,29.0481333333,41.9232666667,12.2808,5.6886
394.24,6.42653333333,25.3535333334,20.9927333333,19.3537333333,3.79513333334,5.29753333333,29.139,42.0861333333,12.3464666667,5.70646666667
394.60,6.43453333333,25.4596,21.1013333333,19.4481333333,3.8498,5.32886666667,29.2236666667,42.2116666667,12.432,5.70353333333
394.96,6.40053333333,25.5528,21.1544,19.5284666667,3.79233333333,5.2664,29.3154,42.3818,12.4236,5.6392
395.32,6.34693333334,25.6505333333,21.2064666667,19.5958666667,3.77093333333,5.21966666667,29.3281333333,42.3978666667,12.4234,5.60326666667
395.68,6.3132,25.7790666667,21.2898,19.6832,3.75133333333,5.18286666667,29.4389333333,42.5280666667,12.4707333333,5.54093333333
396.04,6.18726666666,25.8064,21.31,19.6482666667,3.63673333333,5.0686,29.4152,42.5652666667,12.4568,5.44113333333
396.40,6.09513333334,25.8328666666,21.3228666667,19.6514,3.55366666667,4.99853333333,29.4508,42.5958666667,12.4558,5.3768
396.76,6.1934,26.0462666667,21.4727333333,19.8235333333,3.63006666667,5.09933333333,29.6598666667,42.8717333333,12.5701333333,5.4678
397.12,6.25913333333,26.1983333333,21.6221333333,19.9611333333,3.67193333333,5.14333333333,29.7672,42.9686666667,12.6490666667,5.5084
397.48,6.33993333333,26.3584666667,21.8163333333,20.1104,3.71506666667,5.17266666667,29.9306666667,43.0904666667,12.7597333333,5.56273333333
397.84,6.38286666667,26.4948666667,21.9078,20.2123333333,3.73946666667,5.17946666667,30.0432666667,43.167,12.8447333333,5.5808
398.20,6.41826666666,26.5540666667,21.9700666667,20.2929333333,3.76926666667,5.17326666667,30.1062666667,43.2302,12.8808666666,5.58133333333
398.56,6.36786666667,26.646,22.0323333333,20.3311333333,3.6958,5.08053333333,30.17,43.3029333333,12.9108666667,5.52573333333
398.92,6.39660000001,26.7379333333,22.1622,20.4034666667,3.75146666667,5.13246666667,30.2223333333,43.393,13.0188666667,5.57066666667
399.28,6.39,26.8560666667,22.2944,20.4773333334,3.71453333333,5.152,30.3323333333,43.5586666667,13.1063333333,5.559
399.64,6.40713333334,26.9531333333,22.4193333333,20.5696,3.71966666666,5.17613333333,30.4013333333,43.6490666667,13.1788,5.58386666667
400.00,6.50359999999,27.0543333333,22.5624,20.7032,3.80813333333,5.2508,30.5393333333,43.7646,13.3048,5.652
400.36,6.56293333334,27.2384,22.7541333333,20.807,3.85733333333,5.25546666667,30.643,43.9211333333,13.4072666667,5.6804
400.72,6.51219999999,27.3102,22.8583333333,20.8526666667,3.79706666667,5.1788,30.6512666667,43.9521333333,13.4652,5.62253333333
401.08,6.47233333334,27.367,22.9216666667,20.871,3.77706666667,5.14913333333,30.6930666667,44.0457333333,13.5177333333,5.5914
401.44,6.42226666666,27.4404,22.9741333333,20.9062666667,3.74693333333,5.1038,30.7539333333,44.1672,13.5327333333,5.53566666667
401.80,6.40793333333,27.5532,23.1280666667,20.9687333333,3.724,5.07853333333,30.8618,44.2677333333,13.6140666666,5.5218
402.16,6.37566666667,27.6626666667,23.2472666667,21.0386666667,3.6854,5.0626,30.8656666666,44.2928666667,13.6697333333,5.5036
402.52,6.41013333333,27.8082,23.3998666667,21.1723333333,3.68426666667,5.08486666667,31.0076,44.4698,13.7172666667,5.5112
402.88,6.37400000001,27.9354666667,23.5020666667,21.2500666667,3.61546666666,5.002,31.1139333334,44.5839333333,13.7348666667,5.4384
403.24,6.37846666666,28.0133333333,23.6102,21.3374,3.6434,4.96686666667,31.1892,44.644,13.7854666667,5.44933333333
403.60,6.41706666667,28.1806,23.7418666667,21.4506666667,3.6886,4.9814,31.356,44.8164,13.8692,5.46673333333
403.95,6.45413333333,28.379,23.946,21.6288,3.70993333333,5.01026666667,31.5054666667,44.9868,13.9590666667,5.5212
404.31,6.4706,28.4531333333,24.0072666667,21.7222666667,3.70426666667,5.03133333333,31.5441333333,45.0717333333,14.0250666667,5.54313333333
404.67,6.42626666667,28.4947333333,24.0424,21.7254666667,3.66946666667,4.98906666667,31.5672666667,45.1124,14.0253333333,5.5164
405.03,6.48173333333,28.6578,24.1855333333,21.8645333333,3.71953333333,5.03933333333,31.6930666667,45.2775333333,14.147,5.56973333333
405.39,6.47866666667,28.7282,24.2586666667,21.917,3.72226666667,5.0428,31.7068,45.3036,14.1981333333,5.57373333333
405.75,6.4764,28.8166,24.3234,22.0228666667,3.73073333333,5.06993333333,31.7265333333,45.4005333333,14.2514666667,5.597
406.11,6.48800000001,28.9808,24.4784666667,22.1292666667,3.75366666667,5.09666666667,31.8855333333,45.6030666667,14.3364,5.6148
406.47,6.4794,29.087,24.5614666667,22.2048666667,3.73886666667,5.10613333333,31.9362,45.7224666667,14.4164,5.61633333333
406.83,6.49366666667,29.161,24.639,22.2810666667,3.75633333333,5.163,31.9998,45.8154666667,14.4840666667,5.64233333333
407.19,6.50053333334,29.2953333333,24.719,22.3494,3.76093333333,5.17893333333,32.0586666667,45.9258666667,14.5748666667,5.6306
407.55,6.47460000001,29.3346,24.7544666667,22.4153333333,3.73253333333,5.15413333333,32.0553333333,45.9377333333,14.6035333333,5.60753333333
407.90,6.45666666666,29.4200666667,24.8210666666,22.4542666666,3.72793333333,5.14426666667,32.1,46.0124,14.6772666667,5.579
408.26,6.51973333333,29.6301333333,25.0461333333,22.6531333333,3.79353333333,5.20186666667,32.2734666667,46.2022666667,14.825,5.62926666667
408.62,6.56926666667,29.8332666667,25.2473333334,22.8537333333,3.826,5.24953333333,32.4021333333,46.3877333333,14.9697333334,5.6748
408.98,6.55553333333,29.9149333333,25.3309333333,22.8968,3.80786666667,5.2418,32.4165333333,46.4063333333,15.0058,5.6438
409.34,6.6088,30.1221333333,25.4802,23.0571333334,3.85313333333,5.32053333333,32.5635333333,46.5643333333,15.1418666667,5.70093333333
409.70,6.63213333334,30.2808666667,25.6474666667,23.1754666667,3.85733333333,5.3296,32.7238,46.7297333333,15.247,5.714
410.06,6.62593333334,30.3528666667,25.7457333333,23.269,3.84666666667,5.30033333333,32.7653333333,46.7926666667,15.321,5.69706666667
410.42,6.63840000001,30.4557333333,25.8632,23.3360666667,3.8608,5.27153333333,32.8478666667,46.8736666667,15.3940666667,5.6794
410.77,6.67459999999,30.6174,26.0011333333,23.4474666667,3.89813333333,5.28073333333,32.9232666667,46.9805333333,15.5152,5.70886666667
411.13,6.70013333334,30.7486,26.1542666667,23.5686,3.92033333333,5.29853333334,33.0450666667,47.1211333333,15.5976,5.73046666667
411.49,6.74073333334,30.9037333333,26.3176666667,23.674,3.93826666666,5.3206,33.1498666667,47.2449333333,15.7138666667,5.75626666667
411.85,6.75239999999,31.0344666667,26.4405333333,23.7748666667,3.9352,5.31673333333,33.2573333333,47.3652,15.779,5.76093333333
412.21,6.70166666667,31.0791333333,26.4762666667,23.7494,3.88086666667,5.27146666667,33.2725333333,47.3774,15.7782,5.7072
412.57,6.70433333333,31.1598666667,26.5516,23.7806,3.891,5.2774,33.3418666667,47.4195333333,15.8336,5.70286666667
