wavelength,Back_HemXanf,Belly_HemXanf,Breast_HemXanf,Crissum_HemXanf,Crown_HemXanf,DorTail_HemXanf,Rump_HemXanf,Throat_HemXanf,WingTip_HemXanf
344.89,5.54093333333,23.7845333333,15.7202666667,12.5480666667,5.56286666667,7.89813333334,5.7022,19.4222666666,8.6846
345.25,5.63146666667,23.9806,15.8024,12.7053333333,5.65686666667,7.9128,5.8688,19.5353333333,8.78466666667
345.62,5.63306666667,23.9026666666,15.7216666667,12.7350666667,5.53953333333,7.79760000001,5.84446666667,19.4459333334,8.75026666667
345.99,5.7852,24.2185333333,15.9800666667,12.9666,5.67526666667,7.88066666667,5.9408,19.7193333333,8.98073333333
346.35,5.86646666667,24.3595333333,16.1302,13.1067333333,5.68526666667,7.92273333333,5.95746666667,19.8480666667,9.08773333333
346.72,5.77773333333,24.327,16.0912666667,13.1132666667,5.5924,7.82246666666,5.9126,19.8628,8.98606666667
347.08,5.86593333334,24.4028,16.1564,13.1546,5.62466666667,7.84646666667,5.95546666667,19.9181333333,8.97906666667
347.45,5.8636,24.3980666667,16.0832666666,13.1954666667,5.54193333333,7.803,5.8944,19.8826666667,8.925
347.81,5.87786666667,24.4589333333,16.1493333333,13.3320666667,5.58726666667,7.8012,5.93666666667,19.8886,8.9742
348.18,5.9948,24.7736,16.3281333333,13.6114,5.70913333333,7.93173333333,6.1532,20.1697333333,9.09653333333
348.54,6.1354,25.1033333333,16.6346666667,13.8828666667,5.9774,8.17993333333,6.3804,20.4222666667,9.17980000001
348.91,5.96926666667,25.1230666667,16.5552666667,13.8116,5.92293333333,8.08206666667,6.245,20.3565333333,8.99620000001
349.27,5.75786666667,24.9724666667,16.4572666667,13.6452,5.79766666667,7.9412,6.06726666667,20.3016666667,8.80886666667
349.64,5.6242,25.1107333333,16.4812666667,13.6350666667,5.7616,7.87213333333,5.99,20.3569333333,8.7258
350.00,5.37866666667,24.9883333333,16.2523333333,13.3934666667,5.54906666667,7.72553333333,5.77306666667,20.2406666667,8.49366666667
350.37,5.22333333333,24.9815333333,16.1088,13.3141333333,5.38833333333,7.63666666667,5.61486666667,20.2048,8.348
350.73,5.16773333333,25.0579333333,16.0726666667,13.3143333333,5.3422,7.5922,5.53966666667,20.2269333333,8.25226666666
351.10,5.333,25.2951333333,16.2584666667,13.5824666667,5.505,7.73606666667,5.74,20.4929333333,8.4048
351.46,5.28106666667,25.2912,16.2622666667,13.5414666667,5.48186666667,7.6646,5.71753333333,20.4589333333,8.35793333333
351.83,5.04753333333,25.1862,16.1044666667,13.2384666667,5.15733333333,7.3952,5.39733333333,20.3311333334,8.08613333333
352.19,4.97253333333,25.1644666667,16.1409333333,13.1078666667,5.084,7.35513333333,5.23013333333,20.2550666667,8.01533333333
352.55,4.8118,25.0944,15.9966,12.9446666667,4.8686,7.12453333333,4.98706666667,20.2395333333,7.84646666667
352.92,4.7356,25.0590666667,15.9442666667,12.8689333334,4.8128,7.0172,4.8802,20.2388,7.7804
353.28,5.10693333334,25.3426,16.2194666667,13.2261333333,5.144,7.313,5.13446666666,20.4562,8.09426666667
353.65,5.2896,25.4998,16.4481333333,13.4164,5.2896,7.44413333333,5.2636,20.6458,8.2252
354.01,5.4698,25.6202,16.5925333334,13.5690666667,5.41033333333,7.43053333333,5.32506666667,20.6894,8.29986666667
354.38,5.5674,25.7896666667,16.723,13.6885333333,5.53753333333,7.42086666667,5.3932,20.7416666666,8.33566666667
354.74,5.39646666667,25.7390666667,16.6041333334,13.5339333333,5.36046666667,7.2594,5.22406666667,20.5567333333,8.1724
355.11,5.39313333333,25.8644,16.6904,13.5612,5.38086666667,7.262,5.247,20.5567333333,8.19253333334
355.47,5.36766666667,25.9255333333,16.7334666667,13.5840666667,5.39886666667,7.2886,5.22873333333,20.626,8.1642
355.83,5.5944,26.2053333333,16.9783333333,13.8445333333,5.62406666667,7.47046666667,5.4756,20.8454,8.30213333333
356.20,5.60206666667,26.2651333333,16.9420666667,13.8640666667,5.57306666667,7.32653333333,5.48873333333,20.7803333333,8.2494
356.56,5.7904,26.4406666666,17.0818,14.0518666667,5.79126666667,7.45653333333,5.73546666666,20.853,8.44586666667
356.93,6.004,26.6058666667,17.261,14.2491333333,5.938,7.6,5.941,21.011,8.64186666666
357.29,5.73593333333,26.5654,17.1424,14.0567333333,5.71513333334,7.35433333333,5.735,20.9664,8.411
357.66,5.63573333333,26.6234,17.0702666667,14.0036666667,5.62866666667,7.26506666667,5.6338,20.9483333333,8.30993333333
358.02,5.6198,26.7412666667,17.14,14.0976666666,5.69273333333,7.3778,5.70813333334,21.0768666667,8.37213333333
358.38,5.67746666667,26.8852666667,17.3668,14.2251333333,5.8142,7.46086666667,5.84273333333,21.2263333333,8.47586666667
358.75,5.98833333333,27.195,17.7188,14.5082,6.09053333333,7.70853333333,6.14013333333,21.6047333333,8.76706666667
359.11,5.96493333333,27.1988666667,17.7162666667,14.4994,6.0858,7.68053333333,6.095,21.6479333333,8.7458
359.48,6.0762,27.4792666667,17.9222,14.6612,6.20706666667,7.7704,6.19,21.8518666667,8.86533333333
359.84,6.14706666667,27.6369333333,18.0857333334,14.7374666667,6.3268,7.8648,6.3008,22.0017333333,8.96166666667
360.20,6.27353333334,27.7646,18.2414,14.8694666667,6.47893333333,8.05673333333,6.42293333333,22.2595333333,9.10453333333
360.57,6.24066666667,27.8346666667,18.2813333333,14.842,6.4052,8.02226666667,6.35806666666,22.2596666666,9.02386666667
360.93,6.13173333333,27.8393333333,18.2269333333,14.7641333333,6.25393333333,7.92666666667,6.17866666667,22.2166666667,8.8574
361.29,6.25993333333,28.0255333334,18.4271333333,14.9172,6.34326666667,8.03346666667,6.24093333333,22.3292,8.95700000001
361.66,6.3158,28.1599333333,18.526,14.9757333333,6.41653333333,8.13286666667,6.2948,22.3952666667,9.01206666666
362.02,6.3338,28.2738,18.5939333333,14.9704,6.43553333333,8.1204,6.3054,22.4168666667,9.00946666666
362.39,6.21833333333,28.2868666667,18.4933333333,14.9106666667,6.27913333333,8.006,6.18153333333,22.42,8.89626666666
362.75,6.1884,28.3826666667,18.5174666667,14.954,6.25206666667,8.00186666667,6.14153333334,22.43,8.86479999999
363.11,6.2546,28.5715333334,18.6746,15.0669333333,6.30086666667,8.07853333333,6.18753333333,22.5166666667,8.89953333333
363.48,6.32366666666,28.5615333333,18.6944666667,15.0785333333,6.32293333333,8.10166666667,6.23486666667,22.5432666667,8.93326666667
363.84,6.38713333334,28.7028,18.759,15.1928666667,6.36573333333,8.16273333333,6.26033333333,22.6260666667,8.98233333333
364.20,6.4004,28.8126,18.8316,15.2711333333,6.38806666666,8.15313333333,6.27113333333,22.5812,8.95240000001
364.57,6.48313333333,28.989,18.9712666667,15.4228,6.50033333333,8.23433333333,6.32926666667,22.7066666667,9.04906666666
364.93,6.59833333333,29.2224666666,19.1970666667,15.5863333333,6.70333333333,8.3928,6.5184,22.8718666667,9.21813333333
365.29,6.67673333333,29.3658666667,19.2934,15.6476666667,6.79973333333,8.48413333333,6.65246666667,22.9601333333,9.29926666667
365.66,6.66833333333,29.3428,19.3225333333,15.6698666667,6.7742,8.41800000001,6.66,22.9852666667,9.28179999999
366.02,6.59753333333,29.3450666667,19.2797333333,15.6828666667,6.66493333333,8.3354,6.56666666667,22.997,9.19566666667
366.38,6.6296,29.4123333333,19.3274666667,15.7042666667,6.7146,8.35886666667,6.54233333333,22.9568666667,9.18753333334
366.75,6.5222,29.3573333333,19.2396666667,15.6573333333,6.646,8.23806666666,6.429,22.8679333333,9.06886666667
367.11,6.33786666667,29.3087333333,19.1750666667,15.5659333333,6.52333333333,8.1274,6.26233333333,22.8251333333,8.94613333333
367.47,6.2376,29.4296666667,19.2824,15.6063333333,6.49413333333,8.05313333334,6.18713333333,22.8144666667,8.86300000001
367.84,6.17986666667,29.3888666666,19.2391333333,15.5432666666,6.45373333333,7.95886666667,6.1424,22.7266,8.80066666667
368.20,6.19933333333,29.4436,19.3126666667,15.5676666667,6.47573333333,7.99066666666,6.14513333333,22.8248666667,8.87933333333
368.56,6.23266666667,29.474,19.4072666667,15.6847333333,6.56286666667,8.08206666667,6.20733333334,22.9772666667,8.90399999999
368.93,6.21406666667,29.5473333333,19.4149333333,15.7317333333,6.494,8.01860000001,6.15386666667,22.9662,8.85226666666
369.29,6.02033333333,29.5407333333,19.3142666667,15.6960666667,6.28733333333,7.82933333333,5.9566,22.8514666667,8.69393333333
369.65,5.99313333333,29.6218,19.3726,15.7362,6.269,7.79093333333,5.9348,22.9048,8.65239999999
370.01,6.0782,29.7528,19.5316,15.8156,6.3678,7.8082,5.97546666667,22.9334,8.67626666666
370.38,6.1718,29.9508666667,19.6409333333,15.9056666667,6.48106666667,7.91033333334,6.1112,23.1254,8.77066666666
370.74,6.24046666667,30.1139333333,19.8112,15.9858666667,6.5524,7.9738,6.2144,23.2922666667,8.85933333334
371.10,6.41493333333,30.3030666667,19.958,16.1330666667,6.67426666667,8.0754,6.43166666667,23.4380666667,8.95960000001
371.46,6.3544,30.3063333333,19.9549333333,16.1264666667,6.58486666667,8.0248,6.4054,23.4818,8.90400000001
371.83,6.1928,30.2719333333,19.9159333333,16.0647333333,6.43486666667,7.8632,6.24013333333,23.4605333333,8.79946666667
372.19,6.116,30.3357333333,19.9064666667,16.0740666667,6.36293333333,7.7804,6.17073333333,23.4431333333,8.67146666667
372.55,6.1,30.346,19.9234,16.0830666667,6.32193333333,7.7456,6.1784,23.3848,8.6898
372.92,6.1184,30.5067333333,20.0658,16.1417333333,6.4304,7.80453333333,6.2832,23.5634666667,8.7654
373.28,6.10753333333,30.5412,20.1059333333,16.1566666667,6.47046666667,7.80406666667,6.31366666667,23.5911333333,8.76233333334
373.64,6.1258,30.6964666667,20.2192666667,16.2648666666,6.542,7.88153333334,6.32773333333,23.6744666667,8.79606666666
374.00,6.05806666667,30.7163333333,20.2609333333,16.2670666667,6.52773333333,7.88806666667,6.30093333333,23.7304666667,8.76020000001
374.37,6.00606666666,30.7434,20.3498666667,16.3033333333,6.42933333333,7.84733333333,6.23753333333,23.721,8.7192
374.73,6.02406666667,30.8360666667,20.4259333333,16.3907333333,6.44773333333,7.92833333333,6.2746,23.7952666667,8.74773333334
375.09,6.01793333333,30.8798,20.4167333333,16.4578,6.43866666667,7.90413333333,6.2054,23.825,8.75206666667
375.45,6.23413333333,31.0900666667,20.5144,16.5968666667,6.58546666667,8.07213333334,6.34166666667,23.9401333333,8.92326666667
375.81,6.229,31.2032,20.5693333333,16.6450666667,6.577,8.09906666667,6.35453333333,23.9658,8.90613333334
376.18,6.26826666667,31.2789333333,20.6438,16.6939333333,6.59473333333,8.12160000001,6.3814,24.0179333333,8.911
376.54,6.26453333333,31.4014,20.6949333333,16.7161333333,6.559,8.07633333334,6.3686,24.0702666667,8.87660000001
376.90,6.2404,31.4186,20.6552,16.7206,6.48793333333,8.00973333333,6.3026,23.9823333333,8.81813333333
377.26,6.31626666667,31.5448,20.7774,16.8048,6.54213333333,8.06480000001,6.3506,24.1471333334,8.88073333334
377.63,6.41506666667,31.6280666667,20.8358666667,16.8298,6.54833333333,8.07106666667,6.40806666667,24.2208,8.94833333333
377.99,6.50233333333,31.747,20.8780666667,16.8777333333,6.57406666667,8.0876,6.46353333333,24.239,8.99846666667
378.35,6.475,31.7989333333,20.8596666667,16.933,6.5598,8.06940000001,6.45753333333,24.2634,8.94066666667
378.71,6.5262,31.9535333334,20.9378,17.0252666667,6.58793333333,8.06560000001,6.47126666667,24.3346,8.94706666667
379.07,6.47633333333,31.9643333333,20.98,17.0073333333,6.55753333333,8.0218,6.45533333333,24.2959333333,8.93979999999
379.44,6.4268,31.9486666667,20.9852666667,17.0128666667,6.52493333333,7.93673333334,6.39,24.2763333334,8.90153333334
379.80,6.52933333333,32.0509333333,21.0642,17.1134,6.54366666667,7.97853333333,6.4376,24.3852666667,8.96526666667
380.16,6.59786666667,32.2827333333,21.1942666667,17.2845333333,6.67006666667,8.06793333333,6.52966666667,24.5486666667,9.0654
380.52,6.6734,32.4286,21.2978,17.3372,6.76913333333,8.1668,6.54373333333,24.6542,9.12173333333
380.88,6.7558,32.5590666667,21.4645333333,17.4614,6.85453333333,8.27506666666,6.63626666667,24.7456,9.1848
381.24,6.86433333333,32.6768666667,21.498,17.5474666667,6.92253333333,8.36819999999,6.7356,24.8074666667,9.238
381.61,6.74106666667,32.7373333333,21.4728666667,17.5001333333,6.8402,8.30839999999,6.6626,24.7363333333,9.1506
381.97,6.6456,32.7170666667,21.4487333333,17.4829333333,6.76806666667,8.25033333333,6.6042,24.7543333333,9.10993333334
382.33,6.69386666666,32.7680666667,21.5093333333,17.4893333333,6.78926666667,8.24453333334,6.60893333333,24.7471333333,9.14106666666
382.69,6.58606666667,32.7898,21.5287333333,17.4441333333,6.72573333333,8.15653333333,6.55906666667,24.6762,9.05673333333
383.05,6.5392,32.8296666667,21.5284666666,17.4359333333,6.68106666667,8.11446666667,6.50753333333,24.6922666667,8.98826666666
383.41,6.41626666666,32.8845333333,21.5219333333,17.3920666667,6.60246666667,8.0662,6.435,24.6878666667,8.86946666667
383.77,6.3986,32.9507333333,21.5548666667,17.4182666667,6.61426666667,8.073,6.4468,24.693,8.84299999999
384.14,6.34046666667,32.8871333333,21.5074,17.3076,6.49413333333,7.9652,6.3264,24.6040666667,8.77039999999
384.50,6.26966666667,32.8928,21.4891333333,17.2773333333,6.43573333333,7.88566666667,6.28173333333,24.5464,8.68346666666
384.86,6.2722,32.9644666667,21.5075333333,17.2943333333,6.42153333333,7.86613333333,6.25733333333,24.6190666667,8.69013333334
385.22,6.19113333333,32.9961333333,21.5816666667,17.3030666667,6.35546666667,7.7756,6.18306666667,24.6281333333,8.61446666666
385.58,6.19906666667,33.049,21.6397333333,17.3574666667,6.3882,7.7744,6.19213333333,24.6735333333,8.61513333333
385.94,6.2446,33.1878,21.7623333333,17.4654666667,6.46426666666,7.85873333333,6.25653333333,24.7826,8.64
386.30,6.20613333334,33.2995333333,21.8408666667,17.5126,6.45333333333,7.82106666667,6.24726666667,24.8611333333,8.63193333333
386.66,6.25906666667,33.3889333333,21.8804666667,17.5517333333,6.48813333334,7.85526666667,6.27706666667,24.9428666667,8.72113333334
387.03,6.38286666667,33.5652666667,22.0234,17.6775333333,6.60753333333,7.96933333334,6.40493333333,25.0767333333,8.82293333333
387.39,6.471,33.6823333333,22.1294666667,17.783,6.66553333333,8.01993333333,6.4816,25.1899333333,8.88819999999
387.75,6.49433333333,33.7351333333,22.1993333333,17.8584666667,6.6982,8.06313333333,6.50906666667,25.2436666667,8.8912
388.11,6.51046666667,33.808,22.2858666667,17.9493333333,6.7346,8.09779999999,6.5674,25.3022666667,8.89726666667
388.47,6.51586666667,33.8646,22.3856666667,18.0072,6.72573333333,8.08833333333,6.5912,25.3608666667,8.92373333334
388.83,6.52433333333,33.9215333333,22.45,18.074,6.77586666667,8.12406666667,6.63246666667,25.3963333333,8.96773333334
389.19,6.6204,34.0218,22.5345333333,18.1906666667,6.90606666667,8.22706666666,6.74193333333,25.4613333333,9.06466666667
389.55,6.72293333333,34.1710666667,22.6773333333,18.3108,7.00626666667,8.34566666667,6.83673333334,25.5846,9.14926666667
389.91,6.75186666667,34.2602666667,22.7029333333,18.412,7.0256,8.3476,6.89073333333,25.5663333333,9.19073333334
390.27,6.78173333334,34.2996,22.7223333333,18.4438666667,7.07086666667,8.38033333333,6.92086666667,25.5582,9.20506666666
390.63,6.8322,34.4424666667,22.8133333333,18.5875333333,7.13493333333,8.44833333333,6.9572,25.6773333333,9.21666666667
391.00,6.84266666667,34.5343333333,22.8698,18.6440666667,7.12726666667,8.42933333332,6.96193333333,25.6884666667,9.19279999999
391.36,6.8976,34.6338,22.9798,18.7128,7.20173333333,8.47306666667,6.9912,25.7199333333,9.25046666667
391.72,6.9582,34.7326666667,23.0488666667,18.7816,7.25993333333,8.47686666667,7.0582,25.7852666667,9.28386666666
392.08,6.98113333333,34.8614,23.1174,18.8360666667,7.2942,8.50046666666,7.07766666667,25.8885333333,9.32853333333
392.44,6.9674,34.9337333333,23.1113333334,18.8726,7.2652,8.49746666667,7.06093333333,25.8882,9.28313333333
392.80,6.96146666667,34.8986,23.0667333333,18.8399333333,7.1908,8.47000000001,7.0232,25.8725333333,9.21946666666
393.16,6.8152,34.8821333333,23.0203333333,18.7610666667,7.00706666667,8.34006666667,6.86173333333,25.8014,9.10046666667
393.52,6.744,34.881,22.9681333333,18.7618,6.92273333333,8.25886666667,6.79626666667,25.7624666667,9.0302
393.88,6.70593333333,34.9199333333,23.0210666667,18.7226,6.866,8.22926666667,6.74213333333,25.8006,8.98886666666
394.24,6.68933333333,34.9788666667,23.072,18.7549333333,6.82453333333,8.21373333333,6.73826666667,25.8370666667,8.9618
394.60,6.5836,34.8865333333,23.0127333333,18.6478666666,6.697,8.08966666667,6.6414,25.7162,8.861
394.96,6.52066666667,34.8768666667,23.0264666667,18.6154666667,6.66766666667,8.0416,6.5888,25.723,8.8412
395.32,6.5172,34.8918666667,23.0271333334,18.6562666667,6.65713333333,8.04553333333,6.6106,25.7604666667,8.85673333334
395.68,6.55586666667,35.0129333333,23.1236,18.7364,6.71446666667,8.10353333333,6.6366,25.8388,8.9222
396.04,6.528,34.9926666667,23.1370666667,18.7590666667,6.68973333333,8.093,6.6426,25.7977333333,8.87873333333
396.40,6.518,35.0335333334,23.1731333333,18.7642,6.69286666667,8.0576,6.6212,25.8257333333,8.88226666667
396.76,6.5024,35.1854666667,23.248,18.8199333333,6.719,8.03026666667,6.5994,25.8677333333,8.90333333333
397.12,6.62773333333,35.3838666667,23.3766,18.9681333333,6.882,8.13186666667,6.73806666667,26.0190666667,9.01086666667
397.48,6.66353333333,35.498,23.4662,19.0432666667,6.95593333333,8.16726666667,6.76486666667,26.1064,9.06353333333
397.84,6.67413333333,35.5172666667,23.4621333333,19.0796666667,6.9928,8.1646,6.75606666667,26.1208666667,9.05633333333
398.20,6.75453333334,35.6455333333,23.5519333333,19.2032666667,7.07106666667,8.25633333333,6.81133333333,26.2104,9.15193333333
398.56,6.91666666667,35.8286,23.7318666667,19.3789333333,7.22873333333,8.39793333333,6.93166666667,26.3591333333,9.29286666666
398.92,6.98113333333,35.9632666667,23.8044,19.4977333333,7.25013333333,8.4484,6.9786,26.4145333333,9.32813333333
399.28,7.03713333334,36.1029333334,23.9128666667,19.592,7.28393333334,8.47073333333,7.02086666667,26.4965333333,9.36300000001
399.64,7.0722,36.1343333333,23.9410666667,19.6086666666,7.3186,8.5116,7.0628,26.4855333334,9.39166666666
400.00,7.156,36.2518,24.0236666666,19.6854666667,7.41826666666,8.57893333333,7.10726666667,26.5718666667,9.46753333333
400.36,7.23506666667,36.3414666667,24.0885333333,19.8067333333,7.51213333333,8.67253333334,7.20246666667,26.636,9.55206666667
400.72,7.221,36.3609333333,24.0839333333,19.8147333333,7.491,8.6638,7.19546666667,26.634,9.49893333333
401.08,7.22346666667,36.3774,24.1182666667,19.83,7.48066666667,8.71093333333,7.21306666667,26.6351333333,9.51006666667
401.44,7.2406,36.4271333333,24.1659333333,19.8388,7.46986666667,8.70446666667,7.22966666667,26.6496666667,9.49273333333
401.80,7.32253333333,36.5506,24.2818666667,19.9398,7.53006666667,8.77986666667,7.32293333333,26.741,9.59646666667
402.16,7.33366666667,36.6305333333,24.3451333333,19.9775333333,7.53153333333,8.76866666667,7.34606666667,26.8034,9.5864
402.52,7.29106666667,36.6484666667,24.2966666667,19.9831333333,7.49113333333,8.75653333333,7.35073333333,26.8107333333,9.55153333333
402.88,7.27366666667,36.6638666667,24.3033333333,19.9788666667,7.50546666667,8.76080000001,7.33493333334,26.8538666667,9.55173333334
403.24,7.22246666667,36.6635333334,24.2944,19.9762,7.46466666667,8.72433333333,7.29366666667,26.8525333333,9.52073333334
403.60,7.1708,36.7342666667,24.3364,20.0058,7.38373333333,8.66713333333,7.21686666667,26.8972666667,9.46673333333
403.95,7.14193333333,36.7321333333,24.3342,20.0068666667,7.33773333333,8.64426666666,7.19733333333,26.8657333333,9.42826666666
404.31,7.131,36.7738,24.3877333334,20.0073333333,7.29373333333,8.61159999999,7.16266666667,26.9113333333,9.402
404.67,7.12333333333,36.7808,24.4577333333,20.0311333333,7.2914,8.59293333334,7.17066666667,26.9390666667,9.40279999999
405.03,7.1496,36.8757333334,24.5286,20.1094666666,7.31113333333,8.58253333333,7.14333333333,26.9907333333,9.42346666667
405.39,7.176,36.9061333334,24.5689333333,20.1642666667,7.3312,8.60666666666,7.16546666667,27.0311333333,9.446
405.75,7.16906666667,36.9704666667,24.6225333333,20.1776666667,7.3418,8.62113333333,7.1372,27.0627333333,9.41926666667
406.11,7.21073333333,37.0254666667,24.6836666667,20.225,7.4128,8.66393333333,7.15013333333,27.0894,9.4684
406.47,7.18933333333,37.05,24.7101333333,20.2102,7.38113333333,8.62826666667,7.10653333333,27.1134,9.44239999999
406.83,7.2382,37.1318,24.7802,20.2746,7.4172,8.662,7.14533333333,27.1578,9.48153333334
407.19,7.29413333333,37.2659333333,24.8692,20.3526666667,7.45833333333,8.71566666667,7.19446666667,27.224,9.51340000001
407.55,7.3258,37.3588666667,24.9358,20.3888,7.49566666667,8.73506666666,7.2338,27.2526666667,9.54973333334
407.90,7.3568,37.4779333333,25.0216,20.4488,7.51226666667,8.73860000001,7.252,27.3196666667,9.58979999999
408.26,7.40173333333,37.6317333334,25.0961333333,20.5272666667,7.55933333333,8.78173333334,7.30773333333,27.4111333333,9.64386666667
408.62,7.5006,37.7792,25.1930666666,20.6677333333,7.63093333333,8.86666666667,7.38586666667,27.4885333333,9.69833333333
408.98,7.4982,37.7922666667,25.1747333333,20.6444666667,7.6094,8.85006666667,7.40953333333,27.4374666667,9.66980000001
409.34,7.53706666666,37.9064666667,25.2446,20.7178666667,7.64986666667,8.87353333334,7.4522,27.507,9.71913333334
409.70,7.53506666667,37.9063333333,25.2436,20.7174666667,7.6138,8.84319999999,7.46033333333,27.4947333333,9.72060000001
410.06,7.4756,37.8823333333,25.2050666667,20.708,7.55046666667,8.78260000001,7.41973333333,27.4613333333,9.65039999999
410.42,7.5028,37.9938666667,25.2940666667,20.7841333333,7.58933333333,8.81726666667,7.4348,27.4671333334,9.67026666667
410.77,7.47173333333,38.0708,25.2930666667,20.8356666667,7.55666666667,8.79633333333,7.41586666667,27.4868666667,9.63239999999
411.13,7.38306666667,38.0263333333,25.2510666667,20.808,7.47286666667,8.69813333334,7.34346666667,27.4320666667,9.53153333334
411.49,7.34613333333,38.0040666667,25.2269333333,20.7841333333,7.46313333333,8.67686666667,7.34406666667,27.4155333333,9.4962
411.85,7.2896,38.008,25.1987333333,20.7508,7.4132,8.62513333334,7.30786666667,27.3976,9.43280000001
412.21,7.19906666667,37.9324666667,25.1591333333,20.704,7.34533333333,8.57293333333,7.2448,27.3010666667,9.35786666667
412.57,7.1398,37.9717333333,25.1626666666,20.6802,7.294,8.52173333333,7.1872,27.3295333333,9.32113333334
412.92,7.15506666667,38.0342,25.1977333333,20.7362666667,7.31786666667,8.53599999999,7.19366666667,27.413,9.32633333333
413.28,7.15766666666,38.0287333334,25.1772,20.7291333333,7.3102,8.53793333334,7.19966666667,27.3938,9.29906666667
413.64,7.24773333333,38.2085333333,25.2984,20.8879333333,7.4206,8.60653333333,7.27413333333,27.5396,9.37813333333
414.00,7.30573333333,38.2912,25.3803333333,20.9714666667,7.48233333333,8.68173333334,7.33006666667,27.6124,9.4478
414.36,7.36686666667,38.3269333333,25.4236666667,20.986,7.53666666667,8.70640000001,7.39673333333,27.6974666667,9.47433333334
414.72,7.42573333333,38.3843333333,25.5278,21.0306666667,7.5966,8.76606666667,7.45106666667,27.741,9.54153333333
415.07,7.52346666667,38.4840666667,25.6256,21.1098666667,7.71306666667,8.87286666667,7.53446666667,27.8225333333,9.65046666667
415.43,7.49186666666,38.4924,25.6186666667,21.1181333333,7.6616,8.83153333333,7.47366666667,27.8125333333,9.61980000001
415.79,7.52753333333,38.5656,25.6920666667,21.2176666667,7.7036,8.8792,7.51066666667,27.8698,9.67859999999
416.15,7.5678,38.6448666667,25.7472666667,21.3118,7.73673333333,8.90186666666,7.51826666667,27.9452,9.72253333333
416.51,7.55966666667,38.6720666667,25.7614,21.314,7.7574,8.89073333334,7.5212,27.9422,9.72220000001
416.86,7.5454,38.6798666667,25.8,21.3341333333,7.76586666667,8.90666666666,7.52753333333,27.9542,9.73413333333
417.22,7.5236,38.7034666667,25.8236666667,21.3653333333,7.76193333333,8.9192,7.52133333333,27.9528,9.73946666667
417.58,7.49753333333,38.6543333333,25.7711333333,21.3090666667,7.7072,8.90220000001,7.50726666667,27.8773333333,9.69286666667
417.94,7.5376,38.7002666667,25.7928,21.3560666667,7.73026666667,8.91513333334,7.5536,27.8934666667,9.70646666667
418.29,7.52026666667,38.6830666667,25.7746666667,21.398,7.71833333333,8.9102,7.5342,27.8378,9.70233333332
418.65,7.50846666667,38.6514,25.7221333333,21.3934,7.71106666667,8.89093333333,7.52466666667,27.8062666667,9.68646666667
419.01,7.46846666667,38.6235333333,25.66,21.3653333333,7.66653333333,8.85606666666,7.48666666667,27.7556666667,9.64266666666
419.37,7.51653333333,38.6494666667,25.7042666667,21.4143333333,7.70733333333,8.90099999999,7.53033333333,27.7805333333,9.67733333333
419.73,7.51986666667,38.6418,25.6930666667,21.4011333333,7.7068,8.89459999999,7.53086666667,27.7561333333,9.6664
420.08,7.5442,38.6602,25.7001333333,21.4052666667,7.72666666667,8.91666666667,7.56446666667,27.7436666667,9.67859999999
420.44,7.56646666667,38.6601333333,25.7104,21.4374,7.7414,8.96493333333,7.60713333334,27.7482666667,9.70406666667
420.80,7.57693333333,38.6635333333,25.7116666667,21.4494666667,7.7422,8.94173333333,7.60393333333,27.7379333333,9.71273333333
421.16,7.5756,38.6566666667,25.7095333333,21.4320666667,7.72226666667,8.92919999999,7.6,27.7112,9.69519999999
421.51,7.5674,38.6630666666,25.7108,21.4541333333,7.72286666667,8.91826666667,7.59633333334,27.7138666667,9.70046666667
421.87,7.53586666667,38.6586666667,25.6909333333,21.4528,7.68773333333,8.89966666667,7.56813333333,27.6964666667,9.69126666667
422.23,7.53586666667,38.6784666667,25.6984,21.4524,7.67866666667,8.91153333333,7.57173333333,27.6990666667,9.69506666666
422.58,7.54506666667,38.7378666667,25.7543333333,21.4834666667,7.67286666667,8.9034,7.56993333333,27.7262,9.69200000001
422.94,7.55993333333,38.7962,25.7948,21.5092,7.6804,8.91546666667,7.5838,27.7506,9.71266666666
423.30,7.5514,38.8171333333,25.7840666667,21.5382,7.678,8.91200000001,7.57506666667,27.7495333333,9.71133333334
423.66,7.5656,38.8543333333,25.7909333333,21.5773333333,7.67613333333,8.9268,7.5848,27.7672,9.71680000001
424.01,7.5778,38.8549333333,25.7965333333,21.5892,7.69093333333,8.93840000001,7.5958,27.7691333334,9.73453333334
424.37,7.5822,38.9099333333,25.8158666667,21.6248,7.68553333333,8.90886666667,7.57526666667,27.7806,9.73933333333
424.73,7.57873333333,38.9728666667,25.8421333333,21.6464,7.68166666667,8.92199999999,7.57626666667,27.8008666667,9.72666666666
425.08,7.56733333333,39.0056666667,25.844,21.6736,7.69133333333,8.91386666666,7.57093333333,27.8192666667,9.73906666666
425.44,7.5504,39.0352666667,25.8609333333,21.6935333333,7.67626666667,8.89053333333,7.5434,27.8082666667,9.71519999999
425.80,7.55306666667,39.076,25.8974666667,21.7088666667,7.68373333333,8.89839999999,7.5358,27.8313333333,9.70780000001
426.16,7.58933333333,39.1544,25.9696,21.7785333333,7.731,8.92646666666,7.5662,27.9083333333,9.74613333333
426.51,7.57533333333,39.1687333333,25.9704,21.7980666667,7.73246666667,8.92673333333,7.561,27.9162,9.7588
