wavelength,Back_SteDiam,Belly_SteDiam,Breast_SteDiam,Crissum_SteDiam,Crown_SteDiam,DorTail_SteDiam,Patch10_SteDiam,Patch11_SteDiam,Patch12_SteDiam,Rump_SteDiam,Throat_SteDiam,WingTip_SteDiam
375.45,29.9053333333,25.6520666667,30.5899333333,12.9848,78.9537333333,4.94986666667,65.5413333334,6.10013333333,1.45833333333,42.4289333333,19.8765333333,5.9438
375.81,29.9470666667,25.7266,30.7232,13.0759333333,79.0304666667,5.09586666666,65.6886,6.18326666667,1.50446666667,42.4872666667,19.9150666667,5.998
376.18,29.8911333333,25.6844666667,30.7014666667,13.1976,78.823,5.2176,65.4583333333,6.3034,1.666,42.3975333333,19.9309333333,6.11853333333
376.54,29.7753333333,25.6468,30.6519333333,13.1615333333,78.7180666667,5.17506666667,65.3331333333,6.22653333334,1.5906,42.2913333333,19.8169333333,6.06033333333
376.90,29.602,25.4868666666,30.5518666667,13.0431333333,78.5966,5.0492,65.2267333333,6.09113333333,1.42566666667,42.2676666667,19.6233333333,5.91033333333
377.26,29.645,25.5378,30.5651333333,13.0916,78.7904666667,5.03206666667,65.3504666667,6.1198,1.4188,42.4317333333,19.6698,6.02186666667
377.63,29.7386,25.5958,30.6184,13.2001333333,78.8958,5.1172,65.3966,6.2686,1.50986666667,42.5502,19.7444,6.13073333333
377.99,29.5359333333,25.4409333333,30.4288666667,13.0746,78.6512,5.00233333333,65.1001333333,6.18233333333,1.37626666667,42.4058,19.5783333333,6.0014
378.35,29.5560666667,25.4570666667,30.4636,13.1122666667,78.8018,4.9928,65.1882,6.2228,1.34746666667,42.3996,19.6076,5.97366666667
378.71,29.5612666667,25.4694666667,30.5315333333,13.1525333333,78.9791333333,5.02053333334,65.2503333333,6.2048,1.33873333334,42.52,19.5818666667,5.9404
379.07,29.6948666667,25.5834,30.6471333333,13.2982666667,79.0657333333,5.18666666667,65.2713333333,6.33126666667,1.5228,42.6008,19.6706666667,6.04526666666
379.44,29.5105333333,25.4382666667,30.5438,13.2230666667,78.9862666667,5.1114,65.0911333333,6.26366666667,1.47253333333,42.4900666667,19.5269333333,5.95313333333
379.80,29.4724666667,25.4457333333,30.5377333333,13.2532,79.1035333333,5.1082,65.0970666667,6.2964,1.482,42.5322,19.5035333333,5.96686666667
380.16,29.6080666667,25.5735333333,30.6976666667,13.3578,79.2761333333,5.18413333333,65.2854666667,6.41866666667,1.59673333333,42.6823333333,19.6631333333,6.10866666667
380.52,29.5413333333,25.561,30.6736,13.3554666667,79.4162,5.1502,65.3349333333,6.39353333333,1.57393333333,42.7547333333,19.6693333333,6.06813333333
380.88,29.5137333333,25.5981333333,30.6944666667,13.4150666666,79.541,5.23193333333,65.3997333333,6.42213333333,1.64406666667,42.7294,19.7088666667,6.142
381.24,29.4822,25.5993333333,30.7214666666,13.4541333333,79.584,5.4216,65.392,6.4888,1.83746666667,42.6859333333,19.7533333333,6.18233333333
381.61,29.5130666667,25.6375333333,30.7534666667,13.4926666667,79.7702666667,5.501,65.4930666667,6.52933333333,1.897,42.788,19.8144666667,6.2434
381.97,29.4926,25.6503333333,30.7843333333,13.5195333333,79.8980666667,5.5514,65.5912666667,6.56973333333,1.94106666667,42.8364666667,19.8166,6.2606
382.33,29.4570666667,25.6886,30.8144666667,13.6201333333,79.8194,5.66093333333,65.543,6.63493333333,2.0818,42.8938,19.8442666667,6.39986666667
382.69,29.3390666667,25.6167333333,30.739,13.5884,79.8370666667,5.70786666667,65.4526,6.71,2.08473333333,42.7923333333,19.8296,6.38433333333
383.05,29.2405333333,25.5913333334,30.7315333333,13.5472666667,79.9578666667,5.6982,65.483,6.7214,2.03913333333,42.7823333333,19.8075333333,6.4214
383.41,29.2457333333,25.608,30.7456666666,13.5592666667,79.9862,5.69973333333,65.5606666667,6.7378,2.08093333333,42.8174666667,19.8419333333,6.44333333333
383.77,29.0972666667,25.5077333333,30.6612,13.4681333333,79.8859333333,5.67226666667,65.4129333333,6.67326666667,2.04526666667,42.7572,19.7622666667,6.40373333333
384.14,28.9826666667,25.4008666667,30.5541333333,13.332,80.0888,5.5234,65.4493333333,6.51806666667,1.89293333333,42.7193333333,19.5802666667,6.21433333333
384.50,28.9896666667,25.4496,30.6139333333,13.4363333333,80.1073333333,5.6134,65.5193333333,6.6446,1.99233333333,42.7836666667,19.6624666667,6.3398
384.86,29.0486,25.5234,30.6178,13.4972,80.1158,5.71053333333,65.4747333333,6.7714,2.10233333333,42.8798666667,19.7093333333,6.45546666667
385.22,28.9113333333,25.4324,30.5468666667,13.4282,80.0943333333,5.60266666667,65.4252,6.68073333333,1.95406666667,42.8096666667,19.5847333333,6.36686666667
385.58,28.7162,25.2716,30.4618666667,13.3052,80.107,5.47533333333,65.3820666667,6.52233333333,1.82926666667,42.6772666667,19.4377333334,6.2348
385.94,28.6854,25.2541333333,30.4826,13.3381333333,80.2564666667,5.46946666667,65.4121333333,6.48773333333,1.83073333333,42.6915333333,19.4256,6.2588
386.30,28.6528,25.2236666667,30.48,13.3065333333,80.4866666667,5.38806666667,65.5292666667,6.45046666667,1.72906666667,42.7536,19.3541333333,6.15326666667
386.66,28.5645333333,25.1517333333,30.4234666667,13.2571333333,80.4702666667,5.31,65.5309333333,6.3304,1.6562,42.7025333333,19.2365333333,6.06993333333
387.03,28.5198666667,25.1484,30.3952,13.2922666667,80.5002,5.31906666667,65.5681333333,6.3402,1.66406666667,42.7508,19.2120666667,6.05766666667
387.39,28.5400666667,25.1892666667,30.4735333333,13.3537333333,80.7028,5.41206666667,65.7002666667,6.3896,1.68446666667,42.8578,19.2302,6.0822
387.75,28.5889333333,25.2845333333,30.5483333333,13.4838,80.9481333333,5.46353333333,65.8266,6.4762,1.76773333333,42.9720666667,19.3168,6.1484
388.11,28.5188666667,25.2742,30.5454,13.5853333333,80.8872666667,5.55826666667,65.8402666667,6.55846666667,1.8476,42.9662,19.3664666667,6.23113333333
388.47,28.4228,25.2133333333,30.4532666667,13.5050666667,81.0135333333,5.50366666667,65.8599333333,6.464,1.77786666667,42.9304666667,19.2475333333,6.13813333334
388.83,28.2380666666,25.0750666667,30.3956666667,13.4186,81.1190666667,5.41053333333,65.8757333334,6.34593333333,1.68133333333,42.8392,19.1560666667,5.99746666667
389.19,28.2384,25.11,30.3976,13.4351333333,81.3392,5.3872,65.9426,6.34626666667,1.69906666667,42.9369333333,19.1862,6.0106
389.55,28.1131333333,25.077,30.3364666667,13.4012,81.3404666667,5.3506,65.8815333333,6.33573333333,1.68013333333,42.9018666667,19.1242666667,5.9736
389.91,28.024,25.0582666667,30.2772,13.3596,81.4066,5.30713333333,66.0060666667,6.323,1.65073333333,42.917,19.0853333333,5.94313333333
390.27,27.8080666667,24.9145333333,30.1584666667,13.2344,81.3692,5.19413333333,65.9586,6.17126666667,1.5288,42.7679333333,18.9440666667,5.84613333333
390.63,27.7628,24.9455333333,30.1657333333,13.2560666667,81.4705333333,5.2294,65.97,6.23686666667,1.56213333333,42.7794,18.9594,5.91406666667
391.00,27.7255333333,24.9362,30.1724666667,13.3072,81.5136666667,5.28113333333,66.0012,6.2906,1.61966666667,42.7921333333,18.9726666667,5.97966666667
391.36,27.4988666667,24.7608,29.9527333333,13.1542,81.5671333333,5.06513333333,65.9378666667,6.12073333333,1.44613333333,42.6637333333,18.8099333333,5.82526666667
391.72,27.3818,24.6898,29.8884,13.0899333333,81.5641333333,5.0534,65.9214666667,6.08146666667,1.38706666667,42.5779333333,18.7750666667,5.79566666667
392.08,27.2407333333,24.6638,29.8203333333,13.0062,81.616,4.9834,65.8901333333,6.01106666667,1.274,42.5743333333,18.7108,5.74926666667
392.44,27.1541333333,24.6224,29.8035333333,12.9866,81.6226666667,4.97493333333,65.8374666667,6.0028,1.28193333333,42.5442,18.6624666667,5.73146666667
392.80,27.0815333333,24.6270666667,29.7962,12.978,81.7455333333,4.94433333333,65.9619333333,5.98266666667,1.2446,42.557,18.6276666667,5.73193333333
393.16,27.0140666667,24.5852666667,29.7997333333,12.9928666667,81.7419333333,4.99166666667,65.9846666667,6.02213333333,1.26206666667,42.5166,18.5976,5.7422
393.52,27.0362,24.6636,29.8665333333,13.1183333333,81.8486,5.13786666667,66.1072666667,6.15006666667,1.39246666667,42.6028,18.6719333333,5.87733333333
393.88,26.9946,24.6684666667,29.8986,13.1982,81.9346,5.20453333333,66.1039333334,6.17413333333,1.468,42.6578666667,18.7089333333,5.91953333333
394.24,26.969,24.6796,29.8676,13.1888,82.0712,5.22993333333,66.1658,6.2038,1.5,42.7212666667,18.7372,5.93593333333
394.60,26.8346666667,24.6018666667,29.7844,13.1328666667,82.1189333334,5.1636,66.1747333333,6.10813333333,1.46493333333,42.7053333333,18.6704,5.87926666667
394.96,26.655,24.4495333333,29.6764666667,13.0302666667,82.1610666667,5.04833333333,66.1300666667,5.98713333333,1.34173333333,42.626,18.5785333333,5.76266666667
395.32,26.5662,24.3973333333,29.6678,13.0276666667,82.1190666667,5.09606666667,66.0508666667,6.0152,1.33893333333,42.5457333333,18.5408,5.8002
395.68,26.4886,24.341,29.6451333333,13.0004666667,82.2067333333,5.0522,66.0648,5.9652,1.3322,42.5597333333,18.469,5.77246666667
396.04,26.5145333333,24.3069333333,29.6628,13.0340666667,82.3078666667,5.12233333333,66.1743333333,6.0168,1.44,42.5730666667,18.4618666667,5.8222
396.40,26.4068,24.2272,29.5832,13.0218,82.374,5.07493333333,66.2454,5.9618,1.41566666667,42.5342,18.4180666667,5.81673333333
396.76,26.3001333334,24.0982666666,29.485,12.9830666667,82.3401333333,5.03613333333,66.1916,5.93806666667,1.39386666667,42.5437333333,18.3576,5.80826666667
397.12,26.2058666667,24.0426666667,29.4273333333,12.9464666667,82.4403333333,4.98266666666,66.2988666667,5.90173333333,1.35326666667,42.5816666667,18.3047333333,5.77
397.48,26.1102666667,23.9848666667,29.3628666667,12.8978,82.6100666667,4.90326666667,66.3499333333,5.86333333333,1.28686666667,42.6140666667,18.2848,5.74033333333
397.84,26.0660666667,23.9631333333,29.3206666667,12.8822666667,82.6616666667,4.91886666667,66.3579333333,5.87953333333,1.2782,42.5694666667,18.2403333333,5.75273333333
398.20,25.9774666667,23.9233333333,29.2634666667,12.9075333333,82.5474666667,4.9716,66.2522666667,5.89653333333,1.33426666666,42.524,18.1646666667,5.80646666667
398.56,25.9843333333,23.9532,29.3112,12.9672666667,82.7038,5.0336,66.3956,5.95786666667,1.40866666667,42.6335333333,18.2004666666,5.86653333333
398.92,25.9066666667,23.9499333333,29.2348,12.9692,82.6710666667,5.05213333333,66.3223333333,5.99686666667,1.49786666667,42.6082666667,18.1568666667,5.9202
399.28,25.8928,24.0167333333,29.26,12.9959333333,82.8998666666,5.11933333333,66.4866,6.05453333333,1.56913333333,42.7901333333,18.2058666667,5.97826666667
399.64,25.8157333333,23.9887333333,29.2138,12.9879333333,82.9967333333,5.136,66.6093333333,6.0782,1.5648,42.8497333333,18.1597333333,6.00426666667
400.00,25.6417333333,23.871,29.1328,12.9247333333,83.058,5.0438,66.5988666667,5.98593333333,1.4868,42.8564666667,18.0650666667,5.92913333333
400.36,25.5887333333,23.8742,29.1271333333,12.9478666667,83.2138666667,5.09453333333,66.6511333333,6.02213333333,1.50433333333,42.9350666667,18.0603333333,5.94386666667
400.72,25.6404,24.0044,29.223,13.0719333333,83.3946,5.2534,66.8008666667,6.13746666667,1.66633333333,43.0340666667,18.1674,6.09886666667
401.08,25.4903333333,23.8863333333,29.1313333333,13.0092,83.4257333333,5.22173333333,66.6984666666,6.0768,1.62606666667,42.9226666667,18.0930666667,6.06453333333
401.44,25.4948666667,23.9154666667,29.1415333333,13.0642666666,83.56,5.3334,66.8713333333,6.11773333333,1.69753333333,43.011,18.0460666667,6.10213333334
401.80,25.3544,23.8502,29.1008,12.9762,83.6195333333,5.2984,66.9568,6.0996,1.6786,42.9740666667,17.9706666667,6.07926666667
402.16,25.2747333333,23.7375333333,29.0476,12.8986666667,83.7934,5.2164,67.1450666667,6.06586666667,1.6058,42.9482666667,17.909,6.02293333333
402.52,25.2991333333,23.7672666667,29.0941333333,12.9852,83.8912,5.34526666666,67.2830666667,6.18213333334,1.70146666667,42.9648,17.976,6.16713333334
402.88,25.2986,23.8136666667,29.1409333333,13.0367333334,84.1717333333,5.40093333333,67.5496,6.22146666667,1.69493333333,43.0781333333,18.0124666667,6.199
403.24,25.2224666667,23.7913333333,29.0764,13.0701333333,84.1309333333,5.44833333333,67.613,6.2522,1.74206666667,42.9728,17.9857333333,6.25706666667
403.60,25.2050666667,23.7585333333,29.0722666667,13.1046666667,84.1585333333,5.49013333333,67.6328666667,6.28026666667,1.80706666667,42.9374666667,17.9872666667,6.3012
403.95,25.1116666667,23.711,28.9872,13.0620666667,84.1922,5.494,67.6207333333,6.28426666667,1.80426666667,42.8465333333,17.9428,6.30426666667
404.31,25.054,23.6686666667,28.9426,13.0198666667,84.226,5.48046666667,67.7033333333,6.2844,1.84513333333,42.796,17.9217333334,6.32766666667
404.67,24.9152666667,23.5189333333,28.7936666667,12.9176,84.2106,5.39906666667,67.6054666667,6.22073333333,1.791,42.6553333333,17.8123333333,6.23733333333
405.03,24.8914,23.5206,28.7594,12.9484,84.2368666667,5.45673333333,67.6646,6.2854,1.84586666667,42.671,17.8318666667,6.3066
405.39,24.7800666667,23.3909333333,28.6625333333,12.8800666667,84.1276,5.3822,67.5501333333,6.26273333333,1.80693333333,42.5294666667,17.7808666667,6.31413333333
405.75,24.7429333333,23.3380666667,28.5896,12.907,84.1857333333,5.42726666667,67.5277333333,6.27893333333,1.8368,42.4792,17.783,6.3646
406.11,24.6911333333,23.342,28.5501333333,12.9564666667,84.2276666667,5.50906666667,67.5386,6.33633333333,1.92393333333,42.4777333333,17.8,6.451
406.47,24.4984666667,23.1875333333,28.3614,12.8284,84.1329333333,5.3912,67.397,6.22826666667,1.81813333333,42.3492666667,17.6382666667,6.31893333333
406.83,24.37,23.0533333333,28.2370666667,12.7487333333,83.996,5.3828,67.2790666667,6.1856,1.81086666667,42.2059333333,17.5376666667,6.27953333333
407.19,24.252,22.9476666667,28.1609333333,12.6631333333,84.0239333333,5.309,67.2516666667,6.11053333333,1.76713333333,42.1672666667,17.4447333333,6.197
407.55,24.1152666667,22.8908666667,28.0596,12.5992,84.0231333333,5.29693333333,67.1940666667,6.112,1.77873333333,42.0692666667,17.3914,6.18533333333
407.90,24.0365333333,22.8515333334,27.9792,12.5975333333,83.9637333333,5.31506666667,67.1482666667,6.1358,1.81406666667,41.9910666667,17.3554666667,6.2142
408.26,23.9092666667,22.7364,27.8541333333,12.5378666667,83.9522,5.32293333333,67.0735333333,6.09286666667,1.75,41.8662,17.2524,6.17473333333
408.62,23.8344666667,22.715,27.826,12.5755333333,83.9972,5.3564,67.1490666667,6.1344,1.79646666667,41.8543333333,17.2287333333,6.2096
408.98,23.7719333333,22.6992666666,27.7776666667,12.5648666667,84.0606666667,5.33213333333,67.1918666667,6.1442,1.80273333333,41.7978666667,17.1693333333,6.2018
409.34,23.6265333333,22.6279333333,27.6631333333,12.51,84.0072,5.3212,67.1739333333,6.09526666667,1.81386666667,41.6816,17.1000666667,6.14126666667
409.70,23.5365333333,22.5784,27.5852666667,12.4930666667,84.0416666667,5.30986666667,67.1918,6.11213333333,1.832,41.6451333333,17.0493333333,6.1544
410.06,23.4748,22.5672,27.591,12.5162,84.1522666667,5.3552,67.2146,6.15733333333,1.86686666666,41.6256,17.0436666667,6.18986666667
410.42,23.3599333333,22.4944,27.4782666667,12.467,84.0996,5.34393333333,67.1608,6.1492,1.8736,41.4930666667,16.9920666667,6.21526666667
410.77,23.2702,22.4544,27.4318666667,12.4188666667,84.154,5.32973333333,67.1952,6.16786666667,1.88426666667,41.435,16.9602666667,6.23633333333
411.13,23.2554666667,22.4476666667,27.3589333333,12.4701333333,84.1034666667,5.41033333333,67.1442,6.25673333333,2.00713333334,41.3784,16.9845333334,6.33073333333
411.49,23.1943333333,22.3892,27.2936,12.4580666667,84.1046666667,5.4014,67.1394666667,6.23553333333,1.98433333333,41.3402,16.9484,6.30313333333
411.85,23.1259333333,22.3395333333,27.2494,12.4453333334,84.1782,5.4228,67.1545333333,6.24866666667,2.0144,41.2992,16.9208666667,6.31533333333
412.21,23.0457333334,22.31,27.1731333333,12.4207333333,84.1909333333,5.4088,67.1321333333,6.2804,2.04593333333,41.25,16.8761333333,6.3194
412.57,22.8923333333,22.2142,27.0251333333,12.3188666667,84.061,5.3574,66.9964,6.22986666667,2.0104,41.0499333333,16.7512666667,6.28366666666
412.92,22.825,22.1659333333,26.9912,12.3276,84.0522,5.41906666667,66.9926666667,6.27166666667,2.09286666667,40.9854666667,16.7414,6.35666666667
413.28,22.7438666667,22.1026,26.8876666667,12.2962,84.0859333333,5.41173333333,66.9436,6.26686666667,2.09633333333,40.8972,16.6858,6.3602
413.64,22.6368,22.0028666667,26.7726666667,12.2616,83.8993333333,5.40953333333,66.789,6.25253333333,2.12486666667,40.72,16.6117333333,6.35286666667
414.00,22.5304,21.9038666667,26.6258666667,12.197,83.6660666667,5.4096,66.6356666667,6.24346666666,2.11866666667,40.5466,16.5166666667,6.32333333333
414.36,22.4571333333,21.8596,26.5859333333,12.1994666667,83.6692666667,5.42166666667,66.678,6.2612,2.158,40.4733333333,16.4809333334,6.30993333333
414.72,22.398,21.8108,26.5244,12.2222,83.7266,5.43486666667,66.7414666666,6.2568,2.18013333333,40.3995333333,16.4382666667,6.3092
415.07,22.3021333333,21.7319333334,26.4894,12.2114,83.7271333333,5.4262,66.7257333333,6.2508,2.13486666667,40.2388,16.3906,6.29846666667
415.43,22.2012,21.6686666667,26.3604,12.2032,83.613,5.4478,66.6619333334,6.26593333333,2.1588,40.0342,16.3360666667,6.3314
415.79,22.1126666667,21.6092,26.2617333333,12.1985333333,83.5374666667,5.4558,66.6098666666,6.2664,2.16493333333,39.877,16.2857333333,6.35226666667
416.15,22.0429333333,21.5646666667,26.1858666667,12.2232,83.4577333333,5.47766666667,66.5406,6.30006666666,2.19373333333,39.7448,16.273,6.40286666667
416.51,21.9829333333,21.5142,26.1224,12.2154,83.4922666667,5.4934,66.5586,6.31633333334,2.17813333333,39.652,16.2649333334,6.39693333333
416.86,21.9131333333,21.4447333333,26.0452,12.204,83.4998,5.4898,66.5376666667,6.31853333333,2.15926666667,39.509,16.2019333333,6.36086666667
417.22,21.8784666667,21.4280666667,26.0301333333,12.2203333333,83.4478,5.54833333334,66.5116666667,6.39233333333,2.1874,39.401,16.1808,6.416
417.58,21.7904,21.3757333333,25.9212,12.1959333333,83.3172666667,5.568,66.4212666667,6.4244,2.18913333333,39.2319333333,16.1446666667,6.43353333333
417.94,21.6772,21.3076666667,25.8194,12.1668,83.3440666667,5.51873333333,66.4076666667,6.3924,2.1676,39.0834,16.0896,6.41066666667
418.29,21.5706,21.1982666666,25.6987333333,12.1176666667,83.2449333333,5.4916,66.2302,6.37146666667,2.14493333333,38.8668666667,15.9854,6.3684
418.65,21.4831333333,21.1352,25.6022666667,12.1018,83.1262,5.50546666667,66.0958666667,6.39613333333,2.13586666667,38.7023333333,15.9287333333,6.38113333333
419.01,21.3788666667,21.0528666667,25.4652666667,12.0508,83.0189333333,5.50813333333,65.9799333333,6.39466666667,2.1418,38.5424,15.8379333333,6.3662
419.37,21.2890666667,20.9610666667,25.3855333333,11.9856,83.0654,5.4768,65.9433333333,6.37146666667,2.10606666667,38.4239333334,15.7714666667,6.32253333333
419.73,21.2428,20.9024,25.3032666667,11.9503333333,83.0492666667,5.47386666667,65.9121333333,6.36533333333,2.08513333333,38.3147333333,15.7326666667,6.30986666667
420.08,21.2092666667,20.8722,25.2626666667,11.9705333333,83.0058666667,5.5306,65.8546666667,6.41546666667,2.14213333333,38.1915333333,15.7162,6.34533333334
420.44,21.1568666667,20.8169333333,25.1887333333,11.9623333333,82.9068666666,5.555,65.7450666667,6.42966666667,2.1852,38.0640666667,15.6771333333,6.37513333333
420.80,21.0595333333,20.7338666667,25.0648,11.9207333333,82.7718666667,5.55586666667,65.6157333333,6.42033333333,2.1792,37.8967333333,15.6232666666,6.3826
421.16,20.9516,20.6209333333,24.9459333333,11.8688,82.7272666666,5.4976,65.5336,6.38433333333,2.14793333333,37.7285333333,15.5350666667,6.34033333333
421.51,20.8759333333,20.5286,24.8506,11.8439333333,82.7133333333,5.48573333333,65.4938666667,6.35886666667,2.13673333333,37.6240666667,15.4754666667,6.31053333333
421.87,20.8395333333,20.4768,24.7852,11.8358666667,82.6525333333,5.52653333333,65.3960666667,6.38786666667,2.17226666667,37.5108666667,15.4511333333,6.34146666667
422.23,20.7744666667,20.4246,24.7026666667,11.8263333333,82.6098666667,5.5524,65.3246,6.4176,2.18233333333,37.4131333333,15.4380666667,6.365
422.58,20.6894,20.3300666667,24.6004,11.7924666667,82.569,5.52193333334,65.2641333333,6.4042,2.16706666667,37.2849333333,15.3762,6.34113333333
422.94,20.6274666667,20.2584666667,24.5206,11.7687333333,82.5406666667,5.51713333334,65.1841333333,6.3996,2.16386666667,37.1773333333,15.3415333333,6.3342
423.30,20.5452666667,20.1928666667,24.4188666667,11.7492666667,82.4322666667,5.49806666666,65.0924666667,6.39246666667,2.157,37.0528666667,15.2714,6.32853333333
423.66,20.4750666667,20.1404666667,24.3384666667,11.7308666667,82.3562666667,5.49166666667,64.9982,6.41013333333,2.1708,36.9536666666,15.2331333333,6.33326666666
424.01,20.3847333333,20.0626,24.2352666667,11.6637333333,82.3474666667,5.44153333333,64.9262666667,6.35866666667,2.13113333333,36.8478666667,15.1564,6.2856
424.37,20.3054,19.9942,24.1426,11.6408666667,82.3072666667,5.42146666667,64.8524,6.3474,2.1064,36.7400666667,15.1029333333,6.26486666667
424.73,20.2532666667,19.9428666666,24.0832,11.6168666667,82.3022,5.41093333333,64.7813333333,6.3428,2.107,36.6779333333,15.0663333333,6.25553333333
425.08,20.1972,19.8992666667,23.9960666667,11.6118,82.2012,5.44153333333,64.6444,6.34926666667,2.13433333333,36.5904666667,15.0496,6.26726666667
425.44,20.1441333333,19.8785333333,23.9450666667,11.5991333333,82.207,5.44706666667,64.5756666666,6.3572,2.13986666667,36.5286666667,15.0141333333,6.27966666667
425.80,20.0322666667,19.7764,23.8107333333,11.5602666667,82.0294666667,5.4048,64.3593333333,6.3268,2.10506666667,36.3708666667,14.9315333333,6.24206666667
426.16,20.0092,19.7619333333,23.7596666667,11.594,81.9719333333,5.44413333333,64.3077333333,6.3668,2.1606,36.3322666667,14.9217333333,6.29813333333
426.51,19.9505333333,19.711,23.6728666667,11.5745333333,81.847,5.46513333333,64.1218,6.3694,2.19206666667,36.2304666667,14.8755333333,6.3136
426.87,19.8904,19.6783333333,23.5980666667,11.5778,81.7465333333,5.47146666667,64.0024666667,6.38573333333,2.21486666667,36.1332666667,14.854,6.33493333333
427.23,19.8230666666,19.5991333333,23.4872,11.5786666667,81.6237333333,5.49086666667,63.8112,6.4056,2.23726666667,36.028,14.8235333333,6.35746666667
427.58,19.7127333333,19.4832,23.3471333333,11.5589333333,81.4532666667,5.47106666667,63.5737333333,6.37086666667,2.23433333333,35.8516,14.7346,6.32933333333
427.94,19.595,19.365,23.2106,11.5349333333,81.2445333333,5.4646,63.3525333333,6.37,2.217,35.6823333333,14.6584666667,6.29613333333
428.30,19.5398,19.3214666667,23.1242666667,11.5311333333,81.1792666667,5.50393333333,63.2064666667,6.40366666667,2.25973333333,35.579,14.6389333333,6.32506666667
428.65,19.4494,19.2280666667,22.9871333333,11.5128666667,81.0326,5.48873333333,63.0404666667,6.38953333333,2.26166666667,35.4208666667,14.5751333334,6.31406666667
429.01,19.3547333333,19.1450666667,22.8763333333,11.4650666667,80.9621333333,5.4702,62.9058,6.37793333333,2.23673333333,35.2938666667,14.5068,6.28253333333
429.37,19.2353333333,19.0114,22.7217333333,11.4206666667,80.756,5.43413333333,62.6511333333,6.35333333333,2.22413333333,35.0868,14.4282666667,6.2486
429.72,19.1569333333,18.9487333333,22.6416666667,11.3894666667,80.6975333333,5.4408,62.6114,6.3476,2.2278,34.9968,14.3904666667,6.253
430.08,19.0299333333,18.8334666667,22.491,11.3108,80.5463333333,5.40373333333,62.3948666667,6.2768,2.1672,34.7890666667,14.2835333333,6.20473333333
430.44,18.9376,18.7753333333,22.3808666667,11.2794,80.4514,5.3978,62.2849333333,6.25993333333,2.15206666667,34.6495333333,14.2390666667,6.2012
430.79,18.8085333333,18.6334666667,22.2214666667,11.2178666667,80.2050666667,5.36453333333,62.0418666667,6.22386666667,2.10653333333,34.4637333333,14.135,6.16386666667
431.15,18.7848666667,18.6189333333,22.2037333333,11.2324,80.1538666667,5.41206666667,61.9898,6.25913333333,2.16153333333,34.3934666667,14.1210666667,6.20766666667
431.50,18.7680666667,18.6006666667,22.1624666667,11.249,80.0576,5.47253333333,61.8918,6.31993333333,2.2228,34.3186,14.1265333333,6.27246666667
431.86,18.7172666667,18.5442666666,22.0841333333,11.2514,79.9364666667,5.47713333333,61.7551333333,6.32186666666,2.2472,34.2248666667,14.1044666667,6.3252
432.22,18.6389333333,18.4484,21.9872666667,11.2241333333,79.7496666667,5.47146666667,61.5838,6.31013333333,2.23466666667,34.0771333333,14.0254,6.3162
432.57,18.584,18.3952666667,21.9046666667,11.1948,79.6437333333,5.47826666667,61.4271333333,6.30626666667,2.2136,33.9838,13.9817333333,6.32006666667
432.93,18.5302,18.3548,21.8372,11.2194666666,79.4702666667,5.50273333333,61.2422,6.3312,2.24486666667,33.8772,13.9425333333,6.36246666667
433.29,18.4956,18.3276666667,21.787,11.2206,79.3958,5.5302,61.1473333333,6.3512,2.2504,33.8055333333,13.9158,6.39113333333
433.64,18.4576,18.2704666667,21.7121333333,11.2161333334,79.3092,5.5406,60.9858666667,6.35666666667,2.2558,33.7018,13.8877333333,6.4056
434.00,18.3737333334,18.1792,21.6011333333,11.1648,79.2037333333,5.49093333333,60.8162666667,6.3172,2.2106,33.5920666667,13.8274,6.362
434.35,18.3125333333,18.1038666667,21.5024,11.1483333334,79.0490666667,5.4744,60.6055333333,6.31086666667,2.20426666667,33.4706,13.7768,6.3586
434.71,18.3263333333,18.1197333333,21.4952,11.1975333333,79.095,5.53213333333,60.5688666667,6.3584,2.26826666667,33.4469333333,13.7971333333,6.4106
435.07,18.2284666667,18.031,21.3706666667,11.1766666667,78.9496,5.50906666667,60.3424,6.33826666667,2.2452,33.2915333333,13.7329333333,6.38713333333
435.42,18.0904,17.9084666667,21.2199333333,11.0974666667,78.8072666667,5.46366666667,60.1181333333,6.27753333333,2.17986666667,33.1052666667,13.6388,6.33066666667
435.78,18.0301333333,17.8772666667,21.1446,11.0924,78.6878,5.50326666667,59.9349333333,6.30033333333,2.18673333334,32.9870666667,13.6056666667,6.34313333333
436.13,17.9748666667,17.8548666667,21.0728,11.0928,78.5752,5.53673333333,59.7426666667,6.32866666667,2.20553333333,32.8978,13.5949333333,6.37586666667
436.49,17.8880666667,17.7866,20.9859333333,11.0772,78.4408,5.53266666667,59.562,6.33326666667,2.20646666667,32.7739333333,13.5356666667,6.38013333333
436.84,17.8127333334,17.7002,20.8832,11.0276666667,78.3283333333,5.51806666667,59.3944666667,6.304,2.17346666667,32.6360666667,13.4810666667,6.36573333333
437.20,17.722,17.6307333333,20.7607333333,10.9856,78.1522666667,5.51033333333,59.1472666667,6.277,2.16706666667,32.4591333333,13.4170666667,6.37
437.56,17.64,17.5975333333,20.6499333333,10.9602666666,77.9463333333,5.5246,58.9090666667,6.29313333334,2.18486666667,32.2887333334,13.3658666667,6.38146666667
437.91,17.631,17.6093333333,20.6244666667,11.0076666667,77.8814666667,5.5994,58.794,6.37353333333,2.2736,32.197,13.3606,6.45386666667
