wavelength,Back_ChlPhof,Belly_ChlPhof,Breast_ChlPhof,Crissum_ChlPhof,Crown_ChlPhof,DorTail_ChlPhof,Patch10_ChlPhof,Patch11_ChlPhof,Patch12_ChlPhof,Rump_ChlPhof,Throat_ChlPhof,WingTip_ChlPhof
337.94,1.66633333333,6.2324,5.84746666667,6.2124,1.34906666667,2.9168,47.2042,35.9466666667,0.230999999999,4.0656,5.61966666667,1.91106666667
338.31,1.85006666667,6.32053333333,5.89626666667,6.25933333333,1.34626666667,3.07986666667,47.2778,36.0854666667,0.343066666668,4.20846666667,5.67273333333,2.01386666667
338.67,2.07433333333,6.46393333333,6.02033333333,6.47313333333,1.53933333333,3.4826,47.4668666667,36.3436,0.569933333334,4.38793333333,5.79473333333,2.31973333333
339.04,2.40233333333,6.69393333334,6.3358,6.70606666666,1.84093333333,3.8456,47.7912,36.6962666667,1.0198,4.65426666667,6.08086666667,2.65113333333
339.40,2.322,6.63193333333,6.18626666667,6.61993333334,1.81726666667,3.83113333333,47.9054666667,36.8744,1.03013333334,4.58646666667,6.1108,2.6618
339.77,2.38666666667,6.61693333333,6.18513333333,6.65606666667,1.78493333333,3.84493333333,48.003,36.9932666667,1.091,4.60493333333,6.13846666667,2.7192
340.14,2.6176,6.69786666666,6.398,6.88793333334,2.03713333333,4.03713333333,48.0698,37.1150666667,1.36593333333,4.766,6.2122,2.97546666667
340.50,2.69333333333,6.81373333333,6.51393333333,7.05593333333,2.09093333333,4.08346666667,48.1625333333,37.2536666667,1.47973333333,4.8814,6.34626666667,3.1988
340.87,2.58973333333,6.6202,6.3756,6.88946666666,1.9336,3.9472,48.0736,37.1002666667,1.40406666667,4.78546666667,6.14573333333,3.1412
341.23,2.28193333333,6.3162,6.133,6.60626666667,1.65153333333,3.68826666667,47.9922666667,36.9060666667,1.1712,4.4958,5.9122,2.88193333333
341.60,2.27146666667,6.32113333333,6.06946666667,6.48446666667,1.67566666667,3.62566666667,47.7846,36.774,1.16486666667,4.3596,5.93853333333,2.88753333333
341.96,2.4322,6.39666666667,6.15926666667,6.519,1.81513333333,3.727,48.095,36.8366666667,1.3694,4.3652,6.08893333333,3.08746666667
342.33,2.35106666667,6.36913333333,6.14093333333,6.50666666667,1.7894,3.66626666666,48.3004,36.9928,1.35833333333,4.28086666667,6.09533333333,3.1394
342.70,2.27966666667,6.35586666667,6.0848,6.39553333334,1.7758,3.52566666667,48.3728,37.0247333333,1.3898,4.1994,6.00673333333,3.09706666667
343.06,2.15553333333,6.14866666667,5.87426666667,6.19046666667,1.6092,3.35026666667,48.3188,36.9592666667,1.2094,4.0418,5.82433333333,2.91
343.43,2.2324,6.15253333333,5.9186,6.2054,1.70093333333,3.40873333333,48.3598,37.0062,1.25546666667,4.13813333333,5.81033333333,2.99906666667
343.79,2.35053333333,6.22506666667,5.9998,6.20313333333,1.82606666667,3.51073333333,48.3981333333,37.1277333333,1.4156,4.2632,5.9104,3.1236
344.16,2.28013333333,6.17033333333,5.90493333333,6.0518,1.836,3.46933333333,48.4045333333,37.0716666667,1.32953333333,4.3026,5.92153333333,3.13113333333
344.52,2.36926666667,6.24306666667,5.93153333333,5.96813333333,1.93186666667,3.58486666667,48.6248666667,37.2498666667,1.4048,4.3036,5.96426666667,3.13086666667
344.89,2.5176,6.45426666666,6.11946666667,6.0308,2.1388,3.72306666667,49.0030666667,37.5936666667,1.61906666667,4.38906666667,6.13453333333,3.3246
345.25,2.64726666667,6.6146,6.25893333333,6.01593333333,2.3312,3.79873333333,49.2941333333,37.8249333333,1.73506666667,4.51013333333,6.33566666667,3.50506666667
345.62,2.85813333333,6.75906666667,6.416,6.16946666666,2.4756,4.0466,49.6840666667,38.1909333333,1.935,4.70566666667,6.52486666667,3.64306666667
345.99,3.07366666667,6.9038,6.575,6.28920000001,2.5886,4.2014,49.6719333333,38.3911333333,2.0964,4.86706666667,6.66426666667,3.73853333333
346.35,3.3236,6.97966666667,6.67513333333,6.37566666666,2.78506666667,4.32666666667,49.6409333333,38.3175333333,2.2526,5.00113333333,6.7698,3.89386666667
346.72,3.59553333334,7.18986666667,6.94346666667,6.61213333334,2.93646666667,4.55686666667,49.8980666667,38.5712,2.50786666667,5.20866666667,7.04646666667,4.11626666667
347.08,3.81333333333,7.386,7.1636,6.83319999999,3.14846666667,4.81946666667,49.9635333333,38.6839333333,2.73673333333,5.39553333333,7.24013333334,4.33586666667
347.45,3.90493333333,7.51926666667,7.30266666666,6.99260000001,3.27026666666,4.9848,50.0256,38.7644,2.9358,5.43353333333,7.36113333333,4.45326666667
347.81,3.86233333333,7.38393333334,7.18353333333,6.9146,3.16473333333,4.91086666667,50.0684,38.7940666667,2.89953333333,5.29926666667,7.31793333334,4.43793333333
348.18,4.0046,7.4372,7.27913333333,6.97153333333,3.24753333333,5.01153333333,50.2964666667,39.1106,3.03946666667,5.34246666667,7.36999999999,4.49693333333
348.54,3.99673333334,7.3332,7.26713333333,6.95953333332,3.1612,4.9514,50.2457333333,39.1520666666,3.019,5.35813333333,7.28666666667,4.4662
348.91,3.8064,7.09886666667,7.0244,6.83033333333,2.88346666667,4.90506666667,49.9994,38.9332,2.84926666667,5.1492,7.09773333334,4.2214
349.27,4.00393333333,7.16786666667,7.117,7.0672,2.94193333333,5.0864,50.0041333333,39.0000666667,3.05833333333,5.3062,7.18839999999,4.4224
349.64,3.8396,7.01566666667,6.94473333333,6.91233333334,2.744,4.92333333333,49.7659333333,38.8464666667,2.95353333333,5.1508,7.03140000001,4.338
350.00,3.84953333333,6.98373333333,6.93306666667,6.92593333333,2.70926666667,4.9454,49.8583333333,38.9138666667,3.01406666667,5.201,7.06513333333,4.44246666667
350.37,3.92373333333,7.04033333333,7.03693333333,7.00473333333,2.8002,5.13853333333,50.0352,39.2118666667,3.1666,5.3066,7.15620000001,4.5554
350.73,3.7968,6.88746666667,6.91353333333,6.88033333334,2.77246666667,5.1248,50.0968,39.2464,3.09526666667,5.22686666667,7.0214,4.50313333333
351.10,3.65953333333,6.8146,6.77053333333,6.74586666666,2.6976,5.0158,50.2800666667,39.3489333333,3.0662,5.14953333333,6.9054,4.47233333333
351.46,3.79733333333,6.89526666667,6.85633333334,6.74406666666,2.76966666667,5.10373333333,50.4064,39.5512,3.16473333334,5.2384,6.94906666667,4.60226666667
351.83,3.69886666667,6.7762,6.73513333333,6.60859999999,2.73846666667,4.96926666667,50.3864,39.4819333333,3.09006666667,5.13813333333,6.76206666667,4.4964
352.19,3.67846666667,6.69206666667,6.66206666667,6.49226666668,2.72133333333,5.04093333333,50.3152,39.432,3.0506,5.0976,6.68413333333,4.53066666667
352.55,3.72886666667,6.7708,6.75826666667,6.5304,2.88366666667,5.16166666667,50.5526666667,39.5534,3.20453333334,5.16993333333,6.71713333333,4.74026666667
352.92,3.76993333333,6.7408,6.7258,6.45946666667,2.94113333334,5.0998,50.7408666667,39.7027333334,3.328,5.2332,6.7544,4.86073333333
353.28,3.60326666667,6.50886666667,6.50326666667,6.24973333333,2.83006666667,4.9828,50.7736666667,39.6710666667,3.16933333333,5.01426666667,6.51333333333,4.71213333333
353.65,3.6634,6.50366666667,6.5214,6.24226666667,2.9386,5.06393333333,51.0426,39.8738,3.23453333334,5.0594,6.5976,4.759
354.01,3.49606666667,6.2982,6.37646666667,6.0244,2.92013333333,5.0168,51.2122666667,39.8986,3.11093333333,4.9264,6.4282,4.66926666667
354.38,3.43106666667,6.19766666667,6.29386666667,5.90366666667,2.85846666667,4.94606666667,51.5352,40.1343333333,3.10326666667,4.85206666667,6.28633333333,4.69466666667
354.74,3.46046666666,6.17113333334,6.2538,5.8282,2.86306666667,4.93813333333,51.5286,40.205,3.13426666667,4.8468,6.20006666667,4.72986666667
355.11,3.47873333333,6.0882,6.20066666667,5.7136,2.85413333333,4.94413333333,51.5394666667,40.3013333333,3.07973333333,4.84546666667,6.09666666667,4.7878
355.47,3.37973333333,5.93826666667,6.04453333333,5.5432,2.74953333333,4.82926666667,51.7714666667,40.2961333333,2.96606666667,4.70866666667,5.9392,4.7694
355.83,3.54526666666,6.03453333333,6.20346666667,5.6974,2.912,5.11526666666,52.0228,40.5576666667,3.14566666667,4.90206666667,6.0436,5.05413333333
356.20,3.58286666667,6.06873333333,6.22953333333,5.72926666667,2.9248,5.151,52.2704666667,40.6266666667,3.2612,4.9516,6.0588,5.13013333333
356.56,3.53406666667,5.939,6.09393333333,5.58813333333,2.82986666667,5.138,52.3146,40.6635333333,3.19353333333,4.8568,6.03386666667,5.05606666667
356.93,3.69006666667,6.07006666666,6.2088,5.68533333333,2.97193333333,5.28426666667,52.4973333333,40.8475333333,3.34033333333,4.891,6.1128,5.23853333333
357.29,3.84426666667,6.17113333333,6.34046666667,5.7636,3.1338,5.42326666667,52.5172666667,41.0106666667,3.574,5.05393333333,6.1964,5.44386666667
357.66,4.03413333333,6.2818,6.4752,5.83646666667,3.2888,5.5898,52.6421333333,41.1284,3.77653333333,5.1848,6.24526666667,5.7038
358.02,3.9452,6.16706666667,6.34886666666,5.72113333333,3.18933333333,5.50386666667,52.553,41.0682666667,3.71446666667,5.0524,6.0726,5.6076
358.38,3.86413333333,6.08733333333,6.23533333333,5.68093333333,3.11466666667,5.4846,52.5997333333,40.9899333333,3.6786,4.9726,6.03533333333,5.53233333333
358.75,3.77393333333,5.95613333333,6.10393333333,5.5484,2.98033333333,5.3944,52.7026,41.0836,3.543,4.84606666667,5.9386,5.42386666667
359.11,3.7602,5.89366666667,6.02553333333,5.51006666666,2.91086666667,5.38013333333,52.8639333333,41.1582,3.5538,4.78406666667,5.94313333333,5.3696
359.48,3.76946666667,5.85953333333,5.99646666667,5.52326666667,2.9116,5.421,52.8718666667,41.2838,3.61046666667,4.8404,5.92373333333,5.3618
359.84,3.7844,5.86266666667,5.98406666666,5.48053333333,2.8846,5.37653333334,53.1155333333,41.4329333333,3.67053333333,4.84246666667,5.93366666666,5.32866666667
360.20,3.5784,5.67593333333,5.765,5.28693333333,2.688,5.2202,53.1164,41.4875333333,3.50933333333,4.62553333333,5.6572,5.13746666667
360.57,3.56606666667,5.70306666667,5.78973333333,5.2924,2.6978,5.2712,53.2606,41.6464666667,3.58086666667,4.68386666667,5.64273333333,5.1954
360.93,3.62726666667,5.70126666667,5.84446666667,5.2922,2.7348,5.33506666667,53.3616,41.774,3.5982,4.7694,5.66173333333,5.26273333333
361.29,3.584,5.65193333333,5.79053333333,5.25866666667,2.67506666667,5.29726666667,53.5434666667,41.8914666667,3.52006666667,4.70146666667,5.608,5.17153333333
361.66,3.4862,5.5458,5.65626666666,5.19106666667,2.57726666667,5.23066666667,53.5256,41.7965333333,3.45166666667,4.61433333334,5.51273333334,5.05373333333
362.02,3.5556,5.5998,5.64233333333,5.2304,2.5828,5.23846666667,53.6816,41.9298666666,3.50293333333,4.62233333334,5.54473333333,5.13146666667
362.39,3.61146666667,5.62013333333,5.65386666667,5.2264,2.63066666666,5.2236,53.7414666667,41.9764,3.50973333333,4.62793333333,5.54,5.17
362.75,3.67373333333,5.67973333333,5.6926,5.24733333333,2.7082,5.29006666667,53.8049333333,42.0273333333,3.63806666667,4.7036,5.60113333333,5.25166666667
363.11,3.6582,5.71833333333,5.7298,5.2572,2.74866666667,5.3446,53.9647333333,42.1656,3.67693333333,4.7184,5.6544,5.32666666667
363.48,3.65826666667,5.74753333333,5.7592,5.28726666667,2.77173333333,5.381,54.0252666667,42.2166,3.71773333333,4.72966666667,5.66986666667,5.35993333333
363.84,3.63533333333,5.69633333333,5.6774,5.2316,2.76173333333,5.337,53.9646666667,42.1759333333,3.66186666667,4.6454,5.64926666667,5.3392
364.20,3.8004,5.78253333333,5.78173333333,5.34906666667,2.91553333333,5.47426666667,54.0247333333,42.234,3.8216,4.8024,5.82753333333,5.50286666667
364.57,3.83066666667,5.77533333333,5.73786666667,5.34193333333,2.92093333333,5.42073333333,54.0886,42.2276666667,3.78313333333,4.76393333334,5.79213333333,5.50693333333
364.93,3.78286666667,5.72486666667,5.6308,5.27993333333,2.82853333333,5.33433333333,54.0767333333,42.159,3.72833333333,4.68653333333,5.67973333333,5.37173333333
365.29,3.67653333333,5.63126666667,5.48353333333,5.13026666667,2.7014,5.261,54.1035333333,42.1182666666,3.59886666667,4.57393333333,5.55866666667,5.26253333333
365.66,3.56353333333,5.55373333333,5.39366666667,5.00593333333,2.6082,5.1484,54.0928666667,42.1667333334,3.50133333333,4.48633333334,5.42973333333,5.16833333333
366.02,3.63013333333,5.67726666667,5.53286666666,5.07546666667,2.71866666667,5.27366666667,54.1943333333,42.2234666667,3.59733333334,4.6028,5.5336,5.2752
366.38,3.61846666667,5.6964,5.5638,5.03613333333,2.72853333333,5.3406,54.0584,42.1855333333,3.62966666667,4.65946666667,5.56706666667,5.26746666667
366.75,3.76393333333,5.85453333333,5.71386666667,5.2136,2.87853333333,5.51373333333,54.1695333333,42.2457333333,3.7424,4.81473333333,5.71546666667,5.4212
367.11,3.88486666667,5.90386666667,5.81293333333,5.33966666667,2.99166666667,5.57393333333,54.0961333333,42.1766,3.85693333333,4.927,5.75106666667,5.48153333333
367.47,3.97133333333,5.95086666667,5.8372,5.42386666666,3.10613333333,5.6476,54.2799333333,42.2756666667,3.9292,4.99853333333,5.867,5.54653333333
367.84,4.0076,5.9986,5.86266666667,5.46606666667,3.1268,5.71766666667,54.2572,42.2900666667,3.99553333333,5.04293333333,5.85366666666,5.55106666667
368.20,3.96653333333,5.97946666667,5.89446666667,5.4526,3.10066666667,5.7166,54.2244,42.2604666667,3.991,5.0116,5.83786666666,5.51246666667
368.56,4.05213333333,6.07693333333,5.992,5.55193333333,3.16633333333,5.82853333333,54.2564,42.3710666667,4.10386666667,5.0828,5.91526666667,5.59633333334
368.93,3.9942,5.97666666667,5.9418,5.47686666667,3.10986666667,5.75626666666,54.2484,42.3364,4.03713333333,4.98053333333,5.85506666667,5.57993333333
369.29,4.06286666667,6.04186666667,6.04333333333,5.57206666667,3.22,5.8366,54.2605333333,42.3015333333,4.13513333333,5.07846666667,5.9532,5.72666666667
369.65,4.09033333333,6.0318,6.0502,5.5562,3.24553333333,5.8884,54.3548666667,42.3489333333,4.1336,5.1302,6.00626666667,5.71466666666
370.01,4.11646666667,5.95566666667,6.00093333333,5.51533333333,3.24613333333,5.9078,54.4192666667,42.4245333333,4.12513333333,5.1444,6.00253333333,5.6736
370.38,4.1114,5.88793333333,5.9616,5.50366666667,3.22946666667,5.89286666666,54.5225333333,42.5306666667,4.10353333333,5.11753333333,5.9688,5.6954
370.74,3.86966666666,5.6034,5.72173333333,5.26626666667,3.00333333333,5.64506666667,54.4954,42.4802666667,3.927,4.88266666667,5.76346666667,5.48193333333
371.10,3.7034,5.401,5.48293333333,5.05533333333,2.8224,5.4844,54.4852666667,42.4099333333,3.77266666667,4.71766666667,5.58486666667,5.3232
371.46,3.51186666667,5.2098,5.24146666667,4.72666666667,2.58766666667,5.3092,54.2298,42.1582666667,3.5396,4.48933333333,5.33853333333,5.11126666667
371.83,3.3902,5.1114,5.11766666667,4.5898,2.49433333333,5.21946666667,54.2076,42.1144,3.42533333333,4.3906,5.20186666666,5.0302
372.19,3.42713333333,5.1232,5.10326666667,4.58493333333,2.53373333333,5.2298,54.3052666667,42.2144,3.4622,4.42413333333,5.1688,5.10953333333
372.55,3.29793333333,4.9006,4.90986666666,4.387,2.41726666667,5.09206666667,54.2016666667,41.9992666667,3.3762,4.28746666667,5.001,4.99866666667
372.92,3.22386666667,4.87486666667,4.85206666667,4.34333333333,2.45066666667,5.1188,54.2132666666,42.0150666667,3.39806666667,4.31826666667,4.9438,5.00126666667
373.28,3.0792,4.6582,4.65133333333,4.147,2.265,4.9614,54.0418,41.8715333333,3.28933333333,4.13953333333,4.71726666667,4.84946666667
373.64,3.066,4.5694,4.5824,4.1172,2.23333333333,4.92886666667,54.0888,41.8876,3.31626666667,4.04386666667,4.627,4.88026666667
374.00,2.86406666667,4.37226666667,4.38433333333,3.91206666667,2.08086666667,4.77513333333,53.9664,41.6818,3.19666666667,3.85393333333,4.39026666667,4.7654
374.37,2.75753333333,4.26386666667,4.2482,3.7578,2.017,4.679,53.9267333333,41.5146,3.1728,3.76833333333,4.206,4.74306666667
374.73,2.79013333333,4.27593333333,4.2558,3.75233333333,2.07553333333,4.722,53.8262666667,41.3369333333,3.223,3.77613333333,4.15846666667,4.83226666667
375.09,2.79146666667,4.273,4.27733333333,3.75926666667,2.11486666667,4.75713333333,53.8822666667,41.3368,3.29173333333,3.77333333333,4.11746666667,4.8914
375.45,2.77693333333,4.14806666667,4.22466666667,3.76493333333,2.12673333333,4.7014,53.9424666667,41.3142666667,3.32753333333,3.76853333333,4.03686666667,4.94413333333
375.81,2.7076,4.02073333333,4.15433333333,3.6924,2.08493333333,4.62473333333,54.0337333333,41.2302666667,3.3082,3.74053333333,3.97826666667,4.9412
376.18,2.64766666667,3.9038,4.028,3.57786666667,2.01226666666,4.5484,54.0763333333,41.1583333333,3.28013333333,3.6702,3.92473333333,4.868
376.54,2.5636,3.80146666667,3.92513333333,3.48013333333,1.94186666667,4.47833333333,54.0534,41.0958666667,3.17433333333,3.57593333334,3.851,4.77173333333
376.90,2.60293333333,3.79873333333,3.95233333333,3.47246666667,1.9574,4.52366666667,54.0676,41.0557333333,3.23213333333,3.57966666667,3.8798,4.77326666667
377.26,2.73526666667,3.92926666667,4.0688,3.5654,2.11273333333,4.6628,54.1391333333,41.0985333333,3.43186666667,3.70413333333,4.00273333333,4.91006666667
377.63,2.75006666667,3.9328,4.1148,3.5626,2.14493333333,4.695,54.151,41.0702666667,3.46773333333,3.74473333333,4.0096,4.95373333333
377.99,2.78373333333,3.9258,4.117,3.57406666667,2.1384,4.66833333333,54.2182666667,41.0622,3.45066666667,3.74606666667,4.00006666667,4.98553333333
378.35,2.7262,3.84206666667,4.03566666667,3.51806666667,2.04353333333,4.61553333333,54.2541333333,41.0650666667,3.3784,3.6712,3.93093333333,4.87273333333
378.71,2.66933333333,3.71646666667,3.93126666667,3.43006666667,1.94706666667,4.53073333333,54.1695333333,40.9698666667,3.3166,3.60766666667,3.83173333333,4.77873333333
379.07,2.70926666667,3.7152,3.89806666667,3.42866666667,1.94973333333,4.53506666667,54.1116666666,40.9116666667,3.31933333333,3.63213333333,3.811,4.80333333333
379.44,2.72166666667,3.7244,3.90946666666,3.43513333333,1.93773333333,4.54426666667,54.1215333333,40.8748666667,3.3426,3.63566666667,3.7772,4.8074
379.80,2.7668,3.75206666667,3.94313333333,3.48766666667,1.97846666667,4.62066666667,54.0423333333,40.8376666667,3.4172,3.65713333333,3.8236,4.87066666667
380.16,2.6786,3.66953333333,3.88166666667,3.42413333333,1.90513333333,4.53773333333,53.9591333333,40.6953333333,3.31993333333,3.5848,3.73393333333,4.80873333333
380.52,2.73033333333,3.69453333333,3.95066666667,3.5202,1.9706,4.6014,54.0428,40.7305333334,3.4014,3.6538,3.7614,4.8866
380.88,2.6834,3.5926,3.85533333333,3.43386666666,1.8854,4.51466666667,54.0654,40.6376,3.3234,3.57086666667,3.64606666667,4.8732
381.24,2.71553333333,3.56773333333,3.8574,3.42906666667,1.89273333333,4.48613333333,54.1696666667,40.6154,3.2506,3.5946,3.68006666667,4.88973333333
381.61,2.64593333333,3.4884,3.74966666667,3.38626666667,1.82833333333,4.38846666667,54.2048,40.5641333333,3.19766666667,3.5144,3.6298,4.8644
381.97,2.66333333333,3.51693333334,3.74226666667,3.40026666667,1.84533333334,4.38333333333,54.1781333333,40.523,3.25266666666,3.5428,3.6666,4.87526666667
382.33,2.6226,3.44586666667,3.68313333333,3.34006666667,1.82386666667,4.30446666667,54.1103333334,40.3728666667,3.2148,3.4736,3.6336,4.84866666667
382.69,2.666,3.51726666667,3.7392,3.4266,1.90413333333,4.4002,54.2701333333,40.4684,3.27873333333,3.54613333333,3.68353333333,4.9098
383.05,2.6778,3.53753333333,3.79646666667,3.4278,1.9348,4.41586666667,54.4567333333,40.4890666667,3.32906666667,3.56786666666,3.7382,4.9194
383.41,2.63186666667,3.53373333333,3.7966,3.41066666667,1.92406666667,4.40853333333,54.6298,40.5982,3.30906666667,3.5602,3.7556,4.918
383.77,2.64886666667,3.52066666667,3.80406666667,3.38413333333,1.93333333333,4.37866666667,54.7868666667,40.6296666667,3.2948,3.567,3.77446666667,4.894
384.14,2.7256,3.56353333333,3.84626666666,3.4714,2.0132,4.4388,54.9775333333,40.7518666667,3.35993333333,3.64693333333,3.8364,4.9796
384.50,2.74686666667,3.587,3.82146666666,3.45506666667,2.0114,4.43793333333,55.0540666667,40.7504,3.3828,3.6476,3.84953333333,4.9906
384.86,2.77433333333,3.63293333333,3.8462,3.523,2.0754,4.49306666667,55.146,40.8124,3.4582,3.72113333333,3.912,5.0226
385.22,2.7678,3.65953333333,3.87593333333,3.56213333333,2.085,4.534,55.2600666667,40.863,3.5382,3.74986666667,3.92513333333,5.05166666667
385.58,2.8654,3.74526666667,3.98133333333,3.62673333333,2.13326666667,4.62426666667,55.3484,40.9288666667,3.61533333333,3.853,4.01073333333,5.10506666667
385.94,2.8746,3.73586666667,4.01986666667,3.637,2.1582,4.6672,55.4778,40.9594,3.6334,3.8792,4.0212,5.1378
386.30,2.94046666667,3.84913333333,4.1158,3.7364,2.24386666667,4.7372,55.6931333333,41.0768,3.71046666666,3.99873333333,4.11713333333,5.2496
386.66,2.86633333333,3.77173333333,4.04433333333,3.6364,2.1482,4.58586666667,55.8083333333,41.0741333333,3.62033333333,3.93553333333,4.05006666667,5.16526666667
387.03,2.79673333333,3.6978,3.9902,3.56033333333,2.07526666667,4.51153333333,55.7471333333,40.9998666667,3.52193333333,3.87393333333,3.9792,5.09613333333
387.39,2.83566666667,3.73393333333,4.00746666667,3.56866666667,2.13013333333,4.53453333333,55.793,40.9042666667,3.5632,3.9186,4.02226666667,5.1052
387.75,2.8066,3.73486666667,4.00086666666,3.5652,2.1032,4.56153333333,55.8586666667,40.9264666666,3.56086666667,3.8952,4.00093333333,5.1018
388.11,2.83086666667,3.74486666667,4.0296,3.55686666667,2.12573333333,4.59373333333,55.8567333333,40.8547333333,3.59593333333,3.892,4.05053333333,5.09173333333
388.47,2.7786,3.6738,4.01073333333,3.5302,2.07786666667,4.547,55.8232,40.7320666667,3.5592,3.85513333333,4.0106,5.0564
388.83,2.7534,3.68166666667,4.03333333333,3.51953333333,2.03126666667,4.54026666667,55.8618666667,40.6366666667,3.52393333333,3.83686666667,4.02606666667,5.057
389.19,2.69653333333,3.63866666667,3.97473333333,3.4556,1.97853333333,4.44613333333,55.9226,40.5916666667,3.45313333333,3.77653333333,3.95853333333,4.99106666667
389.55,2.66306666667,3.64206666667,3.9212,3.42086666667,1.963,4.41186666667,56.0224666667,40.5191333333,3.41126666667,3.72686666667,3.9048,4.95546666667
389.91,2.58153333333,3.56246666667,3.82086666667,3.36546666667,1.87526666667,4.3222,55.9496,40.3754666667,3.3214,3.61046666667,3.83506666667,4.83506666667
390.27,2.598,3.54633333333,3.82286666667,3.34673333333,1.85533333333,4.3504,55.9135333333,40.2602,3.32513333333,3.567,3.82966666666,4.81313333333
390.63,2.6394,3.61,3.87806666667,3.3882,1.9038,4.42713333333,55.7648666667,40.1021333333,3.39426666667,3.58486666667,3.89473333333,4.87913333333
391.00,2.64673333333,3.63633333333,3.9066,3.4148,1.92713333333,4.43113333333,55.7564666667,40.0318666667,3.4238,3.57946666667,3.92186666667,4.9124
391.36,2.6802,3.63953333333,3.92346666667,3.43613333333,1.92306666667,4.43766666667,55.6431333333,39.8759333333,3.43893333333,3.57946666667,3.92393333333,4.92853333333
391.72,2.76733333333,3.68753333333,3.98493333333,3.4892,1.99813333333,4.49413333333,55.52,39.6995333333,3.4878,3.65366666667,3.9628,4.97626666667
392.08,2.65813333333,3.61993333333,3.90246666667,3.40226666667,1.90086666667,4.40646666667,55.3605333333,39.448,3.38986666667,3.54826666667,3.83746666667,4.92713333333
392.44,2.63206666667,3.60086666667,3.857,3.3478,1.85033333333,4.37866666667,55.2787333333,39.2867333333,3.35073333333,3.51913333333,3.7936,4.9042
392.80,2.60093333333,3.53806666667,3.80273333333,3.29846666667,1.83686666667,4.33293333333,55.1202666666,39.1123333333,3.30453333333,3.4794,3.7738,4.87373333333
393.16,2.5584,3.4888,3.75393333333,3.26026666666,1.8084,4.31526666667,54.8912666667,38.8407333333,3.25866666666,3.41746666667,3.7428,4.85833333333
393.52,2.5466,3.4596,3.7354,3.24753333333,1.80973333333,4.3104,54.6265333333,38.5440666667,3.2598,3.42853333333,3.719,4.8546
393.88,2.5506,3.44586666666,3.73226666667,3.21546666667,1.82686666667,4.30693333333,54.4235333333,38.3264666667,3.287,3.4546,3.73606666667,4.8992
394.24,2.531,3.39513333333,3.70466666667,3.19706666667,1.83006666667,4.276,54.1904666667,38.0536,3.28493333333,3.4588,3.69953333333,4.8992
394.60,2.50233333333,3.33486666667,3.643,3.16993333333,1.81253333333,4.26306666667,54.016,37.7924666667,3.251,3.42453333333,3.6484,4.89673333333
394.96,2.49013333333,3.2986,3.58106666667,3.15433333333,1.7956,4.2608,53.7976666667,37.4704,3.23746666667,3.41113333333,3.6078,4.89993333333
395.32,2.42426666667,3.2524,3.52593333333,3.1294,1.76806666667,4.23146666667,53.5454666666,37.205,3.21566666666,3.36233333333,3.5602,4.8944
395.68,2.30706666667,3.14093333333,3.3754,3.01653333333,1.65926666666,4.0988,53.1610666667,36.8024666667,3.12473333334,3.22413333333,3.42673333333,4.791
396.04,2.3448,3.14573333333,3.387,3.02086666667,1.68006666667,4.10213333333,52.8615333333,36.4834666667,3.1638,3.25766666667,3.44613333333,4.81033333333
396.40,2.37126666667,3.16386666667,3.4098,3.03713333333,1.73926666667,4.15526666667,52.5466,36.1531333333,3.19193333333,3.26666666667,3.457,4.89106666667
396.76,2.39733333334,3.15293333333,3.37613333333,3.0416,1.75206666667,4.14953333333,52.2152,35.8099333333,3.24426666667,3.26973333333,3.41073333333,4.94373333333
397.12,2.35293333333,3.09073333333,3.312,2.99206666667,1.71333333333,4.10146666667,51.8946,35.4485333333,3.2058,3.2604,3.35246666667,4.94166666666
397.48,2.3894,3.10546666666,3.32726666667,3.02126666667,1.7616,4.14706666667,51.5174,35.1221333333,3.2518,3.26766666667,3.40486666667,5.0208
397.84,2.35713333333,3.09413333333,3.2942,3.00966666667,1.76193333333,4.14926666667,51.1797333333,34.7594,3.21973333333,3.24446666667,3.3514,5.01653333333
398.20,2.29673333334,3.0462,3.2352,2.96513333333,1.7014,4.10366666667,50.7474666667,34.367,3.17133333333,3.1806,3.29973333333,5.0006
398.56,2.40753333333,3.146,3.32426666666,3.02846666667,1.79933333333,4.19646666667,50.4714,34.1298,3.25966666667,3.26006666667,3.37406666667,5.10026666667
398.92,2.41626666667,3.15966666667,3.3284,3.03806666667,1.81533333333,4.2038,50.1346,33.8306,3.24793333334,3.2506,3.39166666667,5.10306666667
399.28,2.43406666667,3.18566666667,3.35153333333,3.032,1.85093333333,4.23793333333,49.821,33.5352,3.25546666667,3.26206666667,3.40646666667,5.12813333333
399.64,2.45206666667,3.2122,3.38806666667,3.0508,1.89626666667,4.2686,49.6234,33.3258666667,3.2898,3.2834,3.44086666667,5.17266666667
400.00,2.42506666667,3.19506666667,3.3568,3.05193333333,1.87706666667,4.27766666667,49.3454,33.0654,3.26073333333,3.25333333333,3.4126,5.1732
400.36,2.4662,3.2466,3.39693333333,3.09066666667,1.90086666667,4.31533333333,49.0345333333,32.8016,3.30686666667,3.30106666667,3.46026666667,5.17993333333
400.72,2.51233333333,3.30306666667,3.46446666667,3.16046666667,1.95333333333,4.3902,48.8088666667,32.5646666667,3.35066666667,3.34346666667,3.52306666666,5.23466666667
