wavelength,Back_ConLeuf,Belly_ConLeuf,Breast_ConLeuf,Crissum_ConLeuf,Crown_ConLeuf,DorTail_ConLeuf,Patch10_ConLeuf,Patch11_ConLeuf,Rump_ConLeuf,Throat_ConLeuf,WingTip_ConLeuf
361.66,9.92622222222,22.95,14.4735,14.7214444444,8.09,6.5125,10.659,9.53611111111,12.6337777778,16.1442222222,5.75077777778
362.02,9.97922222222,23.01175,14.4966666667,14.6868888889,8.10422222222,6.50827777778,10.6664444444,9.5105,12.6841111111,16.2025555556,5.66244444445
362.39,9.98522222222,23.10425,14.5151666666,14.5751111111,8.12844444444,6.56522222222,10.6555555555,9.56344444444,12.7425555555,16.2592222222,5.67155555556
362.75,10.0332222222,23.20825,14.5533333334,14.592,8.25111111111,6.62933333333,10.6742222222,9.57561111112,12.8458888889,16.34,5.82322222222
363.11,10.1292222222,23.288,14.6848333333,14.673,8.34333333333,6.64922222222,10.774,9.63200000001,13.044,16.4885555556,5.90011111111
363.48,10.2982222222,23.445,14.849,14.8408888889,8.57611111111,6.76516666667,10.987,9.83783333333,13.2542222222,16.7011111111,6.096
363.84,10.2292222222,23.39675,14.7935,14.8338888889,8.53677777778,6.6325,10.9088888889,9.71116666668,13.2171111111,16.6418888889,5.99355555556
364.20,10.1211111111,23.32725,14.749,14.7426666667,8.37555555556,6.49661111111,10.7883333333,9.56344444444,13.1103333333,16.6415555555,5.82577777778
364.57,10.1805555556,23.425,14.7341666667,14.8351111111,8.37433333333,6.48605555556,10.8575555555,9.54027777779,13.1332222222,16.706,5.86311111111
364.93,10.2121111111,23.51625,14.74,14.9161111111,8.33855555556,6.45027777778,10.8716666667,9.65527777777,13.2402222222,16.7723333333,5.92777777778
365.29,10.1855555556,23.53025,14.7365,14.8885555556,8.30177777778,6.41433333333,10.8214444444,9.66894444446,13.2196666666,16.6923333333,5.911
365.66,10.3396666667,23.70075,14.978,15.1945555556,8.54444444445,6.668,11.013,9.86683333333,13.418,16.9185555555,6.11388888889
366.02,10.3501111111,23.801,15.0146666667,15.3338888889,8.54544444445,6.69433333333,11.0985555555,9.94849999999,13.4551111111,16.9601111111,6.153
366.38,10.4188888889,23.94825,15.1596666667,15.5958888889,8.66222222222,6.80283333333,11.1924444444,10.0505555556,13.5244444444,17.0782222222,6.27288888889
366.75,10.2992222222,23.906,15.0266666667,15.5267777778,8.50811111111,6.65227777778,11.125,9.99288888889,13.4392222222,16.9002222222,6.07177777778
367.11,10.2267777778,23.86975,14.9891666667,15.5706666667,8.46288888889,6.63583333333,11.0063333333,9.96216666668,13.3135555555,16.8921111111,6.04944444444
367.47,10.0922222222,23.80025,14.895,15.4493333333,8.28288888889,6.47194444444,10.7422222222,9.7843888889,13.1232222222,16.7663333333,5.81711111111
367.84,10.1333333333,23.9435,15.0706666667,15.5691111111,8.36288888889,6.59827777778,10.7044444444,9.89516666667,13.2661111111,16.9432222222,5.92088888889
368.20,10.2123333334,23.99325,15.147,15.7077777778,8.49355555556,6.67522222222,10.7307777778,9.96999999999,13.3843333333,16.9868888889,6.03
368.56,10.1541111111,24.03025,15.117,15.6072222222,8.53811111111,6.69022222222,10.6094444444,10.0132222222,13.369,17.0543333333,6.01922222222
368.93,10.2357777778,23.99325,15.267,15.6835555556,8.72188888889,6.76761111111,10.6457777778,10.1015,13.4478888889,17.2216666667,6.15433333333
369.29,10.2587777778,24.15075,15.3515,15.7803333333,8.78166666667,6.84438888889,10.7206666667,10.1005555555,13.4968888889,17.384,6.20755555556
369.65,10.0728888889,24.07075,15.1911666667,15.6758888889,8.57311111111,6.66566666667,10.6016666667,9.98755555554,13.3008888889,17.262,6.02522222222
370.01,10.0764444444,24.095,15.2228333333,15.6671111111,8.59388888889,6.66994444444,10.6456666667,9.96383333332,13.317,17.3305555556,6.111
370.38,10.1824444444,24.189,15.3131666666,15.7524444444,8.61266666667,6.73755555556,10.7104444445,10.0003333333,13.4054444444,17.4957777778,6.128
370.74,10.2906666667,24.27475,15.4916666667,15.9475555556,8.71766666667,6.78194444444,10.7343333333,10.0667777778,13.4303333333,17.6222222222,6.22255555556
371.10,10.2716666667,24.315,15.4663333334,15.8021111111,8.68588888889,6.67233333333,10.6987777778,9.97711111112,13.3817777778,17.5658888889,6.09511111111
371.46,10.3937777778,24.4255,15.5195,15.884,8.75733333333,6.77077777778,10.8448888889,10.0982777778,13.4673333333,17.624,6.17511111111
371.83,10.4657777778,24.45375,15.5065,15.8818888889,8.77766666667,6.82716666667,10.9467777778,10.1819444445,13.4467777778,17.7017777778,6.18222222222
372.19,10.5452222222,24.646,15.5585,15.926,8.82733333334,6.86211111111,10.9925555556,10.2462222222,13.4596666667,17.7834444444,6.277
372.55,10.6322222222,24.74675,15.6793333334,15.9706666667,8.86733333334,6.92805555556,11.1231111111,10.3415555555,13.4973333333,17.8172222222,6.30644444445
372.92,10.6103333334,24.88725,15.6595,15.8917777778,8.83855555556,6.85672222222,11.098,10.2979444444,13.4337777778,17.8238888889,6.193
373.28,10.5675555556,24.87625,15.6326666667,15.7521111111,8.74466666667,6.76222222222,10.9675555555,10.2360555556,13.3652222222,17.7616666667,6.05411111111
373.64,10.6974444445,25.067,15.7931666667,15.7997777778,8.84533333333,6.81322222222,10.9653333333,10.3346111111,13.5361111111,17.8625555555,6.08988888889
374.00,10.7294444445,25.2735,15.9136666667,15.8513333333,8.918,6.85233333333,10.9047777778,10.497,13.5797777778,17.9218888889,6.06888888889
374.37,10.7227777778,25.40475,15.9806666666,15.8984444444,8.91577777778,6.79722222222,10.9025555556,10.4894444444,13.5375555556,17.8648888889,6.04022222222
374.73,10.7243333333,25.58,15.9603333333,15.7951111111,8.90633333333,6.81644444444,10.9452222222,10.5515555556,13.6458888889,17.9821111111,6.063
375.09,10.8625555555,25.84,16.0663333333,16.0642222222,9.09011111111,7.05094444444,11.1613333333,10.8148888889,13.8121111111,18.1933333333,6.25155555556
375.45,10.6753333333,25.8535,16.053,15.97,8.97077777778,6.889,11.0592222222,10.7157777778,13.7744444444,18.1566666667,6.16588888889
375.81,10.5931111111,25.95025,16.0651666667,15.9488888889,8.94777777778,6.85227777778,11.0163333333,10.7264444444,13.7246666666,18.1322222222,6.13833333333
376.18,10.4688888889,25.934,16.0338333333,15.9475555556,8.86233333333,6.77561111111,10.9836666667,10.6847222222,13.6965555556,18.1552222222,6.03344444444
376.54,10.4355555556,25.96525,16.0278333333,16.0502222222,8.80933333334,6.66627777778,10.9383333333,10.6995555556,13.7354444444,18.2652222222,6.02644444444
376.90,10.4634444444,26.0665,15.9925,16.1393333333,8.81033333333,6.69394444444,10.993,10.7601666667,13.7781111111,18.2963333333,6.04866666666
377.26,10.5124444444,26.23375,16.0881666667,16.3107777778,8.88555555556,6.75805555556,11.128,10.8705,13.8712222222,18.4011111111,6.07177777778
377.63,10.4085555555,26.16075,15.9361666666,16.2938888889,8.79644444445,6.66838888889,11.1101111111,10.8397222222,13.7666666666,18.3368888889,5.95966666666
377.99,10.322,26.0455,15.8375,16.2681111111,8.70455555556,6.53044444444,10.9903333333,10.6944444444,13.7224444444,18.3193333333,5.84966666667
378.35,10.2473333333,25.99325,15.7356666667,16.2427777778,8.66066666667,6.44133333333,10.8855555556,10.6918888889,13.665,18.3073333333,5.76144444444
378.71,10.1925555556,25.97325,15.8413333333,16.31,8.67311111111,6.45161111111,10.8803333333,10.6779444444,13.6374444444,18.3325555555,5.7
379.07,10.112,25.891,15.8448333333,16.2,8.59,6.36733333333,10.769,10.604,13.567,18.2393333333,5.60277777778
379.44,10.1553333333,25.89625,15.896,16.2788888889,8.641,6.41305555556,10.8413333333,10.6746111111,13.594,18.277,5.623
379.80,10.2093333333,25.83775,15.898,16.3695555556,8.64711111111,6.39622222222,10.8328888889,10.6662222222,13.6685555556,18.3162222222,5.62011111111
380.16,10.3047777778,25.9585,15.9965,16.4993333333,8.74011111111,6.49088888889,10.9643333333,10.7607222222,13.7751111111,18.4167777778,5.69711111111
380.52,10.2648888889,25.96525,16.0261666667,16.5216666667,8.72533333333,6.59044444444,10.9713333333,10.7549444445,13.7366666667,18.3812222222,5.65311111111
380.88,10.2378888889,25.97475,16.0331666667,16.5043333333,8.72277777778,6.57405555556,10.9331111111,10.7056111111,13.7256666667,18.3616666667,5.64133333333
381.24,10.1886666667,25.8105,16.0041666667,16.4743333333,8.67333333333,6.51755555556,10.8491111111,10.6517222222,13.6167777778,18.3143333333,5.65288888889
381.61,10.2188888889,25.911,16.1221666666,16.4258888889,8.71666666667,6.53138888889,10.8034444445,10.6578333333,13.6655555556,18.3958888889,5.707
381.97,10.2186666667,25.95625,16.1315,16.4522222222,8.73866666667,6.57233333333,10.8794444444,10.6892777778,13.6228888889,18.4111111111,5.72288888889
382.33,10.2701111111,26.03025,16.1941666666,16.4577777778,8.79688888889,6.61188888889,10.974,10.7241111111,13.6684444445,18.4557777778,5.79766666667
382.69,10.3667777778,26.127,16.2078333333,16.5454444444,8.83544444445,6.64994444444,11.03,10.8342777778,13.73,18.5084444444,5.88844444445
383.05,10.3356666667,26.164,16.2131666667,16.5741111111,8.79922222222,6.55944444444,10.986,10.8027222222,13.7617777778,18.5507777778,5.87566666667
383.41,10.3053333333,26.1675,16.1018333333,16.4962222222,8.74844444444,6.45411111111,10.8925555555,10.7553333333,13.6558888889,18.5158888889,5.796
383.77,10.2672222222,26.22725,16.1543333334,16.4916666667,8.76755555556,6.45944444444,10.9446666667,10.7928888889,13.6807777778,18.5171111111,5.80444444445
384.14,10.293,26.265,16.1753333334,16.5043333333,8.80388888889,6.46611111111,10.9225555556,10.8350555556,13.6905555556,18.5243333333,5.82333333333
384.50,10.3685555556,26.37775,16.2361666666,16.6352222222,8.919,6.47522222222,10.9962222222,10.9317222222,13.762,18.597,5.88533333333
384.86,10.3492222222,26.3605,16.3091666667,16.705,8.93211111111,6.43222222222,11.0203333333,10.9673333333,13.7606666667,18.6607777778,5.87088888889
385.22,10.4708888889,26.51,16.3928333333,16.7801111111,9.01233333333,6.51188888889,11.1423333333,11.1021666667,13.8886666667,18.8272222222,5.92955555555
385.58,10.4875555556,26.50775,16.3815,16.9508888889,9.03344444445,6.53022222222,11.2251111111,11.1227777778,13.8814444444,18.8473333333,5.94988888889
385.94,10.5533333333,26.61675,16.474,17.0483333333,9.10311111111,6.5845,11.2968888889,11.2596111111,13.9873333333,18.9285555556,6.03577777778
386.30,10.4725555555,26.6535,16.4733333333,17.0805555556,9.02322222222,6.48694444444,11.2653333333,11.2412222222,13.9248888889,18.8983333333,5.97088888889
386.66,10.4256666667,26.677,16.5308333334,17.101,8.97544444444,6.47561111111,11.2244444445,11.1850555556,13.894,18.8661111111,5.91155555556
387.03,10.4298888889,26.67225,16.4955,17.1423333333,8.97455555556,6.50816666667,11.2484444445,11.2091111111,13.847,18.8885555555,5.89944444445
387.39,10.4921111111,26.8005,16.6463333333,17.2701111111,9.07077777778,6.58561111111,11.3728888889,11.2908333333,13.9684444444,18.9958888889,5.99288888889
387.75,10.5901111111,26.97725,16.791,17.4464444444,9.12388888889,6.65,11.4588888889,11.3602222222,14.0513333333,19.1242222222,6.04722222222
388.11,10.587,27.0765,16.8221666667,17.4248888889,9.10922222222,6.64511111111,11.4452222222,11.3978888889,14.0684444444,19.1906666667,6.04711111111
388.47,10.5292222222,27.07625,16.7958333334,17.3886666667,9.04611111111,6.57883333333,11.4021111111,11.3206111111,14.0095555556,19.2081111111,5.97722222222
388.83,10.5298888889,27.103,16.7798333333,17.3728888889,9.02388888889,6.6055,11.3711111111,11.3413333333,14.0195555556,19.2384444444,5.97177777778
389.19,10.408,27.16925,16.7458333333,17.3648888889,8.92522222222,6.53605555556,11.3152222222,11.2479444444,13.9615555555,19.1693333333,5.86811111111
389.55,10.4223333333,27.28975,16.8166666667,17.3513333333,8.91022222222,6.52288888889,11.3126666667,11.279,13.961,19.2206666667,5.90333333333
389.91,10.4421111111,27.271,16.8186666666,17.3086666667,8.89177777778,6.56577777778,11.3203333333,11.2938333333,13.9453333333,19.2766666667,5.90088888889
390.27,10.446,27.238,16.8318333333,17.3471111111,8.89633333333,6.63944444444,11.3282222222,11.3122777778,13.9461111111,19.3224444444,5.94111111111
390.63,10.4504444444,27.254,16.829,17.3068888889,8.92077777778,6.59066666667,11.311,11.3378888889,13.9138888889,19.3433333333,5.96588888889
391.00,10.429,27.24775,16.8866666667,17.3366666667,8.94466666667,6.55972222222,11.308,11.3481666667,13.9592222222,19.3758888889,5.97866666667
391.36,10.3914444445,27.26,16.9213333333,17.3788888889,8.93277777778,6.55361111111,11.2714444444,11.3309444445,13.9696666667,19.4357777778,5.95611111111
391.72,10.3661111111,27.24925,16.9268333334,17.3267777778,8.96911111111,6.55777777778,11.2543333333,11.3693888889,13.93,19.4505555556,5.97311111111
392.08,10.3794444445,27.2245,16.9513333334,17.4372222222,8.98966666667,6.57,11.2611111111,11.3479444445,13.9168888889,19.4304444445,5.97622222222
392.44,10.3975555555,27.287,16.9501666666,17.4721111111,9.02,6.58877777778,11.2884444444,11.3921111111,13.9595555556,19.46,6.04577777778
392.80,10.3855555556,27.282,16.9338333334,17.5212222222,8.95655555556,6.58488888889,11.2844444445,11.3713888889,13.9273333333,19.4123333333,6.07411111111
393.16,10.4243333333,27.28225,16.9451666667,17.5087777778,8.98511111111,6.581,11.2715555556,11.4077777778,13.9491111111,19.4488888889,6.13133333333
393.52,10.4068888889,27.258,16.9631666667,17.5207777778,8.97944444445,6.584,11.2391111111,11.4244444445,13.9807777778,19.4866666667,6.10833333333
393.88,10.301,27.229,16.922,17.5272222222,8.91811111111,6.44811111111,11.1626666667,11.3413333333,13.8952222222,19.3706666667,6.02811111111
394.24,10.3031111111,27.25625,16.9055,17.5335555556,8.885,6.4065,11.1315555555,11.3387777778,13.9263333333,19.4017777778,5.96033333333
394.60,10.3565555556,27.33925,16.9553333333,17.6421111111,8.93844444445,6.51044444444,11.2748888889,11.4264444444,14.008,19.5046666667,5.98133333333
394.96,10.3874444445,27.43275,16.9853333333,17.6957777778,8.97133333333,6.55455555556,11.3264444444,11.4986666667,14.0353333333,19.5545555556,6.00344444444
395.32,10.4876666667,27.474,17.0388333333,17.774,9.025,6.66316666667,11.4258888889,11.6005,14.0947777778,19.6398888889,6.08366666667
395.68,10.4806666667,27.4715,16.9668333333,17.7857777778,8.97766666667,6.601,11.4102222222,11.5758333333,14.0847777778,19.6231111111,6.05766666667
396.04,10.4334444445,27.4075,16.973,17.7412222222,8.93577777778,6.58338888889,11.4103333333,11.5585555555,14.0394444444,19.6118888889,6.03411111111
396.40,10.4087777778,27.37925,17.0195,17.6956666667,8.85444444444,6.53516666667,11.3732222222,11.5301111111,13.9995555556,19.6096666667,5.97588888889
396.76,10.444,27.5015,17.1336666667,17.7872222222,8.94966666667,6.59561111111,11.4515555555,11.6281666667,14.086,19.7178888889,5.98577777778
397.12,10.4925555555,27.57175,17.2386666667,17.9281111111,8.986,6.66738888889,11.4996666667,11.7203888889,14.1501111111,19.8263333333,6.01033333333
397.48,10.5407777778,27.65675,17.2511666667,18.0643333333,9.01377777778,6.72005555556,11.5454444445,11.765,14.1452222222,19.8996666667,6.02644444444
397.84,10.5961111111,27.72675,17.303,18.1408888889,8.97988888889,6.74011111111,11.5917777778,11.8165,14.2083333333,20.0298888889,6.05222222222
398.20,10.6275555555,27.76975,17.3445,18.1833333333,9.04733333334,6.768,11.6083333333,11.866,14.2655555556,20.087,6.12633333333
398.56,10.6197777778,27.7665,17.3391666667,18.2588888889,9.00266666667,6.68933333333,11.4877777778,11.8346666667,14.2272222222,20.1232222222,6.11888888889
398.92,10.6087777778,27.74225,17.3375,18.3138888889,8.93566666667,6.70455555556,11.4365555555,11.8404444445,14.2283333333,20.122,6.121
399.28,10.558,27.72675,17.2976666667,18.2748888889,8.85188888889,6.64183333333,11.3471111111,11.7708888889,14.1346666667,20.06,6.06966666667
399.64,10.5861111111,27.6715,17.283,18.2514444444,8.857,6.66166666667,11.3455555555,11.8055,14.1171111111,20.1003333333,6.07688888889
400.00,10.6371111111,27.726,17.2971666666,18.2996666667,8.88733333333,6.65433333333,11.3543333333,11.8605555556,14.1864444444,20.1671111111,6.105
400.36,10.6985555556,27.7435,17.3541666667,18.3874444444,8.93855555556,6.72238888889,11.4053333333,11.9699444444,14.2536666667,20.2087777778,6.146
400.72,10.6716666667,27.7515,17.3153333334,18.3195555556,8.85888888889,6.62672222222,11.3711111111,11.9295555556,14.2245555556,20.1284444444,6.08755555555
401.08,10.6384444444,27.7095,17.2761666666,18.281,8.867,6.62005555556,11.3443333333,11.9341666667,14.2132222222,20.0926666667,6.12222222222
401.44,10.5731111111,27.60275,17.266,18.186,8.79811111111,6.50372222222,11.3088888889,11.8492222222,14.1604444445,20.0166666667,6.07622222222
401.80,10.6354444444,27.6465,17.3008333333,18.2271111111,8.915,6.57344444444,11.3624444445,11.8927777778,14.1935555556,20.0891111111,6.12888888889
402.16,10.7086666667,27.72325,17.374,18.2998888889,8.93788888889,6.6475,11.4062222222,11.9707777778,14.2462222222,20.1554444444,6.20444444444
402.52,10.6296666667,27.6995,17.3328333334,18.2322222222,8.87788888889,6.62938888889,11.4113333333,11.9423333333,14.2475555555,20.125,6.15866666666
402.88,10.6518888889,27.8055,17.3756666667,18.2062222222,8.93711111111,6.63444444444,11.4525555556,11.9585555555,14.2515555556,20.1641111111,6.162
403.24,10.6334444445,27.81,17.3915,18.2652222222,8.93366666667,6.58233333333,11.4371111111,11.9896111111,14.3045555555,20.2032222222,6.13377777778
403.60,10.6194444445,27.90625,17.4773333333,18.3594444444,8.92455555556,6.60205555556,11.4154444445,11.9813888889,14.3357777778,20.2046666667,6.14033333333
403.95,10.5951111111,27.90025,17.501,18.4024444444,8.88433333333,6.59594444444,11.3858888889,12.0141111111,14.271,20.1975555556,6.14077777778
404.31,10.5386666667,27.8965,17.4426666667,18.3456666667,8.82522222222,6.54422222222,11.3078888889,11.9298888889,14.194,20.1862222222,6.09488888889
404.67,10.5823333333,27.9405,17.487,18.4114444444,8.88455555556,6.614,11.3305555555,11.9883888889,14.2167777778,20.2742222222,6.11811111111
405.03,10.6034444444,27.92725,17.506,18.4271111111,8.88311111111,6.59366666667,11.3308888889,11.992,14.2064444444,20.3064444444,6.11388888889
405.39,10.6552222222,27.982,17.5668333333,18.5358888889,8.95522222222,6.68838888889,11.3898888889,12.0900555556,14.2743333333,20.3695555556,6.14888888889
405.75,10.6417777778,27.98975,17.5855,18.5551111111,8.915,6.65716666667,11.3711111111,12.0993333333,14.2741111111,20.3394444445,6.13522222222
406.11,10.6424444444,28.02475,17.6266666667,18.5805555556,8.92155555555,6.65011111111,11.3898888889,12.1191666667,14.2412222222,20.34,6.10255555556
406.47,10.6848888889,28.03025,17.6521666666,18.5994444444,8.95988888889,6.65866666667,11.412,12.1406111111,14.2396666667,20.384,6.11777777778
406.83,10.7288888889,28.0525,17.6986666667,18.694,8.968,6.67433333333,11.4548888889,12.1771666667,14.2557777778,20.454,6.16622222222
407.19,10.7763333333,28.123,17.7638333334,18.7087777778,9.013,6.76227777778,11.4958888889,12.2381666667,14.2836666667,20.4806666667,6.21922222222
407.55,10.7363333333,28.07925,17.7043333334,18.6382222222,8.96888888889,6.75566666667,11.4441111111,12.2148333333,14.2304444445,20.4925555555,6.17466666667
407.90,10.7515555556,28.14725,17.7023333334,18.6127777778,8.97744444445,6.74011111111,11.4311111111,12.2094444444,14.2688888889,20.5045555555,6.12655555556
408.26,10.7825555556,28.24325,17.7476666667,18.706,9.05077777778,6.77333333333,11.5151111111,12.2952222222,14.3401111111,20.5151111111,6.16811111111
408.62,10.79,28.27425,17.7876666666,18.7771111111,9.06355555556,6.78688888889,11.5331111111,12.3145,14.3578888889,20.5307777778,6.17466666667
408.98,10.7956666667,28.40775,17.8458333334,18.929,9.08988888889,6.83266666667,11.605,12.3776666667,14.4078888889,20.5503333333,6.16833333333
409.34,10.7531111111,28.457,17.8161666667,18.8895555556,9.02455555556,6.80527777778,11.555,12.3522222222,14.3717777778,20.5577777778,6.12744444444
409.70,10.7291111111,28.47725,17.821,18.9001111111,9.03055555555,6.83705555556,11.5342222222,12.3600555556,14.3623333333,20.5906666667,6.15133333333
410.06,10.6716666667,28.4585,17.8186666666,18.9053333333,9.01611111111,6.80677777778,11.5185555555,12.332,14.3532222222,20.6214444445,6.146
410.42,10.6827777778,28.49275,17.8735,18.9974444444,9.03788888889,6.83422222222,11.4871111111,12.3962222222,14.396,20.6352222222,6.17633333333
410.77,10.6406666667,28.5065,17.8625,18.9807777778,9.006,6.80483333333,11.4241111111,12.3783888889,14.3462222222,20.6068888889,6.11
411.13,10.5873333333,28.43625,17.8125,18.9788888889,8.94777777778,6.74544444444,11.3598888889,12.3211111111,14.2748888889,20.5772222222,6.06
411.49,10.6468888889,28.52525,17.9255,19.0993333333,8.99811111111,6.74827777778,11.4296666667,12.3928333333,14.3353333333,20.6655555556,6.13355555556
411.85,10.6095555555,28.5045,17.9063333333,19.11,8.98777777778,6.69411111111,11.4271111111,12.3685555556,14.3052222222,20.7157777778,6.14888888889
412.21,10.6662222222,28.53325,17.9633333333,19.157,8.98844444444,6.70794444444,11.4121111111,12.4005,14.3225555555,20.8043333333,6.181
412.57,10.6363333333,28.4965,17.962,19.174,8.95088888889,6.67605555556,11.362,12.4131111111,14.304,20.84,6.17211111111
412.92,10.6294444444,28.38125,17.9163333333,19.0675555556,8.904,6.64772222222,11.3186666667,12.3912222222,14.2366666666,20.8174444445,6.16077777778
413.28,10.6736666666,28.42325,17.9475,19.1057777778,8.95566666667,6.68155555556,11.3552222222,12.4341666667,14.2774444444,20.8868888889,6.20611111111
413.64,10.6652222222,28.41825,17.9528333333,19.1176666667,8.93577777778,6.62977777778,11.3435555555,12.4355555556,14.2764444444,20.8816666667,6.16033333333
414.00,10.7098888889,28.46975,17.9618333333,19.123,8.94444444444,6.65022222222,11.3228888889,12.4526666667,14.2795555556,20.895,6.17322222222
414.36,10.729,28.45175,17.9816666666,19.0813333333,8.93677777778,6.62183333333,11.3637777778,12.4628333333,14.2358888889,20.9246666667,6.17444444445
414.72,10.7512222222,28.429,18.0093333333,19.1063333333,8.925,6.64111111111,11.3677777778,12.4892222222,14.2876666667,20.9305555555,6.19222222222
415.07,10.8064444444,28.52525,18.0855,19.1541111111,8.95544444444,6.71083333333,11.4242222222,12.5647777778,14.3407777778,20.9958888889,6.24111111111
415.43,10.8234444444,28.56775,18.126,19.2014444444,8.98266666667,6.77061111111,11.4596666667,12.6076666667,14.3594444444,21.0056666667,6.25277777778
415.79,10.8606666666,28.6055,18.1955,19.2855555556,9.02044444444,6.86644444444,11.5011111111,12.7011666667,14.4077777778,21.0283333333,6.29288888889
416.15,10.8471111111,28.61875,18.2348333334,19.3275555556,9.02888888889,6.88072222222,11.5097777778,12.7486666667,14.4557777778,21.0392222222,6.29677777778
416.51,10.8834444444,28.66725,18.265,19.3393333333,9.07044444444,6.93622222222,11.584,12.7997222222,14.498,21.0772222222,6.37666666667
416.86,10.8945555556,28.70925,18.2931666667,19.3651111111,9.09166666667,6.91733333333,11.5832222222,12.8008333333,14.5211111111,21.0817777778,6.39877777778
417.22,10.8912222222,28.69775,18.2858333333,19.3762222222,9.09022222222,6.91388888889,11.5894444445,12.796,14.508,21.0608888889,6.41311111111
417.58,10.8678888889,28.65925,18.2818333334,19.3891111111,9.07477777778,6.91416666667,11.5901111111,12.7740555556,14.4964444444,21.056,6.39677777778
417.94,10.8521111111,28.60775,18.2866666666,19.4027777778,9.05922222222,6.89283333333,11.5642222222,12.7635555555,14.4775555556,21.0028888889,6.38377777778
418.29,10.8466666667,28.62225,18.298,19.4381111111,9.07033333333,6.9195,11.5757777778,12.7770555556,14.4925555556,20.989,6.38766666667
418.65,10.8426666667,28.6215,18.2855,19.4433333333,9.10511111111,6.93688888889,11.58,12.8135,14.5043333333,21.0157777778,6.41544444444
419.01,10.8211111111,28.55775,18.2533333333,19.4633333333,9.11733333333,6.92744444444,11.5837777778,12.8177222222,14.4747777778,20.9915555556,6.42555555555
419.37,10.8003333333,28.475,18.2103333334,19.4274444444,9.10344444445,6.91416666667,11.5557777778,12.8025555556,14.4581111111,20.9496666667,6.41533333333
419.73,10.7762222222,28.43075,18.1588333333,19.3891111111,9.06988888889,6.89572222222,11.5392222222,12.7788333333,14.4328888889,20.9285555556,6.39788888889
420.08,10.7722222222,28.3935,18.1321666667,19.3608888889,9.05911111111,6.89077777778,11.5424444444,12.7577222222,14.4065555556,20.9131111111,6.40444444444
420.44,10.734,28.3365,18.088,19.3307777778,9.01744444444,6.85188888889,11.4977777778,12.7194444444,14.3568888889,20.8775555555,6.369
420.80,10.6977777778,28.308,18.052,19.3446666667,8.99577777778,6.83738888889,11.4732222222,12.6976666667,14.3177777778,20.8783333333,6.33322222222
421.16,10.6618888889,28.237,18.0093333333,19.3486666667,8.97155555556,6.82977777778,11.438,12.6819444444,14.286,20.8426666667,6.32188888889
421.51,10.7121111111,28.26225,18.033,19.4003333333,9.00211111111,6.8595,11.4522222222,12.7198333333,14.3124444444,20.892,6.36533333333
421.87,10.7151111111,28.24275,18.0001666667,19.3991111111,9.01433333334,6.86355555556,11.4748888889,12.7475,14.339,20.918,6.37655555555
422.23,10.685,28.206,17.9495,19.3642222222,9.00222222222,6.84794444444,11.4573333333,12.7205,14.3124444444,20.9047777778,6.36488888889
422.58,10.6708888889,28.1855,17.95,19.3807777778,8.98666666667,6.84588888889,11.4794444444,12.7231111111,14.3054444444,20.8924444444,6.35277777778
422.94,10.684,28.196,17.9456666667,19.4088888889,8.991,6.8515,11.4916666667,12.7306111111,14.3246666667,20.9138888889,6.34133333334
423.30,10.6793333333,28.201,17.929,19.4046666667,8.97733333333,6.81755555556,11.5035555555,12.7365555556,14.3165555555,20.9147777778,6.34144444445
423.66,10.702,28.1875,17.9445,19.4546666667,8.99488888889,6.83805555556,11.5283333333,12.7452222222,14.3286666667,20.937,6.35833333333
424.01,10.7202222222,28.1955,17.949,19.4785555556,9.015,6.86,11.5542222222,12.7650555556,14.327,20.9628888889,6.36355555555
424.37,10.7513333333,28.21575,17.9801666666,19.534,9.04366666667,6.88911111111,11.5878888889,12.8025,14.36,20.9965555556,6.37233333334
424.73,10.7982222222,28.24275,18.0158333333,19.5687777778,9.07422222222,6.92755555556,11.6435555556,12.8667777778,14.4181111111,21.0351111111,6.42022222222
425.08,10.836,28.25,18.0526666667,19.594,9.09933333333,6.94216666667,11.6746666667,12.9035555556,14.4407777778,21.077,6.43266666667
425.44,10.8006666667,28.20425,18.0023333334,19.5383333333,9.06977777778,6.91216666667,11.639,12.8805,14.395,21.0384444445,6.404
425.80,10.8312222222,28.226,18.0383333333,19.5906666667,9.077,6.95833333333,11.6572222222,12.9119444445,14.3993333333,21.0824444444,6.41177777778
426.16,10.8757777778,28.264,18.0965,19.6747777778,9.09266666667,6.98866666667,11.6957777778,12.9886666667,14.437,21.1326666667,6.43811111111
426.51,10.9076666666,28.2575,18.0966666667,19.6855555556,9.10833333333,6.98883333333,11.6826666667,12.9952222222,14.4358888889,21.1611111111,6.45544444444
426.87,10.9408888889,28.28275,18.1428333333,19.7172222222,9.13166666667,6.99272222222,11.69,13.0398333333,14.4783333333,21.1893333333,6.47366666667
427.23,10.9821111111,28.3355,18.1895,19.7914444444,9.17444444444,7.04694444444,11.7215555555,13.0772222222,14.5147777778,21.2576666667,6.50277777778
427.58,11.0077777778,28.38,18.2383333333,19.8156666667,9.19633333333,7.07577777778,11.7447777778,13.1448888889,14.5648888889,21.325,6.528
427.94,11.0048888889,28.36525,18.2566666666,19.8562222222,9.18433333333,7.074,11.715,13.1705555555,14.5695555556,21.3513333333,6.52211111111
