wavelength,Back_BanEdwf,Belly_BanEdwf,Breast_BanEdwf,Crissum_BanEdwf,Crown_BanEdwf,DorTail_BanEdwf,Patch10_BanEdwf,Patch11_BanEdwf,Patch12_BanEdwf,Rump_BanEdwf,Throat_BanEdwf,WingTip_BanEdwf
327.31,7.02183333333,13.4241666667,12.3555833334,11.0693333333,6.24466666667,7.29483333334,9.63083333335,7.61383333333,20.95,8.59466666667,8.41916666666,7.9655
327.67,7.29366666667,13.7585,12.5545833333,11.2346666666,6.48783333334,7.63633333333,9.85000000002,7.83083333333,21.015,8.78016666667,8.74333333334,8.15983333333
328.04,7.38983333333,13.8035,12.8555,11.3868333334,6.72066666667,7.75716666667,9.92266666667,8.022,20.8493333333,8.92816666668,8.87716666666,8.23583333334
328.41,7.27633333333,13.834,12.9956666666,11.5606666667,6.755,7.90133333333,9.76116666665,8.042,20.8663333333,9.00983333333,8.8455,8.3755
328.78,6.682,13.4496666667,12.5083333333,11.0856666666,6.277,7.29666666667,9.13166666666,7.57816666667,20.513,8.52616666667,8.12616666667,7.71616666667
329.14,6.54933333333,13.3553333333,12.3924166666,11.0805,6.0945,7.0435,8.8875,7.39683333333,20.4568333334,8.62633333333,7.9775,7.51283333333
329.51,6.509,13.3215,12.36875,10.9561666667,6.0585,6.88133333334,8.757,7.26816666666,20.3838333334,8.66383333333,7.91466666666,7.361
329.88,5.972,12.8248333333,11.9760833334,10.4706666667,5.4345,6.40516666667,8.12166666666,6.68366666667,19.996,8.23633333334,7.171,6.93233333333
330.24,6.0945,13.0471666667,12.2340833334,10.8083333333,5.482,6.67683333333,8.10766666667,6.89766666667,19.9148333333,8.30833333333,7.33433333333,7.08816666666
330.61,5.835,13.013,12.00475,10.5571666666,5.38583333334,6.64366666667,7.78683333334,6.7135,19.7713333334,8.11633333333,7.048,6.96316666666
330.98,5.82633333334,12.8056666667,11.9644166666,10.3455,5.57883333333,6.529,7.69733333334,6.5985,19.7803333334,8.08333333334,6.89033333334,6.93516666667
331.34,6.0495,12.9623333333,12.2706666667,10.4208333334,5.89233333333,6.71183333333,7.9825,6.90316666667,20.0965,8.3555,7.35466666666,7.10416666666
331.71,5.82016666667,12.9381666666,12.1655833333,10.2895,5.89783333333,6.36266666666,7.854,6.74983333334,20.0803333333,8.25116666667,6.992,7.09383333333
332.08,5.997,13.0656666667,12.0960833334,10.203,6.09683333333,6.34,8.0215,6.90183333334,20.425,8.37866666666,6.7685,7.08783333334
332.44,6.12166666666,13.1345,12.1920833334,10.2041666667,6.30366666667,6.39233333333,8.226,7.19033333333,20.6141666667,8.65533333334,6.873,7.12966666667
332.81,6.37116666667,13.3735,12.4793333333,10.2955,6.577,6.75083333334,8.65833333334,7.6425,20.9065,8.96016666666,7.21716666667,7.35
333.18,6.169,13.3888333334,12.5674166667,10.3045,6.672,6.67183333333,8.7195,7.68683333333,20.7791666667,8.77766666666,7.21516666667,7.18383333334
333.54,6.33083333333,13.4881666667,12.7144166666,10.3796666667,6.90233333333,6.94616666667,8.75766666666,7.80833333333,20.8826666666,8.85016666667,7.30216666667,7.4125
333.91,6.67433333333,13.7378333334,13.0164166666,10.6316666667,7.15816666667,7.35266666666,9.10666666666,8.19516666666,20.9521666667,9.01133333333,7.83216666667,7.70683333333
334.28,6.36783333333,13.3475,12.7438333334,10.2608333333,7.00116666667,7.09816666666,8.93083333334,7.96383333333,20.5895,8.89716666667,7.66383333333,7.5415
334.64,6.237,13.132,12.672,10.1675,6.8575,6.82383333334,8.82683333333,7.86483333333,20.3888333334,8.72233333333,7.6985,7.328
335.01,6.2675,13.1293333334,12.65775,10.19,6.73066666666,6.79616666667,8.8375,7.78833333333,20.2903333333,8.71016666666,7.69816666667,7.28
335.38,5.9575,12.9493333333,12.6088333334,9.98716666665,6.55783333334,6.58216666666,8.526,7.51566666667,20.0025,8.53816666666,7.54,7.0325
335.74,6.004,12.9205,12.6640833333,10.0545,6.5,6.8045,8.5135,7.697,20.0928333333,8.69766666667,7.84516666667,7.03666666666
336.11,5.46283333334,12.248,12.2000833334,9.59999999999,5.987,6.233,8.012,7.2295,19.5965,8.1825,7.51933333334,6.63
336.47,5.40233333334,12.1853333333,12.2225,9.57266666667,5.76783333333,6.083,7.9045,6.9955,19.4761666667,8.0265,7.45216666667,6.4685
336.84,5.40383333333,12.1731666667,12.2298333334,9.81183333332,5.6255,5.96033333333,7.90133333333,7.0105,19.4523333333,7.9795,7.454,6.37266666667
337.21,5.4555,12.1651666666,12.2555,9.76816666668,5.552,6.09433333333,7.87916666667,7.02533333333,19.5021666666,8.1525,7.44483333333,6.47133333334
337.57,5.2945,12.0948333333,12.1808333333,9.64833333331,5.39366666667,5.88283333333,7.80933333333,6.89983333333,19.4801666666,8.18033333333,7.389,6.20783333333
337.94,5.381,12.2283333333,12.2305,9.7625,5.558,5.84466666667,7.73016666667,7.0475,19.785,8.44266666667,7.447,6.184
338.31,5.48066666667,12.3996666666,12.329,9.83,5.58933333334,5.919,7.84083333334,7.17766666666,20.0755,8.54483333333,7.73233333334,6.19233333334
338.67,5.665,12.7088333333,12.5315,10.07,5.83633333334,6.18666666666,8.147,7.44283333334,20.3973333333,8.885,7.9235,6.373
339.04,5.5445,12.7133333333,12.5329166666,10.0453333334,5.79783333333,6.24833333333,8.11916666667,7.55266666666,20.4223333334,8.88683333333,7.87316666666,6.39383333333
339.40,5.6035,12.615,12.3774166666,9.99033333332,5.773,6.15666666667,8.11033333333,7.58283333333,20.298,8.86583333333,7.77133333333,6.4255
339.77,5.669,12.6655,12.3930833333,9.92616666667,5.90283333333,6.17733333333,8.25483333334,7.73533333334,20.3495,8.935,7.7645,6.42583333333
340.14,5.91383333333,12.9273333333,12.6678333333,10.1073333333,6.13366666667,6.46533333333,8.55333333333,7.93666666667,20.5501666667,9.29233333333,8.20733333334,6.60616666667
340.50,5.6825,12.7046666667,12.4495833333,9.8525,6.0525,6.383,8.26533333334,7.89516666667,20.5675,9.13066666667,8.07816666667,6.39383333333
340.87,5.5355,12.427,12.3041666666,9.59683333334,5.98416666667,6.36116666666,8.06633333333,7.71033333333,20.3365,9.07016666666,7.974,6.27566666666
341.23,5.7785,12.4716666667,12.4170833333,9.90299999998,6.30633333334,6.51416666666,8.32283333333,7.96716666667,20.5836666667,9.26583333333,8.36133333334,6.39083333334
341.60,5.79666666667,12.4588333333,12.4905,10.039,6.36566666666,6.51916666666,8.52716666666,8.12916666667,20.658,9.222,8.419,6.4495
341.96,5.47666666667,12.121,12.1195,9.82416666667,6.13716666667,6.26916666666,8.5385,7.8535,20.3466666667,8.94483333333,8.20816666667,6.2065
342.33,5.38016666667,11.833,11.8948333334,9.62233333335,5.98516666667,5.98866666667,8.32983333333,7.6665,20.0361666667,8.72883333334,7.90366666666,5.985
342.70,5.23633333334,11.603,11.81975,9.48766666666,5.91333333334,5.788,8.18433333333,7.5515,19.8483333333,8.4755,7.81233333334,5.89966666667
343.06,5.06866666667,11.388,11.6465,9.33366666666,5.6955,5.4855,7.953,7.29616666667,19.7245,8.27983333334,7.81666666667,5.60533333334
343.43,5.1685,11.4165,11.78875,9.382,5.70983333334,5.51266666667,7.94783333333,7.31116666667,19.7251666666,8.27266666667,7.95116666667,5.54233333333
343.79,5.0525,11.093,11.5725,9.32616666665,5.53833333334,5.15233333334,7.70433333333,6.961,19.46,8.1355,7.8715,5.31633333333
344.16,5.10266666667,11.0486666667,11.5496666667,9.3295,5.46533333333,5.0865,7.68416666667,6.90433333333,19.4008333333,8.0375,7.90666666667,5.23616666666
344.52,5.02033333333,11.0003333333,11.55675,9.29133333331,5.34983333333,4.964,7.7485,6.792,19.2786666667,7.971,7.877,5.11133333333
344.89,4.9085,10.9526666667,11.366,9.07966666667,5.257,4.80566666667,7.5745,6.59133333333,19.2608333333,7.87,7.67716666667,5.07333333333
345.25,4.662,10.7616666667,11.181,8.75616666666,4.9365,4.6155,7.28716666666,6.33416666667,19.0361666666,7.6145,7.26883333333,4.9025
345.62,4.65716666667,10.6575,11.1606666667,8.6695,4.85316666667,4.50766666667,7.0795,6.2325,19.006,7.51983333333,7.07966666667,4.8595
345.99,4.66116666667,10.6851666667,11.2860833333,8.652,4.7675,4.4885,6.92516666667,6.22733333334,19.052,7.4805,6.8525,4.84033333333
346.35,4.79783333333,10.8608333333,11.4026666666,8.76633333333,5.01866666667,4.65883333333,7.21633333333,6.30833333333,19.3486666667,7.59166666667,7.086,5.02783333333
346.72,4.85766666667,10.7938333333,11.4091666667,8.73316666667,4.99383333333,4.65766666666,7.22733333334,6.31516666667,19.3573333333,7.61816666667,7.16966666666,5.04233333333
347.08,5.05783333334,10.8908333333,11.55625,8.872,5.23566666666,4.82833333333,7.4445,6.639,19.4098333334,7.86716666667,7.2245,5.2055
347.45,4.80916666666,10.6743333333,11.2975833334,8.813,5.06033333333,4.67883333333,7.336,6.625,19.4025,7.75083333333,6.97616666666,5.06033333333
347.81,4.6035,10.592,11.26175,8.606,4.89766666666,4.60016666667,7.20833333334,6.55566666666,19.367,7.50883333333,6.7335,4.88216666667
348.18,4.547,10.5991666667,11.2735,8.59916666666,4.93683333334,4.7005,7.13383333333,6.62083333333,19.327,7.50533333333,6.61116666666,4.80483333333
348.54,4.66066666667,10.6605,11.2825,8.596,5.01983333334,4.9125,7.17966666667,6.64816666667,19.3331666667,7.619,6.68816666666,4.86333333333
348.91,4.772,10.701,11.4755,8.69316666667,5.01383333334,5.05066666667,7.34033333333,6.777,19.4398333333,7.61566666666,6.8625,4.78433333333
349.27,4.80683333333,10.6848333333,11.5088333334,8.67966666667,4.9685,5.0295,7.465,6.78766666667,19.4561666666,7.5475,6.94933333333,4.7915
349.64,4.659,10.6171666667,11.439,8.5895,4.80216666667,5.0525,7.56183333334,6.71733333334,19.3805,7.42766666666,6.96733333334,4.653
350.00,4.68216666667,10.5101666667,11.2808333333,8.533,4.74933333334,5.0205,7.5915,6.73233333333,19.2378333334,7.436,7.12266666667,4.61833333334
350.37,4.6005,10.3706666667,11.3784166667,8.569,4.63366666667,5.08116666667,7.50816666666,6.80083333333,19.254,7.4325,7.13316666666,4.54
350.73,4.63316666666,10.2313333333,11.276,8.5725,4.54933333333,5.06616666666,7.47533333333,6.779,19.2433333333,7.371,7.03,4.5195
351.10,4.52733333333,10.1845,11.2494166666,8.54983333334,4.4915,5.0165,7.4255,6.70466666667,19.292,7.25633333334,6.9985,4.5035
351.46,4.69416666666,10.3546666667,11.3654166667,8.7165,4.74716666667,5.136,7.59383333334,6.75683333333,19.3013333334,7.364,7.2725,4.61166666667
351.83,4.92916666667,10.4671666667,11.5335833334,8.94083333334,4.909,5.39266666666,7.87183333333,6.99466666666,19.4166666667,7.63266666667,7.42583333333,4.87383333333
352.19,5.1865,10.5946666667,11.7095,9.10066666666,4.95266666667,5.616,8.08816666667,7.13333333334,19.6003333333,7.84583333334,7.64383333333,5.16016666666
352.55,5.192,10.5898333334,11.6795833333,9.11516666667,4.871,5.4725,8.1215,7.18766666667,19.7395,7.8265,7.672,5.18333333333
352.92,5.15666666667,10.583,11.6854166666,9.0915,4.87033333334,5.43766666667,8.11633333333,7.19233333333,19.6601666667,7.71383333333,7.8445,5.23916666666
353.28,5.1545,10.458,11.6408333334,9.0005,4.91366666667,5.39866666667,8.04183333333,7.18983333333,19.5621666667,7.65516666667,7.77833333334,5.19683333334
353.65,5.32016666667,10.5355,11.75975,9.09133333334,4.97183333333,5.44516666667,8.0785,7.3125,19.5658333333,7.82166666667,7.83266666667,5.31216666667
354.01,5.31733333334,10.583,11.85075,9.0615,4.87433333333,5.3935,8.01516666666,7.2465,19.6336666667,7.71633333333,7.80866666667,5.24133333333
354.38,5.293,10.5216666667,11.71775,8.9785,4.80116666667,5.20966666667,7.96766666667,7.2015,19.5618333333,7.551,7.723,5.2795
354.74,5.10916666667,10.4125,11.5415,8.813,4.6045,5.01616666667,7.84833333333,7.04333333334,19.4805,7.39666666667,7.53233333333,5.197
355.11,5.22966666667,10.4675,11.6500833334,8.85983333333,4.597,5.05183333333,7.906,7.03833333334,19.6123333334,7.50083333333,7.5555,5.282
355.47,5.20283333334,10.4035,11.6309166666,8.80483333334,4.52116666666,4.9755,7.9055,7.014,19.5861666667,7.45566666667,7.39983333333,5.25933333333
355.83,5.28333333334,10.4173333333,11.6315,8.77516666667,4.55716666667,4.95883333334,7.90666666667,7.0805,19.6043333333,7.41483333334,7.46016666666,5.27083333334
356.20,5.224,10.4648333333,11.5348333334,8.8015,4.59183333333,4.77566666667,7.82116666667,6.94416666667,19.4573333334,7.304,7.24566666667,5.17733333333
356.56,5.25166666667,10.4388333333,11.5523333333,8.82616666666,4.6445,4.77233333334,7.81383333333,6.9175,19.3928333333,7.298,7.19433333333,5.25666666667
356.93,5.3385,10.4251666667,11.4634166667,8.887,4.66833333334,4.75633333334,7.81983333333,6.95716666667,19.3953333334,7.4325,6.91416666667,5.27883333334
357.29,5.52666666667,10.6396666667,11.63125,9.04183333333,4.716,4.88966666666,7.97966666667,7.12666666666,19.5288333334,7.693,7.04683333333,5.442
357.66,5.48666666667,10.5875,11.503,8.97016666667,4.69166666667,4.75683333333,7.892,6.91816666666,19.4738333334,7.57566666667,6.96016666666,5.3495
358.02,5.72433333334,10.7603333334,11.6005833333,9.23683333333,4.98316666667,5.03833333334,8.15483333333,7.16966666666,19.6953333333,7.74516666667,7.09416666667,5.56783333333
358.38,5.82483333333,10.8828333333,11.806,9.34733333333,5.14433333334,5.142,8.24933333334,7.231,19.7085,7.94983333333,7.24233333333,5.632
358.75,5.73716666666,10.9115,11.8250833334,9.29166666667,5.1095,5.127,8.1635,7.16033333334,19.627,7.8775,7.17166666667,5.49816666666
359.11,5.7245,10.8963333333,11.8520833334,9.2855,5.14366666667,5.0975,8.19383333333,7.094,19.4695,7.8195,7.19466666667,5.48316666666
359.48,5.73716666666,10.8758333333,11.88225,9.22166666666,5.13416666667,5.13883333334,8.21733333333,7.03966666667,19.4321666667,7.7775,7.2715,5.497
359.84,5.546,10.8378333333,11.8016666667,9.2415,5.0785,5.003,8.21483333334,6.98516666667,19.3691666667,7.64083333333,7.289,5.49133333333
360.20,5.523,10.7448333333,11.71975,9.135,5.09966666666,5.002,8.31083333333,7.10833333333,19.4895,7.64333333334,7.32816666667,5.50666666666
360.57,5.57666666666,10.8238333333,11.8025,9.22116666666,5.14433333334,5.0735,8.35516666667,7.18666666666,19.5241666667,7.60533333334,7.40983333333,5.55883333334
360.93,5.45533333333,10.796,11.7673333333,9.18366666667,5.06183333333,4.93666666666,8.30933333333,7.066,19.4493333333,7.485,7.36583333333,5.548
361.29,5.2965,10.6956666667,11.6523333334,9.15966666667,5.01716666667,4.82433333333,8.19283333334,6.8645,19.3533333334,7.23366666667,7.20916666667,5.39966666667
361.66,5.235,10.6801666667,11.6903333334,9.16783333334,5.03616666667,4.82433333333,8.24683333334,6.95,19.3451666667,7.19133333334,7.24683333334,5.3805
362.02,5.08016666667,10.5533333333,11.62025,9.0255,4.93833333333,4.65983333333,8.2395,6.88633333333,19.184,7.08816666666,7.21916666667,5.34566666667
362.39,5.00016666667,10.4946666666,11.4824166666,8.951,4.83433333333,4.61433333333,8.17016666667,6.85216666667,19.128,6.9025,7.112,5.23633333333
362.75,5.1945,10.5671666666,11.5331666667,9.10916666667,5.00433333333,4.74216666667,8.31733333333,6.99383333334,19.17,7.01883333333,7.32233333334,5.37066666667
363.11,5.24233333333,10.6161666667,11.46675,9.17966666667,5.11433333333,4.807,8.37733333333,7.11233333334,19.2493333334,7.05483333333,7.41633333333,5.44766666667
363.48,5.43983333334,10.7523333333,11.55525,9.33916666667,5.26316666667,4.90883333334,8.44616666667,7.262,19.322,7.13666666666,7.45466666667,5.549
363.84,5.60983333333,10.832,11.6193333333,9.41766666667,5.34966666666,5.014,8.4625,7.34483333333,19.3685,7.271,7.49416666666,5.57283333333
364.20,5.70583333333,10.88,11.682,9.558,5.36583333333,5.10833333333,8.47983333333,7.4055,19.3203333333,7.28716666666,7.51833333334,5.64183333333
364.57,5.75583333333,10.9033333333,11.5968333334,9.55966666667,5.3845,5.14383333333,8.52083333334,7.43383333334,19.2996666666,7.3615,7.52566666666,5.624
364.93,5.89366666667,11.0786666667,11.6666666667,9.71583333333,5.545,5.3545,8.68966666667,7.59166666667,19.3438333333,7.4395,7.757,5.71666666667
365.29,6.01783333334,11.2165,11.57275,9.78833333332,5.721,5.44016666667,8.827,7.76066666667,19.361,7.567,7.94083333334,5.88533333333
365.66,6.27783333333,11.3976666667,11.665,9.98166666669,5.92033333333,5.67016666667,9.00666666667,7.98583333334,19.5108333333,7.83083333333,8.19033333334,6.15083333334
366.02,6.31916666666,11.4638333333,11.663,10.0315,5.97183333333,5.686,8.95066666667,7.96966666667,19.5116666667,7.85383333334,8.08566666667,6.15566666666
366.38,6.3395,11.463,11.6565833333,10.1001666667,5.96216666667,5.68116666666,8.98666666667,7.93516666667,19.4743333333,7.86866666666,7.99716666667,6.28133333334
366.75,6.40416666667,11.605,11.7920833333,10.1798333334,6.08583333333,5.76116666666,9.067,8.017,19.5453333334,7.97866666667,7.99666666666,6.4565
367.11,6.3465,11.5776666667,11.7200833334,10.0743333333,5.93416666666,5.69833333333,8.9995,7.84366666667,19.5433333333,7.8945,7.81133333333,6.363
367.47,6.26,11.5955,11.7146666667,10.0728333334,5.90166666667,5.71016666666,8.9755,7.8905,19.6428333333,7.93316666667,7.87433333333,6.41683333333
367.84,6.2785,11.6165,11.6544166667,10.0638333333,5.889,5.75416666667,8.964,7.83766666667,19.6905,7.89883333334,7.84166666667,6.49883333333
368.20,6.23383333334,11.6178333333,11.5628333333,10.0693333334,5.907,5.70683333333,9.01083333334,7.78483333334,19.654,7.90733333333,7.93983333333,6.55266666666
368.56,6.1425,11.663,11.5488333334,10.0948333333,5.9665,5.71733333333,9.01933333333,7.8335,19.6335,7.856,7.94166666667,6.619
368.93,6.13116666666,11.6358333333,11.5920833334,10.1168333333,6.074,5.69633333333,9.03883333333,7.88916666666,19.7493333334,7.98116666667,7.97066666667,6.69683333333
369.29,6.07316666667,11.5203333333,11.5923333334,10.0528333333,5.94516666667,5.626,8.998,7.85766666666,19.7276666667,7.94516666667,7.87833333334,6.6505
369.65,5.90233333333,11.454,11.42575,9.91633333334,5.797,5.57183333334,8.84533333334,7.7625,19.6646666667,7.811,7.675,6.51083333334
370.01,5.923,11.489,11.3159166667,9.99283333331,5.81833333333,5.65916666667,8.91516666667,7.80766666666,19.6951666667,7.86616666667,7.71533333333,6.55716666667
370.38,6.05366666667,11.5468333333,11.3354166666,10.0683333333,5.97766666666,5.79633333333,9.03866666667,7.87733333333,19.7673333334,7.99516666667,7.8895,6.60666666667
370.74,5.94933333333,11.5093333333,11.1776666666,10.0106666666,5.90383333334,5.74183333334,8.97416666666,7.83483333334,19.747,7.89583333334,7.86833333334,6.51016666667
371.10,6.02233333334,11.5498333333,11.1069166667,10.1553333334,6.079,5.7875,9.05033333334,8.02533333333,19.7275,7.951,8.00366666667,6.57416666667
371.46,6.01283333333,11.5251666666,10.96925,10.1258333333,6.07716666667,5.856,9.11466666667,7.94983333334,19.6228333334,7.923,7.98516666667,6.4865
371.83,5.98,11.5323333333,10.9515,10.1821666667,6.18216666666,5.945,9.204,8.03283333334,19.5943333334,8.00783333334,8.04083333333,6.47116666666
372.19,5.9865,11.5595,11.0115,10.192,6.2565,5.99983333334,9.20766666667,8.09666666666,19.6751666667,8.00316666667,8.1525,6.47866666667
372.55,5.9335,11.408,10.8853333333,10.1078333333,6.23183333334,5.981,9.1765,7.995,19.625,7.96433333333,8.10966666666,6.38483333333
372.92,5.97516666667,11.3991666667,10.8184166667,10.085,6.2345,6.05533333333,9.16966666667,8.06533333333,19.659,7.865,8.092,6.292
373.28,5.99233333334,11.4501666667,10.8104166666,10.2218333333,6.34216666667,6.16533333333,9.26316666667,8.09383333334,19.6693333333,7.93783333333,8.17383333334,6.31933333333
373.64,6.06333333333,11.4275,10.79275,10.302,6.51433333334,6.234,9.368,8.13083333333,19.6643333334,7.94666666666,8.2635,6.45933333333
374.00,6.11516666666,11.3825,10.8049166666,10.2445,6.56166666666,6.27133333333,9.3515,8.142,19.7016666666,7.94033333333,8.336,6.44866666666
374.37,6.12133333334,11.4203333333,10.7489166667,10.192,6.60033333333,6.31283333333,9.33033333334,8.19466666667,19.7273333333,7.95566666667,8.35766666667,6.47616666667
374.73,6.15916666666,11.411,10.7216666667,10.273,6.68483333333,6.39583333334,9.44,8.216,19.793,8.01866666667,8.4485,6.4945
375.09,6.08683333333,11.305,10.7045,10.1825,6.61083333334,6.40016666666,9.3875,8.0835,19.6648333333,8.00066666667,8.41116666667,6.43483333333
375.45,6.078,11.3725,10.6820833334,10.2251666667,6.67666666666,6.43933333334,9.44366666666,8.14,19.7568333333,8.06466666666,8.4835,6.55616666666
375.81,5.996,11.2468333334,10.5568333333,10.0816666667,6.56033333333,6.33983333334,9.347,8.02666666667,19.6843333333,7.89816666667,8.432,6.54783333333
376.18,5.87383333333,11.1305,10.3608333334,9.95666666668,6.5135,6.27383333334,9.22733333333,7.92566666667,19.5958333334,7.779,8.2275,6.448
376.54,5.79366666667,11.0448333333,10.2678333334,9.85133333335,6.44283333333,6.17316666667,9.16516666667,7.83516666666,19.5156666666,7.72366666667,8.1385,6.40733333333
376.90,5.7325,10.9968333333,10.18175,9.81216666667,6.4485,6.10033333333,9.2135,7.75666666666,19.4828333334,7.717,8.11816666667,6.4355
377.26,5.8235,11.0986666667,10.2535,9.80666666667,6.541,6.24316666667,9.29266666666,7.85916666666,19.6235,7.80683333333,8.19283333333,6.50366666666
377.63,5.75283333333,11.068,10.13225,9.756,6.48933333333,6.23533333334,9.28483333333,7.8,19.568,7.74216666667,8.2265,6.40266666667
377.99,5.69,11.074,10.1403333334,9.73133333333,6.49816666666,6.28783333333,9.32183333333,7.831,19.5473333333,7.74183333334,8.1515,6.39483333333
378.35,5.6585,11.1011666667,10.1,9.796,6.55383333333,6.31433333333,9.35633333333,7.86366666667,19.5543333334,7.77366666667,8.05466666666,6.39933333333
378.71,5.61816666667,11.0238333333,9.97758333335,9.66383333333,6.52816666666,6.3285,9.356,7.8475,19.4833333333,7.74316666667,7.98333333333,6.397
379.07,5.598,11.0468333334,9.91091666665,9.65266666666,6.56083333333,6.33866666667,9.41483333334,7.95516666666,19.513,7.73183333333,7.99566666666,6.48166666667
379.44,5.54166666666,10.9146666667,9.85408333335,9.6085,6.563,6.29366666667,9.42116666667,7.94183333333,19.5065,7.6835,7.93583333334,6.47483333333
379.80,5.5325,10.9476666667,9.79666666665,9.62933333333,6.6365,6.34816666666,9.472,7.98233333333,19.4773333333,7.76216666666,7.91316666667,6.476
380.16,5.47216666667,10.9656666666,9.75616666665,9.55516666667,6.58983333334,6.31433333334,9.53016666667,7.9585,19.5016666666,7.7405,7.87633333333,6.40416666667
380.52,5.497,10.9671666667,9.68991666665,9.58216666667,6.62333333333,6.32066666666,9.5235,7.98866666667,19.486,7.7025,7.85716666666,6.404
380.88,5.53,10.952,9.67208333335,9.54283333334,6.584,6.38833333333,9.46566666667,7.9625,19.4083333334,7.71316666667,7.86866666666,6.42383333333
381.24,5.4275,10.8315,9.48791666665,9.428,6.553,6.30216666667,9.35483333333,7.918,19.2716666667,7.614,7.802,6.3465
381.61,5.45416666666,10.8343333333,9.49591666665,9.40616666666,6.56066666667,6.29483333334,9.32716666667,7.90766666666,19.365,7.64766666666,7.73233333334,6.35816666666
381.97,5.41416666667,10.733,9.30208333335,9.31533333333,6.52933333333,6.19333333333,9.28533333333,7.85133333333,19.2275,7.5695,7.76916666667,6.3305
382.33,5.35266666666,10.5758333333,9.14358333335,9.11133333334,6.4585,6.1275,9.21866666667,7.78033333333,19.1061666667,7.43483333333,7.67733333333,6.25833333333
382.69,5.3015,10.4983333334,9.16016666665,9.08116666667,6.44266666666,6.07533333333,9.14066666667,7.751,19.099,7.391,7.61916666666,6.248
383.05,5.29833333334,10.4205,9.16633333335,9.00216666667,6.41116666667,6.08283333333,9.16,7.68583333334,19.1116666667,7.359,7.55716666666,6.186
383.41,5.25633333334,10.4006666667,9.104,8.88233333334,6.34966666667,6.07166666667,9.07766666666,7.66266666667,19.1013333333,7.24716666667,7.52066666666,6.10283333333
383.77,5.18883333333,10.3031666667,9.03075,8.81183333333,6.33266666667,6.031,9.0305,7.63733333334,19.1028333333,7.16933333334,7.53783333333,6.03116666667
384.14,5.16666666666,10.2048333333,8.89916666666,8.79066666667,6.2925,6.03983333334,8.945,7.589,19.0436666666,7.09433333333,7.52133333333,6.0485
384.50,5.118,10.1311666667,8.83533333333,8.69916666667,6.24183333334,6.03116666667,8.93383333333,7.5655,19.0096666666,7.06816666667,7.47016666666,6.03116666666
384.86,4.9645,10.0073333333,8.6295,8.531,6.173,5.95966666667,8.87666666666,7.484,18.985,6.94233333334,7.30316666666,5.918
385.22,4.8765,9.87349999999,8.59541666666,8.4785,6.12983333334,5.84933333333,8.845,7.3875,18.9235,6.89,7.221,5.86
385.58,4.75683333333,9.68300000001,8.38358333334,8.30083333333,5.985,5.7135,8.76033333333,7.26433333333,18.7578333333,6.76816666666,7.044,5.75133333333
385.94,4.70966666667,9.63000000002,8.363,8.25266666667,5.95633333334,5.694,8.713,7.21,18.8048333334,6.712,6.98383333333,5.72116666666
386.30,4.5785,9.48850000001,8.25275,8.17266666666,5.8395,5.6155,8.62466666667,7.10133333333,18.7106666666,6.6175,6.90266666666,5.62033333333
386.66,4.5825,9.47599999998,8.18925,8.16,5.83766666667,5.609,8.6515,7.11933333333,18.6485,6.60866666667,6.87816666666,5.6585
387.03,4.59683333334,9.48366666665,8.12966666666,8.14166666666,5.85833333334,5.6175,8.60833333333,7.14116666667,18.6585,6.58983333333,6.83966666666,5.72833333333
387.39,4.5715,9.37516666665,8.00716666667,8.10716666667,5.8585,5.60833333333,8.56716666666,7.094,18.572,6.58316666666,6.75166666667,5.74716666667
387.75,4.55,9.38016666665,7.94916666667,8.02666666667,5.83166666666,5.61266666666,8.56533333334,7.09733333333,18.5953333333,6.55733333334,6.678,5.74333333333
388.11,4.501,9.29816666668,7.9305,7.96983333333,5.82933333334,5.62683333333,8.5785,7.086,18.5046666667,6.54366666666,6.58116666667,5.7255
388.47,4.5735,9.37149999998,8.00133333333,8.02683333334,5.96,5.74383333334,8.70483333333,7.187,18.6033333334,6.60716666666,6.68816666667,5.83583333333
388.83,4.609,9.34533333332,8.04858333333,8.08783333333,6.00733333333,5.78433333334,8.749,7.21583333334,18.6331666666,6.6305,6.7155,5.908
389.19,4.575,9.3065,7.984,8.02066666666,5.95216666667,5.82366666667,8.7165,7.1985,18.7131666667,6.54983333334,6.682,5.9365
389.55,4.5885,9.39433333332,8.08716666666,8.1135,6.05783333333,5.93866666667,8.8235,7.31216666667,18.8078333333,6.578,6.852,6.08283333333
389.91,4.499,9.29183333335,7.96925,8.011,5.997,5.905,8.809,7.26983333334,18.7243333333,6.48933333333,6.79266666667,6.03616666667
390.27,4.466,9.28266666665,7.91516666666,7.98366666667,5.99783333333,5.8835,8.82783333334,7.29016666667,18.816,6.51233333334,6.78383333334,6.04933333333
390.63,4.4395,9.24949999998,7.84533333333,7.93866666667,6.00283333333,5.91066666666,8.84316666667,7.30666666667,18.854,6.49216666667,6.80016666666,5.997
391.00,4.4315,9.22083333331,7.83216666666,7.93666666667,6.009,5.952,8.8335,7.29116666667,18.8795,6.49883333333,6.866,6.01016666667
391.36,4.527,9.28583333332,7.90808333334,7.98783333334,6.0805,6.00283333333,8.93066666667,7.37283333333,18.9111666667,6.5445,6.9985,6.095
391.72,4.56633333333,9.24966666669,7.92225,7.99916666666,6.07016666667,6.037,8.99416666666,7.36633333333,18.9375,6.53166666667,7.012,6.1775
