wavelength,Back_TanRuem,Belly_TanRuem,Breast_TanRuem,Crissum_TanRuem,Crown_TanRuem,DorTail_TanRuem,Patch10_TanRuem,Patch11_TanRuem,Patch12_TanRuem,Rump_TanRuem,Throat_TanRuem,WingTip_TanRuem
343.06,4.93033333333,9.0928245614,9.56333333333,5.927,5.71766666667,6.33933333333,4.47433333333,9.75933333333,4.75133333333,9.719,7.94166666667,7.27233333333
343.43,4.76183333333,9.04833333333,9.49066666667,5.733,5.42666666667,6.14533333333,4.303,9.61033333333,4.75533333333,9.75,7.69466666667,7.06966666667
343.79,4.86133333333,9.27221052632,9.355,5.49133333333,5.399,6.075,4.19233333333,9.61766666667,4.97266666667,9.657,7.85933333333,7.03266666667
344.16,4.96483333333,9.44473684211,9.44533333333,5.67466666667,5.53966666667,6.03666666667,4.40333333333,9.82,5.10033333333,9.84566666667,8.12833333333,6.93366666667
344.52,4.8885,9.39164912281,9.32633333333,5.843,5.46866666667,6.046,4.47933333333,9.73233333333,4.96133333333,9.92233333333,8.05733333333,6.80766666667
344.89,4.83633333333,9.5261754386,9.472,5.99966666667,5.34266666667,6.06266666667,4.423,9.84133333333,4.83,9.96,8.127,6.77533333333
345.25,4.6725,9.56257894737,9.32066666667,5.92533333333,5.229,6.087,4.23433333333,9.849,4.67566666667,10.104,8.145,6.60933333333
345.62,4.607,9.46805263158,9.19566666667,5.87033333333,5.016,6.00666666667,4.21733333333,9.90133333333,4.59466666667,9.92633333333,8.06233333333,6.59466666667
345.99,4.77283333333,9.69159649123,9.29266666667,6.03466666667,5.183,6.109,4.36866666667,9.916,4.93033333333,10.0766666667,8.28066666667,6.732
346.35,4.5955,9.62594736842,9.20366666667,5.92733333333,4.96733333333,5.95833333333,4.32933333333,9.74866666667,4.82466666667,9.86,8.22466666667,6.73866666667
346.72,4.84266666667,9.81489473684,9.49266666667,6.07,5.05366666667,6.02066666667,4.644,9.83366666667,4.973,9.82166666667,8.30233333333,7.056
347.08,4.79816666667,9.92364912281,9.441,5.83766666667,4.94133333333,6.02433333333,4.68,9.87666666667,5.02833333333,9.81433333333,8.26466666667,7.132
347.45,4.9485,10.0423859649,9.722,5.90433333333,5.03566666667,6.06033333333,4.99866666667,9.98466666667,5.01733333333,9.92833333333,8.42233333333,7.33566666667
347.81,4.7205,9.84471929825,9.785,5.81333333333,4.905,5.90133333333,5.08666666667,9.89166666667,4.78633333333,9.923,8.35033333333,7.32933333333
348.18,4.473,9.63838596491,9.55533333333,5.62266666667,4.53566666667,5.63533333333,4.69266666667,9.549,4.50433333333,9.58033333333,8.21066666667,7.19933333333
348.54,4.40866666667,9.68912280702,9.47233333333,5.44533333333,4.601,5.59033333333,4.702,9.59866666667,4.54433333333,9.66166666667,8.155,7.23533333333
348.91,4.56583333333,9.71275438596,9.61433333333,5.657,4.86666666667,5.77,4.89833333333,9.627,4.78533333333,9.859,8.17166666667,7.33766666667
349.27,4.7955,9.85992982456,9.86666666667,5.70233333333,5.02733333333,5.93366666667,5.08333333333,9.71666666667,4.977,9.95433333333,8.22866666667,7.59066666667
349.64,4.80916666667,9.88677192982,10.01,5.81666666667,5.064,5.854,5.151,9.58066666667,4.859,10.0783333333,8.28666666667,7.47133333333
350.00,4.6935,9.72154385965,10.023,5.82,5.08566666667,5.789,5.04833333333,9.54166666667,4.48666666667,9.88733333333,8.332,7.35033333333
350.37,4.9475,9.88092982456,10.146,5.956,5.38133333333,5.93133333333,5.08233333333,9.682,4.61766666667,9.99933333333,8.44766666667,7.367
350.73,4.84033333333,9.82140350877,9.97866666667,5.75533333333,5.38433333333,5.83433333333,4.94666666667,9.833,4.60033333333,10.0636666667,8.332,7.12866666667
351.10,4.89133333333,9.83389473684,10.0663333333,5.859,5.58133333333,5.889,4.94266666667,9.813,4.54466666667,10.1506666667,8.28833333333,7.13066666667
351.46,4.84483333333,9.9489122807,10.0243333333,5.84933333333,5.724,5.92733333333,4.737,9.79133333333,4.53966666667,10.108,8.29,6.998
351.83,5.11083333333,10.1795438596,10.1146666667,6.038,5.87733333333,6.05566666667,4.742,10.0196666667,4.683,10.287,8.415,7.167
352.19,5.21683333333,10.3718596491,10.2923333333,6.212,6.094,6.206,4.984,10.245,4.79466666667,10.6226666667,8.58566666667,7.48133333333
352.55,5.26283333333,10.3231754386,10.4203333333,6.299,6.11233333333,6.28133333333,4.86866666667,10.2743333333,4.91533333333,10.5776666667,8.72133333333,7.56
352.92,5.01966666667,10.222,10.1556666667,6.04133333333,5.844,6.06433333333,4.73566666667,10.0566666667,4.718,10.289,8.507,7.31233333333
353.28,5.0705,10.2242631579,10.1293333333,6.36866666667,5.935,6.19766666667,4.89066666667,10.1353333333,4.79933333333,10.318,8.583,7.32766666667
353.65,5.014,10.2435438596,10.1243333333,6.42733333333,6.00566666667,6.332,4.83733333333,10.2813333333,4.88233333333,10.4503333333,8.596,7.416
354.01,5.00416666667,10.2997719298,10.0523333333,6.50033333333,5.95733333333,6.28433333333,4.84366666667,10.335,4.98766666667,10.518,8.418,7.40933333333
354.38,4.70383333333,10.1167894737,9.78033333333,6.23766666667,5.706,6.14433333333,4.62166666667,10.202,4.75333333333,10.4316666667,8.154,7.25033333333
354.74,4.63333333333,10.0397719298,9.63233333333,6.321,5.63166666667,6.01933333333,4.539,9.982,4.64133333333,10.262,8.01166666667,7.26866666667
355.11,4.50566666667,9.93068421053,9.56966666667,6.17266666667,5.48766666667,5.81433333333,4.37666666667,9.928,4.55566666667,10.128,8.01066666667,7.105
355.47,4.65316666667,9.99180701754,9.71266666667,6.37533333333,5.62,5.96433333333,4.57066666667,10.0313333333,4.70966666667,10.2423333333,8.299,7.31133333333
355.83,4.521,9.99222807018,9.76666666667,6.36733333333,5.49666666667,5.92433333333,4.54133333333,9.96266666667,4.637,10.2596666667,8.233,7.19666666667
356.20,4.47616666667,9.92870175439,9.77966666667,6.407,5.48066666667,5.944,4.43666666667,9.78466666667,4.58966666667,10.2233333333,8.12066666667,7.01233333333
356.56,4.5505,10.0654561403,9.86133333333,6.43266666667,5.42966666667,5.92866666667,4.45633333333,9.86133333333,4.582,10.3073333333,8.05,6.91666666667
356.93,4.625,10.1875789474,9.904,6.574,5.413,6.00066666667,4.36666666667,9.92333333333,4.61066666667,10.5156666667,8.13133333333,7.07566666667
357.29,4.516,10.1748947368,9.88266666667,6.42933333333,5.37133333333,5.825,4.14766666667,9.92066666667,4.52533333333,10.4073333333,8.02633333333,7.01533333333
357.66,4.506,10.1582631579,9.86633333333,6.36666666667,5.353,5.72333333333,4.152,9.75333333333,4.47566666667,10.373,7.92833333333,6.873
358.02,4.63233333333,10.3394561404,10.0746666667,6.52,5.49766666667,5.87266666667,4.276,9.82,4.651,10.667,8.06133333333,6.891
358.38,4.73916666667,10.4512807018,10.281,6.64566666667,5.58766666667,5.96166666667,4.31066666667,9.93466666667,4.70266666667,10.883,8.219,7.01033333333
358.75,4.79233333333,10.5640877193,10.4746666667,6.66866666667,5.644,6.096,4.289,9.98733333333,4.84833333333,11.0466666667,8.46233333333,6.96366666667
359.11,4.8125,10.5915789474,10.501,6.66933333333,5.73233333333,6.22266666667,4.318,9.94066666667,4.817,11.1053333333,8.44733333333,7.00633333333
359.48,4.71566666667,10.5427368421,10.359,6.55166666667,5.63233333333,6.20066666667,4.175,9.83766666667,4.654,11.0513333333,8.269,6.89333333333
359.84,4.74316666667,10.540754386,10.297,6.60033333333,5.76433333333,6.226,4.217,9.86066666667,4.67866666667,11.0666666667,8.34666666667,6.96166666667
360.20,4.84966666667,10.6688947368,10.4413333333,6.60433333333,5.81766666667,6.29366666667,4.309,10.0946666667,4.80933333333,11.1553333333,8.50866666667,7.07266666667
360.57,4.695,10.497,10.3096666667,6.42,5.74033333333,6.10166666667,4.13333333333,9.90466666667,4.60866666667,11.021,8.39633333333,6.966
360.93,4.751,10.5268947368,10.4326666667,6.452,5.83633333333,6.10033333333,4.17133333333,10.0193333333,4.58866666667,11.083,8.43833333333,7.0
361.29,4.899,10.5976140351,10.5316666667,6.44933333333,5.86533333333,6.22466666667,4.34066666667,9.97766666667,4.68933333333,11.3333333333,8.52433333333,7.10833333333
361.66,4.92966666667,10.7128070175,10.62,6.491,5.87733333333,6.31833333333,4.32766666667,10.0946666667,4.72066666667,11.4393333333,8.72833333333,7.17066666667
362.02,4.89266666667,10.639877193,10.5373333333,6.47066666667,5.83866666667,6.22366666667,4.27733333333,10.0323333333,4.615,11.3506666667,8.77966666667,7.22233333333
362.39,4.886,10.6725964912,10.5416666667,6.45433333333,5.92566666667,6.17733333333,4.35333333333,10.0233333333,4.73833333333,11.2793333333,8.79333333333,7.13066666667
362.75,4.81766666667,10.6571754386,10.467,6.30366666667,5.89366666667,6.045,4.32866666667,9.93466666667,4.66666666667,11.194,8.607,7.10266666667
363.11,4.769,10.630245614,10.3673333333,6.267,5.80333333333,5.97333333333,4.256,9.911,4.662,11.1856666667,8.51966666667,7.05266666667
363.48,4.87433333333,10.7665964912,10.4993333333,6.32466666667,5.87033333333,6.05333333333,4.38733333333,10.0743333333,4.77533333333,11.3823333333,8.62833333333,7.13033333333
363.84,4.90416666667,10.8334912281,10.5683333333,6.329,5.912,6.13166666667,4.418,10.103,4.82033333333,11.4403333333,8.62033333333,7.063
364.20,4.911,10.7857192982,10.48,6.22833333333,5.913,6.088,4.31966666667,9.955,4.791,11.358,8.55933333333,6.955
364.57,5.09666666667,11.0030175439,10.6146666667,6.46366666667,6.08866666667,6.24366666667,4.50666666667,10.1543333333,5.00166666667,11.4966666667,8.73466666667,7.137
364.93,5.0915,11.0405438597,10.6413333333,6.52066666667,6.055,6.239,4.52766666667,10.128,5.05233333333,11.6906666667,8.74933333333,7.09633333333
365.29,5.14016666667,11.2194736842,10.7333333333,6.60533333333,6.12833333333,6.172,4.474,10.256,5.03066666667,11.831,8.916,7.15833333333
365.66,5.2745,11.308245614,10.785,6.57866666667,6.23533333333,6.19133333333,4.54566666667,10.3573333333,5.18866666667,11.9633333333,8.92366666667,7.278
366.02,5.36333333333,11.4223333333,10.943,6.52733333333,6.303,6.299,4.576,10.4783333333,5.32533333333,11.9846666667,8.98733333333,7.28466666667
366.38,5.33466666667,11.4709122807,10.9753333333,6.53666666667,6.275,6.319,4.51533333333,10.5326666667,5.228,12.0346666667,8.99766666667,7.423
366.75,5.52916666667,11.5949473684,11.216,6.74866666667,6.45766666667,6.458,4.67366666667,10.764,5.299,12.2733333333,9.23866666667,7.64433333333
367.11,5.68583333333,11.7828596491,11.3673333333,6.95566666667,6.547,6.45766666667,4.85333333333,10.9546666667,5.39633333333,12.4413333333,9.411,7.80666666667
367.47,5.63133333333,11.7131403509,11.332,7.06233333333,6.56666666667,6.485,4.84233333333,11.072,5.39133333333,12.5436666667,9.33966666667,7.83533333333
367.84,5.55816666667,11.6316666667,11.3163333333,6.994,6.529,6.374,4.808,11.145,5.25233333333,12.548,9.29366666667,7.86633333333
368.20,5.51416666667,11.6862807018,11.437,7.03566666667,6.52433333333,6.344,4.85133333333,11.29,5.21966666667,12.6353333333,9.26466666667,7.90266666667
368.56,5.55033333333,11.8121403509,11.4846666667,7.05,6.52166666667,6.36233333333,4.85266666667,11.3253333333,5.29866666667,12.7696666667,9.27533333333,7.90466666667
368.93,5.59466666667,11.8661754386,11.4916666667,6.953,6.585,6.43766666667,4.87833333333,11.3773333333,5.28733333333,12.695,9.31466666667,8.013
369.29,5.6595,11.8405614035,11.5176666667,6.99233333333,6.60333333333,6.49833333333,4.85333333333,11.3516666667,5.33133333333,12.5706666667,9.196,7.924
369.65,5.6295,11.8063684211,11.574,7.11466666667,6.56566666667,6.42066666667,4.83066666667,11.38,5.25433333333,12.526,9.05966666667,7.829
370.01,5.56766666667,11.7358421053,11.448,7.1,6.506,6.30566666667,4.741,11.2596666667,5.11833333333,12.5833333333,8.909,7.75766666667
370.38,5.64633333333,11.8308596491,11.4666666667,7.20166666667,6.47633333333,6.27833333333,4.79566666667,11.2443333333,5.28366666667,12.739,8.85466666667,7.76066666667
370.74,5.5535,11.8282105263,11.4796666667,7.24266666667,6.36766666667,6.26566666667,4.70033333333,11.1776666667,5.265,12.7473333333,8.82366666667,7.69
371.10,5.48833333333,11.8590350877,11.54,7.18033333333,6.36033333333,6.24,4.61966666667,11.1746666667,5.265,12.8183333333,8.82,7.596
371.46,5.533,11.9419122807,11.66,7.06233333333,6.426,6.18666666667,4.61333333333,11.0776666667,5.315,12.744,8.84066666667,7.564
371.83,5.68816666667,12.0932807018,11.7483333333,7.13666666667,6.54633333333,6.30133333333,4.60433333333,11.1316666667,5.466,12.932,8.94433333333,7.577
372.19,5.681,12.0919473684,11.6733333333,7.07666666667,6.511,6.29833333333,4.55066666667,11.1223333333,5.40166666667,12.908,8.91566666667,7.56333333333
372.55,5.614,12.071245614,11.7773333333,7.04666666667,6.57366666667,6.36166666667,4.549,11.1073333333,5.359,12.9993333333,8.97666666667,7.54633333333
372.92,5.56,12.0067192982,11.6486666667,6.91366666667,6.536,6.27166666667,4.50066666667,11.0066666667,5.33133333333,12.9816666667,8.93366666667,7.329
373.28,5.43866666667,11.9937017544,11.621,6.78066666667,6.46733333333,6.192,4.48133333333,10.964,5.26666666667,12.961,8.929,7.29033333333
373.64,5.47566666667,12.1049122807,11.645,6.72566666667,6.54433333333,6.29566666667,4.569,10.9593333333,5.36433333333,13.0513333333,9.093,7.33633333333
374.00,5.5135,12.1122280702,11.688,6.68833333333,6.62066666667,6.347,4.57166666667,11.031,5.42333333333,13.114,9.17333333333,7.37533333333
374.37,5.61583333333,12.1039649123,11.8786666667,6.79733333333,6.83466666667,6.51633333333,4.66633333333,11.1446666667,5.49033333333,13.182,9.28333333333,7.39233333333
374.73,5.51833333333,12.0853157895,11.7386666667,6.675,6.864,6.47066666667,4.65166666667,11.1593333333,5.398,13.153,9.21766666667,7.258
375.09,5.543,12.0984210526,11.7936666667,6.805,6.94066666667,6.64766666667,4.71333333333,11.1853333333,5.391,13.1926666667,9.31766666667,7.22266666667
375.45,5.6125,12.2056140351,11.8333333333,6.92433333333,6.91333333333,6.56066666667,4.754,11.279,5.40533333333,13.3556666667,9.46166666667,7.28033333333
375.81,5.56133333333,12.2711052632,11.9246666667,6.979,6.898,6.58133333333,4.82966666667,11.228,5.47333333333,13.36,9.45866666667,7.31
376.18,5.60133333333,12.3536140351,12.015,7.174,6.99166666667,6.613,4.944,11.2646666667,5.646,13.5183333333,9.55833333333,7.30466666667
376.54,5.63833333333,12.3848596491,11.9513333333,7.29333333333,6.92266666667,6.55466666667,4.97833333333,11.317,5.64666666667,13.538,9.52833333333,7.31733333333
376.90,5.72233333333,12.4696666667,12.084,7.412,6.99466666667,6.594,4.99366666667,11.524,5.72233333333,13.658,9.612,7.475
377.26,5.7745,12.5285263158,12.1443333333,7.57966666667,7.05,6.64766666667,5.04533333333,11.5883333333,5.817,13.7986666667,9.705,7.52733333333
377.63,5.86166666667,12.6137017544,12.244,7.702,7.101,6.63266666667,5.13033333333,11.695,5.83433333333,13.8723333333,9.766,7.621
377.99,5.9335,12.7496491228,12.4143333333,7.79366666667,7.09566666667,6.64766666667,5.20366666667,11.8413333333,5.93366666667,13.9803333333,9.872,7.75866666667
378.35,5.894,12.8116842105,12.4043333333,7.76233333333,6.96433333333,6.558,5.15033333333,11.8323333333,5.77333333333,13.9866666667,9.96733333333,7.743
378.71,6.11766666667,12.9948947368,12.6196666667,7.96166666667,7.12066666667,6.705,5.269,11.9393333333,5.965,14.169,10.0936666667,7.93033333333
379.07,6.27116666667,13.1354385965,12.7493333333,7.99766666667,7.20333333333,6.78733333333,5.342,11.9886666667,6.093,14.1626666667,10.0776666667,8.03233333333
379.44,6.35233333333,13.14,12.7423333333,8.04466666667,7.285,6.88033333333,5.30833333333,11.9733333333,6.10166666667,14.14,10.1023333333,8.05366666667
379.80,6.39166666667,13.0813684211,12.6646666667,8.016,7.19766666667,6.762,5.29633333333,11.9803333333,6.04,14.093,10.1566666667,7.966
380.16,6.38883333333,13.1737192982,12.6746666667,7.96533333333,7.21366666667,6.71133333333,5.27366666667,11.942,5.92866666667,14.0906666667,10.1733333333,7.97166666667
380.52,6.3545,13.0795964912,12.706,7.88366666667,7.20066666667,6.62333333333,5.22266666667,11.8736666667,5.881,14.0476666667,10.188,7.88366666667
380.88,6.29016666667,13.1400350877,12.7483333333,7.90166666667,7.17866666667,6.574,5.29333333333,11.8273333333,5.88266666667,14.001,10.1716666667,7.81166666667
381.24,6.27833333333,13.1894736842,12.7746666667,7.76833333333,7.21833333333,6.62566666667,5.28033333333,11.7763333333,5.879,13.9236666667,10.1056666667,7.79566666667
381.61,6.19433333333,13.1662807018,12.713,7.646,7.11733333333,6.604,5.155,11.656,5.86,13.9036666667,10.0033333333,7.67966666667
381.97,6.1555,13.1921578947,12.574,7.564,7.135,6.571,5.09766666667,11.557,5.809,13.855,9.916,7.591
382.33,6.13316666667,13.2519473684,12.573,7.585,7.181,6.60233333333,5.13566666667,11.549,5.912,13.8896666667,9.85766666667,7.585
382.69,5.99216666667,13.1458070175,12.392,7.44933333333,7.04166666667,6.49733333333,5.027,11.5393333333,5.819,13.8356666667,9.772,7.46666666667
383.05,5.93383333333,13.1114561404,12.3033333333,7.32333333333,7.01933333333,6.39766666667,4.98833333333,11.475,5.759,13.899,9.87633333333,7.415
383.41,5.84316666667,13.1828947368,12.3743333333,7.30933333333,7.006,6.428,5.023,11.4823333333,5.816,13.9383333333,9.87033333333,7.44266666667
383.77,5.75783333333,13.1942982456,12.3876666667,7.248,7.05533333333,6.41566666667,4.986,11.4016666667,5.776,13.8846666667,9.82666666667,7.413
384.14,5.76933333333,13.175877193,12.3933333333,7.24166666667,7.07133333333,6.43433333333,4.901,11.44,5.85766666667,13.8823333333,9.84066666667,7.40666666667
384.50,5.77633333333,13.3005614035,12.46,7.28766666667,7.22033333333,6.51966666667,4.97166666667,11.5313333333,5.92933333333,13.9373333333,9.932,7.46666666667
384.86,5.79083333333,13.3265789474,12.425,7.30366666667,7.25833333333,6.556,4.976,11.5343333333,5.91666666667,13.9893333333,9.973,7.45166666667
385.22,5.73133333333,13.3029473684,12.4076666667,7.26866666667,7.18466666667,6.44866666667,4.872,11.5353333333,5.849,13.927,9.99,7.34966666667
385.58,5.73483333333,13.3396491228,12.419,7.30533333333,7.24566666667,6.405,4.89433333333,11.5916666667,5.805,13.9196666667,9.98766666667,7.39566666667
385.94,5.71433333333,13.3557192982,12.533,7.40033333333,7.229,6.43666666667,4.98233333333,11.623,5.736,13.921,10.0106666667,7.33133333333
386.30,5.75133333333,13.4106140351,12.5423333333,7.39466666667,7.266,6.436,4.99833333333,11.6996666667,5.69433333333,13.8206666667,10.0953333333,7.34433333333
386.66,5.791,13.4707894737,12.577,7.46233333333,7.303,6.36666666667,5.04166666667,11.708,5.68366666667,13.8183333333,10.106,7.39366666667
387.03,5.79666666667,13.4905964912,12.5826666667,7.55533333333,7.327,6.35,5.08466666667,11.7413333333,5.71766666667,13.8226666667,10.0513333333,7.425
387.39,5.8465,13.4985964912,12.5576666667,7.615,7.34066666667,6.35833333333,5.08233333333,11.765,5.73766666667,13.8013333333,10.0946666667,7.40533333333
387.75,5.96383333333,13.6523333333,12.6883333333,7.75566666667,7.45766666667,6.451,5.129,11.9176666667,5.78266666667,13.9706666667,10.1933333333,7.522
388.11,5.92466666667,13.5989473684,12.69,7.79,7.429,6.38566666667,5.12766666667,11.9036666667,5.70333333333,13.993,10.1806666667,7.518
388.47,5.9735,13.6631052632,12.7616666667,7.79766666667,7.40033333333,6.36833333333,5.12933333333,11.873,5.67966666667,13.9613333333,10.1303333333,7.548
388.83,5.99316666667,13.7036666667,12.7373333333,7.829,7.36666666667,6.34266666667,5.06033333333,11.8313333333,5.67333333333,13.9506666667,10.121,7.55866666667
389.19,5.95916666667,13.6899824561,12.687,7.835,7.393,6.30433333333,5.12533333333,11.801,5.64066666667,14.0366666667,10.0656666667,7.55666666667
389.55,5.921,13.6732280702,12.671,7.85133333333,7.38233333333,6.31833333333,5.185,11.7353333333,5.58866666667,14.049,10.0726666667,7.49833333333
389.91,5.94483333333,13.6971929825,12.6456666667,7.79933333333,7.37733333333,6.30466666667,5.11333333333,11.73,5.56366666667,14.0613333333,10.1043333333,7.52533333333
390.27,5.90583333333,13.6439122807,12.671,7.726,7.33533333333,6.246,5.05733333333,11.619,5.53533333333,14.0966666667,10.0396666667,7.48833333333
390.63,5.95666666667,13.7199122807,12.737,7.70633333333,7.38166666667,6.301,5.06733333333,11.6513333333,5.60066666667,14.1213333333,10.1163333333,7.484
391.00,5.87816666667,13.7409824561,12.713,7.597,7.302,6.263,5.018,11.6213333333,5.498,14.106,10.0753333333,7.439
391.36,5.8725,13.8126315789,12.8106666667,7.63466666667,7.33466666667,6.25033333333,5.011,11.643,5.45366666667,14.1183333333,10.0536666667,7.45433333333
391.72,5.81216666667,13.7715087719,12.787,7.52133333333,7.25633333333,6.198,4.98333333333,11.5953333333,5.39966666667,14.0103333333,9.98066666667,7.39666666667
392.08,5.886,13.9007192982,12.8636666667,7.505,7.309,6.29233333333,5.034,11.59,5.471,14.0123333333,10.0216666667,7.38833333333
392.44,5.9235,13.9370175439,12.8663333333,7.49733333333,7.354,6.33066666667,5.041,11.6803333333,5.538,14.065,10.093,7.419
392.80,5.9525,13.9955789474,12.951,7.487,7.46566666667,6.409,5.10633333333,11.7613333333,5.52766666667,14.1056666667,10.1653333333,7.485
393.16,6.05833333333,14.1353333333,13.0533333333,7.56833333333,7.50866666667,6.51466666667,5.159,11.8816666667,5.63566666667,14.1676666667,10.286,7.60833333333
393.52,6.19366666667,14.2410701754,13.225,7.63666666667,7.60733333333,6.586,5.15366666667,12.0183333333,5.80966666667,14.2183333333,10.3813333333,7.715
393.88,6.18333333333,14.2720350877,13.2446666667,7.61466666667,7.644,6.618,5.16466666667,12.0386666667,5.90933333333,14.2026666667,10.3903333333,7.73933333333
394.24,6.16833333333,14.2805789474,13.165,7.58766666667,7.67233333333,6.55066666667,5.163,12.0646666667,5.86866666667,14.2253333333,10.3266666667,7.732
394.60,6.15866666667,14.312877193,13.2213333333,7.51466666667,7.65966666667,6.538,5.14933333333,12.0526666667,5.80966666667,14.213,10.3306666667,7.68133333333
394.96,6.246,14.3637719298,13.3236666667,7.63433333333,7.72266666667,6.576,5.156,12.117,5.907,14.225,10.392,7.73533333333
395.32,6.2735,14.3288596491,13.2803333333,7.60766666667,7.796,6.533,5.181,12.1616666667,5.951,14.2646666667,10.455,7.69233333333
395.68,6.30916666667,14.3684561404,13.254,7.64233333333,7.858,6.53633333333,5.15433333333,12.172,6.049,14.327,10.509,7.71633333333
396.04,6.32266666667,14.4532982456,13.2306666667,7.66533333333,7.85566666667,6.50166666667,5.221,12.242,6.054,14.351,10.4886666667,7.788
396.40,6.344,14.4656140351,13.1946666667,7.66633333333,7.84333333333,6.48566666667,5.22566666667,12.2773333333,6.04366666667,14.373,10.516,7.77466666667
396.76,6.3445,14.4581929825,13.186,7.68466666667,7.77833333333,6.382,5.21233333333,12.2003333333,6.09566666667,14.3313333333,10.4556666667,7.66733333333
397.12,6.32533333333,14.4344561403,13.1836666667,7.66466666667,7.80266666667,6.32066666667,5.17833333333,12.1883333333,6.073,14.3176666667,10.4496666667,7.573
397.48,6.22666666667,14.4162982456,13.0843333333,7.573,7.749,6.306,5.13266666667,12.1676666667,5.951,14.2533333333,10.4163333333,7.528
397.84,6.28333333333,14.4966140351,13.123,7.63233333333,7.81066666667,6.26233333333,5.20766666667,12.2573333333,5.95266666667,14.273,10.48,7.539
398.20,6.33916666667,14.5418245614,13.2026666667,7.68033333333,7.78,6.36133333333,5.24066666667,12.2926666667,6.002,14.3326666667,10.6056666667,7.57766666667
398.56,6.35566666667,14.6213157895,13.2333333333,7.80433333333,7.822,6.4,5.26966666667,12.362,6.09233333333,14.4016666667,10.6563333333,7.663
398.92,6.358,14.6872280702,13.2053333333,7.74966666667,7.86,6.37366666667,5.288,12.396,6.08233333333,14.394,10.7046666667,7.681
399.28,6.34366666667,14.7144385965,13.1873333333,7.69666666667,7.75366666667,6.30733333333,5.23633333333,12.371,6.02833333333,14.3483333333,10.6173333333,7.681
399.64,6.3925,14.7880701754,13.222,7.78666666667,7.682,6.28466666667,5.23266666667,12.4143333333,6.00966666667,14.379,10.5503333333,7.67933333333
400.00,6.31283333333,14.6904561404,13.1706666667,7.75266666667,7.598,6.24233333333,5.124,12.4296666667,5.90433333333,14.3626666667,10.551,7.65233333333
400.36,6.2315,14.6728596491,13.115,7.736,7.49433333333,6.17933333333,5.05766666667,12.3283333333,5.812,14.3563333333,10.4633333333,7.601
400.72,6.1585,14.630122807,13.068,7.60633333333,7.373,6.08933333333,4.93566666667,12.3063333333,5.68,14.2713333333,10.414,7.55666666667
401.08,6.1355,14.6311754386,13.0433333333,7.602,7.33966666667,6.03533333333,4.93533333333,12.2836666667,5.62,14.255,10.3743333333,7.59366666667
401.44,6.14266666667,14.6991929825,13.0503333333,7.67066666667,7.331,5.995,4.90933333333,12.285,5.59766666667,14.2836666667,10.4003333333,7.60466666667
401.80,6.1465,14.7595964912,13.1396666667,7.682,7.345,6.08966666667,4.916,12.3476666667,5.565,14.2916666667,10.395,7.625
402.16,6.173,14.8460175439,13.2206666667,7.79166666667,7.48466666667,6.19433333333,4.93933333333,12.4176666667,5.64133333333,14.3146666667,10.4093333333,7.64733333333
402.52,6.21466666667,14.8479122807,13.229,7.80433333333,7.53766666667,6.21266666667,4.96666666667,12.405,5.643,14.3153333333,10.45,7.60433333333
402.88,6.1945,14.8209298246,13.242,7.832,7.54833333333,6.22033333333,4.958,12.3873333333,5.646,14.392,10.4503333333,7.556
403.24,6.17833333333,14.8703333333,13.308,7.87766666667,7.54766666667,6.303,4.93533333333,12.3816666667,5.68133333333,14.457,10.5436666667,7.53233333333
403.60,6.143,14.8835087719,13.345,7.88433333333,7.65733333333,6.35,5.022,12.4206666667,5.68466666667,14.525,10.6483333333,7.56533333333
403.95,6.25766666667,15.0346140351,13.4993333333,7.94266666667,7.8,6.42566666667,5.13433333333,12.517,5.79466666667,14.639,10.7386666667,7.61133333333
404.31,6.32666666667,15.090877193,13.574,8.056,7.86633333333,6.50166666667,5.17633333333,12.585,5.89,14.6493333333,10.7713333333,7.63933333333
404.67,6.35733333333,15.1780175439,13.6446666667,8.177,7.94666666667,6.604,5.22566666667,12.6583333333,5.96666666667,14.7136666667,10.8396666667,7.72566666667
405.03,6.44016666667,15.2119473684,13.7163333333,8.24266666667,8.00833333333,6.721,5.26433333333,12.7143333333,6.066,14.6943333333,10.8676666667,7.72266666667
405.39,6.5,15.2684035088,13.8026666667,8.275,8.06,6.782,5.35266666667,12.761,6.16633333333,14.7733333333,10.9133333333,7.77366666667
405.75,6.44,15.2389824561,13.763,8.27533333333,8.04233333333,6.72466666667,5.316,12.723,6.16766666667,14.772,10.9023333333,7.71033333333
406.11,6.40433333333,15.2461929825,13.713,8.263,7.995,6.626,5.274,12.682,6.14366666667,14.744,10.867,7.67233333333
406.47,6.312,15.2140350877,13.6616666667,8.203,7.93933333333,6.57566666667,5.19466666667,12.7013333333,6.08933333333,14.6666666667,10.8066666667,7.67933333333
406.83,6.332,15.2622280702,13.6576666667,8.18833333333,7.935,6.518,5.19466666667,12.7513333333,6.10833333333,14.604,10.7406666667,7.67633333333
407.19,6.3545,15.2833684211,13.6543333333,8.163,7.955,6.468,5.27,12.789,6.109,14.5403333333,10.7366666667,7.69733333333
407.55,6.35,15.3103333333,13.6516666667,8.173,7.86666666667,6.45666666667,5.19866666667,12.8113333333,6.10233333333,14.4533333333,10.7123333333,7.64633333333
