wavelength,Back_TanVarm,Belly_TanVarm,Breast_TanVarm,Crissum_TanVarm,Crown_TanVarm,DorTail_TanVarm,Patch10_TanVarm,Patch11_TanVarm,Rump_TanVarm,Throat_TanVarm,WingTip_TanVarm
301.15,4.37166666667,13.129,9.82444444443,9.01761111112,3.394,6.31533333333,5.46166666667,6.15511111111,7.37811111111,9.01611111111,6.32455555555
301.52,4.33422222222,13.1940555556,9.96322222223,9.18433333332,3.48022222222,6.42188888889,5.21877777778,6.10344444444,7.22988888889,8.9928888889,6.43722222222
301.89,4.18744444444,13.1831666667,9.99444444446,9.24061111112,3.34077777778,6.29388888889,4.89477777778,5.92155555556,7.19966666667,8.9461111111,6.39311111111
302.26,4.28811111111,13.2627777778,10.0861111111,9.32355555556,3.40211111111,6.25166666667,4.91188888889,5.93666666667,7.25822222222,9.11977777778,6.48333333333
302.63,4.70622222222,13.6052222222,10.5806666667,9.96883333333,3.75566666667,6.73888888889,5.26122222222,6.22711111111,7.79677777778,9.66088888889,6.88322222222
303.00,4.99988888889,13.7519444444,10.8327777778,10.4023333333,3.968,6.84611111111,5.37022222222,6.44488888889,8.00955555556,9.95688888889,7.06355555555
303.37,5.06566666667,13.8500555556,10.9401111111,10.5603888889,4.07677777778,6.87544444445,5.36811111111,6.61,8.14488888889,10.1925555555,6.97933333333
303.74,5.19588888889,13.9346666667,11.0867777778,10.9161666667,4.3,6.96655555556,5.57077777778,6.66488888889,8.24633333333,10.3827777778,7.15866666667
304.10,5.41588888889,13.9511111111,11.3573333333,11.2660555555,4.60444444445,7.20888888889,5.83511111111,6.79255555556,8.41233333333,10.6825555555,7.39111111111
304.47,5.57544444445,14.1122222222,11.7373333333,11.6668888889,4.845,7.25788888889,6.01455555556,6.80688888889,8.64877777778,11.0527777778,7.55266666667
304.84,5.75944444444,14.1963333333,11.9725555556,12.0668888889,5.13877777778,7.38377777778,6.21955555556,6.96988888889,8.97111111111,11.389,7.71111111111
305.21,5.89777777778,14.1268333333,11.9722222222,12.2372777778,5.08622222222,7.23288888889,6.05277777778,6.89211111111,9.141,11.4735555555,7.56744444444
305.58,6.22055555555,14.4327777778,12.2652222222,12.5553333333,5.29177777778,7.46377777778,6.40244444444,7.12466666667,9.55288888889,11.9042222222,7.788
305.95,6.53666666666,14.7151111111,12.4604444445,13.0287222222,5.42755555556,7.65488888889,6.69988888889,7.38677777778,9.75566666667,12.1461111111,7.99688888889
306.32,6.36944444444,14.6743333333,12.3793333333,13.0398333333,5.25311111111,7.38977777778,6.44722222222,7.275,9.60699999999,12.1221111111,7.69366666667
306.69,6.42022222222,14.8291666667,12.5346666667,13.1462222222,5.23433333333,7.36522222222,6.343,7.33422222222,9.57922222222,12.2815555555,7.68644444444
307.06,6.12111111111,14.8272777778,12.5431111111,13.0311666667,4.88455555556,7.13155555556,6.02522222222,7.15322222222,9.34455555555,12.1028888889,7.43833333333
307.43,5.97511111111,14.9577777778,12.6103333333,13.2673333333,4.83688888889,7.09166666667,5.91666666667,7.01766666667,9.29433333333,11.9471111111,7.37244444445
307.80,5.81133333333,15.0362777778,12.6083333334,13.2391111111,4.72111111111,7.04811111111,5.67955555555,6.96244444444,9.17922222222,11.9408888889,7.16744444444
308.17,5.971,15.5720555555,12.8565555556,13.4516666667,4.90033333333,7.14055555556,5.74288888889,7.04455555556,9.33277777778,12.1786666667,7.24266666667
308.54,6.058,15.6081111111,12.8447777778,13.4549444445,5.024,7.29511111111,5.72122222222,7.14133333333,9.33677777778,12.3132222222,7.17611111111
308.90,5.97333333333,15.6585555556,12.7572222222,13.3252222222,4.71144444444,7.18477777778,5.48533333333,7.112,9.15077777778,12.2275555555,7.07833333333
309.27,5.786,15.7140555556,12.7832222222,13.2735,4.66944444444,7.084,5.41177777778,7.05711111111,8.981,12.3252222222,6.943
309.64,5.41611111111,15.6568333333,12.6275555555,13.1885555556,4.36555555556,6.722,5.07111111111,6.78244444445,8.59133333333,12.2037777778,6.49822222222
310.01,5.47633333333,15.7310555556,12.8216666667,13.1841666667,4.35555555556,6.75033333333,5.12655555555,6.81677777778,8.61444444445,12.334,6.41833333333
310.38,5.74388888889,16.0892222222,13.1008888889,13.5059444445,4.58166666667,6.90088888889,5.40688888889,7.09433333333,8.89566666667,12.6525555556,6.69533333333
310.75,5.70222222222,16.2057777778,13.1896666666,13.5942222222,4.54333333334,6.78788888889,5.33555555555,7.06922222222,8.90055555556,12.6272222222,6.60711111111
311.12,5.72088888889,16.2005555556,13.1307777778,13.52,4.63088888889,6.69833333334,5.31355555556,6.95477777778,8.86155555556,12.5868888889,6.54966666667
311.49,5.87722222222,16.2640555555,13.2718888889,13.5096111111,4.71377777778,6.69422222222,5.27644444444,6.91988888889,8.90033333333,12.8136666667,6.58733333333
311.85,5.98388888889,16.4215555556,13.4677777778,13.6496111111,4.72,6.672,5.26766666667,6.879,8.96166666667,12.8986666667,6.55766666667
312.22,5.86,16.2118333333,13.2624444444,13.5032222222,4.50511111111,6.48333333333,4.98644444444,6.73588888889,8.80333333333,12.7402222222,6.28366666667
312.59,5.53233333333,16.1415555556,13.1631111111,13.3667777778,4.21422222222,6.12644444444,4.70755555556,6.374,8.50455555556,12.515,6.028
312.96,5.65477777778,16.3481111111,13.3604444444,13.6075555555,4.38322222222,6.18366666667,4.84722222222,6.45444444445,8.65111111111,12.7035555555,6.07344444444
313.33,5.71388888889,16.5790555556,13.4812222222,13.7778333333,4.40011111111,6.19322222222,4.85588888889,6.47122222222,8.66622222222,12.7341111111,6.06444444445
313.70,6.069,16.8158333333,13.7324444444,13.8553888889,4.707,6.26166666667,4.94988888889,6.54422222222,9.00455555556,12.9457777778,6.29866666667
314.07,6.11866666667,16.9956666667,13.9158888889,14.0446111111,4.85455555555,6.18088888889,5.00322222222,6.48688888889,9.04811111111,13.1524444444,6.39211111111
314.43,6.028,17.1166111111,14.0567777778,14.0514444445,4.85466666667,6.22033333333,4.97733333334,6.37644444444,9.01277777778,13.1427777778,6.28155555556
314.80,5.96266666667,17.0924444444,14.0396666667,14.0066666667,4.86833333333,6.12566666667,4.99955555556,6.26266666667,8.89966666667,13.2366666667,6.19977777778
315.17,6.179,17.3897777778,14.369,14.2973333333,5.02866666667,6.27288888889,5.18388888889,6.45422222222,9.08866666667,13.5287777778,6.34877777778
315.54,5.99011111111,17.3658333333,14.305,14.4601111111,4.77144444444,6.05311111111,5.073,6.498,8.915,13.4055555556,6.10977777778
315.91,5.92022222222,17.4428888889,14.2763333333,14.5612222222,4.77177777778,5.91133333333,5.02777777778,6.49,8.87444444444,13.4503333333,5.96555555556
316.28,5.56011111111,17.3522222222,14.2745555556,14.3857222222,4.47622222222,5.53577777778,4.76622222222,6.15866666667,8.62266666666,13.2821111111,5.60888888889
316.64,5.42333333333,17.1615,14.0763333333,14.3345555556,4.12655555555,5.26066666667,4.49855555556,5.955,8.45,13.219,5.27911111111
317.01,5.02355555556,17.0337777778,14.0506666667,14.2698888889,3.86955555555,4.952,4.15233333333,5.58977777778,8.13444444444,13.0334444445,4.868
317.38,4.98022222222,17.0691666667,14.0394444444,14.3356666667,3.87944444445,4.82122222222,4.14455555555,5.529,8.055,13.0944444445,4.82733333333
317.75,4.77533333333,17.1030555556,14.1094444444,14.5552222222,3.74877777778,4.81611111111,4.10333333333,5.60422222222,7.96522222222,13.0546666667,4.63722222222
318.12,4.81844444444,17.2727777778,14.2306666667,14.9191111111,3.97844444444,4.85622222222,4.136,5.71511111111,8.14611111111,13.1256666667,4.56255555555
318.49,4.82677777778,17.1857777778,14.1396666667,15.0971111111,3.92777777778,4.71011111111,3.98744444445,5.56177777778,8.152,13.0197777778,4.527
318.85,5.09988888889,17.4186666667,14.2808888889,15.3939444444,4.10955555555,4.78133333333,4.05588888889,5.67688888889,8.26,13.1738888889,4.51322222222
319.22,5.02122222222,17.3401666667,14.2478888889,15.4935,4.10722222222,4.59755555556,4.02522222222,5.44811111111,8.18333333333,13.1346666667,4.30666666666
319.59,5.21944444445,17.6799444444,14.5143333333,15.6438888889,4.445,4.77966666667,4.289,5.43922222222,8.42177777778,13.4084444445,4.43244444444
319.96,4.95188888889,17.4087222222,14.2953333334,15.3368888889,4.21455555556,4.59133333334,4.06333333333,5.11611111111,8.14911111111,13.2327777778,4.23055555556
320.32,5.16577777778,17.665,14.5056666667,15.6488333333,4.45422222222,4.72455555556,4.24488888889,5.41388888889,8.41544444444,13.3558888889,4.54111111111
320.69,5.58944444444,18.1369444444,15.0311111111,16.1095,5.05955555556,5.14622222222,4.62933333333,6.02266666667,8.84455555555,13.7308888889,5.01144444444
321.06,5.87288888889,18.2968333333,15.2708888889,16.241,5.34033333333,5.14244444444,4.82344444444,6.13777777778,9.09822222222,13.8514444444,5.23177777778
321.43,5.73755555556,18.1774444444,15.4253333333,16.3890555556,5.32255555556,5.16944444444,4.91411111111,6.09488888889,9.24122222222,13.8424444445,5.06088888889
321.80,5.82855555556,18.2871666667,15.5417777778,16.4237777778,5.48144444444,5.19088888889,4.95133333333,6.06522222222,9.35666666668,13.8848888889,5.06811111111
322.16,5.879,18.4398888889,15.5063333333,16.264,5.41866666667,5.18844444445,4.787,5.935,9.27255555557,13.8358888889,4.96133333333
322.53,5.967,18.5797222222,15.8282222222,16.2841111111,5.42355555556,5.264,4.84933333333,6.07444444444,9.247,14.0071111111,4.78477777778
322.90,5.97244444445,18.765,16.015,16.2919444444,5.42155555556,5.36133333333,4.83155555556,6.11988888889,9.42244444446,14.1034444445,4.87677777778
323.27,5.90966666667,18.9292777778,16.1301111111,16.2771111111,5.33655555555,5.47177777778,4.70433333333,6.20688888889,9.50277777777,14.2248888889,4.83388888889
323.63,5.73188888889,18.7112777778,15.9855555556,16.106,5.06644444444,5.20144444444,4.22933333333,5.95255555556,9.29311111111,14.0788888889,4.51333333333
324.00,5.912,19.0878888889,16.3825555556,16.4341111111,5.34111111111,5.34388888889,4.386,6.20711111111,9.61,14.3553333333,4.81488888889
324.37,6.20033333333,19.2974444444,16.6072222222,16.6869444444,5.55011111111,5.53388888889,4.54377777778,6.27066666667,9.77288888888,14.6376666667,4.94577777778
324.74,6.19433333333,19.559,16.7221111111,16.8218888889,5.56344444444,5.57922222222,4.61966666666,6.21033333333,9.80955555555,14.7656666667,4.96133333333
325.10,6.14055555555,19.6969444445,16.677,16.8766666667,5.40111111111,5.59422222222,4.52488888889,6.19722222222,9.75577777778,14.8988888889,4.90111111111
325.47,6.40255555556,20.0755555555,16.907,16.9875555556,5.58944444445,5.62977777778,4.53766666667,6.34222222222,9.8578888889,15.1426666667,5.04588888889
325.84,6.47033333333,20.1785555556,16.9065555556,17.1958333333,5.62488888889,5.61744444444,4.59611111111,6.332,9.8478888889,15.2772222222,5.05855555555
326.21,6.26177777778,20.1710555556,16.9322222222,17.2554444444,5.40244444445,5.38766666667,4.541,6.186,9.69622222222,15.253,4.87877777778
326.57,6.31311111111,20.3707777778,17.031,17.4156666667,5.63811111111,5.41711111111,4.64488888889,6.27177777778,9.87999999999,15.4282222222,5.03344444445
326.94,6.30088888889,20.5735555555,17.2346666667,17.6608333333,5.80811111111,5.45122222222,4.78355555556,6.32044444445,9.92133333332,15.5837777778,5.12344444445
327.31,6.58355555556,20.8560555556,17.444,17.9938333333,6.06988888889,5.58355555556,5.02388888889,6.53966666666,10.1233333334,15.8092222222,5.35722222222
327.67,6.71877777778,21.104,17.6056666667,18.1152222222,6.20422222222,5.68244444444,5.275,6.71644444444,10.2624444444,15.9862222222,5.475
328.04,6.83611111111,21.1521666667,17.6386666667,18.1748888889,6.21422222222,5.678,5.28866666667,6.74055555556,10.2297777778,16.0324444444,5.394
328.41,6.86733333333,21.3031666667,17.8421111111,18.2583888889,6.27788888889,5.73266666667,5.39077777778,6.84,10.2342222222,16.2144444444,5.46277777778
328.78,6.80033333333,21.1324444444,17.7487777778,18.1882222222,6.14922222222,5.54544444445,5.17,6.64511111111,10.1317777778,16.0755555556,5.18488888889
329.14,6.998,21.3305555556,18.0008888889,18.4778888889,6.392,5.73288888889,5.41844444444,6.82711111111,10.3965555556,16.2126666667,5.23477777778
329.51,7.102,21.3038888889,18.1422222222,18.7195,6.48144444444,5.84811111111,5.55555555556,6.96744444444,10.5565555556,16.3766666667,5.21977777778
329.88,7.12288888889,21.2457222222,18.2032222222,18.5928888889,6.44855555555,5.85144444445,5.57722222222,6.91522222222,10.5727777778,16.3705555555,5.13144444444
330.24,7.22133333333,21.2548888889,18.3838888889,18.6064444444,6.56022222222,5.90688888889,5.59277777778,6.93066666667,10.7174444444,16.4544444445,5.256
330.61,7.19777777778,21.2276666667,18.4014444444,18.6361666667,6.38188888889,5.88144444444,5.47355555556,6.77944444445,10.6723333333,16.4305555556,5.10922222222
330.98,7.31522222222,21.1203333333,18.3322222222,18.5962777778,6.43666666667,5.78144444445,5.40322222222,6.82,10.8114444444,16.3797777778,5.002
331.34,7.18677777778,21.0513888889,18.4966666666,18.4627222222,6.29633333333,5.58688888889,5.275,6.74422222222,10.7716666667,16.3913333333,4.89022222222
331.71,7.064,21.0138333333,18.5858888889,18.4453888889,6.25488888889,5.49577777778,5.12,6.68311111111,10.7326666667,16.2806666667,4.81388888889
332.08,7.14322222222,21.1876111111,18.776,18.6035555556,6.334,5.49766666667,5.28122222222,6.74488888889,10.8232222222,16.395,4.88777777778
332.44,7.11566666667,21.1588888889,18.8143333333,18.5966666667,6.318,5.37288888889,5.32466666667,6.73866666667,10.8911111111,16.3657777778,4.79777777778
332.81,7.309,21.5088888889,19.1513333333,18.7881111111,6.54911111111,5.49355555555,5.55077777778,6.949,11.1231111111,16.5787777778,5.05522222222
333.18,7.40188888889,21.5565555556,19.2717777778,18.7792222222,6.53711111111,5.37277777778,5.44155555555,6.91866666667,11.005,16.5901111111,5.03111111111
333.54,7.42066666667,21.8051111111,19.3032222222,18.7268888889,6.60011111111,5.38944444444,5.35911111111,6.842,11.0066666667,16.5563333333,5.04544444444
333.91,7.57411111111,22.1524444444,19.6961111111,19.1125555556,6.82433333333,5.50166666667,5.50622222222,7.14066666667,11.1224444445,16.7021111111,5.24477777778
334.28,7.74477777778,22.4284444444,19.8976666667,19.3261111111,7.03911111111,5.74055555555,5.73822222222,7.42477777778,11.3185555555,16.9034444445,5.41133333333
334.64,7.94111111111,22.466,20.0651111111,19.5018888889,7.21977777778,5.74377777778,5.85055555556,7.50888888889,11.2867777778,16.908,5.45177777778
335.01,7.98166666666,22.5737777778,20.2572222222,19.6231111111,7.15233333333,5.723,5.80911111111,7.406,11.2921111111,17.0351111111,5.39022222222
335.38,8.10722222222,22.6860555555,20.2922222222,19.8323333333,7.26844444444,5.77277777778,5.81877777778,7.45088888889,11.3502222222,17.0731111111,5.36
335.74,8.46622222221,22.9741111111,20.7338888889,20.1844444444,7.586,6.07822222222,6.21311111111,7.72077777778,11.6101111111,17.5726666667,5.77822222222
336.11,8.49622222222,22.9241111111,20.8544444445,20.1727222222,7.58811111111,6.14633333333,6.11877777778,7.75111111111,11.5853333333,17.6066666667,5.761
336.47,8.41222222222,23.0043888889,20.7738888889,20.2728333333,7.486,5.966,5.89666666666,7.60811111111,11.4983333333,17.6035555555,5.59977777778
336.84,8.29877777778,23.0005555556,20.7492222222,20.2280555556,7.31055555556,5.79588888889,5.71633333333,7.528,11.3471111111,17.6361111111,5.38855555555
337.21,8.33177777778,23.1477222222,20.846,20.2753888889,7.39711111111,5.84944444444,5.81644444444,7.62188888889,11.4146666667,17.7963333333,5.51333333333
337.57,8.32666666667,23.2132222222,21.0111111111,20.3512222222,7.34477777778,5.73455555556,5.86344444444,7.69666666667,11.4241111111,17.8255555556,5.485
337.94,8.14411111111,23.1479444445,20.9886666667,20.324,7.20833333333,5.56055555556,5.73788888889,7.50588888889,11.3006666667,17.8176666667,5.29355555556
338.31,7.994,23.0493888889,21.0365555555,20.3165555555,7.18955555555,5.42522222222,5.641,7.37688888889,11.1394444445,17.7342222222,5.12377777778
338.67,7.94577777778,23.2185555556,21.1672222222,20.3878888889,7.258,5.53722222222,5.75444444445,7.477,11.3122222222,17.9915555556,5.235
339.04,7.83177777778,23.1809444445,21.1575555556,20.3633888889,7.19722222222,5.44133333333,5.72433333333,7.46211111111,11.1474444444,17.9084444444,5.11822222222
339.40,7.81522222222,23.3117777778,21.3311111111,20.4645,7.265,5.53344444444,5.92033333333,7.48666666667,11.2281111111,18.0596666667,5.21077777778
339.77,7.716,23.2707222222,21.2901111111,20.4696111111,7.15766666667,5.40188888889,5.76744444444,7.40077777778,11.2297777778,17.8728888889,4.978
340.14,7.82755555556,23.4269444444,21.4556666667,20.7685555555,7.25211111111,5.46188888889,5.93788888889,7.47511111111,11.4476666667,18.0226666667,4.97822222222
340.50,8.023,23.5827777778,21.8726666667,20.9625,7.43633333333,5.67877777778,6.21211111111,7.68133333333,11.668,18.2356666667,5.10033333333
340.87,8.17588888889,23.7015555555,22.0973333333,21.1729444444,7.77788888889,5.894,6.49455555556,7.83244444444,11.9653333333,18.4405555556,5.32455555556
341.23,8.21611111111,23.7666666667,22.201,21.3756111111,7.91933333333,5.91811111111,6.55011111111,7.898,12.11,18.5202222222,5.28788888889
341.60,8.25322222222,23.8516666667,22.3624444444,21.5954444444,8.042,6.01722222222,6.66566666667,7.95577777778,12.2127777778,18.6753333333,5.38966666666
341.96,8.47911111111,24.0672222222,22.5606666667,21.7803333333,8.27288888889,6.16466666666,6.88,8.165,12.4584444444,18.8881111111,5.65777777778
342.33,8.6251111111,24.2656111111,22.6592222222,21.9076111111,8.23111111111,6.19522222222,6.87888888889,8.24777777778,12.6145555556,19.0805555556,5.689
342.70,8.74911111111,24.4881666667,22.95,22.0637777778,8.29422222222,6.25655555556,7.00266666667,8.34211111111,12.7692222222,19.1842222222,5.70011111111
343.06,9.11544444445,24.919,23.4067777778,22.5138888889,8.67333333333,6.62688888889,7.33855555556,8.71333333335,13.1884444444,19.5508888889,6.03811111111
343.43,9.1631111111,24.9253888889,23.5024444444,22.5756666667,8.69888888889,6.59933333333,7.25977777778,8.78622222222,13.1268888889,19.6101111111,5.98333333333
343.79,9.23633333333,25.0727222222,23.6105555556,22.7093333333,8.8011111111,6.62455555556,7.35288888889,8.81522222221,13.2227777778,19.7736666667,6.02255555556
344.16,9.15233333332,25.0088333333,23.5876666667,22.5831111111,8.65511111112,6.40277777778,7.13655555555,8.69155555555,12.9966666667,19.6236666667,5.82166666667
344.52,9.27766666668,25.1746111111,23.7168888889,22.6596111111,8.76900000001,6.52633333333,7.19733333333,8.812,13.0952222222,19.7448888889,5.91166666667
344.89,9.50655555554,25.4381111111,23.9045555556,22.8839444445,8.9158888889,6.72422222222,7.35044444444,9.01933333332,13.1775555556,19.939,6.02022222222
345.25,9.62799999999,25.6436111111,24.1181111111,23.0201666667,9.06266666668,6.875,7.51744444444,9.16855555557,13.3408888889,20.1151111111,6.12511111111
345.62,9.78633333332,25.7796666667,24.1912222222,23.1386111111,9.20222222222,6.99022222222,7.62744444444,9.31866666667,13.428,20.2651111111,6.21155555556
345.99,9.98755555556,25.9716111111,24.4295555556,23.3989444444,9.38111111111,7.24833333333,7.83666666667,9.49866666666,13.6547777778,20.5634444444,6.31866666667
346.35,10.1374444444,26.1400555555,24.6961111111,23.5858333333,9.57766666668,7.41188888889,7.993,9.62888888889,13.8102222222,20.6955555556,6.42166666666
346.72,10.2456666667,26.2222222222,24.7405555556,23.6327222222,9.68455555557,7.48555555556,8.00677777778,9.75422222221,13.8281111111,20.7744444444,6.51777777778
347.08,10.197,26.1505,24.7501111111,23.6072222222,9.64800000001,7.42177777778,8.00233333333,9.74422222223,13.8182222222,20.7691111111,6.45133333333
347.45,10.1761111111,26.2580555556,24.7771111111,23.5560555556,9.60944444446,7.35211111111,7.99655555556,9.62600000001,13.7853333333,20.7155555555,6.382
347.81,10.3612222222,26.3122222222,24.9606666667,23.6956666667,9.72955555554,7.485,8.06333333333,9.79633333332,13.799,20.8056666667,6.44166666667
348.18,10.4693333334,26.4801666667,25.0785555556,23.8072777778,9.88900000001,7.57311111111,8.30966666667,9.91900000001,14.0655555556,21.0216666667,6.57733333333
348.54,10.4146666667,26.3689444444,25.0066666667,23.7915555556,9.76977777779,7.44244444444,8.23033333333,9.82611111111,14.0103333334,20.997,6.50633333333
348.91,10.4417777778,26.3968888889,25.1533333333,23.8669444444,9.79077777779,7.33322222222,8.25155555556,9.84577777778,14.175,21.0001111111,6.49455555555
349.27,10.5288888889,26.3307777778,25.2371111111,23.8253888889,9.78033333334,7.316,8.23333333333,9.82466666667,14.1723333333,21.0431111111,6.52277777778
349.64,10.5975555555,26.3360555555,25.36,23.8526111111,9.78344444443,7.27288888889,8.223,9.80655555557,14.2174444444,21.062,6.47211111111
350.00,10.3692222222,26.1451111111,25.2173333333,23.6411666667,9.5028888889,6.88288888889,7.92588888889,9.58833333332,13.9768888889,20.8383333333,6.18177777778
350.37,10.3244444445,26.0997777778,25.1084444444,23.5711111111,9.36900000001,6.65011111111,7.825,9.44366666668,13.8756666667,20.6945555555,6.03733333333
350.73,10.2068888889,25.9362777778,25.0072222222,23.5082777778,9.18811111111,6.38355555556,7.65188888889,9.25922222221,13.7458888889,20.5676666666,5.78855555556
351.10,10.1364444444,25.9459444444,24.9787777778,23.439,9.06566666668,6.24522222222,7.54055555556,9.10600000001,13.6637777778,20.5076666667,5.66388888889
351.46,10.246,26.0088333333,25.1236666667,23.6101111111,9.18155555557,6.37866666667,7.64655555556,9.25488888888,13.8122222222,20.6378888889,5.78388888889
351.83,10.282,26.1993888889,25.1851111111,23.6731111111,9.25144444443,6.35466666667,7.72577777778,9.27511111111,13.9716666667,20.7848888889,5.84888888889
352.19,10.558,26.5289444444,25.5143333333,23.9677777778,9.51755555556,6.53411111111,7.91455555555,9.51422222222,14.1963333333,21.0515555556,6.03266666667
352.55,10.6795555555,26.8386111111,25.808,24.1858333333,9.75433333335,6.63277777778,8.07677777778,9.703,14.3902222222,21.202,6.09688888889
352.92,10.6628888889,26.8142222222,25.8362222222,24.1282222222,9.72500000001,6.64255555556,8.07344444444,9.71899999999,14.362,21.2255555556,5.99188888889
353.28,10.7564444444,27.0768333333,26.0233333333,24.362,9.80066666667,6.73366666667,8.23511111111,9.89722222223,14.5467777778,21.3095555555,6.04555555556
353.65,10.8237777778,27.3067777778,26.265,24.4991111111,9.92266666667,6.85055555556,8.35344444444,9.96200000001,14.6746666667,21.4118888889,6.14277777778
354.01,11.1081111111,27.675,26.5605555556,24.7535555556,10.1414444445,7.12077777778,8.62577777778,10.1653333333,14.9673333333,21.6005555555,6.37733333333
354.38,11.2927777778,27.9118888889,26.8265555556,24.9325,10.3798888889,7.30988888889,8.812,10.3665555555,15.2568888889,21.9158888889,6.53144444444
354.74,11.3774444444,28.1585555555,26.9788888889,25.0627777778,10.5193333334,7.40677777778,8.95322222222,10.4848888889,15.3954444445,22.0163333333,6.59944444445
355.11,11.3966666667,28.2973888889,27.1246666667,25.2008333333,10.5922222222,7.43133333333,8.97077777778,10.5864444444,15.4382222222,22.1076666667,6.63844444444
355.47,11.4447777778,28.4368333333,27.239,25.2991666667,10.6161111111,7.39855555556,8.98777777778,10.6412222222,15.544,22.2026666667,6.57833333333
355.83,11.5092222222,28.5531666667,27.4418888889,25.4346111111,10.6244444445,7.37611111111,9.01455555556,10.7227777778,15.5535555555,22.188,6.53922222222
356.20,11.2943333333,28.4885,27.4072222222,25.3447222222,10.4826666667,7.24688888889,8.84866666667,10.5467777778,15.3791111111,22.0832222222,6.36455555555
356.56,11.3127777778,28.6328333333,27.5058888889,25.4175,10.484,7.20322222222,8.82777777778,10.5364444445,15.3971111111,22.1061111111,6.31522222222
356.93,11.2138888889,28.6177222222,27.5146666667,25.4508333333,10.361,7.059,8.70477777778,10.3818888889,15.2542222222,22.0297777778,6.23744444444
357.29,11.1187777778,28.5627777778,27.4934444445,25.3889444444,10.2438888889,6.95155555556,8.606,10.2978888889,15.1436666667,22.0205555556,6.10877777778
357.66,11.0717777778,28.4857777778,27.498,25.34,10.178,6.85011111111,8.54011111111,10.2427777778,15.1182222222,21.9784444444,6.00555555556
358.02,11.0722222222,28.4739444445,27.6624444444,25.4202222222,10.2242222222,6.87266666667,8.53344444445,10.2934444445,15.1426666667,22.1078888889,5.95188888889
358.38,10.9663333333,28.4206111111,27.5921111111,25.4336111111,10.1226666667,6.75688888889,8.43855555556,10.2971111111,14.9998888889,21.9735555555,5.87344444445
358.75,11.0818888889,28.5680555555,27.756,25.5770555556,10.1687777778,6.81044444444,8.52711111111,10.4022222222,15.0568888889,22.1247777778,5.93377777778
359.11,11.2278888889,28.7128888889,27.9318888889,25.6711111111,10.2606666667,6.85088888889,8.68722222222,10.474,15.1664444444,22.2603333333,5.97777777778
359.48,11.4215555555,28.8837222222,28.0973333333,25.9196111111,10.4011111111,6.94533333334,8.86322222222,10.5888888889,15.2573333333,22.4133333333,6.11044444444
359.84,11.4413333333,28.9848333333,28.1573333333,25.9563333333,10.4706666667,7.00477777778,8.93277777778,10.6647777778,15.3198888889,22.5008888889,6.16388888889
360.20,11.5803333334,29.0890555555,28.3687777778,26.1347777778,10.5465555555,7.10555555556,9.09188888889,10.7904444445,15.49,22.62,6.25977777778
360.57,11.6398888889,29.1045,28.363,26.2253888889,10.5951111111,7.19,9.16666666667,10.8287777778,15.5281111111,22.6677777778,6.29
360.93,11.7508888889,29.2309444445,28.482,26.3148333333,10.6477777778,7.28488888889,9.23122222222,10.9325555556,15.6768888889,22.7531111111,6.34788888889
361.29,11.8084444445,29.2825555556,28.571,26.4121111111,10.7174444445,7.29622222222,9.25366666667,10.9818888889,15.6814444445,22.7601111111,6.33633333333
361.66,11.8163333334,29.3415555555,28.5924444444,26.4720555556,10.7365555556,7.24466666667,9.29933333332,11.0201111111,15.6916666666,22.7621111111,6.30522222222
362.02,11.8357777778,29.3854444445,28.5058888889,26.4267777778,10.7438888889,7.20688888889,9.3291111111,11.0431111111,15.6848888889,22.7107777778,6.33788888889
362.39,11.8952222222,29.4455555556,28.6501111111,26.46,10.8034444444,7.26588888889,9.44366666667,11.0778888889,15.765,22.8191111111,6.37988888889
362.75,11.8653333333,29.4112222222,28.7053333333,26.4902222222,10.7643333333,7.27166666666,9.39988888888,11.0798888889,15.7616666667,22.813,6.33133333333
363.11,11.9012222222,29.461,28.7382222222,26.5744444444,10.8055555556,7.33566666667,9.40411111112,11.1397777778,15.8231111111,22.7961111111,6.36166666667
363.48,11.7278888889,29.3093333333,28.6173333333,26.3987777778,10.6684444444,7.23611111111,9.27644444443,11.0593333333,15.7126666667,22.625,6.21322222222
363.84,11.7508888889,29.2998888889,28.6817777778,26.447,10.644,7.22177777778,9.28566666667,11.0868888889,15.7423333333,22.6812222222,6.18377777778
364.20,11.8803333333,29.3862777778,28.709,26.5249444444,10.7346666667,7.31755555556,9.35233333332,11.2526666667,15.803,22.7402222222,6.26922222222
364.57,12.0163333334,29.4148333333,28.8384444444,26.5916666667,10.8394444444,7.42122222222,9.472,11.3985555555,15.9028888889,22.8105555556,6.38288888889
364.93,12.0984444444,29.5446111111,28.9932222222,26.7085555555,10.9482222222,7.496,9.64644444444,11.5271111111,15.9612222222,22.8731111111,6.45233333333
365.29,12.1748888889,29.6270555555,29.0434444444,26.7434444445,10.9847777778,7.51888888889,9.71511111109,11.5771111111,16.0928888889,22.9732222222,6.53744444444
365.66,12.1914444444,29.5679444444,28.9967777778,26.7627777778,10.9108888889,7.58766666667,9.70355555556,11.6332222222,16.1271111111,23.0264444444,6.56555555556
366.02,12.0728888889,29.3871111111,28.9003333333,26.6656666667,10.7705555555,7.44355555556,9.52144444446,11.5176666667,15.9476666667,22.9001111111,6.369
