wavelength,Back_SalGrof,Belly_SalGrof,Breast_SalGrof,Crissum_SalGrof,Crown_SalGrof,DorTail_SalGrof,Rump_SalGrof,Throat_SalGrof,WingTip_SalGrof
329.51,4.98753333333,5.27693333333,5.45526666667,4.43806666667,5.43193333333,5.76066666667,5.26673333333,14.9423333333,5.91413333333
329.88,5.08646666667,5.3472,5.48413333333,4.5534,5.5372,5.81533333333,5.39886666667,15.0651333333,5.96866666667
330.24,5.3146,5.45393333333,5.69713333334,4.71733333333,5.66606666667,5.92986666667,5.48066666667,15.3036666667,6.14046666667
330.61,5.3946,5.44346666667,5.7202,4.7578,5.62866666667,5.9278,5.5086,15.3414,6.13206666667
330.98,5.13613333333,5.10386666667,5.51913333333,4.51613333333,5.26726666667,5.6738,5.2586,15.1922,5.93033333333
331.34,5.0852,5.07033333333,5.49746666667,4.54366666667,5.2244,5.70126666667,5.26706666667,15.3345333333,5.9186
331.71,5.1438,5.19893333333,5.64066666667,4.64253333333,5.24666666667,5.82933333333,5.3452,15.5081333333,6.048
332.08,5.1844,5.34193333333,5.66126666667,4.69746666667,5.25006666667,5.92326666667,5.4106,15.7508666666,6.19553333333
332.44,5.04606666667,5.3718,5.56733333333,4.67353333333,5.14793333333,5.87906666667,5.3492,15.8012,6.1226
332.81,5.02093333333,5.40313333333,5.5286,4.68766666667,5.039,5.908,5.29153333333,15.8857333333,6.10186666667
333.18,4.86666666667,5.28313333333,5.39986666667,4.55746666667,4.88606666667,5.78713333333,5.16626666667,15.8534,5.96326666666
333.54,4.82326666667,5.3002,5.3978,4.55446666667,4.93893333333,5.78913333334,5.16006666667,15.9686,5.99553333333
333.91,4.77006666667,5.27833333333,5.34806666666,4.55406666667,4.9402,5.70746666667,5.07973333333,16.0243333334,5.97846666667
334.28,4.6458,5.21113333333,5.1648,4.52126666667,4.85106666667,5.61646666667,5.0418,16.0402666667,5.88926666667
334.64,4.84866666667,5.43126666667,5.39906666667,4.72386666667,5.0778,5.84233333333,5.3026,16.2421333333,6.05166666667
335.01,5.12853333333,5.70253333334,5.58233333333,5.0044,5.37913333333,6.0402,5.55426666667,16.4877333333,6.27273333333
335.38,5.251,5.78066666667,5.67886666667,5.12513333333,5.52166666667,6.128,5.6374,16.5975333333,6.39873333333
335.74,5.25126666667,5.76293333333,5.6446,5.1366,5.61593333333,6.07906666667,5.6706,16.6549333333,6.348
336.11,5.1946,5.6848,5.67,5.1268,5.62093333333,6.046,5.65653333333,16.5959333333,6.28086666667
336.47,5.24973333333,5.61053333333,5.6894,5.07166666667,5.60093333333,6.02,5.63726666667,16.5656,6.243
336.84,5.24606666667,5.64013333333,5.7552,5.0916,5.67613333333,5.98513333333,5.64613333333,16.5985333333,6.21993333333
337.21,5.50366666666,5.91533333333,5.95673333333,5.3428,5.9132,6.1946,5.8658,16.8424,6.46553333333
337.57,5.73366666667,6.152,6.1532,5.53673333333,6.10753333333,6.32446666667,6.0676,17.0547333333,6.66666666667
337.94,5.81873333333,6.24153333333,6.18893333333,5.61893333333,6.126,6.38053333333,6.1692,17.2108666667,6.78113333333
338.31,5.99533333333,6.4158,6.35766666667,5.74813333333,6.26833333333,6.5192,6.31246666667,17.3461333333,6.9362
338.67,5.82746666667,6.23893333333,6.1346,5.61486666667,6.10533333333,6.28086666667,6.11346666667,17.27,6.8166
339.04,5.73666666667,6.12946666667,6.06066666667,5.4828,6.00366666667,6.17366666667,6.01873333333,17.3220666667,6.7204
339.40,5.86046666667,6.26313333333,6.16813333333,5.60833333333,6.0872,6.315,6.1382,17.4716,6.75106666667
339.77,5.7898,6.13146666667,6.0994,5.48126666667,5.93006666667,6.24893333333,6.03946666667,17.4462,6.6344
340.14,5.76673333333,6.07813333333,6.0232,5.4004,5.879,6.116,6.01173333333,17.5144,6.52813333333
340.50,5.74213333333,6.15886666667,5.995,5.413,5.89013333333,6.06886666667,5.99133333334,17.61,6.5368
340.87,5.6548,6.07373333333,5.8784,5.282,5.83546666667,6.01726666667,5.89646666667,17.6114666667,6.49953333333
341.23,5.56813333333,6.05746666667,5.85106666667,5.237,5.83846666667,5.981,5.90466666667,17.6266,6.5028
341.60,5.50973333334,5.98413333333,5.7486,5.18846666667,5.79193333333,5.94866666667,5.8398,17.5936,6.41333333333
341.96,5.3264,5.80533333333,5.61313333333,5.03293333333,5.689,5.8118,5.63726666667,17.4468,6.137
342.33,5.32813333334,5.77786666667,5.65226666667,5.00626666667,5.67593333333,5.79533333333,5.61526666667,17.4942,6.10413333333
342.70,5.40353333333,5.8616,5.74533333333,5.0524,5.7676,5.85833333333,5.63426666667,17.6735333333,6.1242
343.06,5.48013333333,5.9418,5.8218,5.16613333333,5.8834,5.9702,5.68926666667,17.7224666667,6.14966666666
343.43,5.42806666667,5.91833333333,5.8152,5.1164,5.843,5.92346666667,5.62626666667,17.7561333333,6.16193333334
343.79,5.45593333333,6.02273333333,5.84393333333,5.1676,5.90386666667,5.96486666667,5.64773333333,17.7595333333,6.21473333333
344.16,5.40933333333,6.00026666666,5.79833333333,5.14086666667,5.84346666667,5.938,5.54506666666,17.7354666667,6.1944
344.52,5.3792,5.97306666666,5.80933333333,5.1358,5.85406666667,5.94346666666,5.59073333333,17.8573333333,6.21966666667
344.89,5.47786666667,6.05853333333,5.93846666667,5.2682,5.92273333333,6.03386666667,5.713,17.9942666667,6.32426666667
345.25,5.50206666667,6.07706666667,6.0422,5.3128,5.9646,6.05553333334,5.73873333333,18.0064,6.271
345.62,5.5902,6.14973333334,6.18446666667,5.41293333333,6.05133333333,6.14586666667,5.84873333333,18.1762,6.3242
345.99,5.71793333333,6.26966666667,6.35726666667,5.49493333333,6.16966666667,6.2534,6.01973333333,18.3324,6.45433333333
346.35,5.77266666667,6.3802,6.4254,5.56873333333,6.29746666667,6.28313333333,6.09766666667,18.4865333333,6.52913333333
346.72,5.6958,6.33353333333,6.37293333333,5.51966666667,6.23706666667,6.20613333333,6.06473333333,18.4071333333,6.45666666666
347.08,5.69266666667,6.3138,6.38386666667,5.46993333333,6.1908,6.1548,6.03766666667,18.4251333333,6.44473333333
347.45,5.69046666667,6.27973333333,6.37973333333,5.419,6.15086666667,6.0704,5.98706666667,18.3884666667,6.3476
347.81,5.772,6.34586666667,6.43913333333,5.51033333333,6.22133333333,6.088,6.0696,18.5567333334,6.4002
348.18,5.82953333333,6.41253333333,6.5446,5.57353333333,6.30113333333,6.1526,6.14873333333,18.6304,6.4736
348.54,5.9544,6.47766666667,6.66273333333,5.63266666667,6.37966666667,6.19073333333,6.1714,18.6614666667,6.52806666666
348.91,5.5794,6.09406666667,6.28746666667,5.26113333334,5.99533333333,5.77466666667,5.78153333333,18.3498,6.15213333333
349.27,5.42986666667,5.9158,6.08373333333,5.073,5.78213333333,5.57633333333,5.5948,18.2143333333,6.008
349.64,5.17806666667,5.65333333333,5.8552,4.834,5.52666666667,5.3528,5.33546666667,18.0002,5.79626666667
350.00,5.24666666666,5.73366666667,5.898,4.9392,5.55986666667,5.43213333333,5.3734,18.0832666666,5.8672
350.37,5.2126,5.65946666667,5.85993333333,4.91933333334,5.52193333333,5.41493333333,5.34326666667,18.0750666667,5.83313333333
350.73,5.3324,5.73673333333,5.96866666666,5.0348,5.6002,5.51033333333,5.46186666667,18.2601333333,5.94606666667
351.10,5.35226666667,5.77533333333,6.0194,5.09113333333,5.66033333333,5.54353333333,5.548,18.4028,5.99393333333
351.46,5.3574,5.7914,6.02793333333,5.13406666667,5.7118,5.5622,5.59866666667,18.4672,6.0618
351.83,5.3676,5.80966666667,6.1096,5.20326666667,5.71766666667,5.5998,5.59793333333,18.52,6.09933333334
352.19,5.44793333334,5.8708,6.15413333333,5.28073333333,5.76366666666,5.66113333333,5.69166666667,18.6593333333,6.13286666667
352.55,5.3468,5.806,6.0726,5.25426666667,5.68773333333,5.58606666667,5.66026666667,18.6480666667,6.02593333333
352.92,5.74886666667,6.24,6.4926,5.6624,6.13353333333,6.00233333333,6.11986666667,19.1159333333,6.37146666667
353.28,5.921,6.39246666667,6.62073333334,5.811,6.35546666667,6.19253333333,6.3168,19.4373333333,6.58913333333
353.65,6.0734,6.56866666667,6.74946666666,5.93893333333,6.49753333333,6.27553333333,6.4706,19.6517333333,6.73513333333
354.01,6.0792,6.57113333333,6.75093333333,5.94093333333,6.56226666667,6.267,6.481,19.7010666667,6.75966666667
354.38,6.12593333333,6.63213333333,6.7952,6.03786666667,6.60966666667,6.28806666667,6.5288,19.7455333334,6.80206666667
354.74,6.12393333333,6.61406666667,6.78293333334,6.0604,6.6082,6.30633333333,6.48613333333,19.7465333333,6.80073333333
355.11,6.05546666667,6.57693333333,6.73233333333,6.04046666667,6.561,6.23606666667,6.4238,19.7615333333,6.75813333333
355.47,6.03846666667,6.59966666667,6.74173333333,6.02793333333,6.53193333333,6.2468,6.429,19.8283333333,6.719
355.83,5.98233333333,6.56873333333,6.6386,5.95433333333,6.47813333333,6.2022,6.41066666667,19.8868,6.669
356.20,5.87333333333,6.4554,6.53613333333,5.864,6.37453333333,6.06886666667,6.2786,19.8153333333,6.5598
356.56,6.00286666667,6.565,6.669,5.92513333333,6.48666666667,6.18353333333,6.37293333333,19.9399333333,6.66133333333
356.93,5.97413333333,6.54446666667,6.6168,5.91073333333,6.45773333333,6.15146666667,6.3492,19.8822666667,6.6426
357.29,5.9508,6.521,6.6064,5.88093333333,6.3924,6.0556,6.28306666667,19.8126,6.5694
357.66,5.93766666667,6.50806666667,6.6226,5.83626666667,6.3554,6.04193333333,6.249,19.7583333333,6.50006666667
358.02,5.94153333333,6.53893333333,6.66166666667,5.847,6.3356,6.02786666667,6.26666666667,19.825,6.49393333333
358.38,5.82613333333,6.42046666667,6.5314,5.693,6.21013333333,5.922,6.1638,19.7530666667,6.39633333333
358.75,5.7414,6.4122,6.4622,5.59446666667,6.18186666667,5.84326666667,6.13966666666,19.773,6.352
359.11,5.72066666667,6.4166,6.4544,5.57553333333,6.19393333333,5.854,6.13006666667,19.7534,6.35266666667
359.48,5.779,6.4512,6.476,5.61426666667,6.23913333334,5.88793333333,6.12466666667,19.8696,6.4132
359.84,5.83766666667,6.48086666667,6.5574,5.65453333333,6.31933333333,5.92746666667,6.14586666667,19.9375333333,6.45853333333
360.20,5.97933333333,6.60593333333,6.692,5.7486,6.443,6.05666666667,6.27973333333,20.1038,6.55906666667
360.57,6.00026666667,6.60826666667,6.6802,5.80133333333,6.47573333333,6.05573333333,6.33406666667,20.1952,6.58106666667
360.93,5.99893333333,6.60353333333,6.69733333333,5.80133333333,6.43766666667,6.04046666667,6.3396,20.2398,6.57
361.29,5.943,6.56166666667,6.64546666667,5.7602,6.38426666667,6.01133333333,6.32313333333,20.2634,6.491
361.66,5.9504,6.57906666667,6.62506666667,5.7926,6.41193333333,6.02933333334,6.34473333333,20.3694666667,6.5252
362.02,5.91073333333,6.5146,6.55713333333,5.75813333333,6.38213333333,5.9834,6.29226666667,20.3469333333,6.48553333333
362.39,5.93413333333,6.53853333333,6.5954,5.76193333333,6.39933333333,6.00653333333,6.30193333334,20.4343333333,6.474
362.75,6.00606666667,6.56773333333,6.67686666667,5.80526666667,6.43126666667,6.05453333333,6.34606666667,20.4400666667,6.51606666667
363.11,6.0692,6.58213333333,6.7004,5.812,6.4236,6.071,6.3756,20.5018666667,6.52546666667
363.48,6.05313333333,6.55886666667,6.6892,5.77106666667,6.40246666666,6.0324,6.37346666667,20.4442666667,6.49233333333
363.84,6.0432,6.589,6.70553333333,5.7682,6.36706666667,6.01013333333,6.3918,20.4864666667,6.48533333333
364.20,6.0218,6.609,6.71233333333,5.79726666667,6.36166666667,5.99493333334,6.39833333333,20.4971333333,6.48166666667
364.57,5.96353333333,6.60246666667,6.7144,5.7566,6.315,5.961,6.32373333333,20.4703333333,6.41533333333
364.93,5.92133333333,6.5714,6.68106666667,5.68766666667,6.31333333333,5.9152,6.24853333333,20.5144666667,6.36886666667
365.29,6.02846666667,6.70506666667,6.80646666667,5.8064,6.44946666667,6.05493333333,6.3438,20.6350666667,6.4634
365.66,6.04,6.7156,6.8518,5.81106666667,6.4714,6.0388,6.31786666667,20.6292,6.45306666667
366.02,6.041,6.71693333333,6.8494,5.7882,6.44513333333,6.0238,6.3064,20.6506,6.41913333333
366.38,6.04066666666,6.75033333333,6.84693333333,5.83346666667,6.48586666667,6.01893333333,6.3048,20.6828,6.40013333333
366.75,6.02913333333,6.76846666667,6.845,5.84446666667,6.49873333333,6.0266,6.32253333333,20.77,6.37653333333
367.11,6.02973333333,6.77233333333,6.88393333333,5.86806666667,6.53513333333,6.04853333333,6.36693333333,20.8218,6.36566666667
367.47,6.06713333333,6.80106666667,6.94006666667,5.95146666667,6.57566666667,6.08193333333,6.41793333333,20.9265333333,6.38186666667
367.84,6.14333333333,6.80993333333,6.97953333333,6.00006666667,6.6422,6.15226666667,6.48406666667,20.9807333333,6.4038
368.20,6.1332,6.76273333333,6.958,5.96773333333,6.64326666667,6.13113333333,6.45513333333,21.0196,6.37713333333
368.56,6.10993333333,6.7212,6.9044,5.90866666667,6.59893333333,6.1068,6.40173333333,21.0254666667,6.36466666667
368.93,6.08833333333,6.66406666667,6.84753333333,5.88873333333,6.5778,6.08653333333,6.36006666667,21.0353333333,6.33653333333
369.29,6.0112,6.54093333333,6.7338,5.7972,6.45826666667,5.9442,6.21313333333,20.936,6.24466666667
369.65,5.95166666667,6.50886666667,6.641,5.7578,6.39566666667,5.89913333333,6.18153333333,20.9402666667,6.2002
370.01,6.00433333333,6.59453333333,6.71526666667,5.8158,6.46613333334,5.93846666667,6.23666666667,21.0974,6.25913333333
370.38,6.015,6.63186666667,6.73493333333,5.817,6.4744,5.95613333333,6.24093333333,21.0988666667,6.315
370.74,5.99513333333,6.63046666667,6.71066666667,5.78313333333,6.44333333333,5.91106666667,6.16333333333,21.1464666667,6.26246666667
371.10,6.0384,6.68606666667,6.7346,5.80526666667,6.46846666667,5.90806666667,6.15933333333,21.231,6.2926
371.46,5.99146666667,6.67786666667,6.6926,5.7604,6.43986666666,5.87966666667,6.13446666667,21.1975333333,6.2728
371.83,5.93566666666,6.6316,6.63473333333,5.68626666667,6.40873333333,5.80173333333,6.05346666667,21.1943333334,6.2188
372.19,5.87906666667,6.59213333333,6.57453333333,5.60906666667,6.319,5.72033333334,5.9854,21.2047333333,6.16326666667
372.55,5.81993333333,6.5448,6.51793333333,5.59326666667,6.3018,5.66393333334,5.96186666667,21.2018,6.1032
372.92,5.79813333333,6.56953333333,6.5338,5.56986666667,6.26306666667,5.6256,5.94386666667,21.188,6.04133333333
373.28,5.78106666667,6.58586666666,6.55713333333,5.53533333333,6.2488,5.63286666667,5.95146666667,21.3026666667,6.0274
373.64,5.74053333334,6.54533333333,6.57086666667,5.48593333333,6.22453333333,5.59946666667,5.91046666667,21.33,6.00686666667
374.00,5.697,6.51873333333,6.57926666667,5.473,6.17646666667,5.55766666667,5.87386666667,21.324,5.97893333333
374.37,5.736,6.5256,6.64186666667,5.5174,6.18453333333,5.56613333333,5.93893333333,21.4573333333,5.98933333333
374.73,5.77753333333,6.54613333333,6.69526666667,5.59046666667,6.2372,5.60653333333,6.03226666667,21.5246,6.06913333333
375.09,5.69666666667,6.4928,6.66553333333,5.5668,6.21573333333,5.60166666667,5.9952,21.5184666667,6.0304
375.45,5.711,6.48993333333,6.67526666667,5.5606,6.24806666667,5.6136,5.97393333333,21.6326666667,6.0404
375.81,5.696,6.49873333333,6.65206666667,5.55513333333,6.22633333333,5.60946666667,5.9606,21.6722666666,6.04313333333
376.18,5.73546666667,6.5136,6.6872,5.60013333333,6.28586666667,5.67286666667,5.99653333333,21.7278666667,6.0714
376.54,5.84266666667,6.60853333333,6.80546666667,5.6854,6.36366666667,5.761,6.082,21.8736666667,6.16573333333
376.90,5.88886666667,6.63033333333,6.8254,5.74286666667,6.41666666667,5.78686666666,6.14093333333,21.9530666667,6.24093333333
377.26,5.90453333333,6.6214,6.81526666667,5.78006666667,6.428,5.79073333333,6.1736,21.9790666667,6.24893333333
377.63,5.98966666667,6.6734,6.87706666667,5.8714,6.502,5.82973333333,6.261,22.0837333334,6.29333333333
377.99,5.99293333333,6.6884,6.85306666667,5.87113333333,6.52326666666,5.83446666667,6.257,22.1366,6.28746666667
378.35,5.99413333333,6.69126666667,6.84426666667,5.84986666667,6.52433333333,5.8146,6.22913333333,22.1306,6.27613333333
378.71,6.00293333333,6.69566666667,6.85013333333,5.85413333333,6.52026666667,5.78893333333,6.19553333333,22.1928666667,6.26313333334
379.07,6.0146,6.69713333333,6.84986666667,5.83946666667,6.48093333333,5.73673333333,6.16066666667,22.2155333333,6.26653333333
379.44,6.04246666667,6.7282,6.88253333333,5.86046666667,6.48726666667,5.71766666667,6.20186666667,22.2489333333,6.26526666667
379.80,6.02366666667,6.747,6.8996,5.86406666667,6.48346666667,5.70593333333,6.2088,22.2582666667,6.24646666667
380.16,5.98073333333,6.74546666667,6.87993333333,5.85333333333,6.44173333333,5.6536,6.16193333333,22.239,6.21006666667
380.52,5.92026666667,6.71513333333,6.8292,5.805,6.37333333333,5.58986666667,6.10913333333,22.2488,6.14433333333
380.88,5.96306666667,6.765,6.8888,5.8374,6.40513333333,5.61226666667,6.12946666667,22.3027333333,6.18066666667
381.24,5.9732,6.8006,6.9316,5.86026666667,6.44893333333,5.60526666667,6.1404,22.3894666667,6.19046666667
381.61,6.0474,6.85986666667,6.97893333333,5.91153333333,6.50333333333,5.67966666667,6.19446666667,22.4654,6.28273333333
381.97,6.05086666667,6.82353333333,6.9436,5.86686666667,6.46826666667,5.66893333333,6.18406666667,22.461,6.25806666667
382.33,6.04973333333,6.82413333333,6.9448,5.86986666667,6.4772,5.67573333333,6.17846666667,22.5338666667,6.27586666667
382.69,6.0202,6.8216,6.9354,5.82866666666,6.47313333333,5.67713333333,6.18746666667,22.5318666667,6.25046666667
383.05,6.0416,6.84766666667,6.95913333333,5.86113333334,6.50833333333,5.71386666667,6.22486666667,22.5932,6.24986666667
383.41,6.05213333334,6.86973333333,6.97993333333,5.91033333333,6.51953333333,5.7462,6.23086666667,22.6144,6.2732
383.77,6.0838,6.85053333333,6.96346666666,5.91386666667,6.4994,5.7276,6.211,22.6478666667,6.25826666667
384.14,6.1074,6.8788,6.9712,5.9176,6.5204,5.735,6.23,22.7226666667,6.26566666667
384.50,6.17813333334,6.9232,7.02473333333,5.9736,6.59053333333,5.78393333333,6.28726666667,22.7753333333,6.3188
384.86,6.11373333333,6.85713333333,6.98293333334,5.93566666667,6.52506666667,5.7362,6.25233333334,22.783,6.25113333333
385.22,6.1214,6.8432,6.98693333333,5.93513333333,6.49146666667,5.75346666667,6.24526666667,22.7911333333,6.2614
385.58,6.0618,6.8214,6.92673333333,5.91006666667,6.43606666667,5.69493333333,6.1866,22.7866666667,6.18546666667
385.94,6.02653333333,6.8218,6.96193333333,5.93033333333,6.42993333333,5.6888,6.17446666667,22.8175333333,6.1812
386.30,6.0536,6.85726666667,7.00833333333,5.9752,6.45453333333,5.72446666667,6.18873333333,22.8872666667,6.20286666667
386.66,6.10313333333,6.88273333333,7.04113333333,6.00833333333,6.469,5.75206666667,6.2082,22.9360666667,6.23066666666
387.03,6.10486666667,6.92473333333,7.04833333333,6.03726666667,6.48673333333,5.75766666667,6.24546666667,22.9702,6.23853333333
387.39,6.10086666667,6.94013333333,7.04313333333,6.00686666667,6.4976,5.75946666667,6.23446666667,23.0564,6.23333333333
387.75,6.164,7.04206666667,7.1534,6.10313333333,6.61046666667,5.87186666667,6.3334,23.2120666667,6.3434
388.11,6.1532,7.02053333333,7.15673333333,6.07193333333,6.6008,5.84673333333,6.33006666667,23.2262,6.33153333333
388.47,6.11413333333,7.00786666667,7.134,6.0434,6.57193333333,5.8072,6.30433333333,23.2548,6.3062
388.83,6.11006666667,7.02726666667,7.1346,6.0496,6.569,5.82113333333,6.29946666667,23.2828,6.30546666667
389.19,6.10813333333,7.05006666667,7.13193333333,6.04453333333,6.58713333333,5.79713333333,6.30393333333,23.3406666667,6.29313333333
389.55,6.0748,7.02706666667,7.13026666667,5.97406666667,6.54433333333,5.7652,6.28473333333,23.362,6.2308
389.91,6.063,7.0102,7.0918,5.9356,6.5296,5.72633333333,6.25533333333,23.3363333333,6.20073333333
390.27,6.04073333333,6.978,7.0462,5.904,6.49866666667,5.70506666667,6.256,23.3108666667,6.1508
390.63,5.99906666667,6.96266666667,7.0206,5.903,6.47133333333,5.66973333333,6.2446,23.3425333333,6.1096
391.00,5.9822,6.91493333333,7.0048,5.8752,6.4256,5.6368,6.19453333333,23.3282,6.08146666667
391.36,5.891,6.81893333333,6.94086666667,5.82033333333,6.3408,5.54506666667,6.10553333333,23.2958666667,5.98326666667
391.72,5.82506666667,6.73,6.86773333333,5.74933333333,6.26646666667,5.4386,6.01926666667,23.23,5.89106666667
392.08,5.8254,6.72953333333,6.87006666667,5.7722,6.2784,5.469,6.017,23.3053333333,5.8932
392.44,5.81513333333,6.72546666667,6.877,5.7698,6.2796,5.46766666667,6.0174,23.3394,5.88113333333
392.80,5.8924,6.799,6.94626666667,5.80846666667,6.36966666667,5.49986666667,6.08306666667,23.4422666667,5.93206666667
393.16,5.94126666666,6.84873333333,7.005,5.84393333333,6.42446666667,5.54513333333,6.14586666667,23.5080666667,5.9666
393.52,6.00413333333,6.90206666667,7.05246666667,5.92446666667,6.50773333333,5.59913333333,6.1974,23.5734,6.0346
393.88,6.08933333333,6.98653333333,7.1448,6.0264,6.59126666667,5.68913333333,6.30173333333,23.7044,6.12606666667
394.24,6.11273333333,7.03133333334,7.19606666667,6.0626,6.6196,5.70233333333,6.313,23.7948666667,6.16506666667
394.60,6.10206666667,7.0096,7.19,6.0392,6.61453333333,5.68366666667,6.2836,23.7784,6.1654
394.96,6.14433333334,7.05713333333,7.224,6.07133333333,6.6822,5.72806666667,6.31426666666,23.8968,6.20046666667
395.32,6.28886666667,7.1788,7.33653333333,6.1776,6.8116,5.839,6.4392,24.0192,6.31993333333
395.68,6.34766666667,7.2524,7.422,6.2414,6.8728,5.91293333333,6.52033333334,24.1043333333,6.37726666667
396.04,6.41973333333,7.33913333333,7.49173333333,6.32513333333,6.94466666667,5.95253333333,6.5954,24.1812,6.44293333333
396.40,6.4206,7.34553333333,7.47426666667,6.32513333333,6.92686666667,5.93986666667,6.5668,24.2032666667,6.43746666667
396.76,6.365,7.30613333333,7.4422,6.30846666666,6.8722,5.9136,6.53413333333,24.2176,6.38413333333
397.12,6.3766,7.31373333333,7.46566666667,6.3534,6.87286666666,5.95146666667,6.5432,24.2765333333,6.41146666667
397.48,6.38686666667,7.33633333333,7.49433333333,6.38146666667,6.87666666667,5.97533333333,6.55513333333,24.3348666667,6.43946666667
397.84,6.38033333333,7.32833333334,7.4628,6.35953333333,6.86033333333,5.95146666666,6.51146666667,24.394,6.39993333333
398.20,6.34833333333,7.30453333333,7.43946666667,6.34073333333,6.84153333333,5.92033333333,6.50166666667,24.4091333333,6.35493333333
398.56,6.38733333333,7.36573333333,7.48693333333,6.39753333333,6.8876,5.97413333333,6.55806666666,24.5439333333,6.38486666667
398.92,6.37073333333,7.358,7.4864,6.39246666667,6.86893333334,5.93293333333,6.56126666667,24.5578666667,6.36493333333
399.28,6.29546666667,7.3178,7.4416,6.35473333333,6.80046666667,5.87633333333,6.52273333333,24.5688,6.316
399.64,6.26153333333,7.29186666667,7.38213333333,6.327,6.7504,5.83526666667,6.46653333333,24.609,6.2744
400.00,6.20893333333,7.21926666667,7.3382,6.26846666667,6.6844,5.7844,6.40346666667,24.5708,6.2032
400.36,6.2158,7.23766666667,7.36766666667,6.27533333333,6.7104,5.78893333333,6.422,24.6247333334,6.204
400.72,6.26833333333,7.28013333333,7.4012,6.3138,6.74593333333,5.8104,6.44366666667,24.6780666667,6.2492
401.08,6.2244,7.25966666667,7.3682,6.27166666667,6.71053333333,5.75033333333,6.37926666667,24.6662666667,6.2054
401.44,6.16413333333,7.22586666667,7.34006666667,6.2106,6.6664,5.6828,6.3364,24.6594666667,6.14086666667
401.80,6.13973333333,7.22426666666,7.35593333333,6.21013333333,6.65013333333,5.6686,6.344,24.6892,6.1356
402.16,6.16986666667,7.26686666667,7.38733333333,6.2272,6.65953333333,5.6772,6.35613333333,24.7248666667,6.165
402.52,6.1222,7.21413333333,7.3404,6.1672,6.60006666666,5.60033333333,6.30813333333,24.7058,6.11413333333
402.88,6.12173333333,7.22886666667,7.33606666667,6.1608,6.58246666667,5.58826666667,6.29386666667,24.7174666667,6.11346666667
403.24,6.12253333334,7.22153333333,7.3214,6.13866666667,6.57693333333,5.57006666667,6.27453333333,24.7346666667,6.09213333333
403.60,6.095,7.2064,7.3082,6.1144,6.5626,5.52946666667,6.26193333333,24.7336666667,6.0656
403.95,6.15966666667,7.28246666667,7.36933333333,6.1732,6.61846666667,5.58213333333,6.32773333333,24.8374666667,6.12873333334
404.31,6.1994,7.30906666667,7.39833333333,6.20486666667,6.64846666667,5.6208,6.35693333333,24.8834,6.14933333333
404.67,6.19046666667,7.30866666667,7.39326666667,6.2022,6.6424,5.62946666667,6.36333333333,24.8886666667,6.12853333333
405.03,6.17826666667,7.28833333333,7.37346666667,6.184,6.63606666667,5.6164,6.36933333333,24.9008666667,6.11653333333
405.39,6.20986666667,7.3102,7.40033333333,6.21186666667,6.6536,5.6562,6.39246666667,24.944,6.13786666667
405.75,6.22746666667,7.3268,7.4134,6.20986666667,6.66893333333,5.67646666667,6.39733333334,24.9336666667,6.13193333333
406.11,6.23666666667,7.325,7.41086666667,6.2166,6.67933333333,5.6802,6.40133333333,24.957,6.11906666667
406.47,6.30766666667,7.41713333333,7.50013333333,6.29866666667,6.7532,5.76286666667,6.463,25.0435333333,6.1732
406.83,6.3042,7.40866666667,7.51853333333,6.29733333333,6.75106666666,5.77193333333,6.46573333333,25.0582666667,6.15906666667
407.19,6.3148,7.43013333333,7.55246666667,6.32093333333,6.75006666667,5.77613333334,6.48006666667,25.1009333333,6.16786666667
407.55,6.33026666667,7.4422,7.57953333333,6.3372,6.7562,5.79673333333,6.4934,25.1492666667,6.18346666667
407.90,6.28486666667,7.4048,7.555,6.31033333333,6.71973333333,5.75306666667,6.45786666667,25.1426666667,6.14286666667
408.26,6.24433333333,7.4018,7.54973333333,6.2938,6.6966,5.72273333333,6.4378,25.1478666667,6.1368
408.62,6.2628,7.43453333333,7.58753333333,6.31526666667,6.73426666667,5.7286,6.44406666667,25.2476666667,6.17813333333
408.98,6.27953333333,7.47506666667,7.62826666667,6.3528,6.74526666666,5.74253333333,6.44566666667,25.3097333333,6.19533333333
409.34,6.20986666667,7.40653333333,7.5582,6.30153333333,6.6704,5.654,6.37426666667,25.2951333333,6.1336
409.70,6.15433333333,7.3472,7.51953333333,6.26833333333,6.60693333333,5.57513333333,6.32806666667,25.3279333333,6.0944
410.06,6.13693333333,7.33893333333,7.52866666667,6.27126666667,6.5984,5.57126666667,6.31646666667,25.3643333333,6.09406666667
410.42,6.0852,7.29493333333,7.47846666667,6.2202,6.5502,5.5066,6.2668,25.3423333334,6.05906666667
410.77,6.10966666667,7.3458,7.5034,6.25053333333,6.56793333333,5.5284,6.29053333333,25.4137333333,6.0908
411.13,6.15386666667,7.38893333333,7.54193333333,6.2922,6.6056,5.5674,6.3318,25.4636,6.12466666667
411.49,6.1724,7.40253333333,7.55093333333,6.30566666667,6.63146666666,5.5752,6.344,25.4607333333,6.11853333333
411.85,6.16073333333,7.4124,7.553,6.2888,6.6308,5.55853333333,6.32513333333,25.4690666667,6.10926666667
412.21,6.1976,7.43853333334,7.57193333333,6.31493333333,6.64973333333,5.58273333333,6.34813333333,25.519,6.12153333333
412.57,6.17966666667,7.42266666667,7.5632,6.31073333333,6.62533333333,5.56246666667,6.33306666667,25.4873333333,6.09446666667
