wavelength,Back_ThrSaym,Belly_ThrSaym,Breast_ThrSaym,Crissum_ThrSaym,Crown_ThrSaym,DorTail_ThrSaym,Patch10_ThrSaym,Patch11_ThrSaym,Rump_ThrSaym,Throat_ThrSaym,WingTip_ThrSaym
333.54,13.1066666667,25.5918,18.5594666667,20.1307814815,13.3416,9.11613333333,14.5635333333,17.7990666667,14.9804,23.453,8.27913333333
333.91,13.0694666667,25.7028,18.6095333333,20.0817777778,13.3135333333,8.99739999999,14.5502666667,17.7344666667,15.0674,23.593,8.23613333333
334.28,13.0545333333,25.7372666667,18.6989333333,20.2643111111,13.2887,9.0242,14.6667333333,17.7838666667,15.2278666667,23.6729333333,8.311
334.64,13.3000666667,25.969,18.9605333333,20.4616259259,13.5823666667,9.32953333334,14.9848,17.9648,15.4524666667,23.9828,8.502
335.01,13.3885333334,25.9359333333,18.9948,20.331562963,13.5560666667,9.27979999999,15.0087333333,17.8808,15.3316,23.9344,8.50093333333
335.38,13.2717333333,25.9578666667,18.9222,20.2768148148,13.4357666667,9.10586666667,14.8075333333,17.6923333333,15.1489333333,23.8877333333,8.1784
335.74,13.3282666667,26.1513333333,18.8916666667,20.3574,13.4888,9.14493333332,14.8554666667,17.8392,15.2053333333,23.9433333333,8.12633333333
336.11,13.4564666667,26.3171333333,19.0894,20.5944555556,13.6504,9.24000000001,15.0878,17.9110666666,15.3025333334,24.0816,8.273
336.47,13.7135333333,26.7539333333,19.5719333333,20.9248407407,13.9764,9.59906666667,15.3636,18.1196666667,15.5479333333,24.3402666667,8.5322
336.84,13.7359333333,26.8502,19.5810666667,20.990137037,13.9624,9.6752,15.4101333333,18.1408,15.5674666667,24.2865333333,8.47873333333
337.21,13.9090666667,27.0622666667,19.8504,21.222737037,14.1295666667,9.78386666666,15.5866666667,18.3354,15.7296666667,24.4664,8.5244
337.57,14.0582,27.3359333333,20.0493333333,21.4027481482,14.3203666667,9.97306666667,15.724,18.4105333333,15.8797333333,24.6113333333,8.6298
337.94,13.701,27.1716666667,19.9368666667,21.1579592593,14.1301333334,9.77666666667,15.4129333333,18.2421333333,15.5723333333,24.3092666667,8.3708
338.31,13.6382,27.2999333333,20.0439333334,21.3182222222,14.1762666667,9.84513333332,15.4372666667,18.2984666667,15.7656,24.3161333333,8.34626666667
338.67,13.7215333333,27.5055333334,20.1934,21.4936888889,14.3078666667,9.95079999999,15.6507333333,18.411,15.9548,24.3992,8.49746666667
339.04,13.6686,27.5960666667,20.2542,21.5776407407,14.3423666667,9.91346666666,15.7177333333,18.3969333333,16.0328,24.4382666667,8.41166666667
339.40,13.5675333333,27.7286666666,20.2920666666,21.5920333334,14.2750333333,9.80399999999,15.6649333333,18.465,16.0272666667,24.5006666667,8.25486666667
339.77,13.4049333333,27.5848,20.0919333333,21.4760185185,14.0843333333,9.61393333334,15.5259333333,18.4392,15.9414666667,24.3868666666,7.94746666667
340.14,13.4060666667,27.7041333333,20.0757333333,21.5268851852,14.0651333333,9.64186666667,15.6322666667,18.5147333333,16.0089333333,24.4928666667,7.97733333333
340.50,13.5684,27.9216666667,20.2274,21.7632,14.2937,9.81593333334,15.8004,18.6795333333,16.127,24.6134,8.11093333333
340.87,13.4695333333,27.8908666666,20.1391333333,21.7069925926,14.2370666666,9.69713333333,15.9056666667,18.6851333333,16.0961333333,24.5552666667,7.99366666667
341.23,13.7284666667,28.1358666667,20.3815333333,22.0272518518,14.3715,9.86933333333,16.234,18.8794,16.3512666667,24.8521333333,8.0546
341.60,13.7127333333,28.4092,20.4746666667,22.1473,14.4136,9.87679999999,16.2986666666,18.9817333333,16.3165333333,25.0153333333,8.00313333333
341.96,13.7448,28.3832,20.5101333333,22.1324851852,14.3434333333,9.87379999999,16.2913333334,19.0488666667,16.2942666667,25.0254666667,8.01746666667
342.33,13.825,28.5882,20.7331333333,22.2406407407,14.3777333333,9.98619999999,16.3766,19.1564666667,16.4143333334,25.2293333333,8.12553333333
342.70,13.7210666667,28.456,20.6388,22.0965555555,14.2436333333,9.85026666667,16.2932,19.0119333333,16.3387333333,25.0628,7.977
343.06,13.7182666667,28.6209333333,20.6462666667,22.2224259259,14.2682666667,9.78273333332,16.3738,19.0095333334,16.4202,25.1296666667,7.9464
343.43,13.8449333333,28.7883333333,20.8272,22.4383407407,14.3003333333,9.8408,16.5088666667,19.1046,16.5838,25.2470666667,8.00986666667
343.79,13.7449333333,28.7543333333,20.7452,22.3934444444,14.0861333333,9.75113333333,16.5079333333,19.0332,16.5395333333,25.1764,7.90146666667
344.16,13.8294,28.9442666667,20.9393333333,22.5265777778,14.1004333333,9.75393333335,16.5046,19.1794,16.6085333333,25.3878666667,7.84666666667
344.52,13.8967333333,28.9118666667,20.8616666667,22.5698555555,14.0669,9.75746666667,16.4691333333,19.1596666667,16.6030666667,25.3822,7.8092
344.89,13.9771333333,28.8863333333,20.9284,22.6369925926,14.0622,9.83946666667,16.5035333333,19.1911333333,16.7233333333,25.3961333333,7.8434
345.25,13.8706,28.8373333333,20.8966,22.6270259259,14.0109333333,9.70160000001,16.3633333333,19.1046,16.7149333333,25.4093333333,7.678
345.62,13.7660666667,28.7819333333,20.7964,22.5796148148,13.9440333333,9.50119999999,16.3498,19.0141333333,16.6532,25.3172,7.54493333333
345.99,13.7693333333,28.8944666667,20.8503333333,22.678937037,13.9501666667,9.51006666667,16.364,18.9844,16.6782666667,25.4329333333,7.4964
346.35,13.9012,28.9170666667,21.0135333333,22.7347,13.9914333333,9.63873333332,16.4732666667,19.0104666667,16.7512666667,25.5068666667,7.5868
346.72,14.0260666667,29.2045333333,21.2504,22.8446037037,14.1756333333,9.75860000001,16.6409333333,19.2098,16.9056,25.6272,7.62133333333
347.08,13.9842666667,29.2944,21.2514,22.8830888889,14.1448,9.72966666667,16.5964666667,19.2202,16.9512,25.5906666667,7.54773333333
347.45,14.0291333333,29.4277333333,21.3210666667,22.9790259259,14.1736666667,9.83073333333,16.7000666667,19.2428,17.0244666667,25.5693333333,7.5482
347.81,14.0194,29.7706666667,21.5375333333,23.1511740741,14.3002666667,9.89093333333,16.8537333333,19.3443333334,17.1802666667,25.7346,7.58546666667
348.18,13.9030666667,29.7803333333,21.5096666667,23.0817037037,14.2259,9.69646666668,16.8716666667,19.24,17.1432666667,25.6656,7.38013333333
348.54,14.032,30.0666666667,21.6866666667,23.3184444444,14.3293333333,9.84133333333,17.1346666667,19.412,17.2586666667,25.7866666667,7.46
348.91,14.2662,30.4444,22.0254,23.7496518518,14.598,10.1044666667,17.4402666667,19.6934666667,17.5082,26.0164,7.594
349.27,14.5154666667,30.7768,22.3588666667,24.0233851852,14.9101333333,10.3695333333,17.7609333333,19.9947333333,17.8401333333,26.195,7.88306666666
349.64,14.4574666667,30.9668,22.3995333333,24.1100407407,14.9319,10.202,17.7913333333,20.0567333333,17.8796,26.2467333333,7.784
350.00,14.2902666667,30.9246666667,22.347,24.1127740741,14.8985666667,10.0608,17.7195333333,19.9557333333,17.7637333333,26.1602,7.6744
350.37,14.2828666667,31.0354,22.4929333333,24.1414,14.9771,10.0522,17.737,20.0064,17.8001333333,26.3204,7.71813333333
350.73,14.2580666667,31.1089333334,22.5528666667,24.2023592593,14.9536,9.95200000001,17.6770666667,20.0487333333,17.7834666666,26.3536,7.734
351.10,14.3457333333,31.1344,22.5881333333,24.24,14.9211333334,9.90459999998,17.7146666667,20.1488666667,17.8482,26.3487333333,7.73626666667
351.46,14.4952,31.4895333333,22.7912,24.5224037037,15.1014666667,10.0736666667,17.9034,20.4342666667,18.0481333333,26.6501333333,7.88706666667
351.83,14.5030666667,31.5782,22.9046666667,24.6705888889,15.1644666667,10.1102,17.9489333334,20.4628666667,18.1222,26.7476,7.86286666667
352.19,14.4601333333,31.5318,22.8391333333,24.5706962963,15.0549333333,9.99560000001,17.8706666667,20.3542,18.0692,26.6816666667,7.74333333333
352.55,14.3190666667,31.5600666667,22.7877333333,24.6754259259,14.8957666667,9.83319999999,17.7766,20.2608666667,17.9684,26.5726,7.54693333333
352.92,14.4803333333,31.6272,22.9715333333,24.8361037037,15.0396,10.0888666667,17.9258666667,20.4134666667,18.1382666667,26.6198666667,7.7136
353.28,14.6227333333,31.8094,23.114,24.9976444444,15.0852333333,10.2254666667,18.0628666667,20.5499333333,18.3292666667,26.7373333333,7.79466666666
353.65,14.7821333333,32.0280666667,23.3134,25.262337037,15.2630333333,10.4466,18.3028666667,20.7582,18.4764666667,26.9486666667,7.9022
354.01,14.8090666667,32.1112666667,23.3523333333,25.3298814815,15.3324,10.5428666667,18.4294666667,20.7942666667,18.5562,27.0234,7.90553333333
354.38,14.7406,32.1126666667,23.3345333333,25.3371444444,15.2226666667,10.5165333333,18.4575333333,20.7217333333,18.4621333333,26.957,7.8128
354.74,14.7206666667,32.058,23.3184,25.2517111111,15.1842666667,10.4782,18.4935333333,20.6188666667,18.4110666667,26.852,7.8254
355.11,14.8359333333,32.1922,23.4438,25.3139259259,15.2270333333,10.5526666667,18.6546666667,20.7362,18.5030666667,26.9506,7.8976
355.47,14.7649333333,32.1704,23.4338666667,25.2928481481,15.2169333333,10.5442666667,18.6242,20.6546666667,18.506,26.9879333333,7.91586666667
355.83,14.7864666667,32.2005333334,23.4402666667,25.2118814815,15.2114333333,10.5734,18.6461333333,20.6972666667,18.4977333334,27.0648,7.89886666667
356.20,14.7829333333,32.273,23.5129333333,25.3059222222,15.2337666667,10.4777333333,18.6370666667,20.7442666666,18.5073333333,27.1534666667,7.815
356.56,14.8097333333,32.3580666667,23.6281333333,25.4462259259,15.2729666667,10.4752,18.7035333333,20.7823333333,18.531,27.3093333334,7.80926666667
356.93,14.8074,32.4142,23.6541333333,25.5135888889,15.2013,10.3893333333,18.7228,20.7585333333,18.5945333333,27.2607333333,7.73406666667
357.29,14.7552,32.4823333333,23.7057333333,25.5353777778,15.2022,10.3794,18.7612666667,20.7486,18.5781333333,27.2404,7.69386666667
357.66,14.7377333333,32.6538666667,23.8166666666,25.6582814815,15.3635333333,10.4076,18.8188666667,20.7798666667,18.691,27.356,7.69326666667
358.02,14.7396666667,32.7224,23.8920666667,25.7709037037,15.3971333333,10.386,18.8575333333,20.8254,18.6908,27.4194,7.60146666666
358.38,14.8797333333,32.8988666667,24.0907333333,25.973937037,15.5599666667,10.5266666667,18.9734,20.9292666666,18.8366,27.5172666667,7.68666666667
358.75,14.9782666667,33.1298666667,24.2209333333,26.1442,15.6814666667,10.6565333333,19.0872,21.1553333333,18.9434666667,27.6451333333,7.71833333333
359.11,15.0890666667,33.233,24.4454,26.3635888889,15.8000666667,10.7168666667,19.2206,21.3059333333,19.0154,27.7711333333,7.79073333333
359.48,15.0432,33.4179333333,24.5473333333,26.4960111111,15.8052333333,10.6908,19.2568666667,21.3134,19.0267333333,27.832,7.72353333333
359.84,15.1208,33.5526,24.6771333333,26.6211148148,15.9062666667,10.7522,19.2942666667,21.4125333333,19.1061333333,27.8958,7.683
360.20,15.1880666667,33.7246666667,24.7346,26.7762296296,16.0449,10.7746,19.3646666667,21.5007333333,19.172,28.0172,7.67613333333
360.57,15.3026666667,33.9032666667,24.8805333333,26.9215925926,16.1472333333,10.7698666667,19.3864666667,21.5446,19.2730666667,28.0886666667,7.70426666666
360.93,15.3963333333,33.9916,25.0291333333,27.0551333333,16.2415,10.7666666667,19.4123333333,21.6918,19.3572666667,28.1956666667,7.72853333333
361.29,15.5032666667,34.1648,25.2044666667,27.2559111111,16.3363666666,10.8764666667,19.4609333333,21.783,19.5136666667,28.3289333333,7.7734
361.66,15.4143333333,34.2838666667,25.2166666667,27.2923185185,16.2753666667,10.7572666667,19.3829333333,21.7338666667,19.5128,28.3478666667,7.6526
362.02,15.4970666667,34.3315333333,25.3460666667,27.4067,16.2968666667,10.7484666667,19.4617333333,21.763,19.5993333333,28.3985333333,7.6648
362.39,15.5283333333,34.4508666667,25.4094666667,27.4347555555,16.3776333333,10.8066666667,19.4960666666,21.7597333333,19.6576666667,28.4755333333,7.7154
362.75,15.5762666667,34.4481333333,25.3756666667,27.3754666667,16.3511666667,10.8346666667,19.5044666667,21.7192666667,19.6723333333,28.389,7.71473333333
363.11,15.5032666667,34.4324666667,25.3072,27.3121444444,16.2243,10.7098666667,19.4087333333,21.5763333334,19.5496666667,28.3233333333,7.60493333333
363.48,15.6124,34.5761333333,25.4840666667,27.4716444444,16.2942333333,10.8440666667,19.4874,21.6837333333,19.6448,28.4244666667,7.70533333333
363.84,15.6502666667,34.5604666667,25.5525333333,27.5458148148,16.3713333333,10.9249333333,19.5259333333,21.6894666667,19.6770666667,28.4880666667,7.72526666667
364.20,15.7628,34.7399333333,25.6576,27.6645444445,16.4739333333,11.0696,19.6308666667,21.7675333333,19.7666,28.6075333333,7.82766666667
364.57,15.7416666667,34.7439333333,25.6338666667,27.6284296296,16.4375,10.9845333333,19.6471333333,21.7129333333,19.7002666667,28.5722,7.7236
364.93,15.7818666667,34.7566666667,25.6279333333,27.6388074074,16.4664333333,11.0232,19.6926,21.6694666667,19.67,28.5964,7.79193333333
365.29,15.7207333333,34.8717333333,25.6588666667,27.7280222222,16.4481666667,10.9967333333,19.6706,21.6666,19.595,28.6296666667,7.70093333333
365.66,15.6784,34.8544666667,25.6446,27.7857962963,16.3446,10.9054666667,19.6446,21.5861333333,19.5633333333,28.616,7.52633333333
366.02,15.6938,35.0053333333,25.7697333333,27.9749703704,16.4433333333,10.9926,19.7358666667,21.6188666667,19.6064,28.7528666667,7.57653333333
366.38,15.7365333333,35.0755333333,25.8782666667,28.0588814815,16.6101666667,11.0893333333,19.8355333333,21.6866,19.7345333333,28.8566666667,7.71713333333
366.75,15.6624,35.1684,25.9152,28.0481962963,16.5932666667,10.9982666667,19.7604666667,21.5834666667,19.7063333333,28.8547333333,7.63093333333
367.11,15.6408666667,35.2746,25.9380666666,28.1463518519,16.5888333333,11.0108666667,19.7367333333,21.6128,19.7540666667,28.9417333333,7.6258
367.47,15.5946,35.3314,26.0002666667,28.229037037,16.5074,10.9536666667,19.7213333333,21.5108666667,19.6791333333,28.9443333333,7.58313333333
367.84,15.6988,35.6068,26.2030666667,28.4883481482,16.6401666667,11.1076,19.7796666667,21.6242666667,19.8186,29.1831333333,7.7248
368.20,15.7525333333,35.6802666667,26.3370666667,28.6091666667,16.7238,11.2123333333,19.8563333333,21.6582,19.884,29.2202,7.726
368.56,15.7926666667,35.7417333333,26.3828,28.6589851852,16.7289666666,11.2006,19.8502,21.5778666667,19.9615333333,29.2750666667,7.7504
368.93,15.9334,35.9343333333,26.5599333333,28.8389592593,16.9416333333,11.3278666667,19.9502666667,21.6462666667,20.1012666667,29.4092666667,7.9164
369.29,16.0687333333,36.0555333333,26.7217333333,28.9914259259,17.0261333333,11.3567333333,19.9511333333,21.6778666667,20.1552,29.5648,7.9856
369.65,15.9956666667,36.1216,26.7578666667,29.0657333333,16.9178,11.2417333333,19.8992,21.5946666667,20.0651333333,29.5306666667,7.8654
370.01,15.9966666667,36.1190666667,26.8444,29.1142481482,16.9201,11.2097333333,19.8776666667,21.557,20.0096,29.5913333333,7.7548
370.38,16.0799333333,36.31,27.0239333333,29.2503074074,16.9477666667,11.1806666667,19.9350666667,21.5802,20.0083333333,29.6671333333,7.753
370.74,16.1260666667,36.4078,27.0883333333,29.2869,17.0251666666,11.2094,19.9334666667,21.5573333333,20.0438,29.7102,7.72033333333
371.10,16.0663333334,36.4024,27.1617333333,29.3054296296,16.99,11.1096666667,19.9276,21.5128666666,19.9958,29.6566,7.68853333333
371.46,16.0148666667,36.5562,27.2246666667,29.3992888889,16.9982666667,10.9684,19.8785333333,21.5806,20.0255333333,29.7656,7.66533333333
371.83,16.0701333333,36.6124,27.3062,29.4544592593,17.14,11.0669333333,19.9133333333,21.5786,19.9804666667,29.7945333333,7.74226666667
372.19,16.0747333333,36.8018,27.4111333333,29.5583814815,17.1430333333,11.0267333333,19.893,21.6121333334,19.9541333333,29.8998666667,7.73126666667
372.55,15.9514666667,36.8630666667,27.4662666667,29.6022740741,17.1217666667,10.9918666667,19.8544666667,21.6072,19.9296,29.9532666667,7.62833333333
372.92,16.2016666666,37.1890666667,27.6999333333,29.8741592593,17.3826,11.1849333334,20.0261333333,21.7992,20.1312666667,30.2108,7.75893333333
373.28,16.1948666667,37.3391333333,27.7476666667,29.9401185185,17.4348333333,11.1452666667,20.0592,21.7369333333,20.1028666667,30.221,7.80513333333
373.64,16.1735333333,37.3288,27.6972,29.9742629629,17.4692333333,11.0992,19.987,21.6882,20.0303333333,30.2081333333,7.7704
374.00,16.1067333333,37.3734,27.7066666667,30.0899777778,17.4261333333,11.0175333333,19.9392,21.7113333333,20.018,30.2171333333,7.76086666667
374.37,16.0496,37.4160666667,27.6465333333,30.0714925926,17.4094666667,10.9536666667,19.7703333333,21.5754666666,19.9247333334,30.1692666667,7.6556
374.73,16.1626666667,37.5081333333,27.7742666667,30.2093925926,17.5182,11.1448,19.8106,21.5526666667,19.9693333333,30.262,7.72553333333
375.09,16.1664,37.6048666667,27.8909333333,30.3036,17.5283,11.1227333333,19.7306,21.5719333333,19.9784,30.3244,7.6464
375.45,16.2726,37.7749333333,28.0546,30.4954111111,17.6659333333,11.2054666667,19.8549333333,21.6112666667,20.0956666667,30.4879333333,7.68046666667
375.81,16.4484666667,38.0209333333,28.2177333333,30.6854777778,17.8257333334,11.3096666667,20.0139333333,21.6377333333,20.2040666667,30.6554,7.79286666667
376.18,16.3396666667,37.8679333333,28.1640666667,30.6254481481,17.7477666667,11.2663333333,19.9132666667,21.4909333333,20.1164666667,30.6116,7.75473333333
376.54,16.3508666667,37.8443333333,28.1849333333,30.618737037,17.7259333334,11.303,19.8798,21.4592,20.1390666667,30.6182666667,7.77606666667
376.90,16.4237333333,38.0362666667,28.3705333333,30.7275296296,17.8688666667,11.3968666667,20.0143333333,21.4808,20.2888666667,30.7567333334,7.86246666667
377.26,16.4683333333,38.0714666667,28.4822666667,30.7329814815,17.9471,11.4476,19.9943333333,21.4062,20.3176,30.8405333333,7.86206666667
377.63,16.6156,38.2538,28.677,30.9285,18.1068666667,11.5607333333,20.1226,21.5244666667,20.427,31.0630666667,8.01413333333
377.99,16.5112,38.2256666667,28.6888666667,30.9040481481,18.0245,11.3978,20.0006,21.3849333333,20.3172666667,31.0412,7.9306
378.35,16.5284666667,38.3150666667,28.7441333333,30.9950925926,18.0547,11.3897333333,20.0246666667,21.3188666667,20.3222666667,31.0435333333,7.9712
378.71,16.5278666667,38.2842666667,28.7006666667,30.9664444444,18.0564333333,11.4182666667,19.9009333333,21.2503333333,20.2307333334,31.0199333333,8.01526666667
379.07,16.5062666667,38.2371333333,28.7118666667,30.9017,18.0055666667,11.3631333333,19.779,21.1796666667,20.1776666667,30.9616,7.99166666667
379.44,16.5364,38.3364,28.8041333333,31.0004185185,18.0219666667,11.3578666667,19.7401333333,21.1399333333,20.1282,31.0048,7.99826666667
379.80,16.6028,38.4895333333,28.9414666667,31.1441962963,18.123,11.3871333333,19.7821333333,21.1458666667,20.1878,31.1502666667,8.00286666667
380.16,16.6649333333,38.5874666667,29.0742,31.2910518518,18.1645666667,11.4338,19.7902,21.1718,20.2164666667,31.2691333333,8.04013333333
380.52,16.7764,38.7566666667,29.2462666667,31.4926703704,18.3248666666,11.5032666667,19.8894666667,21.2508,20.2498,31.438,8.18346666667
380.88,16.7886,38.8007333333,29.3202,31.5323703704,18.4016666667,11.567,19.9472,21.232,20.2538,31.5080666667,8.2098
381.24,16.9235333333,38.9876,29.4637333333,31.7145444445,18.5652333333,11.703,20.008,21.3164,20.3168,31.6664666667,8.2526
381.61,16.9297333333,39.0135333333,29.4608,31.7049259259,18.5549333333,11.7416666667,19.9604666667,21.3057333333,20.23,31.7790666666,8.24973333333
381.97,16.9400666667,39.1966666667,29.6108666667,31.890937037,18.6292666667,11.7664666667,20.0481333333,21.3366,20.3004666667,31.9040666667,8.23613333333
382.33,16.8952,39.2587333333,29.6012,31.9962592593,18.6619666667,11.723,20.029,21.2718666667,20.2644,31.9346,8.2158
382.69,16.8872666667,39.3733333333,29.6200666667,32.0500518518,18.7168333333,11.7661333333,20.0108,21.2459333333,20.3058666667,32.0181333333,8.22626666667
383.05,16.8812,39.3971333333,29.658,32.1353444444,18.738,11.7970666667,19.938,21.2502,20.2811333333,32.1026,8.24026666667
383.41,16.732,39.3450666667,29.5589333333,32.0641703704,18.6233333333,11.6536,19.7146,21.0264,20.0732,32.0522666667,8.0788
383.77,16.6441333333,39.3807333333,29.5062,32.0680407407,18.5129,11.5914666667,19.5755333333,20.8988,19.9704,32.0068666666,7.93373333333
384.14,16.5484,39.3947333333,29.4796,32.0670777778,18.3960333333,11.4672666667,19.4012,20.75,19.893,31.9296,7.80073333333
384.50,16.4326666667,39.3419333333,29.39,31.9945222222,18.3118666667,11.3231333333,19.2464666667,20.6357333333,19.7687333333,31.8672666667,7.71813333333
384.86,16.4277333333,39.4156,29.485,32.0992037037,18.389,11.3237333333,19.2278,20.5844,19.8352666667,31.8773333333,7.70273333333
385.22,16.3520666667,39.3270666667,29.4692,32.0509222222,18.3268666666,11.2904666667,19.0948666667,20.4742,19.7704666667,31.8051333334,7.7002
385.58,16.4559333333,39.4544666667,29.6028,32.1633185185,18.4146,11.3806666667,19.1459333333,20.5074666667,19.8401333333,31.9186,7.78826666667
385.94,16.5375333333,39.5834,29.7388666667,32.319637037,18.5432333333,11.4179333333,19.1915333333,20.5446666667,19.8698,32.026,7.87673333333
386.30,16.4745333333,39.6256,29.764,32.3933111111,18.5301666667,11.3300666667,19.0973333333,20.4172666667,19.7896,32.0144,7.85373333333
386.66,16.4881333333,39.6988,29.8346666667,32.4500185185,18.5448,11.3492,19.1278666667,20.4139333333,19.8018,32.0666666667,7.893
387.03,16.4968666667,39.7474666667,29.8905333333,32.4978222222,18.5754666667,11.4072666667,19.1082,20.3888,19.7906666667,32.1506,7.9292
387.39,16.506,39.7192666667,29.8612,32.5545037037,18.6218666667,11.428,19.0761333333,20.3682,19.7525333333,32.1855333333,7.95093333333
387.75,16.5313333333,39.7977333333,29.9220666667,32.6209555556,18.6342666667,11.4466666667,19.0913333333,20.3166666667,19.7906,32.2569333333,7.98446666667
388.11,16.5452,39.9422,30.0235333333,32.7571222222,18.6514,11.462,19.1342,20.3533333333,19.8086,32.3891333333,8.0766
388.47,16.5216,39.9794,29.9873333333,32.7540888889,18.6024,11.3464666667,19.0374,20.1955333334,19.6963333333,32.374,7.97113333333
388.83,16.4230666667,39.8811333333,29.9343333334,32.718162963,18.5744333333,11.2603333333,18.9234,20.0682,19.5880666667,32.358,7.91473333334
389.19,16.3239333333,39.8978,29.9213333333,32.6913851852,18.4818666667,11.1283333333,18.7844666667,19.944,19.4800666667,32.3611333333,7.76393333333
389.55,16.3993333333,39.9869333333,29.9959333333,32.7409703704,18.5531666667,11.2044,18.8076,19.9304,19.4986666667,32.4348,7.8178
389.91,16.4450666667,40.0198666667,30.0322666667,32.8502407407,18.5854,11.1818,18.7812666667,19.9281333333,19.5078,32.5176666667,7.82333333333
390.27,16.4182666667,40.0708666667,30.046,32.8795407408,18.5871,11.1393333333,18.7622,19.8564666667,19.4734666667,32.5391333333,7.79813333333
390.63,16.4164666667,40.1548,30.147,32.9383888889,18.6019333333,11.1261333333,18.7430666667,19.7787333333,19.4542,32.619,7.79333333333
391.00,16.4866,40.2540666667,30.2435333333,33.0618851852,18.6619666667,11.1582666667,18.7498666667,19.8063333333,19.4549333333,32.7144666667,7.797
391.36,16.508,40.2446,30.2545333333,33.0768925926,18.6729,11.1258666667,18.6994666667,19.6981333333,19.3996666667,32.7358666667,7.7634
391.72,16.5518,40.3892666667,30.3847333333,33.2025,18.7801,11.2229333333,18.7357333333,19.7878,19.4702666667,32.8784666667,7.8428
392.08,16.5928666667,40.475,30.4646666667,33.2976370371,18.8074,11.2848,18.7274666667,19.7942,19.4592666667,32.9753333333,7.84913333333
392.44,16.5446666667,40.5010666667,30.4442666667,33.3494555556,18.7971333333,11.2778,18.661,19.7336,19.3766,32.9971333333,7.85546666667
392.80,16.5257333333,40.5021333334,30.4105333333,33.3674703704,18.7721,11.2456,18.5984,19.6623333333,19.3204,32.9703333333,7.8194
393.16,16.4336,40.4985333333,30.3708,33.3571444444,18.7858666667,11.2225333333,18.5062666666,19.5949333333,19.2148,32.9102,7.82053333333
393.52,16.4247333333,40.4969333333,30.3431333333,33.3600148148,18.8288666667,11.1362666667,18.4270666667,19.5327333333,19.1700666667,32.9065333334,7.7826
393.88,16.4344666667,40.5825333333,30.3370666667,33.4244740741,18.8718333333,11.1437333333,18.396,19.5210666667,19.1074666667,32.9582,7.79826666667
394.24,16.3567333333,40.5742666667,30.3112666667,33.3998740741,18.8098,11.0783333333,18.3272666667,19.4205333333,19.0196,32.9259333333,7.76926666667
394.60,16.3018666666,40.5021333333,30.2338,33.3899777778,18.7772,11.0324666667,18.224,19.3192666667,18.9072,32.8744666667,7.72366666666
394.96,16.2478,40.3925333333,30.1379333333,33.363962963,18.7,10.9439333333,18.1298666667,19.2013333333,18.7568,32.7973333333,7.67166666667
395.32,16.2206666666,40.4426666666,30.0949333333,33.3743333333,18.7038333333,10.8797333333,18.0641333333,19.1533333333,18.6814,32.7668,7.6724
395.68,16.2772,40.4550666667,30.1462,33.416162963,18.7471333333,10.9294666667,18.0812666666,19.1284666667,18.7568666667,32.7842666667,7.74766666667
396.04,16.334,40.5165333333,30.23,33.5044814815,18.7696,10.9690666667,18.0896,19.158,18.7783333333,32.9167333333,7.81246666667
396.40,16.3690666667,40.5614666667,30.3015333333,33.5706185185,18.7813333333,11.0070666667,18.0731333333,19.1599333333,18.798,32.9870666667,7.825
396.76,16.2820666666,40.5015333333,30.292,33.5511925926,18.6467333333,10.9600666667,17.9568,19.0325333333,18.674,32.9581333333,7.79966666667
397.12,16.3118,40.5477333333,30.3223333333,33.5668,18.6260666667,10.9646666667,17.9312,19.0145333334,18.6828,32.978,7.85513333333
397.48,16.2719333333,40.5465333333,30.277,33.6071777778,18.6455666667,10.9696666667,17.8598,18.9501333333,18.6271333333,32.98,7.899
397.84,16.2615333333,40.7008666667,30.3472,33.6910629629,18.6512333333,10.9444666667,17.8072,18.9251333333,18.6390666667,33.1012666666,7.8688
398.20,16.2273333333,40.7854666667,30.3769333333,33.7212814815,18.6864666666,10.9958666667,17.7352,18.9232666667,18.6287333333,33.185,7.87233333333
398.56,16.2212666667,40.8487333333,30.4520666667,33.8034259259,18.6710333334,11.0259333333,17.6858666667,18.8598666667,18.5954,33.2717333333,7.85146666667
398.92,16.154,40.8275333333,30.4419333334,33.7981148148,18.6258666667,11.012,17.5868,18.7992,18.4796666667,33.2496,7.81606666667
399.28,16.0346666667,40.7726666667,30.3935333333,33.7615074074,18.5934,10.9396666667,17.5046,18.6874666667,18.3674,33.16,7.73393333333
399.64,16.0932666667,40.8549333333,30.4517333333,33.8456407407,18.6339333333,11.0041333333,17.5376,18.6226666667,18.3872666667,33.2115333333,7.79073333333
400.00,16.1524666667,40.8722666667,30.4718,33.9379222222,18.7172,11.0381333333,17.5168666667,18.6709333333,18.4107333334,33.2934,7.84626666667
400.36,16.1420666666,40.8599333333,30.4836666667,33.9741888889,18.7348666667,11.0638666667,17.4466666667,18.6080666667,18.4097333333,33.3285333333,7.86613333333
400.72,16.2086,40.8784666667,30.533,34.0626962963,18.7954333333,11.0984,17.4811333334,18.6272666667,18.4227333333,33.3769333333,7.90213333333
401.08,16.1907333333,40.844,30.5087333333,34.0407888889,18.7788666667,11.0564,17.4243333333,18.5779333333,18.3647333333,33.3758666667,7.90653333333
401.44,16.2144666667,40.8613333333,30.5632666667,34.1117222222,18.7786333333,11.0327333333,17.4112666667,18.5055333333,18.347,33.3952,7.9656
