wavelength,Back_IncWatm,Belly_IncWatm,Breast_IncWatm,Crissum_IncWatm,Crown_IncWatm,DorTail_IncWatm,Patch10_IncWatm,Patch11_IncWatm,Patch12_IncWatm,Rump_IncWatm,Throat_IncWatm,WingTip_IncWatm
309.64,5.29893333333,13.1383333333,9.95366666666,8.88646666667,4.93906666667,6.59486666667,5.64806666667,2.16826666667,25.4813333333,6.5094,14.8629,7.50853333333
310.01,5.06406666667,12.9896,9.856,8.70646666667,4.88546666667,6.4518,5.40093333333,2.07973333333,25.4014666667,6.36433333333,14.8122666667,7.25673333333
310.38,5.00206666667,12.9574,9.87293333333,8.59726666666,4.76553333333,6.36046666667,5.2362,2.02626666667,25.3792,6.32986666667,14.8685666666,7.201
310.75,4.9486,13.0202,9.81606666667,8.54173333333,4.6972,6.22046666667,5.1037,1.92173333334,25.4903333333,6.28006666667,14.9336333333,7.21286666667
311.12,5.07813333333,13.1664,9.92113333335,8.58819999999,4.79706666667,6.22553333333,5.14886666667,1.90766666667,25.6414,6.32793333333,15.0631333333,7.26573333333
311.49,5.1394,13.276,9.98226666666,8.71393333334,4.88273333333,6.28173333333,5.1911,1.90526666667,25.7030666667,6.34706666667,15.188,7.25786666667
311.85,5.31126666666,13.4414,10.1176,8.86773333333,5.13106666667,6.4084,5.3114,2.02213333333,25.9172,6.43026666667,15.3611333333,7.38726666667
312.22,5.36426666667,13.581,10.2296,8.91546666666,5.14466666667,6.4214,5.37233333333,2.08986666666,26.2133333334,6.45286666667,15.5728666667,7.39906666667
312.59,5.37366666667,13.7415333333,10.2942,8.95366666666,5.09253333333,6.39733333333,5.40626666667,2.10213333333,26.3486666667,6.44726666667,15.6738333333,7.37953333333
312.96,5.2792,13.7594666667,10.2726,8.94419999999,5.01273333333,6.3422,5.3482,2.0208,26.3288,6.4426,15.7186666667,7.2818
313.33,5.30233333333,13.8800666667,10.2782666667,8.9596,5.14473333333,6.3588,5.4247,2.02066666667,26.3244666667,6.50906666667,15.8293,7.28973333333
313.70,5.43146666667,14.0550666667,10.3822666667,9.04473333335,5.25113333334,6.4724,5.53166666667,2.10066666667,26.4308,6.56446666667,16.0655,7.33793333333
314.07,5.7152,14.3976666667,10.6762666667,9.36393333335,5.47633333333,6.67573333333,5.8087,2.31446666667,26.7964,6.76393333333,16.3790666667,7.57133333334
314.43,5.6136,14.4422666667,10.5764,9.41700000001,5.40906666667,6.5936,5.79283333333,2.26033333333,26.8340666667,6.69853333333,16.3832666667,7.46746666667
314.80,5.8012,14.6226666667,10.718,9.62833333332,5.56626666667,6.78886666667,5.97723333333,2.38033333333,27.0238666667,6.8528,16.6612666667,7.51713333333
315.17,5.69586666667,14.6814,10.7190666667,9.65959999999,5.4574,6.84686666667,5.99473333333,2.40066666667,27.0756666667,6.8692,16.6846,7.47506666667
315.54,5.74773333333,14.8652666667,10.8739333333,9.71106666667,5.463,6.96273333333,6.15563333333,2.4806,27.3024666667,6.9202,16.9014,7.52353333333
315.91,5.87533333333,15.0397333333,11.0454666666,9.90226666668,5.5476,7.11633333333,6.29493333333,2.60566666667,27.3815333333,7.04686666667,17.1184333333,7.5858
316.28,6.07006666667,15.2698666667,11.2459333333,10.1196,5.71693333333,7.2962,6.4053,2.795,27.5552,7.2404,17.4120666667,7.78013333333
316.64,6.05606666667,15.4742666667,11.3850666666,10.2313333333,5.77313333333,7.38353333333,6.42683333333,2.85633333333,27.7370666667,7.31026666667,17.589,7.888
317.01,6.07213333333,15.6436,11.5292666667,10.2893333333,5.77053333333,7.46426666667,6.40566666666,2.93813333333,27.9544666667,7.32946666667,17.7231333333,7.95446666667
317.38,6.24006666667,15.8064,11.7733333333,10.5375333333,5.85606666667,7.62346666667,6.49286666667,3.16393333333,28.2792666667,7.505,17.9798333333,8.09526666667
317.75,6.25206666666,15.9642666667,11.9433333333,10.6800666667,5.90366666666,7.73066666667,6.4955,3.29346666667,28.5982,7.61693333333,18.1910333333,8.17026666667
318.12,6.10233333333,16.0142666667,11.8892,10.5560666667,5.78693333333,7.66053333333,6.42746666667,3.19946666667,28.6290666667,7.54633333333,18.2211666667,8.04273333333
318.49,6.24713333333,16.2592,12.172,10.624,5.95313333333,7.76686666667,6.57873333333,3.29746666666,28.9044,7.65333333333,18.4549666667,8.14153333333
318.85,6.38086666667,16.5292,12.4674666667,10.7868,6.14773333333,7.85706666667,6.80966666666,3.5234,29.1265333334,7.78673333333,18.6781,8.29226666667
319.22,6.36093333333,16.5838,12.5061333333,10.8151333333,6.16326666666,7.78786666667,6.73913333333,3.50966666667,29.2029333333,7.72753333333,18.8125,8.23086666667
319.59,6.18986666667,16.3993333333,12.2976,10.6558666667,5.9492,7.4816,6.41986666667,3.25786666667,29.1129333333,7.5744,18.6321666667,8.01766666667
319.96,6.15806666667,16.5218666667,12.2732,10.6225333333,5.81433333333,7.28626666667,6.30066666667,3.18833333333,29.1832666667,7.49426666667,18.7362333333,7.88553333333
320.32,5.96693333333,16.3245333333,12.0952666667,10.5312666667,5.61946666666,7.06693333333,6.18566666667,3.01293333333,29.1599333333,7.23606666667,18.6228666667,7.67353333333
320.69,5.90466666667,16.2205333333,12.085,10.4554,5.55306666667,6.99973333333,6.14923333333,3.0344,29.1635333333,7.17786666667,18.6168333333,7.59146666667
321.06,5.7938,16.1822666666,12.0396,10.4009333333,5.47526666667,6.78733333333,6.14443333333,2.93546666667,29.1629333334,7.09533333333,18.5979333333,7.4698
321.43,5.59946666667,16.1927333333,11.9392666667,10.2555333333,5.34693333333,6.59213333334,6.06813333333,2.76173333333,29.1294,6.9084,18.6029666666,7.32966666667
321.80,5.4974,16.2212666667,11.9392,10.1468666667,5.28033333333,6.46206666667,5.99353333333,2.5648,29.2268666667,6.82526666667,18.6291333333,7.31293333333
322.16,5.59746666667,16.2748666667,12.0922666667,10.2549333333,5.34953333333,6.46266666667,5.99063333333,2.59333333333,29.2798666667,6.9192,18.7679333333,7.36653333333
322.53,5.681,16.3946,12.1524,10.4123333333,5.4306,6.56833333334,6.07406666667,2.73013333333,29.3521333333,7.03053333333,18.8600333333,7.44213333333
322.90,5.40973333333,16.1322666667,11.8796666667,10.0880666667,5.11313333333,6.25546666667,5.7475,2.36426666667,29.2452666667,6.71073333333,18.6776,7.0836
323.27,5.3192,16.0266666667,11.7786,10.0221333333,4.91453333333,6.08753333333,5.63693333333,2.17826666667,29.2354666667,6.60653333333,18.5926333333,6.92833333333
323.63,5.25853333333,16.1062666667,11.8234666667,10.0377333333,4.80133333333,6.06586666667,5.6058,2.1664,29.3336666667,6.54246666667,18.6958,6.82566666667
324.00,5.1868,16.1084,11.8765333333,10.0142,4.81246666667,6.11866666667,5.62486666667,2.20006666667,29.4200666667,6.546,18.7521,6.8784
324.37,5.00173333333,16.0443333333,11.746,9.91113333333,4.667,5.9816,5.49363333333,2.09693333333,29.2630666667,6.4098,18.7208666667,6.72186666667
324.74,5.09146666667,16.1936666667,11.803,10.0076666667,4.75386666667,5.99793333333,5.55863333333,2.1288,29.2699333333,6.4314,18.8958666667,6.80733333333
325.10,5.27086666667,16.3558666667,11.9572666667,10.1385333333,4.89726666667,6.17906666667,5.64736666667,2.30906666667,29.3194,6.6108,19.0532,6.98806666667
325.47,5.35013333333,16.4785333333,12.1308,10.2293333333,4.946,6.29653333333,5.63816666667,2.37346666667,29.5086,6.7564,19.2148666667,7.04406666667
325.84,5.3854,16.3867333333,12.1138,10.2668666667,4.9608,6.2516,5.62816666667,2.41986666667,29.4258666667,6.7236,19.2170333333,7.0084
326.21,5.40793333334,16.4501333333,12.1438666667,10.3326,4.99593333333,6.34713333333,5.67783333333,2.40953333333,29.5434666667,6.70873333333,19.3028,7.08226666667
326.57,5.1946,16.3453333333,11.9813333333,10.1556666667,4.77226666667,6.0554,5.44533333333,2.1372,29.4372,6.40306666667,19.2289,6.893
326.94,5.19993333333,16.504,12.0723333333,10.2568666667,4.7896,6.09133333333,5.4523,2.18953333333,29.4571333333,6.45513333333,19.3299,6.95606666667
327.31,5.16833333333,16.6462666667,12.1430666667,10.2899333333,4.85686666667,6.11593333333,5.4273,2.16473333333,29.5199333333,6.4088,19.4854,7.00166666667
327.67,5.42146666667,17.022,12.4692666667,10.6424666667,5.23746666666,6.39233333333,5.70463333333,2.42946666667,29.8592666667,6.68073333333,19.8424333333,7.31506666667
328.04,5.56853333333,17.2351333333,12.7082666667,10.893,5.4492,6.60533333333,5.86586666667,2.59373333333,30.1060666667,6.84366666667,20.0896,7.44526666667
328.41,5.81266666667,17.5082,13.0308,11.0891333333,5.64933333333,6.83113333333,6.03833333333,2.74773333333,30.3994666667,7.02753333333,20.3383,7.64686666666
328.78,5.82033333333,17.6302666667,13.1446666667,11.1776666667,5.65106666667,6.8274,6.0169,2.74446666667,30.6166666667,7.045,20.3881666667,7.62546666667
329.14,5.75926666667,17.7249333333,13.2252,11.1688,5.59986666667,6.77706666667,5.9774,2.7048,30.7723333334,7.00433333333,20.4364333333,7.57393333333
329.51,5.5896,17.7326666667,13.1605333333,11.0722666667,5.49253333333,6.60566666667,5.96143333333,2.60946666667,30.7226666667,6.86813333333,20.4259333333,7.43893333333
329.88,5.49846666667,17.8456666667,13.1738666667,11.0583333333,5.41173333333,6.60746666667,5.96193333333,2.53373333333,30.7706,6.86253333334,20.4653666667,7.37913333333
330.24,5.47473333333,18.0046,13.2217333333,11.1487333333,5.36446666667,6.5194,5.94496666667,2.52726666666,30.9242,6.84306666667,20.5432,7.32413333333
330.61,5.71513333333,18.2112,13.483,11.4227333334,5.55913333333,6.7872,6.14636666667,2.76946666667,31.2566,7.11586666667,20.8562666667,7.4228
330.98,5.76833333333,18.3488666667,13.5267333334,11.543,5.69253333333,6.81853333333,6.21943333333,2.84426666667,31.4645333333,7.17406666667,21.0546333333,7.45246666667
331.34,5.94026666667,18.5976,13.7146666667,11.7132666667,5.8472,6.95613333334,6.36896666667,3.03253333333,31.7761333333,7.31246666667,21.3134666667,7.56053333333
331.71,5.79626666667,18.3795333333,13.4836,11.5254,5.59773333333,6.74993333333,6.1532,2.82993333333,31.6172,7.1112,21.1223333333,7.35333333333
332.08,5.50246666667,18.1990666666,13.1843333333,11.2196,5.23166666667,6.36986666667,5.85606666667,2.46373333333,31.4522666667,6.81326666667,20.9271,7.01646666667
332.44,5.3276,18.2548666667,13.1174666667,11.1226,5.09106666667,6.2096,5.71673333333,2.30113333334,31.4737333333,6.76546666667,20.8548666667,6.874
332.81,5.36526666667,18.3506,13.2002,11.1698,5.1286,6.26326666667,5.7717,2.31346666667,31.5817333333,6.83593333333,21.0720666667,6.86233333333
333.18,5.45833333333,18.5314,13.35,11.3544666667,5.24646666667,6.40153333333,5.8436,2.3824,31.796,6.91286666667,21.2711,6.89146666667
333.54,5.57586666667,18.5872,13.381,11.4787333334,5.2806,6.44346666667,5.805,2.42233333333,31.8610666667,6.91433333333,21.2977666667,6.90046666667
333.91,5.58653333333,18.6486666666,13.4473333333,11.4988,5.28186666667,6.3434,5.75863333333,2.39353333333,32.0300666666,6.93586666667,21.4056666667,6.83226666666
334.28,5.60613333333,18.6608,13.4973333333,11.4272,5.27913333333,6.3418,5.72496666667,2.37906666667,32.0374,6.95193333333,21.4833,6.73113333333
334.64,5.63153333333,18.8043333333,13.6189333333,11.4918,5.34606666667,6.4112,5.7734,2.40473333333,32.1154,7.01466666667,21.5670333333,6.7882
335.01,5.60373333333,18.8874,13.6943333333,11.5078666667,5.27153333333,6.4612,5.74783333333,2.3278,32.2526666667,7.00773333333,21.6108666667,6.83006666666
335.38,5.594,18.9392666667,13.7409333333,11.5541333333,5.30053333333,6.5264,5.78413333333,2.3812,32.3464666667,7.04166666667,21.6508333333,6.83193333333
335.74,5.56666666667,19.0223333333,13.7512,11.5079333333,5.3228,6.51526666667,5.76743333333,2.36526666667,32.3525333333,7.01913333333,21.7267333333,6.8406
336.11,5.80586666667,19.3376666667,14.07,11.8197333333,5.61713333333,6.76946666667,6.0143,2.62666666667,32.726,7.28146666667,22.0251666667,7.1554
336.47,5.86913333333,19.3508666667,14.0682666667,11.8438,5.64026666667,6.78466666667,6.01693333333,2.605,32.6612666667,7.27713333333,22.0758,7.11413333333
336.84,6.01013333333,19.5309333333,14.2187333333,12.0140666667,5.772,6.94933333333,6.11516666667,2.739,32.7783333333,7.41653333333,22.2352,7.27033333333
337.21,6.0986,19.6092666667,14.2728666667,12.1075333333,5.85733333333,7.02573333333,6.179,2.80446666667,32.8276,7.51913333333,22.3716666667,7.33246666667
337.57,6.2412,19.7512,14.357,12.2446666667,5.95993333333,7.16226666667,6.28386666667,2.95,32.8712,7.6548,22.5178,7.50653333333
337.94,6.37926666667,19.8904,14.472,12.3816,6.06373333333,7.30566666667,6.34523333333,3.06906666667,32.8377333334,7.7488,22.6455666667,7.63553333333
338.31,6.38053333333,20.032,14.5488666667,12.4759333333,6.1484,7.33493333333,6.34853333333,3.1172,32.9110666667,7.79306666667,22.7476333333,7.72406666667
338.67,6.27213333333,20.032,14.4890666667,12.4223333333,6.09233333333,7.22606666667,6.20266666667,3.0466,32.8917333333,7.7326,22.7699333333,7.66366666667
339.04,6.25373333333,20.0069333333,14.4849333333,12.4441333333,6.0894,7.19733333333,6.16053333333,3.10413333333,32.7828,7.74,22.7466666667,7.59926666667
339.40,6.27353333333,20.0898666667,14.5476666667,12.4769333333,6.089,7.16926666667,6.1237,3.12326666667,32.8346666667,7.79033333333,22.8406,7.60506666667
339.77,6.29053333333,20.194,14.6536666667,12.5528666667,6.10446666667,7.20826666667,6.11366666667,3.1968,32.9689333333,7.8106,22.9107,7.5784
340.14,6.26113333333,20.2432,14.6192666667,12.5036666667,6.02846666667,7.1356,6.04423333334,3.1398,32.8946666667,7.72686666667,22.9136666667,7.48853333333
340.50,6.30046666667,20.4049333333,14.7369333333,12.5928,6.0946,7.19833333333,6.1023,3.21106666667,33.1564666667,7.785,23.0834666667,7.5792
340.87,6.144,20.3566,14.6764,12.4725333333,5.96433333333,7.0374,5.95756666667,3.03973333333,33.0835333333,7.67153333333,23.0504333333,7.4266
341.23,5.92993333333,20.2648,14.5083333333,12.2774,5.75566666667,6.8316,5.7846,2.8258,32.9548666667,7.50146666667,22.9267666667,7.24613333333
341.60,5.88333333333,20.3396,14.5793333333,12.2122666667,5.72153333333,6.7858,5.70996666667,2.7312,33.0626,7.46793333333,22.9379333333,7.1302
341.96,5.81333333333,20.3629333333,14.5588,12.1658,5.73733333333,6.73046666667,5.6891,2.66953333333,33.1908,7.39426666667,22.9694666667,7.082
342.33,5.8542,20.4939333333,14.6518,12.2182666667,5.739,6.75013333333,5.71736666667,2.6594,33.4103333333,7.4086,23.1129333333,7.08633333333
342.70,5.919,20.5286666667,14.7236666667,12.2525333333,5.7566,6.78353333333,5.7803,2.6664,33.4493333333,7.448,23.1416333333,7.1084
343.06,6.00686666667,20.6806,14.8484,12.3244,5.8584,6.84226666667,5.85803333333,2.67453333333,33.6339333333,7.49746666667,23.2987666667,7.16353333333
343.43,5.9498,20.6422666667,14.8507333333,12.2815333333,5.75786666667,6.75993333333,5.82523333333,2.54893333333,33.6149333333,7.40146666667,23.2795666667,7.05593333333
343.79,5.94893333333,20.7144,14.954,12.3342,5.7682,6.74466666667,5.8677,2.5296,33.6996666667,7.4512,23.4228333333,7.06026666667
344.16,6.01286666667,20.7826,15.0232,12.3768666667,5.83466666666,6.754,5.90946666667,2.5892,33.8081333333,7.56426666667,23.5236,7.07566666667
344.52,6.11673333333,20.8542,15.0978666667,12.4697333333,5.9404,6.83633333333,6.0004,2.72506666667,33.8797333333,7.67673333333,23.6398,7.1652
344.89,6.14313333334,20.8809333333,15.1085333333,12.5368666667,5.93253333333,6.84793333333,6.05476666667,2.7394,34.0024666667,7.67566666666,23.6217,7.179
345.25,6.23826666667,20.9572,15.2099333333,12.6413333333,5.9756,6.82313333333,6.0705,2.78606666667,34.1818,7.69906666667,23.752,7.2138
345.62,6.259,21.0474666666,15.3195333333,12.7574,6.04606666667,6.86806666667,6.19086666667,2.84486666667,34.2904,7.76826666667,23.921,7.2932
345.99,6.4184,21.2657333333,15.5106,12.9818,6.1596,7.0396,6.35176666667,3.04906666667,34.3856,7.924,24.0818666667,7.45013333333
346.35,6.363,21.2967333333,15.5008,12.9825333333,6.13186666667,7.01726666667,6.34043333333,3.04566666667,34.3048666667,7.93033333333,24.0845666667,7.43993333334
346.72,6.3502,21.3804666667,15.4885333333,13.0036666667,6.13306666667,6.98826666666,6.3473,3.0334,34.3864,7.91193333333,24.1664666667,7.41573333334
347.08,6.33806666666,21.3793333333,15.4736666666,12.9832,6.06993333333,6.9124,6.3044,3.04826666667,34.3126,7.8534,24.1355333333,7.3728
347.45,6.44713333333,21.5381333333,15.6024,13.1463333333,6.21933333333,6.9918,6.3915,3.18133333333,34.4115333333,7.97046666667,24.2841,7.4716
347.81,6.543,21.7474666666,15.7481333333,13.3224666667,6.29413333333,7.08253333333,6.4892,3.27533333333,34.553,8.05926666667,24.3956666667,7.5648
348.18,6.50113333333,21.7248,15.7302666667,13.3375333334,6.2134,7.05873333333,6.4368,3.1988,34.5548,7.9734,24.4077,7.5362
348.54,6.3102,21.7104,15.6606666667,13.2375333333,6.00106666667,6.90106666667,6.23966666667,2.97293333333,34.4890666667,7.76,24.3777666667,7.35253333333
348.91,6.3154,21.8384666667,15.7210666667,13.215,6.05866666667,6.8948,6.20766666667,2.995,34.4906666667,7.7444,24.4966,7.32493333333
349.27,6.3822,21.9592,15.7978666667,13.2646666667,6.148,7.00133333333,6.2969,3.0668,34.5538666667,7.76666666667,24.5358,7.38533333333
349.64,6.34146666667,22.0506,15.7826,13.2529333333,6.10406666667,6.94853333333,6.20566666667,3.00006666667,34.6205333333,7.68813333333,24.5600666667,7.30706666667
350.00,6.278,22.0400666667,15.7087333333,13.1657333333,5.99353333333,6.84766666667,6.07333333333,2.87006666666,34.6578666667,7.61326666667,24.5599,7.1846
350.37,6.4212,22.1286,15.7901333333,13.3102666667,6.0442,6.92873333333,6.13596666667,2.9824,34.727,7.71306666667,24.6646666667,7.24533333333
350.73,6.46726666667,22.2320666667,15.9043333333,13.3292666667,6.0464,6.97773333333,6.13806666667,2.98606666667,34.8144,7.7408,24.7477,7.237
351.10,6.47673333333,22.3159333333,15.9710666667,13.4091333333,6.09853333333,7.03013333333,6.16946666667,2.9842,34.8832,7.7944,24.8336333333,7.27866666667
351.46,6.4288,22.3756,15.9712666667,13.3316666667,6.0832,7.0058,6.1535,2.92106666667,34.9436666667,7.79946666667,24.8695,7.2566
351.83,6.32326666667,22.2346666667,15.8244666667,13.169,5.98966666667,6.89926666666,6.01203333333,2.77833333333,34.8059333333,7.70846666667,24.7298333333,7.1374
352.19,6.32733333333,22.4251333333,15.9296,13.2695333334,6.0734,6.97493333333,6.06806666667,2.8528,34.8998666667,7.77213333333,24.8360666666,7.15173333333
352.55,6.4988,22.5964,16.1448,13.4272,6.2916,7.12146666667,6.25133333333,3.0094,35.0477333333,7.94126666666,24.9948,7.28773333333
352.92,6.5534,22.6924,16.2378,13.5288666667,6.36706666667,7.157,6.29483333333,3.0406,35.1678666667,7.9812,25.0436,7.32046666667
353.28,6.51346666667,22.8536666667,16.3448,13.6079333333,6.39973333333,7.17806666667,6.34173333333,3.05166666667,35.3259333333,7.98586666667,25.1965,7.345
353.65,6.49593333333,22.8385333333,16.3456,13.6315333333,6.413,7.15913333333,6.3522,3.0726,35.3194,7.97966666667,25.2210333333,7.34526666667
354.01,6.40586666667,22.9048,16.353,13.5995333333,6.38333333333,7.0568,6.2874,3.0296,35.2944666667,7.9284,25.1991,7.2736
354.38,6.31433333333,22.9159333333,16.3302666667,13.5504666667,6.32613333333,6.9588,6.25826666667,2.9464,35.4072,7.86193333333,25.1959666667,7.16006666667
354.74,6.32513333333,22.9987333333,16.3635333333,13.6419333333,6.34786666667,6.97013333333,6.33486666667,3.00533333333,35.5399333333,7.90273333333,25.2793666667,7.1772
355.11,6.28646666667,23.0313333333,16.3568,13.6094666667,6.2886,6.89466666667,6.32673333333,2.97113333333,35.6395333333,7.8444,25.3217,7.10566666667
355.47,6.31713333333,23.1312666667,16.4174,13.7032666667,6.2878,6.9422,6.3587,3.02146666667,35.6798666667,7.8628,25.3887333333,7.1244
355.83,6.4476,23.3891333333,16.5827333333,13.8823333333,6.4386,7.0806,6.5259,3.16726666667,35.913,8.0068,25.6449333333,7.22966666667
356.20,6.45066666667,23.4132666667,16.5894666667,13.8706,6.42033333333,7.0852,6.5266,3.16213333333,35.9036,7.9964,25.6798333333,7.23033333333
356.56,6.39393333333,23.4770666667,16.557,13.9078,6.38406666667,7.02486666667,6.52616666667,3.1308,35.9431333333,8.00466666667,25.7415666667,7.23326666667
356.93,6.4024,23.5172666667,16.5609333333,13.9049333333,6.34233333333,7.0478,6.53203333333,3.1232,35.9801333333,8.0142,25.7784333333,7.265
357.29,6.3482,23.4937333333,16.5016,13.8564,6.26446666667,6.96426666667,6.4262,3.01,35.9334666666,7.99993333333,25.8202333333,7.1858
357.66,6.34606666667,23.5914666667,16.5162666666,13.812,6.22306666667,6.965,6.38936666666,2.9808,35.9242666667,7.98886666667,25.8338333333,7.18026666667
358.02,6.36813333333,23.6314,16.5554666667,13.8535333334,6.22893333333,7.00113333333,6.40436666667,2.96593333333,36.0266666667,8.00733333333,25.9334666667,7.17226666667
358.38,6.36833333333,23.7002666667,16.6081333334,13.8799333333,6.30066666667,7.024,6.3882,2.95393333333,36.0304,8.00906666667,25.9819666667,7.21553333334
358.75,6.34013333333,23.7307333333,16.6048666667,13.8686666667,6.32246666667,6.99673333334,6.3408,2.90666666667,36.0537333333,7.9622,26.0250333333,7.23926666667
359.11,6.3562,23.8634666667,16.71,13.9515333333,6.38473333333,7.07166666667,6.36283333333,2.95926666667,36.2048666667,8.03786666666,26.1404,7.29853333333
359.48,6.35846666667,23.9375333333,16.7143333333,13.9718,6.40153333333,7.076,6.37083333333,2.9532,36.3032,8.03173333333,26.1767,7.31606666667
359.84,6.2908,23.8766666667,16.6640666667,13.9194,6.3106,6.9956,6.23406666667,2.89313333333,36.2678666667,7.9536,26.1431666667,7.26226666667
360.20,6.27746666667,23.9510666667,16.7057333333,13.9336666667,6.278,6.955,6.2247,2.8902,36.3344,7.92673333333,26.2038666667,7.22613333333
360.57,6.26006666667,23.9589333333,16.7056,13.9350666667,6.24386666667,6.9442,6.17003333333,2.88893333333,36.3844666667,7.8856,26.1964666667,7.18466666667
360.93,6.18346666667,23.9163333334,16.6747333333,13.9110666667,6.18826666667,6.85866666667,6.1164,2.8442,36.3648666667,7.8312,26.1934333333,7.10393333333
361.29,6.22733333333,23.9988,16.7302666667,13.9426666667,6.23953333333,6.89413333333,6.15466666667,2.91126666667,36.437,7.85133333334,26.1916666667,7.12886666667
361.66,6.19886666667,24.0066666667,16.7858,13.9935333333,6.24926666667,6.8676,6.16343333333,2.898,36.537,7.835,26.2323666667,7.10413333333
362.02,6.17913333333,24.0254,16.7710666667,13.9971333333,6.24446666667,6.82553333333,6.15426666667,2.87193333333,36.5458,7.79466666667,26.2026333333,7.07353333333
362.39,6.08826666667,24.0005333333,16.6972666666,13.9118666667,6.11586666667,6.73106666667,6.05266666667,2.75653333333,36.5427333333,7.69606666667,26.1856,6.95793333333
362.75,6.00413333333,24.0314666667,16.6829333333,13.8905333334,6.03213333333,6.62326666667,5.97443333333,2.6732,36.5302666667,7.6224,26.1608,6.8406
363.11,5.99546666667,24.0742,16.6698666667,13.9036666667,5.99546666667,6.57513333334,5.9174,2.6208,36.502,7.58393333333,26.1677,6.78053333333
363.48,5.9812,24.0738666667,16.6611333333,13.886,5.9772,6.51186666667,5.8658,2.59926666667,36.4700666667,7.5336,26.1635333333,6.71886666667
363.84,6.00513333333,24.2087333333,16.7450666667,13.9460666667,6.03206666666,6.54026666667,5.94223333333,2.631,36.5586666667,7.58673333334,26.2722333333,6.74753333333
364.20,5.9986,24.2728,16.7834666667,13.9982,6.05833333333,6.54466666667,5.92546666667,2.62126666667,36.6329333333,7.59266666667,26.2875,6.73366666667
364.57,6.04346666667,24.3627333333,16.8416,14.0153333333,6.07253333333,6.54506666667,5.93723333333,2.61073333333,36.6978,7.6028,26.3629666667,6.70946666667
364.93,6.12673333333,24.58,17.0070666667,14.1514,6.15446666666,6.58606666667,6.02803333333,2.66673333333,36.8582666667,7.7006,26.5517333333,6.78313333333
365.29,6.14646666667,24.7038,17.0958666667,14.2391333333,6.16846666667,6.6032,6.05853333333,2.6812,36.9117333333,7.72326666667,26.6358333333,6.80546666667
365.66,6.228,24.8562666667,17.1796666667,14.3366,6.25006666667,6.68813333333,6.12843333333,2.7542,36.9814,7.83306666666,26.7404,6.87566666667
366.02,6.3478,25.0628666667,17.3744666667,14.5035333333,6.3492,6.83846666667,6.27716666667,2.90353333333,37.1606666667,8.00193333333,26.9745333333,7.02333333334
366.38,6.49773333333,25.2664,17.5678,14.7285333333,6.4944,6.9688,6.4531,3.07273333333,37.3049333333,8.14626666667,27.1414,7.18906666667
366.75,6.47086666667,25.2714,17.5798,14.7118,6.4608,6.9578,6.42076666667,3.05653333333,37.2909333333,8.13886666667,27.1554666667,7.18586666667
367.11,6.50466666667,25.3488666667,17.6497333333,14.7576,6.50573333333,6.99853333333,6.47973333333,3.0968,37.3746,8.2036,27.2509,7.23666666667
367.47,6.56766666667,25.483,17.7729333333,14.8694,6.5566,7.094,6.52623333333,3.15606666667,37.5176666667,8.3034,27.3990666667,7.3184
367.84,6.59493333333,25.5733333333,17.8242,14.9579333333,6.5684,7.11726666667,6.51623333333,3.15973333333,37.5699333333,8.28233333333,27.4717333333,7.32446666667
368.20,6.5482,25.5910666667,17.7958,14.9174,6.5424,7.07293333334,6.4808,3.1326,37.4979333333,8.252,27.4561,7.27913333333
368.56,6.56473333333,25.7212,17.8668666667,14.9972,6.58226666667,7.11506666667,6.51673333333,3.17933333333,37.5533333333,8.31753333333,27.5225333333,7.32333333333
368.93,6.47166666667,25.6870666667,17.7450666667,14.9166,6.4834,7.055,6.4005,3.10373333333,37.4586666667,8.2058,27.421,7.25273333333
369.29,6.46753333333,25.7458,17.7618,14.9553333333,6.48066666667,7.031,6.42383333333,3.11753333333,37.4363333333,8.242,27.498,7.26813333333
369.65,6.51026666667,25.8685333333,17.8381333333,15.0545333333,6.4818,7.02206666667,6.4287,3.13606666667,37.5602,8.26746666667,27.6292333333,7.296
370.01,6.47466666667,25.8719333333,17.7965333333,15.0010666667,6.41106666667,6.93226666667,6.34983333333,3.0754,37.5002666667,8.22193333333,27.5704,7.23406666667
370.38,6.44833333333,25.9802666667,17.8223333333,14.9892666667,6.36486666667,6.90193333333,6.30666666667,3.02433333334,37.5985333333,8.21473333333,27.6738666667,7.20213333333
370.74,6.5408,26.1403333333,17.9292666667,15.0910666667,6.4428,6.99606666667,6.38786666667,3.12026666667,37.7263333333,8.30986666667,27.8119333333,7.27466666667
371.10,6.58486666667,26.2628666667,18.0103333333,15.1671333333,6.47393333333,7.04713333333,6.4347,3.16666666667,37.7956,8.33286666667,27.8780333333,7.31046666667
371.46,6.62906666667,26.3664666667,18.0376666667,15.2236666667,6.52506666667,7.07653333333,6.50143333333,3.22073333333,37.8282,8.34173333333,27.9049333333,7.32186666666
371.83,6.5532,26.3854666667,17.9946,15.1718,6.47413333333,6.9892,6.4522,3.15253333333,37.8142666667,8.27526666667,27.8793333333,7.23413333333
372.19,6.55546666667,26.4666,18.0358,15.2437333333,6.51126666666,7.0024,6.4845,3.146,37.9315333333,8.30353333333,27.9528333333,7.2786
372.55,6.59246666667,26.5686,18.0773333333,15.2818666667,6.58386666667,7.0306,6.50743333333,3.17133333333,37.9966,8.32206666667,28.0164333333,7.31413333333
