wavelength,Back_DigCyaf,Belly_DigCyaf,Breast_DigCyaf,Crissum_DigCyaf,Crown_DigCyaf,DorTail_DigCyaf,Patch10_DigCyaf,Rump_DigCyaf,Throat_DigCyaf,WingTip_DigCyaf
322.90,7.71313333334,7.10006666667,7.2868,5.63453333334,11.2166666667,2.46616,-1.76486666667,7.1696,7.26046666667,3.88413333333
323.27,7.91120000001,7.30286666667,7.36546666667,5.85846666667,11.3503333333,2.57428666667,-1.67646666667,7.46526666665,7.42133333333,4.0102
323.63,8.27693333333,7.85213333333,7.8946,6.372,11.788,2.91086666667,-1.2506,7.91266666665,7.84746666667,4.431
324.00,8.48146666666,8.03639999999,8.20800000001,6.50160000001,11.8788,3.05324333333,-1.00953333333,8.12766666667,8.05833333333,4.59773333333
324.37,8.72086666666,8.20846666667,8.48986666667,6.58193333333,12.1580666667,3.24255666667,-0.815399999999,8.38833333333,8.26120000001,4.77746666667
324.74,8.76126666667,8.37653333333,8.76120000001,6.66466666667,12.2962,3.38986666667,-0.643999999999,8.59679999999,8.34766666667,4.73033333333
325.10,8.85226666667,8.61833333334,8.96033333334,6.92653333334,12.5314666667,3.47343333333,-0.547866666667,8.82033333334,8.61433333335,4.91126666667
325.47,8.90526666667,8.57446666667,8.99893333333,6.86640000001,12.4097333333,3.30216333333,-0.628199999999,8.90126666667,8.57646666666,4.78813333333
325.84,9.06993333333,8.75993333334,9.26826666665,6.9228,12.6324666667,3.42025,-0.454466666666,9.17013333333,8.70979999999,4.92193333333
326.21,9.13273333333,8.76233333333,9.33666666667,6.94433333333,12.7172666667,3.39075666667,-0.443999999999,9.18173333333,8.85306666667,4.97533333333
326.57,9.16293333333,8.85206666667,9.45699999999,6.99440000001,12.809,3.34052666667,-0.380133333333,9.23773333333,8.96813333335,4.9084
326.94,9.18493333334,8.88206666666,9.4224,6.89660000001,12.8828,3.21500333333,-0.441066666667,9.2764,8.99413333333,4.715
327.31,9.38773333334,9.14013333333,9.80786666667,7.12046666667,13.2451333334,3.39867333333,-0.178066666665,9.44213333333,9.30893333333,4.904
327.67,9.3062,9.03419999999,9.81199999999,7.04993333333,13.1879333333,3.27724,-0.252933333334,9.37986666667,9.31746666668,4.79
328.04,9.52866666667,9.25733333333,10.0354,7.25553333334,13.4748,3.47041,-0.0382666666666,9.62806666667,9.61646666667,4.99006666667
328.41,9.43419999999,9.17640000001,9.8798,7.14133333333,13.3023333333,3.33515666667,-0.261666666667,9.44953333334,9.4438,4.82353333333
328.78,9.55486666666,9.29839999999,10.0048666667,7.26919999999,13.4662,3.41483,-0.1762,9.508,9.53706666666,4.92513333333
329.14,9.3852,9.10806666666,9.92173333334,7.08833333334,13.3374,3.21452666667,-0.215866666667,9.28813333333,9.30006666666,4.70066666667
329.51,9.05053333333,8.84206666666,9.73753333333,6.79666666667,13.1409333333,3.03667,-0.496733333333,8.95833333333,9.01446666667,4.48926666667
329.88,8.94433333333,8.71106666665,9.72326666668,6.66873333333,12.9783333333,2.87685333333,-0.770666666668,8.76179999999,8.95846666667,4.30586666667
330.24,8.81073333333,8.59493333333,9.64319999999,6.54326666667,12.9406666667,2.78401666667,-0.964199999999,8.69153333333,8.83133333334,4.0272
330.61,9.09133333333,8.8092,9.90633333335,6.77166666667,13.2798,3.00122333333,-0.827399999999,8.85673333333,8.94106666668,4.23993333333
330.98,9.24159999999,8.81513333333,10.0984666667,6.87773333333,13.4234666667,3.19618666667,-0.777066666667,8.95246666666,8.85613333332,4.40966666667
331.34,9.24639999999,8.87173333334,10.0336,6.85586666667,13.3861333333,3.24765333334,-0.779200000001,8.94726666667,8.78653333334,4.45933333333
331.71,9.36113333333,8.91913333333,10.0412666667,6.8766,13.5231333333,3.23196333333,-0.8658,8.98573333335,8.72533333334,4.4364
332.08,9.55000000001,9.18040000001,10.2454666667,7.06613333333,13.8440666667,3.35947,-0.747200000001,9.10866666666,8.94980000001,4.66373333333
332.44,10.1362666667,9.77579999999,10.8830666667,7.77773333333,14.5185333333,3.92887,-0.0526000000002,9.74473333333,9.67060000001,5.30406666667
332.81,10.1424,9.83839999999,11.0271333333,7.88226666665,14.6740666667,3.99389333333,0.107666666667,9.87126666666,9.8828,5.4914
333.18,10.4092666667,10.1288666667,11.3569333333,8.21866666666,15.0179333333,4.30563333333,0.432000000001,10.1441333333,10.307,5.7724
333.54,10.7756,10.5453333333,11.7260666667,8.55640000001,15.4159333333,4.59201,0.832599999999,10.5005333333,10.7325333333,6.04373333333
333.91,11.0768,10.8808666667,11.9908666667,8.91033333333,15.7380666667,4.90007,1.31873333334,10.8186666667,11.0696666667,6.33513333333
334.28,11.3414,11.1524666667,12.3058666667,9.09566666667,15.8794,5.17125666667,1.64473333333,11.0426666667,11.2910666667,6.609
334.64,11.1736666667,10.9876666667,12.2173333333,8.87413333334,15.7286,5.02276666667,1.57506666667,10.9629333333,11.2569333333,6.43286666667
335.01,11.2050666667,11.1544,12.383,8.96646666665,15.8290666667,5.05096333333,1.68026666667,11.0002,11.5428666667,6.5564
335.38,11.1594,11.0852666667,12.4062,8.8942,15.882,4.987,1.6508,10.9366666667,11.5635333333,6.5406
335.74,11.4033333333,11.3338,12.6397333333,9.03586666667,16.0365333333,5.26088333333,2.01806666667,11.1472666667,11.8511333333,6.8498
336.11,11.3663333333,11.2420666667,12.5661333333,8.97606666667,15.8946666667,5.18375333333,1.95213333333,11.1262,11.8076666667,6.75726666667
336.47,11.1166666667,11.125,12.3701333333,8.72246666668,15.618,4.94614666667,1.73253333333,10.9690666667,11.6554666667,6.5274
336.84,11.1538666667,11.0913333333,12.2016666667,8.66986666666,15.5341333333,4.80558,1.54186666667,10.8673333333,11.6398666667,6.4062
337.21,11.3591333333,11.333,12.3647333333,8.80866666665,15.6136,5.02885,1.7058,11.0676,11.7725333333,6.58373333333
337.57,11.3207333333,11.2066,12.3086,8.86253333335,15.5438,5.02153,1.59266666667,10.9845333333,11.678,6.5926
337.94,11.4992,11.3694,12.4762666667,9.03573333335,15.6912,5.1891,1.64193333333,11.0924666667,11.8517333333,6.79153333333
338.31,11.4262666667,11.3066666667,12.3209333333,8.98833333335,15.6884,5.07865666667,1.54826666667,11.0324,11.8187333333,6.689
338.67,11.6003333333,11.4248,12.4573333333,9.18253333334,15.7496,5.28569,1.76966666667,11.1194666667,11.9181333333,6.86433333333
339.04,11.8455333333,11.6760666667,12.621,9.39566666665,15.9872,5.53293333333,2.03553333333,11.3638,12.1219333333,7.04806666667
339.40,12.0393333333,11.8958666667,12.8111333333,9.64933333333,16.2222666667,5.75004333333,2.19373333333,11.5543333333,12.2826,7.14213333333
339.77,11.9237333333,11.7903333333,12.7162666667,9.60379999999,16.1958,5.61684666667,2.0172,11.4360666667,12.1616666667,6.93393333334
340.14,11.8906,11.7554,12.7525333333,9.62893333333,16.102,5.66041666667,2.025,11.3896666667,12.1087333333,6.88486666667
340.50,12.0429333334,11.8514666667,12.9412,9.79173333332,16.3004,5.88254333333,2.21913333333,11.482,12.2556666667,7.03453333333
340.87,12.0992666667,12.0874,13.1779333333,9.91613333333,16.4638,6.02263333333,2.361,11.6061333333,12.404,7.14953333333
341.23,11.9872,11.9169333333,12.9900666667,9.75746666666,16.4420666667,5.90862666667,2.2372,11.4992,12.2678,7.03073333333
341.60,12.1942666667,12.1926666667,13.1696666667,9.79693333334,16.7210666667,6.07282333333,2.38833333333,11.7584666667,12.4425333333,7.10533333333
341.96,12.1797333333,12.1944,13.1034666667,9.73500000001,16.7018,6.01710666667,2.46526666667,11.7743333333,12.3716,7.04433333333
342.33,12.0904666667,12.1729333333,13.0179333333,9.63686666665,16.5972666667,5.9061,2.44786666667,11.7492,12.3048,6.97486666667
342.70,11.9556,12.0799333333,12.8821333334,9.52880000001,16.4854,5.73174,2.27113333333,11.5989333333,12.2226666667,6.86926666667
343.06,11.9022666667,12.0576,12.8938666667,9.54446666665,16.5176,5.657,2.18686666667,11.5731333333,12.1734,6.85593333333
343.43,12.0007333333,12.1182666667,13.0186666667,9.54420000001,16.5618666667,5.66101,2.23713333333,11.6765333334,12.3155333333,6.91426666667
343.79,12.0275333334,12.1898,13.1738,9.59313333334,16.6268666667,5.77080333333,2.32446666667,11.7718666667,12.4276,7.09133333333
344.16,12.0982,12.2631333333,13.1574666667,9.56246666667,16.7061333333,5.74977666667,2.30533333333,11.8336666667,12.499,7.1602
344.52,12.0055333333,12.1148,13.0337333333,9.40486666667,16.575,5.58342333333,2.12146666667,11.7207333333,12.3455333333,7.03786666666
344.89,12.0362,12.0935333333,12.9859333333,9.36686666667,16.5384,5.57218,2.072,11.702,12.2325333333,7.00333333333
345.25,12.1104,12.2432666667,13.1754,9.49213333333,16.5532,5.66465,2.1536,11.7401333333,12.2937333333,7.06366666667
345.62,12.0711333333,12.2078,13.169,9.52653333333,16.4378666667,5.58581,2.1328,11.6317333333,12.2131333333,7.11113333333
345.99,12.0454666667,12.1768,13.1901333333,9.51313333333,16.4267333333,5.53165333333,2.0356,11.5974,12.2124666666,7.0792
346.35,12.2237333333,12.3142,13.4184,9.6914,16.6070666667,5.61426,2.1288,11.654,12.3285333334,7.26533333333
346.72,12.4802666667,12.5658,13.6546,9.8776,16.8232666667,5.81545333333,2.27093333333,11.8852666667,12.5092,7.39606666667
347.08,12.5665333333,12.6522666667,13.7095333333,9.88840000001,16.8535333333,5.88017,2.26626666667,11.9408,12.5282,7.41233333333
347.45,12.5214666667,12.5981333333,13.5356666667,9.86126666668,16.7683333333,5.77527,2.14613333333,11.8551333333,12.3642,7.37286666667
347.81,12.6807333333,12.7337333333,13.6072,10.0445333333,16.868,5.88265666667,2.2306,11.9176666667,12.4692666667,7.37393333333
348.18,12.7786,12.8158,13.7587333333,10.1246666667,16.9554666667,5.92216333333,2.31113333333,11.9917333333,12.5624666667,7.32686666667
348.54,12.9577333333,13.0692,14.0242666667,10.3259333333,17.1818666667,6.08657,2.44933333333,12.1917333333,12.7580666667,7.43126666667
348.91,13.1052666667,13.1853333334,14.1658666667,10.4768666667,17.3116666667,6.22065666667,2.60953333333,12.3500666667,12.8783333333,7.5312
349.27,13.1929333333,13.1996,14.1564666667,10.4931333333,17.4482,6.21861666667,2.60126666667,12.4262,13.0019333333,7.55913333333
349.64,13.1239333333,13.1065333333,14.1270666667,10.4342666667,17.4104666667,6.14639,2.51346666667,12.3261333333,12.9277333333,7.38173333333
350.00,13.1006666667,13.0181333333,14.119,10.4274,17.3864666667,6.07819666667,2.43,12.2127333333,12.8349333333,7.3312
350.37,12.965,12.8431333333,13.9916666667,10.3224666667,17.2460666667,6.02039666667,2.2664,12.0617333333,12.6962,7.14493333333
350.73,12.828,12.7229333333,13.911,10.2092666667,17.1653333333,5.91248,2.166,11.949,12.5529333333,7.03253333333
351.10,12.8011333333,12.6836,13.9649333333,10.2936,17.1625333333,5.92845,2.2114,11.9360666667,12.6326666667,7.04766666667
351.46,12.7380666667,12.7264,14.1195333333,10.3001333333,17.2136666667,5.98845,2.23786666667,11.9286,12.6694,7.0422
351.83,12.5465333334,12.6087333333,13.9880666667,10.1108666667,17.1560666667,5.80241666667,1.99366666667,11.8296666667,12.4143333333,6.9026
352.19,12.5575333333,12.6063333333,13.9860666667,10.2147333333,17.2507333334,5.83232333333,2.03753333333,11.8829333333,12.4049333333,6.9616
352.55,12.6049333333,12.6214666667,13.9065333333,10.2632666667,17.2529333333,5.9095,2.11306666667,11.8828,12.3462,7.01006666667
352.92,12.7069333333,12.7408666667,14.0510666667,10.3970666667,17.3506666667,6.03752333333,2.2236,11.9592,12.5290666667,7.065
353.28,12.7342666667,12.7503333334,14.156,10.4952,17.3498,6.10464,2.26253333333,12.0366,12.517,7.12973333334
353.65,12.7742666667,12.7875333333,14.1594666667,10.5398,17.3586666667,6.17094666666,2.30873333333,12.1296666667,12.6011333333,7.17713333334
354.01,12.7758666667,12.9007333333,14.237,10.6068,17.4067333333,6.27530333333,2.41886666667,12.3012,12.6939333333,7.23726666667
354.38,12.8741333333,13.1047333333,14.3218,10.7338666667,17.6054,6.40907,2.57813333333,12.5568666667,12.8397333333,7.35566666667
354.74,12.7890666667,13.0875333333,14.2923333333,10.7230666667,17.6286,6.32769666667,2.5264,12.5164666667,12.8765333333,7.34146666667
355.11,12.7568,13.0491333334,14.2089333334,10.6732666667,17.559,6.19503666667,2.43886666667,12.3844,12.7603333333,7.26493333333
355.47,12.7970666667,13.0842666667,14.2061333333,10.7484,17.5753333333,6.22244,2.4638,12.4223333333,12.8576666667,7.27353333333
355.83,13.0271333333,13.2655333333,14.4302,10.9624666667,17.7220666667,6.42868666667,2.73393333333,12.5852666667,13.1638666667,7.466
356.20,13.0081333333,13.3460666667,14.4710666667,10.9338,17.7104,6.40792333333,2.7084,12.6035333333,13.1880666667,7.45893333333
356.56,12.8658666667,13.263,14.3747333333,10.7724666667,17.6031333333,6.21471666666,2.5436,12.4974666667,13.1768666667,7.35773333333
356.93,12.6748666667,13.0456,14.1063333333,10.5461333333,17.4754,5.99410333333,2.34413333333,12.3126,12.9268,7.2012
357.29,12.7284,13.1026,14.1264666667,10.528,17.5334666667,5.98550666667,2.36873333333,12.3126666667,12.9518666667,7.1822
357.66,12.9834,13.361,14.4396,10.7624666667,17.7975333333,6.21801,2.65166666667,12.5812,13.1829333333,7.47933333333
358.02,13.2442,13.5278,14.5884666667,10.8906666667,18.0019333333,6.30575333333,2.79073333333,12.7037333333,13.3557333333,7.58073333333
358.38,13.4032666667,13.565,14.7045333333,11.0045333333,18.1016,6.37315666667,2.86393333333,12.7422666667,13.4012,7.68526666667
358.75,13.5731333333,13.7226666667,14.8284,11.1422,18.2050666667,6.50548333333,2.97453333333,12.8948,13.4866666667,7.78053333333
359.11,13.7024666667,13.8666666667,15.0220666667,11.1919333333,18.3342,6.67076,3.14393333333,13.0786666667,13.6618666667,7.8864
359.48,13.7365333333,13.8039333333,15.0086666667,11.1734,18.3592,6.62358333333,3.06893333333,13.035,13.6066,7.84153333333
359.84,13.6568,13.7578,14.9750666667,11.0918,18.3045333333,6.50636333333,2.98853333334,13.0143333333,13.5264,7.74613333333
360.20,13.7183333333,13.8186666667,15.0747333333,11.1644666667,18.429,6.56803333333,3.017,13.0770666667,13.5524,7.81113333333
360.57,13.7994,13.8684,15.1916,11.2672,18.5310666667,6.63546666667,3.09126666667,13.1506,13.5710666667,7.83326666667
360.93,13.9965333333,14.0368,15.4027333333,11.4309333333,18.7138,6.75781,3.21546666667,13.2956,13.7463333333,7.9948
361.29,14.0199333333,14.1144,15.4680666667,11.5235333333,18.7653333333,6.78743,3.22673333333,13.3506666667,13.81,8.02526666667
361.66,13.9082666667,14.0901333333,15.3659333333,11.4517333333,18.6973333333,6.71752666667,3.07986666667,13.2589333333,13.7592666667,7.92253333333
362.02,13.8706666667,14.1002666667,15.3974666667,11.4570666667,18.7146,6.76936333333,3.06646666667,13.2790666667,13.7942,7.9606
362.39,13.8323333333,14.1492,15.4110666667,11.4718,18.7301333333,6.79244333333,3.087,13.3245333333,13.8592666667,7.98246666667
362.75,13.8122666667,14.1012,15.3856,11.4728666667,18.7486,6.80229,3.0962,13.2805333334,13.851,7.98833333333
363.11,13.7888666667,14.1105333333,15.3732,11.5040666667,18.7966666667,6.79021666667,3.0588,13.3024,13.865,7.99126666667
363.48,13.7579333333,14.1681333333,15.394,11.5099333333,18.8182,6.83331666666,3.1806,13.3172666667,13.8981333333,8.0374
363.84,13.8346666667,14.2532666667,15.4102666667,11.561,18.8874,6.93223333333,3.23506666667,13.309,13.9654666667,8.14566666667
364.20,13.7612666667,14.1758,15.3218,11.5436666667,18.8384,6.88193,3.2068,13.2286666667,13.9326666667,8.096
364.57,13.6921333333,14.1630666667,15.2946,11.4708666667,18.7896666667,6.84633333333,3.14393333333,13.1816,13.9250666667,8.06733333333
364.93,13.7234,14.2256,15.3853333333,11.5556,18.8156666667,6.89876,3.19973333333,13.2150666667,13.9515333333,8.0588
365.29,13.6695333333,14.1885333333,15.3885333333,11.4816,18.799,6.86667333333,3.19926666667,13.1894,13.9489333333,8.0054
365.66,13.636,14.1532,15.342,11.4603333333,18.8201333333,6.80084,3.22326666667,13.1603333333,13.9124666667,7.9578
366.02,13.6464666667,14.1662,15.2973333333,11.4658666667,18.8401333334,6.77933333333,3.26933333333,13.1824666667,13.8832,7.91613333333
366.38,13.6909333333,14.2258,15.3212666667,11.4794666667,18.8754,6.77225333333,3.24773333333,13.1842,13.8982666667,7.8814
366.75,13.671,14.1886666667,15.2998,11.437,18.8658666667,6.68670333333,3.16546666667,13.162,13.86,7.82926666666
367.11,13.5816,14.1068666667,15.2500666667,11.3736666667,18.8022666667,6.61198333333,3.09306666667,13.1020666667,13.7996,7.72953333333
367.47,13.5993333333,14.1292,15.2936,11.3354666667,18.7881333333,6.54805333333,3.0148,13.1267333333,13.7393333333,7.6558
367.84,13.5501333333,14.1009333333,15.2724666667,11.3255333333,18.8023333334,6.47556666667,2.98506666667,13.1401333333,13.672,7.59693333334
368.20,13.6135333333,14.1146666667,15.2502,11.3018666667,18.7972666667,6.39647333333,2.9048,13.126,13.6772666667,7.50713333333
368.56,13.6687333333,14.127,15.2214666667,11.3303333333,18.8473333333,6.40107,2.91406666667,13.101,13.6449333334,7.4676
368.93,13.642,14.1302666667,15.1849333333,11.3262,18.8789333333,6.40644,2.9126,13.0737333333,13.6994666667,7.4572
369.29,13.6057333333,14.0799333333,15.1428,11.2994666667,18.8335333333,6.36602333333,2.785,12.9781333333,13.6103333333,7.4152
369.65,13.592,14.0713333333,15.1621333333,11.2648666667,18.9156666667,6.33120333333,2.72226666667,12.9263333333,13.6238,7.39566666667
370.01,13.5364666667,14.0504666667,15.173,11.2591333333,18.9266666667,6.33682666667,2.6784,12.8436666667,13.6010666667,7.42666666667
370.38,13.5514666667,14.0042666667,15.191,11.2894666666,18.8893333333,6.35248333333,2.71753333333,12.786,13.6248,7.4568
370.74,13.5772,13.9774666667,15.1548,11.2873333333,18.8533333333,6.35044666667,2.6796,12.7417333333,13.6076666667,7.42173333333
371.10,13.6883333333,14.0831333333,15.2226,11.3312666667,18.9058,6.38379333333,2.7354,12.7614666667,13.6760666667,7.4764
371.46,13.7579333333,14.1256,15.2684,11.381,18.9454666667,6.46709666667,2.81433333333,12.8074,13.7809333333,7.557
371.83,13.7634,14.1071333333,15.2836,11.3804666667,18.9326666667,6.45376666667,2.82913333333,12.8281333333,13.8427333333,7.55906666666
372.19,13.8112666667,14.2252,15.4648,11.5049333333,19.0390666667,6.63062333333,3.004,12.9306,13.9659333333,7.70126666667
372.55,13.8006666667,14.2462,15.5134666667,11.544,19.0814666667,6.62545,3.0204,12.9478666667,14.0205333333,7.70393333333
372.92,13.7143333333,14.1599333333,15.43,11.4334666667,19.0522,6.56579666667,2.8956,12.8583333333,13.9371333333,7.61613333334
373.28,13.7149333333,14.1453333333,15.3698,11.4159333333,19.0512666666,6.52562666667,2.888,12.8552,13.9430666667,7.58193333333
373.64,13.7348,14.1496,15.3926666667,11.4525333333,19.0034,6.56584333333,2.91,12.9058666667,13.9435333333,7.5786
374.00,13.6736,14.0759333333,15.3364,11.3702666667,18.9135333333,6.47841,2.83373333333,12.8323333333,13.8668666667,7.43793333333
374.37,13.5339333333,14.0050666667,15.2673333333,11.2581333333,18.8833333333,6.33861,2.6958,12.7562,13.7875333333,7.31493333333
374.73,13.5339333333,14.1273333334,15.3538666667,11.3019333333,19.0154,6.40735666667,2.7896,12.8162,13.8620666667,7.37953333333
375.09,13.6141333333,14.2227333333,15.4451333333,11.4288666667,19.193,6.54066,2.89513333333,12.9418,13.9176,7.54553333333
375.45,13.7469333334,14.3598666667,15.6115333333,11.6038,19.4063333333,6.6392,2.95886666667,13.0897333333,14.0436666667,7.64813333333
375.81,13.7726666667,14.3802666667,15.6758666667,11.6572666667,19.4574,6.71317,3.00986666667,13.1226666667,14.0929333333,7.68813333333
376.18,13.7639333333,14.3572,15.6280666667,11.5784666667,19.4291333333,6.68837,3.01346666667,13.0870666667,14.0441333333,7.69746666667
376.54,13.8582666667,14.3910666667,15.7220666667,11.6068,19.5107333333,6.74013,3.08033333333,13.1737333333,14.1125333333,7.78
376.90,13.9062666667,14.4532666667,15.7607333333,11.6466,19.5630666667,6.73789666667,3.11333333334,13.2293333333,14.1912666667,7.84786666667
377.26,14.0552666667,14.6031333333,15.8966666667,11.7607333333,19.6906,6.85380666667,3.27573333333,13.4145333333,14.3168,8.00153333333
377.63,14.0525333334,14.6014666667,15.8718,11.7196,19.6585333333,6.83049666667,3.24453333333,13.3799333333,14.3000666667,7.9812
377.99,14.2144,14.7188666667,16.0443333333,11.8364666667,19.8502666667,6.89918,3.33686666667,13.5198,14.4730666667,8.15493333333
378.35,14.3123333334,14.797,16.0979333334,11.8852666667,19.923,6.98641333333,3.43326666666,13.5781333333,14.5336,8.2474
378.71,14.3557333333,14.8234,16.1674666667,11.9042666667,19.9024,6.98489333333,3.4684,13.5685333333,14.5278666667,8.26293333333
379.07,14.2871333333,14.7,16.0659333333,11.8000666667,19.8037333333,6.8538,3.37073333333,13.4490666667,14.4535333333,8.10333333333
379.44,14.2092,14.6418,15.9214,11.7222,19.6894,6.78623666667,3.35793333333,13.3325333334,14.3552666667,8.03413333333
379.80,14.2276,14.6792666667,15.9046666667,11.6886666667,19.671,6.74791,3.31126666667,13.2828666667,14.2731333333,7.9944
380.16,14.1998,14.6708,15.9174,11.6852,19.7028666667,6.67528333333,3.26533333333,13.3038,14.2327333333,7.93206666667
380.52,14.2835333333,14.7728666667,16.007,11.8056,19.8092,6.77569333333,3.34133333333,13.3766666667,14.3226666666,8.01326666667
380.88,14.2204,14.7477333333,16.0263333334,11.821,19.7878666667,6.77028,3.33013333333,13.3779333333,14.2592,7.94873333333
381.24,14.1632,14.7486666667,16.0212666667,11.7966,19.7807333333,6.76969666667,3.33373333333,13.2465333333,14.2362,7.9158
381.61,14.1191333333,14.7112,15.9728666666,11.7810666667,19.7380666667,6.72021,3.30426666667,13.211,14.2002666667,7.86686666667
381.97,14.0294666667,14.6772,15.91,11.7026,19.6319333333,6.66993,3.26146666667,13.1374666667,14.0874,7.76393333334
382.33,13.9695333333,14.5819333333,15.8618666667,11.6432,19.5905333333,6.60878,3.1856,13.0771333334,14.0483333333,7.6818
382.69,13.9124666667,14.4889333333,15.8345333333,11.5814,19.5848666667,6.54113333333,3.08233333333,13.0560666667,14.0187333333,7.61086666667
383.05,13.8800666666,14.5086,15.8378,11.5866,19.5851333333,6.54204666667,3.0508,13.057,14.0201333333,7.62866666667
383.41,13.9396666667,14.5249333333,15.9600666667,11.6098,19.6627333333,6.59006333333,3.068,13.0936666667,14.1048666667,7.665
383.77,14.0554,14.6170666667,16.0970666667,11.7314666667,19.7978,6.67779666667,3.18293333333,13.2496666667,14.2544666667,7.78933333333
384.14,14.0862666667,14.6577333333,16.1386,11.7866,19.8832666667,6.73206,3.2112,13.2796666667,14.3492666667,7.84113333334
384.50,14.0932,14.6912666667,16.1123333333,11.793,19.8914,6.74506,3.2286,13.2658666667,14.3614666667,7.8772
384.86,14.1968,14.7775333333,16.1902666667,11.8724,20.0024,6.8431,3.3542,13.3588,14.4760666667,7.97786666667
385.22,14.1900666667,14.7658666667,16.1844,11.8852666667,20.0328666667,6.78789666667,3.285,13.402,14.4737333333,7.9402
385.58,14.2719333333,14.8106,16.2470666667,11.921,20.1366666667,6.81223333333,3.3148,13.461,14.5196,7.97186666667
385.94,14.3438,14.8774,16.2683333333,11.9952,20.2297333333,6.89984,3.38053333333,13.5197333333,14.596,8.01186666667
386.30,14.3992666667,15.0184,16.4024,12.0952,20.3264,6.95645666667,3.4712,13.6218,14.6616666667,8.0474
386.66,14.4974,15.1478,16.4874666667,12.186,20.4529333333,7.06833,3.59553333333,13.7642,14.7656666667,8.12153333333
387.03,14.5940666667,15.2600666666,16.5934666667,12.2706666667,20.5506,7.15828333333,3.69273333333,13.8782,14.8637333333,8.16826666667
387.39,14.5583333333,15.2731333333,16.544,12.2514666667,20.5429333334,7.12346666667,3.6686,13.8941333333,14.8318,8.14786666667
387.75,14.4782666667,15.2535333333,16.4806666666,12.1849333333,20.5596,7.06093666667,3.57946666667,13.8272666667,14.7714666667,8.0568
388.11,14.4664,15.2215333333,16.4764,12.1537333333,20.5224,7.03777,3.54813333333,13.7941333333,14.7123333333,8.01886666667
388.47,14.4277333333,15.203,16.4885333333,12.1285333333,20.5378,6.97513666667,3.48286666667,13.797,14.689,7.95806666667
388.83,14.3975333333,15.1488666667,16.4054,12.0313333333,20.4532666667,6.84673333333,3.3688,13.7276666667,14.6048,7.87013333334
389.19,14.3729333333,15.1076,16.3569333333,11.9537333333,20.4044,6.80833333333,3.3536,13.6944666667,14.5678,7.83613333333
389.55,14.36,15.1567333333,16.3815333333,11.9921333334,20.4504,6.85036333333,3.4172,13.6874666667,14.6021333333,7.8502
389.91,14.3138,15.1337333333,16.3390666667,11.947,20.4375333333,6.77462,3.35873333333,13.652,14.5539333333,7.7934
390.27,14.4090666667,15.1972,16.4125333333,11.9924,20.4896,6.81131,3.405,13.7127333333,14.6391333333,7.86806666667
390.63,14.4995333333,15.2992,16.4824,12.0812,20.565,6.87905666667,3.49446666667,13.7636,14.7323333333,7.966
391.00,14.4526,15.2370666667,16.4269333333,12.0077333333,20.5076666667,6.81468333333,3.44913333333,13.6783333333,14.6878,7.9162
391.36,14.4544666667,15.2570666667,16.4655333333,12.0091333333,20.5454,6.80641333334,3.4394,13.6728,14.7066666667,7.91186666667
391.72,14.5017333333,15.3074,16.5128,12.0443333333,20.5602666667,6.83159333333,3.4796,13.723,14.7537333333,7.95306666667
392.08,14.4998,15.3203333333,16.5144666667,12.0338666667,20.5515333333,6.8426,3.46853333333,13.7330666667,14.7727333333,7.9302
392.44,14.5600666667,15.3624,16.5654666667,12.0700666667,20.5894666667,6.91504,3.5368,13.7240666667,14.8026666667,7.94466666667
392.80,14.6076,15.4141333333,16.6425333333,12.1261333333,20.6679333333,6.97779,3.6154,13.7594,14.864,7.99366666667
393.16,14.6820666667,15.5122,16.7507333333,12.2238666667,20.7772666667,7.07553333333,3.68453333333,13.8268666667,14.9672666667,8.09086666667
393.52,14.6907333333,15.5077333333,16.759,12.2188666667,20.7937333333,7.06751666667,3.65066666667,13.8234,14.9818,8.08726666667
393.88,14.6967333334,15.4972,16.7956,12.2359333333,20.8198,7.07594666667,3.63793333333,13.8381333333,15.0113333333,8.10106666667
394.24,14.6904,15.4787333333,16.7851333333,12.2488,20.8428666667,7.11018,3.6318,13.839,14.9858,8.0992
394.60,14.6288666667,15.3984666667,16.7490666667,12.1918,20.8025333333,7.01485,3.54053333333,13.7337333333,14.9445333333,8.0268
394.96,14.6617333333,15.4348,16.7943333333,12.2552,20.8871333333,7.07320333333,3.577,13.8073333333,15.0038,8.0566
395.32,14.7003333333,15.4676666667,16.8246666667,12.3192666667,20.933,7.09549666667,3.61066666667,13.8284,15.0326666667,8.08386666667
395.68,14.7406,15.4777333333,16.8450666667,12.3447333333,20.9476,7.11270666667,3.64593333333,13.827,15.048,8.09333333333
396.04,14.8251333333,15.5341333333,16.8902666667,12.4062666667,21.0275333333,7.16847666667,3.72526666667,13.8699333333,15.1125333333,8.17353333334
396.40,14.7678,15.4832666666,16.8234666667,12.3574,20.9773333333,7.0736,3.6478,13.8554,15.0820666667,8.14313333333
396.76,14.7575333334,15.5167333333,16.8344,12.3754666667,21.0249333333,7.07563333334,3.6632,13.8766666667,15.098,8.17193333333
397.12,14.6966666667,15.4516666667,16.812,12.3376,20.9927333333,7.00342666667,3.62093333333,13.8370666667,15.0188,8.08873333333
397.48,14.7132,15.4780666667,16.8666666667,12.3558666667,21.0447333333,7.00831666667,3.66226666667,13.8820666667,15.0448,8.10866666667
