wavelength,Back_SpoLeum,Belly_SpoLeum,Breast_SpoLeum,Crissum_SpoLeum,Crown_SpoLeum,DorTail_SpoLeum,Patch10_SpoLeum,Rump_SpoLeum,Throat_SpoLeum,WingTip_SpoLeum
331.71,10.0975555556,25.0167777778,19.4435555555,19.65,8.50722222222,11.3217777778,21.9678888889,12.6377777778,20.2425555556,11.6078888889
332.08,10.228,24.9191111111,19.6075555555,19.8967777778,8.645,11.5723333334,21.9367777778,12.7527777778,20.4752222222,11.6583333333
332.44,10.3671111111,25.0912222222,19.8252222222,20.0667777778,8.75255555556,11.6095555556,22.0762222222,13.0248888889,20.83,11.813
332.81,10.162,25.0922222222,19.8945555555,20.2071111111,8.65544444444,11.5442222222,21.9698888889,12.9151111111,20.8098888889,11.8945555556
333.18,9.81011111112,24.9247777778,19.6833333333,19.9435555555,8.42722222222,11.3304444445,21.6905555555,12.5833333333,20.6127777778,11.5981111111
333.54,10.0632222222,25.3258888889,20.1665555555,20.2943333333,8.59166666667,11.772,21.8826666667,12.977,21.094,11.9145555556
333.91,10.3074444445,25.7232222222,20.4988888889,20.7197777778,8.96766666667,12.1356666667,22.1896666667,13.1965555556,21.5054444445,12.2407777778
334.28,10.0241111111,25.3907777778,20.1122222222,20.3041111111,8.59966666666,11.7898888889,21.8884444444,12.5853333333,21.2878888889,11.9244444444
334.64,10.3651111111,25.8547777778,20.7895555556,20.7301111111,9.23011111111,12.2741111111,22.492,12.9255555556,21.9034444444,12.2111111111
335.01,10.2135555556,25.7993333334,20.8031111111,20.8204444444,9.212,12.1987777778,22.5053333333,13.0412222222,21.9634444444,12.1815555556
335.38,10.4986666667,26.0692222222,21.097,21.1351111111,9.45255555555,12.5148888889,22.8932222222,13.2584444445,22.4357777778,12.3395555556
335.74,10.3181111111,25.9261111111,21.0192222222,20.8261111111,9.37277777779,12.2327777778,22.5305555555,13.1306666667,22.3883333333,12.0834444444
336.11,10.834,26.3875555556,21.4077777778,21.271,10.0164444444,12.7997777778,23.1232222222,13.5911111111,22.8831111111,12.4695555556
336.47,10.9088888889,26.5527777778,21.4894444444,21.4728888889,10.1427777778,12.9445555556,23.3263333333,13.6276666667,22.9782222222,12.3114444444
336.84,11.3145555556,26.8227777778,21.7923333333,21.6708888889,10.5401111111,13.349,23.8465555555,14.0938888889,23.3478888889,12.6007777778
337.21,11.098,26.8451111111,21.6947777778,21.3367777778,10.4436666667,13.227,23.9443333334,13.9433333333,23.3421111111,12.4362222222
337.57,11.2507777778,27.0564444445,21.8647777778,21.2995555556,10.5362222222,13.3787777778,24.1194444444,14.0414444444,23.5574444445,12.3944444445
337.94,11.3128888889,27.1416666667,21.8793333333,21.1422222222,10.5246666667,13.2776666667,24.1227777778,14.2037777778,23.565,12.2874444444
338.31,11.2266666667,27.3877777778,22.2093333333,21.2588888889,10.6232222222,13.3776666666,24.2898888889,14.4788888889,23.7664444444,12.3023333333
338.67,11.2617777778,27.3052222222,22.3151111111,21.2036666667,10.4033333333,13.2058888889,24.1344444444,14.4101111111,23.7788888889,12.1393333333
339.04,11.3512222222,27.4607777778,22.4271111111,21.2072222222,10.493,13.2693333333,24.2073333333,14.1948888889,23.8456666667,12.1551111111
339.40,11.0541111111,27.2547777778,22.1458888889,21.0555555555,10.0747777778,12.917,23.9357777778,14.0866666667,23.6433333333,11.9408888889
339.77,11.0637777778,27.4052222222,22.3836666667,21.2838888889,10.0777777778,12.877,24.1273333333,14.2275555555,23.8391111111,11.9796666667
340.14,10.6932222222,27.1841111111,22.1657777778,21.1381111111,9.66244444446,12.4998888889,23.7556666667,13.8762222222,23.6895555555,11.7302222222
340.50,10.7567777778,27.0987777778,22.2595555556,21.0567777778,9.57866666668,12.2671111111,23.711,13.8461111111,23.6983333333,11.8228888889
340.87,10.4101111111,26.9212222222,22.0894444445,20.9873333334,9.29255555555,11.8923333333,23.4848888889,13.4698888889,23.5128888889,11.4877777778
341.23,10.541,27.0591111111,22.3754444444,21.3241111111,9.27522222222,11.8711111111,23.6382222222,13.56,23.6136666667,11.5035555556
341.60,10.346,26.8117777778,22.2797777778,21.2003333333,9.13066666667,11.7458888889,23.5103333333,13.415,23.4953333333,11.2502222222
341.96,10.2016666667,26.8491111111,22.3541111111,21.3551111111,9.05877777778,11.6872222222,23.5333333333,13.2926666667,23.5694444444,11.2311111111
342.33,9.9008888889,26.5734444444,21.976,21.1901111111,8.72922222222,11.5796666667,23.29,12.8462222222,23.3612222222,10.9331111111
342.70,9.92711111111,26.6328888889,21.9486666667,21.3087777778,8.94655555555,11.5911111111,23.3714444444,12.9264444444,23.5024444444,11.1866666667
343.06,9.54033333332,26.3793333333,21.7346666667,21.213,8.605,11.3305555556,23.0917777778,12.8246666667,23.5138888889,10.8315555556
343.43,9.64044444447,26.6176666666,22.1103333333,21.3386666667,8.94422222222,11.5081111111,23.3433333333,12.9674444444,23.637,11.075
343.79,9.572,26.6831111111,22.2222222222,21.4431111111,8.98211111111,11.6596666667,23.498,12.9108888889,23.6764444445,11.0286666667
344.16,9.62311111112,26.8193333333,22.3933333333,21.3315555556,8.94433333334,11.6841111111,23.6584444444,12.8977777778,23.7618888889,10.9997777778
344.52,9.67711111113,26.974,22.5058888889,21.6256666667,9.17666666667,11.9297777778,23.9131111111,13.1124444445,24.0173333333,11.1434444444
344.89,9.67455555556,26.9984444445,22.612,21.6576666666,9.17888888889,12.0096666667,23.8312222222,13.1573333333,24.1915555556,11.0184444444
345.25,9.58722222222,26.8487777778,22.3668888889,21.6223333333,9.00044444445,11.9218888889,23.654,12.9401111111,24.3303333333,10.869
345.62,9.58766666669,27.0671111111,22.4838888889,21.8871111111,9.12188888889,12.0271111111,23.8711111111,12.9302222222,24.5096666667,11.0065555556
345.99,9.67466666666,27.1541111111,22.523,21.9214444444,9.28822222222,12.1067777778,23.9828888889,12.9522222222,24.644,11.1266666667
346.35,9.7931111111,27.2302222222,22.8255555555,22.0046666667,9.39166666667,12.1468888889,24.1124444444,13.097,24.7907777778,11.2145555556
346.72,9.97344444443,27.6401111111,23.0352222222,22.3234444444,9.54755555555,12.3758888889,24.4508888889,13.3056666667,25.0167777778,11.2434444444
347.08,10.3745555555,28.0007777778,23.4154444444,22.632,9.92844444443,12.7008888889,24.9374444444,13.7176666666,25.2257777778,11.6246666667
347.45,10.2175555555,28.0077777778,23.3145555555,22.5775555556,9.69211111111,12.6268888889,24.7754444444,13.4995555555,25.2558888889,11.3854444444
347.81,10.175,28.0516666667,23.3078888889,22.5683333333,9.569,12.4512222222,24.7134444444,13.4476666667,25.3402222222,11.2737777778
348.18,10.0601111111,28.0733333333,23.3283333333,22.8108888889,9.55044444443,12.4324444444,24.7181111111,13.3943333333,25.3461111111,11.1084444444
348.54,9.99044444443,28.2935555555,23.4981111111,22.8403333333,9.49077777777,12.3712222222,24.6237777778,13.4076666667,25.4183333333,10.99
348.91,9.9851111111,28.5823333333,23.6817777778,23.0463333333,9.59644444446,12.5704444445,24.8155555555,13.4577777778,25.5477777778,11.0664444445
349.27,10.0792222222,28.6976666667,23.9966666667,23.2254444444,9.86811111112,12.6485555555,24.9817777778,13.6231111111,25.5472222222,11.2831111111
349.64,10.0957777778,28.5944444445,23.956,23.2765555556,9.92511111109,12.5968888889,24.9198888889,13.7726666666,25.5142222222,11.2608888889
350.00,9.8928888889,28.5483333333,23.9384444444,23.2831111111,9.67077777778,12.4455555555,24.94,13.6844444444,25.4226666667,11.0312222222
350.37,9.77122222221,28.6816666667,23.8768888889,23.3654444444,9.73533333334,12.3178888889,24.915,13.6325555556,25.4237777778,10.9601111111
350.73,9.365,28.2428888889,23.5336666667,23.0432222222,9.21788888889,11.955,24.6035555556,13.1797777778,25.1625555556,10.6307777778
351.10,9.13233333333,28.1812222222,23.4551111111,22.9781111111,9.06144444444,11.8187777778,24.4343333334,12.8032222222,25.066,10.3474444445
351.46,9.14866666666,28.1747777778,23.5314444445,23.0236666666,9.12866666667,11.7092222222,24.4408888889,12.7644444444,25.0942222222,10.2517777778
351.83,8.93922222222,28.1907777778,23.3617777778,22.9088888889,9.061,11.666,24.2847777778,12.5168888889,25.0013333333,10.218
352.19,8.89388888889,28.2448888889,23.4338888889,22.7777777778,8.92822222222,11.6938888889,24.3215555556,12.527,25.0663333333,10.2162222222
352.55,9.12444444445,28.3567777778,23.5136666667,22.8932222222,9.088,11.8622222222,24.5697777778,12.5672222222,25.1927777778,10.4205555556
352.92,9.09111111111,28.2487777778,23.4203333333,22.8861111111,8.94977777778,11.7676666667,24.5104444445,12.3546666667,25.1622222222,10.4402222222
353.28,8.79744444444,28.2144444445,23.2757777778,22.7252222222,8.68577777778,11.664,24.3865555555,12.1124444444,25.1316666667,10.2331111111
353.65,8.55877777778,28.0301111111,23.2145555556,22.577,8.35533333333,11.4474444444,24.2538888889,11.7298888889,25.0363333334,10.0205555556
354.01,8.27344444444,27.7593333333,23.0116666667,22.2981111111,8.06633333333,11.1042222222,23.9253333333,11.3712222222,24.8182222222,9.62922222223
354.38,8.40011111111,27.78,23.1002222222,22.4304444444,8.03577777778,11.1067777778,24.0212222222,11.3307777778,25.0598888889,9.72155555557
354.74,8.36277777778,27.8612222222,23.1383333334,22.3801111111,8.06933333333,11.0665555555,24.0054444445,11.3311111111,25.0016666667,9.72355555557
355.11,8.18344444444,27.8346666667,23.1486666667,22.3445555556,7.89533333333,10.8773333333,24.04,11.3143333333,25.0141111111,9.71733333332
355.47,8.081,27.8976666667,23.223,22.3995555556,7.89077777778,10.9421111111,24.1765555555,11.3141111111,25.0471111111,9.75977777778
355.83,8.27933333333,28.0113333333,23.3805555556,22.5845555556,7.88355555556,11.0316666666,24.3375555555,11.5028888889,25.1292222222,9.81466666667
356.20,8.26,27.9593333333,23.2642222222,22.5462222222,7.83744444444,10.8916666667,24.2672222222,11.3736666667,25.0425555555,9.74288888889
356.56,8.01622222222,27.8557777778,23.1872222222,22.4751111111,7.68244444444,10.7592222222,24.1396666667,11.2405555555,24.9672222222,9.63244444443
356.93,7.93855555556,27.7837777778,23.1531111111,22.3454444444,7.55066666667,10.5801111111,24.1017777778,11.2045555555,24.8576666667,9.47211111111
357.29,8.046,27.8774444444,23.2034444444,22.5075555556,7.67844444445,10.6596666666,24.1535555556,11.367,24.8982222222,9.54133333332
357.66,8.24922222222,28.1963333333,23.4232222222,22.7648888889,7.88344444444,10.8533333333,24.3413333334,11.5538888889,25.0397777778,9.71188888888
358.02,8.51366666666,28.5663333333,23.6628888889,23.0571111111,8.04022222222,11.0996666667,24.6587777778,11.7756666667,25.2948888889,10.0472222222
358.38,8.43866666667,28.6491111111,23.6398888889,23.0665555556,7.94511111111,11.1517777778,24.6701111111,11.8033333333,25.1693333333,10.0124444445
358.75,8.44777777778,28.8166666667,23.8025555556,23.3142222222,7.99388888889,11.2105555555,24.7066666667,11.8344444444,25.3033333333,9.983
359.11,8.503,28.7701111111,23.6954444445,23.287,7.98633333333,11.2192222222,24.4984444444,11.7675555556,25.1636666667,9.83855555554
359.48,8.48744444444,28.8527777778,23.7038888889,23.3184444444,7.86966666667,11.1994444445,24.4318888889,11.6814444444,25.1566666667,9.79599999999
359.84,8.38355555556,28.8051111111,23.6956666667,23.2512222222,7.74755555556,10.9856666667,24.3996666667,11.4712222222,25.0835555556,9.71355555557
360.20,8.31611111111,28.8744444444,23.727,23.3228888889,7.68377777778,10.9084444444,24.3897777778,11.3894444444,25.1427777778,9.61455555554
360.57,8.18122222222,28.8203333333,23.5687777778,23.2785555556,7.41777777778,10.7427777778,24.2866666667,11.1454444445,25.0377777778,9.37733333334
360.93,8.23788888889,28.947,23.6283333333,23.3057777778,7.50733333333,10.7457777778,24.2962222222,11.1445555556,25.0878888889,9.43455555555
361.29,8.141,28.8444444444,23.6163333333,23.2016666667,7.27122222222,10.5387777778,24.2023333334,10.9821111111,24.9264444445,9.23922222223
361.66,8.06077777778,28.7636666667,23.5114444444,23.0262222222,7.12288888889,10.3811111111,24.0856666667,10.9021111111,24.7772222222,9.12900000001
362.02,8.09844444445,28.8123333333,23.5941111111,23.1878888889,7.20922222222,10.4977777778,24.1841111111,10.9291111111,24.8358888889,9.1711111111
362.39,8.10066666667,28.7511111111,23.6668888889,23.1298888889,7.23811111111,10.4413333333,24.1045555555,10.8964444445,24.849,9.185
362.75,8.08333333333,28.7234444444,23.6285555556,22.9723333333,7.12222222222,10.3377777778,24.0502222222,10.7595555556,24.7623333333,9.15111111111
363.11,7.81344444444,28.579,23.5318888889,22.7828888889,6.88322222222,10.0697777778,23.9475555556,10.5043333333,24.6936666667,8.98233333335
363.48,7.68277777778,28.3565555556,23.2997777778,22.6947777778,6.71811111111,9.77333333334,23.7874444444,10.3421111111,24.5187777778,8.7618888889
363.84,7.63044444445,28.3462222222,23.2627777778,22.7264444444,6.68166666667,9.74344444444,23.7638888889,10.2784444444,24.5981111111,8.67100000001
364.20,7.61455555556,28.4034444444,23.2843333333,22.7641111111,6.76333333333,9.69033333333,23.7252222222,10.3191111111,24.6164444444,8.72011111112
364.57,7.51266666667,28.2214444445,23.2921111111,22.6626666667,6.701,9.533,23.5942222222,10.2394444444,24.491,8.68344444443
364.93,7.48877777778,28.2546666667,23.3563333333,22.747,6.64355555556,9.40122222222,23.6257777778,10.1174444444,24.4934444445,8.5941111111
365.29,7.62922222222,28.4871111111,23.5031111111,22.9382222222,6.80277777778,9.6231111111,23.7935555556,10.2313333334,24.7617777778,8.74833333333
365.66,7.42944444444,28.3958888889,23.4506666667,22.9091111111,6.64088888889,9.42522222223,23.6895555555,10.0412222222,24.7611111111,8.57533333334
366.02,7.35088888889,28.3448888889,23.3771111111,22.8338888889,6.56544444444,9.2471111111,23.5314444444,9.97222222222,24.732,8.47977777779
366.38,7.43788888889,28.5508888889,23.4913333333,23.0215555555,6.61244444444,9.25,23.726,10.0462222222,24.827,8.47999999999
366.75,7.60733333333,28.628,23.6065555555,23.2232222222,6.72222222222,9.38466666668,23.83,10.1848888889,24.9743333333,8.57588888888
367.11,7.89711111111,28.9681111111,23.8826666667,23.5617777778,6.94888888889,9.63755555554,24.0937777778,10.3906666667,25.3297777778,8.75988888888
367.47,8.09033333333,29.2618888889,24.1942222222,23.7978888889,7.12833333333,9.80533333334,24.3266666667,10.5564444444,25.5212222222,8.98888888889
367.84,8.08611111111,29.277,24.2617777778,23.8748888889,7.10233333333,9.86022222221,24.3288888889,10.6078888889,25.5258888889,8.94211111111
368.20,8.14788888889,29.3108888889,24.3734444444,23.9394444444,7.12,9.91277777779,24.3995555556,10.5625555556,25.5718888889,8.92244444445
368.56,8.31833333333,29.5545555555,24.5522222222,24.0716666666,7.25044444444,10.0318888889,24.5948888889,10.7138888889,25.7476666667,8.96422222221
368.93,8.49233333333,29.7546666667,24.7758888889,24.3,7.41822222222,10.3045555556,24.8656666667,11.0524444444,26.0533333333,9.18977777777
369.29,8.40233333333,29.6684444445,24.7547777778,24.2137777778,7.36222222222,10.1936666667,24.8533333333,10.9526666667,25.9712222222,9.14366666665
369.65,8.65288888889,29.969,24.9866666667,24.4753333333,7.56866666667,10.3511111111,25.0733333333,11.0677777778,26.1782222222,9.33766666666
370.01,8.64788888889,29.9973333333,25.0996666667,24.5013333333,7.60033333333,10.3745555555,25.1058888889,11.0841111111,26.1312222222,9.25577777778
370.38,8.56733333333,29.9302222222,25.0547777778,24.4691111111,7.50377777778,10.2703333333,25.0925555555,11.0073333333,26.1514444445,9.20855555556
370.74,8.41822222222,29.9096666667,25.0838888889,24.4266666667,7.40788888889,10.1525555556,25.0808888889,10.9018888889,26.1674444445,9.00033333332
371.10,8.48111111111,30.0166666667,25.2481111111,24.5306666667,7.47577777778,10.1586666667,25.1523333334,10.978,26.1433333333,9.10577777777
371.46,8.51944444444,30.0353333333,25.3956666667,24.5083333333,7.53377777778,10.2328888889,25.2131111111,11.0773333333,26.3155555556,9.07055555554
371.83,8.64888888889,30.252,25.5922222222,24.7576666667,7.64322222222,10.2934444445,25.4011111111,11.2287777778,26.5337777778,9.20355555554
372.19,8.58977777778,30.3415555555,25.6342222222,24.8197777778,7.49977777778,10.2266666667,25.4923333333,11.2602222222,26.569,9.19733333332
372.55,8.60777777778,30.43,25.7185555555,24.9383333334,7.52188888889,10.2442222222,25.5558888889,11.2571111111,26.6402222222,9.10211111112
372.92,8.36288888889,30.318,25.602,24.7516666667,7.323,9.92377777779,25.3576666667,10.9547777778,26.4445555556,8.89744444443
373.28,8.35733333333,30.4203333333,25.6688888889,24.8381111111,7.34488888889,9.81655555556,25.3808888889,10.9927777778,26.4598888889,8.7741111111
373.64,8.27877777778,30.4874444444,25.7515555556,24.8245555555,7.25966666667,9.75166666668,25.4096666667,10.9764444444,26.4984444444,8.65544444443
374.00,8.21677777778,30.5687777778,25.7405555555,24.8146666667,7.12733333333,9.626,25.458,10.9071111111,26.6077777778,8.54899999999
374.37,8.25777777778,30.6757777778,25.8656666667,24.8035555555,7.16744444444,9.64566666668,25.4966666667,10.9333333333,26.6274444445,8.47277777778
374.73,8.34688888889,30.7854444444,26.024,24.9054444445,7.23122222222,9.679,25.5662222222,10.9183333333,26.716,8.59422222223
375.09,8.36266666667,30.8408888889,26.0223333333,24.8926666666,7.20244444444,9.69211111111,25.6174444445,10.9534444444,26.7802222222,8.51877777777
375.45,8.372,30.9312222222,25.9896666667,24.9685555556,7.23888888889,9.70877777779,25.6637777778,10.8915555555,26.79,8.49799999999
375.81,8.36122222222,30.8834444444,26.0264444445,24.8463333333,7.18955555556,9.61866666667,25.6062222222,10.8086666666,26.7271111111,8.47177777779
376.18,8.49777777778,30.9615555555,26.1365555556,24.8772222222,7.32566666667,9.67177777779,25.62,10.8887777778,26.8275555556,8.47900000001
376.54,8.60922222222,31.0875555556,26.2031111111,24.9244444445,7.40733333333,9.7248888889,25.6831111111,11.017,27.0243333333,8.59466666668
376.90,8.79088888889,31.2516666667,26.4023333333,25.0916666667,7.553,9.89544444443,25.8351111111,11.1946666667,27.2451111111,8.63444444443
377.26,8.85233333333,31.297,26.4964444444,25.1798888889,7.65533333333,9.96055555555,25.907,11.2874444444,27.3818888889,8.73133333333
377.63,8.85622222222,31.3707777778,26.6014444444,25.2272222222,7.721,9.98755555555,25.9581111111,11.3563333334,27.51,8.71777777779
377.99,9.02366666667,31.5016666667,26.8073333333,25.3654444444,7.91888888889,10.1495555556,26.1465555556,11.4396666667,27.6901111111,8.87433333335
378.35,9.04422222222,31.6701111111,26.8668888889,25.478,7.94266666667,10.1927777778,26.213,11.4474444444,27.8163333333,8.87966666665
378.71,9.00399999999,31.7567777778,26.9224444444,25.5466666667,7.954,10.1531111111,26.2644444444,11.5286666667,27.8622222222,8.79444444446
379.07,9.08033333335,31.811,27.0937777778,25.6444444444,7.98533333333,10.1455555556,26.3467777778,11.5061111111,28.0136666667,8.84311111112
379.44,9.25500000001,31.9905555556,27.3462222222,25.8287777778,8.12744444445,10.2888888889,26.5633333334,11.6737777778,28.2375555555,9.06422222221
379.80,9.19122222223,32.1058888889,27.3886666667,25.8641111111,8.23255555555,10.2654444444,26.6291111111,11.7186666667,28.351,9.00222222222
380.16,9.19422222221,32.1757777778,27.4734444444,25.9617777778,8.23255555556,10.315,26.6366666667,11.7307777778,28.4581111111,9.0398888889
380.52,9.07433333334,32.1783333333,27.5434444444,25.9386666667,8.15955555555,10.2232222222,26.5923333333,11.6245555556,28.373,8.92044444443
380.88,8.91444444444,32.2043333333,27.5356666667,26.0093333333,8.04633333333,10.1253333333,26.6078888889,11.5227777778,28.3987777778,8.82844444445
381.24,9.02466666666,32.3278888889,27.6467777778,26.1454444444,8.107,10.2257777778,26.722,11.5555555556,28.5694444444,8.89722222223
381.61,9.12400000001,32.3972222222,27.7173333333,26.2275555556,8.13777777778,10.2554444444,26.7977777778,11.5578888889,28.5786666667,8.978
381.97,9.10744444443,32.3911111111,27.7315555556,26.224,8.12633333333,10.2005555556,26.7577777778,11.5183333333,28.5813333333,8.93155555554
382.33,9.07922222223,32.3237777778,27.7531111111,26.2111111111,8.10766666667,10.1442222222,26.6755555556,11.5033333333,28.6213333333,8.91244444443
382.69,9.13722222223,32.4564444444,27.8515555556,26.2453333333,8.10933333333,10.191,26.7828888889,11.4808888889,28.7592222222,8.92277777779
383.05,9.08555555554,32.5277777778,27.8667777778,26.2744444444,8.14133333333,10.1738888889,26.7471111111,11.5066666667,28.7671111111,8.83533333333
383.41,8.85577777777,32.3998888889,27.7567777778,26.1502222222,7.93455555556,9.95999999999,26.5772222222,11.2867777778,28.6617777778,8.55899999999
383.77,8.92411111112,32.5223333333,27.8277777778,26.1743333333,7.99544444444,10.0811111111,26.6728888889,11.28,28.7425555555,8.57011111111
384.14,8.95155555556,32.6986666667,27.9895555555,26.2312222222,8.11666666667,10.15,26.8883333333,11.3252222222,28.9121111111,8.60777777778
384.50,9.14855555557,32.9426666667,28.2,26.4675555556,8.30055555556,10.3056666667,27.1295555556,11.4954444445,29.1978888889,8.77788888889
384.86,9.34955555557,33.1445555555,28.3755555555,26.6088888889,8.46833333333,10.4403333333,27.2473333333,11.6502222222,29.3086666667,8.91755555555
385.22,9.28966666665,33.1931111111,28.3936666666,26.626,8.41166666667,10.3475555556,27.2356666667,11.604,29.3263333333,8.83511111111
385.58,9.26866666667,33.2503333333,28.436,26.6806666667,8.38166666667,10.3804444444,27.2167777778,11.6066666667,29.4,8.7828888889
385.94,9.20555555557,33.2951111111,28.4557777778,26.701,8.33077777778,10.3788888889,27.182,11.6051111111,29.4531111111,8.72655555557
386.30,9.26155555554,33.451,28.6073333333,26.8835555556,8.426,10.5126666667,27.377,11.6535555555,29.5785555556,8.77
386.66,9.29033333334,33.5006666666,28.6307777778,26.9832222222,8.48633333333,10.5426666667,27.3485555555,11.7327777778,29.5861111111,8.79744444443
387.03,9.29522222223,33.563,28.6788888889,27.0234444444,8.43,10.5345555555,27.391,11.6924444445,29.6413333333,8.7761111111
387.39,9.36722222223,33.7387777778,28.7535555556,27.181,8.47411111111,10.553,27.4326666667,11.7917777778,29.723,8.84033333334
387.75,9.33966666668,33.7946666667,28.8548888889,27.3085555556,8.44688888889,10.5072222222,27.5026666666,11.8066666666,29.7872222222,8.83899999999
388.11,9.24088888888,33.7288888889,28.8208888889,27.3403333333,8.33522222222,10.4271111111,27.4545555555,11.7304444444,29.7595555555,8.73722222221
388.47,9.15677777778,33.6475555556,28.8038888889,27.2945555556,8.198,10.3656666667,27.357,11.6097777778,29.6773333333,8.64466666668
388.83,9.0461111111,33.533,28.7042222222,27.2148888889,8.10566666667,10.2544444444,27.2615555555,11.4356666666,29.637,8.54711111112
389.19,8.9841111111,33.6044444444,28.7474444444,27.2761111111,8.05988888889,10.2751111111,27.259,11.3943333334,29.6843333333,8.51899999999
389.55,8.96411111111,33.6686666667,28.7346666667,27.2824444444,8.16633333333,10.3012222222,27.3407777778,11.3955555556,29.7408888889,8.522
389.91,8.97744444445,33.7771111111,28.8198888889,27.3376666667,8.17688888889,10.2892222222,27.3741111111,11.39,29.7383333333,8.54733333332
390.27,8.87488888889,33.7415555555,28.7232222222,27.2224444444,8.01466666667,10.1346666667,27.3063333333,11.285,29.7107777778,8.4568888889
390.63,8.77166666667,33.7504444444,28.7193333333,27.1937777778,7.96077777778,10.044,27.3154444444,11.1795555556,29.7934444444,8.38322222222
391.00,8.78566666667,33.7935555555,28.7043333333,27.2676666666,8.03433333334,10.1093333333,27.3631111111,11.2055555556,29.8854444444,8.44455555557
391.36,8.79088888889,33.861,28.7718888889,27.2596666667,8.07177777778,10.1842222222,27.4296666667,11.2077777778,29.9775555556,8.45522222223
391.72,8.85144444445,33.9144444444,28.8046666667,27.3098888889,8.10566666667,10.2165555556,27.3547777778,11.257,29.9994444445,8.52144444445
392.08,8.79044444444,33.8855555555,28.7885555555,27.2704444445,8.04,10.1895555556,27.2746666667,11.1637777778,29.9336666667,8.44122222223
392.44,8.69366666667,33.8885555556,28.7045555556,27.242,7.99222222222,10.0597777778,27.2095555555,11.0737777778,29.9077777778,8.37055555555
392.80,8.73755555556,34.0331111111,28.8055555556,27.329,8.01566666667,10.1501111111,27.3002222222,11.1441111111,30.0442222222,8.40588888888
393.16,8.714,34.0191111111,28.817,27.2665555556,8.02011111111,10.091,27.2756666667,11.0775555555,30.0354444444,8.36922222222
393.52,8.73833333333,34.0946666667,28.9297777778,27.3994444445,7.98766666667,10.0846666667,27.297,11.1224444444,30.0985555556,8.39688888888
393.88,8.758,34.1942222222,29.0322222222,27.4842222222,8.02288888889,10.1212222222,27.3846666667,11.1703333333,30.2525555556,8.46211111111
394.24,8.844,34.3053333333,29.1434444444,27.5967777778,8.13944444445,10.2131111111,27.455,11.2444444444,30.3517777778,8.51655555557
394.60,8.92844444444,34.4655555556,29.3053333333,27.736,8.25088888889,10.3098888889,27.563,11.3336666667,30.4474444445,8.65544444443
394.96,8.89888888889,34.5344444444,29.3861111111,27.7828888889,8.239,10.2911111111,27.5668888889,11.3197777778,30.4822222222,8.637
395.32,8.96244444444,34.5563333333,29.4025555555,27.8556666667,8.30122222222,10.3091111111,27.5903333333,11.3171111111,30.5716666667,8.67211111111
395.68,8.89744444445,34.5681111111,29.3616666667,27.806,8.22955555555,10.2704444444,27.6122222222,11.2064444444,30.5571111111,8.60011111112
396.04,8.93455555555,34.6352222222,29.3957777778,27.9163333333,8.27622222222,10.2102222222,27.6594444444,11.212,30.6138888889,8.59344444445
396.40,9.03655555556,34.7594444445,29.5085555556,28.0175555556,8.37144444444,10.2982222222,27.7693333333,11.2861111111,30.7275555556,8.67666666665
396.76,9.00411111111,34.7854444445,29.5128888889,28.0411111111,8.36588888889,10.2715555556,27.757,11.2766666667,30.6924444444,8.67866666668
397.12,9.02977777778,34.88,29.5488888889,28.0976666667,8.35833333333,10.3014444444,27.7663333333,11.3194444444,30.7118888889,8.69566666668
397.48,8.95711111111,34.8725555555,29.5155555556,28.0343333333,8.29711111111,10.2242222222,27.7504444444,11.2116666667,30.7138888889,8.62366666667
397.84,8.92411111111,34.9247777778,29.4851111111,28.0396666667,8.26911111111,10.1772222222,27.7063333333,11.1204444445,30.6648888889,8.50466666668
398.20,8.80588888889,34.9393333333,29.4935555556,28.0513333333,8.169,10.0656666667,27.6495555556,10.9835555555,30.6237777778,8.41033333334
398.56,8.76277777778,34.9233333333,29.4196666667,28.0817777778,8.06277777778,9.99388888889,27.6148888889,10.9122222222,30.6314444445,8.31966666665
398.92,8.66411111111,34.8676666667,29.4003333333,28.0403333333,7.94977777778,9.83944444444,27.5497777778,10.7741111111,30.541,8.20588888888
399.28,8.557,34.8858888889,29.4374444444,28.0351111111,7.81388888889,9.75488888889,27.5462222222,10.7147777778,30.4432222222,8.10944444444
399.64,8.52355555556,34.937,29.4748888889,28.107,7.78733333333,9.68966666668,27.5891111111,10.6852222222,30.4997777778,8.07677777778
400.00,8.55366666667,35.1383333333,29.5862222222,28.2195555556,7.80155555556,9.73266666668,27.6617777778,10.7461111111,30.5988888889,8.15877777777
400.36,8.41844444444,35.1658888889,29.6126666667,28.2551111111,7.70388888889,9.65044444445,27.6404444444,10.6694444445,30.5965555556,8.0748888889
400.72,8.36611111111,35.1333333333,29.5945555556,28.2225555556,7.65033333333,9.5608888889,27.5984444445,10.5991111111,30.5684444444,7.98433333334
401.08,8.313,35.1477777778,29.6445555555,28.2838888889,7.58866666667,9.48833333335,27.6451111111,10.5311111111,30.5817777778,7.91955555554
401.44,8.22044444444,35.1628888889,29.6168888889,28.314,7.48866666666,9.39966666668,27.5876666667,10.4381111111,30.5746666667,7.85888888888
401.80,8.08922222222,35.108,29.5762222222,28.3311111111,7.37622222222,9.27522222221,27.5642222222,10.3473333334,30.5677777778,7.77788888888
