wavelength,Back_TiaFulf,Belly_TiaFulf,Breast_TiaFulf,Crissum_TiaFulf,Crown_TiaFulf,DorTail_TiaFulf,Rump_TiaFulf,Throat_TiaFulf,WingTip_TiaFulf
332.08,6.50455555556,13.5073333333,7.28966666667,8.26711111112,3.97255555556,6.56905555556,5.91811111111,10.039,7.06577777778
332.44,6.54677777778,13.562,7.38444444444,8.39122222221,4.09544444445,6.57938888889,6.07455555555,10.1825555556,7.19366666667
332.81,6.71011111111,13.5085555556,7.40022222222,8.37755555555,4.22722222222,6.39072222222,5.96177777778,10.1337777778,7.16833333333
333.18,6.64733333333,13.4666666667,7.25966666667,8.37555555557,4.18022222222,6.314,5.809,10.0013333333,7.18433333333
333.54,6.24755555556,13.2213333333,6.935,8.16444444446,4.03011111111,6.1255,5.52144444444,9.79566666666,6.956
333.91,6.15944444445,13.1896666667,6.91288888889,8.22933333333,3.98711111111,6.14183333333,5.59355555555,9.8651111111,7.04766666666
334.28,6.25122222222,13.2663333333,6.92544444444,8.29066666668,3.95444444445,6.19172222222,5.59466666667,9.93666666665,7.11011111111
334.64,6.49833333333,13.4715555555,7.17255555556,8.60577777778,4.08666666667,6.34066666667,5.82988888889,10.1185555556,7.36588888889
335.01,6.46866666667,13.6284444445,7.18755555556,8.7011111111,4.13211111111,6.37283333333,5.905,10.2682222222,7.45533333333
335.38,6.708,13.9955555556,7.42966666667,9.10733333336,4.31133333333,6.78044444444,6.21744444444,10.5175555555,7.75044444445
335.74,6.68488888889,13.9603333333,7.41288888889,9.07788888889,4.28622222222,6.75205555556,6.16533333333,10.3336666667,7.597
336.11,6.85055555556,14.1488888889,7.65833333333,9.37233333333,4.35055555556,6.91211111111,6.31022222222,10.4863333333,7.825
336.47,6.93244444445,14.1701111111,7.82166666667,9.39688888889,4.44911111111,6.97772222222,6.40477777778,10.6876666667,7.86988888889
336.84,7.26677777778,14.4356666666,8.12577777778,9.68477777776,4.71644444444,7.22705555556,6.70766666666,11.0422222222,8.30622222222
337.21,7.296,14.5133333333,8.03477777778,9.72033333333,4.772,7.15677777778,6.63866666666,10.9716666667,8.22933333333
337.57,7.17177777778,14.4895555555,7.89433333333,9.71533333334,4.59433333333,7.02444444444,6.48555555555,10.8503333333,8.04822222222
337.94,6.949,14.4985555556,7.63788888889,9.55133333333,4.52855555556,6.94911111111,6.32244444444,10.7314444445,7.88488888889
338.31,7.07433333333,14.621,7.751,9.65955555556,4.70055555556,7.02005555556,6.40544444445,10.7082222222,7.89288888889
338.67,7.21111111111,14.6353333333,7.82366666667,9.74911111113,4.81155555555,6.91622222222,6.49266666666,10.7428888889,7.98822222222
339.04,6.98588888889,14.5693333333,7.72988888889,9.63588888889,4.70522222222,6.819,6.30855555556,10.6726666667,7.88888888889
339.40,6.76366666667,14.5095555556,7.48966666667,9.36188888888,4.53988888889,6.63677777778,6.07111111111,10.5878888889,7.705
339.77,6.54388888889,14.3765555556,7.23977777778,9.16766666666,4.27955555556,6.34738888889,5.76088888889,10.3281111111,7.50911111111
340.14,6.23277777778,14.1205555556,6.99677777778,8.92400000001,3.94133333333,6.06972222222,5.42055555556,10.062,7.06022222222
340.50,5.92722222222,13.8984444445,6.75911111111,8.64088888888,3.51766666667,5.81561111111,5.09533333333,9.94188888888,6.797
340.87,5.95611111111,13.9235555556,6.71933333333,8.60533333332,3.50277777778,5.82794444445,5.13522222222,9.9661111111,6.90777777778
341.23,5.98611111111,13.859,6.74544444444,8.50255555554,3.36022222222,5.80438888889,5.05544444444,9.97866666668,6.94955555555
341.60,5.82533333333,13.7637777778,6.67611111111,8.32788888889,3.13833333334,5.67511111111,4.93055555556,9.88088888888,6.777
341.96,5.65277777778,13.7817777778,6.57711111111,8.14344444445,3.05755555555,5.62255555556,4.86,9.81955555554,6.63555555555
342.33,5.92088888889,14.0114444445,6.76433333334,8.34777777778,3.20533333333,5.773,5.05344444444,10.0851111111,6.85066666667
342.70,5.94455555555,13.9985555555,6.826,8.47133333333,3.25277777778,5.87961111111,5.202,10.0504444444,6.88511111111
343.06,6.00288888889,14.2394444444,7.01144444445,8.6838888889,3.52911111111,5.97022222222,5.47866666667,10.1981111111,6.98133333333
343.43,5.97144444445,14.2665555555,7.07366666666,8.65933333332,3.59744444444,5.93027777778,5.60933333333,10.1991111111,7.12177777778
343.79,6.11822222222,14.5593333333,7.34477777778,8.83333333336,3.926,6.11933333333,5.82722222222,10.3285555556,7.39222222222
344.16,6.11233333333,14.5628888889,7.48133333333,8.93944444444,4.07211111111,6.18766666667,5.88988888889,10.4221111111,7.40155555555
344.52,5.88333333334,14.326,7.28,8.82933333336,3.97344444444,5.95122222222,5.713,10.1648888889,7.21
344.89,5.92911111111,14.2847777778,7.27444444444,8.84722222221,4.02344444444,5.96105555555,5.80233333333,10.1991111111,7.30433333333
345.25,5.79966666667,14.1606666667,7.16933333333,8.82388888888,4.04555555556,5.89216666667,5.64255555556,10.1618888889,7.21011111111
345.62,5.68933333333,14.1548888889,7.09844444444,8.70144444444,3.95355555556,5.87872222222,5.56488888889,10.1717777778,7.05411111111
345.99,5.79844444445,14.3405555556,7.22922222222,8.90422222221,4.13422222222,6.01211111111,5.72066666666,10.3811111111,7.13244444444
346.35,5.91588888889,14.3904444444,7.28155555556,8.93244444443,4.08188888889,6.14816666667,5.67833333333,10.4473333333,7.14066666667
346.72,6.26322222222,14.607,7.52211111111,9.20355555554,4.26488888889,6.49133333333,5.79644444444,10.621,7.22
347.08,6.48622222222,14.677,7.67633333333,9.39811111113,4.394,6.68633333333,5.98233333333,10.6834444445,7.293
347.45,6.57266666667,14.7133333333,7.66188888889,9.33222222224,4.381,6.77361111111,6.00233333333,10.694,7.194
347.81,6.79588888889,14.967,7.851,9.53455555556,4.52911111111,6.93555555555,6.12077777778,10.904,7.315
348.18,6.72033333333,15.0555555556,7.84811111111,9.54533333334,4.51811111111,6.82261111111,5.99977777778,10.9126666667,7.22288888889
348.54,6.74555555556,15.1334444445,7.90866666667,9.58333333333,4.48188888889,6.85777777778,6.00555555555,10.9513333333,7.12122222222
348.91,6.74566666667,15.0842222222,7.94633333333,9.67977777778,4.47766666667,6.7995,6.03622222222,10.9385555556,7.17222222222
349.27,6.74188888889,15.128,7.98688888889,9.68233333333,4.41855555556,6.75344444444,6.09266666666,10.887,7.22233333333
349.64,6.52411111111,14.9197777778,7.85211111111,9.5101111111,4.28866666667,6.44261111111,5.94888888889,10.6732222222,7.06977777778
350.00,6.35211111111,14.8406666667,7.70133333333,9.4028888889,4.29555555556,6.25194444444,5.93033333333,10.5724444444,6.99522222222
350.37,6.108,14.7454444444,7.51822222222,9.18577777779,4.07266666667,5.96466666667,5.77144444444,10.5378888889,6.829
350.73,6.02222222222,14.8272222222,7.55211111111,9.20566666668,4.07733333333,5.87338888889,5.78055555556,10.5185555556,6.953
351.10,5.94655555556,14.8161111111,7.43288888889,9.16388888888,4.06533333333,5.88905555556,5.73655555556,10.506,6.98188888889
351.46,5.98155555555,14.733,7.35433333333,9.20733333332,4.07555555556,6.00005555556,5.74444444445,10.5064444444,7.04177777778
351.83,6.01166666667,14.7108888889,7.35555555555,9.1612222222,4.03944444444,6.01272222222,5.77433333333,10.42,7.20522222222
352.19,6.07077777778,14.7833333333,7.36466666667,9.20966666667,4.139,6.09583333333,5.81511111111,10.4088888889,7.24777777778
352.55,6.24688888889,14.9315555556,7.42477777778,9.31799999998,4.30133333333,6.27683333333,5.93811111111,10.51,7.33455555555
352.92,6.37388888889,15.1064444444,7.49066666667,9.38922222222,4.43577777778,6.484,6.09422222222,10.6448888889,7.54422222222
353.28,6.33733333334,15.1581111111,7.37366666666,9.29477777779,4.24844444444,6.365,5.95033333333,10.6354444444,7.421
353.65,6.30855555556,15.2453333333,7.35677777778,9.29722222224,4.28222222222,6.34061111111,5.89944444444,10.5131111111,7.36088888889
354.01,6.26233333333,15.3012222222,7.34633333333,9.31455555557,4.20188888889,6.27761111111,5.879,10.4834444444,7.302
354.38,6.11966666667,15.259,7.34977777778,9.25700000001,4.18588888889,6.1415,5.92044444444,10.4911111111,7.28377777778
354.74,6.16811111111,15.4061111111,7.45844444444,9.33522222222,4.26133333333,6.16983333333,6.04466666667,10.6235555556,7.31866666667
355.11,6.19622222222,15.4868888889,7.44988888889,9.4328888889,4.27411111111,6.13166666667,6.05222222222,10.7067777778,7.269
355.47,6.19522222222,15.4933333333,7.44533333333,9.40311111113,4.20133333333,6.11533333333,5.97811111111,10.6805555556,7.17744444444
355.83,6.02666666667,15.3081111111,7.32088888889,9.2301111111,4.03233333333,5.95066666667,5.79333333333,10.5647777778,7.00766666667
356.20,6.05611111111,15.2534444444,7.30644444444,9.28055555557,3.93966666667,5.87938888889,5.69744444444,10.5188888889,6.86133333333
356.56,6.12877777778,15.281,7.44055555556,9.41977777778,4.12433333333,5.99511111111,5.85777777778,10.6303333333,6.992
356.93,6.28577777778,15.2485555556,7.55044444444,9.58588888888,4.18222222222,6.13294444445,5.99,10.7773333333,7.03022222222
357.29,6.39433333333,15.2362222222,7.58611111111,9.66233333333,4.26211111111,6.15566666667,5.97244444444,10.8201111111,7.104
357.66,6.50588888889,15.2541111111,7.677,9.75622222222,4.33144444444,6.24016666667,5.95977777778,10.818,7.07622222222
358.02,6.60011111111,15.3095555556,7.72211111111,9.80322222223,4.41588888889,6.2675,6.02066666667,10.8505555555,7.16522222222
358.38,6.67855555556,15.3858888889,7.76177777778,9.83566666667,4.503,6.32866666667,6.06566666667,10.9047777778,7.19111111111
358.75,6.77433333334,15.4788888889,7.82855555555,9.93633333332,4.63077777778,6.39122222222,6.12277777778,11.0104444444,7.25888888889
359.11,6.79211111111,15.493,7.83588888889,9.94944444446,4.58522222222,6.3265,6.08588888889,11.0362222222,7.25811111111
359.48,6.82944444444,15.637,7.89355555555,10.0066666666,4.68177777778,6.42016666667,6.16088888889,11.1232222222,7.34811111111
359.84,6.77411111111,15.6608888889,7.88933333333,10.0265555556,4.64311111111,6.38716666667,6.10055555555,11.0921111111,7.366
360.20,6.75544444444,15.7185555555,7.83022222222,9.99822222222,4.66133333333,6.40911111111,6.01033333333,11.0545555555,7.38322222222
360.57,6.78044444445,15.8047777778,7.83544444445,10.022,4.69655555556,6.459,6.08577777778,11.0864444444,7.35633333334
360.93,6.714,15.8314444444,7.76788888889,9.9711111111,4.60577777778,6.39677777778,6.05566666667,11.0253333333,7.28655555555
361.29,6.63611111111,15.8642222222,7.75466666667,9.93877777776,4.512,6.35261111111,5.95377777778,10.9623333333,7.18388888889
361.66,6.63933333333,15.967,7.81666666666,9.93766666667,4.50455555555,6.33744444444,6.01433333333,11.0071111111,7.209
362.02,6.58222222222,15.9612222222,7.77377777778,9.89244444447,4.45233333334,6.28716666667,6.01811111111,10.9505555556,7.22322222222
362.39,6.57922222222,16.0161111111,7.78244444444,9.91933333333,4.50111111111,6.28033333333,6.07722222222,10.9271111111,7.231
362.75,6.49355555556,15.9038888889,7.65288888889,9.81366666666,4.34388888889,6.10805555556,5.95822222222,10.8275555555,7.13488888889
363.11,6.51388888889,15.919,7.63411111111,9.78044444444,4.29155555556,6.10616666667,5.98155555556,10.8428888889,7.104
363.48,6.632,16.112,7.826,9.86666666668,4.39933333333,6.18922222222,6.15688888889,10.9924444445,7.24222222222
363.84,6.55666666667,16.1027777778,7.83466666667,9.83188888891,4.363,6.16005555556,6.13122222222,10.9661111111,7.22955555555
364.20,6.62888888889,16.1634444445,7.94355555555,9.87444444447,4.36722222222,6.18838888889,6.15133333334,11.0568888889,7.26622222222
364.57,6.67866666667,16.1268888889,7.95922222222,9.87133333334,4.38122222222,6.19861111111,6.17877777778,11.0694444444,7.30433333333
364.93,6.64611111111,16.0792222222,7.98766666666,9.90877777778,4.34633333333,6.12116666667,6.15544444445,11.0496666667,7.25111111111
365.29,6.69266666667,16.1227777778,8.044,10.0187777778,4.38688888889,6.16577777778,6.24577777778,11.1675555556,7.283
365.66,6.764,16.2227777778,8.16477777778,10.1336666667,4.48811111111,6.28633333333,6.27177777778,11.2991111111,7.41666666667
366.02,6.84744444445,16.3638888889,8.32611111111,10.241,4.63077777778,6.44444444445,6.39033333333,11.3662222222,7.47688888889
366.38,6.731,16.3311111111,8.21722222222,10.132,4.50288888889,6.34522222222,6.20888888889,11.203,7.34655555555
366.75,6.44,16.128,7.95455555556,9.95899999999,4.25822222222,6.14916666667,5.99177777778,11.0211111111,7.10722222222
367.11,6.45588888889,16.1553333333,8.00722222222,10.0587777778,4.26077777778,6.16222222222,5.98677777778,11.1095555556,7.07855555556
367.47,6.49788888889,16.1953333333,8.00222222222,10.0535555556,4.30377777778,6.124,5.99733333333,11.0942222222,7.08888888889
367.84,6.48133333333,16.2932222222,7.99144444444,10.115,4.348,6.15205555556,6.03444444444,11.1308888889,7.09477777778
368.20,6.529,16.285,7.974,10.0996666666,4.41911111111,6.22516666667,6.03466666667,11.1567777778,7.14222222222
368.56,6.49944444445,16.2902222222,7.95077777778,10.047,4.39455555556,6.15361111111,5.94655555556,11.091,7.05966666667
368.93,6.37144444444,16.2167777778,7.772,9.93055555553,4.20577777778,6.04244444444,5.83188888889,10.9462222222,6.87933333333
369.29,6.46322222222,16.2508888889,7.82266666667,10.0725555556,4.36011111111,6.09161111111,5.96111111111,11.1152222222,6.92644444444
369.65,6.54444444444,16.2808888889,7.928,10.1664444444,4.48922222222,6.12083333333,6.03,11.2212222222,6.92466666667
370.01,6.54066666667,16.3494444444,7.98166666667,10.1825555555,4.52233333333,6.08622222222,5.93066666667,11.1776666667,6.89044444444
370.38,6.45644444445,16.3243333333,7.92611111111,10.0955555555,4.49822222222,6.03822222222,5.88522222222,11.065,6.91644444444
370.74,6.50933333333,16.3785555556,8.00133333333,10.242,4.60311111111,6.17855555556,5.95788888889,11.2127777778,7.00844444445
371.10,6.50066666666,16.3264444445,8.00455555556,10.1848888889,4.54933333333,6.16527777778,5.92711111111,11.2265555555,7.01177777778
371.46,6.49377777778,16.3755555556,7.96944444445,10.242,4.54111111111,6.21572222222,5.93388888889,11.2435555556,7.06933333333
371.83,6.54622222222,16.4601111111,8.04577777778,10.217,4.60311111111,6.27211111111,5.97144444445,11.2952222222,7.14911111111
372.19,6.60755555555,16.5994444444,8.19822222222,10.2775555556,4.72088888889,6.32127777778,6.05311111111,11.385,7.20544444444
372.55,6.47255555555,16.564,8.15122222222,10.1283333333,4.60188888889,6.27505555556,5.90288888889,11.2664444444,7.16844444445
372.92,6.52366666667,16.622,8.19544444444,10.1866666667,4.67166666667,6.34505555555,6.00322222222,11.3527777778,7.31544444444
373.28,6.66566666667,16.6193333333,8.22122222222,10.2094444444,4.73255555556,6.37022222222,6.10877777778,11.4308888889,7.418
373.64,6.66722222222,16.5413333333,8.13633333334,10.1024444444,4.64855555556,6.30977777778,6.08733333333,11.4285555555,7.34933333333
374.00,6.55288888889,16.4843333333,8.04966666667,9.9708888889,4.51444444444,6.236,5.99655555556,11.2937777778,7.23022222222
374.37,6.46888888889,16.4765555556,7.98144444444,9.93833333331,4.45144444445,6.14983333333,5.90544444444,11.2,7.07255555556
374.73,6.33577777778,16.3646666667,7.91588888889,9.82788888888,4.33977777778,5.98972222222,5.83566666667,11.0942222222,6.922
375.09,6.25233333333,16.2661111111,7.87577777778,9.81466666664,4.24177777778,5.93038888889,5.781,11.0127777778,6.79644444444
375.45,6.22144444445,16.2645555556,7.84644444445,9.80166666668,4.172,5.866,5.72766666667,11.0055555555,6.77955555556
375.81,6.31977777778,16.371,7.82422222222,9.90455555557,4.14933333334,5.84333333333,5.74788888889,11.0397777778,6.80633333333
376.18,6.28866666667,16.4181111111,7.78,9.88188888889,4.05011111111,5.76472222222,5.70622222222,11.0023333333,6.68744444444
376.54,6.26533333333,16.4305555555,7.83122222222,9.87644444447,4.04811111111,5.74783333333,5.75377777778,10.9903333333,6.64977777778
376.90,6.46844444444,16.65,8.01411111111,10.1107777778,4.25388888889,5.90477777778,5.92333333333,11.1712222222,6.84033333333
377.26,6.53177777778,16.7321111111,8.06488888889,10.1682222222,4.33877777778,5.93961111111,6.01888888889,11.287,6.90733333333
377.63,6.56911111111,16.7646666667,8.09777777778,10.2225555556,4.38355555555,5.97166666667,6.04944444444,11.3315555555,6.97722222222
377.99,6.62088888889,16.8033333333,8.11766666667,10.2892222222,4.42477777778,6.00388888889,6.057,11.3802222222,6.95355555555
378.35,6.62877777778,16.8684444444,8.09633333334,10.3412222222,4.43033333333,5.98455555556,6.077,11.3922222222,6.99388888889
378.71,6.64666666667,16.7975555556,8.06011111111,10.3653333333,4.47222222222,6.00483333333,6.10122222222,11.3993333333,6.99111111111
379.07,6.63355555555,16.8531111111,8.10955555556,10.3686666666,4.54011111111,6.05544444444,6.18055555555,11.4366666667,6.96477777778
379.44,6.64222222222,16.8733333333,8.12744444444,10.4012222222,4.64333333333,6.13677777778,6.19411111111,11.4393333333,6.99222222222
379.80,6.63211111111,16.8923333333,8.08944444444,10.4616666667,4.64133333334,6.21322222222,6.17677777778,11.4413333333,7.01266666667
380.16,6.59344444444,16.8435555556,8.03922222222,10.461,4.58188888889,6.22383333333,6.08733333333,11.3368888889,6.92111111111
380.52,6.67133333333,16.8778888889,8.12511111111,10.5824444445,4.68211111111,6.32322222222,6.13366666666,11.338,6.97844444444
380.88,6.73355555556,16.9782222222,8.24222222222,10.6386666667,4.733,6.35622222222,6.221,11.4306666667,6.96777777778
381.24,6.789,17.095,8.30366666667,10.6961111111,4.77644444444,6.41927777778,6.31744444444,11.492,7.07033333333
381.61,6.75277777778,17.1013333333,8.29122222222,10.6986666667,4.76766666667,6.41805555556,6.29655555555,11.5152222222,7.06655555555
381.97,6.64922222222,17.1072222222,8.232,10.5947777778,4.67766666666,6.33211111111,6.19811111111,11.3867777778,7.01522222222
382.33,6.52288888889,16.9802222222,8.14366666667,10.4908888889,4.52055555555,6.22022222222,6.04766666667,11.2102222222,6.90655555556
382.69,6.516,16.9963333333,8.18377777778,10.4415555556,4.48122222222,6.17855555556,6.00033333333,11.2087777778,6.87533333333
383.05,6.53355555556,17.0794444445,8.21333333333,10.4411111111,4.51588888889,6.13916666667,6.03311111111,11.2848888889,6.90944444445
383.41,6.40055555556,17.0333333334,8.13166666667,10.3457777778,4.42766666667,5.98711111111,5.98888888889,11.2367777778,6.876
383.77,6.30055555555,17.0415555556,8.00766666667,10.2304444445,4.30477777778,5.87211111111,5.88155555556,11.1611111111,6.77366666667
384.14,6.23377777778,17.0508888889,7.95355555556,10.1864444444,4.26288888889,5.83833333333,5.80977777778,11.1238888889,6.79944444444
384.50,6.254,17.1085555555,7.994,10.2043333333,4.29577777778,5.86411111111,5.78933333334,11.1531111111,6.83255555555
384.86,6.38522222222,17.2307777778,8.08055555556,10.2986666667,4.38866666667,5.97261111111,5.87711111111,11.2475555555,6.95
385.22,6.51822222222,17.3522222222,8.20144444444,10.4771111111,4.49311111111,6.08077777778,5.98522222222,11.4528888889,7.08188888889
385.58,6.65311111111,17.4877777778,8.31122222222,10.5885555556,4.62111111111,6.18294444444,6.084,11.6255555555,7.25044444444
385.94,6.71488888889,17.5597777778,8.36088888889,10.7137777778,4.66855555556,6.23511111111,6.17922222222,11.7147777778,7.38444444444
386.30,6.69888888889,17.5257777778,8.36788888889,10.7171111111,4.63522222222,6.25711111111,6.14777777778,11.6892222222,7.36688888889
386.66,6.77133333333,17.6157777778,8.49299999999,10.7766666667,4.71244444445,6.34694444444,6.16322222222,11.755,7.35888888889
387.03,6.80222222222,17.6314444444,8.55844444444,10.8427777778,4.76777777778,6.38572222222,6.21722222222,11.7881111111,7.40044444444
387.39,6.89222222222,17.7213333333,8.62288888889,10.9266666667,4.79944444445,6.43594444445,6.29555555556,11.8306666667,7.46488888889
387.75,6.92766666667,17.7795555556,8.68322222223,10.9832222222,4.84344444444,6.47277777778,6.30855555555,11.8436666667,7.50244444445
388.11,6.91766666667,17.7803333333,8.72422222221,10.9733333333,4.85122222222,6.46144444445,6.31744444444,11.8542222222,7.52844444444
388.47,6.902,17.7684444444,8.69000000001,10.9211111111,4.84311111111,6.44644444444,6.29644444444,11.8045555556,7.5
388.83,6.88111111111,17.7953333333,8.7098888889,10.9316666666,4.85288888889,6.4465,6.312,11.8095555556,7.42588888889
389.19,6.83833333334,17.8305555556,8.69300000001,10.8945555556,4.811,6.417,6.27655555555,11.7452222222,7.319
389.55,6.888,17.8821111111,8.72144444443,10.966,4.862,6.41366666667,6.30733333333,11.8045555556,7.35422222222
389.91,6.88666666666,17.8796666667,8.67933333333,10.993,4.84666666667,6.39833333333,6.34222222222,11.8311111111,7.37544444444
390.27,6.84055555555,17.8613333333,8.62877777777,10.9347777778,4.79811111111,6.34072222222,6.30644444445,11.8135555556,7.369
390.63,6.81444444445,17.8515555556,8.58744444443,10.9261111111,4.807,6.32661111111,6.29922222222,11.8202222222,7.36566666667
391.00,6.76811111111,17.8014444445,8.47933333333,10.8796666667,4.76155555556,6.27544444444,6.25977777778,11.778,7.32188888889
391.36,6.73477777778,17.846,8.45233333334,10.9105555556,4.75511111111,6.29544444444,6.25033333333,11.7927777778,7.23188888889
391.72,6.76555555556,17.8696666667,8.48544444444,10.9732222222,4.79955555556,6.32366666667,6.29355555555,11.8402222222,7.20655555556
392.08,6.71077777778,17.7845555556,8.39033333333,10.9155555556,4.71388888889,6.23638888889,6.24622222222,11.7774444444,7.17466666667
392.44,6.74033333333,17.7932222222,8.41133333333,10.959,4.76055555556,6.29077777778,6.26422222222,11.8476666667,7.22933333333
392.80,6.74255555556,17.8415555556,8.38866666667,10.9188888889,4.72177777778,6.29133333333,6.23155555555,11.8001111111,7.22155555555
393.16,6.82177777778,17.9224444444,8.47644444444,10.9857777778,4.79622222222,6.35555555555,6.302,11.8446666667,7.28533333333
393.52,6.88422222222,18.0548888889,8.563,11.0522222222,4.86366666667,6.39566666667,6.374,11.9245555555,7.29388888889
393.88,6.87533333333,18.0475555556,8.5881111111,11.024,4.83233333333,6.38822222222,6.34055555555,11.8871111111,7.24455555556
394.24,6.92211111111,18.0503333333,8.64911111112,11.0417777778,4.84066666667,6.40327777778,6.37477777778,11.9427777778,7.22955555555
394.60,6.85555555555,17.9471111111,8.5751111111,10.9158888889,4.74811111111,6.28072222222,6.28511111111,11.8518888889,7.18333333333
394.96,6.73033333333,17.9262222222,8.49255555555,10.8372222222,4.63266666667,6.17194444445,6.17655555556,11.742,7.09877777778
395.32,6.76177777778,18.0392222222,8.52644444445,10.8641111111,4.67777777778,6.19605555556,6.18955555556,11.782,7.095
395.68,6.73911111111,18.0304444444,8.5088888889,10.793,4.62522222222,6.09638888889,6.16166666667,11.7594444445,7.07011111111
396.04,6.67177777778,18.0035555555,8.49288888889,10.7985555555,4.59277777778,6.05272222222,6.13544444444,11.769,7.00011111111
396.40,6.58111111111,17.9534444444,8.373,10.6788888889,4.47577777778,5.93383333333,6.00077777778,11.712,6.896
396.76,6.54488888889,17.9266666667,8.36111111111,10.6633333333,4.44088888889,5.93105555555,5.94022222222,11.7192222222,6.90044444444
397.12,6.521,17.9105555556,8.31988888889,10.6816666667,4.42977777778,5.88111111111,5.91833333333,11.7416666667,6.92566666667
397.48,6.41966666667,17.9162222222,8.26933333333,10.641,4.35988888889,5.80177777778,5.839,11.6708888889,6.86811111111
397.84,6.50388888889,18.0181111111,8.34077777779,10.8006666667,4.43655555556,5.88233333333,5.93644444444,11.7736666667,6.951
398.20,6.60111111111,18.0251111111,8.38655555556,10.8403333333,4.48366666667,5.93988888889,5.99588888889,11.8442222222,7.00977777778
398.56,6.54822222222,17.9814444445,8.35822222221,10.87,4.46,5.91333333333,6.00444444444,11.8494444444,7.02511111111
398.92,6.54377777778,18.0256666667,8.39311111112,10.977,4.50322222222,5.99311111111,6.05744444445,11.8862222222,7.06133333333
399.28,6.60422222222,18.0455555556,8.40544444443,10.9821111111,4.54133333333,6.00461111111,6.10677777778,11.9153333334,7.10622222222
399.64,6.62344444444,18.137,8.46300000001,11.0601111111,4.64,6.08644444445,6.18244444444,11.9723333333,7.17133333333
400.00,6.60988888889,18.1168888889,8.45233333334,11.058,4.60511111111,6.04305555556,6.16566666667,11.9452222222,7.15366666667
400.36,6.607,18.1528888889,8.42177777777,11.0765555555,4.59744444445,6.08005555556,6.15544444444,11.9403333333,7.13877777778
400.72,6.65477777778,18.2315555556,8.47855555554,11.1481111111,4.63144444444,6.13133333333,6.19477777778,11.9983333333,7.17966666666
401.08,6.63811111111,18.2735555556,8.51866666668,11.1301111111,4.65188888889,6.16583333333,6.17,12.0041111111,7.184
401.44,6.65477777778,18.3316666667,8.53611111112,11.1924444445,4.68955555556,6.18227777778,6.19522222222,12.0186666667,7.21233333333
401.80,6.77877777778,18.483,8.69744444443,11.3298888889,4.77966666667,6.30633333333,6.28344444444,12.1457777778,7.33522222222
402.16,6.85722222222,18.5704444444,8.7238888889,11.3413333333,4.81255555556,6.35511111111,6.28966666667,12.1996666666,7.37955555556
402.52,6.87488888889,18.6432222222,8.76799999999,11.4094444444,4.83955555555,6.40411111111,6.32555555555,12.2261111111,7.41433333333
402.88,6.85866666667,18.6251111111,8.74288888889,11.3984444444,4.80066666667,6.36755555556,6.32166666667,12.1707777778,7.42066666667
403.24,6.85266666667,18.6501111111,8.75033333334,11.4193333333,4.796,6.36144444444,6.33333333333,12.1558888889,7.40522222222
403.60,6.88111111111,18.6694444445,8.804,11.4386666667,4.82744444445,6.35238888889,6.37344444444,12.1936666667,7.39
403.95,6.91088888889,18.6815555556,8.81233333333,11.4508888889,4.859,6.3595,6.38644444445,12.2103333333,7.40177777778
404.31,6.99444444444,18.7335555556,8.85322222223,11.4938888889,4.91566666667,6.37716666667,6.46388888889,12.2487777778,7.41866666666
404.67,6.93777777778,18.7367777778,8.87533333332,11.4521111111,4.892,6.39594444444,6.44677777778,12.259,7.398
405.03,6.86177777778,18.7213333333,8.80322222222,11.3836666667,4.84777777778,6.31988888889,6.38622222222,12.1941111111,7.33411111111
405.39,6.827,18.7031111111,8.77988888889,11.3868888889,4.852,6.30244444444,6.39655555555,12.1778888889,7.30244444444
405.75,6.77855555555,18.6316666666,8.74855555554,11.334,4.82922222222,6.25388888889,6.33933333333,12.139,7.276
406.11,6.78366666667,18.6548888889,8.73244444444,11.3483333333,4.80033333333,6.22383333333,6.29488888889,12.1721111111,7.22811111111
406.47,6.81033333333,18.6852222222,8.72477777779,11.3576666667,4.81077777778,6.237,6.29077777778,12.1794444444,7.24333333333
406.83,6.85188888889,18.7404444445,8.7858888889,11.3858888889,4.85711111111,6.30422222222,6.31922222222,12.2128888889,7.288
407.19,6.85266666667,18.7624444445,8.81044444445,11.3885555555,4.86211111111,6.35211111111,6.343,12.2274444444,7.32111111111
407.55,6.78811111111,18.7556666667,8.72644444446,11.3393333334,4.78777777778,6.30494444444,6.26677777778,12.1907777778,7.29644444444
407.90,6.86488888889,18.8346666667,8.75633333332,11.412,4.85933333333,6.34527777778,6.33766666666,12.2505555556,7.34622222222
408.26,6.92444444444,18.8837777778,8.81477777779,11.4633333333,4.92844444444,6.41111111111,6.37755555555,12.3067777778,7.396
408.62,6.92888888889,18.9172222222,8.86833333334,11.5104444444,4.91944444444,6.39061111111,6.38888888889,12.3348888889,7.40511111111
408.98,6.96222222222,19.0012222222,8.90677777778,11.5524444445,4.94677777778,6.42411111111,6.44344444445,12.3847777778,7.40633333333
409.34,7.032,19.0316666667,9.02055555555,11.5765555556,5.04455555555,6.4895,6.52311111111,12.4632222222,7.48677777778
409.70,7.05944444444,19.0855555555,9.05177777779,11.6251111111,5.10122222222,6.535,6.59122222222,12.5157777778,7.53966666667
410.06,7.05844444444,19.0992222222,9.06988888888,11.6687777778,5.11522222222,6.541,6.60355555556,12.5468888889,7.56233333333
