wavelength,Back_TanFucm,Belly_TanFucm,Breast_TanFucm,Crissum_TanFucm,Crown_TanFucm,DorTail_TanFucm,Patch10_TanFucm,Patch11_TanFucm,Patch12_TanFucm,Patch13_TanFucm,Rump_TanFucm,Throat_TanFucm,WingTip_TanFucm
310.01,6.52396296297,7.80033333333,7.34344444444,5.044,5.10544444444,7.76902,34.6067777778,11.8971111111,14.9345555556,4.79333333333,11.9918888889,5.85788888889,8.93177777778
310.38,6.51792592592,7.73277777778,7.34122222222,5.16777777778,5.10266666666,7.78874444445,34.9246666666,11.9161111111,15.1366666667,4.90433333333,11.9625555556,5.83444444445,8.88366666667
310.75,6.47544444444,7.72722222222,7.33155555556,5.19344444445,5.01166666667,7.75612666667,35.2685555556,12.0357777778,15.3315555556,4.95011111111,11.8406666667,5.84833333333,8.74555555555
311.12,6.62866666667,7.80477777778,7.43544444444,5.25755555556,5.09922222222,7.86557555555,35.5402222222,12.34,15.5488888889,5.03877777778,11.9574444444,6.00355555555,8.88322222222
311.49,6.48359259259,7.61622222222,7.21244444444,4.97366666667,4.93422222222,7.58568888889,35.4333333334,12.131,15.382,4.83988888889,11.8241111111,5.87544444444,8.57333333333
311.85,6.41185185186,7.56955555555,7.19633333333,4.92455555556,4.85088888889,7.43171333333,35.5707777778,12.1183333334,15.3704444445,4.73266666667,11.7552222222,5.77122222222,8.35044444444
312.22,6.55451851852,7.635,7.32722222222,5.15411111111,4.93211111111,7.50053111111,35.9477777778,12.235,15.6711111111,4.932,11.89,5.93811111111,8.31744444444
312.59,6.55459259259,7.60955555556,7.43555555556,5.14344444444,4.76833333333,7.45817777778,36.0792222222,12.2664444445,15.6947777778,4.85011111111,11.8261111111,5.90222222222,8.11788888889
312.96,6.79196296297,7.69222222222,7.49655555556,5.29233333333,4.78811111111,7.56812,36.1434444444,12.4032222222,15.7671111111,5.04444444444,11.9622222222,6.00866666667,7.98966666667
313.33,6.76714814814,7.60811111111,7.46177777778,5.17322222222,4.71488888889,7.45057555556,36.1756666667,12.3986666666,15.8428888889,4.99055555555,11.8758888889,5.87322222222,7.91444444444
313.70,6.87792592592,7.55322222222,7.39111111111,5.26277777778,4.71155555556,7.42753555556,36.4561111111,12.6798888889,16.1505555556,5.01322222222,12.0187777778,5.84833333334,7.81711111111
314.07,7.00696296297,7.59577777778,7.34466666667,5.38666666667,4.81277777778,7.43400222222,36.6753333333,12.585,16.2556666667,5.15633333333,12.0976666667,6.03533333333,7.82277777778
314.43,6.97596296297,7.65733333333,7.28088888889,5.26488888889,4.79366666667,7.40917333333,36.732,12.4846666667,16.2322222222,5.09366666667,12.0624444444,6.06333333334,7.71522222222
314.80,6.96659259259,7.64855555556,7.22111111111,5.03766666667,4.74144444444,7.38303333333,36.5961111111,12.3464444444,16.0834444444,5.18744444445,12.0218888889,5.94866666667,7.64222222222
315.17,6.73177777778,7.51544444445,7.01244444444,4.79344444444,4.467,7.16974888889,36.5065555555,12.0846666667,15.9012222222,5.03366666667,11.918,5.64522222222,7.291
315.54,6.56085185185,7.38355555556,6.86266666667,4.76288888889,4.30055555555,6.92972888889,36.6344444445,12.0258888889,15.8316666667,4.87033333333,11.8598888889,5.38777777778,7.11333333333
315.91,6.56481481481,7.46122222222,6.92133333334,4.98288888889,4.25877777778,6.81179333333,36.6474444445,11.9931111111,15.9623333333,4.81822222222,11.8811111111,5.39766666667,7.12866666667
316.28,6.76707407408,7.74433333334,7.16,5.17277777778,4.44311111111,7.00823777778,36.9314444444,12.1642222222,16.132,5.11644444444,12.1276666667,5.42033333333,7.437
316.64,7.16714814815,8.11677777778,7.37977777778,5.55211111111,4.87155555556,7.31870222222,37.2462222222,12.5025555556,16.4652222222,5.52233333333,12.4066666667,5.777,7.90855555556
317.01,7.3182962963,8.44255555556,7.54866666667,5.76044444444,5.06011111111,7.53052222222,37.7163333333,12.7423333333,16.735,5.65066666667,12.4986666667,5.95733333333,8.24888888889
317.38,7.53314814814,8.8081111111,7.72988888889,6.128,5.32366666667,7.7781,38.0127777778,12.8633333333,17.0355555556,5.794,12.7364444444,6.138,8.40422222222
317.75,7.2492962963,8.62900000001,7.49977777778,5.99655555556,5.18477777778,7.63730222222,37.89,12.4907777778,16.7534444445,5.55222222222,12.4474444444,5.76933333333,8.28155555556
318.12,6.71396296297,8.31166666668,7.179,5.54222222222,4.71188888889,7.17930666667,37.7194444444,12.2202222222,16.4751111111,5.02122222222,12.1765555556,5.21266666667,7.77055555556
318.49,6.61881481481,8.275,7.15822222222,5.51655555556,4.684,7.20862888889,37.8855555556,12.4615555556,16.5668888889,4.88377777778,12.2347777778,5.19188888889,7.69977777778
318.85,6.509,8.11611111111,7.01888888889,5.35622222222,4.65088888889,7.12634888889,38.032,12.4024444444,16.7195555556,4.70888888889,12.198,5.11088888889,7.54022222222
319.22,6.58048148148,8.394,7.11444444444,5.54,4.80811111111,7.21909111111,38.4114444444,12.6578888889,17.0037777778,4.74288888889,12.2676666667,5.26644444444,7.69244444445
319.59,6.98885185185,8.89844444444,7.509,5.962,5.22811111111,7.63691333333,38.6813333333,13.0355555556,17.5397777778,5.07366666667,12.4624444444,5.667,8.12333333333
319.96,6.88681481481,9.09522222221,7.41177777778,5.88111111111,5.31988888889,7.80721111111,38.958,13.1684444444,17.699,5.20555555555,12.5693333333,5.68711111111,8.47188888889
320.32,6.89651851852,9.077,7.40277777778,5.86344444444,5.51066666667,7.81134,38.9684444444,13.1485555556,17.8288888889,5.31333333334,12.5016666667,5.81844444445,8.50977777778
320.69,6.56818518519,8.76388888888,7.17366666667,5.54855555556,5.323,7.56355555555,38.927,12.9967777778,17.7674444444,5.01744444444,12.3438888889,5.54511111111,8.13555555556
321.06,6.2562962963,8.36211111112,7.02044444444,5.275,5.05555555556,7.24633777778,38.8732222222,12.7312222222,17.846,4.77666666667,12.1667777778,5.31677777778,7.83266666667
321.43,6.10055555556,8.27355555555,6.927,5.11255555556,4.94,7.05790222222,39.135,12.8694444444,17.9852222222,4.70133333333,11.9901111111,5.24955555556,7.83766666667
321.80,5.90355555556,8.09233333332,6.79933333333,4.89855555556,4.76244444444,6.86391333333,39.0845555556,12.8057777778,18.0503333334,4.55955555556,11.9042222222,5.20288888889,7.61711111111
322.16,6.18388888889,8.20766666665,6.96444444444,5.108,4.92555555555,7.11024444445,39.1918888889,12.964,18.4025555556,4.78777777778,11.9342222222,5.60411111111,7.93888888889
322.53,6.21111111111,8.26555555555,6.91055555556,5.238,4.97766666667,7.12819333333,39.1153333333,12.821,18.4204444445,4.80877777778,11.8037777778,5.65011111111,8.06311111111
322.90,6.17462962964,8.25066666666,6.93622222222,5.41322222222,4.963,7.04491333333,39.1405555555,12.7697777778,18.2656666667,4.80711111111,11.9122222222,5.49933333333,8.03211111111
323.27,6.32574074074,8.36411111111,7.02922222222,5.50722222222,5.13866666667,7.19207555555,39.2766666667,12.8531111111,18.2374444444,5.12244444444,12.0612222222,5.51988888889,8.157
323.63,6.29140740741,8.22499999999,6.972,5.56511111111,5.10955555556,7.29947111111,39.316,12.92,18.3123333333,5.22277777778,12.1003333333,5.59633333333,8.09333333333
324.00,6.48677777778,8.20899999999,6.95311111111,5.69711111111,5.01744444444,7.30542222222,39.3354444444,12.867,18.3874444445,5.24322222222,12.1078888889,5.62744444445,8.01077777778
324.37,6.00488888889,7.82055555556,6.462,5.30788888889,4.38811111111,6.84657111111,38.7656666667,12.473,18.0181111111,4.66988888889,11.6273333333,5.22188888889,7.56277777778
324.74,6.16162962963,8.09844444444,6.60933333333,5.491,4.568,7.04234666667,38.8703333333,12.6664444445,18.1861111111,4.85277777778,11.7465555555,5.32122222222,7.78766666667
325.10,6.20759259259,8.17733333332,6.69533333333,5.50111111111,4.57533333333,7.12355555556,38.9295555556,12.8675555555,18.111,4.94166666667,11.7767777778,5.34722222222,7.85877777778
325.47,6.09440740741,8.04888888889,6.66733333333,5.42666666667,4.40055555556,7.01420444445,38.5808888889,12.7156666667,18.0714444444,4.86177777778,11.6512222222,5.18777777778,7.67977777778
325.84,6.43188888889,8.41844444446,6.927,5.70433333333,4.68377777778,7.41923555556,38.732,12.9637777778,18.2511111111,5.101,11.8476666667,5.45177777778,7.96655555556
326.21,6.60003703703,8.63122222222,7.10922222222,5.88122222222,4.92566666667,7.56678,38.9964444444,13.179,18.3512222222,5.36911111111,12.0872222222,5.60277777778,8.11933333333
326.57,6.74259259259,8.74977777779,7.40911111111,6.08388888889,5.07922222222,7.71248,39.2064444444,13.4516666666,18.5646666667,5.61533333333,12.3842222222,5.77688888889,8.29677777778
326.94,7.01955555556,9.14288888889,7.62277777778,6.35988888889,5.35522222222,8.01902666667,39.316,13.8838888889,18.9004444445,5.912,12.621,6.22722222222,8.62511111111
327.31,6.89681481481,9.01255555557,7.54522222222,6.35544444444,5.20122222222,7.82995111111,38.9846666667,13.8151111111,18.8764444444,5.765,12.41,6.24133333333,8.59866666667
327.67,7.04874074074,9.27877777778,7.71922222222,6.41466666667,5.36188888889,7.876,39.1371111111,13.9,19.0642222222,5.99088888889,12.551,6.36766666667,8.68111111111
328.04,7.20788888889,9.40122222223,7.88488888889,6.473,5.55811111111,8.00854444444,39.1867777778,14.2116666667,19.2472222222,6.16711111111,12.6664444444,6.59077777778,8.80544444445
328.41,7.62522222222,9.68622222223,8.39588888889,6.85511111111,6.04144444444,8.45152444444,39.5776666667,14.6453333333,19.6597777778,6.58666666667,13.039,6.94211111111,9.27022222222
328.78,7.4182962963,9.45066666666,8.332,6.66611111111,5.94177777778,8.2891,39.5622222222,14.4964444445,19.6041111111,6.41411111111,12.8814444444,6.88066666667,9.12322222222
329.14,7.37848148148,9.55633333333,8.44388888889,6.76166666667,6.05344444445,8.43016666667,39.6772222222,14.5732222222,19.7532222222,6.44966666667,13.0187777778,6.96233333333,9.16833333333
329.51,7.36518518519,9.56733333332,8.37044444444,6.75244444444,6.07288888889,8.46276222222,39.7033333333,14.5614444445,19.6465555556,6.40577777778,13.1251111111,7.09933333333,9.12166666667
329.88,6.97140740741,9.18166666666,8.02355555556,6.41711111111,5.66,7.90546888889,39.4804444444,14.246,19.4243333333,6.03577777778,12.7787777778,6.79577777778,8.80044444444
330.24,6.79066666667,9.05877777777,7.89233333334,6.28577777778,5.46722222222,7.86498,39.2071111111,14.2035555555,19.3737777778,5.78688888889,12.5913333333,6.71755555555,8.68577777778
330.61,6.6277037037,8.83099999999,7.60077777778,5.93688888889,5.205,7.61915333333,38.9634444444,13.9656666666,19.2043333333,5.52888888889,12.3695555555,6.42111111111,8.40555555555
330.98,6.24,8.49099999999,7.31344444444,5.49988888889,4.77711111111,7.17710888889,38.6183333333,13.5917777778,18.9323333333,5.14266666667,11.9008888889,6.00477777778,8.00555555556
331.34,6.23333333333,8.41522222222,7.311,5.40822222222,4.63188888889,7.21414,38.6718888889,13.5787777778,18.9172222222,5.07977777778,11.9402222222,5.931,7.87011111111
331.71,6.07640740741,8.27277777777,7.21122222222,5.385,4.62033333333,7.09464444444,38.5396666667,13.6551111111,18.831,4.85433333333,11.8535555556,5.81111111111,7.83022222222
332.08,5.76366666667,8.05477777778,6.981,5.13633333333,4.48166666667,6.89497777778,38.0125555555,13.4291111111,18.5654444444,4.61977777778,11.652,5.59077777778,7.45422222222
332.44,5.79055555556,8.18177777777,6.97722222222,5.13966666667,4.47722222222,6.94525111111,38.1163333333,13.5414444444,18.6355555556,4.60611111111,11.7655555556,5.609,7.40377777778
332.81,5.90514814815,8.30177777777,6.94433333333,5.18388888889,4.39866666666,7.04613333333,38.0033333333,13.5226666666,18.6907777778,4.68577777778,11.8914444444,5.61888888889,7.45577777778
333.18,6.02851851852,8.28644444443,6.85233333333,5.13466666666,4.48244444445,6.93754222222,37.9144444445,13.4835555556,18.7274444444,4.77866666667,11.8516666667,5.60744444444,7.46288888889
333.54,6.07322222222,8.3121111111,6.86788888889,5.15477777778,4.49677777778,6.95284666667,37.9785555556,13.531,18.7726666667,4.85777777778,11.7974444444,5.47477777778,7.48
333.91,6.35422222222,8.559,7.17211111111,5.32088888889,4.81166666667,7.14472666667,38.1045555556,13.8197777778,18.964,5.15966666667,11.966,5.69944444444,7.69888888889
334.28,6.26155555556,8.5228888889,7.15066666667,5.32522222222,4.847,6.98977333333,38.0964444444,13.7588888889,18.9453333333,5.22633333334,11.9458888889,5.57766666667,7.61377777778
334.64,6.25514814814,8.56788888888,7.12255555556,5.40244444444,4.87322222222,6.90254444444,38.2456666667,13.8381111111,19.0053333333,5.23577777778,11.9785555556,5.623,7.66611111111
335.01,6.4437037037,8.68100000001,7.27055555556,5.64744444444,5.06266666667,7.12944222222,38.3743333333,14.0264444445,19.1545555555,5.43966666667,12.2656666667,5.75611111111,7.86711111111
335.38,6.50225925926,8.67466666666,7.30722222222,5.66755555555,5.19266666667,7.16960222222,38.3756666667,14.199,19.3037777778,5.48888888889,12.3544444444,5.768,7.93244444444
335.74,6.55862962964,8.68733333332,7.30233333333,5.73111111111,5.14222222222,7.23042222222,38.2211111111,14.2415555555,19.2755555555,5.54033333333,12.4702222222,5.73811111111,8.04411111111
336.11,6.61118518519,8.73466666668,7.374,5.86888888889,5.13511111111,7.32610444444,38.3471111111,14.2844444444,19.3985555556,5.55455555555,12.586,5.78488888889,8.17777777778
336.47,6.39688888889,8.51999999999,7.15066666667,5.68255555555,4.91455555556,7.05837777778,38.0175555556,14.1402222222,19.1861111111,5.41477777778,12.4364444445,5.54633333333,8.022
336.84,6.34837037037,8.48544444445,7.184,5.65911111111,4.873,7.0401,37.9144444444,14.2493333333,19.1338888889,5.43833333334,12.4946666667,5.46544444445,8.00455555556
337.21,6.49496296297,8.69544444446,7.301,5.84811111111,4.88322222222,7.12849777778,37.762,14.3881111111,19.1834444445,5.59144444444,12.609,5.64322222222,8.04311111111
337.57,6.66766666667,8.86122222223,7.37755555556,6.00755555556,5.01866666667,7.16576666667,37.7037777778,14.6284444444,19.3777777778,5.82266666667,12.8085555555,5.80944444444,8.19511111111
337.94,6.68255555555,8.97666666668,7.36311111111,6.11077777778,4.96044444444,7.21632,37.6002222222,14.7903333333,19.434,5.89144444444,12.9773333333,5.73833333333,8.17877777778
338.31,6.78207407408,9.02766666668,7.40366666667,6.13333333333,4.95122222222,7.22913333333,37.4273333333,14.9068888889,19.4363333333,5.91033333333,13.0198888889,5.71366666666,8.21022222222
338.67,6.81688888889,9.10188888888,7.45266666667,6.16377777778,4.99111111111,7.32096222222,37.2594444444,14.9495555556,19.4137777778,5.93111111111,13.0061111111,5.67433333333,8.21911111111
339.04,6.78566666667,9.05522222223,7.343,6.05144444445,4.95888888889,7.31048888889,37.0947777778,14.8833333333,19.3256666667,5.81933333333,12.9567777778,5.596,8.17733333333
339.40,6.75355555556,9.14499999999,7.35733333333,6.08733333333,5.00411111111,7.29766444444,36.8956666667,14.8715555555,19.2057777778,5.80222222222,13.0357777778,5.63488888889,8.236
339.77,6.71625925926,9.17422222223,7.35677777778,6.00988888889,5.00577777778,7.25938666667,36.873,14.8197777778,19.2162222222,5.78877777778,12.985,5.59766666667,8.11377777778
340.14,6.82840740741,9.2488888889,7.46855555556,6.11977777778,5.16188888889,7.32899111111,36.9026666666,14.952,19.2658888889,6.01611111111,13.0811111111,5.684,8.13744444445
340.50,6.98011111111,9.40100000001,7.53033333333,6.28655555556,5.22055555555,7.43556,36.908,15.1158888889,19.4053333333,6.09177777778,13.2151111111,5.867,8.20211111111
340.87,7.10318518519,9.55233333332,7.55355555555,6.40933333333,5.32044444444,7.40066222222,36.8742222222,15.2258888889,19.4577777778,6.16288888889,13.2057777778,6.02011111111,8.21033333333
341.23,6.94533333333,9.3928888889,7.34877777778,6.26044444444,5.29666666667,7.27288888889,36.77,15.1862222222,19.3794444444,6.00688888889,13.117,5.78911111111,8.17755555556
341.60,7.00674074074,9.48922222223,7.50188888889,6.30177777778,5.36466666667,7.44922,36.6146666667,15.3132222222,19.3833333333,6.00533333333,13.19,5.83622222222,8.17833333333
341.96,7.02177777778,9.4788888889,7.58255555556,6.23111111111,5.40055555556,7.51646444445,36.606,15.2741111111,19.3607777778,5.98333333333,13.2536666667,5.84488888889,8.16088888889
342.33,7.00651851852,9.532,7.59044444444,6.11722222222,5.39488888889,7.55389777778,36.5405555556,15.3315555555,19.3671111111,5.99311111111,13.3293333333,5.80588888889,8.13577777778
342.70,6.83407407408,9.40144444445,7.51744444444,5.90188888889,5.23744444444,7.44632,36.3624444444,15.2571111111,19.2831111111,5.94377777778,13.3212222222,5.70177777778,7.97388888889
343.06,6.7857037037,9.41577777779,7.61177777778,5.90077777778,5.18466666666,7.39898888889,36.3558888889,15.4471111111,19.3361111111,5.954,13.3642222222,5.79811111111,7.90244444444
343.43,6.83133333333,9.41577777779,7.64066666667,5.90255555556,5.16577777778,7.40192444444,36.1466666667,15.4115555555,19.3388888889,5.99577777778,13.2963333334,5.79188888889,7.83322222222
343.79,6.83411111111,9.43333333333,7.64266666667,5.894,5.12322222222,7.41727777778,36.0497777778,15.5532222222,19.2858888889,6.02255555556,13.2996666667,5.766,7.83577777778
344.16,6.81981481481,9.48222222223,7.66666666667,5.88866666667,5.04877777778,7.32744666667,35.9057777778,15.6256666667,19.2513333334,5.92277777778,13.325,5.74344444444,7.92722222222
344.52,6.67603703703,9.36066666668,7.57622222222,5.76044444444,5.03966666666,7.14621777778,35.7898888889,15.5696666667,19.1026666667,5.887,13.1914444444,5.58333333333,7.78666666667
344.89,6.44588888889,9.23922222223,7.44144444445,5.54355555556,4.87155555555,6.96949111111,35.6847777778,15.54,19.032,5.70822222222,13.0423333333,5.38977777778,7.61366666667
345.25,6.35785185185,9.22322222223,7.31522222222,5.47844444445,4.69233333333,6.86364666667,35.4008888889,15.4881111111,18.8001111111,5.68011111111,12.9603333333,5.30833333333,7.42888888889
345.62,6.26651851852,9.12033333332,7.18644444444,5.45022222222,4.58411111111,6.68904888889,35.359,15.5028888889,18.7371111111,5.67544444444,12.9205555556,5.21022222222,7.34966666667
345.99,6.26607407408,9.13844444444,7.17633333333,5.47711111111,4.551,6.61718666667,35.1913333333,15.6056666667,18.7672222222,5.76322222222,12.9672222222,5.33488888889,7.399
346.35,6.28722222222,9.25166666667,7.21311111111,5.65511111111,4.57633333333,6.67223555556,35.1798888889,15.7315555556,18.7974444445,5.77588888889,13.031,5.49411111111,7.48533333333
346.72,6.24196296296,9.23822222222,7.173,5.66988888889,4.56044444445,6.61168666667,34.9497777778,15.8216666667,18.7014444444,5.70488888889,12.9327777778,5.43566666667,7.42555555555
347.08,6.23966666667,9.21144444443,7.13433333334,5.64966666667,4.56188888889,6.54846666667,34.7083333333,15.8448888889,18.6038888889,5.76877777778,12.9011111111,5.28233333333,7.41066666667
347.45,6.29659259259,9.36233333334,7.18488888889,5.70266666667,4.65611111111,6.55144222222,34.788,16.0654444445,18.6233333333,5.87011111111,13.0346666667,5.34222222222,7.42755555556
347.81,6.33548148148,9.42422222222,7.19,5.77,4.69277777778,6.51900888889,34.5343333333,16.0911111111,18.5994444444,5.901,13.1021111111,5.46611111111,7.40744444444
348.18,6.31759259259,9.48555555556,7.17444444445,5.75,4.65888888889,6.53086444445,34.3413333333,16.1663333333,18.507,6.04311111111,13.1253333333,5.54377777778,7.35344444445
348.54,6.49140740741,9.70477777777,7.33555555556,5.90722222222,4.83222222222,6.74712666667,34.2057777778,16.3667777778,18.6453333334,6.24944444445,13.3514444444,5.70655555556,7.527
348.91,6.67548148148,9.77677777778,7.46966666667,6.06755555556,4.97233333333,6.89006222222,34.0561111111,16.4175555556,18.6792222222,6.39622222222,13.5844444444,5.97466666667,7.65211111111
349.27,6.77259259259,9.81611111111,7.662,6.13011111111,5.07011111111,6.99792888889,33.9972222222,16.5993333333,18.8205555556,6.378,13.6974444444,6.059,7.75877777778
349.64,6.86296296297,9.98900000001,7.77911111111,6.15455555556,5.24655555555,7.12506,33.975,16.6313333333,18.8558888889,6.46111111111,13.794,6.16555555556,7.88611111111
350.00,6.7502962963,9.86944444446,7.70111111111,6.13322222222,5.20333333333,7.12790666667,33.8,16.5882222222,18.7403333333,6.37655555556,13.7135555556,6.01966666666,7.82755555555
350.37,6.67425925926,9.67155555555,7.585,5.98277777778,5.11911111111,6.96034888889,33.5802222222,16.5271111111,18.5923333334,6.32088888889,13.6715555555,5.85422222222,7.68522222222
350.73,6.82025925926,9.78355555554,7.67855555556,6.11066666667,5.21033333334,7.03320888889,33.5808888889,16.736,18.681,6.55933333333,13.8872222222,5.98988888889,7.75844444445
351.10,6.7377037037,9.77733333332,7.573,6.12422222222,5.14066666667,7.04098,33.4817777778,16.7365555556,18.578,6.49411111111,13.9186666667,6.04277777778,7.69877777778
351.46,6.55040740741,9.56144444444,7.40811111111,5.96533333333,4.958,6.8612,33.1928888889,16.6078888889,18.3996666667,6.31633333333,13.777,5.90044444444,7.55011111111
351.83,6.41066666667,9.42855555557,7.352,5.87766666667,4.85166666666,6.79649333333,33.1582222222,16.5528888889,18.3038888889,6.26111111111,13.776,5.72022222222,7.429
352.19,6.32788888889,9.35244444446,7.28888888889,5.74611111111,4.77466666667,6.77098666667,33.1034444444,16.4915555556,18.1895555556,6.077,13.7595555556,5.57911111111,7.21933333333
352.55,6.25418518519,9.29188888889,7.25411111111,5.70388888889,4.672,6.70670888889,33.0663333333,16.5634444444,18.145,5.95888888889,13.7434444445,5.53055555555,7.08088888889
352.92,6.18740740741,9.281,7.22177777778,5.697,4.66644444445,6.65829555556,32.9057777778,16.6476666667,17.9798888889,5.96744444445,13.6648888889,5.361,6.98577777778
353.28,6.18422222222,9.39777777779,7.33033333333,5.80333333334,4.698,6.70545111111,33.0307777778,16.7452222222,18.0368888889,6.14511111111,13.8103333333,5.42566666667,7.06211111111
353.65,5.98348148148,9.20644444446,7.219,5.62644444444,4.46566666667,6.50517555556,32.748,16.6431111111,17.7395555555,5.97066666667,13.6804444445,5.25688888889,6.77355555555
354.01,6.20514814814,9.42844444443,7.42411111111,5.75144444444,4.62255555555,6.55972666667,32.8914444444,16.8662222222,17.8615555556,6.14677777778,13.871,5.393,6.77388888889
354.38,6.27374074075,9.523,7.56266666667,5.79166666667,4.68588888889,6.63453333333,32.9005555556,17.0147777778,17.9611111111,6.18511111111,13.9206666667,5.43133333333,6.78255555556
354.74,6.28322222222,9.55766666665,7.64966666667,5.85611111111,4.69577777778,6.66329777778,32.7466666666,17.0106666667,17.934,6.16722222222,13.9232222222,5.42266666667,6.831
355.11,6.37144444444,9.68355555556,7.77433333333,5.963,4.79277777778,6.70332444444,32.689,17.1325555556,18.0216666667,6.24111111111,14.0011111111,5.49088888889,6.85211111111
355.47,6.3362962963,9.7531111111,7.84033333333,5.95866666667,4.76355555556,6.74991777778,32.6588888889,17.2387777778,18.0197777778,6.22844444444,14.0052222222,5.50755555555,6.79233333333
355.83,6.44862962964,9.88555555557,8.00266666667,6.04255555556,4.87022222222,6.83136444445,32.6198888889,17.443,18.0865555555,6.36988888889,14.1211111111,5.63044444445,6.89377777778
356.20,6.40018518519,9.85366666667,7.94455555556,5.96988888889,4.77055555555,6.68244,32.5296666666,17.4755555556,18.0244444444,6.321,14.0441111111,5.51455555555,6.94166666667
356.56,6.426,9.90299999999,7.91066666667,5.96744444444,4.76088888889,6.71621555555,32.3975555555,17.5065555556,17.9401111111,6.36766666667,14.0817777778,5.49722222222,6.99655555556
356.93,6.44366666667,9.97966666667,7.93033333333,5.95655555556,4.81222222222,6.72835555556,32.3108888889,17.5688888889,17.9927777778,6.35322222222,14.1903333333,5.52688888889,7.10955555556
357.29,6.47274074074,9.94844444443,7.91911111111,5.94233333333,4.874,6.70542444444,32.1677777778,17.6148888889,17.9013333333,6.35433333333,14.224,5.51488888889,7.01466666667
357.66,6.49237037037,10.0266666667,7.94311111111,5.96277777778,4.87288888889,6.75519777778,32.1846666667,17.7923333333,17.988,6.40888888889,14.31,5.50311111111,7.10588888889
358.02,6.40611111111,9.97677777779,7.82455555555,5.90255555556,4.78588888889,6.64761777778,31.9963333333,17.7517777778,17.8686666667,6.34733333333,14.2875555555,5.41488888889,7.09477777778
358.38,6.51403703703,10.1232222222,7.89222222222,6.00766666667,4.87833333333,6.69755777778,31.933,17.8445555555,17.8854444445,6.439,14.4153333333,5.47688888889,7.20722222222
358.75,6.46251851852,10.0958888889,7.76577777778,5.93288888889,4.85233333333,6.65091333333,31.8478888889,17.8575555556,17.7654444444,6.34966666667,14.4202222222,5.48655555555,7.15922222222
359.11,6.48825925925,10.1583333333,7.84155555556,5.95166666667,4.87866666667,6.62477111111,31.7893333333,17.9034444445,17.714,6.402,14.5176666666,5.53388888889,7.18888888889
359.48,6.63444444444,10.2775555556,7.96411111111,6.08922222222,4.97122222222,6.76136666667,31.9041111111,18.1187777778,17.7654444445,6.50955555555,14.7281111111,5.59355555555,7.34688888889
359.84,6.61018518519,10.3008888889,7.897,6.04944444444,4.953,6.76205777778,31.8168888889,18.1201111111,17.678,6.46677777778,14.7712222222,5.56544444444,7.362
360.20,6.65162962963,10.415,7.97333333333,6.16622222222,5.05633333333,6.8622,31.7411111111,18.2481111111,17.6891111111,6.59222222222,14.9352222222,5.67433333333,7.36977777778
360.57,6.69181481481,10.4891111111,8.09788888889,6.23466666667,5.10311111111,6.91910888889,31.739,18.3206666666,17.7104444444,6.686,15.029,5.71788888889,7.426
360.93,6.87666666667,10.6324444444,8.30322222222,6.39922222222,5.23477777778,7.08334,31.8246666667,18.5723333333,17.8373333333,6.90777777778,15.2316666667,5.866,7.533
361.29,6.96748148148,10.7743333333,8.41222222222,6.49477777778,5.29522222222,7.19202888889,31.8652222222,18.6638888889,17.9022222222,6.99511111111,15.3584444445,5.95966666667,7.61755555555
361.66,7.00718518519,10.8066666667,8.43566666667,6.49544444444,5.31,7.20495555555,31.7787777778,18.7297777778,17.8214444444,7.04877777778,15.3991111111,6.006,7.61288888889
362.02,6.97362962963,10.8316666667,8.46388888889,6.52311111111,5.342,7.25560666667,31.6916666667,18.8286666666,17.7773333333,7.07366666667,15.4594444444,6.03988888889,7.64688888889
362.39,6.88333333334,10.779,8.39411111111,6.50388888889,5.22988888889,7.20680666667,31.6367777778,18.8418888889,17.6417777778,7.10488888889,15.4474444444,5.99844444444,7.58866666667
362.75,7.00555555556,10.9337777778,8.57366666667,6.61311111111,5.31233333333,7.29023777778,31.7078888889,18.9757777778,17.721,7.292,15.609,6.08444444444,7.72411111111
363.11,6.92948148148,10.8943333333,8.52722222222,6.57222222222,5.25977777778,7.22856888889,31.5814444444,18.983,17.6174444444,7.28155555556,15.5688888889,5.99266666667,7.64966666667
363.48,6.92040740741,10.9131111111,8.52266666667,6.57911111111,5.29811111111,7.21529555556,31.4073333333,18.9396666667,17.5548888889,7.35533333333,15.5971111111,6.01522222222,7.58811111111
363.84,6.90696296297,10.8997777778,8.511,6.58255555556,5.275,7.15042,31.3303333333,19.0004444444,17.5212222222,7.38322222222,15.6074444445,5.96988888889,7.56144444444
364.20,6.94055555555,10.8766666667,8.51211111111,6.56755555556,5.27377777778,7.1549,31.2833333333,18.9961111111,17.4953333333,7.43233333333,15.6094444444,5.92811111111,7.60677777778
364.57,6.95866666667,10.8737777778,8.51633333333,6.53333333333,5.26477777778,7.08801111111,31.2376666667,19.0558888889,17.4473333333,7.45866666666,15.6164444444,5.92944444444,7.55177777778
364.93,6.8717037037,10.8358888889,8.45644444444,6.46544444444,5.17711111111,6.99380666667,31.1388888889,19.0511111111,17.3036666667,7.41988888889,15.5152222222,5.88455555555,7.44788888889
365.29,6.75681481481,10.7337777778,8.39644444445,6.37477777778,5.07088888889,6.82276444444,30.9568888889,19.0626666667,17.1762222222,7.32055555556,15.4333333333,5.80411111111,7.32277777778
