wavelength,Back_AniNotf,Belly_AniNotf,Breast_AniNotf,Crissum_AniNotf,Crown_AniNotf,DorTail_AniNotf,Patch10_AniNotf,Patch11_AniNotf,Patch12_AniNotf,Rump_AniNotf,Throat_AniNotf,WingTip_AniNotf
299.30,12.4211666666,1.14683333333,2.84666666667,2.36725,2.99054166666,3.14466666667,19.638,16.5033333333,-1.152,18.3128333333,0.397500000001,3.28733333333
299.67,13.1933333334,1.77116666667,3.38658333334,3.10466666667,3.35233333333,3.65783333333,20.1561666667,17.2833333333,-0.6115,19.144,0.927500000002,3.74233333333
300.04,13.5075,1.615,3.35783333333,3.037,3.44083333333,3.654,20.1523333333,17.3681666667,-0.6035,19.0973333333,1.07116666666,3.50166666667
300.41,13.475,1.70266666667,3.60475,3.19166666667,3.60620833333,3.54016666666,20.3078333334,17.5825,-0.769666666665,19.3358333333,1.29233333333,3.3715
300.78,13.8251666667,1.89616666667,3.75508333334,3.24466666667,3.70416666667,3.8565,20.6331666667,17.9948333334,-0.400166666667,19.7631666667,1.57766666667,3.71716666667
301.15,14.3143333333,2.3405,4.155,3.67616666666,4.08404166666,4.344,20.9336666666,18.345,0.1065,20.4961666667,1.909,4.21966666667
301.52,14.9505,2.87033333334,4.82316666667,4.28175,4.45829166666,4.87383333333,21.385,18.9031666667,0.544333333333,21.0323333333,2.26666666666,4.52083333334
301.89,15.212,3.27183333334,5.00708333334,4.50358333333,4.81545833333,5.13083333333,21.6346666667,19.2261666667,0.971500000002,21.2845,2.42066666667,4.40666666667
302.26,15.1863333333,3.082,4.86275,4.17408333334,4.94316666667,5.12666666666,21.6476666667,19.2875,1.05566666667,21.2958333334,2.23866666666,4.11966666667
302.63,14.9721666667,2.85633333333,4.49683333333,4.14866666667,5.1125,5.1865,21.5746666666,19.4203333334,1.1195,21.5446666666,2.09983333333,3.98216666666
303.00,15.0911666667,2.51816666667,4.331,4.06025,5.08825,5.213,21.5876666667,19.3798333333,1.08883333333,21.703,1.91,3.7955
303.37,15.4465,2.65383333334,4.51125,4.32833333333,5.403375,5.60033333333,22.1081666666,19.5521666667,1.45166666666,22.1998333333,1.885,3.92266666667
303.74,15.3566666666,2.37066666667,4.12241666666,4.23833333334,5.44025,5.30783333334,22.0965,19.6405,1.24933333334,21.8708333333,1.682,3.82083333333
304.10,15.7155,2.79216666667,4.41333333334,4.63,5.78829166667,5.63266666667,22.5981666667,20.1536666666,1.68866666667,22.3846666666,2.11516666667,4.249
304.47,16.3346666667,2.98166666667,4.47258333334,4.94575,6.11225,6.0495,23.0973333334,20.6996666666,2.19483333334,22.7898333333,2.29933333333,4.783
304.84,16.4358333334,2.8265,4.32108333334,5.1135,6.13554166667,6.0215,23.1125,20.9035,2.09683333333,22.8443333333,2.0405,4.424
305.21,16.8675,3.00166666666,4.71933333334,5.47916666666,6.48858333334,6.286,23.3861666666,21.4456666667,2.54333333334,23.1348333334,2.13516666666,4.51516666667
305.58,16.4963333334,2.48883333334,4.351,4.89283333334,6.48541666666,5.79716666666,23.2011666666,21.2665,2.28116666667,22.8985,1.859,4.26583333334
305.95,17.1183333334,2.943,4.976,5.26775,7.097125,6.30016666667,23.6696666667,21.8246666667,2.77383333333,23.494,2.51016666666,4.8945
306.32,17.9858333334,3.71916666667,5.58816666666,5.97775,7.77429166666,6.7785,24.3371666666,22.647,3.34833333333,24.1298333333,3.27933333333,5.27683333334
306.69,18.833,4.43883333333,6.358,6.76158333334,8.51641666667,7.26266666666,25.3631666666,23.4911666667,4.007,24.6616666666,4.10716666667,5.99816666667
307.06,19.0003333333,4.81083333334,6.62483333333,6.81166666667,8.75183333334,7.53666666667,25.7345,24.0291666666,4.20716666666,24.7016666666,4.512,6.174
307.43,18.9013333333,4.94116666666,6.76275,6.85783333333,8.71441666665,7.3965,25.8511666667,24.4611666667,4.2065,24.8346666667,4.5555,6.30683333333
307.80,19.0941666667,5.30516666667,7.19166666667,6.9425,8.77945833332,7.54,26.0213333333,24.7056666667,4.428,25.2945,4.68633333333,6.2845
308.17,18.9413333334,5.34066666666,7.16091666666,6.94383333334,8.43154166666,7.26933333334,25.5773333333,24.7275,4.25616666666,25.3078333334,4.2795,6.255
308.54,18.8138333333,5.17516666667,7.05833333333,6.69458333334,8.10183333333,6.92466666666,25.2498333333,24.4831666666,4.15266666666,25.068,3.874,6.00433333333
308.90,19.083,5.079,7.21033333333,6.82366666666,8.147,6.74983333334,25.3506666667,24.5563333333,4.071,25.252,3.88983333333,6.16916666666
309.27,19.3708333333,5.06833333333,7.03441666666,6.87233333333,8.13429166666,6.68366666667,25.624,24.7051666667,3.8465,25.385,3.96883333333,6.20533333334
309.64,20.1088333333,5.48366666667,7.4075,7.44833333334,8.27445833333,7.151,26.1515,25.0076666667,4.29366666667,26.0181666666,4.13983333333,6.61233333334
310.01,20.2871666667,5.11166666667,7.04441666666,7.21375,8.03033333334,6.917,26.0123333333,24.8303333334,3.9995,25.9775,3.72033333333,6.3535
310.38,20.423,5.03933333333,7.03591666666,7.21508333334,7.92570833333,6.88833333333,25.8593333334,24.8863333333,3.9645,25.9948333334,3.548,6.28816666667
310.75,20.4273333333,4.6725,6.76866666667,6.87791666667,7.549875,6.60983333334,25.5793333334,24.6485,3.77966666667,25.9355,3.21933333334,5.91183333334
311.12,20.443,4.5125,6.65175,6.74316666667,7.438375,6.35616666667,25.6026666667,24.7256666666,3.504,26.194,2.85666666667,5.5915
311.49,20.5425,4.1445,6.36241666667,6.64275,7.330125,6.1505,25.6475,24.5973333333,3.16,26.3208333333,2.562,5.27933333333
311.85,20.7,3.7455,6.13475,6.45116666667,7.085375,6.06383333333,25.5833333333,24.3886666667,2.96566666667,26.2728333334,2.27633333333,5.148
312.22,21.5036666666,3.948,6.39033333333,6.89233333334,7.59016666666,6.66766666667,26.1303333334,24.7683333334,3.47466666666,26.5843333333,2.63816666666,5.487
312.59,21.9561666666,4.11183333333,6.46483333334,6.93416666666,7.811375,6.80766666666,26.4185,25.1045,3.57666666667,26.8516666667,2.7835,5.62066666667
312.96,21.899,4.16283333333,6.30166666666,6.53775,7.74908333334,6.6745,26.3205,25.266,3.55633333334,26.7831666667,2.5365,5.47083333334
313.33,22.1545,4.359,6.4245,6.68025,8.03454166666,6.86,26.4731666667,25.6378333333,3.76683333333,26.8731666667,2.67833333333,5.52866666667
313.70,22.1646666666,4.21883333333,6.1535,6.44075,7.95083333333,6.6155,26.3316666667,25.7465,3.5925,26.77,2.54283333333,5.29433333333
314.07,22.333,4.34233333334,6.32025,6.6285,7.90858333333,6.46516666667,26.5196666667,25.8606666667,3.57016666667,26.8788333333,2.46566666667,5.32866666667
314.43,22.6701666667,4.11833333333,6.33216666666,6.57,7.92291666667,6.44,26.6831666667,25.9315,3.5435,27.0811666666,2.52633333333,5.456
314.80,22.9516666666,4.29066666667,6.37608333333,6.701,7.8805,6.547,26.758,26.1708333334,3.51,27.225,2.49,5.49866666667
315.17,23.3218333333,4.42883333333,6.43358333334,7.15633333334,8.11791666666,6.626,27.1271666666,26.2413333333,3.72366666666,27.2903333333,2.70983333333,5.78666666667
315.54,23.8171666667,4.755,6.78675,7.33983333334,8.45629166667,6.93166666667,27.3363333333,26.5496666666,4.0515,27.3241666667,3.0105,6.16883333333
315.91,24.1635,5.1695,6.927,7.67358333333,8.74845833333,7.149,27.5216666666,26.9701666667,4.18016666667,27.5336666667,3.1785,6.45316666667
316.28,24.2603333333,5.28883333333,7.13533333333,7.73583333334,8.86395833334,6.823,27.6566666666,27.1833333333,3.93016666667,27.7535,3.13566666667,6.4045
316.64,24.3566666666,5.15916666667,7.2935,7.86391666665,8.78,6.77516666667,27.4425,27.1375,3.74433333333,27.906,3.01266666666,6.38516666667
317.01,24.3616666667,4.9225,7.08758333334,7.79275,8.43275,6.492,27.1038333333,26.8535,3.48733333333,27.9528333334,2.9925,6.36983333334
317.38,24.2991666666,4.48316666666,6.7865,7.4225,7.90083333333,6.08266666667,26.9171666666,26.4975,3.29766666667,28.0596666667,2.4515,6.274
317.75,24.4136666666,4.3725,6.52458333334,7.28558333334,7.77491666667,5.85683333334,26.9151666667,26.4346666666,3.04383333333,28.0625,2.258,6.0505
318.12,24.3403333333,4.05983333333,6.1745,6.93191666666,7.58058333333,5.61816666667,26.615,26.4013333334,2.92233333333,27.897,1.91683333334,5.67483333333
318.49,23.842,3.66933333334,5.69291666666,6.40716666667,7.017875,5.19883333334,26.4096666667,26.1706666666,2.42316666667,27.763,1.309,5.117
318.85,23.923,3.698,5.6265,6.16966666666,7.13083333333,5.13383333333,26.547,26.2295,2.57333333333,27.9515,0.984666666669,4.96883333333
319.22,24.1756666667,3.617,5.59166666666,6.08058333334,7.154125,5.17633333334,26.3675,26.3163333334,2.7225,27.863,1.061,5.15716666667
319.59,23.9128333333,3.02133333333,5.04666666666,5.73891666666,6.57354166667,4.58733333333,26.087,26.1323333333,2.22566666667,27.6916666667,0.537,4.5485
319.96,23.441,2.12,4.33566666667,5.038,6.009625,4.00416666667,25.6926666667,25.5155,1.713,27.3336666667,-0.361,3.76133333334
320.32,22.91,1.473,3.43008333334,4.38566666667,5.36266666667,3.49666666667,25.1193333333,25.053,1.26733333333,26.9438333333,-1.181,2.97266666666
320.69,22.5761666666,0.820166666666,3.00516666667,3.98025,4.91616666666,2.965,24.8821666667,24.795,0.699166666665,26.7041666666,-1.80866666667,2.2725
321.06,22.9368333333,0.895833333333,3.10808333334,4.05458333333,5.06758333333,2.93833333333,24.905,24.9863333333,0.617666666667,26.7846666667,-2.15116666667,2.27333333333
321.43,22.8453333333,0.747666666666,2.88541666666,3.81658333334,4.79533333333,2.60333333333,24.497,24.8098333333,0.210833333335,26.5295,-2.48816666667,1.73983333333
321.80,22.9663333334,0.532666666667,3.01841666666,3.70975,4.81420833334,2.48866666666,24.3085,24.8751666667,0.141333333335,26.4061666667,-2.78566666667,1.75366666667
322.16,23.1926666667,0.456,2.9675,3.6955,4.95458333334,2.52866666667,24.7016666667,25.2045,0.0335,26.5458333333,-2.76333333333,2.03216666667
322.53,23.3906666666,0.160666666667,2.35191666666,3.34841666666,4.76033333333,2.02716666666,24.5015,24.9763333333,-0.535166666665,26.6023333333,-3.40566666666,1.6525
322.90,23.6656666667,-0.229,2.11283333333,3.251,4.77325,1.753,24.4768333334,24.7905,-1.00083333333,26.4976666666,-3.59766666667,1.64816666666
323.27,24.2143333333,-0.166833333333,2.10008333333,3.2065,4.93775,1.5585,24.7148333334,24.997,-1.13483333333,26.9463333333,-3.77083333334,1.27616666667
323.63,24.8558333333,-0.0501666666665,2.09583333333,3.39275,5.23975,1.49733333333,24.9875,25.144,-1.20933333334,27.3246666667,-3.634,1.35983333333
324.00,25.2788333333,0.478833333333,2.54233333333,3.63325,5.60454166666,1.6545,25.3818333334,25.7031666666,-0.957833333333,27.7818333334,-2.99383333334,1.76366666667
324.37,25.929,0.562833333333,2.8375,3.77533333334,5.86816666666,1.6765,25.7473333333,25.935,-1.02,28.2273333333,-2.77283333333,2.245
324.74,26.238,0.853666666665,2.80991666666,3.82466666667,6.12120833333,1.69033333333,26.012,26.0288333333,-0.921666666665,28.5448333333,-2.47066666667,2.42533333333
325.10,26.7053333333,0.757333333335,2.74766666666,3.8115,6.37208333333,1.82966666666,26.5506666667,26.3293333333,-0.923166666669,28.7618333333,-2.34383333334,2.12816666666
325.47,27.119,1.0985,2.93775,4.16016666666,6.68825,1.9225,26.99,26.7366666667,-0.656833333334,29.0523333333,-2.068,2.39116666666
325.84,27.2641666666,1.14766666667,3.00308333334,4.20858333334,6.61833333334,1.88683333334,27.0333333334,26.6143333333,-0.7495,29.0406666666,-1.96,2.4635
326.21,27.3598333334,0.970833333333,2.87091666667,3.88025,6.42295833333,1.52533333333,26.677,26.302,-0.981166666666,28.8033333333,-2.0955,2.23416666666
326.57,27.4256666666,0.883833333334,3.0555,3.85833333334,6.49445833334,1.351,26.8005,26.4858333334,-0.985500000001,28.6701666667,-1.8795,2.17433333333
326.94,27.4038333334,0.995833333335,3.06591666666,3.91258333334,6.627125,1.38483333334,26.8326666666,26.6301666667,-0.965666666668,28.8345,-1.754,2.23433333333
327.31,27.2183333333,0.811666666668,2.836,3.60941666667,6.38116666667,1.12433333334,26.4318333333,26.3913333333,-1.20466666667,28.6296666667,-2.0115,2.12233333333
327.67,27.0381666666,0.926666666665,2.88725,3.2825,6.156,1.10183333334,26.2318333334,26.1968333333,-1.33683333333,28.3403333333,-2.01333333333,2.09816666667
328.04,27.3816666667,1.03233333333,3.20508333334,3.44908333333,6.359625,1.153,26.425,26.2988333334,-1.22883333333,28.5398333333,-1.79266666667,2.2305
328.41,27.084,0.760166666668,2.93091666667,3.07625,6.03125,0.8775,26.125,26.0941666667,-1.52533333333,28.2063333334,-2.056,1.78033333333
328.78,27.5225,0.828666666669,2.9785,3.2285,6.131625,1.058,26.5216666667,26.6365,-1.44883333333,28.4968333333,-1.97516666666,1.90716666666
329.14,27.5368333333,0.849166666667,3.01416666666,3.22508333334,5.985125,0.875333333334,26.4926666666,26.5926666667,-1.50333333334,28.5235,-1.95666666667,2.05716666667
329.51,27.602,0.6395,2.97225,2.83383333333,5.81533333333,0.644499999998,26.249,26.2811666667,-1.75233333333,28.4171666667,-2.11483333334,1.84833333334
329.88,27.8481666667,0.644833333333,2.77783333333,2.75608333333,6.08141666666,0.422833333335,26.4553333333,26.6125,-1.91866666667,28.6828333333,-2.0435,1.71833333333
330.24,27.9446666667,0.731333333334,2.76583333334,2.78508333333,6.06525,0.582833333335,26.8998333333,26.9933333333,-2.062,29.2201666667,-2.018,1.408
330.61,27.9111666667,0.893666666666,2.8125,3.00691666667,6.20475,0.778666666665,26.9846666666,27.171,-1.853,29.342,-2.14916666667,1.5845
330.98,28.4381666666,0.561666666667,2.65933333333,2.71416666667,5.814375,0.352166666667,27.0785,27.2218333333,-2.38983333333,29.2478333334,-2.38966666666,1.32166666667
331.34,28.5236666667,0.313166666667,2.58058333333,2.73216666666,5.663375,0.208833333332,27.3693333333,27.435,-2.56716666666,29.4908333334,-2.5175,1.17616666666
331.71,29.2116666667,0.469,2.82966666667,3.244,6.02854166667,0.398,27.6306666667,27.9851666667,-2.219,29.9856666666,-2.34966666666,1.59733333333
332.08,29.16,0.113666666667,2.3895,2.98158333334,5.80195833333,0.0705,27.5706666666,27.8678333333,-2.52466666666,29.8681666667,-2.68683333333,1.14083333333
332.44,29.6095,0.404333333334,2.52691666666,3.18383333333,6.00870833333,-0.01066666667,27.9338333333,27.902,-2.50583333334,30.1308333334,-2.47916666666,1.0745
332.81,29.3496666667,0.171666666667,2.35,2.88783333334,5.91316666667,-0.363500000002,27.3968333333,27.475,-2.78383333333,29.7703333334,-2.59683333333,0.820500000001
333.18,29.4508333333,0.203,2.46658333334,2.83716666666,6.023,-0.411000000001,27.492,27.3496666667,-2.781,29.8468333333,-2.54783333334,0.867666666665
333.54,29.7248333333,0.0353333333335,2.18816666666,2.80033333333,6.05995833333,-0.521833333331,27.5166666666,27.6573333334,-2.90066666666,30.0061666666,-2.59966666667,0.858333333331
333.91,29.6851666667,-0.282833333333,2.11433333333,2.447,5.671625,-0.724833333335,27.427,27.4818333333,-3.15166666667,30.1223333333,-2.87366666666,0.501166666667
334.28,30.1061666666,-0.078,2.33008333333,2.72025,5.90195833333,-0.824166666667,27.4446666667,27.5616666667,-3.05183333333,30.3646666667,-2.57383333333,0.750500000002
334.64,30.5923333333,0.1055,2.44566666667,2.9715,6.00979166667,-0.892999999998,27.4866666667,27.6208333333,-3.0675,30.6546666667,-2.328,0.916833333331
335.01,30.3341666666,0.4085,2.76675,3.32533333334,6.21775,-0.868166666666,27.4853333333,27.7575,-2.87233333333,30.9066666667,-2.09316666667,0.9855
335.38,30.6096666666,0.564333333333,2.96191666667,3.41516666667,6.37833333334,-0.846333333334,27.5435,27.7791666667,-2.83933333334,31.0303333334,-2.0255,1.0635
335.74,30.345,0.3065,2.77566666666,3.16675,6.16433333333,-1.06166666667,27.595,27.7181666667,-3.04783333334,30.9445,-2.20133333334,0.553666666667
336.11,30.9041666666,0.6085,3.24758333334,3.49741666666,6.52741666667,-0.905666666666,27.8935,28.1863333333,-2.83466666667,31.3728333333,-1.9335,1.0185
336.47,31.2306666667,0.856333333335,3.43341666666,3.733,6.72541666667,-0.563666666665,27.9831666666,28.52,-2.5375,31.599,-1.6325,1.45933333333
336.84,31.7463333333,1.24916666667,3.715,4.07458333334,7.02691666667,-0.25,28.52,28.906,-2.19183333333,32.0048333333,-1.37216666666,1.81483333334
337.21,31.948,1.329,3.77708333334,4.33133333334,7.069375,-0.212166666666,28.4328333334,29.0563333333,-2.20783333333,32.1428333333,-1.21666666667,2.0
337.57,32.1418333334,1.52683333333,4.05358333334,4.48825,7.18708333333,-0.086,28.7785,29.256,-2.20666666666,32.2926666666,-1.028,1.96983333333
337.94,32.2388333334,1.584,4.20508333334,4.68825,7.26016666667,-0.0043333333335,28.8366666667,29.3393333333,-2.03133333333,32.29,-0.906999999998,2.0865
338.31,32.5698333333,1.76033333333,4.384,4.72133333334,7.437125,0.241666666667,29.0956666667,29.6766666667,-1.76033333334,32.5528333334,-0.746499999998,2.333
338.67,33.1135,2.08333333334,4.85966666667,4.95025,7.81025,0.650833333333,29.5976666667,30.1428333333,-1.27633333333,32.9405,-0.3085,2.70433333333
339.04,33.3668333333,2.068,4.88416666667,4.87633333334,7.86154166667,0.874166666665,29.6848333333,30.227,-1.097,32.934,-0.19333333333,2.8375
339.40,33.874,2.571,5.29191666666,5.25666666666,8.290625,1.2775,30.1131666667,30.6498333333,-0.553333333333,33.2706666667,0.28283333333,3.166
339.77,34.463,3.142,5.79325,5.674,8.836375,1.73183333333,30.6201666667,31.0201666667,-0.057666666667,33.9476666667,0.7505,3.63666666667
340.14,34.8845,3.45466666667,5.79766666667,5.88575,8.95187500002,2.09283333334,30.9083333334,31.446,0.2095,34.2318333333,0.894333333335,3.7625
340.50,34.9623333334,3.20483333333,5.7935,5.66866666667,8.92670833335,1.99733333333,30.9675,31.6101666667,0.1145,34.2256666667,0.667166666665,3.62233333333
340.87,35.1833333333,3.15816666667,5.95375,5.61766666667,9.11475,1.99283333334,31.1165,31.7686666666,0.0695,34.3195,0.749833333335,3.45133333334
341.23,35.5836666667,3.62633333333,6.25716666667,5.78958333333,9.59812499999,2.566,31.4716666667,32.273,0.542333333333,34.6526666667,1.14933333333,3.56966666666
341.60,36.0275,3.95583333333,6.66566666665,6.23425,9.98487500002,2.97683333333,31.658,32.4818333333,0.995000000002,35.001,1.44066666666,4.07116666667
341.96,36.3698333334,4.15083333333,6.80333333335,6.44483333333,10.2177083333,3.07966666667,31.7738333333,32.9001666667,1.07516666666,35.2041666666,1.54,4.21
342.33,36.3238333333,4.1965,6.83025,6.67891666666,10.4461666667,3.05233333334,32.0223333333,33.0191666667,1.01616666666,35.3191666667,1.536,4.26666666666
342.70,36.3455,4.10183333333,6.55391666666,6.54783333333,10.3183333333,2.97016666666,32.0528333334,33.0735,0.7685,35.2981666667,1.37233333333,4.12116666667
343.06,36.6968333333,4.23833333333,6.56466666666,6.7345,10.4978333333,3.14483333333,32.3416666666,33.4161666666,0.957833333335,35.6488333333,1.45916666667,4.14416666666
343.43,36.6966666667,3.882,6.38658333334,6.50983333334,10.3295833333,3.00866666666,32.266,33.5498333334,0.675666666666,35.5506666667,1.20933333334,3.98283333333
343.79,36.8175,3.98966666667,6.34025,6.45725,10.3254166667,3.085,32.1021666666,33.7436666667,0.714666666667,35.3155,1.24566666667,3.98983333333
344.16,36.672,3.7605,6.1715,6.25466666666,10.119625,2.72133333334,32.0268333333,33.5571666666,0.426,35.1521666667,1.1585,3.764
344.52,36.9645,4.3335,6.59216666667,6.75541666666,10.5328333333,3.09566666667,32.5355,34.0108333333,0.7765,35.5958333333,1.64533333333,4.06033333334
344.89,37.1558333334,4.61016666667,6.73741666667,7.01791666667,10.57125,3.32783333333,32.8106666667,34.1311666667,0.975666666668,35.7168333333,1.80516666667,4.30316666666
345.25,37.35,4.59633333333,6.82725,7.19966666666,10.5702083333,3.27116666667,33.1435,34.2718333334,0.993666666666,35.7798333333,1.80816666667,4.365
345.62,37.3461666666,4.539,6.78425,7.11741666666,10.5684583333,3.263,33.2303333333,34.4441666667,0.887166666668,35.7505,1.6955,4.1675
345.99,37.269,4.662,6.76608333334,7.13816666667,10.691625,3.53316666667,33.4595,34.5236666667,1.07066666667,35.7376666667,1.828,4.27316666667
346.35,37.4573333334,4.68833333333,6.81116666666,7.10858333333,10.6680833333,3.7065,33.3233333333,34.5936666667,1.21266666667,35.6706666667,1.821,4.3145
346.72,37.3551666667,4.67966666667,6.911,7.17,10.8189583334,3.83866666666,33.3096666667,34.5776666667,1.35633333334,35.6323333333,1.85133333333,4.28966666667
347.08,37.6438333334,4.71583333333,7.09891666665,7.23716666666,11.0605416666,3.91883333333,33.4763333333,34.7735,1.42633333333,35.71,1.88633333333,4.3755
347.45,37.6438333333,5.02216666667,7.23525,7.421,11.223375,4.17766666667,33.7011666667,34.8585,1.64116666667,35.9108333333,2.145,4.45716666666
347.81,37.6636666667,4.6575,7.0935,7.29291666666,11.040375,3.84433333333,33.9601666666,34.8526666667,1.3815,36.1613333334,1.93266666667,4.18933333334
348.18,37.7788333334,4.79733333333,7.39608333335,7.5115,11.3525,4.16333333334,34.1571666667,35.0668333334,1.66116666667,36.3558333334,2.05416666667,4.33216666667
348.54,38.0015,4.58166666666,7.24408333335,7.39641666666,11.38575,4.13533333333,34.2046666666,35.0413333333,1.64233333333,36.4348333333,1.92933333333,4.31533333333
348.91,38.1061666667,4.56533333334,7.20241666665,7.38741666667,11.51925,4.18816666666,34.2013333334,35.1973333334,1.7015,36.4978333333,1.89183333333,4.27816666667
349.27,37.9915,4.37483333333,7.09258333335,7.26358333334,11.3975833333,4.0465,33.9863333334,35.189,1.61033333334,36.5575,1.75183333333,4.095
349.64,38.0271666667,4.375,7.15916666665,7.30641666667,11.42425,4.0665,34.0533333334,35.2086666667,1.735,36.5903333334,1.83766666667,4.11416666666
350.00,38.6168333333,4.5535,7.57033333335,7.59266666667,11.6220833333,4.27683333333,34.3946666666,35.4631666666,1.92516666667,37.0503333333,2.1675,4.36216666667
350.37,38.8663333333,4.6495,7.88808333335,7.79108333333,11.8277916667,4.4895,34.8015,35.7531666667,2.11733333333,37.364,2.318,4.43833333334
350.73,39.0456666666,4.6125,7.95425,7.73933333333,11.7986666667,4.45683333333,34.9881666667,36.0305,2.0915,37.472,2.39266666666,4.3925
351.10,38.9616666667,4.678,8.00925,7.75575,11.7881666666,4.5235,35.1466666667,36.208,2.06216666667,37.6486666667,2.41466666667,4.4395
351.46,39.1958333333,4.6915,8.05125,7.76441666666,11.8568333333,4.52433333333,35.2018333334,36.4433333333,2.0485,37.791,2.322,4.47466666666
351.83,39.3346666667,4.94083333334,8.2855,7.98591666667,12.145,4.93766666667,35.4281666667,36.5776666667,2.32566666667,37.6746666667,2.47366666667,4.8385
352.19,39.4781666666,5.09116666667,8.33983333335,8.03325,12.2384583333,5.1175,35.6261666667,36.6046666667,2.46916666667,37.7755,2.61916666667,4.977
352.55,39.6558333333,5.35483333333,8.58266666665,8.08416666667,12.38175,5.3355,35.8926666667,37.009,2.679,37.9601666667,2.75033333333,5.17383333333
352.92,39.7806666667,5.40233333333,8.81558333335,8.20483333333,12.4194583333,5.49216666667,36.2338333333,37.279,2.86516666666,38.1921666667,2.81033333334,5.32833333333
353.28,40.133,5.64883333334,9.10241666665,8.48583333335,12.7152083333,5.83333333334,36.6395,37.6533333333,3.17566666667,38.4291666667,2.966,5.65183333334
353.65,40.4368333334,5.75033333333,8.99725,8.48483333335,12.7197083333,5.88966666667,36.9215,37.9646666667,3.133,38.768,2.93366666666,5.78533333334
354.01,40.5901666667,5.98716666667,9.02116666665,8.69066666665,12.854125,6.04333333334,37.0491666666,38.3406666667,3.27283333333,38.834,2.88916666666,5.884
354.38,40.5463333333,6.10616666667,8.87425,8.68583333335,12.8725416667,6.0575,37.0791666667,38.4311666667,3.39666666666,38.8451666667,2.91833333333,5.93766666667
354.74,40.7986666667,6.21166666667,8.82775,8.82791666665,12.88725,6.08816666666,37.2543333333,38.5621666667,3.478,38.9785,2.869,6.03383333333
355.11,40.8285,6.14683333333,8.78141666665,8.80058333335,12.8349166666,6.08483333334,37.2655,38.5873333334,3.49466666667,38.9123333333,2.865,5.96966666667
355.47,40.9043333333,6.15616666666,8.94416666665,8.88066666665,12.8681666667,6.15016666667,37.526,38.5656666667,3.59483333333,38.9206666666,3.0435,6.058
355.83,41.1626666666,6.14233333333,8.96025,8.79758333335,12.8249166667,6.08316666666,37.5933333333,38.7823333333,3.64033333334,39.1046666667,3.0175,5.964
356.20,41.4165,6.205,9.01425,8.89483333335,12.960625,6.22166666667,37.7905,39.1631666666,3.82083333333,39.1935,3.08166666666,5.952
356.56,41.3643333333,5.90483333333,8.72608333335,8.74525,12.63175,5.9625,37.6538333333,39.0411666666,3.6445,38.9811666666,2.88683333333,5.69966666667
356.93,41.3008333333,5.92,8.64283333335,8.68433333335,12.6622083333,5.90666666667,37.5435,39.0388333333,3.65816666667,38.9103333333,2.97216666667,5.70283333333
357.29,41.0815,5.6825,8.38616666665,8.41641666665,12.4404583333,5.70633333333,37.4911666667,38.9153333333,3.45816666666,38.8121666667,2.84,5.56616666666
357.66,40.914,5.4455,8.26025,8.28633333333,12.3027083334,5.578,37.3985,38.8673333334,3.42183333333,38.6771666666,2.7475,5.38783333334
358.02,40.8316666667,5.06683333333,7.94766666665,7.84916666666,12.0967083334,5.232,37.4478333334,38.754,3.087,38.5215,2.52166666667,5.04133333334
358.38,40.889,4.8895,7.86366666665,7.7395,12.0079166667,5.135,37.6163333333,38.8956666667,2.93733333334,38.4915,2.45366666666,4.961
358.75,40.8053333334,4.9125,7.90141666665,7.68291666667,12.0031666666,5.26683333333,37.6658333334,38.9315,2.89333333333,38.4343333333,2.4715,4.93266666666
359.11,41.0475,4.84266666667,7.86083333335,7.71675,11.927625,5.24233333333,37.8701666667,39.0443333333,2.84933333334,38.462,2.37816666666,4.99316666667
359.48,41.0478333333,4.7475,7.72783333335,7.74225,11.936,5.19616666667,38.0181666667,39.2605,2.8005,38.4933333334,2.26516666667,4.99333333334
359.84,41.0788333333,4.86166666667,7.75358333335,7.82641666667,11.944375,5.30066666667,38.2165,39.333,2.83216666667,38.5211666667,2.32983333333,5.08933333334
360.20,41.0228333334,4.84166666666,7.73975,7.82741666667,11.8263333334,5.10383333333,38.314,39.2733333333,2.64766666667,38.576,2.23283333333,5.18783333333
360.57,41.0395,4.721,7.725,7.745,11.780875,5.08433333333,38.5016666667,39.4258333333,2.573,38.7348333333,2.19183333333,5.16616666666
360.93,41.0946666666,4.54266666667,7.67241666665,7.588,11.6670416667,5.00933333334,38.7071666667,39.6036666666,2.46366666667,38.7225,2.014,5.03983333334
361.29,41.3843333333,4.72966666666,7.82966666665,7.64625,11.7757916667,5.06916666667,39.0608333333,39.804,2.52916666667,38.7935,2.0685,5.01816666667
361.66,41.4838333333,4.79683333333,7.9365,7.68283333334,11.8112083333,5.11416666667,39.2871666667,39.9115,2.60833333334,38.8276666667,2.1135,5.08083333333
362.02,41.4875,4.821,7.95366666665,7.742,11.747375,5.146,39.288,39.7841666666,2.6605,38.7241666667,2.14616666667,5.142
362.39,41.4498333333,4.83,7.91483333335,7.69708333333,11.6817916666,5.115,39.21,39.6761666667,2.67166666666,38.6496666667,2.08516666667,5.0965
362.75,41.5718333333,4.86016666667,7.907,7.735,11.7089583334,5.056,39.3536666666,39.7878333333,2.7705,38.793,2.09383333334,5.117
