wavelength,Back_RamPasm,Belly_RamPasm,Breast_RamPasm,Crissum_RamPasm,Crown_RamPasm,DorTail_RamPasm,Rump_RamPasm,Throat_RamPasm,WingTip_RamPasm
359.11,1.43591666667,1.33775,1.4615,1.07175,0.785583333332,2.47008333333,1.05083333333,1.59008333333,2.2655
359.48,1.52683333333,1.43033333333,1.54383333333,1.118,0.819416666668,2.55833333333,1.10683333333,1.63941666667,2.30041666667
359.84,1.5565,1.45041666667,1.5375,1.10916666667,0.799416666665,2.55091666667,1.07791666667,1.63108333333,2.27616666667
360.20,1.61341666667,1.47258333333,1.54208333333,1.09266666667,0.768666666667,2.54616666667,1.05283333333,1.59666666667,2.27325
360.57,1.6015,1.4275,1.49441666667,1.03983333334,0.666,2.48891666667,0.988000000001,1.53108333333,2.19983333333
360.93,1.64408333333,1.484,1.53116666667,1.08008333333,0.664666666666,2.50625,1.01991666667,1.55408333333,2.22925
361.29,1.71016666666,1.53166666667,1.58875,1.16516666667,0.70275,2.5665,1.05541666667,1.61141666667,2.26216666667
361.66,1.73608333333,1.55941666667,1.61341666667,1.21166666667,0.728916666667,2.59783333334,1.0775,1.65591666667,2.29641666666
362.02,1.73975,1.57183333333,1.61725,1.2035,0.753916666668,2.62308333333,1.06516666667,1.63675,2.30716666667
362.39,1.705,1.52308333334,1.572,1.11866666667,0.702166666668,2.53508333333,0.989666666668,1.57141666667,2.23333333334
362.75,1.71025,1.55033333334,1.61516666667,1.1795,0.717833333333,2.5205,1.01758333333,1.58483333333,2.23908333333
363.11,1.69675,1.54016666667,1.58675,1.13333333333,0.724666666667,2.50941666667,0.9905,1.56733333333,2.20641666667
363.48,1.62575,1.48075,1.52025,1.0755,0.720333333335,2.42516666667,0.931583333334,1.54391666667,2.16258333333
363.84,1.56366666667,1.41391666667,1.50375,1.00966666667,0.696583333333,2.38408333333,0.879083333333,1.52066666667,2.14391666667
364.20,1.51375,1.35975,1.45558333333,0.950249999999,0.693166666668,2.30933333333,0.8555,1.49725,2.13408333333
364.57,1.53233333333,1.38175,1.45366666667,0.983083333333,0.764000000001,2.34025,0.890833333333,1.54083333333,2.19791666666
364.93,1.528,1.33166666667,1.41525,0.964916666667,0.779666666667,2.33591666667,0.838416666666,1.54225,2.16433333333
365.29,1.45416666667,1.25275,1.32933333333,0.862583333334,0.721833333333,2.25791666666,0.75025,1.46933333333,2.0905
365.66,1.38666666667,1.193,1.27025,0.736416666668,0.647083333333,2.19025,0.664833333333,1.36891666667,1.99866666667
366.02,1.27758333333,1.04766666667,1.13625,0.625666666667,0.532666666667,2.02483333333,0.559833333332,1.21975,1.85141666667
366.38,1.283,1.04758333333,1.16991666667,0.6505,0.55075,2.0875,0.586666666667,1.25491666667,1.89283333333
366.75,1.2375,0.955583333333,1.07866666667,0.53125,0.504666666667,2.03425,0.507583333333,1.20125,1.80875
367.11,1.1535,0.892083333333,1.01133333333,0.462833333333,0.421083333333,1.96225,0.406833333333,1.14916666667,1.72075
367.47,1.22891666666,0.978166666669,1.12375,0.594333333333,0.51375,2.07491666667,0.507666666666,1.22141666667,1.8195
367.84,1.26283333333,1.05533333333,1.15808333334,0.663750000002,0.572333333334,2.14316666666,0.567666666667,1.26,1.85783333333
368.20,1.37825,1.18508333333,1.287,0.8095,0.664416666666,2.28941666667,0.678583333333,1.41558333333,1.95733333333
368.56,1.39966666667,1.21475,1.35691666667,0.848999999999,0.674083333334,2.316,0.692666666667,1.437,1.92091666667
368.93,1.4085,1.2665,1.42491666667,0.869583333333,0.680999999999,2.30541666667,0.760333333333,1.4525,1.946
369.29,1.39891666667,1.276,1.42925,0.874083333333,0.655166666667,2.28641666667,0.77875,1.46,1.967
369.65,1.37991666667,1.27258333333,1.414,0.937583333333,0.647333333334,2.28791666667,0.783666666666,1.49766666667,2.01783333333
370.01,1.44525,1.38783333333,1.52025,1.00833333333,0.715750000001,2.37791666667,0.8665,1.62408333333,2.1
370.38,1.43533333334,1.38858333333,1.5045,0.989249999999,0.705666666668,2.3545,0.865333333334,1.61741666667,2.09216666667
370.74,1.44658333333,1.43633333333,1.53316666667,1.03358333333,0.713,2.38483333333,0.894333333334,1.62183333333,2.13083333333
371.10,1.47808333333,1.5005,1.55708333333,1.08633333333,0.752416666667,2.44408333333,0.962333333335,1.64525,2.18266666667
371.46,1.47566666667,1.54958333333,1.53183333333,1.06541666667,0.734916666667,2.47066666667,0.960083333333,1.67866666667,2.19275
371.83,1.49133333333,1.50691666667,1.50891666667,1.0365,0.71775,2.45041666667,0.912499999998,1.66841666666,2.15566666667
372.19,1.511,1.52558333333,1.52925,1.04408333333,0.735666666668,2.45541666667,0.909750000001,1.64991666667,2.1435
372.55,1.47291666666,1.50583333333,1.47558333333,0.994000000002,0.712083333333,2.40216666667,0.878083333332,1.61633333333,2.11875
372.92,1.44141666667,1.482,1.4245,0.971666666668,0.714416666667,2.38916666667,0.844,1.60108333333,2.11433333333
373.28,1.48841666667,1.55083333333,1.4765,1.06641666667,0.784833333334,2.4275,0.880083333333,1.64466666667,2.15816666667
373.64,1.55608333333,1.61841666667,1.56166666666,1.12858333333,0.872583333333,2.46075,0.948916666667,1.7085,2.20675
374.00,1.65025,1.71858333333,1.65033333333,1.25041666667,0.992499999998,2.55208333333,1.02241666667,1.81558333333,2.31866666666
374.37,1.72016666666,1.7875,1.70166666667,1.33958333334,1.06791666667,2.62408333333,1.07408333333,1.8815,2.36716666667
374.73,1.77841666666,1.8545,1.76475,1.36233333333,1.14641666667,2.691,1.12983333333,1.93816666667,2.431
375.09,1.82141666667,1.89516666667,1.83725,1.3975,1.205,2.68008333333,1.18533333333,1.99666666667,2.4665
375.45,1.73733333334,1.75466666667,1.74408333333,1.30825,1.10283333333,2.53791666667,1.05291666667,1.86416666667,2.35325
375.81,1.69291666667,1.71633333334,1.76266666666,1.28941666667,1.05308333333,2.50466666667,1.06016666667,1.84325,2.34308333333
376.18,1.6385,1.67941666667,1.751,1.23816666667,1.05416666667,2.48616666666,1.03875,1.80983333333,2.32083333333
376.54,1.69816666667,1.717,1.83175,1.28883333333,1.13541666667,2.56608333333,1.09908333334,1.85875,2.39358333333
376.90,1.67958333333,1.687,1.82808333333,1.299,1.12133333333,2.57116666667,1.05591666667,1.8485,2.38316666666
377.26,1.66266666667,1.65733333333,1.82758333333,1.25966666667,1.13208333333,2.56991666667,1.05175,1.85425,2.35475
377.63,1.68125,1.65075,1.84058333333,1.25275,1.15366666667,2.61191666667,1.0635,1.8795,2.36366666667
377.99,1.65408333334,1.62791666667,1.835,1.21041666667,1.13058333333,2.60041666667,1.04916666667,1.84341666667,2.37133333333
378.35,1.6465,1.64233333333,1.868,1.20683333333,1.14183333333,2.59191666666,1.06258333333,1.84841666667,2.41008333333
378.71,1.65725,1.62225,1.88508333333,1.23883333333,1.13875,2.58,1.06591666667,1.874,2.39841666667
379.07,1.63991666667,1.579,1.84433333333,1.229,1.10908333333,2.5715,1.0385,1.84358333333,2.35141666667
379.44,1.65616666667,1.58775,1.87375,1.24358333333,1.113,2.60508333334,1.08633333334,1.8665,2.37525
379.80,1.76233333333,1.68591666667,1.93316666667,1.34025,1.23108333333,2.69991666667,1.15808333334,1.97525,2.48241666667
380.16,1.80708333334,1.74691666667,1.97466666666,1.42166666667,1.25433333334,2.76283333333,1.18891666667,2.03075,2.54083333334
380.52,1.74866666667,1.736,1.92391666667,1.43483333333,1.215,2.7255,1.15383333333,2.02575,2.51433333333
380.88,1.78966666667,1.77925,1.974,1.48941666667,1.25625,2.77225,1.20075,2.0555,2.55608333333
381.24,1.84066666667,1.82066666666,1.99691666667,1.53316666667,1.30925,2.821,1.24966666667,2.08158333333,2.60108333334
381.61,1.89041666667,1.85675,2.02808333333,1.57525,1.33758333333,2.84216666667,1.27041666667,2.082,2.64275
381.97,1.92775,1.90891666667,2.03833333334,1.64675,1.39016666667,2.8855,1.31283333333,2.12883333333,2.65666666667
382.33,1.98633333333,1.95291666667,2.0675,1.70033333333,1.42316666667,2.93516666667,1.37,2.18525,2.67216666666
382.69,2.03483333333,2.02466666667,2.12108333334,1.751,1.47175,2.98091666667,1.436,2.2295,2.725
383.05,2.06508333334,2.06683333333,2.17558333334,1.78983333333,1.50416666667,3.0035,1.458,2.26375,2.80033333333
383.41,2.09008333333,2.109,2.19741666667,1.81441666667,1.54433333334,3.01116666666,1.45583333333,2.2985,2.82425
383.77,2.04733333333,2.08658333333,2.18008333334,1.77858333333,1.508,2.97233333333,1.43691666667,2.22808333333,2.76991666667
384.14,2.06708333333,2.07041666667,2.19091666667,1.80425,1.53966666666,2.95541666667,1.46033333333,2.2325,2.79483333333
384.50,2.075,2.04333333333,2.17075,1.7855,1.53141666667,2.93991666666,1.42925,2.20875,2.77108333333
384.86,2.04191666667,2.016,2.12775,1.72833333333,1.49116666666,2.89783333333,1.40458333333,2.17258333333,2.72
385.22,1.99458333334,1.98433333333,2.09391666667,1.69966666667,1.42908333333,2.864,1.37066666667,2.15191666667,2.68283333334
385.58,1.92025,1.92883333333,2.00408333333,1.613,1.35283333333,2.77966666667,1.28741666666,2.09591666667,2.584
385.94,1.88833333334,1.88466666667,1.99591666666,1.55408333333,1.30841666667,2.73391666667,1.24925,2.03833333333,2.53966666667
386.30,1.83833333333,1.84883333333,1.96183333333,1.50716666666,1.28108333334,2.70175,1.21208333333,1.96791666666,2.50041666667
386.66,1.77691666667,1.793,1.91208333333,1.45008333333,1.227,2.65108333333,1.13825,1.89225,2.45516666667
387.03,1.73675,1.7305,1.85508333333,1.39933333333,1.18283333333,2.61083333333,1.08691666667,1.84133333333,2.38966666667
387.39,1.71366666667,1.70316666667,1.83966666667,1.37258333333,1.15158333333,2.59416666667,1.06058333333,1.80041666667,2.37125
387.75,1.71575,1.698,1.83816666667,1.38691666667,1.1275,2.60491666666,1.05408333333,1.81466666667,2.37666666667
388.11,1.71808333333,1.70825,1.82966666667,1.37816666667,1.12908333333,2.60208333333,1.0475,1.82883333333,2.36883333333
388.47,1.79183333333,1.76758333333,1.91825,1.43266666667,1.1825,2.66283333333,1.14908333333,1.89925,2.43866666667
388.83,1.82333333333,1.79266666666,1.95391666667,1.45858333333,1.20775,2.69308333334,1.18525,1.93416666667,2.49
389.19,1.79283333333,1.74708333333,1.93233333333,1.40991666667,1.18741666667,2.66733333333,1.13508333333,1.89991666667,2.482
389.55,1.79841666667,1.72725,1.93558333333,1.41616666667,1.18791666667,2.69158333333,1.13433333333,1.88741666667,2.51058333333
389.91,1.79275,1.69041666667,1.90266666667,1.41125,1.18508333333,2.67933333333,1.119,1.89391666667,2.52383333333
390.27,1.7945,1.67991666667,1.92566666667,1.40875,1.18975,2.67658333333,1.10483333333,1.9155,2.546
390.63,1.83358333334,1.71383333333,1.95241666667,1.45191666667,1.2405,2.72241666667,1.14358333333,1.96241666667,2.58183333333
391.00,1.85075,1.74083333333,1.97783333333,1.48866666666,1.26075,2.75441666667,1.18683333333,2.01116666667,2.59575
391.36,1.84475,1.73391666666,1.95316666667,1.47141666667,1.25841666667,2.76908333333,1.19658333333,2.021,2.57908333333
391.72,1.81508333334,1.69108333333,1.91583333333,1.41491666667,1.24275,2.71683333333,1.15508333333,1.98333333333,2.55716666667
392.08,1.81433333334,1.70875,1.93333333333,1.42408333333,1.253,2.72858333333,1.16408333334,1.97591666666,2.56916666667
392.44,1.75591666667,1.679,1.87266666667,1.38975,1.21041666667,2.6925,1.09591666667,1.92383333333,2.54225
392.80,1.75375,1.68783333333,1.86983333333,1.39191666667,1.203,2.68191666667,1.06866666667,1.91541666667,2.52191666667
393.16,1.81291666667,1.75741666666,1.90766666666,1.45208333333,1.24308333333,2.72433333334,1.10341666667,1.9505,2.55083333333
393.52,1.83325,1.80175,1.9525,1.49983333333,1.27166666667,2.75,1.13125,1.9945,2.57666666666
393.88,1.88358333333,1.86141666667,2.00916666667,1.55266666667,1.31025,2.80366666667,1.17366666667,2.05033333333,2.61058333333
394.24,1.92091666667,1.88308333333,2.01291666667,1.61941666667,1.33908333333,2.83433333333,1.18975,2.08441666667,2.63475
394.60,1.93591666667,1.8995,2.01991666666,1.644,1.3475,2.85391666666,1.20191666667,2.09025,2.652
394.96,1.95233333333,1.90108333333,2.01225,1.64208333333,1.35475,2.83858333333,1.18633333333,2.06425,2.65441666666
395.32,2.028,1.9675,2.07875,1.72091666666,1.43675,2.88783333334,1.24933333334,2.11258333333,2.72025
395.68,2.08516666666,2.05375,2.15291666666,1.79566666667,1.4995,2.96391666667,1.31083333333,2.18175,2.767
396.04,2.11275,2.06858333333,2.14891666667,1.80466666667,1.51366666667,2.981,1.31875,2.21108333333,2.76575
396.40,2.13825,2.08,2.178,1.82366666667,1.54116666666,2.98858333333,1.34625,2.23533333333,2.77375
396.76,2.14166666667,2.08,2.18966666667,1.83583333334,1.5675,3.00191666667,1.37925,2.24691666666,2.79116666667
397.12,2.1135,2.02208333333,2.16575,1.80291666667,1.5515,2.97566666667,1.379,2.2215,2.75241666667
397.48,2.11191666667,2.0055,2.16783333333,1.8125,1.55933333333,2.96066666666,1.39425,2.222,2.7385
397.84,2.04475,1.94616666667,2.10425,1.76058333334,1.51691666667,2.87625,1.35125,2.15333333333,2.67783333333
398.20,2.02808333333,1.95575,2.10783333333,1.73441666667,1.50933333333,2.85508333334,1.35066666666,2.14933333333,2.65883333334
398.56,1.97875,1.89458333333,2.07908333333,1.69366666667,1.458,2.79358333333,1.31375,2.12075,2.61341666667
398.92,1.96416666667,1.90708333333,2.09941666667,1.70625,1.47558333333,2.79975,1.32958333333,2.13458333333,2.6465
399.28,2.002,1.94416666667,2.14008333333,1.74983333333,1.51083333333,2.82666666667,1.36441666667,2.17641666667,2.67283333333
399.64,2.01025,1.92533333333,2.12358333334,1.74216666666,1.5215,2.8285,1.36991666667,2.17666666667,2.678
400.00,2.01016666666,1.90566666667,2.123,1.7275,1.51091666667,2.81883333333,1.37333333333,2.16208333333,2.67875
400.36,1.98591666667,1.87616666667,2.08433333333,1.67858333334,1.47775,2.79983333333,1.327,2.14575,2.63783333334
400.72,1.99633333333,1.87091666667,2.08366666667,1.68033333333,1.45566666667,2.80508333333,1.298,2.15283333333,2.64283333334
401.08,2.02533333333,1.92116666667,2.10933333333,1.73333333334,1.458,2.82841666667,1.29933333333,2.18266666666,2.69783333333
401.44,2.02666666667,1.93083333334,2.09158333333,1.70883333333,1.45,2.82375,1.27458333334,2.17341666667,2.69425
401.80,2.07116666666,1.97241666667,2.14666666666,1.74266666666,1.47583333333,2.89291666667,1.29675,2.215,2.72575
402.16,2.05391666667,1.92216666667,2.10841666667,1.6975,1.4445,2.86616666667,1.25366666667,2.165,2.68433333333
402.52,2.07216666667,1.947,2.10158333333,1.70916666667,1.44975,2.89675,1.25508333333,2.17641666666,2.68391666667
402.88,2.07858333334,1.95333333334,2.11258333333,1.69991666667,1.43925,2.91441666666,1.23866666667,2.17891666667,2.66241666667
403.24,2.019,1.91733333333,2.0905,1.67241666667,1.40425,2.88666666667,1.18966666667,2.15433333333,2.63875
403.60,1.995,1.89533333333,2.08275,1.658,1.359,2.85775,1.16091666667,2.12591666667,2.61341666667
403.95,1.95375,1.87016666667,2.05716666667,1.63691666667,1.32458333333,2.82691666667,1.12758333333,2.09466666667,2.58558333333
404.31,1.97183333333,1.89183333333,2.08383333333,1.67675,1.35458333333,2.84683333334,1.15425,2.11225,2.61208333333
404.67,1.979,1.912,2.0835,1.68883333334,1.38366666667,2.85566666667,1.18058333333,2.12058333333,2.6095
405.03,1.953,1.89208333333,2.07391666667,1.66783333333,1.38283333334,2.836,1.17175,2.11291666667,2.57575
405.39,1.93108333333,1.85875,2.0565,1.66466666667,1.3615,2.81591666667,1.153,2.07608333333,2.55991666667
405.75,1.916,1.85008333333,2.02675,1.6585,1.34791666667,2.7915,1.14316666667,2.05008333333,2.56933333333
406.11,1.94891666667,1.89841666667,2.07983333333,1.71583333333,1.3995,2.84916666667,1.19625,2.1035,2.627
406.47,1.97225,1.89816666666,2.1,1.70841666667,1.42641666667,2.84891666667,1.19991666667,2.10833333333,2.64358333333
406.83,1.95383333333,1.86916666667,2.05916666666,1.68133333333,1.40208333333,2.81308333333,1.16916666667,2.08383333333,2.62808333333
407.19,1.97233333333,1.87725,2.04691666667,1.6685,1.405,2.81825,1.17541666666,2.08008333333,2.62566666667
407.55,1.94808333333,1.8765,2.02583333333,1.66058333333,1.4035,2.8095,1.16033333334,2.0805,2.61241666667
407.90,1.96041666667,1.8735,2.02741666667,1.66275,1.41133333333,2.81466666666,1.16641666667,2.08391666667,2.61366666666
408.26,1.94066666667,1.853,2.01141666667,1.64083333334,1.38041666667,2.79,1.14733333333,2.06241666667,2.59066666667
408.62,1.92583333333,1.82766666667,1.99716666667,1.607,1.352,2.76825,1.11825,2.03766666666,2.57741666667
408.98,1.93108333333,1.83108333333,1.99408333333,1.58733333333,1.35683333333,2.77508333334,1.11391666667,2.04325,2.59416666667
409.34,1.94408333333,1.85966666667,2.01191666666,1.60425,1.38441666667,2.81383333333,1.15283333333,2.09291666666,2.61458333334
409.70,1.94075,1.86,2.0155,1.59825,1.40016666667,2.83208333333,1.15975,2.11933333333,2.59541666667
410.06,1.89225,1.82116666667,1.96458333333,1.5305,1.35383333333,2.77175,1.09383333333,2.07883333333,2.53433333333
410.42,1.85625,1.80208333333,1.94083333333,1.51408333334,1.3255,2.73666666667,1.06816666667,2.06533333333,2.5105
410.77,1.87391666667,1.80291666667,1.95708333333,1.52425,1.34416666667,2.744,1.08758333333,2.09841666667,2.53066666667
411.13,1.85233333333,1.7795,1.95541666667,1.51633333333,1.33166666667,2.72708333333,1.07758333333,2.106,2.51266666666
411.49,1.89083333333,1.80966666667,1.9955,1.54225,1.38275,2.763,1.12875,2.13341666667,2.5415
411.85,1.89008333333,1.82108333334,1.99841666667,1.54891666667,1.38608333333,2.75441666667,1.13083333334,2.13508333333,2.53558333333
412.21,1.93191666667,1.86175,2.0295,1.57941666667,1.43225,2.78016666667,1.16791666667,2.16991666667,2.56491666667
412.57,1.91641666667,1.85858333333,2.02491666667,1.5895,1.43816666667,2.76225,1.15125,2.15616666667,2.54691666667
412.92,1.92883333333,1.8725,2.04291666667,1.61916666667,1.45275,2.76825,1.17016666667,2.16916666666,2.55108333333
413.28,1.94233333333,1.87366666667,2.06441666667,1.62366666667,1.45608333333,2.75791666667,1.166,2.16041666667,2.54541666667
413.64,1.97883333333,1.89341666667,2.09358333333,1.65716666667,1.47183333333,2.77341666667,1.17125,2.16775,2.55808333333
414.00,1.997,1.90641666667,2.091,1.6815,1.47841666667,2.78441666666,1.20408333333,2.19258333333,2.57125
414.36,2.06925,1.97725,2.15833333333,1.74833333333,1.53408333333,2.85,1.2765,2.25691666667,2.634
414.72,2.08491666667,2.0145,2.19791666666,1.79183333333,1.56541666667,2.883,1.31891666667,2.26125,2.6415
415.07,2.1275,2.05316666667,2.22708333333,1.83058333333,1.59491666667,2.91016666667,1.35408333333,2.27725,2.6845
415.43,2.11075,2.021,2.20608333334,1.80608333333,1.55383333334,2.87583333333,1.31575,2.24791666667,2.672
415.79,2.121,2.01275,2.21566666667,1.804,1.55133333333,2.87108333333,1.31083333333,2.2455,2.69608333333
416.15,2.09833333333,1.9845,2.19633333334,1.79416666667,1.52575,2.8685,1.29441666667,2.2205,2.69766666666
416.51,2.08825,1.97866666667,2.19016666667,1.77183333334,1.50875,2.86625,1.30641666667,2.22641666667,2.70025
416.86,2.11258333333,1.98691666666,2.20166666667,1.78366666667,1.51333333333,2.88316666667,1.3215,2.24041666667,2.70908333334
417.22,2.09433333333,1.97533333333,2.17616666667,1.76183333333,1.48958333333,2.872,1.29966666667,2.22583333333,2.693
417.58,2.07333333333,1.94716666667,2.15666666667,1.72858333333,1.46508333333,2.84983333333,1.2865,2.20366666667,2.68125
417.94,2.06066666667,1.933,2.15083333333,1.71091666666,1.44958333333,2.838,1.26725,2.17433333333,2.66716666667
418.29,1.98758333333,1.86566666667,2.07683333333,1.64825,1.38558333333,2.7835,1.19175,2.09325,2.596
418.65,1.95066666667,1.83016666666,2.02933333333,1.60791666667,1.342,2.74416666667,1.14566666667,2.05441666666,2.56
419.01,1.92125,1.79691666667,1.99925,1.57575,1.31541666667,2.71041666667,1.1145,2.01733333333,2.524
419.37,1.9155,1.79283333333,1.98775,1.56858333333,1.31433333333,2.70633333333,1.11358333333,2.01416666667,2.51433333333
419.73,1.90716666667,1.79441666667,1.9755,1.56316666666,1.3155,2.714,1.11125,2.01883333333,2.50283333333
420.08,1.88425,1.77725,1.95691666667,1.54008333333,1.30316666667,2.6925,1.09075,2.0075,2.47141666667
420.44,1.91158333333,1.79725,1.97841666667,1.57166666667,1.331,2.71275,1.10858333333,2.02316666667,2.49341666666
420.80,1.89958333333,1.79266666667,1.96666666667,1.5695,1.32991666666,2.70275,1.09591666667,2.00233333333,2.48883333334
421.16,1.91166666666,1.80975,1.97825,1.58375,1.34791666666,2.71275,1.11266666667,2.01516666666,2.50233333333
421.51,1.91216666667,1.82216666667,1.98175,1.58766666667,1.34991666667,2.72008333333,1.11791666667,2.02075,2.50058333333
421.87,1.92258333333,1.8235,1.98133333334,1.59541666667,1.35875,2.72425,1.12266666667,2.02225,2.50625
422.23,1.953,1.8535,2.00766666667,1.62425,1.3845,2.74891666667,1.15241666666,2.05516666666,2.5375
422.58,1.98216666667,1.88416666667,2.02975,1.65341666667,1.41016666667,2.78241666667,1.17858333333,2.08475,2.56533333333
422.94,2.00308333333,1.90308333333,2.04225,1.66616666667,1.4235,2.80383333334,1.193,2.10658333334,2.57833333333
423.30,2.01075,1.91208333333,2.04916666667,1.67983333333,1.43441666667,2.81808333334,1.193,2.11308333334,2.59341666667
423.66,2.01475,1.91725,2.0535,1.68058333333,1.43416666667,2.81925,1.19191666667,2.10916666667,2.594
424.01,2.04183333333,1.94466666667,2.074,1.70775,1.45141666667,2.84175,1.21575,2.13125,2.6205
424.37,2.04333333333,1.94733333333,2.07716666667,1.70941666667,1.45058333334,2.84708333334,1.21366666667,2.13466666667,2.62208333333
424.73,2.04983333333,1.95075,2.0865,1.70608333334,1.44691666667,2.85966666666,1.21916666667,2.1445,2.631
425.08,2.05441666666,1.95141666667,2.09616666667,1.71083333334,1.45091666667,2.86366666666,1.21766666667,2.14541666667,2.63775
425.44,2.04458333333,1.9375,2.07866666667,1.71416666666,1.44533333334,2.84708333333,1.2035,2.13208333333,2.63191666667
425.80,2.04708333333,1.95075,2.09475,1.73,1.46058333333,2.86441666666,1.21483333333,2.14841666667,2.64516666667
426.16,2.05133333333,1.95775,2.10183333334,1.73408333334,1.46758333333,2.86875,1.22416666667,2.158,2.65225
426.51,2.065,1.97516666667,2.12691666667,1.7475,1.48775,2.88425,1.243,2.17133333333,2.66516666666
426.87,2.0545,1.97741666666,2.13291666666,1.75275,1.48633333333,2.87716666666,1.23925,2.1685,2.6605
427.23,2.07258333333,1.9885,2.14858333333,1.764,1.502,2.88658333333,1.2565,2.18741666667,2.66
427.58,2.06958333333,1.99241666667,2.15308333333,1.78241666667,1.51341666667,2.89875,1.26683333333,2.19983333333,2.66908333334
427.94,2.05416666667,1.97358333333,2.14475,1.7665,1.50508333333,2.87908333333,1.24641666666,2.18308333333,2.65566666667
428.30,2.03858333333,1.95891666667,2.1245,1.75508333333,1.48491666667,2.86233333333,1.2275,2.17058333333,2.63966666667
428.65,2.01741666667,1.93733333333,2.10341666667,1.74125,1.47033333333,2.83658333333,1.206,2.15408333333,2.60683333334
429.01,2.02366666667,1.93675,2.0955,1.74125,1.46733333333,2.83291666667,1.19958333333,2.15333333333,2.60625
429.37,2.03133333333,1.95058333333,2.109,1.73375,1.47475,2.84483333333,1.21316666667,2.16583333333,2.62316666667
429.72,2.03508333333,1.94941666667,2.09758333333,1.72316666667,1.45525,2.83358333333,1.20283333333,2.16725,2.62383333333
430.08,2.03283333334,1.94458333333,2.0925,1.71783333333,1.45475,2.83125,1.18425,2.15891666667,2.61233333334
430.44,2.02441666667,1.92583333333,2.07925,1.71491666666,1.44258333333,2.82375,1.16108333333,2.15741666667,2.60458333333
430.79,2.027,1.91966666667,2.069,1.70641666667,1.44216666666,2.822,1.1595,2.15816666667,2.61333333333
431.15,2.023,1.92083333334,2.06325,1.70891666667,1.43541666667,2.81125,1.1615,2.15358333333,2.62141666667
431.50,2.02791666666,1.91133333333,2.06916666667,1.68866666667,1.42775,2.79641666667,1.15316666667,2.14658333333,2.61291666666
431.86,2.045,1.92775,2.08216666667,1.70766666667,1.43641666667,2.82733333333,1.1735,2.16141666667,2.624
432.22,2.06091666666,1.94283333333,2.102,1.72558333333,1.45308333333,2.84175,1.19275,2.17758333333,2.63791666667
432.57,2.07191666667,1.95833333333,2.11608333333,1.73266666666,1.46375,2.85416666667,1.19608333333,2.19183333333,2.65358333333
432.93,2.0425,1.92791666667,2.09341666667,1.70775,1.43983333333,2.83241666667,1.16816666667,2.173,2.62691666667
433.29,2.05208333333,1.93141666667,2.10133333333,1.72625,1.446,2.83125,1.16333333333,2.18166666667,2.62225
433.64,2.04966666667,1.92983333333,2.10391666666,1.72975,1.44766666667,2.82358333333,1.15975,2.18066666667,2.61291666666
434.00,2.05483333333,1.92941666666,2.11091666667,1.74491666667,1.45391666667,2.82483333333,1.16666666667,2.18175,2.61708333334
434.35,2.059,1.92475,2.10608333333,1.73925,1.46191666667,2.82533333334,1.17291666667,2.18158333333,2.61583333333
434.71,2.06108333333,1.92308333334,2.11158333334,1.73975,1.46025,2.83325,1.17008333334,2.18525,2.61825
435.07,2.03375,1.89275,2.08941666667,1.71208333333,1.43616666667,2.81016666667,1.132,2.15841666667,2.58566666666
435.42,2.05866666667,1.91033333333,2.10808333334,1.74358333333,1.45416666667,2.83,1.151,2.18116666667,2.616
435.78,2.07666666667,1.92658333333,2.12391666667,1.75216666666,1.472,2.8355,1.16141666667,2.1875,2.62483333333
436.13,2.07633333333,1.92258333333,2.11816666667,1.74483333333,1.4695,2.83891666667,1.15283333333,2.18425,2.62925
436.49,2.09983333333,1.94266666667,2.14041666667,1.76908333334,1.50158333333,2.86583333333,1.18041666666,2.20508333333,2.65133333333
436.84,2.12716666667,1.97058333333,2.17033333333,1.79666666666,1.53633333333,2.89633333333,1.21383333333,2.22358333333,2.67758333333
437.20,2.113,1.96325,2.16491666667,1.77691666667,1.53158333333,2.8985,1.22275,2.21966666667,2.67133333333
437.56,2.10916666667,1.95191666667,2.15925,1.7725,1.52766666667,2.90475,1.22183333333,2.21475,2.68041666667
437.91,2.08708333333,1.93708333333,2.13941666667,1.74583333334,1.509,2.887,1.20758333333,2.20241666667,2.66966666666
438.27,2.07933333333,1.9345,2.13966666667,1.73508333333,1.50591666667,2.87991666667,1.19733333333,2.19433333333,2.66016666666
438.62,2.07908333333,1.93625,2.13366666667,1.73525,1.5125,2.86941666667,1.20658333333,2.19658333333,2.655
438.98,2.09933333333,1.96475,2.15525,1.76333333333,1.53491666667,2.89141666667,1.23275,2.22,2.67408333333
439.33,2.0925,1.9715,2.14633333333,1.75858333334,1.53683333334,2.88908333333,1.23175,2.21241666667,2.66683333333
439.69,2.09508333333,1.97783333333,2.15316666667,1.76941666667,1.54983333333,2.89225,1.24483333333,2.23408333334,2.68008333333
440.04,2.09716666667,1.98375,2.15025,1.76825,1.55416666667,2.88808333334,1.25066666667,2.23791666666,2.671
440.40,2.08925,1.97516666666,2.14891666667,1.75866666667,1.54633333333,2.87466666667,1.2455,2.22433333334,2.6665
440.75,2.07933333333,1.96725,2.13308333334,1.74933333334,1.53683333333,2.85733333333,1.23666666667,2.223,2.65808333333
441.11,2.09908333333,1.98208333334,2.15041666667,1.76766666667,1.5575,2.87233333333,1.24341666667,2.229,2.67466666667
