wavelength,Back_PinInom,Belly_PinInom,Breast_PinInom,Crissum_PinInom,Crown_PinInom,DorTail_PinInom,Patch10_PinInom,Rump_PinInom,Throat_PinInom,WingTip_PinInom
343.06,4.86233333333,4.10526666667,4.6258,7.38700000001,3.90006666667,7.0514,4.57306666667,4.59062,5.1732,7.3762
343.43,5.083,4.048,4.73313333333,7.48453333333,4.0032,7.13043333333,4.76733333333,4.73672,5.2372,7.48806666666
343.79,5.073,3.96293333333,4.59793333333,7.51099999999,3.86973333333,7.07903333333,4.67366666667,4.73208666667,5.1258,7.3754
344.16,5.40133333333,4.14966666667,4.88513333333,7.79393333333,4.14986666667,7.35533333333,4.96453333333,5.05580666667,5.498,7.59193333333
344.52,5.20353333333,4.03073333333,4.68106666667,7.65693333334,3.97773333333,7.225,4.74093333333,4.91205333333,5.26,7.3614
344.89,5.27133333333,3.92513333333,4.6838,7.73693333334,4.0352,7.2771,4.7684,4.97189333333,5.25273333333,7.35426666667
345.25,5.17046666667,3.81173333333,4.57893333333,7.69213333333,3.9424,7.19616666667,4.673,4.8537,5.10166666667,7.26973333333
345.62,5.0158,3.6598,4.3644,7.5162,3.77813333333,7.02986666667,4.53273333333,4.6211,4.90913333333,7.01473333333
345.99,4.77213333333,3.32666666667,3.90866666667,7.33453333334,3.47586666667,6.73873333333,4.1208,4.30958,4.53673333334,6.6966
346.35,4.47286666667,2.85433333333,3.32433333333,7.01526666667,3.03906666667,6.28073333333,3.64113333333,3.91478666667,4.11933333333,6.3466
346.72,4.65213333333,2.98566666667,3.404,7.14806666666,3.2008,6.4492,3.7972,4.08014666667,4.26566666667,6.48506666667
347.08,4.72113333333,3.10966666667,3.49366666667,7.24953333333,3.26993333333,6.62396666667,3.89293333333,4.29464666667,4.322,6.59473333333
347.45,4.70973333334,3.10473333333,3.54366666667,7.253,3.31073333333,6.7185,3.9356,4.29991333333,4.311,6.65666666667
347.81,4.6146,3.0832,3.48046666667,7.30213333333,3.29446666667,6.65403333333,3.88953333333,4.2186,4.34906666667,6.66333333334
348.18,4.32233333333,2.9652,3.33833333333,7.23493333334,3.0892,6.50886666667,3.6132,3.98564,4.0696,6.47833333333
348.54,4.894,3.395,3.81246666667,7.73293333333,3.569,6.95473333333,4.15393333333,4.39122666667,4.60493333333,7.04693333333
348.91,4.99533333333,3.68973333333,3.9268,7.9106,3.7498,7.1309,4.239,4.46112666667,4.7098,7.15593333333
349.27,5.03926666667,3.81593333333,4.02446666667,8.04206666667,3.8424,7.28756666667,4.26133333333,4.52486,4.8038,7.14233333333
349.64,5.25713333333,3.995,4.33473333333,8.34780000001,4.0564,7.59753333333,4.477,4.69399333333,5.04513333334,7.32753333333
350.00,5.56513333333,4.32173333333,4.7786,8.6042,4.28393333333,7.8662,4.91046666667,4.98004666667,5.3606,7.5292
350.37,5.74053333333,4.681,5.32553333333,8.8558,4.56053333333,8.22433333333,5.2686,5.2915,5.74546666667,7.84993333333
350.73,5.545,4.41693333333,4.96306666667,8.70566666667,4.27746666667,8.12236666667,4.97433333333,5.07956,5.48026666667,7.7624
351.10,5.72553333333,4.4734,5.084,8.96633333335,4.4702,8.18083333333,5.1486,5.14111333333,5.68686666667,7.9784
351.46,5.63106666667,4.39133333333,4.99773333333,8.84153333333,4.34973333333,7.9807,5.071,5.06590666667,5.6678,7.88246666667
351.83,5.755,4.48186666667,5.12186666667,8.88780000001,4.4534,7.98036666667,5.199,5.19398666667,5.77253333333,8.0426
352.19,5.8786,4.61026666667,5.2492,8.95680000001,4.50666666667,7.97436666667,5.41393333333,5.33362666667,5.844,8.10913333333
352.55,5.48413333333,4.22193333333,4.9756,8.62453333332,4.16093333333,7.61926666667,5.063,5.05066666667,5.49806666667,7.7136
352.92,5.352,4.12566666667,4.99186666667,8.47186666667,4.00786666667,7.4397,5.00133333333,5.0153,5.4808,7.74833333333
353.28,5.3294,4.1686,4.95213333333,8.47346666666,3.9692,7.44266666667,5.03493333333,5.00259333333,5.48573333333,7.69573333333
353.65,5.12506666667,3.98693333334,4.63526666667,8.14286666666,3.7678,7.16106666667,4.82213333333,4.80903333333,5.23173333333,7.5614
354.01,5.11373333333,3.95566666667,4.5422,8.14493333334,3.81206666667,7.03313333333,4.76366666667,4.80078666667,5.208,7.57186666667
354.38,5.20393333333,3.92433333333,4.3192,8.08093333333,3.76466666667,6.9093,4.70206666667,4.79130666667,5.10133333333,7.51173333333
354.74,5.2634,4.06533333333,4.55026666667,8.18400000001,3.90366666667,6.94376666667,4.79706666667,4.84697333333,5.17986666667,7.5258
355.11,5.0994,3.969,4.47346666667,8.12273333334,3.78726666667,6.84633333333,4.59333333333,4.76052666667,4.9978,7.32226666667
355.47,5.1988,4.097,4.62453333333,8.4396,3.96713333333,7.0429,4.6562,4.77704666667,5.0498,7.43573333333
355.83,5.2586,4.15826666667,4.74693333333,8.61086666667,4.03946666667,7.31676666667,4.71453333333,4.83600666667,5.0426,7.51173333333
356.20,5.33006666667,4.21946666667,4.75446666667,8.67266666666,4.1296,7.4241,4.7292,4.83584,5.103,7.56073333334
356.56,5.2666,4.17546666667,4.68086666667,8.73813333333,4.0886,7.40353333333,4.6796,4.78340666667,5.01073333333,7.50053333333
356.93,5.2046,4.063,4.519,8.64699999999,3.98013333333,7.28723333333,4.6108,4.71165333333,4.8624,7.30253333333
357.29,5.15553333333,3.87726666667,4.42133333333,8.55813333333,3.9038,7.12633333333,4.53846666667,4.62328,4.8344,7.22446666667
357.66,5.1864,3.92673333333,4.46033333333,8.62366666666,3.92413333333,7.18806666667,4.593,4.61830666667,4.88546666667,7.13366666667
358.02,5.10286666667,3.86873333333,4.4302,8.63233333333,3.82593333333,7.18563333333,4.52926666667,4.58038,4.86026666667,7.038
358.38,4.9838,3.81433333333,4.45186666667,8.68660000001,3.75873333333,7.17546666667,4.46026666667,4.43892,4.79946666667,6.9576
358.75,4.877,3.71226666667,4.32493333333,8.52166666667,3.5922,7.05706666667,4.36653333333,4.34356,4.7618,6.8916
359.11,4.8654,3.70086666667,4.32246666667,8.50186666666,3.52873333333,7.07933333333,4.38793333333,4.30224666666,4.77073333333,6.86333333333
359.48,4.62846666667,3.45166666666,4.06053333333,8.17133333333,3.21046666667,6.79933333333,4.15766666667,4.11029333333,4.5472,6.58793333333
359.84,4.37053333333,3.23646666667,3.85146666667,7.92893333333,2.95793333333,6.48273333333,3.96286666667,3.83021333333,4.38953333333,6.36273333333
360.20,4.12093333333,2.9802,3.60086666667,7.71199999999,2.68126666667,6.17323333333,3.72333333333,3.61689333334,4.1588,6.1478
360.57,4.3196,3.19526666667,3.7978,7.83173333333,2.8478,6.2945,3.9134,3.76565333333,4.3888,6.34226666667
360.93,4.4952,3.34913333333,4.00186666667,8.00159999999,3.05906666667,6.47676666667,4.04593333333,3.93011333333,4.59733333333,6.5728
361.29,4.5218,3.45673333333,4.06766666667,8.09893333333,3.1194,6.5875,4.11566666667,4.03124,4.65513333333,6.6528
361.66,4.47146666667,3.3906,4.06413333333,8.07766666668,3.06553333333,6.54323333333,4.072,4.01448666667,4.62233333333,6.6246
362.02,4.2918,3.26673333333,3.90566666667,7.91760000001,2.92666666667,6.41686666667,3.9036,3.83992,4.44573333333,6.4576
362.39,4.28893333333,3.26026666667,3.88053333333,7.87893333333,2.9594,6.41103333333,3.94086666667,3.85469333333,4.44373333333,6.4724
362.75,4.37166666667,3.32373333333,3.98,7.97406666666,3.02293333333,6.39643333333,4.0814,3.91582,4.43853333333,6.54306666667
363.11,4.34353333333,3.27686666667,3.897,7.89439999999,2.98166666667,6.2875,4.09246666667,3.88450666667,4.38273333333,6.57466666666
363.48,4.62153333333,3.57366666667,4.18013333333,8.09973333334,3.2618,6.5435,4.4226,4.14666,4.65526666667,6.828
363.84,4.78913333333,3.78006666667,4.33046666667,8.25853333334,3.4888,6.72243333333,4.5534,4.36283333333,4.8302,6.9934
364.20,4.96706666667,3.9336,4.45866666667,8.37226666667,3.67706666667,6.8218,4.6896,4.48965333333,4.97886666667,7.1092
364.57,4.77533333333,3.8354,4.31273333333,8.25119999999,3.56613333333,6.67686666667,4.46153333333,4.38058666667,4.8078,6.939
364.93,4.7406,3.84793333333,4.34146666667,8.2914,3.58166666667,6.6903,4.46913333333,4.38318666666,4.80946666667,6.90113333333
365.29,4.5882,3.70213333333,4.12126666667,8.08866666667,3.4336,6.5466,4.25586666667,4.26317333333,4.63113333333,6.7806
365.66,4.66433333333,3.80786666667,4.15826666667,8.13746666666,3.45753333333,6.5325,4.28973333333,4.33803333333,4.64,6.91293333333
366.02,4.75173333333,3.8552,4.2048,8.18126666667,3.51806666667,6.58176666667,4.3494,4.40676,4.72006666667,7.01426666667
366.38,4.8278,3.9742,4.3646,8.28826666667,3.6292,6.65186666667,4.42893333333,4.51792666667,4.7836,7.09693333333
366.75,4.82473333333,3.95153333333,4.32413333333,8.29466666667,3.617,6.68306666667,4.39393333333,4.5106,4.77926666667,6.9758
367.11,4.8622,4.08013333333,4.38153333333,8.306,3.68346666667,6.77923333333,4.3922,4.55992666667,4.84613333333,6.92766666667
367.47,4.67353333333,3.92006666667,4.1012,8.17366666667,3.50446666667,6.57673333333,4.1578,4.33966,4.6182,6.78813333333
367.84,4.6606,3.8502,4.04993333333,8.15866666667,3.437,6.4629,4.12713333334,4.278,4.54893333333,6.69773333333
368.20,4.47866666666,3.79106666667,3.96953333333,8.08140000001,3.27886666667,6.46923333333,3.989,4.20446,4.4538,6.62353333333
368.56,4.56646666667,3.8294,3.97253333333,8.15899999999,3.2526,6.54173333333,4.0952,4.26381333333,4.49226666667,6.63753333333
368.93,4.26533333333,3.5116,3.6298,7.86513333333,2.8804,6.25,3.83553333333,3.93228,4.18133333333,6.3554
369.29,4.36053333333,3.59713333333,3.75553333333,7.90540000001,2.9228,6.26746666667,3.9152,3.96760666667,4.21066666666,6.34766666667
369.65,4.33313333333,3.61,3.746,7.9654,2.96646666667,6.28593333333,3.9322,3.9636,4.2396,6.31886666667
370.01,4.3954,3.70886666667,3.82453333333,8.0272,3.02106666667,6.343,3.99006666667,4.01908666667,4.25413333333,6.356
370.38,4.2248,3.50166666667,3.5102,7.87813333333,2.79026666667,6.1387,3.79053333333,3.84930666667,4.074,6.1602
370.74,4.28173333333,3.66646666667,3.58886666667,8.06913333334,2.90726666667,6.19796666667,3.8464,3.93377333333,4.22286666667,6.26746666667
371.10,4.26013333333,3.55393333333,3.6012,8.12413333333,2.8664,6.18413333333,3.87826666667,3.9074,4.24366666667,6.2634
371.46,4.3486,3.58406666666,3.70686666667,8.19680000001,2.979,6.25296666667,3.9394,3.98409333333,4.33033333333,6.27686666667
371.83,4.37466666667,3.64393333333,3.73753333333,8.24193333333,3.0106,6.32143333333,4.02886666667,4.01916666667,4.3848,6.31986666667
372.19,4.45513333333,3.697,3.8324,8.391,3.123,6.36226666667,4.14026666667,4.08768,4.49186666667,6.36466666667
372.55,4.38133333333,3.58246666667,3.73226666667,8.29600000001,3.07233333333,6.24426666667,4.07766666667,3.91883333333,4.39613333334,6.30433333333
372.92,4.64893333333,3.8766,3.99006666667,8.56886666666,3.37,6.4041,4.34273333333,4.20754,4.65173333333,6.5256
373.28,4.69833333333,3.9444,4.102,8.70479999999,3.41113333334,6.4417,4.43466666667,4.28164666667,4.77213333333,6.585
373.64,4.7664,3.96666666667,4.19893333333,8.75966666666,3.46406666667,6.50486666667,4.48026666667,4.30637333333,4.87953333333,6.6234
374.00,4.73153333333,3.9636,4.22833333333,8.82253333333,3.4956,6.50686666667,4.505,4.34554,4.9914,6.63606666667
374.37,4.8786,4.14293333333,4.42493333333,8.96106666666,3.65913333334,6.6514,4.6738,4.45694666667,5.19266666667,6.76413333333
374.73,4.90753333333,4.12006666667,4.43413333333,8.91753333333,3.69406666667,6.72463333333,4.7308,4.4955,5.23793333333,6.81626666667
375.09,4.8212,4.04933333333,4.3044,8.79693333334,3.6204,6.59083333333,4.60446666667,4.42940666667,5.0972,6.75053333333
375.45,4.81313333333,4.13273333333,4.41466666667,8.94873333334,3.6346,6.66323333333,4.64306666667,4.56143333333,5.17793333333,6.8424
375.81,4.81726666667,4.14746666667,4.42906666667,8.92000000001,3.6388,6.61483333333,4.5942,4.58305333334,5.18633333333,6.80686666667
376.18,4.893,4.20706666667,4.45233333333,8.93886666667,3.66173333333,6.5911,4.62793333333,4.60796,5.20393333333,6.85773333333
376.54,4.9292,4.28213333333,4.52493333333,9.08673333334,3.73073333333,6.724,4.7094,4.72240666667,5.30466666667,6.90526666667
376.90,4.98106666667,4.29666666667,4.60933333333,9.14240000001,3.74733333333,6.8386,4.71766666667,4.72792666667,5.3214,6.9594
377.26,4.96286666667,4.25473333334,4.59993333333,9.13393333333,3.76033333333,6.87426666667,4.7328,4.65989333333,5.28,6.94886666667
377.63,5.14566666667,4.49073333333,4.76273333333,9.33873333334,3.9612,7.0462,4.93993333333,4.89944,5.4428,7.1368
377.99,5.0504,4.36653333333,4.60593333333,9.19646666667,3.8412,6.82726666667,4.82993333333,4.72472,5.2916,7.04753333333
378.35,5.19893333333,4.48513333333,4.7196,9.34386666667,3.96826666667,6.9496,4.95713333333,4.90498666667,5.39666666667,7.16973333333
378.71,5.0256,4.3536,4.59233333333,9.25406666667,3.834,6.79423333333,4.76026666667,4.73885333333,5.21466666667,7.00353333334
379.07,5.09846666666,4.4784,4.7422,9.39126666665,3.9428,6.93453333333,4.82986666666,4.78679333333,5.34206666667,7.04933333333
379.44,4.98233333333,4.39026666667,4.62186666667,9.2084,3.81173333333,6.87266666667,4.718,4.61626666667,5.23546666667,6.89273333333
379.80,4.91946666667,4.3038,4.54233333333,9.18953333333,3.79873333333,6.8909,4.66333333333,4.49055333333,5.14973333333,6.86513333333
380.16,4.89513333334,4.2878,4.5748,9.17499999999,3.81153333333,6.93353333333,4.67146666667,4.47393333333,5.14613333333,6.916
380.52,4.996,4.35586666667,4.65833333333,9.24653333333,3.94586666667,7.009,4.74846666667,4.58546666667,5.18533333333,7.01853333333
380.88,5.04546666666,4.5006,4.68446666667,9.32846666668,4.0382,7.03783333333,4.81986666666,4.64650666667,5.2594,7.0682
381.24,5.06846666667,4.5256,4.69186666667,9.35146666666,4.09853333333,6.99516666667,4.8376,4.68942,5.312,7.12606666667
381.61,4.86706666667,4.30933333333,4.51706666667,9.1842,3.91546666667,6.79933333333,4.63633333333,4.4745,5.18233333333,6.9296
381.97,5.0092,4.45066666667,4.71506666667,9.36126666668,4.07466666667,7.01843333333,4.7904,4.64777333333,5.3124,7.0546
382.33,4.90113333333,4.42386666666,4.65453333333,9.29673333333,3.974,6.94006666667,4.69653333333,4.56616,5.27913333333,6.9492
382.69,4.93446666667,4.45453333334,4.65726666667,9.25520000001,3.95126666667,6.9407,4.73086666667,4.59944,5.295,6.97306666667
383.05,4.93113333333,4.45426666667,4.6322,9.23013333333,3.96426666667,7.00896666667,4.73886666667,4.66559333333,5.29333333333,6.99853333333
383.41,5.05706666667,4.56433333334,4.69753333333,9.34979999999,4.08753333333,7.07586666667,4.83273333333,4.77918666667,5.41813333333,7.1742
383.77,5.07106666667,4.62966666667,4.7372,9.42153333334,4.0704,7.09506666667,4.845,4.87746,5.50966666667,7.23153333333
384.14,5.0572,4.59053333333,4.65526666667,9.41426666668,4.03813333333,7.02166666667,4.7864,4.81977333333,5.42473333333,7.151
384.50,4.98406666667,4.55033333333,4.5648,9.29606666668,3.94546666667,6.9031,4.67606666667,4.71711333333,5.39053333333,7.092
384.86,4.86206666667,4.33466666667,4.40993333333,9.1624,3.80966666667,6.77416666667,4.50393333333,4.58142666667,5.24786666667,6.96113333333
385.22,4.88766666667,4.40306666667,4.42466666667,9.1978,3.798,6.83846666667,4.48266666667,4.58091333333,5.24,6.95486666667
385.58,4.83473333333,4.34266666667,4.32746666667,9.1436,3.71233333333,6.8226,4.39973333333,4.54732666667,5.10126666667,6.85826666667
385.94,4.7542,4.2748,4.20906666667,9.05779999999,3.60406666667,6.75156666667,4.2742,4.47618666667,4.9936,6.75406666667
386.30,4.69053333333,4.17746666667,4.14633333333,8.9894,3.53406666667,6.68763333333,4.20306666667,4.38683333334,4.868,6.7274
386.66,4.7738,4.23286666667,4.2028,9.0754,3.6164,6.7783,4.26066666667,4.4492,4.92026666667,6.79066666667
387.03,4.73986666667,4.18333333333,4.14273333333,9.07153333334,3.5604,6.6582,4.20153333333,4.37232,4.86413333333,6.76306666667
387.39,4.59293333333,4.00853333333,3.9634,8.98093333334,3.39646666667,6.53573333333,4.0556,4.20441333333,4.66666666667,6.57106666667
387.75,4.55126666667,3.95606666667,3.91113333333,8.89866666667,3.36346666667,6.51133333333,4.0088,4.15489333333,4.56913333333,6.49833333333
388.11,4.55226666667,4.01486666667,3.93186666667,8.90120000001,3.3904,6.57713333333,4.02453333333,4.21622666667,4.65893333333,6.5432
388.47,4.54153333333,4.0326,4.0212,8.95179999999,3.36953333333,6.60696666667,4.0468,4.20096666667,4.65033333333,6.5348
388.83,4.52826666667,4.04293333333,4.06066666667,8.96093333333,3.35446666667,6.60023333333,4.0608,4.16846,4.65913333333,6.53826666667
389.19,4.50346666667,3.99326666666,3.9996,8.96766666666,3.34013333333,6.57113333333,4.02853333333,4.16324,4.63773333333,6.50686666667
389.55,4.60213333333,4.08606666667,4.09433333333,9.07579999999,3.43653333333,6.63663333333,4.14113333333,4.23019333333,4.76526666667,6.63646666667
389.91,4.6022,4.09353333333,4.1008,9.10153333334,3.4512,6.60013333333,4.1744,4.21720666667,4.79173333333,6.65926666667
390.27,4.63726666666,4.11466666667,4.1212,9.13566666667,3.47266666667,6.6476,4.21693333333,4.19003333333,4.83846666667,6.6564
390.63,4.65373333333,4.18253333333,4.15473333333,9.23406666666,3.4842,6.66803333333,4.23046666666,4.22816666667,4.8526,6.69746666667
391.00,4.66693333333,4.22233333333,4.1828,9.27973333333,3.49293333333,6.7063,4.2526,4.22568,4.8854,6.6828
391.36,4.77253333333,4.32486666666,4.33553333333,9.3424,3.6196,6.7793,4.3558,4.33295333333,4.99933333333,6.79786666667
391.72,4.78386666667,4.30386666667,4.30206666667,9.37293333333,3.60846666667,6.75276666667,4.35406666667,4.30646,4.98833333333,6.7796
392.08,4.77373333333,4.24333333333,4.30126666667,9.38706666667,3.56786666667,6.75613333333,4.343,4.26986666667,4.92593333333,6.72973333333
392.44,4.80646666667,4.2616,4.2806,9.40346666666,3.60446666667,6.80013333333,4.35226666667,4.31506666667,4.9608,6.79193333333
392.80,4.8376,4.33766666667,4.29613333333,9.46013333333,3.6446,6.86843333333,4.372,4.39485333333,5.00806666667,6.80266666667
393.16,4.82053333333,4.32266666667,4.29946666667,9.42053333333,3.60933333333,6.8281,4.36466666667,4.3921,4.99633333333,6.7896
393.52,4.75466666667,4.27546666667,4.25293333333,9.37333333334,3.56013333334,6.76946666667,4.30173333333,4.34372,4.92866666667,6.7342
393.88,4.80073333333,4.30253333333,4.27086666667,9.37473333333,3.57806666667,6.80813333333,4.33346666667,4.3725,4.95653333333,6.7574
394.24,4.76706666667,4.268,4.22333333333,9.34193333333,3.5694,6.77386666667,4.27446666667,4.39247333333,4.91666666666,6.74686666667
394.60,4.77226666666,4.25546666667,4.2532,9.31400000001,3.6068,6.78896666667,4.304,4.38914,4.986,6.7658
394.96,4.83,4.27886666667,4.2702,9.33746666667,3.67153333333,6.8226,4.35406666667,4.43941333333,5.0084,6.8204
395.32,4.88926666667,4.33946666667,4.33793333333,9.46893333334,3.72886666667,6.87456666667,4.412,4.51632666667,5.07346666667,6.8668
395.68,4.84173333333,4.34306666667,4.328,9.43293333334,3.71673333333,6.8193,4.3562,4.51194,5.05706666667,6.86233333333
396.04,4.8126,4.34653333333,4.28873333333,9.41153333333,3.68533333333,6.71043333333,4.32373333333,4.48139333333,5.03333333333,6.83493333333
396.40,4.79793333333,4.32553333333,4.26573333333,9.43226666667,3.65046666667,6.66196666667,4.3034,4.45756666667,5.00206666667,6.7636
396.76,4.811,4.31206666667,4.2504,9.44973333333,3.67546666667,6.65246666667,4.3178,4.44862,4.99373333333,6.77046666667
397.12,4.803,4.29313333333,4.2144,9.44933333333,3.6652,6.6666,4.29726666667,4.41096666667,4.9602,6.78266666667
397.48,4.86993333334,4.35113333333,4.23106666667,9.52600000001,3.74506666667,6.7187,4.33646666667,4.43502,5.02193333333,6.8392
397.84,4.87173333333,4.36306666667,4.25466666667,9.54893333333,3.76166666667,6.7272,4.3318,4.43915333333,5.0012,6.84406666667
398.20,4.88066666667,4.35686666667,4.2556,9.57306666666,3.74853333333,6.7462,4.3536,4.43798,4.983,6.8156
398.56,4.84353333333,4.2916,4.19886666667,9.53806666667,3.68133333334,6.67486666667,4.3016,4.43618,4.905,6.76986666667
398.92,4.844,4.30226666667,4.2354,9.57199999999,3.6996,6.66426666667,4.32013333333,4.45502,4.91146666667,6.8206
399.28,4.79833333333,4.2818,4.1448,9.51019999999,3.65806666666,6.64456666667,4.25,4.43810666667,4.87766666667,6.82273333333
399.64,4.81426666667,4.2324,4.1736,9.5328,3.62993333333,6.66863333333,4.2952,4.42394,4.85526666667,6.83433333333
400.00,4.92813333333,4.3312,4.31806666667,9.66366666667,3.75046666667,6.8424,4.42033333333,4.54508,4.9778,6.96546666666
400.36,5.0896,4.4488,4.474,9.76653333334,3.94793333333,7.0205,4.58053333333,4.71747333333,5.12893333333,7.12526666667
400.72,5.05206666666,4.4038,4.45593333333,9.7296,3.8706,6.97506666667,4.54113333333,4.69366,5.0864,7.13
401.08,4.96986666667,4.36533333333,4.4284,9.7102,3.84186666667,6.90166666667,4.47233333333,4.65833333333,5.04106666667,7.0868
401.44,4.90406666667,4.34833333333,4.42006666667,9.68400000001,3.78513333334,6.8609,4.40973333333,4.66068,4.9816,7.04866666667
401.80,4.89193333333,4.31986666667,4.3916,9.7226,3.78173333333,6.85906666667,4.40473333333,4.6563,4.96886666667,7.044
402.16,4.92693333333,4.35106666667,4.4478,9.7562,3.8288,6.86923333333,4.4296,4.67873333333,5.0238,7.0844
402.52,4.92053333333,4.3742,4.42293333333,9.74673333333,3.8198,6.8529,4.42146666667,4.63712666667,5.026,7.04113333333
402.88,4.931,4.38393333333,4.45106666667,9.74546666666,3.82293333333,6.8583,4.4486,4.64897333333,5.04686666667,7.00806666667
403.24,4.9014,4.36546666667,4.45186666667,9.77373333333,3.7926,6.85216666667,4.44173333333,4.61723333333,5.0262,6.98366666667
403.60,4.97606666667,4.46173333333,4.5184,9.85566666666,3.87873333333,6.9502,4.52126666667,4.70570666667,5.12146666667,7.07586666667
403.95,4.94226666667,4.43373333333,4.49713333333,9.83313333333,3.83546666667,6.91246666667,4.50073333333,4.6782,5.09606666667,7.03606666667
404.31,4.81486666667,4.32846666667,4.40066666667,9.73559999999,3.6938,6.7728,4.40066666667,4.53834,4.99146666667,6.90233333334
404.67,4.81886666667,4.3552,4.4144,9.73866666667,3.7178,6.75746666667,4.4266,4.53539333333,5.01873333333,6.8866
405.03,4.96426666667,4.4804,4.51626666667,9.83093333334,3.82606666667,6.87673333333,4.57713333333,4.64326,5.1324,6.97413333333
405.39,4.9978,4.4936,4.55873333333,9.85933333333,3.842,6.90146666667,4.63566666667,4.63432,5.1864,7.00133333333
405.75,5.01426666667,4.55,4.61,9.89899999999,3.86626666666,6.9388,4.64853333333,4.65408666666,5.23893333333,7.03673333333
406.11,4.9906,4.5422,4.595,9.87633333334,3.85586666667,6.94363333333,4.61606666667,4.66734666667,5.23053333333,7.03513333333
406.47,4.96666666667,4.49813333333,4.5764,9.89979999999,3.85986666667,6.9613,4.5936,4.64712666667,5.1898,7.04433333333
406.83,5.00573333333,4.53566666667,4.6202,9.93893333334,3.8798,7.0147,4.63006666667,4.6893,5.23433333334,7.0742
407.19,5.0862,4.5924,4.72473333333,9.95946666667,3.958,7.0348,4.72173333333,4.74162666667,5.31366666667,7.12326666667
407.55,5.12813333333,4.62033333333,4.7582,9.98173333333,4.005,7.03026666667,4.74193333333,4.76679333333,5.34613333333,7.13946666667
407.90,5.10693333333,4.62013333333,4.7082,9.96813333333,4.00753333333,7.01596666667,4.68533333333,4.74974,5.3172,7.12893333333
408.26,5.17053333333,4.6944,4.77693333333,10.0182666667,4.0668,7.0688,4.73066666667,4.80269333333,5.3624,7.21106666667
408.62,5.2226,4.72113333333,4.81333333333,10.0559333333,4.1096,7.1194,4.75306666667,4.84058,5.379,7.255
408.98,5.2024,4.71586666667,4.83633333333,10.0752,4.1116,7.11776666667,4.72346666667,4.8188,5.37826666667,7.254
409.34,5.17306666667,4.68933333333,4.79113333333,10.0408666667,4.10126666667,7.07896666667,4.68113333333,4.81788,5.31006666667,7.19806666667
409.70,5.2486,4.73713333333,4.8478,10.0999333333,4.17606666667,7.14426666667,4.7478,4.88936666667,5.37573333333,7.25433333333
410.06,5.28633333333,4.80953333333,4.8916,10.1659333333,4.21086666667,7.19663333333,4.80386666667,4.92939333333,5.42613333333,7.32966666667
410.42,5.3068,4.8414,4.94406666667,10.1568,4.23013333333,7.2128,4.82373333333,4.95642,5.4568,7.3226
410.77,5.20786666667,4.75973333333,4.83606666667,10.0562666667,4.12306666667,7.1192,4.72193333333,4.85432666666,5.3306,7.22526666667
411.13,5.17713333333,4.74086666667,4.7788,10.0356666667,4.09833333333,7.10586666667,4.67926666667,4.84036666667,5.296,7.1954
411.49,5.1348,4.71846666667,4.7466,10.0309333333,4.0586,7.0762,4.63886666667,4.80284666667,5.23933333333,7.16726666667
411.85,5.15373333333,4.7368,4.74346666667,10.0487333333,4.062,7.09356666667,4.6746,4.82102666667,5.2576,7.1818
412.21,5.08513333333,4.681,4.68426666667,10.02,4.00346666667,7.05806666667,4.64426666667,4.78914666666,5.21466666667,7.1124
412.57,5.0318,4.6778,4.64413333333,10.0018,3.9788,7.05383333333,4.6114,4.77087333333,5.20053333333,7.08293333333
412.92,4.9468,4.5794,4.53793333333,9.94546666666,3.8946,6.95926666667,4.53913333333,4.73516,5.1132,7.04113333333
413.28,4.92366666667,4.55706666667,4.55273333333,9.90013333334,3.877,6.92513333333,4.5318,4.71505333333,5.10173333333,7.0072
413.64,4.85406666667,4.52806666667,4.51093333333,9.85913333333,3.81273333333,6.8608,4.46326666667,4.65428,5.04966666667,6.9346
414.00,4.83,4.49053333333,4.49006666667,9.85953333333,3.80293333333,6.79856666667,4.44526666667,4.64325333333,5.03553333333,6.89286666666
414.36,4.8432,4.514,4.48313333333,9.87740000001,3.82033333333,6.80563333333,4.47053333333,4.67162666667,5.06286666667,6.9108
414.72,4.8714,4.5232,4.526,9.92513333333,3.85946666667,6.8452,4.48573333333,4.69024,5.0882,6.94126666666
415.07,4.818,4.45233333333,4.47646666667,9.89013333333,3.81106666667,6.82196666667,4.4368,4.64064666667,5.03613333333,6.89566666667
415.43,4.79693333333,4.4238,4.458,9.88273333334,3.79746666667,6.82203333333,4.4302,4.62336666667,5.04786666667,6.887
415.79,4.7498,4.34353333333,4.41866666667,9.8296,3.75906666667,6.76133333333,4.38353333334,4.57558,4.98293333333,6.8298
416.15,4.76786666666,4.34833333333,4.4156,9.84586666667,3.7892,6.75086666667,4.3752,4.57706666666,4.9828,6.84366666667
416.51,4.77046666667,4.31693333333,4.43986666667,9.86373333333,3.77553333333,6.7455,4.37926666667,4.57747333333,4.9732,6.8388
416.86,4.80846666667,4.34406666666,4.48933333333,9.87393333334,3.807,6.79986666667,4.4142,4.59838666667,5.0152,6.86533333334
417.22,4.83166666667,4.37033333333,4.5062,9.89453333333,3.8258,6.83506666667,4.4362,4.62736666667,5.03546666667,6.90913333333
417.58,4.82606666667,4.34153333333,4.492,9.85686666666,3.80806666667,6.84206666667,4.4466,4.64230666667,5.01406666667,6.9142
417.94,4.857,4.37226666667,4.50373333333,9.85973333333,3.83893333333,6.9014,4.4628,4.65685333333,5.01766666667,6.94873333333
