wavelength,Back_DiuDiuf,Belly_DiuDiuf,Breast_DiuDiuf,Crissum_DiuDiuf,Crown_DiuDiuf,DorTail_DiuDiuf,Patch10_DiuDiuf,Rump_DiuDiuf,Throat_DiuDiuf,WingTip_DiuDiuf
336.84,9.93801666666,23.4648333334,11.7298333333,8.80924999999,9.64516666667,10.9333333333,36.6324166667,11.5694166667,29.1194166667,11.146
337.21,10.1266666667,23.7080416667,11.8585,8.92775000001,9.74658333335,11.0581666667,36.8064166667,11.822,29.2890833333,11.19625
337.57,10.4926833333,24.268125,12.263,9.28116666667,9.99066666667,11.2262083333,37.3469166667,12.0825,29.9325,11.7550833333
337.94,10.02495,24.2275416666,12.0038333333,8.87791666666,9.48008333334,11.0155416667,37.0746666667,11.7055833333,29.7568333333,11.3364166667
338.31,10.1847333333,24.4179583333,12.4429166666,9.10341666666,9.64533333334,11.2672083334,37.3288333333,12.028,30.1855833333,11.62875
338.67,10.8376833333,24.9769166667,13.0085,9.76074999999,10.3014166667,11.79,37.5471666667,12.5854166667,30.7229166667,12.20825
339.04,10.8145333333,25.0214583333,13.0794166667,9.80316666668,10.2914166667,11.7537083333,37.5480833333,12.4923333333,30.6390833333,12.0471666666
339.40,10.5964166667,24.9351666667,12.77925,9.71241666668,10.0863333333,11.4389583333,37.3104166667,12.2205833333,30.24875,11.8018333333
339.77,10.3945833333,24.7020833333,12.61375,9.47083333334,9.97775,11.2065416667,37.1068333333,11.894,30.1531666667,11.5033333333
340.14,10.2197,24.443125,12.5805,9.59791666666,9.88541666666,11.239,36.791,11.74225,29.9074166667,11.4108333333
340.50,10.34965,24.5007916666,12.7646666667,9.85850000001,10.128,11.2214583333,36.6916666667,12.1101666667,29.91975,11.6773333333
340.87,10.1646166667,24.1785416667,12.54175,9.73699999999,9.79691666667,10.73825,36.5455833333,11.9191666667,29.7235,11.4639166667
341.23,10.306,24.3435833333,12.6833333333,9.81658333334,9.95850000002,10.77325,36.7205833333,11.8624166667,29.9460833333,11.4676666667
341.60,9.86355,23.736375,12.0533333333,9.192,9.46116666666,10.3010833333,36.0856666667,11.4220833333,29.2931666667,10.9068333333
341.96,10.08155,23.9514166667,12.3028333333,9.39458333333,9.69241666667,10.4737916667,36.33825,11.6543333333,29.5288333333,11.1959166667
342.33,9.90886666666,23.8006666667,12.05775,9.11316666667,9.59158333335,10.2987916667,36.20325,11.2940833333,29.4069166666,10.9088333333
342.70,9.64216666667,23.733625,11.7991666667,8.73675,9.40141666666,10.0742083333,36.3868333333,10.9675,29.4010833333,10.6250833333
343.06,9.54208333334,23.615875,11.63525,8.50991666666,9.12091666666,9.89045833333,36.0685,10.7089166666,29.2284166666,10.46175
343.43,9.4082,23.471375,11.511,8.17599999999,8.94516666666,9.70787500001,35.991,10.5756666667,29.2878333333,10.2564166667
343.79,9.42396666667,23.663125,11.4425,8.17366666666,8.90733333334,9.70908333332,36.06725,10.5860833333,29.4168333333,10.37025
344.16,9.59193333334,23.9709166666,11.6079166667,8.28874999999,9.11683333332,9.85083333334,36.2320833334,10.6948333333,29.6295,10.5036666667
344.52,9.06201666667,23.591875,11.0739166667,7.66441666667,8.55475,9.369125,35.979,10.12025,29.38825,9.83958333335
344.89,9.17744999999,23.887375,11.3216666667,7.69108333334,8.767,9.71699999999,36.1403333333,10.36025,29.6276666667,9.99749999999
345.25,9.09618333334,23.9261666667,11.3485833333,7.6935,8.63775,9.79641666666,36.1228333334,10.3795,29.7009166667,10.0439166667
345.62,9.09668333334,23.9327916667,11.46475,7.68933333334,8.57058333335,9.81958333335,36.2233333333,10.3376666667,29.8243333333,10.024
345.99,9.32119999999,24.12,11.49175,7.72766666666,8.66600000001,9.88262500001,36.1940833333,10.30275,29.949,9.98033333334
346.35,9.15538333334,23.93825,11.29125,7.63641666666,8.47083333332,9.62820833333,36.0240833333,10.2470833333,29.8203333333,9.86658333333
346.72,9.12903333333,23.7564583334,11.2350833333,7.60233333333,8.35783333332,9.49416666666,35.61025,10.2036666667,29.6230833333,9.77691666669
347.08,9.31503333333,24.008875,11.6061666667,7.88333333334,8.75658333333,9.657625,35.98625,10.5363333333,29.8681666667,10.01475
347.45,9.25914999999,23.94375,11.6041666667,7.83699999999,8.63566666665,9.69183333335,35.97675,10.4866666667,29.893,10.0515833333
347.81,9.50693333334,23.9499583334,11.8610833334,7.95958333333,8.73333333334,9.799875,36.08125,10.58775,29.9579166667,10.094
348.18,9.48193333333,23.7425,11.7158333333,7.78683333334,8.49583333333,9.67508333333,35.9865833333,10.5335,29.9509166666,9.90991666667
348.54,9.68509999999,23.8465416667,11.8801666667,7.99449999999,8.63766666667,9.83587500002,36.19225,10.6830833333,30.2044166667,10.1858333333
348.91,9.60140000001,23.7574166667,11.6925833334,8.00550000001,8.473,9.59108333333,36.1421666666,10.4195833333,30.38475,10.0838333333
349.27,9.59388333334,23.7055,11.6718333333,7.91308333334,8.41166666666,9.36037500001,36.0688333333,10.472,30.2480833333,10.0176666667
349.64,9.67758333334,23.7634166667,11.6921666667,8.04433333333,8.41308333333,9.40133333333,36.078,10.4755,30.3075,9.99691666668
350.00,9.38525000001,23.6102083333,11.6476666666,7.90208333333,8.22791666668,9.21241666668,36.1628333334,10.4215833333,30.30325,9.88899999999
350.37,9.53923333332,24.0197916667,12.0606666667,8.09050000001,8.36083333334,9.42708333333,36.5355,10.6589166667,30.64625,10.02325
350.73,9.27329999999,24.0321666667,11.866,7.90400000001,8.17591666666,9.20954166667,36.54875,10.4973333333,30.6534166666,9.93216666666
351.10,9.01536666666,23.819375,11.5510833333,7.53200000001,7.80675,9.00433333333,36.3723333333,10.2094166667,30.5575,9.67316666665
351.46,9.26465000001,24.0409583333,11.72975,7.76858333334,8.02366666666,9.07541666668,36.6150833333,10.349,30.7024166667,9.81916666667
351.83,9.07558333334,23.9390833333,11.5411666667,7.55416666666,7.92916666667,8.96287499999,36.4829166666,10.22775,30.79375,9.70683333335
352.19,9.00298333334,24.1944583333,11.52325,7.61474999999,8.00100000001,8.85116666666,36.4228333333,10.1378333333,30.9201666666,9.69941666666
352.55,8.90820000001,24.2894166667,11.4448333333,7.53883333333,7.81575000001,8.77458333332,36.37025,10.00275,30.8770833334,9.58424999999
352.92,8.80808333334,24.3037916667,11.3984166667,7.39375,7.64558333332,8.68475,36.3699166667,9.94549999998,30.6016666667,9.38858333334
353.28,8.57608333334,24.12225,11.0765833333,7.06891666666,7.26841666667,8.43016666667,36.278,9.55633333333,30.5449166666,9.10866666667
353.65,8.32148333333,24.138125,10.79425,6.71250000001,7.00191666668,8.1615,36.2538333333,9.36024999998,30.4391666666,8.81141666667
354.01,8.13366666667,23.8537916667,10.556,6.37358333334,6.70449999999,7.864625,35.9015,9.06875000001,30.2265,8.3995
354.38,7.99116666666,23.654875,10.277,6.15833333333,6.53625,7.63804166667,35.702,8.81599999999,30.0754166667,8.29008333333
354.74,7.94036666666,23.440625,10.1688333333,6.0235,6.33841666667,7.44204166667,35.4715833333,8.70158333333,29.8853333333,8.059
355.11,8.06036666667,23.7241666667,10.4136666667,6.19783333333,6.54641666667,7.58666666666,35.6260833334,8.88574999999,30.0670833333,8.20566666667
355.47,7.69953333333,23.6565416667,10.1025833333,5.85925,6.20825,7.2735,35.21825,8.48149999999,30.0011666667,7.82941666666
355.83,7.85303333333,23.8857083333,10.3158333334,6.08825,6.41075,7.41779166667,35.31575,8.70558333333,30.1210833333,7.95783333333
356.20,7.84193333334,23.8502083334,10.307,6.05466666667,6.43308333333,7.5055,35.3673333333,8.73458333333,30.27,7.97275
356.56,7.87873333334,23.8484583333,10.3321666667,5.98191666667,6.50433333334,7.54629166667,35.2920833333,8.80941666668,30.22375,8.024
356.93,7.86053333333,23.7597916667,10.3156666667,5.91875,6.45658333333,7.51716666667,35.21325,8.79225000001,30.2341666667,7.996
357.29,7.82551666666,23.8181666667,10.3631666667,5.96675,6.57975,7.597,35.1473333333,8.85325000001,30.22025,7.981
357.66,7.85104999999,23.863625,10.4809166666,5.98708333333,6.542,7.57754166667,35.1263333333,8.91574999999,30.3484166667,8.02458333332
358.02,7.91015000001,24.040875,10.52425,6.1755,6.71666666667,7.64275,35.28125,9.00816666666,30.439,8.17591666666
358.38,7.9749,23.9997916666,10.6264166667,6.19008333334,6.74433333333,7.62558333333,35.24425,8.97858333334,30.5373333333,8.08658333333
358.75,8.04853333333,24.173625,10.7345833333,6.23883333334,6.82325,7.74229166667,35.4553333333,9.00983333333,30.6544166667,8.15774999999
359.11,7.93263333333,24.046,10.592,6.17558333333,6.65816666667,7.57854166667,35.2764166667,8.87058333334,30.616,7.98383333333
359.48,8.10481666667,24.1207083333,10.7739166667,6.27041666666,6.86825,7.69404166667,35.4586666667,9.07674999999,30.8068333333,8.13499999999
359.84,7.98361666666,24.095375,10.6224166667,6.11191666667,6.69883333333,7.55625,35.425,8.96783333333,30.7395833333,7.97966666667
360.20,7.8757,24.0984166667,10.5070833333,6.0345,6.65016666667,7.43041666667,35.4308333333,8.89491666666,30.5851666667,7.85208333333
360.57,7.92856666667,24.2435833333,10.5898333333,6.06266666667,6.79625,7.48,35.5699166667,8.95741666667,30.6698333333,7.81966666667
360.93,7.81686666667,24.2395416666,10.4695,6.0085,6.765,7.44975,35.4866666667,8.84675,30.62725,7.76833333333
361.29,7.83903333333,24.295625,10.4378333333,5.92275,6.69658333333,7.34379166667,35.4834166667,8.772,30.6539166666,7.65975
361.66,7.90329999999,24.2853333333,10.4376666667,6.01191666666,6.87075,7.396375,35.4046666667,8.80908333333,30.6796666667,7.70216666667
362.02,7.91994999999,24.340875,10.43275,5.95141666666,6.814,7.38191666667,35.4023333333,8.86058333334,30.7229166667,7.65666666667
362.39,7.73313333333,24.3004166667,10.2295,5.82175,6.64333333334,7.18258333333,35.2634166667,8.76341666666,30.5370833333,7.49783333333
362.75,7.49764999999,24.2033333333,10.09125,5.63008333333,6.519,7.02704166667,35.11825,8.64849999999,30.4313333334,7.2515
363.11,7.48001666666,24.227,10.0208333333,5.495,6.54241666667,7.01866666667,35.1184166666,8.59683333334,30.4548333334,7.26808333334
363.48,7.23833333333,24.125625,9.8165,5.27425,6.24633333333,6.87233333333,35.0445833333,8.42508333333,30.2560833333,6.98291666666
363.84,7.18540000001,24.009125,9.78674999998,5.18958333334,6.24816666666,6.794,35.0665,8.33458333334,30.34675,6.89483333333
364.20,7.21138333333,23.975625,9.87258333334,5.14383333334,6.19616666667,6.75033333333,35.11125,8.31341666667,30.4011666666,6.83975
364.57,7.11601666667,23.8667916667,9.84133333335,5.12725,5.9965,6.60795833333,34.9698333333,8.26666666667,30.38425,6.72208333334
364.93,7.07874999999,23.9100833333,9.85708333334,5.13558333333,6.02991666667,6.571375,34.9678333333,8.36266666666,30.46425,6.61216666667
365.29,7.24863333333,23.944625,10.0696666667,5.29358333334,6.19975,6.75658333333,35.1004166667,8.54858333333,30.5755,6.81733333333
365.66,7.23633333332,23.9752083334,10.0408333333,5.28558333333,6.15941666667,6.72591666667,35.0100833334,8.58650000001,30.4346666666,6.78641666666
366.02,7.28768333332,23.9566666667,10.0570833333,5.23083333334,6.16108333334,6.78979166667,35.0106666667,8.55949999999,30.4725,6.837
366.38,7.39593333333,24.0069583333,10.0739166667,5.21108333333,6.19241666667,6.87045833333,35.083,8.55566666666,30.48425,6.88783333333
366.75,7.53749999999,24.2049583333,10.0605833333,5.32816666667,6.316,6.873875,35.2083333333,8.67175000001,30.6496666666,7.06725
367.11,7.76136666667,24.392625,10.2333333334,5.55558333333,6.47025,7.03875,35.4035833333,8.86000000001,30.7951666667,7.2
367.47,8.02475000001,24.553375,10.5033333333,5.82316666667,6.837,7.18683333333,35.5635833333,9.09183333334,30.9918333333,7.54583333333
367.84,8.15283333333,24.689125,10.5153333334,5.90058333333,6.90266666667,7.247,35.5139166667,9.17341666666,30.97225,7.62775
368.20,8.35723333333,24.8717083333,10.6356666667,6.02566666667,7.04266666667,7.44054166667,35.4960833333,9.36716666667,31.0960833333,7.77533333333
368.56,8.53229999999,25.082875,10.785,6.07125,7.203,7.60445833333,35.6699166667,9.46633333334,31.3048333333,7.94708333333
368.93,8.87454999999,25.3897083334,11.0515833334,6.31275,7.45541666667,7.84895833333,35.9009166667,9.717,31.4451666667,8.18549999999
369.29,8.59123333333,25.3194583333,10.8539166667,6.15666666667,7.30825,7.67266666667,35.7173333333,9.49641666667,31.3035,7.95716666667
369.65,8.82193333333,25.5425833333,11.22775,6.468,7.58266666666,7.93125,36.05925,9.78641666665,31.7055833333,8.21983333332
370.01,8.82970000001,25.6263333333,11.2830833333,6.57058333333,7.62724999999,7.91020833334,36.044,9.80266666666,31.712,8.24225000001
370.38,9.01321666667,25.9390833334,11.5910833333,6.81191666666,7.88041666667,8.16070833333,36.217,10.10225,31.9921666667,8.45733333333
370.74,9.17586666667,25.9681666667,11.7953333333,6.92491666666,8.01208333334,8.319125,36.2638333333,10.2273333333,32.0978333333,8.51375
371.10,9.24776666667,26.0852916667,11.8909166667,7.06025,8.10075,8.384125,36.3449166667,10.3105833333,32.2094166667,8.57933333333
371.46,9.22446666667,26.1437916667,11.9095,7.00958333332,8.06783333333,8.406,36.2938333334,10.3010833333,32.2096666667,8.46191666666
371.83,9.14858333332,26.2472083333,11.96875,7.06199999999,8.0535,8.45770833333,36.3776666667,10.274,32.3045,8.43216666666
372.19,9.08958333334,26.3111666667,11.98725,7.06491666667,8.08316666668,8.39645833333,36.4545833334,10.2535833334,32.40625,8.45000000001
372.55,9.02244999999,26.3136666667,11.8565833333,7.09191666666,8.13133333335,8.31120833333,36.3973333334,10.2779166667,32.4185,8.36558333333
372.92,8.96981666667,26.2688333333,11.7345,7.02625,8.06058333333,8.19866666667,36.4344166667,10.1810833333,32.4555833333,8.34400000001
373.28,9.27074999999,26.5697083333,11.9399166667,7.33491666668,8.34291666668,8.45904166666,36.6789166667,10.4935,32.7541666667,8.61225000001
373.64,9.22068333333,26.601625,11.7816666667,7.21283333334,8.30824999999,8.366625,36.7030833333,10.3375,32.6898333333,8.45100000001
374.00,9.17031666666,26.6422916666,11.7996666667,7.19808333333,8.34166666667,8.32345833333,36.71475,10.2950833333,32.759,8.37108333334
374.37,9.13191666667,26.631375,11.7000833333,7.18341666667,8.36491666668,8.318125,36.7748333334,10.2825833334,32.7525,8.25033333333
374.73,9.08305000001,26.69075,11.6825833333,7.20733333334,8.37466666669,8.30983333333,36.8333333333,10.2411666667,32.7943333333,8.28733333332
375.09,8.94138333334,26.5840416667,11.5150833333,6.99483333334,8.25408333333,8.168,36.7335,10.1403333334,32.6895,8.13533333333
375.45,9.05371666666,26.7494166666,11.6645,7.15450000001,8.39883333335,8.24058333333,36.9024166667,10.2845,32.8776666667,8.27450000001
375.81,9.15706666668,26.9641666667,11.7585,7.20616666667,8.44133333335,8.27666666667,37.0345,10.3913333333,32.9460833334,8.33549999999
376.18,9.15096666667,26.9589166667,11.7078333333,7.075,8.39125000001,8.20733333333,37.0605,10.3163333333,32.9635833333,8.23033333333
376.54,9.4262,27.208875,11.99575,7.37625,8.67016666669,8.494375,37.3305,10.5319166667,33.1855,8.53274999999
376.90,9.45426666666,27.2232083333,12.1011666667,7.44791666666,8.73958333332,8.56154166667,37.2931666667,10.6150833333,33.1863333333,8.56858333333
377.26,9.33094999999,27.1550416667,12.0455,7.32658333333,8.65041666666,8.4265,37.26625,10.5325833333,33.2123333334,8.45333333333
377.63,9.34215000001,27.3005416667,12.0648333333,7.36125000001,8.66416666667,8.42733333333,37.2678333333,10.5488333333,33.3201666666,8.50716666666
377.99,9.54523333334,27.5138333333,12.2804166667,7.59891666667,8.90625000001,8.68683333334,37.4795833333,10.87975,33.5355,8.75566666667
378.35,9.59965000001,27.6145,12.34825,7.63491666668,8.91583333334,8.66145833333,37.5516666667,10.8943333333,33.6280833334,8.79899999999
378.71,9.88913333332,27.8978333333,12.6199166667,7.89466666667,9.121,8.96566666667,37.7533333333,11.11175,33.8656666667,8.99916666667
379.07,10.03115,28.1064583333,12.8349166667,8.07633333332,9.34158333332,9.10016666667,37.8891666667,11.2216666667,34.0934166667,9.13891666666
379.44,10.1553833333,28.2223333334,12.83,8.24741666666,9.44783333333,9.24324999999,37.9216666666,11.3420833333,34.2276666667,9.22033333334
379.80,10.1361333333,28.162,12.7313333333,8.24291666668,9.43358333333,9.18579166666,37.8331666667,11.2826666667,34.234,9.20983333333
380.16,10.1149166667,28.2176666667,12.7753333333,8.28833333332,9.45141666669,9.24400000001,37.8134166667,11.29975,34.2928333334,9.25083333333
380.52,9.96609999999,28.1155,12.6646666666,8.11175,9.29041666669,9.12016666666,37.6635833333,11.1948333333,34.1580833333,9.03733333332
380.88,10.1456,28.3806666667,12.8276666667,8.27183333334,9.49516666667,9.29724999999,37.87475,11.3539166667,34.4319166667,9.18233333334
381.24,10.2707333333,28.5510833334,12.9415,8.39483333334,9.61283333334,9.44141666666,37.9453333333,11.4793333333,34.571,9.27358333334
381.61,10.31295,28.561125,12.9974166667,8.41258333334,9.61108333333,9.54662499999,38.02975,11.5325833333,34.6534166667,9.25916666667
381.97,10.3152,28.6597083334,12.9375,8.38000000001,9.55591666667,9.520375,38.0663333333,11.46125,34.7321666667,9.19191666666
382.33,10.1623166667,28.5688333333,12.8195,8.23925000001,9.46283333332,9.39941666666,37.92075,11.3303333333,34.6780833333,9.03766666667
382.69,10.0192,28.51475,12.6601666667,8.13575000001,9.38091666665,9.18216666668,37.8153333333,11.2443333333,34.6635,8.91874999999
383.05,10.0831333333,28.6430833333,12.7135833333,8.24091666666,9.40074999999,9.26825000001,37.8571666667,11.3516666667,34.6916666667,8.97466666666
383.41,9.97843333334,28.6340833333,12.6651666667,8.12674999999,9.30308333333,9.18691666666,37.8175833333,11.2210833333,34.5628333333,8.90358333334
383.77,10.0419,28.7492916667,12.7830833333,8.22783333334,9.43633333334,9.32037499999,37.9005,11.3790833333,34.6640833333,8.95858333333
384.14,10.16575,28.8832916667,12.8800833333,8.37975,9.51708333334,9.43825,38.0318333334,11.45925,34.71525,9.02049999999
384.50,10.1545833333,28.9982916667,12.8085,8.36616666667,9.47374999999,9.41254166666,38.08,11.42175,34.83875,8.9755
384.86,10.0405166667,29.0145,12.7290833333,8.27125,9.35875,9.33320833333,38.04975,11.3351666667,34.86825,8.85325
385.22,9.95968333333,29.1143333333,12.6289166666,8.17108333333,9.25416666666,9.26229166668,38.1115,11.2384166667,34.8724166667,8.73499999999
385.58,9.97409999999,29.2046666667,12.66,8.19975,9.28799999998,9.25754166666,38.1073333333,11.2540833333,34.9051666667,8.78066666667
385.94,10.0673333333,29.3323333333,12.80175,8.31766666666,9.41641666667,9.35299999999,38.2663333333,11.4051666667,35.0174166667,8.86625
386.30,10.2706,29.5826666666,13.0066666667,8.50975,9.58141666665,9.55483333333,38.422,11.58825,35.2275833333,9.12016666666
386.66,10.2976666667,29.7247083334,13.05725,8.54391666667,9.63408333335,9.66791666666,38.513,11.6563333333,35.3461666666,9.17441666668
387.03,10.2917166667,29.6981666667,13.0575,8.52591666666,9.63766666666,9.65245833333,38.4755,11.6389166667,35.33725,9.13366666667
387.39,10.24045,29.6991666667,13.009,8.48533333333,9.60541666667,9.51808333333,38.5041666667,11.5845,35.4061666667,9.09025000001
387.75,10.2801666667,29.8039166667,13.0881666667,8.50991666668,9.633,9.54770833333,38.5850833333,11.62275,35.5398333334,9.12850000001
388.11,10.2135833333,29.8611666667,13.0145833333,8.46516666666,9.60758333332,9.48708333334,38.5634166666,11.6235833334,35.6735833334,9.10708333333
388.47,10.29675,29.92125,13.1600833333,8.55375,9.73166666668,9.53374999999,38.5995833333,11.7034166666,35.6785,9.25616666666
388.83,10.2298166667,29.8658333333,13.1208333333,8.49583333333,9.69325000002,9.46824999999,38.4971666667,11.6436666666,35.6275833333,9.22324999999
389.19,10.3659833333,29.9749166667,13.3135,8.63375000001,9.87724999999,9.60941666666,38.5929166666,11.7845,35.7484166667,9.43841666666
389.55,10.30215,30.0266666667,13.287,8.61641666668,9.88591666667,9.58533333333,38.608,11.74825,35.7555833333,9.37658333334
389.91,10.16625,29.8804166666,13.1064166667,8.46049999999,9.71641666666,9.39391666666,38.3805,11.5293333333,35.62325,9.25508333333
390.27,10.0596,29.8602083333,13.0034166667,8.39375,9.64533333334,9.31,38.4068333333,11.4105833333,35.605,9.12633333334
390.63,10.071,29.8714166667,13.0438333333,8.37366666667,9.62341666665,9.28829166666,38.4504166667,11.3804166667,35.6701666666,9.11233333332
391.00,10.0173,29.9414583333,13.054,8.32374999999,9.62683333334,9.23741666668,38.5025833334,11.3453333334,35.7058333333,9.08716666668
391.36,10.05125,30.01125,13.093,8.31708333332,9.64500000002,9.31041666667,38.4900833333,11.3983333333,35.7635,9.07641666667
391.72,9.97968333333,30.0030416667,13.0351666667,8.22675000001,9.59683333335,9.21391666668,38.4951666667,11.3004166666,35.77325,8.98783333334
392.08,9.92818333334,30.0214583334,13.0259166666,8.14116666667,9.54841666666,9.11766666666,38.4354166667,11.2454166667,35.7168333333,8.90683333333
392.44,9.84081666667,30.084125,12.8735,8.04441666667,9.41566666667,9.02050000001,38.3804166666,11.1090833333,35.7648333333,8.74141666666
392.80,9.86926666666,30.215375,12.8741666666,8.05299999999,9.41116666667,8.99433333333,38.491,11.0920833333,35.8665833333,8.68091666666
393.16,9.84488333334,30.2022083334,12.8119166666,8.0285,9.39783333333,8.94849999999,38.4316666667,11.0346666667,35.8543333333,8.60849999999
393.52,9.81281666667,30.1957916667,12.7451666667,7.95374999999,9.34441666668,8.82804166667,38.4398333333,10.9704166667,35.87375,8.582
393.88,9.82748333333,30.3681666667,12.8155,7.93958333333,9.39583333334,8.89954166666,38.5638333334,11.0184166667,36.0268333333,8.58208333333
394.24,9.86659999999,30.429,12.8686666667,7.98783333332,9.42533333332,8.94275,38.57775,11.0865833333,36.12175,8.59041666667
394.60,9.86231666667,30.5243333333,12.8379166666,8.00508333332,9.433,8.968375,38.6245,11.097,36.1764166666,8.56575
394.96,9.74651666666,30.50625,12.6824166667,7.90041666667,9.251,8.83995833333,38.53375,10.9454166667,36.1764166667,8.43133333333
395.32,9.72436666666,30.574875,12.6829166666,7.916,9.26083333333,8.862375,38.5341666667,10.94725,36.2198333333,8.436
395.68,9.67499999999,30.611625,12.63975,7.88874999999,9.21999999999,8.85775,38.4936666667,10.9345833333,36.2385,8.40100000001
396.04,9.81676666666,30.751375,12.7093333333,8.06233333334,9.34741666666,8.98825,38.6525,11.0444166667,36.3743333333,8.51325000001
396.40,9.82800000001,30.8050833333,12.7779166667,8.08183333333,9.34975,8.99591666667,38.75875,11.08625,36.42275,8.57208333333
396.76,9.92481666666,30.859125,12.853,8.18450000001,9.43683333335,9.06529166667,38.7435,11.1729166667,36.4430833334,8.73766666667
397.12,9.88203333334,30.919625,12.859,8.17174999999,9.36316666667,9.018375,38.8094166667,11.13775,36.4666666667,8.70608333333
397.48,9.88931666667,30.8965833333,12.922,8.18500000001,9.37200000002,9.04458333333,38.7959166667,11.1675833333,36.4523333333,8.67341666667
397.84,9.80696666666,30.84475,12.82425,8.09066666667,9.27083333334,8.92558333333,38.73125,11.0400833333,36.4074166667,8.56099999999
398.20,9.81796666667,30.932125,12.8401666666,8.09158333334,9.31766666668,8.89229166667,38.748,11.0786666667,36.5086666667,8.627
398.56,9.83906666668,30.9326666667,12.87275,8.11241666666,9.36008333335,8.90283333333,38.7205833333,11.0713333333,36.5284166667,8.63883333332
398.92,9.97961666668,31.1166666667,13.0261666667,8.20925000001,9.53575000001,9.04166666666,38.8673333334,11.2395,36.72025,8.81866666667
399.28,10.0034,31.205625,13.0318333334,8.22800000001,9.55449999999,9.02508333333,39.005,11.2488333333,36.7999166667,8.82291666666
399.64,10.0866666667,31.2528333333,13.0850833333,8.24766666667,9.57866666667,9.00208333333,39.0161666667,11.2410833333,36.77975,8.85958333333
400.00,9.99858333333,31.2325,13.0481666667,8.15233333334,9.50791666667,8.90254166667,38.9695,11.1505,36.75825,8.81708333334
400.36,10.0303166667,31.27175,13.0793333333,8.21825000001,9.57808333333,8.96024999999,39.02575,11.1811666667,36.8320833333,8.85283333333
400.72,9.92363333334,31.278,12.9788333333,8.12266666668,9.49733333334,8.91075,38.9726666667,11.0906666667,36.8389166667,8.71991666666
401.08,9.83020000001,31.2640416667,12.87475,8.00074999999,9.38150000002,8.79483333333,38.9639166667,11.02575,36.89275,8.61133333333
401.44,9.80184999999,31.4049583333,12.8531666667,7.98400000001,9.37525,8.82475,39.001,11.0235833334,36.9923333333,8.63199999999
401.80,9.8165,31.5245416667,12.92925,8.03216666667,9.42016666667,8.85633333333,39.1189166667,11.06625,37.04075,8.69050000001
402.16,9.73105000001,31.4934583333,12.8051666666,7.90900000001,9.29625,8.75958333333,39.0875,10.96625,36.942,8.55175000001
402.52,9.68784999999,31.5355,12.8034166666,7.85125,9.2755,8.67020833334,39.1254166666,10.9520833334,36.89675,8.52741666667
402.88,9.69094999999,31.5675,12.76575,7.83033333333,9.23391666666,8.643625,39.0976666667,10.8895,36.8743333333,8.47633333333
403.24,9.80318333334,31.7161666667,12.8631666667,7.9275,9.32041666667,8.72170833333,39.1923333333,10.9750833333,37.01675,8.56558333334
403.60,9.75368333334,31.7940416667,12.8170833334,7.90641666667,9.3235,8.71141666667,39.2745833333,10.9965,37.0981666667,8.54183333332
403.95,9.73581666666,31.8309166667,12.803,7.87349999999,9.30141666667,8.71595833333,39.3009166666,10.9781666667,37.1089166667,8.48675
404.31,9.77448333334,31.8539166667,12.8199166667,7.87158333334,9.31408333334,8.72833333333,39.2928333333,11.01525,37.1263333333,8.53241666667
404.67,9.79600000001,31.8590416667,12.8563333334,7.86416666668,9.34250000001,8.697,39.30675,11.00125,37.1271666666,8.56733333334
405.03,9.87825,31.929,12.90525,7.93899999999,9.40516666667,8.76708333334,39.2658333333,11.036,37.15975,8.62749999999
405.39,9.92028333334,31.9597916667,12.888,7.93833333334,9.38708333334,8.741,39.2818333334,11.0458333333,37.1596666667,8.60341666666
405.75,9.99695000001,31.9591666666,12.9059166667,8.01516666668,9.45783333333,8.80604166666,39.2425,11.0919166667,37.1834166667,8.67308333334
406.11,10.0473333333,32.0125833333,12.96775,8.06075,9.51908333333,8.84179166668,39.2906666667,11.12025,37.2333333333,8.72866666666
406.47,10.06275,32.0637083334,12.9305,8.07574999999,9.50208333333,8.841875,39.2788333334,11.1120833333,37.2729166666,8.73508333333
406.83,10.0894,32.0955416667,12.9783333333,8.11691666667,9.54375000001,8.83245833333,39.3185,11.158,37.3264166666,8.713
407.19,9.96619999999,32.060875,12.8563333333,7.94283333332,9.44141666668,8.71183333333,39.2515833333,11.0181666666,37.2410833333,8.55825
407.55,9.98564999999,32.0814583333,12.86625,7.95591666667,9.42574999999,8.74141666666,39.2001666667,11.01375,37.2483333333,8.53683333334
407.90,10.0844833333,32.2175416667,12.907,8.03216666667,9.50225,8.81720833333,39.2664166667,11.0985,37.3363333333,8.61791666667
408.26,10.06265,32.2973333333,12.93025,8.03291666666,9.52866666666,8.79116666667,39.2776666667,11.0875,37.3846666667,8.59708333332
408.62,10.03845,32.3454166667,12.9221666666,8.04291666666,9.48725000001,8.78650000001,39.3175,11.08575,37.4368333333,8.55583333333
408.98,10.0842666667,32.4329583333,12.95725,8.04366666666,9.53591666666,8.81016666666,39.4208333333,11.1245833333,37.4938333333,8.55833333333
409.34,10.1115833333,32.5516666667,13.0401666667,8.10933333333,9.59725,8.83583333334,39.5190833333,11.12875,37.6605,8.61124999999
409.70,10.14965,32.7064166667,13.08575,8.12991666667,9.61149999999,8.84404166668,39.63325,11.1879166667,37.81425,8.63325000001
410.06,10.1417333333,32.763125,13.1065,8.13075,9.58341666667,8.81658333333,39.64025,11.1738333333,37.8715833334,8.61191666667
