wavelength,Back_TiaFulm,Belly_TiaFulm,Breast_TiaFulm,Crissum_TiaFulm,Crown_TiaFulm,DorTail_TiaFulm,Rump_TiaFulm,Throat_TiaFulm,WingTip_TiaFulm
335.74,6.5942,8.9284,5.16646666667,8.36146666666,4.9226,7.46543333333,6.79033333333,5.90173333333,6.10946666667
336.11,6.66833333333,9.0968,5.1994,8.57773333333,5.0324,7.5444,6.9172,5.9674,6.2098
336.47,6.70993333333,9.18673333333,5.25886666667,8.66466666667,5.156,7.5603,7.00266666667,6.149,6.31793333333
336.84,6.98813333334,9.55226666665,5.59933333333,9.02879999999,5.42746666667,7.7754,7.27573333333,6.5202,6.62366666667
337.21,6.96333333333,9.48566666667,5.5672,9.05820000001,5.34153333333,7.626,7.2282,6.561,6.53886666666
337.57,6.8186,9.30580000001,5.38453333333,8.93013333333,5.1686,7.47276666667,7.04693333333,6.3458,6.446
337.94,6.69006666667,9.27940000001,5.2378,8.75046666667,4.96806666667,7.37173333333,6.97226666667,6.19413333333,6.32193333333
338.31,6.79213333333,9.36613333332,5.3928,8.87493333334,5.0442,7.40743333333,7.12526666667,6.30106666667,6.48526666667
338.67,6.8226,9.43159999999,5.48826666667,8.96206666666,5.06953333333,7.41266666667,7.2104,6.3454,6.51226666667
339.04,6.71593333333,9.31886666667,5.46146666667,8.83539999999,4.95033333333,7.24776666667,7.06533333333,6.24793333333,6.328
339.40,6.56213333333,9.08119999999,5.3294,8.68719999999,4.76146666667,7.0908,6.94213333333,6.11266666667,6.2312
339.77,6.4572,8.80633333334,5.191,8.52286666667,4.5164,6.8793,6.7376,5.77166666667,6.009
340.14,6.22206666667,8.46773333333,4.98933333333,8.15919999999,4.2606,6.6101,6.5124,5.3818,5.741
340.50,5.95906666667,8.24313333335,4.69906666667,7.8232,3.9534,6.37616666667,6.29386666667,5.00346666667,5.50266666667
340.87,5.9556,8.29979999999,4.79406666667,7.8584,3.9246,6.51673333333,6.34426666667,5.06233333333,5.44026666667
341.23,5.87813333333,8.20940000001,4.77893333333,7.863,3.84706666667,6.4592,6.24093333333,4.9912,5.39573333333
341.60,5.75546666667,8.11626666666,4.59586666667,7.68726666667,3.69366666667,6.33616666667,6.06446666667,4.79233333333,5.21266666667
341.96,5.61306666667,8.002,4.5052,7.45766666667,3.6004,6.2194,5.9078,4.59426666667,5.10813333333
342.33,5.8506,8.22799999999,4.67706666667,7.64146666667,3.85533333333,6.42526666667,6.16353333333,4.83853333333,5.4266
342.70,5.9086,8.22513333332,4.68666666667,7.583,3.94586666667,6.4602,6.14486666667,4.87493333333,5.49993333333
343.06,5.9734,8.36913333334,4.76853333333,7.6912,4.05166666667,6.6038,6.33406666667,5.1322,5.7038
343.43,5.9626,8.36333333333,4.68393333334,7.7226,4.05286666666,6.58553333333,6.3422,5.20646666667,5.69046666667
343.79,6.17553333333,8.57853333335,4.92113333333,7.92373333334,4.30013333333,6.80036666667,6.5408,5.50026666667,5.88593333333
344.16,6.22246666667,8.59626666668,4.945,7.98446666667,4.37833333333,6.75203333333,6.58106666667,5.565,5.99333333334
344.52,5.94673333333,8.36606666667,4.64713333333,7.70766666667,4.18046666667,6.50613333333,6.3834,5.38006666667,5.71466666667
344.89,5.88773333334,8.29926666667,4.65286666667,7.69146666667,4.20233333333,6.4709,6.4066,5.42806666667,5.76286666666
345.25,5.8576,8.22760000001,4.5324,7.62613333333,4.15013333333,6.4252,6.35073333333,5.44986666667,5.69453333333
345.62,5.71506666667,8.1264,4.44993333333,7.507,4.048,6.36646666667,6.2168,5.37126666666,5.528
345.99,5.773,8.33286666667,4.59126666667,7.60206666667,4.13046666667,6.55496666667,6.33973333333,5.4182,5.59353333333
346.35,5.84986666667,8.38473333333,4.62973333333,7.61213333333,4.1532,6.6231,6.33133333333,5.34453333333,5.53733333333
346.72,6.08006666667,8.61966666667,4.81886666667,7.81106666667,4.31173333333,6.8041,6.50693333333,5.52713333333,5.6754
347.08,6.14953333333,8.72606666667,4.86733333333,7.95373333334,4.433,6.9424,6.60706666667,5.63366666667,5.7926
347.45,6.17893333334,8.76426666667,4.89966666667,7.95213333334,4.49013333333,6.96153333333,6.57226666667,5.5242,5.773
347.81,6.4104,8.89180000001,5.1646,8.14453333333,4.72873333333,7.17103333333,6.72686666667,5.64373333333,5.98733333333
348.18,6.3768,8.95186666667,5.06733333333,8.09526666666,4.6842,7.12016666667,6.7456,5.59013333333,5.9046
348.54,6.3378,8.97273333335,5.08453333333,8.11813333333,4.67926666667,7.11143333333,6.79886666667,5.55966666667,5.89226666667
348.91,6.36266666666,8.9522,5.06673333333,8.22406666667,4.6592,7.02093333333,6.902,5.53626666667,5.93193333333
349.27,6.42193333333,8.96540000001,5.08433333333,8.34773333334,4.70246666667,6.8852,7.00373333333,5.58633333333,5.92986666667
349.64,6.26573333333,8.81233333335,4.9296,8.197,4.55653333333,6.64633333333,6.82413333333,5.432,5.76066666667
350.00,6.148,8.71273333333,4.895,8.10366666667,4.5354,6.58896666667,6.72053333333,5.35233333333,5.713
350.37,6.01873333333,8.5582,4.7962,7.92393333333,4.37386666667,6.4711,6.58566666667,5.13266666667,5.57753333333
350.73,6.0734,8.56926666668,4.842,7.88693333333,4.354,6.5144,6.62826666666,5.22606666666,5.59893333333
351.10,6.02306666667,8.59340000001,4.81546666667,7.8844,4.2696,6.4623,6.65173333333,5.26746666667,5.57013333333
351.46,6.0882,8.61306666666,4.87713333333,7.93773333333,4.311,6.51596666667,6.6764,5.32953333334,5.61273333333
351.83,6.11813333333,8.61973333335,4.913,7.99853333333,4.35113333333,6.5743,6.68373333333,5.42493333333,5.63653333333
352.19,6.232,8.67320000001,4.9378,8.04533333334,4.39213333333,6.66903333333,6.6678,5.52573333333,5.65246666667
352.55,6.40473333333,8.7522,5.08833333333,8.19566666667,4.5354,6.89916666667,6.74946666667,5.7194,5.74346666667
352.92,6.47393333333,8.8402,5.14426666667,8.27946666666,4.71833333333,7.0535,6.88213333333,5.81913333333,5.8454
353.28,6.393,8.75400000001,4.987,8.15453333333,4.60073333333,6.98233333333,6.79213333333,5.73086666667,5.7748
353.65,6.37093333333,8.7334,4.92126666667,8.17233333333,4.5836,6.92976666667,6.76133333333,5.73393333333,5.7058
354.01,6.3536,8.68619999999,4.84473333333,8.17666666667,4.5626,6.8961,6.74506666667,5.72846666667,5.67393333333
354.38,6.3242,8.64019999999,4.7466,8.093,4.5452,6.89076666667,6.70746666667,5.64066666667,5.61106666667
354.74,6.40113333333,8.651,4.85046666667,8.1276,4.5748,6.94243333333,6.73266666667,5.67613333333,5.5966
355.11,6.39073333333,8.60966666666,4.84873333333,8.09573333333,4.55653333333,6.885,6.72073333333,5.63753333333,5.56113333333
355.47,6.264,8.58386666665,4.8428,8.0312,4.5432,6.77793333333,6.6754,5.53993333333,5.50513333333
355.83,5.97186666667,8.48593333333,4.65766666667,7.79953333333,4.36173333333,6.5543,6.51186666667,5.3058,5.3684
356.20,5.92893333333,8.47033333332,4.68006666667,7.7962,4.2986,6.48586666667,6.47973333333,5.3098,5.373
356.56,6.0004,8.57926666667,4.81993333333,7.9414,4.40346666667,6.5441,6.56206666667,5.43253333333,5.4548
356.93,6.0706,8.67760000001,4.931,8.04046666667,4.46333333333,6.60436666667,6.6068,5.51613333333,5.53313333333
357.29,6.05946666667,8.69819999999,4.98046666667,8.05773333333,4.4742,6.6417,6.61866666667,5.54833333333,5.56306666667
357.66,6.08,8.80726666666,5.0922,8.132,4.50753333333,6.66093333333,6.61746666667,5.622,5.61526666667
358.02,6.09526666667,8.8648,5.08853333333,8.18279999999,4.56953333333,6.73903333333,6.6592,5.6618,5.71346666667
358.38,6.17813333333,8.94739999999,5.11926666667,8.27766666666,4.62426666666,6.8379,6.70226666667,5.73746666667,5.802
358.75,6.27946666667,8.99386666667,5.1364,8.35033333333,4.65986666667,6.93743333333,6.77066666667,5.8038,5.88293333334
359.11,6.27413333333,8.91426666667,5.08833333333,8.3448,4.60073333333,6.92376666667,6.7218,5.7734,5.8718
359.48,6.30246666667,8.9542,5.12006666667,8.36520000001,4.62993333333,6.94816666667,6.79073333333,5.79886666667,5.87633333333
359.84,6.26173333333,8.89713333333,5.05906666667,8.33299999999,4.55786666667,6.89706666667,6.78746666667,5.73426666667,5.90406666667
360.20,6.24333333333,8.83299999999,5.06126666667,8.32720000001,4.56566666667,6.87163333334,6.80226666667,5.74513333333,5.9368
360.57,6.24986666667,8.87926666667,5.07713333333,8.37659999999,4.6014,6.8669,6.86573333333,5.75846666667,5.9836
360.93,6.214,8.79913333333,4.99893333333,8.32113333333,4.52393333333,6.81143333333,6.85733333333,5.67326666667,5.95186666667
361.29,6.17026666666,8.76366666666,4.97913333333,8.31033333333,4.45186666667,6.74393333333,6.82453333333,5.65393333333,5.9172
361.66,6.17273333333,8.77906666665,5.007,8.28719999999,4.45046666667,6.72843333333,6.8158,5.65606666667,5.96933333333
362.02,6.13766666667,8.76106666667,4.99906666667,8.25413333333,4.43906666667,6.71486666667,6.8184,5.61326666667,5.9656
362.39,6.17386666667,8.79286666667,4.99486666667,8.24873333333,4.449,6.7337,6.83746666667,5.6362,5.97513333333
362.75,6.077,8.68460000001,4.9188,8.15413333333,4.329,6.6423,6.72226666667,5.55973333333,5.87413333334
363.11,6.10013333333,8.67219999999,4.9808,8.16333333333,4.36633333333,6.62856666667,6.72586666667,5.55693333333,5.82853333333
363.48,6.2436,8.8136,5.1134,8.26773333333,4.49713333333,6.79553333333,6.88806666666,5.6924,5.95333333333
363.84,6.2274,8.76286666666,5.09733333333,8.23906666667,4.4524,6.79436666667,6.8382,5.64066666667,5.9092
364.20,6.29453333333,8.79573333333,5.16753333333,8.27846666667,4.4994,6.80833333333,6.8754,5.7334,5.9478
364.57,6.3278,8.80446666667,5.16026666667,8.28866666667,4.53926666667,6.80866666667,6.894,5.7474,5.9212
364.93,6.337,8.78433333333,5.14673333333,8.30693333334,4.52206666667,6.77613333333,6.91106666667,5.71246666667,5.83146666667
365.29,6.40513333333,8.84853333333,5.19553333333,8.38533333333,4.574,6.8536,6.95793333333,5.81846666667,5.86493333334
365.66,6.49726666667,8.94793333333,5.33266666667,8.53086666666,4.71713333333,6.95036666667,7.07386666667,5.984,5.95993333333
366.02,6.6234,9.07339999999,5.39066666667,8.6694,4.84513333333,7.0454,7.212,6.09373333333,6.08473333333
366.38,6.47366666667,8.97806666667,5.19006666667,8.55833333333,4.69966666667,6.9544,7.09713333333,6.03246666667,5.98566666667
366.75,6.22666666667,8.77659999999,4.93193333333,8.3492,4.4388,6.69443333333,6.83273333333,5.83133333333,5.75633333334
367.11,6.2338,8.78506666665,4.93866666667,8.36086666667,4.45173333333,6.69153333333,6.89073333333,5.90246666667,5.75533333333
367.47,6.195,8.7746,4.92093333333,8.38273333334,4.4832,6.72776666667,6.89233333333,5.86066666667,5.73533333333
367.84,6.16706666667,8.77153333333,4.93726666667,8.36506666667,4.50533333333,6.73623333333,6.8726,5.8476,5.76066666667
368.20,6.20346666667,8.77493333332,4.95626666667,8.3794,4.55073333333,6.7765,6.88993333334,5.85613333333,5.77966666667
368.56,6.11806666667,8.68993333333,4.88446666667,8.28393333333,4.44993333333,6.69083333333,6.7962,5.76213333333,5.71126666667
368.93,5.99906666667,8.55726666668,4.73966666667,8.11546666667,4.27606666667,6.57373333333,6.61026666667,5.56173333333,5.57466666667
369.29,6.09873333333,8.62253333332,4.8524,8.20293333334,4.34066666667,6.68396666667,6.66493333333,5.64833333333,5.66033333333
369.65,6.18906666667,8.65966666667,4.949,8.28746666666,4.4198,6.72956666666,6.76686666667,5.61006666667,5.70706666667
370.01,6.20213333333,8.61060000001,4.9138,8.22320000001,4.40353333333,6.73553333333,6.74646666667,5.5618,5.64753333333
370.38,6.18233333333,8.55906666666,4.86786666667,8.16346666667,4.3742,6.6906,6.62313333333,5.49226666667,5.62486666667
370.74,6.32426666667,8.66113333333,5.00726666667,8.2254,4.46253333333,6.74216666667,6.7318,5.63013333333,5.75553333333
371.10,6.32086666667,8.67706666667,4.9912,8.20926666667,4.4228,6.68206666667,6.73413333334,5.62526666667,5.7708
371.46,6.30666666667,8.69786666666,5.01626666667,8.21346666667,4.41533333333,6.69436666667,6.7318,5.6462,5.84473333333
371.83,6.4052,8.74106666667,5.1024,8.30706666667,4.51606666667,6.72423333333,6.82886666667,5.7184,5.9252
372.19,6.48426666667,8.81393333333,5.17906666667,8.3882,4.584,6.74476666667,6.91086666667,5.77633333333,5.99033333334
372.55,6.38873333333,8.69913333334,5.10306666667,8.27853333333,4.51406666667,6.60953333333,6.78893333333,5.6326,5.9058
372.92,6.47826666667,8.77933333335,5.18973333333,8.31993333333,4.61393333333,6.6986,6.78633333333,5.7154,6.03226666667
373.28,6.5274,8.83546666667,5.28986666666,8.43133333333,4.70466666667,6.74016666667,6.8452,5.71206666667,6.15326666667
373.64,6.48793333333,8.78599999999,5.22953333333,8.432,4.62833333333,6.66476666667,6.8004,5.627,6.11333333333
374.00,6.35273333333,8.6692,5.03826666667,8.34579999999,4.4826,6.5582,6.65806666667,5.487,5.98806666667
374.37,6.30426666667,8.57420000001,4.9528,8.296,4.399,6.52423333333,6.60173333333,5.40846666667,5.91146666666
374.73,6.2,8.45933333333,4.84046666667,8.18939999999,4.29606666666,6.43266666667,6.50733333333,5.28086666667,5.76393333333
375.09,6.11246666666,8.39786666667,4.73153333333,8.10513333333,4.25566666667,6.35516666667,6.42306666667,5.19453333333,5.63426666667
375.45,6.04693333333,8.36533333332,4.66486666667,8.0908,4.2396,6.31346666667,6.38706666667,5.1964,5.612
375.81,6.06246666667,8.41459999999,4.64873333333,8.15966666667,4.28866666667,6.35316666667,6.44033333333,5.26413333333,5.64766666667
376.18,5.98413333333,8.35839999999,4.53473333333,8.10113333333,4.22793333333,6.28706666667,6.4136,5.26053333333,5.52366666667
376.54,5.97706666667,8.3704,4.54886666667,8.09213333333,4.19873333333,6.2584,6.4138,5.3314,5.49546666667
376.90,6.09006666667,8.54286666667,4.7452,8.24213333333,4.37633333333,6.43496666667,6.60633333334,5.52686666667,5.63373333333
377.26,6.13846666667,8.59599999999,4.83626666667,8.28873333334,4.44066666667,6.4818,6.65646666667,5.5862,5.69646666667
377.63,6.1708,8.64546666668,4.85526666667,8.30673333334,4.47053333333,6.48276666667,6.67673333334,5.62526666667,5.71033333333
377.99,6.1776,8.66153333333,4.89186666667,8.34726666667,4.507,6.47713333334,6.7074,5.6638,5.7332
378.35,6.1696,8.66786666667,4.9176,8.36466666666,4.4736,6.48263333333,6.6912,5.68853333333,5.75166666667
378.71,6.19153333333,8.60093333334,4.9304,8.36073333333,4.50086666666,6.4874,6.6978,5.67473333333,5.73233333333
379.07,6.21,8.63806666667,4.96646666667,8.35053333333,4.496,6.50063333333,6.73453333333,5.68093333333,5.729
379.44,6.24353333333,8.72313333334,5.0244,8.39520000001,4.51866666667,6.4966,6.772,5.69373333333,5.74466666667
379.80,6.23633333334,8.73466666668,5.01946666667,8.37726666667,4.55346666667,6.49893333333,6.79886666667,5.68193333333,5.71373333333
380.16,6.22706666667,8.69146666667,4.93693333334,8.31706666666,4.50633333333,6.40706666667,6.74366666667,5.633,5.6378
380.52,6.307,8.79246666668,5.01,8.40159999999,4.57933333333,6.49876666667,6.82826666666,5.69453333333,5.70046666667
380.88,6.37546666667,8.81486666667,5.1144,8.42799999999,4.66513333333,6.58176666667,6.87586666667,5.729,5.7564
381.24,6.42666666667,8.9158,5.1748,8.46920000001,4.74033333333,6.6654,6.94506666667,5.7644,5.8158
381.61,6.40126666667,8.92126666666,5.1854,8.4268,4.73873333333,6.6635,6.94406666667,5.73706666667,5.83926666667
381.97,6.32706666667,8.86426666668,5.0994,8.35266666667,4.64313333333,6.58803333333,6.87613333334,5.62806666667,5.77946666667
382.33,6.21306666667,8.72986666665,4.9832,8.23066666667,4.5396,6.44646666667,6.738,5.4896,5.69366666667
382.69,6.2026,8.65413333333,4.97806666667,8.18633333333,4.53493333333,6.41893333333,6.70853333333,5.47173333333,5.72993333333
383.05,6.25546666667,8.68493333334,4.98366666667,8.24153333333,4.55326666667,6.4238,6.72793333333,5.5198,5.79986666667
383.41,6.16806666667,8.58293333334,4.91466666667,8.13620000001,4.46333333333,6.33696666667,6.62833333333,5.41653333333,5.7214
383.77,6.0888,8.49440000001,4.80353333333,8.038,4.3842,6.26013333333,6.51826666667,5.32026666667,5.64286666667
384.14,6.02453333334,8.48099999999,4.72473333333,8.02906666666,4.3278,6.21063333333,6.48333333333,5.26973333333,5.59993333333
384.50,6.04313333333,8.4968,4.7352,8.05199999999,4.336,6.23296666667,6.4958,5.29813333333,5.64453333333
384.86,6.14266666666,8.5926,4.82573333333,8.16726666667,4.4374,6.32856666667,6.62373333333,5.429,5.7256
385.22,6.26026666667,8.73153333335,4.96473333333,8.28086666667,4.55626666667,6.4585,6.731,5.5548,5.84846666667
385.58,6.3772,8.86806666665,5.1066,8.40786666666,4.68786666667,6.63046666667,6.8828,5.69433333333,5.95033333333
385.94,6.40866666667,8.97419999999,5.16206666667,8.48886666667,4.72666666666,6.7296,6.97073333333,5.75333333333,5.9624
386.30,6.38933333333,8.95626666668,5.13833333333,8.45793333333,4.68553333333,6.7451,6.94826666667,5.67766666667,5.89566666667
386.66,6.4506,9.02120000001,5.17786666667,8.53453333333,4.73266666666,6.84016666667,7.0128,5.7252,5.945
387.03,6.48426666667,9.03293333333,5.21426666667,8.569,4.76973333334,6.86136666667,7.06213333333,5.8022,5.96213333333
387.39,6.52806666667,9.082,5.2882,8.61586666666,4.80693333333,6.9207,7.119,5.88593333333,6.03086666667
387.75,6.57526666667,9.11440000001,5.3286,8.63433333333,4.815,6.96066666667,7.1636,5.92926666667,6.02806666667
388.11,6.56766666667,9.10046666667,5.30266666667,8.61686666667,4.7954,6.97446666667,7.1294,5.89466666667,6.0088
388.47,6.535,9.0848,5.28246666667,8.58713333333,4.76553333333,6.93876666667,7.11473333333,5.89213333333,5.97466666667
388.83,6.52086666667,9.0516,5.23893333333,8.57079999999,4.7226,6.88676666667,7.05386666667,5.87553333333,5.92653333333
389.19,6.484,8.99326666666,5.19926666667,8.52826666667,4.68333333333,6.83386666667,6.9782,5.85813333333,5.88733333333
389.55,6.5002,9.02026666666,5.2204,8.54940000001,4.74146666667,6.85256666667,6.99306666667,5.90953333333,5.94533333334
389.91,6.4924,9.02706666667,5.22386666667,8.52833333333,4.7472,6.85083333333,7.00393333333,5.9342,5.96366666667
390.27,6.4534,8.97506666668,5.1938,8.47606666667,4.6862,6.7721,6.93053333333,5.87313333333,5.8974
390.63,6.47046666667,8.94779999999,5.17053333333,8.47766666666,4.68406666667,6.73783333333,6.9098,5.8612,5.86133333333
391.00,6.4108,8.90606666668,5.11286666667,8.47320000001,4.65766666667,6.65393333333,6.84453333333,5.80786666667,5.83326666667
391.36,6.4248,8.91093333332,5.115,8.46460000001,4.64433333333,6.61753333333,6.81766666666,5.79946666667,5.81466666667
391.72,6.4578,8.91560000001,5.13146666667,8.49299999999,4.67813333333,6.64373333333,6.82786666667,5.80953333333,5.8638
392.08,6.3816,8.835,5.0692,8.43526666667,4.59693333333,6.5864,6.78813333333,5.71953333333,5.82593333333
392.44,6.4464,8.8662,5.11173333333,8.47146666667,4.62513333333,6.6257,6.83466666667,5.72873333333,5.85993333333
392.80,6.4414,8.86213333333,5.10846666667,8.46473333334,4.60606666667,6.60743333333,6.8322,5.7374,5.8292
393.16,6.5388,8.94553333333,5.17506666667,8.56453333334,4.6852,6.6633,6.92246666667,5.8052,5.89386666667
393.52,6.59466666667,9.02173333333,5.2124,8.65039999999,4.75193333333,6.76496666667,7.01026666667,5.85053333333,5.9578
393.88,6.55233333333,9.00800000001,5.19406666667,8.61933333334,4.72693333333,6.7688,7.01393333333,5.83126666667,5.93086666667
394.24,6.57493333334,8.99913333333,5.21493333333,8.61133333334,4.73453333333,6.79983333333,7.02906666667,5.84406666667,5.95313333333
394.60,6.47366666667,8.90133333333,5.115,8.53219999999,4.6456,6.7166,6.96166666667,5.75413333333,5.88133333333
394.96,6.36866666667,8.8478,5.0132,8.44193333334,4.53586666667,6.63146666667,6.8926,5.67513333333,5.7634
395.32,6.40306666667,8.88840000001,5.03393333333,8.50206666667,4.59446666667,6.6624,6.9224,5.73946666667,5.80733333333
395.68,6.346,8.85833333333,5.0028,8.47686666667,4.56726666667,6.63736666667,6.89653333333,5.72426666667,5.81333333333
396.04,6.30613333333,8.82233333333,4.93613333333,8.47166666666,4.51566666667,6.59353333333,6.8552,5.66386666667,5.75886666667
396.40,6.15606666667,8.70026666668,4.82393333333,8.37326666667,4.3818,6.48716666667,6.713,5.54213333333,5.67746666667
396.76,6.12993333333,8.65673333333,4.81086666667,8.37533333334,4.3498,6.41146666667,6.67513333333,5.51293333333,5.64653333333
397.12,6.11933333333,8.63773333332,4.7942,8.37193333334,4.3338,6.3945,6.66486666666,5.50106666666,5.63233333333
397.48,6.0564,8.55993333333,4.71773333333,8.31520000001,4.25806666667,6.34456666667,6.632,5.4596,5.56366666667
397.84,6.152,8.63506666668,4.80313333334,8.41419999999,4.34706666667,6.4272,6.6974,5.55026666667,5.6346
398.20,6.1984,8.63873333333,4.86226666667,8.45199999999,4.40106666667,6.45703333333,6.73406666667,5.59246666666,5.6814
398.56,6.1948,8.59173333332,4.852,8.399,4.38653333334,6.43513333333,6.702,5.5608,5.65266666667
398.92,6.22126666667,8.6048,4.88266666667,8.40953333333,4.43993333333,6.4433,6.72326666667,5.56606666667,5.6784
399.28,6.25493333333,8.63653333332,4.92813333333,8.42953333334,4.48806666667,6.4873,6.75946666667,5.60266666667,5.77053333333
399.64,6.32773333333,8.70913333333,4.99846666667,8.47793333333,4.56126666667,6.53016666667,6.80946666667,5.678,5.82093333333
400.00,6.28853333334,8.68713333335,4.95986666667,8.4366,4.53293333333,6.5135,6.8012,5.6556,5.83026666667
400.36,6.28433333334,8.67086666667,4.96506666667,8.42053333333,4.5232,6.48243333333,6.75393333333,5.62133333333,5.8382
400.72,6.34313333333,8.71633333334,4.99313333333,8.4384,4.58393333333,6.49563333333,6.7676,5.6442,5.86426666666
401.08,6.3354,8.72873333335,4.97126666666,8.4388,4.6032,6.48666666667,6.76753333333,5.62373333333,5.89673333333
401.44,6.3572,8.75026666668,4.98126666667,8.47420000001,4.63493333333,6.5179,6.80286666667,5.63706666667,5.93386666667
401.80,6.48213333333,8.8812,5.09146666667,8.57813333334,4.75166666667,6.6349,6.9356,5.78026666667,6.04946666667
402.16,6.5228,8.941,5.10033333333,8.62699999999,4.7796,6.68943333333,6.98353333333,5.82673333333,6.10366666667
402.52,6.54713333333,8.96000000001,5.15766666667,8.65066666667,4.804,6.72043333333,7.01613333333,5.84173333333,6.10333333333
402.88,6.529,8.93933333334,5.1316,8.62233333333,4.77733333333,6.71673333333,7.00593333333,5.814,6.09033333333
403.24,6.5324,8.94993333333,5.1332,8.60846666667,4.7876,6.73403333333,6.98186666666,5.8012,6.06526666667
403.60,6.53833333333,8.97766666665,5.1398,8.63520000001,4.8412,6.78746666667,7.01013333333,5.81626666667,6.07846666666
403.95,6.53353333334,9.01853333333,5.1816,8.66960000001,4.84173333333,6.796,7.03226666667,5.8544,6.0922
404.31,6.59613333333,9.06126666667,5.2572,8.71693333333,4.8952,6.84843333333,7.09673333333,5.90746666667,6.14086666667
404.67,6.57926666667,9.0574,5.27366666667,8.69653333334,4.8862,6.8348,7.08153333333,5.8828,6.12646666667
405.03,6.49253333333,9.01166666667,5.19326666667,8.64093333333,4.79166666667,6.7678,7.00046666667,5.77973333333,6.06033333333
405.39,6.46566666667,8.98899999999,5.18633333333,8.63286666667,4.75993333333,6.74033333333,6.97833333333,5.76833333333,6.0008
405.75,6.4162,8.95633333333,5.13433333333,8.57499999999,4.72113333333,6.6923,6.94473333333,5.73686666667,5.96733333333
406.11,6.3888,8.91493333333,5.12206666667,8.57106666666,4.70766666667,6.6617,6.92933333333,5.72173333333,5.9126
406.47,6.37633333333,8.90806666665,5.11013333334,8.58126666667,4.70553333333,6.65376666667,6.92933333333,5.729,5.92253333333
406.83,6.42526666667,8.9398,5.14126666667,8.63073333334,4.72113333333,6.65363333333,6.98146666667,5.77286666667,5.96233333333
407.19,6.44713333333,8.93086666668,5.14686666667,8.65526666666,4.7556,6.68286666667,6.98566666667,5.75506666667,6.016
407.55,6.3698,8.87999999999,5.07986666666,8.59333333334,4.67646666667,6.61173333333,6.91586666667,5.69066666667,5.94773333333
407.90,6.42553333333,8.94893333332,5.1016,8.6658,4.71726666667,6.66703333333,6.94393333333,5.768,5.99573333333
408.26,6.48046666666,9.00486666665,5.15713333333,8.70613333334,4.77526666667,6.71476666667,6.98373333333,5.83093333333,6.04813333333
408.62,6.4994,9.01953333334,5.157,8.70886666668,4.7862,6.71353333333,6.98573333334,5.80793333334,6.0792
408.98,6.5388,9.04673333334,5.17566666667,8.75173333333,4.77606666667,6.7415,6.99993333333,5.82793333333,6.088
409.34,6.6108,9.15473333335,5.25073333333,8.81593333334,4.85173333333,6.82563333334,7.05293333333,5.901,6.18106666667
409.70,6.66,9.21113333333,5.30686666667,8.84066666666,4.898,6.89353333333,7.1026,5.94126666667,6.21986666667
410.06,6.674,9.22666666667,5.32646666667,8.85993333333,4.90193333333,6.9103,7.10066666667,5.9552,6.22106666667
410.42,6.66626666667,9.23473333335,5.32193333333,8.86113333334,4.8776,6.88606666667,7.10226666667,5.95906666667,6.2126
410.77,6.70606666667,9.26913333335,5.36366666667,8.89486666666,4.9358,6.93696666667,7.15766666667,6.01406666667,6.26206666667
411.13,6.68706666667,9.23660000001,5.33826666667,8.84493333333,4.89753333333,6.90403333333,7.1482,5.96786666667,6.2284
411.49,6.65586666667,9.18693333333,5.3188,8.839,4.8588,6.8723,7.12826666667,5.93653333333,6.18266666667
411.85,6.61266666667,9.13206666668,5.27766666667,8.79986666666,4.79353333333,6.81756666667,7.079,5.89633333333,6.12846666667
412.21,6.63006666667,9.13506666665,5.3004,8.82519999999,4.87173333333,6.84246666667,7.09673333333,5.92673333333,6.16606666667
412.57,6.59233333333,9.07293333332,5.24566666667,8.80506666667,4.8292,6.78683333333,7.06866666667,5.87346666667,6.1326
412.92,6.5914,9.05166666667,5.249,8.80946666667,4.82066666667,6.75246666667,7.0728,5.881,6.13226666667
413.28,6.6004,9.0594,5.2416,8.78246666667,4.8466,6.75306666667,7.0752,5.8822,6.1406
413.64,6.62633333333,9.0832,5.24833333333,8.80633333333,4.89326666667,6.77183333333,7.099,5.93573333333,6.14766666667
414.00,6.6464,9.10653333333,5.24813333333,8.81933333334,4.8978,6.77996666667,7.09906666667,5.93893333333,6.1436
414.36,6.64973333333,9.125,5.25493333333,8.85320000001,4.92146666667,6.78936666667,7.1014,5.94533333333,6.17026666667
414.72,6.59866666667,9.10073333334,5.21826666667,8.80933333333,4.89953333333,6.74723333333,7.04613333333,5.89586666667,6.13333333334
415.07,6.5924,9.12339999999,5.23406666667,8.8276,4.9222,6.767,7.05906666667,5.9176,6.16386666667
415.43,6.5754,9.12533333334,5.19906666667,8.82526666667,4.88746666667,6.73916666667,7.05046666667,5.91126666667,6.1664
415.79,6.58693333333,9.12080000001,5.2006,8.79646666667,4.88666666667,6.73993333333,7.0512,5.8984,6.14686666667
416.15,6.58866666667,9.11473333333,5.20893333334,8.83066666667,4.8954,6.74916666667,7.06,5.90133333334,6.14953333333
416.51,6.56866666667,9.10153333333,5.20313333333,8.82633333333,4.87526666667,6.76346666667,7.05226666667,5.90846666667,6.1404
416.86,6.5268,9.08193333332,5.19253333333,8.78700000001,4.83306666667,6.76023333333,7.0232,5.8656,6.09113333333
417.22,6.47,9.0456,5.15626666667,8.74406666666,4.7826,6.71506666667,6.97946666667,5.8232,6.04353333333
