wavelength,Back_TanRuef,Belly_TanRuef,Breast_TanRuef,Crissum_TanRuef,Crown_TanRuef,DorTail_TanRuef,Patch10_TanRuef,Patch11_TanRuef,Patch12_TanRuef,Rump_TanRuef,Throat_TanRuef,WingTip_TanRuef
393.52,6.56066666667,10.808745098,9.21866666667,6.546,6.10066666667,7.508,5.483,13.919,4.278,19.7816666667,11.2163333333,6.31127272727
393.88,6.60333333333,10.8830980392,9.24166666667,6.55866666667,6.18633333333,7.50666666667,5.467,13.985,4.261,19.7736666667,11.3866666667,6.331
394.24,6.60366666667,10.9041372549,9.23866666667,6.557,6.187,7.45133333333,5.43066666667,13.9766666667,4.23866666667,19.7646666667,11.374,6.30345454545
394.60,6.57866666667,10.8741372549,9.23433333333,6.525,6.179,7.414,5.43533333333,13.952,4.21566666667,19.7336666667,11.33,6.26209090909
394.96,6.63166666667,10.9465686274,9.23233333333,6.565,6.21466666667,7.49433333333,5.466,14.023,4.238,19.7816666667,11.4463333333,6.341
395.32,6.65633333333,11.0007843137,9.24366666667,6.51766666667,6.254,7.49533333333,5.46833333333,14.0153333333,4.253,19.757,11.4906666667,6.3396969697
395.68,6.69733333333,10.9657254902,9.266,6.49066666667,6.22066666667,7.514,5.50233333333,14.009,4.26433333333,19.69,11.536,6.29051515152
396.04,6.791,10.9110784314,9.34633333333,6.52333333333,6.26866666667,7.55133333333,5.55,14.011,4.30066666667,19.73,11.563,6.3346969697
396.40,6.771,10.9251764706,9.34833333333,6.58533333333,6.24733333333,7.54933333333,5.50666666667,14.024,4.284,19.69,11.601,6.3176969697
396.76,6.74833333333,10.8985882353,9.31233333333,6.57533333333,6.231,7.53866666667,5.421,14.045,4.25333333333,19.5746666667,11.6163333333,6.30721212121
397.12,6.72266666667,10.8866470588,9.26266666667,6.51266666667,6.18,7.47233333333,5.38966666667,14.0096666667,4.243,19.5556666667,11.6083333333,6.26166666667
397.48,6.70533333333,10.8358823529,9.21866666667,6.473,6.116,7.45233333333,5.34,13.9253333333,4.21333333333,19.439,11.5746666667,6.16424242424
397.84,6.72266666667,10.845254902,9.261,6.48933333333,6.17566666667,7.47033333333,5.37266666667,13.9173333333,4.24666666667,19.4473333333,11.4633333333,6.14660606061
398.20,6.77433333333,10.9678039216,9.345,6.47266666667,6.19933333333,7.536,5.456,13.9976666667,4.29266666667,19.4136666667,11.5243333333,6.21003030303
398.56,6.836,11.0666666667,9.384,6.526,6.24066666667,7.60333333333,5.46233333333,14.032,4.369,19.4296666667,11.6603333333,6.34684848485
398.92,6.87833333333,11.1031372549,9.37266666667,6.53,6.22766666667,7.606,5.46033333333,14.03,4.37966666667,19.4883333333,11.644,6.35363636364
399.28,6.89533333333,11.0109411765,9.30066666667,6.50033333333,6.15133333333,7.55166666667,5.39866666667,14.0673333333,4.299,19.3956666667,11.57,6.29245454545
399.64,6.85666666667,11.1178235294,9.29266666667,6.52466666667,6.14933333333,7.54633333333,5.38533333333,14.067,4.22166666667,19.369,11.5433333333,6.27909090909
400.00,6.76766666667,11.1358627451,9.23466666667,6.475,6.04366666667,7.49966666667,5.27866666667,14.0336666667,4.12133333333,19.267,11.4573333333,6.16524242424
400.36,6.738,11.1130588235,9.17233333333,6.399,5.936,7.41366666667,5.238,13.9603333333,4.082,19.238,11.3873333333,6.11893939394
400.72,6.63466666667,11.0859019608,9.126,6.34033333333,5.82933333333,7.31,5.154,13.858,4.01766666667,19.2003333333,11.2843333333,5.98996969697
401.08,6.63766666667,11.0116470588,9.12633333333,6.34733333333,5.80066666667,7.33733333333,5.14433333333,13.8156666667,4.012,19.1923333333,11.2393333333,6.01890909091
401.44,6.63233333333,11.1187647059,9.092,6.316,5.76866666667,7.32466666667,5.12333333333,13.8476666667,4.014,19.1846666667,11.225,6.02045454545
401.80,6.629,11.2307843137,9.05566666667,6.359,5.801,7.35133333333,5.13933333333,13.8976666667,4.03366666667,19.1656666667,11.2566666667,6.06133333333
402.16,6.66266666667,11.2785490196,9.09433333333,6.434,5.87666666667,7.365,5.175,13.8936666667,4.06,19.2563333333,11.3093333333,6.08842424242
402.52,6.65533333333,11.3347843137,9.111,6.52766666667,5.91366666667,7.362,5.19466666667,13.9563333333,4.03366666667,19.3123333333,11.294,6.08660606061
402.88,6.64466666667,11.3388235294,9.14033333333,6.51633333333,5.91866666667,7.36833333333,5.12533333333,14.0546666667,4.02233333333,19.245,11.3713333333,6.05621212121
403.24,6.62166666667,11.3892745098,9.18233333333,6.55066666667,5.929,7.331,5.12166666667,14.0906666667,4.03766666667,19.2563333333,11.3493333333,6.07872727273
403.60,6.69933333333,11.4187254902,9.29433333333,6.60333333333,5.996,7.36066666667,5.195,14.1836666667,4.124,19.3336666667,11.4153333333,6.13624242424
403.95,6.77533333333,11.4940784314,9.40666666667,6.66366666667,6.14766666667,7.40833333333,5.25666666667,14.312,4.20133333333,19.466,11.5673333333,6.19690909091
404.31,6.845,11.5488431373,9.503,6.67866666667,6.25133333333,7.448,5.289,14.429,4.21733333333,19.48,11.6043333333,6.23666666667
404.67,6.93733333333,11.5610784314,9.53166666667,6.704,6.33533333333,7.543,5.37666666667,14.5313333333,4.262,19.4956666667,11.691,6.33
405.03,7.01433333333,11.6869803922,9.58366666667,6.78666666667,6.401,7.545,5.44433333333,14.5786666667,4.27066666667,19.558,11.6933333333,6.37942424242
405.39,7.10433333333,11.6747058824,9.70033333333,6.89166666667,6.46466666667,7.616,5.492,14.684,4.33,19.6306666667,11.8036666667,6.454
405.75,7.12533333333,11.6454705882,9.739,6.889,6.404,7.62233333333,5.50466666667,14.714,4.30166666667,19.5996666667,11.878,6.44657575758
406.11,7.12833333333,11.6512941176,9.67633333333,6.90233333333,6.42533333333,7.59533333333,5.41433333333,14.7493333333,4.29766666667,19.5376666667,11.8036666667,6.42339393939
406.47,7.117,11.5709215686,9.62033333333,6.83266666667,6.37033333333,7.536,5.39633333333,14.667,4.27033333333,19.4253333333,11.791,6.35724242424
406.83,7.119,11.6042156863,9.59966666667,6.83933333333,6.35133333333,7.53066666667,5.419,14.63,4.26266666667,19.4153333333,11.72,6.37560606061
407.19,7.13533333333,11.652627451,9.62033333333,6.86766666667,6.398,7.54866666667,5.496,14.6456666667,4.29966666667,19.4146666667,11.7436666667,6.39466666667
407.55,7.13866666667,11.6815686274,9.54766666667,6.827,6.37033333333,7.50333333333,5.447,14.603,4.29966666667,19.3486666667,11.724,6.36596969697
407.90,7.10833333333,11.7145294118,9.48766666667,6.78666666667,6.325,7.45633333333,5.45366666667,14.577,4.317,19.2493333333,11.699,6.40796969697
408.26,7.10133333333,11.7441764706,9.41866666667,6.819,6.32633333333,7.469,5.46433333333,14.5863333333,4.36033333333,19.2273333333,11.7393333333,6.41154545455
408.62,7.15633333333,11.8410980392,9.46166666667,6.89933333333,6.375,7.48566666667,5.48233333333,14.61,4.43,19.2653333333,11.7886666667,6.44966666667
408.98,7.15266666667,11.8962156863,9.457,6.93233333333,6.40766666667,7.522,5.47133333333,14.6326666667,4.48033333333,19.2536666667,11.7946666667,6.4273030303
409.34,7.05633333333,11.8695686274,9.35966666667,6.88866666667,6.34433333333,7.451,5.419,14.535,4.435,19.1943333333,11.7646666667,6.38481818182
409.70,7.06966666667,11.8983529412,9.378,6.94866666667,6.39566666667,7.447,5.42033333333,14.546,4.468,19.2436666667,11.7106666667,6.45584848485
410.06,7.07633333333,11.9570980392,9.42766666667,7.00066666667,6.37266666667,7.5,5.49633333333,14.6206666667,4.51066666667,19.282,11.822,6.5006969697
410.42,7.09,12.0105882353,9.47766666667,7.06433333333,6.40166666667,7.54833333333,5.48933333333,14.7066666667,4.547,19.3,11.8313333333,6.48645454545
410.77,7.10066666667,12.1114705882,9.55066666667,7.155,6.487,7.601,5.54766666667,14.781,4.60833333333,19.3216666667,11.8973333333,6.547
411.13,7.122,12.1907254902,9.59333333333,7.18066666667,6.52633333333,7.61733333333,5.54366666667,14.791,4.61766666667,19.2986666667,11.9513333333,6.57857575758
411.49,7.15133333333,12.1591960784,9.61133333333,7.243,6.555,7.61866666667,5.545,14.8426666667,4.654,19.3036666667,12.0203333333,6.58087878788
411.85,7.161,12.1869607843,9.58366666667,7.27466666667,6.49933333333,7.629,5.52733333333,14.8323333333,4.61266666667,19.3,11.9963333333,6.51421212121
412.21,7.233,12.2304901961,9.64533333333,7.31133333333,6.52566666667,7.64833333333,5.53766666667,14.83,4.59,19.2886666667,11.9793333333,6.51615151515
412.57,7.226,12.223,9.68466666667,7.31533333333,6.51266666667,7.606,5.512,14.808,4.54866666667,19.218,11.9186666667,6.47678787879
412.92,7.26033333333,12.1998627451,9.745,7.36833333333,6.54866666667,7.611,5.537,14.899,4.55866666667,19.2416666667,11.9796666667,6.49842424242
413.28,7.262,12.2363529412,9.79733333333,7.39566666667,6.617,7.60066666667,5.53433333333,14.9653333333,4.56066666667,19.206,11.9256666667,6.46584848485
413.64,7.24733333333,12.2679607843,9.83633333333,7.36733333333,6.65233333333,7.57466666667,5.54166666667,14.988,4.582,19.2126666667,11.9103333333,6.40396969697
414.00,7.27133333333,12.2723529412,9.87733333333,7.32766666667,6.64433333333,7.558,5.55533333333,14.991,4.57466666667,19.213,11.872,6.39318181818
414.36,7.28633333333,12.3189607843,9.915,7.315,6.646,7.55066666667,5.58133333333,15.0086666667,4.567,19.216,11.849,6.42227272727
414.72,7.302,12.2192941176,9.919,7.254,6.61333333333,7.54,5.59766666667,15.0223333333,4.58233333333,19.2156666667,11.8393333333,6.40203030303
415.07,7.283,12.2001568627,9.89966666667,7.20733333333,6.592,7.55366666667,5.57066666667,15.0763333333,4.57233333333,19.281,11.852,6.38975757576
415.43,7.20466666667,12.1993137255,9.87933333333,7.15466666667,6.59133333333,7.567,5.55866666667,15.0726666667,4.50533333333,19.2206666667,11.8193333333,6.39606060606
415.79,7.22066666667,12.2169411765,9.937,7.18266666667,6.604,7.57,5.549,15.1206666667,4.51933333333,19.2223333333,11.8223333333,6.40445454545
416.15,7.22566666667,12.2575294118,9.92933333333,7.20666666667,6.62933333333,7.60133333333,5.56733333333,15.2066666667,4.54033333333,19.2276666667,11.9123333333,6.44093939394
416.51,7.27366666667,12.3400588235,9.914,7.214,6.643,7.636,5.60466666667,15.3096666667,4.546,19.2693333333,12.0036666667,6.50621212121
416.86,7.23533333333,12.4250980392,9.94266666667,7.21,6.61533333333,7.63433333333,5.61466666667,15.3566666667,4.57066666667,19.2073333333,12.113,6.51254545455
417.22,7.175,12.4325686275,9.93166666667,7.18266666667,6.57833333333,7.6,5.60233333333,15.329,4.50233333333,19.1573333333,12.1476666667,6.51506060606
417.58,7.08466666667,12.3527843137,9.874,7.13033333333,6.473,7.54133333333,5.532,15.3113333333,4.43966666667,19.0183333333,12.1383333333,6.45190909091
417.94,7.03966666667,12.3467058824,9.88366666667,7.14466666667,6.44433333333,7.51466666667,5.48366666667,15.2576666667,4.39533333333,18.9493333333,12.1556666667,6.42333333333
418.29,7.073,12.3909411765,9.90633333333,7.143,6.417,7.543,5.46766666667,15.2856666667,4.37433333333,18.9133333333,12.158,6.39778787879
418.65,7.09433333333,12.4564509804,9.911,7.22666666667,6.454,7.57733333333,5.47266666667,15.329,4.357,18.8813333333,12.1843333333,6.42096969697
419.01,7.152,12.4848235294,9.94733333333,7.321,6.49533333333,7.61966666667,5.5,15.3883333333,4.409,18.875,12.2023333333,6.4503030303
419.37,7.21766666667,12.5967058824,10.0336666667,7.406,6.5,7.67,5.56666666667,15.459,4.474,18.915,12.2943333333,6.47560606061
419.73,7.18633333333,12.5835686274,10.047,7.39933333333,6.50533333333,7.67,5.565,15.4636666667,4.47066666667,18.877,12.3386666667,6.46539393939
420.08,7.131,12.5720588235,10.0743333333,7.38633333333,6.46966666667,7.63766666667,5.525,15.4166666667,4.467,18.8373333333,12.275,6.43715151515
420.44,7.10933333333,12.5508235294,10.0786666667,7.39766666667,6.46766666667,7.62,5.50533333333,15.3936666667,4.461,18.809,12.2506666667,6.41054545455
420.80,7.11566666667,12.5345686274,10.0746666667,7.39966666667,6.461,7.61666666667,5.48433333333,15.3763333333,4.42666666667,18.7863333333,12.1656666667,6.41703030303
421.16,7.16966666667,12.5932156863,10.1193333333,7.453,6.473,7.66133333333,5.52333333333,15.4173333333,4.48133333333,18.8523333333,12.175,6.44418181818
421.51,7.23766666667,12.665372549,10.1623333333,7.49133333333,6.51966666667,7.70466666667,5.554,15.47,4.50666666667,18.916,12.218,6.48715151515
421.87,7.28433333333,12.7506862745,10.1906666667,7.534,6.554,7.72666666667,5.59833333333,15.5303333333,4.54333333333,18.9783333333,12.2473333333,6.51018181818
422.23,7.257,12.7877058824,10.2103333333,7.56866666667,6.58733333333,7.716,5.612,15.5603333333,4.56933333333,19.006,12.278,6.54887878788
422.58,7.26266666667,12.8268627451,10.228,7.56533333333,6.583,7.68633333333,5.592,15.555,4.58933333333,19.0076666667,12.2836666667,6.52112121212
422.94,7.241,12.8332941176,10.2086666667,7.532,6.54266666667,7.67266666667,5.559,15.5056666667,4.54466666667,18.9636666667,12.317,6.49103030303
423.30,7.27233333333,12.8467254902,10.2426666667,7.565,6.57333333333,7.66933333333,5.538,15.5203333333,4.548,18.987,12.3086666667,6.50312121212
423.66,7.27666666667,12.9079019608,10.2636666667,7.59,6.58,7.65566666667,5.55133333333,15.5263333333,4.552,18.9876666667,12.2793333333,6.52996969697
424.01,7.33633333333,12.9483529412,10.2933333333,7.62466666667,6.608,7.69366666667,5.61366666667,15.6033333333,4.57766666667,19.0623333333,12.3483333333,6.57587878788
424.37,7.314,12.9751960784,10.308,7.63633333333,6.60466666667,7.70533333333,5.61133333333,15.6493333333,4.58966666667,19.068,12.3526666667,6.59948484848
424.73,7.318,12.9850392157,10.31,7.65933333333,6.611,7.706,5.62333333333,15.6666666667,4.59366666667,19.0566666667,12.39,6.5886969697
425.08,7.329,13.0104705882,10.3456666667,7.69,6.65433333333,7.733,5.62866666667,15.716,4.617,19.0446666667,12.4346666667,6.61906060606
425.44,7.359,13.0917254902,10.3866666667,7.771,6.67733333333,7.76133333333,5.64766666667,15.7466666667,4.67366666667,19.0663333333,12.466,6.668
425.80,7.36933333333,13.0790980392,10.4166666667,7.80833333333,6.70633333333,7.79133333333,5.64833333333,15.7843333333,4.714,19.051,12.493,6.70060606061
426.16,7.392,13.0869803922,10.4443333333,7.833,6.71533333333,7.82033333333,5.65,15.7983333333,4.72233333333,19.0493333333,12.5103333333,6.69260606061
426.51,7.38966666667,13.0886862745,10.476,7.844,6.70933333333,7.83166666667,5.66,15.808,4.73033333333,19.0616666667,12.5273333333,6.73184848485
426.87,7.39733333333,13.1115294118,10.5023333333,7.86766666667,6.72733333333,7.83166666667,5.654,15.886,4.76366666667,19.0783333333,12.4786666667,6.74360606061
427.23,7.33166666667,13.1093921569,10.4273333333,7.84633333333,6.663,7.82333333333,5.62066666667,15.89,4.75633333333,19.051,12.437,6.72572727273
427.58,7.384,13.1731764706,10.4376666667,7.89666666667,6.69466666667,7.89266666667,5.62533333333,15.9546666667,4.79133333333,19.1076666667,12.4973333333,6.76575757576
427.94,7.35433333333,13.199372549,10.4276666667,7.929,6.714,7.888,5.59133333333,15.9486666667,4.79666666667,19.039,12.4996666667,6.76842424242
428.30,7.412,13.2515490196,10.479,8.00066666667,6.72233333333,7.92666666667,5.618,16.0193333333,4.83533333333,19.056,12.5326666667,6.78806060606
428.65,7.429,13.307627451,10.5236666667,8.01233333333,6.72466666667,7.89866666667,5.61133333333,16.0576666667,4.857,19.0826666667,12.574,6.806
429.01,7.47066666667,13.3230392157,10.5173333333,8.02133333333,6.701,7.895,5.57966666667,16.0936666667,4.86366666667,19.0776666667,12.576,6.79463636364
429.37,7.42633333333,13.2927647059,10.4966666667,8.03233333333,6.71766666667,7.89033333333,5.58033333333,16.158,4.81333333333,19.056,12.556,6.77015151515
429.72,7.39166666667,13.2691960784,10.4623333333,8.019,6.67566666667,7.866,5.563,16.2033333333,4.77133333333,19.038,12.5536666667,6.74706060606
430.08,7.426,13.3064313725,10.458,8.064,6.67366666667,7.83333333333,5.558,16.2583333333,4.78666666667,19.054,12.612,6.77263636364
430.44,7.434,13.314627451,10.5023333333,8.09466666667,6.68666666667,7.86633333333,5.58266666667,16.318,4.797,19.0673333333,12.629,6.76706060606
430.79,7.431,13.3848431373,10.559,8.15,6.70233333333,7.88833333333,5.63166666667,16.3776666667,4.835,19.1243333333,12.71,6.79821212121
431.15,7.49366666667,13.3956666667,10.637,8.17666666667,6.75566666667,7.913,5.68266666667,16.4223333333,4.82566666667,19.1546666667,12.774,6.81660606061
431.50,7.512,13.4072745098,10.653,8.21,6.73766666667,7.89466666667,5.69466666667,16.4813333333,4.81333333333,19.1273333333,12.7716666667,6.80593939394
431.86,7.50233333333,13.4160196078,10.6516666667,8.23966666667,6.691,7.88633333333,5.67966666667,16.5086666667,4.81366666667,19.153,12.7803333333,6.76963636364
432.22,7.52966666667,13.4943333333,10.7066666667,8.277,6.73133333333,7.887,5.71366666667,16.5153333333,4.80366666667,19.175,12.8296666667,6.78587878788
432.57,7.52766666667,13.5193137255,10.7116666667,8.29933333333,6.75033333333,7.91833333333,5.70033333333,16.546,4.79833333333,19.2313333333,12.809,6.78806060606
432.93,7.524,13.4950784314,10.7223333333,8.30166666667,6.72866666667,7.88633333333,5.68466666667,16.5496666667,4.768,19.2413333333,12.8106666667,6.73948484848
433.29,7.56833333333,13.4984705882,10.7793333333,8.33933333333,6.73233333333,7.90333333333,5.69,16.5596666667,4.798,19.2926666667,12.8413333333,6.76978787879
433.64,7.599,13.5558235294,10.841,8.38233333333,6.76566666667,7.93666666667,5.74733333333,16.5946666667,4.84833333333,19.3066666667,12.9013333333,6.8253030303
434.00,7.598,13.5843529412,10.821,8.40866666667,6.773,7.94833333333,5.75333333333,16.63,4.86933333333,19.3346666667,12.8726666667,6.84442424242
434.35,7.593,13.6312352941,10.7966666667,8.46766666667,6.77933333333,7.914,5.74633333333,16.6573333333,4.86966666667,19.357,12.892,6.85066666667
434.71,7.63633333333,13.6389803922,10.801,8.51033333333,6.79366666667,7.91833333333,5.773,16.6753333333,4.85333333333,19.3763333333,12.8916666667,6.86451515152
435.07,7.623,13.6798431373,10.815,8.52033333333,6.773,7.925,5.718,16.7126666667,4.86666666667,19.402,12.8556666667,6.88266666667
435.42,7.61466666667,13.7150196078,10.8513333333,8.53533333333,6.79766666667,7.93466666667,5.73033333333,16.7376666667,4.88966666667,19.4606666667,12.8803333333,6.90633333333
435.78,7.63533333333,13.7497843137,10.9076666667,8.568,6.80966666667,7.915,5.713,16.7773333333,4.88966666667,19.464,12.89,6.90909090909
436.13,7.588,13.7215294118,10.88,8.55533333333,6.787,7.90133333333,5.65366666667,16.768,4.902,19.45,12.8463333333,6.88106060606
436.49,7.56966666667,13.7274117647,10.874,8.563,6.723,7.887,5.64366666667,16.7856666667,4.90033333333,19.405,12.861,6.88342424242
436.84,7.53866666667,13.7860784314,10.8616666667,8.591,6.751,7.88633333333,5.66366666667,16.8566666667,4.89633333333,19.4076666667,12.8826666667,6.90951515152
437.20,7.54933333333,13.8687254902,10.8636666667,8.59466666667,6.76766666667,7.85966666667,5.66733333333,16.8986666667,4.9,19.366,12.8906666667,6.89290909091
437.56,7.54266666667,13.8959215686,10.8573333333,8.58333333333,6.75333333333,7.833,5.59666666667,16.9326666667,4.87766666667,19.3906666667,12.8123333333,6.82645454545
437.91,7.56466666667,13.9494117647,10.9186666667,8.60666666667,6.78666666667,7.87866666667,5.616,16.9826666667,4.876,19.3616666667,12.8373333333,6.84351515152
438.27,7.58166666667,14.0208235294,10.9903333333,8.616,6.79133333333,7.93633333333,5.616,17.0583333333,4.90433333333,19.3853333333,12.9226666667,6.85987878788
438.62,7.574,14.0383333333,11.0133333333,8.615,6.76466666667,7.90633333333,5.588,17.082,4.87633333333,19.3643333333,12.926,6.84166666667
438.98,7.58933333333,14.0645490196,11.033,8.65366666667,6.78533333333,7.907,5.636,17.1116666667,4.886,19.3466666667,12.9773333333,6.8226969697
439.33,7.59833333333,14.0683137255,11.0443333333,8.685,6.79033333333,7.9,5.64766666667,17.1416666667,4.90366666667,19.3336666667,12.969,6.81790909091
439.69,7.58966666667,14.1044705882,11.0466666667,8.7,6.81266666667,7.92,5.655,17.1683333333,4.91366666667,19.3506666667,12.9526666667,6.84845454545
440.04,7.63266666667,14.1482352941,11.058,8.763,6.848,7.94033333333,5.70166666667,17.2553333333,4.94133333333,19.394,13.0276666667,6.89148484848
440.40,7.63966666667,14.1569215686,11.0676666667,8.76833333333,6.853,7.93466666667,5.707,17.2956666667,4.94466666667,19.3953333333,13.0166666667,6.86757575758
440.75,7.64566666667,14.1689411765,11.109,8.76,6.83733333333,7.945,5.696,17.2923333333,4.959,19.3996666667,13.0113333333,6.88721212121
441.11,7.65333333333,14.1295098039,11.1376666667,8.78833333333,6.83766666667,7.96533333333,5.712,17.2993333333,4.95166666667,19.4443333333,13.0003333333,6.90427272727
441.47,7.663,14.1492941176,11.1683333333,8.83066666667,6.84866666667,7.97333333333,5.72033333333,17.3173333333,4.95766666667,19.4463333333,13.044,6.93303030303
441.82,7.63366666667,14.1422941176,11.2053333333,8.82366666667,6.839,7.93866666667,5.71666666667,17.3376666667,4.958,19.4666666667,13.0643333333,6.92112121212
442.18,7.629,14.1238039216,11.186,8.83533333333,6.84966666667,7.91066666667,5.71033333333,17.3393333333,4.93433333333,19.457,12.9863333333,6.90109090909
442.53,7.645,14.1955294118,11.2196666667,8.90166666667,6.89066666667,7.95433333333,5.724,17.402,5.00266666667,19.505,13.0253333333,6.93606060606
442.89,7.665,14.2854509804,11.2706666667,8.96733333333,6.92766666667,7.988,5.75033333333,17.489,5.051,19.5556666667,13.0746666667,6.99912121212
443.24,7.66233333333,14.2791960784,11.2883333333,8.983,6.91,7.97333333333,5.72766666667,17.5343333333,5.04566666667,19.5896666667,13.0893333333,7.01378787879
443.60,7.70533333333,14.3155882353,11.366,9.01566666667,6.93,7.99933333333,5.76733333333,17.639,5.08333333333,19.6053333333,13.148,7.03433333333
443.95,7.684,14.3262352941,11.4073333333,8.98166666667,6.88166666667,7.98766666667,5.72866666667,17.683,5.04733333333,19.5696666667,13.1383333333,6.97881818182
444.31,7.70533333333,14.3703529412,11.461,9.04533333333,6.92,8.02133333333,5.74133333333,17.731,5.08833333333,19.6256666667,13.2063333333,7.0196969697
444.66,7.73,14.4122352941,11.4776666667,9.073,6.923,8.013,5.75266666667,17.786,5.10766666667,19.6363333333,13.2463333333,7.00857575758
445.02,7.742,14.512745098,11.506,9.13233333333,6.934,8.03933333333,5.76966666667,17.9033333333,5.174,19.6456666667,13.3203333333,7.03481818182
445.37,7.754,14.5593137255,11.528,9.14833333333,6.96166666667,8.04433333333,5.80333333333,17.9833333333,5.188,19.6606666667,13.3696666667,7.02642424242
445.72,7.81266666667,14.6511176471,11.561,9.18966666667,6.98566666667,8.06966666667,5.85033333333,18.051,5.222,19.7133333333,13.416,7.0563030303
446.08,7.84633333333,14.677372549,11.5993333333,9.219,6.98633333333,8.093,5.89966666667,18.0843333333,5.24333333333,19.7243333333,13.472,7.09012121212
446.43,7.81733333333,14.6684705882,11.6196666667,9.196,6.97966666667,8.07133333333,5.88966666667,18.0776666667,5.22533333333,19.7123333333,13.4576666667,7.09751515152
446.79,7.804,14.627254902,11.6206666667,9.18366666667,6.97333333333,8.01066666667,5.87733333333,18.0656666667,5.20966666667,19.7043333333,13.4266666667,7.07242424242
447.14,7.80766666667,14.6749411765,11.6496666667,9.20033333333,7.00233333333,8.02933333333,5.90133333333,18.113,5.21433333333,19.7146666667,13.4333333333,7.05678787879
447.50,7.825,14.7137058824,11.6443333333,9.20266666667,6.98866666667,8.01166666667,5.91266666667,18.1266666667,5.20366666667,19.714,13.437,7.05809090909
447.85,7.83333333333,14.7635294118,11.6533333333,9.229,7.03933333333,8.01533333333,5.94233333333,18.1303333333,5.22833333333,19.752,13.4223333333,7.08154545455
448.21,7.85666666667,14.8311372549,11.67,9.25966666667,7.06233333333,8.00166666667,5.967,18.1983333333,5.23166666667,19.786,13.463,7.09718181818
448.56,7.86466666667,14.8873137255,11.7006666667,9.302,7.10333333333,8.018,5.98833333333,18.246,5.22833333333,19.8226666667,13.4806666667,7.09551515152
448.92,7.85933333333,14.9260196078,11.7276666667,9.29066666667,7.105,7.99733333333,5.97633333333,18.2783333333,5.20266666667,19.8436666667,13.465,7.10412121212
449.27,7.89433333333,14.9493137255,11.763,9.322,7.09733333333,8.00833333333,5.994,18.3053333333,5.188,19.8803333333,13.4666666667,7.12939393939
449.62,7.90366666667,14.9402941176,11.7766666667,9.361,7.12466666667,8.035,5.982,18.328,5.22866666667,19.9043333333,13.5056666667,7.12787878788
449.98,7.91933333333,15.0238039216,11.78,9.36366666667,7.16966666667,8.03266666667,5.95166666667,18.4346666667,5.24833333333,19.945,13.511,7.13115151515
450.33,7.98166666667,15.0863529412,11.8346666667,9.40766666667,7.203,8.06066666667,5.992,18.5513333333,5.30166666667,20.0,13.5756666667,7.14081818182
450.69,8.00066666667,15.1622156863,11.8646666667,9.43833333333,7.217,8.08966666667,5.99133333333,18.65,5.29433333333,20.019,13.6073333333,7.15124242424
451.04,8.05,15.2030980392,11.9,9.47133333333,7.24266666667,8.11233333333,5.994,18.7363333333,5.31533333333,20.0653333333,13.7126666667,7.19978787879
451.40,8.04566666667,15.2198627451,11.9163333333,9.52933333333,7.28933333333,8.14766666667,5.986,18.793,5.32333333333,20.1413333333,13.777,7.2093030303
451.75,8.05533333333,15.2490784314,11.9656666667,9.58466666667,7.29933333333,8.15366666667,5.99033333333,18.9003333333,5.366,20.1706666667,13.8423333333,7.23715151515
452.10,8.05966666667,15.2709803922,12.0173333333,9.61933333333,7.32233333333,8.19266666667,6.005,18.9313333333,5.39466666667,20.1786666667,13.8513333333,7.26318181818
452.46,8.11466666667,15.3148431373,12.104,9.67966666667,7.34166666667,8.21833333333,6.03666666667,19.0233333333,5.46666666667,20.24,13.9056666667,7.34424242424
452.81,8.16966666667,15.3792352941,12.1423333333,9.71733333333,7.406,8.242,6.07633333333,19.0673333333,5.48566666667,20.3213333333,14.008,7.36412121212
453.17,8.151,15.4081372549,12.1226666667,9.72933333333,7.39933333333,8.226,6.06933333333,19.1206666667,5.51233333333,20.338,13.994,7.36493939394
453.52,8.133,15.4080196078,12.1413333333,9.74766666667,7.37233333333,8.18166666667,6.064,19.1606666667,5.47733333333,20.3486666667,13.9726666667,7.38090909091
453.87,8.131,15.391627451,12.1936666667,9.79666666667,7.352,8.18433333333,6.04766666667,19.184,5.467,20.3623333333,13.997,7.39224242424
454.23,8.13766666667,15.4371372549,12.1953333333,9.83333333333,7.37466666667,8.19566666667,6.007,19.2266666667,5.438,20.393,13.9763333333,7.37960606061
454.58,8.181,15.4866666667,12.235,9.86366666667,7.39,8.20033333333,6.00366666667,19.299,5.46233333333,20.4753333333,14.022,7.40336363636
454.93,8.20333333333,15.5209803922,12.2636666667,9.91266666667,7.37833333333,8.206,5.99933333333,19.3383333333,5.50033333333,20.5113333333,13.9943333333,7.40818181818
455.29,8.257,15.5779019608,12.3176666667,9.936,7.40433333333,8.20466666667,6.00766666667,19.4076666667,5.54,20.5786666667,14.022,7.42248484848
455.64,8.29433333333,15.6223333333,12.374,9.971,7.41433333333,8.22633333333,6.02833333333,19.4543333333,5.53666666667,20.6363333333,14.0543333333,7.44284848485
456.00,8.32766666667,15.6484901961,12.4156666667,10.0036666667,7.43666666667,8.23133333333,6.015,19.5633333333,5.54133333333,20.688,14.0516666667,7.43378787879
456.35,8.319,15.671627451,12.3976666667,10.0066666667,7.42633333333,8.20366666667,6.014,19.6003333333,5.49533333333,20.6686666667,14.0353333333,7.40560606061
