wavelength,Back_RhoCruf,Belly_RhoCruf,Breast_RhoCruf,Crissum_RhoCruf,Crown_RhoCruf,DorTail_RhoCruf,Rump_RhoCruf,Throat_RhoCruf,WingTip_RhoCruf
342.33,4.84355555555,16.3566666667,9.07433333333,17.4434444445,3.90677777778,5.51555555556,5.16711111111,13.2027777778,6.42911111111
342.70,5.04411111111,16.551,9.28588888889,17.731,4.05611111111,5.71222222222,5.34633333334,13.4271111111,6.51666666667
343.06,5.04466666667,16.5215555556,9.32411111112,17.7993333333,4.08755555556,5.73933333333,5.37344444444,13.4264444445,6.49
343.43,5.19833333333,16.577,9.47644444446,17.9632222222,4.21477777778,5.862,5.48511111111,13.5248888889,6.47822222222
343.79,5.055,16.4852222222,9.39533333332,17.9975555556,4.065,5.68055555555,5.40855555556,13.4994444445,6.31266666667
344.16,4.97266666666,16.3968888889,9.4221111111,17.9697777778,3.94533333334,5.59711111111,5.395,13.4538888889,6.24644444444
344.52,4.96911111111,16.4656666667,9.4971111111,18.1255555556,3.97422222222,5.648,5.37,13.4972222222,6.25333333333
344.89,5.06688888889,16.622,9.65611111112,18.2551111111,4.13633333333,5.75577777778,5.46566666667,13.6384444445,6.29944444444
345.25,5.24455555555,16.9045555555,9.80522222223,18.4047777778,4.34688888889,5.99377777778,5.64822222222,13.8274444444,6.51
345.62,5.19988888889,16.933,9.81300000001,18.374,4.259,5.97088888889,5.60322222222,13.8367777778,6.47855555556
345.99,5.40922222222,17.1867777778,10.0573333333,18.5465555555,4.43522222222,6.16155555556,5.85855555556,14.0463333333,6.69933333333
346.35,5.44722222222,17.2886666667,10.1547777778,18.6596666667,4.54244444444,6.306,5.86311111111,14.16,6.83277777778
346.72,5.43833333333,17.3094444444,10.1647777778,18.6323333333,4.53166666667,6.30322222222,5.85311111111,14.1624444445,6.87144444445
347.08,5.39533333333,17.4025555556,10.1374444444,18.7031111111,4.47233333333,6.24077777778,5.77111111111,14.2382222222,6.82833333333
347.45,5.26388888889,17.3955555556,10.0547777778,18.7164444444,4.34577777778,6.11,5.67122222222,14.2367777778,6.74255555556
347.81,5.44855555556,17.6335555555,10.3068888889,18.9122222222,4.539,6.26933333333,5.85977777778,14.3744444445,6.95144444444
348.18,5.60377777778,17.7743333333,10.387,19.0687777778,4.66066666667,6.37633333333,5.92533333333,14.411,7.04944444445
348.54,5.73322222222,17.9448888889,10.5134444444,19.172,4.818,6.50711111111,6.045,14.6116666667,7.147
348.91,5.79311111111,18.0836666667,10.5876666667,19.231,4.82722222222,6.52677777778,6.07522222222,14.6904444445,7.20933333333
349.27,5.81422222222,18.1252222222,10.5965555555,19.3097777778,4.85544444444,6.504,6.08644444444,14.7475555556,7.19344444444
349.64,5.83933333333,18.1822222222,10.6835555555,19.3575555556,4.92922222222,6.51288888889,6.173,14.7623333333,7.17622222222
350.00,5.85044444445,18.2711111111,10.7037777778,19.5377777778,4.98811111111,6.51411111111,6.17177777778,14.7998888889,7.14066666666
350.37,5.83344444444,18.258,10.7042222222,19.5744444444,4.90311111111,6.37155555555,6.06933333334,14.7596666667,7.03477777778
350.73,5.73522222222,18.2662222222,10.6476666667,19.5981111111,4.78455555555,6.27222222222,5.99066666667,14.7296666667,7.03633333333
351.10,5.82555555555,18.372,10.7322222222,19.7027777778,4.84577777778,6.38411111111,6.10711111111,14.8018888889,7.133
351.46,5.94633333333,18.5366666667,10.8827777778,19.8295555555,4.987,6.49333333333,6.235,14.9101111111,7.25477777778
351.83,5.92966666666,18.5565555556,10.8146666666,19.8161111111,4.99788888889,6.49644444444,6.19744444444,14.9148888889,7.19177777778
352.19,5.88377777778,18.7065555555,10.8291111111,19.8996666667,5.01477777778,6.47011111111,6.21388888889,15.0503333333,7.20144444444
352.55,5.92322222222,18.7755555556,10.8721111111,19.9834444444,5.02333333333,6.47311111111,6.24955555556,15.0234444444,7.22544444444
352.92,5.83911111111,18.7123333333,10.7917777778,20.0246666667,4.90366666667,6.38133333333,6.18222222222,15.0006666667,7.08155555556
353.28,5.78188888889,18.737,10.7791111111,20.0443333333,4.78411111111,6.30622222222,6.17322222222,15.0196666667,7.06011111111
353.65,5.71955555555,18.7695555556,10.6611111111,20.0635555556,4.68611111111,6.24366666666,6.13266666667,15.0383333333,7.05477777778
354.01,5.70677777778,18.7284444444,10.6322222222,20.001,4.63255555556,6.12933333333,6.10055555555,15.0123333333,7.02788888889
354.38,5.71444444444,18.7762222222,10.6702222222,19.9965555556,4.61866666667,6.14322222222,6.12733333333,15.0234444444,7.05544444445
354.74,5.80655555555,18.8718888889,10.7734444444,20.1051111111,4.74033333333,6.23655555555,6.16355555556,15.1081111111,7.04766666667
355.11,5.71922222222,18.8017777778,10.7472222222,20.073,4.66744444445,6.14188888889,6.11777777778,15.0833333333,6.98666666667
355.47,5.69711111111,18.8522222222,10.7476666667,20.088,4.63188888889,6.11588888889,6.112,15.0988888889,7.01055555556
355.83,5.69933333333,18.8623333333,10.7168888889,20.1837777778,4.57944444445,6.05288888889,6.12422222222,15.1205555555,7.006
356.20,5.738,18.8714444444,10.7475555555,20.2024444444,4.641,6.06077777778,6.18788888889,15.1652222222,7.05577777778
356.56,5.56833333333,18.7858888889,10.6295555556,20.1444444444,4.52033333333,5.85533333333,6.01933333333,15.1106666667,6.90488888889
356.93,5.56488888889,18.7951111111,10.6568888889,20.1681111111,4.52044444444,5.85988888889,6.02955555556,15.1178888889,6.924
357.29,5.63433333333,18.8706666667,10.7125555555,20.2552222222,4.60888888889,5.91766666667,6.03144444445,15.1424444444,6.98233333334
357.66,5.70388888889,18.8982222222,10.819,20.3655555555,4.65211111111,5.99944444444,6.01511111111,15.204,6.981
358.02,5.61133333333,18.9537777778,10.793,20.3303333334,4.61244444444,5.97344444444,5.942,15.1938888889,6.89622222222
358.38,5.451,18.8525555556,10.6283333333,20.2284444444,4.48022222222,5.824,5.81966666667,15.1638888889,6.73077777778
358.75,5.38811111111,18.8963333333,10.6238888889,20.2426666667,4.41466666667,5.74788888889,5.84611111111,15.1955555556,6.691
359.11,5.37666666667,18.9722222222,10.6731111111,20.2546666667,4.44733333333,5.73988888889,5.823,15.2048888889,6.62511111111
359.48,5.326,18.98,10.6972222222,20.2988888889,4.38588888889,5.73388888889,5.761,15.227,6.54066666667
359.84,5.25666666667,19.0352222222,10.7378888889,20.2998888889,4.38955555556,5.74255555556,5.703,15.2871111111,6.51311111111
360.20,5.286,19.1812222222,10.8315555555,20.437,4.43544444445,5.80144444444,5.71511111111,15.3821111111,6.56855555555
360.57,5.32933333333,19.3021111111,10.9367777778,20.5141111111,4.47088888889,5.88511111111,5.76455555556,15.4237777778,6.62788888889
360.93,5.33522222222,19.3672222222,10.9422222222,20.5326666667,4.50322222222,5.87255555556,5.75611111111,15.4865555555,6.64533333333
361.29,5.28977777778,19.3934444444,10.9528888889,20.552,4.47866666667,5.82511111111,5.72288888889,15.5263333333,6.57255555556
361.66,5.31766666667,19.5373333333,11.015,20.7126666667,4.53577777778,5.86044444444,5.79511111111,15.654,6.63055555555
362.02,5.42277777778,19.6578888889,11.1352222222,20.8853333334,4.61944444445,6.00366666667,5.92488888889,15.8352222222,6.789
362.39,5.56244444445,19.8366666667,11.3358888889,21.084,4.78377777778,6.11766666666,6.07755555555,15.9526666667,6.92166666667
362.75,5.62111111111,19.8764444444,11.3715555556,21.1605555556,4.86422222222,6.20955555555,6.09266666667,16.0011111111,6.97533333333
363.11,5.65011111111,19.9135555556,11.3974444444,21.2093333333,4.89277777778,6.19266666667,6.11,16.0482222222,7.001
363.48,5.704,19.9754444444,11.425,21.2203333333,4.987,6.212,6.205,16.074,7.04855555556
363.84,5.74144444444,19.9892222222,11.4643333333,21.261,5.01266666667,6.23888888889,6.27433333333,16.0635555555,7.06611111111
364.20,5.68588888889,19.9478888889,11.4273333333,21.2111111111,4.92988888889,6.21644444444,6.21566666667,16.016,6.988
364.57,5.78055555556,20.0515555555,11.5063333333,21.3084444445,4.98844444445,6.28977777778,6.286,16.1147777778,7.04222222222
364.93,5.78477777778,20.0923333333,11.5397777778,21.3658888889,4.99477777778,6.28933333333,6.31533333333,16.174,7.07566666667
365.29,5.848,20.1493333334,11.6414444445,21.4864444444,5.03144444444,6.33577777778,6.41466666667,16.2526666667,7.14933333333
365.66,5.75888888889,20.0862222222,11.6062222222,21.3566666667,5.01011111111,6.23722222222,6.38444444445,16.2113333333,7.04788888889
366.02,5.74155555555,20.06,11.5833333333,21.3325555556,5.01233333333,6.15188888889,6.36355555556,16.1341111111,6.96677777778
366.38,5.82844444444,20.1106666667,11.637,21.3756666667,5.02811111111,6.25977777778,6.42022222222,16.2182222222,7.042
366.75,5.81155555556,20.1328888889,11.6735555556,21.3838888889,4.98311111111,6.20033333333,6.40366666667,16.2677777778,7.03966666667
367.11,5.84422222222,20.2435555556,11.7367777778,21.4935555556,4.98888888889,6.25222222222,6.41911111111,16.3418888889,7.04366666667
367.47,5.91788888889,20.2904444444,11.7997777778,21.5986666667,5.02022222222,6.30233333333,6.45044444445,16.4805555556,7.07088888889
367.84,5.97233333333,20.3804444444,11.9144444444,21.7074444444,5.04833333333,6.35322222222,6.483,16.5826666667,7.12866666667
368.20,6.044,20.4287777778,12.0043333333,21.7932222222,5.09433333333,6.38855555555,6.54533333333,16.6415555556,7.18122222222
368.56,6.03322222222,20.4312222222,12.0552222222,21.8763333333,5.12811111111,6.42822222222,6.553,16.7191111111,7.18155555556
368.93,6.02455555556,20.5073333333,12.1072222222,21.9452222222,5.14488888889,6.45211111111,6.53866666667,16.7362222222,7.14488888889
369.29,5.963,20.5254444444,12.0895555556,21.8925555555,5.11444444444,6.45155555556,6.45944444444,16.6921111111,7.099
369.65,5.97844444444,20.5642222222,12.1345555556,21.9631111111,5.068,6.462,6.47777777778,16.6893333333,7.12522222222
370.01,5.99133333333,20.6034444444,12.1987777778,22.0505555555,5.02688888889,6.49855555556,6.47977777778,16.7442222222,7.13233333333
370.38,5.84633333333,20.5788888889,12.1368888889,21.9588888889,4.93122222222,6.37488888889,6.34533333333,16.6657777778,6.94822222222
370.74,5.83366666666,20.577,12.1168888889,21.9656666667,4.91322222222,6.39055555555,6.32088888889,16.6297777778,6.90044444444
371.10,5.86966666667,20.5914444444,12.1853333334,22.0133333333,4.95688888889,6.41522222222,6.37,16.684,6.94477777778
371.46,5.863,20.6311111111,12.2673333333,22.1337777778,4.976,6.455,6.39766666667,16.6924444444,6.97911111111
371.83,5.83166666666,20.7034444444,12.2028888889,22.1482222222,4.95577777778,6.41,6.34,16.7096666666,6.92522222222
372.19,5.89433333333,20.7843333333,12.2721111111,22.2466666667,5.04433333333,6.41444444445,6.39933333333,16.8161111111,6.961
372.55,5.89566666667,20.7971111111,12.2907777778,22.2463333333,5.059,6.39422222222,6.43077777778,16.8118888889,6.98266666667
372.92,5.85166666667,20.7642222222,12.3137777778,22.3074444444,5.01411111111,6.34322222222,6.39177777778,16.8017777778,6.97577777778
373.28,5.86944444444,20.8142222222,12.3441111111,22.4036666667,5.05655555555,6.32777777778,6.40833333333,16.8663333333,6.97155555556
373.64,5.86355555556,20.8332222222,12.3197777778,22.4118888889,5.076,6.31444444444,6.32922222222,16.8543333333,6.90888888889
374.00,5.83766666667,20.8737777778,12.2817777778,22.4775555555,5.08844444444,6.25288888889,6.30044444444,16.8614444444,6.85222222222
374.37,5.90888888889,20.9214444445,12.3591111111,22.646,5.18455555555,6.31144444444,6.40777777778,16.971,6.97
374.73,5.94333333333,21.0914444445,12.4885555556,22.8517777778,5.22466666667,6.36088888889,6.505,17.0792222222,7.04377777778
375.09,5.90677777778,21.1322222222,12.4713333333,22.8684444445,5.23244444444,6.37866666667,6.52222222222,17.0666666667,7.05988888889
375.45,5.87722222222,21.2053333333,12.4878888889,22.9003333333,5.239,6.34011111111,6.507,17.0866666667,7.04644444444
375.81,5.806,21.0903333333,12.4403333333,22.8612222222,5.19477777778,6.29022222222,6.45088888889,17.044,6.99788888889
376.18,5.71822222222,21.0641111111,12.3603333333,22.8814444444,5.099,6.22455555556,6.38166666667,16.9727777778,6.92666666667
376.54,5.68477777778,21.079,12.277,22.88,5.06477777778,6.17377777778,6.32644444445,16.95,6.864
376.90,5.71322222222,21.1472222222,12.2717777778,22.8871111111,5.09055555556,6.168,6.35155555556,16.9825555556,6.85344444445
377.26,5.70055555555,21.1414444444,12.2762222222,22.8563333333,5.05488888889,6.15033333333,6.35011111111,16.9813333333,6.85188888889
377.63,5.75955555555,21.268,12.4274444445,22.9786666667,5.10644444444,6.19777777778,6.42288888889,17.092,6.934
377.99,5.74311111111,21.2873333333,12.4256666667,22.9381111111,5.04622222222,6.21088888889,6.39411111111,17.1234444444,6.94077777778
378.35,5.79722222222,21.3536666667,12.4345555556,22.9792222222,5.06366666667,6.22833333333,6.40266666667,17.1364444444,6.95488888889
378.71,5.73533333334,21.294,12.3464444445,22.8912222222,5.01622222222,6.12233333333,6.32766666667,17.0587777778,6.85711111111
379.07,5.75477777778,21.3251111111,12.342,22.9794444444,4.97022222222,6.09011111111,6.27366666667,17.0761111111,6.81355555555
379.44,5.70722222222,21.2858888889,12.2734444445,22.9268888889,4.90122222222,6.03144444445,6.21866666667,17.0388888889,6.72688888889
379.80,5.74622222222,21.391,12.3246666667,23.0606666667,4.91722222222,6.05422222222,6.26555555555,17.1123333334,6.726
380.16,5.71066666667,21.3861111111,12.314,23.0114444445,4.90966666667,6.00811111111,6.22722222222,17.0961111111,6.68144444444
380.52,5.72644444444,21.4368888889,12.3984444445,23.113,4.91733333333,6.022,6.23744444444,17.1852222222,6.70922222222
380.88,5.72944444445,21.483,12.4725555555,23.1991111111,4.93044444444,6.04744444445,6.23866666667,17.2204444444,6.74322222222
381.24,5.74166666667,21.5322222222,12.4903333333,23.2541111111,4.93722222222,6.06333333333,6.217,17.2298888889,6.74855555556
381.61,5.74122222222,21.5678888889,12.4238888889,23.3268888889,4.94166666667,6.07655555556,6.23088888889,17.231,6.75933333333
381.97,5.77611111111,21.6204444445,12.5036666667,23.436,5.03488888889,6.14,6.30044444445,17.245,6.822
382.33,5.77377777778,21.6345555556,12.5463333333,23.4825555556,5.04811111111,6.16944444445,6.307,17.3012222222,6.87155555556
382.69,5.80044444444,21.6921111111,12.5857777778,23.6044444445,5.075,6.224,6.30633333333,17.3837777778,6.905
383.05,5.79844444444,21.7616666667,12.6282222222,23.6434444444,5.09677777778,6.25333333333,6.336,17.4241111111,6.91088888889
383.41,5.83655555556,21.8138888889,12.6814444445,23.7107777778,5.134,6.28822222222,6.36266666667,17.4581111111,6.97844444445
383.77,5.87077777778,21.8531111111,12.7331111111,23.7467777778,5.17122222222,6.27755555556,6.363,17.4825555556,7.02544444445
384.14,5.90755555556,21.981,12.8303333333,23.8547777778,5.21877777778,6.35244444444,6.41244444444,17.5793333334,7.10322222222
384.50,5.934,22.0355555556,12.8434444444,23.8725555556,5.24633333334,6.38211111111,6.448,17.576,7.11288888889
384.86,5.88855555556,22.0432222222,12.8107777778,23.8551111111,5.21522222222,6.36944444444,6.41,17.5673333333,7.05933333333
385.22,5.91022222222,22.1133333333,12.8333333333,23.967,5.253,6.383,6.44711111111,17.6242222222,7.04788888889
385.58,5.85733333333,22.057,12.8238888889,23.9415555555,5.20155555556,6.31077777778,6.40188888889,17.6187777778,6.97833333333
385.94,5.87322222222,22.0631111111,12.8346666667,24.0026666667,5.18855555556,6.26211111111,6.37788888889,17.6674444445,6.98333333333
386.30,5.87266666667,22.113,12.8783333333,24.094,5.17433333333,6.22411111111,6.38211111111,17.7324444445,6.94122222222
386.66,5.89833333334,22.1436666667,12.9182222222,24.0992222222,5.20055555556,6.23188888889,6.41933333333,17.7433333333,6.95222222222
387.03,5.88377777778,22.1573333333,12.9335555556,24.1075555555,5.20555555556,6.22811111111,6.40988888889,17.7676666667,6.97144444444
387.39,5.88811111111,22.1976666666,12.943,24.1532222222,5.21122222222,6.23566666667,6.39922222222,17.7822222222,6.93688888889
387.75,5.87422222222,22.214,12.9892222222,24.1736666667,5.21488888889,6.26911111111,6.43877777778,17.8122222222,6.932
388.11,5.84533333333,22.1646666667,12.9543333333,24.1853333333,5.15377777778,6.21155555555,6.377,17.7981111111,6.85244444444
388.47,5.83588888889,22.1622222222,12.9872222222,24.2606666666,5.13244444444,6.19244444444,6.34466666667,17.8193333333,6.84366666667
388.83,5.88533333334,22.2427777778,13.0394444445,24.3451111111,5.16622222222,6.23022222222,6.40844444444,17.8898888889,6.87344444444
389.19,5.87822222222,22.2776666667,13.089,24.4092222222,5.14366666667,6.247,6.42511111111,17.9183333333,6.90144444444
389.55,5.95044444444,22.3668888889,13.144,24.4885555555,5.21844444444,6.32366666667,6.49277777778,17.9921111111,6.98088888889
389.91,5.93,22.4414444444,13.1698888889,24.5184444445,5.25177777778,6.35855555556,6.513,18.045,6.953
390.27,5.92977777778,22.4973333333,13.1653333333,24.5252222222,5.26055555556,6.39833333333,6.51011111111,18.0215555556,6.96133333333
390.63,5.91744444444,22.5037777778,13.1665555555,24.5625555556,5.24155555556,6.37911111111,6.44555555555,18.0436666667,6.94422222222
391.00,5.94222222222,22.5372222222,13.1988888889,24.631,5.24544444444,6.36922222222,6.48666666667,18.0608888889,6.94588888889
391.36,5.92833333333,22.5336666667,13.191,24.6708888889,5.21377777778,6.33766666666,6.46144444444,18.0962222222,6.92644444444
391.72,5.917,22.5568888889,13.1963333333,24.7146666667,5.19777777778,6.32233333333,6.41844444444,18.0793333333,6.905
392.08,5.92644444445,22.581,13.2104444444,24.7854444444,5.20844444445,6.32788888889,6.42255555556,18.1088888889,6.908
392.44,5.93355555556,22.6295555556,13.2323333333,24.8312222222,5.23033333333,6.33877777778,6.45266666667,18.1832222222,6.93911111111
392.80,5.928,22.5974444444,13.2204444444,24.8731111111,5.19966666667,6.33022222222,6.42922222222,18.1707777778,6.94088888889
393.16,5.95611111111,22.632,13.254,24.9004444445,5.24122222222,6.35855555555,6.45433333333,18.2178888889,6.96055555555
393.52,5.95855555555,22.6452222222,13.2924444444,24.9273333334,5.25922222222,6.38155555556,6.46422222222,18.2711111111,6.95477777778
393.88,6.01077777778,22.6668888889,13.3243333333,24.9958888889,5.27277777778,6.43288888889,6.51477777778,18.2925555556,6.99277777778
394.24,6.00988888889,22.698,13.3672222222,25.0648888889,5.291,6.42977777778,6.52522222222,18.3311111111,7.00044444444
394.60,6.08633333333,22.7967777778,13.4857777778,25.1693333333,5.365,6.50111111111,6.63088888889,18.4056666667,7.06222222222
394.96,6.09255555556,22.8153333333,13.5101111111,25.2054444444,5.38033333333,6.52155555556,6.615,18.4422222222,7.05944444444
395.32,6.14633333333,22.8767777778,13.5801111111,25.296,5.42988888889,6.583,6.65622222222,18.4787777778,7.12844444445
395.68,6.161,22.9317777778,13.5996666667,25.3363333333,5.44222222222,6.59833333333,6.66255555555,18.5436666667,7.14977777778
396.04,6.23877777778,23.0071111111,13.6975555555,25.426,5.52611111111,6.68611111111,6.75188888889,18.6008888889,7.22544444444
396.40,6.28244444445,23.041,13.7474444444,25.4663333333,5.577,6.76088888889,6.79044444444,18.6034444444,7.26033333334
396.76,6.36044444444,23.0937777778,13.8123333333,25.5326666667,5.64866666667,6.79411111111,6.84455555555,18.6607777778,7.29077777778
397.12,6.34733333333,23.1002222222,13.8017777778,25.5536666667,5.64333333333,6.76944444444,6.813,18.6287777778,7.27388888889
397.48,6.35733333333,23.1594444445,13.8345555555,25.643,5.65311111111,6.76766666667,6.80655555556,18.6312222222,7.30433333333
397.84,6.33811111111,23.163,13.8201111111,25.6772222222,5.64211111111,6.74744444444,6.75811111111,18.6073333333,7.29355555555
398.20,6.32166666667,23.1172222222,13.7951111111,25.6813333333,5.60577777778,6.71811111111,6.71544444444,18.5801111111,7.25088888889
398.56,6.29344444444,23.0368888889,13.7246666667,25.6762222222,5.58144444444,6.68877777778,6.68155555556,18.5708888889,7.23466666667
398.92,6.28855555556,23.03,13.7153333333,25.7023333333,5.59422222222,6.69111111111,6.69222222222,18.5511111111,7.23455555556
399.28,6.27988888889,23.0328888889,13.7361111111,25.7095555555,5.58711111111,6.66911111111,6.70277777778,18.5554444444,7.21911111111
399.64,6.30988888889,22.9974444444,13.7168888889,25.7204444444,5.59777777778,6.67477777778,6.70555555556,18.5521111111,7.22222222222
400.00,6.24855555556,22.9965555556,13.6818888889,25.7207777778,5.568,6.63044444444,6.67988888889,18.5367777778,7.20066666667
400.36,6.25933333333,23.0297777778,13.6821111111,25.7621111111,5.565,6.59377777778,6.68644444445,18.5468888889,7.19722222222
400.72,6.25277777778,23.0648888889,13.6761111111,25.8,5.58511111111,6.60644444444,6.69288888889,18.581,7.20022222222
401.08,6.22144444444,23.0293333333,13.679,25.8063333334,5.59933333333,6.58822222222,6.68233333333,18.5983333333,7.19333333333
401.44,6.24033333333,23.0116666667,13.6877777778,25.8082222222,5.58266666667,6.58977777778,6.685,18.5958888889,7.18788888889
401.80,6.25966666667,23.0141111111,13.6983333333,25.8127777778,5.57233333333,6.57133333333,6.69422222222,18.6257777778,7.18311111111
402.16,6.30211111111,23.046,13.7422222222,25.9073333333,5.61577777778,6.59633333333,6.735,18.667,7.23
402.52,6.30866666667,23.1243333333,13.8,25.9726666667,5.63733333333,6.642,6.78633333333,18.7011111111,7.25777777778
402.88,6.32688888889,23.1407777778,13.8393333333,26.0028888889,5.65577777778,6.662,6.80133333333,18.7611111111,7.27533333333
403.24,6.36111111111,23.181,13.8757777778,26.0891111111,5.72044444444,6.71022222222,6.84211111111,18.8225555555,7.29944444445
403.60,6.40422222222,23.2334444445,13.9418888889,26.166,5.78488888889,6.754,6.92666666667,18.8495555555,7.35144444444
403.95,6.41044444444,23.2173333333,13.9421111111,26.1861111111,5.78633333333,6.75922222222,6.92244444445,18.8655555556,7.318
404.31,6.403,23.2073333333,13.9316666667,26.2014444444,5.76888888889,6.774,6.92844444445,18.85,7.28666666667
404.67,6.40211111111,23.204,13.9452222222,26.2156666667,5.75955555556,6.77222222222,6.93566666667,18.8462222222,7.309
405.03,6.48,23.2536666667,13.9872222222,26.2943333333,5.78233333333,6.84022222222,6.99866666667,18.8962222222,7.36777777778
405.39,6.48211111111,23.2531111111,13.9842222222,26.3147777778,5.803,6.851,7.02744444444,18.9134444444,7.38011111111
405.75,6.497,23.2776666667,14.0146666667,26.3704444444,5.85833333333,6.88244444444,7.07888888889,18.9677777778,7.41433333333
406.11,6.473,23.256,13.9896666667,26.3246666667,5.83222222222,6.87033333334,7.07088888889,18.947,7.38611111111
406.47,6.513,23.2602222222,14.001,26.385,5.85977777778,6.90055555556,7.08744444444,18.9772222222,7.40977777778
406.83,6.52344444445,23.2518888889,13.9915555555,26.4348888889,5.86611111111,6.92311111111,7.09977777778,18.977,7.43055555555
407.19,6.48355555556,23.2071111111,13.9412222222,26.4342222222,5.80188888889,6.87022222222,7.06344444444,18.9436666667,7.39766666667
407.55,6.41744444444,23.1554444444,13.8956666666,26.415,5.738,6.80333333333,6.99177777778,18.9278888889,7.33655555556
407.90,6.47177777778,23.2074444445,13.9438888889,26.4654444445,5.78344444445,6.86188888889,7.03655555556,18.971,7.40244444444
408.26,6.45855555555,23.201,13.9513333333,26.5073333333,5.79855555555,6.84233333333,7.00833333333,19.0131111111,7.40666666667
408.62,6.46211111111,23.2337777778,13.9897777778,26.5702222222,5.806,6.868,6.997,19.0197777778,7.40266666667
408.98,6.41266666667,23.2191111111,13.9585555556,26.5448888889,5.781,6.82766666667,6.961,19.0198888889,7.33033333333
409.34,6.40366666667,23.2262222222,13.9622222222,26.588,5.76666666667,6.82633333333,6.93822222222,19.0247777778,7.291
409.70,6.396,23.2213333334,13.9618888889,26.5818888889,5.73166666667,6.80811111111,6.89911111111,18.991,7.27
410.06,6.431,23.2813333334,14.0066666666,26.6654444444,5.78388888889,6.86166666667,6.93555555555,19.0483333333,7.31222222222
410.42,6.38111111111,23.2794444444,13.9816666667,26.6342222222,5.75311111111,6.81644444445,6.88777777778,19.0163333333,7.26377777778
410.77,6.39322222222,23.2902222222,13.9878888889,26.6348888889,5.75877777778,6.80466666667,6.89133333333,19.0191111111,7.27
411.13,6.40044444444,23.3164444444,14.0236666666,26.626,5.79633333333,6.83822222222,6.92022222222,19.0475555555,7.30888888889
411.49,6.41455555556,23.3923333334,14.0635555556,26.7007777778,5.82622222222,6.89044444444,6.93911111111,19.0858888889,7.34333333333
411.85,6.39644444444,23.3651111111,14.0471111111,26.7167777778,5.78322222222,6.85644444444,6.91488888889,19.0883333333,7.30833333333
412.21,6.38611111111,23.3647777778,14.0603333333,26.7333333333,5.76766666667,6.84533333333,6.94011111111,19.0926666667,7.31133333333
412.57,6.36522222222,23.3185555555,14.0348888889,26.743,5.743,6.81144444445,6.93311111111,19.0833333333,7.27788888889
412.92,6.40755555556,23.3896666667,14.0724444444,26.8443333333,5.76755555556,6.83133333333,6.96922222222,19.1035555556,7.34466666667
413.28,6.41411111111,23.4317777778,14.1081111111,26.9028888889,5.78111111111,6.86333333334,6.99288888889,19.1324444445,7.39044444444
413.64,6.40755555556,23.4227777778,14.1227777778,26.9494444445,5.791,6.866,6.99088888889,19.1663333333,7.395
414.00,6.39111111111,23.4351111111,14.1324444444,26.9687777778,5.77744444445,6.84888888889,6.97688888889,19.1911111111,7.37733333333
414.36,6.37088888889,23.4184444444,14.1222222222,26.9686666667,5.74855555556,6.84033333333,6.97855555555,19.188,7.35777777778
414.72,6.35755555555,23.4461111111,14.1212222222,27.0021111111,5.72655555556,6.82377777778,6.958,19.1938888889,7.34577777778
415.07,6.35388888889,23.4553333333,14.1391111111,27.015,5.711,6.81888888889,6.95011111111,19.1872222222,7.306
415.43,6.366,23.3977777778,14.1293333333,27.014,5.71044444445,6.81844444444,6.95177777778,19.1734444444,7.30888888889
415.79,6.36444444444,23.3878888889,14.1218888889,27.0301111111,5.72044444445,6.82844444444,6.94022222222,19.147,7.30355555555
416.15,6.38044444445,23.3983333333,14.1226666667,27.0733333333,5.71466666667,6.872,6.93077777778,19.1548888889,7.313
416.51,6.41244444444,23.4226666667,14.1431111111,27.0744444444,5.75544444445,6.908,6.95811111111,19.1878888889,7.33155555556
416.86,6.42844444444,23.4145555555,14.1776666667,27.1117777778,5.77388888889,6.95222222222,6.97911111111,19.2162222222,7.35388888889
417.22,6.44566666667,23.3946666667,14.1857777778,27.11,5.787,6.95844444445,6.99833333334,19.1964444444,7.373
417.58,6.45522222222,23.4002222222,14.1852222222,27.108,5.796,6.98844444444,7.02366666667,19.1888888889,7.38155555556
417.94,6.46566666667,23.3721111111,14.1751111111,27.088,5.80588888889,6.99655555556,7.02877777778,19.1578888889,7.38366666667
418.29,6.48955555555,23.3722222222,14.1972222222,27.1103333333,5.83566666667,7.00933333333,7.04977777778,19.163,7.426
418.65,6.49133333333,23.3484444444,14.1927777778,27.1297777778,5.84277777778,7.03311111111,7.07044444444,19.1646666667,7.43088888889
419.01,6.51277777778,23.3467777778,14.186,27.1543333333,5.86755555556,7.05688888889,7.08033333333,19.182,7.47411111111
419.37,6.52344444444,23.3476666667,14.1855555556,27.1634444445,5.86255555555,7.05711111111,7.09233333333,19.182,7.48744444444
419.73,6.52266666667,23.3301111111,14.1745555556,27.136,5.88422222222,7.05922222222,7.10411111111,19.1784444445,7.51944444444
420.08,6.54066666667,23.3081111111,14.1814444445,27.1274444444,5.90288888889,7.06133333333,7.13,19.1725555555,7.53055555556
420.44,6.53322222222,23.2804444445,14.173,27.1367777778,5.90588888889,7.05844444445,7.13377777778,19.1575555556,7.53833333333
420.80,6.51866666667,23.2337777778,14.1472222222,27.096,5.889,7.04122222222,7.12,19.1296666667,7.52444444444
421.16,6.495,23.1766666666,14.1014444444,27.0525555555,5.86711111111,7.01766666667,7.09111111111,19.0928888889,7.49977777778
