wavelength,Back_SicLucf,Belly_SicLucf,Breast_SicLucf,Crissum_SicLucf,Crown_SicLucf,DorTail_SicLucf,Patch10_SicLucf,Patch11_SicLucf,Rump_SicLucf,Throat_SicLucf,WingTip_SicLucf
387.75,8.7785,13.9366666667,8.76716666667,11.0252380952,5.60733333333,5.5995,7.33766666666,16.1016666667,7.43263888889,10.6586666666,6.75616666667
388.11,8.7505,13.9031666666,8.61516666667,10.9843452381,5.60916666666,5.5725,7.33233333334,16.0695,7.42213888888,10.6359166667,6.73283333333
388.47,8.793,13.8136666667,8.57566666667,10.9609642858,5.63416666667,5.56583333334,7.279,16.0655,7.43233333334,10.5628333333,6.73983333333
388.83,8.85333333334,13.8276666666,8.546,10.9845119048,5.66833333334,5.61683333334,7.30966666667,16.1385,7.51913888888,10.518,6.79133333333
389.19,8.88833333333,13.8385,8.59316666666,10.9700714285,5.694,5.62516666667,7.3425,16.144,7.555,10.5224166666,6.82533333334
389.55,8.94066666666,13.895,8.603,10.9388095238,5.73266666666,5.64416666667,7.32116666667,16.1695,7.56436111111,10.4988333333,6.84833333333
389.91,8.9555,13.8298333333,8.5115,10.9302738095,5.72766666666,5.64283333334,7.26733333333,16.227,7.54,10.4920833333,6.887
390.27,8.9945,13.7785,8.4685,10.9139642857,5.7535,5.6805,7.28366666666,16.2471666666,7.56477777778,10.4608333333,6.91316666666
390.63,9.04666666667,13.7786666667,8.47616666666,10.9289761905,5.7805,5.73716666666,7.30766666666,16.2773333334,7.6345,10.4883333333,6.92116666667
391.00,9.06666666667,13.779,8.451,10.8995833333,5.79433333333,5.78933333333,7.3015,16.3061666667,7.67644444445,10.4391666667,6.95216666667
391.36,9.15133333333,13.8615,8.4555,10.9598928571,5.87616666667,5.86333333334,7.36283333334,16.3801666667,7.76491666667,10.4160833333,7.04716666667
391.72,9.16,13.8513333333,8.442,10.9299761905,5.92916666667,5.90366666666,7.34666666666,16.3798333333,7.82516666666,10.3793333333,7.02433333333
392.08,9.20416666666,13.8638333333,8.4395,10.942297619,5.92766666666,5.9305,7.35083333334,16.4436666667,7.84980555555,10.34125,7.0485
392.44,9.24016666667,13.8928333333,8.43216666666,10.9609880952,5.942,5.96383333333,7.40433333333,16.5403333333,7.91941666667,10.3441666667,7.08316666667
392.80,9.26083333334,13.924,8.4435,10.9530952381,5.96616666667,6.00333333333,7.4155,16.5841666666,7.94047222222,10.3065833333,7.1325
393.16,9.2915,13.9263333333,8.417,10.9369285715,5.97516666667,6.053,7.43333333333,16.633,7.98219444445,10.22475,7.154
393.52,9.35516666666,13.8993333334,8.42116666667,10.9423333333,6.00483333334,6.1185,7.47516666666,16.7105,8.04880555555,10.212,7.20116666667
393.88,9.46116666667,13.9491666667,8.50166666667,10.9541071428,6.108,6.20233333333,7.56933333333,16.8356666667,8.18727777779,10.2161666667,7.31666666667
394.24,9.45216666665,13.9141666666,8.46966666667,10.8693571428,6.13033333333,6.18316666667,7.515,16.8781666666,8.22647222222,10.1495,7.311
394.60,9.48483333332,13.8685,8.39183333334,10.8383333334,6.17316666667,6.209,7.50616666666,16.9551666667,8.24555555555,10.084,7.35533333333
394.96,9.56100000001,13.8716666667,8.423,10.8716309524,6.21833333333,6.26466666667,7.54033333334,17.0216666666,8.32077777779,10.0925833333,7.417
395.32,9.59133333334,13.8045,8.39466666666,10.7841428571,6.23883333334,6.29083333333,7.49816666666,17.0596666667,8.34316666667,10.0786666667,7.42716666667
395.68,9.62316666665,13.7155,8.29083333333,10.7258333333,6.22166666666,6.311,7.51066666667,17.1066666667,8.36319444445,10.0150833333,7.48366666667
396.04,9.69416666668,13.6873333333,8.29266666666,10.6595476191,6.264,6.3735,7.5065,17.165,8.44702777778,9.97291666667,7.54733333333
396.40,9.63533333335,13.6028333333,8.20083333333,10.5635357143,6.2325,6.3555,7.44266666667,17.1276666667,8.44472222222,9.84358333333,7.48183333333
396.76,9.63400000001,13.5131666667,8.077,10.4635714286,6.22266666667,6.355,7.41,17.1088333333,8.47230555555,9.78066666667,7.4305
397.12,9.7195,13.4858333334,8.02616666667,10.4305,6.29766666667,6.40616666667,7.4185,17.1986666666,8.52575,9.81066666666,7.4765
397.48,9.69516666665,13.3621666667,7.9365,10.3268333333,6.24916666667,6.3155,7.37383333333,17.1423333333,8.50972222222,9.65416666667,7.43733333333
397.84,9.69633333335,13.271,7.78733333334,10.2285952381,6.18783333333,6.30366666667,7.30316666666,17.1381666667,8.46013888888,9.54858333333,7.38816666667
398.20,9.73733333335,13.246,7.75733333334,10.2408690476,6.198,6.3675,7.34716666667,17.2055,8.48347222222,9.49383333334,7.39683333334
398.56,9.70283333331,13.1606666667,7.7455,10.1802738095,6.16533333333,6.30616666666,7.32983333333,17.2325,8.48736111111,9.4375,7.37233333333
398.92,9.65233333331,13.0521666667,7.59983333334,10.0695476191,6.1195,6.258,7.26333333333,17.1988333333,8.43983333334,9.29616666667,7.35666666667
399.28,9.64599999999,13.045,7.514,10.0098809524,6.05366666667,6.228,7.23083333334,17.2205,8.41605555555,9.19208333334,7.3385
399.64,9.66733333333,13.0311666667,7.51783333334,9.94070238094,6.06666666667,6.22466666666,7.204,17.2035,8.40230555555,9.1545,7.31983333334
400.00,9.68683333335,13.0248333333,7.5055,9.95690476191,6.07583333333,6.234,7.225,17.2298333334,8.42533333334,9.13108333333,7.34333333333
400.36,9.78183333331,13.0265,7.5215,9.9347142857,6.12416666667,6.2665,7.25916666667,17.3021666667,8.46872222221,9.11291666667,7.3955
400.72,9.80700000001,13.0315,7.466,9.94292857141,6.14183333334,6.27583333333,7.2885,17.3586666667,8.50988888888,9.09125,7.413
401.08,9.76016666665,12.9425,7.40633333334,9.85229761907,6.08283333334,6.24,7.26083333333,17.2986666666,8.50377777779,9.02358333334,7.3765
401.44,9.68883333335,12.86,7.2315,9.7293452381,5.99283333333,6.20416666667,7.16583333333,17.2548333333,8.43655555555,8.9175,7.30283333333
401.80,9.66283333331,12.821,7.10216666667,9.6414404762,5.94683333333,6.14033333334,7.142,17.2403333334,8.40527777778,8.81025,7.20383333333
402.16,9.70183333335,12.804,7.05083333333,9.57692857144,5.93866666667,6.13466666666,7.12966666667,17.2503333333,8.43786111111,8.77675,7.21083333333
402.52,9.7245,12.8165,6.999,9.50704761905,5.92116666667,6.148,7.11433333333,17.2668333334,8.43416666666,8.71583333333,7.2
402.88,9.74650000002,12.814,6.96233333333,9.47632142857,5.93616666667,6.13266666667,7.1035,17.264,8.42691666667,8.651,7.14933333333
403.24,9.76183333331,12.8185,6.96883333334,9.4464047619,5.9675,6.14566666666,7.11833333333,17.2903333333,8.42963888888,8.60466666667,7.14733333334
403.60,9.76916666668,12.7718333333,6.91066666666,9.40079761905,5.9245,6.12083333333,7.06833333333,17.2836666667,8.44552777778,8.49391666667,7.09666666666
403.95,9.75866666665,12.744,6.896,9.34196428572,5.91666666666,6.08183333334,7.04766666667,17.2753333334,8.43175,8.4265,7.08133333333
404.31,9.77966666668,12.6963333334,6.81216666667,9.29867857143,5.88666666666,6.08016666667,7.00633333334,17.2721666667,8.40002777778,8.36733333334,7.07433333333
404.67,9.78900000002,12.6741666667,6.84933333334,9.2899047619,5.91183333333,6.1165,7.00716666667,17.3445,8.39838888888,8.33266666667,7.08566666667
405.03,9.80500000001,12.6895,6.84883333333,9.26630952381,5.91933333334,6.109,7.01383333334,17.3841666667,8.37463888888,8.30616666666,7.065
405.39,9.86166666667,12.6691666666,6.85816666667,9.2628452381,5.95116666667,6.13433333334,7.03366666667,17.434,8.43302777779,8.29458333333,7.07583333333
405.75,9.87633333334,12.6615,6.89516666667,9.25316666666,5.967,6.14166666667,7.03616666667,17.45,8.47894444445,8.30375,7.0865
406.11,9.85350000001,12.64,6.858,9.23395238095,5.959,6.10616666667,7.00833333333,17.4458333334,8.47141666667,8.24516666666,7.07933333333
406.47,9.85600000001,12.669,6.835,9.24586904762,5.975,6.089,6.99966666667,17.451,8.46930555555,8.17975,7.09233333334
406.83,9.81916666666,12.6035,6.74983333333,9.17438095239,5.9165,6.03916666667,6.951,17.4508333333,8.41911111112,8.101,7.06283333333
407.19,9.79333333333,12.5493333333,6.64583333334,9.11182142857,5.85383333334,6.004,6.91483333334,17.4073333333,8.40269444445,8.07691666666,6.98616666667
407.55,9.82716666667,12.5928333334,6.63366666667,9.10667857143,5.89366666667,6.02516666667,6.94966666666,17.4663333333,8.41802777778,8.11008333333,7.0185
407.90,9.82316666666,12.5595,6.54316666666,9.07130952381,5.86833333333,6.01216666667,6.92516666667,17.4933333334,8.41155555555,8.08225,6.9725
408.26,9.81249999999,12.5658333333,6.56716666666,9.06441666667,5.88516666666,6.02666666667,6.95166666666,17.5103333333,8.41588888888,8.0595,6.98966666667
408.62,9.82933333335,12.512,6.55033333333,9.00323809524,5.869,5.97916666666,6.90533333333,17.4635,8.41583333333,8.033,6.9695
408.98,9.81266666665,12.4816666667,6.48633333334,8.95204761905,5.83516666666,5.94716666666,6.8495,17.4211666667,8.39725,7.93058333333,6.907
409.34,9.82333333335,12.5336666667,6.49883333333,8.95177380953,5.83483333334,5.95,6.82566666666,17.4263333334,8.38886111112,7.91316666666,6.89583333334
409.70,9.77516666668,12.5198333333,6.42183333333,8.89345238096,5.78433333333,5.924,6.76316666666,17.4066666667,8.36163888889,7.81991666666,6.87466666667
410.06,9.7755,12.542,6.381,8.85980952381,5.73916666667,5.94183333333,6.72716666667,17.3968333334,8.33405555555,7.80041666666,6.84416666667
410.42,9.7815,12.4935,6.33883333333,8.79819047619,5.72633333333,5.94133333333,6.7055,17.387,8.32961111112,7.77741666667,6.84733333334
410.77,9.83433333335,12.5566666667,6.4165,8.84711904762,5.75866666667,5.979,6.77,17.4708333333,8.43283333334,7.83,6.901
411.13,9.89150000002,12.623,6.526,8.92082142857,5.8275,6.01383333333,6.81083333334,17.557,8.50083333333,7.84341666667,6.95116666667
411.49,9.90333333334,12.6331666667,6.54366666667,8.95171428571,5.8225,6.01116666667,6.81666666667,17.5861666667,8.55180555555,7.84133333334,6.92183333333
411.85,9.87966666669,12.6271666667,6.52,8.90395238095,5.77366666667,5.94583333333,6.76483333333,17.5701666667,8.54269444445,7.77358333333,6.91716666667
412.21,9.90266666665,12.667,6.51916666666,8.90801190477,5.77083333334,5.94933333333,6.75866666667,17.6218333333,8.60894444445,7.76308333333,6.91316666666
412.57,9.88333333335,12.6995,6.44383333334,8.88255952381,5.72683333333,5.89316666666,6.74933333334,17.6361666666,8.58927777779,7.68208333334,6.86566666667
412.92,9.89283333335,12.7001666667,6.40916666666,8.88170238095,5.70883333333,5.87466666667,6.75366666666,17.697,8.62530555555,7.6485,6.879
413.28,9.88416666666,12.7043333333,6.39716666667,8.85628571429,5.69133333333,5.84916666666,6.7625,17.7406666667,8.64122222221,7.62341666667,6.866
413.64,9.94983333335,12.7316666667,6.46383333333,8.89026190476,5.73083333333,5.90416666667,6.7805,17.8111666666,8.67736111111,7.67058333334,6.92666666667
414.00,9.97050000002,12.7266666667,6.4705,8.86823809524,5.74583333333,5.88583333333,6.7905,17.8863333334,8.70472222222,7.63766666666,6.95633333333
414.36,10.0053333333,12.73,6.54633333334,8.88611904762,5.76966666667,5.92766666666,6.84216666667,17.9806666667,8.76947222222,7.63775,6.94633333333
414.72,10.0423333333,12.6993333333,6.50033333333,8.87933333333,5.7975,5.92683333333,6.82566666667,17.9961666667,8.77897222221,7.60433333334,6.931
415.07,10.0683333333,12.6663333333,6.44116666666,8.83335714286,5.79133333333,5.93566666666,6.81566666666,18.038,8.79102777779,7.55466666666,6.97683333333
415.43,10.0115,12.5753333333,6.312,8.72138095239,5.714,5.88316666667,6.73383333333,18.0123333333,8.72738888888,7.45233333333,6.94916666667
415.79,10.0385,12.573,6.32416666667,8.74888095238,5.74183333333,5.94766666667,6.75766666667,18.0491666666,8.75458333333,7.45583333334,6.923
416.15,10.0096666667,12.513,6.26483333333,8.71039285714,5.7065,5.924,6.76233333334,18.0408333334,8.743,7.4145,6.88033333333
416.51,10.041,12.4823333334,6.27616666667,8.72004761905,5.73233333333,5.9935,6.77733333333,18.1158333333,8.81022222222,7.39616666666,6.9195
416.86,10.083,12.4713333333,6.31016666667,8.74146428572,5.78766666667,6.0395,6.8095,18.158,8.85086111112,7.41641666667,6.9995
417.22,10.1363333333,12.4571666667,6.332,8.75570238096,5.84316666666,6.09233333334,6.82783333334,18.2285,8.88922222222,7.40133333333,7.06166666666
417.58,10.1356666666,12.4098333333,6.3015,8.71654761905,5.84783333334,6.07716666667,6.85583333334,18.2498333333,8.88094444445,7.34666666666,7.0345
417.94,10.1586666667,12.3421666667,6.25883333333,8.69658333333,5.829,6.06866666667,6.83983333334,18.2466666667,8.89297222222,7.27375,7.02716666666
418.29,10.153,12.2695,6.19566666666,8.65377380952,5.795,6.03833333334,6.79483333333,18.2306666667,8.88508333334,7.22325,7.0225
418.65,10.1303333334,12.2238333333,6.17166666666,8.58891666667,5.74616666667,6.03983333334,6.77166666667,18.2195,8.86783333333,7.15191666667,6.99716666667
419.01,10.1165,12.1051666667,6.12733333334,8.52248809524,5.70733333333,6.0125,6.73183333333,18.1903333334,8.85633333333,7.0745,6.96283333333
419.37,10.126,12.0673333333,6.1475,8.50515476191,5.70683333333,6.03266666666,6.73083333334,18.187,8.878,7.04425,6.984
419.73,10.1516666667,12.0256666667,6.14266666666,8.48036904762,5.719,6.04566666666,6.7275,18.2376666667,8.91477777778,7.00808333333,7.00633333333
420.08,10.216,12.0216666667,6.17666666666,8.4906547619,5.76083333334,6.08433333333,6.74566666667,18.2838333333,8.96658333333,7.00408333334,7.07916666667
420.44,10.2073333334,11.968,6.14483333333,8.45151190476,5.73666666667,6.08066666666,6.72983333333,18.2683333334,8.97222222222,6.96075,7.07166666667
420.80,10.2035,11.9011666667,6.1035,8.39895238095,5.697,6.06483333334,6.69566666667,18.2895,8.97297222222,6.87125,7.03533333334
421.16,10.2171666667,11.8588333333,6.055,8.35991666667,5.68183333333,6.074,6.68833333333,18.2946666667,8.98572222221,6.84316666667,7.042
421.51,10.273,11.837,6.0625,8.36979761905,5.70433333333,6.11083333334,6.6955,18.3338333334,9.02808333333,6.836,7.1
421.87,10.3126666667,11.8365,6.0635,8.36284523809,5.74316666667,6.1525,6.7235,18.3908333333,9.07544444445,6.83491666667,7.13166666667
422.23,10.3006666667,11.7951666667,6.03183333333,8.3084047619,5.7245,6.16116666667,6.7055,18.3985,9.10316666667,6.79258333334,7.11733333333
422.58,10.3383333333,11.762,6.00866666667,8.29116666667,5.74183333334,6.20016666667,6.70016666666,18.4555,9.1362777778,6.78333333333,7.1575
422.94,10.3465,11.7321666667,5.977,8.24810714286,5.72433333334,6.21066666667,6.67616666666,18.4808333333,9.14736111113,6.73783333333,7.15133333333
423.30,10.3758333334,11.6943333333,5.96083333333,8.22453571429,5.75016666667,6.2225,6.67433333333,18.5346666667,9.16461111113,6.71233333333,7.16183333334
423.66,10.4063333334,11.6871666667,5.9555,8.21075,5.7855,6.24783333334,6.70366666667,18.5663333333,9.20691666669,6.7045,7.20616666667
424.01,10.4203333334,11.652,5.92766666666,8.18435714285,5.787,6.2505,6.7,18.6015,9.23361111111,6.66866666667,7.19766666667
424.37,10.4628333333,11.6545,5.9255,8.16357142857,5.80633333334,6.273,6.71283333334,18.676,9.26816666669,6.6555,7.23166666667
424.73,10.4881666667,11.6543333333,5.921,8.14470238095,5.82616666667,6.28566666666,6.714,18.713,9.29655555555,6.65966666667,7.2525
425.08,10.4816666667,11.6245,5.92383333333,8.1236547619,5.81933333333,6.28666666667,6.70216666667,18.7378333333,9.31500000002,6.61258333333,7.24283333333
425.44,10.49,11.6063333333,5.9105,8.10830952381,5.8285,6.29333333333,6.6895,18.7578333333,9.33361111111,6.57775,7.23066666667
425.80,10.4936666667,11.5921666667,5.94166666667,8.10277380952,5.8315,6.3125,6.68483333333,18.7851666666,9.3631111111,6.56141666667,7.2355
426.16,10.546,11.5868333333,5.95433333334,8.1116547619,5.86783333334,6.329,6.709,18.8413333334,9.38191666669,6.5435,7.2535
426.51,10.551,11.6055,5.96333333334,8.10436904762,5.88983333333,6.31433333334,6.7185,18.8793333334,9.41177777779,6.51725,7.2515
426.87,10.6021666667,11.6418333333,5.98566666667,8.14113095238,5.96916666667,6.35266666667,6.78266666666,18.9645,9.46672222222,6.54241666666,7.29416666667
427.23,10.6386666666,11.677,5.99716666667,8.15311904762,5.97116666667,6.37983333334,6.8045,19.0316666666,9.52686111114,6.535,7.3125
427.58,10.6491666667,11.6498333333,5.97866666667,8.13844047619,5.9575,6.38533333333,6.7775,19.0688333333,9.50972222224,6.49125,7.31516666667
427.94,10.6585,11.6358333333,5.9625,8.11220238096,5.9405,6.37966666666,6.7505,19.1091666666,9.51833333331,6.46475,7.31766666666
428.30,10.6611666667,11.5796666667,5.955,8.1299047619,5.92133333333,6.3535,6.72933333333,19.117,9.50322222223,6.4265,7.29666666667
428.65,10.7033333333,11.6145,5.98483333333,8.19035714285,5.964,6.39716666667,6.7865,19.1705,9.5381388889,6.45116666667,7.35783333333
429.01,10.7478333334,11.6298333333,5.998,8.20283333334,5.98633333334,6.41283333333,6.79783333333,19.2228333333,9.55755555554,6.4755,7.38266666666
429.37,10.6961666667,11.6001666667,5.941,8.13095238095,5.92066666667,6.39416666667,6.758,19.2135,9.53002777778,6.41858333334,7.3425
429.72,10.6676666667,11.5556666667,5.901,8.09735714285,5.86916666667,6.3655,6.72533333333,19.202,9.4775277778,6.38883333334,7.29
430.08,10.6693333333,11.5416666667,5.88583333334,8.09873809524,5.87083333333,6.35983333334,6.70583333334,19.2313333333,9.4873611111,6.40225,7.29016666666
430.44,10.7003333333,11.515,5.92166666666,8.11792857143,5.87366666667,6.367,6.70083333333,19.2321666667,9.51147222223,6.40883333334,7.29366666667
430.79,10.7015,11.5153333333,5.9425,8.11913095238,5.87016666666,6.35783333333,6.67016666667,19.2488333333,9.53508333333,6.40616666666,7.30183333333
431.15,10.7045,11.5315,5.93366666667,8.12330952381,5.88066666666,6.3515,6.66766666667,19.2576666667,9.53224999998,6.39441666667,7.31183333333
431.50,10.7306666667,11.584,5.97733333334,8.15348809524,5.88816666666,6.38466666666,6.691,19.2823333333,9.57794444447,6.43091666667,7.31883333333
431.86,10.7173333334,11.5976666666,5.96566666666,8.16375,5.90266666667,6.39583333334,6.7015,19.2705,9.59872222222,6.43875,7.342
432.22,10.7816666667,11.6701666667,5.98433333333,8.19144047619,5.96733333333,6.444,6.74766666666,19.315,9.67105555555,6.49825,7.39333333334
432.57,10.8008333333,11.699,5.993,8.17598809524,5.96916666667,6.46016666666,6.7365,19.3276666666,9.71227777776,6.5115,7.364
432.93,10.8163333333,11.7276666667,5.99983333334,8.20475,5.973,6.45616666667,6.7655,19.3576666667,9.74269444447,6.51791666667,7.371
433.29,10.8571666666,11.7705,6.05566666667,8.24619047619,6.01716666667,6.48433333333,6.79966666667,19.4235,9.79925,6.56725,7.42516666666
433.64,10.8821666667,11.8085,6.06783333333,8.28173809524,6.05233333333,6.51166666667,6.825,19.4843333333,9.84000000001,6.60833333334,7.46166666666
434.00,10.8776666667,11.8496666667,6.07616666666,8.29977380952,6.05616666666,6.516,6.8425,19.5,9.84638888887,6.58783333334,7.48216666666
434.35,10.8905,11.8915,6.09666666666,8.32495238096,6.07266666666,6.543,6.86283333334,19.526,9.86444444447,6.617,7.4875
434.71,10.9201666667,11.9713333333,6.1135,8.38692857143,6.10266666667,6.59216666667,6.9335,19.5755,9.92033333335,6.67683333334,7.51866666667
435.07,10.962,12.011,6.166,8.41282142858,6.138,6.63333333333,6.97083333333,19.6198333334,9.97925000001,6.71616666666,7.55183333333
435.42,10.9563333333,12.0088333333,6.14783333334,8.42142857143,6.146,6.61633333333,6.96366666667,19.6315,9.98100000001,6.70916666667,7.556
435.78,10.9786666667,12.0155,6.16666666666,8.42932142857,6.14333333333,6.61833333333,6.9745,19.6741666667,9.98763888886,6.70641666666,7.5215
436.13,10.9311666667,12.0221666667,6.1715,8.41577380952,6.11733333333,6.5975,6.93233333333,19.6766666667,9.97625000001,6.70116666666,7.48
436.49,10.9163333333,12.0335,6.15316666666,8.44475,6.11433333333,6.591,6.926,19.7043333334,9.96125000001,6.68616666666,7.51616666666
436.84,10.9173333333,12.0373333333,6.16716666667,8.43382142857,6.118,6.58733333333,6.90866666667,19.696,9.96947222221,6.70008333333,7.5285
437.20,10.9473333334,12.0825,6.17666666666,8.47516666667,6.14333333334,6.59,6.94116666666,19.7238333334,9.99786111113,6.75125,7.549
437.56,10.9856666667,12.1251666667,6.181,8.49238095238,6.15866666667,6.59,6.9535,19.71,10.0416944444,6.75975,7.60283333333
437.91,11.0515,12.2003333334,6.212,8.54560714286,6.2005,6.64216666667,6.9935,19.7821666666,10.1249166666,6.84166666667,7.6585
438.27,11.0911666667,12.2218333334,6.22933333333,8.55776190476,6.21433333333,6.659,7.0315,19.8331666667,10.1789722222,6.86741666667,7.69716666666
438.62,11.1111666666,12.2085,6.24566666667,8.54642857143,6.204,6.64883333333,6.99683333334,19.859,10.1762222222,6.84591666666,7.69566666666
438.98,11.13,12.214,6.2375,8.56178571429,6.208,6.65666666667,7.00633333334,19.8745,10.1783333333,6.8675,7.71366666667
439.33,11.1515,12.2251666667,6.24783333334,8.56076190476,6.19766666666,6.6735,7.02066666667,19.9006666667,10.2136666666,6.87291666666,7.7195
439.69,11.1818333333,12.2598333333,6.2715,8.58371428572,6.21383333333,6.70383333333,7.03316666667,19.928,10.2432777778,6.90666666667,7.76383333333
440.04,11.2238333333,12.2966666667,6.278,8.61086904762,6.23666666667,6.738,7.0655,19.9706666666,10.2829444444,6.93316666667,7.80316666667
440.40,11.2485,12.2928333333,6.298,8.61066666667,6.2495,6.74366666667,7.087,19.9868333333,10.3338611111,6.95541666667,7.81133333333
440.75,11.2835,12.3246666666,6.308,8.64294047619,6.28566666666,6.78016666667,7.106,20.0496666666,10.38425,6.968,7.83633333334
441.11,11.3231666666,12.3363333333,6.325,8.65489285715,6.30983333333,6.804,7.12583333334,20.0821666667,10.4282222222,6.9635,7.84116666666
441.47,11.3466666667,12.3348333333,6.34816666666,8.65242857143,6.33883333333,6.81433333333,7.13833333333,20.141,10.4608888889,6.97758333333,7.83883333333
441.82,11.3586666667,12.3065,6.353,8.63364285715,6.34466666667,6.809,7.1395,20.1505,10.4668888889,6.96141666667,7.835
442.18,11.3646666666,12.2801666667,6.30716666667,8.62133333334,6.3485,6.80916666666,7.12366666667,20.1711666667,10.4804166667,6.94075,7.83033333333
442.53,11.367,12.2756666667,6.28333333333,8.59621428571,6.34866666667,6.79833333334,7.13,20.168,10.4987222222,6.91583333333,7.8435
442.89,11.3648333333,12.2596666667,6.2795,8.59396428571,6.36,6.7975,7.11716666667,20.1926666666,10.5257222222,6.90241666666,7.84783333334
443.24,11.4228333333,12.2803333334,6.2685,8.5984047619,6.39633333333,6.81983333333,7.12666666667,20.2463333334,10.5595277778,6.90108333334,7.8655
443.60,11.4368333334,12.2731666667,6.23683333333,8.5636547619,6.393,6.80616666667,7.1105,20.2715,10.6012222222,6.86233333334,7.87183333333
443.95,11.4715,12.231,6.23866666667,8.54840476191,6.408,6.83133333333,7.11233333333,20.3063333333,10.6360277778,6.82775,7.90466666666
444.31,11.4875,12.1853333333,6.2005,8.50392857143,6.40466666666,6.84316666666,7.09066666666,20.332,10.6183333333,6.77958333334,7.89116666666
444.66,11.4966666667,12.1423333334,6.1745,8.46523809524,6.397,6.85183333333,7.08166666667,20.3336666667,10.6128611111,6.74066666666,7.88416666667
445.02,11.48,12.08,6.12233333333,8.41128571429,6.37,6.85216666667,7.05566666666,20.357,10.6049722222,6.685,7.88766666667
445.37,11.4801666667,12.039,6.10266666666,8.36901190476,6.3555,6.875,7.03166666667,20.362,10.6178888889,6.64675,7.89133333333
445.72,11.4848333333,12.0125,6.067,8.33264285715,6.338,6.86233333333,7.00583333333,20.3675,10.6166111111,6.60225,7.888
446.08,11.4911666667,11.9945,6.05916666666,8.29753571429,6.33766666667,6.86983333334,7.00516666667,20.3866666667,10.6279722222,6.574,7.90983333333
446.43,11.5041666667,11.958,6.03583333333,8.26923809524,6.34,6.89683333333,7.00016666666,20.4033333333,10.6517222222,6.56266666667,7.91766666667
446.79,11.5381666667,11.9303333333,6.0015,8.22203571428,6.33133333333,6.90583333333,6.98883333333,20.434,10.6633333333,6.52133333333,7.9235
447.14,11.5455,11.8873333333,6.00166666666,8.19703571429,6.336,6.92066666666,6.984,20.4495,10.6910833333,6.50675,7.9465
447.50,11.5625,11.8695,6.012,8.19029761905,6.36016666667,6.9505,7.00266666667,20.4983333333,10.7195555556,6.49616666667,7.96916666667
447.85,11.5631666667,11.8428333333,6.002,8.15666666667,6.35183333333,6.94383333334,6.99066666667,20.498,10.7196666666,6.4655,7.96866666667
448.21,11.6103333333,11.833,6.02016666667,8.15805952381,6.37466666667,6.96783333334,7.00166666667,20.5371666667,10.7801388889,6.47508333334,8.006
448.56,11.638,11.8096666667,5.99633333334,8.13298809524,6.38333333333,6.9795,7.00716666667,20.5813333333,10.8280277778,6.45925,8.0325
448.92,11.631,11.7701666667,5.96283333334,8.07271428571,6.35666666666,6.95816666666,6.96983333333,20.5536666666,10.8265833333,6.4155,8.01583333333
449.27,11.6626666667,11.7438333333,5.93716666667,8.03721428572,6.35666666667,6.9425,6.971,20.581,10.8487777778,6.3855,8.01983333334
449.62,11.6503333333,11.6846666667,5.92033333333,7.99303571428,6.329,6.96466666666,6.94133333334,20.5705,10.8643333334,6.34633333334,8.0145
449.98,11.6493333333,11.644,5.86933333333,7.92967857143,6.2975,6.942,6.906,20.5608333334,10.8613888889,6.27658333334,7.9945
450.33,11.672,11.6103333333,5.8445,7.89022619047,6.29583333333,6.94133333333,6.8785,20.5785,10.8874444445,6.24825,8.0015
450.69,11.68,11.5975,5.8385,7.89615476191,6.30983333333,6.96116666667,6.896,20.5915,10.9291111112,6.24508333333,7.99533333334
451.04,11.6801666666,11.5473333333,5.76483333333,7.82736904762,6.27383333333,6.9385,6.85666666667,20.5821666667,10.9125277778,6.196,7.96616666666
451.40,11.6568333334,11.496,5.712,7.76994047619,6.239,6.911,6.82166666667,20.5525,10.8850833333,6.14433333334,7.917
451.75,11.6983333333,11.4836666667,5.69216666666,7.73888095238,6.24566666667,6.91633333333,6.8445,20.5698333333,10.9196666666,6.15033333334,7.9285
452.10,11.6723333333,11.4685,5.66116666667,7.69960714286,6.22916666666,6.89683333333,6.81566666666,20.5871666667,10.9270555555,6.11791666666,7.91783333333
452.46,11.6661666666,11.4276666667,5.62233333333,7.65461904762,6.19266666667,6.875,6.7795,20.5653333333,10.9065555555,6.07625,7.90033333333
452.81,11.6861666666,11.428,5.60133333334,7.64377380952,6.219,6.89533333333,6.78616666667,20.6053333333,10.9443055555,6.067,7.902
453.17,11.6945,11.4426666667,5.59016666666,7.64614285714,6.22383333333,6.926,6.799,20.6245,10.9541944444,6.06341666666,7.9275
453.52,11.7246666667,11.4561666667,5.56433333334,7.62253571429,6.23116666667,6.92716666667,6.8125,20.6676666666,10.9667222222,6.04316666666,7.91833333333
453.87,11.765,11.4691666667,5.593,7.64936904762,6.25266666667,6.959,6.822,20.6845,10.9844166667,6.0735,7.93433333334
454.23,11.7478333333,11.4485,5.58583333333,7.62554761905,6.22366666667,6.93816666667,6.80616666666,20.673,10.9587222222,6.02908333334,7.921
454.58,11.7536666667,11.4455,5.577,7.60002380953,6.22016666666,6.93966666667,6.79833333334,20.7005,10.9691944445,5.99683333334,7.94316666667
454.93,11.7823333333,11.5048333333,5.62516666667,7.62573809524,6.261,6.95366666667,6.84133333334,20.7598333333,11.0369166667,6.01925,7.9835
