wavelength,Back_SalCoef,Belly_SalCoef,Breast_SalCoef,Crissum_SalCoef,Crown_SalCoef,DorTail_SalCoef,Patch10_SalCoef,Patch11_SalCoef,Rump_SalCoef,Throat_SalCoef,WingTip_SalCoef
318.12,4.31433333333,9.55146666667,5.8832,3.6632,3.3148,5.00426666667,7.28206666666,3.692,3.95386666667,13.4981333333,5.2576
318.49,4.20886666667,9.54206190475,5.846,3.56526666667,3.1562,4.97053333333,7.32213333334,3.4694,3.8494,13.6722,5.2238
318.85,4.31126666667,9.52239999999,5.89856666666,3.50906666667,3.1524,5.0554,7.42786666667,3.41666666667,3.8056,13.7722,5.309
319.22,4.44286666667,9.63205714285,5.95286666667,3.4992,3.27626666667,5.153,7.49273333333,3.4438,3.84486666667,13.9415333333,5.41046666667
319.59,4.4548,9.6289095238,5.89276666667,3.50446666667,3.27853333333,5.122,7.44153333333,3.42646666667,3.8434,13.9500666667,5.38246666667
319.96,4.44433333333,9.56768571429,5.936,3.48773333333,3.21033333333,5.10946666666,7.37706666667,3.34826666667,3.7794,13.9390666667,5.30153333333
320.32,4.35653333333,9.52661904763,5.80943333333,3.4958,3.0796,4.9942,7.23406666666,3.21473333333,3.69073333333,13.9288,5.18406666667
320.69,4.17593333333,9.40217142856,5.75143333333,3.3706,2.88893333333,4.76186666667,7.05259999999,3.0466,3.4378,14.0220666667,4.94946666667
321.06,4.0088,9.26797619047,5.7934,3.2648,2.8372,4.6772,6.99033333333,3.03073333333,3.33513333333,13.9066666666,4.79853333333
321.43,3.94393333334,9.35278571428,5.8738,3.35086666667,2.91273333333,4.70266666667,7.0238,3.16613333333,3.4142,14.1429333333,4.817
321.80,4.06333333333,9.39865714286,6.1029,3.529,3.1184,4.8812,7.15573333335,3.23506666667,3.52726666667,14.3722,4.86553333333
322.16,3.93213333333,9.18881428571,5.87503333333,3.3152,2.94193333334,4.717,6.94653333333,2.97106666667,3.31866666667,14.1457333333,4.60466666667
322.53,3.95673333333,9.17396666667,5.9077,3.2306,2.92033333334,4.6438,6.92360000001,2.9822,3.25606666666,14.1278666667,4.50833333334
322.90,4.0782,9.37927619047,6.1809,3.533,3.1434,4.72213333333,7.08133333334,3.15186666667,3.4646,14.3400666667,4.6066
323.27,4.142,9.40476666667,6.36263333333,3.63,3.185,4.83786666667,7.26333333333,3.20453333333,3.49306666667,14.5215333333,4.65686666667
323.63,4.3512,9.63803809523,6.60866666667,3.7738,3.3824,5.06853333333,7.60640000001,3.31433333333,3.71026666667,14.9474666667,4.8968
324.00,4.58606666667,9.95600000001,6.91093333333,4.02353333334,3.63706666667,5.35426666667,7.95726666667,3.56733333333,4.03286666667,15.383,5.18886666667
324.37,4.91526666667,10.3402714286,7.30716666667,4.31066666667,3.97166666667,5.6558,8.38373333333,3.87166666667,4.45833333333,15.7387333333,5.4752
324.74,5.062,10.4874904762,7.43633333333,4.46186666667,4.1516,5.73886666667,8.53079999999,3.943,4.7038,15.8556666667,5.63586666667
325.10,5.00053333333,10.5417857143,7.34113333333,4.43366666667,4.14746666667,5.70873333333,8.47886666666,3.91226666667,4.75386666667,15.9660666667,5.6522
325.47,4.84653333333,10.3016190476,7.1256,4.17086666667,4.00086666667,5.55693333334,8.31953333333,3.75473333333,4.57153333333,15.8056666667,5.45046666667
325.84,4.7864,10.2964619048,6.98306666667,4.1092,3.89046666667,5.5264,8.24400000001,3.67353333333,4.4798,15.7225333333,5.4056
326.21,4.8288,10.4499428571,7.14516666667,4.2388,4.0374,5.58693333333,8.383,3.76786666667,4.59653333333,15.9986666667,5.55086666667
326.57,4.9024,10.5569714286,7.2813,4.3844,4.15433333333,5.67413333333,8.49006666666,3.9178,4.76306666666,16.1494,5.68473333333
326.94,4.86286666667,10.5740809524,7.21716666667,4.28226666667,3.9992,5.59426666667,8.50306666666,3.88513333333,4.7556,16.1870666667,5.69806666667
327.31,4.77146666667,10.6356666667,7.10676666667,4.1846,3.90826666667,5.39746666667,8.44140000001,3.82713333333,4.7098,16.1977333333,5.6792
327.67,4.4702,10.4477619048,6.91786666667,3.92946666667,3.6294,5.04673333333,8.22340000001,3.69906666667,4.46106666667,16.0061333334,5.40993333333
328.04,4.24373333333,10.2689095238,6.6362,3.6878,3.39573333333,4.7836,8.06260000001,3.5178,4.20906666667,15.8015333333,5.07966666667
328.41,4.036,10.0923952381,6.38406666667,3.56493333333,3.12046666667,4.56206666667,7.81833333332,3.30986666667,3.9018,15.7276666667,4.81586666667
328.78,4.0716,10.1991714286,6.4699,3.67406666667,3.1474,4.62,7.98986666667,3.39853333333,3.87613333333,15.8644,4.8574
329.14,4.2074,10.3427047619,6.72026666667,3.83793333333,3.2228,4.76213333333,8.19366666666,3.5276,3.96426666667,16.0645333333,4.96253333333
329.51,4.42326666667,10.6469333333,6.9677,4.11173333333,3.3976,4.92433333333,8.43399999999,3.6454,4.18106666666,16.3018,5.1416
329.88,4.474,10.8194142857,7.1027,4.2066,3.44633333333,4.9556,8.5976,3.71506666667,4.2612,16.5329333333,5.16986666667
330.24,4.54593333333,10.9408857143,7.1439,4.2614,3.463,5.01733333333,8.70666666666,3.82253333333,4.28966666667,16.6052,5.18586666667
330.61,4.70826666667,11.1977619048,7.24516666667,4.36306666667,3.60833333333,5.16446666667,8.95046666667,4.0006,4.37013333333,16.8976666667,5.32653333333
330.98,4.73793333334,11.2732571429,7.32993333333,4.39713333333,3.76786666667,5.29186666667,9.04420000001,4.08166666667,4.38006666667,17.1312666667,5.3358
331.34,4.79233333333,11.2751904762,7.3712,4.40966666667,3.8402,5.44186666667,9.10206666667,4.13273333333,4.36746666667,17.1948,5.2562
331.71,4.99093333333,11.4182714286,7.4502,4.5384,3.965,5.64066666667,9.19213333335,4.18013333333,4.45093333333,17.3108666667,5.3518
332.08,5.12633333333,11.6181428572,7.6153,4.65653333333,4.12333333333,5.76013333333,9.28853333334,4.2598,4.52566666667,17.6098,5.52313333333
332.44,4.94373333333,11.458952381,7.47626666667,4.37146666667,4.01106666667,5.53613333333,9.19513333332,4.01926666667,4.377,17.5096,5.47066666667
332.81,4.6832,11.2574619047,7.263,4.0314,3.79993333333,5.3026,8.92746666667,3.73933333333,4.16473333333,17.3701333333,5.30926666667
333.18,4.6552,11.2243714286,7.2404,3.94093333333,3.8376,5.24753333333,8.94326666668,3.77386666667,4.1342,17.4809333333,5.29106666667
333.54,4.40133333333,11.0171571429,7.04663333333,3.7212,3.69493333333,5.0016,8.77240000001,3.59953333333,3.98533333333,17.4337333333,5.08146666667
333.91,4.3554,10.9451095238,7.00753333333,3.63873333333,3.66193333333,4.86673333333,8.75326666667,3.57266666667,3.9228,17.4846666667,5.06693333333
334.28,4.2572,10.8940476191,6.9812,3.55573333333,3.59773333333,4.7364,8.74433333334,3.43386666667,3.86946666667,17.4788,4.98673333333
334.64,3.98846666666,10.7384095238,6.8437,3.3636,3.41773333333,4.52933333333,8.59633333333,3.15453333333,3.7164,17.4128,4.7524
335.01,3.9592,10.7554190476,6.822,3.36113333333,3.3538,4.46173333333,8.60659999999,3.06406666667,3.7462,17.3383333333,4.68573333333
335.38,4.08666666667,10.9961904762,7.0609,3.56246666666,3.53173333333,4.60973333334,8.87833333333,3.1632,3.99353333333,17.6632,4.84913333333
335.74,4.13166666666,11.1220619048,7.1724,3.67046666667,3.6608,4.62213333333,9.05319999999,3.213,4.0768,17.8544666666,4.9106
336.11,4.02406666667,11.0296714286,7.11186666667,3.63713333333,3.588,4.5216,9.04773333334,3.11813333333,4.06146666667,17.7542,4.8402
336.47,4.08006666667,11.1320047619,7.20376666667,3.71286666667,3.70586666667,4.60653333333,9.22973333334,3.1592,4.1426,17.817,4.81193333333
336.84,4.16366666667,11.2696285714,7.2967,3.83806666667,3.83926666667,4.6814,9.41086666667,3.229,4.25626666667,18.0534666667,4.842
337.21,4.18526666667,11.403547619,7.3699,3.95166666667,3.8958,4.70706666667,9.49786666668,3.2112,4.327,18.1357333333,4.8814
337.57,4.3576,11.6281238095,7.57413333333,4.14353333333,4.0064,4.946,9.73566666667,3.36033333334,4.4856,18.2622666667,5.126
337.94,4.36566666667,11.7575285714,7.6905,4.18053333333,4.10166666667,5.0592,9.85193333333,3.3454,4.58826666667,18.357,5.18946666667
338.31,4.29933333334,11.784047619,7.62403333333,4.16726666667,4.0546,5.04333333333,9.80540000001,3.27766666666,4.53013333333,18.3924666667,5.1184
338.67,4.38726666667,11.8281047619,7.6857,4.286,4.07526666667,5.10386666667,9.89573333334,3.3666,4.60706666667,18.4396,5.15006666667
339.04,4.4472,11.9193714286,7.7238,4.37073333333,4.14726666667,5.1726,10.0040666667,3.4778,4.6594,18.5994,5.20426666667
339.40,4.26953333333,11.7327619048,7.48753333333,4.20713333333,3.97886666667,4.93693333333,9.82333333333,3.29373333333,4.479,18.4282666667,5.09706666667
339.77,4.19866666667,11.6935857143,7.46956666667,4.17766666667,3.914,4.85866666667,9.8366,3.25286666667,4.4856,18.3808,5.07946666667
340.14,4.4102,11.928347619,7.70503333333,4.34653333333,4.12966666667,5.05086666667,10.0274666667,3.4472,4.6644,18.6955333333,5.2514
340.50,4.5218,12.1320952381,7.8909,4.51293333333,4.2226,5.22366666667,10.1446666667,3.638,4.82966666667,18.9520666667,5.4162
340.87,4.64166666667,12.3136142857,8.02113333333,4.67073333333,4.3098,5.3418,10.2816666667,3.8284,4.93793333333,19.1057333333,5.51406666667
341.23,4.57373333333,12.2365238095,7.9299,4.57353333333,4.20206666667,5.278,10.221,3.75926666667,4.82026666667,19.0746,5.4094
341.60,4.351,12.0199333334,7.71863333333,4.32453333333,3.97966666667,4.994,10.0020666667,3.54066666667,4.55506666667,18.9431333333,5.11486666667
341.96,4.3076,11.9725571429,7.62636666667,4.2636,3.8848,4.952,9.96686666667,3.5354,4.4818,18.9516,5.00966666667
342.33,4.48406666667,12.1258904762,7.862,4.392,4.08986666667,5.11226666667,10.2090666667,3.77813333333,4.65493333334,19.1762666667,5.17866666667
342.70,4.55686666667,12.2791380952,8.03023333333,4.45766666667,4.21346666666,5.20046666667,10.3672666667,3.85613333333,4.73366666666,19.3471333333,5.26486666667
343.06,4.4338,12.1360190476,7.91413333333,4.2554,4.01213333333,5.01326666667,10.2988666667,3.6192,4.4982,19.2861333333,5.07086666667
343.43,4.4796,12.2106238095,7.9212,4.2102,3.97166666667,4.97573333333,10.3898,3.59526666667,4.4388,19.4440666667,4.94393333333
343.79,4.41006666667,12.1268095238,7.90206666667,4.09653333334,3.91293333333,4.88993333333,10.3490666667,3.5068,4.3428,19.5642666667,4.75793333333
344.16,4.328,12.0420619048,7.8161,4.02253333333,3.829,4.7814,10.3205333333,3.42326666667,4.26586666667,19.5047333333,4.63926666667
344.52,4.2482,11.9808761905,7.77676666667,3.96606666667,3.78513333333,4.70126666667,10.2459333333,3.37133333333,4.14506666667,19.5398666667,4.5214
344.89,4.23106666667,11.8955809524,7.77116666667,3.90226666667,3.75746666667,4.68073333333,10.2239333333,3.29993333333,4.10053333333,19.5558,4.44246666667
345.25,4.27713333333,11.9304333333,7.834,3.90493333333,3.79793333334,4.691,10.2845333333,3.3204,4.1302,19.6334666667,4.44013333333
345.62,4.4878,12.1646571429,8.07616666667,4.12526666667,4.03213333333,4.92946666667,10.5800666667,3.5218,4.35226666667,19.9651333333,4.66946666667
345.99,4.46066666667,12.1982571428,8.11683333333,4.09466666667,4.04973333333,4.87246666667,10.5891333333,3.477,4.30426666667,20.017,4.6412
346.35,4.26813333334,12.0716904762,7.94706666667,3.90033333333,3.8244,4.67153333333,10.4554666667,3.22313333333,4.12173333333,19.9486,4.42666666667
346.72,4.33686666667,12.0776190476,7.95213333333,3.9326,3.8474,4.71966666667,10.4867333333,3.25186666667,4.1446,19.9709333333,4.45893333333
347.08,4.4628,12.2461285714,8.12163333333,4.08533333333,4.03766666667,4.91746666667,10.6489333333,3.46293333333,4.35113333333,20.139,4.647
347.45,4.49113333333,12.3387619048,8.27733333333,4.19066666667,4.14666666667,5.04573333333,10.7211333333,3.56753333333,4.4948,20.2618,4.7418
347.81,4.58546666667,12.5236809524,8.36486666667,4.35293333333,4.25913333333,5.19393333334,10.817,3.71233333333,4.61366666667,20.3619333333,4.90053333333
348.18,4.55073333333,12.5924142857,8.33853333333,4.33513333333,4.228,5.1802,10.8496,3.72546666667,4.57706666667,20.4211333333,4.88553333333
348.54,4.5668,12.5522666667,8.2815,4.29266666666,4.17726666667,5.1128,10.9265333333,3.65646666667,4.55646666667,20.4700666667,4.82846666667
348.91,4.46953333333,12.5564047619,8.22896666667,4.22886666667,4.0424,4.98086666667,10.9010666667,3.5854,4.47886666667,20.4824666667,4.75326666667
349.27,4.3364,12.3959619048,8.0516,4.10773333333,3.86033333333,4.7724,10.808,3.38613333333,4.3634,20.3724666667,4.6212
349.64,4.3308,12.457047619,8.07273333333,4.12486666667,3.86093333333,4.69893333333,10.8492666667,3.39013333333,4.39773333333,20.4204666667,4.60573333333
350.00,4.4474,12.6062857143,8.15943333333,4.29286666667,3.9444,4.78193333333,10.9688,3.52286666667,4.52166666667,20.5596,4.75246666667
350.37,4.6476,12.7835904762,8.35646666667,4.51986666667,4.15753333333,4.98333333333,11.1488,3.70146666667,4.68906666667,20.8283333333,4.96113333333
350.73,4.5182,12.7376761905,8.25296666667,4.40193333333,4.0718,4.83673333333,11.1006666667,3.61706666667,4.58593333333,20.8453333333,4.8286
351.10,4.57473333333,12.7689523809,8.30256666667,4.475,4.08826666667,4.82426666667,11.1716666667,3.68726666667,4.65746666667,20.9076,4.87073333333
351.46,4.5282,12.7307571429,8.21773333333,4.41306666667,4.01306666667,4.70853333333,11.1532666667,3.64093333333,4.5914,20.8746,4.82906666666
351.83,4.63073333333,12.8658619048,8.2844,4.489,4.087,4.78606666666,11.2892666667,3.7022,4.67286666667,21.0767333333,4.934
352.19,4.7014,12.9378952381,8.408,4.53453333333,4.1296,4.83613333333,11.3903333333,3.729,4.75406666667,21.2873333333,5.0064
352.55,4.7476,13.087,8.49043333334,4.61686666667,4.21966666667,4.93833333333,11.4267333333,3.84413333333,4.85013333333,21.3945333333,5.12733333333
352.92,4.72486666667,13.0663809524,8.49183333333,4.56706666667,4.23806666667,4.94153333334,11.4414666667,3.8206,4.82033333333,21.4218,5.13013333333
353.28,4.73833333333,13.2353238095,8.6014,4.6282,4.31226666667,5.06193333334,11.5160666667,3.8532,4.86846666667,21.6228666667,5.1714
353.65,4.63933333333,13.1565428571,8.50033333333,4.47853333333,4.1784,5.01866666667,11.4496,3.7312,4.6816,21.6385333333,5.02386666667
354.01,4.6066,13.0954238095,8.47563333333,4.38146666667,4.12053333333,4.9546,11.4621333333,3.65226666667,4.58053333333,21.7572666667,4.8908
354.38,4.6002,13.1192285714,8.48273333333,4.32493333333,4.08746666667,4.9022,11.4682,3.69153333333,4.53473333333,21.7844666667,4.825
354.74,4.6208,13.1683619048,8.58933333333,4.3814,4.12053333333,4.92126666667,11.4938666667,3.7376,4.54506666667,21.9179333333,4.81406666667
355.11,4.49653333333,13.1722809524,8.5632,4.2686,4.05993333333,4.831,11.4546,3.62993333333,4.40653333333,21.9906666667,4.69946666667
355.47,4.44506666667,13.1517857143,8.5369,4.21046666667,4.0326,4.803,11.4608666667,3.58286666667,4.2838,22.0837333333,4.65313333333
355.83,4.2668,12.9953714286,8.4291,4.03106666667,3.87773333333,4.61086666667,11.3698,3.403,4.10313333333,21.9815333333,4.4442
356.20,4.19306666667,12.8840333334,8.33813333333,3.95066666667,3.82153333334,4.531,11.3388666667,3.30866666667,3.99666666667,21.9538,4.35373333333
356.56,4.31073333333,13.0353047619,8.4766,4.08126666667,3.93193333333,4.5788,11.5067333333,3.36246666667,4.0918,22.2196,4.4418
356.93,4.57686666667,13.3114666667,8.72136666667,4.35413333333,4.19966666667,4.80493333333,11.7414,3.602,4.35546666667,22.5422666667,4.69166666667
357.29,4.76126666667,13.5226428571,8.9404,4.554,4.38773333334,4.97913333333,11.942,3.8678,4.52686666667,22.7914666667,4.88866666667
357.66,4.78713333333,13.5472666667,8.97676666667,4.5934,4.4206,4.9844,11.985,3.88206666667,4.5876,22.8244666667,4.89413333333
358.02,4.8328,13.6120857143,9.066,4.67806666667,4.50286666667,5.06646666667,12.0657333333,3.98073333333,4.6988,22.9283333333,4.9958
358.38,4.8124,13.6074047619,9.03636666667,4.67653333333,4.46853333333,5.0732,12.0828666667,3.96406666667,4.67733333333,22.9365333333,4.98266666667
358.75,4.8574,13.6663666667,9.0234,4.69153333333,4.4816,5.12306666667,12.1614666667,3.98426666667,4.70373333333,23.0292666666,5.04826666667
359.11,4.93073333333,13.7428714286,9.08133333333,4.7938,4.52446666667,5.18373333333,12.2510666667,4.048,4.7838,23.1685333333,5.10986666667
359.48,5.1722,14.0111285714,9.3548,5.0562,4.74913333333,5.38093333333,12.4818,4.285,5.0498,23.4828,5.31126666667
359.84,5.3062,14.1852666667,9.54416666667,5.24613333333,4.8852,5.5332,12.6372,4.4422,5.2074,23.6983333333,5.47226666667
360.20,5.41213333333,14.3846095238,9.66043333333,5.3746,4.975,5.64153333334,12.7503333333,4.55053333333,5.32846666667,23.8151333333,5.56893333333
360.57,5.3754,14.3316619048,9.6305,5.3076,4.94233333333,5.64273333333,12.7478,4.566,5.30866666667,23.7761333333,5.5368
360.93,5.3148,14.2831952381,9.5896,5.2336,4.8674,5.59466666667,12.7446666667,4.51846666667,5.2452,23.7769333334,5.46666666667
361.29,5.31946666667,14.2919095238,9.587,5.22886666667,4.85146666667,5.59113333333,12.7646,4.49446666667,5.2448,23.8204666667,5.43293333333
361.66,5.34713333333,14.3786904762,9.6814,5.29306666667,4.89933333333,5.60386666667,12.8064,4.52266666667,5.2976,23.9284,5.49526666667
362.02,5.34733333333,14.4235142857,9.667,5.2924,4.87493333333,5.5698,12.8427333333,4.473,5.2864,23.9374,5.46966666667
362.39,5.33446666667,14.4541523809,9.72323333333,5.3334,4.93993333333,5.57313333333,12.8812666667,4.46046666667,5.34973333333,24.0018,5.5108
362.75,5.34966666667,14.5112809524,9.83033333333,5.37593333333,4.986,5.59113333333,12.9293333333,4.4584,5.38633333333,24.1168,5.54366666667
363.11,5.3748,14.5857142857,9.90063333333,5.40613333333,5.04433333333,5.64826666667,12.9824666667,4.47666666667,5.411,24.1928666667,5.5576
363.48,5.23733333333,14.4722571429,9.8089,5.2712,4.94073333333,5.5448,12.8996,4.37266666667,5.27966666667,24.0723333333,5.43666666667
363.84,5.19866666667,14.4811238095,9.7875,5.20666666667,4.90306666667,5.5242,12.9116,4.3486,5.24053333333,24.1411333333,5.39933333333
364.20,5.1642,14.4451571429,9.8002,5.17166666667,4.9118,5.5048,12.9188,4.3222,5.20453333333,24.2424,5.3756
364.57,5.09266666667,14.4361190476,9.7741,5.1356,4.8346,5.41906666667,12.9003333333,4.2316,5.12493333333,24.2914,5.30413333333
364.93,4.9698,14.4372857143,9.6909,5.07,4.7634,5.322,12.8646,4.0992,5.0304,24.2892,5.241
365.29,4.90353333333,14.4138095238,9.626,4.99846666667,4.72026666667,5.243,12.8723333333,4.02873333333,4.96253333333,24.3487333333,5.17846666667
365.66,4.93206666667,14.4465,9.64216666667,4.9832,4.7304,5.24066666667,12.9418666667,4.05153333334,4.95106666667,24.4541333333,5.18113333333
366.02,4.93893333333,14.5042666667,9.72473333333,5.00586666667,4.79173333333,5.28933333333,12.9742666667,4.10573333333,4.99653333334,24.5787333334,5.19286666667
366.38,4.88553333333,14.4713428571,9.67716666667,4.89526666666,4.6898,5.184,12.9294666667,4.02406666667,4.87546666667,24.5882,5.07126666667
366.75,4.75426666667,14.3790333333,9.53086666667,4.75433333333,4.55153333333,5.01413333333,12.8395333333,3.9086,4.7436,24.5152,4.9278
367.11,4.72766666667,14.3593333333,9.50796666667,4.74153333333,4.51953333333,4.9208,12.8579333333,3.87786666667,4.70873333333,24.5566666667,4.905
367.47,4.819,14.4769857143,9.56363333333,4.846,4.59366666667,4.99466666667,13.0073333333,3.92273333333,4.81306666667,24.7564,4.97713333333
367.84,4.79786666667,14.4542857143,9.52333333333,4.80793333333,4.56646666666,4.903,12.9842,3.85393333333,4.76026666667,24.7687333333,4.9004
368.20,4.81286666667,14.5174380952,9.55856666667,4.83613333333,4.5926,4.86673333333,13.029,3.86653333333,4.7754,24.7875333333,4.85453333333
368.56,4.87506666667,14.6209,9.63713333333,4.908,4.6758,4.91953333333,13.1410666667,3.88726666667,4.82433333333,24.91,4.87186666667
368.93,4.94606666667,14.646052381,9.70633333333,4.94726666667,4.72953333333,4.9452,13.1888666667,3.91093333334,4.87893333333,24.9853333333,4.8676
369.29,4.9494,14.6865428571,9.78023333333,4.9538,4.7438,4.93873333333,13.2076,3.89206666667,4.88906666667,25.0354666667,4.87333333333
369.65,4.9344,14.7252333333,9.80366666667,5.0058,4.7494,4.95566666667,13.2826666667,3.85226666667,4.90313333333,25.1302666667,4.88506666666
370.01,4.98213333333,14.7086571429,9.82636666667,5.04846666667,4.7706,4.9642,13.3667333333,3.81613333333,4.89353333333,25.1676666667,4.89406666667
370.38,5.13346666667,14.8683285714,9.9684,5.20133333333,4.89633333333,5.12593333333,13.5486,3.95733333333,5.07573333333,25.3915333333,5.04433333333
370.74,5.3592,15.0992571429,10.1692666667,5.39026666667,5.08326666667,5.30946666667,13.8056,4.10466666667,5.27046666667,25.6837333333,5.2158
371.10,5.36746666667,15.1361095238,10.1877,5.3664,5.08553333333,5.33266666667,13.8173333333,4.0768,5.3176,25.7827333333,5.21026666667
371.46,5.30373333333,15.1092619048,10.2034666667,5.32813333333,5.00626666667,5.28266666667,13.8112666667,4.0418,5.2802,25.7708666667,5.2018
371.83,5.33093333333,15.2097190476,10.2856333333,5.38206666666,5.05033333333,5.344,13.9118,4.09926666667,5.3416,25.8618,5.27366666667
372.19,5.35826666667,15.3035428572,10.3572,5.4318,5.05326666667,5.38613333333,14.0097333333,4.14306666667,5.39573333333,26.0165333333,5.34113333333
372.55,5.4038,15.3638238095,10.3993666667,5.47393333333,5.07206666667,5.44446666667,14.0602666666,4.1994,5.4374,26.0996666667,5.38473333333
372.92,5.4418,15.463752381,10.4772,5.54053333333,5.1158,5.5128,14.1558666667,4.28386666666,5.46646666667,26.2342666667,5.42993333333
373.28,5.46466666667,15.4964238095,10.5311333333,5.60673333333,5.155,5.5692,14.2432666667,4.32426666667,5.50853333333,26.2983333334,5.4682
373.64,5.50866666667,15.5977666666,10.5637333333,5.63113333333,5.17533333333,5.58726666667,14.3030666667,4.39273333333,5.52266666667,26.3492666667,5.46686666667
374.00,5.41206666666,15.5783666667,10.5101333333,5.53026666667,5.06253333333,5.46833333334,14.2704,4.35173333333,5.42493333333,26.4117333333,5.37573333333
374.37,5.3566,15.5999619048,10.5037333333,5.47133333333,4.99986666667,5.39046666667,14.2538666667,4.30966666667,5.3444,26.4618666667,5.307
374.73,5.2172,15.5335238095,10.4274,5.37313333333,4.89206666667,5.29193333333,14.1337333333,4.194,5.2562,26.3923333333,5.19826666667
375.09,5.19333333333,15.5502142857,10.4204333333,5.36033333333,4.84653333333,5.23906666667,14.1664666667,4.15726666666,5.1916,26.4785333333,5.1498
375.45,5.19873333333,15.6050714286,10.4419666667,5.33826666666,4.83493333333,5.20373333333,14.1966666667,4.11946666667,5.14706666667,26.6177333333,5.07673333333
375.81,5.21666666667,15.616347619,10.4515666667,5.35593333333,4.8162,5.19093333333,14.2094666667,4.13786666667,5.12586666667,26.6936,5.0536
376.18,5.21646666667,15.6021428571,10.4424666667,5.3282,4.80493333333,5.18626666667,14.2138,4.13266666667,5.1074,26.7794666667,5.06646666667
376.54,5.17413333333,15.5989190476,10.4438333333,5.28073333333,4.76866666667,5.12913333333,14.1996,4.10206666667,5.07633333333,26.7956666667,5.04046666667
376.90,5.12926666667,15.5831857143,10.4024666667,5.24193333333,4.70133333334,5.0474,14.1732666667,4.03706666667,5.02193333333,26.7961333333,4.97473333333
377.26,5.097,15.5637571429,10.3481666667,5.16693333333,4.6352,4.95433333333,14.132,3.9768,4.93993333333,26.8213333333,4.9096
377.63,5.03833333333,15.5171714286,10.3476,5.11386666667,4.62693333333,4.90526666667,14.103,3.93993333333,4.90046666667,26.8206666667,4.88086666667
377.99,5.094,15.6359238095,10.4486333333,5.1768,4.6988,4.96673333333,14.2048,3.9922,4.9662,26.9635333333,4.95606666667
378.35,5.1568,15.7200428571,10.5096333333,5.23593333333,4.78473333333,5.02486666667,14.3005333334,4.03806666667,5.00873333333,27.0936,5.0026
378.71,5.16873333333,15.6996285714,10.5288666667,5.28693333333,4.8182,5.04593333333,14.332,4.09613333333,4.99953333333,27.129,5.0292
379.07,5.1652,15.7409,10.5497333333,5.3362,4.85226666667,5.06286666667,14.3702666667,4.16153333333,5.01033333333,27.1629333333,5.0668
379.44,5.13746666667,15.7444333333,10.5502333333,5.33893333333,4.85006666667,5.0502,14.363,4.1694,4.99566666667,27.1382666667,5.0538
379.80,5.17506666667,15.8563333333,10.6193,5.3952,4.9204,5.10206666667,14.4641333333,4.1904,5.03933333333,27.2509333333,5.11846666667
380.16,5.1826,15.8875,10.6758333333,5.44973333333,4.94026666667,5.1106,14.4996,4.206,5.03653333333,27.3123333333,5.12273333333
380.52,5.19366666667,15.9385952381,10.7187333333,5.5154,4.9804,5.13873333333,14.5959333333,4.2134,5.048,27.4444,5.13286666667
380.88,5.2382,16.0208571429,10.8209666667,5.57333333333,5.04166666667,5.17186666667,14.7005333333,4.2424,5.10886666667,27.6306,5.16213333333
381.24,5.28726666667,16.1387,10.9142666667,5.64493333333,5.11766666667,5.22906666667,14.8127333333,4.2956,5.18053333333,27.8005333334,5.22673333333
381.61,5.36426666667,16.2482047619,11.0021333333,5.7358,5.16633333334,5.3098,14.9352,4.33573333333,5.27913333333,27.9948,5.2944
381.97,5.31073333333,16.2526095238,10.9707333333,5.71146666667,5.124,5.28346666667,14.898,4.30006666667,5.22926666667,27.9909333333,5.21466666667
382.33,5.21766666667,16.1799047619,10.9042,5.6608,5.03013333333,5.21253333333,14.8863333333,4.22766666667,5.1784,27.9814666667,5.1612
382.69,5.18966666667,16.2640857143,10.9441666667,5.65446666667,5.00093333333,5.19113333334,14.9448666667,4.21126666667,5.1668,28.103,5.1382
383.05,5.18013333333,16.3025,10.9799,5.64406666667,4.98673333333,5.20226666667,14.9894,4.18153333333,5.18153333333,28.1750666667,5.1322
383.41,5.20126666667,16.3414857143,11.0057,5.67793333333,5.0178,5.21906666667,15.0598,4.1988,5.2044,28.2718666667,5.14566666667
383.77,5.17313333333,16.3302380952,11.0143666667,5.66753333333,4.98493333333,5.2082,15.0935333334,4.20073333333,5.1944,28.3439333333,5.11073333333
384.14,5.1636,16.3606666667,11.0098333333,5.63086666667,4.97893333333,5.21926666667,15.1642666667,4.18726666667,5.20113333333,28.4186,5.09593333333
384.50,5.21006666667,16.4405571429,11.0635666667,5.65433333334,5.02666666667,5.26233333333,15.2398,4.2492,5.25886666667,28.5583333333,5.14886666667
384.86,5.21346666667,16.4747285714,11.0653333333,5.6622,5.04533333333,5.28946666666,15.2753333333,4.2766,5.24346666667,28.5933333333,5.1574
385.22,5.23586666667,16.5408285714,11.0996,5.69293333333,5.072,5.32326666667,15.3452666667,4.3164,5.27173333333,28.6958666667,5.16033333333
385.58,5.2346,16.6224428571,11.1376666667,5.69593333333,5.0848,5.29533333333,15.3981333333,4.32513333333,5.24433333333,28.828,5.14706666667
385.94,5.30393333333,16.7035714286,11.2211666667,5.7718,5.15806666667,5.35326666667,15.5094666666,4.4026,5.31726666667,29.0044,5.22886666667
386.30,5.32893333333,16.8032285714,11.2714333333,5.801,5.18666666667,5.3454,15.5694666667,4.4048,5.33866666667,29.1666666667,5.229
