wavelength,Back_DigIndf,Belly_DigIndf,Breast_DigIndf,Crissum_DigIndf,Crown_DigIndf,DorTail_DigIndf,Patch10_DigIndf,Rump_DigIndf,Throat_DigIndf,WingTip_DigIndf
364.93,5.78066666667,5.22033333333,5.6315,4.652,4.04283333333,7.89766666667,6.22133333333,5.94766666667,5.48166666667,5.892
365.29,5.75033333333,5.14666666667,5.655,4.71233333333,4.1195,7.95233333333,6.25833333333,6.06266666667,5.55033333333,5.924
365.66,5.66633333333,5.09933333333,5.613,4.726,4.22333333333,8.038,6.32933333333,6.17133333333,5.55166666667,5.85066666667
366.02,5.71066666667,5.036,5.554,4.77966666667,4.26316666667,7.83833333333,6.302,6.09466666667,5.486,5.69766666667
366.38,5.81,5.06033333333,5.803,4.888,4.41616666667,7.87866666667,6.388,6.26,5.51866666667,5.75666666667
366.75,5.721,4.99933333333,5.7785,4.85733333333,4.428,7.91266666667,6.38933333333,6.23,5.433,5.76933333333
367.11,5.7,5.06,5.8975,4.96233333333,4.46933333333,7.85433333333,6.36166666667,6.19733333333,5.36233333333,5.85066666667
367.47,5.671,5.08933333333,5.8835,4.89733333333,4.40983333333,7.72833333333,6.27466666667,6.04233333333,5.25066666667,5.88133333333
367.84,5.79733333333,5.33533333333,5.983,4.99366666667,4.56983333333,7.91933333333,6.425,6.16966666667,5.47833333333,6.05266666667
368.20,5.69566666667,5.30033333333,5.9405,4.82366666667,4.42783333333,7.813,6.307,6.087,5.31333333333,6.01033333333
368.56,5.84066666667,5.65233333333,6.235,5.039,4.5505,7.95,6.526,6.31566666667,5.49133333333,6.235
368.93,5.94233333333,5.81633333333,6.3485,5.17466666667,4.62733333333,8.09166666667,6.62,6.4,5.63266666667,6.243
369.29,5.80566666667,5.67166666667,6.203,4.966,4.52416666667,7.88633333333,6.516,6.19866666667,5.42133333333,5.99766666667
369.65,5.82166666667,5.64433333333,6.1005,4.776,4.51233333333,7.943,6.50366666667,6.189,5.352,6.00766666667
370.01,5.89433333333,5.846,6.2475,4.81,4.64333333333,8.172,6.60966666667,6.364,5.57833333333,6.28933333333
370.38,5.77633333333,5.71566666667,6.2605,4.75566666667,4.56033333333,8.07833333333,6.56666666667,6.24933333333,5.63733333333,6.17566666667
370.74,5.9,5.71566666667,6.1815,4.834,4.5465,8.08733333333,6.54033333333,6.13633333333,5.61233333333,6.18366666667
371.10,5.87333333333,5.737,5.976,4.78566666667,4.47233333333,8.03566666667,6.496,6.074,5.60033333333,6.048
371.46,5.864,5.729,5.9825,4.89233333333,4.48233333333,8.04,6.54833333333,6.164,5.60633333333,5.95266666667
371.83,5.87666666667,5.663,5.9165,4.90466666667,4.46016666667,7.99366666667,6.51866666667,6.19566666667,5.52033333333,5.98166666667
372.19,5.94566666667,5.65433333333,5.8565,5.01433333333,4.43233333333,7.96233333333,6.40733333333,6.06633333333,5.476,5.91666666667
372.55,5.83,5.597,5.8215,4.93633333333,4.43583333333,7.891,6.37833333333,6.02933333333,5.352,5.84633333333
372.92,5.81433333333,5.56566666667,5.686,4.86233333333,4.39066666667,7.76733333333,6.348,5.934,5.27633333333,5.88866666667
373.28,5.89833333333,5.67966666667,5.6675,4.97433333333,4.43833333333,7.804,6.315,5.92766666667,5.32933333333,6.03866666667
373.64,6.006,5.69333333333,5.7385,5.10933333333,4.46516666667,7.60633333333,6.372,5.91533333333,5.463,6.05133333333
374.00,5.943,5.61466666667,5.5935,5.072,4.325,7.504,6.34133333333,5.85666666667,5.38033333333,5.86933333333
374.37,5.89933333333,5.65333333333,5.307,5.03,4.31683333333,7.52666666667,6.35833333333,5.94433333333,5.36233333333,5.82533333333
374.73,5.86333333333,5.69633333333,5.377,5.00466666667,4.3355,7.44633333333,6.44533333333,6.02633333333,5.375,5.86733333333
375.09,6.017,5.829,5.557,5.105,4.42066666667,7.561,6.513,6.173,5.457,5.993
375.45,6.00733333333,5.77533333333,5.5055,5.03166666667,4.29816666667,7.58133333333,6.44033333333,6.086,5.43666666667,5.968
375.81,6.16233333333,5.86866666667,5.711,5.13933333333,4.40916666667,7.66433333333,6.556,6.25866666667,5.506,5.911
376.18,6.291,6.08666666667,5.9705,5.24966666667,4.56,7.84033333333,6.76066666667,6.51833333333,5.72266666667,6.132
376.54,6.33266666667,5.992,5.923,5.29866666667,4.54933333333,7.868,6.663,6.44433333333,5.71366666667,6.09966666667
376.90,6.39033333333,6.05566666667,5.976,5.449,4.67466666667,8.07,6.674,6.49566666667,5.816,6.20866666667
377.26,6.29133333333,5.96433333333,5.948,5.34966666667,4.55133333333,8.02066666667,6.669,6.45333333333,5.727,6.05733333333
377.63,6.347,6.00933333333,5.928,5.37466666667,4.48933333333,8.07766666667,6.64466666667,6.39966666667,5.591,6.00966666667
377.99,6.424,5.95,5.994,5.36433333333,4.524,8.15,6.59933333333,6.33266666667,5.59233333333,5.95366666667
378.35,6.43666666667,5.95366666667,6.0545,5.29566666667,4.54083333333,8.08966666667,6.55533333333,6.18666666667,5.51866666667,5.908
378.71,6.36033333333,5.957,6.0175,5.22233333333,4.5045,8.04,6.43633333333,6.07033333333,5.43933333333,5.84266666667
379.07,6.33133333333,5.937,6.029,5.24066666667,4.54433333333,7.98766666667,6.48533333333,6.091,5.46,5.80666666667
379.44,6.215,5.92033333333,6.0065,5.178,4.52933333333,7.943,6.44066666667,6.05733333333,5.36266666667,5.73933333333
379.80,6.07166666667,5.874,5.7695,5.13633333333,4.437,7.894,6.35466666667,5.93833333333,5.276,5.74733333333
380.16,6.00933333333,5.85533333333,5.7395,5.05633333333,4.395,7.84733333333,6.39533333333,5.93433333333,5.28833333333,5.67133333333
380.52,5.80733333333,5.72533333333,5.545,4.85933333333,4.14816666667,7.55633333333,6.17233333333,5.67766666667,5.129,5.463
380.88,5.88866666667,5.76633333333,5.668,4.91666666667,4.14183333333,7.50233333333,6.29266666667,5.739,5.168,5.43
381.24,6.11033333333,5.98933333333,5.801,5.14533333333,4.345,7.64733333333,6.42,5.86166666667,5.38733333333,5.62933333333
381.61,6.013,6.02333333333,5.802,5.167,4.379,7.67533333333,6.37933333333,5.91633333333,5.49666666667,5.64666666667
381.97,6.03733333333,6.17566666667,5.7525,5.24733333333,4.416,7.677,6.442,6.07966666667,5.606,5.76733333333
382.33,6.08333333333,6.23233333333,5.7225,5.326,4.44283333333,7.73366666667,6.51066666667,6.19033333333,5.67266666667,5.841
382.69,6.25833333333,6.44633333333,5.9185,5.565,4.558,7.88833333333,6.69133333333,6.40833333333,5.82266666667,6.017
383.05,6.25,6.41933333333,5.9085,5.548,4.56783333333,7.95633333333,6.73,6.45433333333,5.86766666667,6.12166666667
383.41,6.35933333333,6.45566666667,5.935,5.68933333333,4.6285,7.95666666667,6.76133333333,6.49866666667,5.97966666667,6.17733333333
383.77,6.38433333333,6.436,6.1285,5.70833333333,4.63366666667,7.949,6.783,6.48166666667,6.05533333333,6.186
384.14,6.404,6.41033333333,6.057,5.752,4.64816666667,7.94133333333,6.715,6.45166666667,6.075,6.24833333333
384.50,6.48466666667,6.44333333333,6.166,5.768,4.76216666667,8.15966666667,6.81166666667,6.59066666667,6.18066666667,6.35166666667
384.86,6.37133333333,6.34233333333,6.0385,5.59933333333,4.64716666667,8.07466666667,6.66166666667,6.47,6.11,6.28133333333
385.22,6.29,6.15833333333,5.9145,5.479,4.56233333333,8.018,6.56233333333,6.428,6.058,6.14666666667
385.58,6.39766666667,6.18266666667,5.968,5.569,4.642,8.17466666667,6.65833333333,6.55633333333,6.07266666667,6.34133333333
385.94,6.31433333333,6.01966666667,5.9935,5.53133333333,4.62566666667,8.11466666667,6.646,6.48033333333,5.97766666667,6.323
386.30,6.349,6.02033333333,6.107,5.53033333333,4.68266666667,8.15933333333,6.678,6.49133333333,6.01466666667,6.441
386.66,6.33966666667,5.814,5.9465,5.41966666667,4.5825,8.01166666667,6.52266666667,6.40366666667,5.93666666667,6.33633333333
387.03,6.365,5.76766666667,5.9355,5.43333333333,4.60116666667,7.99966666667,6.48966666667,6.33766666667,5.83433333333,6.304
387.39,6.32033333333,5.72166666667,5.893,5.35366666667,4.58916666667,8.08833333333,6.485,6.34233333333,5.823,6.35066666667
387.75,6.32966666667,5.66033333333,5.7505,5.328,4.56883333333,8.035,6.46633333333,6.28,5.77,6.25533333333
388.11,6.21866666667,5.582,5.7135,5.23766666667,4.4865,7.962,6.40433333333,6.186,5.62833333333,6.12266666667
388.47,6.28833333333,5.611,5.749,5.26066666667,4.52333333333,7.986,6.51433333333,6.22866666667,5.64433333333,6.10933333333
388.83,6.344,5.59733333333,5.833,5.281,4.56866666667,8.00666666667,6.598,6.26566666667,5.695,6.17633333333
389.19,6.40366666667,5.638,5.9295,5.32466666667,4.65366666667,8.01566666667,6.64233333333,6.31533333333,5.67266666667,6.25633333333
389.55,6.40066666667,5.72733333333,5.9775,5.291,4.64983333333,7.88866666667,6.652,6.21333333333,5.706,6.13133333333
389.91,6.42966666667,5.79866666667,5.983,5.3,4.66,7.96466666667,6.68933333333,6.284,5.67933333333,6.17
390.27,6.387,5.79033333333,5.967,5.298,4.54066666667,7.91233333333,6.62066666667,6.26433333333,5.65166666667,6.11566666667
390.63,6.293,5.741,5.969,5.236,4.51683333333,7.92333333333,6.56833333333,6.23233333333,5.58933333333,6.07366666667
391.00,6.22733333333,5.66133333333,5.906,5.06733333333,4.36933333333,7.80766666667,6.45366666667,6.138,5.49733333333,5.94933333333
391.36,6.224,5.635,5.93,5.02733333333,4.317,7.661,6.40766666667,6.07633333333,5.43633333333,5.91766666667
391.72,6.22066666667,5.65133333333,5.9905,5.04333333333,4.2905,7.56466666667,6.38733333333,6.129,5.463,5.989
392.08,6.25533333333,5.67133333333,6.01,5.04633333333,4.262,7.51733333333,6.37466666667,6.122,5.483,5.98133333333
392.44,6.269,5.82533333333,6.034,5.052,4.247,7.50066666667,6.363,6.13533333333,5.536,6.02733333333
392.80,6.28666666667,5.91466666667,6.088,5.16466666667,4.30133333333,7.53633333333,6.361,6.20333333333,5.578,6.059
393.16,6.26566666667,5.92,6.073,5.12066666667,4.224,7.57033333333,6.34866666667,6.162,5.55833333333,5.98666666667
393.52,6.153,5.73933333333,5.945,5.071,4.2035,7.50633333333,6.25666666667,6.077,5.498,5.95066666667
393.88,6.191,5.82733333333,5.947,5.132,4.26633333333,7.45033333333,6.281,6.04133333333,5.60633333333,5.98633333333
394.24,6.2,5.84433333333,5.9565,5.164,4.2965,7.41566666667,6.288,6.03633333333,5.60733333333,5.974
394.60,6.217,5.92033333333,5.9695,5.213,4.30616666667,7.481,6.33533333333,6.02266666667,5.70033333333,5.94833333333
394.96,6.255,6.03966666667,5.994,5.35033333333,4.402,7.55966666667,6.39966666667,6.11,5.83666666667,6.045
395.32,6.32166666667,6.16833333333,6.0605,5.488,4.48366666667,7.68233333333,6.491,6.213,5.93333333333,6.11666666667
395.68,6.24633333333,6.17766666667,6.049,5.42633333333,4.50516666667,7.82033333333,6.479,6.22966666667,5.88866666667,6.12333333333
396.04,6.30066666667,6.21233333333,6.023,5.48566666667,4.56566666667,7.885,6.53666666667,6.23833333333,5.88133333333,6.16233333333
396.40,6.28533333333,6.10066666667,5.9925,5.51933333333,4.6075,7.942,6.499,6.21333333333,5.80066666667,6.156
396.76,6.274,6.03733333333,5.855,5.468,4.588,7.89666666667,6.496,6.192,5.72633333333,6.086
397.12,6.21533333333,6.00766666667,5.819,5.51133333333,4.62666666667,7.884,6.53233333333,6.189,5.70033333333,6.11166666667
397.48,6.29933333333,6.108,5.901,5.53933333333,4.60083333333,7.96466666667,6.575,6.26533333333,5.803,6.22433333333
397.84,6.276,6.06333333333,5.9205,5.51466666667,4.57,7.96466666667,6.569,6.25233333333,5.77066666667,6.19433333333
398.20,6.24766666667,6.01833333333,5.851,5.484,4.57033333333,8.031,6.48933333333,6.22333333333,5.74966666667,6.187
398.56,6.315,6.06933333333,5.896,5.525,4.653,8.02033333333,6.539,6.25966666667,5.749,6.279
398.92,6.3,6.031,5.868,5.52,4.66333333333,7.98966666667,6.552,6.26433333333,5.70733333333,6.288
399.28,6.30733333333,5.992,5.886,5.469,4.68816666667,7.90966666667,6.51266666667,6.27866666667,5.73666666667,6.272
399.64,6.38366666667,6.003,5.871,5.51133333333,4.72916666667,7.86866666667,6.51633333333,6.243,5.73933333333,6.27166666667
400.00,6.33633333333,5.889,5.841,5.498,4.75433333333,7.91133333333,6.48733333333,6.279,5.75166666667,6.23633333333
400.36,6.33733333333,5.87233333333,5.8605,5.49233333333,4.75866666667,7.81433333333,6.48333333333,6.264,5.778,6.24533333333
400.72,6.37233333333,5.95,5.959,5.541,4.8145,7.86566666667,6.52233333333,6.27333333333,5.86033333333,6.28766666667
401.08,6.45933333333,5.97233333333,6.052,5.598,4.81866666667,7.807,6.48033333333,6.28866666667,5.907,6.298
401.44,6.402,5.933,6.1015,5.58033333333,4.78466666667,7.734,6.44333333333,6.20666666667,5.83066666667,6.214
401.80,6.44433333333,5.952,6.12,5.55633333333,4.784,7.78266666667,6.42366666667,6.27266666667,5.81933333333,6.18333333333
402.16,6.49033333333,5.984,6.1915,5.581,4.84283333333,7.76466666667,6.53033333333,6.31533333333,5.85633333333,6.20133333333
402.52,6.499,5.94733333333,6.114,5.52266666667,4.73716666667,7.764,6.48366666667,6.291,5.92766666667,6.19066666667
402.88,6.556,6.03866666667,6.1785,5.55766666667,4.75066666667,7.81466666667,6.52166666667,6.31866666667,6.017,6.214
403.24,6.60033333333,6.02133333333,6.117,5.56133333333,4.709,7.80666666667,6.50666666667,6.26933333333,5.97566666667,6.16733333333
403.60,6.61866666667,6.07333333333,6.1205,5.59366666667,4.69733333333,7.78433333333,6.523,6.25033333333,6.06366666667,6.23
403.95,6.66833333333,6.193,6.192,5.64466666667,4.7135,7.803,6.58266666667,6.249,6.10766666667,6.29266666667
404.31,6.735,6.25666666667,6.292,5.699,4.72833333333,7.90333333333,6.62466666667,6.286,6.16933333333,6.321
404.67,6.71366666667,6.264,6.3005,5.71166666667,4.71783333333,7.92433333333,6.609,6.28333333333,6.148,6.31
405.03,6.68133333333,6.25833333333,6.238,5.69166666667,4.68266666667,7.92866666667,6.60433333333,6.304,6.15166666667,6.315
405.39,6.672,6.228,6.1625,5.709,4.686,7.92,6.64966666667,6.35833333333,6.101,6.28766666667
405.75,6.622,6.171,6.1395,5.70466666667,4.68516666667,7.91666666667,6.635,6.325,6.10033333333,6.30433333333
406.11,6.598,6.12833333333,6.1075,5.71733333333,4.64183333333,8.005,6.61466666667,6.31666666667,6.114,6.29633333333
406.47,6.58333333333,6.15133333333,6.237,5.72633333333,4.721,7.994,6.66,6.33066666667,6.11733333333,6.31366666667
406.83,6.59833333333,6.107,6.2415,5.68566666667,4.7085,7.97233333333,6.59433333333,6.25566666667,6.098,6.29333333333
407.19,6.56766666667,6.10533333333,6.287,5.643,4.72416666667,8.042,6.58466666667,6.23266666667,6.09766666667,6.327
407.55,6.49366666667,5.99433333333,6.263,5.59633333333,4.69383333333,8.01566666667,6.54333333333,6.21766666667,6.048,6.244
407.90,6.461,6.00533333333,6.2715,5.57,4.67,7.98733333333,6.48933333333,6.19,6.05066666667,6.234
408.26,6.43166666667,5.942,6.171,5.59166666667,4.628,7.96833333333,6.445,6.17866666667,6.03366666667,6.274
408.62,6.35833333333,5.81166666667,6.1335,5.468,4.55316666667,7.90433333333,6.39266666667,6.144,5.998,6.24466666667
408.98,6.28266666667,5.78066666667,6.109,5.38466666667,4.50816666667,7.888,6.34066666667,6.059,5.968,6.24066666667
409.34,6.36266666667,5.883,6.163,5.34966666667,4.5085,7.92466666667,6.30066666667,6.05233333333,6.01466666667,6.26666666667
409.70,6.329,5.89566666667,6.1585,5.29466666667,4.44816666667,7.83433333333,6.22666666667,5.939,5.97966666667,6.16833333333
410.06,6.42666666667,6.03666666667,6.2345,5.32833333333,4.47716666667,7.75966666667,6.19433333333,5.944,5.985,6.18866666667
410.42,6.40366666667,6.024,6.197,5.36766666667,4.44166666667,7.77266666667,6.162,5.967,5.92066666667,6.18633333333
410.77,6.34966666667,6.09866666667,6.216,5.37966666667,4.45066666667,7.76666666667,6.17533333333,6.01066666667,5.873,6.17166666667
411.13,6.38166666667,6.136,6.1735,5.44866666667,4.46116666667,7.727,6.222,6.046,5.916,6.18733333333
411.49,6.49533333333,6.252,6.276,5.492,4.5485,7.801,6.30266666667,6.15633333333,6.01,6.25366666667
411.85,6.52066666667,6.19533333333,6.269,5.47366666667,4.55033333333,7.79633333333,6.31133333333,6.16633333333,5.97733333333,6.238
412.21,6.52133333333,6.20366666667,6.297,5.42266666667,4.53983333333,7.75533333333,6.31833333333,6.16533333333,5.995,6.167
412.57,6.61533333333,6.30866666667,6.32,5.49233333333,4.59733333333,7.76233333333,6.33466666667,6.18266666667,6.00066666667,6.20133333333
412.92,6.779,6.46633333333,6.5055,5.62033333333,4.76016666667,7.84633333333,6.49233333333,6.33633333333,6.128,6.316
413.28,6.77033333333,6.451,6.552,5.69633333333,4.82583333333,7.87366666667,6.53066666667,6.40433333333,6.211,6.31866666667
413.64,6.866,6.53733333333,6.5765,5.814,4.8725,7.94466666667,6.63233333333,6.52633333333,6.32733333333,6.435
414.00,6.80233333333,6.44566666667,6.4515,5.788,4.842,7.92733333333,6.66366666667,6.50666666667,6.30533333333,6.37566666667
414.36,6.86266666667,6.504,6.4295,5.85266666667,4.892,7.94033333333,6.69133333333,6.47633333333,6.33433333333,6.37066666667
414.72,6.894,6.49466666667,6.406,5.867,4.85683333333,7.96066666667,6.69966666667,6.484,6.37266666667,6.37233333333
415.07,6.84733333333,6.45866666667,6.427,5.822,4.83866666667,7.982,6.63933333333,6.462,6.33066666667,6.362
415.43,6.80766666667,6.43666666667,6.4205,5.81033333333,4.78483333333,7.94933333333,6.59133333333,6.42466666667,6.263,6.299
415.79,6.838,6.47133333333,6.481,5.85633333333,4.82466666667,7.96766666667,6.61266666667,6.48266666667,6.322,6.36966666667
416.15,6.783,6.48233333333,6.4275,5.88733333333,4.81683333333,7.982,6.58833333333,6.45233333333,6.27366666667,6.356
416.51,6.77266666667,6.477,6.4545,5.898,4.78533333333,8.02933333333,6.57633333333,6.427,6.25666666667,6.33866666667
416.86,6.73566666667,6.41433333333,6.3885,5.85933333333,4.69816666667,8.006,6.53366666667,6.35933333333,6.17333333333,6.278
417.22,6.782,6.45433333333,6.414,5.872,4.73583333333,7.99333333333,6.583,6.36433333333,6.16233333333,6.33933333333
417.58,6.738,6.37333333333,6.418,5.803,4.69416666667,7.96033333333,6.532,6.29933333333,6.10633333333,6.31
417.94,6.77766666667,6.405,6.5035,5.84533333333,4.74783333333,8.022,6.56633333333,6.33733333333,6.148,6.35466666667
418.29,6.71966666667,6.37133333333,6.49,5.76766666667,4.70966666667,7.99833333333,6.52866666667,6.332,6.148,6.343
418.65,6.739,6.35066666667,6.486,5.792,4.72233333333,8.005,6.54766666667,6.314,6.12933333333,6.35833333333
419.01,6.746,6.34566666667,6.4585,5.78433333333,4.719,7.96466666667,6.56233333333,6.30733333333,6.14266666667,6.329
419.37,6.764,6.35066666667,6.4425,5.79533333333,4.73416666667,7.972,6.57466666667,6.292,6.15933333333,6.32533333333
419.73,6.749,6.369,6.412,5.81066666667,4.7205,7.974,6.554,6.277,6.146,6.31166666667
420.08,6.77066666667,6.33533333333,6.4285,5.781,4.7095,7.95,6.554,6.28266666667,6.15966666667,6.294
420.44,6.78133333333,6.319,6.4085,5.76866666667,4.706,7.892,6.55066666667,6.28033333333,6.16266666667,6.286
420.80,6.78566666667,6.32,6.388,5.75466666667,4.7245,7.88766666667,6.525,6.294,6.177,6.29233333333
421.16,6.75866666667,6.29033333333,6.3675,5.722,4.699,7.868,6.48066666667,6.26466666667,6.138,6.263
421.51,6.803,6.345,6.389,5.78066666667,4.75016666667,7.89333333333,6.49966666667,6.31533333333,6.16466666667,6.29366666667
421.87,6.787,6.329,6.3965,5.75833333333,4.74,7.84966666667,6.48166666667,6.30266666667,6.176,6.29133333333
422.23,6.82633333333,6.37366666667,6.401,5.80066666667,4.75216666667,7.876,6.484,6.30866666667,6.16033333333,6.30066666667
422.58,6.815,6.34966666667,6.387,5.80666666667,4.75133333333,7.83633333333,6.473,6.302,6.18866666667,6.29166666667
422.94,6.82233333333,6.393,6.426,5.826,4.77183333333,7.85466666667,6.486,6.323,6.20266666667,6.30833333333
423.30,6.828,6.39766666667,6.452,5.826,4.75866666667,7.87433333333,6.43833333333,6.29566666667,6.17966666667,6.356
423.66,6.86833333333,6.42666666667,6.4935,5.849,4.7555,7.88933333333,6.44533333333,6.29433333333,6.21133333333,6.36933333333
424.01,6.90133333333,6.45766666667,6.538,5.896,4.80766666667,7.922,6.47033333333,6.32233333333,6.253,6.414
424.37,6.943,6.49933333333,6.5625,5.93166666667,4.837,7.98933333333,6.48133333333,6.36066666667,6.283,6.438
424.73,6.95766666667,6.53133333333,6.619,5.98333333333,4.8285,7.979,6.49,6.36233333333,6.32233333333,6.444
425.08,7.002,6.56366666667,6.6275,6.018,4.85166666667,8.02333333333,6.52633333333,6.40266666667,6.393,6.45866666667
425.44,6.95433333333,6.563,6.636,5.98933333333,4.84533333333,8.02766666667,6.52333333333,6.39566666667,6.38366666667,6.45
425.80,6.98966666667,6.59566666667,6.6295,6.017,4.85233333333,8.05966666667,6.55,6.411,6.406,6.46066666667
426.16,6.99333333333,6.582,6.6655,6.01966666667,4.854,8.05866666667,6.554,6.40533333333,6.45566666667,6.48233333333
426.51,7.02166666667,6.614,6.745,6.043,4.87416666667,8.10633333333,6.57966666667,6.441,6.48433333333,6.49666666667
426.87,7.079,6.61433333333,6.8085,6.08033333333,4.89016666667,8.17333333333,6.59033333333,6.453,6.489,6.51766666667
427.23,7.03133333333,6.637,6.761,6.09633333333,4.92166666667,8.19566666667,6.63133333333,6.484,6.52566666667,6.47866666667
427.58,7.004,6.58133333333,6.728,6.05566666667,4.9185,8.191,6.622,6.47733333333,6.51166666667,6.43433333333
427.94,6.97733333333,6.57966666667,6.6785,6.021,4.85233333333,8.17066666667,6.559,6.42333333333,6.482,6.396
428.30,6.911,6.56466666667,6.6555,6.00366666667,4.81233333333,8.14866666667,6.533,6.35833333333,6.474,6.34433333333
428.65,6.91866666667,6.54966666667,6.628,5.99866666667,4.82916666667,8.20433333333,6.52466666667,6.33733333333,6.45333333333,6.308
429.01,6.893,6.54666666667,6.638,6.00666666667,4.79633333333,8.187,6.487,6.32133333333,6.42533333333,6.31433333333
429.37,6.943,6.56066666667,6.6175,6.04066666667,4.78366666667,8.23733333333,6.465,6.29333333333,6.47466666667,6.32133333333
429.72,6.939,6.585,6.6785,6.05733333333,4.7935,8.234,6.42833333333,6.25233333333,6.444,6.33866666667
430.08,6.96,6.61733333333,6.6575,6.08833333333,4.8225,8.248,6.479,6.287,6.453,6.33266666667
430.44,6.95133333333,6.61633333333,6.6205,6.061,4.82533333333,8.257,6.47,6.271,6.44233333333,6.33433333333
430.79,6.99133333333,6.696,6.603,6.09533333333,4.85633333333,8.257,6.50066666667,6.29466666667,6.50266666667,6.336
431.15,7.078,6.71933333333,6.6855,6.122,4.88216666667,8.25433333333,6.54666666667,6.324,6.49433333333,6.37633333333
431.50,7.082,6.743,6.668,6.16366666667,4.89966666667,8.241,6.53633333333,6.35066666667,6.47633333333,6.39166666667
431.86,7.115,6.77266666667,6.725,6.16866666667,4.959,8.22733333333,6.61766666667,6.39366666667,6.49466666667,6.40766666667
432.22,7.11766666667,6.75366666667,6.7455,6.155,4.975,8.226,6.64233333333,6.43733333333,6.56266666667,6.437
432.57,7.12666666667,6.77366666667,6.77,6.17533333333,5.0195,8.20733333333,6.721,6.51833333333,6.615,6.501
432.93,7.15533333333,6.77833333333,6.8,6.19566666667,5.03416666667,8.221,6.74633333333,6.53266666667,6.61266666667,6.52466666667
433.29,7.186,6.78,6.8415,6.20733333333,5.03966666667,8.2,6.76233333333,6.56466666667,6.616,6.53466666667
433.64,7.19766666667,6.80533333333,6.849,6.215,5.04683333333,8.213,6.80566666667,6.61833333333,6.63333333333,6.57233333333
434.00,7.21033333333,6.79066666667,6.879,6.203,5.055,8.19533333333,6.78966666667,6.61933333333,6.66366666667,6.57066666667
434.35,7.23966666667,6.82433333333,6.899,6.25166666667,5.07783333333,8.20766666667,6.78866666667,6.64233333333,6.68766666667,6.61066666667
434.71,7.17066666667,6.74233333333,6.861,6.19066666667,5.053,8.14966666667,6.762,6.63533333333,6.65833333333,6.60466666667
435.07,7.19033333333,6.71966666667,6.859,6.189,5.02666666667,8.13533333333,6.75033333333,6.63633333333,6.672,6.59733333333
435.42,7.23066666667,6.772,6.9485,6.21766666667,5.08533333333,8.20733333333,6.826,6.69033333333,6.74066666667,6.63766666667
435.78,7.23766666667,6.79166666667,6.9245,6.24733333333,5.07333333333,8.24,6.809,6.69966666667,6.77166666667,6.67
436.13,7.30166666667,6.82633333333,6.9515,6.29866666667,5.121,8.28166666667,6.82966666667,6.703,6.76766666667,6.687
436.49,7.27733333333,6.806,6.911,6.24,5.0555,8.295,6.74866666667,6.634,6.71333333333,6.615
436.84,7.26033333333,6.79966666667,6.879,6.231,5.05716666667,8.30966666667,6.72666666667,6.58566666667,6.74,6.60366666667
437.20,7.26533333333,6.78333333333,6.86,6.244,5.0865,8.31433333333,6.742,6.58766666667,6.74933333333,6.58866666667
437.56,7.25366666667,6.72033333333,6.8485,6.23266666667,5.0575,8.28333333333,6.714,6.58333333333,6.75866666667,6.537
437.91,7.26833333333,6.74866666667,6.8795,6.237,5.056,8.33866666667,6.73833333333,6.59566666667,6.73333333333,6.53533333333
438.27,7.27466666667,6.73666666667,6.91,6.219,5.05533333333,8.31633333333,6.76033333333,6.61366666667,6.73633333333,6.547
438.62,7.31133333333,6.79033333333,6.939,6.27,5.07116666667,8.33966666667,6.771,6.635,6.75333333333,6.55633333333
438.98,7.285,6.768,6.917,6.27266666667,5.0625,8.35366666667,6.76066666667,6.65033333333,6.79266666667,6.56233333333
439.33,7.24466666667,6.71433333333,6.8695,6.22733333333,5.00066666667,8.266,6.69433333333,6.60133333333,6.74666666667,6.53
439.69,7.28666666667,6.71666666667,6.9185,6.24,5.03066666667,8.29166666667,6.70733333333,6.59666666667,6.75433333333,6.53
440.04,7.26666666667,6.752,6.9555,6.24533333333,5.023,8.27766666667,6.72866666667,6.63166666667,6.75966666667,6.54833333333
440.40,7.26833333333,6.736,6.971,6.27466666667,5.04616666667,8.29066666667,6.751,6.649,6.77033333333,6.59033333333
440.75,7.259,6.75966666667,7.0045,6.293,5.05783333333,8.29266666667,6.75833333333,6.679,6.76533333333,6.57733333333
441.11,7.27266666667,6.78133333333,7.053,6.30166666667,5.04516666667,8.30666666667,6.75866666667,6.68566666667,6.77466666667,6.58533333333
441.47,7.269,6.837,7.04,6.314,5.06883333333,8.33366666667,6.769,6.66766666667,6.79733333333,6.594
441.82,7.30166666667,6.84933333333,7.0505,6.36033333333,5.1085,8.34133333333,6.80666666667,6.706,6.82966666667,6.64966666667
442.18,7.30766666667,6.87533333333,7.0465,6.37733333333,5.09233333333,8.34633333333,6.795,6.70666666667,6.81966666667,6.62933333333
442.53,7.316,6.84266666667,7.048,6.38466666667,5.07633333333,8.33733333333,6.79666666667,6.692,6.82966666667,6.632
442.89,7.36866666667,6.91733333333,7.0835,6.412,5.11583333333,8.36,6.837,6.722,6.888,6.68366666667
443.24,7.40566666667,6.971,7.1485,6.45333333333,5.15566666667,8.417,6.88866666667,6.74266666667,6.932,6.71866666667
443.60,7.39666666667,7.01433333333,7.124,6.45366666667,5.14683333333,8.43366666667,6.90233333333,6.78566666667,6.953,6.702
443.95,7.446,6.995,7.1055,6.45866666667,5.158,8.411,6.88766666667,6.79566666667,6.97166666667,6.71633333333
