wavelength,Back_SpoAlbf,Belly_SpoAlbf,Breast_SpoAlbf,Crissum_SpoAlbf,Crown_SpoAlbf,DorTail_SpoAlbf,Patch10_SpoAlbf,Patch11_SpoAlbf,Rump_SpoAlbf,Throat_SpoAlbf,WingTip_SpoAlbf
391.36,10.536,27.8256666667,16.314,20.881,6.67733333333,6.69466666667,10.5273333333,6.32433333333,10.2773333333,22.418,7.47966666667
391.72,10.5723333333,27.9153333333,16.314,20.827,6.71866666667,6.606,10.555,6.29333333333,10.2546666667,22.538,7.46733333333
392.08,10.4866666667,27.897,16.275,20.8246666667,6.73766666667,6.49733333333,10.5496666667,6.20266666667,10.2833333333,22.5323333333,7.39533333333
392.44,10.4913333333,28.005,16.357,20.8726666667,6.71266666667,6.44266666667,10.4603333333,6.088,10.3363333333,22.5323333333,7.326
392.80,10.548,28.0343333333,16.4103333333,20.885,6.65333333333,6.4,10.373,6.00966666667,10.2696666667,22.445,7.43066666667
393.16,10.618,28.1483333333,16.4356666667,20.9903333333,6.66333333333,6.41466666667,10.372,5.99466666667,10.2836666667,22.4223333333,7.39866666667
393.52,10.6926666667,28.218,16.5153333333,21.0223333333,6.77733333333,6.48266666667,10.4343333333,6.114,10.3133333333,22.506,7.47333333333
393.88,10.757,28.3476666667,16.5923333333,21.1176666667,6.92166666667,6.651,10.5363333333,6.17433333333,10.3876666667,22.6783333333,7.51133333333
394.24,10.7903333333,28.3916666667,16.6943333333,21.2066666667,6.95533333333,6.64033333333,10.5193333333,6.18066666667,10.4773333333,22.7866666667,7.42033333333
394.60,10.817,28.3973333333,16.749,21.2973333333,6.91866666667,6.60666666667,10.5076666667,6.17166666667,10.474,22.739,7.47366666667
394.96,10.6733333333,28.3943333333,16.7566666667,21.319,6.845,6.541,10.404,6.13066666667,10.3783333333,22.598,7.40966666667
395.32,10.9333333333,28.5186666667,16.8196666667,21.5433333333,6.94933333333,6.71733333333,10.546,6.22833333333,10.5796666667,22.6943333333,7.53733333333
395.68,10.9896666667,28.5863333333,16.914,21.7633333333,6.954,6.85433333333,10.6343333333,6.283,10.7563333333,22.77,7.57066666667
396.04,11.016,28.6416666667,16.9056666667,21.7543333333,6.88466666667,6.99633333333,10.681,6.29833333333,10.7496666667,22.8463333333,7.602
396.40,11.0706666667,28.7136666667,16.942,21.8563333333,7.01033333333,7.12,10.8343333333,6.477,10.817,23.0643333333,7.79466666667
396.76,10.9933333333,28.7423333333,16.8736666667,21.8153333333,6.95033333333,7.07466666667,10.8136666667,6.40833333333,10.9266666667,23.2706666667,7.63433333333
397.12,10.9453333333,28.7346666667,16.9283333333,21.754,6.98333333333,6.972,10.7533333333,6.48033333333,10.9223333333,23.342,7.676
397.48,10.945,28.7566666667,17.0016666667,21.873,7.053,7.059,10.7963333333,6.549,11.0296666667,23.44,7.589
397.84,11.0486666667,28.926,17.105,22.0396666667,7.076,7.07833333333,10.784,6.64466666667,11.1566666667,23.5106666667,7.59133333333
398.20,11.0193333333,28.9373333333,17.0603333333,22.0183333333,7.006,7.038,10.779,6.69033333333,11.199,23.5076666667,7.545
398.56,10.972,28.9953333333,17.038,21.9263333333,6.942,6.95666666667,10.6606666667,6.61366666667,11.1593333333,23.528,7.49233333333
398.92,11.0213333333,28.9983333333,16.995,21.8873333333,6.93033333333,6.94733333333,10.6623333333,6.55966666667,11.2133333333,23.696,7.458
399.28,10.8786666667,29.1426666667,17.0886666667,21.84,6.86833333333,6.86533333333,10.604,6.49066666667,11.1273333333,23.8046666667,7.46
399.64,10.8826666667,29.2016666667,17.133,21.8506666667,6.87033333333,6.79633333333,10.604,6.46066666667,11.0193333333,23.841,7.43933333333
400.00,10.954,29.299,17.1996666667,21.9623333333,7.00233333333,6.80933333333,10.6,6.526,11.0363333333,23.8983333333,7.50133333333
400.36,11.061,29.4703333333,17.3246666667,22.111,7.068,6.93533333333,10.6543333333,6.56266666667,11.146,23.9016666667,7.591
400.72,11.2503333333,29.674,17.4843333333,22.358,7.26833333333,7.083,10.8633333333,6.72966666667,11.197,23.987,7.79266666667
401.08,11.2153333333,29.7063333333,17.4523333333,22.4583333333,7.209,7.10566666667,10.9136666667,6.65066666667,11.14,24.061,7.809
401.44,11.22,29.748,17.4466666667,22.5006666667,7.18133333333,7.11766666667,10.9153333333,6.661,11.159,24.1826666667,7.87266666667
401.80,11.222,29.785,17.444,22.5036666667,7.113,7.08833333333,10.9603333333,6.60633333333,11.1453333333,24.298,7.83666666667
402.16,11.3716666667,30.0353333333,17.612,22.631,7.19533333333,7.20133333333,11.0693333333,6.59866666667,11.2566666667,24.4136666667,7.969
402.52,11.5056666667,30.25,17.7643333333,22.8626666667,7.44766666667,7.36433333333,11.333,6.777,11.443,24.678,8.11833333333
402.88,11.535,30.4163333333,17.9063333333,23.006,7.533,7.38733333333,11.3353333333,6.832,11.494,24.705,8.13666666667
403.24,11.5296666667,30.5146666667,17.891,23.057,7.57733333333,7.40033333333,11.39,6.84833333333,11.5793333333,24.8496666667,8.109
403.60,11.5246666667,30.528,17.902,23.0833333333,7.62533333333,7.447,11.349,6.87566666667,11.6343333333,24.8923333333,8.11366666667
403.95,11.55,30.7143333333,18.0273333333,23.2056666667,7.63533333333,7.48033333333,11.391,6.92733333333,11.7743333333,25.0406666667,8.12833333333
404.31,11.4643333333,30.6963333333,17.9256666667,23.1173333333,7.598,7.39966666667,11.332,6.86633333333,11.7486666667,25.179,8.059
404.67,11.4396666667,30.7486666667,17.976,23.1586666667,7.58833333333,7.39166666667,11.2796666667,6.89066666667,11.7186666667,25.2376666667,7.91966666667
405.03,11.4496666667,30.7913333333,18.0423333333,23.1623333333,7.61733333333,7.35633333333,11.2176666667,6.88533333333,11.74,25.1686666667,7.90133333333
405.39,11.3956666667,30.8626666667,18.0426666667,23.1606666667,7.54766666667,7.26366666667,11.156,6.77466666667,11.6756666667,25.1293333333,7.85033333333
405.75,11.372,30.884,18.0616666667,23.1903333333,7.60233333333,7.22266666667,11.14,6.768,11.6333333333,25.1783333333,7.84766666667
406.11,11.2586666667,30.7586666667,17.935,23.134,7.57533333333,7.14633333333,11.054,6.77233333333,11.5146666667,25.1636666667,7.749
406.47,11.117,30.7443333333,17.8693333333,23.064,7.38766666667,7.09666666667,10.956,6.63633333333,11.37,25.1166666667,7.618
406.83,11.1936666667,30.773,17.9153333333,23.0976666667,7.39866666667,7.167,11.0406666667,6.706,11.4343333333,25.296,7.60966666667
407.19,11.2636666667,30.775,17.994,23.1463333333,7.41,7.2,10.9906666667,6.77533333333,11.449,25.2486666667,7.656
407.55,11.316,30.9166666667,18.145,23.1916666667,7.45,7.27133333333,11.071,6.83333333333,11.5156666667,25.4726666667,7.64966666667
407.90,11.299,30.906,18.1426666667,23.198,7.46433333333,7.22566666667,11.067,6.80533333333,11.4353333333,25.5666666667,7.70566666667
408.26,11.2626666667,30.9576666667,18.192,23.2573333333,7.33433333333,7.08633333333,10.967,6.716,11.3583333333,25.5286666667,7.566
408.62,11.158,30.9023333333,18.1526666667,23.2073333333,7.23266666667,6.99933333333,10.8973333333,6.58533333333,11.298,25.4873333333,7.55366666667
408.98,11.2343333333,31.02,18.2126666667,23.2093333333,7.23533333333,7.09533333333,11.0133333333,6.63266666667,11.361,25.617,7.563
409.34,11.1916666667,31.0116666667,18.183,23.119,7.14133333333,7.01366666667,10.937,6.513,11.2966666667,25.6643333333,7.46066666667
409.70,11.1623333333,31.0963333333,18.275,23.135,7.066,7.044,10.94,6.47066666667,11.2996666667,25.6343333333,7.48133333333
410.06,11.1803333333,31.1796666667,18.34,23.154,7.045,7.058,10.922,6.484,11.2466666667,25.6696666667,7.52433333333
410.42,11.2996666667,31.2613333333,18.4486666667,23.254,7.171,7.037,11.01,6.61766666667,11.2913333333,25.787,7.71366666667
410.77,11.2293333333,31.3093333333,18.4546666667,23.24,7.201,6.95866666667,10.9546666667,6.59,11.1883333333,25.7576666667,7.742
411.13,11.2553333333,31.409,18.5353333333,23.31,7.21233333333,6.96966666667,10.98,6.603,11.205,25.8,7.69033333333
411.49,11.2423333333,31.388,18.434,23.3456666667,7.22233333333,6.93366666667,10.9426666667,6.617,11.133,25.7456666667,7.67666666667
411.85,11.3053333333,31.402,18.5026666667,23.39,7.215,6.98933333333,11.0226666667,6.64333333333,11.1846666667,25.7856666667,7.638
412.21,11.363,31.495,18.6366666667,23.518,7.34166666667,7.08666666667,11.1853333333,6.761,11.2643333333,25.8596666667,7.74833333333
412.57,11.5833333333,31.6416666667,18.8113333333,23.649,7.46433333333,7.18366666667,11.3273333333,6.90933333333,11.4263333333,26.061,7.80933333333
412.92,11.6436666667,31.7316666667,18.922,23.8246666667,7.60133333333,7.263,11.3713333333,6.969,11.5196666667,26.163,7.89566666667
413.28,11.6816666667,31.8466666667,19.0453333333,23.951,7.76566666667,7.346,11.494,7.17833333333,11.5446666667,26.259,8.02633333333
413.64,11.763,31.9753333333,19.1113333333,24.0983333333,7.877,7.38866666667,11.537,7.28,11.63,26.469,8.02966666667
414.00,11.8336666667,32.0806666667,19.2116666667,24.2096666667,7.941,7.42233333333,11.6003333333,7.26633333333,11.7673333333,26.61,8.04866666667
414.36,11.7806666667,32.231,19.1783333333,24.266,7.89766666667,7.41266666667,11.4786666667,7.16666666667,11.8223333333,26.6533333333,7.93433333333
414.72,11.7663333333,32.285,19.2073333333,24.349,7.84633333333,7.422,11.5303333333,7.13666666667,11.8626666667,26.7686666667,7.979
415.07,11.6936666667,32.272,19.2296666667,24.3416666667,7.81133333333,7.378,11.5286666667,7.06933333333,11.7766666667,26.789,7.926
415.43,11.6953333333,32.4243333333,19.3276666667,24.4093333333,7.744,7.29633333333,11.4846666667,6.97233333333,11.8026666667,26.9136666667,7.906
415.79,11.621,32.4433333333,19.302,24.328,7.67933333333,7.184,11.4016666667,6.885,11.709,26.887,7.79433333333
416.15,11.605,32.4876666667,19.3606666667,24.3,7.68966666667,7.19233333333,11.378,6.91033333333,11.7086666667,26.955,7.79133333333
416.51,11.3976666667,32.45,19.277,24.224,7.57366666667,7.09333333333,11.2696666667,6.808,11.6036666667,26.9193333333,7.70766666667
416.86,11.338,32.4613333333,19.2313333333,24.1916666667,7.531,7.01133333333,11.2376666667,6.78533333333,11.5933333333,27.023,7.643
417.22,11.397,32.5273333333,19.3263333333,24.3016666667,7.523,7.04466666667,11.326,6.816,11.7156666667,27.119,7.688
417.58,11.34,32.5866666667,19.3106666667,24.242,7.46833333333,7.005,11.331,6.775,11.719,27.1343333333,7.66233333333
417.94,11.3336666667,32.706,19.328,24.2873333333,7.44433333333,6.98266666667,11.3516666667,6.787,11.7073333333,27.1966666667,7.63233333333
418.29,11.3366666667,32.6436666667,19.3523333333,24.2576666667,7.41266666667,6.95266666667,11.3523333333,6.813,11.6943333333,27.2123333333,7.58566666667
418.65,11.3446666667,32.7126666667,19.3983333333,24.2486666667,7.434,6.89433333333,11.319,6.843,11.6696666667,27.2166666667,7.53266666667
419.01,11.3426666667,32.759,19.409,24.2443333333,7.42866666667,6.892,11.3076666667,6.86366666667,11.6953333333,27.226,7.54
419.37,11.336,32.764,19.406,24.2513333333,7.39333333333,6.89433333333,11.3276666667,6.883,11.6903333333,27.2536666667,7.51766666667
419.73,11.3636666667,32.847,19.4333333333,24.335,7.39333333333,6.93533333333,11.3646666667,6.926,11.7353333333,27.271,7.54133333333
420.08,11.41,32.8703333333,19.398,24.3183333333,7.371,6.91933333333,11.4083333333,6.90233333333,11.7356666667,27.2853333333,7.505
420.44,11.475,32.9926666667,19.496,24.3873333333,7.456,6.99666666667,11.4873333333,6.949,11.8013333333,27.368,7.55666666667
420.80,11.4696666667,33.0596666667,19.5346666667,24.3983333333,7.448,6.98033333333,11.512,6.94766666667,11.7596666667,27.372,7.54066666667
421.16,11.514,33.1413333333,19.5493333333,24.4326666667,7.45433333333,6.99666666667,11.4916666667,6.93433333333,11.745,27.455,7.539
421.51,11.5286666667,33.142,19.568,24.4146666667,7.47033333333,6.97866666667,11.464,6.93933333333,11.6973333333,27.4143333333,7.536
421.87,11.5323333333,33.174,19.6133333333,24.379,7.485,6.989,11.4403333333,6.93866666667,11.7313333333,27.4713333333,7.53433333333
422.23,11.5966666667,33.2953333333,19.672,24.4233333333,7.53266666667,7.05066666667,11.5176666667,6.963,11.7576666667,27.5593333333,7.63666666667
422.58,11.6086666667,33.359,19.679,24.448,7.534,7.09433333333,11.5136666667,6.953,11.7746666667,27.6,7.63633333333
422.94,11.6413333333,33.4556666667,19.6906666667,24.4736666667,7.576,7.07966666667,11.527,6.95466666667,11.7596666667,27.7053333333,7.639
423.30,11.6766666667,33.5403333333,19.7423333333,24.4976666667,7.62666666667,7.11333333333,11.5463333333,6.96433333333,11.7633333333,27.7063333333,7.67
423.66,11.724,33.6393333333,19.8486666667,24.558,7.681,7.139,11.595,7.01933333333,11.809,27.8123333333,7.72766666667
424.01,11.7293333333,33.7,19.928,24.634,7.724,7.16966666667,11.596,7.07066666667,11.836,27.8473333333,7.79666666667
424.37,11.7586666667,33.7566666667,19.954,24.6596666667,7.71666666667,7.14733333333,11.6046666667,7.10366666667,11.8286666667,27.9203333333,7.81333333333
424.73,11.8063333333,33.822,20.037,24.7403333333,7.77633333333,7.22333333333,11.6326666667,7.171,11.892,28.0203333333,7.83566666667
425.08,11.794,33.83,20.0893333333,24.739,7.82266666667,7.255,11.669,7.19933333333,11.9296666667,28.0233333333,7.84466666667
425.44,11.8533333333,33.9336666667,20.2063333333,24.831,7.88033333333,7.32433333333,11.699,7.25966666667,11.9863333333,28.201,7.86933333333
425.80,11.9053333333,34.027,20.2633333333,24.9796666667,7.95433333333,7.39866666667,11.797,7.334,12.0183333333,28.2896666667,7.913
426.16,11.8923333333,34.0436666667,20.3516666667,25.03,7.97566666667,7.417,11.7826666667,7.35866666667,12.0796666667,28.3416666667,7.84966666667
426.51,11.9593333333,34.095,20.4336666667,25.0786666667,8.042,7.46533333333,11.861,7.44033333333,12.1103333333,28.4356666667,7.87866666667
426.87,12.008,34.131,20.5303333333,25.1803333333,8.08566666667,7.53166666667,11.8966666667,7.49833333333,12.1663333333,28.465,7.94
427.23,12.0116666667,34.189,20.617,25.2356666667,8.117,7.52766666667,11.9026666667,7.56966666667,12.2016666667,28.555,7.921
427.58,11.9873333333,34.1716666667,20.5706666667,25.22,8.08633333333,7.543,11.8506666667,7.55033333333,12.166,28.5543333333,7.85166666667
427.94,12.0523333333,34.2963333333,20.6443333333,25.2336666667,8.14733333333,7.61233333333,11.9003333333,7.57766666667,12.2126666667,28.6533333333,7.85566666667
428.30,12.101,34.303,20.6546666667,25.2643333333,8.18566666667,7.63333333333,11.9113333333,7.57466666667,12.245,28.6466666667,7.85766666667
428.65,12.172,34.398,20.679,25.3046666667,8.194,7.59766666667,11.905,7.60866666667,12.2223333333,28.6633333333,7.899
429.01,12.1803333333,34.4846666667,20.7286666667,25.318,8.164,7.574,11.8906666667,7.617,12.266,28.7426666667,7.86733333333
429.37,12.1673333333,34.5976666667,20.7766666667,25.4116666667,8.22266666667,7.60733333333,11.9423333333,7.671,12.3133333333,28.833,7.929
429.72,12.1726666667,34.622,20.842,25.364,8.21433333333,7.53133333333,11.925,7.70833333333,12.293,28.9023333333,7.968
430.08,12.191,34.685,20.8353333333,25.3823333333,8.21133333333,7.508,11.9496666667,7.731,12.2343333333,28.9516666667,8.00133333333
430.44,12.1246666667,34.6946666667,20.8253333333,25.3916666667,8.15733333333,7.45833333333,11.919,7.68566666667,12.226,28.8903333333,7.957
430.79,12.11,34.7716666667,20.848,25.3956666667,8.12466666667,7.43866666667,11.9243333333,7.66766666667,12.2913333333,28.9473333333,7.92966666667
431.15,12.1063333333,34.8056666667,20.857,25.4153333333,8.14233333333,7.41166666667,11.9466666667,7.65633333333,12.2976666667,29.0293333333,7.92733333333
431.50,12.123,34.8673333333,20.9626666667,25.4593333333,8.23566666667,7.42833333333,11.964,7.72833333333,12.3423333333,29.1593333333,7.94133333333
431.86,12.1316666667,34.8803333333,20.9903333333,25.497,8.19233333333,7.386,11.9553333333,7.73033333333,12.3,29.2513333333,7.92533333333
432.22,12.123,34.956,21.048,25.5763333333,8.197,7.405,11.969,7.757,12.3326666667,29.363,7.93133333333
432.57,12.117,35.0143333333,21.0973333333,25.5926666667,8.20966666667,7.43766666667,11.9836666667,7.72966666667,12.3516666667,29.3836666667,7.98733333333
432.93,12.1576666667,35.088,21.16,25.7023333333,8.24733333333,7.46133333333,11.994,7.747,12.3493333333,29.478,8.013
433.29,12.169,35.0346666667,21.1126666667,25.6786666667,8.204,7.39966666667,11.98,7.71133333333,12.348,29.4196666667,7.97266666667
433.64,12.1766666667,35.0746666667,21.143,25.742,8.21166666667,7.47566666667,12.0163333333,7.73033333333,12.3816666667,29.4293333333,7.962
434.00,12.2076666667,35.097,21.2326666667,25.814,8.28,7.51933333333,12.037,7.77533333333,12.4446666667,29.528,7.98266666667
434.35,12.284,35.1773333333,21.3226666667,25.9433333333,8.352,7.57866666667,12.0953333333,7.85733333333,12.5393333333,29.6746666667,8.074
434.71,12.346,35.244,21.3776666667,25.99,8.398,7.638,12.1713333333,7.928,12.5486666667,29.7566666667,8.101
435.07,12.3803333333,35.2726666667,21.4466666667,26.0373333333,8.408,7.687,12.2146666667,7.93833333333,12.5876666667,29.7303333333,8.12466666667
435.42,12.4496666667,35.4223333333,21.4976666667,26.143,8.43866666667,7.754,12.327,7.97133333333,12.665,29.8493333333,8.18333333333
435.78,12.452,35.509,21.5763333333,26.226,8.483,7.79133333333,12.379,7.97466666667,12.7523333333,29.881,8.19466666667
436.13,12.4493333333,35.566,21.648,26.2083333333,8.508,7.801,12.3833333333,8.00066666667,12.7606666667,29.924,8.17033333333
436.49,12.452,35.591,21.7,26.2156666667,8.50033333333,7.81033333333,12.3846666667,8.02866666667,12.8123333333,29.9823333333,8.125
436.84,12.4176666667,35.6746666667,21.686,26.233,8.52666666667,7.81066666667,12.3766666667,8.06833333333,12.81,29.9606666667,8.14166666667
437.20,12.4256666667,35.77,21.767,26.2793333333,8.55766666667,7.84066666667,12.4306666667,8.09466666667,12.814,30.0256666667,8.16333333333
437.56,12.4076666667,35.8163333333,21.7756666667,26.2743333333,8.568,7.79366666667,12.3756666667,8.04033333333,12.815,30.097,8.14733333333
437.91,12.3466666667,35.884,21.7276666667,26.211,8.531,7.725,12.342,7.99933333333,12.7723333333,30.0256666667,8.09933333333
438.27,12.339,35.929,21.7613333333,26.1946666667,8.507,7.72566666667,12.352,7.97733333333,12.7663333333,30.0163333333,8.06433333333
438.62,12.3336666667,35.9913333333,21.803,26.2436666667,8.507,7.70766666667,12.3493333333,7.99366666667,12.778,30.0676666667,8.08566666667
438.98,12.3686666667,36.0903333333,21.855,26.277,8.53166666667,7.72833333333,12.3403333333,8.043,12.8093333333,30.177,8.08766666667
439.33,12.3336666667,36.0786666667,21.8596666667,26.242,8.53533333333,7.677,12.2963333333,8.043,12.7816666667,30.1683333333,8.06333333333
439.69,12.347,36.143,21.8836666667,26.2623333333,8.559,7.689,12.3076666667,8.07133333333,12.7763333333,30.24,8.09133333333
440.04,12.3876666667,36.268,21.911,26.3576666667,8.56933333333,7.67633333333,12.3476666667,8.10733333333,12.781,30.3136666667,8.137
440.40,12.3676666667,36.3556666667,21.9253333333,26.412,8.578,7.649,12.349,8.114,12.7453333333,30.3866666667,8.11833333333
440.75,12.3506666667,36.3526666667,21.9736666667,26.363,8.557,7.62466666667,12.3206666667,8.103,12.728,30.477,8.11133333333
441.11,12.434,36.4233333333,22.0453333333,26.3893333333,8.61733333333,7.68033333333,12.3606666667,8.15866666667,12.807,30.5686666667,8.151
441.47,12.488,36.4946666667,22.123,26.4313333333,8.67733333333,7.70566666667,12.4106666667,8.21433333333,12.836,30.64,8.212
441.82,12.5263333333,36.5776666667,22.184,26.503,8.678,7.713,12.4136666667,8.25066666667,12.8383333333,30.713,8.20933333333
442.18,12.55,36.6533333333,22.2396666667,26.5286666667,8.69633333333,7.74266666667,12.4473333333,8.28366666667,12.8516666667,30.788,8.23566666667
442.53,12.5906666667,36.7546666667,22.3086666667,26.5623333333,8.75733333333,7.78466666667,12.513,8.34033333333,12.89,30.894,8.294
442.89,12.5876666667,36.818,22.3123333333,26.567,8.77933333333,7.77133333333,12.5473333333,8.35166666667,12.8626666667,30.95,8.30666666667
443.24,12.6263333333,36.9203333333,22.3783333333,26.5763333333,8.80066666667,7.79266666667,12.557,8.394,12.8903333333,30.9923333333,8.31166666667
443.60,12.614,36.9503333333,22.4056666667,26.5893333333,8.769,7.80433333333,12.5566666667,8.405,12.9073333333,31.057,8.305
443.95,12.62,36.948,22.413,26.5403333333,8.776,7.83333333333,12.559,8.41666666667,12.9466666667,31.0803333333,8.27866666667
444.31,12.6613333333,37.02,22.4873333333,26.5873333333,8.82133333333,7.899,12.5966666667,8.45566666667,13.036,31.1463333333,8.333
444.66,12.7483333333,37.0883333333,22.502,26.652,8.86533333333,7.93333333333,12.702,8.47733333333,13.0386666667,31.183,8.33066666667
445.02,12.706,37.1176666667,22.516,26.7,8.83166666667,7.924,12.668,8.47233333333,12.9973333333,31.2436666667,8.296
445.37,12.6856666667,37.1933333333,22.5273333333,26.7116666667,8.778,7.90633333333,12.679,8.46633333333,12.9783333333,31.2503333333,8.28733333333
445.72,12.6933333333,37.175,22.553,26.7153333333,8.78933333333,7.909,12.7103333333,8.45666666667,12.998,31.273,8.32566666667
446.08,12.7173333333,37.2396666667,22.618,26.7596666667,8.82833333333,7.912,12.73,8.46933333333,13.035,31.3426666667,8.31133333333
446.43,12.6593333333,37.1593333333,22.5806666667,26.7136666667,8.79866666667,7.858,12.6403333333,8.43,12.9996666667,31.278,8.26633333333
446.79,12.6753333333,37.1996666667,22.6196666667,26.737,8.819,7.89633333333,12.6276666667,8.459,13.0523333333,31.3493333333,8.28733333333
447.14,12.666,37.191,22.6423333333,26.795,8.776,7.876,12.6016666667,8.42766666667,13.036,31.3773333333,8.289
447.50,12.7096666667,37.2396666667,22.6993333333,26.8753333333,8.85566666667,7.9,12.6143333333,8.487,13.0503333333,31.405,8.31633333333
447.85,12.7376666667,37.2883333333,22.763,26.9556666667,8.88666666667,7.907,12.6006666667,8.51466666667,13.0326666667,31.4596666667,8.32766666667
448.21,12.7056666667,37.222,22.761,26.9466666667,8.834,7.85866666667,12.5873333333,8.47866666667,12.984,31.4606666667,8.30933333333
448.56,12.6803333333,37.2603333333,22.835,26.9766666667,8.845,7.855,12.5863333333,8.53533333333,13.0033333333,31.471,8.291
448.92,12.678,37.2693333333,22.85,26.9756666667,8.854,7.85466666667,12.602,8.556,13.0086666667,31.4806666667,8.284
449.27,12.6986666667,37.2186666667,22.8586666667,27.0116666667,8.898,7.86933333333,12.5766666667,8.58366666667,13.0063333333,31.482,8.269
449.62,12.7123333333,37.315,22.9146666667,27.0693333333,8.93733333333,7.91333333333,12.597,8.648,13.0283333333,31.5993333333,8.28433333333
449.98,12.722,37.3506666667,22.927,27.067,8.94533333333,7.88466666667,12.5633333333,8.69766666667,13.0203333333,31.673,8.30533333333
450.33,12.733,37.4713333333,22.986,27.1136666667,8.93533333333,7.878,12.5966666667,8.69633333333,13.0306666667,31.763,8.28766666667
450.69,12.7423333333,37.4946666667,23.0106666667,27.146,8.972,7.88766666667,12.655,8.71866666667,13.028,31.753,8.29633333333
451.04,12.7893333333,37.5953333333,23.059,27.1276666667,9.02266666667,7.91266666667,12.7176666667,8.75533333333,13.014,31.8236666667,8.31866666667
451.40,12.7866666667,37.6073333333,23.0766666667,27.0766666667,9.01833333333,7.88166666667,12.727,8.772,13.0463333333,31.8386666667,8.31166666667
451.75,12.774,37.6676666667,23.0986666667,27.0673333333,9.04933333333,7.91133333333,12.763,8.8,13.0616666667,31.9033333333,8.33933333333
452.10,12.8293333333,37.783,23.113,27.0636666667,9.11366666667,7.93933333333,12.8026666667,8.82966666667,13.0816666667,31.9466666667,8.351
452.46,12.855,37.8476666667,23.139,27.0453333333,9.09066666667,7.965,12.772,8.792,13.0836666667,31.996,8.37666666667
452.81,12.8776666667,37.926,23.1766666667,27.0986666667,9.05433333333,7.91933333333,12.7826666667,8.762,13.0576666667,32.0316666667,8.36433333333
453.17,12.8673333333,38.0703333333,23.2353333333,27.136,9.058,7.93166666667,12.769,8.778,13.0786666667,32.1313333333,8.36366666667
453.52,12.9006666667,38.1513333333,23.314,27.1806666667,9.13633333333,7.97666666667,12.803,8.806,13.1483333333,32.1386666667,8.36833333333
453.87,12.9263333333,38.2223333333,23.3316666667,27.2563333333,9.142,8.00866666667,12.8543333333,8.79233333333,13.165,32.241,8.40966666667
454.23,13.0133333333,38.346,23.4463333333,27.3596666667,9.21533333333,8.092,12.886,8.85833333333,13.224,32.405,8.46133333333
454.58,13.041,38.4556666667,23.5533333333,27.46,9.21433333333,8.1,12.891,8.91266666667,13.2506666667,32.5246666667,8.52166666667
454.93,13.0756666667,38.5446666667,23.6133333333,27.5773333333,9.27,8.16,12.9433333333,8.96666666667,13.357,32.556,8.58866666667
455.29,13.0743333333,38.667,23.6276666667,27.636,9.244,8.15733333333,12.9243333333,8.944,13.328,32.665,8.588
455.64,13.1013333333,38.7476666667,23.6903333333,27.6813333333,9.248,8.122,12.9663333333,8.951,13.3443333333,32.71,8.61866666667
456.00,13.107,38.8503333333,23.807,27.74,9.316,8.18466666667,13.036,9.03133333333,13.4386666667,32.852,8.655
456.35,13.1596666667,38.9096666667,23.8426666667,27.7966666667,9.383,8.21233333333,13.0943333333,9.091,13.5013333333,32.956,8.737
456.70,13.2293333333,39.0253333333,23.9273333333,27.8453333333,9.48733333333,8.27833333333,13.1783333333,9.164,13.5956666667,33.0446666667,8.84266666667
457.06,13.2646666667,39.021,23.9426666667,27.832,9.53266666667,8.291,13.287,9.21066666667,13.656,33.0663333333,8.834
457.41,13.2803333333,39.045,23.984,27.786,9.47233333333,8.26966666667,13.297,9.21433333333,13.6213333333,33.0933333333,8.81066666667
457.76,13.2466666667,39.071,24.0066666667,27.7416666667,9.46466666667,8.28833333333,13.2956666667,9.22333333333,13.5886666667,33.0806666667,8.74
458.12,13.214,39.0673333333,23.9833333333,27.7433333333,9.397,8.23433333333,13.2966666667,9.19266666667,13.511,33.0476666667,8.68833333333
458.47,13.1803333333,39.0723333333,23.962,27.6786666667,9.38233333333,8.20733333333,13.2666666667,9.16666666667,13.466,33.0603333333,8.639
458.82,13.163,39.1226666667,23.998,27.6516666667,9.355,8.186,13.2413333333,9.16433333333,13.455,33.1886666667,8.61066666667
459.18,13.1926666667,39.162,24.0376666667,27.6683333333,9.38066666667,8.21033333333,13.2746666667,9.195,13.5146666667,33.2333333333,8.629
459.53,13.1973333333,39.1833333333,24.0803333333,27.681,9.384,8.24066666667,13.2713333333,9.21466666667,13.5266666667,33.27,8.60966666667
459.88,13.2136666667,39.1346666667,24.0883333333,27.6773333333,9.35133333333,8.21866666667,13.2256666667,9.177,13.4746666667,33.2263333333,8.62533333333
460.24,13.2443333333,39.197,24.1666666667,27.7593333333,9.36833333333,8.23766666667,13.251,9.208,13.5053333333,33.308,8.611
460.59,13.1923333333,39.2396666667,24.1996666667,27.7696666667,9.35233333333,8.237,13.2156666667,9.19833333333,13.494,33.3383333333,8.571
460.94,13.2063333333,39.3016666667,24.2773333333,27.8473333333,9.36233333333,8.22533333333,13.1943333333,9.19533333333,13.4693333333,33.3636666667,8.56433333333
461.29,13.228,39.354,24.299,27.9113333333,9.41566666667,8.23466666667,13.233,9.22333333333,13.4846666667,33.409,8.58366666667
461.65,13.2486666667,39.3726666667,24.3423333333,27.9556666667,9.454,8.23066666667,13.233,9.253,13.5173333333,33.439,8.64166666667
