wavelength,Back_ParHumm,Belly_ParHumm,Breast_ParHumm,Crissum_ParHumm,Crown_ParHumm,DorTail_ParHumm,Patch10_ParHumm,Patch11_ParHumm,Patch12_ParHumm,Patch13_ParHumm,Rump_ParHumm,Throat_ParHumm,WingTip_ParHumm
393.88,6.96416666666,33.3726666667,18.0556666666,12.9735,9.03016666665,7.02783333333,6.41933333333,4.85883333334,8.06350000002,5.2465,7.023,18.9636666667,8.95183333333
394.24,7.162,33.564,18.2925,13.03425,9.23449999999,7.206,6.50366666667,5.015,8.19816666665,5.49666666666,7.13733333334,19.1326666667,9.17599999999
394.60,7.18583333333,33.585,18.2018333333,12.9083333334,9.13049999999,7.23016666667,6.38633333333,4.90566666667,8.05966666666,5.40916666667,7.0475,19.0801666667,9.22416666669
394.96,7.28333333333,33.676,18.29,12.9034166666,9.23433333331,7.30316666666,6.46916666667,4.925,8.03283333333,5.516,7.06483333333,19.1095,9.24450000001
395.32,7.38116666667,33.8043333334,18.3205,12.83575,9.16,7.22083333333,6.414,4.87566666666,7.91733333333,5.497,6.96516666667,19.1523333333,9.2705
395.68,7.39333333333,33.9783333334,18.3146666666,12.7581666666,9.13699999999,7.207,6.335,4.818,7.78633333334,5.448,6.95016666666,19.1061666666,9.25816666666
396.04,7.26833333333,33.891,18.2693333333,12.4569166666,9.07883333333,7.06533333333,6.2335,4.7625,7.608,5.4525,6.70033333333,18.9896666667,9.09416666669
396.40,7.35766666666,34.1703333333,18.289,12.5280833334,9.047,7.09066666667,6.177,4.698,7.5015,5.4425,6.66966666667,19.0695,9.15483333335
396.76,7.52133333333,34.3025,18.4245,12.5424166667,9.15050000002,7.21216666667,6.16033333334,4.79433333334,7.51133333334,5.61416666666,6.69133333334,19.229,9.31533333334
397.12,7.47183333333,34.2285,18.3171666666,12.3848333334,9.09133333335,7.08383333333,6.028,4.62566666666,7.32183333334,5.459,6.587,19.1193333333,9.25700000001
397.48,7.47566666667,34.2013333333,18.1908333333,12.3111666666,9.06683333334,7.01633333333,5.926,4.65,7.23816666667,5.38883333333,6.49966666667,19.0381666666,9.19083333332
397.84,7.3445,34.1758333333,18.0945,12.2215,8.9265,6.87216666667,5.83466666667,4.48383333334,7.1495,5.41866666666,6.40466666667,18.8906666666,9.15233333334
398.20,7.39066666667,34.2806666666,18.1415,12.3056666666,8.87633333334,6.91983333333,5.91066666666,4.50216666666,7.15516666667,5.455,6.50983333334,18.9561666667,9.16833333332
398.56,7.3605,34.4031666667,18.1846666666,12.4439166667,8.99566666667,6.99866666667,6.01066666667,4.6505,7.1975,5.654,6.53533333334,19.0301666667,9.23483333335
398.92,7.3255,34.5468333334,18.2913333333,12.4149166667,9.11766666667,7.06166666667,5.94483333333,4.71616666666,7.1835,5.6605,6.564,19.073,9.29533333331
399.28,7.25066666667,34.6975,18.3348333333,12.3745833333,9.13716666668,7.08866666667,5.84616666666,4.62433333333,7.0935,5.608,6.5715,19.1815,9.32449999998
399.64,7.20866666666,34.6881666667,18.345,12.2866666666,9.18,6.99633333334,5.778,4.55483333333,7.03683333334,5.66666666667,6.50066666667,19.2298333333,9.21533333331
400.00,7.23066666666,34.8975,18.3518333334,12.3524166667,9.24399999999,7.08966666666,5.70683333334,4.51616666666,6.99883333333,5.67166666666,6.6,19.3511666667,9.32000000001
400.36,7.32516666667,34.9496666667,18.4878333333,12.3114166667,9.48666666669,7.19016666667,5.91916666666,4.72333333333,7.11983333334,5.84416666667,6.6445,19.4786666667,9.37666666667
400.72,7.30816666667,35.1191666667,18.677,12.339,9.62266666665,7.1935,6.006,4.65933333333,7.1585,5.9015,6.7095,19.5301666667,9.49816666666
401.08,7.33583333333,35.3185,18.7708333333,12.26425,9.6635,7.20183333333,6.05033333333,4.6655,7.2165,5.98083333333,6.71033333333,19.5553333333,9.47483333334
401.44,7.28566666666,35.7455,18.9548333334,12.2331666666,9.63816666665,7.21633333333,6.05966666667,4.577,7.18166666667,6.119,6.70716666666,19.6718333334,9.50483333334
401.80,7.283,35.8878333334,18.943,12.10425,9.71550000002,7.20983333333,6.00333333334,4.58683333333,7.1805,6.062,6.68733333333,19.7685,9.4765
402.16,7.289,36.135,19.0375,11.9324166666,9.77949999998,7.227,6.05833333333,4.59783333334,7.18383333333,6.068,6.7005,19.8131666667,9.60733333333
402.52,7.26433333334,36.2361666666,19.1286666666,11.8153333334,9.74966666669,7.1515,6.04966666667,4.61916666667,7.24066666666,5.923,6.767,19.7901666666,9.56199999998
402.88,7.25683333333,36.183,19.1315,11.6935833334,9.63000000001,6.9955,5.99233333333,4.58583333333,7.1195,5.93283333334,6.68416666667,19.7956666666,9.497
403.24,7.17983333334,36.1971666667,19.1655,11.60925,9.62950000001,7.04166666667,5.95033333333,4.62316666666,7.1085,5.97266666666,6.7165,19.7176666667,9.46916666669
403.60,7.03733333334,36.182,19.1806666667,11.4603333334,9.56849999999,7.07633333334,5.8715,4.62766666667,7.02433333334,5.95866666666,6.646,19.672,9.51200000002
403.95,6.8695,36.1123333334,19.0511666667,11.3776666667,9.37733333333,6.95433333334,5.76616666667,4.56983333333,6.80566666667,5.8385,6.5555,19.4966666667,9.38983333333
404.31,6.53466666667,36.0281666666,18.877,11.1056666667,9.13783333333,6.731,5.41066666666,4.32866666667,6.4885,5.61133333333,6.38,19.2865,9.22533333333
404.67,6.36416666666,35.8988333333,18.6543333333,10.88025,8.92566666667,6.58133333333,5.25766666667,4.26216666667,6.23316666666,5.42583333333,6.19633333333,19.0518333334,9.01566666665
405.03,6.40433333333,35.9363333333,18.648,10.8856666666,8.987,6.67466666666,5.20583333333,4.32216666666,6.1945,5.452,6.1785,19.1888333333,9.00716666665
405.39,6.33966666666,35.842,18.6221666667,10.80775,9.0125,6.66816666666,5.13766666666,4.34816666666,6.09533333334,5.358,6.18333333333,19.1031666667,8.98033333331
405.75,6.25416666667,35.8645,18.63,10.7845833333,8.989,6.618,5.1465,4.27866666667,6.026,5.33816666666,6.218,18.998,9.00500000001
406.11,6.16416666667,35.8686666667,18.5531666667,10.6825833333,8.92,6.48483333333,5.035,4.18983333333,5.85583333334,5.22716666667,6.1685,18.9258333333,8.88833333335
406.47,6.31083333333,36.1023333333,18.7155,10.7643333333,9.06,6.645,5.1155,4.238,5.84,5.4295,6.2545,19.0776666666,9.08
406.83,6.31066666666,36.2701666667,18.7136666667,10.805,9.11016666667,6.7395,5.20216666666,4.25183333334,5.866,5.53816666667,6.343,19.183,9.17083333332
407.19,6.32633333334,36.4841666667,18.7386666666,10.8311666666,9.12316666665,6.68466666667,5.25566666667,4.22983333333,5.842,5.561,6.32633333333,19.2273333333,9.237
407.55,6.29266666667,36.8118333333,18.7013333334,10.8869166667,9.08199999998,6.62883333333,5.267,4.1595,5.84966666666,5.53783333333,6.3745,19.3001666667,9.21749999998
407.90,6.32116666667,37.0155,18.823,10.8485833333,9.19099999998,6.618,5.249,4.11116666666,5.9335,5.5335,6.379,19.3963333334,9.2775
408.26,6.37666666667,37.2835,18.858,10.9284166666,9.19433333332,6.60316666667,5.28083333333,4.0985,5.98933333333,5.47466666667,6.422,19.4678333334,9.30966666669
408.62,6.35233333334,37.4803333334,18.8636666666,10.9663333334,9.16249999998,6.66933333334,5.19633333333,4.10183333333,6.01483333333,5.46383333333,6.46316666666,19.5138333334,9.29416666665
408.98,6.1905,37.5905,18.7685,10.8363333333,9.06966666665,6.47416666666,5.09616666666,4.00616666667,5.927,5.34716666667,6.3755,19.3856666666,9.18466666669
409.34,6.32916666666,37.618,18.756,10.9584166667,9.15599999998,6.48816666667,5.23383333334,4.0485,6.00383333333,5.48633333334,6.40683333334,19.4528333334,9.2865
409.70,6.30083333333,37.7128333333,18.7656666667,10.9489166666,9.10616666669,6.50266666667,5.18283333334,4.04066666667,5.89716666667,5.48966666667,6.2605,19.4235,9.15866666667
410.06,6.30466666666,37.8286666667,18.826,10.9933333333,9.17583333333,6.50183333333,5.23116666667,4.00866666667,5.92283333333,5.577,6.29666666667,19.445,9.13933333333
410.42,6.089,37.71,18.671,10.85,9.01366666666,6.369,5.097,3.90066666666,5.833,5.469,6.125,19.295,8.95333333335
410.77,6.03033333333,37.7561666667,18.6926666666,10.8120833333,9.04116666668,6.31733333334,5.06516666667,3.8285,5.88283333334,5.36,6.01816666666,19.2431666667,8.88566666666
411.13,6.01533333333,37.6746666666,18.6358333333,10.6913333333,9.01683333334,6.30233333333,5.03066666667,3.79866666667,5.84783333334,5.3495,5.98716666666,19.198,8.86166666665
411.49,6.1395,37.6931666667,18.7091666666,10.69025,9.20133333331,6.41833333333,5.12416666667,3.81416666667,5.9005,5.44266666667,6.07983333333,19.2106666666,8.96649999999
411.85,6.1385,37.727,18.7181666667,10.761,9.19783333331,6.489,5.19833333333,3.89183333333,5.93133333334,5.54883333334,6.06283333333,19.2398333333,9.01450000002
412.21,6.1275,37.749,18.8146666667,10.769,9.219,6.55933333333,5.26383333334,3.912,5.87566666666,5.63566666667,6.0955,19.2903333333,9.04716666666
412.57,6.22333333333,37.8663333333,19.0113333334,10.8728333334,9.33133333332,6.62883333333,5.40833333333,3.971,5.92216666667,5.7575,6.151,19.4691666667,9.16633333332
412.92,6.2815,37.9651666666,19.1448333334,10.9336666667,9.37616666667,6.72983333333,5.505,4.0315,6.0175,5.90116666667,6.26983333333,19.5453333333,9.32416666668
413.28,6.165,38.069,19.1861666666,10.9126666667,9.38333333335,6.71633333334,5.47433333333,3.989,6.0015,5.86566666667,6.28883333333,19.5416666667,9.33150000001
413.64,6.212,38.1776666666,19.2185,10.8890833333,9.40599999998,6.71833333333,5.51433333333,4.083,6.11216666667,5.94883333334,6.45133333334,19.6966666667,9.44983333334
414.00,6.13316666666,38.388,19.3228333333,10.86475,9.4315,6.75533333333,5.47116666667,4.14683333333,6.11316666667,5.9825,6.4265,19.8145,9.49116666666
414.36,6.1745,38.4841666667,19.353,10.8055833334,9.45649999999,6.774,5.48916666666,4.16566666667,6.05783333334,6.02266666666,6.47433333334,19.789,9.51100000002
414.72,6.13483333334,38.6166666667,19.3673333334,10.7799166666,9.53466666665,6.78816666667,5.46266666667,4.17516666667,5.967,6.04716666667,6.48266666667,19.8641666667,9.55766666668
415.07,6.02266666667,38.6885,19.4461666667,10.6274166666,9.48033333335,6.78233333333,5.35916666667,4.13966666667,5.878,5.97066666667,6.45633333333,19.8133333334,9.50283333331
415.43,5.8465,38.6108333334,19.2786666667,10.4355,9.29933333331,6.6015,5.156,4.06116666666,5.73566666667,5.81433333334,6.233,19.658,9.335
415.79,5.79,38.6335,19.2201666667,10.2173333334,9.26866666667,6.48716666666,5.0105,3.9545,5.6385,5.70383333333,6.17666666666,19.6341666666,9.24783333334
416.15,5.7695,38.739,19.2008333333,10.1279166667,9.33583333332,6.4575,4.9525,3.97316666667,5.6735,5.733,6.13016666666,19.601,9.1935
416.51,5.678,38.7136666666,19.0303333334,9.93341666665,9.27116666666,6.3275,4.87633333333,3.9195,5.602,5.64633333333,6.0615,19.4898333333,9.10016666665
416.86,5.62833333333,38.7073333333,19.0141666667,9.81016666665,9.28166666665,6.35216666666,4.8465,3.88666666666,5.52833333334,5.589,5.98883333334,19.4566666667,9.06633333335
417.22,5.50383333333,38.6785,18.9258333333,9.63866666665,9.22350000002,6.2385,4.7345,3.8035,5.38533333333,5.48916666667,5.87516666667,19.3955,8.97283333335
417.58,5.36333333333,38.6585,18.8516666666,9.49716666665,9.18416666668,6.23083333333,4.647,3.6285,5.23466666666,5.39083333333,5.76133333333,19.3265,8.8905
417.94,5.365,38.6438333333,18.8183333334,9.42633333335,9.16816666665,6.25716666667,4.6375,3.59916666667,5.25816666666,5.38083333333,5.75383333334,19.2616666667,8.8865
418.29,5.32083333333,38.6643333334,18.8066666666,9.34991666665,9.17333333335,6.23916666666,4.629,3.56866666666,5.23866666667,5.35566666666,5.68666666667,19.3021666667,8.90450000002
418.65,5.2955,38.6903333333,18.8123333334,9.27008333335,9.12633333331,6.21966666666,4.59616666667,3.561,5.201,5.34066666667,5.69283333333,19.259,8.84949999998
419.01,5.36533333334,38.8023333333,18.852,9.28741666665,9.21066666666,6.22483333333,4.655,3.62683333334,5.24133333333,5.42866666667,5.73516666667,19.2986666666,8.93766666665
419.37,5.3665,38.9401666667,18.9725,9.229,9.21916666669,6.2495,4.70683333334,3.68366666667,5.237,5.46816666667,5.7755,19.3705,8.96816666665
419.73,5.38516666667,39.1045,19.0856666666,9.19741666665,9.24866666665,6.30966666667,4.75483333334,3.73416666667,5.2475,5.54166666666,5.82333333334,19.422,9.01483333335
420.08,5.38566666667,39.1218333333,19.0605,9.13975,9.25133333335,6.308,4.7415,3.72283333334,5.22283333333,5.5065,5.82266666667,19.3585,9.048
420.44,5.35783333333,39.167,19.1535,9.07058333335,9.28016666665,6.31933333333,4.733,3.71483333334,5.20116666666,5.52016666667,5.8335,19.3926666667,9.07066666665
420.80,5.34916666666,39.2613333334,19.1953333333,9.03883333335,9.29099999999,6.32316666667,4.776,3.73466666667,5.18633333333,5.535,5.863,19.4465,9.08950000002
421.16,5.35033333333,39.3393333333,19.2295,8.94416666666,9.24166666668,6.29983333334,4.75266666667,3.7465,5.154,5.53266666666,5.8685,19.422,9.05883333334
421.51,5.40933333333,39.324,19.2586666667,8.91583333333,9.25450000001,6.28783333333,4.76666666666,3.80283333334,5.19333333333,5.5605,5.87066666667,19.4006666667,9.03283333332
421.87,5.408,39.333,19.2636666667,8.86425,9.25700000002,6.25016666666,4.75833333333,3.79633333333,5.11783333333,5.57666666666,5.8725,19.4213333333,9.03383333332
422.23,5.41233333333,39.4648333334,19.2941666666,8.8425,9.26349999999,6.24783333334,4.756,3.8045,5.11916666667,5.57883333333,5.89883333334,19.4603333333,9.02733333331
422.58,5.37383333333,39.5486666666,19.3206666666,8.78075,9.26249999998,6.22933333334,4.7255,3.77733333334,5.10266666667,5.549,5.884,19.468,9.02533333334
422.94,5.2955,39.5885,19.2845,8.65358333333,9.23300000002,6.178,4.6765,3.70983333334,4.9885,5.47566666667,5.81783333333,19.4415,8.91716666668
423.30,5.29783333333,39.6853333334,19.277,8.64041666667,9.25833333332,6.222,4.63616666667,3.70516666667,4.99716666667,5.50583333333,5.79966666667,19.474,8.89216666669
423.66,5.23083333333,39.6351666667,19.1951666667,8.54466666666,9.18100000002,6.15466666667,4.58683333333,3.663,4.89766666667,5.39883333334,5.711,19.3916666666,8.81466666666
424.01,5.1635,39.7315,19.2193333334,8.45558333333,9.12933333331,6.12566666666,4.54966666666,3.58033333333,4.83116666667,5.36333333333,5.63766666666,19.4386666667,8.76149999999
424.37,5.13783333333,39.8158333333,19.2006666667,8.42625,9.12183333333,6.11083333333,4.518,3.5715,4.78966666667,5.34483333333,5.602,19.4615,8.73249999999
424.73,5.11516666666,39.8458333334,19.1826666667,8.34233333334,9.13683333334,6.069,4.45633333334,3.524,4.76766666667,5.33766666666,5.58033333334,19.4396666666,8.69883333331
425.08,4.99616666666,39.8693333333,19.1508333333,8.24375,9.08666666667,6.03633333333,4.35433333334,3.41366666667,4.68083333334,5.24866666667,5.48116666667,19.4108333333,8.598
425.44,4.93666666666,39.9698333333,19.1368333334,8.16716666667,9.084,5.99066666666,4.32883333333,3.38433333333,4.63833333333,5.23883333334,5.48433333333,19.4578333333,8.64966666667
425.80,4.86666666667,40.0305,19.1116666667,8.06308333333,9.0505,5.94583333333,4.27166666667,3.3175,4.607,5.15,5.3975,19.4083333334,8.584
426.16,4.77566666667,40.0175,19.0856666667,7.94208333333,8.99583333333,5.8615,4.18616666667,3.23766666667,4.52416666667,5.07516666666,5.31833333333,19.3653333334,8.4955
426.51,4.7695,40.0785,19.0968333333,7.89591666667,8.98933333334,5.862,4.178,3.23733333334,4.48633333334,5.12866666667,5.27033333333,19.3695,8.47583333334
426.87,4.73866666666,40.1641666667,19.1173333334,7.9615,8.98016666666,5.929,4.14483333333,3.22283333334,4.54716666666,5.15233333334,5.26216666666,19.443,8.52683333333
427.23,4.62283333334,40.1105,19.0616666666,7.85666666667,8.952,5.76633333333,4.084,3.12366666667,4.437,5.04216666667,5.1705,19.3596666667,8.46166666667
427.58,4.63916666666,40.238,19.1018333334,7.88308333333,9.035,5.79216666667,4.08866666667,3.107,4.51983333333,5.1155,5.21333333334,19.4306666667,8.5085
427.94,4.66183333333,40.283,19.0848333333,7.89233333333,9.08283333333,5.7555,4.12116666667,3.175,4.53383333334,5.12883333333,5.24916666666,19.461,8.48316666666
428.30,4.63866666667,40.289,19.044,7.82725,9.026,5.72916666667,4.05983333333,3.11266666667,4.523,5.11233333334,5.2305,19.3488333333,8.4315
428.65,4.56083333333,40.3585,19.023,7.79958333333,8.96483333334,5.64633333333,3.96416666667,3.0535,4.45816666666,5.0525,5.0855,19.337,8.35783333333
429.01,4.64733333333,40.5118333333,19.0726666667,7.82666666666,9.01783333334,5.69483333333,4.002,3.07483333333,4.54816666667,5.1255,5.09133333333,19.3991666667,8.464
429.37,4.66416666667,40.6186666667,19.1163333333,7.88108333333,9.06516666667,5.75583333333,4.0025,3.07983333334,4.55366666667,5.081,5.073,19.406,8.414
429.72,4.61766666667,40.6723333333,19.0953333333,7.93683333333,9.01966666667,5.6925,3.92466666666,3.04766666667,4.47833333333,5.06833333333,4.9945,19.3771666667,8.398
430.08,4.62483333333,40.7453333333,19.071,7.91733333333,9.008,5.64816666667,3.92116666667,3.029,4.441,5.09983333333,4.9345,19.4226666667,8.39383333333
430.44,4.63,40.7915,19.0476666667,7.90558333334,8.968,5.59183333333,3.85983333333,2.9575,4.42083333334,5.01516666667,4.92216666666,19.4301666667,8.345
430.79,4.57633333333,40.7358333334,18.9761666667,7.81916666666,8.9245,5.50316666666,3.8265,2.89716666667,4.34583333333,4.931,4.89283333333,19.3738333333,8.261
431.15,4.62983333333,40.7995,19.0236666667,7.8775,8.8645,5.56866666667,3.84433333333,2.8955,4.36066666666,4.88916666666,4.95833333334,19.3423333333,8.29616666667
431.50,4.641,40.8901666667,19.0671666667,7.87983333334,8.84616666667,5.60166666667,3.8715,2.86733333333,4.33366666666,4.87066666667,4.94833333333,19.3235,8.25333333334
431.86,4.61633333333,40.9295,19.161,7.8575,8.83983333333,5.63166666666,3.84866666667,2.852,4.322,4.87083333333,4.96983333333,19.3141666667,8.27666666667
432.22,4.5885,41.0431666666,19.1868333334,7.89433333334,8.86766666667,5.586,3.86866666667,2.839,4.34316666667,4.85,4.9785,19.352,8.29666666667
432.57,4.64866666667,41.116,19.237,7.94233333334,8.82083333333,5.66183333334,3.89833333333,2.8625,4.325,4.83966666666,5.03283333333,19.356,8.25916666667
432.93,4.72283333334,41.1805,19.2948333333,8.01466666667,8.89233333333,5.71483333334,3.9775,2.98066666667,4.381,4.91233333334,5.13283333334,19.4361666667,8.299
433.29,4.67583333333,41.428,19.3866666667,8.00583333334,8.90733333333,5.70533333334,3.99716666667,2.99816666666,4.35833333334,4.93433333333,5.16866666666,19.4851666667,8.29616666667
433.64,4.72283333334,41.4781666667,19.4315,7.9875,8.986,5.75716666667,4.07233333333,3.06616666667,4.4345,4.95916666667,5.27383333334,19.5443333333,8.2965
434.00,4.727,41.5103333333,19.4678333333,8.03466666667,8.99633333334,5.80483333333,4.03033333334,3.07283333333,4.43133333334,4.92083333334,5.29216666667,19.5086666667,8.29983333333
434.35,4.69983333334,41.604,19.5188333333,8.0705,8.9975,5.823,4.0575,3.06866666666,4.41883333333,4.90366666666,5.24083333333,19.5338333333,8.34633333334
434.71,4.84316666667,41.7418333333,19.6848333333,8.2015,9.08666666668,5.9205,4.16083333333,3.20333333334,4.53333333333,5.02416666666,5.3295,19.6325,8.45683333333
435.07,4.802,41.8111666666,19.6946666667,8.1635,9.08349999999,5.91683333333,4.123,3.18866666667,4.5045,5.04216666667,5.26883333333,19.6548333333,8.42916666666
435.42,4.79066666667,41.7453333333,19.68,8.16483333334,9.07783333334,5.85816666667,4.0875,3.21966666666,4.5265,5.04583333333,5.27433333333,19.6866666666,8.4055
435.78,4.8165,41.8895,19.727,8.2545,9.11799999998,5.93183333333,4.1195,3.25133333333,4.58033333334,5.091,5.29316666667,19.736,8.4435
436.13,4.90133333333,41.9546666666,19.8401666666,8.314,9.16083333332,6.017,4.20466666667,3.33283333333,4.601,5.15866666666,5.34083333334,19.8175,8.49383333333
436.49,4.86166666667,41.9181666666,19.8455,8.30616666666,9.26583333335,6.0165,4.21966666667,3.352,4.63866666667,5.14183333333,5.3445,19.8115,8.55766666666
436.84,4.83266666667,41.9271666666,19.8026666667,8.29033333334,9.23966666667,5.99083333333,4.22583333334,3.3375,4.60616666666,5.1,5.30633333334,19.7546666666,8.51916666667
437.20,4.80116666666,41.801,19.6773333333,8.25158333334,9.18833333332,5.92916666667,4.13866666667,3.24333333333,4.56383333334,4.9915,5.23083333334,19.6906666667,8.4385
437.56,4.763,41.8828333333,19.7205,8.2815,9.14366666667,5.964,4.118,3.23483333334,4.53983333334,4.97483333333,5.1935,19.7336666667,8.44183333333
437.91,4.77616666667,41.9963333334,19.7661666667,8.28883333333,9.17583333333,5.97233333333,4.17266666667,3.23166666667,4.55966666667,5.01183333333,5.22383333333,19.747,8.41683333333
438.27,4.76833333333,42.1118333333,19.82,8.29216666667,9.22216666667,5.98416666667,4.1285,3.29083333333,4.60783333333,5.05533333333,5.28733333333,19.8013333334,8.424
438.62,4.69083333334,42.196,19.7898333333,8.2435,9.1225,5.9355,4.077,3.20783333333,4.54683333333,5.0,5.2165,19.7341666666,8.34783333334
438.98,4.789,42.4356666667,19.8533333334,8.35833333334,9.21299999998,6.0285,4.134,3.2935,4.63383333333,5.07333333334,5.35133333333,19.8531666667,8.46933333333
439.33,4.75366666667,42.53,19.8655,8.35608333334,9.23816666665,6.06516666667,4.11533333334,3.252,4.60716666666,5.07933333333,5.38366666667,19.8751666666,8.4735
439.69,4.74933333334,42.5155,19.8366666667,8.35841666667,9.25366666668,6.02566666666,4.105,3.28433333333,4.6095,5.07316666667,5.3835,19.8986666667,8.46616666667
440.04,4.76966666667,42.6078333333,19.8833333334,8.38508333334,9.27466666667,6.09633333334,4.0605,3.29366666666,4.60283333333,5.09366666667,5.3945,19.9696666667,8.47133333334
440.40,4.732,42.7595,19.903,8.40866666666,9.23116666665,6.1055,4.04633333334,3.2995,4.57933333334,5.11416666667,5.41216666667,20.0501666667,8.48633333333
440.75,4.76533333333,42.8986666667,20.0363333333,8.44233333334,9.30116666665,6.16716666667,4.08,3.3065,4.61233333334,5.16366666666,5.50633333334,20.159,8.52783333333
441.11,4.89116666667,43.1081666667,20.235,8.53066666667,9.40483333332,6.3065,4.198,3.45083333333,4.72966666667,5.3285,5.619,20.3255,8.66366666667
441.47,4.90066666666,43.1191666667,20.2473333333,8.52616666666,9.43733333334,6.31416666667,4.19583333333,3.45583333333,4.72366666667,5.3815,5.66583333333,20.3463333333,8.6995
441.82,4.9155,43.1645,20.3136666667,8.46925,9.47466666668,6.32366666666,4.169,3.45816666666,4.7265,5.3705,5.65983333333,20.3888333334,8.72816666667
442.18,4.86516666666,43.1693333333,20.2831666667,8.40891666667,9.42149999999,6.30283333333,4.18,3.4275,4.65,5.33133333333,5.63,20.353,8.69066666667
442.53,4.86366666666,43.2375,20.3495,8.38458333333,9.51616666668,6.334,4.22983333333,3.51183333333,4.68066666667,5.3745,5.67216666667,20.4178333333,8.75983333332
442.89,4.77583333333,43.1458333333,20.3395,8.226,9.42816666665,6.259,4.21533333333,3.47066666667,4.5655,5.32416666667,5.56916666667,20.3395,8.66716666667
443.24,4.77883333333,43.3451666667,20.482,8.17208333333,9.4175,6.2695,4.21683333333,3.48866666666,4.52716666667,5.31433333334,5.5535,20.3561666666,8.7115
443.60,4.77716666666,43.4166666667,20.5256666667,8.0335,9.35466666665,6.2385,4.1715,3.43283333334,4.4585,5.29183333334,5.52,20.348,8.71883333333
443.95,4.70416666667,43.446,20.5085,7.91866666666,9.34516666665,6.19983333333,4.15633333334,3.4045,4.459,5.25816666666,5.47166666666,20.354,8.71016666666
444.31,4.745,43.4956666667,20.5645,7.85116666666,9.36283333332,6.203,4.1435,3.41766666667,4.44333333333,5.27883333333,5.45366666667,20.309,8.71566666668
444.66,4.71216666667,43.5165,20.5961666666,7.74775,9.34416666669,6.1695,4.0995,3.38733333333,4.40783333334,5.26333333333,5.37016666667,20.2856666667,8.72950000001
445.02,4.60616666667,43.4036666666,20.4786666666,7.60066666667,9.25066666668,6.0755,4.013,3.291,4.2935,5.18,5.25233333334,20.1458333334,8.6445
445.37,4.68316666667,43.496,20.5706666666,7.59191666666,9.32433333331,6.16066666666,4.0565,3.358,4.34183333333,5.22066666667,5.26966666666,20.1453333333,8.67833333334
445.72,4.66566666667,43.5206666667,20.5296666667,7.5835,9.29733333335,6.19933333333,4.04933333333,3.41216666667,4.31916666666,5.27383333334,5.28566666666,20.1455,8.69983333334
446.08,4.69466666667,43.5536666667,20.5848333333,7.51541666667,9.32750000002,6.25533333333,4.047,3.43283333334,4.30216666667,5.31716666667,5.31066666667,20.1466666667,8.6865
446.43,4.70783333333,43.5706666667,20.543,7.45783333333,9.32099999999,6.24816666667,3.9875,3.41633333333,4.25133333334,5.30183333334,5.29866666666,20.161,8.66199999998
446.79,4.753,43.5613333334,20.5856666667,7.46808333334,9.36733333331,6.289,3.99966666667,3.46083333333,4.28983333334,5.3595,5.32,20.1901666667,8.69833333335
447.14,4.78716666667,43.5526666666,20.5443333334,7.44866666666,9.39233333335,6.30033333333,4.03816666667,3.50883333334,4.30583333334,5.4005,5.31283333333,20.2005,8.69949999999
447.50,4.78566666666,43.6188333333,20.5823333333,7.45366666666,9.41566666668,6.34283333333,4.05116666666,3.55116666666,4.31033333333,5.44966666667,5.3225,20.241,8.70133333332
447.85,4.76666666666,43.6098333333,20.5495,7.42225,9.37900000002,6.3045,4.02516666667,3.54383333333,4.213,5.40383333334,5.29416666667,20.2035,8.682
448.21,4.73916666666,43.6875,20.5243333334,7.35833333334,9.38966666668,6.29816666666,4.04366666667,3.534,4.164,5.38516666667,5.28233333333,20.1811666667,8.65366666666
448.56,4.72766666666,43.7791666666,20.4545,7.3305,9.3965,6.316,4.051,3.5775,4.1315,5.391,5.31233333334,20.1748333334,8.63933333333
448.92,4.77966666667,43.8791666667,20.5265,7.35283333333,9.44383333334,6.35416666666,4.08366666667,3.64166666666,4.14266666666,5.45116666666,5.32983333333,20.261,8.67566666669
449.27,4.74833333334,43.8793333334,20.436,7.256,9.39366666667,6.27433333333,4.05683333333,3.57833333333,4.04116666667,5.4315,5.29366666667,20.2843333333,8.64950000002
449.62,4.71166666667,43.9551666667,20.4688333333,7.17225,9.42716666669,6.24683333334,4.06533333333,3.51266666667,3.98183333333,5.362,5.25166666666,20.3038333333,8.61766666669
449.98,4.77283333333,44.011,20.4713333333,7.14716666666,9.47483333333,6.22166666667,4.12516666667,3.52566666667,4.01016666666,5.3555,5.2405,20.3413333334,8.69700000001
450.33,4.79366666666,44.0933333334,20.5338333334,7.12525,9.46966666669,6.25516666666,4.1625,3.50966666666,4.00616666666,5.40766666666,5.2175,20.3645,8.70366666669
450.69,4.8275,44.325,20.5963333333,7.10775,9.52166666666,6.25816666666,4.17233333334,3.50366666667,4.00833333333,5.4085,5.2425,20.4868333333,8.75933333334
451.04,4.82816666667,44.4436666667,20.6378333333,7.06725,9.55416666665,6.26683333334,4.18383333334,3.50416666667,4.0,5.37916666667,5.25316666666,20.5515,8.78166666669
451.40,4.83116666667,44.3835,20.6193333333,6.95575,9.57800000001,6.2365,4.18216666666,3.47733333334,3.92566666666,5.32216666666,5.21066666667,20.5323333333,8.74600000001
451.75,4.89716666667,44.5318333334,20.6798333334,6.91683333334,9.6045,6.28333333333,4.22066666667,3.4505,3.98433333333,5.44166666667,5.20716666666,20.5503333334,8.7385
