wavelength,Back_IriReim,Belly_IriReim,Breast_IriReim,Crissum_IriReim,Crown_IriReim,DorTail_IriReim,Patch10_IriReim,Patch11_IriReim,Patch12_IriReim,Rump_IriReim,Throat_IriReim,WingTip_IriReim
349.64,24.8433333333,8.12593333333,11.5952,5.30526666667,2.90533333333,4.09686666667,14.0187333333,26.8056,2.23513333334,9.01540000001,2.3588,5.02746666667
350.00,24.8261333333,7.97553333333,11.4734,5.2216,2.8234,3.958,13.8726666667,26.7946666667,2.08733333333,8.90113333334,2.2754,4.882
350.37,24.7265333333,7.85813333333,11.3732,5.1326,2.70313333333,3.7888,13.8193333334,26.6691333333,1.9436,8.83653333334,2.17226666667,4.75726666667
350.73,24.7608,7.9442,11.449,5.1964,2.80293333333,3.87113333333,13.9436,26.6484666667,2.01953333333,8.90726666666,2.2728,4.81773333333
351.10,24.8084666666,7.93393333334,11.5176666667,5.21326666667,2.86073333333,3.8772,14.0055333333,26.6543333333,1.9846,8.91280000001,2.24926666667,4.83466666667
351.46,24.8364,8.00373333333,11.5046,5.2164,2.89626666667,3.8566,14.0551333333,26.6284666667,2.01153333333,8.97206666667,2.28526666667,4.856
351.83,24.9079333333,8.0976,11.5844,5.27453333333,2.96546666667,3.93026666666,14.1337333334,26.7064,2.0744,8.99993333334,2.3214,4.91926666667
352.19,25.0113333333,8.2146,11.7381333333,5.41073333333,3.111,4.088,14.2356,26.779,2.19366666667,9.17240000001,2.48,5.0578
352.55,24.9591333333,8.13433333333,11.6321333333,5.29953333333,3.01326666667,4.0042,14.1312666667,26.7041333333,2.09326666667,9.08046666667,2.3572,4.9408
352.92,24.936,8.13366666667,11.6224666667,5.28953333333,3.00346666667,4.0002,14.0467333333,26.5886,2.06993333333,9.06560000001,2.36033333333,4.94233333333
353.28,25.1505333333,8.2896,11.8452666667,5.46086666667,3.17573333333,4.16846666667,14.252,26.8118,2.21886666667,9.23419999999,2.50493333333,5.1208
353.65,25.2226,8.3688,11.9430666667,5.55993333333,3.25326666667,4.2452,14.3292,26.8768666667,2.2966,9.32226666667,2.5662,5.17333333333
354.01,25.299,8.4976,12.0322666667,5.65833333333,3.306,4.36886666667,14.449,26.9052666667,2.3994,9.41573333333,2.6666,5.309
354.38,25.4448,8.60433333333,12.1226666667,5.74686666667,3.4006,4.5116,14.5476,26.9755333333,2.54873333333,9.50106666667,2.8136,5.42533333333
354.74,25.5912666667,8.6182,12.1741333333,5.73886666667,3.40853333333,4.5326,14.5549333333,27.0620666667,2.52526666667,9.53733333334,2.82313333333,5.46486666667
355.11,25.5330666667,8.59306666667,12.1052,5.69873333333,3.35053333334,4.48853333333,14.4632666667,26.9592,2.50453333333,9.50873333333,2.80273333333,5.41133333333
355.47,25.5964666667,8.55826666667,12.0827333333,5.68106666667,3.30226666667,4.42473333333,14.4126666667,26.9748666667,2.4542,9.43453333333,2.73613333333,5.31593333333
355.83,25.5470666667,8.49173333334,12.0840666667,5.63266666667,3.21853333333,4.3958,14.3796666667,26.8398,2.36993333333,9.38573333333,2.70046666667,5.2576
356.20,25.5556,8.45046666667,12.0708666667,5.6022,3.21173333333,4.37353333333,14.4086,26.7714,2.37146666667,9.33540000001,2.66473333333,5.2414
356.56,25.6950666667,8.5262,12.2338666667,5.74353333333,3.34826666667,4.4936,14.5276666667,26.8410666667,2.50746666667,9.46913333333,2.77873333333,5.33773333333
356.93,25.6701333333,8.40986666667,12.1792666667,5.67806666667,3.26286666667,4.40946666667,14.4796666667,26.7837333333,2.40686666667,9.38019999999,2.688,5.21706666667
357.29,25.6955333333,8.37726666667,12.1508,5.64386666667,3.20553333333,4.3656,14.4032666667,26.6982666667,2.34193333333,9.346,2.63926666667,5.16213333333
357.66,25.8133333333,8.43013333334,12.2867333333,5.70806666667,3.26853333333,4.4764,14.5010666667,26.77,2.42533333333,9.43333333333,2.77173333333,5.27693333334
358.02,25.8927333333,8.3918,12.3258666667,5.68826666667,3.25713333333,4.43213333334,14.5208,26.7308,2.4266,9.43526666666,2.76413333333,5.22413333333
358.38,25.9120666667,8.34113333333,12.2954666667,5.68173333333,3.209,4.39853333333,14.4903333333,26.7362,2.408,9.40806666666,2.69366666667,5.163
358.75,25.8998666667,8.31413333333,12.2652666667,5.6388,3.1372,4.35833333333,14.4818,26.6551333333,2.40206666667,9.31719999999,2.65173333333,5.10006666667
359.11,26.1048666667,8.42606666667,12.423,5.7706,3.25,4.4708,14.6498,26.8505333333,2.5372,9.45219999999,2.75753333333,5.24633333333
359.48,26.155,8.43806666667,12.4878,5.806,3.2674,4.52586666667,14.7313333333,26.8584666667,2.58613333333,9.52753333334,2.7982,5.30886666667
359.84,26.3034666667,8.53426666667,12.5623333333,5.9198,3.37013333333,4.5874,14.8229333334,26.9558666667,2.70686666667,9.63839999999,2.8962,5.3912
360.20,26.4787333333,8.5816,12.6011333333,6.0116,3.38366666667,4.6476,14.8668,27.1298,2.76246666667,9.69486666666,2.97353333333,5.452
360.57,26.5815333333,8.65833333333,12.6503333333,6.1066,3.4426,4.68466666667,14.8985333333,27.1646666667,2.8266,9.74966666667,3.06366666667,5.53846666667
360.93,26.7698666667,8.87506666667,12.8428666667,6.32013333333,3.62266666667,4.88866666666,15.1108666667,27.3538,3.0434,9.96506666666,3.27913333333,5.74626666667
361.29,26.7883333333,8.9068,12.8403333333,6.36646666667,3.65326666667,4.9146,15.1313333333,27.3102666667,3.09486666667,9.98766666667,3.30786666667,5.8028
361.66,26.8835333333,8.9472,12.9120666667,6.44766666667,3.7248,4.93453333334,15.1692666667,27.3532666667,3.18086666667,10.0333333333,3.35513333333,5.8438
362.02,26.9232,9.00233333333,12.9756666667,6.54786666667,3.7884,4.9998,15.2037333333,27.4167333333,3.22653333333,10.0784,3.40946666667,5.91306666667
362.39,26.9554666667,9.0678,13.0194666667,6.5792,3.83366666667,5.01613333334,15.2103333333,27.39,3.2328,10.1237333333,3.43826666667,5.95206666667
362.75,27.0256,9.1118,13.084,6.67993333333,3.90246666667,5.08593333333,15.2577333333,27.4524,3.29046666667,10.2268,3.46533333333,6.02506666667
363.11,27.0202666667,9.06226666667,13.047,6.67106666667,3.81846666667,5.02686666667,15.1774666667,27.3986,3.2344,10.1824666667,3.3862,5.96133333333
363.48,27.0422666667,9.04979999999,13.0420666667,6.6676,3.8018,4.99606666667,15.0986,27.3756666667,3.2328,10.1374666667,3.34053333333,5.93653333334
363.84,27.0904666667,9.05013333334,13.0918,6.715,3.83073333333,5.022,15.1057333333,27.3952,3.27873333333,10.1504,3.3764,5.96493333333
364.20,27.0534666667,9.03933333333,13.0654666667,6.68746666667,3.7876,4.97413333333,15.0449333333,27.2934,3.2066,10.1138,3.32946666667,5.9192
364.57,27.0871333333,9.05273333333,13.0761333333,6.67146666667,3.78346666666,4.99266666667,15.0206666667,27.2868666667,3.21386666667,10.1172666667,3.3518,5.92926666667
364.93,27.1416,8.99513333333,13.0444666667,6.60926666666,3.72833333333,4.92453333333,14.9415333333,27.2611333333,3.1406,10.0658,3.27113333333,5.84486666667
365.29,27.2121333333,9.01233333333,13.1184666667,6.64533333333,3.74726666667,4.96946666666,14.9797333333,27.3260666667,3.1904,10.102,3.3372,5.85686666667
365.66,27.1813333333,8.94886666666,13.0314,6.55446666667,3.64553333333,4.87453333333,14.9225333333,27.2507333333,3.1114,10.0196666667,3.2484,5.80433333333
366.02,27.2484666667,8.97906666667,13.0632,6.577,3.66293333333,4.89733333333,14.9258666667,27.2724,3.17393333333,10.0616666667,3.27833333333,5.82193333333
366.38,27.3056,8.99706666666,13.0990666667,6.6312,3.68293333333,4.9426,14.9454,27.2563333333,3.22453333333,10.0709333333,3.3212,5.85013333333
366.75,27.3049333334,8.9772,13.0895333333,6.62726666667,3.64606666667,4.90033333333,14.9172,27.2042,3.2242,10.0456666667,3.3422,5.7908
367.11,27.4135333333,9.07139999999,13.1605333333,6.70753333333,3.75506666667,4.98513333333,15.0053333333,27.314,3.3266,10.1152666667,3.48373333333,5.87013333333
367.47,27.4517333333,9.08733333334,13.1571333333,6.7278,3.76766666667,4.9698,15.0284666667,27.3322666667,3.33853333333,10.1354,3.53213333333,5.88
367.84,27.4996666667,9.05553333334,13.1262666667,6.66326666667,3.7038,4.91773333333,14.9812,27.2829333333,3.2704,10.0804,3.46453333333,5.86026666667
368.20,27.5529333333,9.10300000001,13.1854,6.70393333333,3.7398,4.9568,15.0003333333,27.33,3.33613333334,10.1084666667,3.48533333333,5.8916
368.56,27.5846666667,9.08253333334,13.1906,6.70066666667,3.70626666667,4.94533333333,15.0050666667,27.3013333333,3.32493333333,10.0835333333,3.45246666667,5.857
368.93,27.585,9.09013333333,13.2488,6.7304,3.6972,4.98086666667,15.0191333333,27.3018666667,3.37493333333,10.0828,3.4932,5.87726666667
369.29,27.6628,9.09093333333,13.2588666667,6.6982,3.67686666667,4.95993333333,14.9918666667,27.3173333333,3.35406666667,10.0549333333,3.47066666667,5.868
369.65,27.7336,9.19413333333,13.3527333333,6.81026666667,3.74406666666,5.0642,15.0086,27.3312,3.4252,10.1463333333,3.57666666667,5.93646666667
370.01,27.8198,9.18446666667,13.3880666667,6.8002,3.71633333333,5.0532,15.0008666667,27.3768,3.41286666667,10.1352666667,3.57793333333,5.94113333333
370.38,27.9203333333,9.1746,13.4372666667,6.79913333333,3.70126666667,5.04026666667,15.0004,27.4328,3.4398,10.1537333333,3.59253333333,5.95106666667
370.74,28.1232,9.28286666667,13.5954,6.926,3.827,5.16973333333,15.0608,27.5692,3.5864,10.2577333333,3.73713333333,6.105
371.10,28.1676666667,9.2776,13.6304,6.9406,3.80173333333,5.17546666667,15.0388,27.473,3.6038,10.2586,3.7274,6.1144
371.46,28.1996666667,9.25246666667,13.6262,6.93073333333,3.7344,5.18073333333,15.0056,27.4334666667,3.57493333333,10.2410666667,3.70986666667,6.0952
371.83,28.1873333333,9.22859999999,13.5646,6.90746666667,3.6796,5.13806666667,14.9432666666,27.4246,3.5408,10.2192666667,3.6524,6.041
372.19,28.2388,9.18413333333,13.5820666667,6.89313333333,3.6232,5.12646666667,14.899,27.4363333333,3.53993333333,10.2008666667,3.62953333333,6.04853333333
372.55,28.2517333333,9.15666666667,13.5716,6.85953333333,3.5764,5.08073333333,14.8759333333,27.4396,3.53413333333,10.1706666667,3.58473333333,6.05013333333
372.92,28.2186,9.12406666667,13.5134666667,6.8188,3.50853333333,5.0114,14.7915333333,27.3778,3.4816,10.114,3.51653333333,6.04286666667
373.28,28.202,9.1162,13.5092,6.8282,3.44713333333,4.98606666667,14.7576,27.3213333333,3.46133333333,10.0886,3.4786,6.023
373.64,28.2715333333,9.1198,13.5556,6.84686666667,3.44426666667,5.00553333333,14.7780666667,27.3755333333,3.49206666667,10.0688666667,3.4936,6.03173333333
374.00,28.3112,9.12640000001,13.5862666667,6.90033333333,3.47393333333,5.0296,14.7811333333,27.3753333333,3.51686666667,10.0831333333,3.52886666667,6.03206666666
374.37,28.4178666667,9.18713333333,13.6558666667,6.95053333334,3.47366666667,5.0552,14.8038666667,27.4682666667,3.53606666667,10.1086,3.55286666667,6.03593333333
374.73,28.3952666666,9.15733333333,13.6302,6.89133333333,3.38986666667,4.9812,14.7431333333,27.4182666667,3.48106666667,10.0513333333,3.49173333333,5.98186666666
375.09,28.4792,9.14453333334,13.6492666667,6.86913333333,3.37293333333,4.96953333333,14.7344,27.4992666667,3.4692,10.0360666667,3.48293333333,5.9928
375.45,28.5892666666,9.2026,13.7736,6.93953333333,3.45193333333,5.02186666667,14.7862666667,27.5832,3.52633333333,10.0798666667,3.55486666667,6.07646666667
375.81,28.6836,9.22893333334,13.8582,6.9566,3.44906666667,5.03246666667,14.7906666667,27.6102666667,3.5566,10.0647333333,3.6026,6.10073333333
376.18,28.7666,9.29306666667,13.9267333333,6.9868,3.49786666667,5.0662,14.8202666667,27.6474666667,3.5908,10.0973333333,3.67733333333,6.146
376.54,28.7516666667,9.25946666666,13.9285333333,6.98653333333,3.4468,5.0238,14.7458666667,27.6368666667,3.5442,10.0366666667,3.6426,6.11166666666
376.90,28.8969333333,9.33393333333,14.0401333333,7.05566666667,3.49846666667,5.07726666667,14.7912,27.7299333333,3.59113333333,10.0855333333,3.69353333333,6.1632
377.26,28.9456666667,9.31106666666,14.0440666667,7.0572,3.4726,5.04886666667,14.7478,27.7641333333,3.586,10.0903333333,3.673,6.14853333333
377.63,28.9864666667,9.35633333333,14.0965333333,7.09593333333,3.49373333333,5.07726666667,14.7429333333,27.8028,3.6184,10.1288,3.68933333333,6.17166666667
377.99,29.1190666667,9.43606666667,14.1842666667,7.1312,3.4984,5.15133333333,14.7913333333,27.8776,3.66546666667,10.1526666667,3.6974,6.21666666667
378.35,29.1679333333,9.44300000001,14.2358666667,7.13046666667,3.49586666667,5.17026666667,14.7992,27.9137333334,3.6696,10.1694666667,3.7172,6.25213333333
378.71,29.2208666667,9.44866666667,14.2876,7.12606666667,3.49173333333,5.20666666667,14.7924666667,27.9311333333,3.6816,10.163,3.75253333333,6.29173333333
379.07,29.2334666667,9.46420000001,14.3303333333,7.14206666667,3.46646666667,5.23253333333,14.7543333333,27.9104666667,3.6668,10.145,3.7762,6.27486666667
379.44,29.2848,9.50040000001,14.3659333333,7.1946,3.4616,5.2636,14.7447333333,27.9238,3.71153333333,10.1528,3.7778,6.27926666667
379.80,29.3258,9.5584,14.4482,7.26486666667,3.49966666667,5.3154,14.7607333333,27.9498,3.75846666667,10.2138666667,3.8302,6.3246
380.16,29.4622666667,9.6206,14.5595333333,7.33233333333,3.54486666667,5.36233333333,14.7930666667,28.0315333333,3.82366666667,10.265,3.86706666667,6.37086666667
380.52,29.5985333333,9.70113333335,14.6532666667,7.4024,3.5718,5.4406,14.836,28.1237333333,3.89833333333,10.3232,3.9332,6.42593333333
380.88,29.5669333333,9.63386666667,14.6092,7.347,3.50213333333,5.38653333333,14.7494,28.0549333333,3.8404,10.2508666667,3.888,6.36246666667
381.24,29.6954666667,9.70066666667,14.7258,7.39713333333,3.55593333333,5.44586666667,14.8014,28.1609333333,3.9246,10.2702,3.96673333333,6.40946666667
381.61,29.7958666667,9.70833333335,14.7766666667,7.3944,3.5446,5.44633333333,14.787,28.2240666667,3.9182,10.2703333333,3.97086666666,6.416
381.97,29.7722666667,9.65913333333,14.7400666667,7.34806666667,3.4832,5.3818,14.701,28.1934666667,3.8678,10.2045333333,3.94646666667,6.41046666667
382.33,29.8066666667,9.63746666666,14.7336,7.33373333333,3.4408,5.35453333333,14.6437333333,28.1704,3.8352,10.1702666667,3.9142,6.3808
382.69,29.8894666667,9.70233333333,14.8122666667,7.39686666667,3.4626,5.38386666667,14.6836666666,28.2707333333,3.85426666667,10.2262,3.92193333333,6.40526666667
383.05,29.9823333333,9.74840000001,14.8788,7.42766666667,3.5172,5.39033333333,14.6982666667,28.3202666667,3.8916,10.2673333333,3.94893333333,6.44726666667
383.41,30.0835333333,9.80079999999,14.9566,7.44426666667,3.54826666667,5.42893333333,14.7185333333,28.4188666667,3.90373333333,10.3005333333,3.99926666667,6.47366666667
383.77,30.1715333333,9.84826666667,15.0304,7.5118,3.57573333333,5.4712,14.7438666667,28.5218666667,3.9434,10.3219333333,4.0524,6.53066666667
384.14,30.1363333333,9.84693333333,15.0508,7.51106666667,3.5718,5.4882,14.7375333333,28.5087333333,3.94313333333,10.2993333333,4.0738,6.51813333333
384.50,30.1982,9.89726666668,15.1244666667,7.53446666667,3.60213333333,5.51486666667,14.7704,28.5330666667,3.97286666667,10.3292666667,4.12026666667,6.54026666667
384.86,30.2496666667,9.89600000002,15.1863333333,7.55013333333,3.60393333333,5.51453333333,14.7758,28.5926666667,3.9904,10.3411333333,4.12926666667,6.5564
385.22,30.1899333333,9.84926666665,15.1505333333,7.4986,3.5326,5.44973333333,14.6907333333,28.5129333333,3.91,10.2748,4.06673333333,6.51186666667
385.58,30.1798,9.81433333333,15.1394666667,7.45886666667,3.47233333333,5.39446666667,14.6385333333,28.4805333333,3.8716,10.2204666667,4.03993333333,6.47846666667
385.94,30.254,9.86213333334,15.2162666667,7.4898,3.5036,5.41546666667,14.6576666667,28.5168,3.8904,10.2573333333,4.07453333333,6.47453333333
386.30,30.2820666667,9.92559999999,15.2885333333,7.5412,3.557,5.4512,14.6989333333,28.5590666667,3.94073333333,10.2918,4.1332,6.53493333333
386.66,30.3146,9.92466666667,15.3175333333,7.54686666667,3.55233333333,5.42766666667,14.6532,28.5686666667,3.92646666667,10.2681333333,4.1506,6.5184
387.03,30.3161333333,9.93593333333,15.3298,7.54153333333,3.51953333333,5.409,14.6217333333,28.6070666667,3.91433333333,10.2492,4.1396,6.5052
387.39,30.3358,9.92980000001,15.3406666667,7.51773333333,3.47426666667,5.39406666667,14.5733333333,28.5796666667,3.9138,10.2207333333,4.11706666667,6.50366666667
387.75,30.3499333333,9.90920000001,15.3614,7.46966666667,3.45453333333,5.3798,14.5446,28.5785333333,3.89833333333,10.1935333333,4.10153333333,6.48146666667
388.11,30.4115333333,9.91053333331,15.3938666667,7.4504,3.41913333333,5.3538,14.5004,28.5987333333,3.87813333333,10.1872,4.09646666667,6.47266666667
388.47,30.5048666666,9.9424,15.4558,7.49733333333,3.45366666667,5.3842,14.4944666667,28.6664666667,3.91393333333,10.2088,4.12006666667,6.50966666667
388.83,30.5666666667,9.96726666665,15.5097333333,7.5076,3.44933333333,5.3942,14.4762,28.6839333333,3.91613333333,10.2126666667,4.126,6.51133333333
389.19,30.6506,10.0176666667,15.5985333334,7.53366666667,3.47213333333,5.4154,14.4975333333,28.7466,3.94686666667,10.2313333333,4.14186666667,6.53526666667
389.55,30.7169333333,10.061,15.6743333333,7.5816,3.49946666667,5.4684,14.5179333333,28.7940666667,3.98026666667,10.2482,4.16406666666,6.55566666667
389.91,30.7866,10.1036666667,15.7598666667,7.6294,3.5206,5.5074,14.5284,28.8767333333,4.02513333333,10.2536666667,4.20746666667,6.6014
390.27,30.8375333333,10.0868666667,15.7756666667,7.61166666667,3.47333333333,5.46533333333,14.4876666667,28.8911333333,4.01333333333,10.1994666667,4.18766666667,6.562
390.63,30.926,10.1211333333,15.8309333333,7.62813333333,3.46926666667,5.48973333334,14.4919333333,28.9376,4.05566666667,10.2116666667,4.18493333333,6.58766666667
391.00,31.0049333333,10.1642,15.8954,7.64273333333,3.466,5.504,14.4859333333,28.9606666667,4.07373333333,10.2036666667,4.2084,6.59286666667
391.36,31.045,10.1833333333,15.9370666667,7.66053333333,3.47486666667,5.50533333333,14.4912666667,29.0218666667,4.0718,10.2134666667,4.22193333333,6.5814
391.72,31.0778666667,10.2051333333,15.9782,7.67933333333,3.4804,5.51626666667,14.4952,29.0396,4.09506666667,10.2211333333,4.25373333333,6.58826666667
392.08,31.0764666667,10.1852,15.9632666667,7.65246666667,3.4352,5.488,14.4509333333,29.0200666667,4.07646666667,10.1799333333,4.20933333333,6.545
392.44,31.0594666667,10.1527333333,15.9593333333,7.5886,3.35346666667,5.42626666666,14.3873333333,28.9822666667,4.03266666667,10.1196,4.15546666667,6.4986
392.80,31.0826,10.1718666667,15.9761333334,7.58353333333,3.3518,5.42386666667,14.3678,28.9936666667,4.046,10.0858,4.16186666667,6.50293333333
393.16,31.1176,10.1872666667,16.0130666667,7.61306666667,3.37633333333,5.44986666667,14.3452,29.0237333333,4.07453333333,10.0938666667,4.18553333333,6.52326666667
393.52,31.1371333333,10.1674,15.9947333333,7.56126666667,3.3212,5.38666666667,14.2683333333,29.009,4.02666666667,10.0388666667,4.13873333333,6.4728
393.88,31.1017333333,10.1182,15.9518,7.4864,3.26,5.3162,14.1986666666,28.9468666667,3.988,9.9948,4.06746666666,6.4054
394.24,31.1091333333,10.1074,15.978,7.4624,3.23533333333,5.3054,14.1614666666,28.9466666667,3.95026666667,9.98033333333,4.0296,6.3774
394.60,31.0924666667,10.0948666667,15.9906666667,7.431,3.2154,5.2942,14.1153333333,28.9407333333,3.92286666667,9.95159999999,4.01126666667,6.33566666667
394.96,31.0877333334,10.0787333333,15.9954666666,7.4148,3.19733333333,5.28313333333,14.0901333333,28.9694666666,3.89353333333,9.93573333333,3.98433333334,6.30873333334
395.32,31.0834666667,10.0527333333,16.0016666667,7.37593333333,3.14386666667,5.24433333333,14.0383333333,28.9433333333,3.8382,9.86366666667,3.92733333333,6.27413333333
395.68,31.119,10.0469333333,16.0002,7.33,3.07513333334,5.19006666667,13.964,28.9522,3.78266666667,9.80813333333,3.855,6.21886666667
396.04,31.1608,10.0670666667,16.0411333333,7.30813333333,3.05566666667,5.16546666667,13.9246,28.9848666666,3.74606666667,9.7886,3.8386,6.19733333333
396.40,31.1875333333,10.0800666667,16.078,7.32853333333,3.08406666667,5.17886666667,13.9276,29.0292666667,3.7518,9.79386666667,3.85353333333,6.2028
396.76,31.2147333333,10.1130666667,16.1223333333,7.33213333334,3.0666,5.19146666666,13.9092666666,29.0479333333,3.76413333333,9.8252,3.8534,6.20513333333
397.12,31.246,10.133,16.1398666667,7.31353333333,3.01886666667,5.16826666667,13.8988666667,29.0744666667,3.7362,9.81173333334,3.83913333333,6.17353333333
397.48,31.2169333333,10.0930666667,16.1445333333,7.27653333333,2.9762,5.14006666667,13.8516666667,29.078,3.70773333333,9.76980000001,3.8354,6.14406666667
397.84,31.1958,10.0729333333,16.1724666667,7.25006666667,2.9268,5.10353333333,13.7678666667,29.0584,3.66253333333,9.72593333334,3.80333333333,6.10166666667
398.20,31.19,10.081,16.2096,7.23733333334,2.92206666667,5.11146666666,13.7042,29.0666666667,3.669,9.72873333333,3.79966666667,6.087
398.56,31.1406666667,10.0284666667,16.1738,7.181,2.85533333333,5.05073333333,13.6228,29.0126666667,3.62,9.6626,3.7458,6.056
398.92,31.1448666667,10.0173333333,16.2103333333,7.1502,2.82713333334,5.0312,13.5795333333,29.0515333333,3.61686666667,9.64760000001,3.7064,6.05406666667
399.28,31.1971333333,10.0732,16.2915333333,7.16333333333,2.87266666667,5.0486,13.5848,29.1273333333,3.6824,9.71133333333,3.74473333333,6.11406666667
399.64,31.2018666667,10.0892666667,16.3608,7.16553333333,2.88693333333,5.07046666667,13.5608666667,29.1377333333,3.7012,9.72519999999,3.758,6.12833333333
400.00,31.204,10.0964,16.4025333333,7.20206666667,2.9144,5.1,13.5808,29.156,3.75773333333,9.74346666667,3.78526666667,6.18126666667
400.36,31.1582666667,10.0432,16.3804666667,7.10946666667,2.8228,5.03006666667,13.4878666667,29.1198,3.67686666667,9.66573333333,3.70573333333,6.11086666667
400.72,31.1316666667,10.0291333333,16.3956666667,7.06306666667,2.78706666667,4.97213333333,13.4433333333,29.1324,3.6318,9.61286666667,3.65513333333,6.07466666667
401.08,31.118,10.0392,16.4382666667,7.063,2.8014,4.985,13.4025333333,29.127,3.6574,9.60920000001,3.65446666667,6.07413333333
401.44,31.1717333333,10.112,16.5347333333,7.1056,2.84273333333,5.03033333333,13.4356666667,29.172,3.71153333333,9.65139999999,3.6722,6.13553333333
401.80,31.2365333333,10.1798,16.6150666667,7.1476,2.87753333334,5.0768,13.4962666667,29.2912,3.752,9.68080000001,3.69766666667,6.20066666667
402.16,31.248,10.1806,16.63,7.1458,2.85026666667,5.048,13.498,29.3069333333,3.72646666667,9.63146666666,3.6862,6.20793333333
402.52,31.2820666667,10.2189333333,16.7184,7.16213333333,2.86913333333,5.05106666666,13.5314,29.3617333333,3.73546666667,9.63693333333,3.69393333333,6.20706666667
402.88,31.2816666667,10.2396,16.7680666667,7.18,2.87266666667,5.0714,13.5459333333,29.3441333333,3.7526,9.63206666667,3.72133333333,6.21913333333
403.24,31.2551333333,10.241,16.7938,7.19193333333,2.85973333333,5.0834,13.5134666667,29.3452666667,3.72633333334,9.59213333333,3.6974,6.18753333333
403.60,31.2980666667,10.2825333333,16.8332,7.23286666667,2.8856,5.1154,13.5603333333,29.4342666667,3.761,9.59473333333,3.71993333333,6.22953333333
403.95,31.3304666667,10.3304,16.9000666667,7.2468,2.8976,5.13326666667,13.5766,29.4883333333,3.77706666667,9.59666666666,3.72713333333,6.2402
404.31,31.3573333334,10.3659333333,16.957,7.2874,2.91153333333,5.16166666667,13.5674666667,29.5224666667,3.80833333333,9.61453333333,3.7588,6.26066666667
404.67,31.3596,10.3787333333,16.9826666667,7.30553333333,2.90293333333,5.17626666667,13.5492666667,29.5403333333,3.80046666667,9.60839999999,3.77933333333,6.25053333333
405.03,31.4075333333,10.3988666667,17.0260666667,7.30126666667,2.879,5.1702,13.5788666667,29.6145333333,3.77986666667,9.60393333334,3.7848,6.2622
405.39,31.438,10.4136,17.0592666667,7.2994,2.88793333334,5.17226666667,13.5654666667,29.6762666667,3.78433333333,9.60000000001,3.7884,6.2606
405.75,31.4465333333,10.4032666667,17.0623333333,7.2632,2.86546666667,5.13933333333,13.5355333333,29.677,3.7546,9.57113333333,3.77466666667,6.22353333333
406.11,31.4834,10.4433333333,17.1315333333,7.287,2.88093333333,5.1664,13.5367333333,29.7461333333,3.78773333333,9.6076,3.79506666667,6.23333333333
406.47,31.5410666667,10.4956,17.1930666667,7.31413333333,2.89673333333,5.21013333333,13.5488666667,29.8423333333,3.82513333333,9.64046666666,3.82926666667,6.2652
406.83,31.5609333333,10.4905333333,17.1872666667,7.28853333333,2.86473333333,5.16953333333,13.5086666666,29.8842,3.79706666667,9.60913333333,3.80973333333,6.23393333333
407.19,31.6138666667,10.5149333333,17.2368666667,7.28666666667,2.85,5.15853333333,13.518,29.97,3.80786666667,9.62540000001,3.82766666667,6.25033333333
407.55,31.6154666667,10.5292,17.2728,7.27726666667,2.849,5.14446666667,13.5048666667,29.9728,3.80453333334,9.64706666667,3.83393333333,6.24906666666
407.90,31.6045333333,10.5240666667,17.3156,7.25286666667,2.8214,5.11633333333,13.4693333333,30.0227333333,3.77273333333,9.63100000001,3.82693333333,6.2056
408.26,31.647,10.5598,17.3872,7.26313333333,2.84273333334,5.11566666667,13.5204,30.1214,3.78686666667,9.64520000001,3.83346666667,6.2268
408.62,31.7033333333,10.5924,17.4572666667,7.2802,2.8818,5.1306,13.5454,30.1889333333,3.80626666667,9.66786666667,3.84746666667,6.24686666667
408.98,31.7094,10.6168666667,17.4927333333,7.29233333333,2.8946,5.1314,13.5148666667,30.206,3.81713333333,9.6702,3.84713333333,6.25566666667
409.34,31.7114666667,10.6413333333,17.5371333333,7.29806666667,2.902,5.145,13.5358666667,30.2219333333,3.8322,9.68746666666,3.85306666667,6.26366666667
409.70,31.7502,10.6796,17.6102666667,7.34166666667,2.92526666667,5.17646666667,13.5484,30.2925333333,3.85626666667,9.71079999999,3.87386666667,6.30126666667
410.06,31.7724666667,10.7193333333,17.6725333333,7.36873333334,2.9628,5.20893333333,13.5800666667,30.3591333333,3.8942,9.72106666668,3.8994,6.32253333333
410.42,31.7864,10.7635333333,17.7295333333,7.41493333333,3.02346666667,5.2356,13.6164666667,30.4054,3.92766666667,9.75199999999,3.93873333333,6.35573333333
410.77,31.8312,10.8221333333,17.8138666667,7.45833333333,3.06693333333,5.265,13.6306,30.4621333333,3.97526666667,9.791,3.97113333333,6.39013333333
411.13,31.796,10.7987333333,17.8199333334,7.43986666667,3.05966666667,5.23706666667,13.6038666666,30.4254666667,3.96073333333,9.76553333334,3.96306666667,6.36466666667
411.49,31.801,10.8134666666,17.852,7.45166666667,3.04646666667,5.23886666667,13.5978666667,30.4918666667,3.94946666667,9.75306666666,3.9428,6.35013333333
411.85,31.8432,10.8683333334,17.9067333333,7.49446666667,3.09113333333,5.2792,13.6388,30.5454666667,3.99513333333,9.78740000001,3.9824,6.4188
412.21,31.8348,10.9092666667,17.961,7.53153333333,3.1282,5.33713333333,13.6486666667,30.5921333333,4.0362,9.8448,4.03566666667,6.4524
