wavelength,Back_SicRaif,Belly_SicRaif,Breast_SicRaif,Crissum_SicRaif,Crown_SicRaif,DorTail_SicRaif,Patch10_SicRaif,Rump_SicRaif,Throat_SicRaif,WingTip_SicRaif
368.56,10.611,17.9283333333,16.7576666667,15.0945,8.01933333333,9.709,7.53433333333,11.2583333333,18.864,6.78066666667
368.93,10.3976666667,17.7083333333,16.63,14.7665,7.76133333333,9.313,7.27633333333,10.9741666667,18.393,6.41433333333
369.29,10.3746666667,17.6233333333,16.365,14.6395,7.52733333333,9.0875,7.02666666667,10.6478333333,18.244,6.17233333333
369.65,10.493,18.0123333333,16.542,14.934,7.74566666667,9.1245,7.23666666667,10.6853333333,18.51,6.40566666667
370.01,10.6186666667,18.14,16.7596666667,15.112,7.82966666667,9.202,7.33033333333,10.7958333333,18.6,6.53866666667
370.38,10.5676666667,17.9306666667,16.6333333333,15.095,7.84,9.165,7.23,10.8645,18.5626666667,6.58666666667
370.74,10.7636666667,18.0603333333,16.705,15.347,7.80133333333,9.529,7.38966666667,10.9063333333,18.7403333333,6.84133333333
371.10,11.0476666667,18.151,16.8536666667,15.611,8.04733333333,9.6285,7.85733333333,11.1755,18.9213333333,7.01033333333
371.46,10.8543333333,17.6983333333,16.578,15.408,7.77666666667,9.3535,7.73366666667,10.9913333333,18.7173333333,6.70966666667
371.83,10.7963333333,17.924,16.589,15.5615,7.85966666667,9.507,7.75266666667,11.0068333333,18.57,6.845
372.19,10.812,17.9676666667,16.548,15.561,7.889,9.5535,7.815,10.9785,18.3476666667,7.018
372.55,10.8226666667,17.9746666667,16.7373333333,15.463,7.84933333333,9.596,7.89133333333,10.951,18.2373333333,7.079
372.92,10.9616666667,18.059,16.9066666667,15.5745,7.958,9.817,8.07266666667,11.1938333333,18.4706666667,7.17033333333
373.28,10.9933333333,18.2056666667,16.9423333333,15.7565,8.11766666667,9.922,8.28433333333,11.3575,18.492,7.358
373.64,10.9706666667,18.018,16.7343333333,15.622,7.998,9.916,8.08133333333,11.2123333333,18.3713333333,7.30166666667
374.00,10.7806666667,17.8306666667,16.468,15.3275,7.78766666667,9.7305,7.93733333333,11.0028333333,18.171,7.00833333333
374.37,10.9443333333,17.8253333333,16.579,15.4975,7.90066666667,9.7885,8.06033333333,11.1401666667,18.2886666667,6.90166666667
374.73,10.7043333333,17.6906666667,16.5616666667,15.2135,7.71133333333,9.4375,7.844,10.916,18.1146666667,6.65466666667
375.09,10.4063333333,17.512,16.3713333333,15.072,7.444,9.1295,7.565,10.6156666667,17.8553333333,6.30333333333
375.45,10.7013333333,17.8666666667,16.6466666667,15.449,7.73566666667,9.5285,7.72566666667,10.6885,18.1046666667,6.501
375.81,10.5,17.5296666667,16.4306666667,15.2985,7.44233333333,9.4135,7.52033333333,10.4953333333,18.069,6.06666666667
376.18,10.4646666667,17.4593333333,16.3036666667,15.1105,7.26633333333,9.2665,7.29966666667,10.3123333333,18.1086666667,5.858
376.54,10.592,17.7776666667,16.3933333333,15.2705,7.39633333333,9.4525,7.443,10.4865,18.3576666667,6.04466666667
376.90,10.591,17.768,16.1936666667,15.2325,7.26866666667,9.2305,7.35133333333,10.2536666667,18.3186666667,6.08933333333
377.26,10.8106666667,17.9606666667,16.437,15.357,7.47433333333,9.3795,7.50166666667,10.4096666667,18.393,6.226
377.63,10.9066666667,18.1676666667,16.742,15.561,7.58066666667,9.3255,7.585,10.4893333333,18.4783333333,6.15066666667
377.99,11.1326666667,18.4333333333,17.058,15.8425,7.79266666667,9.4805,7.77066666667,10.7551666667,18.7983333333,6.40366666667
378.35,11.1603333333,18.663,17.1956666667,15.833,7.812,9.582,7.799,10.738,18.872,6.55366666667
378.71,11.108,18.6376666667,17.0483333333,15.84,7.905,9.6105,7.771,10.778,18.819,6.523
379.07,11.319,18.809,17.127,15.946,7.985,9.9185,7.91166666667,11.0116666667,19.0543333333,6.72833333333
379.44,11.2926666667,18.818,17.1506666667,15.962,7.92833333333,9.829,7.89833333333,11.1146666667,19.0236666667,6.71133333333
379.80,11.4273333333,18.9186666667,17.3076666667,15.9875,7.919,9.75,7.93566666667,11.1921666667,19.171,6.80333333333
380.16,11.523,19.0536666667,17.6046666667,16.207,8.08666666667,9.924,8.19766666667,11.448,19.3186666667,6.907
380.52,11.5573333333,18.8376666667,17.5836666667,16.172,8.00933333333,9.794,8.29066666667,11.483,19.251,6.858
380.88,11.4143333333,18.8356666667,17.6493333333,16.0375,7.93966666667,9.8745,8.19966666667,11.4168333333,19.0993333333,6.681
381.24,11.1013333333,18.6216666667,17.4453333333,16.0295,7.8,9.751,8.01166666667,11.171,18.9903333333,6.54733333333
381.61,11.1183333333,18.628,17.3876666667,16.0865,7.82,9.97,8.034,11.2568333333,19.068,6.659
381.97,11.085,18.5176666667,17.318,16.001,7.75966666667,10.057,8.02833333333,11.1823333333,18.9976666667,6.63433333333
382.33,11.073,18.443,17.2223333333,16.024,7.789,10.0415,8.11466666667,11.1668333333,18.9843333333,6.62933333333
382.69,11.2246666667,18.546,17.474,16.253,7.80733333333,10.205,8.28533333333,11.2473333333,19.044,6.759
383.05,11.208,18.5126666667,17.6663333333,16.2635,7.859,10.112,8.225,11.167,19.0316666667,6.718
383.41,11.239,18.5713333333,17.812,16.37,8.05333333333,10.15,8.367,11.2641666667,19.1603333333,6.875
383.77,11.2563333333,18.771,17.7606666667,16.6035,8.23,10.3135,8.452,11.2698333333,19.1076666667,6.98633333333
384.14,11.2273333333,18.842,17.6383333333,16.565,8.163,10.282,8.34,11.2371666667,19.094,6.956
384.50,11.1533333333,18.7823333333,17.5253333333,16.507,8.00033333333,10.1815,8.197,11.155,19.1606666667,6.73566666667
384.86,11.303,19.0466666667,17.668,16.785,8.12266666667,10.2475,8.32666666667,11.3525,19.4003333333,6.86433333333
385.22,11.432,19.0843333333,17.7486666667,16.792,8.05433333333,10.337,8.32333333333,11.4193333333,19.5183333333,6.88066666667
385.58,11.4693333333,19.0596666667,17.737,16.6755,8.045,10.2105,8.31333333333,11.3813333333,19.3556666667,6.88433333333
385.94,11.524,19.1056666667,17.776,16.7155,8.15366666667,10.1375,8.32133333333,11.4018333333,19.36,6.845
386.30,11.5336666667,19.027,17.7696666667,16.7305,8.05966666667,10.194,8.22533333333,11.3021666667,19.4136666667,6.744
386.66,11.4493333333,18.965,17.677,16.706,8.14966666667,10.206,8.174,11.319,19.4723333333,6.79333333333
387.03,11.4186666667,18.9763333333,17.5313333333,16.6565,8.07033333333,10.1425,8.06333333333,11.2903333333,19.4033333333,6.75833333333
387.39,11.4323333333,18.9536666667,17.633,16.5665,7.988,10.1235,7.889,11.1175,19.3353333333,6.58233333333
387.75,11.4756666667,18.8793333333,17.769,16.561,7.91633333333,10.0305,7.842,11.1376666667,19.5006666667,6.47666666667
388.11,11.436,18.7306666667,17.837,16.55,7.87633333333,9.856,7.77166666667,11.0756666667,19.5496666667,6.3
388.47,11.4056666667,18.8436666667,17.9733333333,16.574,8.016,9.9025,7.73366666667,11.0328333333,19.4516666667,6.4
388.83,11.2883333333,18.611,17.856,16.4315,7.99766666667,9.852,7.627,10.9423333333,19.3023333333,6.27066666667
389.19,11.385,18.7176666667,17.9786666667,16.5755,8.181,9.9255,7.80666666667,11.0156666667,19.44,6.332
389.55,11.3536666667,18.8263333333,18.0293333333,16.655,8.21633333333,9.915,7.828,10.965,19.5966666667,6.22833333333
389.91,11.393,18.8533333333,18.0856666667,16.6905,8.121,9.927,7.81333333333,10.9731666667,19.54,6.26833333333
390.27,11.4313333333,18.8843333333,18.209,16.6955,8.122,9.8165,7.70633333333,11.0025,19.3933333333,6.21766666667
390.63,11.55,19.0226666667,18.328,16.728,8.17633333333,9.8785,7.79133333333,11.0101666667,19.4483333333,6.19466666667
391.00,11.5803333333,19.0343333333,18.2916666667,16.8625,8.12233333333,9.862,7.827,10.917,19.4476666667,6.174
391.36,11.5536666667,19.1,18.2863333333,16.904,8.155,9.9155,7.978,11.0871666667,19.5466666667,6.30133333333
391.72,11.5786666667,19.1443333333,18.3823333333,16.894,8.186,9.89,7.936,11.0911666667,19.4603333333,6.35533333333
392.08,11.6203333333,19.2756666667,18.5113333333,17.0305,8.32166666667,10.1145,8.049,11.175,19.5333333333,6.62166666667
392.44,11.6456666667,19.3503333333,18.524,17.1325,8.33633333333,10.2645,8.04233333333,11.2283333333,19.5803333333,6.703
392.80,11.8026666667,19.4646666667,18.6656666667,17.2345,8.478,10.3845,8.23033333333,11.3585,19.674,6.883
393.16,11.809,19.5576666667,18.7183333333,17.304,8.47433333333,10.406,8.181,11.3851666667,19.643,6.929
393.52,11.7243333333,19.418,18.6283333333,17.251,8.33066666667,10.339,8.08133333333,11.3153333333,19.4943333333,6.89233333333
393.88,11.7906666667,19.3996666667,18.6876666667,17.3155,8.44533333333,10.3545,8.13666666667,11.3273333333,19.5556666667,6.886
394.24,11.8503333333,19.4993333333,18.7296666667,17.409,8.518,10.4055,8.30466666667,11.4313333333,19.6723333333,7.03333333333
394.60,11.865,19.5316666667,18.8186666667,17.528,8.47933333333,10.298,8.33133333333,11.4745,19.6316666667,7.01633333333
394.96,11.9756666667,19.6476666667,19.0516666667,17.641,8.75833333333,10.486,8.509,11.7163333333,19.794,7.151
395.32,12.0853333333,19.755,19.023,17.6915,8.83433333333,10.48,8.50266666667,11.7281666667,19.752,7.17966666667
395.68,12.1323333333,19.7573333333,19.059,17.7305,8.91566666667,10.602,8.659,11.7843333333,19.691,7.28733333333
396.04,12.2633333333,19.814,19.0503333333,17.8045,8.96433333333,10.6005,8.70766666667,11.8043333333,19.6686666667,7.25933333333
396.40,12.2623333333,19.7123333333,19.1446666667,17.855,9.03233333333,10.5705,8.73833333333,11.8018333333,19.7243333333,7.21466666667
396.76,12.257,19.7153333333,19.162,17.795,8.964,10.4375,8.627,11.717,19.7833333333,7.23666666667
397.12,12.2376666667,19.6986666667,19.1276666667,17.7815,8.97966666667,10.4245,8.57566666667,11.7471666667,19.8353333333,7.26166666667
397.48,12.462,19.8786666667,19.294,17.901,9.11,10.5565,8.696,11.9373333333,20.0036666667,7.452
397.84,12.4476666667,20.056,19.3403333333,18.0135,9.145,10.5665,8.70633333333,12.0093333333,20.074,7.522
398.20,12.401,20.0603333333,19.2176666667,18.03,9.186,10.462,8.67733333333,11.9786666667,20.0186666667,7.43266666667
398.56,12.3906666667,19.9853333333,19.128,17.9565,9.19333333333,10.5675,8.64366666667,11.9636666667,19.935,7.42333333333
398.92,12.3376666667,19.9926666667,19.0783333333,17.849,9.082,10.5875,8.614,11.864,19.8783333333,7.37033333333
399.28,12.2233333333,19.86,19.0613333333,17.7715,8.92466666667,10.508,8.52866666667,11.7495,19.8273333333,7.20766666667
399.64,12.2456666667,19.923,18.9363333333,17.764,8.921,10.5175,8.45966666667,11.7408333333,19.908,7.23333333333
400.00,12.1496666667,19.8886666667,18.8383333333,17.5965,8.75733333333,10.4695,8.344,11.6433333333,19.8043333333,7.157
400.36,12.1946666667,20.0416666667,18.8053333333,17.671,8.77333333333,10.494,8.44633333333,11.7038333333,19.9056666667,7.222
400.72,12.176,20.023,18.8196666667,17.85,8.78533333333,10.561,8.46566666667,11.7298333333,19.807,7.12133333333
401.08,12.1413333333,19.8973333333,18.7403333333,17.7565,8.62133333333,10.483,8.42366666667,11.5901666667,19.694,6.93966666667
401.44,12.0126666667,19.779,18.692,17.6915,8.564,10.3635,8.382,11.479,19.7793333333,6.736
401.80,11.9196666667,19.5913333333,18.5656666667,17.6365,8.47133333333,10.3085,8.32033333333,11.3496666667,19.7116666667,6.62366666667
402.16,11.9783333333,19.6423333333,18.7993333333,17.766,8.583,10.5155,8.41566666667,11.4613333333,19.8726666667,6.78233333333
402.52,12.0253333333,19.801,18.954,17.973,8.539,10.511,8.45833333333,11.4805,20.1113333333,6.79466666667
402.88,11.9913333333,19.7696666667,18.8563333333,17.9475,8.51666666667,10.381,8.403,11.4783333333,19.9963333333,6.73566666667
403.24,12.035,19.788,18.9,18.076,8.60766666667,10.4315,8.44166666667,11.5065,20.052,6.844
403.60,12.0113333333,19.767,18.9626666667,18.1905,8.58866666667,10.4645,8.47566666667,11.5485,20.1086666667,6.79533333333
403.95,12.1046666667,19.7153333333,19.12,18.2705,8.70666666667,10.4935,8.509,11.6115,20.201,6.84433333333
404.31,12.092,19.661,19.0996666667,18.159,8.64133333333,10.3835,8.40266666667,11.5175,20.0883333333,6.79066666667
404.67,12.1043333333,19.678,19.113,18.1175,8.67633333333,10.4245,8.418,11.5715,20.2483333333,6.87233333333
405.03,12.125,19.779,19.2506666667,18.195,8.78266666667,10.415,8.48733333333,11.6795,20.3033333333,6.98733333333
405.39,12.198,19.9276666667,19.31,18.27,8.87066666667,10.538,8.562,11.7763333333,20.255,7.103
405.75,12.2276666667,19.9763333333,19.322,18.3175,8.91,10.529,8.57833333333,11.8268333333,20.2353333333,7.16266666667
406.11,12.208,20.0126666667,19.2876666667,18.3605,8.835,10.4765,8.545,11.7993333333,20.2326666667,7.13633333333
406.47,12.1453333333,19.9006666667,19.21,18.211,8.85,10.376,8.48,11.7625,20.123,7.081
406.83,12.1906666667,19.9533333333,19.3166666667,18.3275,8.89266666667,10.446,8.44066666667,11.806,20.1976666667,7.112
407.19,12.282,20.1126666667,19.4936666667,18.385,8.983,10.576,8.53233333333,11.9195,20.336,7.20966666667
407.55,12.317,20.1673333333,19.5726666667,18.452,9.04466666667,10.5855,8.50766666667,11.9335,20.3956666667,7.269
407.90,12.332,20.2483333333,19.5643333333,18.498,9.02033333333,10.599,8.54033333333,11.9773333333,20.454,7.311
408.26,12.424,20.256,19.5663333333,18.5395,9.041,10.682,8.62133333333,12.072,20.5306666667,7.37733333333
408.62,12.4233333333,20.3526666667,19.5126666667,18.6695,9.005,10.6855,8.638,12.0335,20.476,7.353
408.98,12.4586666667,20.323,19.4346666667,18.698,8.96133333333,10.752,8.59966666667,11.9821666667,20.4716666667,7.33533333333
409.34,12.5276666667,20.271,19.534,18.7915,8.97133333333,10.7685,8.63,11.9581666667,20.569,7.36566666667
409.70,12.539,20.3436666667,19.5873333333,18.7885,8.95266666667,10.8445,8.61066666667,11.9718333333,20.6653333333,7.37633333333
410.06,12.6093333333,20.3816666667,19.582,18.7925,9.00433333333,10.8985,8.626,11.9391666667,20.6946666667,7.45233333333
410.42,12.64,20.483,19.6853333333,18.845,9.02633333333,11.029,8.61833333333,11.991,20.7496666667,7.52066666667
410.77,12.736,20.604,19.733,18.863,9.04033333333,11.074,8.746,12.0496666667,20.8803333333,7.57433333333
411.13,12.751,20.5716666667,19.6443333333,18.8855,9.011,11.0825,8.75666666667,11.9861666667,20.7586666667,7.53333333333
411.49,12.7473333333,20.6486666667,19.681,18.863,8.996,11.0735,8.79066666667,11.9825,20.7113333333,7.565
411.85,12.7883333333,20.679,19.6303333333,18.881,8.98466666667,11.093,8.78133333333,11.9866666667,20.726,7.55833333333
412.21,12.8523333333,20.7476666667,19.7073333333,19.0735,9.07233333333,11.1675,8.846,12.0351666667,20.8306666667,7.58866666667
412.57,12.883,20.7453333333,19.7946666667,19.058,9.137,11.171,8.85766666667,12.1038333333,20.8756666667,7.58266666667
412.92,12.92,20.733,19.8683333333,19.039,9.15533333333,11.23,8.94366666667,12.1521666667,20.866,7.55433333333
413.28,12.9463333333,20.857,19.922,19.153,9.185,11.2795,8.98066666667,12.2853333333,20.848,7.616
413.64,13.126,20.9876666667,20.0816666667,19.328,9.28266666667,11.398,9.12766666667,12.3986666667,20.9426666667,7.72433333333
414.00,13.1203333333,20.9786666667,20.1143333333,19.328,9.27066666667,11.368,9.15,12.4713333333,20.992,7.66133333333
414.36,13.2473333333,21.0883333333,20.1063333333,19.456,9.34933333333,11.3435,9.217,12.5403333333,21.095,7.68866666667
414.72,13.167,20.941,20.118,19.5215,9.31733333333,11.363,9.17533333333,12.4741666667,21.0173333333,7.621
415.07,13.107,20.8883333333,20.1876666667,19.5265,9.24766666667,11.387,9.08133333333,12.4441666667,21.116,7.52966666667
415.43,13.1543333333,20.806,20.1866666667,19.5555,9.24433333333,11.319,9.038,12.4665,21.0866666667,7.507
415.79,13.223,20.862,20.318,19.639,9.323,11.333,9.085,12.488,21.084,7.487
416.15,13.2603333333,20.918,20.479,19.66,9.321,11.388,9.11866666667,12.5883333333,21.1493333333,7.52466666667
416.51,13.387,20.98,20.577,19.797,9.335,11.4835,9.12533333333,12.6096666667,21.1376666667,7.585
416.86,13.3863333333,21.134,20.6123333333,19.906,9.39533333333,11.5145,9.107,12.678,21.2336666667,7.62466666667
417.22,13.3613333333,21.084,20.544,19.8975,9.37066666667,11.5175,9.06966666667,12.6023333333,21.2596666667,7.59366666667
417.58,13.2886666667,20.9876666667,20.4806666667,19.868,9.318,11.3915,8.98133333333,12.4913333333,21.173,7.51366666667
417.94,13.2833333333,20.9966666667,20.513,19.847,9.301,11.3905,8.93133333333,12.4886666667,21.1113333333,7.5
418.29,13.2703333333,20.9226666667,20.5543333333,19.899,9.25033333333,11.3795,8.94866666667,12.4795,21.098,7.503
418.65,13.311,21.017,20.63,19.9295,9.29433333333,11.359,8.957,12.5071666667,21.0973333333,7.502
419.01,13.318,21.0343333333,20.602,19.9155,9.315,11.3005,8.94266666667,12.4981666667,21.0566666667,7.517
419.37,13.3506666667,21.0826666667,20.6443333333,19.973,9.32633333333,11.346,8.97366666667,12.497,21.0966666667,7.53
419.73,13.2873333333,21.0776666667,20.6216666667,19.9725,9.30933333333,11.342,8.96766666667,12.469,21.0816666667,7.52633333333
420.08,13.269,21.0553333333,20.5973333333,20.011,9.31766666667,11.3235,8.926,12.4165,20.999,7.51266666667
420.44,13.2453333333,21.0606666667,20.6176666667,20.0305,9.36033333333,11.343,8.95466666667,12.4076666667,21.0343333333,7.53333333333
420.80,13.277,21.0303333333,20.645,20.041,9.37333333333,11.3395,8.98366666667,12.4046666667,20.982,7.53866666667
421.16,13.3273333333,21.061,20.694,20.0635,9.40966666667,11.3545,8.992,12.4138333333,20.956,7.55
421.51,13.3766666667,21.0763333333,20.7313333333,20.103,9.46,11.4315,9.023,12.4525,20.9423333333,7.56366666667
421.87,13.434,21.1116666667,20.75,20.2225,9.49966666667,11.5,9.08333333333,12.5036666667,20.976,7.581
422.23,13.4626666667,21.132,20.753,20.2205,9.58266666667,11.5445,9.127,12.522,20.9396666667,7.57833333333
422.58,13.477,21.0813333333,20.741,20.257,9.60233333333,11.581,9.14566666667,12.555,20.9943333333,7.65266666667
422.94,13.5103333333,21.0933333333,20.7406666667,20.3125,9.603,11.595,9.171,12.58,21.0023333333,7.658
423.30,13.534,21.097,20.792,20.371,9.64366666667,11.677,9.218,12.588,21.0073333333,7.66166666667
423.66,13.5643333333,21.1056666667,20.834,20.4075,9.651,11.685,9.22833333333,12.6111666667,21.022,7.643
424.01,13.5876666667,21.084,20.7943333333,20.4215,9.67766666667,11.695,9.25966666667,12.6395,21.0116666667,7.64733333333
424.37,13.6246666667,21.0673333333,20.807,20.452,9.68633333333,11.678,9.27766666667,12.6635,21.011,7.63066666667
424.73,13.634,21.0776666667,20.8473333333,20.486,9.674,11.6795,9.248,12.6641666667,21.0413333333,7.64133333333
425.08,13.6176666667,21.0573333333,20.8123333333,20.531,9.65933333333,11.6705,9.246,12.6825,21.004,7.624
425.44,13.6246666667,21.0673333333,20.874,20.5705,9.67866666667,11.662,9.25233333333,12.6886666667,21.038,7.62633333333
425.80,13.608,21.0226666667,20.855,20.557,9.66566666667,11.633,9.23233333333,12.6581666667,20.999,7.603
426.16,13.644,21.0226666667,20.857,20.574,9.64833333333,11.6605,9.212,12.6636666667,21.0073333333,7.629
426.51,13.6536666667,21.0493333333,20.9176666667,20.6455,9.683,11.7175,9.23233333333,12.6635,20.9866666667,7.64666666667
426.87,13.655,21.0583333333,20.92,20.62,9.718,11.6975,9.24433333333,12.707,20.9646666667,7.67566666667
427.23,13.6533333333,21.105,20.9313333333,20.6285,9.72833333333,11.647,9.23533333333,12.7425,21.0076666667,7.712
427.58,13.6373333333,21.1233333333,20.9593333333,20.717,9.777,11.7025,9.21166666667,12.7991666667,21.0076666667,7.77966666667
427.94,13.7063333333,21.246,21.036,20.7425,9.83066666667,11.723,9.25733333333,12.8311666667,21.0296666667,7.78833333333
428.30,13.6513333333,21.2266666667,20.9623333333,20.715,9.77766666667,11.672,9.23,12.8256666667,20.9396666667,7.77433333333
428.65,13.616,21.2306666667,20.957,20.742,9.78533333333,11.6545,9.21,12.7905,20.9016666667,7.75533333333
429.01,13.681,21.2606666667,21.055,20.772,9.817,11.6865,9.214,12.8155,20.978,7.76933333333
429.37,13.657,21.306,21.0063333333,20.7945,9.764,11.713,9.21633333333,12.8836666667,20.9383333333,7.78333333333
429.72,13.7083333333,21.3826666667,21.1106666667,20.88,9.8,11.7485,9.26033333333,12.9198333333,21.009,7.84966666667
430.08,13.6363333333,21.366,21.147,20.883,9.75633333333,11.707,9.193,12.8928333333,21.003,7.83266666667
430.44,13.6866666667,21.3846666667,21.135,20.905,9.79333333333,11.6865,9.17466666667,12.9035,21.036,7.78666666667
430.79,13.7976666667,21.474,21.246,21.101,9.83933333333,11.822,9.23933333333,12.967,21.148,7.83833333333
431.15,13.8866666667,21.504,21.271,21.171,9.869,11.949,9.27633333333,13.0161666667,21.1816666667,7.80766666667
431.50,13.929,21.5026666667,21.2816666667,21.194,9.89966666667,11.933,9.34266666667,13.0161666667,21.2103333333,7.80433333333
431.86,13.927,21.4643333333,21.355,21.251,9.86133333333,11.9705,9.318,13.0391666667,21.268,7.85066666667
432.22,13.933,21.503,21.4196666667,21.2965,9.87033333333,12.031,9.31166666667,13.0425,21.3123333333,7.83666666667
432.57,14.0506666667,21.5466666667,21.4833333333,21.4165,9.91333333333,12.1105,9.34766666667,13.121,21.421,7.87966666667
432.93,14.0266666667,21.559,21.4683333333,21.443,9.947,12.121,9.388,13.1531666667,21.4086666667,7.918
433.29,14.0373333333,21.5623333333,21.495,21.4675,9.961,12.136,9.39866666667,13.1388333333,21.4816666667,7.93033333333
433.64,14.0516666667,21.5803333333,21.4913333333,21.4635,9.961,12.141,9.38766666667,13.1213333333,21.4753333333,7.91133333333
434.00,14.0966666667,21.6236666667,21.4683333333,21.562,9.97133333333,12.16,9.38933333333,13.1111666667,21.5023333333,7.928
434.35,14.137,21.699,21.486,21.613,9.95466666667,12.175,9.43866666667,13.1391666667,21.4976666667,7.968
434.71,14.0963333333,21.677,21.492,21.5665,9.93766666667,12.1785,9.43466666667,13.1123333333,21.4813333333,7.97233333333
435.07,14.1196666667,21.6676666667,21.5096666667,21.5765,9.97,12.1185,9.42133333333,13.0793333333,21.46,7.98366666667
435.42,14.162,21.768,21.586,21.648,9.95366666667,12.1765,9.397,13.0931666667,21.481,7.977
435.78,14.128,21.84,21.5453333333,21.7085,9.98866666667,12.163,9.42333333333,13.0825,21.5033333333,7.939
436.13,14.2056666667,21.9443333333,21.6036666667,21.8155,10.0463333333,12.2135,9.491,13.1565,21.5686666667,8.01166666667
436.49,14.136,21.9386666667,21.5436666667,21.7515,10.063,12.1555,9.513,13.1275,21.5086666667,8.00366666667
436.84,14.189,22.0616666667,21.5786666667,21.817,10.093,12.179,9.52966666667,13.1291666667,21.603,8.01566666667
437.20,14.2643333333,22.0883333333,21.6473333333,21.886,10.1766666667,12.161,9.58066666667,13.1971666667,21.6646666667,8.052
437.56,14.303,22.1643333333,21.7953333333,22.035,10.2656666667,12.1735,9.60466666667,13.2398333333,21.7353333333,8.11433333333
437.91,14.3333333333,22.261,21.8776666667,22.1395,10.3563333333,12.233,9.67433333333,13.3001666667,21.7896666667,8.121
438.27,14.3586666667,22.287,21.8983333333,22.166,10.4176666667,12.236,9.66233333333,13.3346666667,21.8586666667,8.10833333333
438.62,14.383,22.3113333333,21.9183333333,22.2585,10.4473333333,12.2395,9.631,13.359,21.8926666667,8.11033333333
438.98,14.317,22.3026666667,21.9016666667,22.256,10.3906666667,12.211,9.59466666667,13.363,21.894,8.10066666667
439.33,14.3086666667,22.309,21.9166666667,22.2815,10.4206666667,12.144,9.62766666667,13.382,21.92,8.117
439.69,14.3413333333,22.2816666667,21.9406666667,22.302,10.4316666667,12.1565,9.60233333333,13.3648333333,21.9166666667,8.135
440.04,14.3413333333,22.319,21.9566666667,22.3035,10.442,12.15,9.581,13.3691666667,21.9223333333,8.11066666667
440.40,14.3743333333,22.3583333333,21.9656666667,22.3215,10.4533333333,12.204,9.56566666667,13.3618333333,21.956,8.14666666667
440.75,14.324,22.3013333333,21.979,22.303,10.4496666667,12.185,9.536,13.3278333333,21.937,8.13066666667
441.11,14.331,22.41,22.036,22.3665,10.4663333333,12.252,9.54066666667,13.3341666667,21.9403333333,8.13766666667
441.47,14.3343333333,22.463,22.057,22.406,10.4436666667,12.2965,9.552,13.3473333333,22.0046666667,8.129
441.82,14.3686666667,22.463,22.0853333333,22.3975,10.4403333333,12.2715,9.561,13.3693333333,22.0633333333,8.12433333333
442.18,14.339,22.4293333333,22.0943333333,22.3935,10.368,12.279,9.50333333333,13.3081666667,22.0343333333,8.09466666667
442.53,14.3636666667,22.458,22.152,22.4735,10.3753333333,12.285,9.55066666667,13.3221666667,22.0366666667,8.09
442.89,14.4713333333,22.544,22.206,22.5515,10.4456666667,12.344,9.60166666667,13.3555,22.0816666667,8.11166666667
443.24,14.5406666667,22.5396666667,22.154,22.626,10.4416666667,12.4175,9.609,13.3586666667,22.0913333333,8.151
443.60,14.5836666667,22.5983333333,22.218,22.6875,10.431,12.485,9.65933333333,13.4018333333,22.1453333333,8.17566666667
443.95,14.6143333333,22.565,22.2243333333,22.705,10.4563333333,12.4955,9.67833333333,13.4148333333,22.174,8.192
444.31,14.6353333333,22.5923333333,22.297,22.7825,10.467,12.505,9.724,13.4475,22.1903333333,8.15733333333
444.66,14.69,22.5923333333,22.36,22.8085,10.4943333333,12.5465,9.75266666667,13.4908333333,22.1896666667,8.18933333333
445.02,14.6986666667,22.5103333333,22.3523333333,22.7765,10.4616666667,12.5135,9.76066666667,13.4675,22.1656666667,8.174
445.37,14.6896666667,22.444,22.2716666667,22.727,10.451,12.526,9.73066666667,13.4536666667,22.077,8.151
445.72,14.673,22.4566666667,22.3216666667,22.767,10.4726666667,12.6115,9.739,13.4945,22.0736666667,8.177
446.08,14.713,22.4896666667,22.3763333333,22.815,10.51,12.614,9.80766666667,13.5358333333,22.0753333333,8.233
446.43,14.707,22.467,22.3353333333,22.7665,10.5043333333,12.637,9.79366666667,13.5293333333,22.0813333333,8.255
446.79,14.638,22.4243333333,22.3276666667,22.7875,10.4863333333,12.6215,9.811,13.5318333333,22.0626666667,8.24933333333
447.14,14.644,22.413,22.4113333333,22.7875,10.542,12.6535,9.82133333333,13.5321666667,22.078,8.24666666667
447.50,14.6706666667,22.429,22.418,22.809,10.573,12.655,9.80766666667,13.5466666667,22.087,8.26633333333
447.85,14.6996666667,22.47,22.458,22.8545,10.559,12.664,9.81566666667,13.5546666667,22.0936666667,8.30366666667
448.21,14.7233333333,22.4646666667,22.4726666667,22.896,10.5626666667,12.6585,9.83866666667,13.5996666667,22.066,8.32933333333
448.56,14.7166666667,22.5013333333,22.4823333333,22.977,10.5543333333,12.657,9.84333333333,13.6263333333,22.05,8.327
448.92,14.7376666667,22.5383333333,22.4913333333,23.005,10.563,12.6875,9.825,13.6325,22.0433333333,8.326
449.27,14.8033333333,22.6006666667,22.524,23.0135,10.6183333333,12.6935,9.90766666667,13.6991666667,22.1013333333,8.38
449.62,14.8456666667,22.5513333333,22.533,23.0045,10.6003333333,12.6395,9.902,13.6603333333,22.0496666667,8.413
449.98,14.9156666667,22.557,22.5183333333,23.026,10.6243333333,12.666,9.915,13.6986666667,22.0633333333,8.42
