wavelength,Back_DigCaem,Belly_DigCaem,Breast_DigCaem,Crissum_DigCaem,Crown_DigCaem,DorTail_DigCaem,Rump_DigCaem,Throat_DigCaem,WingTip_DigCaem
351.46,9.67873333333,19.8014,16.5418666667,18.2935333333,9.682,6.0166,10.4664666667,14.7467333333,9.22166666667
351.83,9.63633333334,19.7909333333,16.5152666667,18.3028,9.62633333334,5.92433333333,10.3469333333,14.6698,9.15146666665
352.19,9.65826666667,19.9433333333,16.6290666667,18.4186,9.68226666667,5.95386666667,10.4789333333,14.7326666667,9.15926666668
352.55,9.78759999999,20.0313333333,16.731,18.4712666667,9.71973333334,6.07366666667,10.6032666667,14.8014666667,9.21733333333
352.92,9.81306666666,20.0256,16.8151333333,18.5301333333,9.71113333333,6.12033333333,10.6786,14.8492666667,9.2582
353.28,9.87233333333,20.1188,16.9684,18.6458666667,9.79140000001,6.15333333333,10.727,14.8084666667,9.29546666668
353.65,9.94186666667,20.2160666667,17.0638,18.7746666667,9.85900000001,6.21133333333,10.7442666667,14.9142,9.32713333334
354.01,9.91459999999,20.2072,17.038,18.6970666667,9.785,6.11973333333,10.7854,14.9375333333,9.27873333333
354.38,9.89246666667,20.3204,17.1271333333,18.7534,9.82613333334,6.16713333333,10.8237333333,14.9718,9.24993333333
354.74,9.8842,20.4003333333,17.1314,18.8788666667,9.79939999999,6.20893333333,10.8661333333,14.9858666667,9.21960000001
355.11,9.94519999999,20.5338,17.3529333333,19.0142666667,9.88013333333,6.33326666667,10.9564666667,15.0411333333,9.31873333334
355.47,10.0222,20.6676666667,17.5436666667,19.1896,10.0019333333,6.53346666667,11.1307333333,15.1732,9.42006666667
355.83,10.0502666667,20.8253333333,17.6984666667,19.2608666667,10.0748,6.59453333333,11.2602,15.3078,9.47313333333
356.20,10.2172666667,20.9668666667,17.8713333333,19.4076,10.2480666667,6.79113333333,11.4034666667,15.5252666667,9.62199999999
356.56,10.2509333333,21.1197333333,17.9935333333,19.5438,10.2966,6.8358,11.4511333333,15.6032,9.68886666667
356.93,10.1601333333,21.0484,17.8805333334,19.4118,10.1708,6.77366666667,11.3263333333,15.5048666667,9.6034
357.29,10.1696666667,21.1772666667,17.9145333333,19.488,10.1465333333,6.7832,11.3656,15.6555333333,9.60506666668
357.66,10.1618,21.2706666667,18.0385333333,19.5671333333,10.1583333333,6.83286666667,11.3983333333,15.7065333334,9.64453333335
358.02,10.2652666667,21.4672,18.196,19.7846666667,10.3156,7.00093333333,11.4876,15.8788666667,9.76506666667
358.38,10.4097333333,21.5853333333,18.2619333333,19.9079333333,10.4609333334,7.13153333333,11.5782,15.9565333333,9.88273333332
358.75,10.4084666667,21.5846666667,18.3172666667,19.8893333333,10.4002,7.08066666667,11.5508,15.9714,9.8706
359.11,10.3918666667,21.5798,18.2460666667,19.8202,10.2949333334,6.92433333333,11.4622,15.898,9.77720000001
359.48,10.3314666667,21.5725333333,18.2488,19.8166666667,10.273,6.8444,11.4124,15.9019333333,9.72773333333
359.84,10.3754,21.5859333333,18.2328666667,19.8141333333,10.2968,6.8922,11.434,15.9304666667,9.75926666666
360.20,10.2647333333,21.5422666667,18.1706666667,19.7818,10.2376,6.80626666667,11.3666666667,15.8264,9.68306666665
360.57,10.0832,21.4408,18.0513333333,19.6104666667,10.1213333333,6.62566666667,11.2386,15.6825333334,9.53240000001
360.93,10.1549333333,21.6301333333,18.2206666667,19.7826,10.2304666667,6.68606666667,11.3245333333,15.7648666666,9.6018
361.29,10.1714,21.6638666667,18.2624666667,19.8084,10.2226,6.66593333333,11.3226,15.7315333333,9.61040000001
361.66,10.1627333334,21.6249333333,18.1806666666,19.7512,10.1797333334,6.5896,11.3024,15.6694666667,9.54506666665
362.02,10.1756,21.6445333333,18.2330666667,19.7396,10.1964666667,6.59526666667,11.2971333333,15.6169333333,9.56973333334
362.39,10.1065333333,21.6444,18.2492,19.7491333333,10.1356666667,6.54493333334,11.298,15.6394666667,9.5364
362.75,10.0581333333,21.6122,18.2247333333,19.7274666667,10.1392666667,6.5078,11.2648666667,15.6149333333,9.47740000002
363.11,10.0864666667,21.6624,18.2818666666,19.8088,10.2132666667,6.57513333334,11.3257333333,15.6977333333,9.52026666669
363.48,10.0938,21.6583333334,18.2633333333,19.7854,10.1743333333,6.56013333333,11.3106666667,15.6330666667,9.47293333333
363.84,10.0528666667,21.6367333333,18.2590666667,19.7855333333,10.1101333333,6.499,11.2466,15.5870666667,9.38766666665
364.20,9.99080000001,21.5880666667,18.1692,19.708,9.97500000001,6.3426,11.1365333333,15.4909333333,9.30006666668
364.57,10.0430666667,21.6229333333,18.2348,19.7432666667,9.99313333333,6.34973333333,11.1316666667,15.5184666667,9.34053333333
364.93,10.0786,21.6556666667,18.2626666667,19.756,10.022,6.38213333333,11.1777333333,15.5638,9.34853333333
365.29,9.93546666667,21.5268666667,18.1304666667,19.6253333333,9.87953333333,6.21486666667,11.0493333333,15.4537333333,9.17073333334
365.66,10.0538666667,21.6498666667,18.329,19.8152,10.0282,6.33626666666,11.1344666667,15.5947333333,9.30893333334
366.02,10.1531333333,21.7358666667,18.4022666667,19.905,10.0559333333,6.39013333333,11.171,15.684,9.35693333333
366.38,10.2703333333,21.8217333333,18.4941333334,20.006,10.159,6.4594,11.1974666667,15.7384,9.41639999999
366.75,10.3816666667,21.9447333333,18.5606666667,20.0686,10.2906666667,6.53613333334,11.2677333333,15.8414666667,9.54959999999
367.11,10.3149333333,21.8891333333,18.5453333333,20.0584666667,10.2625333333,6.49466666667,11.2096,15.7906,9.4976
367.47,10.2642666667,21.9098,18.5591333333,20.0872,10.2788,6.47393333333,11.2184,15.8016,9.48360000001
367.84,10.274,22.043,18.6396666667,20.1607333334,10.3368,6.46733333333,11.2322666667,15.7923333333,9.48493333332
368.20,10.3434,22.1456666667,18.8201333333,20.2602666667,10.4586666667,6.59813333333,11.2958666667,15.919,9.52419999999
368.56,10.3828666667,22.1958666667,18.8349333333,20.3395333333,10.5206666667,6.67366666667,11.3484666666,15.9732,9.51206666667
368.93,10.3061333333,22.1720666667,18.7494666667,20.2971333333,10.433,6.56066666667,11.2268,15.9317333334,9.36746666666
369.29,10.5656,22.4664,19.0714666667,20.5342666667,10.6994,6.84986666667,11.4415333333,16.2296,9.64553333335
369.65,10.5792,22.5493333333,19.12,20.5654666667,10.6985333333,6.879,11.4792666667,16.3190666667,9.61760000001
370.01,10.5316,22.5681333333,19.139,20.5874,10.6864,6.80826666667,11.4974,16.3358,9.58793333335
370.38,10.4878,22.6276,19.1452,20.6126666667,10.6616,6.751,11.4891333333,16.3338,9.5806
370.74,10.4984666667,22.6558,19.2124666667,20.7137333333,10.6792,6.80373333333,11.5962666667,16.3572,9.58513333333
371.10,10.5838,22.7801333333,19.2708,20.8446666667,10.7642666667,6.8746,11.6842666667,16.4474666667,9.62046666668
371.46,10.5793333334,22.7969333333,19.2373333333,20.7894,10.7737333333,6.8132,11.6808666666,16.4936666667,9.62639999999
371.83,10.5706666667,22.7370666667,19.2089333333,20.7960666667,10.7418,6.79606666667,11.6548666667,16.5240666667,9.63466666667
372.19,10.5508,22.7257333334,19.1252666667,20.7988,10.7404666667,6.7498,11.6391333333,16.4836666666,9.61913333335
372.55,10.527,22.6833333333,19.077,20.7492666667,10.639,6.6674,11.5758666667,16.424,9.55073333333
372.92,10.5708666667,22.7124,19.1061333333,20.7939333333,10.6348,6.666,11.5990666667,16.4154,9.58120000001
373.28,10.4888,22.6496,19.0354666667,20.8328,10.5410666667,6.58393333333,11.5570666667,16.3388,9.47700000001
373.64,10.3606666667,22.5294,18.9078,20.7573333333,10.4140666667,6.4598,11.4231333333,16.1497333333,9.3364
374.00,10.3313333333,22.5146666667,18.8736,20.7732,10.3980666667,6.47126666667,11.3721333334,16.1158,9.31339999999
374.37,10.3215333333,22.4548666667,18.8437333333,20.7142666667,10.3722,6.4458,11.3313333333,16.1081333333,9.24426666668
374.73,10.3949333333,22.5610666667,18.9429333333,20.7902,10.3916666667,6.46926666666,11.3488666667,16.1930666667,9.29933333333
375.09,10.4031333333,22.6581333333,19.0236,20.8120666667,10.3647333333,6.4174,11.3397333333,16.2321333333,9.32726666666
375.45,10.5932666667,22.9136,19.2545333333,21.0715333333,10.5182666667,6.6068,11.5046,16.383,9.46926666666
375.81,10.6968,23.0568666667,19.3957333333,21.1862,10.6066,6.73466666667,11.6215333333,16.4803333333,9.56246666667
376.18,10.7924666667,23.2125333333,19.55,21.2859333333,10.6588,6.84326666667,11.715,16.5836666667,9.69133333333
376.54,10.9438,23.4042,19.7421333333,21.4452,10.8354,6.99206666667,11.8452666667,16.7497333333,9.8182
376.90,11.032,23.5416,19.8762,21.5726,10.9746,7.1412,11.9738666667,16.8627333333,9.9308
377.26,11.0135333333,23.5770666667,19.8917333333,21.5378,10.9926666667,7.12906666667,11.9597333333,16.8708,9.92613333335
377.63,11.0964,23.6937333334,19.9901333333,21.5929333333,11.0547333333,7.16693333333,12.0058,16.9400666667,9.98420000001
377.99,11.1516666667,23.8055333333,20.0388666667,21.6418666667,11.0981333333,7.16353333333,12.0649333333,16.9722666667,9.98580000001
378.35,11.2102,23.9533333333,20.1349333333,21.7460666667,11.118,7.22186666667,12.1477333333,17.0298,10.0601333333
378.71,11.1676666667,23.9434,20.1048666667,21.7428,11.0834,7.195,12.1214,16.9426666667,9.96766666669
379.07,11.2706666667,24.0278666667,20.1924666667,21.8103333333,11.1907333333,7.33966666667,12.2298666667,17.0482,10.0445333333
379.44,11.2254666667,23.9722666667,20.1653333333,21.785,11.167,7.3074,12.1923333333,17.0226,10.0344
379.80,11.2376666667,24.0636666667,20.2019333333,21.8544,11.2086,7.3072,12.2275333333,17.059,10.0461333333
380.16,11.1703333333,24.077,20.1708666667,21.8789333333,11.154,7.20633333333,12.1922666667,16.9944,9.95246666665
380.52,11.0828,24.1039333333,20.1545333333,21.8918,11.0996666667,7.13893333333,12.167,16.9695333333,9.90786666667
380.88,10.9592,24.0204666667,20.0872,21.8431333333,10.9887333333,6.9676,12.0348666667,16.8818666667,9.78966666665
381.24,10.9696666667,24.0531333333,20.0901333333,21.8468,10.9834666667,6.93386666667,12.0144666667,16.8385333334,9.78866666667
381.61,10.9618666667,24.0837333333,20.1093333334,21.9018,10.9860666666,6.94913333334,12.0548666667,16.8545333333,9.82273333334
381.97,10.9969333333,24.1336,20.1985333333,21.9076,11.0168,6.9872,12.0847333333,16.894,9.85633333331
382.33,10.9190666667,24.0283333333,20.1622666667,21.8618666667,10.9605333333,6.9178,12.0024666667,16.8220666667,9.78093333333
382.69,10.9979333333,24.1623333333,20.2459333333,21.9377333333,11.0376666667,6.994,12.0588,16.946,9.88066666666
383.05,10.8944,24.0964,20.1749333333,21.864,10.9189333333,6.85566666667,11.932,16.8272,9.7588
383.41,10.9013333333,24.1381333333,20.1617333333,21.875,10.8721333333,6.82833333333,11.8588,16.807,9.7034
383.77,10.8669333333,24.1366666667,20.0962666667,21.8334666667,10.8348666667,6.7618,11.7914,16.7518666667,9.64833333334
384.14,10.8207333333,24.0868666667,20.0448,21.7646666667,10.77,6.74673333333,11.7248666667,16.7059333333,9.57540000001
384.50,10.8544,24.1463333333,20.0963333333,21.7778,10.7899333333,6.75606666667,11.7316666667,16.7276666667,9.60060000002
384.86,10.9481333333,24.2294666667,20.1893333333,21.8315333333,10.8852,6.87306666667,11.8451333333,16.8306,9.73326666666
385.22,10.9510666667,24.2330666667,20.2087333333,21.863,10.8681333333,6.88926666667,11.8259333333,16.8485333333,9.73706666667
385.58,10.9152,24.2304666667,20.1733333333,21.861,10.8696666667,6.8958,11.8161333333,16.8633333333,9.71593333335
385.94,10.9124666666,24.2014666667,20.1206,21.8597333333,10.8662666667,6.9056,11.789,16.8477333333,9.70773333334
386.30,10.9444,24.2934,20.1536666667,21.9066666667,10.9156666667,6.91346666667,11.8274,16.8728666667,9.71079999999
386.66,10.9214666667,24.2705333333,20.1538666667,21.9335333333,10.9402,6.89333333333,11.8033333333,16.8488,9.70666666667
387.03,10.9770666667,24.3268666667,20.1919333333,22.0051333333,10.9905333333,6.9462,11.8425333333,16.8824,9.77993333332
387.39,10.9358,24.2972666667,20.1824,21.9809333333,10.9578,6.90566666667,11.8402,16.8562,9.76086666667
387.75,10.9418,24.3052666666,20.2545333333,22.0264666666,10.9588666667,6.92413333333,11.8682666667,16.8833333333,9.77019999999
388.11,10.9998,24.3657333333,20.3306,22.0914666667,11.0070666667,6.95506666667,11.9099333333,16.942,9.81899999998
388.47,10.9650666667,24.2715333333,20.2941333333,22.0886666667,10.9754,6.951,11.8860666666,16.9261333333,9.80186666666
388.83,10.8954666667,24.2982666667,20.2758,22.0887333333,10.9074666667,6.91233333333,11.8122666667,16.8922,9.72400000001
389.19,10.8278666667,24.3218,20.219,22.0626666667,10.8663333334,6.84246666666,11.7758666667,16.857,9.64999999998
389.55,10.8556,24.3768666667,20.2612666667,22.0632666667,10.8514666667,6.8112,11.7535333333,16.8453333333,9.62633333335
389.91,10.7836,24.3738,20.2327333333,22.0521333333,10.7567333333,6.72613333333,11.6866,16.8131333333,9.54333333334
390.27,10.7464,24.3836,20.2419333333,22.0479333333,10.7358,6.6886,11.6438666667,16.8162,9.53639999999
390.63,10.744,24.4744666667,20.2874666667,22.0772,10.7030666667,6.63673333333,11.6513333333,16.8250666667,9.49766666666
391.00,10.7008666667,24.4571333333,20.2909333333,22.0623333333,10.6767333334,6.59726666666,11.6259333333,16.7969333333,9.45526666668
391.36,10.717,24.5032666667,20.3080666667,22.0860666667,10.7053333333,6.6468,11.6506666667,16.8252,9.46873333334
391.72,10.7291333333,24.5243333334,20.2878,22.0825333333,10.6790666667,6.64613333334,11.6246666667,16.8235333333,9.47166666665
392.08,10.7218666667,24.5721333333,20.3038666667,22.1196,10.6849333334,6.64506666667,11.6325333333,16.8321333333,9.46480000001
392.44,10.6770666667,24.6457333333,20.2974,22.1324,10.6614666667,6.57806666667,11.5917333333,16.8133333333,9.40833333333
392.80,10.692,24.6547333333,20.3182,22.1234,10.6551333333,6.55913333333,11.5840666667,16.8222666667,9.41099999999
393.16,10.7551333333,24.7248666667,20.4422666667,22.245,10.7348,6.64873333333,11.6576666667,16.9362,9.48779999999
393.52,10.7900666667,24.8229333333,20.5174666667,22.3459333333,10.7935333333,6.6954,11.7008,17.015,9.54133333333
393.88,10.8383333333,24.8636,20.5736,22.4147333333,10.8726,6.76006666667,11.753,17.0417333333,9.62686666665
394.24,10.8556,24.8690666667,20.5577333333,22.4012,10.8602666667,6.77446666667,11.7678,17.0392,9.632
394.60,10.7632666666,24.7364666667,20.4406666667,22.2978666667,10.7557333333,6.68433333333,11.6527333333,16.945,9.5524
394.96,10.7251333333,24.7277333333,20.4195333333,22.2886666667,10.7273333333,6.64886666667,11.6289333333,16.9454,9.52620000001
395.32,10.6933333333,24.7278,20.428,22.3162,10.7064,6.6046,11.5723333333,16.9320666667,9.49760000001
395.68,10.6948,24.7606666667,20.4778,22.361,10.7424,6.6072,11.5712,16.9566,9.50459999999
396.04,10.7278666667,24.801,20.5291333333,22.3883333333,10.7691333333,6.65513333333,11.5887333333,16.9953333333,9.5548
396.40,10.8338,24.8335333333,20.6298666667,22.4534666667,10.8396,6.74346666667,11.6536,17.0469333334,9.61839999999
396.76,10.9003333333,24.8974666667,20.6969333333,22.5386,10.9053333333,6.7864,11.7018666667,17.082,9.68320000002
397.12,10.9418666667,24.911,20.6952666667,22.5178,10.9175333333,6.76553333333,11.7322666667,17.0616,9.70160000001
397.48,10.8929333333,24.8758666667,20.6836666667,22.4608666667,10.8548,6.7108,11.6822,17.0106666667,9.63966666666
397.84,10.9230666667,24.9702,20.7416,22.5037333333,10.8901333333,6.71053333333,11.7078666667,17.0678,9.6532
398.20,10.9824666667,25.0394,20.8201333333,22.6065333334,10.9556666667,6.79673333333,11.7603333333,17.125,9.70399999999
398.56,11.0684,25.1862,20.9467333333,22.7199333333,11.0657333333,6.93666666667,11.8732,17.2194,9.79346666666
398.92,11.1156666667,25.2956,21.0154,22.8000666666,11.1309333333,7.02066666667,11.9114666667,17.2894666667,9.841
399.28,11.0916666667,25.3140666666,21.0333333333,22.7622,11.0963333333,7.00233333333,11.9080666667,17.2655333333,9.82133333333
399.64,11.1116666667,25.3628666667,21.0705333333,22.7961333333,11.1259333333,7.0204,11.9479333333,17.3014,9.85953333334
400.00,11.1025333333,25.3698666667,21.0540666667,22.7828,11.1347333333,6.95413333333,11.9479333333,17.2899333334,9.84340000001
400.36,11.0392666667,25.3974,21.0063333333,22.7688666667,11.1065333333,6.9252,11.9044666667,17.2791333333,9.80226666666
400.72,11.0087333333,25.4022,20.9817333333,22.7773333333,11.0849333333,6.9138,11.9100666667,17.2712666667,9.75560000002
401.08,10.9126,25.3932666667,20.9162666667,22.7492,10.9936666667,6.8628,11.8101333333,17.2055333333,9.65299999999
401.44,10.8711333333,25.3838666667,20.8765333333,22.7518666667,10.9602666667,6.84906666667,11.7700666666,17.1724666667,9.60733333334
401.80,10.7731333333,25.2942,20.8135333333,22.697,10.8481333333,6.76433333334,11.6912666667,17.0968666667,9.51133333334
402.16,10.7865333333,25.3534,20.8586666667,22.7724666667,10.8729333333,6.77946666667,11.6876,17.1238,9.52679999999
402.52,10.8121333333,25.3846666667,20.8960666667,22.8,10.8967333333,6.7672,11.6792666667,17.1679333334,9.54726666667
402.88,10.8626,25.4158666667,20.9235333333,22.8251333333,10.9179333333,6.76506666667,11.7154,17.1869333333,9.5886
403.24,10.8919333333,25.4722666667,20.9512,22.8658,10.9430666667,6.78533333333,11.7567333333,17.2312666667,9.62459999998
403.60,10.8422,25.4404666667,20.9107333333,22.8262,10.8928666667,6.75366666667,11.7058666667,17.1665333333,9.56953333335
403.95,10.89,25.5393333333,20.9874,22.9164666667,10.9248,6.81226666667,11.7177333333,17.2176666667,9.58913333333
404.31,10.9098,25.5755333333,21.0477333333,22.9335333334,10.9452666667,6.8458,11.7514666667,17.2294,9.61999999999
404.67,10.9422,25.6154,21.0969333333,22.9576666667,10.9693333333,6.87153333333,11.752,17.2671333334,9.65039999999
405.03,10.9994,25.657,21.1597333333,23.0106,11.0609333333,6.95346666667,11.8081333333,17.3514666667,9.72460000001
405.39,11.0275333333,25.6702666667,21.1728666667,23.0134666667,11.081,6.9356,11.8185333333,17.3648666667,9.74993333333
405.75,11.0571333333,25.7307333334,21.2090666667,23.0144666667,11.1163333333,6.9508,11.8393333333,17.3956,9.75793333333
406.11,11.0484,25.7286,21.2031333333,23.0004,11.0824,6.9202,11.8050666667,17.3768666667,9.72746666667
406.47,11.0997333333,25.7791333333,21.2338,23.0422666667,11.1194,6.964,11.8664666667,17.4050666667,9.77119999998
406.83,11.0856666667,25.8024,21.2291333333,23.025,11.0931333333,6.97226666666,11.8382,17.3942,9.74866666667
407.19,11.1215333333,25.8391333333,21.3007333333,23.0884666667,11.1554,7.02646666667,11.865,17.433,9.77613333334
407.55,11.1591333333,25.9003333334,21.3682,23.1616,11.1809333333,7.04986666667,11.8944,17.489,9.79113333333
407.90,11.1469333334,25.8750666667,21.3609333333,23.1457333333,11.1922666667,7.03786666667,11.9108666667,17.4673333333,9.78706666667
408.26,11.168,25.9243333333,21.379,23.1817333333,11.2003333333,7.01913333333,11.9182666667,17.4854666667,9.80260000002
408.62,11.1054666667,25.8922666667,21.3618,23.1712666667,11.169,6.964,11.8916,17.4380666667,9.73966666667
408.98,11.1220666667,25.9189333333,21.4147333334,23.2030666667,11.1648,6.94766666667,11.8906,17.4372666667,9.75933333333
409.34,11.1492,25.9845333333,21.4778666667,23.282,11.197,6.9946,11.9161333333,17.4927333333,9.80286666665
409.70,11.1150666666,25.9749333333,21.5116,23.3203333333,11.1993333333,7.00733333333,11.8988,17.479,9.81513333333
410.06,11.1444666667,26.0602666667,21.5654666667,23.3447333333,11.2521333333,7.03566666667,11.9596666667,17.5474,9.86146666667
410.42,11.1142,26.0726666666,21.6022666667,23.3686,11.2422666667,7.0264,11.9270666667,17.5486,9.83573333333
410.77,11.097,26.0728,21.625,23.4053333333,11.2506666667,7.00233333333,11.9385333333,17.5356,9.80966666665
411.13,11.0747333333,26.1004,21.5844,23.3967333333,11.2242,6.9544,11.9082666667,17.5083333333,9.77173333334
411.49,11.0322666667,26.101,21.5636666667,23.3662,11.2067333333,6.91113333333,11.8798,17.4965333333,9.72486666667
411.85,11.0532,26.1388,21.5660666667,23.3994666667,11.2152666667,6.91506666667,11.8904666667,17.5380666667,9.73526666669
412.21,11.0167333333,26.1192,21.5359333333,23.4092,11.2126666667,6.914,11.8748666667,17.5471333333,9.71860000002
412.57,11.0732666667,26.2399333333,21.5892666667,23.496,11.2664,6.9636,11.9185333333,17.6097333333,9.78066666665
412.92,11.0704666667,26.2937333333,21.6048666667,23.5346666667,11.2768,6.964,11.9340666667,17.6221333333,9.75946666669
413.28,11.0412,26.2844666667,21.5802666667,23.5177333333,11.2656,6.92606666667,11.9275333333,17.6123333333,9.76173333333
413.64,11.0549333333,26.3034,21.5544,23.507,11.2394666666,6.90186666667,11.9015333333,17.6194666667,9.72913333332
414.00,11.0386666667,26.2810666667,21.5456666667,23.5003333333,11.2210666667,6.87726666667,11.8752,17.5889333333,9.72000000001
414.36,11.0072666667,26.2574666667,21.4872,23.4704,11.1821333333,6.84233333333,11.8393333333,17.5622,9.686
414.72,11.0258666667,26.2996,21.5180666667,23.5038,11.2136,6.85666666667,11.8596666667,17.6005333333,9.72100000001
415.07,11.0472,26.3311333333,21.5623333333,23.5443333333,11.2388666667,6.888,11.8866,17.6455333333,9.76273333335
415.43,11.0592666667,26.3186,21.5541333333,23.5290666666,11.2206666667,6.88766666667,11.8731333333,17.6358666667,9.78846666666
415.79,11.0171333333,26.306,21.5631333333,23.5050666667,11.1804,6.87626666667,11.8404666667,17.6054666667,9.75839999999
416.15,11.0823333334,26.3796,21.6277333333,23.5665333333,11.2195333333,6.90893333333,11.8822,17.646,9.80619999999
416.51,11.0711333333,26.3558,21.617,23.5183333333,11.1876666667,6.8852,11.8438,17.627,9.78193333333
416.86,11.0998,26.36,21.6326666667,23.5330666667,11.2176,6.91153333333,11.8691333334,17.6676,9.81993333333
417.22,11.1264666667,26.3702,21.6646666667,23.5490666667,11.2662,6.97446666667,11.9113333334,17.6792666667,9.84026666668
417.58,11.1762,26.4352,21.7134,23.6263333333,11.3230666667,7.0506,11.9611333333,17.7298,9.90319999999
417.94,11.1628666667,26.4452,21.7181333333,23.638,11.3326,7.05286666667,11.9568666667,17.728,9.89953333333
418.29,11.1704,26.4818,21.7527333333,23.6577333333,11.3486666667,7.0658,11.9690666667,17.727,9.92339999999
418.65,11.1872,26.4832,21.7744666667,23.6690666667,11.3559333333,7.08793333333,11.9852,17.7251333333,9.9338
419.01,11.1854,26.4568,21.7584,23.6490666666,11.3504,7.0866,11.9873333333,17.7096,9.93606666667
419.37,11.1924,26.4874666667,21.782,23.6682666667,11.3643333333,7.1144,12.0064666667,17.7139333333,9.95526666668
419.73,11.2076666667,26.5088666667,21.7996666667,23.6974666667,11.3941333333,7.128,12.0130666667,17.7127333333,9.97479999999
420.08,11.1659333333,26.4768666667,21.7673333333,23.6523333333,11.3655333333,7.11353333333,11.9796666667,17.6752,9.9506
420.44,11.1608,26.5071333333,21.7757333333,23.6784666667,11.3861333333,7.1348,12.0006,17.6977333333,9.96353333334
420.80,11.1367333333,26.5114,21.7606666667,23.6464,11.3610666667,7.11373333333,11.9685333333,17.6596666667,9.94353333334
421.16,11.1414666667,26.5402,21.7696666667,23.6646,11.3564666667,7.10633333333,11.969,17.6592,9.93826666668
421.51,11.1221333333,26.5173333333,21.7562666667,23.6282,11.3441333333,7.0854,11.9639333333,17.6308666666,9.92379999999
421.87,11.1342,26.5475333333,21.785,23.6606666667,11.3696666667,7.11373333333,11.9862,17.6555333333,9.94246666667
422.23,11.1268,26.5544666667,21.7874,23.6512,11.3627333333,7.10166666667,11.9841333333,17.6409333333,9.93986666665
422.58,11.1272,26.5727333334,21.7807333333,23.6527333333,11.369,7.08786666667,11.9680666667,17.6468,9.93180000001
422.94,11.1135333333,26.5834,21.7892,23.6646666667,11.3585333333,7.08686666667,11.9526666667,17.6564,9.91839999999
423.30,11.1147333333,26.6042,21.7874,23.6778666667,11.3732666667,7.08233333333,11.9578666667,17.6721333333,9.91886666665
423.66,11.0823333333,26.5942666667,21.7684,23.6570666667,11.3408,7.06106666667,11.9324666667,17.6556666667,9.89793333332
424.01,11.0706666667,26.6053333333,21.7607333333,23.6535333333,11.3236,7.03453333333,11.9131333333,17.6569333333,9.86713333333
424.37,11.0710666667,26.6073333333,21.7645333333,23.653,11.3171333333,7.0276,11.9018666667,17.639,9.85646666667
424.73,11.0930666667,26.648,21.7950666667,23.6896,11.3322,7.03913333333,11.9159333333,17.6624,9.87386666668
425.08,11.0918,26.6569333333,21.8044666667,23.6972,11.3215333333,7.038,11.9172,17.6614666667,9.87226666667
425.44,11.1181333333,26.6986,21.8372666667,23.7421333334,11.341,7.0466,11.9272666667,17.6957333333,9.88680000001
425.80,11.1243333333,26.7144666667,21.8313333333,23.7466666666,11.3231333333,7.03713333333,11.9056,17.6889333333,9.8718
426.16,11.149,26.7316,21.8382,23.7751333333,11.3444666667,7.04653333333,11.9027333333,17.7246666667,9.881
426.51,11.157,26.7836,21.8685333334,23.8014666667,11.3638666667,7.07133333333,11.9296,17.7713333333,9.91466666667
426.87,11.1926666667,26.8462,21.8970666667,23.8425333333,11.4026,7.07646666667,11.9521333334,17.7854,9.94033333333
427.23,11.2170666666,26.8652,21.9318,23.8787333333,11.4259333333,7.106,11.962,17.8015333333,9.95026666668
427.58,11.2491333333,26.9052,21.9689333333,23.9101333333,11.4631333333,7.12486666667,11.9858666667,17.8448666667,9.97359999999
427.94,11.3038,26.9643333333,22.0495333333,23.9901333333,11.5229333333,7.19006666667,12.0324,17.8964666667,10.0425333333
428.30,11.3146,26.9796666667,22.0584,23.9948666667,11.5426,7.19,12.0339333333,17.9148666667,10.054
428.65,11.285,26.9594,22.0301333333,23.9979333333,11.5294666667,7.18953333333,12.0348,17.8920666667,10.0386666667
429.01,11.306,27.0068666667,22.0632,24.0486,11.5750666667,7.21353333333,12.0422666667,17.9446,10.0642666667
429.37,11.2800666667,27.0142666667,22.0680666667,24.0457333333,11.5637333333,7.19506666667,12.0339333333,17.9372,10.0443333333
429.72,11.2747333333,27.0111333333,22.0914,24.0297333333,11.5584666667,7.19133333333,12.034,17.9464,10.0541333333
430.08,11.3051333333,27.0483333333,22.1268,24.0624666667,11.5824666667,7.23413333333,12.0664666667,17.9774,10.069
430.44,11.2960666667,27.0103333333,22.1189333333,24.0690666667,11.5566,7.23773333333,12.0514666667,17.9369333333,10.0517333334
430.79,11.3064666667,27.0172,22.1411333333,24.0655333333,11.5728666667,7.2488,12.0454666667,17.9479333333,10.0615333333
431.15,11.2990666667,27.0474666667,22.1472666667,24.0724,11.5555333334,7.23233333333,12.0392666667,17.9361333333,10.0542666667
431.50,11.3399333333,27.1156666667,22.1871333333,24.1418,11.5985333333,7.27,12.0890666667,17.9802,10.0984666667
431.86,11.3387333333,27.1146,22.1812666667,24.1346666667,11.6016666667,7.24993333333,12.1010666667,17.9776666667,10.0914666667
432.22,11.336,27.1283333333,22.1908666667,24.1542,11.5875333333,7.252,12.1088,17.9785333333,10.1078666667
432.57,11.3692,27.1767333333,22.2502666667,24.1809333334,11.6357333333,7.27113333334,12.1401333333,18.0138,10.1399333333
432.93,11.366,27.1718,22.2280666667,24.1612,11.6184,7.27086666666,12.1247333333,17.9978666667,10.1202666667
433.29,11.3586666667,27.1885333333,22.2273333333,24.1554666667,11.6154666667,7.26553333333,12.1186,17.9886666667,10.122
