wavelength,Back_SalFulf,Belly_SalFulf,Breast_SalFulf,Crissum_SalFulf,Crown_SalFulf,DorTail_SalFulf,Rump_SalFulf,Throat_SalFulf,WingTip_SalFulf
365.29,7.33586111111,7.8175,6.86448809524,5.50783333334,8.15725,7.89591666667,6.67608333333,6.13920833334,9.52704166666
365.66,7.36027777777,7.80775,6.87055952381,5.501,8.183,7.8775,6.62870833333,6.14041666667,9.55041666667
366.02,7.38263888889,7.77225,6.84598809524,5.61525,8.21125,7.83675,6.66666666666,6.19229166667,9.55758333333
366.38,7.29508333333,7.83183333333,6.85782142857,5.64383333333,8.23683333333,7.708375,6.71354166666,6.17495833333,9.50816666667
366.75,7.26486111111,7.89516666667,6.90226190476,5.62833333334,8.23566666667,7.65633333333,6.81408333333,6.14775,9.49108333333
367.11,7.27513888889,7.81841666667,6.89270238095,5.55016666667,8.18158333334,7.66325,6.81841666666,6.147625,9.46545833334
367.47,7.25725,7.79366666667,6.80378571428,5.49375,8.11258333333,7.62008333333,6.73779166667,6.17583333333,9.411125
367.84,7.18488888889,7.73708333333,6.713,5.44475,8.02691666667,7.56895833333,6.64904166667,6.10758333334,9.30445833333
368.20,7.03894444444,7.52766666667,6.48679761905,5.24216666667,7.90225,7.30854166667,6.48791666667,5.96079166667,9.15270833333
368.56,7.08169444444,7.53191666667,6.46242857143,5.25716666667,7.95125,7.42283333334,6.574,5.939125,9.09245833333
368.93,7.18958333333,7.60933333333,6.44598809524,5.38808333334,8.01541666667,7.57554166666,6.67904166667,5.955125,9.12883333333
369.29,7.00625,7.38225,6.23620238095,5.20675,7.82,7.32666666666,6.525875,5.76133333333,8.96875
369.65,6.77191666667,7.15091666667,5.93996428571,4.98,7.56466666667,7.13854166666,6.35258333333,5.60595833333,8.65691666667
370.01,6.64466666666,7.05966666667,5.88435714286,4.92441666667,7.4755,7.05645833333,6.28929166667,5.51154166667,8.541125
370.38,6.54436111111,6.867,5.788,4.7585,7.28983333333,6.99508333334,6.176375,5.39466666667,8.47195833333
370.74,6.34205555555,6.62141666667,5.63669047619,4.6735,7.13883333333,6.835875,5.97729166666,5.27458333333,8.342625
371.10,6.27066666666,6.51333333333,5.61580952381,4.668,7.164,6.82733333333,5.96466666667,5.23666666667,8.30466666667
371.46,6.15380555556,6.38341666667,5.50884523809,4.61875,7.10883333333,6.72033333333,5.93591666667,5.106625,8.21629166667
371.83,5.96177777778,6.23491666667,5.35555952381,4.56041666667,6.98708333333,6.55291666667,5.79195833333,4.94016666667,8.11316666667
372.19,5.95341666667,6.30541666667,5.38863095238,4.65275,6.97441666667,6.50866666667,5.77029166667,4.93529166666,8.07941666667
372.55,6.13205555556,6.59708333333,5.64335714285,4.83858333334,7.21133333333,6.72720833333,5.966625,5.10108333333,8.272
372.92,6.18583333333,6.67416666667,5.74133333333,4.93358333333,7.28066666666,6.84816666667,5.981125,5.15108333333,8.22720833333
373.28,6.44341666667,6.94858333333,6.01530952381,5.20108333333,7.52016666667,7.17041666667,6.146375,5.446875,8.42729166667
373.64,6.57269444444,7.10416666666,6.22917857143,5.35391666667,7.65833333334,7.23845833333,6.312625,5.52891666667,8.64916666666
374.00,6.59558333334,7.09908333333,6.24507142857,5.32033333333,7.67275,7.23554166667,6.29979166667,5.53129166667,8.61054166667
374.37,6.83552777778,7.42266666667,6.48644047619,5.5925,7.95816666667,7.44683333334,6.471375,5.76041666666,8.92170833333
374.73,7.04233333333,7.61925,6.60283333333,5.71241666666,8.07308333333,7.5835,6.57591666666,5.91520833333,9.02054166667
375.09,7.23922222222,7.81108333333,6.75082142857,5.80641666667,8.14333333333,7.66679166667,6.7195,5.99345833333,9.15233333333
375.45,7.32530555555,7.93958333333,6.89,5.89375,8.20658333333,7.725375,6.818875,6.11541666667,9.21441666667
375.81,7.47541666667,8.01416666667,7.02688095238,5.93733333334,8.36866666667,7.84433333333,6.9345,6.27408333333,9.22695833333
376.18,7.53016666667,8.04308333333,7.03120238095,5.9515,8.40941666667,7.85829166667,6.95345833333,6.29704166667,9.28783333333
376.54,7.38875,7.81183333333,6.79821428571,5.78525,8.18633333333,7.58633333334,6.7295,6.112625,9.09116666667
376.90,7.28102777778,7.6495,6.64577380952,5.574,8.03366666667,7.379375,6.548,5.94745833333,8.95033333333
377.26,7.14786111111,7.44791666666,6.44927380952,5.42716666667,7.856,7.16145833333,6.36575,5.762625,8.78745833333
377.63,7.30097222222,7.537,6.59907142857,5.56308333333,8.007,7.29995833333,6.426375,5.89691666666,8.8605
377.99,7.34625,7.589,6.70164285714,5.676,8.05616666667,7.37479166667,6.45333333333,5.96879166667,8.86491666667
378.35,7.37677777778,7.55075,6.70832142857,5.69766666667,8.03508333333,7.415375,6.471,5.98225,8.84941666667
378.71,7.30511111111,7.49658333333,6.67075,5.63458333333,7.97341666667,7.37929166666,6.40941666667,5.926,8.81733333333
379.07,7.13275,7.34825,6.48508333333,5.53833333333,7.86841666667,7.24670833333,6.2295,5.836125,8.67575
379.44,7.20252777778,7.36008333333,6.53578571428,5.60008333333,7.93566666666,7.25283333333,6.21366666666,5.83766666667,8.69375
379.80,7.08597222222,7.31725,6.42227380952,5.46133333333,7.81441666667,7.11858333333,6.05341666667,5.70858333333,8.62358333334
380.16,7.07997222222,7.34108333333,6.47116666666,5.4935,7.79033333333,7.19516666667,6.09316666666,5.74241666667,8.63229166667
380.52,7.11855555555,7.419,6.51738095238,5.61808333333,7.83325,7.32679166667,6.17775,5.85520833333,8.66829166667
380.88,7.22008333333,7.54775,6.64689285714,5.74525,7.90116666666,7.43945833333,6.30075,6.01120833334,8.82291666667
381.24,7.30380555556,7.67058333333,6.80423809524,5.82541666667,8.03583333334,7.61658333333,6.44279166667,6.10466666667,8.922625
381.61,7.23033333333,7.63733333333,6.73819047619,5.76183333333,7.96833333333,7.57608333333,6.46245833333,6.07666666666,8.87583333333
381.97,7.30105555556,7.7375,6.73625,5.79516666666,8.02825,7.62720833333,6.529875,6.11858333333,8.98333333334
382.33,7.21413888889,7.67491666667,6.61335714286,5.6695,7.91575,7.53966666667,6.43220833333,5.99675,8.76445833333
382.69,7.19744444444,7.59475,6.55486904762,5.67483333333,7.84183333333,7.45570833333,6.38558333334,5.9275,8.74220833333
383.05,7.21463888889,7.6755,6.63797619048,5.74341666667,7.8965,7.48908333333,6.424875,5.936125,8.7455
383.41,7.15833333334,7.63783333333,6.64061904762,5.73683333333,7.88833333333,7.46704166667,6.40208333333,5.945375,8.76454166667
383.77,7.10602777778,7.55525,6.56345238095,5.73341666667,7.78866666666,7.402875,6.408625,5.87566666667,8.67225
384.14,7.09566666667,7.53983333334,6.54211904762,5.702,7.80908333333,7.33454166667,6.38433333333,5.827,8.649875
384.50,7.11655555556,7.56683333333,6.57190476191,5.677,7.83916666667,7.25983333334,6.36866666666,5.81791666667,8.7175
384.86,7.04408333333,7.5235,6.49273809524,5.59325,7.78933333333,7.18383333333,6.25254166667,5.73420833334,8.6655
385.22,6.94733333333,7.45125,6.37455952381,5.5165,7.65833333333,7.05379166667,6.14479166667,5.653875,8.52420833333
385.58,7.00691666667,7.47708333333,6.4061547619,5.58225,7.69591666667,7.10033333333,6.11641666666,5.7135,8.537875
385.94,6.88097222222,7.33766666667,6.30961904762,5.4625,7.60141666666,6.964625,5.98033333333,5.58854166666,8.39516666667
386.30,6.94427777778,7.41283333333,6.41927380953,5.58758333333,7.67625,6.98566666666,6.06129166667,5.65154166667,8.49370833333
386.66,6.86583333333,7.34016666667,6.3690952381,5.47458333333,7.64575,6.84783333334,5.95908333333,5.573,8.35783333333
387.03,6.93625,7.35108333333,6.42252380952,5.499,7.65525,6.87866666666,6.01020833333,5.66266666667,8.43741666667
387.39,7.04672222222,7.49366666667,6.47242857143,5.61391666667,7.70875,6.928875,6.11995833333,5.73654166666,8.544625
387.75,7.07211111111,7.52258333333,6.54952380952,5.68116666667,7.78866666666,6.94766666666,6.16804166667,5.805875,8.67833333333
388.11,6.92533333333,7.36433333333,6.41395238095,5.5665,7.62425,6.83466666667,5.99233333333,5.68525,8.50558333333
388.47,6.91872222222,7.27816666667,6.39445238095,5.52341666667,7.56491666666,6.784625,5.90933333333,5.61779166667,8.404
388.83,6.92886111111,7.23525,6.38179761905,5.53625,7.56716666666,6.79291666667,5.918125,5.60854166667,8.340625
389.19,7.0245,7.2715,6.45155952381,5.58183333333,7.61583333333,6.82854166667,6.00941666667,5.64858333333,8.4415
389.55,6.92747222222,7.21725,6.35658333333,5.494,7.51925,6.76508333333,5.96545833334,5.54954166667,8.369375
389.91,6.97433333334,7.26891666667,6.407,5.53366666666,7.52208333333,6.8355,6.05141666667,5.62483333333,8.40220833333
390.27,6.97158333333,7.22191666667,6.37530952381,5.50825,7.544,6.86141666667,6.03333333333,5.59395833334,8.409125
390.63,7.11502777778,7.3615,6.49971428571,5.60975,7.65508333333,7.00016666666,6.17541666667,5.69454166667,8.569125
391.00,7.15663888889,7.39158333334,6.53195238095,5.62283333333,7.71683333333,6.99166666667,6.17583333333,5.674625,8.57525
391.36,7.15666666667,7.37025,6.516,5.58625,7.6655,7.02566666666,6.191,5.64629166667,8.53695833333
391.72,7.24172222222,7.4525,6.53416666667,5.58158333333,7.70925,7.08841666667,6.22783333333,5.70629166667,8.52583333334
392.08,7.38680555556,7.54675,6.62447619047,5.67008333334,7.77975,7.15158333333,6.328875,5.7765,8.63620833334
392.44,7.31925,7.49616666667,6.55441666667,5.64525,7.74841666667,7.10470833333,6.29283333333,5.72304166666,8.62558333333
392.80,7.33705555556,7.54025,6.60920238095,5.68883333333,7.80641666667,7.15708333333,6.36379166667,5.7455,8.70958333334
393.16,7.3105,7.57333333334,6.59730952381,5.73683333333,7.84308333333,7.19079166667,6.35275,5.75704166667,8.70441666667
393.52,7.44961111111,7.66133333333,6.71013095238,5.84008333333,7.95258333333,7.25395833333,6.44579166667,5.83908333334,8.81204166666
393.88,7.47722222222,7.68183333333,6.71684523809,5.88083333333,7.95866666667,7.21483333333,6.42758333333,5.848375,8.806
394.24,7.41761111111,7.6355,6.67513095238,5.8095,7.88166666667,7.134125,6.37091666667,5.793375,8.70729166667
394.60,7.49533333333,7.70558333333,6.74016666666,5.92808333333,7.93066666667,7.23541666667,6.42783333334,5.87129166667,8.734375
394.96,7.46263888889,7.68383333334,6.71547619047,5.91791666667,7.85375,7.24025,6.39491666666,5.88075,8.65883333334
395.32,7.43286111111,7.686,6.71770238095,5.90408333333,7.86416666666,7.19891666667,6.33720833333,5.87891666666,8.61908333333
395.68,7.38058333334,7.65683333333,6.70172619048,5.89633333333,7.81325,7.14366666667,6.31675,5.81745833333,8.55320833333
396.04,7.33663888889,7.6305,6.65665476191,5.8755,7.78308333333,7.13491666667,6.30641666667,5.798625,8.50645833334
396.40,7.36583333333,7.65808333334,6.6985,5.88566666667,7.75475,7.15820833333,6.35908333333,5.85358333333,8.48308333333
396.76,7.45461111111,7.74433333333,6.78194047619,5.96466666667,7.80825,7.23341666667,6.46529166667,5.94041666666,8.55379166666
397.12,7.45436111111,7.71075,6.77036904762,5.92583333333,7.76775,7.19120833333,6.455375,5.91995833333,8.523375
397.48,7.36766666667,7.72016666667,6.73388095238,5.91866666667,7.78,7.169,6.43583333333,5.896625,8.504625
397.84,7.442,7.81116666667,6.82088095238,5.99541666667,7.89475,7.26458333333,6.50395833334,5.96691666667,8.613625
398.20,7.54769444444,7.92608333333,6.92985714286,6.09491666667,8.02541666667,7.355875,6.60325,6.092,8.74670833333
398.56,7.50427777778,7.87008333333,6.88694047619,6.0465,8.03783333333,7.33233333333,6.59454166667,6.088125,8.76370833333
398.92,7.57433333333,7.98558333333,6.96117857143,6.14983333333,8.15708333333,7.42183333333,6.71175,6.19775,8.89433333333
399.28,7.63388888889,8.01233333334,6.99833333334,6.17358333333,8.18916666667,7.434625,6.76075,6.2305,8.953125
399.64,7.72058333334,8.08333333334,7.11180952381,6.25225,8.24766666667,7.514625,6.8385,6.33775,9.07370833333
400.00,7.87522222223,8.23066666666,7.27714285714,6.38758333333,8.3865,7.66041666667,6.98483333334,6.506375,9.24591666668
400.36,7.96922222222,8.31941666666,7.31471428571,6.47816666667,8.53833333333,7.77591666667,7.08370833333,6.58245833333,9.37945833334
400.72,7.81286111111,8.1665,7.1243452381,6.29575,8.39416666667,7.602375,6.89370833333,6.44275,9.19837499999
401.08,7.80461111111,8.19258333333,7.12338095238,6.27608333333,8.38341666666,7.57583333333,6.87629166666,6.44229166666,9.21337499999
401.44,7.87747222223,8.21091666667,7.19732142857,6.32675,8.43466666667,7.63129166667,6.92758333333,6.501375,9.22937500001
401.80,7.895,8.22725,7.21516666666,6.31975,8.42941666667,7.628125,6.94570833333,6.52883333333,9.258375
402.16,7.91391666667,8.22483333333,7.2090952381,6.3765,8.39183333333,7.61925,6.96116666667,6.54554166666,9.2735
402.52,7.89883333333,8.2775,7.21375,6.37766666667,8.38983333333,7.59,6.954,6.533625,9.23645833333
402.88,7.87169444444,8.19183333333,7.16513095238,6.33925,8.34075,7.5275,6.90066666667,6.45741666666,9.20754166666
403.24,7.81711111111,8.14066666667,7.08869047619,6.31191666667,8.31183333333,7.51375,6.84583333333,6.43733333334,9.167625
403.60,7.77013888889,8.11983333334,7.03286904762,6.3095,8.29025,7.50354166667,6.804375,6.40216666667,9.11470833334
403.95,7.67416666667,8.09933333333,6.97029761905,6.25925,8.28141666667,7.42229166667,6.73529166666,6.30625,9.09095833333
404.31,7.61783333333,8.08708333333,6.97440476191,6.23958333333,8.22933333333,7.370625,6.68854166667,6.26995833333,9.008625
404.67,7.75783333333,8.22541666666,7.12222619048,6.37491666667,8.36666666667,7.49404166666,6.81758333333,6.39883333333,9.13183333333
405.03,7.82438888889,8.28283333333,7.21115476191,6.46125,8.48575,7.59916666667,6.917125,6.48166666667,9.20458333334
405.39,7.77833333333,8.22983333333,7.13826190476,6.40291666667,8.39716666667,7.56591666667,6.86470833333,6.43004166666,9.15941666667
405.75,7.70922222222,8.15433333333,7.08980952381,6.35441666667,8.36275,7.52733333333,6.82158333333,6.34516666667,9.09804166667
406.11,7.70636111111,8.21291666667,7.11695238095,6.36116666667,8.44783333333,7.57495833333,6.85429166667,6.3735,9.157
406.47,7.76580555556,8.21166666667,7.15966666667,6.41241666667,8.47808333333,7.59541666666,6.90416666666,6.41254166666,9.214875
406.83,7.72338888889,8.23808333333,7.15303571429,6.34841666666,8.47708333333,7.54995833333,6.89929166667,6.39433333333,9.21041666667
407.19,7.76652777778,8.31475,7.25994047619,6.41066666666,8.5355,7.58441666666,6.97979166667,6.43583333333,9.28520833333
407.55,7.81794444444,8.33275,7.30455952381,6.45058333334,8.57425,7.60920833333,6.994875,6.44829166667,9.34195833333
407.90,7.84386111111,8.32991666667,7.34758333334,6.46408333333,8.61633333333,7.64,7.04008333333,6.50558333334,9.33933333333
408.26,7.84361111111,8.3465,7.34345238095,6.44683333333,8.65541666666,7.66208333333,7.05116666667,6.51583333333,9.410375
408.62,7.78919444445,8.3,7.32752380952,6.422,8.61591666667,7.62116666667,7.00795833333,6.46716666667,9.41466666666
408.98,7.67519444444,8.182,7.2159047619,6.32525,8.46858333333,7.47583333333,6.87458333333,6.35741666667,9.27425
409.34,7.676,8.19475,7.24964285714,6.29183333333,8.473,7.46366666667,6.85633333333,6.35033333333,9.27183333333
409.70,7.69388888889,8.21775,7.25172619048,6.30183333333,8.47033333334,7.47741666667,6.89525,6.36804166667,9.29633333333
410.06,7.70175,8.20741666667,7.24479761905,6.30091666666,8.41733333333,7.47408333333,6.8745,6.35770833334,9.30116666667
410.42,7.63413888889,8.19816666666,7.20048809524,6.24658333333,8.40225,7.438625,6.84608333334,6.31420833333,9.27191666667
410.77,7.59588888889,8.17183333333,7.15444047619,6.25916666667,8.34625,7.41420833333,6.819625,6.30929166667,9.23795833333
411.13,7.57658333333,8.144,7.12221428571,6.22316666667,8.32375,7.396125,6.78245833333,6.29758333333,9.19795833333
411.49,7.46655555555,8.055,7.02720238095,6.09775,8.23841666667,7.305625,6.73254166666,6.23725,9.11295833333
411.85,7.41511111111,7.99475,6.97836904762,6.034,8.16075,7.25091666666,6.68304166667,6.21204166666,9.04983333333
412.21,7.46972222222,8.0325,7.0404047619,6.10625,8.18875,7.261375,6.74179166667,6.261625,9.05258333334
412.57,7.42975,7.99683333334,6.99355952381,6.068,8.14208333333,7.17720833333,6.69375,6.23091666667,8.99316666667
412.92,7.48175,8.04458333333,7.02404761905,6.10941666667,8.19516666667,7.21275,6.76825,6.28179166667,9.05925
413.28,7.46077777778,8.038,6.96180952381,6.134,8.21058333333,7.18870833333,6.77416666666,6.27829166667,9.05183333333
413.64,7.48841666667,8.06291666667,6.9453452381,6.15425,8.22766666666,7.17229166667,6.73441666667,6.26816666666,9.04295833333
414.00,7.47138888889,8.01666666666,6.9135,6.13491666667,8.24133333333,7.09741666667,6.73158333333,6.23629166667,9.00229166667
414.36,7.46388888889,7.997,6.91198809524,6.15333333334,8.20391666667,7.09458333334,6.70525,6.24375,8.99004166667
414.72,7.52688888889,8.05525,6.98502380952,6.22608333333,8.299,7.148875,6.77566666667,6.263125,9.01954166667
415.07,7.49377777778,8.00266666667,6.92470238095,6.17666666666,8.25075,7.11925,6.743,6.19966666667,8.95779166667
415.43,7.59338888889,8.14291666667,7.01917857143,6.30133333333,8.35091666667,7.22225,6.837,6.29395833334,9.04375
415.79,7.673,8.24116666667,7.09063095238,6.38116666667,8.429,7.30320833333,6.89225,6.33433333333,9.12095833333
416.15,7.69280555556,8.24308333333,7.0820952381,6.36441666666,8.42033333333,7.31995833334,6.89995833333,6.34329166666,9.11225
416.51,7.71769444444,8.26483333333,7.10530952381,6.40708333334,8.45366666667,7.374,6.96758333333,6.38675,9.10725
416.86,7.74711111111,8.32258333334,7.16507142857,6.428,8.48391666666,7.42729166667,6.964,6.41191666667,9.13616666666
417.22,7.71847222222,8.29066666667,7.14722619048,6.37258333333,8.42391666667,7.38420833333,6.93004166667,6.37575,9.08675
417.58,7.68675,8.2725,7.13836904762,6.33316666667,8.39375,7.36879166667,6.931375,6.370375,9.06633333333
417.94,7.69983333333,8.29141666667,7.14741666667,6.32508333333,8.37675,7.391125,6.93620833333,6.359125,9.061125
418.29,7.67233333333,8.27683333333,7.13063095238,6.2905,8.338,7.36129166667,6.914875,6.32466666667,9.00558333333
418.65,7.63341666667,8.23716666667,7.07802380952,6.244,8.2875,7.32879166667,6.88075,6.301625,8.98104166667
419.01,7.64413888889,8.24916666666,7.08054761905,6.2615,8.30516666667,7.34329166666,6.90125,6.2975,8.9835
419.37,7.66133333333,8.24766666666,7.09986904762,6.27258333333,8.31316666666,7.3565,6.919125,6.30358333333,9.00395833333
419.73,7.63472222222,8.229,7.07076190476,6.24883333333,8.27283333333,7.32195833334,6.9085,6.28254166667,8.98666666667
420.08,7.59305555556,8.19708333333,7.03013095238,6.21075,8.22841666667,7.28041666667,6.866375,6.241875,8.96554166667
420.44,7.55533333333,8.16033333334,6.99848809524,6.16691666667,8.18741666667,7.26741666667,6.82258333333,6.19304166667,8.92925
420.80,7.57063888889,8.15908333333,7.00220238095,6.17066666667,8.1655,7.26083333333,6.83408333334,6.1875,8.91983333333
421.16,7.60502777778,8.18366666667,7.03836904762,6.23133333333,8.20675,7.29254166667,6.87375,6.21295833334,8.96004166666
421.51,7.60838888889,8.19508333333,7.03830952381,6.24575,8.19958333333,7.2885,6.873375,6.21408333333,8.95595833334
421.87,7.599,8.18441666666,7.03270238095,6.25441666667,8.19325,7.30854166667,6.85441666666,6.22125,8.93716666667
422.23,7.61822222222,8.18583333333,7.03444047619,6.25833333333,8.20658333333,7.32120833333,6.87729166667,6.233625,8.96691666667
422.58,7.64133333333,8.19183333333,7.05882142857,6.27233333333,8.23091666666,7.34120833333,6.88633333333,6.24429166667,8.96175
422.94,7.63405555556,8.20616666667,7.06514285714,6.28391666667,8.23775,7.32945833333,6.87775,6.2555,8.96870833333
423.30,7.59688888889,8.17216666666,7.04739285714,6.26141666667,8.20833333333,7.293125,6.835625,6.23741666667,8.92020833334
423.66,7.61755555556,8.17241666667,7.0410952381,6.26933333334,8.202,7.28208333333,6.837625,6.23441666667,8.9155
424.01,7.59961111111,8.1675,7.03501190476,6.2815,8.18716666667,7.28695833333,6.83041666667,6.23529166667,8.88483333333
424.37,7.62813888889,8.18866666667,7.04513095238,6.30283333334,8.20883333334,7.28095833334,6.83825,6.261,8.91025
424.73,7.62958333333,8.19958333333,7.04680952381,6.32158333333,8.24225,7.29125,6.848625,6.2825,8.92629166667
425.08,7.63855555556,8.22325,7.0439047619,6.32608333334,8.24433333333,7.287,6.85304166667,6.29125,8.93070833333
425.44,7.67008333334,8.23958333333,7.06748809524,6.36008333333,8.28741666667,7.322625,6.87875,6.31633333333,8.958125
425.80,7.68233333333,8.24966666667,7.08961904762,6.35916666667,8.29125,7.30370833333,6.90025,6.326375,8.95204166667
426.16,7.68647222222,8.26208333333,7.09498809524,6.38541666667,8.31116666667,7.31654166666,6.90258333334,6.341375,8.94254166667
426.51,7.68372222222,8.27825,7.09258333333,6.39866666667,8.287,7.311125,6.916125,6.348125,8.933
426.87,7.72327777778,8.30083333333,7.12082142857,6.404,8.309,7.35241666667,6.94704166667,6.37525,8.94741666666
427.23,7.76652777777,8.32216666667,7.12710714286,6.39475,8.31825,7.36425,6.9545,6.37716666667,8.96895833333
427.58,7.74441666667,8.30908333333,7.12501190476,6.38716666667,8.32525,7.37504166667,6.9415,6.37658333333,8.94470833333
427.94,7.80247222222,8.34425,7.16880952381,6.42233333334,8.38908333333,7.39958333333,6.978,6.398125,8.99570833333
428.30,7.80788888889,8.35916666667,7.19067857143,6.41233333333,8.38941666667,7.416,7.00679166667,6.39020833333,8.99845833333
428.65,7.77875,8.32008333333,7.15802380953,6.37008333333,8.3395,7.38520833334,6.96654166666,6.35533333334,8.95645833333
429.01,7.75263888889,8.26908333334,7.13426190476,6.327,8.317,7.37583333334,6.93866666667,6.33683333333,8.92108333333
429.37,7.75069444445,8.26658333333,7.13365476191,6.30258333333,8.28383333333,7.36404166667,6.92825,6.34766666667,8.91108333333
429.72,7.74808333333,8.29133333333,7.12796428571,6.32025,8.30191666666,7.36970833334,6.92808333333,6.36554166666,8.92116666667
430.08,7.78377777778,8.32808333333,7.1595952381,6.35975,8.32191666667,7.38095833334,6.956875,6.418875,8.95858333333
430.44,7.85755555556,8.35941666667,7.19766666667,6.38933333334,8.40333333333,7.42020833334,6.97541666667,6.45320833333,9.037625
430.79,7.85966666667,8.35775,7.1940952381,6.41233333333,8.39,7.41220833334,6.97325,6.4465,9.05595833333
431.15,7.85319444445,8.35408333333,7.17878571429,6.42283333333,8.392,7.41483333333,6.99108333333,6.445625,9.04620833333
431.50,7.88622222222,8.39375,7.20536904762,6.46358333333,8.426,7.44766666667,7.02029166667,6.47870833333,9.08795833333
431.86,7.84552777777,8.36933333333,7.16921428572,6.4375,8.37375,7.422875,6.99820833333,6.455875,9.05808333333
432.22,7.85038888889,8.37475,7.16589285714,6.46858333333,8.39558333334,7.44045833333,6.98141666667,6.47770833334,9.067625
432.57,7.9025,8.40658333333,7.20957142857,6.51533333333,8.43183333333,7.48145833333,7.029,6.50816666667,9.10925
432.93,7.91486111111,8.41833333333,7.22426190476,6.53091666667,8.43116666666,7.47116666667,7.03245833333,6.52258333333,9.11725
433.29,7.91263888889,8.41208333333,7.21773809524,6.527,8.44466666667,7.466,7.03575,6.52454166667,9.112375
433.64,7.91861111111,8.38341666667,7.19686904762,6.51483333333,8.43683333334,7.44570833333,7.04795833333,6.514875,9.11120833333
434.00,7.91816666667,8.36958333333,7.19047619047,6.49591666666,8.424,7.434375,7.03858333333,6.48275,9.098625
434.35,7.88380555555,8.33841666667,7.16071428572,6.48891666667,8.404,7.415125,7.035125,6.44575,9.07745833334
434.71,7.86238888889,8.30466666667,7.14684523809,6.47958333333,8.37525,7.38745833333,7.00825,6.4415,9.04383333333
435.07,7.9015,8.3435,7.18923809524,6.54675,8.43133333333,7.433875,7.05833333333,6.49558333333,9.08729166667
435.42,7.88902777778,8.3195,7.15559523809,6.53083333333,8.41625,7.41016666666,7.04429166667,6.47758333333,9.05854166667
435.78,7.93008333334,8.353,7.17371428571,6.57875,8.47291666667,7.436375,7.070625,6.516875,9.08545833333
436.13,7.9385,8.37783333333,7.16742857143,6.59166666667,8.48725,7.42858333333,7.10208333333,6.52320833333,9.1165
436.49,7.88013888889,8.33066666667,7.09538095238,6.55466666666,8.44916666667,7.36804166667,7.072625,6.475625,9.061125
436.84,7.89911111111,8.35666666667,7.11182142857,6.5855,8.488,7.40591666667,7.11704166667,6.50225,9.08754166667
437.20,7.938,8.3765,7.14205952381,6.64575,8.50991666667,7.42516666667,7.167625,6.51966666666,9.131
437.56,7.97577777778,8.43325,7.17595238095,6.68358333334,8.55591666667,7.46908333333,7.18325,6.56541666667,9.18870833333
437.91,7.97202777778,8.44858333333,7.18471428571,6.69358333333,8.56916666667,7.48804166667,7.17691666667,6.55716666667,9.19179166667
438.27,7.99697222222,8.49716666667,7.21798809524,6.72916666666,8.59241666667,7.51166666667,7.19466666667,6.60191666667,9.22345833333
438.62,8.01063888889,8.52141666667,7.23232142857,6.73275,8.60508333333,7.51733333333,7.22370833333,6.60475,9.23470833333
438.98,7.97133333333,8.5095,7.21102380952,6.69841666667,8.54816666667,7.45995833333,7.18445833333,6.57695833333,9.20583333333
439.33,8.00072222223,8.55475,7.2635952381,6.742,8.57266666667,7.49095833333,7.22925,6.60879166667,9.25529166667
439.69,7.98602777778,8.54558333333,7.278,6.723,8.55316666667,7.476625,7.21466666667,6.613125,9.25829166667
440.04,8.00441666666,8.54675,7.29413095238,6.731,8.53091666667,7.47508333333,7.21233333333,6.603625,9.248375
440.40,8.03027777778,8.5765,7.32038095238,6.73791666666,8.54958333333,7.49933333333,7.24020833333,6.63504166666,9.27616666667
440.75,8.06147222222,8.61716666666,7.34532142857,6.74975,8.58233333333,7.52620833333,7.25341666667,6.65204166667,9.31445833334
441.11,8.00788888889,8.596,7.30782142857,6.70375,8.5625,7.484375,7.20525,6.62533333333,9.26220833333
441.47,7.96180555556,8.55125,7.27895238095,6.68133333333,8.50958333333,7.44908333333,7.18270833333,6.581125,9.22495833333
441.82,7.95463888889,8.54375,7.25991666667,6.68825,8.50425,7.424,7.18879166667,6.58608333333,9.22283333334
442.18,7.93975,8.525,7.25041666667,6.67608333333,8.49133333333,7.41775,7.19379166667,6.575125,9.19454166667
442.53,7.94177777778,8.5175,7.24473809524,6.66933333333,8.49158333333,7.42341666667,7.20058333333,6.58395833333,9.20791666666
442.89,7.96727777778,8.53883333333,7.25321428571,6.68783333333,8.52791666667,7.44666666667,7.23195833333,6.590375,9.23029166666
443.24,7.96219444445,8.51758333333,7.25921428572,6.68566666667,8.52141666667,7.42433333333,7.234625,6.58420833333,9.219
443.60,8.00733333333,8.56466666667,7.303,6.71866666666,8.57291666667,7.44708333333,7.29391666666,6.60679166667,9.27733333333
443.95,8.03158333333,8.59216666667,7.33198809524,6.74916666667,8.61716666667,7.47429166667,7.32904166667,6.641625,9.31629166667
444.31,8.03413888889,8.61675,7.3418452381,6.77916666667,8.62816666667,7.47525,7.31220833333,6.63729166667,9.33845833333
444.66,8.01738888889,8.58841666667,7.32302380952,6.76558333333,8.58541666667,7.457875,7.292125,6.59708333333,9.31304166667
445.02,8.03261111111,8.61716666667,7.34723809524,6.78966666667,8.60391666667,7.47833333333,7.315625,6.592375,9.3625
445.37,8.05558333333,8.66991666667,7.37786904762,6.81591666667,8.64325,7.49570833333,7.35345833333,6.60275,9.38833333333
445.72,8.05541666666,8.678,7.38127380953,6.80433333333,8.63541666667,7.50654166667,7.353,6.60966666667,9.39275
