wavelength,Back_ThlSorm,Belly_ThlSorm,Breast_ThlSorm,Crissum_ThlSorm,Crown_ThlSorm,DorTail_ThlSorm,Rump_ThlSorm,Throat_ThlSorm,WingTip_ThlSorm
371.10,7.69502222222,30.6482333333,14.2348,17.9123333333,3.93986666667,8.66426666667,11.13298,14.3332666667,8.52786666667
371.46,7.7764,30.6848333333,14.3035666667,17.9533333333,3.9782,8.69813333333,11.1748066667,14.3523333333,8.58466666667
371.83,7.76484444444,30.6939333333,14.3311,17.9494,3.94853333333,8.69493333333,11.1599133333,14.3392666667,8.57013333334
372.19,7.83488888889,30.7954666666,14.4828333333,18.1003666667,3.98866666667,8.79526666667,11.2091066667,14.3854,8.675
372.55,7.89977777778,30.9449,14.5803,18.1987333333,4.0662,8.80293333333,11.23658,14.4014666667,8.741
372.92,7.7054,30.8546666667,14.4230666667,18.0832,3.92166666667,8.65846666667,11.0652266667,14.2224,8.56126666667
373.28,7.65133333333,30.8121666667,14.3972333333,18.0105,3.87413333333,8.588,10.9758866667,14.1671333333,8.46366666667
373.64,7.74964444445,31.0356333333,14.5301,18.2016666667,3.97193333333,8.69586666667,11.1364666667,14.2360666667,8.58446666667
374.00,7.93495555556,31.2076666667,14.7163666667,18.4214666667,4.13986666667,8.86533333334,11.3324933333,14.3656666667,8.73573333333
374.37,7.89495555556,31.3047,14.7085666667,18.3825666667,4.07333333333,8.89853333333,11.2924066667,14.3022,8.70693333333
374.73,7.89573333333,31.4833666667,14.7071666667,18.4088,4.0172,8.85613333333,11.2888333333,14.2762666667,8.67673333333
375.09,7.92053333333,31.5359,14.7672333333,18.4819333333,4.07653333333,8.9198,11.28144,14.2717333333,8.73140000001
375.45,7.82384444445,31.7473666667,14.7535,18.5016666667,3.95546666667,8.849,11.2369066667,14.2155333334,8.62273333333
375.81,7.7706,31.8377666667,14.6807333333,18.4997666667,3.8538,8.76766666667,11.2152066667,14.1092666667,8.56286666667
376.18,7.8272,32.0965,14.7355666667,18.5948333333,3.915,8.857,11.33898,14.1924,8.60946666667
376.54,7.78844444445,32.2117,14.752,18.6133333333,3.84413333333,8.87166666667,11.39968,14.1273333333,8.59693333334
376.90,7.85653333333,32.4106333333,14.8821666667,18.7347666667,3.9196,8.9264,11.5276133333,14.1805333333,8.66193333333
377.26,8.01611111111,32.6599,15.0475,18.9490666667,4.03426666667,9.05646666667,11.6916466667,14.2863333333,8.82320000001
377.63,7.89208888889,32.6162,14.9417666667,18.8507666667,3.85066666667,8.92406666667,11.5766333333,14.0852,8.66940000001
377.99,7.83097777778,32.6846666667,14.8978333334,18.8067,3.76473333333,8.85606666667,11.53102,13.9674,8.598
378.35,7.77371111111,32.6489,14.8415,18.7824666667,3.64513333333,8.73473333333,11.49006,13.8592666667,8.51926666667
378.71,7.71122222222,32.6771333333,14.8446,18.7549,3.57146666667,8.6786,11.44738,13.7839333333,8.4402
379.07,7.7066,32.7487,14.8341666667,18.7409666667,3.4814,8.60033333333,11.4562666667,13.6995333333,8.39166666667
379.44,7.76028888889,32.7755333333,14.8955,18.7718333333,3.52793333334,8.6204,11.5288666667,13.6886666667,8.4592
379.80,7.80008888889,32.8233333333,14.9907666667,18.8732666667,3.54866666667,8.67926666667,11.5255066667,13.6796,8.5092
380.16,7.83033333333,32.8789666667,15.0035666667,18.9426,3.5304,8.64393333333,11.5294133333,13.6576666667,8.48573333333
380.52,7.89877777778,33.0027666667,15.0926,19.0683,3.6298,8.69006666667,11.6039066667,13.6945333333,8.53353333333
380.88,7.97724444444,33.1308333333,15.2036666667,19.1942,3.68333333333,8.7492,11.6829533333,13.7112666667,8.598
381.24,7.92651111111,33.2026666667,15.2061,19.2215,3.65013333333,8.69973333333,11.6905533333,13.6310666667,8.57786666667
381.61,7.92244444445,33.2890333333,15.2166,19.2502666667,3.68226666667,8.7006,11.6855733333,13.6198,8.57206666667
381.97,7.94135555555,33.4393,15.2734,19.3142666667,3.69513333333,8.69746666667,11.7137533334,13.6398666667,8.54606666667
382.33,8.04566666667,33.7494,15.4365666667,19.493,3.85386666667,8.82,11.8623333334,13.753,8.64166666667
382.69,8.11442222222,33.8954666667,15.5159333333,19.6035333333,3.93666666667,8.8878,11.95958,13.8067333333,8.72953333333
383.05,8.11408888889,34.0583666667,15.5857666667,19.6876666667,3.99793333333,8.95393333333,12.0442266667,13.8363333333,8.77120000001
383.41,8.19826666667,34.2354333333,15.6836,19.8420333333,4.0906,9.02400000001,12.11594,13.9157333333,8.84086666667
383.77,8.2708,34.4171,15.7799,19.9409333333,4.1584,9.07753333334,12.2437933333,13.9873333333,8.89013333334
384.14,8.29424444444,34.5663333333,15.8694,20.0642666667,4.2062,9.13413333334,12.29062,13.9791333333,8.9552
384.50,8.29142222222,34.5996,15.8749333333,20.0757666667,4.14686666667,9.1256,12.27466,13.9347333333,8.95440000001
384.86,8.26744444444,34.6972666667,15.8731666667,20.0785666667,4.11526666667,9.101,12.2450066667,13.8972666667,8.91393333333
385.22,8.33404444445,34.8723,15.9883666667,20.1823,4.1492,9.16813333333,12.3532333333,13.9486,8.95313333333
385.58,8.43884444445,35.1078333333,16.1314333333,20.3835,4.25373333333,9.27273333333,12.467,14.0856666667,9.05980000001
385.94,8.47017777778,35.2015,16.1685666667,20.4748,4.2866,9.29853333333,12.51224,14.1123333333,9.10166666667
386.30,8.43368888889,35.2282666667,16.1358,20.5043,4.2218,9.22873333333,12.4905466667,14.0542,9.07013333332
386.66,8.42688888889,35.3716,16.1521333333,20.5888,4.19273333333,9.22233333333,12.4948333333,14.0448666667,9.04993333333
387.03,8.42833333333,35.3682666667,16.1327666666,20.6199666667,4.16646666666,9.18679999999,12.43894,13.9904666667,9.0512
387.39,8.44277777778,35.4404333333,16.1397,20.6754,4.1238,9.1856,12.4586,13.9410666667,9.03013333333
387.75,8.48804444445,35.5446,16.1940333333,20.7391333333,4.137,9.191,12.5109066667,13.9136,9.05579999999
388.11,8.46971111111,35.5433333333,16.2043,20.6953333333,4.12346666667,9.17946666667,12.5223733333,13.8693333333,9.00040000001
388.47,8.47626666667,35.6795333333,16.2553,20.8058333333,4.1142,9.16066666667,12.5509333333,13.8692666667,8.98693333334
388.83,8.47142222222,35.7732333333,16.2678333333,20.8529333333,4.092,9.1522,12.58754,13.818,9.00206666666
389.19,8.39384444444,35.7725333333,16.2021666667,20.8618666667,4.02606666667,9.07353333333,12.4993533333,13.6858,8.9102
389.55,8.37133333333,35.8421333333,16.1729333333,20.8493,3.96033333333,9.05106666667,12.4886066667,13.5971333333,8.87813333333
389.91,8.39142222222,35.9605333333,16.2204,20.9042,3.95753333333,9.1034,12.5217333333,13.5594,8.9194
390.27,8.47175555555,36.1304333333,16.3241,21.0190666667,4.025,9.19386666667,12.6006066667,13.5496,8.97586666667
390.63,8.53415555556,36.2702333333,16.4116666667,21.0946,4.0736,9.25526666667,12.7008333333,13.5467333333,9.04946666667
391.00,8.61053333333,36.5267,16.5617,21.2422333333,4.12646666667,9.3278,12.82476,13.5861333333,9.07853333334
391.36,8.63944444445,36.6933,16.6490666667,21.3103333333,4.1714,9.38293333332,12.8853466667,13.5978,9.11606666667
391.72,8.57553333333,36.7732333333,16.6442,21.3273333333,4.1236,9.34046666667,12.83224,13.5202666667,9.08273333334
392.08,8.6104,36.9528,16.7097666667,21.4453666667,4.1412,9.34880000001,12.86766,13.5294666667,9.12186666667
392.44,8.56368888889,37.0131666667,16.6843666667,21.4513666667,4.10513333333,9.3118,12.8237266667,13.4167333333,9.06813333333
392.80,8.55533333333,37.0993666667,16.7262,21.5027,4.08286666667,9.29339999999,12.81788,13.3807333333,9.04233333333
393.16,8.58764444444,37.2188,16.7747666666,21.5277666667,4.07533333333,9.29539999999,12.8688266667,13.3565333333,9.05726666665
393.52,8.60537777778,37.3367,16.8858,21.6191,4.11326666666,9.3144,12.9196,13.3284666667,9.08806666667
393.88,8.60444444444,37.4545333333,16.9337333333,21.6974333333,4.11426666666,9.29553333333,12.9523133333,13.2778,9.06813333333
394.24,8.64442222222,37.4921666667,16.9957,21.7743,4.1718,9.32733333333,12.9809,13.3025333333,9.12313333333
394.60,8.65124444444,37.5339666667,17.0318,21.8225666667,4.193,9.30306666667,12.96556,13.2472,9.10673333332
394.96,8.62788888889,37.6129666667,17.0340333333,21.8296666667,4.17593333333,9.27253333334,12.9441666667,13.1644666667,9.10493333333
395.32,8.622,37.6008666667,17.0228333333,21.8544,4.15993333333,9.21626666666,12.9334266667,13.0587333333,9.07746666666
395.68,8.70844444444,37.7604666667,17.1309666667,21.9612,4.23913333333,9.29873333333,13.0370533333,13.0711333333,9.133
396.04,8.72751111111,37.8060333333,17.1652333333,21.9930666667,4.227,9.31126666667,13.07598,12.9884666667,9.14799999999
396.40,8.78873333333,37.9549333333,17.2815,22.1300666667,4.2902,9.3814,13.1579,12.9892,9.229
396.76,8.86844444444,38.0481333333,17.3740333333,22.2181666667,4.33433333333,9.45146666666,13.2165133333,12.9718666667,9.29173333335
397.12,8.89308888889,38.2457666667,17.4836333333,22.3540333333,4.36506666667,9.51533333333,13.2677466667,12.9522,9.35499999999
397.48,8.93548888889,38.4158333333,17.5389666667,22.4825666667,4.3786,9.53979999999,13.3172866667,12.923,9.38153333333
397.84,8.98686666667,38.5876333333,17.644,22.5788333333,4.42406666667,9.59146666665,13.3899933334,12.9362666667,9.44439999999
398.20,9.00984444445,38.7476,17.6973666667,22.6065,4.3934,9.60566666668,13.4319,12.8739333333,9.455
398.56,9.04,38.9100333333,17.7604666667,22.7082,4.39966666667,9.66106666668,13.4911666667,12.8611333333,9.50246666665
398.92,9.055,38.9828333333,17.8135666667,22.7675333333,4.3628,9.67133333334,13.4964,12.8055333333,9.48993333333
399.28,8.98977777778,39.065,17.8157666667,22.7722333333,4.32486666667,9.64806666667,13.4447866667,12.7216666667,9.44646666667
399.64,9.01508888889,39.1268,17.8326666667,22.8300666667,4.32413333333,9.65826666667,13.4423533333,12.7034666667,9.46673333332
400.00,9.02402222222,39.2439333333,17.9011666667,22.9162,4.33173333334,9.66853333335,13.4489666667,12.6789333333,9.46359999999
400.36,9.04111111111,39.3288333334,17.9212666666,22.9353,4.30813333333,9.66266666666,13.4456466667,12.6464,9.44926666668
400.72,9.02871111111,39.4995,17.951,23.0282,4.282,9.65540000001,13.4823133333,12.6004,9.44986666668
401.08,9.03,39.5910333333,17.955,23.0762,4.26626666667,9.64433333335,13.4768733333,12.5824,9.44026666667
401.44,9.05353333333,39.6880666667,18.0047333333,23.1254,4.27233333333,9.63133333332,13.5235333333,12.5342666667,9.4658
401.80,9.06922222222,39.7378,18.0691,23.1750666667,4.2974,9.652,13.54504,12.4527333333,9.48993333333
402.16,9.06991111111,39.9078666667,18.1598,23.2859666667,4.29306666667,9.65546666665,13.5814733333,12.4284,9.47826666665
402.52,9.01793333333,39.9060666667,18.1152,23.2464666667,4.22953333333,9.58620000001,13.52852,12.3279333333,9.39626666665
402.88,9.0032,39.99,18.1096,23.2884333333,4.23026666667,9.55806666665,13.53698,12.2813333333,9.37266666668
403.24,9.08115555556,40.1719666667,18.1978333334,23.4036,4.26853333333,9.6262,13.6307666666,12.3056666667,9.43140000001
403.60,9.079,40.2910666667,18.2575666667,23.4653333333,4.26853333333,9.60719999999,13.6752533333,12.2669333333,9.42406666667
403.95,9.05617777778,40.3678333333,18.2776333333,23.4937666667,4.26093333333,9.61626666667,13.6956866667,12.2415333333,9.43546666667
404.31,9.04631111111,40.4318,18.3187333333,23.5216666667,4.26593333334,9.60433333333,13.7094066667,12.2110666667,9.43066666668
404.67,9.04786666667,40.4992333333,18.3376333333,23.5470333333,4.26746666667,9.58479999999,13.7019733334,12.168,9.40240000001
405.03,9.0782,40.5687333333,18.3888666667,23.6246666667,4.3166,9.61093333334,13.7421933333,12.1504,9.42373333335
405.39,9.10522222222,40.6541,18.4161333333,23.672,4.3186,9.62646666666,13.7462466667,12.1629333333,9.43273333333
405.75,9.15706666667,40.7946666667,18.4666,23.7369,4.31166666667,9.63466666667,13.7865333333,12.1982666667,9.44046666666
406.11,9.19673333333,40.8570333333,18.5325,23.8106666667,4.3558,9.65606666668,13.8169133333,12.1943333333,9.48566666667
406.47,9.23248888889,41.0073666667,18.6475333333,23.9429333333,4.37926666666,9.6844,13.88522,12.2076,9.50640000001
406.83,9.24775555556,41.1007,18.6831333333,24.0027666667,4.39826666666,9.71999999999,13.93408,12.215,9.55373333334
407.19,9.21851111112,41.1640666667,18.7127,24.0518666667,4.35866666667,9.65713333333,13.9380533333,12.1630666667,9.53873333334
407.55,9.16937777778,41.2656333333,18.6819333333,24.0857666667,4.2772,9.58280000001,13.90814,12.0995333333,9.48006666666
407.90,9.19866666667,41.4188,18.7352666667,24.1487,4.26646666667,9.56006666667,13.94496,12.0781333333,9.48313333333
408.26,9.24279999999,41.5099333333,18.7994666667,24.2341,4.27013333333,9.57700000001,14.0017333333,12.0764666667,9.49453333333
408.62,9.23695555555,41.6026666667,18.8356666667,24.2855333333,4.26573333333,9.60366666667,14.03452,12.0861333333,9.50753333333
408.98,9.26315555555,41.7094,18.9002,24.3617333333,4.24726666667,9.61480000001,14.0717333333,12.1034,9.52113333333
409.34,9.25922222222,41.8142,18.9434,24.3832666667,4.23646666667,9.64273333333,14.1030333333,12.067,9.51993333333
409.70,9.21053333333,41.7724,18.9127666667,24.3661666667,4.18773333333,9.58606666667,14.05288,11.9969333333,9.4744
410.06,9.18315555556,41.9228,18.9008666667,24.4354666667,4.14226666667,9.58973333332,14.0647266667,11.9747333333,9.42699999999
410.42,9.18902222222,42.036,18.9276666667,24.4563666667,4.15613333333,9.61293333333,14.0710666667,11.9666,9.44586666667
410.77,9.26928888889,42.2120333333,19.0571,24.5641666667,4.19813333333,9.67140000001,14.14284,12.0063333333,9.50233333333
411.13,9.2534,42.2808666667,19.0766,24.5675,4.18566666667,9.69046666667,14.15444,11.9876666667,9.49073333334
411.49,9.26093333334,42.3743,19.1522666667,24.6379,4.20253333333,9.7458,14.1840533333,11.9676666667,9.51726666665
411.85,9.26377777778,42.4289666667,19.1783666667,24.7238333333,4.21553333333,9.76800000001,14.2078666667,11.9576,9.50899999999
412.21,9.25104444444,42.5685333334,19.2018,24.8126666667,4.2252,9.79780000001,14.2201466667,11.9589333333,9.53459999999
412.57,9.28148888888,42.6689,19.2293333333,24.8949666667,4.23066666667,9.79353333334,14.26234,11.9187333333,9.56166666665
412.92,9.26453333334,42.7630666667,19.2296,24.9007333333,4.18533333333,9.76713333333,14.25182,11.8482,9.52646666665
413.28,9.2362888889,42.8132666667,19.2448333333,24.9915333333,4.1832,9.72213333334,14.2519,11.8071333333,9.50593333334
413.64,9.24575555556,42.9844333333,19.3057333333,25.0949,4.20226666667,9.75860000001,14.30726,11.8026,9.55119999999
414.00,9.25553333334,43.0295333333,19.3509333333,25.0965,4.1806,9.73480000001,14.3290666667,11.7418,9.56620000001
414.36,9.24673333334,43.0875333333,19.353,25.1535333333,4.12546666667,9.68293333333,14.3365066667,11.6633333333,9.54740000001
414.72,9.21546666666,43.1508333333,19.3521333333,25.1815666667,4.083,9.64806666668,14.3730266667,11.5867333333,9.52013333333
415.07,9.293,43.3254333333,19.4524333333,25.3289666667,4.11393333333,9.70846666666,14.4400066667,11.5902,9.59046666667
415.43,9.33680000001,43.4281333333,19.5352333333,25.3882,4.15853333333,9.75999999999,14.4950933333,11.5925333333,9.62913333333
415.79,9.42522222222,43.6135,19.6497,25.4845,4.20826666667,9.84826666667,14.58448,11.6093333333,9.73253333333
416.15,9.46582222223,43.7218,19.7242666667,25.5388333333,4.21006666667,9.88306666667,14.6515,11.5821333333,9.76386666668
416.51,9.49257777778,43.8283666667,19.7878,25.5758333333,4.2274,9.90273333332,14.6707666667,11.5434666667,9.78479999999
416.86,9.56246666666,44.0016666667,19.8831666667,25.6956,4.28113333333,9.97206666669,14.7727466667,11.5564666667,9.86506666668
417.22,9.61268888888,44.1072333333,19.9307666667,25.7465666667,4.2848,10.0328666667,14.8181933333,11.5249333333,9.91806666667
417.58,9.66922222223,44.2443,19.9972,25.8302,4.31753333333,10.0841333333,14.8801,11.5019333333,9.95993333335
417.94,9.6806,44.2795,20.0062666667,25.8696666667,4.3446,10.1068,14.8909266667,11.4689333333,9.97726666667
418.29,9.70817777777,44.3458666667,20.0378666667,25.9079333333,4.353,10.1376,14.9167533333,11.4356,10.0020666667
418.65,9.72051111112,44.4202,20.0556,25.9705,4.361,10.1422,14.9058933333,11.3916666667,10.0023333333
419.01,9.77411111111,44.5208333333,20.1054,26.0416,4.40693333333,10.188,14.9677333333,11.3758666667,10.0428
419.37,9.79911111111,44.5958666667,20.1112,26.0898,4.39213333333,10.1903333333,14.99482,11.3337333333,10.0686666667
419.73,9.75264444444,44.5962,20.0697666667,26.0907666667,4.33126666667,10.1236,14.9516533333,11.2328,10.0033333333
420.08,9.74593333333,44.6637,20.0785666667,26.1061,4.31986666666,10.1192666667,14.95942,11.1638,9.98993333334
420.44,9.75504444445,44.7207,20.1044333333,26.1571333333,4.31866666667,10.1322666667,14.9788666667,11.1265333333,9.9898
420.80,9.74104444444,44.6861666667,20.0885,26.1384333333,4.3106,10.1218666667,14.9602933333,11.0557333333,9.971
421.16,9.73722222222,44.7565,20.1141,26.1703666667,4.29933333333,10.1203333333,14.963,11.0162,9.95993333333
421.51,9.71777777778,44.7982333333,20.1184666667,26.1980333333,4.26986666666,10.1078,14.9573733333,10.9502,9.93573333333
421.87,9.71537777777,44.8960666667,20.1577333333,26.2636333333,4.2376,10.1027333333,14.97474,10.8846666667,9.91833333333
422.23,9.72457777778,45.0060333333,20.2114,26.3280666667,4.2412,10.1184,15.0015,10.8483333333,9.92720000001
422.58,9.71415555556,45.0272666667,20.228,26.3411,4.2228,10.1154666666,14.99764,10.7744666667,9.92580000001
422.94,9.67222222223,45.067,20.225,26.3631,4.17573333333,10.0748666667,14.9754533334,10.6946,9.88926666667
423.30,9.68360000001,45.1279666667,20.2657,26.3973666667,4.17726666667,10.0887333333,14.9927066667,10.6536,9.897
423.66,9.68895555556,45.1892333333,20.3039333334,26.4174,4.1788,10.1083333333,15.0025133333,10.6181333333,9.91046666667
424.01,9.69773333333,45.2225333334,20.3333,26.4574,4.175,10.1024,15.0070933333,10.5810666667,9.91533333334
424.37,9.69015555556,45.3006333333,20.3645666667,26.5142,4.1632,10.0886,15.0238733333,10.5496,9.90793333334
424.73,9.68951111112,45.39,20.4105,26.5693333333,4.15793333333,10.0845333333,15.0383733333,10.5188,9.90933333333
425.08,9.67575555555,45.3955,20.4146,26.5917,4.14226666667,10.0482,15.0317333333,10.4638,9.89333333333
425.44,9.69095555556,45.4563333333,20.4559333333,26.6353,4.15453333333,10.0664666667,15.04828,10.4560666667,9.91839999999
425.80,9.71999999999,45.5067666666,20.4830666667,26.677,4.1806,10.0916,15.07218,10.4594666667,9.95506666666
426.16,9.74706666667,45.5355666667,20.5158,26.7228666667,4.2126,10.1106666667,15.0884733333,10.4585333333,9.98886666667
426.51,9.81075555555,45.7088333333,20.6131,26.8513,4.26,10.1602666667,15.1610466667,10.5097333333,10.0300666667
426.87,9.84493333333,45.7903666666,20.6736666667,26.9130666667,4.28393333333,10.1935333333,15.2011733333,10.533,10.063
427.23,9.83353333333,45.8574333333,20.6994,26.9779,4.2814,10.1774,15.2077466667,10.5179333333,10.0486
427.58,9.89324444445,46.0235666667,20.795,27.1164,4.31426666667,10.2191333333,15.28932,10.5496,10.1048666667
427.94,9.91286666666,46.1762333333,20.8514666666,27.2175,4.31773333333,10.2307333333,15.32986,10.5698666667,10.1168666667
428.30,9.96575555556,46.2898666667,20.9241666667,27.2921333333,4.3434,10.2817333333,15.3842066667,10.6018666667,10.1682666667
428.65,9.98735555556,46.3778333333,20.9468333333,27.3682,4.34113333333,10.2965333333,15.4119333333,10.6065333333,10.1838666667
429.01,10.0350666667,46.5417666667,21.0255333333,27.4611,4.36173333333,10.3506,15.49278,10.6523333333,10.2368666667
429.37,10.0346666667,46.6213666667,21.0508333333,27.5150333333,4.34186666667,10.3336666667,15.51724,10.6482,10.2273333333
429.72,10.0332444444,46.7400333333,21.1093666667,27.5876666667,4.3458,10.3228666667,15.5466666667,10.6537333333,10.2328666667
430.08,10.0331111111,46.8328666667,21.1323666667,27.6324666667,4.33653333333,10.3118666667,15.5673266667,10.6696,10.2229333333
430.44,10.0183111111,46.7960666667,21.1120333333,27.6007,4.30506666667,10.2971333333,15.56948,10.6533333333,10.2139333333
430.79,10.0659111111,46.9452666667,21.188,27.7089333333,4.3298,10.3486666667,15.63926,10.6990666667,10.2564
431.15,10.1182222222,47.0346666667,21.2606,27.7726,4.3652,10.3918666667,15.6914066667,10.7369333333,10.3004666666
431.50,10.0918888889,47.0766666667,21.2627666667,27.7685,4.3346,10.3744666667,15.68174,10.7253333333,10.2635333333
431.86,10.1342222222,47.1197666666,21.2814666667,27.808,4.3552,10.4228666667,15.7357066667,10.7557333333,10.3215333333
432.22,10.1494,47.1665,21.3025,27.8287666667,4.3652,10.4409333333,15.7628533333,10.7883333333,10.3286666667
432.57,10.1521555556,47.2051,21.3299,27.8565666667,4.35273333333,10.4320666667,15.7590266667,10.8117333333,10.3248666667
432.93,10.1421333333,47.217,21.3426,27.8791333333,4.3368,10.4216666667,15.7521666667,10.8148,10.2969333333
433.29,10.1738222222,47.2562,21.3747666667,27.9170666667,4.34146666667,10.4295333333,15.7723666667,10.8427333333,10.2974
433.64,10.1884888889,47.2687666667,21.3839666666,27.9208666667,4.33933333333,10.4431333333,15.7792,10.8507333333,10.3029333333
434.00,10.1859111111,47.2974666667,21.4139333334,27.9681,4.3356,10.4508,15.7955533333,10.8500666667,10.2975333333
434.35,10.1755111111,47.3619333333,21.4431333333,28.0098,4.338,10.4375333333,15.7999466667,10.8592,10.2861333333
434.71,10.1575555556,47.3686333333,21.4415666667,28.0063666667,4.32673333333,10.4174666667,15.7825866667,10.8495333333,10.2706666667
435.07,10.1520888889,47.4317333333,21.4739333333,28.0549333333,4.30833333333,10.4136,15.7867866667,10.8630666667,10.2647333333
435.42,10.1577333333,47.4161333333,21.4723333333,28.0881333333,4.31006666667,10.4035333333,15.78328,10.8867333333,10.2652666667
435.78,10.1385111111,47.4562666667,21.4993666667,28.1381666667,4.3204,10.3925333333,15.7681866667,10.9006,10.2398666667
436.13,10.1342,47.4668666667,21.5174,28.1746,4.3282,10.402,15.7539933333,10.9034666667,10.2358
436.49,10.1482222222,47.5671666667,21.5746666667,28.2501666667,4.3498,10.4376666667,15.80464,10.9278,10.2655333333
436.84,10.1956,47.6778666667,21.6219,28.3262,4.38486666667,10.4804,15.8444866667,10.9678666667,10.3116
437.20,10.1836,47.7334666667,21.6362,28.3502666667,4.37853333333,10.4757333334,15.84402,10.9632666667,10.3063333333
437.56,10.1795777778,47.8291666667,21.6617666667,28.4062,4.3624,10.4665333333,15.8622133333,10.9782,10.3044666667
437.91,10.2148666667,47.9262666667,21.71,28.4448333333,4.37526666667,10.4862666666,15.89836,11.0114666667,10.3290666667
438.27,10.2444444445,48.0050666667,21.7513666667,28.5150333333,4.38866666667,10.5201333333,15.9331666667,11.0509333333,10.3619333333
438.62,10.2608888889,48.0764666667,21.7769,28.5499,4.38953333333,10.5114666666,15.95478,11.0589333333,10.3657333333
438.98,10.2825111111,48.1951333333,21.7995666667,28.6129666667,4.3994,10.5383333333,15.9973133333,11.0874666667,10.3808
439.33,10.3250444444,48.3021666667,21.8711666667,28.6913333333,4.453,10.5826,16.06696,11.1288666667,10.4306666667
439.69,10.3511777778,48.4122666667,21.9211333333,28.7456,4.45346666667,10.5962666667,16.10692,11.1400666667,10.453
440.04,10.3279555555,48.4972,21.9227,28.7890666667,4.40613333333,10.5653333334,16.10088,11.1101333333,10.4350666667
440.40,10.3514666667,48.5427333333,21.9419666667,28.8218666667,4.41706666667,10.571,16.1222666667,11.1074666667,10.4472
440.75,10.3588888889,48.6131666667,21.9908666667,28.8887666667,4.42,10.5764666667,16.1509133333,11.0987333333,10.4558
441.11,10.3889333333,48.7357,22.058,28.9800666667,4.4454,10.6114,16.2136866667,11.1154666667,10.5032
441.47,10.4163333334,48.7982333333,22.1034333333,29.0382333333,4.46873333333,10.6387333333,16.2528933333,11.1227333333,10.5274
441.82,10.4204888889,48.8574,22.1335,29.0874,4.45993333333,10.6525333333,16.27826,11.0968666667,10.5417333333
442.18,10.4202,48.925,22.1643,29.1118666667,4.44686666667,10.6463333333,16.2844733333,11.0321333333,10.5328
442.53,10.4613555556,49.0186,22.2130333333,29.2004666667,4.46733333333,10.6870666667,16.3303466667,11.0155333333,10.5625333333
442.89,10.4524888889,49.0063666667,22.2329666667,29.2140666667,4.44566666667,10.674,16.3147,10.9445333333,10.55
443.24,10.4369333333,49.0543,22.2340666667,29.2371,4.4016,10.6658666667,16.3004333333,10.8490666667,10.5203333333
443.60,10.4452444444,49.1058333333,22.2811666667,29.2917333333,4.39426666667,10.6637333333,16.3140866667,10.7978666667,10.5185333333
443.95,10.4787555556,49.082,22.3279,29.3312666667,4.42086666667,10.6864666667,16.3562333333,10.7483333333,10.5478666667
444.31,10.4902222222,49.1751,22.379,29.3828666667,4.39973333334,10.6858,16.3877866667,10.7115333333,10.5514
444.66,10.4979555556,49.2380666667,22.4157333333,29.4170666667,4.4048,10.7089333333,16.4139466667,10.6659333333,10.559
445.02,10.5056,49.2737,22.4245,29.4354333333,4.40086666667,10.708,16.4181733333,10.5971333333,10.5562
445.37,10.5136222222,49.2858333333,22.4291666667,29.448,4.39153333333,10.7158666667,16.4300466667,10.5462,10.5668666667
445.72,10.5051777778,49.2847333333,22.4258,29.4554,4.37786666667,10.702,16.4281733333,10.4803333333,10.5483333333
446.08,10.5115777778,49.3347666667,22.4483,29.4912666667,4.378,10.7166,16.4433866667,10.4466666667,10.5609333333
446.43,10.4934888889,49.3301333333,22.463,29.5151666667,4.36486666667,10.7045333333,16.43432,10.3978666667,10.5550666667
446.79,10.5176222222,49.3911666667,22.4908333333,29.5603666667,4.381,10.7194666667,16.4707733333,10.3686666667,10.5727333333
447.14,10.5429555555,49.4695,22.5465333333,29.6246666667,4.4072,10.7404666667,16.50556,10.3563333333,10.6108666667
447.50,10.5559333333,49.4982333333,22.5549333333,29.653,4.41893333333,10.7568,16.5245333333,10.3238,10.6287333334
447.85,10.5892444445,49.6199,22.6108666667,29.7062333333,4.43873333333,10.7815333333,16.5572533333,10.3166,10.6552
448.21,10.6048444444,49.6417666667,22.6408,29.7395,4.47486666667,10.8058666667,16.5801066667,10.2872666667,10.6826
448.56,10.6191111111,49.6969,22.6623333333,29.7819666667,4.48706666667,10.8126666667,16.5943133334,10.2525333333,10.7008666667
448.92,10.6307333333,49.7217666667,22.6796333333,29.8252666667,4.49066666667,10.8192666667,16.5992133333,10.2349333333,10.7134666666
449.27,10.6380888889,49.8000666667,22.7247666667,29.8860666667,4.5054,10.8340666667,16.6208533333,10.2074,10.7216666667
449.62,10.6984666667,49.9766,22.8210333333,30.0106333333,4.561,10.8977333333,16.6978466667,10.2313333333,10.7778666667
449.98,10.7653777778,50.0985,22.9069,30.1309666667,4.60326666667,10.9480666667,16.7723866666,10.2548666667,10.8459333334
450.33,10.8180888889,50.2207333333,22.9587333333,30.1629333333,4.6294,10.9898,16.8331933333,10.2531333333,10.8912
450.69,10.8527555555,50.2857,23.0200333333,30.2236,4.66306666667,11.0394,16.8742466667,10.2608,10.9403333333
451.04,10.8991777778,50.3939333333,23.0857666667,30.2911333333,4.67946666667,11.085,16.91928,10.2769333333,10.9782
451.40,10.9160888889,50.5077666667,23.1366333333,30.3653333333,4.6698,11.1166,16.94462,10.2676,11.0004
451.75,10.9206444445,50.5547333333,23.1476,30.3979666667,4.6548,11.1292666667,16.95922,10.2496,11.0090666667
