wavelength,Back_TanMeyf,Belly_TanMeyf,Breast_TanMeyf,Crissum_TanMeyf,Crown_TanMeyf,DorTail_TanMeyf,Patch10_TanMeyf,Patch11_TanMeyf,Patch12_TanMeyf,Rump_TanMeyf,Throat_TanMeyf,WingTip_TanMeyf
333.18,5.52166666667,9.27033333333,8.49966666667,11.758,5.50766666667,6.18033333333,5.17133333333,6.48166666667,4.65966666667,4.48466666667,8.59766666667,6.328
333.54,5.21633333333,9.08033333333,8.30766666667,11.6053333333,5.36133333333,5.92733333333,5.19566666667,6.10666666667,4.29866666667,4.33333333333,8.48,5.961
333.91,5.08366666667,8.898,8.14766666667,11.457,5.17233333333,5.711,5.179,5.88166666667,3.80733333333,4.35333333333,8.41333333333,5.937
334.28,4.759,8.68033333333,7.903,11.341,5.00033333333,5.58333333333,4.95333333333,5.63033333333,3.418,4.21633333333,8.26466666667,5.791
334.64,4.82633333333,8.824,7.89533333333,11.5486666667,4.98566666667,5.57533333333,5.01833333333,5.74766666667,3.42766666667,4.25633333333,8.32,5.748
335.01,5.04566666667,8.90433333333,7.98566666667,11.7783333333,5.05933333333,5.76766666667,5.243,5.96466666667,3.602,4.278,8.576,5.768
335.38,5.078,8.897,7.68866666667,11.832,4.994,5.565,5.221,5.72766666667,3.68166666667,4.22733333333,8.663,5.591
335.74,4.97933333333,8.924,7.20266666667,11.8026666667,4.883,5.609,5.288,5.46766666667,3.65566666667,4.048,8.603,5.397
336.11,4.963,8.81033333333,6.782,11.7956666667,4.82366666667,5.57133333333,5.29866666667,5.26733333333,3.63833333333,3.93633333333,8.487,5.267
336.47,5.04133333333,8.84833333333,6.594,11.9543333333,4.897,5.44166666667,5.08466666667,5.38533333333,3.61966666667,4.014,8.46033333333,5.279
336.84,4.82833333333,8.733,6.564,12.049,4.971,5.30566666667,4.90266666667,5.392,3.44633333333,3.917,8.37966666667,5.43
337.21,4.76866666667,8.536,6.44066666667,12.0573333333,4.85533333333,5.34066666667,4.74433333333,5.37133333333,3.36166666667,3.792,8.24733333333,5.347
337.57,4.828,8.62,6.80333333333,12.2043333333,4.97433333333,5.55366666667,4.828,5.54733333333,3.53566666667,3.932,8.35166666667,5.761
337.94,4.818,8.58066666667,6.96633333333,12.2276666667,5.00666666667,5.68033333333,4.73366666667,5.55833333333,3.57433333333,3.817,8.429,5.844
338.31,4.845,8.74,7.004,12.236,5.05033333333,5.72766666667,4.742,5.60066666667,3.67166666667,3.78033333333,8.49233333333,5.752
338.67,4.542,8.64566666667,6.819,11.9986666667,4.89066666667,5.47933333333,4.53633333333,5.31133333333,3.54466666667,3.54466666667,8.25533333333,5.552
339.04,4.34533333333,8.64333333333,6.71,11.9113333333,4.81833333333,5.34466666667,4.26766666667,5.18333333333,3.32233333333,3.48333333333,8.05066666667,5.441
339.40,4.094,8.491,6.82533333333,11.6923333333,4.62933333333,5.159,4.11766666667,5.12333333333,2.93933333333,3.35,7.91366666667,5.266
339.77,3.96433333333,8.36,7.15633333333,11.5103333333,4.64333333333,5.09733333333,4.083,5.25066666667,2.785,3.43966666667,7.91133333333,5.204
340.14,4.098,8.48266666667,7.52766666667,11.5136666667,4.66066666667,5.241,4.19166666667,5.417,2.74966666667,3.54666666667,7.967,5.171
340.50,3.89766666667,8.441,7.644,11.251,4.46766666667,5.15966666667,4.19433333333,5.30533333333,2.583,3.426,7.83,5.166
340.87,3.88733333333,8.43433333333,7.63533333333,11.0703333333,4.17133333333,5.09233333333,4.22333333333,5.05733333333,2.51433333333,3.34233333333,7.74533333333,4.918
341.23,3.972,8.56233333333,7.76033333333,11.0786666667,4.264,5.16366666667,4.419,5.08933333333,2.562,3.38733333333,7.85766666667,4.831
341.60,3.87766666667,8.46566666667,7.63,11.081,4.23533333333,5.06566666667,4.24666666667,5.01466666667,2.59866666667,3.46233333333,7.76066666667,4.366
341.96,3.87533333333,8.655,7.526,11.1203333333,4.302,5.027,4.33566666667,5.11066666667,2.825,3.52166666667,7.689,4.195
342.33,3.97,8.68233333333,7.70233333333,11.1296666667,4.341,5.00533333333,4.524,5.11066666667,2.973,3.61566666667,7.78533333333,4.236
342.70,4.07233333333,8.625,7.71366666667,11.06,4.31833333333,5.11533333333,4.624,5.10966666667,3.02466666667,3.76666666667,7.801,4.34
343.06,4.14033333333,8.657,7.841,11.095,4.36566666667,5.18766666667,4.919,5.30066666667,3.104,3.79666666667,7.916,4.575
343.43,4.34133333333,8.83666666667,8.03133333333,11.3776666667,4.516,5.342,5.141,5.448,3.53133333333,3.94433333333,8.10566666667,4.781
343.79,4.30666666667,8.90566666667,7.90466666667,11.4966666667,4.453,5.261,5.13066666667,5.38633333333,3.52433333333,3.86866666667,8.11833333333,4.74
344.16,4.23533333333,8.977,7.76433333333,11.5153333333,4.38533333333,5.118,5.07666666667,5.27266666667,3.555,3.90033333333,8.17733333333,4.891
344.52,4.309,9.08766666667,7.714,11.7373333333,4.452,5.136,5.08466666667,5.39666666667,3.737,3.92633333333,8.291,4.855
344.89,4.57833333333,9.43366666667,7.958,12.038,4.73466666667,5.42966666667,5.40433333333,5.80233333333,4.01933333333,4.15566666667,8.57766666667,5.107
345.25,4.62233333333,9.60033333333,8.096,12.1973333333,4.918,5.47433333333,5.34933333333,5.95566666667,4.02533333333,4.236,8.68266666667,5.339
345.62,4.71066666667,9.67,8.09166666667,12.0853333333,4.87,5.46766666667,5.41766666667,5.841,4.00866666667,4.12333333333,8.774,5.438
345.99,4.96,9.866,8.383,12.2716666667,5.05433333333,5.605,5.531,5.982,4.17666666667,4.37,9.04266666667,5.685
346.35,5.05466666667,9.83066666667,8.39266666667,12.4276666667,5.10933333333,5.56733333333,5.597,6.09966666667,4.24866666667,4.373,9.05466666667,5.687
346.72,5.09066666667,9.89766666667,8.438,12.612,5.26,5.544,5.69366666667,6.21133333333,4.29866666667,4.458,9.22966666667,5.693
347.08,5.088,9.87633333333,8.34733333333,12.5906666667,5.233,5.408,5.478,6.138,4.383,4.38333333333,9.292,5.503
347.45,4.85933333333,9.739,8.02366666667,12.3513333333,5.03466666667,5.18033333333,5.16033333333,6.058,4.112,4.19266666667,9.05166666667,5.281
347.81,4.91433333333,9.83333333333,8.11833333333,12.283,5.03533333333,5.26133333333,5.16066666667,6.20166666667,4.12433333333,4.30566666667,8.96833333333,5.432
348.18,4.56966666667,9.63633333333,8.03133333333,12.039,4.94633333333,5.16666666667,5.00133333333,6.05466666667,4.088,4.088,8.718,5.237
348.54,4.51866666667,9.57833333333,8.062,11.9653333333,4.92433333333,5.25966666667,4.95933333333,5.91,3.948,4.08833333333,8.70233333333,5.239
348.91,4.34066666667,9.44366666667,7.92,11.9446666667,4.852,5.138,4.782,5.76433333333,3.75433333333,4.08533333333,8.56633333333,5.113
349.27,4.191,9.40766666667,7.737,11.803,4.721,5.071,4.661,5.571,3.746,4.006,8.377,4.981
349.64,4.118,9.55066666667,7.90266666667,11.936,4.84,5.15366666667,4.616,5.71133333333,3.75933333333,4.09333333333,8.45533333333,5.169
350.00,3.946,9.50233333333,7.85766666667,11.8186666667,4.71666666667,5.03933333333,4.59233333333,5.616,3.63333333333,3.90133333333,8.36433333333,4.995
350.37,3.89333333333,9.59833333333,7.831,11.7346666667,4.72066666667,5.13866666667,4.60233333333,5.567,3.62266666667,3.869,8.31366666667,5.124
350.73,3.95566666667,9.69333333333,7.84733333333,11.8273333333,4.70766666667,5.21033333333,4.605,5.59133333333,3.79466666667,3.86266666667,8.38466666667,5.025
351.10,4.07566666667,9.69266666667,8.13233333333,12.0333333333,4.774,5.452,4.86566666667,5.651,3.90166666667,4.14366666667,8.42333333333,4.972
351.46,4.36433333333,9.88,8.41233333333,12.2926666667,5.00233333333,5.66933333333,5.14133333333,5.77966666667,4.149,4.403,8.609,5.108
351.83,4.53933333333,10.094,8.48733333333,12.521,5.102,5.655,5.31633333333,5.736,4.25333333333,4.43433333333,8.86866666667,5.207
352.19,4.80533333333,10.31,8.688,12.845,5.22133333333,5.79333333333,5.56666666667,5.87866666667,4.24266666667,4.67266666667,9.15166666667,5.278
352.55,4.93566666667,10.515,8.77733333333,13.0973333333,5.38166666667,5.79933333333,5.77633333333,6.03433333333,4.51766666667,4.837,9.32166666667,5.368
352.92,5.02933333333,10.515,8.85733333333,13.1603333333,5.39233333333,5.728,5.85366666667,6.03033333333,4.54066666667,4.76366666667,9.346,5.337
353.28,5.07933333333,10.4946666667,9.059,13.2506666667,5.32333333333,5.71866666667,5.90266666667,5.99066666667,4.5,4.76633333333,9.51,5.328
353.65,5.17966666667,10.4136666667,9.013,13.3106666667,5.18433333333,5.671,5.989,6.06633333333,4.511,4.743,9.445,5.362
354.01,5.27833333333,10.413,8.975,13.4493333333,5.36266666667,5.65266666667,6.04133333333,6.073,4.54566666667,4.92533333333,9.53333333333,5.506
354.38,5.315,10.3663333333,8.88333333333,13.512,5.32833333333,5.58766666667,5.984,6.01933333333,4.637,5.082,9.65766666667,5.451
354.74,5.39,10.451,8.91266666667,13.4726666667,5.407,5.675,5.95166666667,6.02966666667,4.55566666667,5.23,9.69466666667,5.589
355.11,5.45233333333,10.6163333333,8.838,13.4466666667,5.393,5.639,5.91466666667,6.038,4.50233333333,5.24833333333,9.848,5.779
355.47,5.385,10.7163333333,8.914,13.4233333333,5.36866666667,5.648,6.00266666667,6.04866666667,4.49666666667,5.23933333333,10.082,5.844
355.83,5.23333333333,10.5556666667,8.79266666667,13.3586666667,5.192,5.64633333333,5.82666666667,6.01033333333,4.36166666667,5.11433333333,10.0036666667,5.72
356.20,5.28133333333,10.6106666667,8.942,13.4063333333,5.18066666667,5.66766666667,5.909,6.18633333333,4.376,5.09633333333,9.99933333333,5.78
356.56,5.294,10.6073333333,8.93366666667,13.393,5.15533333333,5.709,5.87566666667,6.23533333333,4.28466666667,5.04833333333,10.0733333333,5.78
356.93,5.25366666667,10.5653333333,8.86633333333,13.3186666667,5.16433333333,5.80966666667,5.899,6.27633333333,4.32833333333,5.094,10.157,5.845
357.29,5.35366666667,10.715,8.84966666667,13.5573333333,5.34966666667,5.96133333333,6.092,6.54966666667,4.442,5.28833333333,10.3533333333,5.931
357.66,5.28233333333,10.7316666667,8.743,13.551,5.43033333333,5.96533333333,6.11333333333,6.54233333333,4.44366666667,5.26733333333,10.4356666667,5.92
358.02,5.234,10.6933333333,8.74233333333,13.5186666667,5.234,5.98833333333,6.131,6.577,4.42733333333,5.13666666667,10.3853333333,5.797
358.38,5.277,10.8506666667,8.91966666667,13.6963333333,5.32133333333,6.11466666667,6.27766666667,6.73333333333,4.41366666667,5.09166666667,10.439,5.903
358.75,5.303,10.9676666667,9.004,13.891,5.29233333333,6.15,6.38,6.80666666667,4.5,5.04033333333,10.471,5.967
359.11,5.28,11.036,9.01833333333,13.9406666667,5.391,6.16,6.34933333333,6.91833333333,4.53266666667,4.96533333333,10.4853333333,5.806
359.48,5.24766666667,10.9903333333,8.85566666667,13.947,5.33833333333,6.09066666667,6.28233333333,6.88133333333,4.51333333333,4.96566666667,10.357,5.788
359.84,5.303,11.077,8.885,13.9983333333,5.51966666667,6.167,6.48566666667,7.001,4.66933333333,5.10333333333,10.4976666667,5.977
360.20,5.256,11.1123333333,8.76933333333,14.0153333333,5.56266666667,6.11966666667,6.45233333333,6.86766666667,4.68933333333,5.098,10.5153333333,5.952
360.57,5.23133333333,11.0813333333,8.716,13.9213333333,5.47833333333,6.052,6.44933333333,6.815,4.712,5.02933333333,10.4113333333,5.856
360.93,5.34733333333,11.274,8.854,14.035,5.466,6.13966666667,6.49933333333,6.891,4.759,5.10966666667,10.4663333333,5.927
361.29,5.28933333333,11.2353333333,8.823,13.9013333333,5.36866666667,6.06166666667,6.328,6.76166666667,4.72166666667,5.002,10.3556666667,5.9
361.66,5.381,11.3336666667,8.941,13.9583333333,5.339,6.08533333333,6.365,6.732,4.71866666667,5.04666666667,10.425,5.878
362.02,5.404,11.447,9.00433333333,14.0256666667,5.41,6.132,6.40533333333,6.83033333333,4.78,5.12466666667,10.5083333333,6.07
362.39,5.39333333333,11.521,9.00166666667,13.9876666667,5.39033333333,6.10733333333,6.39633333333,6.78266666667,4.83566666667,5.18066666667,10.5033333333,6.01
362.75,5.299,11.396,8.87633333333,13.901,5.355,6.012,6.327,6.75166666667,4.759,5.16266666667,10.5443333333,5.897
363.11,5.307,11.4176666667,8.953,13.9823333333,5.34233333333,6.01933333333,6.38533333333,6.70466666667,4.852,5.27733333333,10.5486666667,5.992
363.48,5.304,11.4003333333,8.998,13.982,5.34266666667,6.07266666667,6.38666666667,6.692,4.78333333333,5.30366666667,10.5533333333,5.887
363.84,5.30733333333,11.4186666667,9.04866666667,14.01,5.31633333333,6.069,6.32666666667,6.74266666667,4.75833333333,5.32866666667,10.496,5.772
364.20,5.355,11.3856666667,8.96,13.9413333333,5.318,6.102,6.30233333333,6.76566666667,4.781,5.327,10.4663333333,5.769
364.57,5.384,11.4363333333,9.04533333333,14.138,5.39366666667,6.187,6.37233333333,6.799,4.82233333333,5.42466666667,10.5453333333,5.986
364.93,5.288,11.4326666667,9.063,14.1593333333,5.387,6.116,6.33933333333,6.75333333333,4.788,5.38033333333,10.5603333333,6.011
365.29,5.298,11.463,9.165,14.2846666667,5.44966666667,6.097,6.47566666667,6.809,4.74766666667,5.51433333333,10.6536666667,6.039
365.66,5.208,11.4473333333,9.13766666667,14.2353333333,5.45833333333,6.07,6.43766666667,6.78566666667,4.671,5.514,10.6436666667,5.943
366.02,5.09466666667,11.3936666667,9.053,14.1636666667,5.373,6.01766666667,6.316,6.63,4.544,5.47733333333,10.5586666667,5.795
366.38,5.008,11.2676666667,8.962,14.069,5.25466666667,5.954,6.18733333333,6.56166666667,4.44,5.40566666667,10.4533333333,5.754
366.75,5.05966666667,11.493,9.075,14.1253333333,5.24433333333,6.025,6.249,6.605,4.64133333333,5.42533333333,10.4886666667,5.752
367.11,5.06266666667,11.5426666667,9.01966666667,14.1586666667,5.23866666667,5.99866666667,6.218,6.64933333333,4.58433333333,5.408,10.5366666667,5.866
367.47,5.14866666667,11.669,9.05,14.192,5.34533333333,6.02433333333,6.144,6.67966666667,4.646,5.40166666667,10.6306666667,6.001
367.84,5.17166666667,11.7406666667,9.04266666667,14.2146666667,5.389,6.05766666667,6.161,6.619,4.69033333333,5.409,10.708,6.038
368.20,5.17033333333,11.8913333333,9.08133333333,14.252,5.37466666667,6.088,6.14133333333,6.71766666667,4.65166666667,5.38833333333,10.89,5.998
368.56,5.10433333333,11.8276666667,9.02033333333,14.1883333333,5.33933333333,5.99433333333,6.06833333333,6.723,4.547,5.356,10.8873333333,5.773
368.93,5.22033333333,11.9053333333,8.99,14.2406666667,5.42833333333,6.018,6.12533333333,6.79233333333,4.708,5.49533333333,10.987,5.78
369.29,5.264,11.9143333333,8.95433333333,14.2283333333,5.394,6.04766666667,6.10733333333,6.831,4.857,5.434,11.001,5.771
369.65,5.328,12.051,9.042,14.41,5.458,6.107,6.17,6.929,5.00566666667,5.561,11.0756666667,5.811
370.01,5.51166666667,12.2053333333,9.24666666667,14.6223333333,5.69,6.22466666667,6.4,7.12266666667,5.28066666667,5.733,11.2806666667,5.855
370.38,5.635,12.3153333333,9.33,14.7423333333,5.795,6.321,6.53666666667,7.23266666667,5.325,5.821,11.4396666667,5.792
370.74,5.686,12.2683333333,9.34933333333,14.8156666667,5.81533333333,6.327,6.56966666667,7.204,5.22633333333,5.91266666667,11.4563333333,5.816
371.10,5.66866666667,12.2666666667,9.495,14.834,5.87066666667,6.38966666667,6.57233333333,7.191,5.204,5.935,11.4816666667,5.71
371.46,5.721,12.35,9.566,14.9846666667,5.83933333333,6.438,6.71833333333,7.311,5.25,6.03666666667,11.5316666667,5.83
371.83,5.725,12.414,9.57366666667,15.131,5.82,6.433,6.68533333333,7.346,5.22266666667,6.06633333333,11.57,5.858
372.19,5.77766666667,12.306,9.67966666667,15.1993333333,5.828,6.48433333333,6.723,7.34533333333,5.3,6.19833333333,11.486,5.928
372.55,5.81666666667,12.3596666667,9.67633333333,15.2353333333,5.80066666667,6.54066666667,6.76933333333,7.315,5.28633333333,6.246,11.435,5.907
372.92,5.693,12.267,9.63966666667,15.1856666667,5.809,6.47666666667,6.715,7.276,5.21633333333,6.185,11.386,5.859
373.28,5.72633333333,12.3836666667,9.75933333333,15.2796666667,5.886,6.51666666667,6.80733333333,7.257,5.242,6.301,11.462,5.858
373.64,5.85633333333,12.4573333333,9.77366666667,15.306,5.90966666667,6.591,6.90566666667,7.28566666667,5.31466666667,6.32066666667,11.5203333333,6.015
374.00,5.86533333333,12.5916666667,9.72266666667,15.3393333333,5.86533333333,6.605,6.90033333333,7.23,5.22166666667,6.29733333333,11.395,6.089
374.37,5.84533333333,12.6763333333,9.80966666667,15.447,5.889,6.56766666667,6.98,7.28966666667,5.272,6.34733333333,11.415,6.22
374.73,5.79333333333,12.7376666667,9.82533333333,15.4133333333,5.90066666667,6.54533333333,7.00266666667,7.40733333333,5.30833333333,6.361,11.3813333333,6.251
375.09,5.83766666667,12.7673333333,9.78033333333,15.4913333333,5.898,6.609,7.11733333333,7.41733333333,5.42866666667,6.40666666667,11.445,6.3
375.45,5.771,12.8246666667,9.76366666667,15.594,5.89933333333,6.56866666667,7.15466666667,7.34233333333,5.42633333333,6.39,11.471,6.149
375.81,5.746,12.769,9.756,15.531,5.886,6.45033333333,7.222,7.266,5.381,6.35966666667,11.4103333333,6.032
376.18,5.785,12.9763333333,9.80733333333,15.5553333333,5.926,6.38033333333,7.31466666667,7.30866666667,5.42866666667,6.35466666667,11.4956666667,6.012
376.54,5.87166666667,13.151,9.887,15.655,6.01,6.463,7.46733333333,7.41666666667,5.59066666667,6.36466666667,11.5976666667,6.137
376.90,6.027,13.31,9.99,15.788,6.013,6.53933333333,7.59466666667,7.47633333333,5.64933333333,6.45966666667,11.6953333333,6.242
377.26,6.06766666667,13.2823333333,9.921,15.777,6.02966666667,6.57866666667,7.63033333333,7.46466666667,5.68733333333,6.451,11.6846666667,6.359
377.63,6.024,13.2123333333,9.89933333333,15.7833333333,5.989,6.52133333333,7.6,7.47333333333,5.63666666667,6.43033333333,11.6473333333,6.309
377.99,6.024,13.201,9.933,15.7866666667,5.976,6.51366666667,7.539,7.55233333333,5.62733333333,6.39133333333,11.8343333333,6.311
378.35,5.95933333333,13.2153333333,9.783,15.7053333333,5.965,6.44,7.39333333333,7.47766666667,5.463,6.28166666667,11.848,6.234
378.71,6.04633333333,13.2826666667,9.88866666667,15.857,6.08566666667,6.51066666667,7.46966666667,7.417,5.452,6.28,11.962,6.251
379.07,6.05633333333,13.3713333333,9.90666666667,15.802,6.06966666667,6.463,7.479,7.43433333333,5.35866666667,6.257,11.9333333333,6.236
379.44,6.082,13.3426666667,9.92033333333,15.6773333333,6.09766666667,6.45333333333,7.49966666667,7.46333333333,5.29533333333,6.24033333333,11.9013333333,6.225
379.80,6.06533333333,13.4516666667,10.018,15.6936666667,6.161,6.533,7.46933333333,7.57533333333,5.33633333333,6.33166666667,11.9343333333,6.368
380.16,6.023,13.4303333333,10.0496666667,15.745,6.13666666667,6.568,7.43566666667,7.539,5.271,6.35633333333,11.9376666667,6.392
380.52,5.969,13.4483333333,10.0933333333,15.6856666667,6.17833333333,6.47266666667,7.36566666667,7.492,5.22866666667,6.46,12.0366666667,6.302
380.88,5.93833333333,13.5186666667,10.122,15.752,6.23466666667,6.49666666667,7.37166666667,7.51833333333,5.29266666667,6.50433333333,12.119,6.283
381.24,5.95766666667,13.6013333333,10.1856666667,15.7903333333,6.241,6.47866666667,7.34233333333,7.55166666667,5.22433333333,6.54533333333,12.122,6.193
381.61,5.99,13.6843333333,10.212,15.7903333333,6.26266666667,6.495,7.31566666667,7.56066666667,5.21233333333,6.548,12.1893333333,6.152
381.97,6.00733333333,13.6906666667,10.1916666667,15.81,6.244,6.43366666667,7.35166666667,7.546,5.22933333333,6.55333333333,12.1143333333,6.052
382.33,6.02233333333,13.712,10.2943333333,15.806,6.17466666667,6.40533333333,7.34833333333,7.55433333333,5.26366666667,6.555,12.116,6.01
382.69,5.94733333333,13.6663333333,10.2783333333,15.7653333333,6.09766666667,6.34,7.28266666667,7.58566666667,5.206,6.48766666667,11.9893333333,6.049
383.05,5.924,13.663,10.3176666667,15.8306666667,6.11266666667,6.318,7.278,7.57633333333,5.275,6.54266666667,12.0106666667,5.996
383.41,5.946,13.649,10.392,15.893,6.08033333333,6.31833333333,7.284,7.58033333333,5.395,6.58433333333,12.064,6.083
383.77,5.925,13.5946666667,10.3666666667,15.9143333333,6.01133333333,6.30466666667,7.31566666667,7.518,5.37066666667,6.55166666667,12.076,6.002
384.14,5.911,13.6376666667,10.3996666667,15.937,6.05966666667,6.31166666667,7.35833333333,7.53,5.396,6.54966666667,12.0966666667,5.943
384.50,5.967,13.734,10.4826666667,15.95,6.06666666667,6.39566666667,7.426,7.59033333333,5.47566666667,6.53533333333,12.1353333333,5.965
384.86,5.986,13.697,10.48,15.9636666667,6.106,6.40033333333,7.43633333333,7.61333333333,5.41466666667,6.5,12.127,5.878
385.22,5.98566666667,13.7143333333,10.508,16.018,6.11033333333,6.414,7.50133333333,7.68066666667,5.53133333333,6.50733333333,12.203,5.916
385.58,6.01966666667,13.8563333333,10.6073333333,16.1586666667,6.21366666667,6.455,7.62566666667,7.76133333333,5.612,6.593,12.259,5.989
385.94,6.08666666667,13.9403333333,10.725,16.2053333333,6.26833333333,6.52066666667,7.69966666667,7.798,5.70866666667,6.65266666667,12.3276666667,6.076
386.30,6.17833333333,14.0303333333,10.7983333333,16.378,6.35433333333,6.622,7.83066666667,7.89233333333,5.80333333333,6.77,12.395,6.191
386.66,6.235,14.0826666667,10.79,16.423,6.34866666667,6.61666666667,7.91133333333,7.89233333333,5.87166666667,6.845,12.507,6.082
387.03,6.21933333333,14.0733333333,10.7346666667,16.3753333333,6.32466666667,6.60633333333,7.85833333333,7.86266666667,5.83233333333,6.77066666667,12.4723333333,6.066
387.39,6.278,14.1623333333,10.7756666667,16.43,6.391,6.72166666667,7.90766666667,7.92,5.782,6.79866666667,12.531,6.069
387.75,6.39466666667,14.3076666667,10.8106666667,16.4946666667,6.45933333333,6.74433333333,7.99,7.961,5.78633333333,6.81933333333,12.654,6.149
388.11,6.40666666667,14.273,10.7233333333,16.506,6.456,6.70466666667,7.99333333333,7.95166666667,5.806,6.78766666667,12.6203333333,6.195
388.47,6.34466666667,14.192,10.5596666667,16.5216666667,6.39,6.62366666667,7.874,7.85566666667,5.64566666667,6.70633333333,12.5383333333,6.165
388.83,6.33733333333,14.222,10.5283333333,16.4813333333,6.36,6.60066666667,7.893,7.85566666667,5.613,6.68933333333,12.5513333333,6.235
389.19,6.35166666667,14.3103333333,10.5536666667,16.538,6.41533333333,6.58666666667,7.94,7.83433333333,5.605,6.70733333333,12.5916666667,6.235
389.55,6.331,14.3173333333,10.527,16.594,6.398,6.57133333333,7.944,7.853,5.605,6.66,12.5936666667,6.285
389.91,6.30533333333,14.3486666667,10.454,16.5943333333,6.40633333333,6.53166666667,7.976,7.86066666667,5.584,6.643,12.6416666667,6.295
390.27,6.358,14.3993333333,10.527,16.6943333333,6.53833333333,6.566,8.04966666667,7.92366666667,5.66433333333,6.692,12.706,6.395
390.63,6.43933333333,14.515,10.609,16.7226666667,6.66033333333,6.66,8.124,8.006,5.709,6.80166666667,12.7836666667,6.571
391.00,6.475,14.5563333333,10.6323333333,16.7793333333,6.69633333333,6.643,8.217,8.06233333333,5.72533333333,6.885,12.7823333333,6.633
391.36,6.45033333333,14.5993333333,10.6343333333,16.813,6.68233333333,6.535,8.226,8.066,5.75633333333,6.88633333333,12.7536666667,6.607
391.72,6.46166666667,14.6023333333,10.7453333333,16.877,6.74433333333,6.51933333333,8.22233333333,8.12,5.84166666667,6.91366666667,12.7703333333,6.573
392.08,6.51266666667,14.6936666667,10.8106666667,16.9286666667,6.76833333333,6.53633333333,8.28766666667,8.17033333333,5.862,6.985,12.8653333333,6.61
392.44,6.562,14.777,11.0003333333,17.052,6.80433333333,6.56,8.401,8.25833333333,5.93066666667,7.06266666667,12.9426666667,6.571
392.80,6.544,14.8023333333,11.06,17.1146666667,6.799,6.54266666667,8.42633333333,8.27233333333,5.946,7.09666666667,12.9113333333,6.507
393.16,6.575,14.7963333333,11.1026666667,17.0943333333,6.755,6.56066666667,8.40933333333,8.31166666667,5.89933333333,7.141,12.8993333333,6.474
393.52,6.63066666667,14.8273333333,11.1533333333,17.126,6.80333333333,6.62,8.439,8.33366666667,5.93933333333,7.20133333333,12.9273333333,6.448
393.88,6.61466666667,14.8163333333,11.272,17.1743333333,6.80733333333,6.61466666667,8.43133333333,8.294,5.90033333333,7.23966666667,12.9016666667,6.374
394.24,6.543,14.762,11.2733333333,17.0886666667,6.71633333333,6.52533333333,8.365,8.167,5.87233333333,7.184,12.9186666667,6.306
394.60,6.512,14.7956666667,11.3063333333,17.113,6.68233333333,6.49233333333,8.37866666667,8.13466666667,5.875,7.165,12.9033333333,6.246
394.96,6.54233333333,14.892,11.387,17.178,6.69633333333,6.48266666667,8.39633333333,8.09566666667,5.91033333333,7.138,12.962,6.202
395.32,6.551,14.9413333333,11.4426666667,17.1853333333,6.74366666667,6.47633333333,8.37033333333,8.034,5.893,7.149,13.0076666667,6.166
395.68,6.582,14.9526666667,11.4593333333,17.1886666667,6.761,6.51233333333,8.42766666667,8.026,5.92266666667,7.19533333333,12.9833333333,6.111
396.04,6.599,15.0156666667,11.533,17.2773333333,6.76833333333,6.54733333333,8.42966666667,8.01166666667,5.96133333333,7.19366666667,13.0026666667,6.045
396.40,6.65233333333,15.1236666667,11.5553333333,17.256,6.805,6.61733333333,8.45633333333,8.00533333333,6.046,7.24466666667,13.008,6.124
396.76,6.671,15.2016666667,11.5763333333,17.269,6.77166666667,6.61133333333,8.428,7.97033333333,6.098,7.22566666667,13.0286666667,6.094
397.12,6.622,15.307,11.5973333333,17.3303333333,6.79466666667,6.59933333333,8.38466666667,7.94966666667,6.15866666667,7.22566666667,13.062,6.088
397.48,6.59866666667,15.266,11.587,17.293,6.824,6.48066666667,8.33333333333,7.88333333333,6.12233333333,7.22333333333,13.0753333333,6.008
397.84,6.62166666667,15.3916666667,11.6253333333,17.3773333333,6.888,6.53333333333,8.386,7.996,6.16633333333,7.34333333333,13.1926666667,6.097
398.20,6.69633333333,15.4653333333,11.5793333333,17.4503333333,6.962,6.59533333333,8.421,8.02833333333,6.118,7.396,13.1733333333,6.034
398.56,6.759,15.4813333333,11.5823333333,17.504,7.064,6.57666666667,8.42066666667,8.04866666667,6.11466666667,7.40666666667,13.2186666667,6.002
398.92,6.77,15.4513333333,11.6193333333,17.4893333333,7.083,6.61266666667,8.448,8.06466666667,6.09,7.46833333333,13.329,5.974
399.28,6.76833333333,15.4466666667,11.523,17.4893333333,7.03433333333,6.61466666667,8.48233333333,8.09066666667,6.031,7.424,13.354,5.963
399.64,6.72466666667,15.4076666667,11.5063333333,17.4913333333,7.001,6.58166666667,8.44166666667,8.06633333333,5.948,7.36133333333,13.387,5.957
400.00,6.736,15.4233333333,11.576,17.492,7.07333333333,6.56,8.48,8.09866666667,5.91433333333,7.411,13.4703333333,6.013
400.36,6.71866666667,15.376,11.6143333333,17.543,7.10933333333,6.51066666667,8.46766666667,8.12433333333,5.88433333333,7.41433333333,13.5273333333,6.056
400.72,6.777,15.427,11.6733333333,17.6266666667,7.20666666667,6.56633333333,8.59033333333,8.21,5.89233333333,7.513,13.65,6.137
401.08,6.927,15.5313333333,11.7493333333,17.7353333333,7.329,6.64033333333,8.77733333333,8.323,5.90833333333,7.58533333333,13.7783333333,6.238
