wavelength,Back_DigMysm,Belly_DigMysm,Breast_DigMysm,Crissum_DigMysm,Crown_DigMysm,DorTail_DigMysm,Patch10_DigMysm,Patch11_DigMysm,Patch12_DigMysm,Rump_DigMysm,Throat_DigMysm,WingTip_DigMysm
312.59,6.26386666667,5.9722,6.32826666667,6.3458,6.0578,9.94439999999,10.1255333333,6.2718,10.3862,9.29486666666,7.5451,8.4836
312.96,6.14226666667,5.8522,6.2574,6.25746666667,6.07860000001,9.95626666666,10.0914,6.21973333333,10.4648666667,9.23313333335,7.44143333333,8.373
313.33,6.28106666667,6.02933333333,6.3622,6.41086666667,6.19166666667,10.207,10.1644,6.2972,10.7267333333,9.43346666667,7.51116666667,8.49366666667
313.70,6.1862,5.92606666667,6.3184,6.44226666667,6.1256,10.1510666667,10.0943333333,6.19253333333,10.8117333334,9.42313333333,7.38726666667,8.305
314.07,6.14773333333,5.7966,6.21226666667,6.32,6.01439999999,10.1636,9.99346666667,6.07226666667,10.8461333333,9.35186666668,7.37936666667,8.13979999999
314.43,6.37293333333,6.08793333333,6.5176,6.60753333333,6.3576,10.468,10.3780666667,6.487,11.2396666667,9.68100000001,7.79136666667,8.52139999999
314.80,6.5348,6.21953333333,6.74933333333,6.7492,6.40526666667,10.7229333333,10.6044666667,6.75606666667,11.5364666667,9.83586666668,7.93943333333,8.57966666667
315.17,6.68713333333,6.32413333333,6.94266666667,6.89033333333,6.50926666666,11.1468,10.8616,6.94746666667,11.9206666667,9.98979999999,8.13186666667,8.7276
315.54,6.715,6.3046,6.902,6.95253333334,6.54693333333,11.171,11.0466666667,7.03086666667,12.017,9.91246666667,8.2343,8.73213333332
315.91,6.96926666667,6.69246666667,7.19266666667,7.31366666667,6.79473333334,11.4128666667,11.5083333333,7.46266666666,12.4116,10.1839333333,8.70810000001,8.94553333335
316.28,7.03906666667,6.78826666667,7.04593333333,7.29186666667,6.7276,11.4600666667,11.4905333333,7.55653333333,12.5278666667,10.0645333333,8.73550000001,8.9052
316.64,7.04526666667,6.70866666667,7.10646666667,7.34393333333,6.56546666667,11.4284,11.4521333333,7.64013333333,12.5455333333,10.0176666667,8.87713333333,8.94786666667
317.01,7.014,6.65506666667,7.007,7.2218,6.31933333333,11.3418666667,11.4741333333,7.51946666667,12.4993333333,9.82999999999,8.94283333334,8.74306666666
317.38,6.99593333333,6.69746666667,7.1024,7.23506666667,6.40853333333,11.3865333333,11.6779333333,7.61399999999,12.5518,9.87333333333,9.05389999999,8.73419999999
317.75,7.6006,7.16786666667,7.49413333334,7.5814,6.91726666666,11.8842,12.2152,8.13946666667,13.1584666667,10.3497333333,9.54496666666,9.33573333333
318.12,7.29293333333,6.86433333333,7.2238,7.19293333333,6.64766666667,11.6142,12.1404666667,8.05960000001,13.0857333333,10.0810666667,9.27506666666,9.112
318.49,7.25646666666,6.7002,7.1084,7.23253333333,6.48513333333,11.5329333333,12.1466666667,8.0038,13.1996666667,9.93326666669,9.19643333333,8.98533333333
318.85,7.37646666667,6.65466666667,7.196,7.3644,6.76280000001,11.6708666667,12.3638,8.16553333333,13.5932,10.1264,9.40453333334,9.21439999999
319.22,7.5384,6.76406666667,7.3678,7.48473333333,6.98806666666,11.7068,12.6614,8.43693333333,13.9322666667,10.375,9.61276666667,9.44473333333
319.59,7.66300000001,6.86873333333,7.5422,7.66793333333,7.03166666666,11.94,12.9634,8.64460000001,14.3668,10.6624,9.7435,9.65599999999
319.96,7.52913333333,6.54946666667,7.45213333333,7.46213333333,6.86853333334,11.7028,12.7624666667,8.34453333333,14.3354666667,10.6058666667,9.51146666666,9.44653333333
320.32,7.70699999999,6.412,7.65973333333,7.69693333333,7.0808,11.7215333333,13.0338666667,8.39573333334,14.5882666667,10.8533333333,9.8141,9.53846666667
320.69,7.62713333333,6.398,7.51266666667,7.74673333333,7.02266666667,11.6635333333,13.1168666667,8.1846,14.6870666667,10.8025333333,9.74233333333,9.404
321.06,7.571,6.30906666667,7.52886666667,7.73506666667,7.09653333333,11.5194666666,13.0151333333,8.20726666665,14.6899333333,10.9355333333,9.62726666666,9.41980000001
321.43,7.79773333333,6.36286666667,7.70553333333,7.75046666667,7.16739999999,11.5245333333,13.1040666667,8.28853333333,14.9202666667,11.0786,9.66996666667,9.57400000001
321.80,7.85400000001,6.46393333333,7.92586666667,8.015,7.35926666666,11.6883333333,13.3308666667,8.4676,15.1862,11.394,9.86023333334,9.70933333333
322.16,8.40093333333,6.9218,8.47606666667,8.51753333334,7.69546666667,11.9957333334,13.7223333333,8.67073333335,15.5976666667,11.7888666667,10.3016333333,10.011
322.53,8.55786666666,7.13593333333,8.61266666667,8.4554,7.9578,11.9924,13.9074,8.66266666667,15.8080666667,11.9208666667,10.5156666667,10.0703333333
322.90,8.53333333334,7.32453333333,8.61446666667,8.43326666666,7.89406666667,12.0409333333,13.8888,8.50546666667,15.9344,11.9316666667,10.5777333333,10.0279333333
323.27,8.47813333334,7.25013333333,8.32486666666,8.36993333333,7.7796,11.6931333333,13.7479333333,8.30473333333,15.6022,11.8081333333,10.5587,9.74193333334
323.63,8.59973333333,7.36633333333,8.39473333333,8.4036,7.8348,11.6052666667,13.7454,8.26413333334,15.4212,11.7946666667,10.7019333333,9.73093333332
324.00,8.65093333334,7.4126,8.27253333333,8.41413333333,7.78659999999,11.55,13.7791333333,8.35713333333,15.3469333333,11.7444,10.7880333333,9.76433333335
324.37,8.6142,7.454,8.11406666666,8.34373333333,7.60966666667,11.3488666667,13.7904666667,8.40513333334,15.2869333333,11.6830666667,10.6897666667,9.79499999999
324.74,8.33139999999,7.1362,7.78500000001,7.96046666667,7.22493333334,11.0096,13.5408,8.24666666667,15.0222,11.4067333333,10.3365666667,9.47606666667
325.10,8.10919999999,7.015,7.66386666666,7.7748,7.07639999999,10.9192,13.4619333333,8.10926666667,15.045,11.2536666667,10.2532333333,9.30453333334
325.47,7.73406666667,6.81513333333,7.23893333333,7.4372,6.75720000001,10.607,13.1156,7.82073333333,14.7707333333,10.8438666667,9.96256666667,8.93060000001
325.84,7.4738,6.48713333333,6.93706666667,7.0996,6.41526666667,10.3224,12.7662666667,7.51539999999,14.5261333333,10.409,9.70510000001,8.58893333333
326.21,7.20453333333,6.24313333333,6.67046666667,6.9244,6.3082,10.1856666667,12.5903333333,7.33133333333,14.4180666667,10.2154,9.45786666667,8.44586666667
326.57,6.93246666667,5.80206666667,6.4308,6.72666666667,5.94606666667,9.93453333333,12.4124666667,7.05793333334,14.2017333333,10.0074666667,9.17939999999,8.14526666666
326.94,6.8266,5.5928,6.26653333333,6.6108,5.76026666667,9.62219999999,12.3338666667,6.94226666667,13.9884,9.82686666666,8.98026666667,7.962
327.31,6.67966666667,5.29773333333,6.185,6.42113333333,5.54326666667,9.59453333333,12.3140666667,6.76153333333,14.0011333333,9.59646666666,8.82530000001,7.84413333333
327.67,6.37433333333,4.8188,5.81773333333,6.0802,5.1768,9.22506666667,12.0625333333,6.45300000001,13.8994,9.18946666667,8.41349999999,7.45580000001
328.04,6.18486666667,4.6126,5.6066,5.9088,5.0038,9.08546666666,11.9916666667,6.33399999999,13.904,8.94560000001,8.2219,7.27333333333
328.41,5.99386666667,4.35213333333,5.35166666667,5.61726666667,4.7094,8.81106666667,11.8712666667,6.076,13.7997333333,8.7366,7.91293333333,6.98393333334
328.78,6.27246666667,4.6034,5.5898,5.9668,5.04953333334,8.96260000001,12.2046,6.32813333333,14.1062666667,9.01073333333,8.16649999999,7.20506666667
329.14,6.493,4.67153333333,5.66313333333,6.23046666667,5.19626666667,9.06126666667,12.409,6.52379999999,14.3406,9.19066666667,8.39656666667,7.35146666666
329.51,6.54153333333,4.47493333333,5.70086666667,6.39106666667,5.2316,9.01079999999,12.686,6.49846666666,14.4281333333,9.27273333333,8.44176666666,7.40766666667
329.88,6.44706666667,4.37793333333,5.52333333333,6.39573333333,5.1692,8.81893333334,12.8051333333,6.4174,14.3976,9.27400000001,8.32033333333,7.35099999999
330.24,6.4218,4.41533333333,5.4264,6.35433333333,5.09993333333,8.60566666666,12.772,6.35213333333,14.4162,9.23453333333,8.32093333333,7.26580000001
330.61,6.4968,4.7384,5.4768,6.4458,5.1904,8.66199999999,12.909,6.55026666667,14.561,9.25006666666,8.44083333333,7.47980000001
330.98,6.34326666667,4.8214,5.48606666667,6.33533333333,5.09506666667,8.76780000001,12.998,6.47606666667,14.6329333333,9.1964,8.51383333333,7.387
331.34,6.45786666667,5.01766666667,5.61286666667,6.43026666666,5.22866666667,8.88113333333,13.1128,6.51500000001,14.8718666667,9.38533333334,8.65336666667,7.53953333333
331.71,6.33653333333,5.08853333333,5.59313333334,6.3036,5.1836,8.72439999999,13.046,6.40066666667,14.8728666667,9.30300000001,8.6487,7.51706666666
332.08,6.2626,4.9914,5.57166666667,6.188,5.1274,8.65019999999,12.9752666667,6.21099999999,14.8074666666,9.21293333333,8.53446666666,7.42873333334
332.44,6.28413333333,5.07753333333,5.77473333333,6.24606666667,5.2992,8.88826666667,13.0283333333,6.24253333333,14.9338,9.37313333333,8.67996666667,7.54359999999
332.81,5.9406,4.82273333333,5.521,5.90346666667,5.04013333333,8.64633333333,12.7410666667,5.9908,14.6406666667,9.14760000001,8.53016666667,7.41126666667
333.18,5.97793333333,4.9612,5.66633333333,5.92333333333,5.13793333333,8.73653333334,12.8996666667,5.99266666667,14.7490666667,9.2866,8.51406666667,7.53399999999
333.54,6.1038,5.272,5.79193333333,6.00346666667,5.29893333333,8.91106666667,13.1398,6.1414,15.0256,9.4094,8.80156666667,7.69206666667
333.91,6.3718,5.50806666667,5.92946666667,6.09973333333,5.46073333333,9.14360000001,13.3894,6.30853333333,15.2921333333,9.58046666668,9.10923333333,7.89539999999
334.28,6.4002,5.5834,5.945,6.1094,5.5226,9.20899999999,13.6118666667,6.40206666667,15.3599333333,9.64513333334,9.21596666667,8.01826666666
334.64,6.38953333333,5.5546,5.90886666666,6.20306666667,5.5872,9.29426666667,13.7285333333,6.3588,15.5008666667,9.76806666667,9.26783333334,8.05926666666
335.01,6.3294,5.38953333333,5.62633333333,6.09786666667,5.50373333333,9.01766666667,13.6721333333,6.2724,15.3905333333,9.70713333333,9.16506666667,8.03426666667
335.38,6.24193333333,5.39213333333,5.5944,6.07746666667,5.5082,8.97526666668,13.7234,6.3364,15.3864,9.69046666666,9.15433333333,7.99106666667
335.74,6.33106666667,5.4674,5.61526666667,6.17633333333,5.56106666667,9.10833333334,14.0276666667,6.428,15.4986,9.87166666667,9.23906666666,8.00753333333
336.11,6.35693333333,5.4752,5.62673333333,6.13853333333,5.5468,9.08386666667,14.1596666667,6.46286666667,15.744,9.99013333332,9.37403333333,7.99833333334
336.47,6.38173333333,5.62353333333,5.62166666667,6.24493333333,5.5478,9.04766666667,14.2960666667,6.46853333333,15.8882,9.95573333332,9.46963333333,7.97866666667
336.84,6.34573333333,5.67673333333,5.60453333333,6.14046666667,5.48406666667,8.95313333333,14.4724666667,6.2992,16.0850666667,9.89153333334,9.4979,7.84126666666
337.21,5.9224,5.27133333333,5.19273333333,5.7086,5.03173333333,8.4624,14.1853333333,5.85473333333,15.7560666667,9.41566666665,9.19933333333,7.4142
337.57,5.8372,5.15293333333,5.0986,5.58626666667,4.95,8.37993333334,14.0988666667,5.77173333333,15.7244,9.32946666667,9.02503333334,7.27093333334
337.94,5.55313333333,5.03893333333,4.9892,5.47133333333,4.70726666667,8.13413333333,14.0063333333,5.61713333333,15.6933333334,9.13726666666,8.82703333333,7.09926666667
338.31,5.64,5.08326666667,5.0434,5.58126666667,4.65986666667,8.28840000001,14.1353333333,5.71813333333,15.8096,9.20173333335,8.89946666667,7.12186666666
338.67,5.8784,5.28786666667,5.23586666667,5.7012,4.72473333334,8.35873333334,14.3321333334,5.96873333333,15.9876,9.27033333335,9.06686666667,7.23966666667
339.04,5.67466666667,5.12893333333,5.11926666667,5.58613333333,4.54833333333,8.17753333333,14.1829333333,5.76166666667,16.0038,9.0556,8.84986666666,7.06060000001
339.40,5.33166666667,4.71953333333,4.69106666667,5.2324,4.172,7.73806666667,13.8445333333,5.3758,15.7382,8.67366666667,8.50246666666,6.6904
339.77,5.17273333333,4.5922,4.60006666667,5.15853333333,4.07646666667,7.59620000001,13.7611333333,5.1962,15.6971333333,8.50353333333,8.41230000001,6.63353333333
340.14,5.33733333333,4.80446666667,4.78413333333,5.34366666667,4.29473333333,7.77633333333,13.9209333333,5.4014,15.8250666667,8.64433333333,8.54533333333,6.77266666667
340.50,5.47126666667,4.8962,4.88526666667,5.4264,4.43506666667,7.89773333333,14.1235333333,5.5286,15.9436666667,8.73733333333,8.67533333334,6.89846666666
340.87,5.52446666667,4.87146666667,4.94033333333,5.51846666667,4.48786666667,7.95113333333,14.1438666666,5.6606,16.0062,8.72020000001,8.68886666667,7.0168
341.23,5.86873333333,5.2384,5.22766666667,5.85206666667,4.85366666667,8.27739999999,14.5068,5.96846666667,16.3860666667,9.04540000001,8.97580000001,7.40873333333
341.60,5.8798,5.25966666667,5.3028,5.91106666667,4.89666666667,8.22999999999,14.6631333333,6.0064,16.4376666667,9.02266666667,9.00273333333,7.48919999999
341.96,5.88466666667,5.1686,5.2978,5.8524,4.91486666666,8.22893333333,14.6272666667,5.9038,16.4436666667,8.98473333333,8.99373333333,7.4794
342.33,5.83846666667,5.19986666667,5.2028,5.6618,4.88553333333,8.07420000001,14.6004,5.80213333333,16.4683333333,8.83573333334,8.87636666667,7.42979999999
342.70,5.5524,4.89006666667,4.926,5.40373333333,4.667,7.76219999999,14.4247333333,5.4108,16.2882666667,8.63186666667,8.67913333333,7.13006666666
343.06,5.865,5.20066666667,5.22586666667,5.59533333333,4.93686666667,8.09193333334,14.7122,5.57413333333,16.5038666667,8.95266666667,8.98613333333,7.42053333334
343.43,6.08913333333,5.49493333333,5.47573333333,5.73253333333,5.0818,8.27086666667,15.0452,5.69126666667,16.7476,9.13166666666,9.17236666667,7.61726666666
343.79,6.1562,5.61453333333,5.55193333333,5.74366666667,5.1872,8.38833333334,15.1531333333,5.7072,16.8545333333,9.21053333334,9.28753333334,7.701
344.16,6.02,5.60333333333,5.4352,5.63546666667,5.0602,8.2584,15.1846,5.50386666667,16.7964666666,9.1174,9.22920000001,7.6588
344.52,5.8782,5.4298,5.30986666667,5.44193333333,4.90813333333,8.13953333334,15.1544,5.2992,16.7914,9.04013333333,9.1255,7.50979999999
344.89,5.96813333333,5.54346666667,5.37753333333,5.5304,4.93873333333,8.22066666666,15.2865333333,5.2774,16.8907333333,9.1814,9.18086666667,7.54973333334
345.25,5.83726666667,5.3912,5.18626666667,5.35033333334,4.70213333333,8.05773333334,15.2702666667,5.09453333333,16.8766,9.07620000001,9.05846666667,7.3096
345.62,5.89706666667,5.44706666667,5.2422,5.37673333333,4.7362,8.13279999999,15.2807333333,5.05573333333,17.0142666667,9.24153333333,9.11500000001,7.3202
345.99,6.00346666666,5.54413333333,5.31533333333,5.4546,4.88366666667,8.22480000001,15.5078666667,5.11773333333,17.1817333333,9.40173333333,9.23083333333,7.36246666667
346.35,6.28606666667,5.74,5.65146666667,5.86113333333,5.20693333333,8.46146666667,15.9139333333,5.3554,17.5808666667,9.78566666667,9.61626666667,7.60906666666
346.72,6.41486666667,5.90113333333,5.7552,5.91293333333,5.30513333333,8.56533333333,16.0967333333,5.47866666667,17.7035333333,9.87353333335,9.73333333334,7.70340000001
347.08,6.28733333333,5.74413333333,5.63646666667,5.73093333333,5.1812,8.46859999999,16.1496,5.39513333333,17.7428666667,9.6798,9.63980000001,7.54073333333
347.45,6.2638,5.71333333333,5.6054,5.74093333333,5.20906666667,8.47453333333,16.2065333333,5.42626666667,17.9064666667,9.69786666667,9.71683333334,7.49759999999
347.81,6.39953333333,5.80753333333,5.69586666667,5.86426666667,5.23146666667,8.50946666666,16.3062,5.63153333333,18.1294,9.79613333333,9.7724,7.54266666666
348.18,6.5268,5.93053333333,5.83013333333,6.0148,5.32853333333,8.67913333333,16.5451333333,5.80493333333,18.4284,9.9114,9.899,7.64326666667
348.54,6.57966666667,6.00126666667,5.94593333333,6.14746666667,5.3742,8.71399999999,16.6957333334,5.84846666667,18.589,9.94740000001,9.98426666666,7.75493333333
348.91,6.71133333333,6.115,6.0478,6.24533333333,5.49993333333,8.88806666667,16.9097333333,6.00966666667,18.8714,10.0019333333,10.1705333333,7.86353333333
349.27,6.97693333333,6.40226666667,6.33426666667,6.56846666667,5.81853333333,9.19386666667,17.1705333333,6.3304,19.1558666667,10.2774,10.485,8.1704
349.64,7.02013333333,6.6012,6.35253333333,6.617,5.8458,9.236,17.3152666667,6.38533333333,19.348,10.2950666667,10.6165333333,8.227
350.00,7.09893333334,6.69406666667,6.44206666666,6.70313333333,5.89886666667,9.29633333333,17.531,6.54013333333,19.5417333333,10.3317333333,10.7509,8.35739999999
350.37,6.79926666667,6.4534,6.14153333333,6.3092,5.5892,9.0844,17.3523333333,6.22086666667,19.3630666667,10.0136,10.4497333333,8.0016
350.73,6.69120000001,6.43346666667,6.07413333333,6.31133333333,5.50733333333,9.14353333333,17.4078,6.09733333333,19.4864,9.96953333335,10.3741,7.94386666667
351.10,6.90373333334,6.66026666667,6.23646666667,6.58546666667,5.69926666667,9.22206666667,17.6405333333,6.32393333333,19.7579333333,10.2422,10.5603333333,8.13499999999
351.46,6.91326666667,6.63193333333,6.2678,6.567,5.7258,9.2784,17.704,6.32406666667,19.7890666667,10.2498,10.5561333333,8.19433333334
351.83,6.92206666667,6.627,6.30673333333,6.53773333333,5.81653333333,9.33106666667,17.933,6.23766666667,19.9387333333,10.2501333333,10.6516333333,8.27386666667
352.19,7.0074,6.6412,6.3538,6.57126666667,5.8438,9.3564,18.0922666667,6.28386666667,20.0674,10.3764666667,10.7630666667,8.33513333334
352.55,7.17033333333,6.8142,6.49746666667,6.6792,6.0092,9.51533333333,18.3025333333,6.48233333333,20.2916666667,10.5957333333,10.9458,8.45886666666
352.92,7.1244,6.7958,6.5176,6.7006,5.99193333334,9.46693333333,18.3835333333,6.48226666667,20.3686,10.6496666666,10.9857666667,8.41726666666
353.28,7.01293333333,6.6468,6.38893333333,6.5698,5.83433333333,9.31033333333,18.3934666667,6.32193333333,20.3275333333,10.4961333333,10.8803,8.22480000001
353.65,7.11406666667,6.5868,6.45786666667,6.63353333333,5.88153333333,9.41186666666,18.6444666667,6.40853333333,20.4376,10.5561333333,10.9681666667,8.236
354.01,7.13613333333,6.64126666667,6.48993333333,6.6558,5.925,9.47133333334,18.7585333333,6.45373333333,20.5106,10.5868666667,10.9794,8.23226666666
354.38,7.29113333333,6.73586666667,6.6106,6.86366666667,6.0624,9.68779999999,18.9312,6.60346666667,20.7844666667,10.7540666667,11.1477333333,8.38133333332
354.74,7.34186666667,6.71333333333,6.6832,6.85893333333,6.09686666667,9.65373333333,19.0223333333,6.64906666667,20.8264,10.7706666667,11.2192,8.39933333333
355.11,7.21306666667,6.61846666667,6.59886666667,6.7046,5.97313333333,9.63033333333,19.0615333333,6.52166666667,20.8234,10.6964,11.1638333333,8.24206666667
355.47,7.21539999999,6.6586,6.6384,6.74813333333,5.95266666667,9.58926666667,19.1818,6.49573333333,20.9096666667,10.7535333333,11.1636333333,8.2202
355.83,7.22653333333,6.7366,6.6544,6.79106666667,5.93353333333,9.63133333332,19.2436666667,6.52013333333,20.9774666666,10.7596666667,11.1851666667,8.20846666667
356.20,7.249,6.81233333333,6.7384,6.87646666667,6.00813333333,9.70766666667,19.3730666667,6.57206666667,21.105,10.7452,11.2256333333,8.22133333333
356.56,7.14293333334,6.72646666667,6.6538,6.81086666667,5.8936,9.63806666667,19.3829333333,6.44133333333,21.058,10.5969333333,11.1236333333,8.11660000001
356.93,7.10500000001,6.66553333333,6.5372,6.74786666667,5.81646666667,9.57580000001,19.3531333333,6.29466666667,21.0462666667,10.4566666667,10.9879,8.03013333333
357.29,6.93046666667,6.58446666667,6.41446666667,6.58326666667,5.6804,9.4866,19.2670666667,6.16313333333,21.0486666667,10.282,10.848,7.88726666666
357.66,6.86006666666,6.60793333333,6.40213333334,6.55553333333,5.67153333333,9.45400000001,19.2755333333,6.11926666667,21.134,10.2341333333,10.8613,7.89833333333
358.02,6.65546666667,6.408,6.16746666667,6.32846666667,5.38706666667,9.18506666667,19.1054666667,5.81906666666,21.0300666666,9.99393333333,10.6525666667,7.6466
358.38,6.57253333333,6.37746666667,6.1762,6.2024,5.33573333333,9.03733333333,19.0772666667,5.7388,20.9487333333,9.89793333332,10.5499333333,7.61739999999
358.75,6.62646666667,6.56146666667,6.27753333333,6.2842,5.4524,9.1726,19.2124666667,5.84973333333,21.1580666667,9.97593333333,10.6316333333,7.72653333333
359.11,6.63860000001,6.58846666667,6.2996,6.3026,5.43133333333,9.19933333334,19.3316666667,5.82826666667,21.3301333333,9.93913333333,10.7128,7.762
359.48,6.6638,6.59146666667,6.3232,6.32426666667,5.3864,9.23366666666,19.459,5.83413333333,21.4648,9.86206666667,10.7804666667,7.73053333333
359.84,6.61346666667,6.4652,6.3232,6.2858,5.32266666667,9.17606666666,19.5175333333,5.8308,21.5134,9.79866666666,10.7187,7.6574
360.20,6.41926666666,6.25506666667,6.12213333333,6.06773333333,5.09006666667,9.01533333334,19.3142666667,5.59273333333,21.3980666667,9.616,10.5272,7.45853333334
360.57,6.35726666667,6.19946666667,6.0258,5.95533333333,5.02153333333,8.92466666666,19.3854,5.54646666667,21.4662,9.5968,10.5132,7.42686666667
360.93,6.25313333333,6.10546666667,5.9964,5.79233333333,4.91273333333,8.78906666667,19.4359333333,5.43666666667,21.4239333333,9.49673333333,10.4699,7.31146666667
361.29,6.24853333333,6.01906666667,6.0088,5.76253333333,4.86766666667,8.75679999999,19.5692666667,5.4136,21.4951333333,9.47553333333,10.4987666667,7.30606666667
361.66,6.18066666667,5.8646,5.94446666667,5.71326666667,4.7638,8.70199999999,19.5912,5.3454,21.5178,9.44386666667,10.4397333333,7.22113333333
362.02,6.265,5.89846666667,6.02613333333,5.84393333334,4.90746666667,8.83773333333,19.7634,5.47573333333,21.7282666667,9.585,10.5657333333,7.29666666667
362.39,6.23013333333,5.85773333333,5.94013333333,5.82526666667,4.8558,8.80853333333,19.8242666667,5.46973333333,21.8058666667,9.58113333334,10.6284,7.28446666666
362.75,6.28900000001,5.80866666667,5.9884,5.84746666667,4.83213333333,8.84406666667,19.8977333333,5.50546666667,21.9562666667,9.60333333334,10.7215333333,7.28586666667
363.11,6.34113333334,5.863,6.01893333333,5.90926666667,4.9206,8.85033333333,19.9672666667,5.59933333333,22.0243333333,9.6172,10.7767333333,7.33073333334
363.48,6.31386666666,5.87406666667,5.98093333333,5.89453333333,4.93373333333,8.83853333333,19.9344,5.5876,22.0192,9.64593333335,10.7934666667,7.36586666667
363.84,6.30513333333,5.90206666667,5.9544,5.872,4.9132,8.80673333334,19.9476,5.5088,22.0834,9.64646666667,10.8293333333,7.39559999999
364.20,6.39966666667,6.05053333333,5.99886666667,5.99553333333,5.0354,8.89126666666,20.1438666667,5.5922,22.2305333333,9.74973333333,10.9321,7.49373333333
364.57,6.40653333333,6.04186666667,5.999,6.0384,5.03033333334,8.92073333333,20.1067333333,5.56286666667,22.3282,9.7108,10.9397,7.4542
364.93,6.44013333333,6.0122,5.9516,6.11706666666,5.0906,9.01446666667,20.1312,5.61573333333,22.4363333333,9.76286666667,10.9538,7.50773333333
365.29,6.60286666667,6.15173333333,6.0802,6.28086666667,5.245,9.17893333333,20.2362,5.71573333333,22.6282666667,9.93453333333,11.1018,7.65493333333
365.66,6.68353333333,6.22053333333,6.1566,6.3506,5.32453333333,9.20526666667,20.3062,5.7302,22.7184,9.97959999999,11.1682333333,7.68500000001
366.02,6.80006666667,6.35986666667,6.2856,6.40086666667,5.37753333334,9.25746666667,20.4356666667,5.75693333333,22.8395333333,10.0340666667,11.2766,7.74739999999
366.38,6.95713333334,6.45433333333,6.48186666667,6.5718,5.57306666667,9.40926666667,20.6211333333,5.9004,23.0385333333,10.1487333333,11.3901,7.87926666666
366.75,6.89606666666,6.39586666667,6.40306666667,6.48853333333,5.5258,9.3252,20.6594666667,5.8048,22.9942666666,10.1332,11.3257,7.81379999999
367.11,6.94279999999,6.39213333333,6.51706666667,6.51166666667,5.52213333333,9.40859999999,20.787,5.83533333333,23.0924666667,10.1856666667,11.3136,7.82033333333
367.47,7.05986666667,6.43553333333,6.6366,6.62033333333,5.6636,9.50933333333,21.0204,5.95473333333,23.3461333333,10.3012,11.3944666667,7.90546666666
367.84,6.99206666667,6.293,6.5728,6.5546,5.58586666667,9.44266666667,21.0052666667,5.9238,23.3648,10.2328,11.3425333333,7.78493333333
368.20,6.92473333334,6.15813333333,6.57253333333,6.47453333333,5.48286666666,9.32526666667,21.0465333334,5.8598,23.4106666667,10.1622666667,11.3051666667,7.69866666666
368.56,6.92553333333,6.14733333333,6.64106666667,6.48473333333,5.51426666667,9.37293333333,21.1680666667,5.8874,23.4866666666,10.2099333333,11.3171,7.68926666667
368.93,6.97273333334,6.25653333333,6.71286666667,6.52813333333,5.50666666667,9.3954,21.3203333333,5.95406666667,23.6018,10.2974666667,11.4144666667,7.7352
369.29,6.94319999999,6.27046666667,6.77086666667,6.5198,5.5126,9.37399999999,21.437,5.95953333333,23.7028,10.2906666667,11.4553,7.73933333334
369.65,6.89253333333,6.17333333333,6.67026666667,6.39653333333,5.39053333333,9.34293333333,21.485,5.90466666667,23.7806666667,10.2079333333,11.3836333333,7.67173333333
370.01,6.77280000001,6.0602,6.6234,6.32393333333,5.26766666667,9.34413333333,21.5312,5.88386666667,23.7741333333,10.1332,11.3400666667,7.61119999999
370.38,6.59613333333,5.93793333333,6.4414,6.1724,5.05306666667,9.25713333333,21.4847333334,5.75046666667,23.7803333333,9.99273333334,11.2554666667,7.43986666666
370.74,6.50500000001,5.84113333333,6.38253333333,6.094,4.954,9.17466666667,21.5430666667,5.68653333333,23.8692,9.90280000001,11.1981,7.35466666667
371.10,6.33633333333,5.63326666667,6.18306666667,5.96726666667,4.77786666667,9.0204,21.4992666667,5.54006666667,23.8152666667,9.75066666667,11.1483666667,7.227
371.46,6.27026666667,5.5656,6.09766666667,5.88786666666,4.6644,8.96140000001,21.5158,5.49566666667,23.8216,9.60540000001,11.1097333333,7.1454
371.83,6.47373333334,5.76333333333,6.20053333333,6.04426666667,4.82566666667,9.12226666666,21.8322666667,5.66906666667,24.095,9.82413333333,11.3369666667,7.27506666666
372.19,6.64159999999,5.89193333333,6.3474,6.15513333333,4.98933333333,9.28633333333,22.02,5.84186666667,24.2788666667,9.93213333334,11.4865,7.42386666667
372.55,6.61573333334,5.86306666667,6.28953333333,6.09266666667,4.91366666667,9.21713333334,22.0973333333,5.83973333333,24.2689333333,9.83433333333,11.478,7.35893333333
372.92,6.7304,5.88706666667,6.39413333333,6.18353333333,5.03333333333,9.32119999999,22.2466666667,5.9,24.4769333333,9.88786666667,11.6057333333,7.43593333333
373.28,6.69420000001,5.8254,6.30153333333,6.1526,4.93006666667,9.26606666667,22.254,5.84353333333,24.4943333333,9.85059999999,11.5411666667,7.37266666666
373.64,6.81893333333,5.97286666667,6.47066666667,6.30406666667,5.0822,9.35506666666,22.3792,6.05913333333,24.6090666667,9.9658,11.7157666667,7.51113333333
374.00,7.02533333333,6.12433333333,6.647,6.45833333333,5.265,9.46626666666,22.5319333333,6.2112,24.8274666667,10.1351333333,11.8348666667,7.67033333333
374.37,7.20379999999,6.22493333333,6.79086666667,6.61086666667,5.3736,9.58746666666,22.7446666667,6.29346666667,24.9633333333,10.3083333333,11.9862666667,7.76340000001
374.73,7.31660000001,6.32566666667,6.88446666667,6.76346666667,5.48966666667,9.70526666666,22.9324666667,6.45953333333,25.031,10.4370666667,12.1078333333,7.88886666666
