wavelength,Back_TriMelf,Belly_TriMelf,Breast_TriMelf,Crissum_TriMelf,Crown_TriMelf,DorTail_TriMelf,Patch10_TriMelf,Rump_TriMelf,Throat_TriMelf,WingTip_TriMelf
358.75,5.91666666667,10.3319333333,4.8268,6.2661,3.09193333333,6.54886666667,3.60006666667,5.52086666667,10.5821333333,7.76966666667
359.11,5.86771111111,10.3079333333,4.75966666667,6.19396666667,2.92646666667,6.4862,3.52206666667,5.3792,10.5751333333,7.7062
359.48,6.05556666667,10.4845333333,4.93633333333,6.31556666667,3.1008,6.6526,3.65433333333,5.52086666667,10.6566666667,7.83206666667
359.84,5.95463333333,10.4331333333,4.88346666667,6.20443333333,3.04466666666,6.567,3.56826666667,5.45733333333,10.5054666667,7.75533333333
360.20,5.89125555555,10.4066666667,4.85333333333,6.19456666667,3.02846666667,6.47213333333,3.4772,5.37286666667,10.3678,7.64813333333
360.57,5.80152222222,10.4214666667,4.8126,6.18956666667,2.98086666667,6.4016,3.49233333333,5.30873333333,10.301,7.6632
360.93,5.79388888889,10.549,4.88046666667,6.2312,3.04253333333,6.41793333333,3.57313333333,5.35753333333,10.3670666667,7.69726666667
361.29,5.97158888889,10.7838666667,5.0686,6.4516,3.21993333333,6.6256,3.75053333333,5.54693333333,10.5987333333,7.85146666667
361.66,6.0391,10.8742,5.18606666667,6.54993333333,3.34513333333,6.66906666667,3.81,5.62446666667,10.7005333333,7.88813333333
362.02,6.18124444444,10.9956666667,5.2954,6.69803333333,3.49173333333,6.78186666667,3.9344,5.745,10.7734,7.95433333333
362.39,6.18241111111,11.0330666667,5.311,6.77126666667,3.5836,6.81853333333,3.9784,5.8102,10.7908666667,7.93873333333
362.75,6.20402222222,11.0702,5.361,6.85923333333,3.6318,6.89573333333,4.01313333333,5.87133333333,10.9011333333,7.99306666667
363.11,6.28912222222,11.18,5.41693333333,6.9896,3.73613333333,6.94246666666,4.10266666667,5.9502,11.0100666667,8.05766666667
363.48,6.35805555556,11.2376,5.49053333333,7.01613333333,3.77966666667,6.96246666667,4.15833333333,5.96386666667,11.1098,8.092
363.84,6.37377777778,11.1752666667,5.4288,6.97133333333,3.7578,6.88893333333,4.07873333333,5.8804,11.0751333334,8.04673333333
364.20,6.46857777778,11.1652,5.4414,7.02526666667,3.82813333334,6.9828,4.109,5.88933333333,11.1231333333,8.1144
364.57,6.37741111111,11.095,5.3784,6.9384,3.74973333333,6.8554,4.0264,5.77686666667,11.0378666667,8.00766666667
364.93,6.39701111111,11.1592,5.37293333333,6.95746666667,3.74153333333,6.86833333333,4.0308,5.76773333333,11.0862666667,8.01573333333
365.29,6.46373333333,11.2162666667,5.4572,7.0277,3.77673333334,6.87506666667,4.08213333333,5.77793333333,11.2035333333,8.052
365.66,6.60186666667,11.3541333333,5.58726666667,7.105,3.82553333333,6.97806666667,4.1938,5.8866,11.3990666667,8.19453333333
366.02,6.47877777778,11.2774666667,5.4822,6.984,3.6942,6.82766666667,4.16293333333,5.7104,11.2895333333,8.04313333333
366.38,6.52143333333,11.2936666667,5.57886666667,7.04316666667,3.7294,6.89106666667,4.1948,5.7098,11.3362,8.08986666667
366.75,6.55544444444,11.3179333333,5.60473333333,7.09606666667,3.78446666667,6.95473333333,4.25653333333,5.77046666667,11.3718666667,8.16666666667
367.11,6.54292222222,11.3544666667,5.60913333333,7.06133333333,3.77593333334,7.00106666667,4.19373333333,5.80006666667,11.418,8.1744
367.47,6.39566666667,11.3436666667,5.54873333333,6.9652,3.6898,6.93146666667,4.08606666667,5.6898,11.3728666666,8.04326666667
367.84,6.36784444444,11.3327333333,5.5626,6.95153333333,3.67806666667,6.95646666667,4.08666666667,5.6708,11.4042,8.043
368.20,6.27754444444,11.3160666667,5.53646666667,6.90296666667,3.6068,6.93613333333,4.01593333333,5.57993333333,11.3240666667,7.9734
368.56,6.21808888889,11.3601333333,5.48853333333,6.86833333333,3.56973333333,6.93673333333,3.95973333334,5.57646666667,11.2820666667,7.94593333333
368.93,6.17941111111,11.3622666667,5.4048,6.78853333333,3.52913333333,6.834,3.89826666667,5.4788,11.1550666667,7.8928
369.29,6.22801111111,11.4172,5.4284,6.81846666667,3.59333333333,6.81266666667,3.85933333333,5.55573333334,11.2158666667,7.91546666667
369.65,6.21797777778,11.4615333333,5.42546666667,6.76396666667,3.5632,6.74806666667,3.8234,5.5706,11.2694,7.85386666667
370.01,6.09235555555,11.4328,5.30286666667,6.66576666667,3.4182,6.58566666667,3.65673333333,5.50793333333,11.1680666667,7.67926666667
370.38,6.08421111111,11.4788666667,5.2756,6.7107,3.38813333333,6.5728,3.7126,5.5294,11.1494,7.66313333333
370.74,6.16404444445,11.603,5.35653333333,6.8061,3.46766666667,6.62126666667,3.81413333334,5.66113333333,11.228,7.68166666667
371.10,6.23823333333,11.7008,5.3448,6.89283333333,3.48326666667,6.62626666666,3.85726666667,5.7156,11.2736666667,7.7106
371.46,6.22292222222,11.6865333333,5.28433333333,6.837,3.39566666667,6.5128,3.86586666667,5.7378,11.2572666667,7.67993333333
371.83,6.225,11.7086,5.3098,6.83673333333,3.40373333333,6.514,3.8982,5.74606666667,11.3228666667,7.65446666667
372.19,6.25584444444,11.7025333333,5.37273333333,6.88963333333,3.44793333333,6.5924,3.93406666667,5.84466666667,11.4071333333,7.68673333333
372.55,6.34483333333,11.7706,5.47673333333,6.93996666667,3.4974,6.67406666667,3.9806,5.889,11.4932,7.76786666667
372.92,6.30314444445,11.7197333333,5.38993333333,6.9368,3.4082,6.65186666667,3.92533333333,5.83033333333,11.5049333333,7.75833333333
373.28,6.48347777778,11.8803333333,5.56786666667,7.1196,3.6178,6.85333333333,4.13953333333,5.99373333333,11.7374,7.94146666667
373.64,6.54302222222,11.9848666667,5.67713333333,7.1815,3.7078,6.92306666667,4.2074,6.03186666667,11.8366,7.97566666667
374.00,6.504,11.9624666667,5.6644,7.1973,3.70606666667,6.88486666667,4.17373333333,5.971,11.8348,7.98146666667
374.37,6.3364,11.8745333333,5.61266666667,7.03843333333,3.6408,6.76986666667,4.03906666667,5.8536,11.7555333333,7.8526
374.73,6.35407777778,11.9768666667,5.7018,7.1239,3.75186666666,6.85,4.05553333333,5.87366666667,11.8417333333,7.857
375.09,6.2972,12.0026666667,5.6758,7.08593333333,3.75893333333,6.80393333333,3.99986666667,5.8074,11.8002666667,7.83733333333
375.45,6.08345555555,11.9278,5.5368,6.95616666667,3.59906666667,6.57413333333,3.831,5.6236,11.6418666666,7.664
375.81,6.02303333333,12.017,5.52786666667,6.9852,3.56666666667,6.5326,3.82633333333,5.63266666667,11.6676,7.69393333333
376.18,5.94815555556,12.0164,5.54533333333,6.96326666667,3.56706666667,6.4726,3.81246666667,5.62173333333,11.6673333333,7.64106666667
376.54,5.79774444445,11.8704,5.40793333333,6.79726666667,3.37233333333,6.2686,3.6336,5.41453333333,11.4813333333,7.5044
376.90,5.80264444444,11.9130666667,5.41753333333,6.83216666667,3.352,6.25613333333,3.59466666667,5.43073333333,11.5257333334,7.52493333333
377.26,5.77701111111,11.9035333333,5.42053333333,6.7915,3.28326666667,6.1968,3.52993333333,5.422,11.5272,7.50206666667
377.63,5.86822222222,11.9796,5.4496,6.85906666667,3.29533333333,6.2418,3.57013333333,5.48693333333,11.5928,7.53273333333
377.99,5.91438888889,12.0016666667,5.48433333333,6.89266666667,3.32886666667,6.24686666667,3.59906666667,5.53073333333,11.6686,7.58213333333
378.35,5.88273333333,11.9708,5.4438,6.8611,3.24766666667,6.1884,3.55106666667,5.50573333333,11.6444666667,7.54553333333
378.71,5.95944444444,12.0578,5.5166,6.90356666667,3.3126,6.26913333333,3.56806666666,5.56673333333,11.7501333333,7.60966666667
379.07,6.0105,12.1330666667,5.56486666667,6.9339,3.39306666667,6.3464,3.6504,5.622,11.7764666667,7.64473333333
379.44,6.02537777778,12.1918,5.54486666667,6.96226666667,3.41493333333,6.35206666667,3.6808,5.64006666667,11.752,7.63566666667
379.80,6.0795,12.3266,5.6418,7.06456666667,3.52326666667,6.47553333333,3.79166666667,5.74206666667,11.8682666667,7.70173333333
380.16,6.01922222222,12.3103333333,5.6572,7.00716666667,3.5188,6.44126666667,3.79153333333,5.70846666667,11.8515333333,7.62946666667
380.52,5.97797777778,12.3142,5.5968,6.961,3.47966666667,6.38153333333,3.77033333333,5.65293333333,11.7844666667,7.55533333333
380.88,5.92156666667,12.3254666667,5.6036,6.96406666667,3.47873333333,6.36053333333,3.755,5.65006666667,11.7731333333,7.56886666667
381.24,5.90266666667,12.372,5.624,6.97333333333,3.46733333333,6.364,3.736,5.63866666667,11.7546666666,7.57733333333
381.61,5.96976666667,12.4473333333,5.67226666667,7.0411,3.5522,6.43286666667,3.81966666667,5.71186666667,11.8374666667,7.62006666667
381.97,5.98681111111,12.5384666667,5.7278,7.09853333333,3.62013333333,6.5012,3.8854,5.7494,11.9140666667,7.6552
382.33,5.98146666667,12.5094,5.6952,7.07423333333,3.59093333333,6.4894,3.8264,5.74313333333,11.933,7.625
382.69,6.07483333333,12.6374666667,5.78873333333,7.12913333333,3.65153333333,6.568,3.9068,5.83653333333,12.0862666667,7.68413333333
383.05,6.03964444445,12.6372666667,5.76393333333,7.08673333333,3.609,6.52946666667,3.86893333333,5.80966666667,12.1330666667,7.639
383.41,6.02404444444,12.6763333333,5.73346666667,7.07426666666,3.58266666666,6.51213333334,3.8528,5.79846666667,12.1529333333,7.63193333333
383.77,6.06388888889,12.7464,5.79173333333,7.11226666667,3.61126666667,6.5712,3.89386666667,5.86713333333,12.2208,7.69106666667
384.14,6.10772222222,12.8025333333,5.8156,7.11826666667,3.60226666667,6.60006666667,3.92133333333,5.88826666667,12.2845333333,7.66693333333
384.50,6.14837777778,12.8946666667,5.8762,7.16506666667,3.60366666667,6.5928,3.95,5.91113333334,12.3344666667,7.69046666667
384.86,6.14005555555,12.9836,5.92693333333,7.20443333333,3.6112,6.58273333333,3.93586666667,5.91933333333,12.3682,7.70946666667
385.22,6.07618888889,12.9772,5.8824,7.1532,3.52613333333,6.48426666667,3.87306666667,5.85606666667,12.3432666667,7.63253333333
385.58,6.05178888889,13.0342,5.90113333333,7.15313333333,3.50533333334,6.4166,3.84626666667,5.8136,12.3364666667,7.592
385.94,6.05168888889,13.0703333333,5.93466666667,7.1873,3.49633333333,6.433,3.82493333333,5.77873333334,12.3666,7.61486666667
386.30,6.08347777778,13.1441333333,5.98166666667,7.24443333333,3.53206666667,6.43246666666,3.8432,5.78733333333,12.4124,7.64653333333
386.66,6.14588888889,13.2338666667,6.05526666667,7.32433333333,3.58393333333,6.44693333333,3.91166666667,5.81493333333,12.4849333333,7.66366666667
387.03,6.20223333333,13.3172,6.1226,7.37556666667,3.64826666667,6.46506666667,3.98453333333,5.832,12.5588666667,7.66093333333
387.39,6.24308888889,13.4107333333,6.17673333333,7.403,3.70206666667,6.45426666667,4.01966666667,5.83653333333,12.6496666667,7.6854
387.75,6.18721111111,13.3743333334,6.0932,7.326,3.6564,6.40653333333,3.98486666667,5.76213333333,12.646,7.61486666667
388.11,6.1849,13.3896,6.1316,7.35643333333,3.64506666667,6.39586666667,4.0308,5.78586666667,12.7274,7.6322
388.47,6.2208,13.435,6.17006666667,7.3904,3.68966666667,6.42633333333,4.07853333333,5.8342,12.7546666667,7.6444
388.83,6.27513333333,13.4888,6.22446666667,7.42746666667,3.7014,6.44406666667,4.12366666667,5.87926666667,12.8195333333,7.64946666667
389.19,6.27735555555,13.5456,6.28153333333,7.44726666667,3.731,6.4404,4.16586666667,5.9314,12.8527333333,7.65473333333
389.55,6.27013333333,13.5801333333,6.2966,7.4401,3.7142,6.4338,4.1602,5.9438,12.8623333333,7.64693333333
389.91,6.29913333333,13.6276,6.32066666667,7.45633333333,3.70726666667,6.44993333333,4.15633333333,5.97546666667,12.9068,7.70626666667
390.27,6.30396666667,13.6998666667,6.32333333333,7.46636666667,3.68386666667,6.45306666667,4.14746666667,5.99706666667,12.9373333333,7.76366666667
390.63,6.29795555556,13.7557333333,6.35653333333,7.51413333333,3.6652,6.46473333333,4.1904,6.0416,12.9490666667,7.79346666667
391.00,6.29816666667,13.827,6.38146666667,7.54199999999,3.68913333333,6.48066666667,4.20186666667,6.0684,12.9948,7.809
391.36,6.27081111111,13.8663333333,6.33726666667,7.48456666666,3.644,6.4184,4.13573333333,5.99733333333,12.9452666667,7.7552
391.72,6.30982222222,13.9499333333,6.383,7.53673333334,3.65113333333,6.41786666667,4.18853333333,6.05293333333,13.0261333333,7.7874
392.08,6.30783333333,14.0224,6.41733333333,7.57936666667,3.6554,6.46806666667,4.21446666667,6.09966666667,13.1010666667,7.83166666667
392.44,6.26255555555,14.0042666666,6.354,7.52403333333,3.57046666667,6.41346666667,4.14393333334,6.04266666667,13.0716,7.7818
392.80,6.2314,14.0142,6.32286666667,7.48483333333,3.52906666667,6.34253333333,4.0942,6.02046666667,13.0494,7.73153333333
393.16,6.19746666667,14.0570666667,6.3118,7.49233333333,3.50733333333,6.30633333333,4.06713333333,6.0064,13.0659333334,7.6868
393.52,6.12245555556,14.0392,6.27353333333,7.45323333333,3.43193333333,6.2316,4.0006,5.94513333333,13.0500666666,7.58066666667
393.88,6.07913333333,14.0216666667,6.2624,7.4075,3.42373333333,6.20053333334,3.93726666667,5.8772,13.0191333333,7.52306666666
394.24,6.06917777778,14.0414,6.2704,7.4145,3.37726666667,6.16993333333,3.9288,5.88213333333,13.0366666667,7.4964
394.60,6.11848888889,14.0922666667,6.339,7.46093333333,3.4152,6.24406666667,3.9988,5.96113333333,13.1486666667,7.5224
394.96,6.08534444445,14.1085333333,6.33293333333,7.44593333333,3.37606666667,6.24426666667,3.9416,5.90753333333,13.1347333333,7.47093333333
395.32,6.06458888889,14.1382666667,6.30846666666,7.4324,3.3514,6.21826666667,3.91966666667,5.8626,13.1365333333,7.42373333333
395.68,6.15604444445,14.276,6.41806666667,7.55056666666,3.4502,6.2822,4.023,5.94066666667,13.2634,7.52586666667
396.04,6.20275555556,14.3577333333,6.5024,7.64196666667,3.49126666667,6.34206666667,4.10326666667,5.9754,13.3483333333,7.58046666667
396.40,6.11938888889,14.3158666667,6.4448,7.57336666667,3.39873333333,6.2674,4.0412,5.88566666667,13.2929333333,7.48306666667
396.76,6.1572,14.4010666667,6.49073333333,7.61909999999,3.4188,6.27093333333,4.05546666667,5.90826666667,13.3559333333,7.52006666666
397.12,6.14536666667,14.4826,6.51953333333,7.67696666667,3.4044,6.23946666667,4.0678,5.93326666667,13.4310666667,7.53046666667
397.48,6.1363,14.4884,6.5362,7.65239999999,3.3978,6.20573333333,4.01486666667,5.92193333333,13.4223333333,7.47513333333
397.84,6.10237777778,14.5167333333,6.5156,7.62330000001,3.34193333333,6.14346666667,3.94,5.8662,13.3876,7.4302
398.20,6.15831111111,14.6180666667,6.58766666667,7.66926666666,3.3826,6.15746666667,3.98506666667,5.9162,13.4555333333,7.50126666667
398.56,6.16908888889,14.6710666667,6.63853333333,7.68916666667,3.39946666667,6.11453333333,3.97873333333,5.932,13.5060666667,7.49953333334
398.92,6.05971111111,14.65,6.56133333333,7.5768,3.32626666667,6.0082,3.89406666667,5.81573333333,13.4172666667,7.37233333333
399.28,6.08268888889,14.736,6.6186,7.58603333333,3.36853333333,6.0082,3.8958,5.84113333333,13.51,7.382
399.64,6.19864444444,14.8986666667,6.77533333333,7.73143333333,3.50126666667,6.11486666667,4.01266666667,5.973,13.6476,7.51633333333
400.00,6.28168888889,15.0133333334,6.8868,7.84886666667,3.60613333333,6.21413333333,4.13293333333,6.06253333333,13.7995333333,7.59313333333
400.36,6.37471111111,15.137,6.9624,7.92683333333,3.65886666667,6.28673333333,4.1918,6.1126,13.8934666667,7.642
400.72,6.41977777778,15.2960666667,7.01466666667,8.00096666667,3.71826666667,6.33346666667,4.2784,6.12566666667,14.0116666667,7.70713333333
401.08,6.46327777778,15.4192666667,7.09253333333,8.0746,3.7878,6.3706,4.38673333333,6.20973333333,14.0983333333,7.7418
401.44,6.43853333334,15.4437333333,7.08566666667,8.0943,3.76933333333,6.36213333333,4.395,6.1844,14.1575333333,7.70066666667
401.80,6.4591,15.5188,7.10593333333,8.1391,3.7998,6.3656,4.41386666667,6.1914,14.1957333333,7.7162
402.16,6.52101111111,15.6726666667,7.1808,8.21856666667,3.82053333333,6.43166666667,4.45726666667,6.26533333333,14.3024,7.75766666667
402.52,6.46823333333,15.7289333333,7.14653333333,8.23390000001,3.76126666667,6.44093333333,4.4454,6.25473333334,14.3141333333,7.72693333334
402.88,6.37684444445,15.7199333333,7.0608,8.13016666667,3.67133333333,6.34726666667,4.37206666667,6.19266666667,14.2794,7.62966666667
403.24,6.29441111111,15.7116,7.01953333333,8.06336666667,3.5982,6.27793333333,4.27693333333,6.11293333333,14.2301333333,7.5372
403.60,6.24164444445,15.6982,6.96653333333,8.01136666667,3.56206666667,6.21673333333,4.22893333333,6.09553333333,14.2286,7.48293333333
403.95,6.24827777778,15.7258666667,7.02286666667,8.03606666667,3.56286666667,6.2222,4.2234,6.1148,14.2564,7.485
404.31,6.25608888889,15.7935333333,7.07106666667,8.05956666667,3.56806666667,6.226,4.21926666667,6.09006666667,14.3160666667,7.5164
404.67,6.27648888889,15.8559333333,7.11026666667,8.07023333333,3.58626666667,6.2168,4.2198,6.09913333333,14.3388666667,7.5348
405.03,6.21573333333,15.8772,7.10273333333,8.02173333333,3.5154,6.18906666667,4.17626666667,6.0566,14.3429333333,7.47526666667
405.39,6.21445555556,15.8822,7.14246666667,8.04766666667,3.51933333333,6.1848,4.18626666667,6.06886666667,14.4035333333,7.48106666667
405.75,6.22915555556,15.9240666667,7.18633333333,8.03576666667,3.498,6.13326666667,4.15633333333,6.02933333333,14.4109333333,7.45306666667
406.11,6.25941111111,16.0012666667,7.24273333333,8.07956666666,3.50773333333,6.1576,4.15833333333,6.02533333333,14.4621333333,7.46793333333
406.47,6.26631111111,16.0533333333,7.28086666667,8.08706666666,3.50086666667,6.15246666667,4.16626666667,6.0302,14.4559333333,7.486
406.83,6.28852222222,16.1446666667,7.35773333333,8.14793333334,3.5058,6.1868,4.1892,6.02293333333,14.4850666667,7.50946666666
407.19,6.32006666667,16.2504666667,7.41153333333,8.21019999999,3.52633333334,6.21766666667,4.2436,6.04746666667,14.5425333333,7.5236
407.55,6.34406666666,16.3224666667,7.4574,8.2481,3.539,6.22993333333,4.26646666667,6.07493333333,14.5908666667,7.52086666667
407.90,6.3782,16.4322,7.54066666667,8.29963333334,3.5662,6.24593333333,4.30966666667,6.1076,14.6566,7.53033333333
408.26,6.44811111111,16.5511333333,7.63286666667,8.37583333333,3.6348,6.28466666667,4.39306666667,6.16433333333,14.769,7.58786666667
408.62,6.4695,16.6693333333,7.69606666667,8.41920000001,3.65753333333,6.30446666667,4.43153333333,6.1926,14.8172,7.5992
408.98,6.49398888889,16.7456,7.74906666667,8.49216666667,3.69173333334,6.35566666667,4.4806,6.2366,14.898,7.637
409.34,6.52598888889,16.8064,7.81726666667,8.54916666668,3.72866666667,6.39073333333,4.53886666667,6.26713333333,14.9668,7.63806666667
409.70,6.52725555555,16.9045333333,7.8444,8.59146666666,3.7344,6.4076,4.58166666667,6.29326666667,15.0534666667,7.64066666667
410.06,6.50292222222,16.9334666667,7.85513333333,8.58289999999,3.7056,6.38166666667,4.5934,6.2788,15.0822,7.61146666667
410.42,6.44502222222,16.9476,7.8196,8.52713333333,3.61193333333,6.30133333333,4.52553333333,6.22546666667,15.0944,7.554
410.77,6.4179,16.9664666667,7.794,8.51746666667,3.56346666667,6.25033333333,4.49313333333,6.1862,15.1071333333,7.48593333333
411.13,6.37695555556,17.0153333333,7.768,8.5203,3.53853333333,6.2322,4.47886666667,6.1796,15.1528,7.4984
411.49,6.38645555556,17.0724,7.78293333333,8.56456666667,3.5492,6.2546,4.4928,6.21206666667,15.1942,7.52453333333
411.85,6.38186666667,17.1036,7.80626666667,8.5722,3.54333333333,6.2286,4.47293333333,6.19813333333,15.2462666667,7.5238
412.21,6.40646666667,17.1996666667,7.84826666667,8.6172,3.56133333333,6.2464,4.52593333333,6.24686666667,15.3482,7.54733333333
412.57,6.40634444444,17.3054666667,7.87626666667,8.68693333335,3.55353333333,6.2416,4.5194,6.2692,15.4022666667,7.57286666667
412.92,6.38958888889,17.3359333333,7.88353333333,8.65233333334,3.49153333333,6.156,4.48453333333,6.2378,15.4337333333,7.52133333333
413.28,6.40252222222,17.4318,7.91486666667,8.68840000001,3.5222,6.14953333333,4.47613333333,6.2722,15.4828,7.531
413.64,6.42436666667,17.5,7.9578,8.74143333333,3.5552,6.1478,4.48066666667,6.29846666667,15.5102,7.55266666667
414.00,6.37292222222,17.5236,7.96273333333,8.74216666668,3.51666666667,6.11573333334,4.4294,6.27813333333,15.5348666667,7.5414
414.36,6.34148888889,17.5536,7.9878,8.73376666665,3.48013333333,6.08486666667,4.41886666667,6.24813333333,15.5535333333,7.4752
414.72,6.31048888889,17.5942666667,8.03993333333,8.7307,3.43146666667,6.03066666666,4.37466666667,6.2126,15.5908666667,7.408
415.07,6.32396666667,17.6744666667,8.081,8.78010000001,3.434,6.03653333333,4.40373333333,6.23046666667,15.6544,7.42
415.43,6.31742222222,17.7442,8.10833333333,8.76010000001,3.4144,5.99266666667,4.3764,6.21133333333,15.6539333333,7.38706666667
415.79,6.31384444444,17.8285333334,8.14493333333,8.75900000001,3.4178,5.9886,4.39306666667,6.2114,15.7504666667,7.39373333333
416.15,6.3242,17.9137333333,8.1814,8.81620000001,3.4512,6.02386666667,4.42206666667,6.23133333333,15.8481333333,7.4148
416.51,6.36448888889,18.0289333333,8.26093333334,8.87733333333,3.45833333333,6.0472,4.47366666667,6.2524,15.9782,7.4648
416.86,6.38473333333,18.1157333333,8.31353333333,8.94213333334,3.48386666667,6.08533333333,4.519,6.28833333334,16.074,7.48893333333
417.22,6.45988888889,18.2568,8.43386666667,9.04626666665,3.5642,6.17433333333,4.6074,6.379,16.1899333333,7.5582
417.58,6.50566666667,18.3266,8.49306666667,9.09506666667,3.5902,6.19766666667,4.63326666667,6.42133333334,16.2631333333,7.57906666667
417.94,6.51072222222,18.3595333333,8.51979999999,9.11643333333,3.58213333333,6.19666666667,4.6574,6.4146,16.2977333333,7.578
418.29,6.47063333334,18.3634,8.51933333333,9.08666666666,3.52833333334,6.16686666667,4.6198,6.36933333333,16.2756,7.5248
418.65,6.4559,18.3722,8.55080000001,9.09936666668,3.4886,6.14926666667,4.59726666667,6.34926666667,16.3014,7.50133333333
419.01,6.44214444444,18.3976666667,8.59039999999,9.10030000001,3.46146666667,6.13773333333,4.59,6.3366,16.3194,7.48873333333
419.37,6.46197777778,18.4233333333,8.6372,9.12253333335,3.46126666667,6.13846666667,4.61486666667,6.3456,16.3362666667,7.50033333333
419.73,6.46263333333,18.4458666667,8.67493333333,9.14176666667,3.4532,6.13786666667,4.62293333333,6.36146666667,16.36,7.4828
420.08,6.44334444445,18.4662,8.70213333333,9.12446666668,3.41993333333,6.10353333333,4.60766666667,6.34093333333,16.3744,7.46326666667
420.44,6.41543333334,18.486,8.69619999999,9.10423333332,3.37146666667,6.05606666667,4.58493333333,6.3108,16.3778,7.4324
420.80,6.41373333333,18.5522,8.7202,9.12643333334,3.36426666667,6.04533333333,4.6044,6.30353333333,16.4183333334,7.43046666667
421.16,6.42404444445,18.6174,8.77139999999,9.15363333333,3.37586666667,6.05166666667,4.6312,6.3238,16.4724666667,7.4452
421.51,6.44508888889,18.6958,8.8316,9.18483333333,3.38586666667,6.06846666667,4.66786666667,6.3522,16.5458,7.4738
421.87,6.45966666667,18.7572,8.87273333333,9.21189999999,3.40026666667,6.0832,4.70813333333,6.3782,16.5982666667,7.49746666667
422.23,6.46024444445,18.8188,8.89533333334,9.21940000001,3.38513333333,6.06013333333,4.70513333333,6.38293333333,16.6345333333,7.484
422.58,6.4487,18.8876,8.92473333333,9.24063333332,3.3738,6.05833333333,4.7028,6.3856,16.6847333333,7.47406666667
422.94,6.44452222222,18.946,8.95666666667,9.25316666667,3.37446666667,6.05353333333,4.71046666667,6.3956,16.7425333333,7.4848
423.30,6.45954444445,19.0257333333,9.00386666665,9.29476666665,3.38653333333,6.06626666667,4.74906666667,6.42446666667,16.8085333333,7.4934
423.66,6.47391111111,19.1108,9.0496,9.32836666667,3.40166666667,6.07926666667,4.77846666667,6.4374,16.8821333333,7.50853333333
424.01,6.49057777778,19.1648,9.10553333333,9.35576666666,3.39446666667,6.09446666667,4.7812,6.45313333333,16.9362,7.51406666667
424.37,6.52346666666,19.2410666667,9.13380000001,9.39913333333,3.40333333333,6.115,4.78513333333,6.4712,16.9918,7.53206666666
424.73,6.53396666667,19.3024666667,9.16686666667,9.43026666667,3.40986666667,6.1052,4.7896,6.47846666667,17.064,7.521
425.08,6.53035555556,19.3799333334,9.19226666668,9.45183333335,3.41146666667,6.08993333333,4.7854,6.4818,17.1332,7.4956
425.44,6.57821111111,19.4560666667,9.26873333334,9.53470000001,3.46186666667,6.15053333333,4.85393333333,6.537,17.2128666667,7.5468
425.80,6.60501111111,19.5372666667,9.32339999999,9.58026666666,3.47733333334,6.15526666667,4.875,6.55773333333,17.2779333333,7.5686
426.16,6.6087,19.5907333333,9.35446666668,9.61646666667,3.47473333333,6.139,4.88066666667,6.54926666666,17.3071333333,7.5484
426.51,6.65108888889,19.6743333333,9.41486666667,9.67246666667,3.50126666667,6.17726666667,4.90513333333,6.57373333333,17.3658,7.57
426.87,6.69751111111,19.7638,9.50213333333,9.75533333335,3.53633333333,6.208,4.9372,6.6264,17.4368,7.5962
427.23,6.71777777778,19.8360666667,9.55613333332,9.80799999999,3.57046666667,6.21706666666,4.96,6.66433333333,17.5100666667,7.61353333333
427.58,6.7152,19.9252,9.62400000001,9.8424,3.57846666666,6.22953333333,4.99446666667,6.6926,17.565,7.63413333333
427.94,6.75355555556,20.0110666667,9.68539999999,9.91623333332,3.60953333333,6.27146666667,5.03566666667,6.731,17.6200666667,7.67946666667
428.30,6.78571111111,20.0773333333,9.77800000001,9.9898,3.63533333333,6.3064,5.08753333333,6.76673333333,17.6632,7.73346666666
428.65,6.76941111111,20.1286666667,9.78613333332,10.0004333333,3.60206666667,6.27053333333,5.06586666667,6.7398,17.694,7.70093333333
429.01,6.80467777778,20.2132,9.87260000001,10.0703333333,3.62086666667,6.31086666667,5.1096,6.78073333333,17.7641333333,7.70686666666
429.37,6.83301111111,20.3218,9.93933333332,10.1130333333,3.6436,6.34713333333,5.1336,6.8116,17.8356666667,7.7326
429.72,6.81151111111,20.3369333333,9.96833333334,10.1288333333,3.62166666667,6.314,5.13046666667,6.8036,17.8886666667,7.711
430.08,6.7805,20.3300666667,9.96306666667,10.1063,3.58453333333,6.27566666667,5.1028,6.76326666667,17.9046666667,7.6606
430.44,6.75584444444,20.3910666667,9.97893333332,10.1308,3.5418,6.2406,5.09786666667,6.73906666667,17.9372,7.62426666667
430.79,6.73416666667,20.402,9.99013333333,10.1372666667,3.52006666667,6.2046,5.0826,6.71373333333,17.9694666667,7.58133333333
431.15,6.70995555556,20.4774,10.0166,10.163,3.48886666667,6.15626666667,5.06993333333,6.702,18.0241333333,7.54306666667
431.50,6.70623333334,20.5338,10.0376,10.1879,3.4742,6.14673333333,5.05833333333,6.68013333333,18.0976,7.53473333333
431.86,6.75017777778,20.6333333333,10.1262666667,10.2490666667,3.5068,6.15786666667,5.0886,6.73013333333,18.1940666667,7.57146666667
432.22,6.7443,20.7078666667,10.1558666667,10.2543666667,3.49466666667,6.13373333333,5.0762,6.73066666667,18.2621333334,7.57093333333
432.57,6.74038888889,20.7307333333,10.1841333333,10.2746333333,3.47293333333,6.12733333333,5.0886,6.7344,18.2857333333,7.56526666667
