wavelength,Back_SicTacf,Belly_SicTacf,Breast_SicTacf,Crissum_SicTacf,Crown_SicTacf,DorTail_SicTacf,Patch10_SicTacf,Rump_SicTacf,Throat_SicTacf,WingTip_SicTacf
359.48,9.48,29.9442,19.2473333333,23.8732,6.3584,8.35569824561,6.24893333333,9.8534,25.1212,7.73353333334
359.84,9.5154,30.0519333333,19.3656666667,23.9237333333,6.4048,8.42131578947,6.2956,9.89526666667,25.1980666667,7.74406666667
360.20,9.53253333333,30.1349333333,19.4262666667,23.9901,6.44586666667,8.46838596491,6.34793333333,9.90053333335,25.2718,7.78581666667
360.57,9.62433333333,30.2954666667,19.5308,24.0954333333,6.52733333333,8.50161403509,6.4428,9.98153333332,25.3559333334,7.87415
360.93,9.78133333334,30.4568,19.6470666667,24.2211,6.64333333333,8.63563859649,6.59,10.0681333333,25.4425333333,7.99246666666
361.29,9.72033333333,30.5192,19.6849333333,24.2377,6.6102,8.63334035088,6.56433333333,10.0330666667,25.4871333333,7.98323333334
361.66,9.76066666667,30.6051333333,19.7030666667,24.2819,6.63653333333,8.68067368421,6.59726666667,10.0894,25.5928666667,7.98380000001
362.02,9.7432,30.6670666667,19.7177333333,24.2874666667,6.64553333333,8.63368070175,6.57193333333,10.0871333333,25.6054,7.94175000001
362.39,9.69513333333,30.6286,19.667,24.2906,6.60693333333,8.59267719298,6.52506666667,10.036,25.6186666667,7.81716666666
362.75,9.75079999999,30.7149333333,19.7235333333,24.4019333333,6.68753333333,8.68807368421,6.61866666667,10.114,25.6976666667,7.85978333333
363.11,9.78806666667,30.8123333333,19.8207333333,24.4754333333,6.74146666667,8.69148421053,6.6524,10.1342,25.8024,7.89316666667
363.48,9.72679999999,30.7468666667,19.7440666667,24.4115,6.7092,8.64757894737,6.62533333333,10.0741333333,25.6955333333,7.79825
363.84,9.7052,30.7743333333,19.7443333333,24.4121333333,6.645,8.62820701755,6.61886666667,10.0893333333,25.7478,7.76568333333
364.20,9.75673333333,30.9433333333,19.842,24.5208666667,6.725,8.67509473685,6.66093333333,10.1984,25.8814,7.82456666667
364.57,9.69866666667,30.9780666667,19.8510666667,24.5153666667,6.74606666667,8.66768070175,6.6276,10.1802,25.9541333334,7.78136666667
364.93,9.58900000001,30.9972,19.853,24.5233333333,6.652,8.52155438597,6.46693333333,10.1142,25.9362666667,7.60866666667
365.29,9.60326666667,31.0266,19.8356666667,24.5171666667,6.68233333333,8.47976491228,6.4518,10.1260666667,25.9366,7.55409999999
365.66,9.56613333333,31.0418666667,19.8632666667,24.5316333333,6.6322,8.42883508772,6.44886666666,10.0690666667,25.8847333333,7.52743333333
366.02,9.5388,31.0943333333,19.8587333333,24.5946666667,6.5546,8.43712631579,6.40646666666,10.0108666667,25.9326,7.50503333333
366.38,9.59979999999,31.2707333333,20.0069333333,24.6356666667,6.55553333333,8.44714736841,6.4272,10.0807333333,25.9939333333,7.57308333333
366.75,9.60466666667,31.283,20.0712,24.6456666667,6.50753333333,8.40936842105,6.41606666667,10.0638666667,26.0232666667,7.56836666667
367.11,9.62766666667,31.3486,20.1248,24.6766666667,6.50866666667,8.38555087719,6.42686666667,10.1277333333,26.0564666667,7.54651666667
367.47,9.79053333335,31.5270666667,20.2806666667,24.8043,6.65673333333,8.50557192983,6.5542,10.3058,26.2693333333,7.69236666666
367.84,9.84439999999,31.6906666667,20.3173333333,24.8527333333,6.7246,8.52366315789,6.52873333333,10.3038666667,26.3309333333,7.73341666666
368.20,9.89853333333,31.7634666667,20.3862,24.9006666667,6.7394,8.5267122807,6.51613333333,10.3136666667,26.3895333333,7.76638333333
368.56,10.0002,31.8696,20.4640666667,24.9756666667,6.74666666667,8.54763157895,6.5464,10.3428666667,26.4565333333,7.76493333333
368.93,10.086,31.9928666667,20.5601333333,25.0259666667,6.82613333333,8.59609824562,6.64346666667,10.4387333333,26.5396666667,7.82543333333
369.29,10.1608,32.2190666667,20.6642,25.1677,6.9004,8.65615789473,6.71786666667,10.5160666667,26.6506666666,7.90666666667
369.65,10.2596666667,32.4336,20.8186,25.2834,6.98813333333,8.70807368422,6.76373333333,10.6622666667,26.7944666667,8.01866666666
370.01,10.2704,32.5254666667,20.8591333333,25.2552333333,7.0122,8.69210877192,6.795,10.7108666667,26.8276,8.04499999999
370.38,10.2916666667,32.6193333333,20.9160666667,25.3249666667,7.0296,8.72548070175,6.78833333333,10.7115333333,26.8522,8.05738333333
370.74,10.3767333333,32.7726,21.0182666667,25.4166666667,7.1254,8.76538245613,6.79193333333,10.7715333333,26.8818,8.09318333334
371.10,10.5034,32.9232666667,21.1090666667,25.5081,7.2316,8.87127719298,6.87926666667,10.8272666667,26.9716666667,8.19928333333
371.46,10.5022,33.0022666666,21.1511333333,25.5589,7.19713333333,8.85642456141,6.82846666667,10.8081333333,26.9824,8.19863333333
371.83,10.4463333333,32.9344666667,21.1684666667,25.4852666667,7.14586666667,8.80803157895,6.8104,10.7572,26.8608,8.13924999999
372.19,10.3216666667,32.9292,21.1118666667,25.4280666667,7.0576,8.71444210525,6.71226666667,10.6597333333,26.7490666667,8.0159
372.55,10.2725333333,32.9627333333,21.1263333333,25.4328333333,7.04846666667,8.76048771929,6.71793333333,10.6897333333,26.7204666667,8.05769999999
372.92,10.28,33.0728666667,21.1744666667,25.5454333333,7.06906666667,8.81178245615,6.7224,10.6845333333,26.8041333333,8.08926666667
373.28,10.2642666667,33.0383333333,21.2009333333,25.4717666667,7.0554,8.82289122807,6.69273333333,10.6386,26.7534666667,8.05614999999
373.64,10.2374,33.034,21.2094666667,25.4488666667,7.01666666667,8.81134736843,6.65686666667,10.5712,26.6888666666,7.93626666667
374.00,10.3704666667,33.1792,21.3686,25.5349666667,7.091,8.89290175439,6.75026666666,10.652,26.734,7.96301666667
374.37,10.5123333333,33.3642,21.5031333333,25.6851666667,7.2622,9.0343508772,6.8912,10.7523333333,26.8802666667,8.05468333333
374.73,10.5651333333,33.5198,21.5979333333,25.7783,7.2972,9.10626315789,6.96506666667,10.8094,26.9454,8.08255000001
375.09,10.5011333333,33.5536,21.5996666667,25.7890333333,7.21306666667,9.06288070175,6.94413333334,10.7484666667,26.9346666666,7.9833
375.45,10.5845333333,33.7291333333,21.7498666667,25.9314,7.27426666667,9.16009824561,7.0482,10.8281333333,27.0206,8.04743333333
375.81,10.6670666667,33.8684666667,21.8293333333,26.0475333333,7.3182,9.21609824562,7.11673333333,10.9502,27.1359333333,8.08600000001
376.18,10.7774666667,34.0428666667,21.9376,26.1280333333,7.36033333333,9.26751578947,7.20313333333,11.0466,27.2433333333,8.12525
376.54,10.8591333333,34.1925333333,22.0385333333,26.1888,7.3714,9.25895438597,7.25033333333,11.0852666667,27.276,8.12511666667
376.90,10.8516,34.251,22.0285333333,26.1271666667,7.30466666667,9.17679649122,7.18773333333,11.0514666667,27.2186,8.06725
377.26,10.8543333334,34.3722,22.0837333333,26.1877333333,7.25453333333,9.13865614035,7.165,11.0488666667,27.275,8.06091666667
377.63,10.8592,34.4575333333,22.0871333333,26.2288666666,7.24393333333,9.10379298247,7.17553333333,11.0458666667,27.3382666667,8.06201666666
377.99,10.8137333333,34.5221333333,22.0682,26.2659333333,7.2226,9.05803157895,7.1564,10.9888,27.3520666667,8.03093333333
378.35,10.7927333333,34.5548,22.0414666667,26.2253,7.14593333333,8.96415789475,7.07906666667,10.9757333333,27.3058,7.9782
378.71,10.8498,34.6618,22.0972,26.2895,7.19346666667,9.03128070176,7.133,11.0449333333,27.4165333333,8.04943333334
379.07,10.875,34.7776666667,22.1648666667,26.3199666666,7.2232,9.04912982455,7.13706666666,11.095,27.4344666667,8.10901666666
379.44,10.8088,34.865,22.151,26.3381666667,7.17613333333,8.96667017544,7.07733333333,11.0578666667,27.4214666667,8.03439999999
379.80,10.83,35.0099333333,22.2236666667,26.3752333333,7.1494,8.95561403509,7.06653333333,11.0286666667,27.4830666667,8.03618333333
380.16,10.8447333333,35.0891333333,22.2470666667,26.4055,7.1524,8.95909122808,7.05326666667,11.0165333333,27.4568,8.05574999999
380.52,10.8074666667,35.1206,22.2127333333,26.4269,7.13373333333,8.94003508773,7.00386666667,11.0299333333,27.4436,8.03971666667
380.88,10.885,35.2734,22.2924666667,26.5254,7.17606666667,9.01837894737,7.07006666667,11.0883333333,27.5055333333,8.09659999999
381.24,10.9440666667,35.3298666667,22.3262,26.5329,7.2232,9.07109824561,7.11993333333,11.1188666667,27.5192,8.09071666667
381.61,10.9944,35.5021333333,22.4277333333,26.6058666667,7.2266,9.11412631578,7.1482,11.1682666667,27.5586,8.1223
381.97,10.9518,35.5416666667,22.3921333334,26.5695333333,7.17606666667,9.09184912281,7.0674,11.1779333333,27.4694666667,8.07471666667
382.33,10.9553333333,35.6180666667,22.4172666667,26.5487333333,7.20973333333,9.11685614037,7.10166666667,11.1786,27.4666666667,8.07311666667
382.69,10.8851333333,35.6618,22.4268666667,26.4967333333,7.17266666667,9.04228771929,7.0636,11.1300666667,27.3936666667,7.99026666667
383.05,10.8826666667,35.7344,22.4222,26.4921666667,7.1542,9.0158245614,7.0478,11.1118,27.3622666667,7.93273333333
383.41,10.9044666667,35.7364666667,22.4545333333,26.4218666667,7.18373333333,9.02990175437,7.0884,11.1148666667,27.3321333333,7.95541666667
383.77,10.9642666667,35.8728666667,22.56,26.5235,7.2728,9.09197894735,7.155,11.1975333333,27.3543333333,7.99308333333
384.14,11.0062,35.9864,22.6492,26.5582666667,7.30606666667,9.12248421052,7.18966666667,11.2524666667,27.4142,8.00638333333
384.50,11.0284,36.0582,22.71,26.5169,7.31866666667,9.10892982455,7.18513333333,11.2201333333,27.4176,8.02166666666
384.86,11.0328,36.1126,22.747,26.4860333333,7.34493333333,9.12524561403,7.20153333333,11.2328,27.4589333333,8.03248333333
385.22,11.1203333333,36.2177333333,22.8276666667,26.5622666667,7.4002,9.19115438595,7.26146666667,11.3182666667,27.5095333333,8.12586666666
385.58,11.1282666667,36.2008,22.8097333333,26.5237,7.39326666667,9.19556842106,7.2628,11.3381333333,27.4604,8.13798333334
385.94,11.2014666667,36.3148,22.9015333333,26.6022,7.43313333333,9.2167508772,7.31226666667,11.3623333333,27.5348666667,8.17716666667
386.30,11.218,36.3782,22.9688666667,26.6310333334,7.41306666667,9.19910175439,7.32613333333,11.3708,27.5754666667,8.13543333333
386.66,11.2019333333,36.3996,22.9024,26.593,7.3402,9.16076491229,7.28433333334,11.3328,27.5345333333,8.09345000001
387.03,11.2249333333,36.5100666667,22.9677333333,26.6298,7.3498,9.17907719298,7.28766666667,11.3648666667,27.5947333333,8.12846666666
387.39,11.2939333333,36.683,23.0376,26.7070333333,7.37953333333,9.22204210526,7.30286666667,11.4112666667,27.6609333333,8.15065
387.75,11.3806,36.8481333333,23.1235333333,26.7991666667,7.42006666667,9.2998877193,7.34753333333,11.4729333333,27.7800666667,8.20769999999
388.11,11.3726,36.8833333333,23.1352,26.8161,7.4022,9.31500350877,7.33526666667,11.4483333333,27.7548666667,8.19026666666
388.47,11.4579333333,37.1473333333,23.2687333333,26.9796333333,7.45426666667,9.40515789475,7.3978,11.5445333333,27.8646666667,8.21211666666
388.83,11.4766,37.2626666667,23.3109333333,27.0322666667,7.41793333333,9.39595087719,7.4018,11.5676,27.8840666667,8.19476666667
389.19,11.4892,37.3992666667,23.3714,27.0834,7.45086666667,9.40020350877,7.40026666667,11.591,27.9306666667,8.20478333333
389.55,11.5315333333,37.5718666667,23.4809333333,27.1958,7.51686666667,9.45429824562,7.436,11.6368,28.0184666667,8.24338333333
389.91,11.5863333333,37.7508,23.59,27.2604666667,7.54306666667,9.4869614035,7.475,11.6820666666,28.0847333333,8.25788333333
390.27,11.6554666667,37.9178666667,23.6548,27.3293,7.5798,9.54302105263,7.51646666667,11.7552666667,28.1143333333,8.33396666667
390.63,11.6724,38.0660666667,23.7518666667,27.3782,7.5904,9.53049473683,7.52146666667,11.7653333333,28.1364,8.3148
391.00,11.6674,38.1021333333,23.7542,27.3642666667,7.578,9.52000000001,7.49526666667,11.7630666667,28.094,8.27789999999
391.36,11.6669333333,38.1917333333,23.7943333333,27.4078,7.5576,9.51219649122,7.49920000001,11.7682666667,28.1022,8.26403333333
391.72,11.6833333333,38.2574666667,23.8214666667,27.4047666667,7.57973333333,9.50042807017,7.54433333333,11.7954666667,28.0856,8.30011666667
392.08,11.7326,38.3761333333,23.887,27.4538666667,7.61186666667,9.51115438597,7.58506666666,11.8628666667,28.1115333333,8.30858333333
392.44,11.763,38.4368,23.9494666667,27.4609666667,7.64333333333,9.53773333333,7.64486666666,11.8813333333,28.0964,8.33845000001
392.80,11.7417333333,38.4773333333,23.9590666667,27.4169666667,7.66406666666,9.53540350877,7.64613333333,11.8684,28.0263333333,8.3337
393.16,11.7286,38.5383333333,23.9994666666,27.4110666667,7.64726666667,9.52523157894,7.64973333334,11.8776666667,27.9655333333,8.29879999999
393.52,11.7582,38.6161333333,24.0101333333,27.3770666667,7.665,9.51591578948,7.65640000001,11.8781333333,27.9183333333,8.28401666667
393.88,11.7669333333,38.5866,24.0125333333,27.3015666667,7.70166666667,9.57231578947,7.68333333333,11.9238,27.8523333333,8.30904999999
394.24,11.7684,38.6448666667,24.0446666666,27.3057,7.72166666667,9.58661754387,7.69626666667,11.9216,27.8008666667,8.31938333334
394.60,11.8519333333,38.7659333333,24.1502666667,27.3353,7.79953333333,9.67782807017,7.74353333334,11.9823333333,27.8085333333,8.42229999999
394.96,11.9404,38.8951333333,24.2318666667,27.3781666667,7.8464,9.72985614035,7.82106666666,12.0446666667,27.7980666667,8.47024999999
395.32,11.9923333333,38.9721333333,24.2894,27.3527,7.87526666667,9.77683157895,7.868,12.0603333333,27.7741333333,8.48703333332
395.68,11.9576,39.0107333333,24.2820666667,27.2888666667,7.82726666667,9.76270877194,7.81246666666,12.0208,27.6495333333,8.44266666666
396.04,11.9130666667,39.0138,24.2382666667,27.1733,7.77333333334,9.70003859651,7.74206666667,11.9642666667,27.5180666667,8.40975000001
396.40,11.8706,39.0154,24.1870666667,27.0828333333,7.7206,9.64347368422,7.66206666667,11.9154666667,27.4097333333,8.35191666667
396.76,11.891,39.1009333333,24.2175333333,27.104,7.7074,9.63433333335,7.65273333333,11.932,27.3518666667,8.33004999999
397.12,11.8948,39.2027333333,24.2220666667,27.0579333333,7.70006666667,9.64809122808,7.62819999999,11.9308,27.2878666667,8.31145
397.48,11.9272666667,39.2802666666,24.2532,27.0345666667,7.69353333333,9.6652140351,7.64560000001,11.963,27.2251333333,8.33470000001
397.84,11.9596666667,39.4510666667,24.3052,27.0601333333,7.67906666667,9.6322491228,7.65046666667,11.9500666667,27.1912666667,8.33103333334
398.20,11.9191333333,39.4667333334,24.2965333333,27.0112666667,7.62013333333,9.57920701753,7.60733333333,11.9191333333,27.1132666667,8.28516666667
398.56,11.8766,39.4624666667,24.2238,26.9682333333,7.5308,9.50280701756,7.575,11.8816666667,26.992,8.21496666667
398.92,11.841,39.4959333333,24.2238666666,26.8832333333,7.48486666667,9.47311228069,7.53606666666,11.8457333333,26.893,8.19755
399.28,11.8424,39.5606,24.2508,26.8847333333,7.48926666667,9.4548736842,7.49633333333,11.8702666667,26.8288,8.21596666667
399.64,11.8615333333,39.5647333333,24.2230666667,26.8277,7.51173333333,9.42699298247,7.51966666667,11.8914,26.7509333333,8.2022
400.00,11.973,39.7068,24.3298,26.9205333333,7.5874,9.52334385965,7.62526666667,11.9822,26.8165333333,8.27525
400.36,12.0526,39.8402666667,24.3838666667,26.9829,7.65213333333,9.59658596491,7.68500000001,12.0632666667,26.8034666667,8.34001666668
400.72,12.1368,40.0223333333,24.4970666667,27.0410333333,7.72973333333,9.66170526316,7.7338,12.1334,26.8266666667,8.41856666666
401.08,12.1639333333,40.0498,24.5060666667,27.0057333334,7.71706666667,9.63783157895,7.76213333333,12.1327333333,26.7314666667,8.43084999999
401.44,12.1334666667,40.1489333333,24.5325333333,26.9818,7.6952,9.61877543861,7.72553333334,12.0997333333,26.6783333333,8.38386666665
401.80,12.1195333333,40.2070666667,24.5285333333,26.9971666667,7.6498,9.61181052631,7.68893333334,12.1029333333,26.6164,8.36928333332
402.16,12.2042,40.3596666667,24.5912666667,27.0519,7.71813333333,9.66507017545,7.73686666667,12.1729333333,26.6291333333,8.42523333334
402.52,12.2483333333,40.4535333333,24.6482,27.06,7.7854,9.71570526316,7.74780000001,12.2143333333,26.6293333333,8.45606666666
402.88,12.3188666667,40.6511333333,24.7577333333,27.1950333333,7.85626666667,9.76708771929,7.7906,12.2808,26.7159333333,8.49819999999
403.24,12.3795333333,40.7770666667,24.7982666667,27.2372666666,7.90273333333,9.80107719299,7.84293333333,12.3266,26.7186,8.52066666666
403.60,12.4254666667,40.9152,24.8722,27.3183666667,7.94006666667,9.86241052632,7.87466666667,12.3722666667,26.7532,8.55206666666
403.95,12.4950666666,41.0264666667,24.9414666667,27.3634,8.03173333333,9.93209473685,7.93453333333,12.4514,26.7712,8.61568333334
404.31,12.4739333333,41.0638666667,24.9476,27.3481333333,8.00793333333,9.91013333334,7.92966666667,12.4281333333,26.7436,8.60638333333
404.67,12.5002,41.0482666667,24.9397333333,27.3235666667,7.98546666667,9.89838596492,7.93633333333,12.4298666667,26.7304666667,8.58446666667
405.03,12.4986666667,41.1232666667,24.9434666667,27.3497666667,7.9832,9.88479298245,7.91619999999,12.4215333333,26.7592,8.5587
405.39,12.5588666667,41.1814666667,25.0060666667,27.4066666666,8.01173333333,9.90257894737,7.95346666667,12.4748666667,26.7769333333,8.56026666665
405.75,12.5896,41.2199333333,25.038,27.4013666667,8.05473333333,9.92554035088,7.98326666666,12.4946666667,26.763,8.56306666665
406.11,12.6292,41.3188,25.1020666667,27.4179333333,8.07166666667,9.96841052631,8.00186666667,12.5415333333,26.7711333334,8.56379999999
406.47,12.6948666667,41.4342,25.1733333333,27.4756666667,8.1078,10.0146912281,8.06406666666,12.6082,26.803,8.6042
406.83,12.6713333333,41.3901333333,25.1292666667,27.4081,8.06053333333,9.9687122807,8.04233333333,12.5628,26.7066,8.55120000001
407.19,12.645,41.3762666667,25.1090666667,27.3735333333,8.01926666667,9.93088421053,8.0248,12.5446666667,26.6678666667,8.51583333333
407.55,12.6056666667,41.4124666667,25.0945333333,27.3252666667,7.9624,9.85377894735,7.96700000001,12.4978666667,26.6414666666,8.45731666667
407.90,12.5389333333,41.4138666667,25.0422,27.2531,7.86793333333,9.75880000001,7.89499999999,12.4260666667,26.5647333333,8.37161666665
408.26,12.5562,41.4591333333,25.0737333334,27.2652666666,7.85873333333,9.72951228071,7.8702,12.4263333333,26.5702666667,8.36006666666
408.62,12.5541333333,41.5722,25.0784,27.3042,7.8496,9.71329122807,7.83873333333,12.4125333333,26.5281333333,8.35283333332
408.98,12.6174666667,41.6615333333,25.1523333334,27.3661,7.91386666667,9.79283508772,7.90453333333,12.4881333333,26.5494666667,8.42640000001
409.34,12.638,41.7517333333,25.1546666667,27.3862,7.9306,9.80065263158,7.92259999999,12.5112666667,26.5680666667,8.46778333334
409.70,12.7080666667,41.8901333333,25.2358666667,27.4639,7.98006666667,9.82585964912,7.96446666666,12.5704666667,26.6501333333,8.51345000001
410.06,12.7141333333,41.9542666667,25.2539333333,27.4942666667,7.97953333333,9.81865263157,7.96566666667,12.5691333333,26.6498,8.51928333333
410.42,12.6512,41.9212,25.201,27.4243,7.92073333334,9.75249122808,7.91493333333,12.5129333334,26.5444666667,8.44936666667
410.77,12.7171333333,42.0198,25.2506,27.4746666667,7.9824,9.81139298246,7.97766666667,12.5884666667,26.5788666667,8.51045000001
411.13,12.7881333333,42.16,25.3546666667,27.5459333333,8.0482,9.87966315789,8.02606666667,12.6536666667,26.6256666667,8.55678333332
411.49,12.8810666667,42.2601333333,25.4511333333,27.6354666667,8.11733333333,9.95760701756,8.09359999999,12.7475333333,26.6625333333,8.63261666667
411.85,12.8857333333,42.3198666667,25.4622666667,27.6379666667,8.11866666667,9.94409473684,8.09013333333,12.7346,26.6300666667,8.62693333333
412.21,12.9266,42.4088,25.5015333333,27.6428333333,8.1574,9.98406315791,8.1406,12.8027333333,26.6326,8.62751666665
412.57,12.9320666666,42.4264666667,25.5207333333,27.6075666667,8.158,9.99197894737,8.15886666666,12.8212,26.6068666667,8.61238333335
412.92,12.9248666666,42.4314666667,25.535,27.5773,8.1408,9.95252631579,8.14573333333,12.811,26.5492,8.59684999999
413.28,12.9666,42.5286,25.5859333333,27.5941666667,8.15106666667,9.98827017543,8.16740000001,12.8477333333,26.5362,8.60821666667
413.64,12.9821333333,42.5660666667,25.6024666667,27.5682,8.14153333333,10.006554386,8.15386666666,12.8618666667,26.4497333333,8.62206666666
414.00,12.982,42.5781333333,25.592,27.5000333333,8.1322,9.98141403509,8.14233333333,12.8518,26.3562,8.61775000001
414.36,13.0866,42.7559333333,25.7120666667,27.5737666667,8.19753333333,10.0739403509,8.21033333333,12.9399333333,26.4495333333,8.69769999999
414.72,13.1049333333,42.8094666667,25.7287333333,27.5473,8.2,10.071322807,8.20793333334,12.9534666667,26.3999333333,8.69161666667
415.07,13.1144666667,42.8964666667,25.7344666667,27.5262666667,8.1898,10.0763473684,8.19873333333,12.9762666667,26.349,8.70200000001
415.43,13.1018,42.9608666667,25.7128666667,27.4717,8.1626,10.054845614,8.18726666667,12.9540666667,26.2539333333,8.67588333334
415.79,13.1600666667,43.0740666667,25.7536,27.4923333333,8.20186666667,10.1149263158,8.22546666667,13.0188666667,26.2388666667,8.71236666667
416.15,13.1594,43.1170666667,25.7551333333,27.4542,8.19,10.1051859649,8.22146666667,13.0140666667,26.1652666667,8.71560000001
416.51,13.1975333333,43.1754,25.7910666667,27.4303,8.20233333333,10.1311368421,8.25033333334,13.0549333333,26.1324,8.74163333334
416.86,13.2572666667,43.3290666667,25.8337333333,27.4488333333,8.2184,10.1960491228,8.27760000001,13.1246666667,26.1103333333,8.76263333333
417.22,13.2363333334,43.3284666667,25.8200666667,27.3688,8.1976,10.1705017544,8.26139999999,13.115,25.9928666667,8.75798333333
417.58,13.2474666667,43.4091333333,25.8203333333,27.3248666667,8.19146666666,10.1673824561,8.28840000001,13.1164666667,25.9332666667,8.76456666667
417.94,13.238,43.4069333333,25.7786666667,27.2488333333,8.14953333334,10.1446140351,8.25939999999,13.1007333333,25.8073333333,8.73131666667
418.29,13.2204666667,43.3611333333,25.719,27.1611666667,8.11926666667,10.1174070175,8.22859999999,13.0870666667,25.6272666667,8.71063333335
418.65,13.2175333333,43.4211333333,25.6948,27.1153666666,8.0998,10.1036421053,8.2138,13.0779333333,25.5222,8.69221666667
419.01,13.2068666667,43.4034,25.6473333333,27.0255333333,8.07293333333,10.0873684211,8.20006666667,13.0581333334,25.3744,8.66979999999
419.37,13.1952,43.4028,25.6155333333,26.9588,8.04933333333,10.0752491228,8.18846666666,13.0398,25.2581333334,8.67668333333
419.73,13.2038666667,43.413,25.6108666666,26.9195666667,8.0442,10.068322807,8.1898,13.0450666667,25.1650666667,8.6914
420.08,13.2193333333,43.4325333333,25.5962,26.8733,8.04673333333,10.083522807,8.20366666667,13.0568,25.0802666667,8.70998333334
420.44,13.2095333333,43.4608666667,25.5521333333,26.8039666667,8.03773333333,10.0657578948,8.20053333333,13.0379333333,24.9726,8.69944999999
420.80,13.2014666667,43.4456,25.5234,26.7223333333,8.01546666667,10.0297929824,8.18826666667,13.0156666667,24.8557333333,8.68016666666
421.16,13.2206666667,43.4866666667,25.5058666667,26.677,8.0114,10.0346105263,8.18566666667,13.0094666667,24.7461333333,8.66756666666
421.51,13.2377333333,43.5086,25.4974666667,26.6409666667,8.02306666667,10.039077193,8.18993333334,13.0226,24.6476666667,8.66699999999
421.87,13.2753333333,43.5969333333,25.5055333333,26.6370666667,8.038,10.0472210526,8.21793333333,13.0478,24.5848,8.68430000001
422.23,13.3082666667,43.7051333333,25.52,26.6384333333,8.05073333334,10.0613824561,8.24299999999,13.0670666667,24.5361333333,8.69429999999
422.58,13.315,43.7454,25.5252,26.5930333333,8.04853333333,10.0686210526,8.26446666667,13.0850666667,24.4429333333,8.71626666666
422.94,13.3214,43.7914666667,25.5180666666,26.5503333333,8.04726666667,10.0593438597,8.26146666666,13.0858,24.3719333333,8.70783333333
423.30,13.3397333333,43.8427333333,25.5284,26.5101,8.05633333333,10.067354386,8.27,13.1118,24.2972666667,8.70303333335
423.66,13.3553333333,43.9071333333,25.5224666667,26.4858333333,8.04753333333,10.0813614035,8.27500000001,13.1274666667,24.227,8.69588333333
424.01,13.3705333333,43.9676666667,25.5142666667,26.4544333333,8.03813333333,10.0769789474,8.27039999999,13.1207333333,24.1335333333,8.6725
424.37,13.4097333333,44.0642,25.5528,26.4738,8.05786666667,10.1092,8.28566666667,13.1618,24.0885333333,8.68838333333
424.73,13.4246666667,44.1266,25.5450666667,26.4584666667,8.07146666667,10.1252631579,8.29773333333,13.1768,24.0318666667,8.69565
425.08,13.4212666667,44.1442666667,25.5225333333,26.4213666667,8.0612,10.1103473684,8.2916,13.1748666667,23.9698,8.68271666668
425.44,13.4196,44.1982666666,25.516,26.3993333333,8.05006666667,10.0969964912,8.27786666667,13.172,23.9171333333,8.66824999999
425.80,13.4440666667,44.2548,25.5446,26.3914333333,8.06766666667,10.1246666667,8.30026666667,13.1914666667,23.8794666667,8.68298333333
426.16,13.4727333333,44.3217333333,25.5665333333,26.3886333333,8.09533333333,10.1379192982,8.31626666667,13.2252,23.8602,8.69369999999
426.51,13.5002,44.3667333333,25.5766,26.3850666667,8.11106666667,10.1614947368,8.32146666667,13.2411333333,23.8254,8.68368333333
426.87,13.5461333333,44.4510666667,25.6178,26.4021,8.1408,10.1889333333,8.35293333333,13.2786,23.8084666667,8.72774999999
427.23,13.6016,44.5600666667,25.6606,26.4260666667,8.17493333334,10.2149684211,8.38159999999,13.3183333333,23.807,8.74991666668
427.58,13.6354,44.6417333333,25.7042,26.4188666667,8.20513333333,10.2254210526,8.40733333334,13.3412666667,23.7886,8.7609
427.94,13.6876666666,44.7454,25.7656666667,26.4512,8.2506,10.2632350877,8.4372,13.3934,23.8093333333,8.82453333334
428.30,13.6970666667,44.77,25.76,26.4342666667,8.24253333333,10.2557649123,8.43520000001,13.3915333333,23.7555333333,8.81075000001
428.65,13.7229333333,44.8202,25.7901333333,26.4401333333,8.25853333333,10.2537754386,8.44273333333,13.3947333334,23.7264666667,8.81513333335
429.01,13.7794666667,44.9665333333,25.873,26.4981666667,8.29286666667,10.2912350877,8.47493333333,13.4576,23.767,8.84718333333
429.37,13.7968666667,45.0613333334,25.9094,26.5204333333,8.28033333333,10.2917859649,8.48266666666,13.4845333333,23.7724666667,8.83535
429.72,13.7905333333,45.1141333333,25.9078666667,26.5267,8.2514,10.2764,8.4524,13.4868666667,23.7786,8.80483333333
430.08,13.7963333333,45.1293333333,25.9065333333,26.5281666667,8.23266666667,10.276354386,8.44773333333,13.4699333333,23.7621333333,8.80260000001
430.44,13.8428,45.2019333333,25.9318,26.5736666667,8.2468,10.2814140351,8.45766666667,13.5070666667,23.7999333333,8.81926666667
430.79,13.8784,45.3302,25.976,26.6336333333,8.25373333333,10.3023403509,8.49033333333,13.558,23.8556666667,8.82521666668
431.15,13.9038666667,45.3531333333,26.0008666667,26.6697,8.24873333333,10.3272350877,8.50066666667,13.5732,23.8773333333,8.83318333333
431.50,13.9274666667,45.4056,26.0238,26.7059666667,8.24873333333,10.332322807,8.51073333333,13.5849333333,23.8972,8.84358333333
431.86,13.9380666667,45.4762,26.067,26.7473,8.257,10.3436280702,8.52160000001,13.6109333333,23.9384,8.84266666666
432.22,13.9752,45.5500666667,26.1334666667,26.8176666667,8.288,10.3571122807,8.54606666667,13.6455333333,24.009,8.87336666666
