wavelength,Back_SicLuvm,Belly_SicLuvm,Breast_SicLuvm,Crissum_SicLuvm,Crown_SicLuvm,DorTail_SicLuvm,Patch10_SicLuvm,Rump_SicLuvm,Throat_SicLuvm,WingTip_SicLuvm
343.43,5.06426666667,25.7986,11.2799333333,27.9961333333,5.43396666667,7.05686666667,4.75546666667,9.24513333334,18.2759333333,6.35973333333
343.79,5.03606666667,25.9116,11.3329333333,28.0546,5.32533333333,6.9653,4.72033333333,9.27126666667,18.2556666666,6.25696666667
344.16,4.76986666667,25.7291333333,11.1324666667,27.8225333334,5.0353,6.68173333333,4.4354,9.07919999999,18.0528,6.0166
344.52,4.55486666667,25.5690666667,10.8818,27.7308,4.78073333333,6.45526666667,4.0652,8.72346666666,17.8816,5.83463333333
344.89,4.4548,25.4498666667,10.7636,27.6684,4.65686666667,6.2168,3.99653333333,8.60753333333,17.711,5.78233333333
345.25,4.08106666667,25.2449333333,10.426,27.4143333333,4.25063333333,5.7444,3.67446666667,8.24026666667,17.3945333333,5.41616666667
345.62,4.2218,25.6109333333,10.5726666667,27.6995333333,4.3539,5.79626666667,3.7804,8.37613333333,17.6120666667,5.6583
345.99,4.4716,26.034,10.7698666667,28.0196666667,4.65963333333,6.00943333333,4.0352,8.67359999999,17.9493333333,5.94626666667
346.35,4.54746666667,26.2687333333,10.8162,28.0109333333,4.75766666667,6.1208,4.12846666667,8.85213333334,18.1218,5.98626666667
346.72,4.80793333333,26.4304666667,11.2139333333,28.2602,4.92583333334,6.28233333333,4.36953333333,9.18566666668,18.3775333333,6.1474
347.08,4.92886666667,26.7185333333,11.498,28.3524,5.07676666667,6.40736666667,4.53386666666,9.39613333333,18.5222666667,6.35946666667
347.45,4.5882,26.4774666667,11.4017333333,28.0578666667,4.90333333333,6.0135,4.30086666667,9.08646666666,18.2693333333,5.98926666667
347.81,4.774,26.5494666667,11.4618666667,28.0347333333,5.04263333333,6.20086666667,4.40253333334,9.17333333333,18.3582,6.0916
348.18,4.96413333333,26.8342666667,11.5738666667,28.2015333333,5.22296666667,6.34593333333,4.54253333333,9.29513333333,18.5465333334,6.2028
348.54,5.24553333333,27.1344,11.8617333333,28.4608666666,5.49583333333,6.55016666667,4.86093333333,9.59173333332,18.8267333333,6.4719
348.91,5.43666666667,27.5122666667,12.1147333333,28.8384,5.74453333333,6.90293333333,5.09466666667,9.93506666668,19.2000666667,6.66853333333
349.27,5.55153333333,27.6052,12.3172,28.978,5.89026666667,7.11566666667,5.22246666667,10.0753333333,19.4683333333,6.76633333333
349.64,5.6638,27.7838,12.5237333333,29.0955333333,6.07916666667,7.28696666667,5.31153333334,10.2366,19.6361333333,6.9684
350.00,5.43906666667,27.6464,12.4002666667,29.1329333333,5.9226,7.00026666667,5.15753333333,10.0965333333,19.4611333334,6.867
350.37,5.62246666667,27.9788,12.6162666667,29.5684666667,6.0974,7.22643333333,5.24873333333,10.2856,19.684,6.99803333333
350.73,5.4952,28.0609333333,12.3205333333,29.5367333333,6.03373333333,7.07056666667,5.0802,10.0496666667,19.6218,6.8381
351.10,5.69946666667,28.1844,12.3470666667,29.7575333333,6.14893333333,7.3109,5.1158,10.1311333333,19.7724666667,6.95446666667
351.46,5.97226666667,28.4532666667,12.4621333333,30.1026,6.381,7.51736666667,5.32033333333,10.2967333333,20.0600666667,7.23423333333
351.83,6.1362,28.7052666667,12.6162,30.4584,6.55136666667,7.68216666667,5.4866,10.5289333333,20.3578,7.50863333333
352.19,6.24166666667,28.8114,12.7254,30.5202,6.6992,7.80886666667,5.61666666667,10.6519333333,20.4296666667,7.6592
352.55,6.0468,28.7849333333,12.6242,30.5676,6.58286666667,7.7827,5.4898,10.5598666667,20.3982666667,7.49733333333
352.92,5.67066666667,28.4300666667,12.2049333333,30.1476666667,6.2746,7.3268,5.16073333333,10.1706666667,20.032,7.1705
353.28,5.78246666667,28.5856666667,12.2578,30.1928666667,6.376,7.52836666667,5.16646666667,10.211,19.9879333333,7.2745
353.65,5.6252,28.3404,12.0670666667,30.1138666667,6.15416666667,7.33616666667,4.9618,9.95606666665,19.8169333333,7.06693333333
354.01,5.801,28.4727333334,12.2498666667,30.1206,6.2961,7.54113333333,5.06246666667,9.93500000001,19.9838666667,7.09736666667
354.38,5.7098,28.3827333333,12.1353333333,30.0008,6.21056666667,7.3464,4.99233333333,9.70626666666,19.8526,6.98646666667
354.74,5.8718,28.512,12.407,30.1241333333,6.38563333333,7.4735,5.23086666667,9.95059999999,19.9168,7.15523333333
355.11,5.68366666667,28.3109333333,12.2468,29.9772666667,6.1904,7.18446666667,5.17266666666,9.73826666665,19.7072666667,6.97583333333
355.47,5.59886666667,28.2066666667,12.3436,29.7734,6.11246666667,7.16823333333,5.06866666667,9.74646666666,19.5213333333,6.9479
355.83,5.3654,28.0776666667,12.1838,29.7358,5.87523333333,6.91223333333,4.8316,9.48066666666,19.3051333333,6.69513333333
356.20,5.46533333333,28.1130666667,12.2554,29.7905333333,5.89346666667,6.9683,4.82446666667,9.51033333334,19.4396,6.7296
356.56,5.62146666667,28.1873333333,12.4497333333,29.9066,6.00986666666,7.02686666667,4.93993333333,9.64326666667,19.5293333334,6.87083333333
356.93,5.71566666667,28.3513333333,12.5608,30.1819333333,5.99863333333,7.0894,4.99086666667,9.65846666667,19.6062,6.9578
357.29,5.8214,28.3994,12.6768,30.3843333333,6.0045,7.00436666667,5.0642,9.70646666666,19.7082666667,7.10296666667
357.66,5.74593333333,28.4134,12.629,30.3695333333,5.95123333333,6.89033333333,5.03293333333,9.65526666665,19.7308,7.00956666667
358.02,5.6826,28.4033333333,12.577,30.2346,5.885,6.8472,4.97606666667,9.64186666667,19.6256,6.97623333333
358.38,5.67513333333,28.3696,12.6516,30.1442666667,5.87173333333,6.9532,5.01,9.69126666667,19.7102,7.00216666667
358.75,5.793,28.4302,12.7119333333,30.1566,5.91286666667,7.0586,5.08406666667,9.77126666667,19.8480666667,7.1186
359.11,5.89553333333,28.5291333334,12.8504666667,30.3564666667,6.03676666667,7.23476666667,5.21033333333,9.93773333334,20.0079333333,7.22843333333
359.48,6.0038,28.5984,12.829,30.5736,6.116,7.28443333333,5.3556,9.99893333333,20.1908666667,7.2008
359.84,6.237,28.7839333333,13.0585333333,30.7084666667,6.34193333333,7.51483333333,5.54746666667,10.2052,20.3171333333,7.4308
360.20,6.1978,28.8910666666,13.1230666667,30.9094666667,6.39603333333,7.5443,5.60613333333,10.2681333333,20.3744666667,7.5007
360.57,6.1588,28.8024,13.036,30.831,6.37896666667,7.50763333333,5.58766666667,10.194,20.2331333333,7.4399
360.93,6.30606666667,28.9404666667,13.1491333333,30.9468,6.53593333333,7.6441,5.69313333333,10.3139333333,20.3198,7.54813333333
361.29,6.2004,28.9106,13.108,30.9047333333,6.57523333333,7.5801,5.69553333333,10.3146666667,20.263,7.49603333333
361.66,6.30046666667,29.0194666667,13.2536,31.0442,6.68366666667,7.7449,5.7814,10.4491333333,20.3018,7.6475
362.02,6.4512,29.1692666667,13.3736,31.2391333333,6.83676666667,7.88526666667,5.9218,10.5899333333,20.4628666667,7.8093
362.39,6.47913333333,29.1639333334,13.3591333333,31.2988666667,6.80183333333,7.84506666667,5.89386666667,10.616,20.3354666667,7.86923333333
362.75,6.2914,29.0617333333,13.2216,31.3050666667,6.6294,7.72206666667,5.7158,10.4614,20.2096,7.70226666667
363.11,6.35613333333,29.1448,13.2808,31.2938,6.633,7.6901,5.689,10.4725333333,20.2273333333,7.7188
363.48,6.31713333333,29.1738666667,13.2610666667,31.3324666667,6.5906,7.69,5.6372,10.3988,20.2193333333,7.73793333333
363.84,6.2206,29.0246666667,13.1020666667,31.1785333333,6.54516666667,7.61733333333,5.5348,10.2952,20.0375333333,7.63753333333
364.20,6.069,28.8540666667,12.9055333333,30.9826666667,6.33833333333,7.41873333333,5.3738,10.1096666667,19.822,7.39366666667
364.57,6.0286,28.9326,12.898,31.0131333333,6.3316,7.43303333333,5.31846666667,10.0852,19.8426,7.35893333333
364.93,5.94553333333,28.8322666667,12.8689333333,30.9446,6.24693333333,7.30986666667,5.18773333334,10.0005333333,19.7443333333,7.30803333333
365.29,6.02246666667,28.8872,12.9346666667,31.0391333333,6.2466,7.35823333333,5.14533333333,9.98193333333,19.7504666667,7.344
365.66,5.91033333333,28.8122666667,12.8047333333,30.9234666667,6.1528,7.19166666667,5.0276,9.83273333333,19.6084,7.25486666667
366.02,5.7408,28.6026,12.6595333333,30.8142,5.99443333333,7.04016666667,4.91893333333,9.6958,19.3820666667,7.04403333333
366.38,5.6606,28.5395333333,12.4832666667,30.7099333333,5.93563333333,6.9532,4.87626666667,9.62566666668,19.3676,6.8762
366.75,5.8308,28.6218666667,12.5776666667,30.8316,6.07273333333,7.0261,5.01046666667,9.70620000001,19.4442,6.99056666667
367.11,5.9924,28.6176666667,12.6452,30.9206666667,6.1626,7.10676666667,5.1078,9.78233333333,19.4674666667,7.07936666667
367.47,6.09106666667,28.6811333333,12.7164666666,30.9082666667,6.21216666667,7.16026666667,5.14206666667,9.92646666665,19.4264,7.17923333333
367.84,5.97606666667,28.5748,12.6065333333,30.8760666667,5.98556666666,6.96163333333,5.0392,9.77953333333,19.3444666667,6.97513333333
368.20,6.15326666667,28.6511333333,12.7849333333,30.9682666667,6.14056666667,7.12623333333,5.20426666667,9.92020000001,19.4769333333,7.07466666667
368.56,6.31693333333,28.6118666667,12.8136,30.9555333333,6.1857,7.16533333333,5.2976,10.0117333333,19.4729333333,7.1773
368.93,6.50013333333,28.7338,12.9359333333,31.0076,6.35726666667,7.3331,5.5658,10.1705333333,19.557,7.2568
369.29,6.51813333333,28.6446666667,12.9792666667,30.9948666667,6.3406,7.317,5.64873333333,10.2192,19.5636666667,7.221
369.65,6.59553333333,28.6067333333,13.0052,30.9826,6.35876666667,7.42936666667,5.7138,10.3078,19.5340666667,7.2563
370.01,6.5472,28.5036,12.9106666667,30.9200666667,6.28913333333,7.34013333333,5.65513333333,10.2522666667,19.4414,7.17126666667
370.38,6.6308,28.5015333333,13.0175333333,30.897,6.34446666667,7.35706666667,5.694,10.3023333333,19.4330666667,7.29563333333
370.74,6.52,28.2964,12.9084,30.6950666667,6.21356666667,7.27666666667,5.6144,10.1749333333,19.2240666667,7.20736666667
371.10,6.3498,28.1806666667,12.8186666667,30.5192,6.14203333333,7.18483333333,5.52006666666,10.109,19.1222,7.1102
371.46,6.31006666667,28.0303333333,12.811,30.4422666667,6.16083333333,7.19486666667,5.534,10.0570666667,19.02,6.98663333333
371.83,6.4014,28.0794,12.9395333333,30.5681333334,6.31396666667,7.33846666667,5.67126666667,10.1932666667,19.0963333333,7.108
372.19,6.3588,27.9766666667,12.8890666667,30.5504666667,6.3024,7.28626666667,5.6234,10.1338666667,18.9382,7.18046666667
372.55,6.28906666667,27.8096666667,12.8676,30.4368,6.2745,7.2902,5.56693333333,10.0698666667,18.8192,7.10056666667
372.92,6.0444,27.4981333333,12.6285333333,30.2692666667,5.99436666666,7.08103333333,5.28013333334,9.76973333332,18.5464666667,6.89326666667
373.28,6.07786666667,27.4697333333,12.5176666667,30.2318666667,6.05136666667,7.14476666667,5.28646666667,9.75066666666,18.5210666666,6.94026666667
373.64,6.21253333333,27.5002,12.6628666667,30.3667333333,6.18913333333,7.20956666667,5.414,9.80886666668,18.5424666667,7.00026666667
374.00,6.27986666667,27.5096666667,12.7420666667,30.3944666666,6.26166666667,7.2661,5.45126666667,9.80419999999,18.5484,7.12186666667
374.37,6.3242,27.5222666667,12.763,30.5899333333,6.30733333333,7.34863333333,5.56406666667,9.81526666667,18.5734,7.15243333333
374.73,6.32573333333,27.4337333333,12.837,30.5612666667,6.363,7.36123333333,5.57093333333,9.81713333333,18.5624,7.15263333333
375.09,6.5344,27.5547333333,13.0257333333,30.7428666667,6.5856,7.53053333333,5.84666666667,9.96420000001,18.6232,7.3764
375.45,6.63226666667,27.5852,13.1039333333,30.8711333333,6.6821,7.5908,5.8826,10.0713333333,18.7266666667,7.58653333333
375.81,6.693,27.5336,13.1558666667,30.7523333333,6.72146666667,7.6487,5.895,10.0665333333,18.6873333333,7.6858
376.18,6.8634,27.5759333333,13.2872666667,30.8735333333,6.90943333333,7.85443333333,6.04546666667,10.2355333333,18.8393333333,7.8858
376.54,7.05373333333,27.6964,13.4568666667,31.1198666667,7.04856666667,7.91913333333,6.244,10.4206,19.0084,8.085
376.90,7.1438,27.6389333333,13.5365333333,31.1909333333,7.1467,7.9636,6.33893333333,10.5058,19.0593333333,8.18026666667
377.26,7.11653333333,27.514,13.5231333333,31.1483333333,7.0999,7.9108,6.3094,10.4808666667,18.8962,8.16193333333
377.63,7.01033333334,27.2942666667,13.3665333333,30.9640666667,7.00196666667,7.77046666667,6.18593333334,10.3523333333,18.74,8.03866666667
377.99,7.0202,27.185,13.3588,30.9353333333,6.9648,7.7163,6.23733333333,10.3519333333,18.6758,7.9961
378.35,6.98053333333,26.9416,13.3196,30.693,6.9273,7.66836666667,6.18853333333,10.263,18.4990666667,7.9761
378.71,7.1796,26.975,13.4404666667,30.8130666667,7.06273333333,7.84916666667,6.36473333333,10.4194,18.5463333333,8.1511
379.07,7.059,26.6996,13.322,30.6853333333,6.90443333333,7.76,6.17733333333,10.2972,18.3972,7.98356666667
379.44,6.92166666667,26.3845333333,13.1126,30.4712666667,6.7271,7.57876666667,6.0862,10.097,18.0997333333,7.79743333333
379.80,6.93826666667,26.3090666667,13.1122,30.4706,6.71976666667,7.569,6.12686666667,10.1018,18.0525333333,7.76283333333
380.16,6.84966666667,26.1066666667,12.997,30.2832,6.5497,7.44976666667,5.99646666667,9.958,17.7844666667,7.4874
380.52,6.73113333333,25.918,12.8276666667,30.1003333334,6.41676666667,7.40026666667,5.84233333333,9.82393333333,17.5556,7.31463333333
380.88,6.8142,25.9326,12.8929333333,30.1580666667,6.5273,7.531,5.8716,9.88413333333,17.5689333333,7.34133333333
381.24,6.85713333333,25.9565333333,12.8972,30.196,6.57783333333,7.61983333333,5.9518,9.93526666667,17.5840666667,7.36376666667
381.61,7.00693333333,26.0380666667,13.1074,30.3604666667,6.689,7.78393333333,6.12626666667,10.0960666667,17.6736666667,7.5164
381.97,6.98106666667,25.9384666667,13.0943333333,30.2858,6.73386666667,7.7347,6.08213333333,10.0637333333,17.6023333333,7.51223333333
382.33,6.8668,25.8537333333,13.0164666667,30.3247333333,6.6362,7.58443333333,5.9282,9.95539999999,17.4566,7.35776666667
382.69,6.78173333333,25.7562,12.8983333333,30.2663333333,6.55856666667,7.44873333333,5.79906666666,9.8714,17.3221333334,7.22783333333
383.05,6.76266666667,25.6815333333,12.8943333333,30.1382,6.57393333333,7.4209,5.8174,9.85226666666,17.2447333333,7.2258
383.41,6.73226666667,25.6238666667,12.8608,30.0657333333,6.56123333333,7.41533333333,5.74713333333,9.85206666667,17.1924666667,7.17276666667
383.77,6.74073333333,25.5393333333,12.8162,30.0205333333,6.5785,7.41243333333,5.75353333333,9.8668,17.1362666667,7.13143333333
384.14,6.76253333333,25.5238666667,12.8516,30.0701333333,6.63416666667,7.3993,5.80033333333,9.87686666667,17.1854666667,7.27503333333
384.50,6.77506666667,25.5141333333,12.8633333333,30.1134,6.6837,7.39026666667,5.84633333333,9.87906666666,17.1839333333,7.28426666667
384.86,6.73713333333,25.4133333333,12.8054666667,30.0308,6.6431,7.32173333333,5.8454,9.86799999999,17.1192666667,7.28973333333
385.22,6.8092,25.375,12.8644,30.0266,6.69466666667,7.33613333333,5.8628,9.88186666666,17.148,7.3681
385.58,6.80293333333,25.3542666667,12.8071333333,30.0006666667,6.6793,7.31093333333,5.822,9.82793333333,17.1191333333,7.375
385.94,6.86006666667,25.3450666667,12.8413333333,30.0358,6.69286666667,7.34946666667,5.847,9.86553333333,17.0918,7.41076666667
386.30,6.8088,25.2038,12.7546666667,29.8596,6.64246666667,7.32226666667,5.84106666666,9.80426666667,16.9960666667,7.34126666667
386.66,6.79286666667,25.1046666667,12.6858,29.7668666667,6.6703,7.3173,5.853,9.79339999999,16.9256,7.3595
387.03,6.81933333333,25.1301333333,12.6981333333,29.8229333333,6.70263333333,7.3642,5.86333333333,9.79966666666,16.8779333333,7.40536666667
387.39,6.94893333333,25.1620666667,12.8182666666,29.8844666667,6.81513333333,7.45136666667,6.00633333333,9.88326666666,16.9192,7.4885
387.75,7.00853333333,25.1266666667,12.8858,29.888,6.85693333333,7.5383,6.04733333334,9.8944,16.9116666667,7.63636666667
388.11,7.01726666667,25.0223333333,12.8466,29.7294,6.8522,7.52583333333,6.0484,9.85020000001,16.798,7.599
388.47,6.99533333333,24.8896,12.822,29.591,6.79756666667,7.54343333333,6.02686666667,9.79813333334,16.6998,7.5947
388.83,6.9202,24.7528,12.7684666667,29.4364666667,6.74866666667,7.46003333333,5.9478,9.7094,16.5532666667,7.5164
389.19,6.9138,24.6814666667,12.8061333333,29.3974,6.72666666667,7.45026666667,5.95093333333,9.69173333333,16.4515333333,7.46393333333
389.55,6.86353333333,24.5456,12.7310666667,29.263,6.69343333334,7.3811,5.9184,9.61240000001,16.3569333333,7.4029
389.91,6.90986666667,24.4796,12.7564,29.2622666667,6.73573333333,7.46933333333,5.9928,9.67239999999,16.3511333333,7.46646666667
390.27,7.04973333333,24.5395333333,12.9049333333,29.3668666667,6.8732,7.60133333333,6.11546666667,9.80846666666,16.4227333333,7.60136666667
390.63,7.10526666667,24.5629333333,12.9922,29.4276666667,6.92366666667,7.6947,6.1882,9.85513333334,16.4589333333,7.66106666667
391.00,7.1586,24.4716666667,12.9776666667,29.392,6.97276666667,7.73786666667,6.2758,9.9088,16.4526,7.68906666667
391.36,7.0638,24.346,12.8740666667,29.2948,6.9166,7.7013,6.229,9.82939999999,16.3068,7.65503333333
391.72,7.04073333333,24.2371333333,12.8032666667,29.2405333333,6.89966666667,7.61166666667,6.244,9.78526666666,16.1986,7.5561
392.08,7.03133333333,24.1311333333,12.809,29.1892,6.9122,7.60863333333,6.2752,9.8154,16.1673333333,7.58516666667
392.44,7.0504,24.0535333333,12.7608666667,29.1091333333,6.95523333333,7.61723333333,6.3034,9.81586666667,16.1410666667,7.5827
392.80,7.10126666667,24.0194666667,12.7792666666,29.1152,6.97466666667,7.6982,6.36966666667,9.88306666667,16.1188666667,7.67353333333
393.16,7.0508,23.8417333333,12.7126,29.0597333333,6.9629,7.67256666667,6.32386666667,9.86133333333,16.0323333333,7.66046666667
393.52,7.06493333333,23.7259333333,12.6861333333,28.9664666667,6.97853333333,7.71956666667,6.3556,9.88180000001,15.9528666667,7.64696666667
393.88,7.05986666667,23.6032666667,12.6268,28.8734666667,6.962,7.69993333333,6.32226666666,9.82060000001,15.8620666667,7.60046666667
394.24,7.00693333333,23.4054666667,12.5123333333,28.7263333333,6.89726666666,7.65563333333,6.2522,9.74353333333,15.7311333333,7.54943333333
394.60,6.97513333333,23.2196666667,12.4541333333,28.6148,6.85846666667,7.57993333333,6.2088,9.67326666666,15.6014,7.49903333333
394.96,6.96046666666,23.0338666667,12.3812,28.5252666667,6.81203333333,7.50443333333,6.148,9.58313333333,15.4563333333,7.46646666667
395.32,7.01173333333,22.8803333333,12.4143333333,28.4549333333,6.83266666667,7.51896666667,6.1658,9.57559999999,15.4238,7.46813333333
395.68,7.00986666667,22.7494,12.3669333333,28.304,6.80186666667,7.57423333333,6.10646666667,9.54913333333,15.3415333333,7.4995
396.04,6.92433333333,22.5514666667,12.2222666667,28.2136,6.68896666667,7.46463333333,5.9944,9.41099999999,15.1361333333,7.3625
396.40,6.91206666667,22.3638,12.2090666667,28.1546,6.64593333333,7.389,5.94546666667,9.34506666667,14.9752666667,7.35863333333
396.76,6.9828,22.2195333333,12.2268,28.0495333333,6.70933333333,7.42056666667,5.96926666667,9.30746666666,14.9119333333,7.40556666667
397.12,6.97993333333,22.0564,12.1530666667,27.8339333333,6.66176666667,7.43776666667,5.9616,9.24033333333,14.8052,7.3965
397.48,7.00013333333,21.8958666667,12.1912,27.7566666667,6.68046666667,7.4476,5.97593333333,9.24486666666,14.7376,7.4468
397.84,7.0084,21.7415333333,12.1746666666,27.5954666667,6.68426666667,7.4613,5.97813333333,9.22186666666,14.6398666667,7.49023333333
398.20,7.11006666667,21.6965333333,12.2478,27.6036666666,6.75453333333,7.52143333333,6.06073333333,9.29180000001,14.6402666667,7.5655
398.56,7.13273333333,21.6083333333,12.2549333333,27.4728,6.75366666666,7.5712,6.11373333333,9.31633333334,14.5924,7.61243333333
398.92,7.08806666667,21.4731333333,12.2085333333,27.333,6.68956666667,7.5441,6.0452,9.24919999999,14.5006666667,7.5538
399.28,7.08046666667,21.3598666667,12.1863333333,27.2503333333,6.69616666667,7.54076666667,6.07086666667,9.22286666667,14.4314666667,7.58673333333
399.64,7.05753333333,21.2326,12.1705333333,27.2222,6.68536666667,7.48536666667,6.04793333334,9.18466666666,14.3592,7.53746666667
400.00,7.03626666667,21.1262666667,12.1529333334,27.0937333333,6.70746666667,7.51426666667,6.09986666667,9.19453333334,14.3282,7.56243333333
400.36,7.0946,21.1141333333,12.2026666667,27.064,6.7849,7.6198,6.1876,9.27853333334,14.3624,7.63776666667
400.72,7.03253333333,20.9769333333,12.1142666667,26.9510666667,6.76046666667,7.5829,6.18913333333,9.25893333333,14.2852,7.56453333333
401.08,7.12206666667,20.9791333333,12.2040666667,27.0137333333,6.86963333333,7.6329,6.29193333334,9.33093333333,14.3146666667,7.63963333333
401.44,7.11153333333,20.8510666667,12.1339333333,26.9206,6.8548,7.6072,6.2884,9.32340000001,14.2258666667,7.6452
401.80,7.0772,20.7162,12.0896666667,26.8515333333,6.79126666667,7.5664,6.2616,9.28706666667,14.1438666667,7.56796666667
402.16,6.98693333333,20.5325333333,11.9657333333,26.6697333333,6.70833333333,7.4756,6.20826666667,9.18926666666,13.9931333333,7.51193333333
402.52,7.038,20.4729333333,11.9798,26.6817333333,6.7606,7.48783333333,6.2336,9.23733333332,13.9546666666,7.53703333333
402.88,7.17053333333,20.5144,12.0958,26.7165333333,6.9172,7.60386666667,6.38906666667,9.37379999999,14.0378,7.66303333333
403.24,7.19646666667,20.4682666667,12.0874,26.6786666667,6.91463333333,7.63086666667,6.3898,9.37613333334,14.0206666667,7.66406666667
403.60,7.19806666667,20.4077333333,12.065,26.6563333333,6.9228,7.62303333333,6.41386666667,9.37860000001,13.9926,7.70233333333
403.95,7.2744,20.3783333333,12.0959333333,26.6814,6.9838,7.67433333333,6.42313333333,9.41206666667,14.0360666667,7.75216666667
404.31,7.24993333333,20.2773333333,12.0698,26.6108666667,6.9714,7.65203333333,6.37946666667,9.35493333333,13.9586,7.72343333333
404.67,7.29046666667,20.2687333333,12.0941333333,26.6194,6.96916666667,7.63706666667,6.394,9.36273333333,13.9356666667,7.71543333333
405.03,7.289,20.1686,12.0360666667,26.5321333333,6.96156666667,7.63573333333,6.373,9.32553333333,13.8855333333,7.69226666667
405.39,7.34073333333,20.1643333333,12.064,26.5637333333,7.01096666667,7.67796666667,6.37493333333,9.32366666666,13.8913333333,7.70613333333
405.75,7.3998,20.1914666666,12.1032,26.5786666667,7.06913333333,7.7303,6.43366666667,9.35640000001,13.9251333333,7.76563333333
406.11,7.447,20.2187333333,12.1481333333,26.5826,7.10046666667,7.7716,6.4402,9.35333333333,13.9776666667,7.76736666667
406.47,7.4028,20.1303333333,12.109,26.4996,7.03403333333,7.7178,6.38866666667,9.27613333333,13.9322,7.70856666667
406.83,7.4016,20.0804,12.0834,26.4798666666,7.0141,7.71543333333,6.3628,9.26586666667,13.9006666667,7.7107
407.19,7.43866666667,20.0888666667,12.1002666667,26.4996,7.02633333333,7.72833333333,6.34246666667,9.27393333334,13.8992,7.727
407.55,7.4728,20.0654666667,12.1412666667,26.4282,7.0554,7.75013333333,6.3622,9.26500000001,13.8984666667,7.7256
407.90,7.49433333333,20.0822,12.1874666667,26.4643333333,7.03233333333,7.77063333333,6.39473333333,9.28266666666,13.8724666667,7.73323333333
408.26,7.52366666667,20.1070666666,12.2205333333,26.4552666667,7.0195,7.7589,6.41066666667,9.31353333333,13.8808666667,7.74333333333
408.62,7.47193333333,20.0210666667,12.1727333333,26.4166,6.96293333333,7.73233333333,6.3332,9.23166666667,13.8204,7.66956666667
408.98,7.46526666667,20.0109333333,12.1818666667,26.4016666667,6.9267,7.71533333333,6.31913333333,9.22633333333,13.7931333333,7.68173333333
409.34,7.40466666667,19.9206,12.1113333333,26.2818666667,6.84536666667,7.67996666667,6.27093333333,9.18493333334,13.7158666667,7.59533333333
409.70,7.4528,19.9539333334,12.189,26.3114,6.92446666666,7.72966666667,6.3494,9.25333333333,13.7682,7.6483
410.06,7.57106666667,19.9876,12.2848666667,26.3626666667,7.03706666667,7.8432,6.47206666667,9.36660000001,13.832,7.7494
410.42,7.5808,19.9825333333,12.3055333333,26.3845333333,7.06756666667,7.85723333333,6.48953333333,9.37993333333,13.8498666667,7.74166666667
410.77,7.54293333333,19.8584666667,12.2921333333,26.3216,7.02533333333,7.8247,6.46466666667,9.32859999999,13.7802,7.7016
411.13,7.59913333333,19.8622,12.3448,26.3030666667,7.0803,7.86749999999,6.57333333333,9.39273333334,13.8190666667,7.7545
411.49,7.61073333333,19.8395333333,12.3583333333,26.336,7.10826666667,7.88216666667,6.62246666667,9.4396,13.8155333333,7.75513333333
411.85,7.5914,19.7141333333,12.2990666667,26.2486,7.0827,7.8424,6.5862,9.3786,13.7614666667,7.68583333333
412.21,7.62466666667,19.6495333333,12.311,26.2436666667,7.1242,7.88316666667,6.6394,9.38253333333,13.7737333333,7.7338
412.57,7.63473333333,19.6089333333,12.2892,26.1862666667,7.1406,7.87330000001,6.66473333333,9.39113333334,13.7453333333,7.74403333333
412.92,7.68206666667,19.5764666667,12.3408,26.1678666667,7.20743333333,7.92053333333,6.74746666667,9.43046666667,13.7535333333,7.7774
413.28,7.71493333333,19.5528,12.4293333333,26.1974666667,7.26533333333,7.96013333333,6.81526666667,9.48899999999,13.8058666667,7.8618
413.64,7.7168,19.4503333333,12.3774666667,26.1532,7.24626666667,7.93940000001,6.7772,9.4448,13.7396,7.84126666667
414.00,7.64633333333,19.3203333333,12.3144666667,26.0811333333,7.19746666667,7.89533333334,6.7364,9.37386666667,13.6574,7.7915
414.36,7.7232,19.2842666667,12.3841333333,26.0703333333,7.24983333333,7.94963333333,6.80313333333,9.39140000001,13.6354666667,7.87593333333
414.72,7.70986666667,19.2050666667,12.3378,25.9926666667,7.22706666666,7.91253333333,6.79846666667,9.34179999999,13.5912666667,7.83656666667
415.07,7.657,19.1026,12.2840666667,25.9390666667,7.1909,7.85023333333,6.74213333333,9.26786666667,13.5156,7.81463333333
415.43,7.66853333333,19.0119333333,12.2708,25.8499333333,7.18043333333,7.85126666667,6.7242,9.24519999999,13.4712666667,7.84816666667
415.79,7.6898,18.996,12.2807333333,25.7748,7.226,7.88776666667,6.7414,9.28926666666,13.4722666667,7.91023333333
416.15,7.6428,18.8735333333,12.2224,25.6512666667,7.1794,7.83763333333,6.68266666667,9.21553333333,13.3932,7.84546666667
416.51,7.7334,18.8381333333,12.3018666667,25.6038666667,7.24433333333,7.91916666667,6.77046666667,9.28979999999,13.4032,7.92293333333
416.86,7.70333333333,18.6760666667,12.2595333333,25.4362,7.2006,7.85996666667,6.70033333334,9.2322,13.3067333333,7.85246666667
417.22,7.67566666667,18.5322666667,12.184,25.2935333333,7.1583,7.84243333333,6.66146666667,9.15080000001,13.2064,7.79526666667
417.58,7.68586666667,18.4267333333,12.1689333333,25.1794,7.15116666667,7.85116666666,6.66053333333,9.13413333334,13.1657333333,7.8092
417.94,7.67813333333,18.2911333333,12.1642666667,25.0625333333,7.13496666667,7.82980000001,6.6252,9.10173333334,13.0796,7.80873333333
