wavelength,Back_SteDiaf,Belly_SteDiaf,Breast_SteDiaf,Crissum_SteDiaf,Crown_SteDiaf,DorTail_SteDiaf,Patch10_SteDiaf,Patch11_SteDiaf,Patch12_SteDiaf,Rump_SteDiaf,Throat_SteDiaf,WingTip_SteDiaf
343.06,18.3516666667,12.3964,13.3487333333,8.42593333335,43.8523333333,7.9148,50.6198,6.6566,2.21246666667,26.1743333333,10.3358666667,8.0824
343.43,18.2896666667,12.1886666667,13.2536666667,8.20933333332,43.849,7.70113333333,50.6036666667,6.38386666667,1.92366666667,25.9604666667,10.1515333333,7.8012
343.79,18.435,12.1332,13.2982,8.20813333334,44.0371333333,7.59053333333,50.7808,6.4374,1.9064,25.9936666667,10.195,7.8032
344.16,18.6050666666,12.3346,13.4882,8.27966666667,44.343,7.7238,51.1744,6.4652,1.93593333333,26.277,10.3054666667,7.8086
344.52,19.0092666667,12.534,13.6502666667,8.47646666667,44.6800666667,7.87066666667,51.3732,6.594,2.09066666667,26.4190666667,10.3972,7.85893333333
344.89,18.9069333333,12.4336,13.6386,8.419,44.2957333333,7.80506666667,50.9509333333,6.5108,2.108,26.2396666667,10.3807333333,7.7628
345.25,18.9796666667,12.5620666667,13.6498666667,8.558,44.3641333333,7.84453333333,50.8734,6.57973333333,2.11293333333,26.3148666667,10.5422666667,7.77213333334
345.62,19.0827333333,12.6824666667,13.812,8.63199999999,44.3919333334,8.02893333333,50.9818,6.646,2.31466666666,26.3826,10.6644666667,7.93013333333
345.99,19.3532,12.9854666667,14.0972666667,8.89206666667,44.5393333333,8.24666666667,51.0778666667,6.8516,2.61773333333,26.5558666667,10.9324,8.1044
346.35,19.2363333333,12.8623333333,14.0526,8.7652,44.5776,8.0938,51.023,6.79393333333,2.41046666667,26.4072666667,10.7494666667,7.80426666667
346.72,19.0520666667,12.6434,13.9212666667,8.57879999999,44.5029333333,7.825,50.8365333333,6.56466666667,2.23413333333,26.2412,10.4986666667,7.62113333333
347.08,18.8894,12.5712,13.8540666667,8.44986666667,44.5334666667,7.71333333333,50.6886,6.4094,2.02313333333,26.1632666667,10.4090666667,7.53913333333
347.45,19.1942,12.8412,14.0626,8.74926666665,44.6924666667,7.79713333333,50.7364666667,6.64753333333,2.29453333333,26.3545333333,10.6264666667,7.81953333333
347.81,19.2082666667,13.0528,14.1811333333,8.832,44.9728666667,7.9206,50.7488666667,6.74946666667,2.4092,26.5310666667,10.8222666667,7.87926666666
348.18,18.9936,12.6035333333,13.9057333333,8.59693333334,44.8271333333,7.54913333333,50.4634666667,6.57146666667,2.2514,26.247,10.6367333333,7.60473333333
348.54,19.1716666666,12.7589333333,14.2886666667,8.65186666667,45.1432,7.72833333333,50.6022666667,6.82853333333,2.48366666667,26.4952,10.8640666667,7.79826666667
348.91,18.9576666667,12.5556,13.9548,8.35446666667,45.1668666667,7.47953333333,50.6607333333,6.63,2.07033333333,26.3002,10.5187333333,7.46986666667
349.27,19.0468,12.5849333333,14.0800666667,8.41593333333,45.2446666667,7.47873333333,50.7849333333,6.62366666667,2.11313333333,26.3408,10.5004666667,7.53420000001
349.64,19.0924,12.5380666667,14.0971333334,8.42660000001,45.3811333333,7.42413333333,50.7732,6.65706666667,2.00346666667,26.3648,10.5171333333,7.44946666666
350.00,18.8637333333,12.3122666667,13.8668,8.15506666667,45.3138666667,7.0456,50.6330666667,6.40626666667,1.70146666667,26.1663333333,10.3315333333,7.186
350.37,19.0373333333,12.3221333333,13.9818,8.20133333334,45.3336666667,7.123,50.6250666667,6.41653333333,1.74393333333,26.2541333333,10.4047333333,7.2246
350.73,18.9178666667,12.2636666667,13.9054666667,8.08599999999,45.3187333333,6.96973333333,50.4914,6.27953333333,1.70413333333,26.2484,10.3700666667,7.04453333333
351.10,18.7126666667,12.0213333333,13.6877333333,7.81466666667,45.2185333333,6.55373333333,50.3488666666,5.921,1.54253333333,26.1314,10.1137333333,6.78433333333
351.46,18.5878,11.9009333333,13.674,7.7104,45.3792666667,6.46326666667,50.515,5.9236,1.363,26.1440666667,10.1572,6.59893333333
351.83,18.4439333333,11.6098666667,13.5605333333,7.56913333333,45.1980666667,6.15873333333,50.5587333333,5.6414,1.039,25.9944666667,9.86019999999,6.32913333333
352.19,18.8647333333,12.0935333333,13.995,7.93833333333,45.4646,6.54106666667,50.7100666667,5.9688,1.38666666667,26.3246,10.221,6.70753333333
352.55,18.4538,11.6250666667,13.506,7.55766666667,45.0815333333,6.03853333333,50.4426,5.47966666667,0.8368,25.9906,9.86253333333,6.2384
352.92,18.7808,11.9184666667,13.9910666667,7.86226666666,45.3822,6.26086666667,50.723,5.72886666667,1.1036,26.3940666667,10.2015333333,6.47406666667
353.28,19.0736666667,12.1879333333,14.2523333333,8.05166666667,45.6658,6.45186666667,50.9254666667,6.02093333333,1.33253333333,26.6214,10.4844,6.6126
353.65,19.1991333333,12.2717333333,14.2912666667,8.14593333332,45.7217333333,6.50253333333,50.9263333333,6.02126666667,1.40293333333,26.7055333334,10.5532,6.66806666666
354.01,19.3594666667,12.391,14.5278,8.28339999999,45.9907333333,6.65233333333,51.0704666667,6.09126666667,1.529,26.9089333333,10.7062666667,6.8056
354.38,19.4257333333,12.4704,14.581,8.38839999999,46.2318,6.636,51.305,6.11193333333,1.65906666667,27.0709333333,10.8212666667,6.81453333333
354.74,19.5521333333,12.3924,14.551,8.35980000001,46.3871333333,6.6544,51.5183333333,6.1174,1.50133333333,27.0887333333,10.7938,6.71326666667
355.11,19.8072666667,12.6283333333,14.8170666666,8.58120000001,46.6011333333,6.9022,51.7252,6.40446666667,1.65353333333,27.2485333333,11.0562666667,6.9036
355.47,19.8036666666,12.5646,14.6938666667,8.48953333333,46.5487333333,6.73213333333,51.6034666667,6.23333333333,1.51506666667,27.2246,10.8216666667,6.76493333333
355.83,19.6738,12.6222666667,14.5909333333,8.38059999999,46.4901333333,6.69353333333,51.3239333334,6.1934,1.52466666666,27.1412,10.7802,6.65006666667
356.20,19.3155333333,12.306,14.2816666667,8.00933333333,46.2119333333,6.34646666667,51.0674666667,5.8616,1.17066666667,26.8587333333,10.4684666667,6.3614
356.56,19.5495333333,12.6023333333,14.4988,8.29493333332,46.4624,6.64686666667,51.1575333333,6.15826666667,1.48913333333,27.047,10.771,6.66286666667
356.93,19.4062,12.3740666667,14.2560666667,8.06899999999,46.3474666667,6.4542,50.9718,5.90533333333,1.24446666667,26.8609333333,10.576,6.48693333333
357.29,19.2957333333,12.2379333333,14.1516,7.99366666667,46.3895333333,6.31766666667,50.9122,5.73813333333,1.16253333333,26.7781333333,10.4685333333,6.39666666667
357.66,19.1914,12.0528666667,14.0316,7.7598,46.4343333333,6.087,50.9514,5.53793333333,0.893933333333,26.7164,10.2755333334,6.18533333333
358.02,19.2252,12.0402,13.9159333333,7.7152,46.4264666667,5.98033333333,50.9298,5.5178,0.845866666667,26.6410666667,10.2505333333,6.07473333333
358.38,19.2488666667,12.0376,13.9668666667,7.7044,46.4306,5.952,50.8551333333,5.55366666667,0.753466666668,26.5823333334,10.3037333333,6.15293333333
358.75,19.2738,12.1186666667,14.0014,7.75866666667,46.5016,5.9216,50.8126,5.58466666667,0.825333333334,26.6242,10.3350666667,6.26066666667
359.11,19.2874,12.1734666667,14.1379333333,7.9002,46.5118666667,6.00926666667,50.6346666667,5.6692,0.908600000001,26.6710666667,10.3865333333,6.2866
359.48,19.3314666667,12.3114666667,14.3119333333,7.89133333333,46.6477333333,6.11686666667,50.574,5.78153333334,1.02593333333,26.6321333333,10.5697333333,6.37433333333
359.84,19.4337333333,12.2786,14.4577333333,7.94646666667,46.6963333333,6.1034,50.6,5.7292,1.04573333333,26.6615333333,10.5622666666,6.4274
360.20,19.574,12.3577333333,14.6212666667,8.09513333332,46.9410666667,6.17386666667,50.7626666667,5.7918,1.07633333333,26.8322,10.6200666667,6.45526666667
360.57,19.5926,12.3522,14.7334666667,8.03746666666,47.0516,6.12426666667,50.7608,5.83346666667,1.10646666667,26.8533333333,10.6168,6.49346666667
360.93,19.6038,12.3557333333,14.8078666667,8.03966666667,47.1396666667,6.11473333333,50.6874666666,5.90186666667,1.1402,26.8035333333,10.6304,6.51273333333
361.29,19.5871333334,12.3116666667,14.8219333333,8.01886666667,47.2232666667,6.0672,50.6233333334,5.90466666667,1.05433333333,26.8843333333,10.6363333333,6.49193333333
361.66,19.6376666667,12.4624,14.9914,8.12699999999,47.314,6.1636,50.6029333333,5.99893333333,1.21853333333,27.0206,10.6911333334,6.58573333333
362.02,19.5453333333,12.4028666667,14.9934,8.15926666666,47.2434666667,6.1646,50.4888666667,5.99913333333,1.27166666667,26.9941333333,10.6245333333,6.5784
362.39,19.5515333333,12.3766666667,15.0829333333,8.22093333335,47.2824,6.18386666667,50.4409333333,6.01193333333,1.34113333333,27.0095333333,10.6442,6.58526666667
362.75,19.6476,12.4581333333,15.3130666667,8.27046666668,47.4150666667,6.2862,50.5391333333,6.12226666667,1.43333333333,27.1242,10.779,6.6784
363.11,19.6674,12.5107333333,15.3613333333,8.28533333335,47.6258,6.237,50.6503333333,6.08593333333,1.42426666667,27.1898,10.7895333334,6.73633333333
363.48,19.6834666667,12.5042666667,15.4286666667,8.42026666666,47.6749333333,6.27113333333,50.7329333333,6.13653333333,1.47246666667,27.3092,10.8229333333,6.77813333333
363.84,19.8018,12.6085333333,15.5956,8.54099999999,47.9331333333,6.34393333333,50.9154666667,6.31373333333,1.45333333333,27.4840666667,10.9937333333,6.87246666667
364.20,19.7933333333,12.5660666667,15.5406,8.5496,47.9334666667,6.33573333333,50.8592666667,6.36146666667,1.48666666666,27.4013333333,11.0324,6.883
364.57,19.7263333333,12.4909333333,15.4812,8.48533333333,47.9032666667,6.25026666667,50.8759333333,6.263,1.29086666667,27.3556666667,10.8807333333,6.72286666667
364.93,19.8068,12.5622666667,15.5640666667,8.60506666667,48.0498666667,6.288,51.0781333333,6.30173333333,1.3292,27.5279333333,10.9515333333,6.82853333333
365.29,19.8362666667,12.7465333333,15.7217333333,8.6272,48.0681333333,6.4014,51.2306666667,6.42013333333,1.47833333333,27.5542,11.0235333333,6.94486666667
365.66,19.8204666666,12.7344666667,15.7117333333,8.59706666667,48.1112,6.32253333333,51.1936666667,6.42873333334,1.39493333333,27.4548666667,10.9974666667,6.91566666666
366.02,19.7920666667,12.7565333333,15.7734666667,8.51093333333,48.3560666667,6.3388,51.3290666667,6.41173333333,1.2986,27.5164666666,11.0220666667,6.97166666667
366.38,19.8064666667,12.9031333333,15.852,8.48333333333,48.402,6.41693333334,51.3492,6.48906666667,1.34713333333,27.5904666667,11.1004,7.07693333333
366.75,19.9566666667,13.0748,15.9214,8.67313333333,48.5302666667,6.4996,51.4246666667,6.5902,1.4632,27.6337333333,11.221,7.19806666667
367.11,19.9131333333,12.9852,15.8834666667,8.64060000001,48.4550666667,6.49006666667,51.3846,6.60706666667,1.40673333333,27.5839333333,11.1917333333,7.14906666667
367.47,19.893,12.9634,15.8921333333,8.5716,48.516,6.4404,51.2537333333,6.55866666667,1.3936,27.5479333334,11.1505333333,7.14546666667
367.84,19.7403333334,12.8554666667,15.7902666667,8.41326666667,48.4476666667,6.3838,51.135,6.44253333333,1.38713333333,27.4334,11.0421333333,7.08106666667
368.20,19.8920666667,13.0335333333,16.0324,8.53593333333,48.6773333333,6.53346666667,51.2238666667,6.604,1.5292,27.6235333333,11.1894666667,7.2288
368.56,19.9588666667,13.1628666666,16.1134,8.64886666666,48.6750666667,6.66066666667,51.0954,6.66566666667,1.73573333333,27.6398,11.3170666667,7.3902
368.93,19.9829333333,13.3214666667,16.1768666667,8.64953333333,48.8453333333,6.74046666667,51.0618666666,6.73266666667,1.88706666667,27.6710666667,11.3983333333,7.42846666667
369.29,20.0407333333,13.3164,16.2220666667,8.71493333334,49.0145333333,6.75693333333,51.032,6.73513333333,1.94506666667,27.6640666667,11.408,7.41293333333
369.65,19.9332,13.2358,16.1464666667,8.67766666665,49.0409333333,6.74826666667,50.9867333333,6.6814,1.9282,27.5821333333,11.4532666667,7.35773333333
370.01,20.0214666667,13.2796666667,16.1304,8.69526666667,49.0624666667,6.699,50.8926666667,6.64813333333,1.94646666667,27.5846,11.505,7.27213333333
370.38,20.0311333333,13.3218,16.1638,8.72673333333,49.2132666667,6.71213333333,50.9078666667,6.62593333333,2.0106,27.6133333333,11.4728666667,7.248
370.74,19.9156,13.2509333333,16.1807333334,8.69653333335,49.3032,6.7538,50.8414666667,6.5956,2.0442,27.6615333333,11.5458,7.27906666667
371.10,20.001,13.3418666666,16.2451333333,8.83073333333,49.2834666667,6.89833333333,50.7648,6.7084,2.24513333333,27.7546666667,11.6998,7.41266666667
371.46,20.0094,13.4026,16.3219333333,8.89486666667,49.2171333333,6.98893333333,50.681,6.71993333333,2.34866666667,27.7214,11.7554666667,7.4776
371.83,20.027,13.4401333334,16.3448666667,8.94753333333,49.2420666667,7.0036,50.6429333333,6.72046666667,2.39626666667,27.7492,11.7996666667,7.517
372.19,19.9139333333,13.3528,16.2734,8.8378,49.2670666667,6.8804,50.6432666667,6.57786666667,2.24873333333,27.6522666667,11.6391333333,7.43286666667
372.55,19.9120666667,13.4175333333,16.3455333333,8.85540000001,49.4512666667,6.8952,50.7163333333,6.61213333333,2.24873333333,27.7086666667,11.725,7.46713333333
372.92,19.9096,13.3730666667,16.3373333333,8.93926666667,49.5084666667,6.90933333333,50.7166666667,6.6058,2.2432,27.7449333333,11.7801333333,7.46553333333
373.28,19.8660666667,13.3306,16.292,8.91080000001,49.4317333333,6.92526666667,50.5607333333,6.56666666666,2.24613333333,27.7974666667,11.7916,7.52613333333
373.64,19.949,13.4109333333,16.4202666667,8.96186666667,49.5165333333,6.9742,50.6130666667,6.64386666667,2.36,27.9026,11.8638,7.61993333333
374.00,20.0406,13.5313333333,16.626,9.04853333334,49.6654,7.10806666667,50.7587333333,6.729,2.50026666667,28.0304666667,11.9107333333,7.80606666667
374.37,20.1190666667,13.5767333333,16.6415333333,9.1148,49.8245333333,7.151,50.8056,6.7902,2.56353333333,28.0944666667,12.0031333333,7.88746666667
374.73,20.1111333333,13.6032,16.6317333333,9.12666666666,49.7969333333,7.11906666667,50.7604666667,6.7812,2.51986666667,28.0376666667,11.9578666667,7.83493333333
375.09,19.926,13.4831333333,16.5489333333,8.8796,49.8537333333,6.90366666667,50.737,6.5534,2.2696,27.9150666667,11.7294666667,7.64513333333
375.45,20.0462666667,13.5864666667,16.6448,8.97199999999,50.1704666667,6.9602,50.9763333333,6.6384,2.27713333334,28.0881333334,11.8338666667,7.72586666667
375.81,20.1152666667,13.6612666667,16.6977333333,9.08499999999,50.3565333333,7.0468,51.0428,6.73486666667,2.3134,28.1139333333,11.8558666667,7.807
376.18,20.0962,13.7303333333,16.7360666667,9.15879999999,50.3604,7.1056,50.9448666667,6.8238,2.47746666667,28.138,11.9566666667,7.84446666667
376.54,20.0055333333,13.6331333333,16.701,9.11286666667,50.3082666667,7.0512,50.8808,6.7844,2.4282,28.1008666667,11.8749333333,7.8632
376.90,19.8026,13.4871333333,16.5778,8.9432,50.1736666667,6.95113333334,50.7437333333,6.64853333333,2.24466666667,27.9711333333,11.6825333333,7.733
377.26,19.7976,13.5734,16.62,8.94846666665,50.3455333333,7.0102,50.8867333333,6.7058,2.2442,27.9726666667,11.7426,7.7444
377.63,19.8815333333,13.6933333333,16.7034666667,9.08273333335,50.4908,7.13673333333,50.8855333333,6.78433333333,2.33553333333,28.0118,11.8403333333,7.86386666667
377.99,19.6898666667,13.6021333333,16.5150666667,9.00073333334,50.3502,6.99513333333,50.6442666667,6.70326666667,2.21546666667,27.8274666667,11.7195333333,7.72673333333
378.35,19.6236,13.5894666667,16.5206,8.99946666668,50.4574,7.0106,50.6922666667,6.69313333333,2.18426666667,27.8104,11.7374666667,7.72626666667
378.71,19.6429333334,13.6128666667,16.5192,8.98493333333,50.5864666667,6.97106666667,50.6981333333,6.702,2.21273333333,27.86,11.7497333333,7.7508
379.07,19.7102666667,13.7600666667,16.6034,9.06453333333,50.7168,7.1188,50.7483333333,6.82993333333,2.37686666667,27.8996,11.9266,7.878
379.44,19.6081333333,13.6901333333,16.5126,8.98633333333,50.6384,7.07346666667,50.5825333333,6.79113333334,2.37693333333,27.8399333333,11.8234666667,7.81013333333
379.80,19.5912,13.7163333333,16.5386666667,8.96506666667,50.6899333333,7.03026666667,50.6104,6.80026666667,2.42466666667,27.8644,11.8824666667,7.82226666667
380.16,19.7224,13.8114,16.6063333333,9.03966666667,50.899,7.19513333333,50.7339333333,6.88426666667,2.55653333333,27.9522666667,12.0195333333,7.96113333333
380.52,19.7070666667,13.8140666667,16.5804666667,9.01726666667,50.9783333333,7.23426666667,50.7544666667,6.86546666667,2.5766,27.9388,12.0083333333,7.85333333333
380.88,19.7650666666,13.9142666667,16.6465333333,9.07353333333,51.0622666666,7.25853333333,50.6994666667,6.9126,2.717,27.9584666667,12.1124666667,7.8832
381.24,19.8366666667,13.9695333333,16.7267333333,9.21086666667,51.1706666667,7.31213333333,50.6552,6.98926666667,2.88526666667,28.0132,12.1384666667,7.97513333333
381.61,19.8612666667,13.9956,16.7401333333,9.21020000001,51.2964,7.35526666667,50.7848666667,7.06066666667,2.96446666667,28.1304,12.1930666667,8.02453333333
381.97,19.8973333334,13.9728,16.7292,9.24100000001,51.3634666667,7.40253333333,50.7507333333,7.09946666667,3.00033333333,28.1607333333,12.2383333333,8.0892
382.33,19.9718,14.0957333333,16.8201333333,9.33993333332,51.3522,7.45253333333,50.6592666667,7.17273333333,3.1152,28.2183333334,12.2518,8.18046666667
382.69,19.9090666667,14.0622,16.8342,9.3506,51.3423333333,7.4736,50.6236,7.1728,3.1012,28.1590666667,12.2108666667,8.14473333333
383.05,19.907,14.0470666667,16.8186666666,9.34553333333,51.4466666667,7.44586666667,50.6224666667,7.1966,3.11106666666,28.1403333333,12.1308,8.12373333333
383.41,19.8734666667,14.0494,16.7925333333,9.34860000001,51.5480666667,7.44606666667,50.5955333333,7.16806666667,3.09286666667,28.0553333333,12.1521333333,8.12393333333
383.77,19.7662666667,14.0362,16.7138,9.26780000001,51.5018666667,7.42133333333,50.3992666667,7.1162,3.07206666667,27.9254666667,12.0506666667,8.07953333333
384.14,19.6554666667,13.9211333334,16.6089333333,9.15886666668,51.4831333334,7.2512,50.3550666667,6.94993333333,2.91646666667,27.8692666667,11.892,7.92033333333
384.50,19.6912666667,14.0573333333,16.6970666667,9.26319999999,51.5233333333,7.32346666667,50.3824,7.01613333333,3.04313333333,27.8942666667,11.9626666666,8.011
384.86,19.7348,14.1066,16.7580666667,9.38279999999,51.5854666667,7.43613333333,50.4135333333,7.1278,3.14153333333,27.9594666667,12.0381333333,8.13853333333
385.22,19.6084666667,14.0312666667,16.6450666667,9.26406666665,51.4947333333,7.36106666667,50.3146,7.037,3.00473333333,27.8576666667,11.9793333333,8.02873333333
385.58,19.4197333333,13.9215333333,16.5506,9.15566666666,51.4270666667,7.25713333333,50.1279333333,6.87533333333,2.8654,27.6656,11.8383333333,7.85566666667
385.94,19.3898,13.9477333333,16.5920666667,9.1576,51.5594,7.26086666667,50.1866666667,6.86473333333,2.8668,27.6276666667,11.8498,7.82333333333
386.30,19.3322,13.8789333333,16.5168666667,9.08140000001,51.6368,7.25026666667,50.2068666667,6.78953333334,2.79166666667,27.6046,11.8072,7.73573333333
386.66,19.2236666667,13.8243333333,16.3696,9.02013333333,51.6511333333,7.2156,50.1472666667,6.737,2.74506666667,27.5186666667,11.7298,7.68113333333
387.03,19.1732666667,13.7948,16.3629333333,9.03646666665,51.6980666667,7.23746666667,50.1655333333,6.7072,2.749,27.5174666667,11.742,7.66493333333
387.39,19.1892666667,13.8313333333,16.4468,9.11473333335,51.8337333333,7.25933333333,50.298,6.7862,2.85733333333,27.6028,11.8162666667,7.7166
387.75,19.2709333333,13.8875333333,16.4912666667,9.22613333333,52.0146,7.3706,50.4414666667,6.87186666667,2.93486666667,27.7234666667,11.9206,7.78493333333
388.11,19.2800666667,13.9507333333,16.5163333334,9.31526666668,52.1037333333,7.4566,50.373,6.974,3.0318,27.7127333333,11.9644,7.87093333333
388.47,19.1915333333,13.8372,16.4128,9.21946666665,52.1819333333,7.35193333333,50.3432666666,6.88546666667,2.95393333333,27.6726666666,11.8995333333,7.8198
388.83,19.0902,13.7898666667,16.3624666667,9.09813333334,52.2199333333,7.24946666667,50.3251333333,6.7774,2.8602,27.5782,11.7972666667,7.7066
389.19,19.0436666667,13.781,16.3743333333,9.11753333335,52.3838,7.2068,50.4009333333,6.76633333333,2.86706666667,27.6122,11.7588,7.70513333333
389.55,18.9972666667,13.7792666667,16.3196,9.12033333333,52.3938,7.1764,50.4099333333,6.755,2.89013333333,27.6018,11.7118,7.685
389.91,18.9540666666,13.7706,16.2695333333,9.06819999999,52.4034666667,7.1472,50.427,6.6848,2.87506666667,27.5966,11.6356,7.65566666667
390.27,18.7628666667,13.6297333333,16.1474666667,8.95213333333,52.3728666667,7.0128,50.3775333333,6.6116,2.77626666667,27.4277333333,11.5269333334,7.54726666667
390.63,18.7658,13.6848,16.2081333333,8.96233333333,52.4175333333,7.03813333333,50.3644666667,6.6144,2.84213333333,27.4714,11.5546,7.5614
391.00,18.8007333333,13.7115333333,16.2383333333,9.02020000001,52.4824,7.07526666667,50.3563333333,6.6724,2.91653333333,27.4782,11.5838666667,7.59046666667
391.36,18.6167333333,13.5608666667,16.0538,8.83599999999,52.3838,6.92693333333,50.2295333333,6.49266666667,2.71253333333,27.3348666667,11.3787333333,7.42153333333
391.72,18.5316,13.4992,16.0369333333,8.74686666666,52.3768666667,6.8682,50.1836,6.43346666666,2.65046666666,27.2604666667,11.2981333333,7.34633333334
392.08,18.4245333333,13.4127333333,16.0108666667,8.65833333333,52.3552,6.8118,50.1546,6.35766666667,2.5932,27.2008666667,11.2414666667,7.25886666667
392.44,18.3964,13.3876,15.9924666667,8.69053333332,52.3389333334,6.80953333334,50.0760666667,6.34993333333,2.5772,27.1218666667,11.1929333333,7.216
392.80,18.344,13.3624666667,15.9026666667,8.66606666667,52.4002,6.7682,50.0824666667,6.3246,2.52413333333,27.1192,11.1294,7.16973333333
393.16,18.3506666667,13.3606,15.9077333333,8.68853333333,52.4276666667,6.81546666667,50.0607333333,6.3198,2.5476,27.0816666667,11.1675333333,7.20093333333
393.52,18.4480666667,13.4794666667,15.9854666667,8.77940000001,52.5543333333,6.94713333333,50.0906666667,6.44133333333,2.6428,27.1764,11.2824,7.34166666667
393.88,18.4274666667,13.4830666667,16.0322666667,8.85860000001,52.6524,7.0262,50.0990666667,6.48466666667,2.7044,27.1844666667,11.3233333334,7.3832
394.24,18.4336,13.5268666667,16.0283333333,8.85113333333,52.7621333333,7.03366666667,50.1264,6.492,2.68653333333,27.2102,11.2859333333,7.37406666667
394.60,18.3630666667,13.4687333333,15.9601333333,8.79059999999,52.8042,6.96806666667,50.0856666667,6.418,2.5994,27.1233333333,11.2113333333,7.34013333333
394.96,18.187,13.37,15.8366,8.65146666667,52.7956666667,6.834,49.9993333333,6.2918,2.48666666667,27.0083333333,11.098,7.24933333333
395.32,18.1494666667,13.4112666667,15.8067333333,8.67353333332,52.79,6.85506666667,49.8984,6.2802,2.51713333334,26.9497333333,11.0674666667,7.25826666667
395.68,18.0982666667,13.3722666667,15.7372,8.67300000001,52.8114,6.82893333333,49.8884666667,6.27266666667,2.51733333333,26.8856666667,11.026,7.2328
396.04,18.1084666667,13.4520666667,15.7308666667,8.74306666668,52.9315333333,6.8636,49.9718666667,6.3148,2.54513333333,26.8992666667,11.0320666667,7.27846666667
396.40,18.009,13.4109333333,15.7016,8.67246666665,53.0289333333,6.83246666667,49.9692,6.28266666667,2.50646666667,26.8982,11.0024,7.2466
396.76,17.9252,13.3524,15.6493333333,8.65980000001,53.1092,6.81786666667,49.8840666667,6.23166666667,2.4868,26.8126666667,10.9690666667,7.22153333333
397.12,17.8346666667,13.3054666667,15.5874666667,8.62146666668,53.1843333333,6.78126666667,49.8880666667,6.24366666667,2.45066666667,26.8126,10.8693333333,7.16806666667
397.48,17.7288,13.2083333333,15.5482,8.58433333334,53.2692666666,6.7188,49.9002666667,6.17553333333,2.41226666667,26.7760666667,10.7864,7.12073333333
397.84,17.7074,13.2292666667,15.5074,8.58153333332,53.3312666667,6.67893333333,49.8268666667,6.2574,2.42513333333,26.7898,10.7381333333,7.12793333333
398.20,17.6534,13.1928666666,15.4818,8.60239999999,53.2631333333,6.67233333333,49.7132,6.26646666667,2.48866666667,26.7673333333,10.7678,7.176
398.56,17.6616,13.2078666667,15.4839333333,8.66866666667,53.4104666667,6.7252,49.787,6.34146666667,2.5456,26.8294,10.7975333333,7.20773333333
398.92,17.6295333333,13.2278,15.4836666667,8.71866666667,53.3866,6.75846666667,49.7258,6.3888,2.58533333333,26.8264666667,10.7996,7.26753333333
399.28,17.656,13.2432666667,15.5224666667,8.77686666667,53.5954,6.78766666666,49.8447333333,6.47993333333,2.6296,26.9232666667,10.8472666667,7.3212
399.64,17.6074666667,13.2683333333,15.4917333333,8.79939999999,53.6924666667,6.80913333333,49.8441333333,6.47133333333,2.5964,26.9632666667,10.8482666667,7.3404
400.00,17.4766,13.1754,15.4004666667,8.70860000001,53.6684666667,6.7164,49.7494,6.38666666667,2.51573333333,26.8972666667,10.7380666667,7.24146666667
400.36,17.4842666667,13.1640666667,15.3802,8.72,53.7542,6.70913333333,49.7561333333,6.427,2.55273333333,26.9214,10.7422,7.25086666667
400.72,17.5852,13.2783333333,15.4757333333,8.86506666667,53.8942,6.8186,49.8424,6.5696,2.69686666667,27.0256,10.8617333333,7.42206666667
401.08,17.4927333333,13.2279333333,15.4155333333,8.81353333334,53.8850666667,6.74066666667,49.7521333333,6.52153333333,2.6608,26.902,10.7852666666,7.35766666667
401.44,17.5159333333,13.2762,15.4372666667,8.87113333334,54.0356666667,6.78606666667,49.7971333333,6.5854,2.7216,26.9347333333,10.841,7.4064
401.80,17.4037333333,13.2036666667,15.357,8.79346666667,54.0382,6.70613333333,49.8136666667,6.4976,2.65386666667,26.8846,10.8062666667,7.3586
402.16,17.313,13.1204666667,15.2904,8.75726666668,54.1115333333,6.6498,49.86,6.44113333333,2.5742,26.833,10.7319333333,7.27466666667
402.52,17.3768666667,13.1882,15.362,8.83266666667,54.2336666667,6.73533333333,49.8999333333,6.56606666667,2.6978,26.9036666667,10.8058,7.38353333333
402.88,17.4074666667,13.2306,15.3908666667,8.86486666668,54.4391333333,6.79353333333,50.0229333333,6.57613333333,2.71726666667,26.9578,10.8183333333,7.37493333333
403.24,17.3778,13.2655333334,15.392,8.91233333333,54.4358,6.84366666667,50.0274,6.588,2.75246666667,26.9201333333,10.8458,7.4356
403.60,17.3423333333,13.2371333333,15.4066,8.92613333333,54.5284,6.84813333333,49.9915333333,6.6308,2.79406666667,26.924,10.829,7.46713333333
403.95,17.2846,13.193,15.3596666667,8.90666666666,54.5714,6.82873333333,49.9444666667,6.64573333333,2.7758,26.8565333333,10.8151333333,7.4874
404.31,17.2298666667,13.1916666667,15.3163333333,8.91060000001,54.6235333333,6.83926666667,49.9217333333,6.63426666667,2.768,26.8245333333,10.7713333333,7.4912
404.67,17.0882,13.0814,15.2080666667,8.79606666667,54.5617333333,6.75746666666,49.8200666667,6.57146666667,2.6684,26.715,10.6525333334,7.37313333334
405.03,17.1015333333,13.0994,15.2115333333,8.83886666666,54.5887333333,6.79493333333,49.7964,6.6224,2.71086666667,26.7224666667,10.6692,7.4438
405.39,17.0153333333,13.0343333333,15.1390666667,8.78653333333,54.5208666667,6.72986666666,49.709,6.57646666667,2.64833333333,26.603,10.5908666667,7.39626666666
