wavelength,Back_TanFlof,Belly_TanFlof,Breast_TanFlof,Crissum_TanFlof,Crown_TanFlof,DorTail_TanFlof,Patch10_TanFlof,Patch11_TanFlof,Patch12_TanFlof,Rump_TanFlof,Throat_TanFlof,WingTip_TanFlof
293.75,3.17033333334,4.763,4.82266666667,3.80211111111,1.93277777778,5.21533333333,3.76466666666,2.61322222222,2.84888888889,3.29377777778,4.63222222222,6.262
294.12,3.027,4.683,4.61277777778,3.716,1.86355555555,5.16855555556,3.71611111111,2.57866666667,2.727,3.03811111111,4.71644444444,6.18344444444
294.49,2.98588888889,4.53188888889,4.56811111111,3.74233333333,1.72011111111,5.24822222222,3.67722222222,2.57144444444,2.64055555556,2.93144444445,4.63355555556,6.23744444444
294.86,3.103,4.57544444445,4.74022222222,4.01111111111,1.91444444444,5.35733333333,3.63955555556,2.71733333333,2.63644444444,2.896,4.8,6.09744444444
295.23,3.06444444445,4.422,4.52522222222,3.935,1.824,5.122,3.43488888889,2.611,2.48433333333,2.76444444444,4.62166666667,6.01911111111
295.60,2.66022222222,4.10622222222,4.12544444444,3.76611111111,1.52233333333,4.85311111111,3.05411111111,2.27222222222,2.04666666667,2.43444444444,4.36355555556,5.87666666667
295.97,2.54811111111,4.00088888889,4.03733333333,3.76566666667,1.361,4.84611111111,3.015,2.21855555555,1.78844444445,2.27655555556,4.22044444444,5.89888888889
296.34,2.66644444445,4.24722222222,4.19755555556,3.79233333333,1.46133333333,4.93577777778,3.02788888889,2.34822222222,1.79122222222,2.47366666667,4.30555555556,5.92166666667
296.71,2.85544444444,4.66,4.44266666667,3.95988888889,1.72011111111,5.11211111111,3.217,2.58433333333,1.95144444444,2.62944444444,4.646,6.10633333333
297.08,2.97455555556,4.81833333333,4.57433333333,3.94766666667,1.88511111111,5.123,3.22411111111,2.60033333333,1.91266666666,2.59477777778,4.75977777778,6.196
297.45,2.90233333333,4.79977777778,4.58877777778,3.89088888889,1.76877777778,4.98044444445,3.116,2.49711111111,1.78255555556,2.33833333333,4.69588888889,6.21811111111
297.82,2.508,4.57811111111,4.25211111111,3.63077777778,1.39644444444,4.64377777778,2.76555555556,2.141,1.34966666667,1.87011111111,4.23855555556,5.90611111111
298.19,2.11388888889,4.31055555556,3.98744444444,3.30744444445,1.02511111111,4.37433333333,2.39855555556,1.77688888889,0.939666666667,1.61655555555,3.866,5.65911111111
298.56,2.13211111111,4.39277777778,3.96266666667,3.24166666667,0.947444444445,4.31488888889,2.395,1.713,0.77688888889,1.59566666667,3.92633333333,5.46888888889
298.93,2.35122222222,4.63722222222,4.18233333333,3.28377777778,1.10577777778,4.461,2.57022222222,1.87633333333,1.015,1.79966666667,4.04577777778,5.77166666667
299.30,2.41666666667,4.74577777778,4.36311111111,3.27755555556,1.147,4.55011111111,2.70844444445,1.95855555556,1.08877777778,1.93511111111,4.14444444444,5.86633333334
299.67,2.60188888889,5.201,4.76833333333,3.54844444444,1.41822222222,4.85244444444,3.01966666667,2.24144444444,1.34322222222,2.27466666667,4.49188888889,6.10233333333
300.04,2.53466666667,5.36422222222,4.77422222222,3.41388888889,1.50022222222,4.85822222222,2.90744444444,2.26444444444,1.35733333333,2.36988888889,4.56,6.13188888889
300.41,2.354,5.37033333333,4.80133333333,3.45066666667,1.54366666666,4.71455555556,2.76877777778,2.21577777778,1.18977777778,2.32822222222,4.48322222222,6.18744444444
300.78,2.46366666667,5.44,4.79833333333,3.59133333333,1.51444444444,4.881,2.80077777778,2.22222222222,1.29277777778,2.44044444444,4.38166666667,6.35588888889
301.15,2.54,5.63144444445,4.78133333333,3.81355555556,1.60255555556,5.07022222222,2.93988888889,2.34866666667,1.45811111111,2.708,4.39477777778,6.43422222222
301.52,2.55,5.80233333333,4.82577777778,3.94811111111,1.755,5.24722222222,2.86177777778,2.34066666667,1.43288888889,2.92688888889,4.40733333333,6.39533333333
301.89,2.97711111111,6.11577777778,5.22911111111,4.50355555556,2.31388888889,5.78933333333,3.46888888889,2.78133333333,1.91488888889,3.59244444444,4.90577777778,6.86211111111
302.26,3.248,6.30111111111,5.518,4.841,2.54344444444,5.95555555556,3.71633333333,2.98133333333,2.23955555556,3.89066666667,5.24766666667,6.964
302.63,3.30788888889,6.46233333333,5.673,5.03655555556,2.76688888889,5.93855555555,3.70277777778,3.05255555555,2.33811111111,4.00211111111,5.34966666667,7.14977777778
303.00,3.126,6.43566666667,5.49422222222,4.83188888889,2.54844444444,5.807,3.493,2.844,2.04555555555,3.81922222222,5.236,6.99288888889
303.37,2.99677777778,6.42444444445,5.603,4.87677777778,2.58955555556,5.82022222222,3.51922222222,2.82355555556,1.92088888889,3.76355555555,5.20588888889,7.06911111111
303.74,2.64888888889,5.90555555556,5.31488888889,4.38655555556,2.10955555556,5.209,2.87755555556,2.23577777778,1.50211111111,3.28044444444,4.75511111111,6.59844444445
304.10,2.42644444445,5.63744444444,5.05355555555,4.19733333333,1.81888888889,4.86277777778,2.66166666667,1.90422222222,1.30366666667,2.93488888889,4.41233333333,6.20733333333
304.47,2.82577777778,5.64477777778,5.23955555556,4.378,1.92611111111,5.06466666667,2.90133333333,2.05322222222,1.62066666667,3.09044444444,4.58033333333,6.17366666667
304.84,2.82422222222,5.58288888889,5.24855555555,4.51755555556,2.08311111111,4.93144444444,2.93122222222,2.12444444445,1.64833333333,3.10355555556,4.71755555556,5.95555555556
305.21,2.66866666667,5.30255555556,5.08955555556,4.30144444444,1.82777777778,4.57366666667,2.69677777778,1.94322222222,1.49666666667,2.81188888889,4.55955555556,5.72477777778
305.58,2.76466666667,5.30033333333,4.99111111111,4.32066666667,1.886,4.42855555556,2.90711111111,2.07,1.59066666667,2.85155555556,4.59855555555,5.69611111111
305.95,2.65955555555,5.23911111111,4.83222222222,4.08155555556,1.75922222222,4.24477777778,2.66311111111,1.86688888889,1.48788888889,2.74988888889,4.42911111111,5.43033333333
306.32,2.53366666667,5.08477777778,4.66155555556,3.87055555556,1.491,3.96144444444,2.47766666667,1.73233333333,1.30177777778,2.57222222222,4.19588888889,5.19355555555
306.69,2.14422222222,4.66522222222,4.143,3.50155555556,1.06133333333,3.61077777778,2.11911111111,1.33277777778,0.991000000001,2.22877777778,3.87533333333,4.76033333333
307.06,2.15866666667,4.74711111111,4.25788888889,3.63277777778,1.21922222222,3.563,2.20755555555,1.44255555556,1.07244444444,2.25644444444,3.84222222222,4.66666666667
307.43,2.39244444445,5.18033333333,4.50922222222,3.79333333333,1.28744444444,3.70366666667,2.33711111111,1.56966666667,1.301,2.444,4.04444444444,4.733
307.80,2.68788888889,5.68777777778,4.932,4.18633333333,1.61666666667,4.19966666667,2.84377777778,1.87444444444,1.60666666667,2.86077777778,4.35211111111,5.03688888889
308.17,2.78122222222,5.75055555556,5.13944444444,4.36988888889,1.80988888889,4.31688888889,3.17411111111,2.094,1.70777777778,3.07833333334,4.601,5.31111111111
308.54,2.66155555556,5.88433333333,5.14677777778,4.43477777778,1.76377777778,4.35133333334,3.20666666667,2.06511111111,1.66111111111,3.02711111111,4.59833333333,5.429
308.90,2.69722222222,6.10744444445,5.27955555555,4.50455555555,1.68333333333,4.43966666667,3.20566666667,2.08022222222,1.77966666667,3.00422222222,4.61922222222,5.54633333333
309.27,2.55744444444,6.10688888889,5.19566666667,4.45455555556,1.66422222222,4.56522222222,3.12211111111,2.04344444444,1.676,2.94588888889,4.52622222222,5.45255555556
309.64,2.55144444444,6.19722222222,5.17877777778,4.428,1.66988888889,4.65244444445,3.07222222222,1.95211111111,1.54211111111,2.96177777778,4.53022222222,5.49022222222
310.01,2.442,6.145,4.969,4.329,1.43633333333,4.38844444444,2.88688888889,1.82166666667,1.36833333333,2.67422222222,4.40533333333,5.32322222222
310.38,2.61677777778,6.30322222222,5.17855555556,4.43788888889,1.74077777778,4.55933333333,3.012,1.91222222222,1.55033333333,2.74677777778,4.62844444445,5.60677777778
310.75,3.05044444444,6.72911111111,5.82144444444,4.81722222222,2.23133333333,4.981,3.52555555555,2.344,1.97088888889,3.19788888889,5.01866666667,6.10611111111
311.12,3.176,6.88433333333,5.98677777778,4.97588888889,2.3,5.13466666667,3.61022222222,2.451,2.16511111111,3.35344444444,5.18766666667,6.286
311.49,3.00055555556,6.65922222222,5.70488888889,4.82966666667,2.18622222222,5.04411111111,3.516,2.36877777778,2.05133333334,3.23322222222,5.052,6.13055555556
311.85,2.97333333334,6.65788888889,5.60577777778,4.82344444444,2.19366666667,5.02955555556,3.53633333333,2.43677777778,1.932,3.16888888889,5.04555555555,6.14233333333
312.22,3.39433333333,7.37622222222,6.15777777778,5.24033333333,2.59211111111,5.54611111111,3.74844444445,2.83866666667,2.24622222222,3.57133333333,5.47622222222,6.555
312.59,3.52877777778,7.59866666667,6.29488888889,5.25044444444,2.78522222222,5.688,3.87866666667,3.015,2.35066666667,3.76644444444,5.66888888889,6.67744444444
312.96,3.64977777778,7.80155555555,6.44922222222,5.31977777778,3.04755555556,5.91666666667,4.07633333333,3.27344444444,2.36422222222,3.94533333333,5.88044444444,6.91211111111
313.33,3.93111111111,8.007,6.77644444444,5.47188888889,3.33422222222,6.08866666667,4.28922222222,3.448,2.51266666667,4.23222222222,6.04311111111,7.25388888889
313.70,4.08144444444,8.26166666667,7.09333333333,5.60633333333,3.51055555556,6.29922222222,4.53955555556,3.754,2.72488888889,4.46122222222,6.24977777778,7.35433333333
314.07,4.11144444444,8.44222222222,7.39666666667,5.72288888889,3.72344444444,6.55255555556,4.778,3.90111111111,2.85266666667,4.79266666667,6.32433333333,7.52688888889
314.43,4.31433333333,8.62866666667,7.66866666667,5.96122222222,3.84511111111,6.66377777778,5.06511111111,4.15377777778,3.02744444444,5.14077777778,6.37011111111,7.61444444444
314.80,4.29833333333,8.64333333333,7.621,5.90511111111,3.87577777778,6.65722222222,4.95711111111,4.18644444444,2.89988888889,5.094,6.328,7.58677777778
315.17,4.24166666667,8.56977777778,7.506,5.83422222222,3.85966666666,6.60488888889,4.984,4.08566666667,2.71,5.08577777778,6.33088888889,7.436
315.54,4.43422222222,8.74233333333,7.64311111111,5.94655555556,4.08833333333,6.635,5.12877777778,4.21411111111,2.99933333333,5.24533333334,6.48311111111,7.585
315.91,4.73244444445,8.90833333333,7.80888888889,6.081,4.34644444445,6.70577777778,5.31833333333,4.35933333333,3.47888888889,5.46866666667,6.66333333333,7.73033333333
316.28,4.53966666667,8.19444444445,7.24411111111,5.68277777778,4.10544444445,6.21522222222,5.15377777778,3.90944444444,3.24622222222,5.13411111111,6.25444444444,7.22111111111
316.64,4.44644444444,7.89888888889,7.09644444444,5.56044444444,3.88122222222,5.90466666667,4.85244444445,3.74811111111,2.96522222222,4.85222222222,6.051,7.03488888889
317.01,4.26488888889,7.538,6.94388888889,5.33522222222,3.55033333333,5.56366666666,4.61088888889,3.44922222222,2.74111111111,4.55866666667,5.78555555556,6.75788888889
317.38,4.25888888889,7.58666666667,6.89488888889,5.42611111111,3.40644444444,5.55055555555,4.70166666666,3.49155555555,2.77366666667,4.50477777778,5.93411111111,6.65555555556
317.75,4.05566666667,7.42377777778,6.68033333333,5.25955555556,3.22022222222,5.37788888889,4.45044444445,3.22355555556,2.69733333333,4.26955555556,5.79566666667,6.61477777778
318.12,4.38044444444,7.459,6.78011111111,5.33622222222,3.43455555556,5.43855555555,4.51233333333,3.29611111111,2.973,4.28488888889,5.96922222222,6.71088888889
318.49,3.74477777778,7.06033333333,6.15266666667,4.77888888889,2.797,5.015,3.85788888889,2.64377777778,2.28822222222,3.66488888889,5.45722222222,6.17566666667
318.85,3.55477777778,6.99333333333,6.06377777778,4.69444444444,2.55211111111,4.83433333334,3.77822222222,2.51544444444,2.21544444444,3.585,5.34388888889,5.87711111111
319.22,3.68488888889,7.20611111111,6.326,4.832,2.70111111111,4.99544444444,3.795,2.661,2.461,3.76155555555,5.58888888889,6.10588888889
319.59,3.91744444444,7.51588888889,6.58622222222,5.10922222222,2.88,5.32722222222,3.90744444445,2.91711111111,2.501,4.00144444444,5.87788888889,6.34111111111
319.96,3.64166666667,7.46233333333,6.42655555555,5.04577777778,2.761,5.26866666667,3.57077777778,2.76755555556,2.18711111111,3.73955555556,5.82888888889,6.126
320.32,3.75922222222,7.99088888889,6.84177777778,5.32277777778,2.95366666667,5.55044444445,3.688,3.08277777778,2.32833333333,3.92244444444,6.06033333333,6.37988888889
320.69,3.51955555556,8.05155555556,6.84666666667,5.30155555556,2.92211111111,5.54533333333,3.63277777778,2.98033333333,2.38988888889,3.80122222222,5.978,6.29044444445
321.06,3.41377777778,8.03777777778,6.78944444444,5.36988888889,2.97366666667,5.66566666666,3.62022222222,2.95644444444,2.427,3.75066666667,5.96455555556,6.19133333333
321.43,3.28444444444,8.02677777778,6.67211111111,5.273,2.788,5.48311111111,3.29833333333,2.819,2.28155555556,3.56355555556,5.85544444444,6.10011111111
321.80,3.01588888889,7.87588888889,6.40233333333,5.12044444444,2.50533333333,5.16833333333,3.07755555556,2.64244444445,2.01544444444,3.35877777778,5.62088888889,5.78522222222
322.16,2.76944444444,7.98211111111,6.40388888889,5.06355555556,2.27388888889,5.02288888889,3.05777777778,2.63722222222,1.67633333334,3.30555555556,5.64366666667,5.58277777778
322.53,3.06533333333,8.31177777778,6.77233333333,5.24955555556,2.64333333333,5.29622222222,3.41111111111,2.97555555555,2.05111111111,3.53744444444,6.00766666667,5.81833333333
322.90,2.94677777778,8.22622222222,6.52088888889,4.979,2.51233333333,5.19122222222,3.38133333333,2.80311111111,1.895,3.42733333333,5.96566666667,5.69766666667
323.27,2.87966666667,8.11588888889,6.30722222222,4.79411111111,2.23822222222,4.88366666667,3.25155555556,2.575,1.76366666667,3.23233333333,5.65655555555,5.51233333333
323.63,2.584,7.85155555556,6.12488888889,4.54522222222,2.01744444445,4.58888888889,3.078,2.31788888889,1.54222222222,2.91544444444,5.40222222222,5.35233333333
324.00,2.67033333333,7.93233333333,6.252,4.59566666667,2.02555555556,4.63488888889,3.291,2.50377777778,1.57722222222,3.079,5.40411111111,5.53133333333
324.37,2.39311111111,7.60222222222,5.83744444444,4.34288888889,1.70588888889,4.381,2.954,2.252,1.32133333333,2.83644444445,5.19144444444,5.37055555556
324.74,2.68777777778,7.80911111111,5.91566666667,4.49011111111,1.90511111111,4.49866666667,3.17033333333,2.39355555555,1.53955555556,3.12211111111,5.32977777778,5.507
325.10,2.924,8.08755555556,6.10555555555,4.65611111111,2.076,4.53144444444,3.35922222222,2.56633333333,1.66866666667,3.34255555555,5.45144444444,5.66511111111
325.47,3.14711111111,8.22188888889,6.33955555556,4.82777777778,2.49433333333,4.77955555556,3.67866666666,2.74955555555,1.91711111111,3.59244444445,5.57155555556,5.81866666666
325.84,3.41122222222,8.33833333333,6.51477777778,4.91688888889,2.75677777778,4.988,3.87111111111,2.88811111111,2.07344444444,3.70544444444,5.67388888889,6.02066666667
326.21,3.50677777778,8.33388888889,6.57411111111,5.078,2.84955555556,5.16588888889,3.96266666667,2.90911111111,2.23611111111,3.77366666666,5.70688888889,6.21677777778
326.57,3.48822222222,8.32633333333,6.44755555556,5.18977777778,2.91055555556,5.16944444444,3.91944444444,2.82844444444,2.305,3.83455555556,5.74688888889,6.17811111111
326.94,3.55433333333,8.44788888889,6.58388888889,5.421,3.08822222222,5.201,3.923,2.90133333333,2.39955555556,3.93333333333,5.85144444445,6.30455555556
327.31,3.476,8.42811111111,6.59644444445,5.46855555555,3.19477777778,5.167,3.87011111111,2.90311111111,2.29688888889,3.92633333333,5.93144444444,6.28455555556
327.67,3.43822222222,8.45088888889,6.60266666667,5.42233333333,3.06977777778,5.09722222222,3.74055555556,2.85977777778,2.30177777778,3.90422222222,5.81166666667,6.12388888889
328.04,3.65977777778,8.56833333333,6.79744444444,5.62622222222,3.33322222222,5.248,3.86311111111,3.00366666667,2.67411111111,4.10777777778,6.06655555556,6.29044444445
328.41,3.75055555555,8.55055555556,6.923,5.69877777778,3.32077777778,5.23011111111,3.87566666667,3.01344444444,2.77388888889,4.10466666667,6.08677777778,6.32655555556
328.78,3.59822222222,8.26244444444,6.65522222222,5.549,3.08333333333,5.05788888889,3.66144444444,2.80366666667,2.47633333333,3.91755555556,5.93444444445,6.15333333333
329.14,3.39733333333,8.03322222222,6.44577777778,5.35011111111,2.79322222222,4.80744444444,3.40544444444,2.49511111111,2.221,3.76011111111,5.73688888889,6.02166666667
329.51,3.31722222222,8.11377777778,6.31688888889,5.43933333333,2.63344444445,4.72833333333,3.309,2.475,2.20955555556,3.80666666667,5.72388888889,6.02477777778
329.88,3.11944444444,8.19322222222,6.39077777778,5.42155555556,2.53966666667,4.59344444445,3.227,2.48711111111,2.02088888889,3.77088888889,5.69488888889,6.02088888889
330.24,2.94777777778,8.12166666667,6.23666666667,5.19611111111,2.43044444444,4.34033333333,3.00633333333,2.24566666667,1.748,3.54622222222,5.52888888889,5.80588888889
330.61,3.05311111111,8.07477777778,6.23466666667,5.14155555555,2.42855555556,4.227,2.93888888889,2.34477777778,1.64777777778,3.41566666667,5.50966666667,5.76322222222
330.98,3.10555555556,8.13844444445,6.23911111111,5.15766666667,2.43733333334,4.36433333333,2.85322222222,2.404,1.60288888889,3.28344444444,5.39877777778,5.848
331.34,3.01744444444,8.26222222222,6.10055555556,5.10988888889,2.28833333333,4.37811111111,2.79666666667,2.38244444444,1.47133333333,3.18855555556,5.25588888889,5.855
331.71,2.98322222222,8.44277777778,6.04866666667,5.17477777778,2.32311111111,4.342,2.78333333333,2.22177777778,1.40255555555,3.08177777778,5.36366666667,5.84044444444
332.08,2.76733333333,8.57833333333,5.85444444444,5.02188888889,2.05255555556,4.23588888889,2.64455555556,1.946,1.14066666667,2.85488888889,5.153,5.61388888889
332.44,2.823,8.81077777778,6.01488888889,5.12044444444,2.16822222222,4.49022222222,2.80144444444,2.08477777778,1.27155555556,3.10288888889,5.35744444445,5.592
332.81,2.99144444445,9.25955555556,6.35833333333,5.451,2.43855555556,4.766,2.99666666667,2.39633333333,1.53922222222,3.31144444444,5.71566666667,5.90611111111
333.18,3.18533333333,9.54055555557,6.53155555556,5.66822222222,2.72922222222,4.966,3.15944444444,2.64633333333,1.89188888889,3.486,6.02333333333,6.01811111111
333.54,3.31266666667,9.60388888888,6.79544444444,5.67033333333,2.87466666667,5.03344444444,3.28433333333,2.72944444444,1.97055555556,3.58233333333,6.20733333333,6.05177777778
333.91,3.37766666667,9.58355555557,6.64444444444,5.58822222222,2.70977777778,4.90033333333,3.18855555555,2.53588888889,2.08711111111,3.61966666667,6.14033333334,5.88333333333
334.28,3.40477777778,9.52244444446,6.671,5.51733333333,2.64377777778,4.83044444444,3.21455555556,2.61922222222,2.19655555556,3.68622222222,6.09044444444,5.89777777778
334.64,3.35744444444,9.54966666666,6.81511111111,5.51511111111,2.59022222222,4.83333333333,3.24277777778,2.62677777778,2.26022222222,3.73144444444,6.05533333333,6.03555555555
335.01,3.49133333333,9.53566666667,6.908,5.57122222222,2.65177777778,4.80622222222,3.46011111111,2.73866666667,2.47322222222,3.87022222222,6.26611111111,5.98388888889
335.38,3.64766666667,9.54911111111,7.05933333333,5.63277777778,2.77244444445,4.96211111111,3.638,2.882,2.68922222222,3.96355555556,6.42455555556,5.95855555556
335.74,3.76477777778,9.60888888888,7.067,5.71744444445,2.92688888889,5.03455555556,3.79288888889,3.08155555556,2.72955555555,4.20133333333,6.54355555555,6.093
336.11,3.79366666667,9.5721111111,7.09344444444,5.767,3.006,4.99522222222,3.79855555556,3.18844444444,2.76544444444,4.17733333333,6.62855555556,6.15744444444
336.47,3.86422222222,9.64855555554,7.10322222222,5.89111111111,3.16622222222,4.96977777778,3.92822222222,3.198,2.84755555556,4.18955555556,6.62788888889,6.25488888889
336.84,3.75311111111,9.48722222221,7.046,5.72288888889,3.13311111111,4.793,3.89477777778,3.03655555556,2.86588888889,4.15966666667,6.47977777778,6.06211111111
337.21,3.58122222222,9.23377777778,6.80744444444,5.40044444444,3.00588888889,4.598,3.70577777778,2.78066666667,2.58888888889,3.95566666667,6.26811111111,5.94011111111
337.57,3.187,8.89311111111,6.41633333333,5.07555555556,2.67477777778,4.33377777778,3.34955555556,2.412,2.15133333333,3.54122222222,5.95322222222,5.69266666667
337.94,3.124,8.84733333333,6.41822222222,5.12966666667,2.75144444445,4.46133333333,3.34266666667,2.43355555556,2.06288888889,3.50588888889,6.02555555556,5.78944444444
338.31,3.34877777778,9.06922222222,6.62266666667,5.37288888889,2.95922222222,4.66677777778,3.50044444444,2.63155555556,2.17166666666,3.703,6.32566666667,5.99555555556
338.67,3.29166666667,9.11855555556,6.52244444445,5.32377777778,2.90688888889,4.60633333333,3.49744444444,2.581,2.12822222222,3.64822222222,6.33422222222,5.899
339.04,3.019,9.16644444444,6.41944444444,5.09522222222,2.67933333333,4.40244444444,3.26233333333,2.33922222222,1.929,3.55611111111,6.16722222222,5.81188888889
339.40,2.90066666667,9.15744444445,6.42444444444,5.06977777778,2.60022222222,4.37955555556,3.13811111111,2.25177777778,1.88166666667,3.52133333333,6.15022222222,5.87777777778
339.77,2.79511111111,9.00622222222,6.44922222222,4.90866666667,2.48366666667,4.30288888889,2.94855555555,2.17211111111,1.90366666667,3.351,6.01844444445,5.746
340.14,2.63255555555,8.844,6.40933333333,4.71655555556,2.36155555556,4.21344444444,2.81311111111,2.01744444444,1.77444444444,3.31877777778,5.85677777778,5.56211111111
340.50,2.57,8.89477777778,6.32322222222,4.64455555556,2.21633333333,4.13233333333,2.64277777778,1.914,1.66566666667,3.22155555555,5.78488888889,5.48488888889
340.87,2.69911111111,9.11744444444,6.50155555556,4.75211111111,2.24633333333,4.28033333333,2.73511111111,2.00633333333,1.69622222222,3.33244444444,5.9,5.62555555556
341.23,2.802,9.32811111111,6.78577777778,4.98166666666,2.29355555555,4.36966666667,2.81244444444,2.19444444445,1.86744444444,3.46022222222,6.08933333333,5.70955555556
341.60,3.29133333333,9.911,7.26844444444,5.52744444444,2.81255555556,4.80211111111,3.281,2.69222222222,2.35677777778,3.94,6.64055555555,6.07677777778
341.96,3.33511111111,10.1118888889,7.45122222222,5.71577777778,2.90544444444,4.83177777778,3.36777777778,2.82722222222,2.42433333333,4.03011111111,6.79333333333,6.117
342.33,3.14277777778,10.1194444445,7.39466666667,5.63322222222,2.82566666667,4.74244444445,3.23188888889,2.749,2.35322222222,3.83755555556,6.69377777778,5.98477777778
342.70,3.25666666667,10.2556666667,7.54,5.825,2.96633333334,4.892,3.31244444444,2.87677777778,2.50055555556,3.96888888889,6.85566666667,6.08177777778
343.06,3.36366666667,10.2911111111,7.58033333333,6.03544444444,3.08977777778,4.98233333333,3.40066666667,3.047,2.57266666667,3.98355555556,6.89822222222,6.15411111111
343.43,3.24722222222,10.1913333333,7.41577777778,5.92711111111,2.97122222222,4.85822222222,3.32011111111,2.96355555556,2.45788888889,3.84477777778,6.75488888889,5.977
343.79,3.29944444444,10.3523333333,7.45022222222,6.00255555556,3.00211111111,4.89111111111,3.41644444444,2.98122222222,2.50044444444,3.939,6.78788888889,6.02133333333
344.16,3.33655555555,10.4583333333,7.41855555555,6.046,3.06211111111,4.845,3.45766666667,3.05466666667,2.48988888889,3.98888888889,6.82366666667,6.13177777778
344.52,3.36544444444,10.4913333333,7.60911111111,6.02488888889,3.11466666667,4.85011111111,3.58511111111,3.16277777778,2.51722222222,4.03677777778,6.93966666667,6.20555555556
344.89,3.377,10.4408888889,7.61688888889,6.093,3.084,4.87722222222,3.57666666667,3.21777777778,2.57122222222,3.987,6.93011111111,6.18288888889
345.25,3.33122222222,10.4643333333,7.55266666667,6.03044444444,3.12044444444,4.91155555555,3.63833333333,3.22244444444,2.54466666667,4.038,6.86255555555,6.15222222222
345.62,3.14933333333,10.3954444444,7.46055555556,5.837,2.86422222222,4.68555555556,3.51055555556,3.03477777778,2.39033333333,3.98466666667,6.61611111111,6.03144444444
345.99,3.25533333333,10.4484444444,7.58366666667,5.85344444444,2.99611111111,4.77844444444,3.60288888889,3.13822222222,2.47388888889,4.05844444444,6.68355555555,6.15077777778
346.35,3.30111111111,10.534,7.55933333333,5.91711111111,3.07577777778,4.90033333333,3.71022222222,3.19111111111,2.55988888889,4.22788888889,6.76988888889,6.20177777778
346.72,3.28311111111,10.5434444445,7.544,5.899,3.06988888889,4.90833333333,3.706,3.25588888889,2.50933333333,4.27,6.70522222222,6.21355555556
347.08,3.35866666667,10.637,7.636,5.92955555556,3.16455555555,4.96911111111,3.79088888889,3.25333333333,2.55088888889,4.35911111111,6.81,6.269
347.45,3.55522222222,10.8891111111,7.93244444444,6.09322222222,3.34777777778,5.04355555555,3.97011111111,3.36944444444,2.669,4.56677777778,7.00111111111,6.41511111111
347.81,3.71888888889,11.0276666667,8.074,6.27877777778,3.50855555556,5.21644444445,4.20822222222,3.50855555556,2.78155555556,4.72344444445,7.21288888889,6.55277777778
348.18,3.78066666667,11.1601111111,8.15311111111,6.36633333333,3.52266666667,5.26422222222,4.22922222222,3.49722222222,2.80177777778,4.66866666667,7.23966666667,6.47166666667
348.54,3.68911111111,11.113,8.09611111111,6.33544444444,3.46877777778,5.18611111111,4.03811111111,3.41444444444,2.74566666666,4.60922222222,7.16144444444,6.28322222222
348.91,3.62377777778,11.1632222222,8.15044444444,6.26366666667,3.57144444445,5.13755555556,4.03122222222,3.38766666667,2.656,4.61677777778,7.199,6.22577777778
349.27,3.59755555556,11.0842222222,8.13177777778,6.27477777778,3.50233333333,5.08822222222,3.923,3.27033333333,2.562,4.51277777778,7.16477777778,6.12011111111
349.64,3.50877777778,10.9006666667,7.979,6.207,3.44233333333,4.97366666667,3.79411111111,3.21411111111,2.45755555555,4.33844444444,7.12055555555,5.96066666667
350.00,3.42711111111,10.8541111111,7.94422222222,6.16455555556,3.29888888889,4.86633333333,3.69455555556,3.08477777778,2.39633333333,4.26544444444,7.06155555555,5.82755555555
350.37,3.29277777778,10.7355555556,7.90333333333,6.06811111111,3.135,4.62477777778,3.53344444444,2.89611111111,2.27066666666,4.09866666667,6.89555555556,5.66466666667
350.73,3.07744444445,10.6521111111,7.81811111111,5.96966666667,2.95933333333,4.384,3.34066666667,2.64322222222,2.09766666667,3.83488888889,6.82588888889,5.484
351.10,2.87922222222,10.4505555555,7.64677777778,5.80588888889,2.74744444445,4.23188888889,3.14633333333,2.45955555556,1.92366666667,3.64511111111,6.67022222222,5.21388888889
351.46,2.71655555555,10.2877777778,7.37355555556,5.64144444444,2.60088888889,4.10011111111,2.97733333334,2.28388888889,1.81633333333,3.48188888889,6.52411111111,5.02133333333
351.83,2.63255555556,10.2173333333,7.47511111111,5.59666666667,2.52944444444,3.97488888889,2.81233333333,2.26233333333,1.73177777778,3.39544444444,6.46955555556,4.95955555556
352.19,2.64177777778,10.0888888889,7.46122222222,5.58855555556,2.46355555556,3.98611111111,2.79933333333,2.22766666667,1.76711111111,3.41966666666,6.54622222222,4.95066666667
352.55,2.70955555556,10.2074444444,7.55488888889,5.67655555556,2.44877777778,4.07122222222,2.87533333333,2.26555555555,1.76622222222,3.37144444444,6.63722222222,5.07511111111
352.92,2.77088888889,10.2273333333,7.49911111111,5.75233333333,2.35322222222,4.09477777778,2.89433333333,2.23322222222,1.83244444444,3.39944444444,6.67222222222,5.136
353.28,3.00433333333,10.5815555556,7.79466666667,5.99333333333,2.61444444444,4.32666666666,3.173,2.56411111111,2.078,3.73466666667,6.95144444444,5.39277777778
353.65,3.14255555556,10.7795555556,7.94522222222,6.13,2.78455555556,4.50466666667,3.32888888889,2.70444444445,2.23488888889,3.885,7.11111111111,5.559
354.01,3.11077777778,10.8584444444,7.78533333333,6.12822222222,2.73355555556,4.49222222222,3.31266666667,2.65322222222,2.21166666667,3.81311111111,7.098,5.52444444444
