wavelength,Back_IriPulm,Belly_IriPulm,Breast_IriPulm,Crissum_IriPulm,Crown_IriPulm,DorTail_IriPulm,Patch10_IriPulm,Patch11_IriPulm,Rump_IriPulm,Throat_IriPulm,WingTip_IriPulm
311.49,3.9708,9.82893333335,4.57733333333,11.5231333333,3.2552,6.22563333333,39.4131333333,3.2736,3.42286666667,3.89853333333,6.58046666667
311.85,4.17493333333,9.98566666666,4.776,11.7468666667,3.413,6.38676666667,39.7992,3.42673333333,3.59086666667,4.07733333333,6.78246666667
312.22,4.33333333333,10.283,5.00406666667,12.0444,3.53,6.61026666667,40.2166,3.5988,3.80833333334,4.3078,6.97046666667
312.59,4.45546666667,10.4653333333,5.16773333334,12.2637333333,3.71833333333,6.80053333333,40.638,3.81146666666,4.00026666667,4.45193333333,7.1302
312.96,4.55426666667,10.651,5.31766666667,12.5099333333,3.85326666667,6.93363333333,40.9414,3.88813333333,4.1274,4.56746666667,7.27980000001
313.33,4.71533333333,10.8954666667,5.48266666667,12.7144,3.9222,7.01906666667,41.331,4.0682,4.34886666667,4.735,7.51340000001
313.70,4.68126666667,10.9447333333,5.49893333333,12.7369333334,3.83573333333,6.98253333333,41.6959333333,4.07073333333,4.31333333333,4.67986666667,7.48186666667
314.07,4.84186666667,11.1672666667,5.70193333333,13.0138666667,4.0426,7.16973333333,42.0097333333,4.27666666667,4.48753333333,4.8846,7.60293333333
314.43,4.72486666667,11.0682,5.4984,12.8751333333,3.87846666667,6.95213333333,42.077,4.13546666667,4.37633333333,4.70373333333,7.40573333334
314.80,4.52946666667,10.9763333333,5.35973333333,12.813,3.6678,6.7841,42.3473333334,3.93426666667,4.15806666667,4.54046666667,7.16093333333
315.17,4.36433333333,10.9274666667,5.23246666667,12.8456,3.5676,6.64913333333,42.4435333333,3.77566666667,4.03306666667,4.44533333333,7.0162
315.54,4.06326666667,10.7357333333,4.93793333333,12.6693333333,3.35686666667,6.3795,42.4924,3.53013333333,3.84866666667,4.13313333333,6.654
315.91,3.69646666667,10.6452,4.53973333333,12.5058666667,3.11773333333,5.99616666667,42.5492,3.2956,3.5272,3.79186666667,6.282
316.28,3.69386666667,10.6812,4.4758,12.4540666666,3.19033333333,5.93616666667,42.5709333334,3.28613333333,3.52993333333,3.80273333333,6.26913333333
316.64,3.6584,10.7488,4.48826666667,12.5632666667,3.12066666667,5.86606666667,42.7979333333,3.1704,3.43773333333,3.7928,6.2474
317.01,3.54753333333,10.698,4.342,12.4976,2.9898,5.76183333333,42.9750666667,3.0824,3.30326666667,3.74306666667,6.07226666667
317.38,3.41493333333,10.6243333333,4.17266666667,12.4778,2.8366,5.66196666667,43.0842,2.95373333334,3.10933333333,3.55266666667,5.86306666667
317.75,3.31766666667,10.6769333333,4.02813333333,12.5526666667,2.72973333333,5.50253333333,43.2862,2.8566,3.0044,3.49666666667,5.75633333333
318.12,3.29066666667,10.7238666667,4.06613333333,12.5325333333,2.63626666666,5.4322,43.3804666667,2.79813333333,2.99433333333,3.50033333333,5.725
318.49,3.3596,10.8923333333,4.12026666667,12.752,2.64433333333,5.55,43.7512,2.77833333333,3.0526,3.55086666667,5.74653333333
318.85,3.4808,11.028,4.16046666667,12.8966666667,2.7086,5.55483333333,43.9353333333,2.85526666667,3.0546,3.64373333333,5.7874
319.22,3.35933333333,11.0948666667,4.0708,12.78,2.56386666667,5.43496666667,44.0921333333,2.722,2.89993333333,3.49133333333,5.69333333333
319.59,3.533,11.3267333333,4.25013333333,13.0244,2.69946666667,5.50663333333,44.2732,2.831,2.99166666667,3.66146666667,5.86986666667
319.96,3.71526666667,11.5429333333,4.54353333333,13.2055333333,2.82366666667,5.78353333333,44.5987333334,2.94693333333,3.14706666667,3.906,6.0432
320.32,3.66413333334,11.5921333333,4.5726,13.2746,2.7372,5.7414,44.6898666667,2.95166666667,3.12446666666,3.8246,5.9866
320.69,3.6104,11.6864,4.5134,13.264,2.6888,5.6672,44.7588,2.9652,3.1568,3.82333333333,5.96286666667
321.06,3.5598,11.6593333333,4.4856,13.2807333333,2.64466666667,5.51823333333,44.8241333333,2.88426666666,3.08993333333,3.68506666667,5.89233333333
321.43,3.47433333333,11.7046,4.4558,13.2823333333,2.59946666667,5.4784,45.1663333333,2.83333333333,3.02833333333,3.6306,5.85086666667
321.80,3.2458,11.6475333333,4.36813333333,13.0952666667,2.4552,5.36836666667,45.1973333333,2.60573333333,2.92186666667,3.44853333333,5.667
322.16,3.07513333333,11.5765333333,4.18266666666,13.1225333333,2.2334,5.26356666667,45.3788666667,2.46713333333,2.74213333333,3.2356,5.45233333333
322.53,3.17166666667,11.8124,4.34533333333,13.2427333334,2.35153333333,5.2824,45.8283333333,2.66726666667,2.8364,3.32726666667,5.59446666667
322.90,3.38706666667,12.0743333333,4.57413333333,13.4555333333,2.552,5.43546666667,45.9686,2.90413333334,3.1558,3.53893333333,5.84786666667
323.27,3.53913333333,12.2623333333,4.75466666667,13.6544,2.69206666667,5.55876666667,46.1837333333,3.16226666667,3.34273333333,3.66806666666,5.95573333333
323.63,3.3606,12.2590666667,4.6498,13.5720666667,2.6064,5.46483333333,46.2758,3.11193333333,3.3006,3.58266666667,5.86346666667
324.00,3.4618,12.3565333333,4.68206666667,13.7783333333,2.7016,5.47616666667,46.3703333333,3.21833333333,3.43213333334,3.66613333333,5.95366666666
324.37,3.60513333333,12.5321333334,4.7932,14.0162,2.82213333333,5.66003333333,46.6772666667,3.3484,3.55246666667,3.81293333333,6.08793333333
324.74,3.86193333333,12.819,5.0658,14.2878666667,3.09153333333,5.8996,47.0315333333,3.5842,3.8158,4.04733333334,6.27
325.10,4.0512,13.0570666667,5.2806,14.534,3.25233333333,6.1137,47.1630666667,3.7726,4.01273333333,4.25533333333,6.45266666666
325.47,4.23713333333,13.2369333333,5.514,14.6920666667,3.4352,6.28923333333,46.9740666667,3.95366666667,4.20566666667,4.41186666667,6.6136
325.84,4.41133333333,13.3580666667,5.644,14.8833333333,3.51986666667,6.4361,47.0546666667,4.1366,4.3372,4.5198,6.80806666666
326.21,4.5372,13.4626666667,5.70846666667,15.0494666667,3.6256,6.51243333333,47.2558666667,4.26486666667,4.46746666667,4.61766666667,6.95433333333
326.57,4.53873333333,13.4240666667,5.75106666667,15.1369333333,3.64526666667,6.5443,47.0738,4.32246666667,4.52946666667,4.69873333333,6.95073333333
326.94,4.5296,13.5128666667,5.77413333333,15.2219333333,3.6898,6.58896666667,47.2774,4.38693333333,4.53746666667,4.7516,6.98426666667
327.31,4.66453333333,13.6728666667,5.90253333333,15.4009333333,3.8418,6.70283333333,47.364,4.507,4.68186666667,4.9108,7.15093333333
327.67,4.87446666667,13.9062666667,6.07666666667,15.5851333333,3.976,6.8376,47.4704666667,4.64693333333,4.8098,5.0962,7.32713333333
328.04,4.95346666667,14.045,6.16706666667,15.7,4.00313333333,6.91943333333,47.6288,4.67973333333,4.87426666667,5.14193333333,7.40046666666
328.41,4.96473333333,14.0916666667,6.22293333333,15.7734,4.027,6.8815,47.5340666667,4.72546666667,4.88613333333,5.155,7.4214
328.78,4.86866666667,14.0123333333,6.12673333334,15.8626666666,3.9148,6.74623333333,47.5466666667,4.64146666667,4.78293333333,5.04826666666,7.3766
329.14,4.86686666667,14.0361333333,6.10566666667,15.8718666667,3.9022,6.67503333333,47.516,4.61946666667,4.74686666667,5.00753333333,7.29866666667
329.51,4.68006666667,13.9609333334,5.87533333333,15.8226,3.67826666667,6.44463333333,47.6403333333,4.45266666667,4.56133333333,4.82313333333,7.06913333334
329.88,4.7364,14.1099333333,5.88153333333,15.8597333333,3.73586666666,6.42863333333,47.6374,4.49146666667,4.56813333333,4.86113333333,7.05633333333
330.24,4.71966666667,14.2084666667,5.93873333333,15.8236,3.7788,6.38626666667,47.3498666667,4.47953333333,4.52913333333,4.86566666667,7.0144
330.61,4.5966,14.2975333333,5.88386666667,15.7638666666,3.72173333333,6.28336666667,47.4172666667,4.30333333333,4.38413333333,4.74793333333,6.89273333333
330.98,4.44193333333,14.2555333334,5.72226666667,15.6796,3.5508,6.1734,47.2825333333,4.1296,4.225,4.561,6.71126666667
331.34,4.20006666667,14.1205333333,5.4544,15.4958,3.282,5.95853333333,47.2647333333,3.87393333333,3.96906666667,4.3286,6.43686666667
331.71,4.14826666667,14.0554,5.4234,15.5260666667,3.21833333333,5.87856666667,47.33,3.77386666667,3.91093333333,4.20093333333,6.34373333333
332.08,4.10286666667,14.0642,5.4274,15.4468666667,3.2116,5.8074,47.1434666667,3.7692,3.8752,4.1752,6.2838
332.44,4.0478,13.9955333333,5.347,15.385,3.14313333333,5.7274,47.0518666667,3.65313333333,3.8028,4.1048,6.1496
332.81,4.1128,14.1099333333,5.43246666666,15.3370666667,3.13666666667,5.8373,47.1676666667,3.67413333333,3.79846666667,4.20906666667,6.14346666667
333.18,3.95933333333,14.1181333333,5.35226666667,15.3124,3.05426666667,5.78346666667,47.1649333334,3.60326666667,3.76733333333,4.13273333333,6.10253333333
333.54,3.91393333333,14.1938,5.39326666667,15.4213333333,3.10946666667,5.79883333333,47.3474,3.6462,3.748,4.12346666666,6.1644
333.91,3.92246666667,14.2725333334,5.4614,15.613,3.20193333333,5.86943333333,47.4052,3.7072,3.81866666667,4.1806,6.2088
334.28,3.8066,14.2408,5.3434,15.6490666667,3.1004,5.77533333333,47.6244666667,3.544,3.70393333333,4.0794,6.13353333333
334.64,3.87673333333,14.3220666667,5.34653333333,15.7115333333,3.10706666666,5.853,47.662,3.61033333333,3.6994,4.1036,6.20633333333
335.01,3.9814,14.4579333333,5.50733333334,15.8342666667,3.1972,5.97026666667,47.7294666667,3.7428,3.7798,4.19166666667,6.31086666667
335.38,4.1532,14.6793333333,5.7394,16.0700666667,3.40433333333,6.16253333333,47.814,3.9546,4.00053333333,4.3946,6.5288
335.74,4.2222,14.7558666667,5.80466666666,16.1718,3.51933333333,6.25613333333,47.7256,4.09466666667,4.11146666667,4.50353333333,6.62133333333
336.11,4.207,14.7918666667,5.81046666667,16.2970666667,3.53273333334,6.27376666667,47.8474,4.14326666667,4.13193333333,4.5276,6.67806666667
336.47,4.07466666667,14.8691333333,5.7384,16.2544,3.45686666667,6.20006666667,47.9760666667,4.07066666667,4.03006666667,4.42473333333,6.62113333333
336.84,3.91753333333,14.8368,5.5942,16.2650666667,3.34826666667,6.05056666667,47.9163333333,3.97313333333,3.91753333333,4.263,6.5202
337.21,3.8918,14.85,5.52126666667,16.3174666667,3.25086666666,5.99293333333,47.8655333333,3.94513333333,3.8558,4.21993333333,6.47586666667
337.57,4.0354,14.9622,5.6368,16.4766666667,3.35813333333,6.0499,47.7440666667,4.03533333333,4.00073333334,4.40213333333,6.56433333333
337.94,3.91986666667,14.8582666667,5.53566666666,16.4266666667,3.21026666667,5.91933333333,47.6131333333,3.90486666667,3.9482,4.3502,6.44893333333
338.31,4.09413333333,15.0459333333,5.67773333333,16.6256,3.36226666667,6.03313333333,47.5315333334,4.10426666667,4.13113333333,4.5024,6.60966666667
338.67,4.07233333333,15.1326666667,5.70013333333,16.7235333333,3.36233333333,5.9865,47.4575333333,4.0714,4.1842,4.53233333333,6.55993333333
339.04,4.102,15.2518666667,5.69746666667,16.8652,3.39553333333,5.96853333333,47.4458666667,4.0802,4.2096,4.53193333333,6.57913333333
339.40,4.18746666667,15.3498666667,5.73833333333,16.9740666667,3.49553333333,5.9667,47.3784,4.10833333333,4.218,4.5582,6.57373333333
339.77,4.06106666667,15.4070666667,5.6366,16.9711333333,3.34513333333,5.86026666667,47.3342666667,4.02746666667,4.1144,4.4796,6.457
340.14,3.9456,15.4004666667,5.51686666667,16.9461333333,3.1846,5.73186666667,47.302,3.928,3.972,4.3394,6.26693333333
340.50,4.021,15.4594666667,5.5662,17.0551333333,3.2186,5.82653333333,47.2036666667,4.05393333333,4.0452,4.4328,6.34013333333
340.87,4.02813333333,15.5178,5.525,17.0176666667,3.24646666667,5.7842,46.9614666667,4.08566666667,4.04153333333,4.39493333333,6.28633333333
341.23,4.07893333333,15.5843333333,5.6032,17.0907333333,3.3582,5.85893333333,46.9244666667,4.14166666667,4.1046,4.4612,6.3338
341.60,4.07733333333,15.7146,5.63013333333,17.1695333333,3.38653333333,5.93583333333,46.9136,4.17793333333,4.16033333333,4.4438,6.37633333333
341.96,4.04346666667,15.7926,5.61086666667,17.1306666666,3.36133333333,5.882,46.7635333333,4.2054,4.1254,4.42166666666,6.3592
342.33,3.93353333333,15.7661333333,5.53366666667,17.0623333333,3.28306666667,5.77033333333,46.6897333334,4.09553333333,4.05693333333,4.31486666667,6.2558
342.70,3.9266,15.7456,5.56813333333,17.1538666667,3.292,5.77593333333,46.6312666667,4.14546666667,4.09746666667,4.29166666667,6.29606666667
343.06,3.7386,15.5956,5.4368,17.0014666667,3.0782,5.59996666667,46.3850666667,3.9736,3.92813333333,4.11126666667,6.10193333333
343.43,3.5692,15.4866,5.3206,16.9342666667,2.86253333333,5.47113333333,46.2066666667,3.85346666667,3.81373333333,3.97806666667,5.997
343.79,3.623,15.5821333333,5.337,17.0363333333,2.92793333333,5.52663333333,46.1326,3.90046666667,3.84733333333,4.04046666667,6.0292
344.16,3.613,15.6005333333,5.31566666667,17.0097333333,2.8814,5.49483333333,45.9598666667,3.823,3.8212,4.00146666667,5.96833333333
344.52,3.5398,15.6665333333,5.31846666667,17.0503333334,2.8156,5.41433333333,45.8586666667,3.74333333333,3.79246666667,3.94406666667,5.918
344.89,3.49686666667,15.6929333333,5.3528,17.1438,2.71193333333,5.41503333333,45.8396,3.70613333333,3.75226666667,3.91293333333,5.9328
345.25,3.4968,15.8230666667,5.41433333333,17.2094,2.69713333333,5.43856666667,45.7887333333,3.7552,3.75446666667,3.9152,5.9538
345.62,3.5406,15.8892,5.48706666666,17.2320666667,2.69673333333,5.46303333333,45.7258,3.8116,3.77093333333,3.96746666667,5.9604
345.99,3.783,16.1675333333,5.73273333333,17.5172666667,2.93233333333,5.7261,45.8812,4.0396,3.98266666667,4.17833333333,6.17746666667
346.35,4.01233333333,16.4557333333,5.98833333333,17.7826,3.1282,5.9205,45.9637333333,4.27946666666,4.16553333333,4.3882,6.36506666667
346.72,4.08093333334,16.5986,6.08206666667,17.8682,3.18833333333,5.98543333333,45.9648666667,4.34886666667,4.1694,4.45626666667,6.40966666667
347.08,4.17886666667,16.7315333333,6.25533333333,18.0313333333,3.35353333333,6.1,45.8918666667,4.50773333333,4.32793333333,4.6152,6.5458
347.45,4.26093333334,16.9058666667,6.403,18.1324,3.47313333333,6.1965,45.7916,4.6126,4.44086666667,4.6756,6.60373333333
347.81,4.27986666667,16.9088,6.4688,18.1450666667,3.46906666667,6.1666,45.6373333333,4.61653333333,4.481,4.67873333333,6.61846666667
348.18,4.3042,16.9790666667,6.5396,18.242,3.5368,6.17916666667,45.4816666666,4.67526666667,4.54906666667,4.70773333333,6.66333333333
348.54,4.3922,17.08,6.611,18.3886,3.63526666667,6.23733333333,45.4504,4.76406666667,4.64766666666,4.78913333333,6.70153333333
348.91,4.51573333333,17.2540666667,6.7388,18.5550666667,3.76826666667,6.32576666667,45.3972666666,4.86793333333,4.77593333333,4.93573333333,6.8068
349.27,4.59086666667,17.3090666667,6.76506666667,18.6424666667,3.8244,6.35033333333,45.3190666667,4.91906666667,4.86613333333,4.9926,6.83526666667
349.64,4.47573333333,17.2616666667,6.6658,18.5926,3.7342,6.24743333333,45.075,4.82393333333,4.76713333333,4.86813333333,6.71933333333
350.00,4.24573333333,17.1489333333,6.46446666667,18.4695333333,3.50893333333,6.0284,44.8410666667,4.6058,4.549,4.62886666667,6.4864
350.37,4.04766666667,17.096,6.34406666667,18.3864,3.3346,5.9113,44.7256,4.475,4.4398,4.48646666667,6.3654
350.73,4.00373333333,17.1741333333,6.31033333333,18.3935333333,3.33,5.89146666667,44.5957333333,4.45246666667,4.4614,4.46306666667,6.3518
351.10,3.91833333333,17.2087333333,6.20766666667,18.3951333333,3.2746,5.8066,44.5605333333,4.35953333333,4.37973333333,4.396,6.26846666667
351.46,3.90973333334,17.226,6.17233333333,18.4422666667,3.24413333333,5.788,44.4554,4.32366666667,4.36786666667,4.42406666666,6.26386666667
351.83,4.01286666667,17.4036,6.3126,18.6148666667,3.35973333333,5.939,44.3948666667,4.4114,4.47453333333,4.48886666667,6.33333333333
352.19,4.05393333333,17.5622666667,6.3482,18.7618,3.42553333333,6.01926666667,44.4167333333,4.48393333333,4.54993333333,4.576,6.41626666667
352.55,4.039,17.5792666667,6.33026666667,18.7990666667,3.426,5.99976666667,44.3244,4.47153333333,4.55473333333,4.54446666667,6.39933333333
352.92,3.97766666667,17.5443333333,6.22886666666,18.7486666667,3.3938,5.92313333333,44.1306666667,4.46393333333,4.53033333333,4.5054,6.31153333333
353.28,3.98626666667,17.612,6.30333333333,18.8244666667,3.42166666667,5.939,44.1382,4.4938,4.56006666667,4.5402,6.33486666667
353.65,4.0534,17.7064666667,6.41166666667,18.9910666667,3.50293333333,5.98213333333,44.1894,4.54333333333,4.66086666667,4.63426666667,6.40946666667
354.01,4.1446,17.7922,6.53126666667,19.1443333333,3.60933333333,6.0783,44.213,4.6416,4.79726666667,4.73653333333,6.535
354.38,4.23646666667,17.8646666667,6.61486666667,19.2794,3.69713333333,6.1951,44.0421333333,4.7176,4.8922,4.79966666667,6.59493333333
354.74,4.2524,17.9366666667,6.66746666667,19.4048,3.69053333333,6.23276666667,44.0532666667,4.75246666667,4.92533333333,4.82353333333,6.58013333333
355.11,4.35613333333,18.0726666667,6.77833333333,19.5322666666,3.73393333334,6.3272,44.0268666667,4.8458,4.9788,4.92486666667,6.66166666667
355.47,4.3368,18.1432,6.79153333333,19.6024,3.72406666667,6.29443333333,43.9718,4.86913333333,4.95853333333,4.89713333333,6.65353333333
355.83,4.2076,18.1554,6.69893333333,19.6578,3.59253333333,6.18183333333,44.0604666667,4.83033333333,4.84533333333,4.8398,6.571
356.20,4.14693333333,18.1022666667,6.70693333333,19.5952666667,3.4988,6.09506666667,43.8362666667,4.78386666667,4.798,4.79726666667,6.52953333333
356.56,4.0842,18.1486,6.6844,19.6088,3.39146666667,6.04226666667,43.6790666667,4.76493333333,4.72866666667,4.7478,6.48293333333
356.93,4.06806666667,18.1672,6.6782,19.6424666667,3.35726666667,6.00663333333,43.5296666667,4.74226666667,4.69153333333,4.74086666667,6.458
357.29,3.97606666667,18.1812,6.57533333333,19.6224,3.2354,5.89663333333,43.3228,4.66166666667,4.56786666667,4.63526666667,6.34666666667
357.66,3.88833333333,18.1715333333,6.4568,19.5291333334,3.1384,5.754,43.1208,4.577,4.44653333333,4.52706666667,6.24653333333
358.02,3.80933333333,18.2258,6.416,19.5345333333,3.05706666667,5.64153333333,43.0326,4.5412,4.36273333333,4.45973333333,6.19246666667
358.38,3.67526666667,18.1336666667,6.2814,19.449,2.9232,5.48173333333,42.8671333333,4.43106666667,4.21273333333,4.36413333333,6.0476
358.75,3.63333333333,18.1546666667,6.23013333334,19.4496666667,2.8928,5.40083333333,42.7773333333,4.42873333333,4.20433333333,4.34046666667,6.03686666667
359.11,3.5804,18.1776,6.19813333333,19.4468666667,2.8462,5.33433333333,42.651,4.39066666667,4.19246666667,4.28293333333,5.97433333333
359.48,3.56626666667,18.2760666667,6.1788,19.5197333333,2.84826666667,5.31206666667,42.5956666667,4.38706666667,4.208,4.2882,5.9524
359.84,3.5434,18.2667333333,6.15653333333,19.4611333333,2.82886666667,5.24346666667,42.3165333333,4.33873333333,4.1964,4.20533333333,5.9012
360.20,3.57853333333,18.4114,6.17633333333,19.6108666666,2.87373333333,5.2753,42.3620666667,4.38493333333,4.2206,4.215,5.92473333333
360.57,3.606,18.5452666667,6.23566666667,19.7042,2.9094,5.2989,42.3699333333,4.4118,4.2792,4.27926666667,5.9898
360.93,3.724,18.7633333333,6.38553333333,19.8742666667,3.02306666667,5.42483333333,42.4597333333,4.51673333333,4.42033333333,4.3734,6.10593333333
361.29,3.83133333333,18.9527333333,6.51773333333,20.0163333333,3.12846666667,5.51386666667,42.487,4.6046,4.5582,4.5102,6.2194
361.66,3.98426666667,19.1608,6.68633333333,20.203,3.28393333333,5.68756666666,42.5159333333,4.74913333333,4.71833333333,4.6716,6.36193333333
362.02,4.0056,19.1872,6.7058,20.2185333333,3.28293333333,5.69416666667,42.3874,4.74666666667,4.72733333333,4.6768,6.34553333333
362.39,4.10546666667,19.3729333333,6.82,20.3833333333,3.38426666667,5.78773333333,42.4561333333,4.843,4.83613333333,4.7898,6.43526666667
362.75,4.11366666667,19.4322,6.83306666667,20.4362666667,3.394,5.76546666667,42.3322,4.83346666667,4.8252,4.78546666667,6.4164
363.11,4.1594,19.523,6.85746666667,20.4928666667,3.41993333333,5.78383333333,42.2216,4.88013333333,4.8648,4.82846666667,6.43773333333
363.48,4.20646666667,19.5872,6.90686666667,20.5114,3.44446666667,5.851,42.1402,4.9188,4.91266666667,4.8576,6.43893333333
363.84,4.2608,19.7343333333,6.95866666667,20.6099333333,3.50566666667,5.9233,42.1567333333,4.98966666666,4.98426666667,4.94106666667,6.48386666667
364.20,4.29713333333,19.8458666667,7.01013333333,20.7157333334,3.53273333333,5.99466666667,42.0992666667,5.04306666667,5.0322,4.98593333333,6.49913333333
364.57,4.39646666667,19.9150666667,7.0858,20.7858,3.60526666667,6.07076666667,41.9946,5.08966666667,5.12353333333,5.05726666667,6.51166666667
364.93,4.36046666667,19.9349333333,7.087,20.8154,3.5676,6.0208,41.8941333333,5.032,5.10346666667,5.04266666667,6.4904
365.29,4.3264,19.9039333333,7.05526666667,20.8029333333,3.52133333333,5.9861,41.7600666667,5.0144,5.07926666667,4.98913333333,6.42706666667
365.66,4.18293333333,19.8291333333,6.95313333333,20.7581333333,3.34913333333,5.8433,41.5920666667,4.89646666667,4.96186666667,4.82846666667,6.29193333333
366.02,4.191,19.9337333333,6.9724,20.8428666667,3.37006666667,5.86983333333,41.5478,4.92566666667,5.0256,4.853,6.29393333333
366.38,4.18333333333,19.9874666666,7.01346666667,20.8656,3.38586666667,5.86146666667,41.4517333333,4.96873333333,5.0594,4.844,6.32646666666
366.75,4.18366666667,20.0862666667,7.07406666667,20.9398666667,3.37646666667,5.8967,41.4391333333,5.0004,5.0754,4.8758,6.33873333333
367.11,4.13513333333,20.1500666667,7.07686666667,21.0016,3.33646666666,5.8603,41.4425333333,4.97733333333,5.0524,4.83353333333,6.30153333333
367.47,4.04646666667,20.1471333333,7.04393333333,21.0419333333,3.23966666667,5.75226666667,41.3878,4.91233333333,4.9806,4.7646,6.25593333333
367.84,4.06046666667,20.1776,7.0822,21.1419333333,3.2234,5.74446666667,41.352,4.91326666667,5.0212,4.7682,6.272
368.20,4.01126666667,20.1642666666,7.05633333333,21.1037333333,3.16893333334,5.66753333333,41.2088666667,4.86773333333,5.00653333333,4.74566666667,6.24946666667
368.56,3.92153333333,20.1924666667,6.97933333333,21.1083333333,3.07913333333,5.57193333333,41.1702,4.84753333333,4.8998,4.6534,6.179
368.93,3.7676,20.0980666667,6.842,21.0392,2.95033333333,5.4335,40.9339333333,4.7302,4.79213333334,4.51366666667,5.99433333333
369.29,3.73586666667,20.1386666667,6.81333333333,21.0927333333,2.94566666667,5.39063333333,40.8686666667,4.70346666667,4.76526666667,4.4918,5.98273333333
369.65,3.80226666667,20.28,6.87806666667,21.2435333333,3.03893333334,5.43806666667,40.8874666667,4.79506666667,4.86606666667,4.58493333333,6.04913333333
370.01,3.8368,20.3562666667,6.91193333333,21.2994666667,3.09186666667,5.43693333333,40.8256666667,4.82546666667,4.8936,4.64006666667,6.07133333333
370.38,3.826,20.4369333333,6.90686666667,21.3656,3.03626666667,5.38966666667,40.8111333333,4.76593333333,4.85533333333,4.60026666667,6.02846666667
370.74,3.88193333333,20.4720666667,6.9024,21.421,3.05746666667,5.40976666667,40.7343333333,4.8024,4.9326,4.6336,6.05686666667
371.10,3.85266666667,20.4753333333,6.86573333333,21.4546666667,3.03346666667,5.39203333333,40.6307333333,4.77813333333,4.9092,4.60746666666,6.04946666667
371.46,3.90806666667,20.5621333333,6.923,21.5734,3.1114,5.44213333333,40.6252,4.83733333333,4.98226666667,4.67893333333,6.11106666667
371.83,3.8658,20.6152,6.8876,21.5608,3.063,5.40673333333,40.4828666667,4.7986,4.92086666667,4.65093333333,6.07693333333
372.19,3.90073333333,20.7017333333,6.94,21.6499333333,3.1154,5.43976666667,40.4263333333,4.84993333333,4.98066666667,4.69893333333,6.07153333334
372.55,3.89406666667,20.7422,6.96166666667,21.6863333333,3.13073333334,5.41983333333,40.3344,4.8368,5.03533333333,4.6792,6.08786666667
372.92,4.00013333333,20.9902666667,7.0924,21.8476666667,3.20173333333,5.51846666667,40.4904666667,4.96673333333,5.14866666667,4.75653333333,6.2062
373.28,3.96926666666,21.0728,7.1024,21.9202666667,3.14946666667,5.4789,40.4259333333,4.98113333334,5.16493333333,4.7374,6.17606666667
373.64,3.96446666666,21.1264,7.13286666667,21.9452666667,3.13533333333,5.4863,40.3634,4.95446666667,5.12753333333,4.71166666667,6.1302
374.00,3.9742,21.2398,7.18446666667,22.0349333333,3.12046666667,5.5344,40.3458,4.97853333333,5.1606,4.7174,6.13573333333
374.37,3.92813333333,21.2892666667,7.15273333334,22.0842,3.1092,5.51853333333,40.2906,4.98673333333,5.191,4.69773333333,6.0916
374.73,3.879,21.3662666667,7.18333333334,22.115,3.09693333333,5.48333333333,40.2417333333,4.96086666667,5.1622,4.64666666667,6.05046666667
375.09,3.94526666667,21.52,7.29666666667,22.2202,3.15333333333,5.5414,40.2626666667,5.0248,5.2636,4.70806666667,6.09526666667
375.45,3.92493333333,21.6162666667,7.3192,22.2814,3.12766666667,5.52086666667,40.2052,5.0068,5.27606666667,4.68993333333,6.0736
375.81,3.99273333333,21.7476,7.4324,22.4131333333,3.231,5.61106666667,40.2842666666,5.10173333333,5.37726666667,4.78846666666,6.1468
376.18,4.03153333333,21.8818666667,7.5056,22.4997333333,3.2856,5.67323333333,40.3307333333,5.14666666667,5.41706666666,4.7994,6.2134
376.54,4.002,21.9254666666,7.4744,22.546,3.27846666667,5.6592,40.3030666667,5.126,5.4044,4.79926666667,6.16726666667
376.90,3.94146666667,21.8898,7.42653333333,22.5263333333,3.23906666667,5.60676666667,40.192,5.0602,5.34673333333,4.76813333333,6.11533333333
377.26,3.99973333333,21.9568,7.52913333333,22.6248,3.30126666667,5.66513333333,40.1924,5.11086666667,5.4194,4.81426666667,6.153
377.63,3.98633333333,21.9809333333,7.52193333333,22.6383333333,3.27506666667,5.61256666667,40.1095333333,5.09233333333,5.44986666667,4.81006666667,6.13926666667
377.99,3.95066666667,21.978,7.53153333333,22.6548,3.2556,5.55016666667,40.0128,5.08506666667,5.4196,4.773,6.11753333333
378.35,3.9624,21.9952,7.541,22.6595333333,3.22966666667,5.5428,39.9227333333,5.06613333333,5.39913333333,4.7582,6.10246666667
378.71,3.97406666667,22.0462666667,7.5614,22.7312,3.2266,5.55333333333,39.8638666667,5.07333333333,5.41646666667,4.79786666667,6.1014
379.07,4.0066,22.1593333333,7.59513333333,22.8704,3.26566666667,5.56446666667,39.9044,5.11073333333,5.46873333333,4.83506666667,6.1344
379.44,3.9776,22.2127333333,7.5948,22.906,3.222,5.5316,39.901,5.11446666667,5.46186666667,4.80146666667,6.10013333333
379.80,3.91713333333,22.2346,7.57433333333,22.8854666667,3.15653333333,5.4521,39.7684666667,5.07666666667,5.432,4.72226666667,6.04993333333
380.16,3.90786666667,22.2708666667,7.5678,22.9348666667,3.14726666667,5.41193333333,39.6784,5.08126666667,5.4546,4.72586666667,6.03693333333
380.52,3.9484,22.3900666667,7.68259999999,23.0593333333,3.18006666667,5.4497,39.6843333333,5.14526666667,5.52493333333,4.75826666667,6.07893333333
