wavelength,Back_EmbYpif,Belly_EmbYpif,Breast_EmbYpif,Crissum_EmbYpif,Crown_EmbYpif,DorTail_EmbYpif,Patch10_EmbYpif,Patch11_EmbYpif,Rump_EmbYpif,Throat_EmbYpif,WingTip_EmbYpif
303.37,7.46985185185,7.78583333333,7.37983333334,4.05483333333,5.89133333333,6.57242982456,7.08933333334,6.907,4.66,12.0978333333,9.18749999999
303.74,7.77937037037,8.391,7.97033333333,4.52133333333,6.56775,7.40928947368,7.44233333333,7.39266666667,5.1815,12.3183333334,9.60383333334
304.10,7.85131481481,8.69916666667,8.33766666666,4.82633333334,6.92308333333,7.84010526316,7.64683333333,7.655,5.57466666667,12.4075,9.48016666668
304.47,8.34353703704,8.95783333333,8.90066666666,5.463,7.41858333334,8.38703508772,8.13316666667,7.84716666667,6.18983333333,12.9268333334,9.94599999999
304.84,8.56648148148,9.16116666667,9.16133333334,5.99766666667,7.80608333333,8.58016666667,8.31283333333,7.93383333334,6.76383333334,13.0333333333,10.2571666667
305.21,8.76181481482,9.58883333333,9.1995,6.224,7.99766666666,8.61883333333,8.702,7.97283333334,6.89516666667,13.1941666667,10.4508333333
305.58,8.58127777778,9.6755,9.0005,6.34066666667,7.83933333334,8.35424561403,8.44033333333,7.8805,6.90883333333,12.6648333333,10.3588333333
305.95,8.43472222222,9.45233333335,8.87033333334,6.11566666666,7.84158333333,8.15589473684,8.28016666667,7.51766666667,6.83716666667,12.3955,10.3053333333
306.32,8.86746296296,10.1333333333,9.6295,6.696,8.39833333333,8.63030701755,8.68683333333,8.18283333333,7.2565,12.8146666666,11.1005
306.69,8.86687037037,10.1475,9.64516666669,6.89966666667,8.32133333333,8.38276315789,8.73016666667,8.042,6.95666666667,12.6336666667,11.1435
307.06,8.46894444445,10.0915,9.36883333334,6.85633333333,7.91991666667,8.0279122807,8.34933333334,7.54666666666,6.6075,12.4195,10.8863333333
307.43,8.59094444445,9.93449999999,9.29566666667,6.844,7.23525,7.75178947368,8.06566666667,7.31533333333,6.229,11.8271666667,10.6131666667
307.80,8.35524074074,9.63783333333,9.13983333334,6.51466666667,6.503,7.15688596492,7.62166666667,6.82333333334,5.7165,11.828,10.1755
308.17,8.05185185185,9.367,8.85433333333,5.947,5.7835,6.77107017544,7.2295,6.26533333333,5.0605,11.8003333334,10.0123333333
308.54,7.99585185185,9.73099999999,8.79416666666,6.06683333333,5.96091666667,6.74846491228,7.3285,6.42183333333,5.12233333333,11.7406666667,10.0938333333
308.90,7.60833333334,9.60933333333,8.5885,5.78166666667,5.65033333334,6.33794736843,7.11566666666,5.83266666667,4.59333333333,11.855,9.80616666665
309.27,7.44974074074,9.48866666668,8.72066666667,5.8115,5.41,5.95544736842,6.98083333333,5.71283333333,4.38133333334,11.8975,9.53799999999
309.64,7.46340740741,9.35933333335,8.82766666666,5.8555,5.79758333333,6.11914912281,7.24616666667,5.617,4.4785,12.2018333333,9.40016666668
310.01,7.61675925926,9.33783333335,9.00083333333,6.06016666667,5.79575,6.1231491228,7.04466666666,5.51816666666,4.30883333334,12.5101666667,9.29150000002
310.38,6.75483333334,8.604,8.1335,5.0105,4.85241666667,5.23228070176,6.42083333334,4.566,3.47766666667,11.74,8.33316666666
310.75,6.46001851851,8.55783333334,7.77933333333,4.79166666667,4.798,5.32219298246,6.35533333334,4.43716666667,3.437,11.6911666667,8.229
311.12,6.14035185185,8.16866666667,7.58533333333,4.51883333334,4.62125,4.9819122807,6.29433333334,4.24566666667,3.09733333334,11.3966666667,7.97633333334
311.49,6.41635185185,8.66566666667,8.25333333333,4.696,5.17,5.21640350877,6.807,4.41283333333,3.37883333333,12.0385,8.30866666668
311.85,5.98190740741,8.31183333334,7.83216666666,4.37716666667,5.00425,5.05302631579,6.615,4.18666666667,3.17216666667,11.5393333334,7.81383333334
312.22,6.51772222222,8.93166666667,8.33966666667,5.1075,5.58525,5.31683333334,7.03816666667,4.7555,3.6085,11.8678333333,8.21016666668
312.59,6.5442962963,8.77266666666,8.622,5.17683333333,5.403,5.27264035088,6.90883333334,4.606,3.40733333333,12.1298333333,8.16383333332
312.96,6.68092592593,8.81666666667,8.82966666667,5.04566666667,5.32075,5.32180701754,6.98533333333,4.687,3.611,12.0755,8.20849999998
313.33,6.33253703704,8.54,8.47433333333,4.82116666667,5.031,5.35321929824,6.68366666667,4.36183333333,3.345,11.99,7.94966666667
313.70,6.45801851852,8.71166666666,8.54433333334,4.86816666667,4.7675,5.32202631579,6.76333333333,4.37266666667,3.214,12.3341666667,7.98166666667
314.07,6.2939074074,8.70133333334,8.35766666667,4.60866666667,4.48133333333,5.01786842106,6.89933333333,4.34733333333,3.0885,12.2366666667,7.86233333334
314.43,6.66259259259,9.1825,8.92683333333,4.84716666667,4.93583333333,5.47363157895,7.30633333334,4.59133333333,3.4185,12.7576666666,8.13099999999
314.80,6.84181481481,9.30283333333,9.58583333331,4.93833333333,5.1235,5.74371052632,7.40016666667,4.66233333333,3.54416666667,12.9268333334,8.14100000001
315.17,7.2022962963,9.94766666667,10.0146666666,5.50066666667,5.42216666667,6.40581578947,7.75783333334,4.97,3.96833333333,13.6096666666,8.57983333332
315.54,7.0167962963,9.82766666666,9.59883333335,5.558,5.33708333334,6.42773684211,7.22783333334,4.95566666667,3.85783333333,13.5561666667,8.33333333335
315.91,7.66687037037,10.4745,10.459,6.07683333333,5.83008333333,6.8304122807,7.748,5.28316666667,4.22033333333,14.6563333334,8.84933333332
316.28,7.48638888889,10.2478333334,10.5678333333,5.83383333333,5.77133333333,6.72746491228,7.6355,4.97583333333,4.29716666667,14.9585,8.76616666665
316.64,7.20922222222,10.1053333333,10.176,5.45316666667,5.33558333334,6.49634210526,7.39433333334,4.79316666667,3.984,14.8513333334,8.45516666667
317.01,7.38385185185,10.3538333333,10.1258333333,5.58166666667,5.40075,6.5238245614,7.61,4.95266666667,3.98583333334,15.0865,8.33333333333
317.38,8.00338888889,11.1476666667,10.6576666667,6.0635,6.0595,7.18725438596,8.20116666667,5.69016666667,4.53983333333,15.874,9.05633333331
317.75,7.97746296297,11.4251666667,10.7028333334,5.96333333334,6.30475,7.14527192983,8.21566666667,5.97933333334,4.67666666666,15.7956666667,9.14933333335
318.12,7.66787037037,11.5788333334,10.6301666667,5.54233333333,6.19716666666,7.06389473684,7.9805,5.83233333333,4.65666666667,15.5301666667,9.03899999999
318.49,7.00829629629,10.7701666667,10.0748333333,5.29533333333,5.60758333333,6.39685087719,7.41166666667,5.26383333334,4.13916666667,15.2921666667,8.5365
318.85,7.26646296296,10.8351666667,10.0473333334,5.47683333333,5.58691666666,6.31296491228,7.58866666667,5.4925,4.2555,15.8706666666,8.81033333335
319.22,7.43838888889,11.0215,10.2703333333,5.4,5.5345,6.12139473684,7.685,5.57383333333,4.33283333333,15.9788333333,8.80766666666
319.59,7.72327777778,11.5396666666,10.5875,5.86466666667,5.65866666666,6.5131754386,8.1985,5.79383333333,4.83333333333,16.3331666667,9.23016666668
319.96,7.15672222222,11.212,9.84050000002,5.59816666666,5.29525,6.12425438597,7.69533333333,5.39083333333,4.41,15.5423333333,9.00316666669
320.32,7.25062962963,11.4378333333,9.97916666668,5.46766666667,5.30458333333,6.24928070175,7.66783333333,5.57966666667,4.392,15.3433333333,8.92733333335
320.69,7.48798148148,11.5915,10.2691666667,5.64833333333,5.66866666667,6.51770175438,7.79966666666,5.74416666667,4.49333333334,15.5036666666,8.95466666665
321.06,7.67798148148,11.6505,10.4326666667,5.70516666667,5.76925,6.47514912281,7.70833333334,5.78516666666,4.55133333333,15.5928333333,9.22249999999
321.43,7.76475925926,11.7421666667,10.7155,5.66266666667,5.92291666667,6.21502631579,7.5875,5.71866666667,4.43533333333,15.4795,8.97516666667
321.80,7.0864074074,10.9426666666,10.0191666667,5.08433333333,5.14358333334,5.49635964912,6.7425,4.72916666666,3.71866666667,15.135,8.42416666665
322.16,7.40837037037,10.8598333334,10.0676666666,5.59483333333,5.44566666667,5.54601754386,6.98366666667,4.8965,3.908,15.7015,8.66299999999
322.53,7.83440740741,11.2791666666,10.2328333333,5.71316666666,5.58925,5.59016666667,7.031,5.21716666666,4.03883333333,15.9146666667,8.85266666665
322.90,7.60925925926,11.2675,9.95766666667,5.4445,5.153,5.21313157895,6.62583333334,4.6645,3.80116666666,15.5686666667,8.2235
323.27,7.65294444444,11.4793333334,10.0088333333,5.62616666667,5.46158333333,5.41536842105,7.07483333334,4.7265,4.0315,15.7886666667,8.34799999998
323.63,6.98861111111,11.1705,9.62866666667,5.0035,5.01075,4.73334210526,6.73083333334,4.16116666667,3.31183333334,15.453,7.83
324.00,7.09388888889,11.386,9.76516666668,5.10616666667,5.03266666667,4.71348245614,6.87333333334,4.25416666667,3.4855,15.7096666667,7.86533333334
324.37,6.76105555556,11.2011666667,9.50566666667,5.01966666666,4.79991666667,4.48113157895,6.70183333334,3.96583333333,3.24266666666,15.6531666667,7.65433333333
324.74,6.28881481481,11.0891666667,9.43233333334,4.57433333333,4.48516666667,4.12222807017,6.58083333333,3.63716666667,3.11566666666,15.6833333333,7.51816666667
325.10,5.96342592592,11.0283333333,9.52566666667,4.43016666667,4.37608333333,4.14638596491,6.457,3.50966666666,3.10066666667,15.7975,7.352
325.47,6.01716666667,11.1361666667,9.48466666666,4.5985,4.24483333334,4.24131578948,6.62516666667,3.45983333334,3.29066666666,16.1351666667,7.47633333333
325.84,6.74975925926,11.8646666667,10.4303333333,5.46433333334,4.88375,5.17421052632,7.50666666666,4.1395,4.13333333333,16.5816666667,8.07183333333
326.21,6.7682037037,12.2593333333,10.8778333334,5.63916666667,4.90083333334,5.34674561404,7.81,4.0965,4.32366666666,16.7626666667,8.09116666666
326.57,6.54698148148,12.3831666666,10.9668333333,5.58716666667,4.87616666667,5.33772807018,8.052,3.952,4.26016666667,16.8743333333,8.0875
326.94,6.34461111112,12.3568333333,10.9636666666,5.5615,5.01541666666,5.51242105263,8.11216666667,4.03816666667,4.23316666667,17.074,8.1295
327.31,5.98574074074,11.9461666667,10.7115,5.02316666667,4.44416666666,5.11668421053,7.52283333333,3.6515,3.72883333333,16.7436666667,7.62966666667
327.67,6.11220370371,11.7765,10.7783333333,4.97933333334,4.45325,5.1636491228,7.40933333333,3.83233333333,3.7255,16.845,7.71233333333
328.04,6.0309074074,11.7705,11.0693333333,5.03833333333,4.462,5.27939473684,7.53416666667,3.88583333333,3.68983333333,16.9223333333,7.78983333333
328.41,6.2929074074,12.1178333333,11.4045,5.226,4.81241666666,5.59169298246,7.71316666666,4.08133333333,3.77566666666,17.1761666667,8.06666666667
328.78,6.97690740741,12.7633333333,11.9005,5.9385,5.45341666666,6.29714912281,8.47933333333,4.70666666667,4.457,17.6305,8.7945
329.14,7.12794444445,12.8446666666,11.731,6.007,5.36591666667,6.29753508772,8.535,4.61666666667,4.20716666667,17.7923333334,8.77
329.51,6.754,12.6568333334,11.2675,5.48466666666,4.90541666667,6.01505263158,8.07433333333,4.11933333333,3.82716666667,17.3431666666,8.51316666667
329.88,6.31718518519,12.3603333333,10.8463333333,4.94533333334,4.39941666666,5.63425438597,7.719,3.77883333334,3.2765,17.312,8.20283333334
330.24,6.46512962963,12.5825,10.889,4.93083333333,4.35841666667,5.76609649123,7.67666666666,3.99716666667,3.19383333333,17.4261666667,8.3365
330.61,6.50298148148,12.6966666666,10.727,5.0355,4.28891666667,5.95194736842,7.50016666666,4.16183333333,3.25183333333,17.4471666667,8.15083333333
330.98,6.4535,12.8328333333,10.8076666667,4.82483333333,4.09075,5.73769298246,7.525,4.16816666666,3.02866666666,17.3666666666,8.1195
331.34,6.84464814815,13.3555,11.197,5.31033333334,4.51916666667,6.12735964912,7.6895,4.6175,3.342,17.8623333334,8.61550000002
331.71,6.81183333333,13.4195,11.2526666667,5.49883333333,4.54291666667,5.99792982457,7.70816666666,4.473,3.32,17.9413333334,8.4245
332.08,6.88540740741,13.5698333334,11.2145,5.4995,4.43558333333,5.87312280702,7.62783333333,4.29816666667,3.35366666667,18.1373333333,8.3035
332.44,6.69820370371,13.1878333333,11.1233333333,5.2005,4.08225,5.49099122807,7.32466666667,3.899,3.06466666666,18.2285,8.04033333333
332.81,6.74524074074,13.1556666666,11.121,5.05183333334,4.0755,5.22095614035,6.9745,3.81083333333,3.06983333333,18.4135,7.92733333333
333.18,6.61077777778,13.1946666667,11.2998333333,4.818,4.11058333333,4.97649122807,6.81116666667,3.7725,3.189,18.3885,7.72983333333
333.54,6.79725925926,13.3775,11.9621666666,5.25933333334,4.52625,5.14375438596,7.218,4.08183333333,3.6005,18.6876666667,7.9485
333.91,7.13805555556,13.7881666667,12.4515,5.49633333334,4.95566666667,5.33812280701,7.38183333333,4.39816666667,4.03783333333,19.0181666666,8.347
334.28,6.84898148148,13.3911666667,12.3175,5.31933333333,5.00066666666,5.20449122807,7.19966666667,4.224,3.924,18.8086666667,8.21883333333
334.64,7.1185,13.789,12.819,5.67516666666,5.37775,5.42337719298,7.47066666667,4.507,4.27683333334,19.18,8.68716666667
335.01,7.16411111111,13.8046666667,12.8858333333,5.67633333333,5.32708333334,5.34313157895,7.1625,4.3845,4.26883333333,19.0768333333,8.64850000001
335.38,6.73048148148,13.3531666667,12.6675,5.204,4.95233333333,4.8776491228,6.88166666666,3.80683333333,3.937,18.6455,8.18
335.74,6.88457407408,13.5198333333,12.9436666667,5.248,5.20716666666,5.05751754386,7.186,3.94233333334,4.17166666666,18.6708333334,8.17
336.11,7.02407407408,13.6578333333,13.0075,5.23633333334,5.35241666667,5.14615789473,7.2725,4.03183333333,4.29383333333,18.703,8.23
336.47,6.97935185185,13.9568333334,13.1115,5.36483333333,5.50166666667,5.37298245614,7.55283333334,4.33083333333,4.46983333333,18.9786666666,8.40316666667
336.84,6.77831481481,14.0605,13.1935,5.25183333334,5.33808333333,5.4008508772,7.5475,4.13366666667,4.4045,18.933,8.242
337.21,6.80646296296,14.2858333333,13.4626666667,5.45316666667,5.46308333333,5.74006140351,7.94133333333,4.309,4.50866666667,19.1013333333,8.51116666666
337.57,7.02151851852,14.6685,13.6865,5.66033333333,5.74991666666,6.05365789474,8.118,4.7025,4.57183333334,19.6468333333,8.68883333331
337.94,7.08664814815,14.7955,13.5866666667,6.0305,5.9395,6.26157894737,8.29966666665,4.80233333333,4.59583333333,19.9768333334,8.69783333333
338.31,7.15351851852,15.0651666667,13.6516666667,6.18866666667,5.8065,6.25455263158,8.29966666669,4.58266666667,4.55383333333,20.2201666667,8.72283333334
338.67,7.17014814815,15.1726666667,13.7835,6.12533333333,5.91,6.23421929824,8.54899999998,4.53533333334,4.54483333334,20.1773333333,8.59183333335
339.04,7.34833333333,15.5103333333,13.9906666667,6.5175,6.257,6.53030701754,9.05966666667,4.81616666666,4.64933333333,20.6466666666,8.89716666667
339.40,7.75622222222,16.0133333333,14.3046666667,6.97716666667,6.56525,6.8200877193,9.58566666667,5.11216666666,4.87066666667,21.0498333334,9.14049999998
339.77,7.55098148148,15.9403333333,14.0398333333,6.72983333333,6.237,6.62392982456,9.32366666666,4.92833333333,4.55583333334,21.1185,9.20116666665
340.14,7.50955555555,16.027,14.2765,6.80183333333,6.2255,6.7617368421,9.39799999999,5.07933333333,4.43516666666,21.3676666666,9.28566666666
340.50,7.71624074074,16.2288333333,14.4075,7.0955,6.27241666667,6.80829824562,9.5435,5.16833333333,4.5645,21.4336666667,9.26233333335
340.87,7.82898148149,16.2356666666,14.5656666666,7.2645,6.38216666667,6.7974122807,9.76049999999,5.30433333333,4.61466666667,21.5675,9.35666666668
341.23,8.1312037037,16.4643333333,14.6825,7.35683333334,6.57375,6.95390350877,10.088,5.53466666667,4.797,21.7961666667,9.584
341.60,8.01346296296,16.2903333333,14.3813333333,7.2415,6.44441666667,6.84149122807,9.92566666665,5.2795,4.64183333333,21.357,9.43833333333
341.96,8.15083333333,16.544,14.7225,7.23183333333,6.44416666666,6.8996754386,10.071,5.35366666667,4.68233333334,21.2741666667,9.46983333331
342.33,8.43977777778,16.7568333334,14.8945,7.28183333333,6.62991666667,7.05668421053,10.277,5.7415,4.96033333333,21.64,9.56083333335
342.70,8.41581481482,16.7555,14.875,7.27233333333,6.474,7.03819298245,10.0846666667,5.59933333334,4.90483333333,21.6686666667,9.69516666665
343.06,8.33703703703,16.6375,14.8641666667,7.12316666666,6.41675,7.03697368421,9.90383333334,5.5945,4.97266666666,21.49,9.647
343.43,8.25766666666,16.565,14.866,7.00633333334,6.37433333333,7.06074561403,9.75783333335,5.66133333333,5.07983333333,21.5395,9.75783333332
343.79,8.5170925926,16.9308333334,15.1863333333,7.29483333333,6.63658333333,7.2706754386,9.93583333335,5.89033333333,5.474,21.8285,9.92800000002
344.16,8.61303703704,17.125,15.2118333334,7.3215,6.74825,7.31028070175,10.0133333333,5.84666666666,5.64916666667,21.8851666667,9.83949999998
344.52,8.35512962963,17.2273333333,15.1685,7.2275,6.65683333333,7.09275438596,9.87466666665,5.698,5.5215,21.812,9.77666666665
344.89,8.22340740741,17.3236666666,15.1115,7.29333333333,6.66941666667,7.14378947369,9.81266666669,5.7305,5.3145,21.845,9.63766666668
345.25,7.95948148148,17.1901666667,15.0695,7.34633333334,6.58058333333,6.88907017543,9.48966666665,5.55683333333,5.19916666667,21.823,9.35899999999
345.62,7.72144444444,17.1158333333,15.0153333334,7.17733333333,6.37091666666,6.69188596492,9.42383333335,5.43416666667,4.99616666667,21.778,9.08600000001
345.99,7.46027777778,16.8465,14.7288333333,6.85116666667,6.0415,6.38663157895,9.10316666667,5.13166666667,4.67616666666,21.5341666667,8.76233333335
346.35,6.99166666667,16.7128333333,14.5388333334,6.56816666667,5.695,6.04459649123,8.84966666666,4.7835,4.24766666667,21.0066666667,8.44116666666
346.72,6.91844444444,16.5548333334,14.4628333334,6.41866666667,5.65375,5.9249122807,8.86133333335,4.77733333333,4.10716666666,20.9278333334,8.24483333334
347.08,6.91842592592,16.7093333334,14.571,6.53016666667,5.66841666667,5.86262280702,9.06733333334,4.74083333333,4.156,20.8885,8.099
347.45,7.03772222222,17.0135,14.8735,6.85616666667,5.93841666667,6.06252631578,9.20650000001,4.86433333333,4.37333333333,21.1256666667,8.20483333333
347.81,6.5727962963,16.6941666666,14.4153333334,6.52316666667,5.45433333334,5.71857894737,8.86083333335,4.35783333333,3.7655,20.7501666667,7.684
348.18,6.07792592593,16.2816666667,14.023,6.08466666667,4.90416666667,5.18989473684,8.37850000002,3.96716666667,3.23266666667,20.3196666667,7.32583333333
348.54,6.14794444445,16.1893333333,14.0031666666,5.9065,4.86183333333,5.21078070176,8.3665,3.82533333334,3.1915,20.2296666667,7.17366666666
348.91,6.14401851851,16.1966666666,14.0403333333,5.76166666667,4.78066666667,5.23696491228,8.36833333332,3.683,3.17016666666,20.233,7.125
349.27,6.26775925926,16.3146666666,14.048,5.82116666667,4.76308333334,5.36288596491,8.36616666665,3.57383333334,3.11383333333,20.1673333333,7.20583333333
349.64,6.20516666666,16.4091666667,14.2011666666,5.72583333334,4.6315,5.30925438596,8.34099999998,3.45633333334,3.11066666667,20.2918333333,7.24233333333
350.00,6.29357407407,16.5943333334,14.4338333333,5.9905,4.86258333333,5.38224561403,8.61466666665,3.66283333334,3.40016666667,20.5233333334,7.4585
350.37,6.41264814815,16.5276666666,14.4758333333,5.94916666667,4.99033333333,5.52044736842,8.57199999998,3.81416666666,3.46483333334,20.7025,7.452
350.73,6.44568518518,16.8718333334,14.5893333333,6.116,5.04233333333,5.66062280702,8.53283333333,3.95316666667,3.67733333334,20.9965,7.511
351.10,6.53857407407,16.8881666667,14.7103333334,6.03533333334,5.02775,5.66963157895,8.60466666667,4.02,3.769,21.2993333333,7.6855
351.46,6.44257407408,16.8275,14.6148333333,5.848,4.84041666666,5.52220175438,8.59483333331,3.84383333333,3.57333333333,21.2711666667,7.5305
351.83,6.92116666667,17.344,15.3913333334,6.38783333333,5.47633333333,6.06466666666,9.17999999999,4.46016666666,4.23316666667,21.8006666666,8.164
352.19,7.48294444444,17.8556666667,15.9921666667,7.06066666667,6.15208333333,6.64421052631,9.8225,5.02666666667,4.84566666667,22.4173333333,8.64383333332
352.55,7.62512962963,18.0935,16.303,7.31816666667,6.37316666667,6.85479824561,10.094,5.3085,5.04,22.7026666667,8.90366666668
352.92,7.74698148148,18.2363333334,16.4665,7.55383333334,6.4775,6.87374561404,10.1698333333,5.531,5.271,22.728,9.07083333334
353.28,7.69812962963,18.2971666666,16.4618333333,7.34466666667,6.38191666667,6.7325,10.0506666667,5.5335,5.22133333334,22.7623333333,9.00999999999
353.65,7.9165,18.382,16.5741666667,7.62816666667,6.52558333333,6.85944736842,10.1136666667,5.714,5.358,22.7748333333,9.20633333335
354.01,8.13305555555,18.6546666667,16.7001666666,7.7395,6.69791666666,7.11918421053,10.23,5.87966666666,5.441,22.9951666667,9.32233333335
354.38,8.26151851852,18.9021666667,16.8816666666,8.01933333333,6.91133333333,7.24295614035,10.3801666666,6.068,5.671,23.1053333333,9.51733333331
354.74,8.34688888889,18.8578333334,16.9495,7.99683333333,6.96483333334,7.30224561403,10.4643333333,5.98483333334,5.5915,23.139,9.53450000002
355.11,8.22531481482,18.8353333333,16.9861666667,7.9755,6.95366666667,7.30261403508,10.3168333333,5.79416666666,5.53216666667,23.0836666666,9.36166666665
355.47,7.94537037037,18.6833333333,16.8448333333,7.7665,6.75341666667,7.07136842105,10.0213333334,5.58366666666,5.29566666666,22.9736666667,8.96599999998
355.83,8.00153703703,18.7798333333,16.8745,7.8535,6.79958333334,7.10884210526,10.003,5.642,5.2965,23.0398333333,8.94799999999
356.20,7.80203703703,18.7345,16.7901666667,7.70866666666,6.53175,6.9338508772,9.86099999999,5.41516666666,5.07183333334,22.9096666666,8.83749999998
356.56,7.809,18.7746666666,16.8345,7.62516666666,6.47108333333,6.90040350877,9.82466666665,5.3875,5.08733333333,22.9228333333,8.75
356.93,7.6310925926,18.6463333334,16.6725,7.27566666667,6.16283333333,6.76338596491,9.61116666669,5.11083333333,4.76066666667,22.8685,8.54333333333
357.29,7.7855925926,18.818,16.875,7.41333333333,6.29216666667,6.98585964912,9.79900000001,5.23666666667,4.8395,23.0146666667,8.6275
357.66,7.74631481481,18.8488333334,16.9208333333,7.283,6.28241666667,6.98143859648,9.76183333335,5.19983333334,4.74816666666,23.055,8.55916666667
358.02,7.58557407407,18.728,16.9258333333,7.10916666667,6.12133333334,6.82025438596,9.71633333335,5.09483333333,4.641,23.0206666667,8.39033333334
358.38,7.50768518519,18.7756666667,16.9868333333,7.00116666667,6.09575,6.77050877193,9.71783333333,4.972,4.57183333334,23.0136666666,8.29633333333
358.75,7.39340740741,18.6708333333,17.0088333333,6.81383333334,5.89175,6.63114035088,9.62733333335,4.823,4.43766666666,23.0325,8.093
359.11,7.5162962963,18.8115,16.9988333333,6.84633333334,5.871,6.62577192982,9.73266666669,4.8745,4.4065,23.0425,8.138
359.48,7.81018518519,19.0965,17.278,7.11083333334,6.09241666667,6.8612368421,10.0196666667,5.11866666666,4.59283333334,23.35,8.51466666667
359.84,7.77281481481,18.9621666666,17.1913333333,6.9825,5.98875,6.73681578947,9.97683333335,5.04516666666,4.53066666667,23.2756666667,8.49333333333
360.20,7.6437962963,18.8458333334,16.9483333333,6.75016666667,5.87391666667,6.57012280702,9.83050000002,4.94833333333,4.40466666667,23.1721666666,8.35666666667
360.57,7.45401851852,18.7605,16.8215,6.61766666667,5.67208333333,6.39760526315,9.68666666667,4.81483333333,4.16116666667,23.0601666666,8.1535
360.93,7.48707407408,18.9698333333,16.9165,6.683,5.82433333333,6.4015877193,9.76649999999,4.87016666666,4.3005,23.268,8.171
361.29,7.29840740741,18.8931666667,16.8958333334,6.58766666667,5.73241666666,6.23436842105,9.75816666668,4.673,4.176,23.2133333334,8.05366666667
361.66,7.25575925926,18.8086666666,16.8773333333,6.58516666666,5.63633333333,6.21622807019,9.75866666668,4.64483333333,4.15133333333,23.1891666667,7.9485
362.02,7.15916666667,18.711,16.806,6.51783333333,5.65525,6.15300877193,9.71066666667,4.56,4.10183333333,23.1203333333,7.9825
362.39,7.15148148148,18.7048333333,16.737,6.54366666667,5.64366666667,6.0751491228,9.77499999998,4.5755,4.13116666667,23.149,7.9885
362.75,7.32446296296,18.9931666666,16.8953333333,6.72916666666,5.89033333333,6.24283333333,9.93949999998,4.849,4.35066666667,23.1955,8.2355
363.11,7.26861111111,19.1086666666,16.8963333334,6.73716666666,5.87941666666,6.2696754386,9.91216666666,4.873,4.30833333333,23.4258333333,8.28166666667
363.48,7.10077777778,18.9501666667,16.7393333333,6.59466666667,5.80358333334,6.16543859649,9.79166666668,4.75683333333,4.22966666667,23.2393333334,8.15683333333
363.84,6.96092592593,19.0001666666,16.68,6.44616666667,5.651,6.04192982456,9.72016666667,4.57733333333,4.08583333333,23.131,7.97433333333
364.20,7.08496296296,19.2221666667,16.8676666666,6.625,5.8475,6.1811491228,9.75616666665,4.6725,4.25233333333,23.3213333333,8.04333333333
364.57,7.21205555556,19.3235,16.9376666666,6.80883333334,6.023,6.3048245614,9.82983333331,4.80833333333,4.4815,23.4803333333,8.221
364.93,7.24868518518,19.2556666667,16.9451666667,6.79316666666,5.98791666667,6.28184210527,9.77999999999,4.82916666666,4.48266666667,23.3218333333,8.31466666667
365.29,7.28605555556,19.2181666666,16.8583333334,6.78316666667,5.94283333333,6.26664035088,9.66116666668,4.87783333334,4.57266666667,23.3103333334,8.28833333334
365.66,7.39922222223,19.402,16.9623333334,6.83483333334,6.05708333334,6.33836842105,9.71783333331,4.95533333334,4.70483333334,23.3721666666,8.37283333334
366.02,7.55492592593,19.595,17.0643333333,6.97566666666,6.06383333334,6.39971052631,9.76766666667,5.085,4.83816666666,23.4603333334,8.37516666667
366.38,7.56961111111,19.5558333334,17.121,6.9345,6.03666666667,6.40624561403,9.7755,4.97316666667,4.80483333333,23.611,8.33116666667
366.75,7.4815,19.425,17.1028333333,6.96483333333,5.96025,6.32618421054,9.726,4.86883333334,4.739,23.6725,8.22016666667
367.11,7.45064814815,19.4015,17.1793333334,6.972,5.933,6.30202631578,9.65133333331,4.875,4.7715,23.4821666667,8.13716666666
367.47,7.59694444445,19.6415,17.4248333334,7.1415,5.94841666667,6.39868421053,9.72149999998,4.97333333333,4.9125,23.6508333333,8.239
367.84,7.83157407408,19.8608333334,17.7031666666,7.3345,6.18408333333,6.56071052632,9.86133333335,5.19883333334,5.11866666666,23.9331666667,8.59199999998
368.20,7.8775,19.9645,17.886,7.299,6.14158333334,6.57335964912,9.96166666666,5.26666666666,5.09633333334,24.0676666666,8.63016666668
368.56,7.69125925926,19.8998333333,17.7998333334,7.05816666667,5.97783333333,6.34997368421,9.792,5.05383333333,4.83116666667,23.9938333333,8.41866666667
368.93,7.7935,20.0713333333,18.0803333333,7.31116666666,6.14175,6.46478947369,9.94750000002,5.19533333334,4.91383333333,24.2321666666,8.42366666668
369.29,7.92248148148,20.37,18.329,7.47666666667,6.33725,6.59462280701,10.1048333333,5.46016666666,4.97,24.4565,8.59283333334
369.65,7.94577777778,20.5406666667,18.3813333333,7.47733333333,6.377,6.5579122807,10.1638333333,5.441,5.00833333333,24.7171666667,8.65716666666
370.01,7.94274074074,20.731,18.4666666666,7.45266666667,6.38175,6.59978947369,10.172,5.371,4.97883333334,24.8748333334,8.72333333332
370.38,8.03231481481,20.9555,18.6441666667,7.64816666667,6.4605,6.70747368421,10.2025,5.54916666667,5.14416666666,24.9035,8.82766666665
370.74,8.05157407407,21.1173333333,18.6693333333,7.57816666667,6.502,6.65481578947,10.2345,5.54433333334,5.10666666666,24.8911666667,8.93699999998
371.10,8.19294444445,21.2326666667,18.789,7.63533333333,6.62825,6.71266666667,10.3613333333,5.58133333333,5.1795,25.169,9.04783333335
