wavelength,Back_TanCycf,Belly_TanCycf,Breast_TanCycf,Crissum_TanCycf,Crown_TanCycf,DorTail_TanCycf,Patch10_TanCycf,Patch11_TanCycf,Patch12_TanCycf,Patch13_TanCycf,Rump_TanCycf,Throat_TanCycf,WingTip_TanCycf
295.23,6.99908333333,16.2480833333,13.2585833333,9.54016666667,14.5626666666,9.27516666667,10.4559166667,9.54416666668,5.57166666667,13.7444166667,20.0448333333,16.6255,9.18916666666
295.60,7.54708333333,16.9861666667,13.89125,9.91316666666,14.90725,9.70483333333,10.8359166667,9.85216666666,5.8595,14.4694166666,20.652,16.9503333334,9.65458333335
295.97,7.9025,17.4103333333,14.1438333333,9.96658333332,15.2660833333,9.53575,10.92225,9.94575,5.89741666667,14.686,21.0314166666,17.0698333334,9.85541666667
296.34,7.11608333334,16.9046666667,13.7223333333,9.21058333334,14.6980833333,8.56791666667,10.1728333333,9.11208333332,4.98775,14.0078333333,20.4575,16.4015,9.07125000001
296.71,7.59975,17.3175,14.0959166667,9.53941666666,15.02775,8.80583333333,10.5636666667,9.4005,5.25691666667,14.1818333333,20.66475,16.5708333333,9.27816666667
297.08,7.08066666666,17.1638333333,13.6546666667,8.91541666668,14.6551666667,8.37908333334,10.0274166667,9.10183333334,4.88933333333,13.7035,20.2575833333,16.27425,8.76833333333
297.45,6.66666666666,16.8795833333,13.2154166667,8.67391666667,14.5055833333,8.22208333334,9.5645,8.66725000001,4.43025,13.29075,20.0655833333,15.8806666667,8.47408333332
297.82,6.09091666667,16.67325,12.9446666667,8.39958333334,14.34775,7.79908333333,9.27875,8.24366666667,3.90133333333,12.9413333333,20.1365833333,15.731,8.07133333334
298.19,6.23166666666,16.8139166667,13.129,8.40016666667,14.66525,7.93508333333,9.45108333333,8.53758333332,3.99266666667,12.99525,20.4953333334,15.8265,8.1025
298.56,6.70766666667,17.3995,13.6675,8.87533333333,15.2590833334,8.23108333333,9.89766666666,9.02516666668,4.39341666666,13.4664166666,20.8828333333,16.13825,8.42849999999
298.93,7.19433333333,18.1554166667,14.5963333333,9.74233333332,16.1230833333,8.92541666667,10.6459166667,9.85316666667,5.18975,14.2154166667,21.6140833333,17.0199166667,9.13649999999
299.30,7.24483333333,18.1135,14.52825,9.69508333333,16.1913333333,8.656,10.5886666667,9.82633333332,5.01775,14.1736666667,21.695,17.08875,9.03541666668
299.67,6.86308333333,18.0525,14.2506666667,9.44066666667,16.1313333333,8.31875,10.4194166667,9.55783333333,4.6195,13.7739166667,21.46575,16.9010833333,8.59733333333
300.04,6.766,18.1285,14.3460833334,9.37324999999,16.1430833333,8.29941666666,10.5635833333,9.55391666666,4.54333333333,13.8825,21.5001666666,17.1413333333,8.52166666666
300.41,6.77491666666,18.2791666667,14.3620833333,9.49350000001,16.27225,8.51133333334,10.6613333333,9.47408333334,4.51266666667,14.0565,21.5429166667,17.24275,8.38741666666
300.78,6.40558333334,18.3069166667,14.3279166667,9.39899999999,16.3873333333,8.34516666667,10.5763333333,9.35116666667,4.22258333333,14.3518333333,21.8629166667,17.4608333333,8.20574999999
301.15,5.75866666667,17.7210833333,13.8058333333,8.68891666666,15.7920833333,7.32783333333,9.77174999999,8.64399999999,3.3145,13.90375,21.5015,16.7320833334,7.48725
301.52,6.04783333333,18.1680833334,14.3688333333,8.94466666666,16.2399166667,7.27475,10.3725833333,8.94066666667,3.48766666667,14.5288333333,22.0335,17.3149166666,7.8245
301.89,5.966,18.14475,14.5915,8.67925000001,16.52675,7.04466666666,10.2355,9.06616666667,3.4255,14.6985833333,21.9655833333,17.3501666667,7.82683333334
302.26,5.49883333333,17.8975,14.1015833333,8.27116666666,16.07825,6.43958333333,9.83341666668,8.62766666668,2.77233333333,14.2839166667,21.3285833333,16.9981666667,7.43416666667
302.63,4.868,17.5423333334,13.7949166666,7.75633333333,15.64575,5.63166666667,9.50766666666,7.75241666668,2.2245,14.048,21.0865,16.3678333333,6.83525
303.00,3.92425,16.7754166667,12.82175,6.38591666667,14.6103333333,4.25866666667,8.33749999999,6.37741666667,0.94875,13.0015,20.1186666667,15.0368333333,5.759
303.37,3.93366666667,16.7499166667,13.4283333333,6.51841666666,14.8058333333,4.38725,8.59975,6.51008333333,1.19058333333,13.1743333333,20.3339166667,15.1430833333,5.96075
303.74,4.17275,16.8288333333,13.6753333334,6.59841666666,15.1023333333,4.54316666667,8.65775,6.65258333333,1.37716666666,13.6046666667,20.5690833333,15.3895,6.02025
304.10,3.2845,16.12475,13.01225,5.80483333333,14.6338333334,3.80116666667,7.90491666667,5.96849999999,0.407416666665,12.8528333333,20.115,14.5204166667,5.04033333333
304.47,4.40066666666,16.8589166667,13.8330833334,6.41916666667,15.6093333333,4.34216666667,8.55483333332,6.92083333334,1.32475,13.6201666666,21.0674166667,15.2248333333,5.90525
304.84,3.70883333333,16.4379166667,13.5173333333,5.824,15.4501666666,3.5265,8.06641666667,6.41741666667,0.902916666667,13.2374166667,20.7401666667,14.63225,5.26016666667
305.21,4.71216666667,17.3086666667,14.6191666667,7.0495,16.8890833334,4.71208333333,9.42425000001,7.51533333334,1.81275,14.0904166667,21.64325,15.7855,6.22275
305.58,4.53475,17.4113333334,14.6000833333,7.03658333333,16.8508333333,4.77316666667,9.40016666666,7.51749999999,1.84066666667,14.17325,21.5446666667,15.68775,5.96958333333
305.95,5.445,18.21,15.3259166667,7.95275,17.5604166667,5.64783333333,10.485,8.25883333333,2.68116666667,15.2309166667,22.3891666667,16.497,6.8065
306.32,6.56408333333,19.2691666666,16.6296666667,8.92850000001,18.9326666667,6.9745,11.794,9.45816666666,3.8095,16.71175,23.7685,17.6436666666,7.92275
306.69,6.86491666666,19.4035833333,16.8746666667,9.30016666666,19.5179166667,7.53766666667,11.8944166667,10.10775,3.89541666667,17.0458333333,24.1066666666,18.2533333333,8.08458333334
307.06,7.25008333333,19.6276666667,16.9273333333,9.58508333333,20.13325,8.01641666667,12.3655833333,10.6203333333,4.26891666667,17.5895,24.5545833333,18.9014166667,8.49383333333
307.43,7.06933333333,19.759,16.7415,9.51408333333,20.25275,8.0175,12.1248333333,10.51725,4.16666666667,17.7409166667,24.5220833333,18.8389166667,8.32558333334
307.80,6.55533333333,19.554,16.47725,9.06391666668,20.17625,7.44433333333,11.696,10.25425,3.7375,17.39725,24.4355833333,18.5488333333,8.01258333333
308.17,7.26316666667,20.38925,17.0753333333,9.78608333334,21.0766666666,8.09925,12.43125,11.0455,4.65875,18.00425,25.02225,19.21175,8.88691666668
308.54,7.20583333333,20.51825,17.2000833333,9.75075,21.2950833333,8.08633333333,12.62175,11.27575,4.63183333333,18.0555,25.1646666667,19.43725,9.1675
308.90,7.54324999999,20.744,17.4979166667,10.0233333333,21.6715833333,8.35741666667,12.7850833333,11.61375,4.77133333333,18.32925,25.4225,19.7204166667,9.47033333334
309.27,6.82458333333,20.1580833333,16.8883333333,8.99866666667,21.129,7.67141666667,12.00275,10.87025,4.123,18.061,25.06725,19.0524166667,8.77691666667
309.64,6.50208333334,19.89825,16.5720833334,8.49991666666,20.9100833333,6.982,11.5648333333,10.5594166667,3.57091666667,17.5969166667,24.8856666667,18.79475,8.22558333333
310.01,6.22208333333,19.7010833333,16.4878333333,8.00758333333,20.9371666667,6.68525,11.1249166667,10.2976666667,3.15891666667,17.29275,24.6328333333,18.465,7.85408333333
310.38,5.43108333333,19.0538333333,15.6364166667,7.18366666667,20.3103333334,5.80475,10.2054166667,9.39183333333,2.337,16.4626666667,23.9351666667,17.5839166667,7.01725
310.75,5.04591666667,19.0591666667,15.5979166667,6.91025,20.0845,5.29758333333,10.00825,9.21583333334,2.07241666667,16.269,23.8505,17.3844166667,6.94758333333
311.12,5.149,19.35575,15.9891666667,7.16358333333,20.3304166667,5.29766666667,10.1869166667,9.31733333334,2.14141666667,16.4035833333,23.889,17.5485,6.96866666667
311.49,5.455,19.65575,16.045,7.60058333333,20.7579166667,5.38725,10.7376666667,9.68783333333,2.41658333333,16.7068333334,24.1256666666,17.8948333333,7.35433333334
311.85,5.795,19.8644166667,16.4501666667,8.033,21.20475,5.74241666667,11.2524166667,10.073,2.8695,17.2145,24.6748333333,18.3846666666,7.77925
312.22,5.8455,19.9583333333,16.74225,8.0055,21.2416666667,5.66275,11.2783333333,10.3008333333,2.90391666666,17.6315,24.833,18.59,7.7595
312.59,5.60083333333,20.0233333333,16.7604166667,8.22666666667,21.5044166667,5.57175,11.318,10.1991666667,2.91366666667,17.7499166667,24.848,18.6295,7.51516666666
312.96,5.19516666667,19.8935,16.3315,7.83391666666,21.0699166667,5.1525,10.9983333333,9.93358333333,2.62216666667,17.41925,24.41175,18.2801666667,7.12083333333
313.33,5.36125,20.3753333333,16.6468333333,8.31341666667,21.3814166667,5.41791666667,11.3821666667,10.3591666667,2.962,17.54975,24.5500833333,18.5425,7.47375
313.70,5.91925,21.01275,17.5111666666,8.95925000001,22.34975,6.09691666666,12.09475,11.0655,3.71016666667,18.4654166667,25.33175,19.21075,8.29575
314.07,5.77891666667,21.03575,17.396,9.09074999999,22.449,5.98825,12.1196666667,11.03775,3.79658333334,18.4534166666,25.3245,19.37475,8.24958333333
314.43,6.56,21.9973333333,18.2090833334,9.93625000001,23.2801666667,6.8265,13.0455,11.99725,4.61983333333,19.5414166667,26.1869166666,20.3979166667,8.89483333333
314.80,6.539,21.8624166667,18.0025833333,9.80991666667,23.4366666667,6.83858333334,13.03075,11.9330833333,4.59633333333,19.52275,26.0650833333,20.3926666667,8.89308333333
315.17,6.32883333333,21.8685,18.0580833333,9.80541666666,23.6856666667,6.86483333333,12.7974166667,11.953,4.633,19.5375,26.193,20.5103333334,8.67825000001
315.54,6.92708333333,22.65025,18.9535833334,10.0615,24.39325,7.46375,13.16975,12.5999166667,5.20283333333,20.10425,26.7318333334,21.0775833333,9.22149999999
315.91,7.90766666666,23.4161666667,19.70475,10.6275833333,25.05175,8.241,13.7100833333,13.3509166667,5.79483333333,20.8666666667,27.1463333333,21.6843333333,9.83199999998
316.28,8.01375000001,23.5696666667,19.8915833333,10.74075,25.37525,8.3035,13.7094166667,13.2635,5.71033333333,20.9169166667,27.2998333333,22.00525,9.70808333332
316.64,8.28100000001,23.96625,20.3799166667,10.759,25.7911666666,8.46391666666,14.0543333334,13.6138333333,5.78075,21.324,27.4631666667,22.3465833334,10.0761666667
317.01,8.76933333333,24.3610833333,20.9780833333,11.269,26.5636666667,8.852,14.46025,13.9978333334,6.33733333333,21.9441666667,27.8943333333,22.8613333334,10.5473333333
317.38,9.09899999999,24.71475,21.2086666667,11.4301666667,26.7905,9.07291666667,14.482,14.1065833334,6.61033333333,22.2335,28.25075,23.1043333333,10.7280833333
317.75,8.66075000001,24.2588333333,20.68475,11.3395,26.6063333333,8.9315,14.09325,13.8111666667,6.39216666667,22.0465833334,27.7236666667,22.7879166667,10.3763333333
318.12,9.25433333333,24.6743333333,21.1403333334,11.8261666667,27.0889166667,9.53508333334,14.5850833333,14.3905,6.77975,22.7238333333,28.3880833333,23.3304166667,10.8715
318.49,8.76716666666,23.9825833334,20.8146666667,11.318,26.773,8.91683333333,13.9999166667,13.8128333333,6.31358333333,22.0863333333,27.6630833334,22.94275,10.4354166666
318.85,8.83199999999,24.2051666667,21.0375833333,11.5159166667,27.0804166667,9.13575000001,14.09525,14.03875,6.54533333333,22.3196666667,27.8940833334,23.2418333333,10.4514166667
319.22,9.53183333334,24.4344166667,21.43075,11.7900833333,27.382,9.49808333334,14.7453333333,14.5918333333,6.98141666667,22.9963333334,28.221,23.5805,10.9251666667
319.59,9.23275000001,24.1345833334,21.25475,11.6856666666,27.362,9.47099999999,14.7014166667,14.2895,6.83666666667,22.8721666667,28.31825,23.5789166667,10.7785833333
319.96,8.04883333334,23.52325,20.3276666666,10.8138333333,26.9728333333,8.1795,13.9630833333,13.56325,5.82583333333,21.9465833333,27.615,22.8348333333,9.84083333332
320.32,8.052,23.4450833333,20.08825,10.8804166667,26.9121666667,8.55391666668,14.1005,13.8800833333,6.07508333333,21.951,27.59275,22.7455,10.1468333333
320.69,7.81233333334,22.79125,19.3399166667,10.4366666667,26.4839166667,8.22766666668,13.6233333334,13.4609166667,5.864,21.4128333333,27.05425,22.1303333333,9.50391666666
321.06,7.78366666666,22.8686666667,19.37775,10.3103333333,26.5854166667,8.35591666668,13.86125,13.4581666667,5.71633333334,21.336,27.10125,22.3001666667,9.41774999999
321.43,7.44841666666,22.3685,19.0449166667,9.81925000002,26.3839166667,7.78891666667,13.4489166667,13.07475,5.04375,21.2228333333,26.90175,21.979,8.88541666665
321.80,7.82216666666,22.7235,19.4953333333,9.98291666668,26.6494166666,8.07225,13.6886666667,13.20725,5.14616666667,21.3763333334,27.3286666667,22.2383333333,9.15808333332
322.16,7.44883333334,22.7221666667,19.3425,9.90341666666,26.5665,7.72891666667,13.5300833333,13.062,4.94991666667,21.3511666667,27.1894166667,22.0809166667,8.94883333335
322.53,7.33191666667,22.533,19.2534166667,9.81349999999,26.62525,7.76375,13.5829166667,13.028,4.81058333333,21.3431666667,27.2746666666,22.0505,8.71783333332
322.90,7.54824999999,22.6449166667,19.5688333333,10.1095,26.8898333333,7.7685,13.91025,13.0150833333,4.71383333333,21.6433333334,27.6819166667,22.1264166667,8.67783333333
323.27,6.67416666666,22.1699166667,19.0018333333,9.44508333334,26.5161666667,7.08908333333,13.1326666666,12.28925,3.97333333333,20.9675,27.6280833333,21.4485833333,8.06500000001
323.63,6.89191666667,22.4625,19.245,9.81199999999,26.624,7.22708333333,13.2663333333,12.57275,4.08041666667,21.3189166667,27.6999166667,21.5219166667,8.01541666667
324.00,6.76933333334,22.3041666667,19.21875,9.75983333333,26.5246666667,7.55791666667,13.1985833333,12.446,4.09625,21.2963333333,27.63725,21.5255,7.92758333332
324.37,6.56516666667,22.22225,19.0555,9.45541666668,26.4790833333,7.17275,12.9918333333,12.0981666667,3.76791666667,21.1868333333,27.6009166667,21.43775,7.47808333333
324.74,6.92816666667,22.9769166667,19.6515,9.94116666668,26.7953333333,7.7995,13.5255,12.5546666667,4.21808333333,21.703,28.2284166667,22.1931666667,7.96183333334
325.10,7.20758333333,23.22,19.8186666666,10.1221666667,26.9440833333,7.88008333333,13.5238333333,12.62625,4.46025,21.79025,28.6021666666,22.2678333333,8.00791666666
325.47,7.93983333333,23.9263333333,20.6455,10.913,27.7245,8.73566666667,14.4510833333,13.4569166666,5.33083333333,22.4411666667,29.2450833333,23.0919166667,8.73566666667
325.84,7.81666666667,23.9960833333,20.5721666667,10.6596666667,27.5918333334,8.6165,14.4863333333,13.3596666666,5.06716666667,22.3438333333,29.1681666667,23.3275,8.37708333333
326.21,8.06775000001,24.2845,20.7785,10.6935833333,27.7470833333,8.96516666667,14.5459166667,13.4233333333,5.22566666667,22.5039166667,29.2678333333,23.4734166666,8.51524999999
326.57,8.28166666668,24.7906666667,20.98675,11.0011666667,28.081,9.17958333334,14.7275833333,13.7090833333,5.5105,22.8916666667,29.4921666667,23.7723333333,8.94425
326.94,8.27608333333,24.9628333333,20.9320833334,10.8793333333,28.0439166667,9.24583333333,14.70425,13.6888333333,5.58708333333,22.8973333333,29.2368333333,23.8815,9.01141666667
327.31,8.87116666666,25.4273333333,21.40075,11.5958333333,28.38125,10.01975,15.1869166667,14.3321666667,6.20258333333,23.557,29.2699166667,24.4794166667,9.56700000001
327.67,8.45858333333,25.1624166667,21.1396666667,11.1680833333,28.2449166666,9.61808333332,14.889,14.0455833333,5.86608333334,23.3135,29.0768333334,24.41025,9.29908333333
328.04,9.25458333335,25.6579166667,21.6358333333,11.8576666667,28.7733333333,10.2356666667,15.4995833333,14.5039166666,6.531,23.9215,29.7145833333,25.0198333333,9.75799999999
328.41,9.2935,25.78725,21.8915833333,11.9520833333,28.8753333333,10.43825,15.6113333333,14.4146666667,6.5225,24.0859166667,29.6395,24.9711666666,9.78383333334
328.78,9.32858333333,25.6314166667,21.88975,12.0665,28.9541666666,10.4371666667,15.45925,14.3534166667,6.52366666667,24.2115833333,29.7254166667,24.936,9.66016666667
329.14,9.13825000002,25.45425,21.78875,11.9898333333,29.0456666667,10.2618333333,15.3751666667,14.20425,6.23966666667,24.2068333333,29.6738333333,25.0206666667,9.4245
329.51,8.58733333333,25.04475,21.3624166667,11.4896666667,28.6615833333,9.56774999999,14.8463333333,13.63275,5.61041666667,23.7805,29.19375,24.6144166667,8.88333333334
329.88,8.53374999999,24.8323333334,21.3870833333,11.533,28.67575,9.38391666666,14.6610833333,13.452,5.72316666666,23.7938333333,29.1666666667,24.3564166666,8.73725
330.24,8.70741666666,24.70375,21.7655,11.66075,28.7880833334,9.49433333333,14.8175,13.5938333333,6.02641666667,24.0455833333,29.2878333333,24.6409166666,8.86308333334
330.61,8.73583333335,24.70475,21.8623333334,11.7245,28.7849166667,9.58316666667,14.9038333333,13.54075,5.84,24.09025,29.45,24.8538333333,8.569
330.98,9.05316666668,24.8435833333,22.3363333333,12.1179166667,29.1179166667,9.82,15.2095,13.9380833333,6.295,24.3746666667,29.9646666667,25.2095833334,8.81716666667
331.34,8.97225,24.8975,22.2134166666,11.89925,28.9879166667,9.64883333333,15.1664166667,13.6369166667,6.01566666667,24.2673333334,30.0720833334,25.18475,8.53849999999
331.71,9.13241666667,24.9885,22.2453333333,11.9303333333,28.8941666667,9.83333333334,15.207,13.5975,6.03133333334,24.2529166667,30.0391666667,25.2133333334,8.30450000001
332.08,8.78700000001,24.9395833333,22.2173333333,11.5409166667,28.6813333333,9.37566666667,14.8834166667,13.3785,5.52475,24.19875,29.9216666667,25.08025,8.03199999999
332.44,9.25075,25.4843333333,22.7715,12.0768333333,29.2898333333,9.82558333333,15.3726666667,14.0331666667,6.01691666667,24.81025,30.6235833333,25.9485,8.49191666667
332.81,9.19958333333,25.70075,23.0238333333,11.9856666667,29.5185,9.85233333332,15.4865833333,14.1468333333,5.93966666667,25.014,30.7798333333,26.0931666666,8.56591666668
333.18,9.46041666666,25.90475,23.3821666667,12.3039166667,29.6479166666,10.2118333333,15.7509166667,14.6019166667,6.16975,25.4470833333,30.90375,26.3683333333,9.01066666665
333.54,9.54116666667,26.2295,23.5239166666,12.4608333333,29.8235,10.45125,15.903,14.7193333334,6.24516666667,25.7259166667,31.1856666667,26.70625,8.98325000001
333.91,9.55333333334,26.2680833333,23.5928333334,12.4826666667,29.9143333333,10.5081666667,15.9229166666,14.7886666667,6.02458333334,25.7944166667,31.1985833333,26.9208333333,9.04475000001
334.28,9.53250000001,26.352,23.51875,12.6159166667,30.0575,10.44175,16.1105,14.785,5.81641666667,25.8248333333,31.2988333333,26.995,9.02116666668
334.64,9.45525,26.337,23.6990833333,12.7045833333,30.0631666666,10.4995,16.21075,14.7155833333,5.90008333333,25.93025,31.34075,27.0965,9.09775
335.01,9.48658333333,26.2960833333,23.497,12.5333333333,29.8734166667,10.5965,16.1589166667,14.68425,5.62875,25.99525,31.2309166667,27.128,8.95333333333
335.38,9.51391666666,26.2080833334,23.6115,12.549,29.8998333334,10.6165,16.1503333333,14.73925,5.69425,26.0525833333,31.178,27.1955833334,9.005
335.74,9.49941666667,26.4740833333,23.7919166667,12.6566666667,30.1311666667,10.7001666667,16.254,14.8768333333,5.78016666667,26.2431666667,31.5160833334,27.4538333333,9.07408333333
336.11,9.40641666667,26.4959166667,23.927,12.85075,30.1700833333,10.8658333333,16.4320833334,14.98,5.87166666666,26.3958333333,31.4413333333,27.4273333333,9.145
336.47,8.99891666666,26.2390833333,23.45475,12.4393333333,29.825,10.48575,16.057,14.5335833334,5.435,25.9766666667,31.0884166666,27.1356666666,8.6565
336.84,8.79999999999,26.0319166667,23.1019166667,12.26425,29.3830833333,10.1976666667,15.7886666667,14.0685,5.08075,25.652,30.728,26.8741666666,8.29975
337.21,8.56983333333,25.8140833333,22.7775833333,11.9354166667,28.9864166667,10.0495833333,15.6211666667,13.6565833333,4.87208333334,25.3698333333,30.5858333333,26.7449166666,7.93708333333
337.57,8.27149999999,25.542,22.5773333333,11.6665,28.84675,9.87875000002,15.4730833333,13.36675,4.66225,25.3115,30.4659166667,26.5881666667,7.71033333333
337.94,8.42316666667,25.9225833333,22.883,11.9145833333,29.0284166667,10.04825,15.7891666667,13.5444166667,4.88916666666,25.5985,30.7171666666,26.85925,7.86266666667
338.31,8.34975000001,26.0034166667,22.939,11.7893333333,28.8975,10.0871666667,15.7509166667,13.4418333333,4.77108333333,25.6893333333,30.7648333334,26.9051666667,7.68883333334
338.67,8.30750000001,26.0235,22.95775,11.59625,28.7041666666,9.94841666666,15.6525833333,13.4295,4.69716666667,25.6688333333,30.7815833333,26.6970833333,7.62216666667
339.04,7.93158333334,25.8858333333,22.8853333334,11.31,28.5875,9.69116666668,15.4825,13.20375,4.506,25.6625,30.7840833333,26.5248333333,7.30666666667
339.40,8.01425000001,26.14025,23.0550833333,11.3996666667,28.6035833333,9.67991666668,15.59925,13.2061666667,4.46225,25.8024166667,30.98975,26.68675,7.33391666667
339.77,7.84758333332,25.822,22.8191666667,11.252,28.3179166667,9.36083333333,15.3380833333,12.9658333333,4.06975,25.7635833333,30.8138333333,26.5830833334,7.15883333333
340.14,8.05641666667,25.969,22.8498333333,11.2886666667,28.2945833333,9.38766666666,15.407,13.02825,4.14825,25.7729166666,31.01,26.7579166666,7.13816666667
340.50,8.27191666666,26.0775833333,23.1451666666,11.62025,28.3255,9.54258333332,15.6255,13.23875,4.40533333334,26.0865,31.2194166666,26.8549166666,7.34
340.87,8.33999999999,26.23475,23.3895,11.7948333333,28.3985,9.7345,15.8435,13.5266666667,4.59741666667,26.37875,31.7184166667,27.06925,7.50325
341.23,8.26433333333,26.30525,23.4853333333,11.7859166666,28.3613333333,9.62741666667,15.8269166667,13.62825,4.54208333333,26.4545,31.6248333334,27.105,7.45125
341.60,8.63200000001,26.5441666667,23.7960833333,12.06275,28.3434166667,9.87316666667,16.0015,13.8705833333,4.79375,26.6729166666,31.8154166667,27.3793333333,7.69641666667
341.96,8.71775,26.5265833333,23.864,12.1124166667,28.3066666667,10.165,16.1534166666,14.0255,4.96216666667,26.9304166667,32.0128333333,27.5788333334,7.87166666666
342.33,8.61575000001,26.4208333333,23.82375,12.0775,28.0798333333,9.98625,15.9963333333,13.95975,4.82541666667,26.7265,31.9125,27.5235,7.81058333333
342.70,8.53275000001,26.45675,23.80925,12.1136666667,27.9675,9.921,15.92475,13.9879166667,4.75058333333,26.7580833334,31.9035833333,27.6828333333,7.74941666667
343.06,8.63266666668,26.7295,24.0365,12.3441666667,28.0309166667,10.0709166667,16.0941666667,14.0816666667,4.87666666667,26.8413333333,31.9766666667,27.9354166667,7.89341666666
343.43,8.68883333334,26.7731666666,24.2329166666,12.4839166667,28.0401666667,10.08025,16.2730833333,14.231,4.93566666667,27.018,32.1989166667,28.0863333333,7.92575
343.79,9.04841666667,27.2181666667,24.72025,12.6989166667,28.2839166667,10.396,16.643,14.6040833334,5.38616666667,27.41925,32.4841666667,28.3768333333,8.18566666667
344.16,8.92991666666,27.2533333333,24.72525,12.59275,28.158,10.3274166667,16.5185833333,14.50475,5.3275,27.4346666667,32.4055833334,28.3936666667,8.15991666667
344.52,8.73774999999,27.12675,24.6339166667,12.40175,27.84125,10.1344166667,16.3891666667,14.35125,5.04508333333,27.3135833333,32.268,28.34225,7.85933333333
344.89,8.69324999999,27.212,24.709,12.319,27.9113333333,10.04175,16.389,14.41625,4.928,27.4305,32.1975833334,28.42825,7.80875
345.25,8.75183333333,27.4125,24.8915,12.4410833333,28.0135833333,10.1504166667,16.42675,14.4083333334,4.99808333333,27.6179166667,32.4829166667,28.6054166667,7.7815
345.62,8.75075,27.4633333334,24.9241666667,12.5425833333,27.974,10.0811666667,16.511,14.5468333334,5.035,27.7460833334,32.5020833334,28.6780833333,7.80941666667
345.99,8.29925000001,27.26225,24.5394166667,12.1171666667,27.4500833333,9.41158333333,15.9276666667,14.0461666667,4.46608333333,27.2869166667,32.0769166667,28.174,7.23625
346.35,8.29516666667,27.4596666667,24.6195833333,12.12225,27.5551666666,9.42924999999,16.0145,14.10375,4.49075,27.5018333333,32.2699166666,28.3394166667,7.25658333333
346.72,8.38325000001,27.5801666667,24.7583333333,12.1203333333,27.5033333333,9.38633333333,16.0105833333,14.1420833333,4.44483333333,27.626,32.4336666667,28.4011666667,7.2265
347.08,8.13466666667,27.2360833333,24.5219166667,11.9149166667,27.0895,8.98883333334,15.6603333333,13.8426666667,4.09433333333,27.45775,32.3195,28.2173333334,6.92991666667
347.45,7.90575,27.1531666667,24.30075,11.67475,26.9103333333,8.81275000001,15.4938333333,13.67,3.8845,27.2050833333,32.0585833333,28.1045833333,6.73483333333
347.81,7.75641666667,27.1235833333,24.1945833333,11.5601666667,26.777,8.71466666668,15.5110833333,13.5578333333,3.56383333333,27.1468333333,32.1660833333,28.0643333333,6.715
348.18,7.89183333333,27.3544166667,24.4345,11.799,26.9054166667,8.80383333333,15.6946666667,13.8050833333,3.63033333333,27.4939166667,32.4988333333,28.28375,6.91416666667
348.54,7.9835,27.5226666667,24.62125,11.925,26.96575,8.85541666667,15.8199166667,13.80575,3.611,27.6366666667,32.71275,28.36175,7.15416666666
348.91,8.14141666667,27.7136666667,24.6736666666,12.16225,26.8541666667,8.87658333334,15.9623333333,13.8108333333,3.76175,27.7771666667,32.8094166667,28.53525,7.36791666667
349.27,8.06558333334,27.7785,24.61,12.0791666667,26.6905,8.73683333333,15.9726666667,13.7676666667,3.58916666667,27.70775,32.8151666667,28.4763333333,7.41158333333
349.64,8.04600000001,27.8920833333,24.7564166667,12.06625,26.7331666666,8.76525,16.0121666666,13.7708333333,3.6055,27.8215,33.0936666667,28.53125,7.50183333333
350.00,8.17641666667,27.9610833333,24.84525,12.2384166667,26.7315,8.84875000001,16.1815,13.889,3.80508333333,27.976,33.3786666667,28.6276666667,7.6535
350.37,8.09233333334,27.763,24.6664166667,12.1675,26.3323333333,8.69283333333,16.107,13.7998333333,3.771,27.87975,33.2351666666,28.3448333333,7.54391666667
350.73,8.01733333333,27.8195,24.62875,12.2500833333,26.2865833334,8.66791666667,16.1555833334,13.7680833333,3.799,27.97375,33.223,28.2405833333,7.49333333333
351.10,8.17650000001,28.1266666667,24.7793333333,12.4079166667,26.3819166666,8.78908333334,16.37675,14.0213333333,3.9525,28.1831666667,33.3169166667,28.24325,7.61325
351.46,8.20991666667,28.3050833333,24.9181666667,12.5061666667,26.35275,8.85983333334,16.3833333333,14.1315833333,4.04225,28.4866666667,33.56575,28.2886666667,7.67058333333
351.83,7.99033333333,28.0635,24.7575833333,12.38425,25.95175,8.64924999999,16.1424166667,13.9391666667,3.92333333334,28.4206666666,33.3584166667,28.0901666666,7.43916666667
352.19,7.552,27.7825833334,24.3828333333,11.9471666667,25.57975,8.23516666666,15.7515833334,13.4846666667,3.44075,27.99475,33.0104166667,27.7111666667,7.01158333333
352.55,7.44525,27.6285833333,24.28,11.6340833333,25.3379166667,8.03983333334,15.5185,13.3888333333,3.31316666666,27.9559166667,32.7939166667,27.549,6.80675
352.92,7.11941666667,27.3859166666,24.2011666666,11.35175,25.1033333333,7.84616666666,15.19525,13.1666666667,2.95891666667,27.7679166667,32.6448333334,27.302,6.47641666667
353.28,7.34408333333,27.5671666667,24.489,11.6151666667,25.0984166666,7.98458333333,15.3529166666,13.402,3.15558333333,28.1024166667,32.8499166667,27.36,6.64308333333
353.65,7.424,27.7726666667,24.5444166667,11.6823333333,25.0475,8.08516666666,15.4069166666,13.48775,3.18058333333,28.1940833333,32.8745,27.4359166667,6.66233333333
354.01,7.65241666667,28.1296666667,24.8585,11.9325,25.1914166666,8.47316666667,15.7060833333,13.85675,3.544,28.594,33.0453333333,27.7316666667,7.00325
