wavelength,Back_TanChif,Belly_TanChif,Breast_TanChif,Crissum_TanChif,Crown_TanChif,DorTail_TanChif,Patch10_TanChif,Patch11_TanChif,Rump_TanChif,Throat_TanChif,WingTip_TanChif
383.41,19.7266166667,4.67473333333,78.5826,2.54553333333,2.24186666667,3.49433333333,62.7168666667,91.7619999999,7.55226666667,56.8604666667,8.15893333333
383.77,19.8137583333,4.76373333333,78.7060666667,2.58373333333,2.3324,3.57503333333,63.1874,91.8362000001,7.61480000001,57.2425333333,8.24802857143
384.14,19.8293583333,4.84333333333,78.5478666667,2.62773333333,2.4112,3.59073333333,63.4166,91.6140666666,7.66759999999,57.4139333333,8.30193809525
384.50,19.8546,4.87386666667,78.3690666667,2.6672,2.4236,3.60363333333,63.6597333333,91.3899333334,7.66293333333,57.5595333333,8.35018095237
384.86,19.85445,4.8822,78.0601333333,2.66853333333,2.42846666667,3.6011,63.7643333333,91.0406666667,7.62746666667,57.6456666667,8.35376666667
385.22,19.8203166667,4.92306666667,77.8504666666,2.669,2.43133333334,3.60673333333,63.9625333333,90.8305333333,7.63086666667,57.8392666667,8.37184761905
385.58,19.8884666667,5.0362,77.6640666667,2.75153333333,2.53706666667,3.69376666667,64.2158666667,90.6695333333,7.72086666667,58.0116,8.47661904762
385.94,19.8048833333,4.97853333333,77.2634,2.69506666667,2.48953333333,3.66473333333,64.2364,90.2661333334,7.6568,58.0088666667,8.42119999999
386.30,19.6797,4.8988,76.9804,2.62306666667,2.42973333333,3.6085,64.3428,89.9099333334,7.60033333333,58.0666,8.35474761905
386.66,19.6767,4.93046666667,76.7332666667,2.68806666667,2.5006,3.67286666667,64.5606,89.5650666666,7.66953333333,58.2216666667,8.39138095239
387.03,19.647325,4.9204,76.4882,2.68093333333,2.4916,3.66126666667,64.758,89.2834,7.64333333332,58.3628666666,8.38282857143
387.39,19.63905,4.905,76.2858666667,2.68053333333,2.49613333333,3.6683,64.9504666667,89.0546,7.60253333333,58.4694666667,8.36525238095
387.75,19.5049083333,4.8418,75.8768,2.63493333333,2.44926666667,3.59916666667,64.9821333333,88.5455333333,7.52106666667,58.4143333333,8.30832857143
388.11,19.443775,4.84553333333,75.5506666667,2.65146666667,2.4628,3.61213333333,65.1232,88.1476666667,7.54940000001,58.4559333333,8.30905238096
388.47,19.3788583333,4.84186666667,75.3072,2.6452,2.46273333333,3.62943333333,65.2634666667,87.7886666667,7.54913333333,58.5376666667,8.30247619048
388.83,19.359825,4.8918,75.1091333333,2.67413333333,2.52253333333,3.67066666667,65.505,87.4902000001,7.58673333334,58.6833333333,8.35376190476
389.19,19.3178333333,4.8856,74.8720666667,2.66646666667,2.54393333333,3.69913333333,65.7244666667,87.1425333333,7.56879999999,58.7338666667,8.35280476191
389.55,19.2532833333,4.86006666667,74.6567333333,2.65573333334,2.524,3.6789,65.9212666667,86.8171333333,7.5374,58.8506666667,8.3204952381
389.91,19.2616916667,4.94766666667,74.6186,2.7308,2.62613333333,3.76903333333,66.2808,86.6797999999,7.59206666667,59.1339333333,8.42302380952
390.27,19.3011416667,5.0586,74.4145333333,2.80493333333,2.72486666667,3.83313333333,66.5224666667,86.4248666666,7.63886666667,59.3294666667,8.50422857143
390.63,19.260575,5.0584,74.1339333333,2.80513333334,2.71906666667,3.80563333333,66.6622666667,86.11,7.60906666666,59.345,8.51862380953
391.00,19.2139916667,5.04333333333,73.9144,2.7888,2.69973333333,3.8121,66.855,85.7958666667,7.59399999999,59.4543333333,8.50457619048
391.36,19.2391416667,5.14,73.7617333333,2.859,2.78413333333,3.91583333333,67.1563333333,85.5700666667,7.67386666667,59.6264,8.57982380953
391.72,19.2185666667,5.20486666667,73.3756,2.92693333333,2.85993333333,4.00106666667,67.2204,85.1212666667,7.72133333333,59.6048,8.62287619048
392.08,19.1513166667,5.17913333333,73.1816,2.87546666667,2.83026666667,3.9812,67.4077333333,84.8483333333,7.6308,59.712,8.6024
392.44,19.0577,5.1862,72.7219333333,2.8854,2.84026666667,3.9402,67.4402666667,84.352,7.58406666666,59.6635333333,8.58420476191
392.80,18.9927583333,5.18066666666,72.4674666667,2.89473333333,2.84693333333,3.94553333333,67.5384,84.0126,7.51986666667,59.6682666666,8.5646952381
393.16,19.0060916667,5.24846666667,72.3152,2.9712,2.89446666667,4.00066666667,67.7056,83.7902666667,7.54753333334,59.7870666667,8.62472857142
393.52,18.9040666667,5.20753333333,72.0173333334,2.9176,2.83966666667,3.9353,67.7754,83.4127333333,7.44986666667,59.7210666667,8.55477142857
393.88,18.8353833333,5.175,71.6079333333,2.89746666667,2.808,3.89523333333,67.7588666666,82.9230666667,7.40113333333,59.5876,8.50209999999
394.24,18.799525,5.142,71.5214,2.87233333333,2.79433333333,3.91233333333,67.9947333333,82.7950666667,7.36979999999,59.7019333334,8.46466190475
394.60,18.6423166667,5.05513333333,71.3104,2.75646666667,2.67393333333,3.8256,68.111,82.4686,7.23379999999,59.7211333333,8.36992857143
394.96,18.5247166667,5.0068,71.0131333333,2.72,2.6428,3.765,68.118,82.0895333333,7.16373333334,59.6488,8.32064285714
395.32,18.374575,4.92373333333,70.6798666667,2.672,2.573,3.68206666667,68.0709333333,81.6513333333,7.08040000001,59.5512666667,8.24368095239
395.68,18.2986916667,4.8822,70.6143333333,2.63806666667,2.5134,3.61753333333,68.2958666667,81.4686,7.0302,59.6727333333,8.17938095238
396.04,18.2407666667,4.86193333333,70.3900666667,2.655,2.5008,3.58403333333,68.3996666667,81.1486666667,7.01480000001,59.6486666667,8.15733809525
396.40,18.1835416667,4.86666666667,70.1975333333,2.6554,2.5002,3.60656666667,68.4714,80.8374666667,7.00973333333,59.6432666667,8.14482380952
396.76,18.0667083333,4.82433333333,69.8611333333,2.6126,2.4362,3.5816,68.5126666667,80.4143333333,6.96373333333,59.5802,8.09670476191
397.12,17.9287666667,4.76673333334,69.5035333333,2.55866666667,2.3716,3.547,68.5467333333,79.95,6.90053333333,59.4787333334,8.02830952381
397.48,17.8612333333,4.7884,69.1746,2.60473333333,2.4212,3.5679,68.5225333333,79.4776666667,6.90613333333,59.4144,8.03553333333
397.84,17.7803833333,4.77026666667,69.0019333333,2.58606666667,2.4012,3.54386666667,68.6262666667,79.1905333333,6.87026666666,59.4340666667,8.00541428572
398.20,17.692975,4.75953333333,68.6321333333,2.58953333333,2.3946,3.51,68.575,78.7323333333,6.83466666666,59.3009333333,7.99784761905
398.56,17.6999916667,4.8368,68.312,2.69786666667,2.51153333333,3.60573333333,68.5491333333,78.3422666667,6.91446666666,59.2329333333,8.06737142858
398.92,17.711325,4.93826666667,68.1532666667,2.77,2.56866666667,3.68253333333,68.7266,78.0977333333,6.95633333334,59.2838,8.1310095238
399.28,17.621625,4.9272,67.858,2.73866666667,2.55573333333,3.65783333333,68.7274666667,77.6776666667,6.89233333334,59.1746666667,8.09269047619
399.64,17.529675,4.88206666667,67.5267333333,2.69933333333,2.55346666667,3.64126666667,68.6416666667,77.2505333333,6.83639999999,59.0031333333,8.05699523809
400.00,17.503875,4.92793333333,67.3602666667,2.74053333333,2.58433333333,3.6814,68.6812,76.9717333333,6.85566666667,59.0178,8.08775238095
400.36,17.3881,4.83326666667,67.126,2.65593333333,2.4934,3.60486666667,68.7294,76.6624666667,6.75586666666,58.9213333333,8.00432857142
400.72,17.3626333333,4.84126666667,67.0058666667,2.66933333333,2.51873333333,3.6159,68.8659333334,76.431,6.77293333333,58.9286,8.02414285713
401.08,17.3359833333,4.87306666667,66.7549333333,2.71386666667,2.54233333333,3.62033333333,68.8700666667,76.1131333333,6.78753333334,58.8325333333,8.02870952381
401.44,17.2693333333,4.841,66.5578666667,2.64826666667,2.47626666667,3.59763333333,69.007,75.9176666667,6.74633333334,58.8274666667,8.01572380953
401.80,17.19845,4.82686666667,66.2690666667,2.63006666667,2.44353333333,3.5862,69.0198666667,75.5577333333,6.70313333333,58.7206666667,7.99634285714
402.16,17.119025,4.79326666667,66.0665333333,2.5884,2.39226666667,3.54736666667,69.0431333334,75.2280666667,6.64539999999,58.6444666667,7.93873333333
402.52,17.096075,4.82053333333,66.0016,2.5704,2.3644,3.53866666667,69.1896666667,75.1032666667,6.6324,58.6712,7.90287619048
402.88,17.013625,4.763,65.7544666667,2.52586666666,2.32453333333,3.4982,69.1274666667,74.7751333333,6.57366666666,58.533,7.85218571429
403.24,16.9621083333,4.74173333333,65.5413333333,2.5026,2.28793333333,3.48746666667,69.1742666667,74.5557333333,6.52653333333,58.4548666667,7.84318571429
403.60,17.0176333333,4.83613333333,65.5198666667,2.55753333334,2.3382,3.5565,69.4165333333,74.5016666667,6.5914,58.5660666667,7.92599999999
403.95,16.9906833333,4.849,65.3142,2.55566666667,2.34206666667,3.58203333333,69.438,74.2656666667,6.58266666666,58.4541333334,7.93315714285
404.31,16.95,4.86166666667,65.2299333333,2.56286666667,2.347,3.5824,69.4996666667,74.1291333333,6.57966666667,58.4196666667,7.9343047619
404.67,16.9071916667,4.87646666667,65.0183333333,2.5534,2.3434,3.5683,69.4194666667,73.8950666667,6.58106666667,58.2671333333,7.93591428571
405.03,16.8507333333,4.8748,64.8502666667,2.53673333333,2.344,3.57123333333,69.351,73.6512666667,6.5514,58.1454666667,7.92160000001
405.39,16.8243333333,4.9216,64.7735333333,2.5814,2.38293333333,3.6223,69.2947333333,73.4163333334,6.56553333333,58.0292666666,7.94545714285
405.75,16.7705666667,4.906,64.6514666667,2.55,2.36733333333,3.6042,69.2518,73.2307333333,6.52073333333,57.9360666667,7.91243809524
406.11,16.765,4.958,64.5678666667,2.59053333333,2.4078,3.66116666667,69.2837333333,73.0957333333,6.54813333334,57.8733333333,7.96517142858
406.47,16.7193583333,4.94066666667,64.4301333333,2.60313333333,2.403,3.64386666667,69.2575333333,72.9197333333,6.53966666667,57.8092666666,7.98795238096
406.83,16.6434583333,4.92273333333,64.2345333333,2.59046666667,2.37346666667,3.62206666667,69.1588,72.6427333333,6.50926666667,57.6216,7.95119999999
407.19,16.65155,4.97193333334,64.1751333333,2.63106666667,2.41073333333,3.6598,69.0926666667,72.5037333333,6.55299999999,57.5498666667,7.99044285713
407.55,16.5254416667,4.9168,63.8688,2.60406666667,2.368,3.6097,68.7743333333,72.089,6.46093333333,57.2158666667,7.9276095238
407.90,16.4495666667,4.9078,63.6639333333,2.58606666667,2.356,3.58503333333,68.6176666667,71.8298,6.43106666667,57.0070666667,7.90266190477
408.26,16.4448416667,4.97413333333,63.5222,2.6544,2.42873333333,3.65443333333,68.4696,71.5539333333,6.49206666667,56.8570666667,7.94574285715
408.62,16.428625,4.99153333333,63.4132,2.705,2.44066666667,3.67943333333,68.368,71.3627333333,6.49980000001,56.7345333333,7.94276666667
408.98,16.4110083333,4.985,63.3872,2.6816,2.44153333333,3.65546666667,68.3396,71.2458,6.48413333333,56.6440666667,7.93386190477
409.34,16.4025,4.96386666667,63.2812666667,2.66373333333,2.4206,3.6354,68.2994,71.1160666667,6.47113333333,56.5196666666,7.9104095238
409.70,16.3820666667,4.98466666667,63.1060666667,2.70893333333,2.45053333333,3.65676666667,68.1055333333,70.8661333333,6.5052,56.321,7.93619999999
410.06,16.3401833333,4.97306666667,62.861,2.70113333333,2.45553333333,3.64753333333,67.841,70.5748,6.49433333334,56.0455333333,7.92462857142
410.42,16.3231,4.996,62.7006,2.70953333333,2.48073333333,3.66613333333,67.6326,70.3210666667,6.47306666666,55.7884666667,7.91952857143
410.77,16.3107916667,4.9902,62.6088666667,2.70553333333,2.494,3.67766666667,67.4953333333,70.2176,6.47299999999,55.6424666667,7.93178095237
411.13,16.2028833333,4.94333333333,62.3191333333,2.66906666667,2.4722,3.63976666667,67.1541333333,69.8250666667,6.42833333333,55.279,7.87200476191
411.49,16.1858083333,4.97233333333,62.2080666667,2.6668,2.47206666667,3.6451,66.9878666667,69.6706,6.44153333334,55.1081333333,7.87978095238
411.85,16.159375,4.9724,62.1455333333,2.68166666667,2.4708,3.6567,66.8082666667,69.5149333333,6.44793333334,54.9422,7.87957142857
412.21,16.11175,4.94893333333,61.9634,2.6578,2.43426666667,3.6089,66.5912,69.3190666667,6.4042,54.6911333333,7.84283809525
412.57,16.0222,4.89186666666,61.8054666667,2.58546666667,2.3686,3.55686666667,66.3667333334,69.0962,6.33513333333,54.4634,7.77681904762
412.92,15.9485333333,4.85546666667,61.6277333333,2.5514,2.3284,3.52276666667,66.1361333333,68.9080666667,6.31473333333,54.232,7.7431047619
413.28,15.9268416667,4.88306666667,61.4742,2.58846666667,2.35926666667,3.53323333333,65.8225333334,68.7039333333,6.32493333333,53.99,7.75393333333
413.64,15.8794833333,4.8566,61.4355333333,2.55626666667,2.3236,3.50026666667,65.6398,68.627,6.29413333334,53.7762,7.71889523809
414.00,15.8162833333,4.8318,61.4061333333,2.54333333333,2.28946666667,3.45596666667,65.4625333333,68.5201333333,6.2576,53.5692,7.66633333333
414.36,15.7466166667,4.79066666667,61.3149333333,2.5112,2.25346666667,3.429,65.2187333333,68.3816,6.2334,53.3504,7.62098095238
414.72,15.7084333333,4.8182,61.1986666667,2.52686666667,2.24386666667,3.4402,64.9956666667,68.2062,6.2418,53.1115333333,7.59851428572
415.07,15.7358583333,4.8606,61.2512,2.57286666667,2.25846666667,3.46703333333,64.9096,68.2256,6.26686666667,53.0073333333,7.63833809524
415.43,15.6713833333,4.79753333333,61.2318,2.5252,2.19526666667,3.43296666667,64.7147333333,68.1228666667,6.22173333334,52.8036,7.57836190477
415.79,15.6286416667,4.78533333333,61.1408666667,2.5118,2.18646666667,3.4332,64.464,67.9673333333,6.195,52.5413333333,7.56396666666
416.15,15.6294166667,4.79846666667,61.1484,2.51886666667,2.1924,3.47376666667,64.2801333333,67.9288,6.21059999999,52.3669333333,7.59226666667
416.51,15.6097666667,4.81486666667,61.0412666667,2.54586666667,2.22193333333,3.4995,64.0118,67.7598666667,6.22153333333,52.0915333333,7.6017904762
416.86,15.594325,4.86666666667,60.9556666667,2.60073333333,2.245,3.5551,63.7013333333,67.5916,6.23433333333,51.8324,7.63728571429
417.22,15.5396833333,4.85613333334,60.8689333333,2.5886,2.2312,3.5581,63.4658,67.4674666667,6.22453333333,51.5796666667,7.62403333334
417.58,15.5271333333,4.88793333333,60.7885333333,2.62513333333,2.25226666667,3.5892,63.2045333333,67.3071333333,6.24046666666,51.3642666667,7.64162380953
417.94,15.499525,4.91,60.7256,2.63353333333,2.247,3.60286666667,62.9138,67.1555333333,6.24933333334,51.1478666667,7.66040952381
418.29,15.4708083333,4.9254,60.6236,2.64133333333,2.237,3.60986666667,62.6136,67.0198666667,6.25173333333,50.8882666667,7.66151428571
418.65,15.438625,4.93166666667,60.5392,2.63926666667,2.2352,3.60716666667,62.3144666667,66.8937333333,6.25020000001,50.6280666667,7.67026190477
419.01,15.420725,4.9466,60.5420666666,2.6382,2.23793333334,3.6249,62.1066,66.8428666667,6.25020000001,50.4584,7.65687142857
419.37,15.426925,4.99333333333,60.5334666667,2.6816,2.26746666667,3.6478,61.8675333333,66.8121333333,6.2818,50.2511333333,7.68459523809
419.73,15.3992,4.99393333333,60.4414666667,2.67246666667,2.24506666667,3.6303,61.5756,66.7044666667,6.26866666667,50.0121333333,7.66258095239
420.08,15.3469833333,4.98,60.2985333333,2.65466666667,2.22293333334,3.6029,61.1915333333,66.521,6.23900000001,49.7060666667,7.63153809525
420.44,15.3069916667,4.98093333333,60.2395333334,2.65166666667,2.2072,3.5963,60.8697333333,66.4111333333,6.23293333333,49.4692,7.6125095238
420.80,15.273875,4.97033333333,60.1536,2.6474,2.2028,3.59326666667,60.5706,66.3156,6.23060000001,49.2376,7.5949095238
421.16,15.2491416667,4.98346666667,60.0747333333,2.65386666667,2.20166666667,3.60116666667,60.2193333333,66.1948666667,6.22393333333,48.9664666667,7.58968095237
421.51,15.2084666667,4.98773333333,59.9761333333,2.64446666667,2.19046666667,3.60263333333,59.8780666667,66.0784666667,6.21993333333,48.7044666667,7.57588571428
421.87,15.1755666667,4.9744,59.869,2.63833333333,2.18533333333,3.60556666667,59.5156666667,65.9534666667,6.21546666667,48.4081333333,7.55557619047
422.23,15.1396333333,4.981,59.8171333333,2.63913333333,2.18726666667,3.61193333333,59.1858,65.8272666666,6.21146666667,48.1338,7.54703333334
422.58,15.1167083333,4.985,59.7857333334,2.649,2.1886,3.62016666667,58.8252666667,65.7154666667,6.20920000001,47.8631333333,7.54127619048
422.94,15.0781083333,4.96986666667,59.7136,2.63533333333,2.1558,3.59366666667,58.4411333333,65.6260666667,6.19086666666,47.5784666667,7.50695238096
423.30,15.0617916667,4.97873333333,59.6422666667,2.64486666667,2.16146666667,3.60736666667,58.0583333333,65.5123333333,6.19553333333,47.3151333333,7.50835714287
423.66,15.0416833333,4.98213333333,59.6055333333,2.65473333334,2.1568,3.61263333333,57.707,65.4450666667,6.19880000001,47.071,7.50073333333
424.01,15.0356,5.0038,59.6359333333,2.67946666667,2.17106666667,3.6434,57.4255333333,65.4199333333,6.22,46.8870666667,7.50628571429
424.37,15.0287666667,5.0118,59.6046666667,2.6862,2.17686666666,3.65876666667,57.1086,65.3627333333,6.21586666667,46.6524666667,7.5094952381
424.73,14.9981333333,5.003,59.5417333333,2.67793333333,2.159,3.65143333333,56.7525333333,65.2465333333,6.20226666667,46.3974666667,7.49385714285
425.08,14.97075,5.01066666667,59.4880666667,2.6824,2.1524,3.65743333333,56.3929333333,65.1425333333,6.2028,46.1599333333,7.4861
425.44,14.9637833333,5.02153333333,59.4851333333,2.69366666667,2.15546666667,3.67546666667,56.0524,65.071,6.209,45.936,7.49322857143
425.80,14.957025,5.052,59.4768666667,2.72653333333,2.1692,3.69326666667,55.725,65.0199333333,6.224,45.7373333333,7.50897619048
426.16,14.944375,5.04946666667,59.4783333333,2.72766666667,2.1576,3.70033333333,55.3806,64.9984,6.2212,45.5329333333,7.50194761905
426.51,14.935875,5.05826666667,59.4774666667,2.74546666666,2.1622,3.7146,55.0544,64.9946,6.23886666667,45.3333333333,7.50534761904
426.87,14.9128333333,5.07513333333,59.3818,2.77146666667,2.19046666667,3.7415,54.6255333333,64.8254,6.25426666666,45.0228666667,7.52594285714
427.23,14.8555166667,5.05473333333,59.2522666667,2.75686666667,2.17733333333,3.72476666667,54.1634,64.6563333333,6.22473333333,44.6939333333,7.49608571429
427.58,14.8318916667,5.0798,59.2108666667,2.79026666667,2.21806666667,3.75583333333,53.7058,64.5364666667,6.24893333333,44.3942,7.5125095238
427.94,14.824075,5.08913333333,59.1408666667,2.8012,2.2364,3.77636666667,53.2693333333,64.4537333333,6.26386666666,44.0978666667,7.52091428571
428.30,14.8012,5.09646666667,59.0984,2.81946666667,2.24046666666,3.78483333333,52.8132,64.3654666667,6.2782,43.8118,7.5377047619
428.65,14.81385,5.129,59.162,2.84133333333,2.2742,3.8076,52.473,64.3817333333,6.30413333334,43.575,7.55710952381
429.01,14.777075,5.0788,59.1546666667,2.81193333333,2.25933333333,3.7678,52.0843333333,64.3292,6.28513333333,43.3036,7.51798571428
429.37,14.7505666667,5.0798,59.1092666667,2.82266666667,2.26206666667,3.75656666667,51.6628,64.2991333333,6.28246666667,43.0038,7.50535714287
429.72,14.7283666667,5.0596,59.0626666666,2.80286666667,2.2418,3.74673333333,51.2584,64.2515333333,6.26206666667,42.7175333333,7.48353809524
430.08,14.706825,5.04306666667,59.0477333333,2.7928,2.22746666667,3.7116,50.8751333333,64.2196666667,6.2484,42.4484,7.45195714286
430.44,14.670075,5.0374,58.9950666667,2.7888,2.21653333333,3.70496666667,50.4166,64.1083333333,6.22153333333,42.1480666667,7.43194761905
430.79,14.665525,5.03666666667,59.0990666667,2.7808,2.20113333333,3.7015,50.0806,64.1895333333,6.23546666667,41.9414666667,7.43953809523
431.15,14.652675,5.01786666667,59.1607333333,2.7726,2.18493333333,3.70376666667,49.7454666667,64.2061333333,6.24366666666,41.6974,7.42719047619
431.50,14.6472583333,5.0118,59.2240666667,2.75166666667,2.16726666667,3.684,49.4310666667,64.2346,6.23626666667,41.4642666667,7.41047619048
431.86,14.613475,5.01146666667,59.2094,2.74753333333,2.14946666667,3.67126666667,49.02,64.1663333333,6.21293333333,41.164,7.39773809524
432.22,14.5837083333,5.014,59.2363333333,2.73873333333,2.15546666667,3.65663333333,48.6673333333,64.1346,6.21473333333,40.9092666667,7.37292857143
432.57,14.5574666667,5.0088,59.2171333333,2.7376,2.14513333333,3.65506666667,48.3176666667,64.0778666667,6.20513333333,40.6608,7.35071428571
432.93,14.5627416667,5.04766666667,59.2556,2.76766666667,2.1554,3.6984,47.9902666667,64.0630666667,6.22206666667,40.4424666667,7.36932380953
433.29,14.5410916667,5.03393333333,59.311,2.7606,2.14826666666,3.6921,47.6803333333,64.0370666667,6.22066666666,40.2367333333,7.35018571429
433.64,14.5249666667,5.04113333333,59.3404,2.75173333333,2.14433333333,3.6971,47.3589333333,64.0352666667,6.2236,40.0283333333,7.3307095238
434.00,14.5221,5.05333333333,59.3581333333,2.76366666667,2.17146666667,3.7243,47.0404666667,64.0111333333,6.24400000001,39.8308,7.3445952381
434.35,14.5291083333,5.06493333333,59.3975333333,2.76246666667,2.18133333333,3.73793333333,46.7582666667,64.0334666667,6.25453333334,39.6515333333,7.34029047619
434.71,14.5400833333,5.09153333334,59.3576666667,2.79246666667,2.2158,3.768,46.4331333333,63.9861333333,6.27186666666,39.4488,7.35405238096
435.07,14.516575,5.09606666667,59.3335333333,2.78413333333,2.21133333333,3.7649,46.0596666667,63.9380666667,6.26853333334,39.2218666667,7.33173809525
435.42,14.5067666667,5.10193333333,59.3606666667,2.787,2.2144,3.78066666667,45.7392,63.9461333334,6.27140000001,39.0394,7.32648571428
435.78,14.4991166667,5.11893333333,59.3676666667,2.79653333333,2.23106666667,3.79196666667,45.3642666667,63.8987333333,6.29973333333,38.8100666667,7.33249047619
436.13,14.5214166667,5.14266666667,59.373,2.83386666667,2.255,3.82903333333,44.9901333333,63.9074666667,6.33346666667,38.5788,7.35812857143
436.49,14.5180666667,5.14626666666,59.4027333333,2.8366,2.2584,3.83626666667,44.6171333333,63.9053333333,6.348,38.3691333333,7.35165714287
436.84,14.4850083333,5.1196,59.4040666667,2.81606666667,2.25106666666,3.81206666667,44.2393333333,63.8994666667,6.33913333333,38.1246,7.33813809524
437.20,14.4988583333,5.13466666667,59.4478666667,2.82186666667,2.26513333333,3.83343333333,43.9006666667,63.9364,6.35033333333,37.9104,7.35480000001
437.56,14.4758083333,5.12466666666,59.473,2.83186666667,2.27653333333,3.82896666667,43.528,63.9157333333,6.35899999999,37.6292666667,7.35702380952
437.91,14.46755,5.139,59.4759333333,2.8472,2.28473333333,3.84543333333,43.1483333333,63.8896666667,6.36486666667,37.3648666667,7.36288095239
438.27,14.437875,5.12853333333,59.5199333333,2.83073333333,2.26873333333,3.83713333333,42.793,63.9203333333,6.35233333333,37.118,7.34680476191
438.62,14.370425,5.08586666667,59.4922,2.80373333333,2.24193333333,3.79426666667,42.3764666667,63.8378666667,6.32060000001,36.8084666667,7.29437142857
438.98,14.3688333333,5.096,59.5930666667,2.8202,2.25086666667,3.793,42.085,63.8899333333,6.33,36.6174,7.31222380953
439.33,14.344375,5.07806666667,59.5136666667,2.80873333333,2.24566666667,3.79306666667,41.6972666667,63.8012,6.31906666666,36.3322666667,7.29790476191
439.69,14.32965,5.05393333333,59.5319333333,2.8078,2.2278,3.791,41.3867333333,63.8223333333,6.30593333334,36.1258666667,7.2709047619
440.04,14.31215,5.05546666667,59.509,2.8172,2.2328,3.796,41.0718,63.7788,6.29519999999,35.9195333333,7.26814761904
440.40,14.285325,5.05373333333,59.4952,2.82286666667,2.23173333333,3.7936,40.7708666667,63.742,6.29180000001,35.6968,7.26517619047
440.75,14.2988916667,5.08173333333,59.4924,2.86046666667,2.26086666667,3.8288,40.4636666667,63.7251333333,6.32153333333,35.5003333333,7.28055238095
441.11,14.2705166667,5.07313333333,59.4752,2.85926666667,2.2624,3.82403333333,40.1692,63.6854,6.31633333333,35.2966,7.26064761905
441.47,14.2661166667,5.07853333333,59.4648,2.85886666667,2.2638,3.83356666667,39.8636,63.6597333333,6.3076,35.126,7.25378095239
441.82,14.2521833333,5.04993333333,59.4934666667,2.83986666667,2.24733333333,3.80926666667,39.5884666667,63.6973333333,6.29633333333,34.9444666667,7.23196666667
442.18,14.2562333333,5.06246666667,59.5058666667,2.85886666667,2.27913333333,3.819,39.2762,63.6631333333,6.31913333334,34.7468,7.24808095237
442.53,14.2635333333,5.0794,59.5152,2.86906666667,2.297,3.855,38.9773333333,63.6687333333,6.33306666666,34.5694666667,7.26714285713
442.89,14.258075,5.0898,59.4610666667,2.8798,2.32093333333,3.87246666667,38.6123333333,63.6247333333,6.35013333333,34.3312,7.27225714286
443.24,14.2580166667,5.09426666667,59.5416666667,2.89053333333,2.32646666667,3.87566666667,38.2864666667,63.6627333333,6.34853333334,34.1317333333,7.2811904762
443.60,14.2496833333,5.10366666667,59.6255333333,2.89253333333,2.34526666667,3.8809,37.9686666667,63.6826,6.3566,33.9321333333,7.28722380953
443.95,14.215425,5.0636,59.7199333333,2.83573333333,2.30353333333,3.84126666667,37.6222666667,63.7176666667,6.32960000001,33.7003333333,7.25061428571
444.31,14.1949416667,5.04333333333,59.7605333333,2.81606666667,2.28946666667,3.82346666667,37.2712666667,63.7070666667,6.31500000001,33.4692666667,7.22563809525
444.66,14.176775,5.02373333333,59.8552,2.7938,2.26026666667,3.80186666667,36.984,63.7743333333,6.29820000001,33.2904,7.20668571429
445.02,14.1680916667,5.0124,59.9019333333,2.786,2.2474,3.786,36.6570666666,63.8015333333,6.29613333333,33.0856666667,7.19612380952
445.37,14.1713083333,5.01786666667,59.979,2.78973333333,2.2448,3.78076666667,36.399,63.8516666667,6.31000000001,32.9098666666,7.19915714286
445.72,14.14465,5.00926666667,60.0154666667,2.78926666667,2.23053333333,3.77613333333,36.1149333333,63.8327333333,6.3046,32.7224,7.18041904763
446.08,14.11445,4.9912,60.0151333333,2.76926666667,2.202,3.7562,35.8327333333,63.8208,6.28740000001,32.5375333333,7.15038095238
446.43,14.0763916667,4.96046666667,59.9862666667,2.7422,2.17306666667,3.72726666667,35.5524,63.7563333333,6.26039999999,32.3362,7.11879047619
446.79,14.0633333333,4.9514,60.0154666667,2.7344,2.1586,3.72253333333,35.3294666667,63.7512,6.249,32.1903333333,7.10844285714
447.14,14.0427333333,4.9416,60.0344666667,2.72913333333,2.14666666667,3.71183333333,35.0844666667,63.7427333333,6.2546,32.0336666667,7.09422380952
447.50,14.0316083333,4.9308,59.9963333333,2.71233333333,2.13446666666,3.69746666667,34.8410666666,63.7371333333,6.246,31.8606666667,7.09341904763
447.85,14.0259666667,4.9466,59.9774666667,2.73206666667,2.1502,3.7179,34.6094,63.7254,6.26120000001,31.7026,7.09925238095
448.21,14.047825,4.95693333334,60.0409333333,2.74853333333,2.16546666667,3.7361,34.4078666667,63.8098666667,6.28520000001,31.5899333333,7.12123809523
448.56,14.0496416667,4.97713333333,60.0028666667,2.75806666667,2.188,3.74246666667,34.1468666667,63.7720666667,6.29780000001,31.4203333333,7.13077142857
448.92,14.029375,4.97753333333,59.9666666667,2.76166666667,2.1956,3.74853333333,33.888,63.7084,6.28940000001,31.2362666667,7.13077142857
449.27,14.011375,4.9704,59.958,2.76646666667,2.20006666667,3.7551,33.6127333333,63.6771333333,6.29039999999,31.0542,7.12702857142
449.62,14.0371666667,5.01846666667,59.9519333333,2.80473333333,2.24406666667,3.79613333333,33.3679333333,63.6622,6.33953333333,30.8894,7.16703809525
449.98,14.0566083333,5.03533333333,59.9751333333,2.83886666667,2.27293333333,3.83,33.1170666667,63.6571333333,6.37006666666,30.7197333333,7.19298571429
