wavelength,Back_AniIgnm,Belly_AniIgnm,Breast_AniIgnm,Crissum_AniIgnm,Crown_AniIgnm,DorTail_AniIgnm,Patch10_AniIgnm,Patch11_AniIgnm,Rump_AniIgnm,Throat_AniIgnm,WingTip_AniIgnm
378.71,4.70666666667,7.248,5.8302,5.61392444445,3.30516666666,4.54326666667,44.8415333333,4.33393333333,37.4888,3.19893333333,4.92226666667
379.07,4.67446666666,7.16926666667,5.785,5.55656,3.2833,4.51833333333,44.7644666666,4.28453333333,37.414,3.1698,4.91186666667
379.44,4.82153333333,7.23886666667,5.8414,5.58375111111,3.39276666667,4.61406666667,44.752,4.369,37.4522666667,3.26,5.01706666667
379.80,4.8819,7.28546666667,5.85826666667,5.61736666667,3.4876,4.67493333333,44.8175333333,4.4346,37.5624666667,3.3224,5.08286666667
380.16,4.79413333333,7.2096,5.7844,5.49782444445,3.39443333334,4.58493333333,44.8109333333,4.32153333333,37.5676,3.25613333333,5.02373333333
380.52,4.79573333333,7.14533333333,5.72653333333,5.50234444445,3.37416666667,4.53826666667,44.6724666667,4.30786666667,37.4442,3.266,5.026
380.88,4.8514,7.14373333333,5.7412,5.5581,3.3724,4.597,44.7051333333,4.31026666667,37.4738,3.27566666667,5.0456
381.24,4.78946666667,6.99373333333,5.64926666667,5.47578222222,3.29073333333,4.5244,44.6944,4.20473333333,37.5058,3.21473333333,4.98053333334
381.61,4.73176666667,6.89533333333,5.55926666667,5.40318888889,3.2465,4.46126666666,44.6978,4.16053333334,37.5604666667,3.1776,4.91093333333
381.97,4.7348,6.86093333333,5.5396,5.39422888889,3.2569,4.46933333333,44.7258,4.13773333333,37.5562666667,3.20006666667,4.91513333333
382.33,4.748,6.8602,5.54826666667,5.35298444445,3.21733333333,4.48006666667,44.7941333333,4.12173333333,37.6278,3.21666666667,4.9234
382.69,4.76776666667,6.87126666667,5.52466666667,5.34374222222,3.19636666667,4.48,44.8658666667,4.09126666667,37.6909333333,3.229,4.9612
383.05,4.8384,6.91406666667,5.5442,5.39291777778,3.23933333334,4.52433333333,44.9660666667,4.13293333333,37.811,3.28366666667,5.0068
383.41,4.71236666667,6.78706666667,5.42726666667,5.30272888889,3.1289,4.42426666667,44.9534666667,4.01486666667,37.7484,3.18566666667,4.8872
383.77,4.61966666667,6.66373333333,5.35613333333,5.18449777778,3.0097,4.31866666667,45.0009333334,3.89253333333,37.7364,3.11466666667,4.81106666667
384.14,4.66203333334,6.6524,5.36306666667,5.18514888889,3.03833333333,4.33946666667,45.0064,3.90206666667,37.7322666667,3.16646666667,4.8406
384.50,4.61083333333,6.58913333333,5.3136,5.08360444445,2.9919,4.31153333333,45.0563333333,3.82733333333,37.7971333333,3.13806666667,4.80006666667
384.86,4.5895,6.51426666667,5.28686666667,5.03262444445,2.989,4.255,45.0694666667,3.80153333333,37.8555333333,3.14126666667,4.8086
385.22,4.58436666666,6.50473333333,5.2774,5.01127555555,2.97173333333,4.26273333333,45.1652,3.78466666667,37.9360666667,3.15206666667,4.8234
385.58,4.5766,6.50206666667,5.276,4.99762666667,2.96603333333,4.25646666667,45.2308,3.75986666667,37.9456666667,3.15706666667,4.82966666667
385.94,4.54253333333,6.45153333333,5.20213333333,4.94215777778,2.9104,4.20526666667,45.3376,3.68646666667,38.0223333333,3.12166666667,4.7686
386.30,4.51613333333,6.36913333333,5.13466666667,4.88374666667,2.8996,4.16493333333,45.3976,3.636,38.0272666667,3.12733333333,4.73406666667
386.66,4.48436666667,6.2512,5.08513333333,4.78736888889,2.85083333334,4.1214,45.4074,3.57306666667,38.0226,3.08533333333,4.676
387.03,4.46176666667,6.20586666667,5.0424,4.74993777778,2.84086666667,4.11926666667,45.4454666667,3.53266666667,38.0176666667,3.08013333333,4.6448
387.39,4.4614,6.20713333333,5.0464,4.72923111111,2.85573333334,4.1214,45.4990666667,3.52326666666,38.0992666667,3.08433333333,4.6782
387.75,4.54166666667,6.2696,5.09713333333,4.75446,2.915,4.1862,45.5818666667,3.5842,38.1842,3.14053333333,4.741
388.11,4.5614,6.26633333333,5.095,4.76655555555,2.93583333333,4.21526666667,45.7192,3.587,38.2926666667,3.162,4.75093333333
388.47,4.62106666667,6.31033333333,5.14106666667,4.83933333333,2.99843333333,4.27366666667,45.9095333333,3.64846666667,38.4349333333,3.21433333333,4.8314
388.83,4.59856666667,6.2884,5.10866666667,4.79609777778,2.99273333333,4.2658,46.0702,3.61853333333,38.5229333333,3.19026666667,4.81493333333
389.19,4.6691,6.3434,5.1666,4.83180666667,3.08733333333,4.33846666667,46.2400666667,3.67406666667,38.6503333333,3.27986666667,4.88606666667
389.55,4.73476666667,6.3432,5.16826666667,4.8601,3.13573333333,4.399,46.2437333333,3.69086666667,38.6710666667,3.33853333333,4.93046666667
389.91,4.7893,6.37993333333,5.18993333334,4.91284666667,3.19906666666,4.4594,46.3162666667,3.74733333333,38.7512,3.39013333333,5.00706666667
390.27,4.86263333333,6.4172,5.2304,4.97619333333,3.2893,4.50913333333,46.4069333333,3.7974,38.8226666667,3.42853333333,5.09293333333
390.63,4.94933333333,6.4986,5.2956,5.05887777778,3.41083333333,4.5914,46.5308,3.87426666667,38.9352,3.51733333333,5.19873333333
391.00,4.98746666667,6.4968,5.33233333333,5.06896444445,3.44036666667,4.6284,46.6668,3.89966666667,39.0760666667,3.57733333333,5.27053333333
391.36,4.97086666666,6.42286666667,5.2642,5.04894888889,3.41423333333,4.58953333333,46.6942,3.8622,39.0401333333,3.5682,5.24606666667
391.72,4.99793333333,6.39973333333,5.24466666667,5.07976,3.4429,4.61073333333,46.6947333334,3.85206666667,39.0414,3.598,5.2904
392.08,5.01543333333,6.37533333333,5.2218,5.08460888889,3.4652,4.64086666667,46.6842666667,3.847,39.0460666667,3.63326666667,5.31453333334
392.44,5.0214,6.353,5.19453333333,5.06046,3.45756666667,4.646,46.6852,3.82926666667,39.034,3.646,5.32553333333
392.80,5.0661,6.35513333333,5.21226666667,5.08498,3.50333333333,4.67966666667,46.6450666667,3.85846666667,39.021,3.70186666667,5.35933333333
393.16,5.04646666667,6.3058,5.1602,5.05218666667,3.4774,4.6538,46.5665333334,3.83,38.9770666667,3.67106666667,5.3266
393.52,5.06863333334,6.3152,5.17793333333,5.06077555555,3.51166666667,4.66433333333,46.7421333333,3.85326666667,39.1384,3.69673333333,5.37566666667
393.88,5.1079,6.29313333333,5.18706666667,5.04235333333,3.51896666667,4.69873333333,46.8496666667,3.8558,39.2014,3.7496,5.4
394.24,5.1622,6.32506666667,5.22586666667,5.06091333333,3.55996666667,4.75453333333,46.8653333333,3.89353333333,39.2495333333,3.8392,5.4668
394.60,5.17086666667,6.321,5.21153333333,5.05601777778,3.56616666667,4.78186666667,47.0062,3.888,39.3608666667,3.88906666667,5.494
394.96,5.2129,6.32953333333,5.2236,5.06162,3.61463333333,4.81453333333,47.0058666666,3.89606666667,39.374,3.94093333333,5.52173333333
395.32,5.31136666667,6.38713333333,5.31226666667,5.11742666667,3.72406666666,4.9382,47.169,3.9914,39.5835333333,4.09993333333,5.62726666667
395.68,5.33326666667,6.40553333333,5.32006666667,5.13917777778,3.7999,4.97773333333,47.3098,4.01226666667,39.7158666667,4.1648,5.682
396.04,5.38043333334,6.40926666667,5.31773333333,5.15039333333,3.86393333333,5.01973333333,47.4296,4.04226666667,39.8251333333,4.20426666666,5.7414
396.40,5.3503,6.33113333333,5.27086666667,5.10996,3.8855,5.001,47.4358,4.01326666667,39.8514666667,4.19906666667,5.7098
396.76,5.3547,6.31173333333,5.26146666667,5.09698444445,3.89733333333,5.03046666667,47.5614666667,3.98906666667,39.9405333333,4.21853333333,5.74566666667
397.12,5.35813333333,6.26593333333,5.23433333333,5.08402888889,3.92586666667,5.04513333333,47.6144,3.96673333333,39.9632666667,4.25193333333,5.76126666667
397.48,5.40526666667,6.24993333333,5.23086666667,5.11093333333,3.9765,5.0906,47.6516,3.97826666667,39.9962,4.30646666667,5.79473333333
397.84,5.47056666667,6.26826666667,5.2752,5.15361111111,4.07383333333,5.1652,47.6662,4.03606666666,40.0262666667,4.37066666667,5.8642
398.20,5.35033333333,6.10993333333,5.1246,5.03964666667,3.97026666667,5.06686666667,47.6605333333,3.8944,40.0102,4.232,5.72346666667
398.56,5.32993333333,6.01533333333,5.06413333333,4.99702666667,3.9404,5.03286666667,47.4978666667,3.8418,39.9037333333,4.17946666667,5.68413333333
398.92,5.30996666667,5.9558,5.02133333334,4.97405555555,3.93693333333,5.03273333333,47.6576666667,3.81066666666,40.0199333333,4.16166666667,5.67393333333
399.28,5.29183333333,5.89766666667,4.9478,4.94088666667,3.9229,5.019,47.5947333333,3.77006666667,39.9526,4.129,5.6736
399.64,5.2582,5.82106666667,4.877,4.86907777778,3.8642,5.0088,47.5884666667,3.71966666667,39.9286666667,4.08546666667,5.62733333333
400.00,5.24286666667,5.7734,4.85426666667,4.84476444445,3.8432,5.004,47.6172,3.6916,39.9617333333,4.07273333333,5.62493333333
400.36,5.33216666667,5.81093333333,4.88773333333,4.90842888889,3.91246666667,5.08633333333,47.7986,3.74566666667,40.092,4.15066666667,5.72206666667
400.72,5.37606666667,5.78653333333,4.87,4.92448,3.94663333333,5.1228,47.8472,3.7888,40.1529333333,4.19786666667,5.75673333334
401.08,5.43376666667,5.80873333334,4.92606666667,4.96483111111,4.02033333333,5.20613333333,47.9564,3.8486,40.2389333333,4.27293333333,5.81366666667
401.44,5.40346666667,5.75606666667,4.8858,4.91798666667,4.00526666667,5.1926,47.9687333334,3.8094,40.2683333333,4.25173333333,5.792
401.80,5.3869,5.7008,4.81893333333,4.90829333333,4.0078,5.163,48.0241333333,3.75766666667,40.3012,4.22713333333,5.7754
402.16,5.45653333333,5.73466666667,4.8578,4.93405333333,4.09986666667,5.22026666667,48.1128666667,3.8254,40.358,4.3074,5.85513333334
402.52,5.48913333333,5.7692,4.87686666667,4.96634222222,4.14453333333,5.2488,48.2568,3.83466666667,40.4517333334,4.36526666667,5.8912
402.88,5.5484,5.8046,4.912,5.0086,4.20573333333,5.29133333333,48.2433333333,3.86473333333,40.4556,4.4078,5.95226666666
403.24,5.62246666667,5.87686666667,5.00626666667,5.06322,4.3099,5.3736,48.3486666667,3.91086666667,40.5564666667,4.49473333333,6.0456
403.60,5.66203333333,5.886,5.04573333333,5.08895555555,4.34326666667,5.40013333333,48.3815333333,3.92706666667,40.6124666667,4.53146666667,6.08813333333
403.95,5.70746666667,5.9188,5.06453333333,5.11234444445,4.3998,5.43113333334,48.4338,3.94733333333,40.667,4.56546666667,6.123
404.31,5.71316666667,5.90546666667,5.06906666667,5.09125111111,4.41496666667,5.44126666667,48.4339333333,3.94086666667,40.6974666667,4.56293333333,6.13486666667
404.67,5.72436666667,5.9082,5.076,5.09904666667,4.443,5.46346666667,48.4644,3.94426666667,40.7436666667,4.56786666667,6.1346
405.03,5.69596666667,5.86413333333,5.0248,5.05295111111,4.41346666667,5.41593333333,48.4881333333,3.8936,40.7912,4.5102,6.11726666667
405.39,5.7243,5.84413333333,5.03013333333,5.04931111111,4.42733333333,5.432,48.5198,3.90233333333,40.8289333333,4.51686666666,6.142
405.75,5.7328,5.8422,5.0478,5.02671777778,4.4282,5.46073333333,48.4891333333,3.919,40.8606666667,4.5424,6.16013333333
406.11,5.7842,5.88573333333,5.07706666667,5.09285777778,4.49016666667,5.53826666667,48.5286666667,3.968,40.9144666667,4.60973333333,6.21793333333
406.47,5.85233333333,5.911,5.10653333333,5.12951333333,4.54416666667,5.60786666667,48.5921333333,4.01746666667,41.0050666667,4.6524,6.2674
406.83,5.82133333333,5.8686,5.0726,5.10452444445,4.52606666667,5.59873333333,48.6056,4.0098,41.0185333333,4.63026666667,6.22466666667
407.19,5.77563333333,5.78726666667,4.98206666667,5.02442222222,4.4552,5.5348,48.591,3.9482,41.0303333333,4.54786666667,6.1482
407.55,5.789,5.75713333333,4.95406666667,5.01442,4.47343333333,5.537,48.5723333333,3.9556,40.9990666667,4.54506666667,6.1386
407.90,5.77663333333,5.7338,4.96053333333,5.00742444445,4.4797,5.5404,48.5788666667,3.963,41.0164,4.55906666667,6.13853333333
408.26,5.80996666667,5.76526666667,4.9724,5.02480444445,4.49893333334,5.55746666667,48.6016666667,3.97286666667,41.0473333333,4.60073333333,6.15066666667
408.62,5.7501,5.687,4.88613333333,4.95845111111,4.4499,5.51366666667,48.5148666667,3.90493333334,40.9524,4.5456,6.10613333333
408.98,5.73256666667,5.6324,4.84553333333,4.91664666667,4.41893333333,5.4998,48.4809333333,3.8714,40.9265333333,4.52226666666,6.06786666667
409.34,5.77076666667,5.67866666667,4.86566666667,4.95107777778,4.45756666667,5.54793333333,48.5166666667,3.89453333333,40.9613333333,4.55173333333,6.10833333334
409.70,5.78376666667,5.67433333333,4.8484,4.95617555555,4.46746666667,5.55133333333,48.624,3.89033333333,41.0214,4.53753333334,6.10833333333
410.06,5.78753333333,5.654,4.85853333333,4.93698888889,4.48033333333,5.55373333333,48.6584666667,3.88186666667,41.081,4.5338,6.1148
410.42,5.72856666667,5.61573333333,4.8018,4.87958444445,4.45643333333,5.51686666667,48.6496,3.82626666667,41.0812666667,4.48453333333,6.07653333333
410.77,5.71233333334,5.58253333333,4.76413333333,4.83976222222,4.42616666667,5.47973333333,48.6169333333,3.78093333333,41.0534,4.45573333333,6.0624
411.13,5.67226666667,5.5246,4.72373333333,4.81029333333,4.39096666667,5.45493333333,48.5848,3.74353333333,40.9941333333,4.42233333333,6.03233333333
411.49,5.6409,5.49246666667,4.6896,4.77797555555,4.35583333333,5.43933333333,48.5866,3.70433333333,41.0426666667,4.38426666667,6.01313333333
411.85,5.62593333333,5.43653333333,4.6238,4.74054888889,4.2993,5.4042,48.5628,3.659,41.0269333333,4.3338,5.96026666666
412.21,5.56216666667,5.3488,4.52133333333,4.68443777778,4.2243,5.36046666667,48.4740666667,3.60053333333,40.9648666667,4.2542,5.90246666667
412.57,5.57566666667,5.33693333333,4.5088,4.66405555555,4.20943333333,5.3546,48.4938,3.5822,41.0078,4.25153333333,5.90393333333
412.92,5.61026666667,5.35226666667,4.50506666667,4.69269333333,4.24156666667,5.3782,48.5436666667,3.59986666667,41.0465333333,4.2806,5.94306666667
413.28,5.54546666667,5.2656,4.4286,4.61178222222,4.1899,5.31166666667,48.4875333334,3.5342,40.9768,4.2214,5.88846666667
413.64,5.5324,5.2554,4.4036,4.59108,4.1724,5.30286666667,48.4,3.50753333333,40.9356,4.2088,5.88253333333
414.00,5.49606666667,5.1912,4.33073333333,4.52987111111,4.0941,5.26326666667,48.3525333334,3.4346,40.8823333333,4.14353333333,5.82446666667
414.36,5.46293333333,5.1154,4.29,4.46802666667,4.044,5.2132,48.2748,3.39406666667,40.7747333333,4.1106,5.77646666667
414.72,5.46286666667,5.0576,4.24146666667,4.42414666667,4.0394,5.20913333334,48.281,3.36566666667,40.7894,4.10466666667,5.77066666667
415.07,5.52063333333,5.09373333333,4.29073333333,4.47438,4.1021,5.2562,48.3422666667,3.4098,40.8654,4.1612,5.83006666667
415.43,5.55886666667,5.11833333333,4.31053333333,4.50211333333,4.1404,5.28853333333,48.3918666667,3.4346,40.9136666667,4.22033333333,5.8682
415.79,5.57416666667,5.1032,4.33933333333,4.50750888889,4.15676666667,5.31926666667,48.4301333333,3.45393333333,40.9586,4.24686666667,5.8986
416.15,5.63683333333,5.11906666667,4.3896,4.52559555555,4.202,5.36286666667,48.5565333333,3.48726666667,41.0776,4.30073333333,5.9634
416.51,5.6276,5.10826666667,4.37953333333,4.50329333333,4.2033,5.3538,48.5566666667,3.47713333333,41.0793333333,4.28753333333,5.96293333333
416.86,5.63373333333,5.10426666667,4.36506666667,4.48898222222,4.19343333333,5.34793333333,48.5617333333,3.46973333333,41.0914666667,4.29826666667,5.96766666667
417.22,5.60493333333,5.05286666667,4.324,4.44783333333,4.1551,5.3138,48.4941333334,3.4426,41.0551333333,4.26986666667,5.932
417.58,5.5756,4.97573333333,4.28546666667,4.39567777778,4.11646666667,5.28293333333,48.4654,3.41266666667,41.0351333333,4.2424,5.89293333333
417.94,5.55773333333,4.94913333333,4.261,4.37755111111,4.11803333333,5.26066666667,48.4619333333,3.4096,41.0179333333,4.23166666667,5.877
418.29,5.53403333334,4.90893333333,4.21846666667,4.35643111111,4.0889,5.23786666667,48.3568666667,3.3886,40.9598666666,4.2112,5.8586
418.65,5.54536666667,4.9218,4.21346666667,4.35448222222,4.079,5.24386666667,48.3754,3.39326666667,40.9989333333,4.217,5.87326666667
419.01,5.53646666667,4.89926666667,4.1776,4.32591777778,4.0568,5.22753333333,48.3042666667,3.38566666667,40.9614666667,4.2012,5.85286666667
419.37,5.521,4.87433333333,4.1482,4.28427111111,4.03883333333,5.20306666667,48.2742,3.37046666667,40.948,4.17266666667,5.83433333333
419.73,5.50613333333,4.8552,4.109,4.24606222222,4.02793333333,5.18826666667,48.2295333333,3.34746666667,40.9229333333,4.15533333333,5.82833333333
420.08,5.47706666667,4.82026666667,4.0688,4.21046,3.99643333333,5.15386666667,48.1546,3.317,40.8682,4.1318,5.7978
420.44,5.47533333333,4.79993333333,4.05606666667,4.20485111111,3.98293333333,5.1436,48.1484,3.3052,40.8836,4.13406666667,5.8026
420.80,5.4755,4.7782,4.05346666667,4.19944,3.98126666667,5.14813333333,48.07,3.30413333333,40.8382666667,4.13113333333,5.7972
421.16,5.48653333333,4.7746,4.04626666667,4.18862,3.98493333334,5.15826666667,48.0999333333,3.2958,40.8878666667,4.13973333333,5.8022
421.51,5.50943333333,4.78153333333,4.0508,4.19556444445,4.0047,5.1654,48.0673333333,3.30593333333,40.8894,4.15233333333,5.82713333333
421.87,5.5381,4.78333333333,4.05793333334,4.20241333333,4.0025,5.17666666667,47.9993333333,3.31173333333,40.8886,4.17373333333,5.8456
422.23,5.54683333333,4.77486666667,4.04973333333,4.17568444445,3.99416666667,5.16953333333,48.0208,3.3026,40.9416666667,4.16826666667,5.84533333333
422.58,5.55906666667,4.77106666667,4.05873333333,4.18010444445,4.00863333333,5.17893333333,48.0156666667,3.31,40.9511333333,4.18513333333,5.8636
422.94,5.57316666667,4.76933333333,4.06086666667,4.17178222222,4.00656666667,5.18166666667,48.0401333333,3.3064,41.0056666667,4.19666666667,5.87393333333
423.30,5.5667,4.75133333334,4.04833333333,4.15575111111,3.99636666667,5.17933333333,48.0043333333,3.29073333333,41.0048,4.19673333333,5.87546666667
423.66,5.58423333333,4.74293333333,4.06073333333,4.16425777778,4.00176666667,5.18753333334,47.9485333333,3.29606666667,40.9965333333,4.20633333333,5.88326666666
424.01,5.59663333333,4.73526666667,4.0584,4.15937555555,4.0055,5.1872,47.9498666667,3.29486666667,41.0147333333,4.1982,5.88153333333
424.37,5.60246666667,4.73933333333,4.05326666667,4.14746888889,4.01266666667,5.1924,47.902,3.30393333333,41.0082,4.20046666666,5.8698
424.73,5.57776666667,4.70726666667,4.0292,4.10280444445,3.98613333333,5.16653333333,47.8966666667,3.27413333333,41.0153333333,4.1696,5.8436
425.08,5.59183333333,4.70606666667,4.03973333334,4.10291555555,3.98696666667,5.1688,47.8004666667,3.28126666667,40.9774666667,4.1778,5.84733333333
425.44,5.5992,4.70446666667,4.0434,4.09318666667,3.98853333333,5.1718,47.7956666666,3.2852,41.0094666667,4.18906666667,5.84526666667
425.80,5.59546666667,4.70646666667,4.0406,4.07721333333,3.99656666667,5.17933333333,47.7857333334,3.28726666667,41.0241333333,4.19113333333,5.8576
426.16,5.615,4.7122,4.04926666667,4.08627555555,4.0175,5.2018,47.7453333333,3.30366666667,41.0225333333,4.20873333333,5.88193333333
426.51,5.60973333333,4.6956,4.0244,4.06107111111,4.00696666667,5.18693333333,47.6764666667,3.29486666667,41.0120666667,4.1866,5.85946666667
426.87,5.5809,4.6392,3.97626666666,4.00527111111,3.9718,5.1366,47.5472,3.24606666667,40.9182666667,4.13746666667,5.81573333333
427.23,5.56126666667,4.5924,3.94006666667,3.97035111111,3.95363333333,5.1116,47.4484666666,3.21926666667,40.8492666667,4.1046,5.7792
427.58,5.52816666667,4.5488,3.88433333333,3.91506666667,3.92426666667,5.06806666667,47.3992,3.1796,40.8220666667,4.06746666667,5.7404
427.94,5.49286666667,4.4982,3.85466666667,3.86776666667,3.89746666667,5.04326666667,47.2908666667,3.143,40.7719333333,4.04446666667,5.7072
428.30,5.4744,4.44,3.8346,3.83022666667,3.8585,5.0094,47.1978,3.10273333333,40.7169333333,4.00073333333,5.6826
428.65,5.4995,4.449,3.844,3.84285333333,3.87596666667,5.02246666667,47.1856,3.118,40.7563333333,4.01893333333,5.7064
429.01,5.50806666667,4.4556,3.8392,3.84500888889,3.89343333333,5.02193333333,47.2308,3.1312,40.7980666667,4.02133333333,5.72433333333
429.37,5.4676,4.40866666667,3.7926,3.81050444445,3.86056666667,4.98753333333,47.1772,3.08726666667,40.7605333333,3.97433333334,5.6778
429.72,5.42283333333,4.34346666667,3.73573333333,3.75554222222,3.81853333333,4.93266666667,47.0963333333,3.03173333333,40.7289333333,3.912,5.63146666666
430.08,5.41703333333,4.3398,3.74033333333,3.75001111111,3.82663333333,4.9218,47.1196,3.02513333333,40.7464,3.9098,5.62806666667
430.44,5.387,4.30846666667,3.7034,3.71534,3.80053333333,4.90153333333,47.0215333333,2.986,40.6992,3.88366666667,5.59846666667
430.79,5.4234,4.3596,3.7408,3.75576888889,3.85043333333,4.97113333333,46.9619333333,3.0406,40.7126666667,3.93746666667,5.64813333333
431.15,5.45416666667,4.3882,3.7648,3.77753777778,3.8632,4.99433333333,46.9711333333,3.06246666667,40.7612,3.96546666666,5.6886
431.50,5.46876666667,4.4024,3.77286666667,3.79042666667,3.87263333333,5.0224,46.8993333333,3.07466666667,40.7262,3.97286666667,5.71046666667
431.86,5.50263333333,4.4334,3.79246666667,3.81800444445,3.90463333333,5.05973333333,46.8500666667,3.10666666667,40.7204,4.0114,5.76173333333
432.22,5.5499,4.4736,3.8236,3.84238888889,3.94926666667,5.1064,46.8598,3.15393333333,40.7581333333,4.06913333333,5.8272
432.57,5.54196666667,4.4636,3.81393333333,3.84277777778,3.93746666667,5.10113333333,46.7808666667,3.14793333333,40.7296,4.06873333333,5.83326666667
432.93,5.53426666667,4.426,3.79493333333,3.83578444445,3.92186666667,5.1046,46.6786,3.1322,40.6716666667,4.0708,5.83133333333
433.29,5.5374,4.42386666667,3.78446666666,3.81790666667,3.93006666667,5.11193333333,46.569,3.134,40.5903333333,4.0814,5.845
433.64,5.5679,4.4366,3.8006,3.83587333333,3.94896666667,5.13546666667,46.5351333333,3.1464,40.5764666667,4.11353333333,5.8694
434.00,5.5671,4.4156,3.78866666667,3.82508444445,3.9464,5.13433333333,46.4126666666,3.1414,40.5208666667,4.12,5.86306666667
434.35,5.5989,4.4236,3.82113333333,3.84894888889,3.97773333333,5.15313333333,46.3462,3.16346666667,40.4839333333,4.15786666667,5.88506666667
434.71,5.5592,4.349,3.78526666667,3.80225333333,3.9355,5.112,46.2928666667,3.10513333333,40.4400666667,4.1198,5.8492
435.07,5.5601,4.33366666667,3.7816,3.79431111111,3.94036666667,5.10566666666,46.1924666667,3.10126666667,40.3798,4.1268,5.85353333334
435.42,5.5728,4.34526666667,3.79686666667,3.79885111111,3.95543333333,5.11433333333,46.1714,3.111,40.3848,4.16106666667,5.87086666667
435.78,5.57653333333,4.33766666667,3.79473333334,3.78301333333,3.9582,5.11133333333,46.1024,3.1078,40.3630666667,4.16813333333,5.86226666667
436.13,5.55,4.3104,3.77766666667,3.76143555555,3.9414,5.1032,45.9655333334,3.0748,40.2938,4.14706666667,5.8326
436.49,5.57416666667,4.32073333333,3.7836,3.75429777778,3.95446666667,5.11866666667,45.8649333333,3.07633333333,40.2469333333,4.164,5.8494
436.84,5.5855,4.34833333334,3.80613333333,3.76281333333,3.9745,5.13186666667,45.7902666667,3.08553333334,40.2258,4.18,5.862
437.20,5.61806666667,4.36993333333,3.82886666667,3.79693777778,3.98776666667,5.16126666667,45.7690666667,3.1008,40.2711333333,4.19753333333,5.89606666667
437.56,5.64446666667,4.40273333334,3.859,3.82473111111,4.02183333333,5.19973333333,45.6506666667,3.14413333333,40.1933333333,4.22773333333,5.916
437.91,5.68376666666,4.44326666667,3.88606666667,3.86794888889,4.053,5.25426666667,45.5855333333,3.182,40.1738,4.27093333333,5.9576
438.27,5.70743333333,4.46813333333,3.90193333333,3.88935555555,4.06316666667,5.28753333334,45.5257333333,3.20353333333,40.1411333333,4.29133333333,5.9856
438.62,5.73783333333,4.5226,3.94113333333,3.93370444445,4.10326666667,5.3282,45.5022666667,3.2546,40.1539333333,4.33853333334,6.02506666667
438.98,5.76333333333,4.53613333333,3.9644,3.94967111111,4.1276,5.35426666667,45.4520666667,3.27413333333,40.1409333333,4.35593333333,6.0352
439.33,5.77733333333,4.53866666667,3.9716,3.96423777778,4.138,5.37866666666,45.3804666667,3.27506666667,40.1428,4.35813333333,6.0484
439.69,5.78086666667,4.5478,3.97213333333,3.97565777778,4.15006666667,5.39006666667,45.2987333333,3.28646666667,40.1104,4.3612,6.05893333333
440.04,5.792,4.5634,3.96686666667,3.99114222222,4.16726666667,5.3982,45.2799333333,3.30466666666,40.1000666666,4.36686666666,6.07493333333
440.40,5.80713333333,4.581,3.98293333333,4.01644666667,4.19253333333,5.42106666667,45.234,3.33493333333,40.0963333333,4.39386666667,6.09033333333
440.75,5.80546666666,4.58213333333,3.96873333333,4.00966444445,4.18943333333,5.4232,45.1739333333,3.3352,40.0868,4.39386666667,6.0892
441.11,5.8069,4.58633333333,3.9702,4.01201333333,4.19553333333,5.42546666667,45.0659333333,3.33686666667,40.0242,4.39746666666,6.09393333333
441.47,5.81023333333,4.58973333333,3.97206666667,4.00776444445,4.19306666667,5.42413333333,45.0308,3.33346666667,40.0426666667,4.4078,6.10313333333
441.82,5.79946666666,4.5722,3.96913333333,3.98594222222,4.1835,5.4108,44.9598,3.3226,40.0121333333,4.39093333333,6.09793333333
442.18,5.79006666667,4.5752,3.97473333333,3.976,4.1959,5.4144,44.8852,3.32393333333,40.0069333333,4.391,6.10813333333
442.53,5.80116666667,4.58173333333,3.96866666667,3.96967111111,4.20143333333,5.41186666667,44.7439333333,3.3124,39.9147333333,4.3834,6.11066666667
442.89,5.7946,4.573,3.95393333333,3.95602666667,4.18266666667,5.41573333333,44.5756,3.30773333333,39.8230666667,4.3792,6.10126666667
443.24,5.80193333333,4.57633333333,3.95873333333,3.95386222222,4.19216666667,5.41006666667,44.4756,3.3176,39.7572666667,4.3956,6.1078
443.60,5.81466666667,4.57786666667,3.96,3.94835333333,4.1866,5.42033333333,44.3336666667,3.31346666667,39.6630666667,4.39853333333,6.11606666667
443.95,5.8339,4.57526666667,3.97406666667,3.9573,4.1979,5.44386666667,44.2474,3.3174,39.635,4.43066666667,6.1428
444.31,5.82216666667,4.56513333333,3.96106666667,3.94846444445,4.20063333333,5.45326666667,44.1809333333,3.30513333333,39.5921333333,4.42513333333,6.1426
444.66,5.84683333333,4.57373333333,3.9964,3.97565777778,4.23256666667,5.48306666667,44.1035333333,3.3296,39.5390666666,4.44773333333,6.1702
445.02,5.86716666667,4.58393333333,4.01873333333,3.99160888889,4.2552,5.5106,44.0762666667,3.3518,39.5270666667,4.48033333333,6.2018
445.37,5.88176666667,4.58813333333,4.0268,4.00795111111,4.2769,5.54333333333,44.0097333333,3.3628,39.4991333333,4.48753333333,6.2174
445.72,5.90766666667,4.60946666667,4.0424,4.03746888889,4.30466666667,5.56373333333,43.9779333333,3.38393333333,39.5055333333,4.5098,6.24646666667
446.08,5.936,4.62006666666,4.04806666667,4.05646444445,4.32126666667,5.5836,43.9312,3.40086666667,39.4748666667,4.53073333333,6.263
