wavelength,Back_ThrCyam,Belly_ThrCyam,Breast_ThrCyam,Crissum_ThrCyam,Crown_ThrCyam,DorTail_ThrCyam,Patch10_ThrCyam,Patch11_ThrCyam,Rump_ThrCyam,Throat_ThrCyam,WingTip_ThrCyam
367.11,7.24553333333,15.7706666667,12.3291333333,11.4359333334,39.9826,7.95962592846,9.39600000001,3.20886666667,8.53353333333,12.5695333333,7.0457
367.47,7.2108,15.7128,12.2973333333,11.361,39.9771666667,7.91003487127,9.34319999999,3.1283,8.48857333333,12.5396,6.9852
367.84,7.22866666667,15.7089333333,12.2666666667,11.3612,39.9750666667,7.95072128047,9.28606666667,3.14203333333,8.43736,12.5531333333,7.0303
368.20,7.3062,15.8072,12.3682,11.4417333333,40.1311333333,8.10835423786,9.44113333334,3.26776666667,8.51118666667,12.6066666667,7.14623333333
368.56,7.17953333333,15.6244,12.3259333333,11.2940666667,40.0346666667,8.0423461039,9.26853333334,3.19253333333,8.39008,12.5206666667,7.05696666667
368.93,7.1194,15.6134,12.3084,11.2236666667,40.1677333333,8.02767409433,9.19093333334,3.14683333333,8.26692,12.5442666667,6.9624
369.29,7.1406,15.6732666667,12.3392,11.193,40.2597,8.08082067669,9.22719999999,3.22546666667,8.26668,12.6298666666,6.99726666667
369.65,7.17853333333,15.7418,12.3986666667,11.212,40.3447666667,8.09824842789,9.23966666667,3.25806666667,8.2784,12.6873333333,7.00766666667
370.01,7.12306666667,15.7460666667,12.3410666667,11.1404666667,40.4285333333,8.06198329916,9.20719999999,3.21353333333,8.20962666667,12.6740666667,7.0094
370.38,7.17733333333,15.8716,12.4026,11.1471333333,40.3930333333,8.09724669629,9.17433333333,3.2698,8.27657333333,12.7484,7.08996666667
370.74,7.30733333333,16.0366,12.5583333333,11.2840666667,40.5907666667,8.1980179198,9.27393333333,3.4392,8.38504,12.839,7.19443333333
371.10,7.26033333333,16.0213333333,12.6091333333,11.2659333333,40.6518333333,8.20940291639,9.25499999999,3.50013333334,8.37069333333,12.8486666667,7.22646666667
371.46,7.24946666667,16.0750666667,12.6262,11.2324666667,40.7227666667,8.17987494873,9.2214,3.52183333333,8.34728,12.8612666666,7.26143333333
371.83,7.1802,16.1244,12.6472,11.1862,40.7282333333,8.11619873548,9.17580000001,3.49686666667,8.33716,12.8540666667,7.24386666667
372.19,7.0978,16.1522666667,12.6597333333,11.1095333333,40.762,8.0142648781,9.03566666667,3.42543333333,8.27894666666,12.8694,7.16936666667
372.55,7.1264,16.2256666667,12.6618666667,11.0514666667,40.6950333333,8.00599895193,9.05839999999,3.42063333333,8.25689333334,12.8581333333,7.17776666667
372.92,7.07846666666,16.2224666667,12.6490666667,10.9798666667,40.6560666667,7.98421715653,9.00260000001,3.40033333333,8.22228,12.8231333333,7.2305
373.28,6.95466666667,16.1959333333,12.5791333333,10.8834666667,40.5979333333,7.89038437002,8.84780000001,3.34986666667,8.07382666667,12.7297333333,7.15626666667
373.64,6.90006666667,16.21,12.5848666667,10.8251333333,40.6816,7.89356657553,8.759,3.38743333333,8.01597333333,12.7346666667,7.14143333333
374.00,6.76053333333,16.1964666667,12.532,10.7058,40.5269666667,7.80736221234,8.57833333333,3.3234,7.89609333333,12.6800666667,7.03146666667
374.37,6.804,16.2515333333,12.6405333333,10.747,40.6803666667,7.86028263841,8.61466666667,3.40036666667,7.89353333333,12.7488666667,7.0928
374.73,6.71753333333,16.2268666667,12.5826,10.6374,40.6498,7.80566149464,8.53326666666,3.31793333333,7.76565333333,12.7557333333,7.07453333333
375.09,6.6592,16.2952666667,12.5665333333,10.5870666667,40.7300333333,7.77892386648,8.46213333333,3.29596666667,7.71258666667,12.7533333333,7.04826666667
375.45,6.6012,16.3322666667,12.6704666667,10.5478666667,40.8009666667,7.7758788904,8.40139999999,3.2782,7.68821333333,12.7958,7.0322
375.81,6.70353333333,16.4386,12.8075333333,10.5908666667,40.9939666667,7.8913476874,8.4698,3.399,7.76350666667,12.9428,7.14263333333
376.18,6.72526666667,16.4591333333,12.9100666667,10.5437333333,41.0918666667,7.95886234905,8.48966666667,3.46193333333,7.76052,13.0069333333,7.21766666667
376.54,6.71533333333,16.5224666667,12.9666666667,10.5396666667,41.2519666667,8.01999742538,8.45726666667,3.53073333333,7.75569333333,13.1222,7.28366666667
376.90,6.68406666667,16.5839333333,12.9559333333,10.4980666667,41.2764,7.98745573024,8.40433333333,3.50663333334,7.75361333334,13.1562666667,7.2514
377.26,6.589,16.469,12.8841333333,10.4107333333,41.196,7.90570995671,8.29060000001,3.43103333333,7.68822666667,13.1195333333,7.17136666667
377.63,6.55913333333,16.4987333333,12.8833333333,10.3752,41.2556666666,7.87591789702,8.19786666667,3.41156666667,7.65853333333,13.1417333333,7.17833333333
377.99,6.601,16.5446,12.9605333333,10.3968,41.3581333333,7.94593889269,8.2544,3.46243333333,7.66965333333,13.2027333333,7.25836666667
378.35,6.57133333333,16.5565333333,12.9492666667,10.3396666667,41.4008666667,7.9407056391,8.22393333334,3.48893333333,7.64228,13.1928666667,7.25526666667
378.71,6.55653333333,16.5546,12.9618666667,10.321,41.4027333333,7.965177455,8.14173333333,3.52516666667,7.61976,13.204,7.2693
379.07,6.5818,16.5914666667,13.0598,10.3277333333,41.4859333333,8.03952767145,8.1832,3.61376666667,7.69789333333,13.2944666667,7.33333333333
379.44,6.63673333333,16.6508,13.0940666667,10.3652666667,41.5982,8.11434857598,8.18166666667,3.69426666667,7.70904,13.3644666667,7.38983333333
379.80,6.5714,16.6503333333,13.0952,10.2964666667,41.5817333334,8.07223015493,8.0992,3.65823333333,7.64338666667,13.2913333333,7.325
380.16,6.49473333333,16.595,13.0012,10.2014666667,41.5567,7.96518332195,7.98659999999,3.58,7.51444,13.2346666667,7.2347
380.52,6.41933333333,16.5796,12.9530666667,10.1177333333,41.5497666667,7.85667261335,7.8648,3.49976666667,7.45082666667,13.1242,7.1586
380.88,6.38666666667,16.6194666667,13.0033333333,10.1046,41.6826333333,7.88129604693,7.81319999999,3.5215,7.43701333333,13.1435333333,7.16956666667
381.24,6.4332,16.7054,13.1062,10.0678666667,41.8405666667,7.94631364776,7.8,3.59433333333,7.45925333333,13.1958666667,7.2019
381.61,6.4442,16.7309333333,13.1749333333,10.0548,41.8437,7.98820479608,7.85253333334,3.6425,7.50152,13.2324,7.21176666667
381.97,6.45573333334,16.8094666667,13.2464666667,10.0276,41.9612666667,8.01470200501,7.8254,3.673,7.49842666667,13.3112666667,7.22726666667
382.33,6.444,16.8594,13.3132666667,9.98513333332,42.0045,8.00538406243,7.79793333333,3.67963333333,7.48193333333,13.3460666667,7.2517
382.69,6.3526,16.8798,13.2966,9.92053333333,42.1057,7.92853636364,7.72486666667,3.62196666667,7.41610666667,13.3123333333,7.1788
383.05,6.3468,16.9161333333,13.2968666667,9.89933333333,42.0731666667,7.89843949647,7.66646666667,3.59716666667,7.36021333333,13.321,7.15056666667
383.41,6.34826666666,16.9681333333,13.3204666667,9.87533333333,42.0432,7.89688845978,7.69053333334,3.64386666667,7.37666666667,13.3368,7.2042
383.77,6.37073333334,17.0103333333,13.3306,9.87353333332,42.1031,7.89338587378,7.6718,3.6896,7.38845333333,13.401,7.27476666667
384.14,6.42373333333,17.1309333333,13.3800666667,9.89813333334,42.2196,7.95377377535,7.66106666666,3.76486666667,7.44669333333,13.4658,7.30336666667
384.50,6.5392,17.2564,13.5410666667,9.95846666667,42.3289666667,8.08743043974,7.76479999999,3.9114,7.54792,13.6421333333,7.42403333333
384.86,6.5584,17.2543333333,13.5570666667,9.91260000001,42.2837666667,8.07524766462,7.7738,3.9179,7.50878666667,13.6294666667,7.3873
385.22,6.58066666667,17.3410666667,13.6229333333,9.93326666667,42.3091333334,8.08531043518,7.76993333334,3.9349,7.50984,13.6686,7.43493333333
385.58,6.53913333333,17.3786666667,13.6522666667,9.87373333335,42.3127333333,8.04418603327,7.71313333334,3.90273333334,7.43353333333,13.6718666667,7.43563333333
385.94,6.4694,17.3404666667,13.6207333333,9.79846666667,42.2473333334,8.00271313511,7.62393333334,3.87163333333,7.34453333333,13.6113333333,7.39773333333
386.30,6.42973333333,17.3307333333,13.563,9.76406666666,42.2769,7.99767041467,7.57086666666,3.8472,7.28173333333,13.6058,7.35293333333
386.66,6.46113333333,17.3374,13.5872,9.71653333333,42.2246666667,8.02146351105,7.55779999999,3.87616666667,7.25417333333,13.6142666667,7.34063333333
387.03,6.47906666667,17.3669333333,13.6456,9.70433333334,42.2674666667,8.0467487013,7.5594,3.9221,7.23862666667,13.6203333333,7.33973333333
387.39,6.48053333333,17.3777333333,13.691,9.67253333333,42.3073666667,8.06277856003,7.5092,3.93643333333,7.20686666667,13.623,7.29803333333
387.75,6.51586666667,17.4539333333,13.7781333333,9.69533333334,42.3187,8.13577298929,7.54326666666,3.99363333333,7.21616,13.7006,7.30176666667
388.11,6.43313333333,17.3957333333,13.7722,9.63720000001,42.2773,8.09259200274,7.5274,3.9644,7.15737333334,13.6761333333,7.2695
388.47,6.35693333333,17.3825333333,13.7317333333,9.63759999999,42.2961333333,8.03632769423,7.45246666666,3.94016666667,7.10396,13.6353333333,7.20263333333
388.83,6.30333333333,17.4036666667,13.7364666667,9.61926666667,42.2766,7.9946254386,7.39986666667,3.95,7.06536,13.637,7.20926666667
389.19,6.27866666667,17.45,13.7856666667,9.62046666666,42.2856,8.00711700843,7.38193333334,3.97383333333,7.06590666667,13.6786666667,7.23223333333
389.55,6.34453333333,17.5132,13.8811333333,9.67499999999,42.2851,8.09332298928,7.43420000001,4.07596666667,7.15710666667,13.753,7.29506666667
389.91,6.415,17.6218,13.9885333333,9.74806666667,42.3222,8.19549889496,7.52386666667,4.19253333333,7.25152,13.8426,7.38403333333
390.27,6.3692,17.6041333333,14.0327333333,9.6896,42.2537666667,8.1740859877,7.47413333334,4.19536666667,7.23158666667,13.8270666667,7.40496666667
390.63,6.3258,17.6657333333,14.0583333333,9.65119999999,42.2976333333,8.14637408294,7.46046666667,4.18096666667,7.19730666667,13.857,7.43616666667
391.00,6.2438,17.6711333333,14.0566666667,9.56426666666,42.2961666667,8.08426713375,7.39406666667,4.1277,7.14372,13.8548,7.4421
391.36,6.16073333333,17.6607333333,14.0283333333,9.50906666666,42.2777,8.02178624972,7.33693333333,4.08236666667,7.07370666667,13.8584,7.42813333333
391.72,6.0576,17.6244,14.0012666667,9.38200000001,42.1898,7.9239472659,7.219,3.99076666667,6.97142666667,13.7819333334,7.36506666667
392.08,6.0608,17.6846,14.0133333333,9.31053333334,42.1182,7.9271663363,7.1738,3.99,6.94348,13.7998666667,7.38973333333
392.44,6.06986666667,17.7355333333,14.0612,9.24073333334,42.0926333333,7.95226166552,7.18293333333,3.99916666667,6.93052,13.8284666667,7.4284
392.80,6.13746666667,17.8004666667,14.1269333333,9.2236,42.1245,8.0072072112,7.2122,4.06613333333,6.99505333333,13.9054,7.48233333333
393.16,6.13786666667,17.8153333333,14.1356666667,9.16959999999,42.1026666667,8.01187778536,7.2046,4.07553333333,6.96784,13.9270666667,7.4809
393.52,6.0764,17.8324666667,14.1059333333,9.05966666667,42.1228,7.94191649579,7.10086666667,4.0025,6.86686666667,13.9094,7.42246666667
393.88,6.00853333333,17.8050666667,14.0926666667,8.94533333333,42.0775333333,7.84529833675,6.978,3.93303333333,6.75854666667,13.8731333333,7.36526666667
394.24,5.96306666667,17.8072,14.062,8.85653333333,41.9965666667,7.78938949647,6.89266666667,3.88126666667,6.68458666667,13.855,7.2939
394.60,5.92886666667,17.8006666667,14.1016,8.8358,41.9595333333,7.80632592846,6.84366666667,3.89633333333,6.66370666667,13.8678,7.29143333333
394.96,5.94113333333,17.8474666667,14.1216,8.80046666667,41.968,7.81534136478,6.82186666667,3.92423333333,6.64646666667,13.9164,7.30063333333
395.32,5.9304,17.898,14.1700666667,8.76806666666,41.8994666667,7.82023796993,6.78513333333,3.93833333333,6.60970666667,13.9439333333,7.31666666667
395.68,5.91966666667,17.9210666667,14.2005333333,8.74906666667,41.9086333333,7.85020960355,6.77573333333,3.98623333333,6.59770666667,13.9844666667,7.33333333333
396.04,5.93233333333,17.9669333333,14.2768,8.76579999999,41.8846,7.87905665299,6.7804,4.053,6.62036,14.0142,7.37116666667
396.40,5.89873333333,17.9545333333,14.2601333333,8.67966666667,41.801,7.85018529278,6.7122,4.05903333333,6.56752,14.0207333334,7.3595
396.76,5.79166666666,17.9248666666,14.2313333333,8.58233333334,41.7256333333,7.79122043745,6.59646666667,4.01003333333,6.43614666667,13.9838666667,7.29846666667
397.12,5.75733333333,17.8964666667,14.238,8.492,41.6613,7.75912951697,6.512,3.9907,6.35714666667,13.9611333333,7.2704
397.48,5.80793333334,17.9727333333,14.3172,8.49639999999,41.6870333333,7.82401028708,6.55806666667,4.08266666667,6.38850666667,14.0556,7.33136666667
397.84,5.8022,17.9959333333,14.3672666667,8.44793333334,41.6517,7.8452404534,6.56833333333,4.10383333333,6.39045333333,14.1018666667,7.35153333333
398.20,5.81373333333,18.0873333333,14.4548666667,8.4252,41.7195666667,7.86196965139,6.5762,4.14733333333,6.39132,14.1466666667,7.39403333333
398.56,5.85806666667,18.1234,14.4861333333,8.36186666666,41.7014333334,7.862289018,6.56873333333,4.17496666667,6.39833333333,14.1757333333,7.41843333333
398.92,5.84086666667,18.1301333333,14.4897333333,8.32333333334,41.6116666667,7.87255749602,6.5326,4.16513333333,6.39338666667,14.1606,7.41533333333
399.28,5.76133333333,18.0658,14.4300666666,8.1914,41.5019666667,7.80481739576,6.4586,4.10153333333,6.31368,14.0807333333,7.34046666667
399.64,5.766,18.0928666667,14.4414666667,8.12693333333,41.4955666667,7.79090807701,6.44733333333,4.0927,6.29748,14.0900666667,7.34973333333
400.00,5.78513333333,18.1366666667,14.4998,8.12660000001,41.4785,7.8174027341,6.44753333333,4.11693333333,6.31177333333,14.1672,7.38273333333
400.36,5.802,18.2057333333,14.6106666667,8.16160000001,41.4866666667,7.85586837548,6.49173333333,4.16003333333,6.32109333333,14.2226,7.4346
400.72,5.83393333333,18.2624666667,14.6679333333,8.16519999999,41.4034,7.90781635908,6.5134,4.15366666667,6.35630666667,14.2528,7.46396666667
401.08,5.8418,18.3304,14.6963333333,8.14766666667,41.3879,7.92946911597,6.5276,4.16633333334,6.37393333333,14.2912,7.48303333333
401.44,5.7664,18.2830666667,14.6768666667,8.06733333333,41.2569333333,7.86990182274,6.4486,4.09866666667,6.29326666667,14.2062,7.447
401.80,5.80826666667,18.3496,14.7206,8.1052,41.232,7.89474756208,6.49006666667,4.17673333333,6.34110666667,14.2605333333,7.5079
402.16,5.88853333333,18.4023333333,14.7840666667,8.14986666666,41.1768,7.95960850991,6.55926666667,4.2635,6.40305333333,14.3536,7.58496666667
402.52,5.86826666667,18.4602666667,14.7888666667,8.13759999999,41.1158666667,7.95661503759,6.54466666667,4.26433333333,6.38637333333,14.3604666667,7.56916666667
402.88,5.88213333333,18.4920666667,14.8682,8.10806666666,41.0789,7.98297464115,6.54393333333,4.2945,6.38566666667,14.3962666667,7.59896666667
403.24,5.95353333333,18.5617333333,14.918,8.13086666666,41.0437666667,8.03290153794,6.57066666667,4.36613333333,6.43274666667,14.4465333333,7.64926666667
403.60,5.97893333333,18.5989333333,14.9610666667,8.16359999999,40.9433,8.0553374231,6.57266666667,4.4081,6.45469333333,14.4485333333,7.67106666667
403.95,5.9902,18.6559333333,15.0064,8.15559999999,40.9513,8.06751684894,6.57586666667,4.4182,6.44205333333,14.4738,7.68936666667
404.31,5.88333333333,18.5395333333,14.8570666667,8.02839999999,40.7433,7.95470091137,6.44226666667,4.3202,6.33597333333,14.3508666667,7.57946666667
404.67,5.8612,18.5225333333,14.8673333333,7.96773333333,40.6571,7.91805628845,6.41486666667,4.3115,6.31781333333,14.3373333333,7.55583333333
405.03,5.8344,18.5119333333,14.8706,7.94966666667,40.5906666667,7.87618806106,6.364,4.3025,6.29426666667,14.3342,7.534
405.39,5.82913333333,18.5328666666,14.8872666667,7.94146666667,40.5089666667,7.88083377763,6.3526,4.33313333333,6.29624,14.3566666667,7.53913333333
405.75,5.79253333333,18.5592666666,14.8865333333,7.90086666667,40.4359666667,7.89114049898,6.33213333333,4.31873333333,6.28081333333,14.3568,7.50376666667
406.11,5.73126666666,18.5164666667,14.855,7.83993333334,40.3146,7.8747296309,6.29226666667,4.295,6.24508,14.3385333333,7.46553333333
406.47,5.73126666667,18.5084666667,14.8784,7.85280000001,40.1795666667,7.87905467077,6.29833333333,4.3149,6.2606,14.3737333333,7.491
406.83,5.70606666666,18.4898666667,14.8435333333,7.83126666667,40.0752,7.83808235361,6.2876,4.29296666667,6.24010666667,14.3711333333,7.46353333333
407.19,5.68253333333,18.4988,14.8809333333,7.81119999999,39.9887333333,7.83089634313,6.27866666666,4.28136666667,6.21096,14.4026,7.46823333333
407.55,5.67353333333,18.5355333333,14.9116,7.80726666666,39.9273333333,7.83628831169,6.3076,4.29046666667,6.19186666667,14.4648,7.47633333333
407.90,5.64486666667,18.5051333333,14.8723333333,7.75993333333,39.7606,7.81192298929,6.29686666667,4.2726,6.15693333333,14.4610666667,7.42013333333
408.26,5.70673333333,18.6174,15.0063333333,7.79019999999,39.7657333333,7.87652811575,6.36406666667,4.33603333333,6.20696,14.5786,7.47393333333
408.62,5.7472,18.6802666667,15.0551333333,7.82620000001,39.7402,7.90153125997,6.3828,4.3935,6.20402666667,14.6468,7.50373333333
408.98,5.74213333333,18.6896666667,15.078,7.80993333333,39.6345666667,7.91514679882,6.421,4.41796666667,6.1998,14.6439333333,7.50966666667
409.34,5.7802,18.7678,15.139,7.84826666667,39.5958666667,7.96380977443,6.49153333333,4.46793333333,6.23562666667,14.7203333333,7.5488
409.70,5.82086666667,18.7799333333,15.2065333333,7.86773333333,39.5249,7.9748124288,6.48846666667,4.47596666667,6.23814666667,14.7524,7.57393333333
410.06,5.85786666666,18.8819333333,15.2746666667,7.91306666667,39.5126666667,8.00908487127,6.48913333333,4.48473333333,6.24708,14.7714,7.5918
410.42,5.81946666667,18.8630666667,15.2705333333,7.84746666666,39.4719666667,7.98321781727,6.44513333333,4.43673333333,6.20156,14.7412,7.5516
410.77,5.82833333333,18.9062666667,15.2916666667,7.8592,39.3812333333,7.99012372978,6.4432,4.44776666667,6.19766666667,14.7558,7.54923333333
411.13,5.81526666667,18.9092,15.2863333333,7.84446666666,39.2918666667,7.97766000228,6.44153333333,4.44583333333,6.2114,14.7493333333,7.52253333333
411.49,5.79,18.8745333333,15.2662666667,7.76966666666,39.1572333333,7.93695141263,6.3838,4.4136,6.19218666666,14.7287333333,7.49666666667
411.85,5.78966666667,18.8899333333,15.3057333333,7.73793333333,39.0637,7.9322288904,6.35266666667,4.39476666667,6.17946666667,14.7131333333,7.50516666667
412.21,5.8088,18.8973333333,15.3254,7.76226666667,39.0043666667,7.94694444064,6.3554,4.41343333333,6.18270666667,14.7278666667,7.5229
412.57,5.80913333333,18.9190666667,15.3685333333,7.75806666667,38.9076666667,7.95705284803,6.3734,4.425,6.19326666667,14.7554,7.56083333333
412.92,5.8326,18.9558,15.3829333333,7.74800000001,38.7925666667,7.97496347687,6.364,4.4172,6.18528,14.7750666667,7.5888
413.28,5.83686666667,18.9678666667,15.4123333333,7.70986666667,38.7191333333,7.96461023012,6.33766666667,4.39326666667,6.19202666666,14.7979333333,7.60806666667
413.64,5.793,18.9548,15.3679333333,7.67606666667,38.5837,7.93524463432,6.30413333333,4.39033333333,6.15852,14.8101333333,7.56973333333
414.00,5.772,18.9407333333,15.3855333333,7.62453333334,38.4481333333,7.91701924128,6.2768,4.3948,6.15392,14.8532666667,7.57203333333
414.36,5.7782,18.9826,15.4143333333,7.59633333333,38.3043666667,7.91844839371,6.282,4.42276666667,6.14652,14.873,7.57666666667
414.72,5.7596,18.9831333333,15.4816,7.55253333333,38.1998333333,7.94246592618,6.2758,4.45206666667,6.14824,14.8993333333,7.60416666667
415.07,5.7146,19.0116666667,15.4979333333,7.50419999999,38.1144666667,7.919560401,6.22673333333,4.4209,6.09949333333,14.9189333334,7.58003333333
415.43,5.6988,19.0534,15.5265333333,7.5028,38.0525666667,7.95116533379,6.21886666667,4.43846666667,6.0768,14.9191333334,7.56743333333
415.79,5.7194,19.1561333333,15.5905333333,7.54066666667,38.0286333333,7.98605378218,6.24453333333,4.50863333333,6.10816,14.9956,7.6038
416.15,5.70833333333,19.2281333333,15.6706666667,7.51873333333,37.9206666667,8.00478679653,6.23833333333,4.50933333333,6.10684,15.0256,7.60733333333
416.51,5.67246666667,19.235,15.6608666667,7.44926666667,37.8222333333,7.99414854181,6.1952,4.4793,6.06094666667,15.0142,7.5712
416.86,5.6842,19.3132,15.7563333333,7.47613333333,37.7553666667,8.03980059239,6.228,4.53926666667,6.10009333333,15.0825333334,7.60856666667
417.22,5.6012,19.2642666667,15.7242666667,7.376,37.6215,7.96863305992,6.13546666667,4.4872,6.01432,15.0076,7.53753333333
417.58,5.60686666667,19.2743333333,15.7486,7.3212,37.5065666667,7.96140280246,6.12106666667,4.4798,5.98456,14.9917333333,7.54173333333
417.94,5.5798,19.274,15.7600666667,7.28493333333,37.4139,7.94304257234,6.09046666667,4.46043333333,5.94826666667,14.9726,7.5204
418.29,5.5928,19.2949333333,15.8058666667,7.27946666667,37.3481333333,7.95890486444,6.0886,4.4786,5.95838666667,14.9902,7.53273333333
418.65,5.61366666667,19.3228,15.8184666667,7.273,37.2831,7.96984211665,6.0896,4.505,5.96678666667,15.0262666666,7.55656666667
419.01,5.62046666667,19.3160666667,15.817,7.21606666667,37.1524333333,7.97128270677,6.06966666667,4.51076666667,5.96094666667,15.0078,7.56576666667
419.37,5.61253333333,19.3268,15.8457333333,7.18453333333,37.0777333333,7.9712278879,6.05346666667,4.51536666667,5.95910666667,15.0251333333,7.58156666667
419.73,5.5954,19.3098666667,15.8516666667,7.13766666667,36.9802333333,7.96105604921,6.02233333333,4.51103333333,5.93298666667,15.0098,7.5798
420.08,5.59566666667,19.3149333334,15.8542,7.1136,36.8809666667,7.9578446571,6.009,4.52756666667,5.9354,15.027,7.5859
420.44,5.62266666667,19.3590666667,15.9034666667,7.12193333333,36.8098333333,7.9899867054,6.0296,4.5684,5.97732,15.0602666667,7.6137
420.80,5.59853333333,19.3466666667,15.8854,7.06573333333,36.7049666667,7.95935797448,6.0026,4.55,5.94128,15.0482666667,7.58296666667
421.16,5.61533333334,19.3688,15.8930666667,7.0674,36.5878333333,7.97963976988,6.0132,4.5706,5.95525333333,15.0724,7.59663333333
421.51,5.62766666667,19.3954,15.9103333333,7.05933333333,36.5001,7.98854736842,6.02053333333,4.593,5.97112,15.1022666667,7.61773333333
421.87,5.64126666667,19.4308,15.9333333333,7.04346666667,36.4132333333,7.99602378674,6.02573333333,4.62066666667,5.98368,15.1272,7.64426666667
422.23,5.63473333333,19.4442666667,15.9371333333,7.00346666667,36.2872,7.9898363978,6.0098,4.61763333333,5.96850666667,15.1275333333,7.64776666667
422.58,5.62566666667,19.4694666667,15.9592666667,6.96846666667,36.1843666667,7.98547338801,5.99793333333,4.61016666667,5.95065333333,15.1249333333,7.629
422.94,5.65193333333,19.5388,16.0208666667,6.99106666667,36.1301333333,8.01219469127,6.02646666667,4.6512,5.98128,15.1765333333,7.6584
423.30,5.65073333333,19.5518,16.0256666667,6.95793333333,35.9732333333,7.99709603554,6.016,4.648,5.97330666667,15.1765333333,7.64823333333
423.66,5.64533333333,19.5588666666,16.0234666667,6.931,35.8239333333,7.98512778537,5.9968,4.64116666667,5.97321333334,15.1670666667,7.63793333333
424.01,5.6378,19.5688666667,16.0192666667,6.89146666667,35.722,7.97149419002,5.98726666667,4.62836666667,5.95388,15.1553333333,7.6177
424.37,5.603,19.54,15.9982666667,6.8498,35.5614666667,7.93558377763,5.9492,4.6058,5.90641333333,15.133,7.5967
424.73,5.5974,19.5557333333,16.0126,6.8202,35.4528333333,7.9234040442,5.92606666667,4.5979,5.90873333333,15.1255333334,7.599
425.08,5.61046666667,19.5768,16.0501333333,6.81286666667,35.3509,7.91991616542,5.92893333333,4.6147,5.91217333334,15.1451333334,7.60746666667
425.44,5.58393333333,19.5892,16.0668666667,6.78706666667,35.2187,7.90553321942,5.8878,4.6026,5.89156,15.131,7.59726666667
425.80,5.5592,19.5806666667,16.0556,6.7474,35.0745,7.87962458418,5.86013333333,4.57636666666,5.86496,15.1164666666,7.5728
426.16,5.57173333333,19.6024666667,16.0786,6.75486666667,34.9892333333,7.8877934951,5.8592,4.5953,5.88029333333,15.1504666666,7.56856666667
426.51,5.5682,19.6036666667,16.0794,6.74406666667,34.8286666667,7.87195157211,5.84233333333,4.59723333333,5.88078666667,15.1509333333,7.56596666667
426.87,5.55986666667,19.5931333333,16.0816,6.72173333333,34.6754666667,7.86378599909,5.8232,4.58703333334,5.87176,15.1437333333,7.55163333333
427.23,5.57633333333,19.6306666667,16.1339333333,6.7374,34.6142,7.88190959216,5.8326,4.6157,5.89216,15.1736666667,7.57453333333
427.58,5.56726666667,19.6503333333,16.1439333333,6.7456,34.4827666667,7.88444431533,5.83273333333,4.62713333333,5.89541333333,15.2055333333,7.56226666667
427.94,5.59726666667,19.695,16.1966666667,6.7728,34.369,7.915656072,5.85346666667,4.67153333333,5.91918666667,15.2348,7.61203333333
428.30,5.61733333333,19.7506666667,16.2599333333,6.804,34.2837333333,7.93174706084,5.8716,4.69553333333,5.93073333333,15.2726,7.62476666667
428.65,5.63073333333,19.7874666667,16.2890666667,6.8222,34.1959333333,7.94326471862,5.87773333333,4.71263333333,5.92921333333,15.3019333333,7.63633333333
429.01,5.64553333333,19.8269333333,16.3348666667,6.83926666667,34.1010666667,7.97758350421,5.88533333333,4.74046666667,5.93994666666,15.3390666666,7.66176666667
429.37,5.65146666667,19.845,16.3533333333,6.83826666667,34.0159666667,7.97841207564,5.90313333333,4.7391,5.94921333333,15.3548,7.64776666667
429.72,5.67506666667,19.8904666667,16.4075333333,6.8574,33.9182666667,7.99424244702,5.91113333333,4.77186666667,5.96192,15.3779333333,7.65236666667
430.08,5.60906666667,19.8667333333,16.4022,6.81633333333,33.7389333333,7.95766589201,5.874,4.72966666667,5.89382666667,15.3322,7.60363333333
430.44,5.59673333333,19.9329333333,16.4444,6.8234,33.6709,7.96645542264,5.87953333333,4.7232,5.88757333334,15.3432,7.60826666667
430.79,5.58526666667,19.9542666667,16.4452,6.83106666667,33.5557333333,7.96789010025,5.8734,4.728,5.85774666667,15.344,7.60793333333
431.15,5.57053333333,19.962,16.447,6.8122,33.4005333334,7.95533897243,5.87373333333,4.70456666667,5.83604,15.3448666667,7.59846666667
431.50,5.5976,20.0040666667,16.5032,6.82193333333,33.3525333333,7.97256393256,5.90673333333,4.71016666667,5.84356,15.3974666667,7.6287
431.86,5.56993333333,19.9862666667,16.4884,6.81333333333,33.2089,7.93948247892,5.88866666666,4.69073333333,5.82542666667,15.3934666667,7.5918
432.22,5.58946666667,20.0105333333,16.4904,6.81866666667,33.1079,7.94431201868,5.8912,4.69063333333,5.83061333333,15.4010666667,7.62073333333
432.57,5.61,20.0282,16.5131333333,6.84446666667,32.9984666667,7.96647889041,5.91573333333,4.70603333333,5.84514666667,15.4216666667,7.64346666667
432.93,5.61193333333,20.0541333333,16.5108666667,6.86426666667,32.9036666667,7.95872601959,5.93213333333,4.7055,5.86009333333,15.4178666667,7.64563333333
433.29,5.63046666667,20.087,16.5352,6.88846666667,32.8097,7.97447513101,5.94446666666,4.7236,5.87537333333,15.4263333333,7.66356666667
433.64,5.6346,20.0805333333,16.5114666667,6.9056,32.6901333333,7.98011377307,5.95813333333,4.7213,5.87670666667,15.4222,7.67223333333
434.00,5.67186666667,20.1323333333,16.5362666667,6.9292,32.6314333333,7.99941732741,5.982,4.75206666667,5.91833333333,15.4580666667,7.7185
