wavelength,Back_DigAlbf,Belly_DigAlbf,Breast_DigAlbf,Crissum_DigAlbf,Crown_DigAlbf,DorTail_DigAlbf,Patch10_DigAlbf,Rump_DigAlbf,Throat_DigAlbf,WingTip_DigAlbf
350.00,7.0522,16.9014666667,7.7923,8.97306666667,5.97593333333,7.6166,41.3512666667,8.35726666666,8.3626,8.67566666667
350.37,7.19946666667,17.0347333333,8.01629999999,9.14346666666,6.05553333334,7.70633333333,41.3874666667,8.52186666667,8.42686666667,8.79286666667
350.73,7.27246666667,17.2297333333,8.17226666666,9.31526666666,6.114,7.71006666667,41.5339333333,8.70293333334,8.5152,8.89966666667
351.10,7.159,17.2312666666,8.08306666666,9.33026666666,6.013,7.62546666667,41.4036,8.69840000001,8.53413333334,8.87133333333
351.46,7.10766666667,17.3007333333,8.02533333333,9.3966,5.99246666667,7.6582,41.5332,8.77460000001,8.57453333333,8.90573333333
351.83,7.13986666667,17.336,8.0001,9.47499999999,6.03293333333,7.65346666667,41.6685333333,8.79813333333,8.68813333334,8.9426
352.19,7.32886666667,17.5302,8.158,9.71973333335,6.23893333333,7.8444,41.9242,9.04233333333,8.89059999999,9.15533333333
352.55,7.047,17.3538666667,7.97410000001,9.49246666666,6.00946666667,7.5782,41.8406,8.83393333333,8.70799999999,8.96986666667
352.92,6.70626666667,17.117,7.73663333333,9.26533333333,5.78093333333,7.2976,41.5746,8.46859999999,8.5294,8.75946666667
353.28,6.59713333333,17.0162666667,7.67436666667,9.16493333333,5.61633333333,7.10833333333,41.4188666667,8.33426666667,8.47086666667,8.63193333333
353.65,6.4358,16.9688666667,7.56863333334,9.06413333333,5.46493333334,6.96893333333,41.5280666667,8.12953333333,8.39686666666,8.5322
354.01,6.38833333333,17.0796,7.56656666667,9.10793333333,5.49086666667,7.03953333333,41.747,8.0958,8.46406666667,8.54626666667
354.38,6.22486666667,17.0242666666,7.41466666667,8.97446666667,5.39573333333,6.9448,41.7413333333,7.92480000001,8.39019999999,8.49266666667
354.74,6.0436,16.8647333333,7.1977,8.83493333333,5.234,6.87526666667,41.727,7.73233333333,8.24526666667,8.37146666667
355.11,5.91846666667,16.7869333333,7.13136666667,8.70099999999,5.10393333333,6.74193333333,41.9112,7.56086666667,8.07546666667,8.28173333333
355.47,5.965,16.8222666667,7.24046666667,8.73453333333,5.14633333333,6.707,42.009,7.56133333334,8.02973333334,8.21486666667
355.83,6.01853333333,16.8867333333,7.37696666667,8.83786666666,5.2276,6.81853333333,42.1318666667,7.68400000001,8.10133333333,8.23486666667
356.20,5.94626666667,16.8962666667,7.41909999999,8.78259999999,5.1658,6.73973333333,42.1696666667,7.60386666667,8.07406666667,8.1374
356.56,6.0614,17.0105333333,7.50536666667,8.90306666665,5.27746666667,6.82933333333,42.4253333333,7.68813333333,8.14340000001,8.17306666667
356.93,6.23593333333,17.127,7.64453333333,9.05066666667,5.41593333333,6.93653333333,42.5646666666,7.8614,8.26813333333,8.27533333333
357.29,6.44833333333,17.4032,7.87899999999,9.2942,5.66,7.17733333333,42.891,8.11113333334,8.50286666667,8.52426666667
357.66,6.46853333333,17.4326,7.89320000001,9.34839999999,5.68173333333,7.1612,42.8980666667,8.21380000001,8.48373333333,8.51206666667
358.02,6.43926666667,17.3864,7.91756666667,9.35013333334,5.70293333333,7.09273333333,42.9398,8.26286666667,8.44126666667,8.4532
358.38,6.4894,17.5043333333,7.97793333333,9.44593333334,5.78493333333,7.12373333334,43.0698,8.33346666667,8.48326666666,8.46653333333
358.75,6.7228,17.7194666667,8.20339999999,9.64340000001,5.9968,7.29766666667,43.4053333333,8.57259999999,8.6712,8.64333333333
359.11,6.78893333333,17.8716666667,8.28606666667,9.74460000001,6.0696,7.42486666666,43.5052666667,8.70413333333,8.74480000001,8.7012
359.48,6.97046666667,18.0112,8.41433333334,9.89326666668,6.1928,7.6256,43.7614666666,8.8624,8.90673333334,8.90673333333
359.84,7.12013333333,18.1642,8.51900000001,10.0052666667,6.321,7.73853333333,43.9105333333,8.92633333333,8.97119999999,9.09146666667
360.20,7.212,18.2433333333,8.55896666666,10.0556666667,6.36406666667,7.79806666667,43.9220666666,8.98426666667,9.01113333333,9.16686666667
360.57,7.26913333333,18.3087333333,8.60446666667,10.1142666667,6.40866666667,7.8866,44.0151333333,9.07946666666,9.09973333333,9.2326
360.93,7.3852,18.5082666667,8.73299999999,10.2232,6.46386666667,7.98706666667,44.2715333333,9.17673333333,9.21553333332,9.3092
361.29,7.34366666667,18.4776666667,8.66890000001,10.1137333333,6.41906666667,7.92,44.3424,9.09473333333,9.12979999999,9.19066666667
361.66,7.32566666667,18.4680666667,8.67883333333,10.0566666667,6.4082,7.85313333333,44.302,9.04026666667,9.1232,9.1654
362.02,7.37126666666,18.5323333333,8.6689,10.1042666667,6.39733333333,7.86826666667,44.3122666667,9.02020000001,9.12726666667,9.1996
362.39,7.35986666667,18.5307333333,8.66983333334,10.0841333333,6.366,7.89073333333,44.4785333333,9.01286666666,9.13966666668,9.17586666667
362.75,7.2358,18.4464,8.56403333334,10.0063333333,6.2548,7.7942,44.4233333333,8.90520000001,9.07293333334,9.06033333333
363.11,7.194,18.4393333333,8.56573333333,10.0032666667,6.2328,7.76526666667,44.4122666667,8.88099999999,9.08386666666,9.01286666667
363.48,7.12646666667,18.4291333333,8.48896666667,9.93513333333,6.206,7.6204,44.3422666667,8.85180000001,9.08726666667,8.9242
363.84,6.97806666667,18.3364666667,8.38573333333,9.79739999999,6.0706,7.46813333333,44.2856,8.7402,9.0452,8.7476
364.20,6.956,18.3756,8.40283333333,9.80966666667,6.07606666667,7.4608,44.4062,8.75679999999,9.07686666667,8.72626666667
364.57,6.82233333333,18.3521333333,8.36919999999,9.7378,5.95806666667,7.3342,44.3766666667,8.647,9.00239999999,8.62353333333
364.93,6.59893333333,18.2082,8.17653333333,9.5424,5.79446666667,7.11993333333,44.3461333333,8.49013333333,8.8286,8.461
365.29,6.58853333333,18.2463333333,8.17426666667,9.59260000001,5.78586666667,7.09693333333,44.3654,8.46119999999,8.84826666667,8.4586
365.66,6.62906666667,18.3177333333,8.15799999999,9.6318,5.83033333333,7.16753333333,44.4966666667,8.49946666667,8.89713333333,8.45913333333
366.02,6.68086666667,18.4019333333,8.23639999999,9.67559999999,5.8624,7.19193333333,44.7101333333,8.59759999999,9.00266666667,8.5136
366.38,6.74466666667,18.5130666667,8.29446666666,9.74766666667,5.90326666667,7.1856,44.6918,8.67246666667,9.03126666668,8.54586666667
366.75,6.8204,18.5782666667,8.35856666667,9.78220000001,5.93946666667,7.18686666667,44.6786,8.67793333333,9.02366666666,8.5808
367.11,6.84753333334,18.5915333333,8.33533333333,9.7444,5.93853333333,7.11526666667,44.7494666667,8.6322,9.0012,8.5802
367.47,6.8754,18.6905333333,8.42433333334,9.84486666665,5.97253333333,7.18406666667,44.9142,8.64653333333,9.01853333333,8.634
367.84,6.90653333333,18.7772,8.4514,9.89853333333,5.99753333333,7.21666666667,44.9425333333,8.68013333334,9.03093333333,8.71106666667
368.20,6.84373333333,18.7812666667,8.39316666667,9.86046666667,5.9528,7.14906666667,44.9773333333,8.60093333333,8.98946666667,8.63153333333
368.56,7.01066666667,18.9768,8.51013333334,9.98506666667,6.11886666667,7.26973333333,45.2099333333,8.76633333333,9.09413333334,8.75926666666
368.93,7.31753333333,19.2062666667,8.79286666667,10.2589333333,6.37893333333,7.57273333333,45.3397333333,9.00393333334,9.34380000001,8.99053333333
369.29,7.39646666667,19.3427333333,8.9103,10.3578,6.4652,7.67766666666,45.5132666667,9.13099999999,9.43360000001,9.1292
369.65,7.56613333333,19.507,9.08979999999,10.5029333333,6.5848,7.83273333333,45.7928,9.26446666667,9.61313333334,9.30293333333
370.01,7.57166666667,19.5414,9.16646666666,10.5273333333,6.60393333333,7.9054,45.8200666667,9.2602,9.61966666667,9.29846666667
370.38,7.5138,19.564,9.12646666665,10.4737333333,6.55073333333,7.88726666667,45.9162666666,9.21520000001,9.59566666668,9.30833333333
370.74,7.46126666667,19.6162666667,9.14093333333,10.5072666667,6.5366,7.8626,46.0919333333,9.23286666667,9.63226666665,9.301
371.10,7.6046,19.8123333333,9.33330000001,10.7017333333,6.71953333333,8.0858,46.3499333333,9.4132,9.82513333334,9.48353333333
371.46,7.5196,19.7711333333,9.26059999999,10.5814,6.6676,8.03673333333,46.2105333333,9.35860000001,9.76253333333,9.41346666667
371.83,7.55866666667,19.8478666667,9.32143333332,10.6589333333,6.66833333333,8.09373333333,46.4256666666,9.42593333333,9.81633333333,9.45566666667
372.19,7.546,19.8205333333,9.2719,10.6474666667,6.61986666667,8.06566666667,46.5179333334,9.41706666666,9.78793333333,9.4194
372.55,7.41526666667,19.7050666667,9.15036666667,10.4946666667,6.47753333333,7.91206666667,46.4497333333,9.28240000001,9.70206666666,9.24253333333
372.92,7.2892,19.634,9.01576666667,10.3798666667,6.36586666667,7.7804,46.3735333333,9.1712,9.60833333333,9.1288
373.28,7.19113333333,19.5092,8.91129999999,10.3053333333,6.24093333333,7.69366666667,46.2428,9.06633333334,9.46826666667,8.98273333333
373.64,7.1468,19.5619333333,8.88213333333,10.3286,6.2176,7.6296,46.1924,9.06399999999,9.40186666668,8.95966666667
374.00,7.0768,19.6402666666,8.8276,10.2798,6.1876,7.55586666667,46.2725333333,9.00313333333,9.36046666665,8.89993333333
374.37,7.13013333333,19.7328,8.90803333333,10.3349333333,6.23593333333,7.58266666667,46.4588666667,9.08193333334,9.43653333333,8.92853333333
374.73,7.04613333333,19.6967333333,8.82023333333,10.2588666667,6.1608,7.49806666667,46.4507333333,9.01459999999,9.3526,8.81266666667
375.09,6.9538,19.6218666667,8.67883333333,10.1923333333,6.02353333333,7.32866666667,46.3976,8.88473333333,9.20720000001,8.62553333333
375.45,6.938,19.6294,8.67223333333,10.2338,5.96006666667,7.31606666667,46.569,8.89233333333,9.19053333333,8.57106666667
375.81,7.02326666667,19.7042,8.7722,10.2692,6.04106666667,7.38786666667,46.6287333333,8.94620000001,9.23013333332,8.5806
376.18,7.0914,19.8726,8.86583333333,10.3705333333,6.13013333334,7.49666666667,46.7893333333,9.0496,9.28626666667,8.68933333333
376.54,7.20146666667,20.0266666667,8.99130000001,10.5262666667,6.23873333333,7.6544,46.9756,9.14793333333,9.36993333334,8.8512
376.90,7.15173333333,20.0524,8.98343333333,10.5149333333,6.2304,7.64266666666,47.0954,9.13740000001,9.34219999999,8.8266
377.26,7.15126666667,20.0927333333,8.98713333333,10.4858666667,6.2724,7.614,47.1773333333,9.1258,9.38306666667,8.77813333333
377.63,7.13193333333,20.0513333333,9.02746666666,10.5130666667,6.27546666667,7.60726666667,47.1808666667,9.12553333334,9.41153333334,8.7636
377.99,7.19786666667,20.1122,9.12536666667,10.5890666667,6.36133333333,7.65313333333,47.2682,9.21993333334,9.49273333334,8.84713333333
378.35,7.19813333333,20.0594666667,9.12949999999,10.6155333333,6.37593333333,7.65646666667,47.2596666667,9.18260000001,9.42953333333,8.8072
378.71,7.304,20.1213333333,9.26753333333,10.7038,6.44453333333,7.7738,47.2912666667,9.24726666667,9.51060000001,8.90873333333
379.07,7.3366,20.1920666667,9.37026666667,10.7460666667,6.50706666667,7.86673333333,47.3967333333,9.28773333333,9.5758,8.97566666667
379.44,7.33246666666,20.2572666667,9.3871,10.7609333333,6.52,7.84593333333,47.4016666667,9.26020000001,9.58213333333,8.9966
379.80,7.23306666667,20.2294,9.2865,10.7298,6.43093333333,7.72986666667,47.3858666667,9.14293333334,9.50593333333,8.89166666667
380.16,7.344,20.2748,9.4121,10.8030666667,6.51713333333,7.79413333333,47.3776666667,9.22866666667,9.60326666665,8.9758
380.52,7.305,20.2704,9.4034,10.7736,6.4978,7.70733333333,47.4382,9.22866666667,9.57686666667,8.93133333333
380.88,7.29186666667,20.2892666667,9.41843333334,10.775,6.47106666666,7.64533333333,47.5131333333,9.22453333333,9.56873333333,8.9064
381.24,7.35273333333,20.3655333333,9.50816666666,10.8375333333,6.49953333334,7.67526666666,47.6176,9.31573333334,9.60713333332,8.9994
381.61,7.24793333333,20.3202,9.40203333333,10.7071333333,6.38566666667,7.59213333333,47.6513333333,9.25566666667,9.4892,8.88793333333
381.97,7.2034,20.2908666667,9.34100000001,10.6363333333,6.29866666667,7.53646666667,47.6184,9.21659999999,9.41146666667,8.81113333333
382.33,7.25026666667,20.3910666667,9.3841,10.6405333333,6.305,7.59446666667,47.6401333333,9.24473333334,9.45453333333,8.84353333333
382.69,7.27073333333,20.4212,9.35880000001,10.6375333333,6.317,7.58006666667,47.7237333333,9.26993333333,9.45193333332,8.8412
383.05,7.3404,20.4731333333,9.3648,10.6528,6.39006666667,7.59886666667,47.7283333333,9.36813333334,9.48639999999,8.89206666667
383.41,7.41266666667,20.4912666667,9.39463333332,10.7144666667,6.44593333333,7.65053333333,47.8058,9.41373333334,9.56126666667,8.94546666667
383.77,7.49473333333,20.5270666667,9.44006666666,10.7497333333,6.50086666667,7.665,47.9054,9.47933333334,9.58426666667,9.02513333333
384.14,7.33333333333,20.46,9.27066666667,10.622,6.36246666667,7.49453333333,47.8653333333,9.3144,9.45186666666,8.86393333333
384.50,7.3484,20.4817333333,9.27473333333,10.6414666667,6.36906666667,7.52893333333,47.8961333334,9.28919999999,9.47713333333,8.85713333333
384.86,7.33346666667,20.5485333333,9.25686666668,10.6406,6.37533333333,7.57586666667,47.9922,9.26873333334,9.47913333333,8.88633333333
385.22,7.29353333333,20.5679333333,9.20863333334,10.6252,6.33606666667,7.54546666667,48.0764666667,9.21340000001,9.49900000001,8.84473333333
385.58,7.28486666667,20.6172,9.19103333333,10.6362,6.33606666667,7.49026666667,48.102,9.15606666667,9.48206666666,8.82973333333
385.94,7.27233333333,20.6413333334,9.18263333334,10.6421333333,6.30546666667,7.4632,48.2030666667,9.11806666666,9.50086666667,8.80933333333
386.30,7.14806666667,20.5678,9.07713333333,10.5614666667,6.20893333333,7.3202,48.2444666666,9.00560000001,9.45126666667,8.69973333333
386.66,7.06713333333,20.5966666667,9.05889999999,10.5274,6.1744,7.2634,48.2998,8.95773333334,9.42513333333,8.65686666667
387.03,6.94993333333,20.5678666666,8.98446666666,10.4754666667,6.07173333333,7.1722,48.3434,8.86053333334,9.37699999999,8.5566
387.39,6.93813333333,20.5892,9.0116,10.4440666667,6.06226666667,7.1628,48.4038,8.88959999999,9.37033333333,8.5218
387.75,6.87606666667,20.6524,9.00560000001,10.4460666667,6.04453333333,7.17173333333,48.3718666667,8.88506666667,9.34906666668,8.4696
388.11,6.82586666667,20.6015333333,8.95123333333,10.3975333333,6.01566666667,7.15173333333,48.4204,8.83493333333,9.30126666666,8.39866666667
388.47,6.91186666667,20.6825333333,9.00486666666,10.4698,6.109,7.20606666667,48.4298,8.90480000001,9.3742,8.4546
388.83,6.97993333333,20.6554,9.07380000001,10.5242666667,6.1346,7.21673333333,48.43,8.95133333333,9.41046666667,8.47266666667
389.19,6.9362,20.6315333333,9.04213333334,10.4928,6.08806666667,7.19253333333,48.4384,8.89713333334,9.35673333334,8.44666666667
389.55,6.9858,20.7448,9.14329999999,10.5503333333,6.14733333333,7.30393333333,48.6159333333,8.98586666666,9.46553333332,8.51686666667
389.91,7.04026666666,20.7973333333,9.1991,10.6221333333,6.24026666667,7.37773333333,48.6482,9.05613333333,9.5156,8.56853333334
390.27,7.06126666667,20.8732,9.24310000001,10.6634,6.27733333333,7.42166666667,48.7587333333,9.12779999999,9.55673333334,8.6122
390.63,7.10093333333,20.9459333333,9.27446666667,10.7055333333,6.30226666667,7.46226666666,48.8974666667,9.18373333334,9.59700000001,8.5984
391.00,7.1628,20.95,9.34560000001,10.7417333333,6.34393333333,7.50926666667,48.9028,9.21279999999,9.59480000001,8.67353333333
391.36,7.1946,20.9734666667,9.3552,10.784,6.35973333333,7.5212,48.9473333333,9.22906666667,9.61926666667,8.6862
391.72,7.21053333333,20.9618666666,9.38140000001,10.7701333333,6.3504,7.53086666667,48.9972,9.2314,9.64153333335,8.7178
392.08,7.2744,21.0325333334,9.47366666667,10.8700666666,6.4006,7.5754,49.0288,9.31820000001,9.73320000001,8.79446666667
392.44,7.17686666667,20.9962666667,9.41063333334,10.8122,6.289,7.48906666667,49.0738666667,9.24253333334,9.62506666666,8.72573333333
392.80,7.19386666667,21.0422666667,9.45736666667,10.8316666667,6.325,7.53293333333,49.1097333333,9.28246666667,9.6708,8.77493333333
393.16,7.28593333333,21.1289333334,9.54093333333,10.9313333333,6.4252,7.61373333333,49.1862666666,9.38866666667,9.7544,8.86746666667
393.52,7.32326666667,21.1198,9.56550000001,10.9642,6.44693333333,7.616,49.2918666667,9.41859999999,9.73900000001,8.8568
393.88,7.30613333333,21.1032666667,9.57793333333,10.9317333333,6.40926666667,7.5826,49.3766666667,9.40586666667,9.71586666666,8.84746666667
394.24,7.33633333333,21.1262666667,9.60296666666,10.9976666667,6.43413333333,7.59013333333,49.3908666667,9.4346,9.73526666665,8.88506666667
394.60,7.37493333333,21.1222,9.63396666665,11.0302666667,6.47193333333,7.60686666667,49.3338666667,9.43,9.75853333335,8.942
394.96,7.3654,21.1836666667,9.6102,11.0198,6.44533333333,7.58813333333,49.4521333333,9.41606666667,9.80346666667,8.89646666667
395.32,7.39626666667,21.2210666667,9.65796666667,11.0598666667,6.494,7.62,49.4748,9.42873333333,9.81993333333,8.94566666667
395.68,7.3766,21.2154,9.65726666667,11.0557333333,6.49253333333,7.5784,49.5181333333,9.41466666666,9.82193333333,8.9202
396.04,7.4024,21.292,9.72533333333,11.0658,6.5498,7.63046666667,49.6922666667,9.45399999999,9.84813333334,8.97366666667
396.40,7.42813333333,21.3056666667,9.74343333333,11.0696666666,6.5666,7.64766666667,49.7232,9.47186666667,9.86420000001,8.96153333333
396.76,7.43146666667,21.3432666667,9.71966666667,11.0559333333,6.5738,7.61873333333,49.7468666667,9.45686666667,9.83880000001,8.9092
397.12,7.35306666667,21.3002666667,9.67676666665,10.9538666667,6.50873333333,7.56153333333,49.7325333333,9.42446666667,9.79413333334,8.817
397.48,7.31206666667,21.2800666667,9.64286666667,10.9154666667,6.47433333333,7.52913333333,49.6703333333,9.38726666666,9.80846666667,8.80046666667
397.84,7.25733333333,21.2649333333,9.60460000001,10.9158,6.43553333333,7.49046666667,49.599,9.35693333334,9.78766666667,8.7502
398.20,7.24126666667,21.2471333333,9.60180000001,10.8698,6.42026666667,7.4958,49.5959333333,9.34280000001,9.74773333332,8.70826666667
398.56,7.21993333333,21.2258666667,9.56116666665,10.812,6.3688,7.45853333333,49.6506666667,9.32673333333,9.73053333334,8.67446666667
398.92,7.18033333333,21.1724,9.51913333333,10.7609333333,6.3152,7.40733333333,49.5694666667,9.28793333334,9.68506666665,8.62006666667
399.28,7.11746666667,21.1542666667,9.44813333333,10.7249333333,6.23913333333,7.33606666667,49.5229333333,9.21926666667,9.64006666666,8.5456
399.64,7.13693333333,21.1199333333,9.42076666667,10.7420666667,6.23666666666,7.33953333333,49.5133333333,9.22499999999,9.64193333335,8.54206666667
400.00,7.14306666667,21.1125333333,9.41246666667,10.7416666667,6.1904,7.3098,49.5115333333,9.19846666666,9.62666666667,8.53593333333
400.36,7.06526666667,21.0772,9.36446666665,10.6618,6.12526666667,7.268,49.5802,9.15306666666,9.61959999999,8.478
400.72,7.05286666667,21.0703333333,9.37953333332,10.6925333333,6.08573333333,7.26466666667,49.6748,9.16959999999,9.64086666667,8.4928
401.08,7.15513333333,21.1539333333,9.46820000001,10.8255333333,6.18013333333,7.34306666667,49.7622,9.23999999999,9.74139999999,8.56053333333
401.44,7.2258,21.1783333333,9.4976,10.8828666667,6.2236,7.38793333333,49.7855333334,9.276,9.77673333333,8.59066666667
401.80,7.35506666667,21.2649333333,9.56356666666,10.9729333333,6.31426666667,7.5158,49.9472666667,9.34953333333,9.85973333333,8.6866
402.16,7.42246666667,21.3374666667,9.62606666667,11.0474,6.3768,7.5778,50.0362,9.38980000001,9.93906666667,8.72626666666
402.52,7.46473333333,21.3945333333,9.72883333333,11.1468,6.44973333333,7.674,50.0770666667,9.45173333333,10.0172666667,8.8084
402.88,7.55673333333,21.4895333333,9.88346666668,11.275,6.60333333333,7.84573333333,50.1746666667,9.57393333334,10.1291333333,8.9378
403.24,7.58846666667,21.567,9.98816666667,11.3082,6.67106666667,7.91786666667,50.307,9.66106666667,10.1815333333,9.01753333333
403.60,7.61766666667,21.6517333333,10.0752333333,11.3544666667,6.71453333333,7.9834,50.4324666667,9.71860000001,10.2640666667,9.05473333333
403.95,7.63873333333,21.7115333333,10.1209666667,11.4006,6.73986666667,8.0038,50.5299333333,9.75893333333,10.3087333333,9.06633333333
404.31,7.74326666667,21.8128666667,10.2226666667,11.5212666667,6.8368,8.07613333333,50.6579333333,9.84039999999,10.3772666667,9.1626
404.67,7.72886666667,21.831,10.2153,11.4695333333,6.79866666667,8.05486666667,50.6748,9.80646666667,10.3489333333,9.11206666666
405.03,7.68533333333,21.8477333333,10.1890333333,11.4124,6.7256,8.00266666667,50.7664,9.75346666667,10.3020666667,9.0762
405.39,7.67973333333,21.9009333333,10.2037333333,11.4231333333,6.7144,8.00186666667,50.861,9.75446666666,10.3148,9.0816
405.75,7.6362,21.8638666666,10.1842333333,11.3635333333,6.67626666667,7.9248,50.8277333334,9.71079999999,10.302,9.0342
406.11,7.54493333333,21.7984666667,10.1181666667,11.2755333333,6.56686666667,7.82933333333,50.7723333333,9.63346666667,10.2376666667,8.94246666667
406.47,7.55093333333,21.8274,10.1180666667,11.2816,6.58086666667,7.8088,50.8064,9.61839999999,10.2359333333,8.9268
406.83,7.5422,21.8406,10.0585,11.2446666667,6.50173333333,7.72606666667,50.8927333333,9.58033333334,10.2002,8.8952
407.19,7.54053333333,21.8378,10.0245666667,11.2264666667,6.45746666667,7.68293333333,50.9122,9.53713333333,10.1863333333,8.83966666667
407.55,7.53393333334,21.8718,10.0103,11.2111333333,6.45086666667,7.64533333333,50.9700666667,9.51540000001,10.1669333333,8.8428
407.90,7.4966,21.8088,9.94426666665,11.1648666667,6.42146666667,7.5732,50.8827333333,9.47346666666,10.115,8.7956
408.26,7.43986666667,21.7454,9.88846666666,11.1037333333,6.36706666667,7.51433333333,50.7471333333,9.42539999999,10.0915333333,8.73633333333
408.62,7.4158,21.7767333334,9.86400000001,11.1064,6.39706666667,7.50593333333,50.7920666667,9.42866666667,10.1036666667,8.71453333333
408.98,7.4054,21.7826,9.87346666667,11.1476666667,6.4236,7.50266666667,50.7582666667,9.43126666666,10.1000666667,8.69666666667
409.34,7.3714,21.8016,9.89560000001,11.1644666667,6.43526666667,7.49546666667,50.7652,9.43826666667,10.0904666667,8.68246666667
409.70,7.363,21.8259333334,9.90240000001,11.2047333333,6.4368,7.4944,50.7617333333,9.43940000001,10.1077333333,8.67613333333
410.06,7.46466666667,21.9286,9.98246666667,11.3152666667,6.5392,7.56906666667,50.8916,9.51893333334,10.1958,8.78586666666
410.42,7.515,22.0016,10.0510666667,11.3743333333,6.5724,7.62073333333,50.9804666667,9.58680000001,10.2730666667,8.825
410.77,7.536,22.0143333333,10.1159666667,11.4286,6.62146666667,7.656,50.9974,9.61566666666,10.3112,8.84693333333
411.13,7.5288,21.9978666667,10.1172333333,11.4378,6.62466666667,7.6474,50.9671333333,9.60786666667,10.3205333333,8.85313333333
411.49,7.58046666667,22.0868666667,10.1803666667,11.5233333333,6.6882,7.71313333333,51.0471333334,9.66633333333,10.3922,8.89526666667
411.85,7.6402,22.1841333333,10.2661666667,11.5904,6.74146666667,7.8014,51.1314,9.71706666666,10.4718666667,8.96833333333
412.21,7.7144,22.2154,10.3503333333,11.6682666667,6.7942,7.87026666667,51.1848666667,9.76166666667,10.5264,9.0286
412.57,7.80606666667,22.2996666667,10.4720666667,11.7867333333,6.84933333333,7.93893333333,51.3013333333,9.83066666666,10.6223333333,9.15453333333
412.92,7.79,22.276,10.4404,11.7421333333,6.83013333333,7.9296,51.3088,9.82466666666,10.6257333333,9.16466666667
413.28,7.7538,22.2166666667,10.415,11.6764666667,6.7746,7.8774,51.2563333333,9.75586666667,10.5882,9.1456
413.64,7.7994,22.2636,10.5096,11.7364666667,6.8238,7.96386666667,51.3607333333,9.80953333334,10.6199333333,9.20413333334
414.00,7.79306666667,22.2859333333,10.5440333333,11.7338,6.82426666667,7.99606666667,51.3939333333,9.84413333334,10.6146,9.2174
414.36,7.78593333333,22.2902666667,10.5322,11.7143333333,6.79053333333,7.96746666667,51.4842666667,9.8054,10.5608,9.18806666667
414.72,7.755,22.2773333333,10.5194666667,11.6820666667,6.76853333333,7.94806666667,51.5452,9.80053333333,10.5724,9.177
415.07,7.77253333333,22.3258,10.5316333333,11.709,6.78446666667,7.97446666667,51.7422,9.83933333333,10.5947333333,9.20026666667
415.43,7.71053333333,22.2596666667,10.4804666667,11.6566666667,6.711,7.90893333334,51.7576,9.77173333333,10.5214,9.14293333333
415.79,7.6662,22.2738,10.4738333333,11.6595333333,6.6776,7.8942,51.8826,9.75593333333,10.4964,9.12
416.15,7.62186666667,22.3033333334,10.4407666667,11.6256666667,6.6606,7.87653333333,52.0048666667,9.71326666667,10.5031333333,9.0924
416.51,7.60426666667,22.2775333333,10.4453,11.6272666667,6.68,7.88246666667,52.0482666667,9.72513333333,10.5203333333,9.0828
416.86,7.66026666667,22.3261333334,10.5259,11.7078666667,6.7274,7.931,52.1135333333,9.76886666667,10.599,9.15213333333
417.22,7.65726666667,22.2964666667,10.5339,11.7154,6.73106666667,7.9512,52.1362,9.77600000001,10.6109333333,9.1496
417.58,7.5976,22.2508,10.4602,11.6484,6.65906666667,7.85966666667,52.1679333333,9.71533333333,10.5688666667,9.07873333333
417.94,7.60673333333,22.2121333333,10.4752666667,11.6461333333,6.6786,7.85353333333,52.1605333333,9.7022,10.5983333333,9.09366666667
418.29,7.60013333333,22.1615333333,10.4613333333,11.6429333333,6.67773333333,7.84546666667,52.1260666667,9.71233333333,10.6314,9.08466666667
418.65,7.63213333333,22.1663333333,10.507,11.6804,6.7132,7.88633333333,52.1462666667,9.73933333334,10.6560666667,9.11606666667
419.01,7.60946666667,22.107,10.5127666667,11.6511333333,6.67173333333,7.86,52.057,9.69613333333,10.6469333333,9.09173333333
419.37,7.6166,22.0724666667,10.5229333333,11.633,6.67206666667,7.87253333333,52.0368,9.70240000001,10.6704,9.08413333333
419.73,7.61626666667,22.023,10.5104666667,11.5996,6.67013333333,7.86766666666,51.9702,9.6814,10.6750666667,9.0688
420.08,7.60373333333,22.004,10.5293,11.6006666667,6.66606666667,7.86726666667,51.9693333333,9.69573333333,10.681,9.06386666667
420.44,7.58046666667,21.9535333333,10.5029,11.5437333333,6.62233333333,7.8474,51.9056,9.66046666666,10.6510666667,9.04073333333
420.80,7.5642,21.9124,10.5030333333,11.5114666667,6.6112,7.8436,51.8616666667,9.64693333333,10.6219333333,9.0204
421.16,7.5772,21.9168,10.5126333333,11.5118,6.61473333333,7.8488,51.8926666667,9.66186666667,10.6374,9.03026666666
421.51,7.61233333333,21.9224,10.5585,11.552,6.6548,7.90546666667,51.8321333333,9.70120000001,10.6820666667,9.07
421.87,7.58606666667,21.9118,10.5561333333,11.5426666667,6.63466666667,7.8922,51.8969333333,9.68473333333,10.6776666667,9.03713333333
422.23,7.57426666667,21.8818,10.5633,11.5327333333,6.62786666667,7.88506666667,51.879,9.6616,10.6494666667,9.036
422.58,7.5582,21.8619333333,10.5574666667,11.5220666667,6.60633333333,7.8556,51.9018,9.64386666666,10.6278666667,9.00993333333
422.94,7.5658,21.8539333333,10.5653,11.5382,6.62846666667,7.8832,51.9142666667,9.65899999999,10.6458,9.03513333333
423.30,7.5852,21.855,10.5896333333,11.5645333333,6.6454,7.9024,51.9092,9.67966666666,10.6583333333,9.05413333333
