wavelength,Back_OryCram,Belly_OryCram,Breast_OryCram,Crissum_OryCram,Crown_OryCram,DorTail_OryCram,Patch10_OryCram,Rump_OryCram,Throat_OryCram,WingTip_OryCram
362.75,4.96406666667,6.62199999999,4.81366666667,4.89213333334,10.506,7.3749,24.4141333333,8.50220000001,6.81993333333,10.2336333333
363.11,4.95893333333,6.62606666666,4.81833333333,4.90893333333,10.5641666667,7.33176666667,24.5312,8.52193333333,6.7929,10.1812666667
363.48,4.90773333333,6.65180000001,4.7183,4.87893333333,10.5635,7.3737,24.5822,8.54033333335,6.82557333333,10.1993
363.84,4.77946666667,6.53686666666,4.5666,4.76953333333,10.4468333333,7.2677,24.536,8.4348,6.66998,10.1065666667
364.20,4.5744,6.25413333333,4.22976666667,4.5046,10.1464,7.01573333333,24.2868666667,8.16699999999,6.38690666667,9.85866666666
364.57,4.64673333333,6.3218,4.27876666667,4.5416,10.1903,7.04966666667,24.3423333333,8.22013333333,6.39098666667,9.80860000001
364.93,4.7846,6.52366666667,4.40203333333,4.68626666667,10.3699,7.18556666667,24.5180666667,8.41226666665,6.50829333333,9.86743333333
365.29,4.57186666667,6.29846666667,4.18223333333,4.513,10.1846333333,6.98073333333,24.4072666667,8.25013333333,6.28902,9.62760000001
365.66,4.6474,6.25599999999,4.19643333333,4.58213333333,10.2191666667,7.04366666667,24.4425333333,8.26013333333,6.29129333333,9.65973333333
366.02,4.63266666666,6.22860000001,4.19553333333,4.65073333333,10.2377333333,6.98603333333,24.4102666667,8.29613333332,6.22972,9.65820000001
366.38,4.68086666667,6.24540000001,4.17856666667,4.64633333333,10.2523333333,6.9705,24.4684,8.3552,6.21125333333,9.72409999999
366.75,4.62846666667,6.25020000001,4.1042,4.58873333333,10.2049333333,6.90193333333,24.5279333333,8.26720000001,6.13366,9.69550000001
367.11,4.55146666667,6.16546666666,4.02613333333,4.50413333333,10.0905,6.84946666667,24.4364,8.17226666666,6.09239333333,9.73433333333
367.47,4.47086666667,6.04426666667,3.95383333333,4.4166,10.0029333333,6.71796666666,24.4574666667,8.15653333334,6.00976666667,9.61573333333
367.84,4.52993333333,6.09093333333,4.0022,4.389,9.99503333333,6.65353333333,24.4510666667,8.13933333335,6.03043333333,9.56556666666
368.20,4.71913333333,6.34793333333,4.28163333333,4.60093333333,10.1846666667,6.81193333333,24.6417333333,8.31033333332,6.16117333333,9.74386666667
368.56,4.76786666667,6.3938,4.31196666667,4.61033333333,10.2509,6.80393333333,24.7434,8.36946666668,6.18392,9.79323333334
368.93,4.5778,6.14633333333,4.17063333333,4.41853333333,10.0296333333,6.54583333333,24.5971333334,8.19266666666,6.03228666667,9.62826666667
369.29,4.6972,6.25500000001,4.27203333333,4.44786666667,10.1270333333,6.65656666667,24.7602,8.24359999999,6.12518,9.7052
369.65,4.606,6.2062,4.2348,4.36466666667,10.0524666667,6.5734,24.7598,8.15406666666,6.12942666667,9.63759999999
370.01,4.66986666667,6.30740000001,4.35953333333,4.4224,10.1241,6.69153333334,24.9594,8.2582,6.23487333333,9.73383333333
370.38,4.66493333333,6.26860000001,4.34793333333,4.4482,10.1229666667,6.6832,24.9882666667,8.20899999999,6.22366,9.68423333333
370.74,4.76053333333,6.30320000001,4.44146666667,4.54653333333,10.2298333333,6.76153333333,25.0408666667,8.325,6.27498666667,9.7083
371.10,4.93453333333,6.43599999999,4.54956666667,4.68426666666,10.3988666667,6.8844,25.2373333333,8.47766666667,6.40239333333,9.77760000001
371.46,5.12086666667,6.6868,4.72526666667,4.8596,10.5683666667,7.0691,25.3847333333,8.57746666666,6.60198666667,9.94906666667
371.83,5.2976,6.85400000001,4.8893,5.04353333333,10.7528,7.2985,25.6386666667,8.75813333332,6.83525333333,10.0682666667
372.19,5.25233333333,6.79153333333,4.833,5.02173333333,10.8284,7.23453333333,25.6841333333,8.73226666668,6.95622666667,10.0616333333
372.55,5.28273333333,6.85213333333,4.93253333333,5.1484,10.9368666667,7.36303333333,25.8581333333,8.79786666666,7.05467333333,10.1629
372.92,5.14186666667,6.76726666666,4.7884,5.0396,10.9123333333,7.29206666667,25.7951333334,8.64419999999,6.92264,10.0676
373.28,5.02113333333,6.65406666667,4.71336666667,4.96273333333,10.8631333333,7.17766666667,25.7528666667,8.58286666667,6.85149333334,10.0175666667
373.64,5.04053333333,6.65406666666,4.7468,4.99033333333,10.9474333333,7.16993333333,25.8661333333,8.668,6.86453333333,10.0631666667
374.00,4.91153333333,6.55926666667,4.59163333333,4.85073333333,10.9218666667,7.08656666667,25.8554,8.55340000001,6.7906,9.93733333334
374.37,4.8594,6.5262,4.5335,4.77266666667,10.8843333333,7.02563333333,25.894,8.52386666667,6.73368,9.90029999999
374.73,4.9266,6.6152,4.56716666667,4.82006666667,10.9738,7.1109,26.1368666667,8.60106666666,6.81360666666,10.0589
375.09,4.77633333333,6.56166666667,4.51183333333,4.7082,10.9210666667,6.98606666667,26.1184,8.51926666666,6.71386666667,9.97826666667
375.45,4.7108,6.41119999999,4.41366666667,4.62053333333,10.8531666667,6.86876666667,26.1520666667,8.47953333332,6.60048666667,9.94580000001
375.81,4.62833333333,6.41013333333,4.37016666667,4.59873333333,10.923,6.79023333333,26.1664,8.44266666666,6.50445333333,9.9929
376.18,4.6548,6.45959999999,4.39853333333,4.62646666667,10.9562,6.8761,26.2858,8.53293333332,6.41954666667,10.0049666667
376.54,4.58466666666,6.38886666666,4.3213,4.4976,10.8164,6.78276666667,26.229,8.45706666667,6.31929333333,9.95316666667
376.90,4.67806666667,6.41493333334,4.34323333333,4.53673333333,10.7777,6.78636666667,26.3550666667,8.50466666667,6.34097333333,10.018
377.26,4.72426666667,6.45333333334,4.325,4.555,10.7934666667,6.75456666667,26.3819333333,8.4796,6.33128666667,10.0198666667
377.63,4.75033333333,6.46593333333,4.29776666667,4.5604,10.7749333333,6.76273333333,26.4264666667,8.45653333333,6.30320666667,10.0054333333
377.99,4.82153333333,6.46773333334,4.28066666667,4.57493333333,10.7641666667,6.73943333333,26.4026,8.44753333333,6.26550666667,9.99766666667
378.35,4.7436,6.39300000001,4.20823333333,4.46086666667,10.6727,6.66356666667,26.3734,8.35033333333,6.21916,9.92253333333
378.71,4.57693333333,6.22553333333,4.09153333333,4.31313333334,10.5398,6.48186666667,26.1781333333,8.17393333333,6.07983333333,9.74896666666
379.07,4.7072,6.296,4.17966666667,4.44186666667,10.5941,6.57846666667,26.2930666666,8.2936,6.20338666666,9.84786666667
379.44,4.7602,6.35306666667,4.23713333333,4.51106666667,10.6646333333,6.6679,26.3426666667,8.3466,6.27141333333,9.88556666666
379.80,4.75993333333,6.26860000001,4.1797,4.4738,10.5826666667,6.6618,26.3360666667,8.3488,6.2714,9.80533333333
380.16,4.7824,6.30533333333,4.2096,4.49266666667,10.6064,6.67683333333,26.4202,8.37399999999,6.34180666667,9.86
380.52,4.81133333333,6.3324,4.2273,4.53846666667,10.6570333333,6.6775,26.4534666667,8.39806666665,6.42745333333,9.90059999999
380.88,4.83946666667,6.36346666668,4.28606666667,4.59213333333,10.7556333333,6.70803333333,26.5598,8.44326666668,6.48141333333,9.93543333333
381.24,4.89813333333,6.41813333333,4.36136666667,4.668,10.8255,6.79123333333,26.6805333333,8.56246666666,6.58510666667,9.99999999999
381.61,4.96293333333,6.52346666667,4.46463333333,4.76333333333,10.9781333333,6.8508,26.8243333333,8.65166666667,6.67603999999,10.0736666667
381.97,4.96593333333,6.54806666667,4.5676,4.8188,11.0192333333,6.89483333333,26.9408,8.73313333334,6.70090666666,10.0870666667
382.33,5.0996,6.71920000001,4.65903333333,4.99153333334,11.1990666667,7.03283333333,27.0931333334,8.88266666665,6.77654666667,10.2111333333
382.69,5.17233333333,6.79940000001,4.7049,5.0584,11.2659,7.17843333333,27.2015333333,8.93586666667,6.86332666666,10.2993666667
383.05,5.12986666667,6.79393333333,4.65636666667,5.02506666667,11.2914666667,7.1391,27.2328,8.84659999999,6.81014666667,10.2909666667
383.41,5.1592,6.8166,4.69416666667,5.07233333333,11.3266666667,7.14626666667,27.3179333333,8.87379999999,6.83644666666,10.3015
383.77,5.08106666667,6.78826666667,4.6561,5.012,11.2968,7.0856,27.3525333333,8.82166666666,6.79667999999,10.3170333333
384.14,4.94106666667,6.68433333333,4.52376666667,4.8896,11.1843666666,6.9422,27.2542666667,8.68306666668,6.66304666667,10.1567666667
384.50,4.92386666667,6.68733333334,4.5205,4.90813333333,11.2267666667,6.94733333333,27.3013333333,8.70126666666,6.65046000001,10.0874666667
384.86,4.88666666667,6.71593333333,4.52076666667,4.89493333333,11.2577333333,6.97016666667,27.3704666667,8.73000000001,6.68479999999,10.1568333333
385.22,4.74553333333,6.6224,4.3956,4.79226666667,11.1948,6.8833,27.3726,8.63406666665,6.57856000001,10.0664666667
385.58,4.72726666667,6.6636,4.4367,4.83933333333,11.191,6.92653333333,27.4672666667,8.67686666667,6.64622666667,10.1464666667
385.94,4.7106,6.67146666666,4.42933333333,4.84053333333,11.2115,6.90686666667,27.4939333334,8.64413333333,6.69345999999,10.2142666667
386.30,4.7146,6.65386666666,4.46183333333,4.83666666667,11.2502,6.92873333333,27.6012666667,8.70193333333,6.71156666667,10.184
386.66,4.696,6.68586666666,4.43696666667,4.81413333333,11.2296333333,6.82953333333,27.5676666667,8.70919999999,6.67546666667,10.1244
387.03,4.59773333333,6.61013333334,4.3453,4.6974,11.1371,6.76006666667,27.5042,8.68606666667,6.58300666667,10.0569333333
387.39,4.4378,6.49400000001,4.16823333333,4.5094,11.0130333333,6.58893333333,27.405,8.54119999999,6.45616666667,9.88513333333
387.75,4.50646666667,6.58126666667,4.233,4.57073333333,11.0982,6.6457,27.4932,8.61706666667,6.49538,9.9302
388.11,4.63446666667,6.67713333333,4.30166666667,4.6702,11.2157333333,6.7228,27.6059333333,8.76666666667,6.59637999999,10.0962666667
388.47,4.68486666667,6.70813333334,4.30236666667,4.654,11.2262,6.7522,27.65,8.79979999999,6.60945999999,10.1315333333
388.83,4.7068,6.68533333334,4.30483333333,4.63526666667,11.2375,6.74656666667,27.6858666667,8.80546666666,6.61279333334,10.0738666667
389.19,4.73653333333,6.715,4.33456666667,4.62053333333,11.2387333333,6.76186666667,27.6968666667,8.82086666666,6.61096666667,10.0630666667
389.55,4.67726666667,6.58100000001,4.17776666667,4.46,11.1613333333,6.6593,27.5930666667,8.72073333334,6.49596666667,9.92630000001
389.91,4.63293333333,6.53600000001,4.11553333333,4.37453333333,11.1321333333,6.5866,27.6186,8.7116,6.45557333334,9.85610000001
390.27,4.52106666667,6.44773333333,4.0139,4.24626666667,11.0204666667,6.4557,27.5704,8.57873333333,6.39889999999,9.79490000001
390.63,4.46873333333,6.37439999999,3.95696666667,4.2098,10.9928666667,6.41486666667,27.6586666667,8.59146666668,6.32092666667,9.78316666667
391.00,4.5432,6.42293333333,4.029,4.285,11.0793,6.4673,27.7971333333,8.67953333333,6.42749999999,9.84286666666
391.36,4.59886666667,6.45086666667,4.06776666667,4.31353333333,11.1400666667,6.523,27.9318666667,8.74759999999,6.44620666667,9.9359
391.72,4.6292,6.44326666667,4.061,4.3264,11.1627,6.55146666667,28.0252,8.77826666667,6.49127333334,9.94413333334
392.08,4.6102,6.4186,4.0603,4.294,11.1496,6.52526666667,28.0652,8.72466666667,6.45678,9.8738
392.44,4.55806666667,6.38446666667,4.00326666667,4.2494,11.1833333333,6.48656666667,28.0910666667,8.67326666666,6.42816666667,9.86466666667
392.80,4.56666666667,6.39393333334,3.9665,4.2246,11.1776666667,6.487,28.0912,8.68013333333,6.42082666667,9.85303333334
393.16,4.59466666667,6.38846666667,3.9556,4.23793333333,11.1975666667,6.48163333333,28.1704666667,8.69466666666,6.41815999999,9.87693333333
393.52,4.5824,6.40746666666,3.97423333333,4.25193333333,11.2432333334,6.45426666667,28.2566666667,8.71073333335,6.42572666667,9.89159999999
393.88,4.59606666667,6.40453333334,3.95013333333,4.246,11.2473,6.4621,28.2614666667,8.71533333333,6.41464,9.90333333333
394.24,4.6,6.36533333334,3.92936666667,4.25133333333,11.2440333333,6.42473333333,28.2491333333,8.74040000001,6.39416,9.84963333334
394.60,4.69526666667,6.4694,4.0202,4.32193333333,11.3306,6.50676666667,28.3616666667,8.80493333335,6.51859999999,9.93696666666
394.96,4.69446666667,6.50626666666,4.0276,4.3506,11.3843333333,6.54906666667,28.4335333333,8.83393333332,6.52948666667,9.9599
395.32,4.6838,6.51539999999,4.02486666667,4.40206666667,11.3919666667,6.52283333333,28.3904666667,8.83773333334,6.54532666666,9.94223333333
395.68,4.6898,6.54773333333,4.02953333333,4.40773333333,11.3973333333,6.49713333333,28.3872,8.83153333334,6.53029333333,9.94553333334
396.04,4.70266666667,6.57506666666,4.06776666667,4.42886666667,11.4187666667,6.54383333333,28.4803333333,8.90900000001,6.55868,10.0054
396.40,4.711,6.57300000001,4.1093,4.45433333333,11.3942666667,6.5541,28.5546666667,8.96326666666,6.56584666667,10.0561666667
396.76,4.59433333333,6.47279999999,4.0065,4.3736,11.3387,6.42523333334,28.5554666667,8.88339999999,6.44056666666,9.95366666666
397.12,4.57886666667,6.45233333333,3.97776666667,4.33973333333,11.3006333333,6.37873333333,28.5108,8.84913333333,6.40915333334,9.91826666667
397.48,4.5112,6.37253333334,3.87403333333,4.2546,11.2099666667,6.3319,28.4522,8.77839999998,6.30096,9.83106666667
397.84,4.43426666667,6.27993333333,3.79783333333,4.16246666667,11.1292666666,6.23706666667,28.4408,8.69873333332,6.19884666666,9.7441
398.20,4.4434,6.33606666666,3.82236666667,4.1996,11.2327666667,6.28856666667,28.5702,8.75813333333,6.23760000001,9.82746666666
398.56,4.4022,6.26686666667,3.76903333333,4.13733333333,11.2261333333,6.20686666667,28.5964,8.71206666667,6.16762666667,9.80996666666
398.92,4.34793333333,6.18906666667,3.6708,4.03913333333,11.1441333333,6.09946666667,28.5069333333,8.62479999999,6.06755333333,9.73873333334
399.28,4.3568,6.20246666667,3.6842,4.0208,11.1351,6.10953333333,28.6052,8.67013333334,6.04967333333,9.77529999999
399.64,4.28633333333,6.14593333333,3.6264,3.9684,11.0860333333,6.03226666667,28.6218,8.64446666666,5.98067333333,9.72706666667
400.00,4.37833333333,6.24053333333,3.68686666667,4.029,11.1708333333,6.0795,28.6834666667,8.68973333334,6.04534666667,9.81009999999
400.36,4.39646666667,6.23453333334,3.6425,4.02893333333,11.1723333333,6.0402,28.6732,8.66673333331,6.04376,9.7814
400.72,4.42866666667,6.26513333334,3.6584,4.04573333333,11.1624,6.06783333333,28.6847333334,8.67013333335,6.08015333333,9.84683333333
401.08,4.44406666667,6.29666666667,3.6849,4.074,11.2290333333,6.06943333333,28.7974,8.73866666668,6.10168666667,9.92113333334
401.44,4.5112,6.35966666666,3.75463333333,4.1322,11.2968333333,6.11083333333,28.9090666667,8.82606666667,6.16580666666,10.0083666667
401.80,4.6072,6.46660000001,3.82783333333,4.24793333333,11.3878333333,6.2149,29.0208,8.89579999999,6.26490666667,10.11
402.16,4.57746666667,6.44246666667,3.786,4.21573333333,11.3278,6.18003333333,29.0332666667,8.85446666666,6.21232666667,10.1135333333
402.52,4.51546666667,6.39313333333,3.735,4.17893333333,11.2617,6.14756666667,28.9903333333,8.82039999999,6.18152,10.0520333333
402.88,4.5338,6.40799999999,3.7609,4.17913333333,11.285,6.13156666667,29.0777333333,8.82806666667,6.17176666666,10.0757666667
403.24,4.5746,6.42640000001,3.78396666667,4.20266666667,11.3305666667,6.1682,29.1584,8.84046666667,6.21998666667,10.0857333333
403.60,4.5752,6.39766666667,3.76296666667,4.1432,11.338,6.1396,29.1954,8.82060000001,6.20505999999,10.0693666667
403.95,4.43753333333,6.27453333333,3.64156666667,4.02846666667,11.2130333333,6.01783333333,29.127,8.71173333334,6.10735333333,9.95060000001
404.31,4.3858,6.24953333333,3.6373,4.00346666667,11.2053333333,5.9967,29.1402666667,8.70199999999,6.06200666667,9.92696666666
404.67,4.42193333333,6.2894,3.7083,4.05166666667,11.2791333333,6.01486666667,29.2170666667,8.76426666667,6.07824,9.97636666666
405.03,4.4414,6.3192,3.74103333333,4.08746666667,11.3097666667,6.05143333333,29.2508666667,8.78160000001,6.10265999999,9.99123333333
405.39,4.4276,6.32300000001,3.7434,4.09606666667,11.3044666667,6.03496666667,29.2204,8.76786666665,6.12189999999,9.98326666667
405.75,4.4098,6.30873333333,3.7271,4.07066666667,11.3174,6.021,29.2513333333,8.76693333333,6.10401333334,9.98369999999
406.11,4.38913333333,6.28600000001,3.7155,4.03793333333,11.2947666667,5.9888,29.2447333333,8.74693333333,6.07379999999,9.93183333333
406.47,4.35526666667,6.25626666667,3.69363333333,4.00453333333,11.2933666667,5.9913,29.2954666667,8.71333333335,6.03670000001,9.91556666667
406.83,4.29633333333,6.19439999999,3.64086666667,3.9572,11.2419666667,5.9305,29.2816666667,8.65186666667,6.00606,9.85116666666
407.19,4.31273333334,6.25253333333,3.69623333333,4.00173333333,11.287,5.9793,29.3313333333,8.70813333335,6.02628,9.92013333333
407.55,4.26313333333,6.22253333334,3.6802,4.0178,11.2669,5.97563333333,29.3348,8.68093333333,6.01486666667,9.91326666667
407.90,4.24566666667,6.21693333333,3.66883333333,4.0108,11.2872,5.97596666667,29.3802,8.67966666668,6.00267333333,9.89343333333
408.26,4.2356,6.22693333333,3.65466666667,3.9836,11.2894333333,5.97433333333,29.4422666667,8.67406666665,6.00287333333,9.87073333333
408.62,4.24373333333,6.2448,3.67193333333,3.99893333333,11.3114666667,6.01776666667,29.4818,8.69026666667,6.03542000001,9.90546666667
408.98,4.25373333333,6.24473333333,3.66476666667,3.9934,11.309,6.0059,29.5248666667,8.69353333333,6.05563333334,9.92703333334
409.34,4.30713333333,6.28766666666,3.70813333333,4.03586666667,11.3451,6.03676666667,29.6297333333,8.70519999999,6.07373333333,9.97493333334
409.70,4.3478,6.34953333333,3.7586,4.069,11.3926333333,6.05656666667,29.71,8.76913333335,6.12972666666,10.0191333333
410.06,4.44986666667,6.43166666666,3.85676666667,4.14353333333,11.4950333333,6.14323333333,29.8458,8.88900000001,6.22363333334,10.1279666667
410.42,4.52613333333,6.48526666667,3.92716666667,4.2068,11.5477333333,6.1764,29.8433333333,8.95066666667,6.28871999999,10.1669
410.77,4.53133333333,6.49113333333,3.92386666667,4.2088,11.5855333333,6.1843,29.9290666667,9.00206666667,6.28881333333,10.1924333333
411.13,4.41613333333,6.3758,3.82466666667,4.0982,11.4802666667,6.0306,29.8431333333,8.8686,6.19839333333,10.0784
411.49,4.4022,6.37773333334,3.80843333333,4.06473333333,11.4819666667,6.00326666667,29.8772666667,8.85513333335,6.16361333333,10.0671
411.85,4.41213333333,6.39646666666,3.83013333333,4.06986666667,11.4911,6.00566666667,29.8811333333,8.88653333333,6.17937333333,10.0783666667
412.21,4.4322,6.40300000001,3.83316666667,4.0916,11.5298666667,6.00973333333,29.9484,8.90693333333,6.18216000001,10.1078333333
412.57,4.4012,6.34440000001,3.78773333333,4.04366666667,11.4903,5.94796666667,29.9694666667,8.86779999998,6.13582666666,10.0478
412.92,4.37513333333,6.34946666667,3.81423333333,4.03866666667,11.5117,5.97566666667,30.0088,8.87746666667,6.11774666667,10.0509
413.28,4.29093333333,6.27506666667,3.7273,3.9586,11.4753666667,5.8878,30.0062,8.8436,6.07044666667,9.98923333334
413.64,4.2488,6.23606666666,3.6898,3.9124,11.4478666667,5.8532,29.9982,8.82019999998,6.0068,9.92713333334
414.00,4.2446,6.25913333333,3.69366666667,3.91706666667,11.4742666667,5.84863333333,30.0599333333,8.79353333332,6.02343333333,9.94806666667
414.36,4.27646666666,6.3222,3.70556666667,3.94846666667,11.5225333333,5.86303333333,30.1739333333,8.84980000001,6.0683,10.0213666667
414.72,4.34373333333,6.3836,3.7944,4.01166666667,11.5799333333,5.94726666666,30.2092666667,8.89880000001,6.14767333334,10.0757333333
415.07,4.45993333333,6.50486666666,3.8963,4.11206666667,11.6887,6.07463333333,30.3569333333,9.01413333333,6.21857333333,10.1843333333
415.43,4.43946666667,6.4978,3.88493333333,4.11446666667,11.6947,6.08416666667,30.3547333333,9.01113333335,6.23003333333,10.1446666667
415.79,4.51033333333,6.53773333333,3.93173333333,4.187,11.7553666667,6.14986666667,30.4534666667,9.05646666666,6.28199333333,10.2197333333
416.15,4.52393333333,6.57193333333,3.95326666667,4.20793333333,11.7870333333,6.17133333333,30.4794666667,9.07260000001,6.31507333333,10.2656666667
416.51,4.564,6.64813333334,3.9794,4.23426666667,11.8547,6.20753333333,30.5581333333,9.1168,6.35317333333,10.3009
416.86,4.5878,6.66286666667,3.98643333333,4.24346666667,11.8819666667,6.22793333333,30.6106666667,9.13179999999,6.37401999999,10.31
417.22,4.5676,6.64493333333,3.99266666667,4.234,11.87,6.22423333333,30.6352,9.11906666668,6.35739999999,10.2898666667
417.58,4.54653333333,6.63673333333,3.99693333333,4.25326666667,11.8885666667,6.22453333334,30.7018,9.13559999999,6.37076666667,10.2833666667
417.94,4.54786666667,6.63186666667,4.0004,4.249,11.8803333333,6.21606666667,30.6643333333,9.13006666666,6.34327333334,10.2613333333
418.29,4.5556,6.6478,4.04093333333,4.26073333334,11.9087,6.23516666667,30.7076666667,9.1616,6.34720666667,10.256
418.65,4.54086666667,6.64646666666,4.03896666667,4.2774,11.9021333333,6.24463333333,30.7519333333,9.16453333333,6.34205333334,10.2598333333
419.01,4.5222,6.62066666666,4.00963333333,4.27013333333,11.8983,6.2442,30.7606666667,9.16213333333,6.34495333334,10.247
419.37,4.53266666667,6.62480000001,4.01293333333,4.2744,11.9003333333,6.2573,30.8097333333,9.1828,6.33214666666,10.2831
419.73,4.49706666667,6.58666666667,3.98916666667,4.24753333333,11.8681333333,6.22376666667,30.7788666667,9.14326666667,6.29826000001,10.2512333333
420.08,4.49973333333,6.58553333333,3.99273333333,4.2534,11.8460333333,6.21873333333,30.7637333333,9.1418,6.29808666666,10.2191333333
420.44,4.4792,6.55860000001,3.99023333333,4.25,11.8200333333,6.20616666667,30.7575333333,9.13600000001,6.29621333333,10.1965333333
420.80,4.46133333333,6.54553333333,3.9882,4.2556,11.8162,6.1844,30.7561333334,9.13446666669,6.28595999999,10.1978666667
421.16,4.49846666667,6.58566666667,4.01306666667,4.29053333333,11.8551666667,6.2201,30.7992666667,9.16593333333,6.31933333333,10.2391666667
421.51,4.50786666667,6.59353333334,4.0231,4.2894,11.8624,6.22696666667,30.8074666667,9.16726666666,6.33624666667,10.2733333333
421.87,4.51033333333,6.60240000001,4.02406666667,4.31213333333,11.8757333333,6.245,30.8518666667,9.17746666666,6.366,10.3019333333
422.23,4.51066666667,6.59673333334,4.0228,4.31846666667,11.8847,6.24543333333,30.8834666667,9.16020000001,6.36627999999,10.3212333333
422.58,4.5422,6.63073333333,4.05273333333,4.3368,11.9301,6.27846666667,30.9494666667,9.19966666667,6.40946666667,10.3600333333
422.94,4.55893333333,6.63999999999,4.08086666667,4.35046666667,11.9422333333,6.27636666667,30.9753333333,9.20813333334,6.42316666667,10.3825
423.30,4.59573333333,6.66139999999,4.11053333333,4.3756,11.9716666667,6.28666666667,30.9910666667,9.23453333334,6.45710666667,10.3957333333
423.66,4.6016,6.66279999999,4.11166666667,4.37373333333,11.9817,6.28366666667,31.0381333333,9.26033333334,6.47755333333,10.411
424.01,4.62366666667,6.68006666666,4.13493333333,4.39166666667,12.0175666667,6.3052,31.0958666667,9.28819999999,6.50081333333,10.4599333333
424.37,4.6512,6.70233333334,4.1549,4.4176,12.0613333333,6.32963333333,31.1519333333,9.32846666667,6.53355333333,10.4987666667
424.73,4.6702,6.71920000001,4.1637,4.43193333333,12.0857,6.3491,31.2192666667,9.34473333333,6.55645999999,10.5080666667
425.08,4.65466666667,6.71400000001,4.15726666667,4.41953333334,12.0858333333,6.35,31.2428666667,9.35013333333,6.53561333333,10.4930333333
425.44,4.67113333333,6.7186,4.1618,4.4302,12.1051666667,6.35286666667,31.2972,9.36259999999,6.53402,10.4873
425.80,4.6742,6.71866666666,4.16513333333,4.4318,12.1098,6.34516666667,31.3139333333,9.37493333333,6.53010000001,10.4656333333
426.16,4.6666,6.714,4.14456666667,4.43013333333,12.1122333334,6.34493333333,31.3395333333,9.39039999999,6.54084666667,10.4436666667
426.51,4.6406,6.67359999999,4.10276666667,4.4016,12.0760666667,6.28686666667,31.2992666667,9.36093333333,6.50022000001,10.3918
426.87,4.63653333333,6.68919999999,4.09083333333,4.39253333333,12.0894333333,6.28073333333,31.3169333334,9.36233333334,6.49387333333,10.3700666667
427.23,4.63806666667,6.70326666667,4.0934,4.4098,12.1145,6.2884,31.3791333333,9.38493333333,6.51957333333,10.4044333333
427.58,4.64506666667,6.72853333333,4.09723333333,4.4128,12.1466333333,6.30046666667,31.4448,9.3954,6.51650666667,10.4103333333
427.94,4.61126666667,6.70199999999,4.05483333333,4.37366666667,12.1209333333,6.273,31.4862666667,9.39246666667,6.48192666666,10.3768666667
428.30,4.60946666667,6.72686666667,4.0757,4.38873333333,12.1222333333,6.2897,31.5033333333,9.39026666667,6.47802000001,10.384
428.65,4.61446666667,6.74473333334,4.08096666667,4.368,12.1240333333,6.27963333333,31.5006,9.39846666666,6.48910666667,10.3915666667
429.01,4.63773333333,6.76053333333,4.11016666667,4.37206666667,12.1362666667,6.26696666667,31.5440666667,9.41700000001,6.51857333333,10.4082666667
429.37,4.6492,6.78473333333,4.12076666667,4.39026666667,12.1414,6.28503333333,31.578,9.44006666667,6.53633999999,10.4423666667
429.72,4.619,6.75253333333,4.07506666667,4.3484,12.1147666667,6.24413333333,31.5852,9.41813333335,6.49381333333,10.4374333333
430.08,4.65686666667,6.78393333333,4.1202,4.3662,12.1424,6.28076666667,31.6181333333,9.45853333334,6.49968666666,10.4675666667
430.44,4.68313333333,6.83466666666,4.1563,4.40573333333,12.1976,6.32236666667,31.7066666667,9.48606666667,6.52579999999,10.5199666667
430.79,4.6802,6.8264,4.1462,4.41806666667,12.2242666667,6.3354,31.7885333333,9.52253333333,6.54006,10.5435333333
431.15,4.7012,6.85466666668,4.17396666667,4.44466666667,12.2448333333,6.37023333333,31.8451333333,9.55339999999,6.56028666667,10.5697
431.50,4.717,6.88019999999,4.1965,4.46233333333,12.2809333333,6.36566666667,31.9115333333,9.59,6.58145333334,10.5872666667
431.86,4.75646666667,6.91513333333,4.2417,4.5058,12.3546,6.38816666667,31.9812666667,9.63666666667,6.63035333333,10.6267666667
432.22,4.77986666667,6.92813333334,4.2409,4.50853333333,12.3898,6.39546666667,32.0254,9.65106666667,6.64421333333,10.6406333333
432.57,4.79486666667,6.93273333333,4.25533333333,4.528,12.4147,6.40833333333,32.0653333333,9.67399999999,6.65083999999,10.6595
432.93,4.82166666667,6.95439999999,4.27396666667,4.56453333333,12.4408666667,6.43796666667,32.0909333333,9.69486666667,6.66891333334,10.6759
433.29,4.81166666667,6.95666666667,4.2804,4.57173333333,12.4622,6.4311,32.0957333333,9.70186666666,6.67958666667,10.6543666667
433.64,4.8498,7.00146666667,4.32816666667,4.61846666667,12.5066333333,6.47456666667,32.1672666667,9.74120000001,6.71222,10.695
434.00,4.84386666667,6.99013333333,4.3081,4.60333333333,12.5128666667,6.4709,32.1866666666,9.73113333332,6.73001333333,10.7209333333
434.35,4.82713333333,6.96513333333,4.2932,4.59493333333,12.4930666667,6.45813333333,32.1538,9.72680000002,6.72983333333,10.7088333333
434.71,4.82193333333,6.93839999999,4.28766666667,4.56646666667,12.4693666667,6.4361,32.1432666667,9.69006666666,6.70146000001,10.6811333333
435.07,4.78946666667,6.90526666667,4.26473333333,4.53386666667,12.4569666667,6.3956,32.1294,9.65713333333,6.67301999999,10.6398
435.42,4.81373333333,6.9206,4.2808,4.57966666667,12.4710666667,6.4302,32.1361333333,9.67593333333,6.69828666666,10.6618
