wavelength,Back_TanCyam,Belly_TanCyam,Breast_TanCyam,Crissum_TanCyam,Crown_TanCyam,DorTail_TanCyam,Patch10_TanCyam,Patch11_TanCyam,Patch12_TanCyam,Patch13_TanCyam,Rump_TanCyam,Throat_TanCyam,WingTip_TanCyam
354.74,2.95916666667,6.20227666667,2.25433333333,2.69693333333,47.2752,3.1843,3.29613333333,4.5302,15.0468,7.23186666667,10.2259333333,60.7266666667,5.2494
355.11,2.92473333333,6.14583333333,2.22726666667,2.68913333333,47.5136666667,3.15986666667,3.31486666667,4.45713333333,15.0578666667,7.1692,10.2327666667,60.7414666667,5.18933333333
355.47,3.12318333333,6.29446333333,2.4158,2.861,47.9384666667,3.36873333333,3.49006666667,4.65693333333,15.2252666667,7.35846666667,10.4677333334,60.9192666667,5.364
355.83,3.10263333333,6.30936,2.42773333333,2.85926666667,48.0404,3.31573333333,3.44413333333,4.60966666667,15.1608,7.33759999999,10.4636,60.8234,5.293
356.20,3.07331666667,6.37168666667,2.42646666667,2.88693333333,48.3590666666,3.34823333333,3.44933333333,4.61866666666,15.2105333333,7.32413333334,10.4865333333,61.0846666667,5.2584
356.56,3.11735,6.43928666667,2.46246666667,2.94186666667,48.6711333333,3.33286666667,3.5028,4.63913333333,15.2975333333,7.37593333333,10.5308666667,61.3278666667,5.2328
356.93,3.1976,6.50513,2.53966666667,2.97126666667,48.9056666667,3.3718,3.5432,4.6538,15.3335333333,7.49346666666,10.5311666667,61.4586,5.31686666667
357.29,3.23766666667,6.55722333333,2.55973333333,2.968,49.1963333333,3.3912,3.58846666667,4.6446,15.3981333334,7.4906,10.5730666667,61.5529333333,5.37746666667
357.66,3.22795,6.62076666667,2.52506666667,2.9754,49.2847333334,3.39883333333,3.5438,4.61693333333,15.3633333333,7.50753333333,10.5994333333,61.5926666667,5.3572
358.02,3.2613,6.72568,2.56186666667,3.04886666667,49.4727333333,3.48546666667,3.58866666667,4.72193333333,15.3959333333,7.54899999999,10.6550333333,61.6176666667,5.34506666667
358.38,3.14471666667,6.66948666667,2.44346666667,2.9284,49.6488666667,3.3558,3.4822,4.63653333333,15.3722666667,7.44379999999,10.6341,61.6359333333,5.209
358.75,3.29213333333,6.83969,2.53713333333,3.06453333333,49.9918666667,3.45296666667,3.65273333333,4.7404,15.5303333333,7.55153333333,10.7807666667,61.9184666666,5.33093333333
359.11,3.34323333333,6.91286666667,2.532,3.09433333333,50.3002,3.45593333333,3.64886666667,4.76953333333,15.5684,7.61493333333,10.8333333333,62.0912666667,5.38206666667
359.48,3.3884,7.0193,2.56273333333,3.13446666667,50.5574666667,3.55633333333,3.68966666667,4.81286666667,15.5578,7.66326666666,10.9343666667,62.1136666667,5.43273333333
359.84,3.46911666667,7.13051666667,2.58773333333,3.19993333333,50.8934,3.6216,3.7578,4.90266666667,15.6433333333,7.73820000001,11.0331666667,62.3671333333,5.46133333333
360.20,3.46591666667,7.19478999999,2.59206666667,3.2036,51.0687333333,3.56633333333,3.7814,4.8916,15.6164666667,7.71466666667,11.0787333333,62.2853333333,5.47726666667
360.57,3.42701666667,7.16881333334,2.53426666667,3.1676,51.2379333333,3.5584,3.74753333333,4.85466666667,15.5994,7.66753333333,11.0663666667,62.3503333333,5.4638
360.93,3.44156666667,7.22371333334,2.568,3.25473333333,51.5214,3.638,3.79573333333,4.93946666667,15.6456666667,7.67746666667,11.2012,62.4676,5.50673333333
361.29,3.45383333333,7.22730666667,2.57526666667,3.32006666667,51.6852666667,3.65126666667,3.76766666667,4.95033333333,15.6314,7.69539999999,11.2541666667,62.495,5.50133333333
361.66,3.50423333333,7.24354999999,2.63866666666,3.3926,51.9334,3.67753333333,3.80093333333,4.99186666667,15.6854,7.73946666667,11.2957333333,62.5681333333,5.54153333334
362.02,3.5094,7.22674333334,2.642,3.37853333333,52.0389333333,3.63993333333,3.79053333333,4.95373333333,15.6699333333,7.71193333334,11.312,62.545,5.5498
362.39,3.58916666667,7.31105333333,2.70226666667,3.44246666667,52.2298,3.72363333333,3.889,4.98366666667,15.7254,7.76966666666,11.3418666666,62.5238,5.63526666667
362.75,3.50785,7.23115666667,2.59626666667,3.3522,52.3235333333,3.6367,3.76973333333,4.9048,15.6712666667,7.71280000001,11.3036,62.4084666667,5.54813333333
363.11,3.51876666666,7.27441666666,2.58093333333,3.3596,52.5010666667,3.67213333333,3.7964,4.93413333333,15.7251333333,7.73426666666,11.3805333333,62.4491333333,5.57146666667
363.48,3.36835,7.11269999999,2.4514,3.2522,52.4589333333,3.48633333333,3.66893333334,4.77093333333,15.5891333333,7.57766666667,11.2724,62.3399333333,5.40746666667
363.84,3.31561666667,7.03590666667,2.43786666667,3.21126666667,52.4852,3.44203333333,3.6172,4.7226,15.5438666667,7.5002,11.2470666667,62.1418666667,5.39026666667
364.20,3.32803333333,6.95336333333,2.431,3.19233333333,52.5315333333,3.43663333333,3.56053333333,4.69633333333,15.5002,7.47566666667,11.2343333333,62.0411333333,5.35666666667
364.57,3.3962,7.02383666667,2.53913333333,3.24133333333,52.6562666667,3.53983333333,3.65093333334,4.7718,15.4854666667,7.52493333333,11.3331333333,61.8846,5.41186666667
364.93,3.29283333333,6.91415,2.429,3.0998,52.6485333333,3.4353,3.57846666667,4.647,15.4266,7.47073333333,11.2352333333,61.7358,5.3034
365.29,3.32731666667,6.94752666667,2.4764,3.0844,52.7028,3.46433333333,3.68686666667,4.7122,15.4449333333,7.50186666667,11.2963666667,61.5919333333,5.3278
365.66,3.36486666667,7.00038666667,2.51726666667,3.0826,52.8748666667,3.4973,3.7334,4.74726666667,15.5116666667,7.5398,11.3838333333,61.6278666667,5.345
366.02,3.40533333333,6.99207000001,2.53853333333,3.09873333333,52.9216666667,3.56546666667,3.75186666667,4.76413333333,15.5128666667,7.60640000001,11.4078333333,61.4802666667,5.32346666667
366.38,3.36095,6.90173,2.52233333333,3.06133333333,52.8598666667,3.5205,3.69926666667,4.7522,15.4499333333,7.60506666667,11.3885333333,61.2958666667,5.25993333333
366.75,3.38501666667,6.93081666667,2.5576,3.09666666667,53.0198666667,3.56603333333,3.73826666667,4.79693333333,15.4658,7.61373333333,11.4440666667,61.2871333333,5.2602
367.11,3.30013333333,6.81309333333,2.51213333333,3.05133333333,52.9032,3.4791,3.64606666667,4.72046666667,15.3362666667,7.53853333333,11.3566333333,61.0456,5.1146
367.47,3.36056666667,6.89586666667,2.55206666667,3.0958,53.0572666667,3.55376666667,3.71693333333,4.78553333333,15.4094,7.62733333333,11.3983666667,61.0075333333,5.1774
367.84,3.3153,6.90419333333,2.5036,3.101,53.0494,3.53983333333,3.74373333333,4.76246666667,15.3910666667,7.61413333334,11.3916333333,60.8672666667,5.1608
368.20,3.30378333333,6.96408333334,2.50353333333,3.1464,53.1643333333,3.538,3.78933333333,4.80786666667,15.4514,7.66533333334,11.4678333333,60.7578,5.15773333333
368.56,3.28136666667,6.93447333333,2.44673333333,3.15093333333,53.1984,3.49846666667,3.77653333333,4.81273333333,15.4796666667,7.6682,11.4791333333,60.5972666667,5.1314
368.93,3.37455,7.01213999999,2.5416,3.2688,53.2678,3.5807,3.89373333333,4.88893333333,15.5434666667,7.7692,11.5519,60.4511333333,5.21166666667
369.29,3.37416666667,7.03986666667,2.53826666667,3.3474,53.3433333333,3.60446666667,3.89713333333,4.9024,15.5954,7.85406666667,11.6120666666,60.4443333333,5.236
369.65,3.33146666667,6.99442,2.4502,3.32806666667,53.1931333334,3.55666666667,3.87406666667,4.8504,15.5192666667,7.84653333333,11.5948,60.1488,5.19133333333
370.01,3.20918333333,6.95584666666,2.33506666667,3.22546666667,53.2184666667,3.42826666667,3.80966666667,4.74693333333,15.4466666667,7.7336,11.5510666667,60.0184,5.12333333333
370.38,3.24513333333,7.05728666666,2.37266666667,3.3024,53.4480666667,3.40903333333,3.9014,4.7658,15.4773333333,7.7942,11.6481,60.095,5.15633333333
370.74,3.33098333333,7.13122333333,2.49093333333,3.38066666667,53.4868666667,3.46723333333,4.023,4.87166666667,15.5264,7.90273333333,11.7455333333,59.938,5.27426666667
371.10,3.34103333333,7.15792333333,2.5096,3.3696,53.6516666667,3.42286666667,4.06586666667,4.861,15.5934666667,7.96446666667,11.8071333333,59.9875333334,5.29886666667
371.46,3.32773333333,7.15811333334,2.49186666667,3.37266666667,53.6894,3.3649,4.058,4.85773333333,15.6160666667,7.98153333333,11.8524333333,59.8691333334,5.25066666666
371.83,3.29731666667,7.11561333333,2.45186666667,3.31886666667,53.732,3.3167,3.99213333333,4.803,15.5792666667,7.98153333333,11.8632,59.7562666667,5.18513333333
372.19,3.28281666667,7.08055666667,2.42506666667,3.29233333333,53.757,3.3181,3.98233333333,4.75153333333,15.5803333333,7.99833333333,11.8583333333,59.6828666667,5.17933333333
372.55,3.34313333333,7.12508666667,2.50153333333,3.32733333333,53.8224,3.33146666667,4.02546666667,4.77406666667,15.6445333334,8.06486666667,11.9387333333,59.6612666667,5.21786666667
372.92,3.31353333333,7.10523333333,2.46386666667,3.2792,53.9138666667,3.27446666667,3.95333333333,4.73726666667,15.6362666667,8.04333333333,12.0130333333,59.6713333333,5.19386666667
373.28,3.31038333333,7.07231333333,2.4344,3.17653333334,53.9765333333,3.24846666667,3.9124,4.69526666667,15.5994666667,7.995,11.9996666667,59.5242,5.131
373.64,3.22896666667,6.97941666667,2.3588,3.08286666667,54.0133333333,3.13796666667,3.82866666667,4.62053333333,15.53,7.893,11.9801,59.4466666667,5.04133333333
374.00,3.35366666667,7.06186,2.43653333333,3.2042,54.0489333333,3.25876666667,3.95086666667,4.75686666667,15.5829333333,8.00966666667,12.1224333333,59.3632,5.13006666667
374.37,3.4264,7.06631,2.45526666667,3.2514,54.0360666667,3.30796666667,3.96013333333,4.81926666667,15.6308,8.06259999999,12.2111333333,59.2166666667,5.16386666666
374.73,3.37575,6.99764333333,2.36033333333,3.1882,54.0898,3.2573,3.89206666667,4.73993333333,15.5742666667,8.01160000001,12.2158666667,59.1782,5.087
375.09,3.47611666667,7.05627,2.41386666667,3.2726,54.0614666667,3.3319,3.94286666667,4.79373333333,15.589,8.05993333333,12.3192333333,58.8910666667,5.1692
375.45,3.55576666666,7.13677666667,2.51073333333,3.34486666666,54.0322666667,3.423,4.02406666667,4.82606666667,15.6398,8.15433333333,12.4177333333,58.7438,5.25246666667
375.81,3.68025,7.27888,2.6568,3.47393333334,54.1158,3.5637,4.17806666667,4.9594,15.7752,8.2882,12.5506333333,58.7926,5.39033333333
376.18,3.73756666667,7.35007,2.72293333333,3.5296,54.1070666667,3.6365,4.23326666667,5.00386666667,15.8026666667,8.35486666666,12.6287666667,58.7035333333,5.4256
376.54,3.71231666667,7.32836333333,2.71886666667,3.5346,54.0200666667,3.62993333333,4.2206,5.00646666667,15.7509333333,8.3396,12.6667333333,58.5262,5.41106666667
376.90,3.77415,7.36124333333,2.78286666667,3.628,54.0084,3.6932,4.34,5.088,15.8371333333,8.4034,12.7264333333,58.3663333333,5.47373333333
377.26,3.8078,7.39319666667,2.8618,3.74946666667,54.0289333333,3.74173333333,4.40213333333,5.13266666667,15.9563333333,8.50660000001,12.8604,58.3683333333,5.55353333333
377.63,4.00801666667,7.57987333333,3.07226666667,3.9704,54.1147333333,3.93426666667,4.6356,5.30673333333,16.1318,8.7442,13.0745,58.3516666667,5.77153333333
377.99,3.96848333333,7.56616,3.08526666667,3.94773333333,54.1074,3.8806,4.61193333333,5.2902,16.1522,8.72846666667,13.1126666667,58.2178666667,5.72466666667
378.35,3.97966666667,7.58993666667,3.13006666667,4.00273333333,53.9748,3.9154,4.6584,5.30573333333,16.1787333333,8.76593333333,13.1383666666,58.0056,5.74566666667
378.71,4.00783333333,7.62643666667,3.18606666667,4.067,53.8709333333,3.94703333333,4.70526666666,5.34306666667,16.2509333333,8.85919999999,13.2209666667,57.8052,5.76386666667
379.07,3.92291666667,7.54364,3.1012,3.99066666667,53.7366,3.8927,4.65006666667,5.28733333333,16.1921333333,8.80033333333,13.1854333333,57.6458,5.67926666667
379.44,3.91426666667,7.52619000001,3.06226666666,3.9942,53.6894,3.8543,4.64126666667,5.31186666667,16.2007333333,8.82973333334,13.2369666667,57.5448,5.66393333333
379.80,3.92428333333,7.52121999999,3.0364,4.027,53.5031333333,3.84653333333,4.66446666666,5.35486666666,16.2004666667,8.88173333333,13.2812,57.2506666667,5.65933333333
380.16,3.98405,7.55186333333,3.0922,4.0936,53.3444666667,3.8956,4.755,5.46066666667,16.2221333333,8.96113333333,13.3581333333,57.0431333333,5.7298
380.52,4.01695,7.55832333334,3.07593333333,4.09966666667,53.2923333333,3.88936666667,4.79666666667,5.46966666667,16.286,9.03626666666,13.3747,56.8806,5.74466666667
380.88,4.0146,7.63951666667,3.09926666667,4.09033333333,53.1228,3.86276666667,4.7856,5.491,16.2651333333,9.09166666667,13.4405333333,56.6968,5.69486666667
381.24,4.00621666667,7.63658333333,3.0566,4.02493333333,52.9208666667,3.83146666667,4.74906666667,5.4662,16.1494,9.04780000001,13.3932,56.4206,5.6322
381.61,3.8401,7.44172666666,2.82106666667,3.80813333333,52.6886,3.6083,4.5294,5.30833333333,15.9739333333,8.87666666667,13.2082666667,56.1348,5.38293333333
381.97,3.8778,7.45484,2.84026666667,3.83073333333,52.5163333333,3.61786666667,4.538,5.34373333333,15.9688,8.94080000001,13.2284333333,55.9485333333,5.3914
382.33,3.84828333333,7.40356,2.8082,3.77973333333,52.3645333334,3.61563333333,4.528,5.3186,15.9231333333,8.92960000001,13.2608666667,55.7897333333,5.36093333333
382.69,3.93638333333,7.48307000001,2.86333333333,3.86633333333,52.1946666667,3.6971,4.6208,5.4162,15.9813333333,9.02466666666,13.3197333333,55.619,5.465
383.05,4.00921666667,7.54141666667,2.98193333333,3.96533333333,52.1939333334,3.78243333333,4.71126666667,5.5192,16.0772666667,9.1592,13.4083,55.6243333333,5.56113333333
383.41,3.97225,7.48033,2.96773333333,3.90953333333,52.0226,3.75613333333,4.6504,5.46606666666,16.0131333333,9.13393333333,13.3515666667,55.3976666667,5.51526666667
383.77,3.91926666667,7.40097000001,2.91206666667,3.8406,51.9804666667,3.6806,4.59046666667,5.37033333333,15.9643333333,9.107,13.3438,55.3473333333,5.45286666667
384.14,3.83136666667,7.30271666667,2.79853333333,3.75733333333,51.7987333333,3.55483333333,4.51046666667,5.2538,15.8799333333,9.03186666667,13.3094666667,55.1453333333,5.3554
384.50,3.85443333333,7.33096,2.84853333333,3.79326666667,51.638,3.5959,4.53613333333,5.29653333333,15.8776,9.0636,13.3731333333,54.9883333333,5.3804
384.86,3.79666666667,7.22609333333,2.77786666667,3.738,51.5083333333,3.56156666667,4.47246666667,5.2548,15.8145333333,9.01946666666,13.337,54.8016,5.34266666667
385.22,3.7947,7.22830333333,2.7844,3.75466666667,51.3769333333,3.5671,4.50573333333,5.30766666667,15.8560666667,9.114,13.4058333333,54.657,5.35486666666
385.58,3.90585,7.35980333333,2.9246,3.89786666667,51.3990666667,3.75303333333,4.6686,5.46686666667,15.9998666667,9.30066666666,13.6229333333,54.6777333333,5.53666666667
385.94,3.95921666667,7.43390666666,2.9826,3.9626,51.3270666667,3.83883333333,4.77546666667,5.5186,16.0546,9.38253333334,13.7291333333,54.6310666667,5.597
386.30,4.0456,7.55057333333,3.0484,4.02533333333,51.299,3.9221,4.85626666667,5.6068,16.1335333333,9.50806666669,13.8379,54.5905333333,5.66006666667
386.66,3.93738333333,7.46820333334,2.9658,3.9248,51.2039333333,3.82003333333,4.7866,5.52806666667,16.0658,9.45746666667,13.8219333333,54.5179333333,5.55933333333
387.03,3.92196666667,7.46593333334,2.94446666667,3.90033333333,51.0171333333,3.77846666667,4.79773333333,5.51986666667,15.9936666667,9.47460000001,13.881,54.3179333333,5.499
387.39,3.9415,7.49040999999,2.98073333333,3.93726666667,50.8982,3.80716666667,4.87706666667,5.5626,16.0202666667,9.53066666667,13.9500666667,54.2234,5.51973333333
387.75,3.96741666666,7.51899333333,3.03866666666,3.96633333333,50.7247333333,3.81893333333,4.92993333334,5.61626666667,16.0470666667,9.60486666667,14.0086333333,54.0026666667,5.52846666667
388.11,4.05091666667,7.60213666667,3.14746666667,4.0618,50.6319333333,3.91656666667,5.03413333333,5.73346666667,16.1340666667,9.73646666665,14.0997666667,53.8910666667,5.5962
388.47,4.10275,7.64286000001,3.20706666667,4.11566666667,50.5236666667,3.9782,5.094,5.81713333333,16.178,9.84486666668,14.208,53.8058,5.6162
388.83,4.1839,7.70545999999,3.2762,4.19826666667,50.4031333334,4.02596666667,5.19226666667,5.90886666667,16.2480666667,9.99333333332,14.3109666667,53.7044,5.66273333333
389.19,4.26485,7.78941666667,3.33933333333,4.26053333333,50.3252666667,4.07856666667,5.31586666667,5.98993333333,16.3154666667,10.0792,14.3976333333,53.652,5.73793333333
389.55,4.26016666667,7.77128999999,3.31393333334,4.24706666667,50.0547333333,4.02726666667,5.31793333333,5.9996,16.2816,10.0728,14.3958666667,53.3798,5.6892
389.91,4.26671666666,7.75121,3.2772,4.25586666666,49.9010666667,4.00756666667,5.31426666667,6.0254,16.298,10.1375333333,14.4240333333,53.1863333333,5.6912
390.27,4.23378333333,7.70394,3.2474,4.22506666667,49.6860666666,3.95116666667,5.28906666667,6.03553333333,16.2756666667,10.1622,14.417,52.9799333333,5.6696
390.63,4.26338333333,7.72885,3.25713333333,4.25433333333,49.4406666667,3.97943333333,5.33626666667,6.06606666667,16.263,10.2323333333,14.4434,52.7444,5.6868
391.00,4.27183333333,7.71675333333,3.23386666667,4.26373333333,49.2559333333,3.99266666667,5.34806666667,6.08146666667,16.3107333333,10.277,14.4507333333,52.5896666667,5.70793333333
391.36,4.3162,7.74171333333,3.2306,4.31386666667,49.0978666667,4.01733333333,5.39933333333,6.191,16.3444,10.3575333333,14.516,52.4588,5.73493333333
391.72,4.37518333333,7.79435666667,3.23793333333,4.36373333333,49.0306,4.0898,5.45826666666,6.29926666667,16.4001333333,10.4665333333,14.5913,52.4350666667,5.78213333333
392.08,4.42191666667,7.83847333333,3.24626666667,4.3958,48.9511333333,4.11493333333,5.5222,6.37373333333,16.4640666667,10.5528666667,14.7094666667,52.3984666667,5.81633333333
392.44,4.40918333333,7.82008666667,3.18673333333,4.3726,48.8750666666,4.08383333333,5.527,6.36846666667,16.4646666667,10.5738666667,14.7393666667,52.3474,5.79693333333
392.80,4.38938333333,7.80388666666,3.17413333333,4.3728,48.7105333333,4.1048,5.5334,6.39506666667,16.4302,10.5762,14.7666333333,52.2234,5.78653333333
393.16,4.34758333334,7.72224333333,3.13926666667,4.3196,48.5612,4.0639,5.47486666667,6.3952,16.4117333333,10.5945333333,14.7838666667,52.11,5.7234
393.52,4.36905,7.74920666667,3.17186666667,4.3368,48.4688666667,4.09636666667,5.50713333333,6.46053333333,16.4447333333,10.7052666667,14.8286333333,52.0746,5.731
393.88,4.34888333333,7.72021333333,3.15253333333,4.30373333334,48.327,4.07406666667,5.5106,6.469,16.4056,10.7142,14.8584,52.0348,5.694
394.24,4.32111666667,7.69490666667,3.112,4.2874,48.2194666667,4.07296666667,5.51666666667,6.4874,16.4009333333,10.7570666667,14.8914333333,51.9684,5.6864
394.60,4.32051666667,7.66322333334,3.11486666667,4.291,48.0538666667,4.0825,5.54086666667,6.53826666667,16.3639333333,10.8052,14.9547333333,51.881,5.66306666667
394.96,4.30783333333,7.65996333334,3.09953333333,4.27733333333,47.869,4.07256666667,5.5468,6.57606666667,16.3168,10.8518666667,14.9936333333,51.7614,5.63826666667
395.32,4.26216666667,7.61632,3.04586666667,4.21486666667,47.6796666667,4.04043333333,5.5116,6.5362,16.2568,10.8718,15.0034,51.6134666667,5.58266666667
395.68,4.24168333333,7.58259999999,3.0346,4.1988,47.5197333333,4.02153333333,5.53773333333,6.5658,16.2242,10.9153333333,15.0411666667,51.5015333333,5.58026666667
396.04,4.1491,7.47089333333,2.97446666667,4.09526666667,47.3461333334,3.95066666667,5.46506666667,6.53226666667,16.1103333333,10.9126,14.9722666667,51.3724666667,5.49313333333
396.40,4.11921666667,7.42280333333,2.96586666667,4.07546666667,47.0879333333,3.9282,5.45673333333,6.561,16.0963333333,10.9781333334,14.9731666667,51.1922666667,5.45913333333
396.76,4.21525,7.49183333333,3.0436,4.11006666667,46.9442,3.9733,5.55226666667,6.6522,16.1647333334,11.1431333333,15.0979,51.0952,5.532
397.12,4.23065,7.48286333333,3.05953333333,4.14306666666,46.7542,3.9856,5.58946666666,6.7144,16.121,11.2089333333,15.1417333333,50.8976,5.53513333333
397.48,4.2229,7.45598999999,3.06926666667,4.1372,46.5725333333,3.94816666667,5.62346666667,6.7516,16.0924,11.2877333333,15.2146333333,50.7745333333,5.56586666667
397.84,4.30691666667,7.52895333333,3.1622,4.22286666667,46.5212666667,4.018,5.7218,6.89086666667,16.1806666667,11.4868,15.3206,50.7692666667,5.65606666667
398.20,4.37603333333,7.56612999999,3.23733333333,4.27726666667,46.3385333333,4.0654,5.79746666667,7.00113333333,16.2417333333,11.6102666667,15.4226333333,50.6425333333,5.69326666667
398.56,4.45868333333,7.65754,3.29786666667,4.32686666667,46.2806666667,4.134,5.8706,7.141,16.3503333333,11.7398,15.5127,50.5854666667,5.75633333333
398.92,4.51541666666,7.69129333333,3.34626666667,4.3654,46.197,4.19153333333,5.96113333333,7.2582,16.4134,11.8481333333,15.6006666666,50.5053333334,5.797
399.28,4.60388333333,7.76163333334,3.4718,4.45986666667,46.1048666666,4.27506666667,6.09173333333,7.40733333333,16.5044,12.013,15.7246666667,50.4901333333,5.90346666667
399.64,4.59048333333,7.74225666667,3.4582,4.44806666667,45.9286666667,4.2403,6.0862,7.4314,16.4858666667,12.0340666667,15.7551,50.3902666667,5.8772
400.00,4.65575,7.79264333333,3.49826666666,4.51173333333,45.7758666666,4.30013333333,6.15493333334,7.5312,16.5395333333,12.1750666666,15.8686,50.3029333333,5.94
400.36,4.6552,7.79428666667,3.5104,4.5148,45.6072,4.2935,6.1794,7.57226666667,16.5016,12.2342,15.8999333333,50.1526666667,5.93853333333
400.72,4.55298333333,7.69253999999,3.40426666667,4.45426666667,45.4538666667,4.17693333333,6.11533333333,7.5708,16.4266666667,12.2215333333,15.8590666667,50.0662666667,5.8466
401.08,4.4825,7.64403333333,3.3058,4.401,45.2924,4.10643333333,6.0828,7.54946666667,16.3908666667,12.262,15.8739,49.9893333333,5.80773333333
401.44,4.4375,7.56905666667,3.23953333333,4.33413333333,45.1358,4.09203333333,6.05166666667,7.54013333333,16.3695333333,12.2567333333,15.8777666667,49.891,5.7264
401.80,4.39501666667,7.5124,3.20106666667,4.28526666667,44.9598666667,4.06746666667,6.04846666667,7.5884,16.3472666667,12.2981333333,15.9147,49.7686,5.67173333333
402.16,4.40461666667,7.51324,3.20566666667,4.2924,44.8704,4.08123333333,6.11746666667,7.67473333333,16.3542666667,12.3970666666,15.9945333333,49.7266666667,5.65626666667
402.52,4.37183333333,7.45585,3.1704,4.28066666667,44.7655333333,4.02246666667,6.114,7.69606666667,16.3076,12.4753333333,16.0350333333,49.6807333333,5.63186666667
402.88,4.41278333333,7.48822,3.21546666667,4.31946666667,44.6542666667,4.04916666667,6.1758,7.79746666667,16.3589333333,12.6294,16.1253666667,49.6589333333,5.65433333333
403.24,4.41396666667,7.48314,3.21626666667,4.31253333333,44.5582,4.03683333333,6.20093333333,7.8784,16.3945333333,12.7122,16.2062,49.6236,5.65466666667
403.60,4.47193333333,7.51475333333,3.27693333333,4.35946666667,44.4502,4.08916666667,6.2626,7.97493333333,16.4187333333,12.8479333334,16.3229,49.5968,5.7018
403.95,4.54746666667,7.58287,3.33433333333,4.40393333333,44.4138,4.13603333333,6.36073333333,8.10966666667,16.506,12.9809333333,16.4368666667,49.6076,5.76493333333
404.31,4.56496666667,7.59253,3.331,4.38846666666,44.3492,4.13636666667,6.38513333333,8.1928,16.4986,13.0769333333,16.5114,49.5937333333,5.75866666667
404.67,4.60613333333,7.61061,3.36206666667,4.4054,44.2164,4.1882,6.43406666666,8.28693333333,16.5251333334,13.1938666667,16.5908,49.5300666667,5.78806666667
405.03,4.73043333333,7.69740333333,3.47853333333,4.50566666667,44.1321333333,4.2823,6.55033333333,8.47553333333,16.6152666667,13.3582,16.7179,49.5115333333,5.88426666667
405.39,4.78413333333,7.74159333333,3.52373333333,4.57613333333,44.0630666666,4.31533333333,6.63433333333,8.61713333333,16.6365333333,13.4955333333,16.7984666667,49.4502666667,5.94153333334
405.75,4.75846666667,7.70645333333,3.49393333333,4.55366666667,43.9397333333,4.2721,6.6404,8.6532,16.6016,13.5413333333,16.8247,49.3518666667,5.9232
406.11,4.75056666667,7.67574333333,3.49786666667,4.54566666667,43.7677333333,4.2568,6.63826666667,8.72006666667,16.5477333334,13.6130666667,16.8423,49.2413333333,5.92786666667
406.47,4.7847,7.70383666667,3.55966666666,4.5734,43.6282,4.31653333333,6.6906,8.84226666667,16.5718666666,13.7262666667,16.9266666667,49.1524666667,5.96826666667
406.83,4.80523333334,7.70235,3.57186666667,4.58486666667,43.5508,4.33406666667,6.73606666667,8.94933333333,16.5693333333,13.8262666667,16.9997666667,49.1068,6.00453333333
407.19,4.78228333333,7.67599,3.5502,4.56353333333,43.3942666667,4.32846666667,6.76313333333,9.02113333334,16.5419333333,13.8986,17.0251666667,48.9861333333,5.9906
407.55,4.76735,7.67538333333,3.53406666667,4.54186666667,43.2572666667,4.33476666667,6.8096,9.14100000001,16.5218,13.9814666667,17.0498333333,48.8778666667,5.97486666667
407.90,4.69531666667,7.58409666667,3.48353333333,4.47586666667,43.0934,4.27776666667,6.7794,9.17273333333,16.4339333333,14.0241333333,17.0667,48.7543333333,5.90273333333
408.26,4.71001666667,7.57134,3.50266666667,4.49106666667,42.9715333333,4.29406666667,6.84773333333,9.3056,16.4498666667,14.1369333333,17.1493666667,48.6868666667,5.93106666667
408.62,4.76558333333,7.60266,3.53833333333,4.5302,42.8437333333,4.33846666667,6.9352,9.44826666667,16.4767333333,14.2494666666,17.2288333333,48.6124666667,5.97473333333
408.98,4.70001666667,7.53241666667,3.47013333333,4.4636,42.7382666667,4.28496666667,6.9068,9.48313333334,16.4282666667,14.2970666667,17.2488666667,48.534,5.90973333333
409.34,4.68645,7.49269,3.45686666667,4.45026666667,42.6336,4.27413333333,6.90913333333,9.55393333333,16.4222666667,14.3693333333,17.2964333333,48.5076,5.89286666667
409.70,4.7296,7.51773,3.50266666667,4.4878,42.4969333333,4.324,6.96993333333,9.67980000001,16.4371333333,14.4879333333,17.3842333333,48.4438,5.94106666667
410.06,4.74271666667,7.51389,3.4794,4.48186666667,42.4342,4.31386666667,7.00793333333,9.78426666667,16.4478,14.5856666667,17.4657333333,48.4392,5.95586666667
410.42,4.74806666667,7.4927,3.4636,4.48573333333,42.3531333333,4.3111,7.0584,9.89553333334,16.4324666667,14.6534666667,17.5076,48.4434,5.9586
410.77,4.74086666667,7.46373666667,3.4296,4.48546666667,42.2226,4.28273333333,7.0824,9.96093333334,16.4162,14.7121333333,17.5576,48.3990666667,5.94253333333
411.13,4.73921666667,7.44212,3.39333333333,4.48873333333,42.1581333333,4.26453333333,7.0924,10.0553333333,16.3712666667,14.7985333333,17.6141,48.3742666667,5.93586666667
411.49,4.75265,7.40635666667,3.38826666667,4.49673333333,42.0502666667,4.23476666667,7.10106666667,10.1324,16.3578666667,14.8713333333,17.6655,48.2944,5.9302
411.85,4.74678333333,7.38920666667,3.3754,4.50213333333,41.9182,4.1908,7.1106,10.2232666667,16.3498666667,14.9251333333,17.6845666667,48.2104,5.92233333333
412.21,4.77148333333,7.38581333333,3.37306666667,4.51686666667,41.8050666667,4.1983,7.15486666667,10.3260666667,16.3336666667,14.993,17.7196,48.1696,5.94826666667
