wavelength,Back_PhrCarm,Belly_PhrCarm,Breast_PhrCarm,Crissum_PhrCarm,Crown_PhrCarm,DorTail_PhrCarm,Rump_PhrCarm,Throat_PhrCarm,WingTip_PhrCarm
370.74,8.75083333333,4.51383333334,5.012,6.2465,6.92616666666,6.64,9.6355,5.95183333333,7.54466666666
371.10,8.738,4.49983333333,5.02133333333,6.2415,6.966,6.6545,9.692,6.05766666667,7.55683333333
371.46,8.824,4.60066666667,5.19816666667,6.49066666666,6.98133333333,6.7195,9.78833333335,5.99583333333,7.622
371.83,8.75283333333,4.51583333334,5.08433333333,6.41483333334,6.95583333333,6.79616666667,9.8025,5.9955,7.54133333334
372.19,8.66033333333,4.44133333334,4.99816666666,6.31066666666,6.83983333333,6.64933333333,9.58733333333,5.89966666667,7.40283333333
372.55,8.553,4.39783333333,4.989,6.1755,6.85983333334,6.59366666666,9.5115,5.95383333333,7.40633333333
372.92,8.5105,4.40433333333,4.97883333333,6.0715,6.80983333333,6.48466666666,9.56983333333,5.90183333333,7.47033333333
373.28,8.49166666667,4.53466666667,4.9825,6.0745,6.785,6.58316666666,9.67116666667,5.91583333333,7.59333333333
373.64,8.35633333333,4.49933333333,4.94216666667,5.91683333334,6.78066666666,6.61583333333,9.70866666666,5.92683333333,7.64666666667
374.00,8.30016666667,4.43266666666,4.85166666667,5.923,6.76133333333,6.54433333334,9.63433333334,5.95233333333,7.63916666666
374.37,8.3065,4.49133333333,4.95566666666,6.04383333333,6.7995,6.564,9.734,6.0045,7.7235
374.73,8.34966666666,4.52366666667,5.01216666667,6.02833333334,6.8385,6.62633333333,9.8775,6.02833333333,7.8035
375.09,8.41266666667,4.529,5.0645,6.03716666667,6.8435,6.75583333333,9.95166666665,5.9395,7.86316666667
375.45,8.31333333333,4.43683333334,4.8935,5.90666666667,6.7455,6.6575,9.90133333333,5.93666666667,7.80483333334
375.81,8.214,4.41916666667,4.88716666666,5.933,6.68283333333,6.5905,9.84683333333,5.79983333333,7.82433333333
376.18,8.27216666666,4.49766666667,4.96416666667,5.94533333334,6.78416666666,6.60366666666,9.96866666668,5.878,7.911
376.54,8.28533333334,4.53033333333,4.94066666667,6.01566666667,6.73833333333,6.59333333333,10.0565,5.8425,7.93716666667
376.90,8.31483333333,4.63216666667,4.95283333333,6.0735,6.78883333333,6.66316666667,10.0973333334,5.8265,7.9645
377.26,8.27416666666,4.586,4.92816666667,6.06766666666,6.72133333334,6.67366666666,10.0948333333,5.76183333333,7.92116666667
377.63,8.37633333334,4.725,5.035,6.19133333334,6.82933333333,6.6735,10.1565,5.88633333334,7.96766666667
377.99,8.49216666666,4.86066666667,5.20316666667,6.29933333333,6.9875,6.70533333334,10.2765,5.94116666666,8.077
378.35,8.44316666667,4.83516666666,5.16933333333,6.21733333334,6.94683333334,6.692,10.1768333334,5.927,8.03
378.71,8.39966666667,4.8045,5.1135,6.18833333334,6.91816666667,6.61266666666,10.0401666667,5.91283333333,7.92833333334
379.07,8.362,4.74966666667,5.03983333334,6.2045,6.91716666667,6.516,9.94600000002,5.9975,7.891
379.44,8.42333333334,4.778,5.124,6.25966666667,7.01266666666,6.467,9.95516666665,6.00333333333,7.93516666667
379.80,8.42833333333,4.7695,5.08733333333,6.19283333333,6.986,6.43866666667,9.9,6.003,7.89433333334
380.16,8.41816666667,4.6715,5.07783333333,6.15316666667,6.99166666667,6.44516666667,9.91016666669,5.918,7.8735
380.52,8.5275,4.725,5.1855,6.256,7.13566666667,6.53216666667,9.99833333334,6.0475,7.96533333333
380.88,8.55933333334,4.7115,5.262,6.32866666667,7.15583333333,6.533,9.98016666666,6.1495,8.0005
381.24,8.5375,4.64433333334,5.264,6.32283333333,7.14416666667,6.44216666666,9.90666666667,6.154,7.93116666666
381.61,8.48716666667,4.55166666667,5.162,6.33083333333,7.08666666666,6.40866666667,9.89116666667,6.06683333333,7.90716666667
381.97,8.41716666667,4.33183333334,5.00733333333,6.18266666666,6.9805,6.34216666666,9.70466666667,5.92116666667,7.79666666667
382.33,8.4165,4.30816666666,4.92033333333,6.15233333334,6.956,6.2855,9.7915,5.8805,7.72966666667
382.69,8.52233333334,4.39516666667,4.98566666667,6.20566666667,7.00533333333,6.345,9.84316666666,5.92483333333,7.776
383.05,8.53766666667,4.4475,5.0235,6.20783333333,7.00733333333,6.29233333333,9.86366666667,5.83266666667,7.75866666667
383.41,8.50483333333,4.45683333334,4.95883333334,6.17816666666,6.98516666667,6.345,9.85633333333,5.78766666667,7.72633333334
383.77,8.47466666666,4.416,4.913,6.1635,6.97116666667,6.28166666667,9.79516666667,5.75333333333,7.66083333333
384.14,8.27766666667,4.32083333333,4.72116666667,6.02633333333,6.79966666667,6.15183333334,9.65933333333,5.58166666666,7.52266666666
384.50,8.25283333333,4.2595,4.66866666667,5.9985,6.7955,6.14716666667,9.62316666666,5.51566666667,7.46933333333
384.86,8.27566666667,4.26333333333,4.67016666667,5.967,6.81316666667,6.15483333334,9.657,5.47016666667,7.4105
385.22,8.40716666667,4.40383333334,4.71633333333,6.13133333334,6.932,6.28333333333,9.783,5.55316666667,7.58333333334
385.58,8.47816666667,4.4905,4.83183333334,6.211,6.96016666666,6.391,9.82883333333,5.66683333334,7.6845
385.94,8.55433333334,4.71633333333,5.012,6.38733333334,7.058,6.52416666666,10.0376666667,5.83033333334,7.8195
386.30,8.62883333334,4.818,5.16133333333,6.496,7.14466666666,6.648,10.082,5.90116666667,7.98316666666
386.66,8.58483333333,4.75933333334,5.14633333333,6.44516666667,7.186,6.7245,10.1516666667,5.886,8.03833333333
387.03,8.5665,4.74766666667,5.10816666667,6.442,7.18116666667,6.75783333334,10.1856666667,5.8515,8.04316666666
387.39,8.6345,4.76733333334,5.15333333334,6.44466666667,7.23483333334,6.77266666666,10.233,5.96183333333,8.1055
387.75,8.756,4.86233333334,5.3365,6.55183333333,7.35066666667,6.96833333333,10.4195,6.152,8.261
388.11,8.88633333334,4.96416666667,5.40366666667,6.66333333334,7.42816666667,7.01583333333,10.4953333333,6.3055,8.35866666667
388.47,8.92116666667,5.03383333334,5.48583333334,6.7575,7.41483333334,7.099,10.5401666667,6.34633333334,8.42283333333
388.83,8.933,5.0495,5.51133333334,6.79916666667,7.44133333334,7.12116666667,10.5646666666,6.43616666667,8.50116666665
389.19,8.836,5.00366666666,5.45583333334,6.65816666667,7.3365,7.039,10.5401666667,6.42216666667,8.38916666667
389.55,8.70483333333,4.85066666667,5.29733333333,6.47233333333,7.2185,6.958,10.4186666667,6.24233333333,8.21833333333
389.91,8.5535,4.66416666667,5.12133333334,6.28266666667,7.0685,6.7895,10.2306666666,6.085,8.0935
390.27,8.63566666667,4.7265,5.15083333334,6.36866666666,7.1275,6.778,10.2861666667,6.12816666666,8.101
390.63,8.63666666667,4.79766666667,5.136,6.429,7.112,6.724,10.2233333333,6.1075,8.03283333333
391.00,8.59816666666,4.8425,5.17433333333,6.418,7.11233333334,6.72783333333,10.2211666667,6.1035,8.057
391.36,8.56316666667,4.88183333333,5.18166666667,6.44633333333,7.09033333333,6.75716666667,10.2265,6.12016666667,8.04416666666
391.72,8.46933333334,4.8755,5.134,6.41083333333,7.04366666667,6.59483333333,10.1813333333,6.0375,8.01433333333
392.08,8.51316666667,4.91816666666,5.29166666666,6.486,7.12566666666,6.67933333334,10.2325,6.11166666667,8.0645
392.44,8.42083333334,4.8065,5.1765,6.367,7.04216666667,6.51116666666,10.1245,6.0085,7.95166666666
392.80,8.30766666666,4.71266666667,5.0505,6.23766666666,6.93716666667,6.41233333333,10.0328333334,5.85683333334,7.83416666667
393.16,8.32716666667,4.6965,5.08066666667,6.26366666666,6.95683333334,6.41733333333,10.0406666667,5.78433333333,7.8485
393.52,8.29833333334,4.69083333334,5.09316666667,6.29616666667,6.931,6.31783333334,10.03,5.75033333333,7.8525
393.88,8.258,4.66883333333,5.06933333333,6.29433333334,6.88683333333,6.241,10.0625,5.72766666666,7.80133333334
394.24,8.12983333334,4.58083333333,4.9825,6.176,6.785,6.13516666667,9.9605,5.6555,7.7445
394.60,8.1045,4.5245,4.95733333333,6.15016666667,6.78266666667,6.107,9.95566666666,5.68466666666,7.77383333333
394.96,8.11166666667,4.44916666667,4.917,6.156,6.76183333333,6.08383333333,9.93099999998,5.7035,7.72466666667
395.32,8.097,4.3735,4.90383333334,6.16533333333,6.778,6.051,9.9245,5.63333333333,7.68083333334
395.68,8.174,4.36933333333,4.87833333334,6.20583333334,6.7855,6.11083333334,9.94466666668,5.66066666666,7.709
396.04,8.1155,4.34133333334,4.818,6.17283333333,6.75316666666,6.10933333333,9.95350000001,5.5985,7.6835
396.40,8.1595,4.4015,4.8875,6.21066666667,6.82816666667,6.19833333334,10.0418333333,5.70616666667,7.788
396.76,8.21983333333,4.48883333334,5.011,6.30716666667,6.92466666667,6.283,10.1516666667,5.82683333334,7.89316666666
397.12,8.21733333333,4.50366666666,5.00733333333,6.41983333333,6.968,6.33133333333,10.1583333334,5.84633333334,7.92966666667
397.48,8.27016666667,4.51683333334,5.0495,6.39216666667,7.07716666667,6.4005,10.2081666666,5.89416666666,7.97483333333
397.84,8.43933333334,4.69483333333,5.25866666667,6.582,7.30766666666,6.66366666666,10.3766666667,6.10983333334,8.18066666666
398.20,8.46683333333,4.7165,5.283,6.624,7.31283333333,6.74483333334,10.429,6.17866666667,8.20966666667
398.56,8.50433333334,4.71766666667,5.32166666667,6.6735,7.33016666667,6.78566666666,10.4618333334,6.17583333333,8.23283333333
398.92,8.623,4.83283333333,5.41483333334,6.78766666667,7.3995,6.89133333333,10.5886666667,6.31933333333,8.40583333333
399.28,8.66116666667,4.89,5.43433333334,6.77666666666,7.40916666667,6.87966666666,10.624,6.36016666667,8.45216666667
399.64,8.61383333333,4.884,5.39366666667,6.73766666666,7.41033333334,6.88966666666,10.586,6.29183333334,8.37633333333
400.00,8.65183333333,4.90416666667,5.35583333334,6.71183333333,7.405,6.8215,10.5503333333,6.2955,8.39
400.36,8.70283333334,4.94483333333,5.3685,6.69533333334,7.42816666666,6.79033333333,10.6118333334,6.262,8.409
400.72,8.76816666667,4.9435,5.371,6.71016666667,7.41616666667,6.80866666667,10.625,6.262,8.43666666666
401.08,8.79966666667,4.96433333334,5.392,6.60366666667,7.4405,6.7745,10.6333333334,6.28816666667,8.46
401.44,8.8645,5.049,5.4215,6.71716666666,7.47766666666,6.82333333334,10.7065,6.33383333333,8.49966666667
401.80,8.7925,4.97433333333,5.30816666667,6.648,7.3895,6.67883333333,10.5948333333,6.21716666667,8.38916666667
402.16,8.82133333333,4.95533333334,5.3205,6.65216666666,7.40833333333,6.67366666667,10.58,6.21716666666,8.409
402.52,8.8225,4.95516666667,5.33816666667,6.639,7.39816666667,6.59166666666,10.5958333334,6.23833333333,8.34866666667
402.88,8.72216666667,4.863,5.26216666666,6.5105,7.30883333333,6.45616666667,10.4983333334,6.09383333333,8.22916666667
403.24,8.68566666667,4.78766666667,5.2355,6.4905,7.29283333333,6.4635,10.4476666667,6.04716666666,8.20966666667
403.60,8.64966666667,4.794,5.29016666666,6.50983333334,7.3085,6.41833333334,10.4506666667,6.11033333333,8.2585
403.95,8.6645,4.79183333334,5.32233333333,6.55416666667,7.32633333334,6.4935,10.49,6.10533333334,8.27316666666
404.31,8.62833333334,4.76833333334,5.29933333333,6.55783333334,7.26016666667,6.518,10.3601666667,6.09083333333,8.20916666667
404.67,8.63716666667,4.81766666666,5.307,6.56716666666,7.30266666667,6.569,10.3403333333,6.08666666666,8.20383333333
405.03,8.65033333334,4.80116666666,5.301,6.6165,7.2975,6.5445,10.3536666666,6.091,8.155
405.39,8.66666666666,4.82383333334,5.30716666667,6.61483333333,7.2705,6.55733333334,10.319,6.10683333334,8.13966666667
405.75,8.67266666667,4.7975,5.3055,6.58366666666,7.27633333333,6.51883333333,10.3263333334,6.08033333334,8.172
406.11,8.67933333334,4.81716666666,5.324,6.58366666667,7.28066666667,6.54166666666,10.3786666667,6.09233333333,8.17183333333
406.47,8.65683333334,4.78883333334,5.2625,6.50683333333,7.274,6.56083333333,10.3165,6.03433333334,8.16
406.83,8.70616666667,4.857,5.31566666667,6.61066666667,7.3685,6.63983333333,10.38,6.10483333333,8.23433333333
407.19,8.75516666666,4.90983333334,5.357,6.65133333333,7.4095,6.62833333334,10.4253333334,6.14266666667,8.27083333333
407.55,8.8585,4.90716666666,5.37666666666,6.67083333333,7.40966666667,6.62466666667,10.473,6.1215,8.2575
407.90,8.85916666667,4.88266666667,5.37083333333,6.70466666667,7.40833333333,6.58583333333,10.4906666667,6.16166666666,8.27183333333
408.26,8.897,4.90933333333,5.3635,6.71816666667,7.49066666667,6.62783333333,10.6043333334,6.27333333333,8.32383333333
408.62,8.88833333333,4.856,5.3155,6.71766666667,7.46516666667,6.567,10.6183333333,6.27083333334,8.30483333333
408.98,8.871,4.82816666667,5.309,6.68433333333,7.43166666667,6.52783333333,10.6188333334,6.26716666667,8.31366666667
409.34,8.85783333333,4.79166666666,5.28666666667,6.6845,7.414,6.508,10.6475,6.22033333334,8.33783333333
409.70,8.80083333333,4.743,5.20133333333,6.65733333333,7.31716666667,6.50583333333,10.6038333333,6.17083333334,8.26033333333
410.06,8.79716666666,4.71366666667,5.17316666666,6.65433333333,7.30583333334,6.44233333334,10.5498333333,6.13666666667,8.231
410.42,8.83533333333,4.73666666667,5.19716666667,6.7135,7.332,6.45966666667,10.584,6.17466666667,8.26683333334
410.77,8.829,4.7295,5.18116666666,6.63916666666,7.2605,6.45916666667,10.558,6.13883333334,8.22066666667
411.13,8.84183333333,4.7565,5.16433333333,6.6535,7.25366666667,6.486,10.5858333333,6.1705,8.21266666667
411.49,8.812,4.71666666667,5.09416666667,6.65483333334,7.2355,6.53216666666,10.5523333333,6.16066666666,8.19916666667
411.85,8.81416666667,4.77516666667,5.08116666667,6.641,7.25166666667,6.572,10.5661666667,6.17516666667,8.21066666667
412.21,8.74133333333,4.68666666666,5.03766666667,6.6075,7.21533333333,6.49866666667,10.4945,6.04716666666,8.1865
412.57,8.6765,4.6515,5.01133333333,6.5355,7.1805,6.43766666667,10.4663333334,5.98566666667,8.16133333333
412.92,8.657,4.65866666667,4.979,6.49033333334,7.17866666667,6.48383333334,10.4591666666,5.9785,8.17366666666
413.28,8.59516666666,4.62733333334,4.98433333333,6.45016666666,7.16783333334,6.44733333334,10.4396666666,5.98616666667,8.15583333333
413.64,8.70016666666,4.71633333333,5.1245,6.52666666667,7.2715,6.54833333334,10.5575,6.091,8.26533333333
414.00,8.633,4.67766666667,5.084,6.48083333333,7.26866666667,6.52016666667,10.5233333333,6.04316666666,8.25766666667
414.36,8.623,4.7165,5.11266666667,6.51716666667,7.28583333333,6.5725,10.5953333334,6.0795,8.2955
414.72,8.64466666667,4.726,5.1445,6.60466666667,7.3285,6.56983333333,10.6051666666,6.09166666667,8.313
415.07,8.6165,4.67883333333,5.09633333334,6.522,7.279,6.53083333333,10.5631666666,6.017,8.30616666667
415.43,8.615,4.73216666667,5.1475,6.53566666667,7.32983333333,6.58983333334,10.5856666667,6.0475,8.34983333334
415.79,8.56916666666,4.68916666667,5.12166666667,6.49166666667,7.26666666666,6.49166666667,10.5783333333,6.0025,8.2825
416.15,8.6375,4.7745,5.19016666667,6.57983333333,7.29583333334,6.54783333333,10.6536666667,6.09116666666,8.326
416.51,8.70366666667,4.81816666667,5.25383333334,6.6515,7.35666666667,6.63566666667,10.6863333333,6.16633333334,8.40516666665
416.86,8.76616666667,4.8745,5.32733333333,6.71283333334,7.44466666667,6.70266666666,10.7353333333,6.2425,8.47766666666
417.22,8.76283333333,4.86783333333,5.3075,6.7125,7.4225,6.68866666667,10.7265,6.23116666667,8.46433333332
417.58,8.72933333333,4.8735,5.27266666666,6.69366666667,7.4205,6.68166666667,10.7211666666,6.214,8.43566666668
417.94,8.77483333333,4.91916666667,5.314,6.74133333333,7.43883333333,6.71583333334,10.7728333333,6.2315,8.459
418.29,8.75366666667,4.874,5.29033333333,6.7135,7.4205,6.68233333334,10.7365,6.20866666666,8.44
418.65,8.70933333333,4.82583333333,5.24716666667,6.66966666666,7.40066666667,6.658,10.713,6.18683333334,8.42133333333
419.01,8.69833333333,4.81933333333,5.26716666667,6.69133333334,7.39216666667,6.65416666666,10.7115,6.17933333334,8.415
419.37,8.663,4.787,5.23333333334,6.64866666667,7.36183333334,6.60616666666,10.6776666667,6.142,8.3835
419.73,8.677,4.78,5.22266666666,6.64333333334,7.361,6.60933333333,10.653,6.10866666667,8.38816666667
420.08,8.67483333334,4.77166666667,5.21833333333,6.62233333333,7.35116666666,6.59966666666,10.6698333333,6.09583333333,8.40633333334
420.44,8.62466666667,4.74133333333,5.16716666667,6.59383333333,7.29966666667,6.56716666666,10.6511666667,6.0675,8.36383333334
420.80,8.59716666667,4.70633333333,5.146,6.59383333334,7.26433333333,6.54833333334,10.6171666667,6.023,8.3245
421.16,8.62366666667,4.72766666666,5.16433333333,6.58983333334,7.28133333334,6.5585,10.6123333333,6.029,8.336
421.51,8.62233333333,4.70033333333,5.163,6.55466666666,7.26166666667,6.53233333333,10.5843333333,6.02416666666,8.33766666667
421.87,8.62616666667,4.70833333333,5.15766666666,6.5575,7.27633333333,6.56316666666,10.5996666666,6.0305,8.346
422.23,8.65566666667,4.74783333333,5.1845,6.59033333333,7.303,6.57666666666,10.6443333333,6.05966666667,8.36816666666
422.58,8.6875,4.781,5.20483333333,6.60416666667,7.30966666666,6.624,10.6588333333,6.10233333333,8.392
422.94,8.71183333333,4.79833333334,5.218,6.62083333333,7.33183333334,6.65033333334,10.6671666667,6.12966666667,8.3985
423.30,8.7525,4.82216666666,5.23216666667,6.6305,7.33383333333,6.65033333334,10.6966666666,6.15266666667,8.42116666667
423.66,8.75383333334,4.81083333334,5.23233333333,6.623,7.33183333334,6.67616666666,10.699,6.16683333334,8.41766666666
424.01,8.75183333334,4.82033333334,5.23033333334,6.608,7.32733333333,6.65916666666,10.681,6.158,8.40766666666
424.37,8.7915,4.85416666667,5.249,6.60833333333,7.35666666667,6.666,10.6975,6.16216666667,8.405
424.73,8.78433333334,4.853,5.24083333334,6.59216666667,7.3485,6.65166666666,10.6875,6.16233333333,8.39583333334
425.08,8.79416666667,4.871,5.26183333333,6.617,7.38133333334,6.6815,10.7288333333,6.17866666667,8.42483333334
425.44,8.823,4.9155,5.28883333333,6.67566666667,7.41316666667,6.72083333334,10.7673333333,6.215,8.4585
425.80,8.83433333333,4.92133333333,5.2965,6.67533333333,7.4125,6.71766666667,10.7696666667,6.23316666666,8.46083333331
426.16,8.834,4.89783333333,5.304,6.65966666667,7.40583333333,6.70133333334,10.7536666667,6.20316666667,8.464
426.51,8.83083333333,4.865,5.28883333333,6.63616666667,7.40216666667,6.70783333334,10.7721666666,6.17633333334,8.46133333333
426.87,8.83283333333,4.86833333334,5.30316666667,6.62416666666,7.408,6.72983333333,10.7783333333,6.1725,8.49183333332
427.23,8.83033333333,4.87366666667,5.33833333334,6.63583333334,7.4315,6.74583333333,10.8003333334,6.17933333334,8.48583333332
427.58,8.84116666667,4.8925,5.372,6.67266666667,7.45933333333,6.75316666666,10.8396666667,6.1875,8.53516666665
427.94,8.8365,4.84833333333,5.34066666666,6.6945,7.46483333334,6.7715,10.83,6.15916666666,8.51583333335
428.30,8.87083333333,4.85066666667,5.4005,6.76883333333,7.47283333334,6.8115,10.8603333333,6.19766666667,8.58083333332
428.65,8.91133333333,4.89366666667,5.4445,6.81783333333,7.49883333333,6.84183333333,10.9185,6.2415,8.634
429.01,8.932,4.88716666667,5.429,6.82,7.49,6.852,10.9245,6.263,8.6165
429.37,8.87866666666,4.814,5.37033333334,6.72766666666,7.44066666667,6.78416666666,10.8906666667,6.196,8.54833333332
429.72,8.87,4.8155,5.35133333333,6.72016666667,7.4335,6.75733333333,10.8968333333,6.19633333333,8.54516666668
430.08,8.91233333334,4.86016666667,5.36366666667,6.74016666667,7.44833333333,6.83216666666,10.929,6.2445,8.57566666667
430.44,8.93633333333,4.90583333333,5.404,6.77133333333,7.4985,6.79166666666,10.9455,6.25816666667,8.58183333332
430.79,8.96966666665,4.957,5.4185,6.82516666666,7.545,6.82733333333,10.993,6.30566666667,8.62850000002
431.15,8.99966666667,4.95816666666,5.41516666667,6.85833333334,7.5765,6.86483333333,11.0288333334,6.32616666667,8.66366666668
431.50,8.98799999998,4.98116666667,5.41116666667,6.84733333334,7.592,6.87416666667,10.987,6.34166666667,8.6505
431.86,8.97216666667,4.9955,5.41766666667,6.81133333333,7.5795,6.878,10.997,6.33833333334,8.67566666665
432.22,8.9505,5.01866666667,5.4045,6.76933333334,7.58166666666,6.87766666667,10.9828333334,6.33133333333,8.66133333334
432.57,8.975,5.03783333333,5.42683333333,6.78283333333,7.6185,6.88766666666,11.0136666666,6.337,8.67866666669
432.93,8.97616666667,5.04083333333,5.457,6.79633333333,7.61916666667,6.891,11.0236666666,6.335,8.71816666667
433.29,9.01966666665,5.0815,5.49183333333,6.84133333334,7.66166666666,6.95183333334,11.049,6.37233333333,8.76683333331
433.64,9.04616666667,5.0745,5.49433333333,6.85,7.675,6.948,11.0403333333,6.358,8.76433333331
434.00,9.00166666667,5.056,5.48283333333,6.833,7.672,6.92633333334,11.005,6.31283333333,8.74533333335
434.35,9.01849999998,5.08533333334,5.5015,6.85533333334,7.67433333333,6.939,11.0255,6.32966666667,8.78116666667
434.71,8.97616666665,5.0355,5.45933333333,6.79666666667,7.632,6.861,10.9953333334,6.28366666667,8.72449999998
435.07,8.95116666666,5.0005,5.41883333333,6.74983333333,7.58583333333,6.81216666667,10.919,6.23216666666,8.67733333335
435.42,8.97816666665,5.01216666666,5.42816666666,6.7775,7.59133333334,6.83216666666,10.9696666667,6.274,8.70283333334
435.78,8.99133333332,5.02783333333,5.46333333333,6.776,7.61866666667,6.844,10.9828333334,6.30483333333,8.70299999998
436.13,8.99799999998,5.00233333333,5.46566666667,6.798,7.62133333334,6.842,10.998,6.28916666667,8.70983333335
436.49,8.95483333333,4.96166666666,5.416,6.75083333333,7.5605,6.82683333333,10.9661666667,6.2325,8.66783333332
436.84,8.94816666666,4.96383333333,5.37083333333,6.74383333334,7.57433333333,6.82933333334,10.9658333333,6.21233333333,8.65600000002
437.20,8.96000000002,4.98066666666,5.37816666667,6.78416666667,7.5845,6.82883333333,10.9983333333,6.21883333334,8.66883333333
437.56,8.98183333335,5.02733333333,5.41033333333,6.80883333334,7.591,6.87433333334,11.0403333333,6.26633333333,8.72316666665
437.91,9.01333333333,5.03366666666,5.40583333333,6.8255,7.58166666666,6.87866666666,11.068,6.28566666666,8.73616666668
438.27,8.9865,5.0165,5.38883333334,6.807,7.57666666666,6.8885,11.067,6.27383333334,8.71950000001
438.62,9.03949999999,5.06283333333,5.40833333333,6.87733333334,7.61233333334,6.96366666667,11.1186666667,6.311,8.7675
438.98,9.03166666665,5.0925,5.41983333333,6.893,7.61333333333,6.97733333334,11.1491666667,6.3345,8.80066666667
439.33,9.02883333333,5.0815,5.405,6.883,7.60416666667,6.976,11.1545,6.30416666667,8.80633333334
439.69,9.02166666669,5.06983333333,5.36066666666,6.88766666667,7.5805,6.95,11.1443333334,6.27683333333,8.80733333333
440.04,9.02283333334,5.075,5.33483333334,6.86783333333,7.6005,6.95583333333,11.1451666666,6.27733333333,8.80166666668
440.40,9.0245,5.07916666667,5.34083333334,6.88683333333,7.62216666667,6.95033333333,11.145,6.2985,8.81783333332
440.75,9.03300000002,5.079,5.36016666667,6.87816666667,7.61483333333,6.93966666666,11.1411666667,6.3095,8.81999999999
441.11,9.04166666668,5.08083333334,5.35983333333,6.86816666667,7.62716666666,6.93916666666,11.1488333333,6.32583333333,8.8275
441.47,9.01866666669,5.07233333334,5.36616666667,6.86633333333,7.63733333333,6.93816666667,11.1263333333,6.31783333333,8.80833333331
441.82,9.01883333335,5.085,5.36133333333,6.865,7.639,6.92066666666,11.1361666666,6.323,8.81566666666
442.18,9.00816666665,5.08033333334,5.34333333333,6.8615,7.62183333334,6.90383333334,11.1001666667,6.31316666667,8.8075
442.53,9.01383333335,5.0835,5.3655,6.85416666667,7.6295,6.898,11.1175,6.315,8.80083333335
442.89,9.02433333331,5.08633333334,5.36533333334,6.86,7.651,6.89483333334,11.1241666667,6.31783333334,8.81966666665
443.24,9.05166666665,5.108,5.39083333333,6.86466666667,7.67916666667,6.93,11.1353333334,6.3135,8.85783333331
443.60,9.05549999999,5.10033333333,5.3995,6.88116666666,7.678,6.96066666667,11.1268333333,6.335,8.85216666665
443.95,9.02083333332,5.0515,5.37933333333,6.83666666666,7.62,6.897,11.0928333333,6.29583333333,8.81849999999
444.31,9.03216666669,5.04833333334,5.3855,6.81866666666,7.62583333334,6.90833333333,11.1095,6.299,8.82483333332
444.66,9.03216666669,5.02233333333,5.387,6.80966666667,7.5995,6.918,11.1078333333,6.27733333333,8.82999999999
445.02,9.04000000002,5.02733333333,5.42083333334,6.8115,7.60833333333,6.94216666666,11.1076666667,6.29683333333,8.85833333335
445.37,9.05433333334,5.0275,5.42916666667,6.80883333334,7.606,6.95816666666,11.1353333334,6.29916666667,8.87683333334
445.72,9.03200000001,4.991,5.41466666667,6.796,7.59,6.94383333334,11.1121666666,6.2805,8.86283333334
446.08,9.04266666665,4.99733333333,5.41616666667,6.78333333333,7.58816666666,6.94366666666,11.1371666666,6.2845,8.86483333335
446.43,8.99433333333,4.97533333333,5.38533333333,6.763,7.56566666667,6.91666666666,11.1073333334,6.25383333333,8.86966666666
446.79,9.02183333335,4.99366666666,5.41633333334,6.78066666667,7.58116666667,6.97116666667,11.128,6.2835,8.89016666666
447.14,8.98733333334,4.966,5.381,6.76166666667,7.5475,6.92,11.107,6.289,8.85583333335
447.50,9.007,5.00433333333,5.41616666667,6.78283333333,7.56566666666,6.9285,11.1413333334,6.29933333333,8.87516666666
447.85,9.03466666665,5.03333333333,5.44733333333,6.82633333333,7.59183333333,6.96583333334,11.18,6.34466666667,8.90166666668
448.21,9.03200000001,5.05133333334,5.44966666667,6.84166666667,7.60966666666,6.97183333333,11.1973333334,6.36283333333,8.90999999999
448.56,9.03166666665,5.09016666667,5.45416666667,6.88166666666,7.62983333334,6.99833333334,11.2161666667,6.40133333333,8.92816666666
448.92,9.0165,5.07866666667,5.4135,6.88366666667,7.587,6.96666666667,11.2111666666,6.371,8.90949999998
449.27,9.00916666666,5.07616666667,5.415,6.89933333333,7.5815,6.9445,11.2161666667,6.3695,8.92816666665
449.62,9.00966666668,5.113,5.415,6.89966666667,7.59533333334,6.93733333334,11.2411666666,6.38066666667,8.94466666667
449.98,9.03150000002,5.1185,5.42866666667,6.92783333334,7.60633333333,6.95083333333,11.2638333334,6.39983333333,8.97649999999
450.33,9.06350000002,5.10433333333,5.423,6.93233333334,7.60633333333,6.9385,11.2558333334,6.40866666667,8.97116666669
450.69,9.06783333333,5.0815,5.41183333334,6.94133333334,7.62483333333,6.89716666667,11.291,6.413,8.97333333333
451.04,9.08633333332,5.09483333333,5.4295,6.961,7.64683333333,6.91433333333,11.3198333333,6.4015,8.989
451.40,9.09283333331,5.08616666667,5.417,6.962,7.6415,6.9075,11.3015,6.39283333334,8.99766666668
451.75,9.10033333331,5.10933333333,5.44,6.993,7.67566666667,6.93566666666,11.3116666666,6.37733333334,9.03466666665
452.10,9.10733333335,5.10833333334,5.44583333333,6.96383333333,7.65066666667,6.89883333334,11.293,6.35666666667,9.06250000001
452.46,9.10699999998,5.0995,5.42266666667,6.933,7.6445,6.87566666666,11.2976666667,6.36016666667,9.06183333332
452.81,9.08516666665,5.10066666667,5.41566666667,6.92566666667,7.6635,6.88316666666,11.3041666667,6.34283333333,9.0485
453.17,9.09099999999,5.10083333334,5.4005,6.943,7.68066666667,6.89816666667,11.2963333333,6.3315,9.02800000002
