wavelength,Back_TanLavf,Belly_TanLavf,Breast_TanLavf,Crissum_TanLavf,Crown_TanLavf,DorTail_TanLavf,Patch10_TanLavf,Rump_TanLavf,Throat_TanLavf,WingTip_TanLavf
365.29,4.93858333333,33.7596666667,18.7611666666,18.863,4.74,6.131,5.729,8.40233333334,34.1131666667,6.73233333333
365.66,4.86675,33.7835,18.7406666667,18.8775,4.67,6.103,5.68166666667,8.32683333333,34.1753333333,6.62
366.02,4.82333333334,33.7516666666,18.6071666667,18.7943333333,4.56583333333,6.03083333333,5.64216666667,8.16366666667,34.0978333333,6.508
366.38,4.82766666666,33.7181666667,18.5865,18.738,4.49933333333,6.0495,5.68733333334,8.14683333333,34.1478333333,6.475
366.75,4.82441666666,33.8298333333,18.6198333334,18.7733333333,4.52816666666,6.11683333334,5.76216666667,8.21366666667,34.2095,6.5555
367.11,4.75875,33.726,18.5153333334,18.709,4.51016666667,6.08066666666,5.665,8.10133333333,34.1668333333,6.47966666667
367.47,4.68308333333,33.7536666667,18.46,18.7743333334,4.47966666667,6.06383333334,5.6,8.0085,34.2376666667,6.36783333333
367.84,4.7335,33.8498333333,18.407,18.827,4.55933333333,6.121,5.6445,8.09,34.2468333333,6.446
368.20,4.77483333333,33.9356666667,18.3415,18.8181666667,4.55383333333,6.155,5.62816666667,8.06583333334,34.3036666667,6.39933333333
368.56,4.77425,33.9693333334,18.2648333333,18.7503333333,4.51216666667,6.20466666667,5.65716666667,8.01366666666,34.331,6.40883333334
368.93,4.76241666667,33.9708333334,18.2263333333,18.7651666666,4.523,6.21983333333,5.6845,8.002,34.5113333333,6.43916666666
369.29,4.7295,34.1323333333,18.1616666667,18.8025,4.5895,6.22566666666,5.753,7.99883333333,34.66,6.4925
369.65,4.7755,34.2233333333,18.2156666667,18.7913333333,4.67816666667,6.301,5.853,8.04216666667,34.7611666666,6.55616666666
370.01,4.89966666667,34.4298333334,18.336,18.8793333333,4.82733333333,6.42933333334,6.04833333333,8.23316666666,34.9451666667,6.75416666667
370.38,4.923,34.554,18.304,18.836,4.86283333334,6.4105,6.03633333333,8.2185,35.0438333334,6.767
370.74,4.97025,34.6105,18.268,18.8806666667,4.84916666667,6.4135,6.06516666667,8.18583333334,35.117,6.74416666667
371.10,5.03425,34.7373333334,18.2818333333,18.9653333333,4.92516666666,6.43333333333,6.153,8.25633333333,35.2928333334,6.77116666666
371.46,5.17308333333,34.8678333333,18.3373333334,19.038,5.1075,6.58033333333,6.32,8.39516666667,35.4003333334,6.93833333333
371.83,5.13433333334,34.8281666667,18.2795,18.9766666667,5.09816666666,6.56783333333,6.2595,8.34433333334,35.4545,6.91266666667
372.19,5.04866666667,34.8013333334,18.152,18.8421666667,5.03683333333,6.48816666667,6.22066666667,8.26366666666,35.3745,6.85816666666
372.55,5.06416666666,34.863,18.1295,18.9216666667,5.10566666667,6.4775,6.20316666667,8.28966666667,35.4995,6.905
372.92,5.0865,34.9651666666,18.0188333333,18.8495,5.082,6.48866666666,6.19533333334,8.25416666667,35.4791666667,6.89266666666
373.28,5.12225,34.9563333333,17.8958333333,18.7886666667,5.09516666666,6.51516666666,6.19716666667,8.21083333333,35.4941666667,6.8825
373.64,4.98675,35.0223333334,17.6638333333,18.6238333333,4.96883333333,6.41233333334,6.04666666667,8.04866666666,35.4765,6.76766666667
374.00,4.86775,34.9848333334,17.4676666667,18.4743333333,4.80583333334,6.315,5.904,7.8715,35.524,6.61833333334
374.37,4.791,34.9666666666,17.2936666667,18.3678333333,4.75183333334,6.2125,5.87666666667,7.82566666667,35.4873333333,6.59766666666
374.73,4.71066666667,34.9691666667,17.126,18.2456666667,4.75116666667,6.176,5.82666666666,7.81166666666,35.4998333333,6.63216666667
375.09,4.68383333333,35.036,16.9916666667,18.106,4.73316666667,6.21616666667,5.85533333333,7.7715,35.6165,6.73383333334
375.45,4.71266666667,35.126,16.8998333333,18.0138333334,4.73766666666,6.24416666667,5.90916666666,7.746,35.728,6.73716666667
375.81,4.67533333333,35.1501666667,16.7781666667,17.9281666667,4.70116666666,6.21566666667,5.9625,7.7085,35.7128333333,6.71033333333
376.18,4.61708333333,35.1748333333,16.6283333333,17.8295,4.7065,6.21583333334,5.98583333334,7.66533333333,35.7625,6.697
376.54,4.52983333333,35.2231666667,16.4746666667,17.6805,4.68366666666,6.17116666667,5.9595,7.56533333333,35.7693333333,6.65166666667
376.90,4.48933333333,35.1605,16.3613333334,17.568,4.70633333333,6.219,6.0,7.495,35.7788333334,6.66766666666
377.26,4.3675,35.1156666667,16.1325,17.3721666667,4.58583333333,6.12,5.93633333333,7.37483333334,35.7028333334,6.59366666666
377.63,4.32358333333,35.0968333333,16.002,17.2951666666,4.55166666666,6.05366666667,5.94166666667,7.29216666667,35.6451666666,6.56316666667
377.99,4.32383333333,35.0908333333,15.8498333333,17.1786666667,4.61033333334,6.03116666667,5.9735,7.2125,35.6056666667,6.60433333333
378.35,4.29925,35.1211666667,15.6896666666,17.1146666667,4.57883333333,6.01966666666,5.93833333333,7.0845,35.6188333333,6.584
378.71,4.351,35.0858333333,15.5918333333,17.0655,4.58016666667,6.02133333333,5.98216666666,7.01683333334,35.635,6.565
379.07,4.36583333333,35.0318333334,15.4735,17.0558333334,4.58983333334,5.98333333334,5.98983333333,6.98366666667,35.5541666667,6.57016666667
379.44,4.36275,34.9858333334,15.3483333333,16.9803333333,4.587,5.97666666667,5.99716666667,6.94916666667,35.4851666667,6.6165
379.80,4.33475,34.981,15.2131666667,16.866,4.572,5.9365,5.95466666667,6.85166666667,35.4841666666,6.5945
380.16,4.43475,35.0061666667,15.2036666666,16.8968333333,4.60633333333,5.95633333334,5.96533333333,6.80616666666,35.434,6.67866666667
380.52,4.37883333333,34.9051666666,15.0295,16.7436666667,4.52216666667,5.92233333333,5.9715,6.72116666666,35.2905,6.6635
380.88,4.37141666667,34.9356666667,14.9968333334,16.701,4.54566666666,5.87016666667,6.0115,6.6895,35.2811666666,6.6805
381.24,4.33766666667,34.9383333334,14.959,16.696,4.57616666667,5.83233333333,5.99466666667,6.62683333333,35.3756666667,6.72833333333
381.61,4.3855,34.8811666667,14.8883333333,16.6891666666,4.58833333334,5.853,6.06616666666,6.651,35.4385,6.78233333333
381.97,4.47866666667,34.9525,14.9445,16.8365,4.66583333333,5.95666666667,6.14116666666,6.76183333333,35.5535,6.88433333334
382.33,4.5945,34.9245,15.0245,16.8406666667,4.79283333334,6.081,6.261,6.8735,35.5928333334,6.97683333333
382.69,4.59633333334,34.9905,15.0176666667,16.8398333333,4.83583333333,6.11466666667,6.283,6.92466666666,35.6493333334,6.98616666667
383.05,4.53758333334,34.9725,14.9461666667,16.7883333333,4.79316666666,6.08616666667,6.2705,6.8745,35.5705,6.9215
383.41,4.47116666667,34.878,14.8588333333,16.7098333333,4.69233333333,6.02483333333,6.173,6.817,35.5093333333,6.83833333334
383.77,4.4755,34.8311666666,14.8721666667,16.7288333333,4.68033333333,5.99283333333,6.1605,6.7825,35.5213333334,6.84733333333
384.14,4.48908333333,34.9058333334,14.8973333333,16.7628333334,4.73916666666,6.05366666667,6.246,6.85583333334,35.6886666666,6.858
384.50,4.54358333333,34.9133333334,14.9365,16.8138333334,4.82333333333,6.12133333334,6.26183333333,6.9235,35.7821666667,6.8585
384.86,4.42441666667,34.8816666666,14.7995,16.7171666667,4.70883333333,6.03416666666,6.11683333334,6.8365,35.7995,6.7455
385.22,4.43625,34.9238333333,14.832,16.7416666667,4.75566666667,6.11833333334,6.1325,6.85983333333,35.7921666667,6.74233333333
385.58,4.41658333333,34.943,14.8121666667,16.7461666667,4.7595,6.131,6.12433333333,6.84816666667,35.8588333333,6.69433333333
385.94,4.35666666666,34.923,14.7023333333,16.6465,4.724,6.083,6.0745,6.77983333334,35.7858333333,6.63533333333
386.30,4.26108333333,34.9373333333,14.6383333333,16.583,4.659,6.04633333333,5.97533333333,6.68966666666,35.7458333333,6.56483333334
386.66,4.21133333334,34.8545,14.5581666667,16.4645,4.58683333333,5.97583333334,5.91566666667,6.62466666667,35.6321666667,6.51733333334
387.03,4.216,34.778,14.5456666666,16.4036666667,4.60733333334,5.9565,5.89366666667,6.62233333333,35.6416666666,6.4945
387.39,4.221,34.85,14.5653333334,16.4086666666,4.64233333334,5.92816666666,5.93516666666,6.6245,35.6413333333,6.492
387.75,4.2605,34.8718333333,14.5686666666,16.4361666666,4.71216666667,6.00866666667,5.97033333333,6.6845,35.6141666667,6.53283333333
388.11,4.19741666667,34.7438333333,14.478,16.339,4.64616666667,5.92033333333,5.89133333333,6.63533333333,35.4641666667,6.50733333333
388.47,4.1745,34.7458333333,14.4735,16.3605,4.59983333333,5.91233333333,5.92683333333,6.58883333333,35.4295,6.47966666667
388.83,4.26183333333,34.7096666667,14.5086666667,16.3831666666,4.62366666667,5.96316666666,5.96833333333,6.6225,35.3568333333,6.57566666667
389.19,4.2865,34.5826666666,14.4678333334,16.2941666666,4.5705,5.92183333333,5.95866666666,6.63366666667,35.2415,6.58516666666
389.55,4.30233333333,34.5156666666,14.4336666666,16.253,4.5755,5.93833333333,5.90716666667,6.62616666667,35.1306666667,6.626
389.91,4.273,34.4678333333,14.4176666666,16.1958333333,4.552,5.93483333333,5.89566666666,6.607,35.1093333334,6.60883333334
390.27,4.265,34.4298333333,14.3515,16.1631666666,4.54066666666,5.92366666666,5.87866666667,6.58116666667,35.1081666666,6.63633333333
390.63,4.21616666666,34.42,14.3246666666,16.1556666667,4.532,5.93383333334,5.88583333333,6.526,35.1456666667,6.616
391.00,4.20725,34.4215,14.2966666666,16.0748333333,4.47283333334,5.90483333334,5.83783333333,6.4835,35.1143333334,6.6165
391.36,4.17125,34.368,14.234,16.0253333333,4.47616666667,5.9075,5.81533333333,6.4465,35.0711666667,6.63983333333
391.72,4.12491666666,34.3445,14.176,15.9246666666,4.4585,5.88766666666,5.83033333334,6.38783333334,35.0551666667,6.65516666667
392.08,4.09983333333,34.3736666667,14.1533333333,15.857,4.46966666667,5.87883333333,5.82233333334,6.3355,35.0671666667,6.609
392.44,4.09266666667,34.3126666667,14.09,15.7315,4.484,5.83866666667,5.79183333333,6.31,35.0155,6.59983333334
392.80,4.04416666667,34.1786666667,13.9881666667,15.6266666666,4.51433333333,5.7835,5.78066666667,6.26616666667,34.9568333333,6.54333333334
393.16,4.02741666667,34.2056666667,13.9665,15.602,4.58433333333,5.79916666667,5.79833333334,6.247,34.9846666666,6.5455
393.52,4.00441666666,34.1421666666,13.9185,15.5045,4.5925,5.8005,5.82883333333,6.22,34.9298333333,6.50033333333
393.88,4.02691666667,34.105,13.8853333334,15.4661666667,4.61,5.79633333333,5.82983333334,6.19416666667,34.8876666666,6.48866666666
394.24,3.99825,34.0695,13.837,15.3793333334,4.58633333334,5.73866666667,5.8255,6.133,34.8243333333,6.43216666666
394.60,4.05491666667,34.0015,13.7795,15.3108333333,4.60516666667,5.76166666667,5.83583333333,6.11683333333,34.7613333333,6.52616666667
394.96,4.04091666666,33.9513333333,13.7093333333,15.2621666666,4.6375,5.78466666667,5.879,6.11316666667,34.7235,6.54166666666
395.32,4.07791666666,33.8555,13.6321666667,15.1406666666,4.6435,5.78966666667,5.89783333333,6.0875,34.6733333334,6.549
395.68,4.04075,33.7986666667,13.4861666667,15.0488333333,4.58933333333,5.74,5.82916666666,6.012,34.6093333333,6.479
396.04,4.05225,33.6845,13.3853333334,15.0106666666,4.58983333334,5.77433333333,5.83283333333,5.99083333333,34.5423333334,6.51583333333
396.40,4.04375,33.6118333333,13.3008333333,14.9165,4.59116666666,5.77083333334,5.80566666667,5.96416666667,34.474,6.52316666667
396.76,4.09125,33.6385,13.2465,14.8656666667,4.62616666667,5.8425,5.861,5.98783333334,34.4938333333,6.579
397.12,4.10308333334,33.5513333334,13.1096666667,14.7646666667,4.58633333334,5.84083333333,5.852,5.9165,34.4678333334,6.60166666667
397.48,4.10541666667,33.5143333333,13.0188333333,14.7133333334,4.617,5.82616666666,5.88316666666,5.85966666667,34.452,6.67116666667
397.84,4.0345,33.4068333334,12.8771666667,14.5553333333,4.5895,5.805,5.873,5.77133333333,34.4223333333,6.68716666667
398.20,4.04441666666,33.2888333333,12.7526666667,14.4878333334,4.61566666666,5.84116666667,5.9285,5.76716666667,34.3333333333,6.74466666666
398.56,3.95966666667,33.2186666667,12.6321666667,14.3435,4.5685,5.80433333334,5.89116666666,5.70616666667,34.2301666666,6.65766666666
398.92,3.892,33.1358333333,12.4811666666,14.253,4.50483333334,5.76333333333,5.84183333333,5.62233333333,34.1805,6.59316666666
399.28,3.82925,33.126,12.3813333333,14.2065,4.49733333333,5.758,5.81133333333,5.55433333333,34.1596666666,6.60216666667
399.64,3.822,32.9736666666,12.3055,14.0853333334,4.5065,5.77566666667,5.83716666667,5.54066666667,34.0543333334,6.64566666666
400.00,3.72675,32.854,12.1653333333,13.9223333334,4.44916666667,5.74233333333,5.79533333333,5.45516666667,34.0365,6.573
400.36,3.60008333334,32.7345,11.9421666666,13.731,4.33733333333,5.63883333334,5.71433333334,5.28783333333,33.943,6.488
400.72,3.44583333333,32.5081666667,11.7506666666,13.5271666667,4.2095,5.49833333333,5.6,5.12433333334,33.7356666667,6.37466666667
401.08,3.41333333334,32.4396666667,11.6683333334,13.4276666667,4.18666666667,5.48233333334,5.604,5.08766666667,33.6441666667,6.32366666667
401.44,3.38991666667,32.41,11.5731666667,13.2893333334,4.135,5.476,5.57933333334,5.03833333334,33.6065,6.3385
401.80,3.41675,32.358,11.5576666667,13.247,4.13,5.52416666666,5.60783333333,5.061,33.5281666667,6.359
402.16,3.36716666667,32.3053333333,11.5091666667,13.1095,4.0855,5.48833333333,5.57883333333,5.00316666667,33.5033333333,6.337
402.52,3.37558333333,32.254,11.4718333333,13.1156666667,4.14833333333,5.48116666667,5.62016666667,5.00683333333,33.4521666667,6.33116666667
402.88,3.40475,32.2128333333,11.4576666667,13.1035,4.19383333333,5.51766666666,5.66666666667,5.02533333334,33.423,6.41133333333
403.24,3.38383333333,32.0541666666,11.3635,13.0223333333,4.15233333334,5.4565,5.638,4.98783333334,33.3286666667,6.37433333334
403.60,3.39366666667,32.0305,11.3536666666,13.0398333333,4.16616666667,5.4645,5.64383333334,5.00016666667,33.3405,6.354
403.95,3.49691666667,32.0688333333,11.4061666667,13.1071666667,4.222,5.536,5.70783333333,5.0615,33.331,6.5075
404.31,3.60975,32.0028333333,11.4643333333,13.1606666667,4.3095,5.642,5.8005,5.13733333334,33.3468333333,6.57466666667
404.67,3.69075,32.0425,11.544,13.1858333334,4.37533333333,5.71916666667,5.86616666667,5.17116666667,33.353,6.66
405.03,3.68366666666,31.9743333333,11.4995,13.1225,4.359,5.68233333334,5.85466666667,5.17433333333,33.2761666667,6.66066666666
405.39,3.67975,31.8721666666,11.473,13.1261666667,4.36033333334,5.672,5.84516666666,5.1785,33.2128333334,6.62383333333
405.75,3.66041666667,31.8156666667,11.4221666667,13.0953333334,4.34916666666,5.61566666667,5.82033333334,5.15916666666,33.1243333334,6.58433333333
406.11,3.67691666666,31.759,11.415,13.1303333334,4.38783333334,5.6155,5.82616666666,5.2,33.0998333333,6.59083333333
406.47,3.69316666667,31.6871666667,11.3885,13.0965,4.36366666666,5.61266666666,5.81883333334,5.19566666666,33.094,6.60616666667
406.83,3.66241666666,31.5815,11.3303333333,13.0331666667,4.34483333333,5.567,5.76866666667,5.14933333333,33.039,6.57283333333
407.19,3.67033333333,31.585,11.3793333334,13.056,4.38083333333,5.64133333333,5.81,5.18633333333,33.043,6.57583333333
407.55,3.70675,31.5766666667,11.3921666667,13.0366666666,4.427,5.66316666667,5.8605,5.222,33.0056666667,6.64516666667
407.90,3.67033333333,31.5213333334,11.3566666666,12.9743333333,4.4145,5.63133333334,5.8405,5.19216666667,32.873,6.55083333333
408.26,3.6755,31.6106666667,11.4223333333,13.0336666666,4.425,5.6785,5.87633333333,5.21666666666,32.8823333333,6.60383333334
408.62,3.65825,31.5813333333,11.3683333333,13.0633333334,4.39533333333,5.63766666666,5.87566666666,5.208,32.8651666666,6.57466666667
408.98,3.68383333334,31.592,11.4051666667,13.116,4.40633333333,5.66983333333,5.87933333333,5.2165,32.8875,6.61466666667
409.34,3.68591666667,31.6765,11.4735,13.17,4.453,5.71066666667,5.918,5.26,32.9431666667,6.68666666667
409.70,3.65425,31.6358333333,11.5076666666,13.1758333333,4.4585,5.70833333334,5.93766666667,5.2685,32.9585,6.701
410.06,3.64975,31.6615,11.4893333334,13.1775,4.44033333333,5.70816666666,5.9745,5.2645,32.9523333333,6.703
410.42,3.62925,31.6125,11.4858333334,13.1763333333,4.43233333333,5.6895,5.95033333333,5.24466666667,32.8868333333,6.69416666667
410.77,3.66741666666,31.6505,11.5965,13.2115,4.475,5.72466666667,6.00666666666,5.285,32.9053333334,6.7155
411.13,3.69383333334,31.6536666667,11.62,13.2135,4.448,5.69316666667,6.01316666667,5.28683333334,32.8768333333,6.75716666667
411.49,3.70241666667,31.6421666666,11.6395,13.2548333333,4.4275,5.70933333333,6.01166666667,5.2885,32.8558333333,6.73066666666
411.85,3.69166666666,31.6286666667,11.6523333333,13.2828333333,4.45133333333,5.71416666667,6.035,5.29783333333,32.893,6.762
412.21,3.65091666667,31.5778333334,11.6125,13.2268333334,4.43766666667,5.63466666667,6.019,5.30033333334,32.8376666667,6.74583333333
412.57,3.67383333333,31.614,11.6978333333,13.2576666666,4.48033333333,5.68,6.06383333333,5.351,32.8985,6.78433333333
412.92,3.6725,31.6248333334,11.7305,13.2591666667,4.5155,5.701,6.09366666666,5.3655,32.8838333333,6.78216666666
413.28,3.71033333333,31.5726666667,11.7125,13.2238333334,4.49233333333,5.71483333333,6.08683333333,5.34983333333,32.8306666667,6.796
413.64,3.74808333333,31.5858333333,11.7388333333,13.2618333334,4.51966666666,5.7865,6.10483333333,5.3705,32.8635,6.84466666667
414.00,3.72625,31.555,11.7518333333,13.2061666666,4.48366666667,5.75516666666,6.03633333333,5.3,32.8115,6.83666666666
414.36,3.76075,31.5693333333,11.7981666667,13.2346666667,4.50133333334,5.80466666666,6.03833333333,5.3185,32.8591666667,6.8995
414.72,3.731,31.5256666667,11.7448333333,13.171,4.4465,5.80016666666,6.00983333334,5.276,32.7696666666,6.86766666667
415.07,3.66858333333,31.4866666666,11.6701666667,13.0906666667,4.41,5.76133333334,5.97466666667,5.206,32.722,6.79566666667
415.43,3.59091666667,31.4238333334,11.5868333334,13.0106666666,4.3555,5.68066666667,5.9485,5.158,32.6895,6.75416666667
415.79,3.569,31.3801666666,11.563,12.9498333333,4.30516666667,5.60966666667,5.91483333334,5.13466666666,32.6313333333,6.73683333334
416.15,3.54458333333,31.3238333333,11.5465,12.8996666666,4.288,5.60616666667,5.86783333333,5.073,32.6101666667,6.70233333333
416.51,3.51283333334,31.282,11.5191666667,12.8526666667,4.26283333333,5.60116666666,5.83116666667,5.04016666667,32.5335,6.64516666667
416.86,3.4935,31.195,11.471,12.8365,4.239,5.6095,5.82566666667,5.01016666667,32.4961666666,6.65866666666
417.22,3.43766666667,31.1313333333,11.4241666667,12.786,4.22016666667,5.55933333333,5.8085,4.98133333333,32.4526666667,6.593
417.58,3.40975,31.1091666667,11.3778333334,12.734,4.1895,5.512,5.77466666667,4.95833333334,32.4253333333,6.54916666667
417.94,3.39733333334,31.0346666667,11.3436666667,12.706,4.19416666666,5.52666666667,5.78783333333,4.96633333333,32.3876666666,6.53166666667
418.29,3.37866666667,31.017,11.2973333333,12.6586666666,4.19666666667,5.52583333334,5.79216666667,4.968,32.3581666666,6.5245
418.65,3.39225,30.999,11.2691666666,12.6455,4.21133333333,5.53316666667,5.8175,4.96566666666,32.3378333333,6.5715
419.01,3.41033333333,30.9868333333,11.2535,12.6416666666,4.24666666666,5.54966666667,5.8615,4.99266666667,32.3606666667,6.60716666667
419.37,3.43266666666,30.9531666666,11.2253333334,12.5961666667,4.254,5.5835,5.85416666666,4.9735,32.3326666666,6.63116666666
419.73,3.44725,30.8983333333,11.1823333334,12.5573333333,4.26516666667,5.60566666666,5.84666666667,4.9635,32.3228333333,6.6305
420.08,3.44816666667,30.8086666667,11.1065,12.5246666667,4.26266666666,5.608,5.85066666667,4.9555,32.2676666667,6.63966666667
420.44,3.45141666667,30.7345,11.0386666667,12.4608333333,4.25333333334,5.60266666667,5.85466666667,4.93933333334,32.2548333333,6.66233333334
420.80,3.44533333334,30.6896666666,10.9811666667,12.3843333333,4.23816666667,5.58683333333,5.85216666667,4.91833333333,32.236,6.65466666666
421.16,3.44258333333,30.6141666667,10.9208333334,12.31,4.233,5.58266666667,5.84183333333,4.8825,32.169,6.66566666667
421.51,3.45908333334,30.5768333333,10.8733333334,12.255,4.2495,5.5945,5.867,4.872,32.135,6.70133333333
421.87,3.48191666667,30.5238333333,10.838,12.2233333333,4.27833333334,5.62016666667,5.887,4.8745,32.1115,6.72716666667
422.23,3.481,30.439,10.7793333333,12.1338333333,4.264,5.62483333333,5.8935,4.84566666667,32.0345,6.70216666667
422.58,3.48766666666,30.3568333334,10.7296666667,12.0771666667,4.26883333333,5.62783333333,5.9075,4.84216666666,32.0108333333,6.7035
422.94,3.47791666667,30.2451666667,10.6626666667,11.9926666666,4.23983333333,5.61133333333,5.88116666666,4.79783333333,31.9271666667,6.68683333333
423.30,3.4625,30.157,10.623,11.9261666667,4.22816666667,5.59766666666,5.8745,4.77133333333,31.8736666667,6.66633333334
423.66,3.44216666666,30.1018333334,10.5851666667,11.8646666666,4.23233333334,5.607,5.885,4.7565,31.8088333333,6.66766666667
424.01,3.44325,30.0798333333,10.5596666666,11.8183333334,4.22683333333,5.61366666666,5.895,4.74583333333,31.7868333333,6.6615
424.37,3.43858333333,30.0585,10.5311666666,11.7838333333,4.23633333333,5.61,5.89833333333,4.73133333333,31.7566666667,6.66666666666
424.73,3.42933333334,29.997,10.4941666667,11.7365,4.2345,5.59283333333,5.89633333333,4.7155,31.693,6.6695
425.08,3.4235,29.9496666666,10.468,11.6996666666,4.22883333333,5.5865,5.89483333333,4.71833333333,31.678,6.6595
425.44,3.38591666667,29.861,10.4125,11.6323333333,4.19816666667,5.55333333333,5.8535,4.68133333333,31.6221666667,6.6105
425.80,3.37608333333,29.8078333333,10.3808333333,11.5716666667,4.1815,5.5225,5.8515,4.6655,31.5426666666,6.605
426.16,3.3725,29.755,10.3543333333,11.5676666667,4.1835,5.48716666667,5.85666666667,4.65733333333,31.5196666667,6.63516666667
426.51,3.34666666667,29.7261666667,10.3138333333,11.5161666667,4.162,5.476,5.82216666667,4.62766666667,31.4468333333,6.6035
426.87,3.34591666666,29.7061666667,10.2996666667,11.5156666667,4.18683333333,5.49416666667,5.82833333334,4.62866666666,31.4458333334,6.6095
427.23,3.32666666666,29.6773333333,10.26,11.5053333333,4.17483333334,5.481,5.80516666667,4.62133333334,31.3916666667,6.6115
427.58,3.329,29.6438333333,10.2225,11.483,4.14333333333,5.4525,5.77816666666,4.587,31.3796666666,6.6125
427.94,3.3015,29.5948333334,10.2058333333,11.4418333333,4.11933333333,5.43016666667,5.759,4.55166666666,31.3308333333,6.60183333333
428.30,3.29758333333,29.519,10.1683333333,11.4128333334,4.10283333333,5.41783333334,5.743,4.5385,31.2795,6.59883333333
428.65,3.31233333333,29.5465,10.1801666666,11.4355,4.11466666667,5.458,5.747,4.54683333333,31.2776666666,6.6075
429.01,3.32491666666,29.5476666666,10.2011666666,11.4388333334,4.12683333333,5.468,5.77116666666,4.56083333334,31.2698333333,6.62766666667
429.37,3.36733333333,29.5466666666,10.217,11.4863333334,4.16366666666,5.50866666667,5.84066666666,4.60716666666,31.2523333334,6.6975
429.72,3.37658333334,29.5573333333,10.2055,11.5165,4.1485,5.521,5.84166666666,4.60216666666,31.3078333333,6.724
430.08,3.37516666666,29.601,10.2345,11.5208333334,4.16833333334,5.556,5.85233333334,4.6065,31.3541666667,6.732
430.44,3.36266666667,29.6138333334,10.2381666667,11.5291666666,4.1565,5.52816666666,5.84333333333,4.58683333333,31.3875,6.7245
430.79,3.3465,29.634,10.2556666667,11.5146666667,4.13483333333,5.48833333333,5.8315,4.58166666666,31.3641666667,6.731
431.15,3.3725,29.6586666666,10.2913333333,11.5238333333,4.16033333334,5.51083333333,5.874,4.60583333333,31.4043333333,6.7545
431.50,3.378,29.6918333334,10.3345,11.5466666667,4.17666666667,5.52583333334,5.893,4.617,31.428,6.76216666667
431.86,3.41883333333,29.7338333333,10.365,11.5886666667,4.20216666667,5.547,5.91016666666,4.66516666666,31.4893333333,6.80283333334
432.22,3.43141666667,29.7771666666,10.3938333333,11.638,4.227,5.56433333334,5.9165,4.67816666666,31.4931666667,6.80566666667
432.57,3.41566666666,29.7698333334,10.4048333333,11.6463333334,4.2275,5.52783333333,5.9185,4.67466666667,31.5113333333,6.78833333334
432.93,3.40633333334,29.7786666667,10.4051666667,11.692,4.226,5.52516666667,5.91333333333,4.65583333333,31.5113333334,6.78733333333
433.29,3.42058333333,29.8466666667,10.451,11.7298333334,4.235,5.528,5.90966666667,4.65233333334,31.5621666667,6.77516666667
433.64,3.412,29.8926666667,10.5065,11.7506666666,4.2595,5.5365,5.92016666667,4.656,31.5558333333,6.75
434.00,3.39525,29.8961666667,10.4908333334,11.7618333333,4.22766666666,5.4865,5.88883333333,4.619,31.5428333333,6.7095
434.35,3.41525,29.8921666666,10.5193333333,11.8135,4.2625,5.5145,5.90066666667,4.63566666666,31.5386666667,6.73916666666
434.71,3.45075,29.9373333333,10.5545,11.8693333333,4.28066666667,5.54783333334,5.9105,4.65433333333,31.577,6.7605
435.07,3.46241666666,29.9968333333,10.5831666667,11.9206666667,4.2915,5.5355,5.90616666666,4.66083333333,31.5873333333,6.76383333334
435.42,3.47375,29.997,10.6051666666,11.9615,4.29983333334,5.53083333333,5.9245,4.67866666667,31.5871666666,6.77133333334
435.78,3.50008333333,30.0985,10.6698333333,12.0151666667,4.33433333333,5.54833333334,5.96566666667,4.71683333333,31.5968333334,6.78783333333
436.13,3.53083333333,30.1665,10.7328333333,12.0558333333,4.34266666667,5.58116666667,6.0,4.7615,31.64,6.81083333334
436.49,3.55991666666,30.2296666667,10.799,12.1265,4.36216666666,5.622,6.029,4.79866666666,31.6585,6.83983333334
436.84,3.58491666667,30.3368333334,10.8583333334,12.1683333333,4.37966666667,5.64433333333,6.05566666667,4.835,31.6918333333,6.84283333334
437.20,3.598,30.3501666667,10.8885,12.1695,4.37316666667,5.668,6.07016666667,4.845,31.681,6.83916666666
437.56,3.59858333333,30.425,10.9023333334,12.2336666667,4.36466666667,5.6715,6.062,4.86983333334,31.7476666667,6.84883333333
437.91,3.60325,30.4893333333,10.9523333333,12.2801666667,4.3825,5.7175,6.08383333333,4.924,31.761,6.85266666666
438.27,3.60033333334,30.5593333333,10.9976666666,12.3026666667,4.38016666667,5.7155,6.10533333334,4.965,31.7978333333,6.84666666666
438.62,3.58366666667,30.5668333334,11.0111666666,12.3025,4.37833333334,5.71333333334,6.1195,4.9845,31.7721666667,6.80316666666
438.98,3.57375,30.6235,11.0508333333,12.3251666667,4.36866666666,5.73416666667,6.12866666666,4.99383333334,31.8275,6.816
439.33,3.59083333334,30.6756666667,11.0773333333,12.3508333333,4.38383333333,5.7545,6.13433333334,5.017,31.8496666667,6.81866666666
439.69,3.5805,30.6471666667,11.0813333333,12.342,4.3765,5.74216666666,6.12133333334,5.01216666667,31.8181666667,6.81733333333
440.04,3.55375,30.6333333334,11.0791666666,12.3328333333,4.35583333334,5.71433333334,6.102,4.99283333333,31.7651666666,6.794
440.40,3.5535,30.671,11.0706666667,12.3421666667,4.36166666667,5.71483333334,6.0885,4.993,31.7671666667,6.79816666667
440.75,3.56425,30.6915,11.0878333333,12.3548333333,4.36533333334,5.715,6.09016666667,5.00933333334,31.7708333333,6.81716666667
