wavelength,Back_AniIgnf,Belly_AniIgnf,Breast_AniIgnf,Crissum_AniIgnf,Crown_AniIgnf,DorTail_AniIgnf,Patch10_AniIgnf,Patch11_AniIgnf,Rump_AniIgnf,Throat_AniIgnf,WingTip_AniIgnf
344.89,2.71206666667,7.71228333334,6.01482121212,6.2878,2.3527,2.20026666667,39.7701333333,4.0023,26.648,-0.0848333333327,3.9169
345.25,2.7324,7.73654999999,6.01470909091,6.301,2.3467,2.19206666667,39.8305333333,4.00613333333,26.677,-0.0689,3.87666666667
345.62,2.85953333333,7.85765416667,6.12801212121,6.39553333333,2.41943333333,2.27813333333,39.9477333333,4.15003333333,26.8365333333,0.0845,3.91356666667
345.99,3.1798,8.16702916667,6.43135757576,6.66053333333,2.72096666667,2.5306,40.0934,4.4761,27.0111333333,0.402900000001,4.1646
346.35,3.52553333333,8.438625,6.7607,6.93106666667,3.0227,2.7792,40.3324,4.81526666667,27.3225333333,0.655033333333,4.4507
346.72,3.5398,8.43026666666,6.80412727273,6.84766666667,2.96003333333,2.74533333333,40.3804,4.83853333333,27.3098666667,0.649799999999,4.43053333333
347.08,3.5144,8.39055416666,6.83503333333,6.75493333333,2.88696666667,2.66853333333,40.3106666667,4.82746666667,27.1905333333,0.628866666667,4.3935
347.45,3.76946666667,8.52117083333,7.03087272727,6.9338,3.02153333333,2.8612,40.4684,4.972,27.2707333333,0.835266666667,4.5024
347.81,3.96533333334,8.71192916665,7.23317272727,7.18126666667,3.28663333333,3.09866666667,40.5002,5.19176666667,27.3702666667,1.06146666667,4.68856666667
348.18,4.17213333333,8.87725833335,7.41804242424,7.36613333333,3.4491,3.2742,40.6696666667,5.30213333333,27.5391333333,1.17786666667,4.85163333333
348.54,4.0564,8.6938875,7.35311818182,7.26366666667,3.36573333333,3.1508,40.6362,5.1356,27.4128,1.08223333333,4.7702
348.91,4.2968,8.86273749999,7.55967575757,7.44906666667,3.5344,3.38753333333,40.67,5.359,27.5574666667,1.26616666667,5.00616666667
349.27,4.37213333333,8.91805416667,7.68664545455,7.52453333333,3.63446666667,3.4958,40.7055333333,5.48676666667,27.636,1.3543,5.09246666667
349.64,4.3832,8.96225833335,7.71092121212,7.56693333333,3.66866666667,3.51646666667,40.8268666667,5.47893333333,27.7761333333,1.39023333333,5.13033333333
350.00,4.296,8.89235833335,7.59121515151,7.55526666667,3.57483333333,3.4868,40.8225333333,5.39563333333,27.7348,1.297,5.02206666667
350.37,4.17906666667,8.78272916666,7.4859969697,7.42353333333,3.50663333333,3.37433333333,40.6922666667,5.2784,27.6476666667,1.25336666667,4.87963333333
350.73,4.33073333333,8.95663749999,7.5947030303,7.54266666666,3.69346666667,3.56713333333,40.7676666667,5.40583333333,27.7755333333,1.40513333333,4.9307
351.10,4.44653333333,9.10612500001,7.76375757576,7.6864,3.8462,3.738,40.926,5.5744,28.0127333333,1.58003333333,5.0521
351.46,4.43546666666,9.11384166667,7.80654848485,7.65626666667,3.81626666667,3.7304,40.9558666667,5.5919,28.0758,1.60156666667,5.03296666667
351.83,4.38993333333,9.08068333333,7.77934242424,7.6194,3.6984,3.6826,41.0070666667,5.5252,28.1606,1.5139,4.94796666667
352.19,4.3376,9.00049583334,7.70924848485,7.55673333333,3.59366666667,3.62066666667,40.9116666667,5.40353333333,28.0831333333,1.5288,4.8572
352.55,4.45706666667,9.13847916667,7.79829090909,7.66186666667,3.70906666667,3.7496,40.9648666667,5.52343333333,28.1394,1.63986666667,4.94686666667
352.92,4.30353333333,8.99819999999,7.65803030303,7.52266666667,3.62433333333,3.62253333333,40.9143333333,5.3963,27.9764666667,1.54686666667,4.78503333333
353.28,4.2768,9.04693333333,7.63205151515,7.47906666667,3.58853333333,3.57893333333,40.9900666667,5.35406666667,27.9749333333,1.4709,4.71123333333
353.65,4.32766666667,9.08547083334,7.6572,7.49013333333,3.64706666667,3.6196,40.9069333333,5.3964,27.8802,1.47983333333,4.78213333333
354.01,4.2518,9.00544583334,7.61403030303,7.3398,3.56803333333,3.5162,40.9203333333,5.28393333333,27.7812666666,1.35146666667,4.66426666667
354.38,4.15693333333,8.97787499999,7.54898484849,7.2848,3.4623,3.48906666667,40.9158,5.2565,27.7602666667,1.22113333333,4.5993
354.74,4.37286666667,9.18859583334,7.72917878788,7.48586666667,3.62343333333,3.65173333333,41.1854,5.49123333333,27.9365333333,1.39506666667,4.82443333333
355.11,4.52793333333,9.34432916666,7.79693333333,7.61173333333,3.71853333333,3.74513333333,41.1998,5.5517,27.9596666667,1.47806666667,4.9016
355.47,4.62653333333,9.46482499999,7.90805757576,7.75086666667,3.83976666667,3.87813333333,41.2285333333,5.65313333333,27.9776,1.56393333333,5.06403333333
355.83,4.68393333333,9.54534166668,7.98555757576,7.80826666667,3.90586666667,3.94946666667,41.2398666667,5.7208,27.8864666667,1.655,5.14843333333
356.20,4.70106666667,9.5909375,8.00943636364,7.81166666667,3.95326666667,3.9878,41.3281333333,5.76796666667,27.8782,1.66533333333,5.21236666667
356.56,4.85753333333,9.78374583334,8.22625757576,7.93293333333,4.09596666667,4.11366666667,41.6164,5.95556666667,28.1436666667,1.88913333333,5.37413333333
356.93,5.0352,9.92459166668,8.39640909091,8.0718,4.24173333333,4.26906666667,41.6983333333,6.06976666667,28.2772,2.0688,5.53953333333
357.29,5.16626666667,10.0062458333,8.49541515151,8.19,4.29756666667,4.35706666667,41.7931333333,6.12216666667,28.3787333334,2.20523333333,5.6531
357.66,5.34273333333,10.1651875,8.71113333332,8.37513333333,4.3958,4.5066,41.9807333333,6.23036666667,28.5560666667,2.3555,5.82496666667
358.02,5.56586666667,10.4060833333,8.96257575758,8.64986666666,4.60013333333,4.7648,42.1088,6.48453333333,28.8289333333,2.6238,6.1115
358.38,5.79266666666,10.5933375,9.18449393939,8.78133333333,4.80053333333,4.9904,42.2878,6.6648,28.9993333333,2.84793333333,6.3304
358.75,5.8174,10.6380833333,9.25124848485,8.86860000001,4.86993333334,5.0706,42.3277333333,6.70596666667,29.0542666667,2.89723333333,6.39503333333
359.11,5.84673333333,10.6241708333,9.29152727271,8.86626666667,4.8676,5.10533333333,42.4456666667,6.72093333333,29.1152666667,2.9172,6.42013333333
359.48,5.9044,10.6486041667,9.31618181818,8.84733333334,4.8978,5.1596,42.6182,6.71806666667,29.2025333333,2.9496,6.47133333333
359.84,5.94506666667,10.6480083333,9.36422727272,8.86106666667,4.9522,5.2146,42.5802666667,6.73583333333,29.2386,2.98056666667,6.51186666667
360.20,6.07826666667,10.7449833333,9.50194242425,8.97999999999,5.0709,5.40133333333,42.692,6.85796666667,29.4091333333,3.13376666667,6.61236666667
360.57,6.11753333333,10.7435916667,9.47566969698,8.96886666667,5.0586,5.44766666667,42.6311333333,6.82493333333,29.3614666667,3.11863333333,6.59623333333
360.93,6.2022,10.839175,9.53369393939,9.04280000001,5.125,5.56353333333,42.7512666667,6.93016666667,29.4370666667,3.18856666667,6.65656666667
361.29,6.2702,10.9039583333,9.59281212121,9.06919999998,5.21336666667,5.67086666667,42.8210666667,7.0138,29.4246,3.25006666667,6.7195
361.66,6.22306666667,10.8110625,9.50509090909,8.95993333333,5.19133333333,5.63366666667,42.8124666667,6.97546666667,29.3652666667,3.19783333333,6.64606666667
362.02,6.2974,10.8041666667,9.52661212121,8.9524,5.22096666667,5.66706666667,42.8243333333,6.9498,29.352,3.22546666667,6.6613
362.39,6.30093333333,10.7955666667,9.50491818182,8.93726666667,5.18183333333,5.61766666667,42.7977333333,6.88283333333,29.2904,3.20466666666,6.6288
362.75,6.2798,10.762525,9.47128181819,8.85553333333,5.1549,5.56866666667,42.7222,6.8193,29.2302666667,3.15796666667,6.5614
363.11,6.35753333333,10.8614125,9.56870000001,8.94973333333,5.24553333333,5.675,42.8545333333,6.93923333333,29.3304,3.2719,6.64796666667
363.48,6.40586666667,10.9176833333,9.58257272727,8.9632,5.28403333333,5.71593333333,42.8224,7.02593333333,29.3061333333,3.34346666667,6.69366666667
363.84,6.50046666667,11.0302041667,9.65108787879,8.99573333333,5.34946666667,5.819,42.89,7.0927,29.3866666667,3.46426666667,6.7622
364.20,6.52053333333,11.0659541667,9.66629393939,8.96393333335,5.34806666667,5.80693333333,42.9006,7.09456666667,29.3917333333,3.43463333333,6.7625
364.57,6.56506666667,11.0887791667,9.70739999999,8.99393333333,5.39836666667,5.84006666667,42.9160666667,7.1297,29.425,3.46976666667,6.81746666667
364.93,6.53753333333,11.0499125,9.67867878788,8.92913333333,5.287,5.77706666667,42.8573333333,7.03263333333,29.4108666667,3.398,6.7673
365.29,6.5346,11.0052375,9.66143939394,8.87920000001,5.24113333333,5.76646666667,42.7638666667,6.99656666667,29.3536,3.38943333333,6.75236666667
365.66,6.63286666667,11.1207833333,9.75401212121,8.98753333334,5.3071,5.8582,42.7835333333,7.07453333333,29.3908,3.50626666667,6.86523333334
366.02,6.5554,11.0555125,9.70678484849,8.8922,5.2384,5.79346666667,42.7918666667,7.03523333333,29.3512666667,3.43256666667,6.8175
366.38,6.5156,11.0398,9.66033030303,8.88433333334,5.223,5.78513333333,42.8629333334,7.01086666667,29.3661333333,3.43723333333,6.77793333333
366.75,6.461,10.9800791667,9.62628787879,8.85646666667,5.17296666667,5.774,42.7907333333,6.98303333333,29.308,3.4655,6.7534
367.11,6.4144,10.9342791667,9.56304545455,8.77239999999,5.1349,5.72933333333,42.6388666667,6.90783333333,29.1871333333,3.43506666667,6.69556666667
367.47,6.45633333334,10.9686958333,9.62327575758,8.8436,5.17103333333,5.7578,42.7025333333,6.93423333333,29.2593333333,3.48156666667,6.68626666667
367.84,6.43833333333,10.8986833333,9.57381515152,8.82713333334,5.10533333333,5.71286666667,42.811,6.92633333333,29.2853333333,3.43113333333,6.6442
368.20,6.5034,10.9051708333,9.57804242424,8.8594,5.11353333333,5.7208,42.8506666667,6.95786666667,29.2956666667,3.5278,6.6635
368.56,6.52273333333,10.9395,9.59019393939,8.8472,5.1274,5.73246666667,42.8247333333,6.98573333333,29.299,3.5901,6.69013333333
368.93,6.50206666667,10.8945916667,9.54543030303,8.79813333334,5.1582,5.70686666667,42.8072,6.99476666667,29.2114,3.6038,6.6708
369.29,6.4942,10.9024666667,9.52966363637,8.82033333333,5.16446666667,5.733,42.8623333333,6.98666666667,29.2958666667,3.61473333333,6.7171
369.65,6.37486666667,10.7842916667,9.43198181817,8.69553333333,5.0729,5.668,42.8509333333,6.87356666667,29.2242666667,3.52573333333,6.59613333333
370.01,6.33513333333,10.7595791667,9.3455878788,8.6694,5.0627,5.66326666667,42.8989333333,6.85513333333,29.2327333334,3.52476666667,6.56413333333
370.38,6.29546666667,10.6751125,9.24640606061,8.5602,4.9987,5.64686666667,42.8763333333,6.80699999999,29.1769333333,3.48906666667,6.5523
370.74,6.2728,10.5919416667,9.19325454545,8.4638,4.9319,5.6108,42.8771333333,6.70063333333,29.1515333334,3.40676666667,6.49186666667
371.10,6.2342,10.4927583333,9.13308787878,8.39173333333,4.89913333333,5.59206666667,42.8262,6.6411,29.1002666667,3.3316,6.49086666667
371.46,6.113,10.3519875,8.97900606062,8.23,4.7829,5.4878,42.7250666667,6.4992,28.9954666667,3.2208,6.40553333333
371.83,6.1158,10.31445,8.97936060607,8.22426666667,4.83783333333,5.52066666667,42.6476666667,6.48756666667,28.9575333333,3.25656666667,6.47953333333
372.19,6.0196,10.1733625,8.8704,8.1022,4.77356666667,5.455,42.509,6.3986,28.8158,3.1725,6.42323333333
372.55,5.93506666667,10.06075,8.78750909091,8.00506666667,4.70243333333,5.39946666667,42.5209333333,6.2996,28.7037333333,3.10246666667,6.33903333333
372.92,5.9154,10.0504458333,8.77877878788,7.99093333333,4.69686666667,5.4082,42.6176666667,6.27293333333,28.7862,3.13696666667,6.3523
373.28,5.86326666667,10.0019458333,8.73774545455,7.90406666667,4.63776666667,5.36093333333,42.5766666667,6.21526666667,28.6926666667,3.11986666667,6.28906666667
373.64,5.7862,9.89000833332,8.63787878787,7.78726666667,4.54303333333,5.26666666667,42.4652,6.12893333333,28.6116666667,3.07713333333,6.229
374.00,5.7702,9.82919166667,8.62472424242,7.72126666667,4.4968,5.22793333333,42.3755333333,6.07616666667,28.5318,3.0851,6.1916
374.37,5.8176,9.81898750001,8.69060303031,7.7286,4.5346,5.23573333333,42.3041333333,6.07096666667,28.4932,3.14526666667,6.2186
374.73,5.77973333334,9.80169999999,8.65171818182,7.69366666667,4.5059,5.1926,42.3590666667,6.0759,28.5064666667,3.17493333333,6.2363
375.09,5.70573333333,9.68673333334,8.53843333333,7.58226666667,4.4065,5.08646666667,42.3414,5.9629,28.4600666667,3.1072,6.10836666667
375.45,5.70753333333,9.62998333333,8.50786666666,7.55086666667,4.39473333333,5.06193333333,42.4651333333,5.93133333333,28.5025333333,3.0792,6.09226666667
375.81,5.63446666667,9.53457916667,8.40690606061,7.4294,4.2742,4.92746666667,42.4844666667,5.80716666667,28.4266666667,2.97753333333,5.9296
376.18,5.63813333333,9.51055000001,8.41517272727,7.40133333333,4.27236666667,4.9206,42.6132666667,5.76006666667,28.4916,2.95483333333,5.89373333333
376.54,5.65146666667,9.48892499999,8.40889090909,7.37326666667,4.25946666667,4.93613333333,42.7034666667,5.7143,28.564,2.91806666667,5.896
376.90,5.60873333333,9.41545,8.35463939394,7.3172,4.22876666667,4.89506666667,42.6282666667,5.6221,28.4932,2.8785,5.86726666667
377.26,5.63746666667,9.40840000001,8.35356969697,7.33073333333,4.256,4.91026666667,42.6105333333,5.59403333333,28.5028,2.90543333333,5.88413333333
377.63,5.67066666667,9.39018749999,8.34030606061,7.31013333333,4.25746666667,4.9368,42.6348,5.55106666667,28.4906,2.9014,5.89136666667
377.99,5.604,9.30975000001,8.24083030303,7.241,4.19606666667,4.88746666667,42.6117333333,5.45033333333,28.4442,2.85076666667,5.82366666667
378.35,5.54073333333,9.23812916666,8.15513333333,7.18233333333,4.13873333333,4.86013333333,42.6722,5.3741,28.4818666667,2.79643333333,5.75486666667
378.71,5.54193333333,9.16217083333,8.09392121212,7.1476,4.13206666667,4.85526666667,42.6446666667,5.33193333333,28.4224,2.7713,5.7298
379.07,5.49033333333,9.0779625,8.02914848485,7.09193333333,4.101,4.8376,42.5634,5.26663333333,28.3291333333,2.74226666667,5.73866666667
379.44,5.57046666667,9.11581249999,8.07965757576,7.15213333333,4.17093333333,4.92246666667,42.5304666667,5.2861,28.3815333333,2.85333333334,5.80116666667
379.80,5.59873333333,9.12466250001,8.07062424243,7.159,4.21466666667,4.9712,42.6224,5.2941,28.4518666667,2.90276666667,5.86136666667
380.16,5.50553333333,8.99649583334,7.91345151515,7.045,4.08513333333,4.87613333333,42.5550666667,5.1698,28.3604,2.82926666667,5.78506666667
380.52,5.4612,8.88585,7.81648787879,6.98566666667,4.05543333333,4.8398,42.4215333333,5.11736666667,28.2562666667,2.83336666667,5.7556
380.88,5.50553333334,8.88032500001,7.81087878788,6.97146666667,4.07736666667,4.8648,42.4933333333,5.1389,28.3011333333,2.86786666667,5.77196666667
381.24,5.3968,8.74470833333,7.67423333333,6.81366666667,3.99156666666,4.75433333333,42.5202666667,5.02123333333,28.2584,2.78296666667,5.6943
381.61,5.31566666666,8.67852499999,7.59811818182,6.74,3.9587,4.69213333333,42.5036,4.9642,28.2742666666,2.74753333333,5.62926666667
381.97,5.32126666667,8.62562500001,7.58222727273,6.72273333333,3.9754,4.68513333333,42.5017333333,4.94243333333,28.2462,2.74063333333,5.63026666667
382.33,5.30786666667,8.61907083333,7.56208181818,6.69506666667,3.99563333333,4.66026666666,42.5196,4.93686666667,28.2446666667,2.75466666667,5.63413333334
382.69,5.30313333333,8.5982125,7.5420030303,6.63966666667,4.00466666667,4.657,42.6493333333,4.8983,28.2757333333,2.74613333333,5.6036
383.05,5.35786666667,8.60714166666,7.56533636363,6.65493333333,4.04803333333,4.68913333333,42.7592666667,4.92336666667,28.3472666667,2.8209,5.63013333333
383.41,5.22133333333,8.48182916666,7.42928181818,6.5036,3.91633333333,4.5608,42.7304,4.7909,28.2338,2.7029,5.5208
383.77,5.1444,8.40544166667,7.33477575757,6.3958,3.82546666667,4.4874,42.731,4.67046666667,28.2276666667,2.62443333333,5.45853333333
384.14,5.1604,8.40323749999,7.35361818182,6.3948,3.865,4.50393333333,42.733,4.6526,28.2105333333,2.6525,5.48373333333
384.50,5.10326666667,8.34262916667,7.29385454545,6.3332,3.82473333333,4.4372,42.7491333333,4.5804,28.2004,2.5982,5.4476
384.86,5.06686666667,8.26492083333,7.22472424243,6.2946,3.7827,4.4096,42.7046,4.51413333333,28.1288,2.57213333333,5.41973333333
385.22,5.07453333333,8.25618750001,7.20722727273,6.29813333333,3.77683333333,4.4164,42.7519333333,4.50323333333,28.1654,2.5659,5.4131
385.58,5.07473333333,8.21187916667,7.15662424243,6.24286666667,3.74926666667,4.37706666667,42.7905333333,4.46563333333,28.1541333333,2.5543,5.40373333333
385.94,5.0282,8.16910833333,7.06299090909,6.1416,3.69186666667,4.30793333333,42.8474666667,4.38686666667,28.1684666667,2.50023333333,5.35586666667
386.30,5.00086666667,8.10527500001,7.00920909091,6.06746666667,3.6481,4.25633333333,42.9026666667,4.3118,28.1497333333,2.44203333333,5.32816666667
386.66,4.94666666667,8.00462083334,6.91427575757,5.9704,3.55286666667,4.18813333334,42.8184,4.2338,28.1067333333,2.371,5.29003333333
387.03,4.91213333333,7.98266250001,6.85918484849,5.89373333333,3.52163333333,4.1604,42.8214,4.1958,28.1247333333,2.33396666667,5.22866666667
387.39,4.914,7.92985416667,6.84231515151,5.84866666667,3.51716666667,4.1808,42.8387333333,4.21383333333,28.1404,2.3375,5.24206666666
387.75,4.94366666667,7.91224166666,6.88448181818,5.87733333333,3.53683333333,4.2444,42.9169333333,4.2658,28.2118,2.39116666667,5.30496666667
388.11,4.94253333333,7.89814999999,6.87802727273,5.84313333333,3.54093333333,4.2572,43.0562666667,4.2889,28.2968,2.41096666667,5.3233
388.47,5.0116,7.9539625,6.91606969697,5.85826666667,3.5794,4.31353333333,43.2040666667,4.37143333333,28.4037333333,2.47293333333,5.38346666667
388.83,4.97793333333,7.89680416667,6.86280606061,5.7848,3.55443333333,4.29333333333,43.2982,4.36943333333,28.5025333333,2.4249,5.3806
389.19,5.03706666667,7.89011666666,6.88706969697,5.789,3.62036666666,4.34906666667,43.4372666667,4.43716666667,28.6294,2.48033333333,5.4343
389.55,5.062,7.87626249999,6.89221515151,5.8012,3.6711,4.41046666667,43.4864,4.47053333333,28.6706,2.51786666667,5.47533333333
389.91,5.10613333334,7.86556250001,6.9023030303,5.8154,3.71013333333,4.46986666667,43.5767333333,4.53946666667,28.76,2.55676666667,5.54043333333
390.27,5.1648,7.87519583333,6.92236060606,5.81926666667,3.76246666667,4.5448,43.6397333333,4.58516666667,28.8418,2.61103333333,5.61776666667
390.63,5.25153333333,7.92307916667,6.97693333333,5.8754,3.87523333333,4.63393333333,43.7303333333,4.64246666667,28.9589333333,2.72523333333,5.6968
391.00,5.30946666667,7.90773333334,6.99653636363,5.88166666666,3.90306666667,4.67066666667,43.849,4.6345,29.0414,2.75033333333,5.75593333333
391.36,5.27486666667,7.83724166666,6.93932727273,5.8038,3.8752,4.61993333333,43.8811333333,4.5491,29.0173333333,2.7208,5.74106666667
391.72,5.3028,7.82662916666,6.91002121212,5.76473333333,3.91196666667,4.60746666667,43.8405333333,4.5322,28.9676666667,2.72716666666,5.72916666667
392.08,5.32606666667,7.7932375,6.87594242424,5.73993333333,3.93973333333,4.6088,43.8186666667,4.50856666667,28.9906,2.73476666667,5.75636666667
392.44,5.31493333333,7.72396249999,6.82281212121,5.68813333333,3.93156666667,4.61326666667,43.8208666667,4.44156666667,28.9938666667,2.73523333333,5.7454
392.80,5.3708,7.71754166666,6.82287575757,5.66306666667,3.95393333333,4.63686666666,43.8010666667,4.43,28.9578666667,2.78116666667,5.76763333333
393.16,5.37093333333,7.66227916666,6.78548484849,5.59526666667,3.9269,4.62573333333,43.7387333333,4.37326666667,28.8963333333,2.75696666667,5.75193333333
393.52,5.4128,7.6651,6.80073636363,5.57106666667,3.93283333333,4.6566,43.8711333333,4.37153333333,28.9458,2.78143333333,5.775
393.88,5.428,7.64585416666,6.81370606061,5.5384,3.94173333333,4.682,43.9361333333,4.33316666667,29.0250666666,2.79506666667,5.7909
394.24,5.48513333333,7.62245833334,6.82740606061,5.5626,3.9807,4.7318,43.9639333333,4.3735,29.059,2.8386,5.82423333333
394.60,5.5008,7.62177916667,6.8327,5.55233333333,3.99146666667,4.76193333334,44.0965333333,4.3948,29.1545333333,2.84613333333,5.87366666667
394.96,5.52393333333,7.61705,6.81476969697,5.5466,4.03036666667,4.80513333333,44.0798,4.43246666667,29.1686,2.86426666667,5.91756666667
395.32,5.6416,7.69940833333,6.88518484849,5.61726666666,4.14456666667,4.91513333333,44.2140666667,4.52696666667,29.3283333333,2.96256666667,6.0005
395.68,5.6972,7.70210833334,6.91340606061,5.61146666667,4.19486666667,4.9618,44.3280666667,4.5712,29.4180666666,3.01343333333,6.057
396.04,5.7354,7.7153125,6.9352,5.59493333333,4.2281,5.0256,44.4251333333,4.6029,29.5010666667,3.06453333333,6.0863
396.40,5.7358,7.65098333333,6.88782424243,5.54313333333,4.20913333333,5.0144,44.4245333333,4.6036,29.5082,3.0318,6.08516666667
396.76,5.74886666667,7.62133333333,6.88136363637,5.51293333333,4.22526666667,5.045,44.5268,4.63063333333,29.5870666666,3.02623333333,6.1039
397.12,5.75333333333,7.59860833333,6.8552969697,5.4846,4.2195,5.05893333333,44.5562666667,4.64183333333,29.6104666667,3.05846666667,6.10826666667
397.48,5.7904,7.59767916666,6.83952424243,5.49506666666,4.25913333333,5.09333333333,44.5374,4.69156666667,29.6884,3.10103333333,6.15186666667
397.84,5.86593333333,7.64924999999,6.87287272727,5.5192,4.33183333333,5.1622,44.5714,4.802,29.6931333333,3.1806,6.23496666667
398.20,5.7526,7.53502083333,6.72561515151,5.34706666667,4.20276666667,5.05793333333,44.5838666667,4.69836666667,29.6575333333,3.09213333333,6.1184
398.56,5.71386666667,7.44454583334,6.6285030303,5.25033333333,4.1516,5.00286666667,44.4828666667,4.66243333333,29.5662666667,3.0584,6.05966666667
398.92,5.71586666667,7.41099583333,6.59148787878,5.16986666667,4.13443333333,4.9718,44.6340666667,4.68376666667,29.6531333333,3.0655,6.05536666667
399.28,5.68693333333,7.33015416667,6.53954848485,5.0918,4.08103333333,4.9622,44.6097333334,4.68446666667,29.6177333333,3.03556666666,6.01396666667
399.64,5.6326,7.23614166667,6.45265454545,5.01646666667,4.0269,4.95306666667,44.6477333333,4.68036666667,29.6140666667,2.9891,5.97253333333
400.00,5.6262,7.18892083333,6.42026363637,4.97473333333,4.00806666667,4.93326666667,44.6836666667,4.6873,29.6394666667,2.96993333333,5.95996666667
400.36,5.68713333333,7.246575,6.48211515151,5.00233333333,4.07483333333,4.9882,44.8577333333,4.76493333333,29.7627333333,3.02596666667,6.02116666667
400.72,5.738,7.25799166666,6.51432424243,5.01846666667,4.12503333333,5.01373333333,44.9166666667,4.80763333333,29.8264,3.07353333333,6.0326
401.08,5.80653333334,7.26580000001,6.5709969697,5.04286666667,4.18136666667,5.073,45.0189333333,4.88473333333,29.9221333334,3.11346666667,6.10393333333
401.44,5.80013333333,7.18246666667,6.52595757576,4.96553333333,4.15303333333,5.04713333333,45.0899333333,4.86213333333,29.9066666667,3.05576666667,6.0819
401.80,5.81346666667,7.08813749999,6.49296666667,4.91826666666,4.1262,5.04286666666,45.0950666667,4.83056666667,29.9502666667,3.03486666667,6.05573333333
402.16,5.89766666666,7.10942500001,6.53430606061,4.9554,4.2137,5.12193333333,45.1345333333,4.901,30.0156666667,3.10896666666,6.12926666667
402.52,5.95126666667,7.10343750001,6.57404242424,4.9472,4.26826666666,5.175,45.2456666667,4.93216666666,30.0919333333,3.13263333333,6.1884
402.88,5.99993333333,7.09072083333,6.62018181818,4.99553333333,4.3114,5.22993333333,45.2554,4.94413333333,30.1069333333,3.19183333333,6.23403333333
403.24,6.10953333333,7.16515833333,6.67585757576,5.0644,4.41973333333,5.31786666667,45.3826,5.03053333333,30.2038666667,3.2811,6.35343333333
403.60,6.16346666667,7.17437083334,6.7086,5.07113333333,4.46266666667,5.35086666666,45.4186666667,5.03410000001,30.2412,3.3114,6.3878
403.95,6.21566666667,7.17768749999,6.72963636363,5.08653333333,4.514,5.4134,45.4873333333,5.06940000001,30.2810666667,3.35576666667,6.42366666667
404.31,6.22806666667,7.14719583333,6.72785454545,5.0538,4.53693333333,5.433,45.496,5.0502,30.3031333333,3.40013333333,6.42433333333
404.67,6.253,7.13824166666,6.72049090909,5.02213333333,4.5549,5.4632,45.5597333334,5.04886666667,30.3533333333,3.42563333333,6.4612
405.03,6.2366,7.07352916667,6.649,4.9538,4.52493333333,5.42646666667,45.6177333333,5.00016666666,30.3802666666,3.3849,6.4197
405.39,6.24133333333,7.07367083333,6.66296666667,4.94333333333,4.55553333333,5.4726,45.6570666667,5.00993333333,30.4428,3.42323333333,6.45126666667
405.75,6.24726666667,7.07289583333,6.6594969697,4.9306,4.59226666667,5.48213333333,45.6778666667,5.01946666666,30.4617333333,3.45863333333,6.45893333333
406.11,6.303,7.11272083333,6.71390606061,4.94946666667,4.6699,5.54606666667,45.7333333333,5.07643333333,30.5212,3.5178,6.51936666667
406.47,6.3564,7.16166666667,6.74476363637,4.99046666667,4.71206666667,5.60153333333,45.7971333333,5.11916666667,30.6049333333,3.59103333333,6.54013333333
406.83,6.34473333333,7.11970416667,6.71813636363,4.9378,4.70733333333,5.5872,45.8094,5.11616666666,30.6056666667,3.5826,6.5397
407.19,6.28,7.01903750001,6.64285454545,4.84466666667,4.6455,5.51653333333,45.7994666667,5.04376666667,30.592,3.52006666667,6.46386666667
407.55,6.29193333333,6.993675,6.6156030303,4.84173333333,4.649,5.50553333333,45.7672666667,5.04783333333,30.6110666667,3.55626666667,6.47716666667
407.90,6.28986666667,6.960525,6.58054545455,4.817,4.63386666667,5.49306666667,45.7792666667,5.03796666666,30.6302666667,3.5644,6.48133333333
408.26,6.33546666667,6.94639583333,6.58402727273,4.8256,4.66403333333,5.53393333333,45.8384,5.08223333334,30.6408666667,3.58206666667,6.51803333333
408.62,6.27,6.86262083333,6.49386969697,4.77726666667,4.59513333333,5.47053333333,45.7294,5.0245,30.5694,3.5329,6.47493333333
408.98,6.24353333333,6.82367500001,6.46512727273,4.7452,4.57466666666,5.4674,45.66,5.00139999999,30.5370666667,3.5207,6.4633
409.34,6.3012,6.83628749999,6.48046060606,4.75886666667,4.6178,5.50713333333,45.7224,5.04676666667,30.582,3.5729,6.49603333333
409.70,6.30906666667,6.81795416666,6.45819393939,4.74673333333,4.61533333333,5.53006666667,45.8097333334,5.03850000001,30.623,3.58583333333,6.5156
410.06,6.3154,6.79691250001,6.43654848485,4.7488,4.6056,5.54186666667,45.8478,5.04839999999,30.677,3.60226666667,6.53126666667
410.42,6.30486666667,6.71833333333,6.3929,4.69693333333,4.57173333333,5.5066,45.856,5.02109999999,30.6684,3.55906666666,6.5186
410.77,6.2896,6.67116666667,6.32751515151,4.658,4.54533333333,5.4852,45.8258,4.9797,30.6622,3.53153333333,6.4684
411.13,6.25346666667,6.61892083333,6.28767575757,4.61506666667,4.51196666667,5.46186666667,45.7770666667,4.95736666667,30.6456666667,3.51243333333,6.4506
411.49,6.21786666667,6.55613333334,6.23936969697,4.55146666667,4.48353333333,5.43833333333,45.7888,4.91329999999,30.6642,3.47073333333,6.41826666667
411.85,6.1824,6.51336250001,6.1832,4.50786666667,4.45066666666,5.40166666667,45.7762666667,4.88189999999,30.6485333333,3.42466666667,6.38766666667
