wavelength,Back_PooOrnf,Belly_PooOrnf,Breast_PooOrnf,Crissum_PooOrnf,Crown_PooOrnf,DorTail_PooOrnf,Patch10_PooOrnf,Patch11_PooOrnf,Patch12_PooOrnf,Rump_PooOrnf,Throat_PooOrnf,WingTip_PooOrnf
388.83,13.6633333333,15.279,4.55433333333,22.048,7.175,5.933,14.0346666667,27.385,30.669,7.56633333333,8.74366666667,8.42233333333
389.19,13.7833333333,15.386,4.691,22.056,7.272,5.999,14.1766666667,27.459,30.7956666667,7.735,8.81166666667,8.49933333333
389.55,13.819,15.5326666667,4.82433333333,22.1536666667,7.332,6.144,14.2503333333,27.541,30.96,7.82066666667,8.929,8.569
389.91,13.795,15.6393333333,4.80133333333,22.136,7.36566666667,6.199,14.2813333333,27.6293333333,31.11,7.883,8.93133333333,8.61666666667
390.27,13.903,15.7073333333,4.864,22.3036666667,7.43466666667,6.196,14.3583333333,27.778,31.1876666667,7.93133333333,8.87566666667,8.656
390.63,13.9733333333,15.737,4.85233333333,22.446,7.42933333333,6.178,14.3706666667,27.9223333333,31.2383333333,7.88066666667,8.84766666667,8.65833333333
391.00,13.9833333333,15.8703333333,4.86233333333,22.506,7.485,6.259,14.4493333333,27.878,31.3386666667,7.94866666667,8.83233333333,8.65733333333
391.36,14.0493333333,15.9546666667,4.93166666667,22.6,7.53166666667,6.283,14.5013333333,28.0373333333,31.3693333333,7.97833333333,8.83833333333,8.753
391.72,14.202,15.9656666667,4.922,22.6466666667,7.47333333333,6.103,14.54,28.138,31.5376666667,8.00133333333,8.87266666667,8.68666666667
392.08,14.3003333333,16.06,4.924,22.7026666667,7.55966666667,6.22,14.6193333333,28.2773333333,31.651,8.03933333333,9.00833333333,8.81433333333
392.44,14.3143333333,16.042,4.941,22.754,7.60233333333,6.274,14.6603333333,28.209,31.7176666667,7.979,9.055,8.788
392.80,14.2306666667,16.0203333333,4.88966666667,22.6263333333,7.48866666667,6.208,14.5506666667,28.184,31.6396666667,7.83633333333,8.98033333333,8.63766666667
393.16,14.2416666667,15.9906666667,4.85966666667,22.782,7.48333333333,6.221,14.5516666667,28.2613333333,31.6666666667,7.74566666667,8.95966666667,8.63533333333
393.52,14.1176666667,15.9263333333,4.736,22.7766666667,7.38433333333,6.172,14.4546666667,28.2356666667,31.5873333333,7.634,8.89566666667,8.54433333333
393.88,14.14,15.937,4.79566666667,22.8833333333,7.409,6.173,14.4853333333,28.3296666667,31.6313333333,7.60166666667,8.94833333333,8.55333333333
394.24,14.2016666667,15.9643333333,4.765,22.9133333333,7.42533333333,6.147,14.5023333333,28.333,31.7283333333,7.591,9.02033333333,8.589
394.60,14.3296666667,16.1083333333,4.833,23.0453333333,7.559,6.229,14.652,28.4903333333,31.859,7.73066666667,9.139,8.67533333333
394.96,14.3646666667,16.0923333333,4.85833333333,23.1133333333,7.567,6.236,14.6746666667,28.6553333333,31.9333333333,7.76033333333,9.19333333333,8.652
395.32,14.4066666667,16.08,4.857,23.2033333333,7.59066666667,6.224,14.6753333333,28.5966666667,31.9586666667,7.79766666667,9.246,8.66133333333
395.68,14.3883333333,16.1803333333,4.94133333333,23.3113333333,7.706,6.3,14.748,28.6536666667,31.9776666667,7.845,9.32633333333,8.75866666667
396.04,14.314,16.079,5.02566666667,23.2876666667,7.728,6.217,14.7506666667,28.5713333333,31.9433333333,7.829,9.25266666667,8.666
396.40,14.437,16.1446666667,5.053,23.3266666667,7.799,6.049,14.782,28.7746666667,32.0723333333,7.909,9.316,8.74333333333
396.76,14.4906666667,16.159,5.03466666667,23.3926666667,7.81033333333,6.045,14.8286666667,28.818,32.129,7.905,9.327,8.75266666667
397.12,14.521,16.2373333333,5.08966666667,23.3883333333,7.78533333333,6.082,14.826,28.91,32.2433333333,8.01466666667,9.355,8.80733333333
397.48,14.6266666667,16.219,5.144,23.3453333333,7.85566666667,6.042,14.9346666667,28.8923333333,32.3513333333,8.066,9.37166666667,8.793
397.84,14.7743333333,16.3383333333,5.15033333333,23.4026666667,7.96433333333,6.088,14.9813333333,28.8493333333,32.4513333333,8.201,9.38966666667,8.773
398.20,14.813,16.457,5.207,23.52,7.96,6.174,15.052,28.947,32.5046666667,8.26133333333,9.45433333333,8.77233333333
398.56,14.789,16.3906666667,5.25233333333,23.5156666667,7.904,6.227,15.0626666667,28.8803333333,32.518,8.23166666667,9.5,8.77866666667
398.92,14.8866666667,16.4863333333,5.25833333333,23.633,7.906,6.184,15.1563333333,28.9823333333,32.6203333333,8.28233333333,9.532,8.93566666667
399.28,14.9883333333,16.6523333333,5.32,23.776,8.03766666667,6.26,15.2973333333,29.1546666667,32.6946666667,8.339,9.586,9.03966666667
399.64,14.983,16.6523333333,5.28233333333,23.743,8.04166666667,6.339,15.2396666667,29.2356666667,32.787,8.35433333333,9.524,8.98
400.00,15.001,16.8073333333,5.24133333333,23.8783333333,7.99933333333,6.309,15.3056666667,29.3116666667,32.883,8.383,9.59333333333,9.01
400.36,14.8876666667,16.7416666667,5.16066666667,23.9273333333,7.90566666667,6.295,15.2766666667,29.2333333333,32.896,8.361,9.589,8.94066666667
400.72,14.775,16.74,5.09,24.0006666667,7.83066666667,6.192,15.2963333333,29.2536666667,32.8343333333,8.36766666667,9.59833333333,8.92466666667
401.08,14.836,16.7633333333,5.144,24.0243333333,7.84166666667,6.161,15.377,29.2613333333,32.8553333333,8.37266666667,9.67933333333,8.919
401.44,14.909,16.8956666667,5.14366666667,24.206,7.826,6.26,15.4473333333,29.4016666667,32.969,8.46433333333,9.71366666667,8.958
401.80,14.9196666667,16.9233333333,5.19466666667,24.299,7.82733333333,6.262,15.5223333333,29.6286666667,32.9913333333,8.46433333333,9.74766666667,9.07166666667
402.16,14.8456666667,16.858,5.14633333333,24.2073333333,7.79066666667,6.19,15.4743333333,29.5686666667,33.0223333333,8.37633333333,9.68033333333,9.07733333333
402.52,14.809,16.8956666667,5.08833333333,24.239,7.81833333333,6.14,15.414,29.6913333333,33.0733333333,8.34066666667,9.631,8.96666666667
402.88,14.702,16.893,5.043,24.2496666667,7.81366666667,6.172,15.4336666667,29.6363333333,32.9756666667,8.271,9.594,8.855
403.24,14.605,16.778,5.03966666667,24.166,7.66633333333,6.04,15.3576666667,29.592,32.949,8.21033333333,9.57666666667,8.74066666667
403.60,14.64,16.7696666667,5.05133333333,24.1433333333,7.668,6.06,15.342,29.5806666667,32.9233333333,8.181,9.58233333333,8.73133333333
403.95,14.7853333333,16.8433333333,5.07333333333,24.1676666667,7.73933333333,6.084,15.4106666667,29.7506666667,33.0633333333,8.258,9.64133333333,8.851
404.31,14.859,16.997,5.06566666667,24.1673333333,7.72233333333,6.081,15.457,29.8056666667,33.107,8.207,9.634,8.84066666667
404.67,15.0043333333,17.1353333333,5.16966666667,24.224,7.81433333333,6.251,15.5406666667,29.8626666667,33.1933333333,8.318,9.709,8.97166666667
405.03,14.9996666667,17.165,5.111,24.2853333333,7.77833333333,6.289,15.5586666667,29.837,33.234,8.32933333333,9.743,8.931
405.39,14.9746666667,17.2156666667,5.171,24.2433333333,7.818,6.264,15.5433333333,29.895,33.1886666667,8.35066666667,9.717,8.98333333333
405.75,14.9663333333,17.206,5.108,24.1763333333,7.821,6.191,15.522,29.8173333333,33.1953333333,8.32833333333,9.69066666667,8.91366666667
406.11,14.964,17.2373333333,5.103,24.2566666667,7.80133333333,6.215,15.5533333333,29.8626666667,33.2393333333,8.33833333333,9.70333333333,8.901
406.47,14.9626666667,17.2956666667,5.097,24.279,7.75233333333,6.116,15.533,29.8323333333,33.2533333333,8.35333333333,9.687,8.90433333333
406.83,14.9736666667,17.3196666667,5.17633333333,24.3106666667,7.822,6.15,15.5413333333,29.9556666667,33.3253333333,8.40933333333,9.72733333333,8.97033333333
407.19,14.994,17.4533333333,5.12333333333,24.3446666667,7.812,6.274,15.5306666667,29.974,33.4616666667,8.35033333333,9.67766666667,8.92
407.55,14.9843333333,17.5696666667,5.11233333333,24.4696666667,7.77733333333,6.352,15.6036666667,30.0503333333,33.55,8.36233333333,9.729,8.978
407.90,14.9323333333,17.5853333333,5.16466666667,24.5263333333,7.73966666667,6.422,15.6453333333,30.078,33.5403333333,8.39333333333,9.766,8.926
408.26,14.969,17.6513333333,5.23433333333,24.6566666667,7.85533333333,6.546,15.7206666667,30.22,33.6376666667,8.52133333333,9.86366666667,9.00133333333
408.62,14.9946666667,17.738,5.28066666667,24.7766666667,7.90766666667,6.571,15.7663333333,30.345,33.813,8.53,9.86933333333,8.963
408.98,14.996,17.8426666667,5.31866666667,24.8156666667,7.94733333333,6.547,15.7983333333,30.407,33.8466666667,8.51166666667,9.89533333333,8.97833333333
409.34,15.029,17.8523333333,5.29,24.9523333333,7.86,6.537,15.858,30.467,33.99,8.43966666667,9.91533333333,8.93833333333
409.70,15.0026666667,17.8796666667,5.312,25.128,7.81533333333,6.58,15.8353333333,30.5343333333,34.05,8.42066666667,9.95433333333,8.956
410.06,15.0826666667,17.988,5.40033333333,25.1783333333,7.90266666667,6.613,15.9156666667,30.6523333333,34.1443333333,8.48533333333,10.0573333333,8.996
410.42,15.1716666667,18.0343333333,5.48833333333,25.2626666667,7.925,6.671,16.0656666667,30.827,34.2886666667,8.54833333333,10.145,9.10966666667
410.77,15.2643333333,18.1366666667,5.477,25.347,7.857,6.683,16.0796666667,30.844,34.4343333333,8.55533333333,10.1723333333,9.093
411.13,15.271,18.11,5.54033333333,25.37,7.91966666667,6.591,16.186,30.9526666667,34.4483333333,8.631,10.271,9.14433333333
411.49,15.3346666667,18.1353333333,5.643,25.4283333333,7.96266666667,6.453,16.2733333333,31.006,34.5673333333,8.66366666667,10.3153333333,9.12133333333
411.85,15.4266666667,18.2313333333,5.69266666667,25.514,7.95266666667,6.458,16.3383333333,31.0873333333,34.6233333333,8.70966666667,10.324,9.15333333333
412.21,15.4276666667,18.244,5.698,25.5913333333,7.936,6.354,16.33,31.083,34.627,8.72,10.36,9.126
412.57,15.4346666667,18.2756666667,5.738,25.547,7.905,6.284,16.2956666667,31.1363333333,34.5853333333,8.69133333333,10.4046666667,9.11866666667
412.92,15.434,18.3393333333,5.78133333333,25.647,7.93166666667,6.235,16.3313333333,31.2206666667,34.6506666667,8.72266666667,10.4013333333,9.171
413.28,15.378,18.3683333333,5.782,25.6173333333,7.99666666667,6.205,16.2896666667,31.221,34.5616666667,8.734,10.4496666667,9.17533333333
413.64,15.4563333333,18.462,5.82666666667,25.6536666667,8.058,6.2,16.3813333333,31.3306666667,34.5976666667,8.76766666667,10.4986666667,9.202
414.00,15.418,18.494,5.78033333333,25.6856666667,7.955,6.213,16.3613333333,31.38,34.5486666667,8.72166666667,10.4853333333,9.14833333333
414.36,15.4713333333,18.5556666667,5.78433333333,25.71,8.00933333333,6.202,16.354,31.4136666667,34.5573333333,8.68966666667,10.534,9.15066666667
414.72,15.4346666667,18.5843333333,5.71233333333,25.6946666667,7.994,6.122,16.361,31.4343333333,34.549,8.65033333333,10.493,9.107
415.07,15.473,18.6936666667,5.73333333333,25.8373333333,8.015,6.203,16.414,31.5346666667,34.6606666667,8.64333333333,10.5313333333,9.16033333333
415.43,15.4896666667,18.8123333333,5.713,25.8743333333,8.005,6.274,16.4983333333,31.6663333333,34.6786666667,8.65,10.563,9.14433333333
415.79,15.438,18.8573333333,5.69733333333,25.828,8.018,6.281,16.478,31.655,34.719,8.59633333333,10.5536666667,9.07533333333
416.15,15.4193333333,18.9056666667,5.67066666667,25.835,7.95366666667,6.281,16.537,31.707,34.7633333333,8.486,10.4723333333,9.049
416.51,15.3716666667,18.934,5.62866666667,25.8666666667,7.92466666667,6.277,16.5853333333,31.783,34.8016666667,8.49133333333,10.4836666667,9.03366666667
416.86,15.3936666667,18.9993333333,5.62,25.8443333333,7.96933333333,6.355,16.6263333333,31.8226666667,34.8236666667,8.486,10.4533333333,9.00733333333
417.22,15.5076666667,19.0553333333,5.61866666667,25.8753333333,7.92566666667,6.379,16.639,31.829,34.9786666667,8.519,10.4436666667,9.003
417.58,15.454,19.0386666667,5.626,25.8246666667,7.86133333333,6.353,16.6403333333,31.805,34.9676666667,8.51233333333,10.439,8.98566666667
417.94,15.5416666667,19.115,5.65366666667,25.8926666667,7.952,6.319,16.7153333333,31.8596666667,35.0853333333,8.585,10.4733333333,9.035
418.29,15.554,19.2203333333,5.73166666667,25.9123333333,7.98633333333,6.359,16.8083333333,31.913,35.1503333333,8.679,10.5176666667,9.087
418.65,15.5496666667,19.236,5.78033333333,25.9726666667,8.00933333333,6.357,16.8176666667,31.947,35.1616666667,8.71133333333,10.5523333333,9.08933333333
419.01,15.564,19.2983333333,5.784,25.9773333333,8.009,6.308,16.7823333333,31.973,35.1846666667,8.72233333333,10.5503333333,9.07166666667
419.37,15.535,19.3136666667,5.77366666667,25.9686666667,7.99966666667,6.273,16.746,31.9816666667,35.1526666667,8.73966666667,10.5416666667,9.084
419.73,15.5296666667,19.2773333333,5.73733333333,26.009,8.00766666667,6.24,16.7693333333,32.0316666667,35.152,8.74033333333,10.53,9.10533333333
420.08,15.5193333333,19.2826666667,5.72733333333,25.9703333333,7.986,6.216,16.754,32.002,35.175,8.76366666667,10.539,9.07633333333
420.44,15.5403333333,19.3173333333,5.75466666667,26.0153333333,8.022,6.145,16.7823333333,32.006,35.2063333333,8.792,10.5613333333,9.11266666667
420.80,15.5283333333,19.3073333333,5.758,26.0596666667,7.98366666667,6.096,16.7803333333,32.0333333333,35.2373333333,8.79266666667,10.5933333333,9.11466666667
421.16,15.5126666667,19.3316666667,5.80533333333,26.0943333333,8.04233333333,6.041,16.8333333333,32.1003333333,35.2476666667,8.809,10.6373333333,9.14533333333
421.51,15.558,19.409,5.80633333333,26.15,8.08733333333,6.079,16.879,32.191,35.334,8.83033333333,10.6703333333,9.176
421.87,15.5313333333,19.39,5.785,26.153,8.04366666667,6.056,16.8483333333,32.2113333333,35.2983333333,8.809,10.64,9.15633333333
422.23,15.5293333333,19.3793333333,5.72233333333,26.1763333333,8.00733333333,6.007,16.829,32.2156666667,35.3273333333,8.76566666667,10.6176666667,9.11533333333
422.58,15.5586666667,19.4366666667,5.78266666667,26.1646666667,8.01,5.979,16.8633333333,32.2406666667,35.3373333333,8.773,10.6476666667,9.116
422.94,15.5523333333,19.4353333333,5.78666666667,26.1726666667,7.997,5.981,16.9166666667,32.3033333333,35.3753333333,8.775,10.6536666667,9.124
423.30,15.5943333333,19.4916666667,5.805,26.2876666667,7.996,6.004,16.9346666667,32.345,35.4696666667,8.77466666667,10.6843333333,9.14066666667
423.66,15.6333333333,19.5936666667,5.846,26.365,7.994,5.984,16.969,32.385,35.5373333333,8.805,10.748,9.159
424.01,15.6623333333,19.6823333333,5.906,26.4676666667,8.037,6.054,17.0103333333,32.4713333333,35.5733333333,8.875,10.796,9.22633333333
424.37,15.7046666667,19.7596666667,5.93066666667,26.49,8.032,6.121,17.0446666667,32.4936666667,35.6176666667,8.86666666667,10.7976666667,9.22666666667
424.73,15.712,19.7843333333,5.92433333333,26.4626666667,8.015,6.131,17.0623333333,32.5233333333,35.6046666667,8.84566666667,10.7903333333,9.22233333333
425.08,15.6946666667,19.8436666667,5.91233333333,26.4946666667,7.967,6.142,17.0926666667,32.5283333333,35.596,8.844,10.7553333333,9.18533333333
425.44,15.7143333333,19.8823333333,5.93733333333,26.5806666667,7.96966666667,6.119,17.1346666667,32.532,35.6076666667,8.848,10.7866666667,9.185
425.80,15.7546666667,19.9753333333,5.98633333333,26.667,7.98833333333,6.158,17.19,32.5773333333,35.7,8.87566666667,10.8393333333,9.21066666667
426.16,15.7403333333,20.0226666667,6.02766666667,26.6963333333,7.97666666667,6.197,17.2173333333,32.6093333333,35.672,8.888,10.871,9.22666666667
426.51,15.7356666667,20.066,5.991,26.7693333333,8.007,6.231,17.2623333333,32.6516666667,35.73,8.91666666667,10.8606666667,9.26
426.87,15.791,20.1693333333,6.02466666667,26.8556666667,8.054,6.281,17.3193333333,32.6936666667,35.745,8.96133333333,10.8986666667,9.26933333333
427.23,15.742,20.154,6.01766666667,26.799,8.045,6.249,17.3586666667,32.648,35.694,8.96066666667,10.8906666667,9.28266666667
427.58,15.7706666667,20.2096666667,6.02266666667,26.8246666667,8.06533333333,6.297,17.3796666667,32.7143333333,35.7363333333,8.976,10.8953333333,9.25133333333
427.94,15.7606666667,20.2526666667,6.01266666667,26.8593333333,8.06466666667,6.243,17.407,32.8066666667,35.756,8.98366666667,10.9306666667,9.25666666667
428.30,15.764,20.2963333333,6.06833333333,26.965,8.131,6.307,17.4783333333,32.8963333333,35.787,9.04833333333,11.0163333333,9.326
428.65,15.834,20.4173333333,6.15933333333,27.1436666667,8.195,6.332,17.568,32.988,35.886,9.15033333333,11.1156666667,9.37966666667
429.01,15.916,20.5466666667,6.25,27.244,8.27866666667,6.451,17.6386666667,33.143,36.0043333333,9.23433333333,11.2706666667,9.47566666667
429.37,15.955,20.693,6.33266666667,27.2906666667,8.294,6.518,17.6966666667,33.2256666667,36.0986666667,9.346,11.335,9.51433333333
429.72,15.941,20.7193333333,6.39566666667,27.2856666667,8.367,6.485,17.7466666667,33.2793333333,36.075,9.39433333333,11.3776666667,9.518
430.08,16.0113333333,20.8506666667,6.44066666667,27.3976666667,8.411,6.552,17.8346666667,33.386,36.1313333333,9.467,11.4346666667,9.54733333333
430.44,16.086,20.9213333333,6.45466666667,27.447,8.40033333333,6.618,17.8403333333,33.4793333333,36.197,9.498,11.5083333333,9.57833333333
430.79,16.0523333333,20.9263333333,6.40566666667,27.383,8.335,6.547,17.7883333333,33.411,36.1783333333,9.47766666667,11.4996666667,9.58433333333
431.15,16.14,21.0496666667,6.468,27.4846666667,8.36333333333,6.522,17.8076666667,33.5156666667,36.3163333333,9.52566666667,11.596,9.57333333333
431.50,16.142,21.104,6.499,27.511,8.348,6.54,17.8456666667,33.5556666667,36.3826666667,9.54166666667,11.612,9.64833333333
431.86,16.179,21.1026666667,6.48766666667,27.483,8.359,6.527,17.8583333333,33.5113333333,36.3693333333,9.52066666667,11.6146666667,9.626
432.22,16.1656666667,21.0653333333,6.43366666667,27.4473333333,8.29933333333,6.449,17.838,33.4633333333,36.365,9.471,11.568,9.546
432.57,16.1776666667,21.098,6.424,27.4443333333,8.28333333333,6.475,17.8446666667,33.4986666667,36.4176666667,9.49166666667,11.579,9.54433333333
432.93,16.1423333333,21.0453333333,6.36366666667,27.3846666667,8.19,6.352,17.808,33.4146666667,36.38,9.438,11.5073333333,9.472
433.29,16.1743333333,21.0736666667,6.37533333333,27.399,8.222,6.286,17.8463333333,33.4616666667,36.4063333333,9.431,11.5093333333,9.471
433.64,16.2003333333,21.1356666667,6.38566666667,27.4203333333,8.17166666667,6.273,17.913,33.5096666667,36.4623333333,9.41266666667,11.5616666667,9.49233333333
434.00,16.2546666667,21.134,6.41733333333,27.4096666667,8.17366666667,6.232,17.914,33.4986666667,36.556,9.39833333333,11.5643333333,9.503
434.35,16.267,21.1756666667,6.47,27.4643333333,8.167,6.198,17.9683333333,33.525,36.5843333333,9.36166666667,11.6086666667,9.5
434.71,16.3113333333,21.214,6.559,27.5796666667,8.232,6.232,18.067,33.5983333333,36.637,9.43366666667,11.6853333333,9.513
435.07,16.3353333333,21.2426666667,6.583,27.6353333333,8.282,6.291,18.116,33.6696666667,36.6273333333,9.47766666667,11.697,9.55933333333
435.42,16.3646666667,21.3113333333,6.62466666667,27.6673333333,8.31533333333,6.263,18.1756666667,33.6656666667,36.6423333333,9.49333333333,11.7376666667,9.548
435.78,16.437,21.43,6.703,27.7823333333,8.38733333333,6.31,18.2856666667,33.7583333333,36.7633333333,9.51666666667,11.78,9.576
436.13,16.506,21.5706666667,6.76633333333,27.897,8.42,6.381,18.3656666667,33.8906666667,36.8713333333,9.60866666667,11.8913333333,9.65033333333
436.49,16.4823333333,21.644,6.75666666667,27.921,8.43133333333,6.32,18.3993333333,33.9263333333,36.8576666667,9.58266666667,11.916,9.62133333333
436.84,16.5226666667,21.7633333333,6.81333333333,28.0186666667,8.50833333333,6.374,18.4793333333,34.1016666667,36.917,9.609,11.9883333333,9.67066666667
437.20,16.4896666667,21.813,6.81133333333,28.0283333333,8.49,6.42,18.474,34.115,36.8983333333,9.60266666667,11.978,9.67766666667
437.56,16.4596666667,21.8316666667,6.76,28.0866666667,8.52733333333,6.413,18.451,34.1096666667,36.86,9.65033333333,11.9643333333,9.668
437.91,16.4426666667,21.9473333333,6.75966666667,28.185,8.526,6.402,18.496,34.1823333333,36.869,9.666,12.0236666667,9.64
438.27,16.466,22.035,6.753,28.2096666667,8.53933333333,6.413,18.543,34.2453333333,36.9683333333,9.72633333333,12.038,9.66533333333
438.62,16.4726666667,22.153,6.74733333333,28.231,8.51166666667,6.422,18.5843333333,34.3296666667,37.043,9.739,12.0793333333,9.69033333333
438.98,16.458,22.217,6.71533333333,28.2373333333,8.46333333333,6.387,18.6053333333,34.3436666667,37.1073333333,9.699,12.0516666667,9.64633333333
439.33,16.449,22.227,6.72766666667,28.299,8.435,6.434,18.6313333333,34.3803333333,37.126,9.711,12.09,9.64033333333
439.69,16.4003333333,22.2313333333,6.71866666667,28.3156666667,8.385,6.397,18.637,34.406,37.0903333333,9.71933333333,12.103,9.64166666667
440.04,16.3943333333,22.2456666667,6.70733333333,28.3006666667,8.372,6.333,18.6203333333,34.4036666667,37.0706666667,9.69933333333,12.076,9.61533333333
440.40,16.4426666667,22.324,6.74,28.3693333333,8.39033333333,6.345,18.6386666667,34.4606666667,37.1066666667,9.73933333333,12.1203333333,9.67066666667
440.75,16.4643333333,22.3796666667,6.77466666667,28.4313333333,8.452,6.338,18.682,34.434,37.1326666667,9.78933333333,12.1633333333,9.69
441.11,16.497,22.4333333333,6.80933333333,28.5026666667,8.459,6.312,18.7343333333,34.5073333333,37.175,9.816,12.2123333333,9.70433333333
441.47,16.553,22.5236666667,6.88966666667,28.5543333333,8.46233333333,6.318,18.789,34.5573333333,37.2856666667,9.811,12.2533333333,9.74033333333
441.82,16.526,22.5033333333,6.86866666667,28.565,8.43366666667,6.298,18.7913333333,34.5826666667,37.286,9.797,12.2413333333,9.72
442.18,16.5233333333,22.5456666667,6.88266666667,28.613,8.439,6.275,18.7906666667,34.5696666667,37.245,9.81433333333,12.2816666667,9.694
442.53,16.5183333333,22.511,6.87833333333,28.651,8.435,6.195,18.7513333333,34.562,37.2276666667,9.79,12.29,9.68633333333
442.89,16.5736666667,22.5806666667,6.92666666667,28.7046666667,8.461,6.19,18.8276666667,34.613,37.2626666667,9.836,12.3756666667,9.72466666667
443.24,16.607,22.67,6.94166666667,28.7076666667,8.50433333333,6.083,18.84,34.6886666667,37.3036666667,9.83633333333,12.4046666667,9.74666666667
443.60,16.6696666667,22.793,6.97033333333,28.7866666667,8.51933333333,6.113,18.8863333333,34.7673333333,37.3673333333,9.86466666667,12.4586666667,9.78466666667
443.95,16.693,22.826,7.02933333333,28.869,8.54,6.126,18.951,34.735,37.419,9.88566666667,12.4833333333,9.81166666667
444.31,16.6933333333,22.8466666667,7.058,28.851,8.524,6.148,18.9843333333,34.78,37.4533333333,9.86466666667,12.462,9.79266666667
444.66,16.713,22.8756666667,7.04633333333,28.8373333333,8.467,6.146,19.013,34.8373333333,37.4596666667,9.86233333333,12.512,9.794
445.02,16.7183333333,22.9076666667,7.018,28.868,8.46866666667,6.147,19.024,34.842,37.4763333333,9.86533333333,12.53,9.77366666667
445.37,16.7136666667,22.9633333333,6.99433333333,28.909,8.43733333333,6.123,19.0323333333,34.914,37.504,9.86333333333,12.5573333333,9.74366666667
445.72,16.7226666667,23.0136666667,7.02533333333,28.9173333333,8.45666666667,6.126,19.048,34.9086666667,37.532,9.89666666667,12.5863333333,9.77066666667
446.08,16.74,23.0206666667,7.039,28.9203333333,8.46866666667,6.098,19.0763333333,34.952,37.5826666667,9.86633333333,12.604,9.76066666667
446.43,16.776,23.1283333333,7.06566666667,28.9633333333,8.50066666667,6.157,19.1586666667,35.0143333333,37.627,9.91,12.6306666667,9.80966666667
446.79,16.763,23.1266666667,7.081,28.9676666667,8.51833333333,6.173,19.1573333333,34.9936666667,37.6243333333,9.909,12.6133333333,9.80733333333
447.14,16.7566666667,23.1476666667,7.07566666667,29.0296666667,8.505,6.195,19.1843333333,34.9746666667,37.5906666667,9.896,12.5876666667,9.791
447.50,16.7036666667,23.1276666667,7.088,28.9936666667,8.467,6.134,19.1603333333,34.9366666667,37.5726666667,9.89466666667,12.5696666667,9.74766666667
447.85,16.7286666667,23.2413333333,7.10233333333,29.0173333333,8.47366666667,6.153,19.1963333333,35.0696666667,37.6246666667,9.933,12.635,9.75533333333
448.21,16.7146666667,23.2866666667,7.09566666667,29.082,8.48566666667,6.131,19.2283333333,35.0693333333,37.6513333333,9.98133333333,12.655,9.749
448.56,16.7273333333,23.3293333333,7.11933333333,29.1396666667,8.50866666667,6.172,19.2413333333,35.0846666667,37.7203333333,10.0023333333,12.6543333333,9.73633333333
448.92,16.714,23.381,7.15566666667,29.174,8.50833333333,6.158,19.2626666667,35.092,37.7383333333,10.022,12.6913333333,9.76966666667
449.27,16.7143333333,23.426,7.14366666667,29.213,8.53033333333,6.195,19.292,35.063,37.7363333333,10.037,12.6696666667,9.75733333333
449.62,16.7593333333,23.5036666667,7.166,29.3036666667,8.56833333333,6.189,19.336,35.1213333333,37.7716666667,10.0626666667,12.6723333333,9.793
449.98,16.7353333333,23.6053333333,7.18366666667,29.34,8.558,6.21,19.3586666667,35.1673333333,37.746,10.1293333333,12.646,9.83766666667
450.33,16.7396666667,23.607,7.222,29.4036666667,8.55966666667,6.21,19.341,35.198,37.732,10.1616666667,12.65,9.80933333333
450.69,16.7616666667,23.7066666667,7.24833333333,29.4683333333,8.57533333333,6.243,19.402,35.266,37.7356666667,10.2203333333,12.7166666667,9.81766666667
451.04,16.7626666667,23.7393333333,7.29866666667,29.4753333333,8.595,6.263,19.465,35.298,37.751,10.2993333333,12.7803333333,9.85166666667
451.40,16.8653333333,23.8693333333,7.333,29.5806666667,8.67833333333,6.354,19.5656666667,35.4053333333,37.8896666667,10.349,12.8573333333,9.90266666667
451.75,16.8506666667,23.8476666667,7.342,29.5966666667,8.69966666667,6.327,19.6113333333,35.363,37.8663333333,10.36,12.8746666667,9.89766666667
452.10,16.9303333333,23.9323333333,7.399,29.633,8.71,6.377,19.645,35.4186666667,37.9016666667,10.3556666667,12.9316666667,9.93566666667
452.46,16.871,23.9773333333,7.38833333333,29.6573333333,8.665,6.313,19.641,35.465,37.8533333333,10.3146666667,12.923,9.933
452.81,16.8633333333,23.9966666667,7.38,29.698,8.68233333333,6.343,19.669,35.5293333333,37.8623333333,10.3103333333,12.8883333333,9.92266666667
453.17,16.893,24.0413333333,7.43433333333,29.6973333333,8.679,6.329,19.736,35.583,37.8666666667,10.3323333333,12.9613333333,9.96433333333
453.52,16.883,24.1063333333,7.42966666667,29.6806666667,8.64466666667,6.314,19.7503333333,35.635,37.882,10.319,12.9853333333,9.91466666667
453.87,16.9066666667,24.141,7.44266666667,29.727,8.651,6.336,19.7736666667,35.6893333333,37.936,10.308,13.0353333333,9.904
454.23,16.9476666667,24.272,7.479,29.749,8.66266666667,6.306,19.847,35.7636666667,38.0026666667,10.3156666667,13.0963333333,9.93033333333
454.58,16.9413333333,24.3326666667,7.47233333333,29.772,8.64566666667,6.277,19.8526666667,35.777,38.062,10.3013333333,13.0963333333,9.941
454.93,16.9876666667,24.4466666667,7.477,29.9173333333,8.654,6.271,19.902,35.86,38.1876666667,10.3163333333,13.1266666667,9.91733333333
455.29,16.9886666667,24.467,7.48033333333,29.9616666667,8.60566666667,6.226,19.937,35.8896666667,38.158,10.319,13.167,9.91
