wavelength,Back_TanCypf,Belly_TanCypf,Breast_TanCypf,Crissum_TanCypf,Crown_TanCypf,DorTail_TanCypf,Patch10_TanCypf,Rump_TanCypf,Throat_TanCypf,WingTip_TanCypf
369.65,11.7885,19.911,16.9635,16.867,9.22066666667,7.0145,14.952,12.796,15.9558333334,7.5
370.01,11.7633333333,19.9836666666,17.0171666666,16.8524166667,9.22066666667,7.011,14.9058333333,12.8111666667,15.908,7.3945
370.38,11.8771666666,19.9881666667,17.0545,17.0544166666,9.26866666667,7.114,14.8923333334,12.7546666666,16.0255,7.39783333334
370.74,11.9351666667,20.0228333334,17.15,17.1625,9.302,7.07416666667,14.9015,12.7125,16.0688333333,7.40566666667
371.10,12.101,20.185,17.288,17.2589166667,9.41416666667,7.05333333333,14.9421666666,12.8415,16.2108333333,7.403
371.46,12.0815,20.1755,17.3775,17.3158333333,9.41633333334,7.13383333333,14.94,12.864,16.231,7.407
371.83,12.1501666667,20.2391666667,17.457,17.3545,9.49216666666,7.24216666666,15.0183333333,12.9405,16.3245,7.47466666666
372.19,12.2225,20.2025,17.4931666667,17.355,9.46733333333,7.22833333333,14.9595,12.9145,16.3635,7.45883333333
372.55,12.1988333333,20.1868333334,17.5396666666,17.3068333333,9.45433333334,7.238,14.8895,12.9075,16.3575,7.42016666667
372.92,12.1166666667,20.1696666667,17.4075,17.17825,9.36683333333,7.13966666667,14.8033333334,12.7455,16.2701666666,7.29083333333
373.28,12.0778333334,20.0871666666,17.4001666667,17.1653333333,9.3095,7.10183333333,14.6011666667,12.7246666667,16.2713333334,7.28516666666
373.64,12.1378333333,20.0816666667,17.4511666667,17.219,9.2995,7.15766666666,14.6215,12.709,16.3103333334,7.31533333333
374.00,12.1568333334,20.0303333334,17.5058333334,17.2023333334,9.31083333334,7.156,14.5866666667,12.6998333333,16.4631666667,7.34
374.37,12.265,20.093,17.6488333333,17.2041666666,9.41683333332,7.21433333334,14.6581666667,12.8788333333,16.5618333334,7.4475
374.73,12.2188333333,20.1118333333,17.6693333334,17.1398333333,9.42433333333,7.14333333334,14.5921666667,12.891,16.5235,7.343
375.09,12.171,20.0901666666,17.7353333333,17.1254166667,9.4265,7.14983333333,14.547,12.8828333333,16.4941666667,7.35333333333
375.45,12.186,20.1003333334,17.792,17.2225833334,9.48083333333,7.08216666667,14.5578333333,12.9141666667,16.5475,7.37516666666
375.81,12.1875,20.1786666667,17.9333333333,17.3040833334,9.52533333335,7.08266666667,14.6003333333,12.922,16.7068333333,7.46783333333
376.18,12.2245,20.3273333334,17.9791666666,17.3654166666,9.59583333333,7.10183333333,14.6068333333,13.0123333333,16.8221666666,7.56866666666
376.54,12.2338333333,20.3548333333,17.9921666667,17.36975,9.61166666666,7.11766666667,14.5931666666,13.0301666667,16.8093333334,7.56066666667
376.90,12.2768333333,20.4553333333,18.1871666667,17.50325,9.74750000002,7.15216666666,14.6016666667,13.2071666667,17.0066666667,7.61966666667
377.26,12.3381666667,20.5628333333,18.3558333333,17.56175,9.84816666665,7.16216666666,14.7411666666,13.2996666667,17.0803333333,7.59283333334
377.63,12.2805,20.623,18.4756666666,17.6195,9.89066666665,7.123,14.7576666666,13.34,17.1443333333,7.601
377.99,12.3243333333,20.7631666667,18.5728333334,17.704,9.98383333333,7.151,14.8958333333,13.4131666667,17.25,7.617
378.35,12.2718333333,20.7276666667,18.4928333333,17.679,9.92116666665,7.08983333334,14.8135,13.2941666666,17.2183333333,7.52116666666
378.71,12.3906666666,20.7715,18.6633333333,17.8115,10.0161666667,7.21133333333,14.899,13.4335,17.3658333334,7.65166666667
379.07,12.4916666667,20.8993333333,18.761,17.9194166667,10.0996666666,7.25583333333,14.9825,13.4941666666,17.4798333334,7.70766666667
379.44,12.54,21.0446666667,18.8586666667,17.9185,10.1691666666,7.33266666667,15.0126666667,13.5346666667,17.5255,7.73016666667
379.80,12.5553333333,21.0151666666,18.8095,17.9230833334,10.097,7.2545,14.9338333333,13.5381666666,17.4433333333,7.58766666667
380.16,12.5535,21.019,18.927,17.9645,10.1425,7.218,14.9645,13.5295,17.4756666666,7.54566666667
380.52,12.4993333334,20.971,18.9508333334,17.91575,10.0983333333,7.15216666666,14.9486666667,13.5063333333,17.525,7.49716666667
380.88,12.503,20.9008333334,18.8705,17.856,10.0375,7.08633333334,14.8975,13.4845,17.4833333334,7.43983333333
381.24,12.4643333333,20.8633333333,18.8886666666,17.86275,10.0285,7.09,14.8495,13.4078333334,17.4938333334,7.435
381.61,12.4598333333,20.8235,18.8681666667,17.7859166666,10.034,7.04266666667,14.7803333334,13.3705,17.4466666667,7.41966666666
381.97,12.484,20.808,18.8726666667,17.7873333334,10.033,6.9995,14.7028333333,13.3585,17.4085,7.41416666667
382.33,12.5181666666,20.8305,18.9406666667,17.85125,10.08,7.04366666667,14.6648333333,13.414,17.4771666666,7.43333333333
382.69,12.4573333333,20.8093333333,18.8023333333,17.7699166667,10.0298333333,6.922,14.517,13.2816666667,17.4618333334,7.3435
383.05,12.4035,20.7381666666,18.8383333334,17.6748333334,9.97583333335,6.90733333333,14.4446666667,13.2621666667,17.4381666666,7.336
383.41,12.411,20.7398333333,18.8198333334,17.66875,9.95749999999,6.88516666667,14.4155,13.235,17.4328333333,7.30216666667
383.77,12.4025,20.7518333333,18.8998333333,17.6760833334,10.0235,6.87216666667,14.3831666667,13.1891666666,17.5185,7.34116666666
384.14,12.4323333333,20.7488333333,18.9611666667,17.7459166667,10.026,6.86233333334,14.2966666667,13.2243333333,17.5281666667,7.321
384.50,12.5356666667,20.8668333334,19.049,17.8115833334,10.12,6.9155,14.283,13.2725,17.6196666667,7.3805
384.86,12.596,20.9288333333,19.2081666667,17.909,10.201,6.9965,14.3168333334,13.3108333334,17.6765,7.4515
385.22,12.5433333333,20.9221666667,19.1863333333,17.9096666667,10.1666666667,6.9505,14.2041666666,13.2438333334,17.6831666666,7.3795
385.58,12.5638333334,20.9861666666,19.2613333333,17.9479166666,10.1968333333,6.96866666667,14.1865,13.2921666667,17.7433333333,7.35983333333
385.94,12.6215,21.0516666667,19.3478333333,17.9793333333,10.2556666667,6.97016666666,14.228,13.3186666666,17.8113333333,7.392
386.30,12.6095,21.1355,19.4518333334,18.0278333333,10.2823333333,6.94633333333,14.2195,13.363,17.8585,7.392
386.66,12.62,21.2051666667,19.57,18.0806666666,10.3118333333,6.93333333333,14.2636666666,13.4135,17.8723333333,7.41533333333
387.03,12.6516666666,21.2665,19.642,18.20225,10.3851666667,6.88533333333,14.2591666667,13.3976666667,17.9305,7.4015
387.39,12.6428333333,21.287,19.7093333334,18.2813333333,10.4506666667,6.89716666667,14.1945,13.4133333333,17.9778333333,7.42466666666
387.75,12.713,21.4186666667,19.8221666666,18.3630833333,10.554,6.98933333333,14.237,13.4816666667,18.0483333334,7.4815
388.11,12.6685,21.4375,19.8531666667,18.3095,10.5473333334,6.9735,14.2398333333,13.4543333334,18.0233333334,7.4455
388.47,12.6068333334,21.3575,19.8103333333,18.3306666666,10.5366666667,6.91583333333,14.182,13.4266666667,17.9873333333,7.44116666666
388.83,12.5188333333,21.3386666666,19.8196666667,18.3261666666,10.4783333333,6.87583333333,14.0728333334,13.3605,17.9998333334,7.35683333334
389.19,12.497,21.417,19.8981666666,18.3594166666,10.5053333333,6.85416666667,14.031,13.4085,18.0581666666,7.3585
389.55,12.4743333333,21.3875,19.9065,18.3658333334,10.5088333334,6.81483333333,13.9343333334,13.3865,18.089,7.32366666666
389.91,12.3703333333,21.3278333334,19.9086666667,18.3565,10.498,6.7845,13.7666666667,13.3955,18.0543333334,7.31116666667
390.27,12.3255,21.3135,19.9121666667,18.2931666666,10.4726666667,6.73683333333,13.7015,13.3621666667,18.0693333333,7.28616666667
390.63,12.3711666666,21.3646666667,19.9783333334,18.3981666666,10.5541666667,6.751,13.685,13.4,18.1605,7.3275
391.00,12.3228333334,21.3006666667,20.0041666667,18.3505,10.5155,6.70566666666,13.6058333333,13.3798333333,18.2096666667,7.3
391.36,12.3495,21.2913333333,20.0981666667,18.3676666666,10.5821666667,6.70716666666,13.642,13.3945,18.24,7.29783333333
391.72,12.3046666667,21.2903333333,20.1376666667,18.36275,10.5966666667,6.672,13.5383333333,13.3801666667,18.2915,7.25
392.08,12.3256666667,21.3258333333,20.1853333334,18.37125,10.6898333333,6.72083333333,13.4476666667,13.4126666667,18.44,7.26716666667
392.44,12.4045,21.4385,20.3771666666,18.4538333334,10.8003333334,6.86433333333,13.469,13.476,18.5701666667,7.33716666667
392.80,12.4625,21.5268333333,20.5086666667,18.5133333334,10.9185,6.8885,13.5161666667,13.538,18.6675,7.4275
393.16,12.5246666666,21.581,20.6206666667,18.57825,11.009,6.93766666667,13.5368333333,13.5981666667,18.7601666667,7.52166666667
393.52,12.5751666667,21.6116666667,20.7091666666,18.64775,11.0965,7.05416666666,13.5708333333,13.632,18.8626666667,7.648
393.88,12.6218333334,21.6506666667,20.781,18.7059166666,11.1251666666,7.05016666667,13.5813333333,13.5735,18.929,7.66383333333
394.24,12.5663333334,21.5673333333,20.7418333334,18.7161666667,11.1215,6.97616666667,13.474,13.5345,18.9343333333,7.67466666667
394.60,12.4766666667,21.4945,20.7138333334,18.589,11.0948333333,6.9645,13.3655,13.4435,18.911,7.648
394.96,12.5355,21.5725,20.7835,18.6615833334,11.2193333334,7.05833333333,13.3661666667,13.5266666666,18.9891666667,7.71666666667
395.32,12.5453333333,21.5525,20.829,18.6753333334,11.2026666666,7.0535,13.2941666667,13.5598333333,19.0751666666,7.71116666667
395.68,12.5456666667,21.4605,20.8526666667,18.6216666667,11.2216666667,7.00966666667,13.2425,13.5481666667,19.0883333334,7.73016666666
396.04,12.5525,21.4208333334,20.929,18.6885833333,11.2541666667,7.00016666667,13.2701666666,13.5575,19.116,7.80566666666
396.40,12.4911666666,21.3605,20.9473333333,18.6970833334,11.2241666666,6.90683333333,13.1651666666,13.5288333333,19.1203333333,7.78683333334
396.76,12.3995,21.2235,20.8696666667,18.6126666667,11.1761666666,6.85616666667,13.0093333333,13.4213333333,19.0436666667,7.73583333334
397.12,12.3553333333,21.1305,20.869,18.5731666666,11.1811666667,6.842,12.9126666667,13.3378333334,19.0596666667,7.68716666667
397.48,12.289,21.07,20.8618333333,18.51775,11.2035,6.74383333334,12.8083333333,13.2881666666,19.0138333334,7.62966666667
397.84,12.2406666667,21.0461666667,20.8953333333,18.5304166666,11.3013333333,6.78833333333,12.7475,13.37,19.0725,7.62283333334
398.20,12.209,21.0301666667,20.9795,18.5336666666,11.3866666667,6.86416666667,12.7286666667,13.3773333334,19.1283333333,7.63616666667
398.56,12.201,20.97,21.0626666667,18.6303333334,11.429,6.89066666667,12.7045,13.3998333333,19.2108333333,7.64516666667
398.92,12.155,20.9373333333,21.0798333333,18.6129166667,11.4301666666,6.89116666666,12.6265,13.2885,19.2126666667,7.573
399.28,12.0858333333,20.8601666666,21.1055,18.5804166667,11.4205,6.87933333333,12.515,13.2211666666,19.2211666666,7.51783333334
399.64,12.0085,20.8163333334,21.1008333333,18.55625,11.413,6.895,12.4266666667,13.157,19.2031666666,7.51433333334
400.00,11.9238333333,20.7646666667,21.0803333333,18.4684166667,11.3565,6.82683333333,12.282,13.0736666666,19.157,7.4
400.36,11.8376666666,20.6085,21.007,18.345,11.3371666667,6.7585,12.1506666667,12.973,19.0921666667,7.30166666667
400.72,11.7463333333,20.564,21.0228333334,18.2818333334,11.3225,6.71116666667,12.0078333333,12.9263333333,19.11,7.254
401.08,11.701,20.5188333333,21.0103333333,18.2464166666,11.3378333333,6.64666666667,11.922,12.8871666666,19.1165,7.20433333334
401.44,11.6455,20.4755,21.0705,18.2001666666,11.2971666666,6.61416666666,11.8325,12.8425,19.1501666667,7.143
401.80,11.6341666667,20.437,21.1341666666,18.1844166667,11.2713333333,6.62866666667,11.7766666667,12.769,19.1978333333,7.1615
402.16,11.7231666667,20.496,21.2641666667,18.2445833334,11.3631666666,6.66716666667,11.7786666667,12.7703333333,19.285,7.182
402.52,11.716,20.5418333333,21.3993333334,18.2509166666,11.4415,6.70316666667,11.7638333334,12.7925,19.3801666667,7.184
402.88,11.693,20.5075,21.4256666667,18.2526666667,11.479,6.639,11.694,12.7788333334,19.4348333333,7.20166666667
403.24,11.6928333333,20.5431666667,21.5213333333,18.265,11.549,6.61233333334,11.6893333333,12.7873333334,19.5326666667,7.2745
403.60,11.6941666667,20.5758333334,21.5963333334,18.289,11.6283333333,6.66733333333,11.6728333333,12.8298333333,19.6143333333,7.3335
403.95,11.7565,20.6505,21.6801666667,18.3781666666,11.7406666667,6.7575,11.7291666666,12.883,19.7186666667,7.40933333334
404.31,11.7798333333,20.7111666667,21.801,18.45575,11.8171666666,6.83283333334,11.7346666666,12.912,19.8528333333,7.454
404.67,11.8085,20.8023333333,21.8656666667,18.52475,11.8843333333,6.90316666666,11.7991666666,12.9686666666,19.913,7.47883333333
405.03,11.8551666667,20.822,21.99,18.5774166666,11.9506666667,6.98066666666,11.821,13.0421666667,19.9865,7.58883333333
405.39,11.8911666667,20.8758333334,22.057,18.6543333333,12.0496666667,7.06816666667,11.8255,13.1065,20.1001666666,7.65816666667
405.75,11.8443333334,20.807,22.0775,18.6311666666,12.0731666666,7.007,11.7695,13.086,20.079,7.645
406.11,11.7676666667,20.7645,22.0681666667,18.6033333334,12.0316666667,6.9635,11.7128333333,13.0563333333,20.0823333334,7.619
406.47,11.7063333333,20.642,21.983,18.53925,11.9885,6.87866666666,11.6005,12.9716666667,20.012,7.54233333333
406.83,11.6375,20.6106666667,22.008,18.51425,11.989,6.872,11.5581666666,12.9826666667,19.981,7.53483333333
407.19,11.6011666667,20.6011666667,21.9486666666,18.51775,12.0155,6.873,11.505,12.944,19.9503333333,7.528
407.55,11.574,20.568,21.9263333333,18.4895833334,12.0018333333,6.81883333333,11.4621666667,12.9055,19.9325,7.494
407.90,11.5233333333,20.4876666667,21.9228333333,18.40975,12.0041666667,6.812,11.3701666667,12.8606666667,19.9451666667,7.4805
408.26,11.4973333333,20.5381666666,21.9411666666,18.3815,12.0,6.7865,11.3376666667,12.8671666667,19.9735,7.514
408.62,11.555,20.55,22.0458333333,18.4470833334,12.1083333333,6.81166666666,11.3416666666,12.8825,20.0883333333,7.55333333333
408.98,11.5261666667,20.5833333333,22.0613333333,18.4694166666,12.155,6.80816666667,11.3188333333,12.8516666667,20.1363333333,7.50716666667
409.34,11.4841666667,20.512,22.0611666667,18.4435833333,12.1305,6.7655,11.2548333333,12.796,20.072,7.46833333333
409.70,11.5216666667,20.5528333334,22.1166666667,18.48325,12.2058333334,6.82783333334,11.2253333334,12.8243333333,20.1258333334,7.45533333333
410.06,11.5491666666,20.6121666667,22.2185,18.5535,12.3308333334,6.89533333333,11.2368333333,12.864,20.1885,7.48066666666
410.42,11.6025,20.7081666667,22.3125,18.64075,12.4083333334,6.96833333333,11.2453333334,12.9206666667,20.3031666667,7.53533333333
410.77,11.642,20.7161666667,22.3508333333,18.6661666666,12.465,7.0735,11.2511666667,12.9511666666,20.3665,7.56833333333
411.13,11.6341666667,20.7308333333,22.4106666667,18.7335833334,12.5251666666,7.10233333333,11.264,12.9941666666,20.4511666666,7.5915
411.49,11.6726666667,20.7061666666,22.4951666667,18.8505,12.5991666667,7.1335,11.2855,13.0523333333,20.5253333333,7.606
411.85,11.6515,20.7255,22.5051666666,18.8714166666,12.5955,7.09233333333,11.2463333333,13.0258333334,20.5081666666,7.59333333333
412.21,11.6523333333,20.6795,22.5478333333,18.9161666666,12.667,7.13216666667,11.237,13.03,20.5315,7.58266666667
412.57,11.566,20.5928333333,22.491,18.87975,12.625,7.10133333333,11.1228333334,12.9965,20.4916666666,7.512
412.92,11.5268333333,20.5381666666,22.487,18.8551666666,12.6371666666,7.08966666667,11.1051666666,12.9628333333,20.5008333334,7.54466666667
413.28,11.4883333333,20.5336666666,22.4825,18.86575,12.637,7.0815,11.0525,12.9428333333,20.5913333333,7.56983333333
413.64,11.4611666667,20.5475,22.5098333334,18.8615,12.6536666667,7.09266666667,11.0413333333,12.9201666667,20.6526666667,7.58833333334
414.00,11.4298333333,20.4953333333,22.4718333333,18.847,12.6258333333,7.1035,10.966,12.8816666667,20.641,7.60166666667
414.36,11.4191666666,20.4753333334,22.5261666666,18.8221666666,12.611,7.08966666666,10.9108333334,12.8143333333,20.6253333333,7.6145
414.72,11.4016666666,20.4605,22.548,18.822,12.6223333333,7.0265,10.8646666666,12.7331666666,20.6246666667,7.61966666667
415.07,11.3358333333,20.3976666667,22.5343333333,18.7483333334,12.5918333333,6.988,10.7815,12.6483333333,20.5865,7.58266666667
415.43,11.2796666667,20.3385,22.5521666667,18.6619166667,12.5605,6.94833333334,10.6948333334,12.5751666667,20.5963333333,7.548
415.79,11.2445,20.2905,22.5748333333,18.6733333334,12.5788333333,6.9615,10.6596666667,12.559,20.6471666667,7.5265
416.15,11.2241666666,20.2898333333,22.5771666667,18.6475833333,12.6026666667,6.948,10.6171666667,12.523,20.6511666666,7.5595
416.51,11.2133333333,20.2645,22.5971666666,18.65675,12.651,6.961,10.617,12.5065,20.7061666667,7.63166666666
416.86,11.2245,20.2415,22.5971666667,18.65925,12.6721666666,6.9705,10.5823333333,12.5136666667,20.7436666667,7.6465
417.22,11.1403333333,20.1718333334,22.5868333333,18.6015833333,12.6831666666,6.95166666667,10.5338333333,12.4388333333,20.6895,7.62016666667
417.58,11.0105,20.0126666667,22.5005,18.4989166667,12.6048333334,6.87516666667,10.434,12.3465,20.6163333333,7.56183333334
417.94,10.9323333333,19.9056666666,22.4893333333,18.4239166667,12.613,6.84116666666,10.3633333333,12.2986666666,20.6235,7.52166666667
418.29,10.8288333333,19.8076666667,22.3975,18.3795,12.6105,6.81666666667,10.2898333333,12.2671666667,20.607,7.52733333334
418.65,10.8096666666,19.7421666667,22.4276666667,18.3341666666,12.6471666667,6.83516666667,10.243,12.2618333334,20.6513333333,7.55983333333
419.01,10.811,19.7125,22.4528333334,18.3095,12.698,6.879,10.208,12.264,20.6756666667,7.59166666667
419.37,10.7828333334,19.7266666667,22.4635,18.3264166667,12.7733333333,6.91916666667,10.1955,12.2525,20.7316666666,7.66183333334
419.73,10.706,19.6311666666,22.4188333333,18.2671666666,12.754,6.8895,10.1286666667,12.1973333334,20.6946666667,7.64883333333
420.08,10.628,19.5413333333,22.3935,18.2218333333,12.7368333333,6.88066666667,10.056,12.1471666667,20.6975,7.6335
420.44,10.569,19.472,22.3663333333,18.1335,12.7203333334,6.86266666666,9.97416666669,12.0771666667,20.6811666667,7.62116666666
420.80,10.484,19.3836666667,22.3446666667,18.0655,12.6935,6.84716666667,9.91216666666,12.0175,20.6628333334,7.59966666667
421.16,10.4566666666,19.3106666667,22.3651666667,18.0639166666,12.7335,6.8535,9.887,11.9955,20.6963333334,7.62
421.51,10.4505,19.2823333333,22.3755,18.0521666666,12.7926666666,6.8815,9.854,11.9686666666,20.7216666667,7.6465
421.87,10.4423333333,19.2478333334,22.3683333333,18.0395833334,12.8136666667,6.909,9.82166666667,11.952,20.7393333334,7.678
422.23,10.4263333333,19.1801666667,22.3888333333,17.9826666667,12.8261666666,6.9255,9.79633333333,11.9151666667,20.746,7.66916666667
422.58,10.3523333333,19.1181666667,22.3446666666,17.9371666667,12.7998333333,6.927,9.73716666667,11.8551666666,20.7265,7.65916666666
422.94,10.2945,19.0548333333,22.3261666666,17.9064166666,12.7783333333,6.8945,9.67616666667,11.7936666667,20.7278333333,7.6525
423.30,10.2798333334,19.0025,22.3265,17.8398333334,12.7705,6.9005,9.63466666666,11.751,20.7256666666,7.65416666666
423.66,10.2626666666,18.9775,22.3525,17.8104166666,12.8091666667,6.91633333334,9.59533333333,11.709,20.7685,7.68116666667
424.01,10.2821666666,18.9501666666,22.3553333333,17.79525,12.836,6.93183333333,9.58066666667,11.6786666666,20.8098333333,7.6905
424.37,10.2391666667,18.8958333333,22.3586666667,17.8026666667,12.8388333333,6.9245,9.568,11.6548333334,20.8308333334,7.67966666666
424.73,10.2173333333,18.8521666666,22.3615,17.7639166666,12.868,6.9405,9.5315,11.64,20.8535,7.68783333333
425.08,10.2183333333,18.8305,22.348,17.7411666667,12.8618333333,6.94133333333,9.5,11.6168333333,20.8655,7.6965
425.44,10.1973333333,18.8146666667,22.3571666667,17.7358333334,12.8765,6.98616666666,9.48783333333,11.6216666667,20.9126666666,7.717
425.80,10.1773333333,18.8098333333,22.382,17.7175,12.8851666667,6.98233333333,9.46133333334,11.5875,20.9428333334,7.73033333333
426.16,10.16,18.7966666666,22.3758333334,17.6956666666,12.907,6.97116666667,9.42566666667,11.5446666667,20.9758333333,7.7315
426.51,10.1418333333,18.7756666667,22.3843333333,17.6726666666,12.9198333333,6.93466666667,9.40866666667,11.5105,21.0056666667,7.71433333334
426.87,10.115,18.7273333333,22.3818333334,17.6455,12.9326666667,6.9285,9.36933333333,11.4706666667,21.012,7.71133333334
427.23,10.0261666667,18.6535,22.3328333333,17.6355833333,12.919,6.89866666667,9.2985,11.423,20.9905,7.632
427.58,10.0216666667,18.6208333333,22.3743333333,17.664,12.935,6.93933333334,9.29666666667,11.4365,21.0503333333,7.65233333334
427.94,9.9555,18.5708333333,22.3716666667,17.6354166667,12.9543333334,6.91716666667,9.2455,11.4206666666,21.0315,7.64966666667
428.30,9.97783333335,18.57,22.405,17.64825,12.9925,6.94183333333,9.2295,11.4216666667,21.0803333334,7.66866666667
428.65,9.94633333334,18.5493333333,22.4043333334,17.6689166666,12.975,6.93433333334,9.18266666667,11.3813333333,21.0586666666,7.66666666666
429.01,9.92016666665,18.5818333334,22.4098333334,17.6661666666,12.9828333333,6.9595,9.14716666667,11.3655,21.0945,7.657
429.37,9.93483333331,18.621,22.4515,17.6983333333,13.014,6.90966666667,9.1365,11.3518333333,21.0948333333,7.6835
429.72,9.89266666667,18.5786666667,22.4098333334,17.69175,13.0063333333,6.87883333334,9.10933333333,11.329,21.0931666666,7.6455
430.08,9.88249999999,18.59,22.4311666667,17.74475,13.0188333333,6.9115,9.14483333334,11.36,21.1123333334,7.65633333334
430.44,9.915,18.5708333333,22.4278333333,17.7875833333,13.0521666666,6.94583333333,9.14716666667,11.3941666666,21.135,7.69783333333
430.79,9.94183333334,18.593,22.4395,17.7960833334,13.0743333334,6.96733333333,9.16866666667,11.4206666667,21.1856666667,7.70066666667
431.15,9.98183333335,18.5816666667,22.4501666666,17.8084166667,13.0456666666,6.97666666667,9.162,11.4111666667,21.2038333333,7.73133333333
431.50,9.95966666667,18.5681666667,22.4071666666,17.786,13.0416666667,6.94566666666,9.16633333333,11.3928333334,21.169,7.722
431.86,9.95183333335,18.583,22.4245,17.7895,13.0231666666,6.93283333334,9.177,11.4133333333,21.1596666667,7.71183333333
432.22,9.95266666666,18.607,22.4358333334,17.787,13.039,6.94683333334,9.17966666666,11.4126666667,21.1286666666,7.74816666666
432.57,9.96333333334,18.624,22.4495,17.794,13.0611666666,6.92483333334,9.18833333333,11.4115,21.1358333333,7.74383333334
432.93,9.94449999999,18.6061666667,22.47,17.7974166667,13.0498333333,6.89466666666,9.16333333334,11.4176666666,21.1286666666,7.72216666667
433.29,9.95716666666,18.5935,22.4871666666,17.78525,13.0606666667,6.91116666667,9.16616666666,11.4241666667,21.1638333333,7.71133333334
433.64,10.0128333333,18.6581666667,22.5465,17.8145,13.0973333334,6.95516666666,9.20333333333,11.4631666667,21.2165,7.76416666666
434.00,10.018,18.6921666667,22.5773333333,17.8170833333,13.0903333333,6.94683333334,9.1705,11.4653333333,21.2155,7.7905
434.35,10.0161666667,18.741,22.612,17.8296666666,13.0981666667,6.937,9.16716666667,11.455,21.2281666666,7.77033333333
434.71,10.0055,18.755,22.652,17.8370833333,13.1035,6.93933333334,9.18883333333,11.4668333333,21.2376666667,7.79583333334
435.07,9.97850000001,18.7825,22.6571666667,17.838,13.1283333333,6.931,9.187,11.4541666666,21.2326666667,7.77966666666
435.42,10.0005,18.8256666667,22.6578333333,17.8630833333,13.1381666667,6.92766666667,9.16933333333,11.4808333333,21.2468333333,7.79366666667
435.78,10.0155,18.8216666666,22.6595,17.86975,13.1355,6.9255,9.16316666666,11.447,21.2625,7.78666666667
436.13,9.99099999999,18.8383333334,22.6618333333,17.85175,13.1378333333,6.87916666667,9.14366666667,11.4388333334,21.2743333334,7.7545
436.49,9.992,18.862,22.6465,17.8435833334,13.0845,6.86466666667,9.12966666667,11.3978333334,21.2608333333,7.73316666666
436.84,10.0238333333,18.8786666666,22.641,17.8348333333,13.0878333333,6.87,9.15883333334,11.414,21.251,7.74266666667
437.20,10.0323333333,18.9003333333,22.6243333334,17.8684166666,13.0578333334,6.88,9.17416666667,11.426,21.2468333333,7.73816666667
437.56,9.97633333333,18.8751666667,22.5985,17.86325,13.0158333333,6.82983333334,9.14416666667,11.3938333334,21.1761666666,7.69016666667
437.91,10.015,18.927,22.6325,17.9408333333,13.0395,6.8565,9.1985,11.4438333333,21.2245,7.71816666667
438.27,10.0083333334,18.9508333334,22.6373333333,17.96875,13.0391666667,6.884,9.2215,11.4623333333,21.2336666666,7.74633333333
438.62,10.0095,18.9681666666,22.6206666666,17.9899166667,13.0206666667,6.87966666667,9.179,11.4533333333,21.2258333333,7.725
438.98,10.028,18.9963333334,22.6341666667,18.0243333334,13.014,6.905,9.22966666667,11.499,21.2498333334,7.75733333333
439.33,10.029,19.0286666666,22.6695,18.0354166667,13.0148333333,6.92166666667,9.246,11.5068333333,21.2698333334,7.76283333334
439.69,10.0195,19.0685,22.7135,18.0858333334,13.0325,6.93983333334,9.26616666667,11.5135,21.3031666667,7.78333333333
440.04,10.0655,19.0988333333,22.767,18.1554166666,13.0375,6.9785,9.30816666666,11.5691666667,21.3545,7.8295
440.40,10.0288333333,19.0941666667,22.7931666667,18.1605,13.0671666666,6.97216666667,9.31283333333,11.5993333333,21.387,7.8395
440.75,10.0083333334,19.1003333333,22.8038333333,18.1786666667,13.0773333333,6.98083333334,9.31433333334,11.5916666666,21.4225,7.84183333333
441.11,9.99100000001,19.1365,22.8413333334,18.1768333334,13.0796666667,6.95933333333,9.30766666666,11.596,21.4475,7.85066666667
441.47,9.99066666665,19.1498333333,22.8715,18.1746666667,13.0961666667,6.9795,9.3135,11.615,21.5035,7.86616666667
441.82,9.94799999999,19.1048333333,22.8333333333,18.1106666667,13.088,6.96216666667,9.27616666667,11.5876666667,21.4838333333,7.851
442.18,9.92299999998,19.0593333334,22.8316666667,18.0665833333,13.0611666666,6.92783333333,9.23,11.5683333334,21.4678333333,7.8325
442.53,9.92666666668,19.0886666667,22.884,18.0748333333,13.106,6.97133333333,9.2685,11.5743333334,21.5135,7.86333333333
442.89,9.93733333331,19.1123333334,22.9083333333,18.0644166667,13.1396666667,6.97783333333,9.25633333334,11.592,21.5475,7.89683333333
443.24,9.89883333335,19.0695,22.895,18.03775,13.1381666667,6.98533333333,9.25183333334,11.569,21.5621666667,7.8945
443.60,9.89533333332,19.058,22.8836666667,17.9946666667,13.1371666667,6.98416666667,9.23683333333,11.5593333333,21.5715,7.91766666667
443.95,9.839,18.996,22.82,17.9265,13.1086666666,6.985,9.18483333333,11.4736666667,21.539,7.88516666667
444.31,9.83716666667,18.9633333334,22.814,17.9194166667,13.0996666667,7.01216666667,9.1885,11.4545,21.56,7.9065
444.66,9.81016666665,18.9338333333,22.8265,17.8928333334,13.0905,7.01066666667,9.161,11.431,21.5653333333,7.9215
445.02,9.796,18.871,22.805,17.8835,13.1056666667,7.04866666667,9.15233333334,11.4008333333,21.592,7.94183333333
445.37,9.77966666665,18.8051666666,22.8138333334,17.8595833333,13.1128333334,7.05666666667,9.13416666666,11.3703333334,21.5918333333,7.94583333333
