wavelength,Back_LoxAnof,Belly_LoxAnof,Breast_LoxAnof,Crissum_LoxAnof,Crown_LoxAnof,DorTail_LoxAnof,Patch10_LoxAnof,Rump_LoxAnof,Throat_LoxAnof,WingTip_LoxAnof
314.07,6.87883333334,10.7658333333,7.35683333334,5.32083333333,4.91933333334,6.61783333333,4.9195,5.5185,6.32133333333,7.615
314.43,6.884,10.7285,7.30583333333,5.23833333333,4.8815,6.51433333333,4.82916666667,5.50427777778,6.21,7.6495
314.80,6.95766666667,10.8298333333,7.34233333333,5.21916666667,4.85816666666,6.5965,4.777,5.48144444444,6.09683333333,7.6195
315.17,6.95266666667,10.7685,7.22866666667,5.18433333333,4.91216666666,6.62883333333,4.83283333333,5.45355555555,6.04966666667,7.60766666667
315.54,6.8575,10.7355,7.06466666667,4.973,4.808,6.4085,4.72733333334,5.25133333333,5.95916666667,7.52416666667
315.91,6.62716666667,10.8315,6.9715,4.74533333334,4.65233333333,6.24016666666,4.50883333333,5.06205555556,5.77783333333,7.319
316.28,6.7605,11.0628333333,7.02,4.73883333334,4.77483333333,6.31333333333,4.66316666667,5.09072222223,5.838,7.2865
316.64,6.53433333333,10.9525,6.89016666667,4.61783333333,4.69766666667,6.27333333333,4.752,4.93961111111,5.725,7.16966666666
317.01,6.67533333334,11.1938333333,7.07983333333,4.73666666667,4.95533333334,6.52233333334,4.981,5.09138888889,5.9065,7.375
317.38,6.46633333334,10.9263333333,6.84783333334,4.47116666667,4.72433333334,6.22066666667,4.80116666666,4.915,5.63383333333,7.19983333334
317.75,6.60133333333,11.1025,6.9605,4.4865,4.787,6.24966666667,4.919,5.03611111111,5.87933333333,7.188
318.12,6.55683333333,11.0571666666,6.98433333333,4.65483333334,4.62933333333,6.18083333333,4.86116666667,4.96694444444,5.88583333334,7.13933333334
318.49,6.2305,10.7853333333,6.74333333333,4.421,4.265,5.89983333333,4.63283333334,4.6465,5.63966666667,6.7915
318.85,6.17966666666,10.5726666667,6.63016666667,4.38533333333,4.16933333334,5.7365,4.5715,4.51688888888,5.72183333333,6.70083333333
319.22,6.23183333334,10.8376666667,6.70583333334,4.493,4.17333333334,5.71233333333,4.57983333333,4.55822222222,5.8855,6.67566666667
319.59,6.72183333333,11.289,7.14233333334,4.86633333333,4.63516666667,6.135,5.014,4.99005555556,6.30533333333,7.08916666666
319.96,7.12133333334,11.6211666667,7.46216666667,5.2765,4.97366666667,6.31033333334,5.37116666666,5.36366666667,6.606,7.337
320.32,7.19983333333,11.7221666667,7.54616666667,5.31333333333,4.9635,6.2985,5.3245,5.41455555556,6.72816666667,7.451
320.69,7.54116666667,12.1343333333,7.8885,5.63183333333,5.212,6.64,5.51766666667,5.81777777778,7.04833333334,7.68233333334
321.06,7.49516666667,12.2225,7.99266666667,5.65766666667,5.09883333333,6.58016666667,5.42783333334,5.84533333333,7.06616666667,7.64833333333
321.43,7.699,12.377,8.18266666666,5.821,5.18083333333,6.78483333333,5.62666666667,6.03294444445,7.3295,7.70266666666
321.80,7.62333333333,12.4061666666,8.09633333334,5.94166666667,5.19983333333,6.627,5.624,6.06827777778,7.3545,7.771
322.16,7.3725,12.3398333333,7.8855,5.713,5.11733333333,6.4695,5.48816666667,5.86661111111,7.14016666667,7.40233333334
322.53,7.32516666666,12.5305,7.9775,5.73616666666,5.198,6.46966666667,5.49683333333,5.88005555555,7.22183333333,7.491
322.90,7.32983333333,12.6703333334,8.09383333334,5.76583333334,5.319,6.56233333333,5.60333333333,6.04316666666,7.21066666667,7.636
323.27,7.38433333334,12.5733333333,8.12683333334,5.70733333333,5.2275,6.5755,5.60566666666,6.0365,7.07283333333,7.59816666666
323.63,7.30283333334,12.592,8.2175,5.7345,5.15666666667,6.48633333334,5.66,6.04783333333,7.09866666667,7.61916666667
324.00,7.18183333333,12.3091666667,8.0905,5.62283333334,4.962,6.3595,5.47733333334,5.90794444445,7.017,7.52233333334
324.37,7.29716666666,12.346,8.3205,5.703,5.10983333334,6.4535,5.639,6.09677777778,7.0695,7.60516666667
324.74,7.34966666666,12.2783333333,8.40016666666,5.71816666666,5.17433333333,6.374,5.64366666667,6.06738888889,7.11016666667,7.67
325.10,7.552,12.5718333333,8.57966666665,5.81133333333,5.40933333333,6.546,5.8265,6.19022222222,7.259,7.806
325.47,7.59666666666,12.6445,8.66383333335,5.75933333334,5.3825,6.56233333333,5.80666666667,6.19288888889,7.253,7.8665
325.84,7.4595,12.5883333334,8.59749999999,5.45533333334,5.21333333333,6.41816666667,5.64516666667,6.035,7.0805,7.73116666667
326.21,7.41416666667,12.627,8.68766666665,5.4375,5.23566666667,6.3825,5.61016666667,6.08305555556,7.129,7.85466666667
326.57,7.50033333333,12.6198333333,8.71899999998,5.481,5.2345,6.34133333333,5.71316666666,6.09755555556,7.2105,7.92183333333
326.94,7.3205,12.5836666667,8.63933333333,5.40166666667,5.136,6.146,5.569,5.86155555556,7.1185,7.7535
327.31,7.07383333333,12.5216666667,8.53516666668,5.286,5.08966666666,5.99933333333,5.46216666667,5.71355555556,7.123,7.66033333334
327.67,6.99583333333,12.3455,8.3175,5.11416666666,5.03,5.94183333333,5.2795,5.55538888889,6.909,7.48083333333
328.04,6.99883333333,12.5043333334,8.34216666666,5.1625,5.2065,5.981,5.45583333334,5.60944444444,6.984,7.52066666667
328.41,6.77083333334,12.4676666667,8.20916666666,5.12566666667,5.1965,5.821,5.36816666667,5.45905555556,6.86866666666,7.419
328.78,6.60733333333,12.4001666667,8.08033333334,5.1195,5.11633333333,5.6555,5.302,5.30516666667,6.835,7.22116666667
329.14,6.328,12.151,7.836,4.926,4.856,5.42466666667,5.148,5.03344444444,6.6715,7.00883333333
329.51,6.25366666667,12.1543333333,7.78966666667,5.00983333333,4.9575,5.46733333334,5.1605,5.05777777777,6.69933333333,7.04333333334
329.88,6.2805,12.1371666666,7.846,5.15766666666,4.941,5.5935,5.20716666666,5.04816666666,6.73216666667,7.0075
330.24,6.37583333334,12.2076666666,7.89883333334,5.122,4.85916666667,5.6255,5.15316666666,5.03638888889,6.7355,7.00133333334
330.61,6.32783333334,12.18,7.90916666666,5.01616666667,4.8125,5.639,5.1225,5.09105555556,6.688,6.87583333334
330.98,6.50466666666,12.405,8.08716666667,5.059,4.888,5.88483333334,5.24283333333,5.31861111111,6.8505,6.9845
331.34,6.73166666667,12.5558333333,8.34583333331,5.28516666666,4.9905,6.13066666667,5.43666666666,5.55138888889,6.964,7.18433333334
331.71,6.7365,12.7523333334,8.53133333335,5.4605,5.14133333333,6.26416666666,5.50316666667,5.68427777778,7.1415,7.32566666667
332.08,6.76466666667,12.7611666667,8.574,5.38216666667,5.01316666667,6.199,5.38816666666,5.73005555555,7.07933333333,7.33966666667
332.44,6.84016666667,12.8936666667,8.6295,5.37716666666,4.997,6.28066666666,5.41283333333,5.79883333333,7.1935,7.40283333333
332.81,6.83766666667,13.0091666666,8.66666666666,5.27733333334,4.95566666666,6.34233333334,5.4425,5.89,7.1475,7.522
333.18,6.84883333333,13.0255,8.70416666668,5.31883333333,5.0165,6.3165,5.45616666667,6.07411111111,7.1105,7.54966666667
333.54,6.79916666667,13.022,8.729,5.26783333334,4.96383333333,6.12233333333,5.4055,6.02405555555,7.037,7.48466666666
333.91,6.883,13.0551666667,8.73266666667,5.2855,5.0335,6.06716666667,5.4185,6.12772222222,7.12116666667,7.45816666667
334.28,7.00966666667,13.1633333333,8.75866666665,5.40866666667,5.20216666667,6.10616666667,5.5315,6.24833333334,7.24399999999,7.512
334.64,6.992,13.2146666667,8.70983333334,5.43366666667,5.19183333333,6.13716666667,5.50516666667,6.13261111111,7.24500000001,7.52533333334
335.01,7.11516666666,13.2091666667,8.79516666668,5.58883333333,5.38916666666,6.19133333333,5.624,6.26866666667,7.32583333331,7.65533333333
335.38,7.2715,13.4058333333,8.82433333331,5.6755,5.5155,6.18016666667,5.71816666667,6.27511111111,7.46366666665,7.74366666666
335.74,7.326,13.5276666666,8.79699999998,5.7315,5.49766666667,6.157,5.81033333333,6.29972222222,7.51516666665,7.62516666667
336.11,7.2235,13.5276666666,8.68183333331,5.6385,5.41583333333,6.10716666667,5.65916666666,6.16322222222,7.46683333333,7.594
336.47,7.1995,13.5205,8.54516666669,5.499,5.2165,5.89466666667,5.55033333333,6.08472222222,7.2995,7.45383333333
336.84,7.24116666667,13.5518333333,8.49766666665,5.42383333334,5.25316666667,5.83166666666,5.50783333334,6.02961111111,7.3355,7.389
337.21,7.23833333334,13.5415,8.38266666667,5.3025,5.202,5.66566666667,5.36316666667,5.88055555556,7.33883333333,7.24833333333
337.57,7.242,13.5578333333,8.38083333331,5.25433333333,5.24183333334,5.72483333333,5.36216666667,5.9085,7.40716666667,7.17933333333
337.94,7.18933333334,13.662,8.39933333335,5.27,5.35,5.76033333333,5.3745,5.9265,7.35633333333,7.26916666666
338.31,7.07966666667,13.6583333334,8.37299999998,5.21583333333,5.30266666667,5.70183333333,5.3,5.86844444445,7.31233333333,7.24316666666
338.67,7.01583333334,13.6243333333,8.32716666668,5.181,5.33666666667,5.58583333333,5.223,5.87988888889,7.19616666667,7.14433333334
339.04,6.91783333334,13.6118333333,8.16583333335,5.10083333334,5.16966666666,5.48733333334,5.1355,5.74272222222,7.17116666667,6.98683333333
339.40,6.74916666666,13.4498333333,8.07433333331,4.96733333333,5.04533333333,5.3265,4.98433333333,5.66133333333,7.02316666666,6.85933333333
339.77,6.6135,13.2025,7.97949999999,4.73,4.852,5.162,4.7595,5.42388888889,6.78683333334,6.79416666667
340.14,6.54316666666,13.1666666667,7.95783333333,4.71766666667,4.776,5.01916666666,4.764,5.37488888889,6.77666666667,6.66233333334
340.50,6.53533333334,13.0876666667,8.02816666666,4.79416666666,4.81366666667,5.07416666667,4.8135,5.33038888889,6.81516666667,6.68733333333
340.87,6.56833333333,13.2328333333,8.07833333333,4.92216666667,4.8575,5.13533333333,4.8095,5.38883333333,6.84616666666,6.69783333333
341.23,6.71666666667,13.395,8.23700000001,5.063,4.95116666666,5.36766666667,4.97016666667,5.51111111111,7.02816666667,6.85
341.60,6.77116666666,13.4106666667,8.25799999998,5.10066666667,4.88433333334,5.40183333333,4.976,5.44577777778,7.0275,6.86533333333
341.96,6.91733333333,13.5678333333,8.45266666665,5.22833333333,4.96166666666,5.5835,5.13566666666,5.56105555555,7.17,6.98916666667
342.33,7.12233333333,13.7858333334,8.61533333335,5.38516666667,5.12016666666,5.7595,5.42383333333,5.72844444444,7.31866666667,7.10183333333
342.70,7.28883333334,14.0198333334,8.80683333333,5.49416666667,5.2175,5.92583333333,5.64933333333,5.94533333333,7.51366666667,7.239
343.06,7.30833333333,14.1313333333,8.90616666666,5.50466666667,5.27633333333,5.941,5.6575,6.04766666667,7.47899999998,7.295
343.43,7.30966666666,14.1485,8.80533333331,5.47233333333,5.29933333334,5.96266666667,5.64083333333,6.03005555556,7.48033333332,7.25483333333
343.79,7.32766666667,14.2558333333,8.84266666667,5.52983333333,5.37,6.024,5.76483333333,6.13233333333,7.67499999998,7.28433333334
344.16,7.60016666667,14.4608333333,9.11766666665,5.75866666667,5.63716666667,6.25533333334,5.99116666667,6.32788888889,7.88366666665,7.483
344.52,7.61466666667,14.5615,9.15283333335,5.83066666666,5.78633333333,6.349,6.1075,6.37972222223,8.00899999999,7.47616666666
344.89,7.67383333333,14.7035,9.28783333331,5.933,5.86233333334,6.42733333333,6.2945,6.43633333333,8.13933333333,7.5575
345.25,7.7665,14.9273333334,9.42799999999,6.05383333333,6.00866666667,6.51783333334,6.47883333334,6.51383333333,8.26333333331,7.68633333333
345.62,7.85516666666,15.0635,9.54183333333,6.1845,6.158,6.57616666666,6.617,6.63472222222,8.35666666666,7.7775
345.99,7.80233333333,15.0618333333,9.43166666665,6.18066666667,6.1075,6.465,6.59516666666,6.56538888888,8.29966666665,7.71066666667
346.35,7.768,15.0708333334,9.43950000002,6.18,6.1085,6.47416666666,6.51883333333,6.49777777778,8.37616666667,7.713
346.72,7.62883333333,14.9933333333,9.30399999999,6.08466666667,5.99433333333,6.3285,6.3365,6.27305555556,8.29033333332,7.58366666666
347.08,7.6075,14.9415,9.30366666665,6.104,6.0195,6.26,6.32783333333,6.13838888889,8.33216666668,7.57066666667
347.45,7.6175,14.9385,9.41949999998,6.10966666667,6.03366666667,6.26383333334,6.35016666667,6.09461111112,8.36216666665,7.52066666666
347.81,7.61533333334,14.9316666666,9.42433333335,6.12983333334,5.99983333334,6.25333333334,6.26766666666,6.0425,8.29533333331,7.4135
348.18,7.50966666667,14.9613333334,9.31999999999,6.04366666667,5.96733333334,6.26633333333,6.27033333333,6.00988888888,8.26033333335,7.322
348.54,7.52366666667,15.0201666666,9.27116666665,5.99083333334,5.88316666666,6.2055,6.158,5.96872222222,8.25066666668,7.30666666667
348.91,7.35916666667,14.8423333333,9.14599999999,5.8075,5.71466666667,6.09066666667,6.0305,5.83561111111,8.1115,7.11133333333
349.27,7.171,14.6208333333,9.06566666669,5.68383333334,5.59283333333,5.93,5.814,5.71344444444,7.89900000002,6.94133333333
349.64,7.05516666667,14.6411666667,9.00016666665,5.60566666667,5.4985,5.8515,5.6925,5.62416666667,7.88733333334,6.8755
350.00,7.0375,14.6938333333,9.09666666665,5.61383333334,5.5255,5.90183333334,5.66116666667,5.66822222223,8.0,6.85633333333
350.37,7.0175,14.6713333334,9.17799999999,5.597,5.52583333334,5.90283333333,5.68866666667,5.68455555555,7.95316666669,6.8445
350.73,7.13583333334,14.771,9.31649999999,5.70716666666,5.63633333333,6.04466666666,5.82633333333,5.829,8.05566666668,6.92783333334
351.10,7.21766666667,14.945,9.39266666667,5.73066666666,5.67466666666,6.17816666667,5.90133333333,5.96827777778,8.11066666665,6.99683333334
351.46,7.24933333334,15.146,9.44900000001,5.8145,5.79266666666,6.27816666666,5.9575,6.13027777778,8.197,7.154
351.83,7.43183333333,15.4211666667,9.66116666667,5.9405,6.02566666666,6.37666666666,6.11483333333,6.29872222223,8.31649999999,7.37433333333
352.19,7.39983333333,15.5163333333,9.74949999998,5.98933333334,6.04083333333,6.39533333333,6.12933333333,6.36616666667,8.31366666665,7.38216666667
352.55,7.41733333333,15.6285,9.85166666667,6.01133333333,6.0815,6.39266666666,6.1695,6.40688888889,8.30116666667,7.47783333333
352.92,7.44016666667,15.696,9.87683333335,6.05766666666,6.1685,6.37616666667,6.20933333333,6.44561111112,8.26716666669,7.55083333333
353.28,7.50583333333,15.768,9.98083333332,6.11566666666,6.204,6.42666666666,6.33633333333,6.52322222222,8.37166666668,7.5805
353.65,7.46266666667,15.736,9.98633333331,6.01383333334,6.16583333333,6.38783333334,6.2985,6.55833333333,8.28300000002,7.51383333334
354.01,7.486,15.8108333333,9.96883333335,5.9525,6.17333333333,6.39433333333,6.327,6.559,8.24433333331,7.602
354.38,7.49166666666,15.7973333334,9.84683333335,5.92266666667,6.1535,6.32516666667,6.2845,6.58677777777,8.23733333335,7.56916666666
354.74,7.537,15.7788333333,9.88483333333,5.94133333333,6.1425,6.2855,6.29816666667,6.57666666666,8.24366666665,7.617
355.11,7.478,15.7036666667,9.79916666665,5.87583333334,6.045,6.16966666667,6.2835,6.49766666667,8.17216666669,7.46916666667
355.47,7.5045,15.6636666667,9.79133333335,5.84083333333,5.9615,6.09783333334,6.32833333334,6.45927777778,8.16833333333,7.43083333333
355.83,7.48483333333,15.7225,9.76416666668,5.8425,5.926,6.14466666667,6.42616666667,6.48094444444,8.27866666665,7.40633333333
356.20,7.56866666666,15.749,9.74516666668,5.87383333333,5.97566666667,6.13616666666,6.41516666666,6.44755555555,8.32083333335,7.44316666667
356.56,7.729,15.9106666666,9.88183333335,6.0765,6.1635,6.31566666667,6.58466666667,6.63477777778,8.47350000002,7.52266666666
356.93,7.803,15.9908333333,9.956,6.16566666667,6.20783333333,6.398,6.62533333333,6.71188888889,8.5835,7.57833333334
357.29,7.75133333333,15.9943333334,9.85900000002,6.062,6.1725,6.32883333333,6.53933333333,6.61255555555,8.53533333334,7.51666666667
357.66,7.76783333334,16.0258333334,9.85616666668,6.0985,6.1865,6.29983333333,6.5695,6.54888888889,8.56466666666,7.50466666666
358.02,7.775,16.0973333334,9.90216666668,6.131,6.21683333333,6.27766666667,6.60683333333,6.54705555555,8.57516666668,7.45833333334
358.38,7.7075,16.1093333334,9.90449999998,6.097,6.17233333334,6.26933333333,6.57133333333,6.48105555555,8.52033333331,7.38416666667
358.75,7.69016666667,16.2046666667,9.86250000002,6.10433333334,6.17266666667,6.28466666667,6.58166666666,6.49988888889,8.52333333335,7.36316666667
359.11,7.69183333333,16.2713333334,9.88283333332,6.17616666667,6.1895,6.33033333334,6.5615,6.48983333333,8.52283333334,7.45033333334
359.48,7.69033333333,16.3956666667,9.97049999998,6.2195,6.2325,6.35266666666,6.55133333334,6.50194444444,8.55583333335,7.48333333334
359.84,7.6775,16.3173333333,9.9525,6.186,6.21283333334,6.26766666667,6.46916666667,6.48172222222,8.48483333334,7.4735
360.20,7.61666666667,16.3555,9.95483333332,6.1785,6.14316666666,6.217,6.46666666667,6.45861111111,8.49466666668,7.463
360.57,7.52333333333,16.2591666666,9.898,6.06483333333,6.06883333334,6.10766666667,6.40033333334,6.3725,8.44616666667,7.4205
360.93,7.52566666667,16.299,9.93916666669,6.064,6.04433333334,6.10433333334,6.4135,6.39294444444,8.4815,7.46166666666
361.29,7.501,16.3553333333,10.0185,6.11316666667,6.06466666667,6.156,6.5095,6.45627777778,8.51633333331,7.515
361.66,7.582,16.443,10.1575,6.1995,6.13083333333,6.2695,6.59783333333,6.55622222222,8.63233333333,7.63066666667
362.02,7.67816666666,16.5101666667,10.222,6.288,6.22033333334,6.32783333334,6.64183333333,6.653,8.72266666667,7.6805
362.39,7.7035,16.597,10.261,6.325,6.282,6.337,6.69683333334,6.70794444444,8.78349999999,7.739
362.75,7.79816666666,16.69,10.3373333333,6.36366666667,6.36,6.3845,6.74233333333,6.76972222222,8.87350000001,7.78716666666
363.11,7.88416666667,16.7761666666,10.4781666667,6.37666666667,6.41633333334,6.40633333334,6.80266666666,6.87138888889,8.9645,7.8115
363.48,7.92016666667,16.7648333333,10.5118333333,6.442,6.4385,6.49066666667,6.86116666667,6.91627777778,9.03016666667,7.8095
363.84,7.894,16.8563333334,10.5453333333,6.4425,6.41966666667,6.50583333333,6.89833333333,6.89955555556,9.04199999999,7.79683333333
364.20,7.90416666667,16.8513333333,10.5843333333,6.43983333333,6.4195,6.52766666667,6.85183333333,6.85583333334,9.00033333331,7.75416666667
364.57,7.89466666666,16.8875,10.6171666667,6.43833333333,6.41616666667,6.49383333333,6.84433333333,6.834,8.98516666665,7.69716666666
364.93,7.8725,16.8666666667,10.5755,6.37383333333,6.41383333333,6.442,6.75016666667,6.72533333333,8.89833333335,7.58933333334
365.29,7.89483333333,16.8915,10.5203333333,6.36583333333,6.36833333333,6.37516666666,6.63633333333,6.70066666667,8.8475,7.52016666667
365.66,7.809,16.8686666667,10.4346666667,6.31933333333,6.32333333334,6.32466666667,6.587,6.62972222223,8.79766666665,7.3845
366.02,7.686,16.815,10.378,6.24233333333,6.22433333334,6.28366666667,6.56383333334,6.54216666667,8.71733333335,7.31783333334
366.38,7.67716666667,16.7148333334,10.3986666667,6.22266666666,6.19533333334,6.2725,6.56833333333,6.51861111111,8.68283333335,7.27133333334
366.75,7.57133333333,16.6886666667,10.4056666666,6.20166666666,6.16033333334,6.25683333333,6.55933333334,6.471,8.651,7.22766666666
367.11,7.58133333333,16.7455,10.3696666666,6.196,6.2085,6.25416666667,6.57683333334,6.462,8.6545,7.235
367.47,7.5145,16.7538333333,10.319,6.0935,6.15866666666,6.14916666666,6.5305,6.38372222222,8.54583333334,7.15816666667
367.84,7.44066666667,16.6666666667,10.2688333333,6.054,6.13633333334,6.09333333333,6.43016666667,6.32533333334,8.48033333332,7.0815
368.20,7.45866666666,16.7196666667,10.2806666667,6.02283333333,6.16933333334,6.04516666667,6.44583333333,6.36038888889,8.50033333331,7.09533333333
368.56,7.4935,16.8085,10.2568333333,6.027,6.18566666667,6.06233333333,6.42383333334,6.35666666666,8.56900000002,7.101
368.93,7.45233333333,16.8345,10.3186666666,6.06416666667,6.20533333333,6.01516666666,6.4765,6.37488888888,8.62266666668,7.13916666667
369.29,7.55233333333,16.924,10.4541666666,6.15133333333,6.31966666667,6.11116666666,6.5825,6.40605555555,8.81416666665,7.26283333333
369.65,7.63883333333,17.0388333333,10.516,6.2155,6.42566666667,6.17133333333,6.6525,6.47138888889,8.87283333335,7.36366666666
370.01,7.67616666666,17.0351666666,10.616,6.25,6.43416666666,6.18683333334,6.63233333333,6.43377777778,8.91766666665,7.3775
370.38,7.713,17.1968333333,10.6806666667,6.36366666667,6.47383333333,6.24233333333,6.6635,6.47333333333,8.95899999999,7.43066666667
370.74,7.761,17.2813333334,10.7556666667,6.42033333333,6.49616666667,6.23516666667,6.67983333333,6.49366666667,8.984,7.52466666667
371.10,7.77,17.3015,10.8166666667,6.512,6.52666666667,6.26733333333,6.711,6.511,8.97033333332,7.54666666667
371.46,7.77266666666,17.3501666667,10.8361666666,6.54483333334,6.54366666667,6.22966666667,6.67266666667,6.50422222222,8.97116666665,7.53983333334
371.83,7.92583333333,17.5566666666,11.002,6.70866666667,6.69166666667,6.334,6.78266666666,6.65016666667,9.15866666665,7.68983333334
372.19,7.995,17.657,11.0945,6.81616666666,6.75083333333,6.42916666667,6.879,6.746,9.25116666667,7.74266666667
372.55,7.99683333333,17.6983333333,11.1855,6.88066666667,6.7545,6.457,6.91566666667,6.78688888889,9.2925,7.80966666667
372.92,8.02266666666,17.7716666667,11.2018333333,6.88233333333,6.81883333334,6.52733333334,6.90533333333,6.84522222222,9.31400000001,7.7995
373.28,7.96666666667,17.7391666667,11.1708333334,6.8735,6.77116666667,6.50216666666,6.9265,6.86216666666,9.22666666667,7.74666666666
373.64,7.93316666666,17.7685,11.1531666667,6.83666666667,6.69066666667,6.42,6.86883333334,6.81633333333,9.155,7.69916666666
374.00,8.01316666667,17.8035,11.1113333333,6.90883333334,6.717,6.39616666666,6.90233333333,6.87861111111,9.19799999998,7.70583333333
374.37,8.0705,17.9083333333,11.1606666667,6.92116666667,6.768,6.41066666666,6.90333333333,6.90438888889,9.27500000001,7.70916666667
374.73,7.9875,17.8143333333,11.0678333333,6.83316666666,6.74783333334,6.32366666666,6.83066666666,6.80816666667,9.19500000001,7.57983333334
375.09,7.83416666667,17.7853333333,10.9485,6.70516666667,6.621,6.23,6.69366666666,6.66072222222,9.17083333332,7.45583333334
375.45,7.8745,17.8948333333,10.9968333334,6.75766666667,6.65383333333,6.30366666667,6.78083333333,6.74388888889,9.31,7.543
375.81,7.79866666666,17.8618333333,10.957,6.70633333334,6.56,6.2335,6.67983333334,6.63366666667,9.22250000001,7.449
376.18,7.65483333333,17.8716666667,10.916,6.61,6.49033333334,6.14933333333,6.58633333334,6.52827777778,9.17199999998,7.36866666666
376.54,7.602,17.8606666667,10.8535,6.59533333334,6.49333333334,6.15033333334,6.58933333333,6.49505555556,9.13116666667,7.31716666666
376.90,7.63616666666,17.8775,10.8615,6.64766666666,6.454,6.19283333333,6.61833333334,6.44366666666,9.16800000001,7.32083333334
377.26,7.6645,17.979,10.9125,6.6555,6.5015,6.19833333334,6.57083333333,6.42983333333,9.20699999998,7.309
377.63,7.65733333333,18.084,10.962,6.648,6.528,6.22783333333,6.54033333333,6.43461111111,9.24016666668,7.34133333333
377.99,7.6015,18.114,10.9868333333,6.629,6.55383333333,6.2385,6.504,6.42722222222,9.22116666665,7.31283333333
378.35,7.5415,18.0773333334,10.9321666667,6.55866666666,6.48983333333,6.17683333333,6.4175,6.35,9.16899999999,7.27016666667
378.71,7.55583333334,18.1896666667,10.982,6.57383333334,6.48383333334,6.23383333333,6.42416666667,6.38311111111,9.21983333331,7.31966666667
379.07,7.57933333334,18.1961666667,11.0075,6.56483333333,6.52916666667,6.2295,6.43283333334,6.41677777778,9.24733333333,7.33816666666
379.44,7.574,18.1478333334,11.0211666667,6.52866666666,6.52783333333,6.21833333333,6.37266666667,6.3595,9.21233333335,7.2785
379.80,7.576,18.206,11.0068333333,6.503,6.53066666667,6.27783333333,6.42,6.40044444445,9.22316666665,7.30566666667
380.16,7.65633333333,18.2318333334,11.032,6.57416666667,6.5955,6.32333333334,6.45883333334,6.41327777778,9.29866666665,7.37866666666
380.52,7.6525,18.263,11.0393333333,6.53866666666,6.55883333333,6.28016666667,6.38633333334,6.36011111111,9.27566666665,7.33966666667
380.88,7.6645,18.3691666666,11.1173333333,6.55233333334,6.60933333333,6.26166666667,6.38466666667,6.41227777778,9.32516666666,7.40033333334
381.24,7.633,18.3671666667,11.105,6.54933333333,6.5695,6.24133333333,6.36266666667,6.39227777777,9.31,7.40033333334
381.61,7.60883333333,18.2615,11.0761666667,6.55916666666,6.529,6.14833333333,6.3345,6.35255555555,9.29750000001,7.344
381.97,7.5605,18.2986666667,11.0583333333,6.51766666667,6.472,6.087,6.30616666667,6.28861111111,9.28966666669,7.329
382.33,7.5215,18.3303333333,11.0505,6.53483333334,6.45166666667,6.03033333333,6.27583333334,6.28661111111,9.26750000001,7.3045
382.69,7.53866666666,18.3535,11.081,6.56433333334,6.46683333333,6.0115,6.26666666667,6.28344444445,9.30166666665,7.26966666666
383.05,7.5865,18.4933333334,11.2401666667,6.66966666667,6.55033333333,6.0965,6.327,6.31455555555,9.38100000001,7.359
383.41,7.579,18.5271666667,11.2775,6.70916666667,6.5655,6.08033333334,6.348,6.32216666667,9.417,7.39916666666
383.77,7.5625,18.5136666667,11.3021666667,6.71,6.5935,6.04016666666,6.3315,6.28633333333,9.42866666665,7.359
384.14,7.51383333334,18.4875,11.2881666666,6.704,6.56366666667,6.00366666666,6.29416666667,6.26094444445,9.39433333334,7.30783333334
384.50,7.5235,18.5048333333,11.3331666667,6.7485,6.573,6.01466666666,6.31833333333,6.29477777778,9.40833333333,7.3225
384.86,7.45066666667,18.5413333333,11.3306666667,6.70766666667,6.53683333334,5.93283333334,6.26783333334,6.23661111111,9.356,7.23866666666
385.22,7.4655,18.6078333333,11.383,6.735,6.56916666666,5.95983333333,6.2815,6.24616666666,9.3985,7.24616666667
385.58,7.46566666667,18.6836666667,11.4655,6.77716666666,6.63783333333,6.046,6.34633333334,6.27916666667,9.48233333333,7.27983333334
385.94,7.482,18.7165,11.5195,6.81933333333,6.6445,6.1035,6.367,6.29011111111,9.52550000002,7.30916666667
386.30,7.493,18.7648333334,11.5743333333,6.84916666667,6.6905,6.131,6.41666666666,6.27888888889,9.59466666669,7.337
386.66,7.5075,18.8021666667,11.5973333333,6.89483333334,6.70716666666,6.139,6.42883333333,6.28583333334,9.61916666665,7.36433333333
387.03,7.47283333334,18.7191666667,11.5243333333,6.84383333333,6.61783333333,6.05433333334,6.35416666667,6.24377777777,9.56166666665,7.272
387.39,7.46983333333,18.7913333333,11.514,6.83833333333,6.616,6.033,6.30033333333,6.19555555555,9.54433333334,7.24066666666
387.75,7.435,18.794,11.5058333333,6.78466666667,6.56216666667,5.98333333334,6.231,6.13133333334,9.52083333332,7.18
388.11,7.3975,18.7716666666,11.5173333333,6.7665,6.54083333333,5.94383333334,6.215,6.09411111111,9.51016666667,7.15266666667
388.47,7.35483333333,18.805,11.5383333333,6.74866666667,6.5515,5.91933333333,6.20883333334,6.04416666666,9.52733333335,7.14366666667
388.83,7.3495,18.7725,11.5136666667,6.779,6.549,5.94316666667,6.20483333333,6.03166666667,9.52266666668,7.1925
389.19,7.35766666666,18.7886666666,11.5125,6.79066666667,6.548,5.93466666667,6.2195,6.01288888889,9.54133333334,7.1945
389.55,7.38166666666,18.832,11.5146666667,6.78316666667,6.54033333333,5.9225,6.19666666666,5.97438888889,9.52383333334,7.205
