wavelength,Back_PhrPatf,Belly_PhrPatf,Breast_PhrPatf,Crissum_PhrPatf,Crown_PhrPatf,DorTail_PhrPatf,Rump_PhrPatf,Throat_PhrPatf,WingTip_PhrPatf
319.59,1.58514901961,8.31286666667,3.03193333333,8.41233333333,4.2844,5.483,3.54279047619,11.5422,7.30466666668
319.96,1.60983921569,8.38323333333,3.23653333333,8.64846666666,4.4942,5.5585,3.76179047619,11.6446,7.464
320.32,1.48327058824,8.49873333333,3.25953333333,8.77663333335,4.6602,5.78303333333,3.7664,11.8440666667,7.58266666666
320.69,1.26477254902,8.5384,3.0544,9.06943333334,4.40553333333,5.71506666667,3.44136190476,11.7762,7.49900000001
321.06,0.934898039216,8.23819999999,2.90353333333,9.07413333334,4.099,5.4428,3.00115238095,11.7482666667,7.12819999999
321.43,0.639843137255,7.9765,2.80126666667,8.92126666666,3.76393333333,5.29576666667,2.80638095238,11.7597333333,6.74699999999
321.80,0.337541176471,8.04773333333,2.56666666667,8.97876666667,3.70046666667,5.2842,2.58820952381,11.5925333333,6.42093333334
322.16,0.118490196078,7.89696666667,2.17513333333,8.81983333333,3.49086666667,5.10536666667,2.22933333333,11.5672,5.97506666666
322.53,0.146180392157,8.0248,2.22413333333,8.89080000001,3.50173333334,5.08543333333,2.34916190476,11.5897333333,5.86106666667
322.90,0.246415686275,8.30866666667,2.3822,9.05880000001,3.57506666667,5.09403333333,2.66461904762,11.6886666667,5.91779999999
323.27,0.605443137254,8.66446666666,2.72586666667,9.4653,3.92706666667,5.4107,3.05567619047,12.0444666667,6.25520000001
323.63,0.41996862745,8.54700000001,2.83386666667,9.45103333333,3.64,5.25376666667,2.9807047619,11.9913333333,5.99706666666
324.00,0.892188235293,8.87366666666,3.19933333333,9.8349,3.9242,5.54566666667,3.33833333333,12.2342,6.17920000001
324.37,1.13590588235,9.13236666667,3.3572,10.0539666667,4.2386,5.56056666667,3.57604761905,12.3666,6.18213333333
324.74,1.11721960784,9.28309999999,3.3626,9.89386666667,4.2378,5.55216666667,3.67884761905,12.3506666667,5.99606666667
325.10,1.64396862745,9.67536666667,3.68773333333,10.4231333333,4.71153333333,6.0955,4.24868571429,12.774,6.45339999999
325.47,1.71410588235,9.79696666667,3.7788,10.5539333333,4.8214,6.2106,4.25377142857,12.7969333333,6.48939999999
325.84,1.72898039215,9.85773333333,3.9738,10.5578333333,4.77746666667,6.0435,4.20808571429,12.9040666667,6.52226666667
326.21,1.86015686275,10.0632333333,4.2458,10.7198,4.93186666667,6.0011,4.3864952381,13.2318666667,6.65993333333
326.57,2.19363529412,10.3962,4.583,11.1675333333,5.1196,6.35346666667,4.73626666667,13.614,6.84860000001
326.94,2.14288235294,10.3707666667,4.62586666667,11.2126666667,5.1808,6.49806666667,4.77805714286,13.7221333333,6.81946666667
327.31,2.2087254902,10.5721333333,4.669,11.2398333333,5.25006666667,6.66546666667,4.79471428571,13.8038666667,6.81986666666
327.67,2.52742745098,10.9303333333,4.7538,11.3224,5.48773333333,6.9016,5.00748571429,14.1350666667,7.16573333333
328.04,2.26338039216,10.7529333333,4.44293333333,10.9493666667,5.25833333333,6.6915,4.75511428571,13.8715333333,6.94833333333
328.41,2.68302352941,11.0182333333,4.89486666667,11.4201666667,5.46573333333,7.04903333333,4.95887619047,14.2237333333,7.331
328.78,2.90188235294,11.1958666667,5.17033333333,11.6633333333,5.7228,7.13156666667,5.09472380953,14.3783333333,7.61506666667
329.14,2.75094117647,11.1792,5.1014,11.5166333333,5.69033333333,6.95426666667,5.04416190476,14.1588666667,7.54306666666
329.51,2.79142745098,11.395,5.17026666667,11.5988333333,5.7716,7.06166666667,5.18050476191,14.3474,7.74586666666
329.88,2.66012941177,11.1299333333,5.0116,11.6420333333,5.6634,6.88926666667,5.17585714286,14.2078,7.58539999999
330.24,2.87734117647,11.3715666667,5.3282,12.0858333333,5.92626666667,7.23893333333,5.58367619047,14.2958666667,7.95779999999
330.61,2.41440784314,10.9754333333,4.95453333333,11.7050333333,5.57093333333,6.88056666667,5.21438095238,13.8316666667,7.413
330.98,2.58023529412,11.2223,5.06486666667,11.8066333333,5.44893333334,6.84686666667,5.2459904762,13.6892666667,7.42533333333
331.34,2.95249411765,11.5325333333,5.3882,12.2816,5.69366666666,6.89093333333,5.58836190476,13.9482666667,7.76699999999
331.71,2.59082352941,11.3337333333,5.26633333333,12.3628,5.523,6.60813333333,5.34366666667,13.7183333333,7.517
332.08,2.39463921569,11.2182333333,5.2016,12.4094333333,5.40533333333,6.52176666667,5.13331428571,13.5552666667,7.16713333333
332.44,2.27191764706,11.3981,5.13546666666,12.4009666667,5.29673333333,6.46193333333,5.21636190476,13.6736,7.14566666667
332.81,2.45175294118,11.5175,5.30306666667,12.5281666667,5.36206666667,6.6481,5.48797142857,13.8205333333,7.07746666667
333.18,2.56649019608,11.6382333333,5.32753333333,12.6034,5.32953333333,6.56036666667,5.49470476191,13.873,6.82793333333
333.54,2.50487450981,11.7128,5.41493333333,12.6671333333,5.33206666667,6.3999,5.54641904762,13.7137333333,6.71566666667
333.91,2.59038431373,12.0591666667,5.48486666667,12.7875,5.3946,6.58043333333,5.67614285714,13.7385333333,6.79693333333
334.28,2.45898039216,12.0962666667,5.34273333333,12.6094666667,5.1218,6.56753333333,5.41742857143,13.6823333334,6.48273333333
334.64,2.45703137255,12.2395666667,5.44253333333,12.7690666667,5.12073333333,6.4763,5.39976190476,13.6856666667,6.5588
335.01,2.97163529412,12.6608,5.91626666667,13.3553666667,5.6586,6.89133333333,5.95927619047,14.2615333333,6.96606666667
335.38,2.75791764706,12.5114666666,5.76866666667,13.2802,5.48233333333,6.67656666667,5.83745714286,14.1108666667,6.72573333333
335.74,2.88736078432,12.6293,5.71766666667,13.3823333333,5.66893333333,6.6549,6.00888571429,14.1321333333,6.7898
336.11,3.05385490196,12.9593333333,5.8938,13.6340666667,5.834,6.82953333333,6.19057142857,14.3741333334,6.99626666667
336.47,2.77971764706,12.5574333333,5.63413333333,13.4095,5.56566666667,6.52883333333,5.84189523809,13.94,6.6192
336.84,2.96759215686,12.7251,5.9542,13.7385,5.90706666667,6.59633333333,6.03384761905,14.155,7.0146
337.21,3.33645490196,13.2027333333,6.3028,14.2659333333,6.35873333333,6.9757,6.36442857143,14.5691333333,7.48639999999
337.57,3.50908627451,13.3203666667,6.34013333333,14.4864,6.48766666667,7.17126666667,6.46869523809,14.778,7.53379999999
337.94,3.69191764706,13.4784,6.5992,14.6839,6.79626666667,7.32046666667,6.70964761905,15.0788666667,7.6388
338.31,3.76794901961,13.5428,6.70286666667,14.8328,7.00733333333,7.27473333333,6.7828952381,15.0658,7.65793333333
338.67,3.99330196079,13.8105333333,6.97393333333,14.9786333333,7.26,7.46126666667,7.04925714286,15.2984666667,7.80846666666
339.04,3.72011372549,13.6451333333,6.74586666667,14.7999333333,7.04513333333,7.1172,6.78760952381,14.9856,7.57113333334
339.40,3.50437647059,13.4187666667,6.55166666667,14.6102666667,6.8376,6.9097,6.58548571429,14.8188,7.287
339.77,3.5564509804,13.523,6.65606666667,14.6437,6.73586666667,7.00163333333,6.66254285714,14.9645333333,7.23946666667
340.14,3.67688627451,13.6928,6.70906666667,14.7184,6.7886,6.88476666667,6.85110476191,15.1863333333,7.35220000001
340.50,3.84284313725,14.1100666667,6.92246666667,14.8765333333,7.017,7.06513333333,7.16766666667,15.4422666667,7.47919999999
340.87,3.74991372549,14.1896666667,6.8148,14.8049666667,6.911,7.01946666667,7.08169523809,15.4421333333,7.27406666666
341.23,3.50054117647,13.9342333333,6.70286666667,14.4449333333,6.7064,6.82143333333,6.97244761905,15.1748,7.05366666667
341.60,3.60324705883,14.0586333333,6.96399999999,14.4689,6.79653333333,6.82753333333,7.19192380952,15.2593333333,7.10746666667
341.96,3.73432941177,14.1057333333,7.02433333333,14.7324,6.76673333333,6.87193333333,7.27213333333,15.3261333333,7.17553333333
342.33,3.72205882353,14.1121333333,7.06146666667,14.834,6.675,6.83486666667,7.33033333333,15.3442,7.17346666667
342.70,3.62826666667,14.0844666667,6.91513333333,14.8238666667,6.52186666667,6.81796666667,7.2,15.3026666667,7.04193333334
343.06,3.46581568627,13.9443,6.75413333333,14.6388,6.39473333333,6.74183333333,7.02220952381,15.2044,6.89146666667
343.43,3.95431764706,14.4073333333,7.21266666666,15.0136,6.8866,7.27666666667,7.45365714286,15.5144666667,7.3504
343.79,4.25436862745,14.5800333333,7.452,15.2635333333,7.20593333333,7.42163333333,7.60567619047,15.5975333333,7.56580000001
344.16,4.36709411765,14.5841,7.53913333333,15.3931,7.28966666667,7.53546666667,7.68096190476,15.559,7.64026666667
344.52,4.43522745098,14.5808666667,7.5446,15.5025,7.30826666667,7.45656666667,7.65762857143,15.5004,7.7524
344.89,4.29607450981,14.4391,7.42066666667,15.3934666667,7.16046666667,7.30693333333,7.57106666667,15.3130666667,7.56366666667
345.25,4.30266666667,14.4813333333,7.40079999999,15.4792,7.091,7.24953333333,7.53136190476,15.2946666667,7.55640000001
345.62,4.38925490196,14.5330333333,7.33326666667,15.6443,7.1042,7.27776666667,7.52762857143,15.2848,7.55046666667
345.99,4.39968627451,14.6958,7.36526666666,15.6360666666,7.1138,7.24243333333,7.56798095238,15.3409333333,7.53313333333
346.35,4.60549411764,15.0642666667,7.60140000001,15.9111333333,7.3486,7.41073333333,7.8108,15.6366,7.81093333333
346.72,4.82621960784,15.1970333333,7.76979999999,16.0936,7.58013333333,7.50696666667,8.03705714286,15.8046666667,8.08100000001
347.08,5.15178431373,15.4801333333,8.10759999999,16.4261666667,7.86326666667,7.783,8.31951428571,16.0849333333,8.31993333333
347.45,4.96641960784,15.3757,7.86193333333,16.3365666667,7.60806666667,7.48573333333,8.11566666667,15.9978,8.14619999999
347.81,4.85622352941,15.4176666667,7.76613333333,16.3502,7.47446666667,7.52703333333,8.03586666667,16.0308,8.04319999999
348.18,4.94341568627,15.6405,7.85206666667,16.4648,7.5772,7.63793333333,8.10018095238,16.0490666667,8.03773333333
348.54,5.03821568628,15.7801,7.94219999999,16.6116,7.65293333333,7.8042,8.26460952381,16.2262666667,8.07726666667
348.91,5.11007450981,15.9121333333,7.98066666666,16.7805333333,7.77386666667,7.875,8.37383809524,16.3527333333,8.25633333333
349.27,5.31118823529,16.1355333333,8.2066,17.0241666667,7.97073333333,8.01163333333,8.60172380953,16.5772,8.39406666667
349.64,5.19403137254,16.2109,8.19459999999,17.0128,7.9578,7.9893,8.60899047619,16.6185333333,8.44733333333
350.00,5.09947058823,16.1267333333,8.13646666667,17.0261,7.9676,7.9562,8.51339047619,16.4869333333,8.33446666666
350.37,5.04898431373,15.9248333333,8.0166,16.8710333333,7.9634,7.93233333333,8.43165714286,16.3153333333,8.13046666667
350.73,5.04309019608,15.9777,8.06473333333,16.9572666667,8.01893333333,7.96886666667,8.51048571429,16.4118,8.03760000001
351.10,5.05719215686,16.1404666667,7.99686666667,16.9969,8.0338,7.91503333333,8.60395238095,16.5094,8.07239999999
351.46,5.07512549019,16.2357333333,8.07946666667,17.0856333333,8.12606666667,8.0031,8.67389523809,16.5629333333,8.05113333334
351.83,5.11658823529,16.342,8.25100000001,17.1518333334,8.30013333333,8.00210000001,8.85571428571,16.6254,8.13893333334
352.19,5.16811372549,16.4457333333,8.44380000001,17.3053,8.35213333333,8.06923333333,8.95993333333,16.7944666667,8.16600000001
352.55,5.31383137255,16.5594333333,8.61346666667,17.5007,8.58473333333,8.11559999999,9.07975238095,16.9384666667,8.25386666666
352.92,5.42614901961,16.5971666667,8.63446666667,17.5442666667,8.56093333333,8.17320000001,9.04134285714,16.9896,8.20653333333
353.28,5.52478039216,16.6256,8.6048,17.5376666667,8.55759999999,8.23796666666,9.03312380953,16.9837333333,8.25679999999
353.65,5.49680784314,16.5328,8.57846666667,17.5986333333,8.5452,8.18150000001,8.92184761905,16.9050666667,8.15586666666
354.01,5.42850196079,16.5405666667,8.38746666666,17.6010333333,8.48686666667,8.11513333333,8.89391428571,16.8548666667,8.09480000001
354.38,5.20062352942,16.5297666667,8.14246666667,17.5451666667,8.27466666667,7.87016666667,8.63015238095,16.7891333333,8.00099999999
354.74,5.23632549019,16.6551666667,8.12420000001,17.6352666667,8.29333333333,7.9022,8.56101904762,16.7759333333,8.09606666667
355.11,5.00020784314,16.4653,7.93066666667,17.5448333333,8.084,7.79923333333,8.28872380953,16.5296,7.88200000001
355.47,4.87711372549,16.3548333333,7.76653333334,17.4873666667,7.94533333333,7.67893333333,8.13275238095,16.409,7.7138
355.83,4.93333333333,16.4545,7.80966666666,17.6557666667,7.91166666666,7.6829,8.09311428571,16.5396666667,7.75933333333
356.20,5.08572941177,16.5791666667,7.82253333333,17.7950333333,8.05726666667,7.75133333333,8.20937142857,16.6566666667,7.93413333333
356.56,5.13505098039,16.7136,7.80759999999,17.8834,8.05186666667,7.84420000001,8.21296190476,16.7819333333,8.00446666667
356.93,5.17289411764,16.7813333333,7.88233333334,18.0073666667,8.1152,7.86996666667,8.29387619047,16.8086,8.07986666667
357.29,5.08827843137,16.7633666667,7.86193333333,18.0332333333,8.08233333333,7.86466666667,8.21040952381,16.8304,8.03066666667
357.66,5.32494901961,17.0659333333,8.09006666667,18.2450666667,8.2724,8.0039,8.46788571429,17.1,8.20106666667
358.02,5.39663137255,17.1735,8.20393333333,18.3515333333,8.29266666667,8.03986666667,8.46514285714,17.1846,8.27846666667
358.38,5.52798431372,17.2337333333,8.33420000001,18.5025666667,8.3708,8.07716666667,8.58693333333,17.2644666667,8.31993333333
358.75,5.57297254902,17.2939,8.42019999999,18.6616333333,8.43933333333,8.06846666667,8.68401904762,17.3840666667,8.33906666667
359.11,5.68345490196,17.4181,8.55193333333,18.7697,8.602,8.16229999999,8.81638095238,17.5339333333,8.48606666666
359.48,5.93594509804,17.6952666667,8.75733333333,19.0381,8.88513333333,8.40843333333,9.12036190476,17.8536666667,8.82
359.84,5.96238431373,17.6484666667,8.69053333333,19.033,8.95093333333,8.50810000001,9.08845714286,17.8005333333,8.7862
360.20,5.88235686275,17.6213333333,8.62446666667,19.1072,8.96453333333,8.50430000001,9.01396190476,17.8040666667,8.74060000001
360.57,5.77710588235,17.5615,8.51986666667,19.0725333333,8.92313333333,8.35389999999,8.91522857143,17.6635333333,8.64846666667
360.93,5.74851372549,17.6525333333,8.56013333334,19.1132333333,8.94419999999,8.37483333333,8.88579047619,17.7352666667,8.62733333333
361.29,5.6836,17.6453333333,8.45639999999,19.1631666667,8.98586666667,8.3168,8.81374285714,17.7171333333,8.63639999999
361.66,5.57290588235,17.5692,8.28493333333,19.1231666667,8.88633333333,8.23856666666,8.63105714286,17.6312,8.59913333334
362.02,5.4933372549,17.5389333333,8.18293333333,19.0872666667,8.8292,8.14100000001,8.50903809524,17.6239333333,8.52259999999
362.39,5.58669019608,17.6497666667,8.29373333333,19.2365,8.9766,8.3062,8.58724761905,17.685,8.63733333333
362.75,5.49473333333,17.5558,8.16866666667,19.185,8.90193333333,8.26079999999,8.45808571429,17.5512,8.5298
363.11,5.62989803921,17.7132666667,8.29906666667,19.3063333333,8.99566666666,8.37363333333,8.51060952381,17.7008,8.59893333333
363.48,5.50910980392,17.5471,8.17000000001,19.2260666667,8.84686666666,8.16213333333,8.27749523809,17.4826,8.3918
363.84,5.42338039216,17.5349666667,8.07786666668,19.2305,8.7798,8.04743333333,8.2008952381,17.4598666667,8.32646666667
364.20,5.44116862745,17.5041,8.0944,19.2404333333,8.77340000001,8.08703333334,8.16057142857,17.4464,8.28513333334
364.57,5.48017647059,17.5117666667,8.14693333334,19.3059333334,8.79613333333,8.20826666666,8.16981904762,17.4814,8.29166666666
364.93,5.34078823529,17.3871,7.96773333334,19.2577333334,8.6672,8.04633333333,8.03828571429,17.3382666666,8.1454
365.29,5.34592549019,17.3824666667,7.95653333333,19.2589,8.62153333334,8.0538,8.04318095238,17.3315333333,8.05840000001
365.66,5.27647058823,17.2843333333,7.91146666666,19.2072333333,8.5602,7.96373333333,7.99384761905,17.2407333333,7.93673333333
366.02,5.48090588235,17.3847,8.09619999999,19.3980666667,8.71553333334,8.17436666667,8.19003809524,17.3893333333,8.11133333333
366.38,5.43293333333,17.2949333333,7.95426666667,19.3101666667,8.61966666667,8.12553333333,8.08644761905,17.3166,8.03233333333
366.75,5.41261960784,17.3185,7.97400000001,19.3367,8.58206666666,8.10533333333,8.04791428571,17.3245333333,8.02326666666
367.11,5.35310980392,17.1683666667,7.8518,19.3143333333,8.54653333333,8.0296,7.97302857143,17.2218,7.94293333333
367.47,5.38956862745,17.2203666667,7.9082,19.3894333333,8.58706666666,8.0896,7.99465714286,17.2846666667,7.97646666667
367.84,5.33929019608,17.2461666667,7.8532,19.4417666667,8.53713333334,8.08046666667,7.94585714286,17.2068666667,7.96226666667
368.20,5.1586627451,17.2197666667,7.68166666666,19.3699,8.3792,7.8774,7.77644761905,17.1612,7.83293333333
368.56,5.12905098039,17.2318,7.60546666667,19.4253,8.34440000001,7.7852,7.74232380953,17.1798,7.8188
368.93,5.21435686275,17.3152333334,7.65366666666,19.532,8.47899999999,7.8973,7.81396190476,17.2996666667,7.9734
369.29,5.24363137255,17.4114333333,7.77413333334,19.6752,8.54673333334,7.903,7.86934285714,17.4734666667,8.04160000001
369.65,5.24093333333,17.4641666667,7.80006666668,19.7008666667,8.62719999999,8.02426666667,7.88433333333,17.5618666667,8.07306666667
370.01,5.1558627451,17.4315,7.7274,19.7091333333,8.61493333333,8.00416666667,7.82343809524,17.5160666667,8.06886666667
370.38,5.0376627451,17.4003333333,7.64100000001,19.7007,8.5638,7.8931,7.74411428571,17.5167333333,7.98426666667
370.74,5.0964627451,17.4438,7.63720000001,19.7859666667,8.65073333333,7.93463333333,7.77776190476,17.5786,8.08853333333
371.10,5.00296078431,17.4480333333,7.595,19.8668,8.60606666667,7.8496,7.71260952381,17.6285333333,8.02919999999
371.46,5.01922745098,17.4629,7.58833333333,19.9265,8.63893333334,7.91333333333,7.72457142857,17.6526,8.0572
371.83,4.99425098039,17.4213333333,7.61366666667,19.9649333333,8.62713333334,7.85856666667,7.71703809524,17.6606666667,8.01273333334
372.19,5.08028235294,17.4662,7.72366666667,20.0992,8.71686666666,7.95026666667,7.80235238095,17.6646666667,8.14720000001
372.55,5.0031372549,17.3686666666,7.68853333333,20.0895,8.66820000001,7.95673333333,7.73028571429,17.6282,8.1238
372.92,5.08650196079,17.3705333333,7.77013333333,20.2217666667,8.7048,8.01166666667,7.73946666667,17.6673333333,8.1572
373.28,5.12267450981,17.2992333333,7.6934,20.2130333333,8.68720000001,8.0164,7.66788571429,17.5313333333,8.14346666667
373.64,5.23923137255,17.4013333333,7.83219999999,20.4245,8.76486666666,8.03586666667,7.73242857143,17.6291333333,8.25066666666
374.00,5.27713333333,17.3720666667,7.879,20.5682666667,8.77153333333,8.0198,7.69736190476,17.6706,8.28506666667
374.37,5.49617254902,17.4858333333,8.11920000001,20.7843333333,8.97366666667,8.20749999999,7.85782857143,17.8029333333,8.50293333334
374.73,5.45690196079,17.3964,8.08613333333,20.7934666667,8.9814,8.20736666667,7.75856190476,17.8047333333,8.47726666666
375.09,5.46818823529,17.3376333333,8.13633333333,20.7922666667,9.01066666667,8.26093333333,7.72180952381,17.7520666667,8.52246666667
375.45,5.4968627451,17.3574666667,8.19853333333,20.9243,9.07173333333,8.28623333334,7.71978095238,17.8548,8.57939999999
375.81,5.54608235294,17.3655333333,8.22686666667,20.9935,9.16826666667,8.3095,7.68575238095,17.9832,8.66193333333
376.18,5.55409019608,17.2753666667,8.18573333333,20.9873,9.15193333334,8.29356666667,7.60018095238,18.0268666667,8.66806666667
376.54,5.65414901961,17.3307666667,8.26113333333,21.1137666667,9.23833333334,8.31569999999,7.60409523809,18.0952,8.68173333334
376.90,5.70484313725,17.3880666667,8.31326666666,21.1987,9.30713333334,8.36736666667,7.61774285714,18.1974,8.74966666666
377.26,5.77971372549,17.4080666667,8.36966666667,21.3805666667,9.39040000001,8.47213333333,7.70055238095,18.3176,8.86346666666
377.63,5.78877254902,17.2868,8.30113333333,21.3784333333,9.39380000001,8.47486666666,7.64957142857,18.2998,8.87420000001
377.99,5.82447843137,17.2875333333,8.34839999999,21.3728666667,9.44973333333,8.54713333335,7.67753333333,18.2786666667,8.84159999999
378.35,5.58381568627,17.0417333333,8.06413333333,21.2188333333,9.19746666667,8.3239,7.41962857143,18.1110666667,8.603
378.71,5.52850980392,16.9393666666,8.03460000001,21.1866666667,9.09693333334,8.23433333334,7.38404761905,18.0835333333,8.55499999999
379.07,5.56136078431,16.974,8.05633333333,21.2572333333,9.13466666666,8.25319999999,7.41397142857,18.1558666667,8.56706666667
379.44,5.58214117647,16.9739333333,8.08826666666,21.3490666667,9.19660000001,8.33966666666,7.44894285714,18.2506,8.63413333334
379.80,5.56366666667,16.9020666667,8.05719999999,21.3507666667,9.14993333334,8.34419999999,7.42575238095,18.1854,8.62586666667
380.16,5.59067450981,16.8776333333,8.08693333334,21.4839,9.21933333334,8.35243333334,7.47339047619,18.2202666667,8.61006666667
380.52,5.51149411765,16.7481666667,8.04453333334,21.5049666667,9.18993333333,8.30656666668,7.42738095238,18.213,8.59773333333
380.88,5.50420784314,16.7125333333,7.98313333334,21.5550666667,9.19606666667,8.28383333333,7.42791428571,18.1660666667,8.59680000001
381.24,5.47354509804,16.6752,8.00326666667,21.5868,9.26113333333,8.27626666667,7.4092,18.1516666667,8.56766666667
381.61,5.43638039216,16.6200333333,7.97093333333,21.6623333333,9.25286666667,8.25116666667,7.37844761905,18.1488,8.49473333333
381.97,5.32943529412,16.4989333333,7.86466666667,21.6335333333,9.18306666667,8.07866666667,7.24059047619,18.1346,8.44433333333
382.33,5.47546666667,16.6174333333,7.99446666666,21.8051,9.31373333334,8.16483333333,7.32763809524,18.252,8.53973333333
382.69,5.55889803921,16.6780333333,8.00159999999,21.8711666667,9.39333333334,8.19109999999,7.35743809524,18.2767333333,8.5618
383.05,5.47761568627,16.5111666667,7.87826666667,21.8359333333,9.31446666667,8.07826666666,7.23840952381,18.2182666667,8.4628
383.41,5.52539607843,16.4754666667,7.87266666666,21.8491333333,9.29966666666,8.04066666667,7.2298,18.1663333333,8.47353333333
383.77,5.60049411765,16.3987,7.93493333333,21.9210666667,9.33140000001,8.0618,7.24948571428,18.1984666667,8.48726666667
384.14,5.59760784314,16.37,7.89326666666,21.9108666667,9.28233333334,8.04129999999,7.21606666667,18.1897333333,8.4848
384.50,5.66382745098,16.4190666667,7.93039999999,21.946,9.28573333334,8.12923333334,7.26263809524,18.2544666667,8.5472
384.86,5.66705490196,16.389,7.96540000001,22.0409666667,9.32586666667,8.17933333335,7.24549523809,18.3182666667,8.54866666667
385.22,5.70603921569,16.4280666667,7.98373333333,22.1166,9.3274,8.2117,7.28335238096,18.4068,8.61306666667
385.58,5.66198431373,16.3867666667,7.92486666667,22.1186333333,9.29706666667,8.16026666667,7.19887619047,18.3666,8.58026666666
385.94,5.80743137255,16.4857333333,8.00813333333,22.2606,9.40100000001,8.35136666667,7.35263809524,18.4289333333,8.71239999999
386.30,5.86727058823,16.4869666667,8.06373333333,22.3591666667,9.46113333333,8.45330000001,7.42069523809,18.5413333333,8.78073333333
386.66,5.89030588235,16.4921333333,8.11513333333,22.4726333333,9.49453333333,8.52936666667,7.43575238095,18.6295333333,8.80020000001
387.03,6.01587450981,16.5973,8.21566666666,22.5859333333,9.56646666665,8.66756666665,7.55054285714,18.7136,8.91413333333
387.39,6.00202352941,16.5623666667,8.21206666667,22.6483,9.56213333334,8.67883333334,7.51977142857,18.7572,8.90593333334
387.75,6.07247058823,16.6758,8.2812,22.7873666667,9.70726666667,8.78069999999,7.58554285714,18.9252666667,9.02459999999
388.11,6.04389803921,16.5827666667,8.23146666667,22.7447,9.66460000001,8.77529999999,7.49678095238,18.8808666667,8.99139999999
388.47,5.99890588235,16.5461333333,8.13873333333,22.7788666667,9.67506666667,8.71093333333,7.44350476191,18.8187333333,8.96640000001
388.83,5.97254117647,16.4460333333,8.05913333333,22.7246666667,9.60753333333,8.6274,7.3842,18.7519333333,8.89853333334
389.19,5.91965490196,16.3758,8.01973333334,22.7414333333,9.572,8.59066666668,7.28514285714,18.6830666667,8.81493333333
389.55,5.94987843138,16.3828666667,8.05286666667,22.8094,9.58799999999,8.64613333334,7.33989523809,18.7339333333,8.87113333333
389.91,5.86030980392,16.2765333333,7.96833333334,22.8279,9.55893333334,8.57546666667,7.249,18.7897333333,8.7798
390.27,5.82837254902,16.2179666667,7.92046666666,22.8402,9.54766666667,8.52836666667,7.18312380953,18.7298,8.75346666666
390.63,5.85577647059,16.2126333333,7.93319999999,22.8996,9.60626666666,8.51743333335,7.22215238095,18.7216,8.80513333334
391.00,5.85719215686,16.1156333333,7.87700000001,22.9519666667,9.64186666667,8.5081,7.20655238095,18.7077333333,8.84799999999
391.36,5.85867058823,16.0696333334,7.89006666667,23.0056666667,9.663,8.5247,7.20979047619,18.7066,8.85060000001
391.72,5.77380784314,15.9424333333,7.75913333333,22.9955666667,9.55239999999,8.4739,7.15400952381,18.5913333333,8.77213333333
392.08,5.77474901961,15.9104666667,7.75193333333,23.0972666667,9.5682,8.50020000001,7.19751428571,18.6276666667,8.75826666667
392.44,5.87427843137,15.9129666667,7.8212,23.2511666667,9.6652,8.62153333333,7.25766666667,18.7633333333,8.83553333333
392.80,5.85887450981,15.8213333333,7.77953333333,23.2455,9.64906666665,8.60526666668,7.2458,18.7454,8.84793333334
393.16,5.88655294118,15.7528,7.77866666667,23.2804666667,9.66660000001,8.59523333333,7.26122857143,18.7889333333,8.871
393.52,5.98076078432,15.7521,7.82626666667,23.3664,9.75366666667,8.67363333335,7.30413333333,18.8895333333,8.93960000001
393.88,5.99838039216,15.6816666667,7.8034,23.3738666667,9.73586666667,8.63963333333,7.2894,18.8438,8.95699999999
394.24,5.96867450981,15.5768,7.74739999999,23.3406,9.68719999999,8.63333333335,7.25344761905,18.7783333333,8.90873333334
394.60,5.99714901961,15.4768666667,7.695,23.4081,9.65939999999,8.68136666665,7.21095238095,18.8130666667,8.92620000001
394.96,5.93110588235,15.4280333333,7.6786,23.4644,9.61873333335,8.64516666667,7.13989523809,18.817,8.86246666667
395.32,5.87074901961,15.3094333333,7.53566666667,23.4243666667,9.56206666666,8.57960000001,7.0502,18.7545333333,8.796
395.68,5.83289411765,15.1686666667,7.5024,23.3906,9.52833333334,8.49936666668,6.91624761905,18.6742,8.72726666667
396.04,5.84061960784,15.1245666667,7.52473333334,23.4117333333,9.56713333334,8.49766666667,6.87991428571,18.67,8.78899999999
396.40,5.82916470588,15.0043666667,7.5052,23.4027666667,9.56146666667,8.4619,6.83212380953,18.6146666667,8.78659999999
396.76,5.77596862745,14.9243,7.45486666667,23.4580666667,9.53033333332,8.44706666667,6.72352380953,18.5912666667,8.718
397.12,5.67789803921,14.7363333333,7.31846666667,23.4025333333,9.41406666668,8.36046666667,6.59303809524,18.4739333333,8.62986666667
397.48,5.63257254902,14.6060333333,7.25973333333,23.4291333333,9.37146666666,8.34103333332,6.50072380953,18.4117333333,8.61366666666
397.84,5.66330980392,14.6060666667,7.30173333333,23.5268333333,9.44613333333,8.44029999999,6.51077142857,18.494,8.6826
398.20,5.71212549019,14.5361333333,7.32653333333,23.6411,9.52313333334,8.43723333333,6.53835238095,18.5844,8.75086666666
398.56,5.68615686275,14.4471333333,7.30706666667,23.6451666667,9.52473333333,8.40923333335,6.49501904762,18.5500666667,8.73193333334
398.92,5.67125490196,14.3153333333,7.21193333333,23.6336333333,9.48933333334,8.3754,6.43278095238,18.4644,8.70726666666
399.28,5.61755294117,14.1857,7.18146666667,23.6321333333,9.4416,8.32399999999,6.35483809524,18.4448,8.66793333333
