wavelength,Back_DacVigf,Belly_DacVigf,Breast_DacVigf,Crissum_DacVigf,Crown_DacVigf,DorTail_DacVigf,Patch10_DacVigf,Rump_DacVigf,Throat_DacVigf,WingTip_DacVigf
374.73,9.25833333332,17.4782222222,14.3182222222,17.708,10.6093333334,6.59433333333,11.9941111111,14.4052222222,15.0617777778,6.09977777778
375.09,9.16777777777,17.4854444444,14.2618888889,17.6897777778,10.5733333333,6.47344444444,11.8725555556,14.3634444444,15.0017222222,6.06822222222
375.45,9.198,17.477,14.2993333333,17.7366666667,10.5305555555,6.415,11.7706666667,14.35,15.0738888889,5.98366666667
375.81,9.04755555554,17.4263333333,14.2491111111,17.7065555556,10.4136666667,6.32566666667,11.6956666667,14.187,14.9891666667,5.88622222222
376.18,8.94555555556,17.3865555555,14.1444444444,17.6,10.2498888889,6.26988888889,11.4471111111,14.0632222222,14.817,5.71777777778
376.54,8.81977777777,17.3464444445,14.063,17.5334444444,10.1562222222,6.169,11.3091111111,13.9324444445,14.7416111111,5.63577777778
376.90,8.86022222223,17.4118888889,14.0623333333,17.5727777778,10.1491111111,6.08711111111,11.2903333333,13.8984444444,14.7959444444,5.66355555556
377.26,8.98422222223,17.5415555556,14.2486666667,17.7043333333,10.3315555556,6.25466666667,11.4604444444,14.0334444444,14.9794444445,5.77822222222
377.63,9.00011111112,17.5813333333,14.3176666667,17.829,10.3913333333,6.32733333333,11.5146666667,14.0603333333,15.0426666667,5.80833333333
377.99,9.00188888889,17.5663333333,14.3303333333,17.8091111111,10.2963333333,6.28655555556,11.4432222222,14.0434444445,14.9937777778,5.813
378.35,8.94422222223,17.5521111111,14.1922222222,17.7006666667,10.1731111111,6.143,11.3501111111,13.9105555555,14.9027777778,5.66511111111
378.71,8.92700000001,17.5895555555,14.1324444445,17.7294444444,10.1585555556,6.12088888889,11.2985555556,13.9037777778,14.9479444445,5.674
379.07,9.02066666668,17.7093333333,14.2102222222,17.783,10.2244444445,6.23266666667,11.3723333333,13.9275555555,15.0363333333,5.72277777778
379.44,9.05733333334,17.8535555556,14.2753333333,17.8943333333,10.335,6.33033333333,11.4843333333,13.9235555556,15.0778333333,5.82266666667
379.80,9.20477777779,17.9592222222,14.3735555556,17.948,10.3956666667,6.45733333333,11.511,14.012,15.1951666667,5.86155555556
380.16,9.23088888889,17.964,14.4168888889,18.0137777778,10.452,6.46577777778,11.529,14.0234444444,15.2734444444,5.89366666667
380.52,9.348,18.0993333333,14.5368888889,18.1297777778,10.489,6.47055555555,11.5802222222,14.089,15.3318333333,5.965
380.88,9.3638888889,18.0992222222,14.5261111111,18.1104444444,10.5031111111,6.52688888889,11.5162222222,14.0401111111,15.2930555556,5.88322222222
381.24,9.28677777779,18.0603333333,14.4557777778,18.0903333333,10.3834444444,6.38411111111,11.4215555556,13.899,15.1966666667,5.731
381.61,9.27322222223,18.0904444444,14.4493333333,18.053,10.3834444444,6.36777777778,11.416,13.8635555556,15.1934444445,5.74622222222
381.97,9.40222222222,18.1992222222,14.5526666667,18.1705555555,10.4832222222,6.49433333333,11.4454444445,13.8757777778,15.3308333333,5.80766666667
382.33,9.54877777779,18.3644444444,14.8131111111,18.3853333334,10.6732222222,6.69822222222,11.572,14.0473333333,15.4986666667,5.98511111111
382.69,9.64122222223,18.547,14.9944444444,18.5091111111,10.7674444444,6.78666666667,11.6768888889,14.151,15.5938888889,6.07444444444
383.05,9.62977777779,18.5826666667,14.9764444444,18.5291111111,10.751,6.65988888889,11.6173333333,14.1324444444,15.6672777778,6.05466666667
383.41,9.59622222222,18.5452222222,14.91,18.5398888889,10.7445555556,6.657,11.5891111111,14.1936666667,15.7065555555,6.02722222222
383.77,9.5061111111,18.5636666667,14.8708888889,18.5693333333,10.6828888889,6.56755555555,11.5104444444,14.1461111111,15.6791111111,6.06822222222
384.14,9.56433333332,18.7034444444,14.953,18.6818888889,10.7298888889,6.64922222222,11.5675555556,14.2127777778,15.7868333333,6.15655555556
384.50,9.541,18.7493333333,14.9494444444,18.7431111111,10.7455555555,6.68111111111,11.5852222222,14.1874444445,15.8473333333,6.15544444444
384.86,9.54188888889,18.7776666667,15.0067777778,18.7821111111,10.7398888889,6.64811111111,11.6592222222,14.2573333333,15.8872777778,6.18788888889
385.22,9.49522222223,18.8505555555,14.9668888889,18.8242222222,10.7193333333,6.64311111111,11.6193333333,14.2704444444,15.8963888889,6.21933333333
385.58,9.42833333332,18.8143333333,14.8422222222,18.8103333333,10.6351111111,6.58455555556,11.506,14.1863333333,15.8302222222,6.11677777778
385.94,9.40799999999,18.8307777778,14.8183333333,18.8234444444,10.6366666667,6.56011111111,11.4864444444,14.1996666667,15.8431666667,6.10955555555
386.30,9.41277777777,18.8645555555,14.7328888889,18.8272222222,10.6314444444,6.54455555556,11.5097777778,14.1801111111,15.8993333333,6.10722222222
386.66,9.333,18.7665555556,14.66,18.7558888889,10.5563333334,6.52933333333,11.4307777778,14.105,15.8423888889,5.98566666667
387.03,9.34833333334,18.8285555555,14.7022222222,18.8385555556,10.6133333333,6.62655555556,11.5065555556,14.1193333333,15.8645555556,6.02022222222
387.39,9.36055555557,18.8635555555,14.7797777778,18.8488888889,10.5986666667,6.60722222222,11.4951111111,14.0414444444,15.8852222222,6.05055555556
387.75,9.36711111111,18.8851111111,14.7863333333,18.8714444444,10.6525555556,6.63433333333,11.5622222222,14.0214444444,15.9292222222,5.99588888889
388.11,9.3231111111,18.9478888889,14.7462222222,18.8578888889,10.6126666667,6.604,11.527,13.9488888889,15.9473333333,5.95855555556
388.47,9.30855555554,18.9633333333,14.7573333333,18.8346666667,10.5937777778,6.58066666667,11.4982222222,13.8724444444,15.9383888889,5.93311111111
388.83,9.253,18.9946666667,14.7035555556,18.866,10.5766666667,6.61044444444,11.4163333333,13.8516666667,15.9485,5.92566666667
389.19,9.26655555556,18.9656666667,14.6818888889,18.8955555555,10.6045555556,6.62111111111,11.3793333333,13.8693333334,15.9822777778,5.96122222222
389.55,9.22688888888,18.987,14.7152222222,18.8692222222,10.5857777778,6.61988888889,11.3513333333,13.8548888889,16.0028333333,5.91788888889
389.91,9.09888888889,18.9207777778,14.6683333333,18.7865555556,10.4702222222,6.50033333333,11.2962222222,13.715,15.9117222222,5.76122222222
390.27,8.9821111111,18.853,14.6456666667,18.7491111111,10.3624444444,6.41688888889,11.172,13.6302222222,15.8502222222,5.69655555556
390.63,9.03688888888,18.9168888889,14.6977777778,18.7741111111,10.3827777778,6.42733333333,11.2026666667,13.6246666667,15.9233333333,5.79588888889
391.00,8.97666666666,18.8466666667,14.6452222222,18.7683333333,10.3384444445,6.405,11.1526666667,13.5601111111,15.9132222222,5.73788888889
391.36,8.9681111111,18.9177777778,14.6976666667,18.8062222222,10.3328888889,6.44133333333,11.0785555556,13.5495555556,15.9190555556,5.73233333333
391.72,8.88966666665,18.8981111111,14.5976666667,18.7583333333,10.251,6.36522222222,10.9707777778,13.5052222222,15.8567777778,5.67311111111
392.08,8.90177777779,18.9513333333,14.6592222222,18.8073333333,10.2805555555,6.42833333333,11.0005555555,13.5695555556,15.895,5.70788888889
392.44,8.88577777778,18.9488888889,14.68,18.8158888889,10.2768888889,6.47077777778,11.0028888889,13.5763333333,15.9128333333,5.73722222222
392.80,8.88555555556,18.9096666667,14.6864444445,18.7692222222,10.239,6.43455555556,10.9968888889,13.5063333333,15.8910555556,5.76488888889
393.16,8.83033333333,18.8928888889,14.7018888889,18.7231111111,10.1806666667,6.41922222222,10.9613333333,13.4126666667,15.856,5.74722222222
393.52,8.82911111111,18.9054444445,14.7267777778,18.7625555555,10.191,6.45133333333,10.9495555556,13.4193333334,15.8597777778,5.859
393.88,8.84677777779,18.9623333333,14.7317777778,18.8473333333,10.2164444444,6.48355555556,10.915,13.4251111111,15.9022222222,5.99988888889
394.24,8.85444444443,18.9687777778,14.732,18.8491111111,10.2335555555,6.48722222222,10.8874444445,13.4011111111,15.9124444444,6.00855555555
394.60,8.7941111111,18.9531111111,14.6682222222,18.8875555556,10.2145555555,6.51611111111,10.8044444445,13.3495555556,15.9121666667,6.01111111111
394.96,8.75977777779,19.031,14.6901111111,18.8682222222,10.1974444444,6.51244444444,10.738,13.353,15.9315555556,6.07011111111
395.32,8.68744444445,18.9522222222,14.5745555555,18.7885555556,10.1012222222,6.43,10.6667777778,13.2522222222,15.8582222222,6.02166666667
395.68,8.64833333332,18.9102222222,14.5902222222,18.7614444444,10.081,6.46055555556,10.6048888889,13.1856666667,15.8661666667,6.07144444445
396.04,8.51866666667,18.7291111111,14.4251111111,18.6454444444,9.94522222223,6.31911111111,10.4205555555,12.9988888889,15.7567777778,5.99622222222
396.40,8.44833333332,18.7053333333,14.3723333333,18.5877777778,9.88488888889,6.26433333333,10.3043333333,12.9614444445,15.705,5.96155555556
396.76,8.35677777779,18.6946666667,14.3313333333,18.5401111111,9.84288888888,6.22688888889,10.2018888889,12.8482222222,15.6527222222,5.86177777778
397.12,8.38100000001,18.7702222222,14.3667777778,18.585,9.84766666668,6.28477777778,10.1585555556,12.8708888889,15.7342777778,5.919
397.48,8.50022222222,18.8577777778,14.455,18.6811111111,9.98455555557,6.39233333333,10.2694444445,12.9433333333,15.8638333333,6.01688888889
397.84,8.51266666665,18.8735555555,14.5294444444,18.6955555556,10.0397777778,6.48111111111,10.2964444444,13.0028888889,15.9192777778,6.03422222222
398.20,8.50244444443,18.9624444444,14.5291111111,18.742,10.008,6.51588888889,10.2555555556,12.9512222222,15.9166111111,6.06677777778
398.56,8.46866666666,18.9467777778,14.4811111111,18.6624444444,9.94155555555,6.45277777778,10.2084444444,12.8723333333,15.8818333333,6.03844444444
398.92,8.47499999999,18.8785555556,14.4228888889,18.6301111111,9.88566666667,6.43411111111,10.2187777778,12.8073333333,15.8175,6.00955555556
399.28,8.49199999999,18.9166666667,14.4151111111,18.6464444444,9.92366666666,6.52588888889,10.2667777778,12.8294444445,15.9065555555,6.07344444444
399.64,8.50544444443,18.9508888889,14.4463333333,18.6776666667,9.93277777779,6.52433333333,10.3236666667,12.8396666667,15.9360555556,6.06677777778
400.00,8.51455555554,18.9505555556,14.451,18.6604444444,9.92166666665,6.54688888889,10.3302222222,12.8171111111,15.9219444445,6.095
400.36,8.492,18.9363333333,14.4147777778,18.6573333333,9.88133333333,6.53177777778,10.3235555556,12.7293333333,15.9316666667,6.094
400.72,8.52788888888,19.0044444445,14.4636666667,18.6864444445,9.92066666667,6.57166666667,10.3712222222,12.7554444444,16.0256666667,6.18844444445
401.08,8.49000000001,18.9401111111,14.4113333333,18.6352222222,9.91044444443,6.53866666667,10.3962222222,12.6871111111,15.9686666667,6.20688888889
401.44,8.35088888889,18.8662222222,14.2446666667,18.485,9.71522222221,6.39211111111,10.2401111111,12.5025555555,15.8656666667,6.07244444444
401.80,8.34977777778,18.9365555556,14.2767777778,18.4843333333,9.67088888888,6.40855555556,10.1616666667,12.4315555556,15.8653888889,6.087
402.16,8.32111111111,18.8835555556,14.3007777778,18.4444444444,9.64155555557,6.42366666667,10.1676666667,12.4161111111,15.8468888889,6.08433333333
402.52,8.29755555556,18.917,14.3661111111,18.5007777778,9.65377777779,6.46044444444,10.1866666667,12.4064444444,15.9038333333,6.09044444444
402.88,8.29733333333,18.9556666667,14.4415555556,18.5561111111,9.66855555555,6.50111111111,10.1377777778,12.3944444445,15.936,6.099
403.24,8.22488888889,18.8461111111,14.367,18.4684444444,9.62077777778,6.41788888889,10.0618888889,12.3116666667,15.842,6.01588888889
403.60,8.19988888889,18.8412222222,14.3212222222,18.4661111111,9.56666666666,6.43922222222,9.99322222221,12.2316666667,15.8299444444,6.02277777778
403.95,8.28188888889,18.9736666667,14.4421111111,18.6053333333,9.66444444443,6.542,10.0711111111,12.2951111111,15.9785555555,6.11366666667
404.31,8.32255555556,19.035,14.5138888889,18.6464444444,9.71144444446,6.61144444444,10.0584444444,12.3171111111,16.0242222222,6.18966666667
404.67,8.28844444444,19.0424444444,14.4841111111,18.6563333333,9.69166666667,6.61055555555,10.0034444445,12.2777777778,16.0025,6.155
405.03,8.23822222222,19.0357777778,14.4632222222,18.6798888889,9.64833333332,6.59244444444,9.94933333334,12.2366666667,15.9877777778,6.12377777778
405.39,8.24822222222,19.0707777778,14.4853333333,18.7241111111,9.68877777779,6.63233333333,9.9521111111,12.2158888889,16.0029444444,6.15033333333
405.75,8.18944444444,19.0111111111,14.3652222222,18.7016666667,9.63944444446,6.57122222222,9.92877777778,12.1505555556,15.9829444444,6.08311111111
406.11,8.16955555556,19.0223333333,14.3315555555,18.675,9.62133333333,6.57733333333,9.8478888889,12.0784444444,16.0138333333,6.07833333333
406.47,8.16322222222,19.002,14.309,18.672,9.60355555556,6.59244444445,9.81588888888,12.0593333333,16.0203888889,6.09188888889
406.83,8.04133333333,18.916,14.1785555555,18.5687777778,9.53733333332,6.49722222222,9.74244444446,11.9502222222,15.9814444444,6.01833333333
407.19,8.07188888889,19.0578888889,14.2468888889,18.6567777778,9.52955555556,6.51766666667,9.77577777779,12.0047777778,16.0494444444,6.08066666667
407.55,8.09033333333,19.0836666667,14.2716666667,18.6843333333,9.57211111112,6.54744444444,9.79144444443,12.0177777778,16.0846111111,6.094
407.90,8.00766666667,19.0352222222,14.2141111111,18.6095555555,9.52477777778,6.49788888889,9.73055555554,11.9554444444,16.0006666667,6.04622222222
408.26,7.96344444444,19.0106666667,14.1596666667,18.6025555555,9.48388888888,6.45777777778,9.69055555554,11.9122222222,15.9704444445,6.00822222222
408.62,7.93855555556,18.9668888889,14.1354444444,18.5917777778,9.42866666667,6.45888888889,9.66833333334,11.8911111111,15.9833888889,6.03833333333
408.98,7.93633333334,18.9866666667,14.1381111111,18.5595555556,9.39555555556,6.46777777778,9.62977777779,11.8644444445,16.0185,5.99444444445
409.34,7.93711111111,19.012,14.1738888889,18.594,9.41277777779,6.47511111111,9.66666666667,11.9204444445,16.0612777778,6.03444444445
409.70,7.84022222222,18.9718888889,14.1134444444,18.5358888889,9.33166666667,6.44266666667,9.58433333334,11.8457777778,15.9921666667,5.98611111111
410.06,7.86666666667,18.9904444444,14.129,18.6051111111,9.36588888889,6.44822222222,9.63400000001,11.8866666666,16.042,6.02855555556
410.42,7.82011111111,19.0096666667,14.1083333333,18.5935555555,9.35522222222,6.39055555556,9.6098888889,11.8652222222,16.0141666667,6.03177777778
410.77,7.91544444444,19.0868888889,14.2216666667,18.6772222222,9.41199999999,6.46755555555,9.67255555556,11.928,16.0863333333,6.11955555556
411.13,7.92822222222,19.1013333333,14.2243333333,18.7175555556,9.4591111111,6.52588888889,9.67711111111,11.904,16.1098333333,6.14466666667
411.49,7.91333333333,19.0792222222,14.191,18.6994444444,9.44100000001,6.47644444444,9.67466666666,11.8897777778,16.1088333333,6.14011111111
411.85,7.93188888889,19.0613333333,14.219,18.7147777778,9.43233333332,6.51188888889,9.67611111112,11.8841111111,16.123,6.189
412.21,7.94677777778,19.0942222222,14.2218888889,18.7533333333,9.41388888889,6.52477777778,9.70099999999,11.9057777778,16.1792777778,6.19944444444
412.57,7.95933333333,19.1953333333,14.2487777778,18.8092222222,9.43855555556,6.56577777778,9.73655555554,11.9098888889,16.2106111111,6.20533333333
412.92,7.96422222222,19.2303333333,14.2582222222,18.8475555555,9.45644444444,6.58944444444,9.76244444444,11.9,16.237,6.24288888889
413.28,7.96555555556,19.2464444445,14.2655555556,18.8502222222,9.41166666667,6.60611111111,9.71811111112,11.8588888889,16.2454444444,6.24555555556
413.64,8.037,19.2666666667,14.3304444445,18.8856666667,9.45399999999,6.61044444445,9.77888888888,11.8777777778,16.3098333333,6.32688888889
414.00,7.99055555556,19.2605555556,14.301,18.8325555556,9.41199999999,6.60266666667,9.7411111111,11.8348888889,16.2648333333,6.267
414.36,8.02933333333,19.3046666667,14.3464444445,18.865,9.42711111111,6.67011111111,9.75188888888,11.8393333333,16.2923888889,6.27366666667
414.72,7.98255555556,19.2717777778,14.2674444445,18.8367777778,9.3331111111,6.63533333333,9.69155555554,11.8104444445,16.2946666667,6.26944444444
415.07,7.91877777778,19.1892222222,14.2001111111,18.7645555556,9.22,6.56988888889,9.57533333334,11.7418888889,16.2467777778,6.231
415.43,7.83022222222,19.1623333333,14.1422222222,18.6836666667,9.11644444445,6.54466666667,9.46400000001,11.6488888889,16.2027777778,6.18944444444
415.79,7.784,19.1774444444,14.1078888889,18.6585555556,9.06022222223,6.49077777778,9.38088888888,11.6055555556,16.1955,6.16266666667
416.15,7.75455555556,19.1536666667,14.0833333333,18.61,9.02666666668,6.50433333333,9.33966666667,11.5466666667,16.1721111111,6.15588888889
416.51,7.71977777778,19.0874444444,14.0445555556,18.5491111111,8.97144444445,6.47444444444,9.28422222222,11.5066666667,16.1287222222,6.142
416.86,7.649,19.0036666667,13.9535555556,18.4868888889,8.88922222221,6.43266666667,9.19655555557,11.4244444445,16.036,6.11
417.22,7.59011111111,18.9391111111,13.9083333333,18.4403333333,8.83877777777,6.39522222222,9.14022222222,11.3637777778,16.0006111111,6.08433333333
417.58,7.53277777778,18.8827777778,13.8446666667,18.3784444444,8.76944444444,6.39311111111,9.07477777778,11.2907777778,15.9267222222,6.065
417.94,7.46611111111,18.7988888889,13.7938888889,18.3342222222,8.69177777779,6.32733333333,8.99788888889,11.2191111111,15.8771111111,6.04111111111
418.29,7.38388888889,18.6783333333,13.7105555555,18.231,8.59822222222,6.26977777778,8.88611111111,11.1245555556,15.7854444444,6.008
418.65,7.36033333334,18.662,13.677,18.201,8.58644444444,6.28577777778,8.86933333333,11.0782222222,15.7458888889,6.00044444444
419.01,7.32955555556,18.6316666667,13.6366666667,18.1728888889,8.56588888889,6.28355555556,8.83355555556,11.0126666667,15.7045,6.03255555555
419.37,7.32633333333,18.5826666667,13.63,18.1812222222,8.56466666667,6.28688888889,8.81488888889,10.9888888889,15.6763888889,6.05922222222
419.73,7.29966666667,18.5128888889,13.5745555555,18.138,8.52711111111,6.29211111111,8.794,10.9511111111,15.6227222222,6.06211111111
420.08,7.279,18.4813333333,13.5307777778,18.1027777778,8.51211111111,6.27833333333,8.76622222222,10.9135555556,15.5867222222,6.07711111111
420.44,7.23677777778,18.413,13.4748888889,18.0602222222,8.46922222222,6.247,8.70488888889,10.8517777778,15.5390555555,6.07422222222
420.80,7.19366666667,18.3746666667,13.4463333333,18.0112222222,8.43288888889,6.23066666667,8.66311111111,10.8186666667,15.5157222222,6.08111111111
421.16,7.19033333334,18.3452222222,13.4256666667,17.9862222222,8.40866666667,6.23588888889,8.64144444444,10.7906666667,15.5051666667,6.11355555556
421.51,7.19311111111,18.3303333333,13.4233333333,17.9805555556,8.40477777778,6.25411111111,8.63122222222,10.7997777778,15.5261666667,6.137
421.87,7.17,18.3306666667,13.393,17.9565555556,8.38811111111,6.26255555556,8.633,10.753,15.5117222222,6.15222222222
422.23,7.16544444445,18.3223333333,13.3952222222,17.967,8.38188888889,6.26244444444,8.64833333333,10.7498888889,15.5281666667,6.17133333333
422.58,7.15411111111,18.2922222222,13.3901111111,17.9453333333,8.35322222222,6.27333333333,8.622,10.7082222222,15.5127777778,6.19255555556
422.94,7.11411111111,18.2393333333,13.3651111111,17.9051111111,8.30155555556,6.24688888889,8.58633333333,10.6774444445,15.4966666667,6.14488888889
423.30,7.08611111111,18.2456666667,13.316,17.8607777778,8.24744444445,6.23688888889,8.526,10.6467777778,15.4741666667,6.13022222222
423.66,7.03955555556,18.2158888889,13.281,17.828,8.205,6.22544444444,8.48655555556,10.587,15.4672777778,6.10744444444
424.01,7.02633333333,18.1912222222,13.2676666667,17.8222222222,8.16422222222,6.23544444444,8.45622222222,10.5553333333,15.4596666667,6.10022222222
424.37,7.016,18.2108888889,13.25,17.809,8.13944444444,6.244,8.44177777778,10.5375555556,15.4688333333,6.11455555555
424.73,7.04211111111,18.2438888889,13.2793333333,17.8412222222,8.15088888889,6.27355555556,8.44266666667,10.5394444445,15.4976666667,6.13277777778
425.08,7.01222222222,18.2318888889,13.2491111111,17.8147777778,8.11177777778,6.273,8.38766666667,10.5061111111,15.4696666667,6.11188888889
425.44,6.98711111111,18.2156666667,13.2201111111,17.8174444444,8.08266666667,6.25133333333,8.35133333333,10.4556666667,15.4572777778,6.08888888889
425.80,6.98722222222,18.2118888889,13.2281111111,17.8193333333,8.07533333333,6.26855555555,8.32366666667,10.4656666667,15.4766666667,6.105
426.16,6.96077777778,18.1931111111,13.1866666667,17.7833333333,8.03866666667,6.25766666667,8.26888888889,10.4151111111,15.4515,6.08177777778
426.51,6.93822222222,18.1856666667,13.1778888889,17.7808888889,8.02677777778,6.25044444444,8.248,10.4214444445,15.4569444444,6.09088888889
426.87,6.95455555556,18.1966666667,13.1823333333,17.8048888889,8.04344444444,6.27922222222,8.27711111111,10.4242222222,15.4787777778,6.12955555556
427.23,6.94722222222,18.1961111111,13.2177777778,17.8325555556,8.05877777778,6.28166666667,8.29266666667,10.4187777778,15.5046666667,6.148
427.58,6.96533333333,18.2333333333,13.2154444444,17.8558888889,8.07233333334,6.25766666667,8.276,10.4194444445,15.53,6.15688888889
427.94,6.90288888889,18.2198888889,13.1757777778,17.8211111111,8.04477777778,6.21722222222,8.241,10.3876666666,15.5101111111,6.13811111111
428.30,6.91211111111,18.2687777778,13.2301111111,17.8716666667,8.06933333334,6.26144444444,8.26822222222,10.4036666667,15.559,6.15522222222
428.65,6.90377777778,18.2626666667,13.2134444444,17.8516666667,8.07411111111,6.26811111111,8.26633333333,10.3932222222,15.5597777778,6.16077777778
429.01,6.88533333333,18.279,13.2388888889,17.8802222222,8.07377777778,6.24911111111,8.28155555556,10.3766666667,15.5915555556,6.15466666667
429.37,6.82388888889,18.2752222222,13.2122222222,17.8263333333,8.02922222222,6.22055555556,8.24266666667,10.3442222222,15.5385555556,6.12755555555
429.72,6.82011111111,18.285,13.1974444444,17.8373333334,8.00633333333,6.21111111111,8.19933333333,10.313,15.5416666667,6.10288888889
430.08,6.82633333333,18.3583333333,13.1957777778,17.8741111111,8.02266666667,6.228,8.24677777778,10.3325555555,15.5813888889,6.12577777778
430.44,6.804,18.3767777778,13.1835555556,17.8824444445,7.98733333333,6.19255555555,8.19311111111,10.2872222222,15.5761666667,6.09566666667
430.79,6.814,18.4667777778,13.2453333333,17.9177777778,8.01155555556,6.23333333333,8.17944444444,10.305,15.6391666667,6.12555555556
431.15,6.82388888889,18.4622222222,13.2421111111,17.9237777778,7.98577777778,6.23566666667,8.18366666667,10.2845555556,15.639,6.09211111111
431.50,6.82844444445,18.5177777778,13.3006666667,17.9567777778,7.99222222222,6.25788888889,8.21666666667,10.3034444445,15.6553888889,6.09388888889
431.86,6.84888888889,18.5395555556,13.3514444444,17.9985555556,8.00155555556,6.27322222222,8.23077777778,10.3155555556,15.6960555556,6.12844444444
432.22,6.81311111111,18.5238888889,13.3281111111,17.9885555556,7.97444444444,6.201,8.21877777778,10.2841111111,15.6699444444,6.08922222222
432.57,6.807,18.5346666667,13.348,18.0161111111,7.96122222222,6.20155555555,8.23022222222,10.2651111111,15.6663333333,6.06555555556
432.93,6.79966666667,18.5582222222,13.3463333333,18.0355555555,7.96755555556,6.196,8.22611111111,10.2655555555,15.6731666667,6.058
433.29,6.84977777778,18.6021111111,13.4221111111,18.1094444444,8.00466666667,6.25033333333,8.27844444445,10.3095555556,15.7476666667,6.11588888889
433.64,6.86988888889,18.6493333333,13.4493333333,18.1565555556,8.019,6.26777777778,8.30722222222,10.3523333333,15.764,6.15388888889
434.00,6.874,18.6607777778,13.4785555556,18.1897777778,8.03288888889,6.27322222222,8.30866666667,10.3438888889,15.7872222222,6.16211111111
434.35,6.89266666666,18.7023333333,13.5198888889,18.2201111111,8.057,6.28011111111,8.33477777778,10.3664444445,15.824,6.16011111111
434.71,6.89844444445,18.7111111111,13.5286666667,18.2472222222,8.04911111111,6.26211111111,8.33055555556,10.3587777778,15.8221666667,6.15211111111
435.07,6.90766666667,18.7777777778,13.5766666667,18.2844444444,8.07711111111,6.28166666667,8.343,10.3711111111,15.8555555555,6.19777777778
435.42,6.91144444444,18.7932222222,13.5938888889,18.3154444445,8.07388888889,6.28422222222,8.33155555556,10.3706666667,15.8756111111,6.21611111111
435.78,6.91611111111,18.8337777778,13.5805555556,18.3347777778,8.08,6.25055555556,8.32488888889,10.369,15.9077222222,6.192
436.13,6.93266666667,18.8681111111,13.5966666667,18.3524444444,8.09922222222,6.29011111111,8.31244444444,10.3781111111,15.9252222222,6.18977777778
436.49,6.959,18.9335555556,13.6156666667,18.3812222222,8.10977777778,6.29333333333,8.30622222222,10.4162222222,15.9853888889,6.22633333333
436.84,6.99266666667,18.9993333333,13.6758888889,18.4236666667,8.13811111111,6.323,8.31944444445,10.4508888889,16.0273888889,6.26888888889
437.20,6.96944444444,19.0292222222,13.6382222222,18.4091111111,8.13722222222,6.28233333333,8.28766666667,10.434,16.0202222222,6.24855555556
437.56,6.94844444445,19.04,13.6574444444,18.4056666667,8.11777777778,6.26177777778,8.27722222222,10.4062222222,16.0205,6.21644444445
437.91,6.97866666667,19.0921111111,13.7018888889,18.4271111111,8.12144444445,6.26688888889,8.26888888889,10.4266666667,16.0284444444,6.23477777778
438.27,6.99822222222,19.1323333333,13.7336666667,18.4536666667,8.14944444444,6.29744444444,8.30655555556,10.4545555555,16.0496111111,6.26911111111
438.62,6.96133333333,19.1286666667,13.7048888889,18.452,8.106,6.26888888889,8.27866666667,10.4181111111,16.0224444445,6.248
438.98,6.93566666667,19.1227777778,13.6715555555,18.4304444445,8.07466666666,6.26288888889,8.24766666667,10.3953333333,16.0138333333,6.23144444444
439.33,6.933,19.1274444444,13.6723333333,18.4186666667,8.083,6.27533333333,8.24911111111,10.3838888889,16.0168888889,6.21888888889
439.69,6.90633333333,19.0984444444,13.7037777778,18.4132222222,8.06822222222,6.28522222222,8.22844444444,10.3803333333,15.9858888889,6.21533333333
440.04,6.91477777778,19.109,13.7132222222,18.444,8.06788888889,6.29355555556,8.23522222222,10.3843333333,16.0043888889,6.24555555556
440.40,6.88233333333,19.1177777778,13.7072222222,18.452,8.05433333333,6.28466666667,8.22366666667,10.3604444444,15.9977777778,6.236
440.75,6.851,19.088,13.6854444445,18.4113333333,8.02177777778,6.26411111111,8.20366666667,10.3224444445,15.9651111111,6.19866666667
441.11,6.86533333333,19.1166666667,13.7263333333,18.4356666667,8.01377777778,6.28233333333,8.22922222222,10.3322222222,15.9833333333,6.21888888889
441.47,6.87433333333,19.141,13.727,18.452,8.02133333333,6.318,8.24633333333,10.3337777778,16.0006111111,6.249
441.82,6.82844444444,19.0852222222,13.6901111111,18.451,7.983,6.29244444444,8.21511111111,10.2968888889,15.9699444444,6.21411111111
442.18,6.79555555555,19.054,13.6556666667,18.4166666667,7.942,6.28322222222,8.18233333333,10.2566666667,15.9326666667,6.195
442.53,6.82488888889,19.0882222222,13.6834444444,18.4353333333,7.96744444444,6.32666666667,8.20933333333,10.2828888889,15.9641111111,6.22922222222
442.89,6.82122222222,19.105,13.6987777778,18.4574444445,7.99,6.32611111111,8.24411111111,10.3026666667,15.9818333333,6.25233333333
443.24,6.81655555556,19.1036666667,13.6964444444,18.4834444445,7.981,6.33766666667,8.24922222222,10.3224444444,15.9983888889,6.28522222222
443.60,6.83622222222,19.1358888889,13.6955555556,18.5087777778,7.98544444444,6.35533333333,8.26844444444,10.3218888889,16.0248333333,6.32844444444
443.95,6.80166666667,19.0987777778,13.6693333333,18.4883333333,7.94288888889,6.32577777778,8.229,10.3124444444,16.0039444445,6.30111111111
444.31,6.79088888889,19.0605555556,13.6616666667,18.4541111111,7.91433333334,6.30955555555,8.21611111111,10.2976666667,15.9873333333,6.294
444.66,6.78666666667,19.0314444444,13.6361111111,18.444,7.88111111111,6.301,8.20266666667,10.2793333333,15.9761111111,6.31166666667
