wavelength,Back_HemSupm,Belly_HemSupm,Breast_HemSupm,Crissum_HemSupm,Crown_HemSupm,DorTail_HemSupm,Patch10_HemSupm,Patch11_HemSupm,Rump_HemSupm,Throat_HemSupm,WingTip_HemSupm
315.91,4.26055555556,12.7745555556,10.8404444445,9.37977777777,4.31044444444,6.658,6.04522222222,3.55511111111,4.95888888889,11.9518888889,7.76233333333
316.28,4.43944444445,13.0024444444,10.9135555556,9.52477777779,4.346,6.65388888889,6.06166666667,3.71455555556,5.05666666667,12.1341111111,7.917
316.64,4.798,13.1818888889,11.1975555555,9.87011111111,4.52388888889,6.96611111111,6.33833333333,3.98633333333,5.27055555556,12.3808888889,8.12777777778
317.01,4.91244444445,13.3203333333,11.3,9.86111111111,4.58166666667,6.82355555556,6.46022222222,4.00766666667,5.31922222222,12.5498888889,8.03355555556
317.38,4.86933333333,13.4217777778,11.3046666666,10.0051111111,4.44966666667,6.48288888889,6.439,3.90577777778,5.23422222222,12.6223333333,7.928
317.75,5.12544444444,13.6338888889,11.5104444444,10.1455555556,4.46466666667,6.42122222222,6.72255555556,4.10177777778,5.39766666667,12.9332222222,7.96411111111
318.12,5.37,13.9853333334,11.9822222222,10.4127777778,4.543,6.57522222222,6.943,4.31144444445,5.43611111111,13.3422222222,8.04955555556
318.49,5.60711111111,14.3337777778,12.3955555556,10.7532222222,4.75455555556,6.52666666667,7.06922222222,4.53666666667,5.515,13.769,8.32433333333
318.85,5.643,14.631,12.5862222222,10.7907777778,4.67822222222,6.537,7.13311111111,4.58533333333,5.58722222222,13.9568888889,8.38822222222
319.22,5.86466666666,15.0046666667,12.9286666667,11.0436666667,4.943,6.88033333333,7.24011111111,4.75933333333,5.83844444444,14.1167777778,8.74633333333
319.59,5.95277777778,15.2903333333,13.2008888889,11.2203333333,5.25233333333,7.09766666667,7.46266666668,4.95122222222,5.99044444444,14.4131111111,9.07022222222
319.96,6.15888888889,15.6912222222,13.5928888889,11.6385555556,5.56688888889,7.47966666666,7.81355555557,5.21,6.37911111111,14.7843333333,9.33144444444
320.32,6.09933333333,15.9391111111,13.8026666667,11.6663333333,5.59011111111,7.55022222222,8.05200000001,5.06933333333,6.29455555555,14.8517777778,9.38422222223
320.69,6.13022222222,16.3792222222,13.9464444445,11.9157777778,5.69355555555,7.58633333333,8.14566666668,5.25666666667,6.26044444444,15.1417777778,9.57855555555
321.06,6.17422222222,16.8844444444,14.3368888889,12.4213333334,5.77722222222,7.77722222223,8.31688888888,5.51511111111,6.44777777778,15.5663333333,9.73144444442
321.43,6.12666666667,16.9568888889,14.4571111111,12.5687777778,5.78822222222,7.81133333334,8.34188888889,5.54588888889,6.49977777778,15.7264444444,9.719
321.80,6.203,17.3217777778,14.7204444444,12.8756666667,6.00444444444,7.99833333333,8.45633333333,5.58422222222,6.581,15.9161111111,9.86966666667
322.16,6.08355555556,17.4663333334,14.8148888889,12.85,5.88377777778,7.75066666666,8.30499999999,5.43122222222,6.48355555555,15.8821111111,9.81744444442
322.53,6.037,17.4752222222,14.7057777778,12.7951111111,5.65411111111,7.66522222221,8.21533333334,5.48677777778,6.48311111111,15.7948888889,9.54988888888
322.90,5.54988888889,16.934,14.4816666667,12.3575555555,5.15544444444,7.04366666668,7.6261111111,5.07811111111,6.02222222222,15.3964444444,8.90944444445
323.27,5.43888888889,16.891,14.3685555556,12.3057777778,5.05855555556,6.84888888889,7.55911111112,4.92244444445,5.80866666667,15.3947777778,8.62488888889
323.63,5.229,16.7032222222,14.0905555556,12.18,4.60011111111,6.49011111111,7.15011111111,4.31733333333,5.35466666666,15.1873333333,8.03744444444
324.00,5.03877777778,16.4886666667,13.9268888889,11.8532222222,4.37466666667,5.99411111111,6.77033333333,4.03555555556,5.14377777778,14.9603333333,7.74611111111
324.37,5.17455555556,16.6568888889,14.1908888889,11.9648888889,4.518,5.90688888889,6.89522222222,4.17666666667,5.27655555556,15.1463333333,7.80477777778
324.74,5.28033333334,16.7552222222,14.3256666666,11.9284444444,4.54677777778,5.77611111111,6.90222222222,3.958,5.41877777778,15.172,7.70033333333
325.10,5.43211111111,16.7274444445,14.2878888889,11.8013333333,4.58866666667,5.77255555556,6.97522222222,3.84533333333,5.37266666667,15.1813333333,7.60011111111
325.47,5.368,16.665,14.1445555555,11.4773333333,4.49822222222,5.52966666667,6.83566666667,3.659,5.21533333333,15.2002222222,7.37588888889
325.84,5.36088888889,16.6665555556,14.067,11.3685555556,4.41444444444,5.35811111111,6.75044444444,3.65077777778,5.13922222222,15.2501111111,7.20266666667
326.21,5.23455555556,16.7531111111,14.0063333333,11.3727777778,4.39633333333,5.21988888889,6.83077777779,3.683,5.09188888889,15.3528888889,7.00322222222
326.57,5.291,16.9516666667,14.1623333333,11.3962222222,4.58266666667,5.29711111111,6.93999999999,3.75666666666,5.20588888889,15.5408888889,7.16944444444
326.94,5.54233333333,17.277,14.3718888889,11.6471111111,4.747,5.46388888889,7.19177777778,3.829,5.353,15.7794444444,7.40733333333
327.31,5.70844444444,17.3555555556,14.5303333333,11.6906666667,4.80288888889,5.43788888889,7.29000000001,3.88522222222,5.52211111111,15.9603333333,7.55788888889
327.67,5.94766666667,17.5902222222,14.9351111111,11.8864444444,5.12544444444,5.51288888889,7.65111111111,4.20888888889,5.80088888889,16.257,7.84511111111
328.04,6.08222222222,17.834,15.1608888889,12.0992222222,5.31666666666,5.69066666667,8.03744444446,4.36711111111,5.93366666667,16.6175555555,7.92466666667
328.41,6.19855555556,18.0698888889,15.3385555556,12.427,5.38111111111,5.82588888889,8.13944444446,4.41377777778,5.99411111111,16.9191111111,7.94722222222
328.78,6.44255555555,18.2721111111,15.7553333333,12.7195555556,5.61888888889,6.126,8.52188888889,4.73177777778,6.19844444444,17.2461111111,8.16277777778
329.14,6.47788888889,18.4961111111,16.0618888889,12.9864444445,5.76944444444,6.21511111111,8.69822222222,4.96,6.34966666667,17.4546666667,8.30122222222
329.51,7.02966666667,19.0191111111,16.6606666667,13.6723333334,6.26188888889,6.73177777778,9.32377777779,5.611,6.93155555555,17.8765555556,8.87833333333
329.88,7.08944444444,19.0,16.8211111111,13.7776666667,6.27155555556,6.74688888889,9.45377777778,5.74377777778,7.10822222222,17.9504444445,8.87033333333
330.24,7.26611111111,18.987,16.9964444444,14.0305555556,6.40533333333,6.80788888889,9.52922222223,5.82955555556,7.29388888889,18.0458888889,9.04622222222
330.61,7.24711111111,18.9008888889,17.1153333333,14.0963333333,6.42377777778,6.76288888889,9.68644444446,5.77911111111,7.44122222222,18.1175555555,9.02944444445
330.98,6.93355555556,18.8137777778,17.0051111111,13.9751111111,6.34922222222,6.62622222222,9.5608888889,5.55866666667,7.31188888889,18.1924444444,8.75777777778
331.34,6.85277777778,18.9947777778,17.1561111111,14.1306666667,6.38455555556,6.59911111111,9.60288888888,5.55888888889,7.32688888889,18.3034444444,8.60866666666
331.71,6.62377777778,19.018,16.9845555556,14.1188888889,6.16066666667,6.48477777778,9.3681111111,5.47988888889,7.19255555556,18.2278888889,8.46055555555
332.08,6.72533333333,19.1815555555,17.1954444444,14.2625555555,6.17111111111,6.43777777778,9.39444444446,5.434,7.27677777778,18.3307777778,8.41788888889
332.44,6.83533333334,19.2883333333,17.3036666667,14.2898888889,6.35155555556,6.50788888889,9.52755555557,5.50533333333,7.39844444445,18.5271111111,8.45433333333
332.81,6.99533333333,19.5343333333,17.4124444444,14.5507777778,6.57433333333,6.73977777778,9.62788888889,5.67155555556,7.64833333334,18.7711111111,8.56555555555
333.18,7.15844444445,19.6887777778,17.4774444444,14.6134444444,6.63688888889,6.94466666667,9.69777777779,5.708,7.75133333334,18.9877777778,8.67466666667
333.54,6.87211111111,19.6088888889,17.3848888889,14.4497777778,6.40088888889,6.83822222222,9.57011111111,5.42144444445,7.47611111111,18.889,8.348
333.91,6.68344444444,19.7225555556,17.4637777778,14.3728888889,6.21555555556,6.75633333333,9.46044444444,5.243,7.24388888889,18.8847777778,8.26688888889
334.28,6.91477777778,20.0387777778,17.7887777778,14.461,6.30544444445,6.96733333333,9.61122222222,5.34055555555,7.33944444445,19.0597777778,8.41177777778
334.64,6.96611111111,20.1402222222,17.9457777778,14.6461111111,6.17255555555,6.92744444444,9.4638888889,5.28066666667,7.15744444444,19.0783333333,8.35611111111
335.01,7.43533333334,20.5751111111,18.4737777778,14.9857777778,6.50266666666,7.26033333333,9.918,5.86311111111,7.63388888889,19.4678888889,8.74644444444
335.38,7.65477777778,20.8543333333,18.7075555556,15.2431111111,6.75366666667,7.546,10.1542222222,6.19711111111,7.87233333333,19.728,8.97233333333
335.74,7.96766666666,21.1171111111,19.0944444445,15.5055555556,7.11022222222,7.85844444445,10.5247777778,6.555,8.22855555556,20.0717777778,9.16411111111
336.11,7.9508888889,21.1627777778,19.1056666667,15.6008888889,7.16366666667,7.87611111111,10.6457777778,6.67544444444,8.22855555556,20.165,9.22888888889
336.47,7.98199999999,21.2597777778,19.2228888889,15.6993333333,7.20288888889,7.91555555556,10.7087777778,6.803,8.40700000001,20.1775555556,9.28811111111
336.84,7.97622222221,21.2995555555,19.2871111111,15.7804444444,7.20277777778,7.807,10.7444444444,6.80077777778,8.34033333332,20.2477777778,9.273
337.21,7.85844444444,21.2268888889,19.3424444444,15.8225555556,7.11511111111,7.58122222222,10.7155555556,6.66422222222,8.20377777777,20.1611111111,9.12577777778
337.57,7.8418888889,21.2876666667,19.4035555556,15.8936666667,7.17022222222,7.57111111111,10.6953333333,6.65666666667,8.23755555556,20.2154444445,9.137
337.94,8.13766666667,21.5433333333,19.5907777778,16.1388888889,7.47855555556,7.78066666667,10.94,6.86388888889,8.49944444443,20.4281111111,9.29955555556
338.31,8.13233333333,21.6373333333,19.5887777778,16.3361111111,7.50522222222,7.77666666667,11.0963333333,6.91288888889,8.56888888888,20.5636666667,9.32922222222
338.67,8.11577777779,21.8131111111,19.6756666667,16.4707777778,7.65466666667,7.77833333333,11.3304444445,7.01622222222,8.68544444444,20.7258888889,9.40044444443
339.04,7.86577777778,21.5912222222,19.2886666667,16.3302222222,7.41388888889,7.57855555556,11.2142222222,6.75844444444,8.467,20.4864444444,9.13988888889
339.40,7.73766666667,21.6192222222,19.3758888889,16.3576666667,7.181,7.35522222222,11.2187777778,6.48488888889,8.35788888888,20.5843333333,9.05911111111
339.77,7.66755555555,21.5894444445,19.3156666666,16.262,6.97333333333,7.15233333333,11.1528888889,6.24477777778,8.17277777778,20.5346666667,9.01888888889
340.14,7.96044444444,21.943,19.5864444444,16.5037777778,7.14911111111,7.41377777778,11.2884444444,6.44233333333,8.37577777778,20.8035555556,9.29144444446
340.50,7.83455555556,21.9192222222,19.3855555555,16.3902222222,7.04355555556,7.34911111111,11.2217777778,6.27933333333,8.17111111111,20.7412222222,9.25777777777
340.87,7.75555555555,21.9352222222,19.371,16.245,6.88777777778,7.34933333333,11.2186666667,6.21866666667,8.083,20.6854444444,9.16822222223
341.23,7.85511111111,22.1678888889,19.4037777778,16.306,7.02988888889,7.58311111111,11.3877777778,6.46,8.18844444444,20.8461111111,9.30922222223
341.60,8.03933333333,22.2851111111,19.5306666667,16.3981111111,7.13222222222,7.78277777778,11.5518888889,6.584,8.22844444444,21.0117777778,9.38744444445
341.96,8.15433333332,22.5317777778,19.7297777778,16.602,7.27188888889,8.00622222222,11.8111111111,6.72444444444,8.33922222222,21.2426666667,9.57044444444
342.33,7.92844444445,22.4704444445,19.6706666667,16.4877777778,7.04888888889,7.95777777778,11.6191111111,6.55688888889,8.17677777778,21.0716666667,9.37255555556
342.70,7.90644444445,22.5902222222,19.785,16.5085555556,7.02233333333,8.01411111111,11.6383333333,6.526,8.24077777778,21.2167777778,9.34722222222
343.06,8.00166666667,22.7895555555,20.0877777778,16.6833333334,7.13244444445,8.04333333333,11.7051111111,6.594,8.30955555555,21.473,9.48655555557
343.43,7.99633333333,22.7967777778,20.1516666667,16.6852222222,7.186,8.09711111111,11.7422222222,6.65544444444,8.31988888889,21.4732222222,9.48166666666
343.79,8.07188888889,23.0083333333,20.3383333333,16.8332222222,7.26422222222,8.19644444444,11.8091111111,6.74655555556,8.38111111111,21.6402222222,9.56677777777
344.16,8.06555555556,22.9362222222,20.3986666667,16.8622222222,7.19833333333,8.12288888889,11.7784444445,6.65644444444,8.29711111111,21.6102222222,9.40466666667
344.52,8.11344444445,23.0195555555,20.6527777778,16.9483333333,7.24866666667,8.08777777778,11.8051111111,6.69788888889,8.34544444444,21.7833333333,9.26333333332
344.89,8.01566666667,23.0435555556,20.7444444444,17.0282222222,7.22155555555,7.90455555555,11.7798888889,6.63,8.27266666665,21.8544444445,9.18611111111
345.25,7.93211111111,22.9987777778,20.7581111111,17.1172222222,7.16377777778,7.86155555556,11.6827777778,6.532,8.22811111111,21.8906666667,9.12899999999
345.62,7.94677777778,23.1208888889,20.8596666667,17.1984444444,7.14088888889,7.69322222222,11.6985555555,6.52233333333,8.26211111111,21.9893333333,9.07455555556
345.99,7.85177777778,23.1292222222,20.8238888889,17.1777777778,7.07011111111,7.60455555556,11.5634444444,6.447,8.25666666665,21.9506666667,8.9681111111
346.35,8.16077777778,23.4253333333,21.1341111111,17.3851111111,7.41155555555,7.89177777778,11.8256666667,6.71366666667,8.53244444443,22.3597777778,9.23877777778
346.72,8.17344444444,23.438,21.1483333333,17.324,7.36088888889,7.87522222222,11.7858888889,6.69833333333,8.47177777777,22.354,9.18577777777
347.08,8.20533333333,23.6346666666,21.3421111111,17.3697777778,7.42266666667,7.97777777778,11.8857777778,6.69166666667,8.4748888889,22.4354444444,9.0941111111
347.45,8.23711111111,23.6977777778,21.2585555556,17.2987777778,7.47244444445,7.92388888889,11.9482222222,6.77188888889,8.46266666668,22.386,9.04733333333
347.81,8.2461111111,23.7822222222,21.3696666667,17.3386666667,7.56577777778,7.94966666667,12.1131111111,6.94544444444,8.56555555555,22.4545555556,9.10511111112
348.18,8.03522222222,23.8154444445,21.2661111111,17.2357777778,7.42344444444,7.77644444445,12.1257777778,6.86577777778,8.4381111111,22.4206666667,8.94566666667
348.54,8.12633333332,23.8936666667,21.3635555555,17.2971111111,7.40322222222,7.88688888889,12.2824444444,6.87588888889,8.46622222221,22.3888888889,8.98311111111
348.91,8.24022222221,24.0883333333,21.5212222222,17.4062222222,7.50577777778,8.00311111111,12.4405555555,6.93788888889,8.58544444443,22.5781111111,9.04511111111
349.27,8.42944444446,24.1964444444,21.75,17.5122222222,7.63066666667,7.99488888889,12.64,7.03988888889,8.66066666667,22.7443333333,9.14933333333
349.64,8.34399999999,24.1262222222,21.713,17.419,7.64266666667,7.97788888889,12.5928888889,6.99711111111,8.64222222223,22.6547777778,9.1701111111
350.00,8.42333333335,24.1203333334,21.8108888889,17.4677777778,7.72222222222,8.014,12.6966666667,7.03522222222,8.69066666666,22.7074444444,9.22744444446
350.37,8.32055555554,24.0046666667,21.7508888889,17.4155555555,7.62188888889,7.79788888889,12.7256666667,6.99688888889,8.63433333333,22.6587777778,9.09288888889
350.73,8.3491111111,24.1212222222,21.7906666667,17.5143333334,7.67755555556,7.79355555555,12.8513333333,7.04044444444,8.63211111111,22.7107777778,9.13488888889
351.10,8.45677777778,24.2618888889,21.8211111111,17.7421111111,7.73511111111,7.93077777778,12.9754444444,7.11633333333,8.7388888889,22.7664444445,9.23888888888
351.46,8.60077777777,24.4563333333,22.066,17.91,7.80788888889,8.05833333333,13.0532222222,7.11511111111,8.79066666668,22.9808888889,9.36533333333
351.83,8.47877777778,24.387,21.9924444444,17.8707777778,7.66144444444,7.94711111111,12.9378888889,6.90588888889,8.57266666665,22.9197777778,9.10433333333
352.19,8.40011111111,24.454,22.0815555556,17.8577777778,7.721,8.03777777778,12.9407777778,6.94844444444,8.68933333334,23.0142222222,9.11099999999
352.55,8.223,24.4448888889,22.0804444445,17.7828888889,7.64022222222,7.85477777778,12.8553333333,6.85288888889,8.6128888889,22.9467777778,9.01444444445
352.92,8.27688888889,24.6355555556,22.1596666667,17.8244444445,7.62544444445,7.89344444445,12.8745555556,6.98744444445,8.7391111111,22.9073333333,9.08155555556
353.28,8.18355555556,24.797,22.1834444444,17.699,7.47977777778,7.77655555555,12.8327777778,6.92733333335,8.74577777777,22.8484444444,8.9281111111
353.65,8.27644444444,25.0452222222,22.4276666667,17.8814444444,7.57244444444,7.93711111111,13.0013333333,7.05811111111,8.87166666668,23.0685555556,9.0001111111
354.01,7.99111111111,24.8758888889,22.1748888889,17.6315555556,7.32977777778,7.65,12.7451111111,6.871,8.59211111111,22.861,8.67377777778
354.38,7.91044444444,24.8166666667,22.1682222222,17.589,7.31344444445,7.61588888889,12.6406666667,6.81344444445,8.47188888888,22.8172222222,8.61011111111
354.74,8.00033333333,24.8463333333,22.224,17.675,7.40733333333,7.73666666667,12.6627777778,6.90055555555,8.60966666668,22.8864444444,8.67933333333
355.11,7.98922222222,24.7958888889,22.2615555556,17.5806666666,7.43022222222,7.77422222222,12.6505555556,6.96588888889,8.60199999999,22.8996666667,8.74933333333
355.47,7.964,24.7706666667,22.2502222222,17.5696666667,7.43366666667,7.81855555556,12.674,7.03811111111,8.67977777779,22.9083333333,8.71666666667
355.83,8.01244444445,24.844,22.3316666667,17.6047777778,7.50766666667,7.86033333333,12.775,7.147,8.82622222223,22.9848888889,8.76466666665
356.20,8.08311111111,24.8774444445,22.3918888889,17.6543333333,7.51055555556,7.84444444444,12.8208888889,7.19644444444,8.78355555557,22.9744444445,8.82211111111
356.56,8.25088888889,25.1055555556,22.5122222222,17.8462222222,7.67277777778,7.97088888889,13.0436666667,7.44699999999,8.96766666667,23.2387777778,9.0498888889
356.93,8.11488888889,24.9206666666,22.3583333333,17.7011111111,7.60322222222,7.88477777778,12.9774444445,7.33766666665,8.79955555555,23.1788888889,8.93888888889
357.29,8.04622222222,24.8777777778,22.3517777778,17.7608888889,7.59355555556,7.86711111111,12.9957777778,7.31355555556,8.74844444443,23.1916666667,8.98033333333
357.66,8.06688888889,24.8778888889,22.416,17.8373333333,7.59577777778,7.82255555555,13.0624444445,7.36588888889,8.77911111111,23.2326666666,9.03755555557
358.02,8.18722222222,24.9803333333,22.601,18.0293333333,7.67711111111,7.92255555555,13.2357777778,7.46122222222,8.93333333332,23.3956666667,9.21022222222
358.38,8.32566666668,25.1451111111,22.6471111111,18.1095555556,7.75855555555,7.99177777778,13.4022222222,7.57499999999,9.06722222222,23.404,9.2541111111
358.75,8.32755555556,25.2353333333,22.7675555555,18.1414444444,7.80011111111,8.02788888889,13.5898888889,7.68944444443,9.08522222221,23.4751111111,9.33399999999
359.11,8.43266666668,25.3917777778,22.8783333333,18.2715555556,7.87466666667,8.04544444445,13.7537777778,7.78844444445,9.17377777779,23.5481111111,9.36266666667
359.48,8.4088888889,25.418,22.958,18.3521111111,7.92844444444,8.03933333333,13.8192222222,7.82488888888,9.16366666665,23.5434444444,9.37088888889
359.84,8.46466666667,25.4805555555,23.0545555556,18.3421111111,7.95822222222,8.14011111111,13.8997777778,7.86,9.196,23.6192222222,9.43211111111
360.20,8.62355555557,25.6854444444,23.1648888889,18.5198888889,8.10655555556,8.26,14.0381111111,8.00433333334,9.316,23.7576666666,9.58522222222
360.57,8.60011111111,25.5712222222,23.1855555556,18.441,8.06388888889,8.22288888889,14.0061111111,7.96833333332,9.24266666667,23.6757777778,9.53099999999
360.93,8.72288888888,25.6342222222,23.3538888889,18.5615555556,8.13733333333,8.26355555556,14.152,8.09511111112,9.35177777779,23.8024444444,9.54644444446
361.29,8.77933333332,25.5954444445,23.3573333333,18.4971111111,8.14344444444,8.33888888889,14.1891111111,8.1308888889,9.37377777778,23.7708888889,9.51244444445
361.66,8.70522222221,25.531,23.2193333334,18.3883333333,8.08944444444,8.32866666667,14.1266666667,8.02022222221,9.32844444443,23.6965555556,9.40122222223
362.02,8.74855555554,25.6174444444,23.2761111111,18.4278888889,8.17477777778,8.39711111111,14.2495555555,8.09877777777,9.375,23.8151111111,9.49211111111
362.39,8.75522222223,25.6232222222,23.2994444444,18.4542222222,8.20922222222,8.414,14.3008888889,8.09555555555,9.38277777777,23.833,9.573
362.75,8.7068888889,25.5527777778,23.1868888889,18.3326666667,8.12188888889,8.22566666667,14.2337777778,7.98077777777,9.27222222221,23.7064444444,9.41066666666
363.11,8.67788888889,25.5205555556,23.1706666667,18.3065555556,8.09511111111,8.12133333333,14.2487777778,7.93355555555,9.21666666667,23.7133333333,9.40233333332
363.48,8.60200000001,25.3994444444,23.0375555556,18.2043333333,7.98144444444,7.94244444444,14.1916666667,7.83566666666,9.09899999999,23.6076666667,9.33544444443
363.84,8.56655555557,25.4055555556,23.0091111111,18.2274444444,8.01844444444,7.85622222222,14.2077777778,7.89066666667,9.12233333335,23.5252222222,9.33933333333
364.20,8.49811111111,25.2032222222,22.9242222222,18.1155555556,7.95622222222,7.8,14.2128888889,7.76622222221,9.06888888888,23.3896666667,9.22233333333
364.57,8.49244444445,25.2313333333,22.8851111111,18.1124444444,7.94744444445,7.794,14.2776666667,7.77011111111,9.07333333334,23.3841111111,9.215
364.93,8.51200000001,25.1992222222,22.8131111111,18.054,7.95844444445,7.79788888889,14.3146666667,7.73066666667,9.02500000001,23.3034444445,9.3048888889
365.29,8.55266666666,25.2096666667,22.7682222222,18.1562222222,8.08955555556,7.769,14.4204444444,7.76644444445,9.07566666668,23.2718888889,9.39033333333
365.66,8.6548888889,25.2874444445,22.8244444444,18.1998888889,8.21055555556,7.77711111111,14.5645555556,7.87055555556,9.05266666668,23.3672222222,9.46822222222
366.02,8.69466666667,25.2628888889,22.8425555555,18.1848888889,8.19033333333,7.71888888889,14.5695555556,7.88711111112,9.03522222223,23.2214444444,9.42266666665
366.38,8.57766666667,25.1872222222,22.8153333334,18.09,8.05533333333,7.63866666667,14.5472222222,7.77766666667,8.87788888888,23.147,9.382
366.75,8.71677777777,25.2757777778,22.9746666667,18.3018888889,8.19655555555,7.90733333333,14.7224444444,7.92677777778,9.0048888889,23.2475555555,9.56277777777
367.11,8.60355555554,25.1061111111,22.8421111111,18.1338888889,8.08888888889,7.81877777778,14.6146666667,7.8271111111,8.83466666666,23.0337777778,9.40388888889
367.47,8.73700000001,25.232,22.9937777778,18.1588888889,8.23322222222,8.01866666667,14.8082222222,7.96677777779,8.94888888888,23.1215555555,9.50033333334
367.84,8.73811111112,25.1501111111,22.9697777778,18.2121111111,8.19755555556,8.14522222222,14.8511111111,7.91888888889,8.907,23.1681111111,9.49255555554
368.20,8.74944444445,25.1886666667,23.0046666667,18.2375555555,8.16877777778,8.13933333333,14.9178888889,7.98366666666,8.9061111111,23.2152222222,9.55022222222
368.56,8.64055555556,24.9328888889,22.7348888889,18.0424444444,8.04166666667,8.01888888889,14.7654444444,7.80866666667,8.728,23.0116666667,9.39077777778
368.93,8.64011111112,24.971,22.7552222222,18.0586666666,8.06177777778,7.98833333333,14.8465555555,7.84344444443,8.75933333333,23.0415555556,9.38877777777
369.29,8.54933333333,24.8843333333,22.7336666667,17.9744444445,7.93177777778,7.93455555556,14.7922222222,7.79600000001,8.67633333332,23.0305555556,9.31644444445
369.65,8.53455555557,24.7694444445,22.7127777778,17.9605555556,7.85466666667,7.92455555556,14.7923333333,7.83366666665,8.70422222223,22.846,9.34344444445
370.01,8.50233333335,24.7335555556,22.5948888889,17.8821111111,7.86544444444,7.907,14.8491111111,7.85433333333,8.68311111111,22.7561111111,9.29488888889
370.38,8.48100000001,24.6453333333,22.4872222222,17.83,7.86977777778,7.87655555556,14.7873333333,7.85999999999,8.65755555554,22.7326666667,9.164
370.74,8.49533333332,24.6312222222,22.444,17.7673333333,7.92422222222,7.87355555556,14.8485555556,7.91455555556,8.70200000001,22.7481111111,9.24011111111
371.10,8.48822222222,24.6466666667,22.4205555556,17.7873333333,7.92577777778,7.91222222222,14.9023333333,7.97877777779,8.75577777779,22.7914444444,9.299
371.46,8.42855555557,24.5371111111,22.256,17.755,7.784,7.886,14.8837777778,7.92788888889,8.6788888889,22.6717777778,9.22822222222
371.83,8.52366666667,24.6187777778,22.277,17.7521111111,7.91588888889,8.00544444444,15.0123333333,8.02011111111,8.77066666668,22.6735555555,9.37000000001
372.19,8.50111111112,24.6195555556,22.2554444445,17.7571111111,7.96566666667,8.052,15.094,8.09833333334,8.78555555556,22.6263333333,9.38088888889
372.55,8.61455555556,24.7518888889,22.4695555556,17.8882222222,8.072,8.11444444444,15.2893333333,8.3021111111,8.90566666666,22.7432222222,9.52899999999
372.92,8.55033333334,24.6492222222,22.4065555556,17.8696666667,8.10622222222,8.12888888889,15.3287777778,8.36466666666,8.92944444445,22.6873333333,9.55122222222
373.28,8.53411111111,24.6166666667,22.3413333333,17.8532222222,8.167,8.20411111111,15.386,8.40955555557,8.95777777779,22.6222222222,9.56833333333
373.64,8.54411111111,24.609,22.3055555556,17.821,8.20466666667,8.29477777778,15.4765555555,8.40622222222,8.94155555557,22.6223333333,9.58722222221
374.00,8.47377777778,24.4335555556,22.2035555556,17.7532222222,8.10222222223,8.23577777778,15.4398888889,8.29533333333,8.85066666668,22.5554444444,9.55188888889
374.37,8.59977777779,24.4598888889,22.2261111111,17.8018888889,8.22255555556,8.36055555556,15.63,8.44744444445,9.02066666668,22.5218888889,9.72133333333
374.73,8.48166666668,24.2671111111,21.9957777778,17.6104444444,8.10166666666,8.26677777778,15.5694444444,8.33733333334,8.89566666668,22.2794444444,9.51399999999
375.09,8.41777777778,24.0695555556,21.8641111111,17.4954444444,8.06844444444,8.24822222222,15.5711111111,8.301,8.87622222223,22.1516666667,9.46000000001
375.45,8.4278888889,23.9853333333,21.766,17.3736666667,8.104,8.22488888889,15.5475555555,8.33577777777,8.91922222222,22.0772222222,9.45622222221
375.81,8.31133333334,23.7825555556,21.6121111111,17.2142222222,7.98766666667,8.00244444444,15.464,8.28033333332,8.82366666667,21.8712222222,9.35099999999
376.18,8.22466666667,23.5826666667,21.4365555556,16.9596666667,7.87144444444,7.87844444444,15.3322222222,8.17211111112,8.70922222221,21.6997777778,9.23422222222
376.54,8.19488888889,23.5291111111,21.275,16.902,7.88522222222,7.91266666667,15.3317777778,8.13155555555,8.70122222223,21.5468888889,9.24666666667
376.90,8.26355555556,23.4906666667,21.1916666667,16.8213333333,7.84933333334,7.99188888889,15.3695555556,8.12477777778,8.66044444445,21.4005555555,9.27055555556
377.26,8.37266666668,23.4766666667,21.1993333333,16.7927777778,7.90966666667,7.97966666667,15.4923333333,8.15388888888,8.66066666667,21.4273333334,9.40844444444
377.63,8.37500000001,23.3854444444,21.1145555556,16.722,7.88955555556,7.93833333333,15.5176666666,8.18300000001,8.66977777779,21.3397777778,9.43955555557
377.99,8.47999999999,23.381,21.1614444444,16.7228888889,8.05522222222,8.15077777778,15.6506666667,8.34055555555,8.80488888888,21.3165555555,9.61288888888
378.35,8.43433333334,23.2872222222,21.0903333333,16.6672222222,8.03644444445,8.08222222222,15.6722222222,8.35066666665,8.76588888889,21.2351111111,9.59455555557
378.71,8.47277777777,23.3368888889,21.1462222222,16.7237777778,8.13255555555,8.12255555556,15.8073333333,8.475,8.8538888889,21.3091111111,9.72833333335
379.07,8.62099999999,23.4094444444,21.2046666667,16.7912222222,8.211,8.22088888889,15.9588888889,8.58022222222,8.93955555555,21.3205555556,9.85566666668
379.44,8.5241111111,23.2753333333,21.1305555555,16.7461111111,8.22522222222,8.12155555556,15.9718888889,8.56155555557,8.87477777779,21.1866666667,9.83844444445
379.80,8.51288888889,23.1833333333,21.0423333333,16.6672222222,8.15877777778,8.10922222222,15.9911111111,8.51177777779,8.81844444443,21.1137777778,9.80044444443
380.16,8.58533333334,23.1693333334,21.0684444444,16.7617777778,8.22488888889,8.20511111111,16.1783333333,8.60722222221,8.89066666667,21.0884444445,9.91677777777
