wavelength,Back_SalGrom,Belly_SalGrom,Breast_SalGrom,Crissum_SalGrom,Crown_SalGrom,DorTail_SalGrom,Rump_SalGrom,Throat_SalGrom,WingTip_SalGrom
377.63,7.16093333334,8.71463333333,3.87106666667,7.449,7.3556,6.46186666667,7.36033333333,31.8339333333,5.7762
377.99,7.1124,8.73040000001,3.9088,7.47013333333,7.37606666667,6.43753333333,7.33273333333,31.9475333333,5.76826666667
378.35,7.09413333333,8.72050000001,3.89226666667,7.4676,7.39606666666,6.4108,7.32013333333,31.9938666667,5.72793333333
378.71,7.07986666667,8.74036666667,3.87873333333,7.4442,7.36486666667,6.3968,7.30693333333,32.0093333333,5.6966
379.07,7.06773333333,8.6856,3.85013333333,7.4134,7.3574,6.37126666667,7.27986666667,31.9956666667,5.65986666667
379.44,7.0946,8.71310000001,3.88306666667,7.42386666667,7.37706666667,6.38893333333,7.2822,32.0184666667,5.6774
379.80,7.13646666667,8.72726666666,3.8904,7.44866666667,7.40106666667,6.40106666667,7.2766,32.0650666666,5.65566666667
380.16,7.12673333333,8.7053,3.86473333333,7.41586666667,7.3668,6.3526,7.25786666667,32.1034666667,5.604
380.52,7.0852,8.64566666666,3.83433333333,7.35733333333,7.3104,6.25813333333,7.20006666667,32.1403333333,5.5146
380.88,7.1016,8.6345,3.87686666667,7.395,7.3406,6.29566666667,7.23593333334,32.2100666667,5.5344
381.24,7.1076,8.62046666666,3.91166666667,7.40566666667,7.35513333334,6.29806666667,7.28426666667,32.2594666667,5.54266666667
381.61,7.16673333333,8.67066666666,3.96286666667,7.47133333333,7.4042,6.3532,7.3532,32.3766666667,5.607
381.97,7.14153333333,8.63486666667,3.91666666667,7.4538,7.35686666667,6.3094,7.36146666667,32.3065333334,5.56493333333
382.33,7.14466666667,8.65956666666,3.9108,7.47306666667,7.36806666667,6.31273333333,7.39126666667,32.4058666667,5.5584
382.69,7.14693333333,8.6481,3.88813333333,7.45753333333,7.38086666667,6.3092,7.40633333333,32.4949333333,5.54906666667
383.05,7.17473333333,8.68473333333,3.91773333333,7.48386666667,7.42346666667,6.32593333333,7.4458,32.6195333333,5.57786666667
383.41,7.20486666667,8.71813333333,3.94633333333,7.5386,7.46273333334,6.34746666667,7.48426666667,32.6912666667,5.60166666667
383.77,7.18453333333,8.71133333333,3.92833333333,7.55546666667,7.44613333333,6.32846666666,7.46566666666,32.7418666667,5.61613333333
384.14,7.1952,8.73943333333,3.9454,7.57386666667,7.47313333333,6.33113333333,7.47673333333,32.8283333333,5.6456
384.50,7.24706666667,8.81643333334,3.97753333333,7.6482,7.5394,6.39886666667,7.531,32.8920666667,5.72366666667
384.86,7.22393333333,8.79743333333,3.93333333333,7.5962,7.48846666667,6.3466,7.46346666667,32.9216,5.68186666667
385.22,7.2358,8.8043,3.92546666667,7.60086666667,7.5014,6.3586,7.45806666667,32.9837333333,5.68733333334
385.58,7.18853333333,8.75903333333,3.87006666667,7.56386666667,7.4572,6.30753333333,7.42166666667,33.004,5.63993333333
385.94,7.20993333333,8.78056666666,3.87333333333,7.56433333333,7.46513333333,6.33086666667,7.4054,33.0932,5.65946666667
386.30,7.25666666667,8.81176666666,3.90846666667,7.59473333333,7.49026666667,6.35966666667,7.41613333333,33.1958666667,5.70593333333
386.66,7.27773333333,8.8401,3.9522,7.625,7.50593333333,6.384,7.4316,33.2287333333,5.74633333333
387.03,7.29486666667,8.84006666667,3.96666666667,7.63486666667,7.51413333333,6.40213333333,7.43273333333,33.264,5.7752
387.39,7.279,8.8378,3.95146666667,7.6234,7.4968,6.38446666667,7.4134,33.339,5.76073333333
387.75,7.35913333333,8.96363333334,4.05706666667,7.70966666667,7.6076,6.47406666667,7.52826666667,33.5141333333,5.839
388.11,7.3548,8.94936666667,4.06746666667,7.70313333333,7.58466666667,6.4774,7.5238,33.5729333333,5.8416
388.47,7.33453333333,8.91859999999,4.05266666667,7.64593333333,7.5508,6.4526,7.50126666667,33.6246,5.80393333333
388.83,7.32553333333,8.93103333334,4.05126666667,7.65053333333,7.56826666667,6.44826666667,7.49933333333,33.6573333333,5.79306666667
389.19,7.3148,8.93819999999,4.03806666667,7.6244,7.539,6.44046666667,7.46626666667,33.7238666667,5.76586666667
389.55,7.27053333333,8.89693333333,4.00146666667,7.5654,7.50006666667,6.41493333333,7.42613333333,33.7567333333,5.73746666667
389.91,7.23126666667,8.82740000001,3.9576,7.53546666667,7.44993333333,6.37933333333,7.39993333333,33.7382666666,5.71346666667
390.27,7.19746666667,8.78883333333,3.9274,7.50446666667,7.40766666667,6.35126666667,7.37173333333,33.6665333333,5.69493333333
390.63,7.16993333333,8.75299999999,3.90393333333,7.4784,7.38166666667,6.31,7.329,33.7281333333,5.64766666667
391.00,7.1362,8.76069999999,3.86393333333,7.4386,7.3564,6.25006666667,7.2914,33.7376666667,5.5978
391.36,7.05486666667,8.67503333334,3.7934,7.3466,7.27873333333,6.14926666667,7.2214,33.7194,5.51706666667
391.72,6.97573333333,8.57773333334,3.69453333333,7.25366666667,7.18226666667,6.0656,7.1288,33.6184,5.4306
392.08,6.97,8.5836,3.6822,7.2554,7.17766666667,6.07546666667,7.11573333333,33.6865333333,5.4236
392.44,6.96273333333,8.57106666667,3.67086666667,7.27773333333,7.16273333333,6.06073333333,7.09906666667,33.7363333333,5.41113333333
392.80,7.04233333333,8.62033333334,3.72866666667,7.3362,7.20893333333,6.11333333333,7.18433333333,33.8517333333,5.48086666667
393.16,7.097,8.66516666667,3.7962,7.39373333333,7.26086666667,6.17173333333,7.245,33.9117333333,5.5328
393.52,7.15913333333,8.73806666666,3.8538,7.47726666667,7.32686666667,6.2238,7.30106666667,34.0006,5.5756
393.88,7.24493333333,8.86113333333,3.94426666667,7.58113333333,7.4196,6.3106,7.37146666667,34.1465333333,5.6568
394.24,7.261,8.89376666666,3.9782,7.60966666667,7.45033333333,6.33846666667,7.3956,34.3093333333,5.67053333333
394.60,7.23686666667,8.88406666666,3.9356,7.59253333333,7.443,6.31166666667,7.38486666667,34.2919333333,5.65833333333
394.96,7.2718,8.91099999999,3.96633333333,7.64233333333,7.4808,6.35106666666,7.42433333333,34.4330666667,5.71126666667
395.32,7.38673333333,9.02970000001,4.078,7.74993333333,7.6012,6.47906666667,7.53566666667,34.5402,5.8358
395.68,7.45253333333,9.10399999999,4.16926666667,7.8118,7.66993333333,6.55713333333,7.5986,34.6456,5.90273333333
396.04,7.523,9.18086666667,4.23093333334,7.88426666667,7.7598,6.60313333333,7.6732,34.7498666667,5.97926666667
396.40,7.51393333333,9.17883333333,4.20086666667,7.87106666666,7.7564,6.59186666667,7.6758,34.782,5.98746666667
396.76,7.4588,9.15180000001,4.16633333333,7.83266666667,7.72713333333,6.55206666667,7.63866666667,34.8251333333,5.954
397.12,7.46006666667,9.19186666666,4.1656,7.86733333334,7.75446666667,6.5626,7.67053333333,34.9192666667,5.9744
397.48,7.48646666667,9.21166666667,4.18453333333,7.87033333333,7.77353333333,6.56673333333,7.68713333333,34.9769333333,6.00206666667
397.84,7.48386666667,9.18456666667,4.1628,7.83773333333,7.77726666667,6.54126666667,7.68486666667,35.0449333333,5.9804
398.20,7.46226666667,9.15453333333,4.13253333334,7.81013333334,7.7416,6.51186666667,7.66726666666,35.0581333333,5.9454
398.56,7.517,9.21166666667,4.1924,7.8588,7.78606666667,6.56286666667,7.70553333334,35.2325333333,5.98193333333
398.92,7.50266666667,9.21069999999,4.187,7.83153333333,7.75593333333,6.57206666667,7.69413333333,35.2542666667,5.9484
399.28,7.46393333333,9.16513333334,4.13213333333,7.78273333333,7.68986666667,6.5216,7.65253333333,35.3317333333,5.87486666667
399.64,7.43166666667,9.12253333333,4.05893333333,7.737,7.64286666667,6.46566666667,7.624,35.4198666667,5.82273333333
400.00,7.37293333333,9.06263333333,4.00106666667,7.69593333333,7.57306666667,6.40813333333,7.58746666667,35.3527333333,5.73846666667
400.36,7.36346666667,9.07453333333,4.01386666667,7.70286666667,7.57566666667,6.41353333333,7.5828,35.4173333333,5.7326
400.72,7.40126666667,9.08853333333,4.02306666667,7.74106666667,7.59286666667,6.43493333333,7.5952,35.4426666667,5.75613333333
401.08,7.35733333333,9.02840000001,3.98053333333,7.68966666667,7.5372,6.3782,7.53653333333,35.4901333333,5.7174
401.44,7.30653333333,8.97046666667,3.9208,7.655,7.47433333333,6.3196,7.4704,35.4789333333,5.65866666667
401.80,7.2968,8.96110000001,3.9172,7.65593333333,7.45493333333,6.29266666667,7.45313333333,35.5221333333,5.6388
402.16,7.3174,8.97826666667,3.94033333333,7.67226666667,7.46913333333,6.30153333333,7.46713333333,35.5450666667,5.65806666667
402.52,7.25533333333,8.9305,3.89306666667,7.6332,7.4174,6.2298,7.43246666667,35.5353333333,5.6326
402.88,7.24673333333,8.92316666666,3.89006666667,7.64433333333,7.413,6.20366666667,7.43633333333,35.5398666667,5.63113333333
403.24,7.21826666667,8.91893333333,3.88053333333,7.63873333333,7.40686666667,6.18206666667,7.4116,35.5493333333,5.60926666667
403.60,7.1874,8.87789999999,3.86166666667,7.6286,7.367,6.1498,7.37953333333,35.5735333333,5.58893333333
403.95,7.2378,8.93496666667,3.9108,7.69053333333,7.4236,6.21286666667,7.43226666667,35.7332666667,5.6526
404.31,7.27826666667,8.9682,3.95026666667,7.71146666667,7.44973333333,6.24213333333,7.46493333333,35.8047333333,5.69413333333
404.67,7.27533333333,8.97413333333,3.96113333333,7.72053333333,7.457,6.24746666667,7.46213333333,35.8493333333,5.68666666667
405.03,7.2612,8.97933333333,3.93853333334,7.69833333333,7.44646666667,6.2324,7.447,35.8604666667,5.66166666667
405.39,7.28626666667,9.01650000001,3.96726666667,7.7278,7.4642,6.26266666667,7.48673333333,35.9568,5.69453333333
405.75,7.28853333333,9.01683333333,3.97626666667,7.7356,7.4452,6.2748,7.4956,35.9619333333,5.705
406.11,7.27926666667,9.03036666666,3.9726,7.75473333333,7.44713333333,6.2802,7.4928,35.9898666667,5.70706666667
406.47,7.35566666667,9.10559999999,4.02946666667,7.82006666667,7.5216,6.37346666667,7.56773333333,36.0628666667,5.7676
406.83,7.33273333333,9.09596666666,4.02793333333,7.80653333333,7.5086,6.37873333333,7.53493333333,36.0872666667,5.77026666667
407.19,7.3444,9.09883333333,4.02906666667,7.81966666667,7.511,6.38413333333,7.54073333334,36.1180666667,5.80293333333
407.55,7.34706666667,9.11693333334,4.046,7.84,7.55053333333,6.41466666667,7.55106666667,36.1771333333,5.83006666667
407.90,7.32646666667,9.0891,4.00613333333,7.79253333333,7.5112,6.3876,7.51693333333,36.1546,5.799
408.26,7.29233333333,9.07276666667,3.9982,7.80526666667,7.49593333333,6.3634,7.50646666667,36.1558666667,5.764
408.62,7.2958,9.10383333334,4.01786666667,7.82686666667,7.50606666667,6.3654,7.5298,36.2556,5.78453333333
408.98,7.31213333333,9.12133333333,4.05026666667,7.86306666667,7.51933333333,6.39986666667,7.5634,36.3102,5.81666666667
409.34,7.23166666667,9.05370000001,3.969,7.7774,7.45433333333,6.32806666667,7.4764,36.2771333333,5.7334
409.70,7.17606666667,9.0139,3.9134,7.72273333333,7.4114,6.2582,7.43273333333,36.2886,5.69186666667
410.06,7.1544,9.00403333333,3.8988,7.70793333333,7.4142,6.23893333333,7.41926666667,36.3444,5.6944
410.42,7.10933333334,8.94616666666,3.85866666667,7.65673333334,7.35253333333,6.17226666666,7.3526,36.3613333333,5.64446666667
410.77,7.15713333333,8.99443333333,3.88366666667,7.689,7.38746666667,6.19813333333,7.39486666667,36.4533333333,5.67073333334
411.13,7.1984,9.02456666667,3.9126,7.72046666667,7.4192,6.23,7.4392,36.555,5.6944
411.49,7.22033333333,9.06116666666,3.9206,7.7238,7.419,6.22433333333,7.4482,36.5385333333,5.67586666667
411.85,7.20506666667,9.0508,3.91906666667,7.70593333333,7.415,6.1904,7.42753333333,36.5265333333,5.66113333333
412.21,7.243,9.08253333334,3.914,7.69826666667,7.42686666667,6.21133333333,7.43906666667,36.5873333333,5.6868
412.57,7.24353333334,9.05016666667,3.88073333333,7.67866666666,7.41646666667,6.20033333333,7.42626666667,36.5902666667,5.6768
412.92,7.26953333333,9.06019999999,3.9052,7.7188,7.451,6.2142,7.4384,36.6818666667,5.7042
413.28,7.33306666667,9.12553333333,3.97033333334,7.78006666667,7.50686666666,6.26086666667,7.5034,36.7622666667,5.75286666667
413.64,7.37473333333,9.17300000001,4.003,7.82273333333,7.55726666667,6.31426666667,7.51413333334,36.8348,5.78713333333
414.00,7.36373333333,9.16473333333,3.9866,7.81633333333,7.5262,6.30393333333,7.50786666667,36.9213333333,5.77606666667
414.36,7.3806,9.20576666667,4.01173333333,7.85726666667,7.5568,6.33533333333,7.55413333333,36.9762,5.80786666667
414.72,7.38653333333,9.19606666667,4.03686666666,7.8832,7.5588,6.3564,7.57666666667,36.9826666667,5.81953333333
415.07,7.4052,9.22893333334,4.07546666667,7.89213333333,7.574,6.3808,7.59526666667,37.0138,5.8494
415.43,7.4192,9.22646666666,4.0902,7.91626666667,7.57206666666,6.41,7.61466666666,37.0944666667,5.88606666667
415.79,7.42193333333,9.23636666667,4.10166666667,7.94873333333,7.5728,6.4354,7.63826666667,37.1891333333,5.89986666667
416.15,7.39806666667,9.21033333334,4.1064,7.93693333333,7.56413333333,6.4112,7.61513333333,37.2003333334,5.87946666667
416.51,7.3938,9.25139999999,4.10406666667,7.93546666667,7.5466,6.42013333333,7.60906666667,37.235,5.8616
416.86,7.3882,9.27203333333,4.08706666667,7.94266666667,7.53946666667,6.41833333333,7.61566666667,37.2213333333,5.84153333333
417.22,7.38506666667,9.26880000001,4.0906,7.94793333333,7.53146666667,6.43006666667,7.61626666667,37.2622,5.85333333333
417.58,7.3622,9.26773333334,4.0848,7.94926666667,7.5132,6.42886666667,7.61006666667,37.3179333333,5.84813333333
417.94,7.36073333333,9.2749,4.07193333333,7.94213333333,7.51286666667,6.42646666667,7.5962,37.3222,5.8272
418.29,7.32846666667,9.24933333333,4.05026666667,7.91693333333,7.48933333333,6.39993333334,7.5512,37.3321333333,5.80266666667
418.65,7.27913333333,9.21770000001,3.99526666667,7.8802,7.462,6.35113333333,7.49253333333,37.3334,5.749
419.01,7.23513333333,9.1745,3.94586666667,7.86153333333,7.42193333333,6.31446666667,7.45733333333,37.3534,5.70766666667
419.37,7.23886666667,9.1751,3.94546666667,7.85886666667,7.43606666667,6.30113333333,7.46086666667,37.3663333333,5.71073333333
419.73,7.243,9.18456666666,3.95393333333,7.85386666667,7.445,6.309,7.46093333333,37.4072,5.7086
420.08,7.236,9.18956666666,3.94126666667,7.85853333333,7.44573333333,6.3124,7.46133333333,37.4561333333,5.70706666666
420.44,7.20393333333,9.15533333333,3.92386666667,7.83986666667,7.4266,6.28146666667,7.43246666667,37.4300666667,5.69526666667
420.80,7.17506666667,9.1124,3.9072,7.80973333333,7.40866666667,6.24866666667,7.39913333333,37.4362,5.68133333333
421.16,7.16953333333,9.113,3.89473333333,7.79926666667,7.40126666667,6.23093333333,7.39173333333,37.441,5.66993333333
421.51,7.18886666667,9.12473333333,3.91233333333,7.812,7.42213333334,6.24786666667,7.41806666667,37.4542,5.6844
421.87,7.16366666667,9.10703333333,3.90646666667,7.78906666666,7.40186666666,6.2222,7.39413333333,37.4247333333,5.672
422.23,7.182,9.12823333333,3.9172,7.80253333333,7.4084,6.23073333333,7.41086666667,37.4984,5.68073333333
422.58,7.20753333333,9.14386666666,3.94066666667,7.8242,7.42106666667,6.25986666667,7.44273333333,37.5838666667,5.72093333333
422.94,7.2322,9.17649999999,3.97093333333,7.8384,7.44006666667,6.27806666667,7.46773333333,37.6184666667,5.744
423.30,7.2262,9.1769,3.9758,7.84006666666,7.42746666667,6.27486666667,7.4622,37.6390666667,5.74086666667
423.66,7.23186666667,9.19173333333,3.9832,7.86226666667,7.43326666667,6.27733333333,7.46433333333,37.6557333333,5.7542
424.01,7.2368,9.19596666666,3.99473333333,7.8622,7.42573333333,6.27726666667,7.4622,37.6750666667,5.7652
424.37,7.2458,9.2002,4.00366666667,7.8752,7.424,6.28226666667,7.466,37.7146,5.77
424.73,7.23913333333,9.20473333334,4.00226666667,7.86766666667,7.406,6.2664,7.45553333333,37.7026666666,5.76386666667
425.08,7.249,9.21349999999,4.0224,7.88686666667,7.41626666667,6.27906666667,7.45966666667,37.7351333333,5.78486666667
425.44,7.2374,9.21076666667,4.0238,7.8866,7.4068,6.27453333333,7.4518,37.7504666667,5.78146666667
425.80,7.2588,9.22173333334,4.04453333333,7.91126666667,7.43013333333,6.2996,7.46813333333,37.8215333333,5.80913333333
426.16,7.2598,9.22136666667,4.0472,7.91833333333,7.4266,6.30293333333,7.46813333334,37.8003333333,5.81413333333
426.51,7.27386666667,9.23926666666,4.0596,7.929,7.42666666667,6.29293333333,7.4704,37.8145333333,5.8114
426.87,7.2668,9.23506666666,4.05693333333,7.94166666667,7.42993333333,6.29586666667,7.45666666667,37.8417333333,5.81346666667
427.23,7.27006666667,9.24876666667,4.06333333333,7.958,7.44193333333,6.30826666667,7.45,37.8936666667,5.815
427.58,7.2516,9.22466666666,4.03446666667,7.9386,7.4106,6.28513333333,7.42106666667,37.9195333333,5.79226666667
427.94,7.2296,9.2128,4.021,7.925,7.39706666667,6.26133333333,7.3948,37.943,5.76353333333
428.30,7.23106666667,9.21546666667,4.0214,7.91893333333,7.41226666667,6.25773333333,7.3986,37.9936666667,5.7598
428.65,7.27326666667,9.26653333334,4.05193333333,7.95973333333,7.4546,6.3122,7.4524,38.1045333333,5.79626666667
429.01,7.28306666666,9.27760000001,4.04953333333,7.96326666667,7.4726,6.32506666667,7.464,38.1736666667,5.8024
429.37,7.29813333333,9.29233333334,4.04133333333,7.96946666667,7.4776,6.32013333333,7.4724,38.2506666667,5.80746666667
429.72,7.31473333333,9.31436666667,4.04473333333,7.98326666667,7.48153333333,6.32246666666,7.49666666667,38.2940666666,5.81286666667
430.08,7.33113333333,9.32973333334,4.04726666667,8.003,7.50066666667,6.33506666667,7.51206666667,38.3768,5.83046666667
430.44,7.3104,9.3187,4.02173333333,7.99273333333,7.50706666667,6.33353333333,7.49906666667,38.3952,5.825
430.79,7.281,9.29996666667,3.99753333333,7.97193333333,7.4918,6.31053333333,7.4856,38.4122,5.81486666667
431.15,7.26293333333,9.29713333334,3.9864,7.9596,7.484,6.30586666667,7.47133333333,38.4688,5.82566666666
431.50,7.26933333333,9.30776666666,3.99973333333,7.95833333333,7.50333333333,6.3136,7.49933333334,38.5069333333,5.8354
431.86,7.30013333333,9.33703333333,4.03293333333,8.0014,7.53746666667,6.35893333333,7.555,38.5526666667,5.87533333333
432.22,7.29953333333,9.34516666666,4.031,8.00333333333,7.53693333333,6.3668,7.5544,38.5766,5.88726666667
432.57,7.2998,9.3326,4.02893333333,8.0034,7.53046666667,6.36146666666,7.5442,38.5904,5.883
432.93,7.2862,9.32643333334,4.0238,8.00506666667,7.5238,6.3584,7.53393333333,38.5999333333,5.86933333333
433.29,7.289,9.32553333333,4.02433333333,8.0022,7.5216,6.35273333333,7.52626666667,38.5928666667,5.86966666667
433.64,7.29333333333,9.34143333333,4.02486666667,8.01353333333,7.53006666667,6.3654,7.5448,38.6264,5.86826666667
434.00,7.2476,9.28946666667,3.99073333333,7.96146666667,7.48066666667,6.31806666667,7.5034,38.5883333333,5.82046666667
434.35,7.23566666667,9.292,3.99993333333,7.9562,7.47293333333,6.30566666667,7.50786666667,38.606,5.82
434.71,7.25046666667,9.29726666666,4.00893333333,7.955,7.46993333333,6.31586666667,7.50966666667,38.6236,5.81193333333
435.07,7.23193333333,9.27983333334,3.99713333333,7.9406,7.45133333333,6.30226666667,7.50273333333,38.5652666667,5.78493333333
435.42,7.2082,9.27256666666,3.98393333333,7.9322,7.42786666667,6.2906,7.4746,38.5819333333,5.77273333333
435.78,7.17513333333,9.22900000001,3.94346666667,7.90426666667,7.3948,6.25113333333,7.42466666666,38.5615333333,5.7418
436.13,7.19166666667,9.24330000001,3.964,7.93213333333,7.40846666667,6.2612,7.43613333333,38.6056666667,5.7568
436.49,7.16826666667,9.24083333334,3.9524,7.92253333333,7.39946666667,6.24813333334,7.42046666667,38.6244666667,5.75053333333
436.84,7.1356,9.20803333334,3.92173333333,7.89713333333,7.36173333333,6.20933333333,7.39126666667,38.6282,5.72446666667
437.20,7.12593333333,9.21173333333,3.92573333333,7.89733333333,7.35266666667,6.202,7.37726666667,38.6696,5.71426666667
437.56,7.14293333334,9.22586666667,3.94386666667,7.92786666667,7.353,6.213,7.38126666667,38.7084,5.72986666667
437.91,7.1982,9.29493333334,3.99286666667,7.99113333333,7.40386666667,6.27993333333,7.42633333333,38.8082,5.7916
438.27,7.21693333333,9.31236666667,4.0024,8.01566666667,7.4178,6.29546666667,7.4392,38.8452666667,5.803
438.62,7.2072,9.31293333333,4.00093333333,8.0308,7.40966666667,6.279,7.43526666667,38.8871333333,5.80186666667
438.98,7.2292,9.3304,4.00506666667,8.0544,7.42166666667,6.2842,7.45633333333,38.9928666667,5.8152
439.33,7.25746666667,9.35870000001,4.03553333333,8.08093333333,7.4476,6.31006666667,7.49106666667,39.0044666666,5.85126666667
439.69,7.2842,9.3907,4.06333333333,8.10046666667,7.4648,6.32126666667,7.51393333333,39.0466666667,5.87953333333
440.04,7.26706666667,9.37906666667,4.05086666667,8.07873333333,7.45866666667,6.30686666667,7.509,39.0701333333,5.86986666667
440.40,7.25593333333,9.3679,4.04426666667,8.06726666667,7.43986666667,6.2928,7.48633333333,39.0618666667,5.86153333333
440.75,7.2874,9.39439999999,4.07113333333,8.08973333333,7.46613333333,6.32293333333,7.509,39.1061333333,5.88853333333
441.11,7.28646666667,9.3813,4.0628,8.08086666667,7.46446666667,6.32526666667,7.51373333333,39.1033333333,5.89093333333
441.47,7.25866666667,9.35990000001,4.03746666667,8.04673333333,7.44613333333,6.3066,7.4824,39.1291333333,5.87373333333
441.82,7.21966666667,9.33180000001,4.02526666667,8.0142,7.42253333333,6.261,7.46346666667,39.0688,5.8428
442.18,7.20226666667,9.30933333333,4.01013333333,7.99153333333,7.39953333333,6.2466,7.43553333333,39.0487333333,5.82086666667
442.53,7.21086666667,9.3159,4.0152,7.99866666667,7.4148,6.2636,7.44393333333,39.0716,5.83706666667
442.89,7.21146666667,9.32343333333,4.0256,8.00186666667,7.42226666667,6.27433333333,7.4424,39.0782666667,5.84966666667
443.24,7.20386666667,9.30966666666,4.01033333333,7.9938,7.41586666667,6.26233333333,7.42473333333,39.1267333333,5.82313333333
443.60,7.19246666667,9.31723333334,3.9946,7.98493333333,7.40646666667,6.26166666667,7.41473333333,39.1448666666,5.80393333333
443.95,7.19646666667,9.3461,4.00353333333,8.01473333333,7.40586666667,6.28986666667,7.43286666667,39.2082666667,5.82
444.31,7.20646666667,9.34699999999,4.0034,8.01006666667,7.40726666667,6.28966666667,7.4448,39.2411333333,5.81666666667
444.66,7.203,9.35569999999,4.01133333333,8.02446666667,7.4064,6.29446666667,7.4542,39.2710666667,5.82033333333
445.02,7.21013333333,9.38156666667,4.02566666667,8.04986666667,7.40906666667,6.3084,7.4652,39.3151333333,5.84146666667
445.37,7.20753333334,9.37460000001,4.03653333333,8.0572,7.41293333333,6.30226666667,7.46553333333,39.2996,5.84893333333
445.72,7.2094,9.36936666667,4.0314,8.0596,7.41793333333,6.30946666667,7.45713333334,39.3459333333,5.84306666667
446.08,7.20726666667,9.36786666667,4.0264,8.0644,7.4068,6.3094,7.4576,39.3692,5.8536
446.43,7.20613333333,9.36756666665,4.02673333333,8.06166666667,7.40513333333,6.30526666667,7.45053333334,39.3763333333,5.84826666667
446.79,7.20413333333,9.36956666667,4.0238,8.06126666667,7.40153333333,6.3024,7.45046666667,39.374,5.84646666667
447.14,7.19626666667,9.36649999999,4.0282,8.05993333333,7.3932,6.30206666667,7.45046666667,39.3725333333,5.8558
447.50,7.20806666667,9.3702,4.0436,8.072,7.40053333333,6.3178,7.463,39.4083333334,5.8774
447.85,7.20226666667,9.34673333332,4.0336,8.05026666667,7.39,6.29366666667,7.44193333333,39.3832,5.86673333333
448.21,7.22553333333,9.37726666667,4.06266666667,8.08493333333,7.42086666667,6.31286666667,7.4568,39.4570666667,5.89506666667
448.56,7.24413333333,9.39676666667,4.07266666667,8.0988,7.439,6.32673333333,7.46706666667,39.4981333333,5.9066
448.92,7.24786666667,9.38006666666,4.07,8.0962,7.44546666667,6.31373333333,7.46033333333,39.5108666667,5.89566666667
449.27,7.24586666667,9.39080000001,4.0602,8.098,7.4446,6.31773333333,7.46293333333,39.5740666667,5.8928
449.62,7.2496,9.40759999999,4.06573333333,8.10606666667,7.45493333333,6.33233333333,7.47453333333,39.6242666667,5.91613333333
449.98,7.27733333333,9.43963333332,4.092,8.12526666667,7.4852,6.35233333333,7.49086666667,39.6984666667,5.93426666667
450.33,7.28166666667,9.44723333334,4.09526666667,8.126,7.48693333333,6.35326666667,7.4904,39.7194666667,5.94586666667
450.69,7.276,9.43986666668,4.08333333333,8.12573333333,7.48346666667,6.34266666667,7.48893333333,39.7678666667,5.9374
451.04,7.26666666667,9.43230000001,4.06373333333,8.10966666667,7.47433333333,6.32326666667,7.4722,39.8038,5.925
451.40,7.238,9.41226666668,4.03753333333,8.08373333333,7.4488,6.29553333333,7.43246666667,39.7897333333,5.8926
451.75,7.23393333333,9.42293333332,4.02673333333,8.0894,7.4458,6.301,7.434,39.8136666667,5.88486666667
452.10,7.22773333333,9.41470000001,4.02,8.09266666667,7.4472,6.30826666667,7.43153333333,39.8119333333,5.8846
452.46,7.21866666667,9.40696666667,4.02806666667,8.09213333333,7.45146666667,6.30686666667,7.42533333333,39.8191333333,5.89813333333
452.81,7.2072,9.43296666665,4.03126666667,8.08866666667,7.45733333334,6.3106,7.42273333333,39.8685333334,5.89906666667
453.17,7.22366666666,9.44150000001,4.05393333333,8.09473333333,7.4674,6.32166666667,7.43046666667,39.8725333333,5.91
453.52,7.22853333333,9.44713333333,4.04986666667,8.0972,7.46046666667,6.30566666667,7.4258,39.8837333334,5.90093333333
453.87,7.20553333333,9.4201,4.0272,8.08526666667,7.44926666667,6.2858,7.4092,39.8732666667,5.8768
454.23,7.20886666666,9.41866666665,4.0204,8.09,7.44446666667,6.28573333333,7.40393333333,39.9185333333,5.86866666667
454.58,7.21706666667,9.43179999999,4.03526666667,8.08893333333,7.45086666667,6.28793333334,7.4066,39.9568666667,5.87213333333
454.93,7.24813333333,9.47153333332,4.08013333333,8.1344,7.49313333333,6.33086666667,7.43006666667,39.9732,5.90293333333
455.29,7.27373333333,9.49023333333,4.10933333334,8.16926666667,7.52266666667,6.3638,7.46706666667,40.0400666667,5.93953333333
455.64,7.3028,9.51736666667,4.14766666667,8.1924,7.54593333333,6.3866,7.48773333333,40.0726666666,5.9758
456.00,7.2746,9.50159999999,4.12126666667,8.16533333333,7.5124,6.3588,7.47293333333,40.0810666667,5.9512
456.35,7.2308,9.46629999999,4.0692,8.11866666667,7.4496,6.31286666667,7.4398,40.0237333333,5.89813333333
456.70,7.2032,9.42826666665,4.04186666667,8.09606666666,7.4102,6.28986666666,7.4126,39.9962666667,5.8778
457.06,7.18833333333,9.40693333333,4.02246666667,8.07933333333,7.39333333333,6.26273333333,7.39333333333,39.9615333333,5.86606666667
457.41,7.1754,9.38389999999,4.01986666667,8.0806,7.38906666667,6.28,7.37873333333,39.9238,5.86693333333
457.76,7.17826666667,9.39946666667,4.03006666667,8.09653333333,7.39366666667,6.28733333333,7.38866666667,39.9604,5.8836
458.12,7.16993333333,9.3979,4.0292,8.09366666667,7.3828,6.2894,7.387,39.9762666667,5.8832
458.47,7.15546666667,9.38683333333,4.0182,8.08706666667,7.3652,6.2864,7.365,39.9506,5.88206666667
