wavelength,Back_ThrOrnf,Belly_ThrOrnf,Breast_ThrOrnf,Crissum_ThrOrnf,Crown_ThrOrnf,DorTail_ThrOrnf,Patch10_ThrOrnf,Patch11_ThrOrnf,Rump_ThrOrnf,Throat_ThrOrnf,WingTip_ThrOrnf
309.64,11.2908888889,15.9547777778,18.0645555555,14.4648888889,12.8612222222,12.0384444444,16.1298888889,20.6662222222,15.9688888889,15.0748888889,11.1301111111
310.01,11.18,15.8094444444,18.0052222222,14.4572222222,12.7887777778,12.069,16.2816666667,20.7691111111,16.1485555556,15.2456666667,10.8497777778
310.38,11.8151111111,16.2567777778,18.5377777778,14.938,13.4455555556,12.5277777778,16.9072222222,21.3491111111,16.7734444445,15.9225555555,11.2001111111
310.75,11.8632222222,16.2315555555,18.8245555555,15.0816666667,13.8396666667,12.7158888889,17.1281111111,21.5793333333,17.0187777778,16.1573333333,11.1898888889
311.12,11.9094444445,16.3623333334,18.9082222222,15.4003333333,13.9375555556,12.63,17.303,21.821,17.1521111111,16.3582222222,11.18
311.49,12.0347777778,16.6405555556,18.902,15.5904444445,14.2484444444,12.8147777778,17.5206666667,22.0825555555,17.355,16.4793333333,11.0805555556
311.85,12.2756666667,17.1481111111,19.1884444444,16.0056666667,14.5917777778,13.0067777778,17.9231111111,22.765,17.8747777778,16.9293333333,11.1504444444
312.22,12.309,17.3767777778,19.2828888889,15.9117777778,14.8386666667,13.0526666667,17.9602222222,22.6988888889,18.0671111111,16.9582222222,10.9731111111
312.59,11.9276666667,17.2094444444,19.1343333333,15.7772222222,14.5867777778,12.735,17.4558888889,22.4592222222,17.8753333333,16.8398888889,10.3995555555
312.96,12.5884444445,17.6924444445,19.8971111111,16.2475555556,15.108,13.047,17.7481111111,22.7964444444,18.1047777778,17.5998888889,10.7266666667
313.33,12.3004444445,17.6116666667,19.4883333334,15.9582222222,14.9395555556,12.5231111111,17.2612222222,22.5347777778,17.645,17.1854444444,10.0496666667
313.70,13.1018888889,18.1213333333,20.2892222222,16.6236666667,15.5852222222,13.365,18.0352222222,23.2222222222,18.2743333333,17.8677777778,10.8192222222
314.07,13.0283333333,18.0102222222,20.1775555555,16.6323333333,15.4311111111,13.0576666666,17.6963333333,23.1096666667,18.0347777778,17.7405555556,10.665
314.43,12.3115555556,17.4954444445,19.575,16.129,14.9286666667,12.4623333334,16.8073333333,22.7646666667,17.2442222222,17.3347777778,10.0311111111
314.80,12.7931111111,18.3026666667,20.0104444444,16.5483333333,15.3496666667,12.9012222222,17.2943333333,23.359,17.6078888889,17.9475555555,10.4373333333
315.17,12.2893333333,17.8686666666,19.4058888889,15.8927777778,15.0155555556,12.3686666667,16.8014444445,23.1574444444,16.9863333333,17.3772222222,9.6582222222
315.54,12.0724444444,17.6308888889,19.4167777778,15.4873333333,14.7571111111,11.9674444444,16.2332222222,22.9472222222,16.9266666667,17.5936666667,9.5928888889
315.91,12.222,17.5711111111,19.4708888889,15.709,14.7353333333,12.1376666667,16.0794444444,22.8677777778,17.111,17.7247777778,9.7247777778
316.28,12.5385555556,17.8713333333,19.3886666667,15.9344444444,14.8892222222,12.3156666667,16.0724444444,23.3894444444,17.3405555556,18.0356666667,9.98088888889
316.64,12.7354444445,17.7925555555,19.5592222222,16.0206666667,15.1557777778,12.4716666667,16.3158888889,23.6936666667,17.5077777778,18.2302222222,9.92444444446
317.01,11.8285555556,17.0334444444,18.5327777778,15.2396666667,14.5864444444,11.6627777778,15.5662222222,23.3626666667,16.9156666667,17.5098888889,9.07633333332
317.38,11.832,16.9577777778,18.7035555556,15.3025555555,14.7526666667,11.6825555556,15.6708888889,23.4928888889,17.0004444444,17.684,9.23177777776
317.75,12.203,17.2607777778,19.0537777778,15.6122222222,14.7184444445,11.8337777778,15.7193333333,23.587,17.0895555556,18.0742222222,9.20577777777
318.12,12.2105555556,17.3153333334,19.2083333333,15.6317777778,14.822,11.9422222222,15.7604444444,23.5468888889,17.176,18.1413333334,9.20733333331
318.49,12.4525555556,17.4977777778,19.3416666667,15.8303333333,15.0872222222,12.0357777778,16.1991111111,23.8734444444,17.5298888889,18.2192222222,9.67333333333
318.85,12.443,17.1721111111,19.3442222222,16.0433333334,14.8933333333,11.9725555555,16.145,23.8325555556,17.5253333333,18.0066666667,9.55444444447
319.22,13.2671111111,17.8141111111,20.1894444445,16.6156666667,15.7652222222,12.7747777778,16.969,24.7685555555,18.1297777778,18.7984444445,10.4477777778
319.59,13.3041111111,18.069,20.3487777778,16.9701111111,16.1252222222,12.8872222222,17.1536666666,25.2381111111,18.2261111111,18.7837777778,10.4828888889
319.96,13.5724444444,18.1183333333,20.4234444444,17.1487777778,16.4431111111,12.9423333334,17.4397777778,25.5507777778,18.5112222222,18.9097777778,10.6748888889
320.32,13.7001111111,18.2722222222,20.8186666666,17.4002222222,16.4964444444,13.2855555555,17.9053333333,25.747,18.6814444444,19.2344444444,10.9941111111
320.69,14.3303333333,19.0028888889,21.2568888889,17.9952222222,16.8284444445,13.731,18.5414444444,26.3485555556,19.1832222222,19.931,11.7262222222
321.06,14.2264444444,19.1908888889,21.6128888889,18.2295555556,16.9791111111,13.9268888889,18.6973333333,26.5984444444,19.3588888889,20.0841111111,11.8835555556
321.43,14.1735555556,19.0174444444,21.753,18.3954444444,17.0092222222,13.7624444444,18.9491111111,26.8287777778,19.5603333333,19.9186666666,11.8015555556
321.80,13.8053333333,18.7343333334,21.4443333333,18.1547777778,17.0374444445,13.4608888889,18.6141111111,26.838,19.3661111111,19.6114444444,11.7377777778
322.16,14.6548888889,19.3267777778,22.0945555555,18.8061111111,17.892,14.2053333333,19.2555555555,27.7573333333,20.0827777778,20.573,12.3367777778
322.53,14.5623333333,19.2474444445,22.3075555556,18.8262222222,17.873,14.0556666667,19.2073333333,27.5294444445,20.02,20.4715555555,11.8986666667
322.90,14.5988888889,19.4261111111,22.6096666667,18.9207777778,18.1456666667,14.2113333333,19.5143333333,27.9862222222,20.1914444444,20.726,11.9107777778
323.27,14.4765555555,19.666,22.8827777778,19.3068888889,18.3206666667,14.4191111111,19.5892222222,27.9285555555,20.604,20.8531111111,12.0062222222
323.63,14.9403333333,20.1468888889,23.4041111111,19.6305555555,18.7976666666,15.1218888889,20.2493333333,28.3921111111,21.1844444444,21.4684444445,12.5627777778
324.00,14.6048888889,19.9098888889,23.3261111111,19.2026666667,18.5686666667,14.7555555556,19.7728888889,28.1608888889,20.6987777778,21.1367777778,12.265
324.37,14.2375555555,19.3963333333,23.0206666667,18.9296666667,18.4451111111,14.1792222222,19.4231111111,27.9685555555,20.2934444444,20.5982222222,11.748
324.74,13.4152222222,18.7154444445,22.4204444444,18.3408888889,18.1777777778,13.4151111111,18.7637777778,27.3458888889,19.7242222222,19.9401111111,11.1066666667
325.10,13.435,18.6996666666,22.3946666667,18.1563333333,18.2771111111,13.3273333333,18.7211111111,27.3833333333,19.7386666667,19.769,11.0852222222
325.47,13.8183333333,19.0343333333,22.6564444444,18.5072222222,18.6633333333,13.8182222222,18.8192222222,27.7334444444,19.979,20.1601111111,11.4946666667
325.84,14.0366666666,19.4413333333,23.1821111111,18.9902222222,18.862,14.0615555555,19.0687777778,28.082,20.451,20.3972222222,11.6696666667
326.21,13.331,19.2077777778,22.799,18.4827777778,18.3345555556,13.4421111111,18.7258888889,27.3986666667,19.8377777778,19.5575555555,11.0946666667
326.57,13.3044444444,19.2783333333,22.8571111111,18.4086666667,18.4415555556,13.5931111111,18.6188888889,27.7675555555,20.1277777778,19.5877777778,11.1687777778
326.94,13.2102222222,19.1538888889,22.8793333333,18.3693333333,18.5336666667,13.5714444445,18.3117777778,27.5332222222,19.9796666667,19.2072222222,11.2713333333
327.31,13.372,18.9996666667,22.9373333333,18.3583333333,18.5556666667,13.4092222222,18.3416666667,27.6278888889,19.9325555556,19.2173333333,11.3782222222
327.67,13.73,18.9433333333,23.2058888889,18.9474444444,18.8122222222,13.6522222222,18.5417777778,27.7837777778,20.1525555556,19.1605555556,11.6971111111
328.04,13.8631111111,19.0162222222,23.3073333333,19.2803333333,18.9296666667,13.8385555555,18.7151111111,27.9777777778,20.25,19.3217777778,11.7423333333
328.41,14.1726666667,19.4548888889,23.5477777778,19.5624444445,19.4507777778,14.1892222222,18.9328888889,28.279,20.5196666667,19.7738888889,12.2132222222
328.78,14.7285555556,19.6966666667,24.2686666667,20.1301111111,19.8966666666,14.6827777778,19.288,28.6446666666,20.9595555555,20.1215555556,12.6073333333
329.14,15.0408888889,19.7372222222,24.459,20.2805555556,19.9897777778,14.7671111111,19.4382222222,28.8347777778,21.1524444444,20.3224444444,12.9181111111
329.51,14.8628888889,19.2538888889,23.9878888889,19.9227777778,19.745,14.2742222222,19.1183333333,28.5062222222,21.0154444444,19.796,12.5296666667
329.88,14.8418888889,18.9014444444,23.5667777778,19.7081111111,19.8446666667,14.1246666667,19.2596666667,28.3861111111,20.9672222222,19.627,12.3193333333
330.24,15.1435555556,18.863,23.8953333333,20.0686666667,20.223,14.2298888889,19.4852222222,28.9188888889,21.2786666667,19.9572222222,12.6683333333
330.61,15.6034444444,19.0425555556,24.302,20.3638888889,20.4492222222,14.427,19.9931111111,29.1096666667,21.4082222222,20.0785555556,13.0714444444
330.98,15.3762222222,18.693,23.7701111111,20.0535555556,20.0196666667,14.0283333333,19.7388888889,28.9108888889,21.2866666667,19.9216666667,12.6588888889
331.34,15.2242222222,18.5743333333,23.6435555556,20.1887777778,19.912,13.9243333334,19.5261111111,28.9181111111,21.3795555556,19.5805555556,12.7338888889
331.71,14.2614444444,17.741,22.7313333333,19.2848888889,19.1136666667,12.9092222222,18.6174444444,28.1217777778,20.549,18.709,11.8828888889
332.08,14.1061111111,17.3698888889,22.5116666667,18.9003333333,18.9832222222,12.588,18.5032222222,28.1086666667,20.6047777778,18.3916666667,11.6944444445
332.44,13.6304444444,17.155,22.3575555556,18.6156666667,18.3941111111,12.141,18.0534444445,27.5808888889,20.3923333333,17.758,11.0248888889
332.81,13.2157777778,16.7737777778,21.87,17.9721111111,18.053,11.601,17.7982222222,27.371,19.9513333333,17.454,10.7346666667
333.18,13.3682222222,16.9416666667,21.9968888889,18.396,18.1984444444,11.7987777778,18.1312222222,27.5346666667,20.1667777778,17.8031111111,10.8383333333
333.54,13.4682222222,17.1836666666,22.2066666667,18.4481111111,18.2687777778,11.8954444444,18.421,27.6665555555,20.2513333334,18.0697777778,10.8886666667
333.91,13.6628888889,17.4142222222,22.568,18.4787777778,18.4713333333,11.922,18.4673333333,28.037,20.2506666667,18.1867777778,11.1151111111
334.28,13.6043333333,17.2693333334,22.4624444444,18.257,18.3582222222,11.8321111111,18.4258888889,27.8962222222,19.9843333333,17.9678888889,10.8933333333
334.64,13.2817777778,16.9066666667,22.0525555556,18.0916666667,18.0621111111,11.5614444444,18.0843333333,27.6226666667,19.6566666667,17.6966666667,10.6163333333
335.01,13.543,17.1633333333,22.3812222222,18.2657777778,18.2657777778,11.7252222222,18.2835555556,27.8772222222,19.7506666667,17.8284444445,10.9086666667
335.38,13.5512222222,17.0302222222,22.2867777778,18.1983333333,18.123,11.5444444444,18.3024444444,27.6647777778,19.5672222222,17.9906666667,10.5987777778
335.74,13.945,17.2054444444,22.7678888889,18.4023333333,18.4482222222,11.8294444444,18.8001111111,28.0487777778,19.9198888889,18.4516666667,10.8505555556
336.11,13.994,17.3976666667,22.9326666667,18.5944444445,18.4495555555,12.0145555556,18.9425555556,28.0434444444,19.8634444444,18.3391111111,10.9903333334
336.47,14.1751111111,17.4462222222,23.0374444444,18.669,18.6421111111,12.0554444444,19.1651111111,28.4656666666,20.0245555556,18.5127777778,11.2875555555
336.84,14.2036666667,17.5278888889,22.8636666667,18.9215555555,18.4312222222,12.0044444444,19.1327777778,28.5012222222,20.278,18.3607777778,11.2521111111
337.21,13.783,17.1575555556,22.434,18.5117777778,17.8497777778,11.5076666667,18.5991111111,28.1843333333,19.742,17.6344444444,10.7245555556
337.57,13.6456666667,16.9696666667,22.3855555555,18.4918888889,17.5793333333,11.381,18.3253333333,28.0243333333,19.5476666667,17.2926666667,10.778
337.94,13.2687777778,16.6498888889,22.0161111111,18.3288888889,17.0822222222,11.0613333334,18.0398888889,27.5216666667,19.2598888889,16.8696666667,10.536
338.31,13.0734444445,16.4787777778,21.8731111111,18.1647777778,16.881,11.0211111111,17.7592222222,27.5168888889,19.3554444444,16.8212222222,10.4758888889
338.67,13.2313333334,16.6317777778,21.8218888889,18.1768888889,16.8832222222,11.0348888889,17.8328888889,27.7066666667,19.4634444445,16.8866666667,10.4362222222
339.04,13.1262222222,16.6733333334,21.8112222222,18.2905555556,16.8671111111,10.9334444444,17.6924444444,27.7185555556,19.359,16.7587777778,10.309
339.40,12.7436666667,16.6143333333,21.5287777778,18.0767777778,16.6963333333,10.7085555555,17.5174444444,27.7385555555,19.186,16.4573333333,10.0674444444
339.77,12.7175555556,16.8522222222,21.3164444445,18.159,16.5817777778,10.5311111111,17.4128888889,27.7616666667,19.117,16.2203333333,9.99644444446
340.14,12.3876666667,16.4274444445,20.9198888889,17.8268888889,16.2626666667,10.2224444444,16.99,27.4353333334,18.7898888889,16.0332222222,9.56944444444
340.50,12.2866666667,16.2132222222,20.7456666667,17.8052222222,15.9667777778,10.1632222222,17.0206666667,27.174,18.7468888889,15.8994444444,9.38788888891
340.87,12.4758888889,16.6475555556,21.2134444444,17.9617777778,16.4472222222,10.5733333333,17.3888888889,27.5264444444,18.8526666667,16.145,9.5392222222
341.23,12.7966666667,17.0934444444,21.4123333333,18.1984444444,16.8517777778,10.9227777778,17.7088888889,27.7745555555,19.3722222222,16.5411111111,9.8901111111
341.60,12.6748888889,17.1432222222,21.2634444444,18.1978888889,16.8451111111,10.8225555555,17.7076666667,27.7606666667,19.2311111111,16.5408888889,9.76144444443
341.96,12.843,17.3011111111,21.4661111111,18.2614444445,16.8862222222,10.9677777778,17.9197777778,27.9638888889,19.2736666667,16.746,9.83044444446
342.33,12.6055555555,17.2814444444,21.2628888889,18.0994444444,16.5177777778,10.7291111111,17.8168888889,27.8937777778,18.8874444444,16.5627777778,9.52044444442
342.70,12.6874444445,17.5228888889,21.4902222222,18.3197777778,16.6106666667,10.7983333333,17.8415555556,27.7983333333,18.9486666667,16.7315555556,9.66744444443
343.06,12.3847777778,17.2701111111,21.2191111111,17.9243333333,16.1417777778,10.5295555555,17.7118888889,27.529,18.7006666667,16.5196666667,9.31122222223
343.43,12.6891111111,17.48,21.3818888889,17.9658888889,16.3365555556,10.8138888889,17.8658888889,27.6507777778,18.8634444444,16.7453333333,9.436
343.79,12.6362222222,17.5903333333,21.5101111111,18.0838888889,16.3904444445,10.999,17.941,27.653,18.953,16.9626666667,9.45955555556
344.16,12.6591111111,17.895,21.5606666667,18.1925555556,16.2943333334,10.9333333333,18.0007777778,27.8555555555,19.0262222222,17.0418888889,9.53255555556
344.52,12.2954444444,17.6686666667,21.2188888889,17.932,15.9854444444,10.5874444445,17.7015555556,27.4965555555,18.6337777778,16.7805555556,9.20855555554
344.89,12.0384444445,17.3553333333,20.8151111111,17.6997777778,15.5982222222,10.4035555555,17.3933333333,27.2518888889,18.4643333333,16.466,8.97722222222
345.25,11.881,17.239,20.7926666667,17.621,15.4482222222,10.3491111111,17.5025555555,27.2216666667,18.2268888889,16.3745555555,8.8818888889
345.62,11.9253333333,17.1232222222,20.7092222222,17.4874444444,15.2192222222,10.3613333333,17.4687777778,27.1873333333,18.1544444444,16.3464444445,8.71944444443
345.99,11.7838888889,17.0247777778,20.5298888889,17.3015555555,14.988,10.1667777778,17.261,27.202,18.0038888889,16.1366666667,8.43433333333
346.35,12.3886666667,17.2505555555,20.8727777778,17.7387777778,15.4823333333,10.5031111111,17.6134444445,27.4312222222,18.459,16.472,8.94544444443
346.72,12.3231111111,17.1758888889,20.8145555555,17.6052222222,15.3556666667,10.4943333333,17.5703333333,27.5472222222,18.5623333333,16.2512222222,8.7971111111
347.08,12.3917777778,17.175,20.632,17.7105555556,15.448,10.522,17.5545555556,27.6055555556,18.6737777778,16.2308888889,8.8351111111
347.45,12.1614444445,16.8713333333,20.4772222222,17.5554444444,15.0022222222,10.2144444444,17.2294444444,27.2904444445,18.4493333333,15.9987777778,8.5258888889
347.81,12.1266666667,16.6827777778,20.2562222222,17.3311111111,14.7004444444,10.0012222222,17.0258888889,27.2294444444,18.1791111111,15.8483333333,8.38855555556
348.18,12.1675555556,16.7368888889,20.274,17.3262222222,14.7104444444,10.0032222222,17.1016666667,27.2914444444,18.2744444444,15.8126666667,8.30099999999
348.54,12.5307777778,17.1628888889,20.6242222222,17.6305555555,15.0022222222,10.4026666667,17.317,27.9901111111,18.6608888889,16.0678888889,8.54755555553
348.91,12.5707777778,17.2575555556,20.7568888889,17.7027777778,15.1474444444,10.3906666667,17.3681111111,28.0637777778,18.5851111111,16.2673333333,8.58544444445
349.27,12.5995555556,17.2338888889,20.7471111111,17.7675555555,15.0937777778,10.3681111111,17.1561111111,28.1196666667,18.591,16.3032222222,8.41033333332
349.64,12.2827777778,17.3771111111,20.6456666667,17.6721111111,14.9748888889,10.127,17.058,28.1801111111,18.5272222222,16.1733333333,8.12422222223
350.00,12.4082222222,17.449,20.6997777778,17.8725555555,15.2226666667,10.24,17.1497777778,28.1817777778,18.7332222222,16.3503333333,8.23866666668
350.37,11.9601111111,17.3536666667,20.4737777778,17.6226666667,14.9011111111,9.86888888889,16.8393333333,27.8975555556,18.4826666667,16.159,7.87766666666
350.73,11.985,17.5728888889,20.4618888889,17.7731111111,14.9828888889,9.94111111109,16.9567777778,28.0962222222,18.509,16.3871111111,8.05566666667
351.10,12.0142222222,17.6343333333,20.6198888889,17.6371111111,15.0306666667,10.0351111111,17.0846666667,28.0694444445,18.5943333333,16.5091111111,8.10755555557
351.46,12.0996666667,17.9206666667,20.6956666667,17.8311111111,15.1197777778,10.1758888889,17.3266666667,28.2746666667,18.7462222222,16.6615555556,8.32066666668
351.83,12.1054444444,18.0111111111,20.8346666667,17.7675555556,15.1978888889,10.2307777778,17.3515555556,28.3232222222,18.8534444445,16.5171111111,8.21922222223
352.19,11.9165555555,17.8976666667,20.7422222222,17.7238888889,15.1562222222,10.1668888889,17.2582222222,28.0847777778,18.5896666667,16.425,8.04277777779
352.55,11.7638888889,17.7122222222,20.5987777778,17.5323333333,15.0457777778,9.89055555557,16.9943333333,27.918,18.3052222222,16.3913333333,7.82177777777
352.92,11.9171111111,17.8744444445,20.7533333333,17.6032222222,15.0053333333,9.9331111111,17.0733333333,28.0167777778,18.5423333333,16.6544444444,7.96366666666
353.28,11.7873333333,17.8543333333,20.6686666667,17.5245555556,14.9602222222,9.83377777778,17.0061111111,27.8893333333,18.4215555555,16.577,7.98666666666
353.65,12.1453333333,18.0164444444,20.9461111111,17.7435555555,15.279,10.1692222222,17.1956666667,28.2142222222,18.6854444445,16.9252222222,8.28833333332
354.01,12.0471111111,18.1008888889,20.9323333333,17.6795555555,15.109,10.1074444445,17.1346666667,28.1573333333,18.641,16.9741111111,8.25199999999
354.38,11.8975555556,18.0394444445,20.8215555556,17.5544444444,14.8984444444,10.0188888889,17.0184444444,28.2056666667,18.5615555555,16.869,8.02511111111
354.74,11.6352222222,17.8553333333,20.7428888889,17.2973333333,14.7928888889,9.87233333334,16.8165555556,28.0046666667,18.3203333333,16.7527777778,7.672
355.11,11.752,17.9765555556,20.8492222222,17.4397777778,14.7046666667,9.76455555555,16.7164444445,28.156,18.2826666667,16.794,7.60188888888
355.47,11.793,18.0652222222,20.9083333333,17.4661111111,14.7668888889,9.74088888888,16.6798888889,28.307,18.2134444444,16.7561111111,7.56222222221
355.83,11.9431111111,18.3687777778,21.0816666667,17.6965555556,14.9643333334,9.92799999999,16.9283333334,28.5585555556,18.4667777778,17.0198888889,7.83866666668
356.20,12.0953333333,18.5593333333,21.2087777778,17.7453333333,15.0543333333,10.0996666667,16.9935555556,28.7091111111,18.7045555555,17.1971111111,8.10433333334
356.56,12.1486666667,18.6946666667,21.2521111111,17.7942222222,15.1266666666,10.1306666667,17.1037777778,28.7456666667,18.852,17.2673333333,8.11688888889
356.93,12.041,18.5578888889,21.0766666667,17.7426666667,14.9141111111,10.002,16.8648888889,28.7128888889,18.6807777778,16.9778888889,7.95433333333
357.29,11.9818888889,18.4997777778,21.0327777778,17.645,14.8732222222,9.93344444443,16.7543333333,28.724,18.6713333334,16.9357777778,7.81311111111
357.66,11.9944444444,18.5747777778,21.1325555556,17.7091111111,14.8195555555,9.84877777779,16.7531111111,28.5316666667,18.7748888889,16.9452222222,7.80933333332
358.02,11.9768888889,18.5674444445,21.1747777778,17.6166666667,14.8586666667,9.83544444446,16.743,28.662,18.7472222222,16.9323333333,7.72511111112
358.38,12.1898888889,18.7974444444,21.4023333334,17.8623333333,15.0837777778,10.0838888889,16.9443333333,28.8961111111,18.9314444444,17.0651111111,7.98866666667
358.75,12.2897777778,18.8044444444,21.4124444444,17.8822222222,15.1062222222,10.0394444444,16.8565555556,28.9767777778,19.0145555555,17.0798888889,7.98477777779
359.11,12.2175555555,18.7766666667,21.4425555555,17.8525555555,15.203,10.0066666667,16.8182222222,29.1693333333,19.0003333333,17.1576666667,7.97055555557
359.48,12.1097777778,18.7476666667,21.4222222222,17.8034444445,15.2556666667,9.97877777776,16.7255555555,29.2223333333,19.0501111111,17.1951111111,7.90200000001
359.84,12.001,18.5991111111,21.3937777778,17.6575555556,15.1433333334,9.80711111112,16.5691111111,29.087,18.943,17.1288888889,7.77022222223
360.20,12.0368888889,18.6357777778,21.4614444444,17.6616666667,15.1528888889,9.81333333332,16.604,29.2414444444,18.9928888889,17.1545555556,7.71155555556
360.57,12.1507777778,18.652,21.6448888889,17.7534444445,15.299,9.927,16.6666666667,29.3122222222,19.1532222222,17.2701111111,7.87322222223
360.93,12.2728888889,18.8654444445,21.7924444444,17.8133333333,15.5516666667,10.0494444444,16.7818888889,29.4672222222,19.3444444445,17.4855555555,7.91533333332
361.29,12.3921111111,19.0471111111,21.9468888889,17.9632222222,15.6266666667,10.0773333333,16.8996666667,29.528,19.4506666667,17.5941111111,8.044
361.66,12.3055555555,18.9621111111,21.8152222222,17.868,15.5767777778,9.98144444443,16.7942222222,29.5284444445,19.3457777778,17.5091111111,7.97944444446
362.02,12.3982222222,19.117,21.9227777778,18.0234444444,15.7258888889,10.0868888889,16.8701111111,29.5662222222,19.4932222222,17.5752222222,8.07177777778
362.39,12.2623333333,18.9644444445,21.7552222222,17.8608888889,15.6761111111,9.90944444445,16.6957777778,29.3562222222,19.3763333333,17.5178888889,7.92066666667
362.75,12.2423333333,18.9884444444,21.8501111111,17.8078888889,15.6175555555,9.84766666666,16.6256666667,29.2525555556,19.3218888889,17.5374444444,7.928
363.11,12.2881111111,19.0342222222,21.9344444444,17.8461111111,15.7424444444,9.90466666667,16.672,29.1473333334,19.3404444444,17.5475555556,7.96033333334
363.48,12.2926666667,18.9502222222,21.993,17.7338888889,15.733,9.88388888888,16.6132222222,29.0034444444,19.3218888889,17.5283333333,7.93155555555
363.84,12.3377777778,18.9487777778,21.9355555555,17.757,15.7594444445,9.95633333332,16.5925555555,29.0608888889,19.3231111111,17.593,7.85644444443
364.20,12.3772222222,19.0073333333,22.0426666666,17.8382222222,15.9234444444,9.97099999999,16.5462222222,29.1241111111,19.3776666667,17.7024444445,7.90122222221
364.57,12.3638888889,19.0335555556,21.9594444444,17.7726666667,15.8761111111,9.91744444446,16.4112222222,29.0888888889,19.2667777778,17.6164444445,7.7961111111
364.93,12.2914444444,18.937,22.0552222222,17.7861111111,15.9126666667,9.83633333335,16.3542222222,28.9864444444,19.175,17.5794444445,7.78788888889
365.29,12.2283333333,18.8115555556,22.0372222222,17.6675555556,15.884,9.75888888888,16.1921111111,28.9802222222,19.1297777778,17.5393333334,7.63222222223
365.66,12.4392222222,19.084,22.3455555556,17.874,16.2256666667,10.0428888889,16.3873333333,29.2052222222,19.3106666667,17.7608888889,7.848
366.02,12.5165555556,19.12,22.4533333334,17.9507777778,16.3122222222,10.1293333333,16.3476666667,29.3383333333,19.3895555556,17.8283333333,7.90833333335
366.38,12.7074444444,19.2573333334,22.6873333333,18.0825555555,16.5722222222,10.2446666667,16.4273333333,29.5846666666,19.5337777778,17.8972222222,7.96255555555
366.75,12.615,19.2111111111,22.5741111111,18.0928888889,16.6226666667,10.157,16.4128888889,29.6081111111,19.4545555556,17.8626666667,7.88333333333
367.11,12.554,19.1991111111,22.5926666667,18.0891111111,16.5936666666,10.0914444444,16.2895555556,29.5758888889,19.5574444444,17.9326666667,7.88899999999
367.47,12.8077777778,19.4621111111,22.8198888889,18.3328888889,16.8665555555,10.3001111111,16.5023333334,29.7944444445,19.7263333333,18.1634444445,8.13422222223
367.84,13.001,19.5914444445,23.0292222222,18.5236666667,17.0777777778,10.2974444444,16.515,29.8804444444,19.7864444445,18.2574444444,8.31266666668
368.20,13.0785555556,19.6704444444,23.1457777778,18.5975555556,17.1978888889,10.3418888889,16.6,29.8341111111,19.8515555556,18.3484444444,8.37933333332
368.56,12.9451111111,19.633,23.2558888889,18.5523333333,17.1926666667,10.1687777778,16.5812222222,29.7023333334,19.8578888889,18.3006666667,8.33988888889
368.93,12.9373333333,19.7067777778,23.245,18.5443333333,17.19,10.1844444444,16.627,29.716,19.8854444444,18.364,8.35655555557
369.29,13.0622222222,19.896,23.3853333333,18.6943333333,17.4158888889,10.3552222222,16.7833333333,29.7885555556,20.0445555555,18.5108888889,8.59266666668
369.65,13.0045555555,19.8002222222,23.3541111111,18.6532222222,17.3647777778,10.2798888889,16.7065555555,29.7841111111,19.9912222222,18.4072222222,8.56111111112
370.01,12.9561111111,19.8055555555,23.4246666667,18.6294444445,17.4531111111,10.2511111111,16.7333333333,29.7207777778,19.9077777778,18.4332222222,8.55622222223
370.38,13.0793333333,19.9543333333,23.6874444444,18.7447777778,17.5482222222,10.3832222222,16.832,29.8201111111,20.0181111111,18.7056666667,8.67233333335
370.74,13.3958888889,20.2141111111,24.0378888889,19.0063333333,17.8824444444,10.6343333334,17.0401111111,30.0202222222,20.329,18.9011111111,8.88466666666
371.10,13.3725555556,20.171,23.9782222222,18.924,17.9176666667,10.5477777778,16.9867777778,29.963,20.2047777778,18.7796666667,8.71166666668
371.46,13.1121111111,19.9956666667,23.8327777778,18.7291111111,17.7022222222,10.2027777778,16.7617777778,29.669,20.0326666667,18.5068888889,8.48477777778
371.83,12.8608888889,19.8028888889,23.75,18.4814444444,17.5185555556,10.0876666667,16.619,29.391,19.8918888889,18.3055555556,8.35399999999
372.19,12.725,19.6494444444,23.6542222222,18.3644444444,17.3361111111,9.91033333332,16.5067777778,29.2445555556,19.7284444444,18.151,8.18855555554
372.55,12.7567777778,19.6713333333,23.6808888889,18.4122222222,17.4157777778,10.0516666667,16.5637777778,29.2765555555,19.7025555556,18.2187777778,8.26933333332
372.92,12.9133333334,19.8553333334,23.8178888889,18.4845555556,17.6178888889,10.1003333333,16.5433333333,29.2733333333,19.766,18.2405555556,8.36844444446
373.28,12.8637777778,19.9048888889,23.9262222222,18.3732222222,17.6376666667,10.1065555556,16.5032222222,29.2556666666,19.7531111111,18.2385555555,8.2508888889
373.64,12.8333333333,19.8105555556,23.9835555556,18.3027777778,17.6011111111,10.0546666667,16.4822222222,29.1244444445,19.7045555555,18.2965555555,8.17344444446
374.00,12.7208888889,19.6806666667,23.988,18.2022222222,17.4932222222,9.92000000001,16.3701111111,28.9736666667,19.6037777778,18.2378888889,8.08444444443
374.37,12.5952222222,19.6168888889,23.9103333333,18.1128888889,17.4186666667,9.79922222222,16.2511111111,28.8722222222,19.5432222222,18.0605555555,8.02355555554
374.73,12.3252222222,19.4162222222,23.8291111111,17.8754444445,17.2005555556,9.63844444444,16.024,28.5865555556,19.3375555556,17.8832222222,7.88199999999
