wavelength,Back_DacLinm,Belly_DacLinm,Breast_DacLinm,Crissum_DacLinm,Crown_DacLinm,DorTail_DacLinm,Rump_DacLinm,Throat_DacLinm,WingTip_DacLinm
324.00,5.6384,24.7406666667,42.4640666667,22.5122,35.3573333333,4.4106,48.7420666666,35.7098,3.46813333333
324.37,5.7844,25.0737333333,42.8187333333,22.7087333333,35.5082666667,4.57,48.9334666667,35.9886666667,3.65606666667
324.74,5.78233333333,25.2074666667,42.9528,22.8069333333,35.549,4.5594,49.1042,36.0139333333,3.65246666667
325.10,5.889,25.4871333333,43.3206,22.9952,35.8460666667,4.57766666667,49.5000666667,36.2618666667,3.6556
325.47,5.9678,25.7212666667,43.4557333333,23.2093333333,36.0592666667,4.7002,49.7535333333,36.4202666666,3.68833333333
325.84,6.0314,26.0129333333,43.8338,23.4465333333,36.3438666667,4.72746666667,50.1714666667,36.6543333333,3.74793333333
326.21,6.0374,26.3026,44.1674666667,23.5017333333,36.5558666667,4.73773333333,50.4655333333,36.9304666667,3.7292
326.57,6.08146666667,26.7000666667,44.5644666667,23.7162,36.9676666667,4.83806666667,50.8227333333,37.3124666667,3.74326666667
326.94,6.01626666667,26.7372,44.5385333333,23.684,36.9240666667,4.88086666667,50.7773333333,37.2486666667,3.73046666666
327.31,5.82006666667,26.5734666667,44.3974666667,23.5254666667,36.7791333333,4.81466666667,50.6197333333,37.186,3.5524
327.67,5.73553333333,26.7727333333,44.6678666667,23.6016666667,36.9639333333,4.68153333334,50.8522666666,37.2702666667,3.44413333333
328.04,5.82393333333,27.0072666667,44.7653333333,23.7036666667,37.0810666667,4.7546,50.9514666667,37.3854666667,3.57433333333
328.41,5.7704,27.1708,44.8128,23.766,37.3544666667,4.69293333333,51.2120666667,37.4744,3.53393333333
328.78,5.77466666667,27.3958,45.0288,23.9506666667,37.5649333333,4.7262,51.3261333333,37.5664,3.6094
329.14,5.8602,27.6751333333,45.3198666667,24.3174666667,37.9077333333,4.94886666667,51.6904,37.9202666667,3.76626666667
329.51,5.94666666667,28.0321333333,45.6486,24.6004,38.2840666667,5.05866666667,52.0425333334,38.2493333333,3.855
329.88,5.9298,28.2300666667,45.925,24.8678666667,38.536,5.06973333333,52.3706,38.512,3.8844
330.24,5.94033333333,28.3982666667,46.1000666667,25.098,38.7509333333,5.1482,52.6362666666,38.7186666667,3.86186666667
330.61,5.97066666667,28.4548,46.0172,25.1992666667,38.6096,5.1656,52.6645333333,38.5935333333,3.8634
330.98,6.041,28.7228,46.183,25.5442666667,38.8920666667,5.1756,52.9837333333,38.8522,3.98626666667
331.34,6.1088,29.0727333333,46.6092666667,25.9384,39.2670666667,5.15946666666,53.6234,39.1587333333,4.03766666667
331.71,6.2128,29.2182,46.6696666667,26.2017333333,39.2924666667,5.29553333333,53.6227333333,39.2642,4.07126666667
332.08,6.25733333333,29.4279333333,46.9132666666,26.4697333333,39.5751333333,5.29913333333,53.9566,39.4682,4.01393333333
332.44,6.06866666667,29.4014,47.0545333333,26.5302,39.5202666667,5.13986666667,53.9679333333,39.4328666667,3.7924
332.81,5.99173333333,29.5573333333,47.1707333333,26.5834,39.5596666667,5.15933333333,54.3549333333,39.5187333333,3.70186666667
333.18,6.07033333333,29.7004,47.318,26.6369333333,39.5970666667,5.23766666667,54.4264,39.5167333333,3.8158
333.54,6.11726666666,29.7961333333,47.5287333333,26.7558,39.7106666666,5.31246666667,54.5503333333,39.6201333333,3.93006666667
333.91,6.06373333333,30.0480666667,47.5588666667,26.8178666667,39.8388,5.2882,54.66,39.6215333333,3.84633333333
334.28,5.97953333333,30.2142666667,47.8008666667,27.0258666667,39.9432666667,5.16893333333,54.9105333333,39.787,3.8204
334.64,6.0356,30.364,48.1240666667,27.2161333333,40.2374,5.11086666666,55.1475333333,40.0084666667,3.8716
335.01,5.86926666667,30.3735333333,48.3452,27.1463333333,40.3638,4.86686666667,55.3352666667,40.1198,3.58293333333
335.38,5.8026,30.5410666667,48.5810666667,27.2616666667,40.5121333333,4.7246,55.6093333334,40.2291333333,3.48793333333
335.74,5.61846666667,30.5947333333,48.7342666667,27.2950666667,40.7794,4.4908,55.8236666667,40.3210666667,3.32706666667
336.11,5.5188,30.6653333333,48.8556666667,27.3516666667,40.7282666667,4.44406666667,55.9391333333,40.333,3.30966666667
336.47,5.84893333333,31.201,49.4474666667,27.8094666667,41.2715333333,4.7346,56.5452,40.8674,3.62946666667
336.84,5.97026666667,31.3743333333,49.6955333333,28.0077333333,41.5656,4.7608,56.6493333333,41.0924666667,3.74126666667
337.21,6.01006666667,31.6575333333,50.0331333333,28.2313333333,41.9114666667,4.7166,57.0188666667,41.4164666667,3.7278
337.57,6.13586666667,31.9886,50.3186666667,28.5262666667,42.2178666667,4.81626666667,57.3922666667,41.6238666667,3.78906666667
337.94,6.29966666666,32.2282,50.7144,28.7888,42.5652,4.96786666667,57.7388666667,41.9309333333,3.93753333333
338.31,6.52326666667,32.5211333333,51.0180666667,28.9532666667,42.9604666667,5.20133333333,57.9924666667,42.2070666667,4.1704
338.67,6.5978,32.8350666667,51.2486666667,29.1600666667,43.1853333333,5.3646,58.3034,42.4324666667,4.32766666667
339.04,6.85246666667,33.1759333333,51.5189333334,29.4722,43.5074666667,5.64213333333,58.7172,42.7177333333,4.66386666667
339.40,6.9718,33.364,51.5658666667,29.5518,43.6245333333,5.76246666667,58.7662,42.8327333333,4.84033333333
339.77,7.1698,33.7894666667,51.99,29.8234666667,43.9294,5.9578,59.2692666667,43.1782666667,5.06033333333
340.14,7.11413333333,33.9603333333,52.1275333333,29.8799333334,44.1234666667,5.8842,59.4916666666,43.2384666667,5.07646666667
340.50,6.83233333333,33.8909333333,52.0226666667,29.7528,44.0918,5.65726666667,59.607,43.0996666667,4.81613333333
340.87,6.85093333333,33.983,52.1112,29.8165333333,44.1254,5.60873333333,59.7858666667,43.0964,4.83333333333
341.23,6.76986666667,33.9717333333,52.0666666667,29.7743333333,44.0102,5.49846666667,59.8216666667,42.9784666667,4.74953333333
341.60,6.55326666667,33.9182,52.0364666666,29.7002,43.8940666667,5.21626666667,59.8525333334,42.9432666667,4.50593333334
341.96,6.4726,34.0085333333,52.1217333333,29.7300666667,43.8588666667,5.1308,59.9783333333,42.9342666667,4.40753333333
342.33,6.23693333333,33.9042666667,51.9789333333,29.6558666667,43.7300666667,4.84693333333,59.898,42.7137333333,4.17613333333
342.70,6.12413333333,34.0960666667,52.3904666667,29.7845333333,44.0194666667,4.6574,60.3779333333,42.9779333333,3.96313333333
343.06,5.86766666666,34.0352666667,52.3515333334,29.6189333333,43.8404666667,4.38273333333,60.2591333333,42.8354666667,3.66913333333
343.43,5.83086666667,34.1005333333,52.4645333333,29.7253333333,43.9642666667,4.3398,60.4509333333,42.9331333333,3.536
343.79,5.78353333333,34.1265333333,52.5895333333,29.7899333333,43.9816666667,4.2996,60.5448,42.9862,3.4648
344.16,6.02806666667,34.5180666667,53.1222666667,30.2075333333,44.3382,4.53466666666,61.1248,43.3922666667,3.63646666667
344.52,6.2252,34.8419333333,53.4812666667,30.5572,44.6332666667,4.7208,61.4342,43.6813333333,3.87953333333
344.89,6.20373333333,35.0784,53.8418,30.7906,45.0214,4.79206666667,61.7462,43.9793333333,3.87066666667
345.25,6.21653333333,35.2374666667,54.0560666667,30.9187333333,45.2126,4.86906666667,61.8666,44.2024,3.8988
345.62,6.28613333333,35.4698,54.2830666667,31.1401333333,45.5014666667,4.9322,62.1300666667,44.437,3.96646666667
345.99,6.165,35.6118,54.492,31.181,45.6428666667,4.783,62.3106666667,44.5656,3.8554
346.35,6.47593333333,36.0619333334,54.9874,31.6063333333,45.9991333333,5.0126,62.7564666667,44.9966,4.09653333333
346.72,6.56053333333,36.2281333333,55.1527333333,31.7516666667,46.1354666667,5.15666666667,62.8669333333,45.0891333333,4.27946666667
347.08,6.83346666667,36.6704666667,55.6362,32.2850666667,46.5944666667,5.4678,63.3681333333,45.5592,4.5962
347.45,6.85686666667,36.9476,56.0409333333,32.5046,46.8796,5.50286666667,63.6466666667,45.7428666667,4.69693333333
347.81,6.93906666667,37.2239333333,56.3275333333,32.6854,47.1898,5.49133333333,63.9372666667,46.0361333333,4.79346666667
348.18,6.88813333333,37.2602666667,56.2868666667,32.6356666667,47.2665333333,5.38073333333,63.8954,46.1143333333,4.72013333333
348.54,6.9512,37.4512666667,56.5934,32.7805333333,47.5060666667,5.433,64.1938,46.2984666666,4.72926666667
348.91,7.23033333333,37.8384,57.0904,33.1566666667,47.8092666667,5.6434,64.6699333333,46.7004,4.929
349.27,7.20093333333,37.8564,57.1555333333,33.17,47.9070666667,5.6402,64.8551333333,46.7282,4.96113333333
349.64,7.23753333333,37.9886666667,57.465,33.3128,48.0231333333,5.73253333333,65.1368,46.8530666667,5.0506
350.00,7.31646666667,38.0774,57.6865333333,33.4848,48.2326,5.79673333333,65.4894666667,47.119,5.0534
350.37,7.10786666667,38.0994,57.7840666667,33.5278,48.3419333333,5.6678,65.6208,47.1358,4.92746666667
350.73,6.98393333333,38.1064,57.7944666667,33.5275333333,48.3236666667,5.49853333333,65.681,47.1482666667,4.73806666667
351.10,6.73753333333,38.0920666667,57.8943333333,33.4083333333,48.341,5.23546666667,65.8643333333,47.1296666667,4.46693333333
351.46,6.58066666667,38.0549333333,57.8546666667,33.3333333333,48.2500666667,5.07486666667,65.8738,47.1868,4.26853333333
351.83,6.52726666667,38.1269333333,57.9094,33.3468,48.2402,5.02853333333,65.9476666667,47.2639333333,4.13573333333
352.19,6.4146,38.3135333333,58.2441333333,33.4629333333,48.4328666667,4.9148,66.2393333333,47.4518666667,3.99506666667
352.55,6.19486666667,38.2599333333,58.196,33.3518666667,48.315,4.61546666667,66.234,47.4651333333,3.7788
352.92,5.94573333333,38.3044,58.357,33.4216,48.4071333333,4.38706666667,66.4303333333,47.5652,3.58586666667
353.28,5.93966666667,38.623,58.6619333333,33.6892,48.6384,4.35433333333,66.749,47.8980666667,3.58146666667
353.65,5.97753333333,38.848,58.8659333333,33.8798,48.8333333333,4.35433333333,66.974,48.1444,3.65233333333
354.01,6.06033333333,39.0564666667,58.9292666667,34.0432666667,48.9648666667,4.478,67.0236,48.2066666667,3.81453333333
354.38,5.98746666667,39.1931333333,59.2233333333,34.0867333333,49.0802,4.4594,67.3217333333,48.3795333333,3.7488
354.74,5.8452,39.2869333334,59.4151333333,34.1364666667,49.1546,4.35953333333,67.4124,48.4940666667,3.6606
355.11,5.92633333333,39.4589333333,59.5132666667,34.3282,49.3435333333,4.4018,67.5295333333,48.6097333333,3.7596
355.47,6.0256,39.6744666667,59.7982666667,34.5358,49.6124666667,4.47273333333,67.8366666667,48.7834,3.8832
355.83,5.9478,39.7657333333,59.9955333333,34.6698,49.707,4.4566,67.9844,48.8686666667,3.85793333333
356.20,5.96273333333,39.8592666667,60.2190666667,34.8688666667,49.8901333334,4.53526666667,68.2004666667,48.9897333333,3.89466666667
356.56,6.02253333333,40.1038,60.5560666667,35.1006666667,50.1539333333,4.6234,68.4755333333,49.2148666667,3.95926666667
356.93,6.07546666667,40.1228,60.5056666667,35.0648,50.0575333333,4.65226666667,68.3432666667,49.1283333333,4.00586666667
357.29,6.1274,40.3043333333,60.961,35.267,50.2818666666,4.64066666667,68.6776,49.3030666667,3.964
357.66,6.0502,40.413,61.2120666667,35.3270666667,50.4594666667,4.5554,68.8302666667,49.3944666667,3.81393333333
358.02,5.99673333333,40.5926666666,61.5885333333,35.4947333333,50.6522666667,4.51006666667,69.1188,49.6908,3.78353333334
358.38,6.19926666667,40.7658,61.7151333333,35.6818666667,50.8200666667,4.65693333333,69.247,49.9015333334,3.97026666667
358.75,6.50833333333,41.0442,62.0324666667,36.0236,51.1553333333,4.8876,69.6160666667,50.1908,4.20813333333
359.11,6.4772,41.2883333333,62.3467333333,36.1024,51.2940666667,4.90633333333,69.8497333333,50.4476,4.18633333334
359.48,6.42626666667,41.6244666667,62.7852666667,36.311,51.5766,4.89693333333,70.1696,50.7632666667,4.11486666667
359.84,6.4636,41.8833333333,63.0898666667,36.5231333333,51.8427333333,4.94786666667,70.4939333333,50.9912,4.206
360.20,6.56653333333,42.1444,63.2850666667,36.6687333333,51.9824666667,5.00393333333,70.6804,51.1968,4.31193333333
360.57,6.69173333333,42.4134666667,63.5716,36.9098,52.2446666667,5.13606666667,70.9655333333,51.5104,4.42753333333
360.93,6.68506666667,42.5448,63.7912,36.9956,52.4066,5.16546666667,71.1183333333,51.7070666667,4.43866666666
361.29,6.74086666667,42.6387333333,63.7871333333,37.0410666667,52.5335333333,5.227,71.1136666667,51.8156,4.48433333334
361.66,6.84946666667,42.7108,63.7964666667,37.1019333333,52.5076666667,5.307,71.1218,51.868,4.574
362.02,6.91373333333,42.7711333333,63.82,37.1604,52.5554,5.32946666667,71.1381333333,51.8826666667,4.58566666667
362.39,6.82033333333,42.7752666667,63.8521333333,37.1311333333,52.5103333333,5.2216,71.144,51.8524666667,4.46653333333
362.75,6.65506666667,42.8076666667,63.873,37.0839333333,52.4712,5.07153333333,71.1772,51.8733333333,4.30366666667
363.11,6.70013333333,42.9027333333,63.9425333333,37.2064666666,52.5812,5.0874,71.1414666667,51.9718666667,4.33093333333
363.48,6.69706666667,42.8378,63.901,37.2232666667,52.5074,5.05826666667,71.1057333333,51.9173333333,4.33973333333
363.84,6.7978,42.9090666667,63.9572666667,37.2734666667,52.5294666667,5.09386666667,71.1228,51.9865333333,4.4
364.20,6.7982,42.925,63.9991333333,37.3648,52.5487333333,5.12246666667,71.1024666667,52.0424,4.4116
364.57,6.68373333333,42.9624666667,64.0181333334,37.346,52.4975333333,5.01033333333,71.0126666667,52.0326,4.32466666667
364.93,6.6618,43.1286666667,64.144,37.4893333333,52.6266,4.987,71.1824666667,52.1944,4.29486666667
365.29,6.59193333333,43.2414,64.2693333333,37.5787333333,52.6416666667,4.935,71.2355333333,52.2635333333,4.2262
365.66,6.47453333333,43.3415333333,64.3742666667,37.6558,52.7196666667,4.82213333333,71.2980666667,52.3845333333,4.1652
366.02,6.4276,43.6147333333,64.6286,37.8274666667,52.894,4.7692,71.4904,52.6105333333,4.14673333333
366.38,6.52306666667,43.938,64.9204,38.1201333333,53.1817333334,4.87273333333,71.6868666667,52.9196666667,4.26553333333
366.75,6.62893333334,44.1806,65.1425333333,38.3207333333,53.3564,4.9786,71.7634,53.1300666667,4.3852
367.11,6.69953333333,44.328,65.2782666667,38.4868666667,53.4194,5.06313333333,71.9156666667,53.2261333333,4.46953333333
367.47,6.88113333333,44.6284,65.4978,38.7057333333,53.6194666667,5.22553333333,72.0164,53.4772666667,4.6372
367.84,6.8486,44.8934,65.6776666667,38.9178,53.7719333333,5.2366,72.1170666667,53.6172,4.63886666667
368.20,6.74566666666,45.023,65.8176,38.9452666667,53.8551333334,5.07966666667,72.2062666667,53.7077333333,4.53813333333
368.56,6.74433333333,45.1634,65.9390666667,39.0906666667,53.9966,5.08426666667,72.2607333333,53.7802666667,4.5238
368.93,6.78326666667,45.3334666667,66.0561333333,39.2182666667,54.0442,5.0544,72.2710666667,53.8322666667,4.52453333333
369.29,6.7262,45.4216666667,66.1336,39.3270666667,54.0806666667,4.9976,72.377,53.9283333333,4.4904
369.65,6.8118,45.7087333333,66.3790666667,39.579,54.2560666667,5.138,72.5463333333,54.1622,4.54913333333
370.01,6.92646666666,45.9847333333,66.6278666667,39.8102666667,54.4459333333,5.28906666667,72.7742666667,54.4146,4.65906666667
370.38,6.9572,46.0652666666,66.6870666667,39.9133333333,54.4847333333,5.31873333334,72.8029333333,54.4818666667,4.71526666667
370.74,6.9236,46.1447333333,66.7030666667,39.9178,54.5059333333,5.25073333333,72.8100666667,54.4846666667,4.68633333333
371.10,6.84873333333,46.2256,66.8153333333,39.9659333333,54.6174,5.1614,72.8852,54.5711333333,4.65073333333
371.46,6.73966666667,46.296,66.8356666667,40.0156,54.6194666667,5.05173333333,72.9357333333,54.5948,4.55213333333
371.83,6.68433333333,46.2923333333,66.9004,40.0175333333,54.591,4.99946666667,72.9223333333,54.617,4.4526
372.19,6.73586666667,46.4828,66.9406666667,40.1313333333,54.6480666667,5.11766666667,72.9264666666,54.6612666667,4.5006
372.55,6.74553333333,46.5726666667,67.0225333334,40.2026,54.592,5.1254,72.9559333334,54.6990666667,4.51946666667
372.92,6.60133333333,46.5595333333,66.9798666667,40.213,54.5653333333,4.9954,72.8665333334,54.6266,4.3994
373.28,6.60893333333,46.8044666667,67.2179333333,40.3368666667,54.7182666667,5.00246666667,72.9616,54.8298666667,4.4422
373.64,6.5698,46.9501333333,67.2335333333,40.3667333333,54.7502,4.917,72.9998,54.8831333334,4.3732
374.00,6.4278,46.8204,66.9581333333,40.223,54.4851333333,4.78893333333,72.6634,54.6525333333,4.2048
374.37,6.34506666667,47.0250666667,67.0381333333,40.3278666667,54.5230666667,4.7522,72.7309333333,54.7140666667,4.08253333333
374.73,6.37466666667,47.0694666666,66.9962666667,40.4342666667,54.4665333333,4.81666666667,72.5584,54.6792666667,4.08566666667
375.09,6.3884,47.0664666667,66.8502,40.4134,54.2951333333,4.81833333334,72.3063333333,54.5988666667,4.05346666666
375.45,6.37453333333,47.3038,66.9806666667,40.5655333334,54.4107333333,4.83906666666,72.3993333333,54.7538,3.97266666667
375.81,6.406,47.4882,67.0481333333,40.6902,54.5104,4.82073333333,72.3927333333,54.8731333333,3.99006666667
376.18,6.38046666667,47.6144,67.152,40.8334666667,54.5281333333,4.75506666667,72.3722,54.9892666667,3.95506666667
376.54,6.415,47.7027333333,67.1485333334,40.8945333333,54.5626666667,4.76626666667,72.3048666667,55.0222,3.94746666667
376.90,6.53826666667,47.9018666667,67.2324,41.0226,54.6267333333,4.90973333333,72.3008666667,55.1218,4.07986666667
377.26,6.57233333333,48.0444666667,67.2441333333,41.1060666666,54.5978666667,4.93353333333,72.225,55.0773333333,4.1242
377.63,6.56933333333,48.0494,67.212,41.1444,54.5418,4.94233333333,72.027,55.0010666667,4.13286666667
377.99,6.5906,48.1138666667,67.2401333333,41.2376,54.5902666667,4.98273333333,71.9163333333,55.0137333333,4.2064
378.35,6.61573333333,48.1565333333,67.2442666667,41.287,54.5677333333,4.9612,71.7833333333,55.0331333333,4.1988
378.71,6.6328,48.4220666667,67.5337333333,41.5185333333,54.7597333333,4.9924,72.0107333333,55.2035333333,4.2134
379.07,6.6742,48.6584,67.6680666666,41.7164,54.8394666667,5.03813333333,72.0851333333,55.3128,4.22493333333
379.44,6.6678,48.6353333333,67.517,41.7070666667,54.7529333333,5.02206666667,71.8198,55.1800666667,4.2674
379.80,6.67926666667,48.8318,67.6191333333,41.8616,54.8177333333,5.03793333333,71.8378666667,55.2278666667,4.27446666667
380.16,6.73446666667,48.9009333333,67.5886,41.9196666667,54.7927333333,5.09673333333,71.7244666667,55.1683333333,4.2922
380.52,6.7722,49.0231333333,67.4886666667,41.9948,54.7308666667,5.15713333333,71.5938,55.1335333333,4.34666666667
380.88,6.7848,49.1350666667,67.4674,42.0462666667,54.681,5.15793333333,71.4711333333,55.1494666667,4.33006666667
381.24,6.80366666667,49.1903333334,67.2830666667,42.0417333333,54.5754,5.19153333333,71.275,55.0526666666,4.34793333333
381.61,6.88106666667,49.3886,67.3204666667,42.1727333333,54.6439333333,5.252,71.2586666667,55.1360666667,4.4228
381.97,6.86646666667,49.4475333333,67.1906,42.2138666667,54.4942,5.20226666666,71.1134,55.0254666667,4.3688
382.33,6.8096,49.5144666667,67.1318666667,42.2716666667,54.4027333333,5.18666666667,70.9867333333,54.9461333333,4.33973333333
382.69,6.7802,49.5079333333,66.8980666667,42.227,54.2120666667,5.16066666667,70.6926666667,54.8718666667,4.32766666667
383.05,6.79486666667,49.5149333333,66.7325333333,42.245,54.0854666667,5.1898,70.4502666667,54.7503333333,4.3844
383.41,6.813,49.6545333333,66.7215333333,42.3372,54.0079333333,5.22386666667,70.3495333333,54.7596666667,4.40486666667
383.77,6.7924,49.5428,66.3999333333,42.248,53.7366,5.22633333333,69.9954,54.5592666667,4.39906666667
384.14,6.78046666666,49.5972,66.2559333333,42.2535333333,53.6516666667,5.2178,69.7891333333,54.511,4.4004
384.50,6.74166666667,49.7046666667,66.248,42.3480666667,53.6192666667,5.18486666667,69.6952,54.4914666666,4.38253333334
384.86,6.7316,49.851,66.1882666667,42.4571333333,53.5599333333,5.18873333333,69.5996,54.4622666667,4.3722
385.22,6.7278,49.8896,66.0949333333,42.5122666667,53.4763333333,5.16006666667,69.4775333333,54.3978666667,4.30513333333
385.58,6.687,49.9261333333,65.9294,42.5405333333,53.325,5.14786666667,69.3086,54.2444666666,4.29713333333
385.94,6.6728,49.9975333333,65.8380666667,42.5588,53.2524,5.14006666667,69.1746,54.1864666667,4.2784
386.30,6.69553333333,50.0909333333,65.6990666667,42.6314,53.2132666667,5.1508,68.9970666667,54.1147333333,4.28826666667
386.66,6.68193333333,50.1742,65.5616,42.6856666667,53.1169333333,5.13066666667,68.8148,53.9756666667,4.26226666667
387.03,6.55226666667,50.1603333333,65.4078,42.6455333333,52.9554666667,5.01893333333,68.6018,53.8042666667,4.1496
387.39,6.51806666667,50.1580666667,65.2651333333,42.6526,52.8064,4.97326666667,68.4096,53.6470666667,4.12726666667
387.75,6.54166666667,50.2946,65.2239333333,42.7532666667,52.7849333333,4.9766,68.3041333333,53.5972666667,4.1488
388.11,6.434,50.3014666667,65.0375333333,42.7406,52.6025333333,4.88753333333,68.0850666667,53.4053333333,4.07533333333
388.47,6.39973333333,50.3769333333,64.9374666667,42.7988666667,52.5026,4.86606666667,67.9508,53.3106,4.0498
388.83,6.37133333333,50.3106666667,64.6984,42.81,52.3256,4.85113333333,67.686,53.094,4.03566666667
389.19,6.39666666667,50.3810666667,64.5588,42.9279333333,52.2664666667,4.88486666667,67.5001333333,53.0087333334,4.09353333333
389.55,6.39313333333,50.4462,64.3848,42.9444,52.1351333333,4.87406666667,67.2586666667,52.8596666667,4.07546666667
389.91,6.42473333333,50.6090666667,64.3420666667,43.0713333333,52.104,4.9324,67.1474666667,52.8099333333,4.15126666667
390.27,6.44106666667,50.6319333333,64.1185333333,42.9955333333,51.8822,4.9566,66.8884,52.5692,4.17553333333
390.63,6.5006,50.7581333333,64.0452666667,43.0658,51.8251333333,5.0168,66.8300666667,52.5229333333,4.2562
391.00,6.59806666667,50.8832666666,63.8926666667,43.1484,51.7586,5.09386666667,66.6586,52.3826666667,4.34253333333
391.36,6.64133333333,50.9632666667,63.7038,43.1912,51.674,5.1174,66.5228666667,52.2738,4.38753333333
391.72,6.61493333334,50.9888,63.5146,43.1985333334,51.4932,5.10733333333,66.3104666667,52.0759333333,4.38213333333
392.08,6.6802,51.1358666667,63.4477333334,43.3110666667,51.4814,5.172,66.2304,52.0478,4.43533333333
392.44,6.7028,51.1905333333,63.3156666667,43.3044666667,51.3694,5.1934,66.0622,51.9092,4.45473333333
392.80,6.74246666666,51.3376666666,63.2154666667,43.3576,51.3355333333,5.2164,65.9994,51.8690666667,4.497
393.16,6.76093333333,51.4026666666,63.0858,43.3912,51.2133333333,5.243,65.8148666667,51.7314,4.52433333333
393.52,6.7518,51.4984,63.002,43.5010666667,51.1699333333,5.24393333333,65.7391333333,51.6677333333,4.51093333333
393.88,6.75006666667,51.5039333333,62.8250666666,43.5001333333,51.0019333333,5.2052,65.5261333333,51.5222666667,4.46153333333
394.24,6.71213333333,51.5704666667,62.7032666667,43.5874666667,50.9060666667,5.17246666667,65.3893333333,51.4224,4.44273333333
394.60,6.6726,51.5304,62.4192666667,43.5655333333,50.7157333333,5.1388,65.065,51.1872,4.39446666667
394.96,6.63313333333,51.6637333333,62.3748666667,43.6714,50.7022,5.12,65.0077333333,51.1557333333,4.3654
395.32,6.6342,51.6325333333,62.1941333333,43.6844666667,50.5208,5.13073333333,64.7299333333,50.9314,4.36533333333
395.68,6.61266666667,51.6391333333,61.9088666667,43.6660666667,50.3688666667,5.12293333333,64.4798666667,50.7512,4.319
396.04,6.62053333333,51.6608666667,61.7063333333,43.6750666667,50.2064666666,5.1224,64.2526666667,50.5709333333,4.30526666667
396.40,6.58546666666,51.7372,61.5033333333,43.7321333333,50.0905333333,5.0984,64.0461333333,50.4175333333,4.2674
396.76,6.58293333333,51.7757333333,61.3108,43.7389333333,49.9220666667,5.11193333333,63.8200666667,50.2398666666,4.2712
397.12,6.56606666667,51.9164666667,61.1587333334,43.8068,49.8019333333,5.09126666667,63.6756,50.1619333333,4.24413333333
397.48,6.5248,51.9703333333,60.9694666667,43.8178,49.6339333333,5.01986666667,63.4375333333,49.9755333333,4.1786
397.84,6.5684,52.0762,60.7808,43.9186666667,49.5941333333,5.0778,63.2999333333,49.8392,4.2394
398.20,6.5794,52.1976,60.6885333333,43.9784,49.5168,5.07993333333,63.1786,49.7992,4.25933333333
398.56,6.50753333333,52.2229333333,60.5102,43.983,49.3759333333,4.995,62.9827333333,49.6258666667,4.19253333333
398.92,6.53686666667,52.2798,60.3244666667,43.9929333334,49.1998,5.0008,62.7666666667,49.463,4.222
399.28,6.50133333333,52.41,60.1852,44.0476666667,49.1242666667,4.9518,62.6576,49.4127333333,4.1716
399.64,6.51126666667,52.5765333333,60.1945333333,44.1729333333,49.0903333333,4.94326666667,62.5864666667,49.3931333333,4.20313333333
400.00,6.4948,52.7298666667,60.0865333333,44.2886,49.0251333333,4.93833333333,62.5100666667,49.3214,4.20833333333
400.36,6.50553333333,52.6790666667,59.7512666667,44.228,48.7994666666,4.93353333333,62.2176666667,49.1032666667,4.2006
400.72,6.5298,52.7722,59.6711333333,44.3086666667,48.7549333333,4.93106666667,62.0903333334,49.0278666667,4.22846666666
401.08,6.536,52.8529333333,59.5568,44.3632666667,48.6887333333,4.97406666667,61.9374666667,48.9032,4.27693333333
401.44,6.57726666667,52.8300666667,59.2863333333,44.3009333333,48.5192,5.05673333334,61.6806666667,48.7165333333,4.344
401.80,6.5206,52.8359333333,59.0776666667,44.2454,48.3116666667,4.9868,61.4056,48.5097333333,4.29953333333
402.16,6.5076,52.7389333333,58.7368,44.1681333333,48.0586,4.95973333333,61.0689333333,48.2283333333,4.25966666667
402.52,6.58326666667,52.9187333333,58.696,44.2817333333,48.0409333333,5.05146666667,61.0338,48.2304,4.32973333333
402.88,6.66806666667,53.0553333333,58.6137333333,44.3742,47.9816,5.157,60.943,48.1808666666,4.40733333333
403.24,6.69713333333,53.2096666667,58.5455333333,44.4656,47.9228,5.2316,60.8957333333,48.0551333333,4.45506666667
403.60,6.74906666667,53.3030666666,58.4267333333,44.4962666667,47.8348666667,5.29953333333,60.8296,47.9694666667,4.48526666667
403.95,6.7752,53.2954,58.2182,44.4706,47.6934,5.33,60.6240666667,47.7723333333,4.5172
404.31,6.80926666667,53.3972,58.149,44.5458666667,47.6185333333,5.33786666667,60.5017333333,47.6596,4.54933333333
404.67,6.80346666667,53.4418,57.9122,44.5781333333,47.4867333333,5.35346666667,60.3107333333,47.477,4.566
405.03,6.81986666667,53.4262666667,57.7363333333,44.5788666667,47.3529333333,5.34293333333,60.1532666667,47.3035333333,4.55533333333
405.39,6.82153333333,53.5793333333,57.6971333333,44.6918666667,47.312,5.35013333333,60.1169333333,47.2402666667,4.563
405.75,6.83593333333,53.6391333333,57.5618666667,44.7262,47.2045333333,5.38113333333,60.0506,47.1277333333,4.5852
406.11,6.8094,53.7222666667,57.4304,44.7825333333,47.1125333334,5.3914,59.9460666667,47.0054,4.5938
406.47,6.7552,53.7256,57.2176666667,44.7605333333,46.9382666667,5.3454,59.7172,46.7944666667,4.55426666667
406.83,6.66073333333,53.6877333333,56.9330666667,44.7001333333,46.7358,5.26953333333,59.5054666667,46.565,4.4602
407.19,6.62826666667,53.6471333333,56.6576,44.6646,46.5806,5.2166,59.2221333333,46.3636666667,4.43586666667
