wavelength,Back_ChrSalm,Belly_ChrSalm,Breast_ChrSalm,Crissum_ChrSalm,Crown_ChrSalm,DorTail_ChrSalm,Patch10_ChrSalm,Patch11_ChrSalm,Rump_ChrSalm,Throat_ChrSalm,WingTip_ChrSalm
322.90,4.66493650793,5.97422222222,2.90038888889,10.1522222222,4.14483333334,4.58377777778,13.8767777778,20.4373333333,8.08991666667,3.118,5.70488888889
323.27,4.48419047619,5.74855555556,2.81,10.2252222222,4.18894444444,4.60166666667,13.7623333333,20.4681111111,7.90269444445,3.08866666667,5.69855555556
323.63,4.14315873015,5.49644444444,2.51072222222,9.78977777778,3.92916666667,4.22744444444,13.5698888889,20.2143333333,7.61205555556,2.77605555556,5.45511111111
324.00,4.27584126984,5.55733333333,2.84911111111,9.91322222223,4.05883333333,4.34566666667,13.7825555555,20.4938888889,7.77369444444,2.87255555556,5.45333333333
324.37,4.52206349207,5.77333333333,3.09783333333,10.078,4.11483333334,4.60688888889,14.0643333333,20.8057777778,8.02244444444,3.04416666667,5.497
324.74,4.46076190477,5.71711111111,2.934,10.0177777778,4.04311111111,4.59266666667,14.1488888889,20.8588888889,8.04741666667,3.00016666667,5.54144444444
325.10,4.513,5.69577777778,2.66055555556,10.036,4.09977777778,4.69333333333,14.2667777778,20.8364444445,8.03708333334,3.05516666667,5.44888888889
325.47,5.02698412699,6.37211111111,3.17866666667,10.5468888889,4.53733333333,5.08344444445,14.9444444444,21.441,8.59091666668,3.51716666667,5.83188888889
325.84,4.82633333333,6.45388888889,2.97966666667,10.3772222222,4.293,4.81166666666,14.8446666667,21.3045555556,8.42216666665,3.28211111111,5.55122222222
326.21,4.50293650794,6.36355555556,2.70372222222,9.88833333333,3.99138888889,4.47477777778,14.4695555556,21.0484444444,8.136,2.97927777778,5.12644444444
326.57,4.4456984127,6.37155555555,2.64538888889,9.82766666667,3.99194444444,4.45666666667,14.5071111111,21.2275555556,8.06322222222,2.97855555556,4.81688888889
326.94,4.30185714286,6.17533333333,2.46355555556,9.68255555557,3.77477777778,4.31733333333,14.4407777778,21.2346666666,7.972,2.71544444445,4.64077777778
327.31,4.25015873016,6.151,2.61761111111,9.45755555556,3.56644444445,4.208,14.3948888889,21.1257777778,7.88258333333,2.53872222222,4.47777777778
327.67,4.54338095238,6.36777777778,2.84711111111,9.69766666668,3.80105555555,4.34444444444,14.678,21.4128888889,8.03711111111,2.67533333333,4.66233333333
328.04,4.95331746032,6.70911111111,3.11627777778,9.91977777778,4.07077777778,4.68111111111,14.9405555556,21.7311111111,8.25994444444,3.00872222222,4.97722222222
328.41,4.64453968254,6.40222222222,2.71394444444,9.58833333331,3.77188888889,4.24566666667,14.6642222222,21.3506666666,7.87113888889,2.79316666667,4.68
328.78,4.40638095238,6.09833333333,2.51233333333,9.36744444444,3.59494444445,3.83733333333,14.41,21.1842222222,7.57722222222,2.57066666667,4.33966666667
329.14,4.18104761905,6.08544444444,2.51294444445,9.15988888888,3.40172222222,3.51588888889,14.2861111111,21.16,7.44291666667,2.443,4.29822222222
329.51,3.69377777778,5.554,1.87438888889,8.69822222221,2.95438888889,2.90355555556,13.8941111111,20.8091111111,7.05208333334,1.99611111111,3.90322222222
329.88,3.89688888889,5.751,2.02988888889,8.9041111111,3.22916666667,3.09744444445,14.0284444445,21.049,7.38061111111,2.25477777778,4.07811111111
330.24,4.09423809523,5.77411111111,2.1105,9.1301111111,3.3855,3.21222222222,14.2948888889,21.2254444444,7.59288888889,2.48427777778,4.23366666667
330.61,3.90974603174,5.607,1.97266666667,8.94488888888,3.26622222222,3.01088888889,14.1373333333,20.9131111111,7.48866666667,2.29077777778,4.24488888889
330.98,3.80985714286,5.76122222222,1.83577777778,9.05888888888,3.22155555556,2.88988888889,14.2346666667,21.0198888889,7.57741666667,2.46605555555,4.07
331.34,3.75526984127,5.74222222222,1.67627777778,9.16833333336,3.22727777778,2.84,14.2258888889,20.9516666667,7.69952777778,2.48394444445,4.14466666667
331.71,3.48053968254,5.64388888889,1.472,9.003,2.94261111111,2.62666666667,13.9483333333,20.9897777778,7.54997222222,2.37227777778,4.02988888889
332.08,3.20865079366,5.64888888889,1.24722222222,8.90266666666,2.71155555555,2.30477777778,13.8888888889,20.8814444444,7.43697222222,2.14811111111,3.80222222222
332.44,3.28382539682,5.886,1.41922222222,9.07877777776,2.89094444444,2.58011111111,14.0836666667,21.1746666667,7.66530555556,2.23627777778,3.925
332.81,3.8753015873,6.46177777778,1.97383333333,9.58855555553,3.3195,3.23655555556,14.7768888889,21.6016666667,8.24411111111,2.70455555556,4.484
333.18,4.03879365079,6.41233333333,2.05938888889,9.81144444446,3.40611111111,3.459,14.8272222222,21.8111111111,8.36630555554,2.75922222222,4.52144444444
333.54,4.09644444444,6.511,2.3055,9.95666666667,3.56222222222,3.74277777778,14.9324444444,21.8523333333,8.35666666668,2.89955555556,4.63655555556
333.91,4.19096825396,6.68111111111,2.49305555556,10.1173333333,3.69916666667,3.84311111111,15.1674444444,22.0312222222,8.51763888888,2.99155555556,4.77344444444
334.28,4.11350793651,6.62611111111,2.35411111111,10.0257777778,3.67461111111,3.81888888889,15.0743333333,22.0563333333,8.41422222222,2.73655555556,4.65655555555
334.64,4.26757142857,6.79022222222,2.546,10.149,3.762,4.01188888889,15.2465555556,22.421,8.53952777777,2.75838888889,4.85577777778
335.01,4.75063492063,7.28744444444,3.0485,10.5066666667,4.09438888889,4.507,15.5338888889,22.6663333333,8.7668888889,3.10483333333,5.37411111111
335.38,4.71414285714,7.42822222222,3.041,10.3468888889,4.08327777778,4.50944444445,15.5632222222,22.7913333333,8.64458333331,3.09411111111,5.23444444445
335.74,4.61085714285,7.37922222222,2.98816666667,10.2617777778,4.08205555556,4.53488888889,15.6565555556,22.6803333333,8.62294444443,3.03172222222,5.08055555556
336.11,4.81020634921,7.43455555556,3.25605555555,10.3615555556,4.35872222222,4.81466666667,15.8396666667,22.911,8.8128611111,3.22694444444,5.27466666667
336.47,4.93723809524,7.46588888889,3.32483333333,10.4652222222,4.54038888889,5.00988888889,15.9981111111,23.0485555556,8.89733333333,3.36866666667,5.41044444444
336.84,4.56684126985,7.23288888889,2.91405555556,10.2144444445,4.22661111111,4.583,15.7486666667,22.9046666667,8.55808333336,3.05466666667,5.04855555556
337.21,4.61725396825,7.42211111111,2.93672222222,10.2092222222,4.28188888889,4.46477777778,15.9661111111,22.9757777778,8.61550000002,3.07477777778,5.03811111111
337.57,4.83926984127,7.64377777778,3.11644444444,10.3306666667,4.4785,4.53466666666,16.2226666667,23.2136666667,8.90950000001,3.26638888889,5.08933333333
337.94,4.77512698412,7.60333333333,3.03122222222,10.1751111111,4.35983333333,4.40011111111,16.1204444444,23.2411111111,8.75299999998,3.15566666667,4.92666666667
338.31,5.02098412699,7.91733333333,3.28333333333,10.3907777778,4.52738888889,4.63177777778,16.366,23.4443333333,8.97355555557,3.41438888889,5.05366666667
338.67,5.24893650793,8.19111111111,3.48605555555,10.5931111111,4.727,4.734,16.5557777778,23.5858888889,9.23058333332,3.7595,5.12677777778
339.04,5.09795238096,7.83922222222,3.23222222222,10.3864444444,4.61533333333,4.40355555556,16.5427777778,23.5487777778,9.13919444446,3.51638888889,4.86077777778
339.40,5.05120634921,7.65722222222,3.02816666667,10.4246666667,4.49327777778,4.28455555556,16.5071111111,23.5735555556,9.1836111111,3.46838888889,4.75988888889
339.77,5.31819047619,7.83388888889,3.20844444444,10.6727777778,4.62905555556,4.33966666667,16.6393333333,23.7227777778,9.39436111111,3.61783333333,4.79477777778
340.14,5.31536507937,7.87177777778,3.1685,10.7333333333,4.55433333333,4.35622222222,16.7021111111,23.7428888889,9.49002777779,3.64905555556,4.83777777778
340.50,5.26282539682,8.04344444445,3.16972222222,10.7732222222,4.46405555556,4.20833333333,16.7254444444,23.7761111111,9.51038888891,3.60611111111,4.73877777778
340.87,5.18536507937,7.83133333333,3.17488888889,10.6492222222,4.39611111111,4.21766666667,16.6467777778,23.7034444444,9.45416666666,3.55722222222,4.49533333333
341.23,5.41323809524,8.01833333333,3.38161111111,10.8302222222,4.60788888889,4.51611111111,17.0341111111,23.8248888889,9.70691666666,3.80077777778,4.68833333333
341.60,5.29125396826,7.94055555556,3.26761111111,10.7627777778,4.4795,4.492,16.9515555556,23.7573333333,9.62436111109,3.70177777778,4.60833333333
341.96,5.27287301588,7.87222222222,3.15544444445,10.7711111111,4.41933333334,4.50733333333,16.9314444444,23.7045555555,9.59794444446,3.71305555556,4.67844444444
342.33,5.25633333333,7.81244444444,3.16311111111,10.7356666667,4.41816666667,4.465,16.9307777778,23.735,9.62819444446,3.74177777778,4.718
342.70,5.24731746032,7.79644444444,3.13283333333,10.7842222222,4.43844444444,4.44622222222,16.8594444444,23.7896666667,9.59274999999,3.62522222222,4.77922222222
343.06,5.17752380952,7.93211111111,3.19955555556,10.8692222222,4.49311111111,4.38833333333,16.8618888889,23.8915555556,9.70583333334,3.66372222222,4.82666666667
343.43,5.26238095238,8.01644444444,3.28016666667,10.8842222222,4.54444444445,4.27088888889,17.0162222222,23.9135555555,9.71788888889,3.62133333333,4.93222222222
343.79,5.446,8.17744444444,3.35977777778,10.984,4.66377777778,4.51266666667,17.2448888889,24.1494444444,9.85416666666,3.84477777778,5.22344444444
344.16,5.30596825397,7.97877777778,3.15816666667,10.8011111111,4.43672222222,4.24711111111,16.9941111111,24.0101111111,9.63824999999,3.62922222222,5.07811111111
344.52,5.6526031746,8.30644444445,3.49311111111,11.0928888889,4.75688888889,4.54944444444,17.319,24.3352222222,10.0170277778,3.83494444444,5.41111111111
344.89,5.82050793651,8.67544444445,3.56683333333,11.3361111111,4.86838888889,4.69055555555,17.4842222222,24.5903333333,10.2622222222,3.9015,5.67388888889
345.25,5.67112698412,8.58533333333,3.45561111111,11.2608888889,4.74411111111,4.55477777778,17.2156666667,24.5666666667,10.1444722222,3.72377777778,5.59411111111
345.62,5.80626984127,8.63811111111,3.55544444444,11.4327777778,4.83016666666,4.61622222222,17.3592222222,24.7323333333,10.1929444444,3.73955555556,5.80077777778
345.99,5.83414285715,8.68477777778,3.5055,11.5265555555,4.84161111111,4.57944444444,17.3424444445,24.8628888889,10.2256666667,3.69516666667,5.81788888889
346.35,5.83801587301,8.72566666667,3.41505555556,11.544,4.82894444445,4.49944444444,17.29,24.8824444444,10.2138611111,3.66766666667,5.81188888889
346.72,5.90128571429,8.76155555556,3.46194444444,11.5777777778,4.92644444443,4.592,17.5544444444,24.9371111111,10.2931944444,3.78961111111,5.85988888889
347.08,5.91495238096,8.70044444445,3.45705555555,11.4612222222,4.89894444444,4.74122222222,17.4966666667,24.8584444444,10.2733888889,3.7335,5.77644444445
347.45,5.93158730159,8.68533333333,3.49744444444,11.441,4.96411111111,4.91844444444,17.4542222222,24.9371111111,10.3259166667,3.74938888889,5.83944444445
347.81,5.65966666667,8.53944444444,3.27616666667,11.223,4.78877777778,4.69266666667,17.3172222222,24.8172222222,10.1198055556,3.4285,5.56133333333
348.18,5.64426984126,8.531,3.11777777778,11.2256666667,4.84494444444,4.65,17.4498888889,24.8595555556,10.10675,3.36716666667,5.42522222222
348.54,5.44466666667,8.27344444445,2.86027777778,10.949,4.56472222222,4.48766666667,17.2148888889,24.6151111111,9.83022222223,3.25255555556,5.15733333333
348.91,5.44333333333,8.26277777778,2.90144444444,10.9711111111,4.66577777778,4.52577777778,17.178,24.5836666667,9.8057777778,3.36366666667,5.12866666667
349.27,5.45,8.24277777778,2.8625,10.9437777778,4.63033333333,4.49822222222,17.2256666667,24.5786666667,9.74727777777,3.44622222222,5.18544444444
349.64,5.37666666667,8.25666666667,2.78894444445,10.846,4.55405555556,4.45911111111,17.2114444444,24.549,9.73963888889,3.42311111111,4.997
350.00,5.43787301588,8.314,2.94561111111,10.8045555555,4.59905555555,4.66544444444,17.4005555555,24.5531111111,9.84319444443,3.52066666667,5.00311111111
350.37,5.43450793651,8.402,2.98061111111,10.8724444444,4.54444444444,4.71344444445,17.4816666667,24.6128888889,9.84297222224,3.59183333333,4.96733333333
350.73,5.22988888889,8.28788888889,2.73833333333,10.6192222222,4.2665,4.45966666667,17.1801111111,24.4374444445,9.68183333334,3.4715,4.61577777778
351.10,5.28628571429,8.33711111111,2.62938888889,10.6973333333,4.21366666667,4.29111111111,17.1821111111,24.5441111111,9.67305555554,3.54216666667,4.53088888889
351.46,5.44644444444,8.65866666667,2.707,10.9591111111,4.35211111111,4.37488888889,17.4007777778,24.764,9.86869444446,3.81927777778,4.60466666667
351.83,5.59020634921,8.85588888889,2.87788888889,11.1488888889,4.47483333333,4.50111111111,17.4292222222,24.9591111111,10.0503333334,3.99811111111,4.79077777778
352.19,5.77652380952,9.10044444444,3.11827777778,11.3126666667,4.65,4.76655555556,17.5826666667,25.2617777778,10.28575,4.22227777778,5.043
352.55,5.7553968254,9.142,3.08655555556,11.3541111111,4.69511111111,4.64511111111,17.6993333333,25.4042222222,10.3230277778,4.16105555556,5.08244444444
352.92,5.81242857143,9.20344444444,3.10322222222,11.3944444444,4.71005555556,4.72122222222,17.8214444444,25.6192222222,10.4578055556,4.23605555555,5.15822222222
353.28,5.97533333333,9.37744444444,3.27044444444,11.5125555556,4.87394444444,4.97333333333,18.0044444444,25.7135555555,10.5758333333,4.37477777778,5.205
353.65,5.95728571429,9.44177777778,3.25616666667,11.5226666667,4.85777777778,4.978,18.0075555556,25.8394444445,10.5816944444,4.37505555556,5.19244444444
354.01,6.09185714285,9.64655555556,3.37438888889,11.7957777778,5.02977777778,4.97033333333,18.1596666667,26.0134444444,10.6846666667,4.55788888889,5.33588888889
354.38,6.00382539682,9.64255555556,3.26127777778,11.7722222222,5.04983333333,4.93744444444,18.0645555555,26.0537777778,10.6799722222,4.43933333333,5.38888888889
354.74,6.09514285714,9.70955555557,3.37183333333,11.9541111111,5.17344444445,5.04055555556,18.2146666667,26.252,10.7478888889,4.42405555556,5.59577777778
355.11,6.2226031746,9.89233333334,3.57994444444,12.0764444444,5.35411111111,5.24422222222,18.4251111111,26.392,10.8267222222,4.53822222222,5.79322222222
355.47,6.12438095238,9.80988888889,3.50983333333,11.96,5.27744444444,5.20666666667,18.432,26.2808888889,10.7077777778,4.42044444444,5.77766666667
355.83,5.9809047619,9.58755555556,3.36511111111,11.8206666667,5.11805555556,5.04233333333,18.39,26.1848888889,10.5130833334,4.23377777778,5.60722222222
356.20,5.95084126984,9.711,3.38211111111,11.8355555556,5.14161111111,5.021,18.2957777778,26.0827777778,10.4869444444,4.24244444444,5.57744444445
356.56,6.06565079366,9.84277777778,3.50405555555,11.9978888889,5.27138888889,5.18522222222,18.4238888889,26.2296666666,10.6114166666,4.41916666667,5.66266666667
356.93,6.0340952381,9.81,3.422,11.9025555556,5.2435,5.07222222222,18.3681111111,26.0912222222,10.4672777778,4.24433333333,5.58666666667
357.29,5.93947619048,9.76388888889,3.28433333333,11.9127777778,5.18983333333,4.90433333333,18.3062222222,26.1445555555,10.4602222222,4.09283333333,5.54355555556
357.66,6.00647619048,9.86577777778,3.35227777778,11.9704444444,5.28183333333,4.97466666667,18.4223333333,26.2042222222,10.5344722222,4.167,5.69144444444
358.02,5.90074603174,9.83844444444,3.30777777778,11.8615555555,5.22033333333,4.92633333333,18.3911111111,26.2426666667,10.5144444444,4.14327777778,5.67711111111
358.38,5.86303174603,9.72277777778,3.34605555555,11.8304444444,5.16661111111,4.88288888889,18.4145555556,26.2035555556,10.4832222222,4.17205555556,5.54755555556
358.75,5.81055555556,9.692,3.29333333333,11.8166666667,5.13522222222,4.94755555555,18.409,26.1596666667,10.4680833333,4.18788888889,5.37777777778
359.11,5.64542857143,9.51477777778,3.10566666667,11.7401111111,4.973,4.79433333333,18.2357777778,26.106,10.2921388889,4.04988888889,5.271
359.48,5.67836507937,9.58911111111,3.15433333333,11.8552222222,5.01572222222,4.83777777778,18.3408888889,26.278,10.3935,4.10438888889,5.28266666667
359.84,5.69944444444,9.66388888889,3.15877777778,11.9045555555,4.95522222222,4.93588888889,18.4407777778,26.3873333333,10.4137777778,4.18355555556,5.29066666667
360.20,5.67384126984,9.587,3.16838888889,11.8607777778,4.83422222222,4.95166666667,18.572,26.4343333333,10.4038333333,4.17161111111,5.22044444444
360.57,5.68615873016,9.56711111111,3.15172222222,11.8311111111,4.78861111111,5.00144444444,18.6188888889,26.4684444444,10.3871388889,4.16505555555,5.26977777778
360.93,5.70865079366,9.58022222222,3.21972222222,11.9207777778,4.79116666667,5.05522222222,18.7716666667,26.5794444445,10.4153888889,4.30377777778,5.24466666667
361.29,5.68126984127,9.55355555556,3.18605555555,11.8711111111,4.73383333333,5.06411111111,18.914,26.6225555556,10.3589722222,4.26422222222,5.16388888889
361.66,5.66074603175,9.51611111111,3.17861111111,11.8818888889,4.7335,5.04788888889,18.9164444444,26.6532222222,10.3130833333,4.27205555556,5.06633333333
362.02,5.6976031746,9.49611111111,3.17888888889,11.902,4.76888888889,5.06388888889,18.9575555556,26.6841111111,10.3208333333,4.21338888889,5.10644444445
362.39,5.76974603174,9.59555555555,3.21761111111,11.9801111111,4.876,5.21633333334,19.1567777778,26.8172222222,10.3870555556,4.27405555555,5.20711111111
362.75,5.70903174603,9.54066666667,3.17688888889,11.9408888889,4.82177777778,5.16566666667,19.1543333333,26.8435555556,10.3038333333,4.20633333333,5.26511111111
363.11,5.69668253968,9.54833333333,3.20011111111,11.942,4.86966666667,5.19911111111,19.3505555556,26.9745555555,10.3758888889,4.23877777778,5.26222222222
363.48,5.74512698412,9.52311111111,3.21672222222,11.932,4.90966666666,5.25422222222,19.3986666667,26.9681111111,10.3524444444,4.23594444445,5.30477777778
363.84,5.73150793651,9.53733333333,3.23116666667,11.975,4.994,5.25977777778,19.4805555555,26.9763333333,10.3991111111,4.18138888889,5.33733333333
364.20,5.72366666667,9.529,3.19611111111,12.0835555556,5.0328888889,5.28344444445,19.5422222222,27.0992222222,10.4115277778,4.15383333333,5.36966666667
364.57,5.66336507937,9.54622222222,3.15938888889,12.1241111111,5.03866666666,5.26422222222,19.5505555556,27.1416666667,10.3330833333,4.12094444445,5.22277777778
364.93,5.66561904762,9.55422222222,3.163,12.0916666667,5.04433333333,5.31322222222,19.5296666667,27.1908888889,10.3342222222,4.13555555555,5.24622222222
365.29,5.62046031746,9.57177777778,3.17822222222,12.0845555556,5.09838888889,5.25688888889,19.444,27.2087777778,10.3340833334,4.20294444445,5.25688888889
365.66,5.58050793651,9.53888888889,3.10733333333,12.0336666667,5.09255555555,5.21344444445,19.455,27.2303333333,10.289,4.18022222222,5.25555555556
366.02,5.47033333333,9.41544444444,2.97477777778,11.9654444444,4.99844444446,5.15377777778,19.3492222222,27.2116666667,10.1413611111,4.116,5.07355555556
366.38,5.38501587301,9.32722222222,2.89327777778,11.8982222222,4.89655555555,4.98933333333,19.2814444445,27.1424444444,9.98952777776,3.99005555556,4.95833333333
366.75,5.42134920634,9.40855555556,2.88555555556,11.9232222222,4.92399999999,4.92855555556,19.3712222222,27.1816666667,9.98238888889,4.01705555556,4.934
367.11,5.52007936508,9.55922222222,2.99594444445,12.044,4.96622222221,5.05622222222,19.4028888889,27.2577777778,10.0851944445,4.08705555555,5.05
367.47,5.30417460318,9.39577777778,2.79977777778,11.8422222222,4.747,4.89022222222,19.2398888889,27.0943333333,9.88041666664,3.93572222222,4.82555555556
367.84,5.30488888889,9.34455555555,2.78038888889,11.837,4.74611111111,4.86477777778,19.207,27.0765555556,9.87058333336,3.94222222222,4.75044444444
368.20,5.32042857143,9.32333333333,2.75311111111,11.7757777778,4.75227777778,4.83777777778,19.2425555556,27.086,9.78530555556,3.92905555556,4.725
368.56,5.21093650793,9.20911111111,2.63711111111,11.6754444445,4.71866666667,4.76155555555,19.2807777778,27.0772222222,9.72461111109,3.82755555556,4.73833333333
368.93,5.25252380952,9.20766666667,2.67694444445,11.7643333333,4.84688888889,4.815,19.4078888889,27.1811111111,9.78038888888,3.8155,4.84988888889
369.29,5.36411111111,9.25755555556,2.72,11.8521111111,4.87705555554,4.90777777778,19.5567777778,27.2796666667,9.87808333336,3.84016666667,4.89633333333
369.65,5.40823809523,9.34944444444,2.78183333333,11.9816666667,4.89505555557,4.95411111111,19.6336666667,27.3445555555,9.86952777776,3.83994444445,4.92577777778
370.01,5.42157142856,9.45277777778,2.7725,11.9798888889,4.89383333332,4.94066666667,19.7795555556,27.4513333333,9.85658333333,3.80994444444,4.93533333333
370.38,5.44863492064,9.53722222222,2.76655555555,12.0494444445,4.93616666667,5.00077777778,19.8795555555,27.6307777778,9.91724999999,3.88894444444,4.95888888889
370.74,5.53904761904,9.59444444445,2.85405555556,12.1212222222,5.04483333333,5.19011111111,20.0262222222,27.8522222222,10.0425555556,4.01272222222,5.03366666667
371.10,5.51950793651,9.53633333333,2.75438888889,12.0743333333,5.05027777779,5.15855555556,20.0471111111,27.8914444445,9.95763888888,3.97316666667,4.94566666667
371.46,5.65222222222,9.66822222222,2.91244444444,12.2094444444,5.19349999999,5.23588888889,20.184,28.0397777778,10.0528611111,4.09066666667,5.05233333333
371.83,5.76115873015,9.82255555556,3.00405555556,12.2626666667,5.26472222223,5.29444444445,20.3653333333,28.1623333333,10.1065,4.20188888889,5.16244444445
372.19,5.75731746032,9.87733333333,3.07455555556,12.357,5.30122222222,5.32555555555,20.4091111111,28.262,10.1311111111,4.26394444444,5.17466666667
372.55,5.83736507937,9.94900000001,3.1645,12.4091111111,5.25961111112,5.35788888889,20.4267777778,28.3003333334,10.1498055555,4.34677777778,5.18933333333
372.92,5.67928571429,9.92677777777,3.05922222222,12.322,5.08011111111,5.23944444444,20.4591111111,28.3138888889,10.0018611111,4.22472222222,5.04588888889
373.28,5.49074603174,9.81777777778,2.94538888889,12.2317777778,4.98622222221,5.19588888889,20.3577777778,28.3113333333,9.81908333334,4.13511111111,4.90888888889
373.64,5.35284126984,9.66344444444,2.85366666667,12.1238888889,4.88622222222,5.08988888889,20.4026666667,28.3346666666,9.7003611111,4.01588888889,4.85522222222
374.00,5.32946031745,9.59388888889,2.87766666667,12.1184444445,4.8311111111,5.07811111111,20.4831111111,28.3185555556,9.62352777778,3.97711111111,4.89711111111
374.37,5.33757142857,9.63266666667,2.89394444444,12.1487777778,4.83005555555,5.03722222222,20.4995555556,28.2826666667,9.52719444445,3.94833333333,4.90222222222
374.73,5.33974603175,9.65488888888,2.88905555556,12.2401111111,4.84311111111,4.96766666667,20.6223333333,28.3201111111,9.50211111112,3.93094444444,4.99033333333
375.09,5.3473015873,9.72811111112,2.9325,12.2911111111,4.88355555556,4.99822222222,20.7604444444,28.3553333333,9.46952777779,3.99816666667,5.07366666667
375.45,5.40385714285,9.75922222222,2.9835,12.3902222222,4.97122222221,5.04333333333,20.9803333333,28.548,9.49505555556,4.10627777778,5.15444444444
375.81,5.37701587301,9.65577777778,2.91866666667,12.4195555556,4.9445,5.02211111111,21.0412222222,28.605,9.41505555557,4.04222222222,5.11877777778
376.18,5.35226984127,9.57399999999,2.863,12.3761111111,4.92144444443,4.96155555556,21.1111111111,28.5636666667,9.32563888888,3.96211111111,5.07866666667
376.54,5.42107936508,9.57866666666,2.87416666667,12.4294444445,5.00011111111,5.004,21.1787777778,28.6566666667,9.33269444444,3.94077777778,5.17188888889
376.90,5.45892063492,9.55955555557,2.8255,12.4277777778,5.02572222222,4.97555555556,21.2234444445,28.6894444445,9.32333333333,3.97738888889,5.12511111111
377.26,5.54555555555,9.58322222223,2.85466666667,12.4868888889,5.09427777779,4.98266666667,21.3806666667,28.7598888889,9.34333333333,4.03277777778,5.18822222222
377.63,5.55401587301,9.56733333333,2.81283333333,12.4674444445,5.06466666666,4.96144444445,21.3691111111,28.783,9.31841666667,4.05061111111,5.189
377.99,5.62731746032,9.592,2.854,12.5606666667,5.1795,5.02311111111,21.4197777778,28.9042222222,9.37472222223,4.18516666667,5.19777777778
378.35,5.64076190476,9.546,2.84616666667,12.5371111111,5.2003888889,5.04533333333,21.5044444444,29.0195555555,9.39780555555,4.17372222222,5.231
378.71,5.56722222222,9.39777777777,2.75411111111,12.4142222222,5.1098888889,4.93411111111,21.4508888889,28.9965555556,9.28697222221,4.12194444445,5.13144444444
379.07,5.52282539682,9.27955555555,2.70877777778,12.3708888889,5.03805555555,4.83155555556,21.4666666667,28.993,9.23194444446,4.03022222222,5.06466666667
379.44,5.37784126984,9.10533333333,2.53988888889,12.2472222222,4.86727777779,4.72388888889,21.2832222222,28.8566666667,9.10147222222,3.84477777778,4.92144444444
379.80,5.37225396825,9.10988888889,2.56916666667,12.2074444444,4.88933333334,4.73811111111,21.3062222222,28.8982222222,9.0966388889,3.87311111111,4.92722222222
380.16,5.40604761904,9.18322222222,2.60266666667,12.2535555556,4.9485,4.76111111111,21.365,29.0527777778,9.14913888888,3.99044444444,4.97044444444
380.52,5.26553968254,9.09566666667,2.50788888889,12.1622222222,4.86922222222,4.64433333333,21.3472222222,29.0184444444,9.07544444444,3.96705555556,4.79177777778
380.88,5.16761904762,8.99822222222,2.41155555556,12.0825555556,4.77099999999,4.57066666667,21.3074444444,29.0181111111,8.99402777778,3.89555555556,4.73088888889
381.24,5.10426984127,8.92655555556,2.39188888889,12.0407777778,4.72633333333,4.50733333333,21.2965555556,29.0733333333,8.9176111111,3.855,4.73122222222
381.61,5.13965079366,8.90888888889,2.42422222222,12.1015555555,4.78072222221,4.58088888889,21.371,29.1522222222,8.93586111112,3.90488888889,4.72477777778
381.97,5.13419047619,9.01655555556,2.4445,12.1218888889,4.80483333335,4.624,21.4676666667,29.2262222222,8.97355555557,3.90438888889,4.78522222222
382.33,5.12342857143,9.02922222222,2.4945,12.1621111111,4.80644444444,4.616,21.4738888889,29.2248888889,8.95522222223,3.99877777778,4.8
382.69,5.15582539682,9.09833333333,2.51111111111,12.2138888889,4.83988888888,4.65944444445,21.5771111111,29.3096666667,8.94325000001,4.004,4.80155555556
383.05,5.19984126984,9.21188888889,2.58777777778,12.2695555555,4.9431111111,4.76477777778,21.6552222222,29.3937777778,8.98872222221,4.09966666667,4.85322222222
383.41,5.26858730159,9.30877777778,2.63455555556,12.3332222222,5.04738888889,4.80955555556,21.8391111111,29.5592222222,9.02791666668,4.18894444445,4.96322222222
383.77,5.24853968254,9.32466666666,2.62066666667,12.3351111111,5.09927777779,4.814,21.8896666667,29.6013333333,9.01494444444,4.21105555556,4.96633333333
384.14,5.18757142856,9.22877777779,2.54344444444,12.3217777778,5.05105555557,4.812,21.9206666667,29.6207777778,8.95425,4.15338888889,4.88422222222
384.50,5.17917460318,9.18944444446,2.54827777778,12.3238888889,5.01355555557,4.80522222222,21.9673333333,29.6266666667,8.86994444443,4.12372222222,4.88711111111
384.86,5.25365079366,9.25755555557,2.70044444444,12.419,5.10933333332,4.89011111111,22.1144444444,29.6843333333,8.9118888889,4.18494444444,4.99444444445
385.22,5.32403174603,9.30033333333,2.75272222222,12.5116666667,5.1601111111,4.95633333333,22.2363333333,29.8214444444,8.93466666666,4.20022222222,5.05055555556
385.58,5.23468253968,9.25577777778,2.68694444444,12.436,5.06788888888,4.86977777778,22.2838888889,29.8192222222,8.86852777778,4.10727777778,4.997
385.94,5.24365079366,9.17722222222,2.73744444444,12.4513333333,5.06394444445,4.85411111111,22.3903333333,29.8812222222,8.85452777778,4.12561111111,4.96788888889
386.30,5.24674603175,9.15466666667,2.73655555555,12.4752222222,5.06738888889,4.81711111111,22.5141111111,29.9784444445,8.89369444443,4.08494444444,4.94455555555
386.66,5.23120634921,9.1588888889,2.777,12.4908888889,5.0775,4.84277777778,22.5901111111,29.9961111111,8.90522222223,4.08583333333,4.972
387.03,5.22417460318,9.13977777778,2.74872222222,12.4802222222,5.01049999999,4.78955555556,22.6342222222,30.0164444444,8.85472222221,4.04955555556,4.96633333333
